gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
UBE4A|9354	1793.6462	UBE4A|9354	1930.0988
UBE4B|10277	1124.4841	UBE4B|10277	1531.6445
UBFD1|56061	1406.6609	UBFD1|56061	1277.1146
UBIAD1|29914	506.3826	UBIAD1|29914	567.1103
UBL3|5412	550.1488	UBL3|5412	2173.2933
UBL4A|8266	1613.9745	UBL4A|8266	832.9755
lowly_expressed	lowly_expressed	UBL4B|164153	7.9004
UBL5|59286	1496.1129	UBL5|59286	1012.2799
UBL7|84993	688.7417	UBL7|84993	598.3684
UBLCP1|134510	344.3709	UBLCP1|134510	735.7664
UBN1|29855	2608.3117	UBN1|29855	1838.3856
UBN2|254048	412.7076	UBN2|254048	1141.4341
UBOX5|22888	210.3772	UBOX5|22888	351.8489
UBP1|7342	1782.8966	UBP1|7342	2725.9768
UBQLN1|29979	3346.1945	UBQLN1|29979	3256.6767
UBQLN2|29978	1389.3848	UBQLN2|29978	1537.1404
UBQLN4|56893	5271.5232	UBQLN4|56893	1064.4912
UBQLNL|143630	13.0531	UBQLNL|143630	14.7703
UBR1|197131	414.6271	UBR1|197131	1174.0661
UBR2|23304	1175.5447	UBR2|23304	1297.0374
UBR3|130507	1254.631	UBR3|130507	1669.386
UBR4|23352	4626.5477	UBR4|23352	4564.0189
UBR5|51366	4170.8417	UBR5|51366	4117.8188
UBR7|55148	1263.0771	UBR7|55148	1332.0739
UBTD1|80019	312.8899	UBTD1|80019	154.5728
UBTD2|92181	794.702	UBTD2|92181	1088.1924
UBTF|7343	3159.6122	UBTF|7343	2624.3023
UBXN10|127733	18.8118	UBXN10|127733	201.6316
UBXN11|91544	110.9511	UBXN11|91544	378.5316
UBXN1|51035	1556.0035	UBXN1|51035	1371.9193
UBXN2A|165324	755.9267	UBXN2A|165324	351.05199999999996
UBXN2B|137886	909.8762	UBXN2B|137886	944.9549
UBXN4|23190	2769.5556	UBXN4|23190	3628.3383
UBXN6|80700	1148.6707	UBXN6|80700	1279.5191
UBXN7|26043	360.1113	UBXN7|26043	534.8218
UBXN8|7993	67.9528	UBXN8|7993	155.6033
UCA1|652995	413.0915	UCA1|652995	34.006
UCHL1|7345	195.0283	UCHL1|7345	76.9429
UCHL3|7347	712.9283	UCHL3|7347	302.9626
UCHL5|51377	830.3676	UCHL5|51377	376.6183
UCK1|83549	487.1869	UCK1|83549	711.3783
UCK2|7371	848.8339	UCK2|7371	301.9322
UCKL1AS|100113386	12.1893	UCKL1AS|100113386	14.6569
UCKL1|54963	841.8965	UCKL1|54963	448.8175
UCN2|90226	11.5174	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UCP1|7350	28.8536
UCP2|7351	1782.8966	UCP2|7351	1407.6428
UCP3|7352	17.66	UCP3|7352	31.6015
UEVLD|55293	209.61700000000002	UEVLD|55293	363.4178
UFC1|51506	4706.4018	UFC1|51506	1832.2027
UFD1L|7353	1067.6648	UFD1L|7353	813.3517
UFM1|51569	1488.8185	UFM1|51569	1939.7166
UFSP1|402682	35.3201	UFSP1|402682	18.2052
UFSP2|55325	514.4908	UFSP2|55325	795.9742
UGCG|7357	148.1908	UGCG|7357	401.5457
UGDH|7358	1256.5505	UGDH|7358	840.5324
UGGT1|56886	2887.0333	UGGT1|56886	1555.6891
UGGT2|55757	279.4894	UGGT2|55757	504.9377
UGP2|7360	2852.4809999999998	UGP2|7360	3767.4538
UGT1A6|54578	102.2862	UGT1A6|54578	9.0786
UGT1A7|54577	58.1246	UGT1A7|54577	26.6793
lowly_expressed	lowly_expressed	UGT2B11|10720	150.5333
lowly_expressed	lowly_expressed	UGT2B15|7366	2387.9777
lowly_expressed	lowly_expressed	UGT2B28|54490	13.0528
UGT2B7|7364	39.1592	UGT2B7|7364	31.945
UGT8|7368	226.8932	UGT8|7368	101.331
UHMK1|127933	434.2067	UHMK1|127933	608.3298
UHRF1BP1L|23074	577.7906	UHRF1BP1L|23074	612.7952
UHRF1BP1|54887	918.7062	UHRF1BP1|54887	801.0305
UHRF1|29128	521.3552	UHRF1|29128	21.9837
UHRF2|115426	649.5825	UHRF2|115426	963.1602
UIMC1|51720	396.1993	UIMC1|51720	490.5109
ULBP1|80329	33.7844	lowly_expressed	lowly_expressed
ULBP2|80328	15.3566	lowly_expressed	lowly_expressed
ULBP3|79465	6.9105	ULBP3|79465	22.6707
ULK1|8408	1534.1204	ULK1|8408	1000.6011
ULK2|9706	819.2725	ULK2|9706	861.1421
ULK3|25989	518.2839	ULK3|25989	499.0983
ULK4|54986	22.6509	ULK4|54986	63.5466
UMODL1|89766	23.0348	lowly_expressed	lowly_expressed
UMPS|7372	787.7915	UMPS|7372	584.6286
UNC119B|84747	666.0908	UNC119B|84747	2037.9562
UNC119|9094	497.5525	UNC119|9094	418.37699999999995
UNC13A|23025	6.1426	lowly_expressed	lowly_expressed
UNC13B|10497	758.998	UNC13B|10497	1481.8377
UNC13D|201294	1886.1695	UNC13D|201294	238.7291
UNC45A|55898	2029.3694	UNC45A|55898	1527.1789999999999
UNC50|25972	467.6073	UNC50|25972	735.4229
lowly_expressed	lowly_expressed	UNC5A|90249	24.3881
UNC5B|219699	936.7502	UNC5B|219699	444.4826
UNC5CL|222643	104.4784	UNC5CL|222643	52.6647
UNC5C|8633	34.9362	UNC5C|8633	74.8819
UNC93B1|81622	1237.3548	UNC93B1|81622	530.3564
UNG|7374	1951.4349	UNG|7374	811.6788
UNKL|64718	251.4675	UNKL|64718	574.8184
UNK|85451	522.123	UNK|85451	840.1889
lowly_expressed	lowly_expressed	UPB1|51733	5.8394
UPF1|5976	2404.8373	UPF1|5976	2302.1039
UPF2|26019	2426.3365	UPF2|26019	1445.0837
UPF3A|65110	585.0849	UPF3A|65110	802.061
UPF3B|65109	459.92900000000003	UPF3B|65109	319.4504
lowly_expressed	lowly_expressed	UPK1A|11045	5.1524
UPK1B|7348	52.9801	UPK1B|7348	13.3963
UPK2|7379	14.9726	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UPK3A|7380	24.0447
UPK3BL|100134938	80.979	UPK3BL|100134938	59.6926
UPK3B|80761	13.437000000000001	UPK3B|80761	5.1524
UPP1|7378	558.9788	UPP1|7378	86.5608
UPRT|139596	260.6776	UPRT|139596	249.7209
UQCC|55245	310.5864	UQCC|55245	701.4169
UQCR10|29796	1314.9055	UQCR10|29796	800.687
UQCR11|10975	891.8322	UQCR11|10975	745.0408
UQCRB|7381	4142.0482	UQCRB|7381	2286.6466
UQCRC1|7384	3756.9824	UQCRC1|7384	1750.4508
UQCRC2|7385	3315.0974	UQCRC2|7385	3360.7557
UQCRFS1|7386	1961.8006	UQCRFS1|7386	1260.9704
UQCRHL|440567	783.1846	UQCRHL|440567	392.6149
UQCRH|7388	2230.9243	UQCRH|7388	955.6033
UQCRQ|27089	1484.2115	UQCRQ|27089	862.5161
URB1|9875	795.0859	URB1|9875	1077.9699
URB2|9816	908.3405	URB2|9816	301.5887
URGCP|55665	938.6697	URGCP|55665	852.5547
URM1|81605	798.1572	URM1|81605	725.8051
UROD|7389	1040.0230000000001	UROD|7389	1129.7553
UROS|7390	845.7625	UROS|7390	399.4848
USE1|55850	218.0632	USE1|55850	234.2636
USF1|7391	2063.5378	USF1|7391	823.3577
USF2|7392	2652.8458	USF2|7392	1674.8819
USH1G|124590	5.3748	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	USH2A|7399	9.6179
USHBP1|83878	9.5979	USHBP1|83878	150.4508
USMG5|84833	638.8329	USMG5|84833	493.9459
USO1|8615	1721.0865	USO1|8615	2084.6715
USP10|9100	1668.4903	USP10|9100	1613.7398
USP11|8237	1216.6235	USP11|8237	1421.3826
USP12|219333	269.8915	USP12|219333	456.1614
USP13|8975	1000.8638	USP13|8975	744.0103
USP14|9097	1900.7582	USP14|9097	1376.3847
USP15|9958	1498.0324	USP15|9958	1072.3916
USP16|10600	1040.0230000000001	USP16|10600	1421.0391
USP18|11274	944.0445	USP18|11274	346.5865
USP19|10869	1084.1731	USP19|10869	1654.2722
USP1|7398	2979.1727	USP1|7398	1523.0571
USP20|10868	469.1429	USP20|10868	717.9047
USP21|27005	1066.897	USP21|27005	506.6552
USP22|23326	6577.5986	USP22|23326	6146.1571
USP24|23358	2683.9428	USP24|23358	2506.14
USP25|29761	1291.8706	USP25|29761	1511.7218
USP27X|389856	130.9147	USP27X|389856	182.7394
USP28|57646	791.6307	USP28|57646	689.3946
USP2|9099	181.5913	USP2|9099	70.76
USP30|84749	294.0781	USP30|84749	645.0837
USP31|57478	1275.3623	USP31|57478	1497.295
USP32|84669	1193.2047	USP32|84669	1233.1473
USP33|23032	1164.4112	USP33|23032	2089.824
USP34|9736	2892.792	USP34|9736	4345.8995
USP35|57558	109.4155	USP35|57558	132.9326
USP36|57602	1820.9041	USP36|57602	1425.848
USP37|57695	403.1097	USP37|57695	703.4779
USP38|84640	616.9498	USP38|84640	851.5243
USP39|10713	1768.6918	USP39|10713	986.8613
USP3|9960	553.604	USP3|9960	622.5092
USP40|55230	490.2582	USP40|55230	1016.0584
USP42|84132	424.6089	USP42|84132	499.7853
USP43|124739	210.3849	USP43|124739	148.7334
lowly_expressed	lowly_expressed	USP44|84101	37.0975
USP45|85015	141.6643	USP45|85015	243.8815
USP46|64854	237.2589	USP46|64854	675.6548
USP47|55031	1628.1793	USP47|55031	2832.8038
USP48|84196	1260.7736	USP48|84196	1479.7767
USP49|25862	25.3383	USP49|25862	29.1971
USP4|7375	1488.8185	USP4|7375	1651.1808
USP51|158880	27.2579	USP51|158880	97.8961
USP53|54532	446.49199999999996	USP53|54532	1588.3212
USP54|159195	718.3031	USP54|159195	1340.6612
USP5|8078	2077.7426	USP5|8078	1182.6535
USP6NL|9712	1012.3812	USP6NL|9712	688.7076
USP6|9098	47.2214	USP6|9098	103.7355
USP7|7874	4461.4646	USP7|7874	3097.6385
USP8|9101	1215.3911	USP8|9101	1550.0283
USP9X|8239	3544.678	USP9X|8239	4193.3877
USPL1|10208	398.8866	USPL1|10208	746.4148
UST|10090	240.3302	UST|10090	265.1782
UTP11L|51118	692.9648	UTP11L|51118	512.1511
UTP14A|10813	860.7352	UTP14A|10813	573.6368
UTP14C|9724	671.0817	UTP14C|9724	1661.4856
UTP15|84135	203.0905	UTP15|84135	351.3954
UTP18|51096	1084.941	UTP18|51096	552.6836
UTP20|27340	864.1904	UTP20|27340	897.2091
UTP23|84294	714.8479	UTP23|84294	568.4843
UTP3|57050	537.8635	UTP3|57050	809.2744
UTP6|55813	1190.1334	UTP6|55813	711.0348
UTRN|7402	1162.4916	UTRN|7402	7091.1121
UTS2|10911	20.0633	UTS2|10911	10.7342
UVRAG|7405	701.7948	UVRAG|7405	974.1519999999999
UXS1|80146	980.1325	UXS1|80146	559.8969999999999
UXT|8409	677.1398	UXT|8409	745.1816
VAC14|55697	1189.3656	VAC14|55697	822.3272
VAMP1|6843	184.655	VAMP1|6843	373.1421
VAMP2|6844	1133.3141	VAMP2|6844	2549.4204
VAMP3|9341	1775.2184	VAMP3|9341	2821.4684
VAMP4|8674	341.6835	VAMP4|8674	588.0635
VAMP5|10791	347.4422	VAMP5|10791	357.9219
VAMP7|6845	1151.742	VAMP7|6845	1059.3388
VAMP8|8673	3787.6956	VAMP8|8673	1570.8029
VANGL1|81839	2091.9474	VANGL1|81839	481.9236
VANGL2|57216	1322.5837	VANGL2|57216	933.9631
VAPA|9218	3173.0492	VAPA|9218	3312.6664
VAPB|9217	1609.3675	VAPB|9217	1202.5762
VARS2|57176	651.886	VARS2|57176	426.4629
VARS|7407	2860.9272	VARS|7407	924.3452
VASH1|22846	550.2255	VASH1|22846	1034.4045
VASH2|79805	237.6428	VASH2|79805	158.3512
VASN|114990	786.6398	VASN|114990	345.2125
VASP|7408	3365.0062	VASP|7408	1150.365
VAT1L|57687	21.8831	VAT1L|57687	37.0975
VAT1|10493	4433.8228	VAT1|10493	4480.5496
VAV1|7409	214.22400000000002	VAV1|7409	206.78400000000002
VAV2|7410	1478.4528	VAV2|7410	880.7213
VAV3|10451	1857.7599	VAV3|10451	2823.8729
VAX2|25806	23.4188	VAX2|25806	7.5569
VBP1|7411	1160.1881	VBP1|7411	772.1769
VCAM1|7412	782.4167	VCAM1|7412	689.0511
VCAN|1462	7348.1140000000005	VCAN|1462	1744.2679
VCL|7414	6862.8467	VCL|7414	5023.9588
VCPIP1|80124	662.2517	VCPIP1|80124	1010.2189999999999
VCP|7415	8297.1494	VCP|7415	5410.0472
VDAC1|7416	4441.1172	VDAC1|7416	2408.2439
VDAC2|7417	1399.7505	VDAC2|7417	1321.4255
VDAC3|7419	2308.091	VDAC3|7419	1445.4272
VDR|7421	1211.2487	VDR|7421	657.793
VEGFA|7422	5828.1985	VEGFA|7422	1077.8875
VEGFB|7423	1883.866	VEGFB|7423	1501.7604
VEGFC|7424	188.5018	VEGFC|7424	293.3448
VENTX|27287	17.66	VENTX|27287	23.7012
VEPH1|79674	92.1394	VEPH1|79674	69.38600000000001
VEZF1|7716	1321.8159	VEZF1|7716	2071.6187
VEZT|55591	1081.1018	VEZT|55591	1456.0756
VGF|7425	18.8118	lowly_expressed	lowly_expressed
VGLL1|51442	1607.0639999999999	VGLL1|51442	191.6702
VGLL3|389136	350.8974	VGLL3|389136	550.2791
VGLL4|9686	2897.5218	VGLL4|9686	2597.7261
VHL|7428	552.8362	VHL|7428	1060.7128
VILL|50853	70.2563	VILL|50853	251.7819
VIM|7431	47966.7031	VIM|7431	32192.711
VIPAR|63894	503.3113	VIPAR|63894	517.9906
VIPR1|7433	44.1501	VIPR1|7433	529.6694
lowly_expressed	lowly_expressed	VIPR2|7434	60.5925
lowly_expressed	lowly_expressed	VIP|7432	8.5874
VIT|5212	8.4461	VIT|5212	274.4526
VKORC1L1|154807	1097.6101	VKORC1L1|154807	1801.2881
VKORC1|79001	2500.2707	VKORC1|79001	928.8931
VLDLR|7436	767.0525	VLDLR|7436	939.8025
VMA21|203547	864.9582	VMA21|203547	1169.2572
VMAC|400673	89.45200000000001	VMAC|400673	100.6441
VMO1|284013	74.0954	VMO1|284013	11.3353
VN1R1|57191	14.9726	VN1R1|57191	17.8617
VNN1|8876	27.6418	VNN1|8876	46.3718
VNN2|8875	41.4627	VNN2|8875	24.0447
VOPP1|81552	1637.7771	VOPP1|81552	718.5917
VPRBP|9730	983.0579	VPRBP|9730	1125.2967
VPREB3|29802	10.7496	lowly_expressed	lowly_expressed
VPS11|55823	1130.2428	VPS11|55823	1420.0086
VPS13A|23230	413.8593	VPS13A|23230	1138.3426
VPS13B|157680	1040.4069	VPS13B|157680	1399.3989
VPS13C|54832	811.9781	VPS13C|54832	2924.8605
VPS13D|55187	1317.9768	VPS13D|55187	3292.7437
VPS16|64601	611.9589	VPS16|64601	644.3967
VPS18|57617	656.1089999999999	VPS18|57617	639.5878
VPS24|51652	3545.8528	VPS24|51652	3659.2529
VPS25|84313	1002.0155	VPS25|84313	753.2847
VPS26A|9559	1518.3799	VPS26A|9559	1666.9815
VPS26B|112936	1599.3857	VPS26B|112936	1283.2976
VPS28|51160	1514.5407	VPS28|51160	1077.8875
VPS29|51699	1373.6443	VPS29|51699	973.1112
VPS33A|65082	585.9296	VPS33A|65082	513.7312
VPS33B|26276	218.4471	VPS33B|26276	308.4586
VPS35|55737	3317.4009	VPS35|55737	3008.3298
VPS36|51028	881.0826	VPS36|51028	1976.1271
VPS37A|137492	718.5949	VPS37A|137492	684.3796
VPS37B|79720	1631.2506	VPS37B|79720	915.7578
VPS37C|55048	1017.7560000000001	VPS37C|55048	744.6973
VPS37D|155382	40.6949	VPS37D|155382	60.1116
VPS39|23339	1353.6808	VPS39|23339	2426.1056
VPS41|27072	838.0843	VPS41|27072	1260.6269
VPS45|11311	2332.6615	VPS45|11311	875.5689
VPS4A|27183	2107.304	VPS4A|27183	1820.8673
VPS4B|9525	1507.2464	VPS4B|9525	1867.5827
VPS52|6293	1705.7299	VPS52|6293	1269.5578
VPS53|55275	740.954	VPS53|55275	1052.4689
VPS54|51542	928.3041	VPS54|51542	1080.292
VPS72|6944	2932.7191	VPS72|6944	665.3499
VPS8|23355	856.1282	VPS8|23355	769.0854
VRK1|7443	607.7359	VRK1|7443	257.9648
VRK2|7444	768.903	VRK2|7444	565.5268
VRK3|51231	757.0784	VRK3|51231	538.2568
VSIG10L|147645	29.9453	VSIG10L|147645	53.5852
VSIG10|54621	724.8296	VSIG10|54621	628.2525
VSIG1|340547	12.2852	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	VSIG2|23584	460.6269
VSIG4|11326	480.2764	VSIG4|11326	282.0094
VSNL1|7447	131.2986	VSNL1|7447	199.9141
VSTM2L|128434	12.6692	VSTM2L|128434	14.4268
VTA1|51534	1091.0836	VTA1|51534	976.5565
VTCN1|79679	8188.1179	VTCN1|79679	9436.8398
VTI1A|143187	386.087	VTI1A|143187	422.7669
VTI1B|10490	1022.5665	VTI1B|10490	1094.2585
VTN|7448	10.3657	VTN|7448	5.1524
VWA1|64856	2376.0438	VWA1|64856	839.8454
VWA2|340706	36.4718	VWA2|340706	427.3079
VWA3B|200403	5.7587	VWA3B|200403	5.4959
VWA5A|4013	450.715	VWA5A|4013	1400.7729
VWA5B2|90113	23.8027	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	VWCE|220001	35.7235
VWDE|221806	19.9635	VWDE|221806	98.2396
VWF|7450	2343.795	VWF|7450	9398.0249
WAC|51322	2401.3821	WAC|51322	4081.0648
WAPAL|23063	973.9898	WAPAL|23063	2240.9618
WARS2|10352	362.7987	WARS2|10352	513.1816
WARS|7453	17273.4427	WARS|7453	2393.1301
WASF1|8936	193.1087	WASF1|8936	174.4955
WASF2|10163	4023.8027	WASF2|10163	5706.14
WASF3|10810	360.8792	WASF3|10810	593.5595
WASH2P|375260	148.9586	WASH2P|375260	332.1597
WASH3P|374666	332.4695	WASH3P|374666	364.7918
WASH5P|375690	92.5233	WASH5P|375690	120.5668
WASH7P|653635	725.5975	WASH7P|653635	1150.7085
WASL|8976	1453.4984	WASL|8976	1959.9828
WAS|7454	236.49099999999999	WAS|7454	158.6947
WBP11P1|441818	11.9013	WBP11P1|441818	15.1138
WBP11|51729	2096.5544	WBP11|51729	2111.8076
WBP1|23559	699.3147	WBP1|23559	1218.4972
lowly_expressed	lowly_expressed	WBP2NL|164684	7.5569
WBP2|23558	2758.0382	WBP2|23558	2228.2525
WBP4|11193	276.802	WBP4|11193	460.2834
WBP5|51186	789.7111	WBP5|51186	811.6788
WBSCR16|81554	896.8231	WBSCR16|81554	675.3113
WBSCR17|64409	13.0531	WBSCR17|64409	36.4105
WBSCR22|114049	1400.9176	WBSCR22|114049	867.325
WBSCR26|171022	20.3474	lowly_expressed	lowly_expressed
WBSCR27|155368	6.9105	WBSCR27|155368	19.9227
WBSCR28|135886	5.7587	lowly_expressed	lowly_expressed
WDFY1|57590	972.0703	WDFY1|57590	1468.0979
WDFY2|115825	186.1983	WDFY2|115825	370.9747
WDFY3|23001	894.9035	WDFY3|23001	2251.6101
WDFY4|57705	203.0905	WDFY4|57705	269.9871
WDHD1|11169	515.9804	WDHD1|11169	160.7557
WDR11|55717	530.5692	WDR11|55717	1537.1404
WDR12|55759	337.4604	WDR12|55759	282.0094
WDR13|64743	827.7186	WDR13|64743	1051.7819
WDR17|116966	21.8831	WDR17|116966	62.5161
WDR18|57418	767.0602	WDR18|57418	280.97900000000004
WDR19|57728	211.1527	WDR19|57728	870.76
WDR1|9948	8813.5138	WDR1|9948	4510.4337
WDR20|91833	409.6362	WDR20|91833	594.9334
WDR24|84219	291.0068	WDR24|84219	209.8755
WDR25|79446	143.9678	WDR25|79446	172.09099999999998
WDR26|80232	3075.5351	WDR26|80232	2757.2349
WDR27|253769	43.7662	WDR27|253769	396.0498
WDR31|114987	77.1667	WDR31|114987	129.4976
WDR33|55339	1675.4007	WDR33|55339	1518.5917
WDR34|89891	1622.0367	WDR34|89891	613.1387
WDR35|57539	340.1478	WDR35|57539	776.9858
WDR36|134430	545.5418	WDR36|134430	1102.6191
WDR37|22884	810.4425	WDR37|22884	737.1404
WDR3|10885	1388.233	WDR3|10885	854.9592
WDR41|55255	649.9664	WDR41|55255	519.021
WDR43|23160	1780.2092	WDR43|23160	1013.9974
WDR44|54521	362.4148	WDR44|54521	534.8218
WDR45L|56270	4437.278	WDR45L|56270	2306.9128
WDR45|11152	779.3454	WDR45|11152	941.8635
WDR46|9277	1242.3457	WDR46|9277	659.5105
WDR47|22911	456.4737	WDR47|22911	477.4581
WDR48|57599	747.8645	WDR48|57599	1574.5814
WDR4|10785	235.3393	WDR4|10785	115.0708
WDR52|55779	53.748000000000005	WDR52|55779	431.4298
WDR53|348793	253.7672	WDR53|348793	160.4122
WDR54|84058	127.0755	WDR54|84058	111.9794
WDR55|54853	484.1424	WDR55|54853	470.1039
WDR59|79726	449.9472	WDR59|79726	895.8351
WDR5B|54554	137.0573	WDR5B|54554	505.6247
WDR5|11091	1532.9686	WDR5|11091	762.9025
WDR60|55112	260.6776	WDR60|55112	490.1675
WDR61|80349	685.6704	WDR61|80349	972.778
WDR62|284403	638.4490000000001	WDR62|284403	19.2357
lowly_expressed	lowly_expressed	WDR65|149465	7.9004
WDR66|144406	47.6053	WDR66|144406	63.2031
WDR67|93594	360.8792	WDR67|93594	100.9875
WDR6|11180	2879.0863	WDR6|11180	3975.8145
WDR70|55100	281.0251	WDR70|55100	579.1327
WDR72|256764	44.1501	WDR72|256764	17.8617
WDR73|84942	259.7562	WDR73|84942	391.5844
WDR74|54663	850.3695	WDR74|54663	452.7265
WDR75|84128	1248.8723	WDR75|84128	890.3392
WDR76|79968	636.1455	WDR76|79968	128.1237
WDR77|79084	959.785	WDR77|79084	498.0678
WDR78|79819	33.7844	WDR78|79819	160.7557
WDR7|23335	405.7971	WDR7|23335	637.8703
WDR81|124997	628.0833	WDR81|124997	787.9777
WDR82|80335	3414.1472	WDR82|80335	3621.1249
WDR83|84292	107.1619	WDR83|84292	124.06700000000001
WDR85|92715	230.3484	WDR85|92715	295.0623
WDR86|349136	46.4536	WDR86|349136	164.8639
lowly_expressed	lowly_expressed	WDR88|126248	6.5264
WDR89|112840	271.0433	WDR89|112840	404.2937
WDR8|49856	295.2299	WDR8|49856	291.2838
WDR90|197335	317.113	WDR90|197335	361.3568
WDR91|29062	431.5193	WDR91|29062	551.9966
WDR92|116143	213.0723	WDR92|116143	244.225
WDR93|56964	6.5265	WDR93|56964	38.8149
WDSUB1|151525	206.1618	WDSUB1|151525	273.7656
WDTC1|23038	1369.0373	WDTC1|23038	2622.9283
WDYHV1|55093	424.9928	WDYHV1|55093	125.3757
WEE1|7465	1362.5108	WEE1|7465	1661.4856
WFDC1|58189	38.0075	WFDC1|58189	36.067
WFDC2|10406	195.0283	WFDC2|10406	1356.8055
WFDC3|140686	5.3748	lowly_expressed	lowly_expressed
WFIKKN1|117166	11.5174	WFIKKN1|117166	9.9614
lowly_expressed	lowly_expressed	WFIKKN2|124857	5.4959
WFS1|7466	1022.7469	WFS1|7466	1097.4667
WHAMML1|339005	38.0075	WHAMML1|339005	143.5809
WHAMML2|440253	14.9726	WHAMML2|440253	100.6441
WHAMM|123720	282.5607	WHAMM|123720	488.45
WHSC1L1|54904	1448.1236	WHSC1L1|54904	1820.8673
WHSC1|7468	3445.6282	WHSC1|7468	1171.3182
WHSC2|7469	572.0319	WHSC2|7469	494.6329
WIBG|84305	496.7847	WIBG|84305	440.0172
lowly_expressed	lowly_expressed	WIF1|11197	109.9184
WIPF1|7456	1251.5597	WIPF1|7456	1441.6488
WIPF2|147179	1144.0637	WIPF2|147179	1284.6715
WIPF3|644150	73.7115	WIPF3|644150	30.2276
WIPI1|55062	774.7385	WIPI1|55062	633.0614
WIPI2|26100	1588.2522	WIPI2|26100	1733.6196
WISP1|8840	452.2507	WISP1|8840	22.3272
WISP2|8839	222.2862	WISP2|8839	570.8888
lowly_expressed	lowly_expressed	WISP3|8838	98.2396
WIT1|51352	15.3566	lowly_expressed	lowly_expressed
WIZ|58525	1294.558	WIZ|58525	874.8819
WLS|79971	1213.9361	WLS|79971	2504.0789999999997
WNK1|65125	7692.101	WNK1|65125	4571.5758
WNK2|65268	473.6923	WNK2|65268	594.5006
WNK3|65267	67.9528	WNK3|65267	62.1726
lowly_expressed	lowly_expressed	WNK4|65266	872.5324
WNT10A|80326	34.9362	WNT10A|80326	29.5406
WNT10B|7480	5.7587	WNT10B|7480	10.9918
WNT11|7481	79.8541	WNT11|7481	101.6745
lowly_expressed	lowly_expressed	WNT1|7471	7.2134
WNT2B|7482	15.3566	WNT2B|7482	19.5792
WNT2|7472	390.4405	WNT2|7472	38.128
WNT3|7473	23.4188	WNT3|7473	50.4938
WNT4|54361	86.7646	WNT4|54361	65.2641
WNT5A|7474	338.6122	WNT5A|7474	499.0983
WNT5B|81029	459.92900000000003	WNT5B|81029	130.1846
WNT6|7475	41.4627	WNT6|7475	13.3963
WNT7B|7477	426.5285	WNT7B|7477	182.0524
WNT9A|7483	69.4884	WNT9A|7483	17.1748
lowly_expressed	lowly_expressed	WNT9B|7484	10.3049
WRAP53|55135	203.4744	WRAP53|55135	148.7334
WRB|7485	290.6229	WRB|7485	623.1
WRNIP1|56897	2195.2203	WRNIP1|56897	839.5019
WRN|7486	372.0127	WRN|7486	611.0777
WSB1|26118	1075.3431	WSB1|26118	2824.9034
WSB2|55884	2697.3798	WSB2|55884	1162.0438
WSCD1|23302	9.2139	WSCD1|23302	161.0992
WSCD2|9671	5.7587	WSCD2|9671	34.693000000000005
WT1|7490	42.6145	lowly_expressed	lowly_expressed
WTAP|9589	1834.725	WTAP|9589	2117.6471
WTIP|126374	172.3774	WTIP|126374	261.3997
WWC1|23286	767.0602	WWC1|23286	2037.6127
WWC2|80014	716.7674	WWC2|80014	908.2009
WWC3|55841	2591.0356	WWC3|55841	1405.9253
WWOX|51741	354.7365	WWOX|51741	368.2267
WWP1|11059	772.8189	WWP1|11059	3274.1949
WWP2|11060	1434.6866	WWP2|11060	1523.0571
WWTR1|25937	1634.5829999999999	WWTR1|25937	728.9309
XAB2|56949	759.3819	XAB2|56949	1092.6578
XAF1|54739	2081.1978	XAF1|54739	2527.7802
lowly_expressed	lowly_expressed	XAGE1D|9503	87.9347
lowly_expressed	lowly_expressed	XAGE2|9502	5.1524
XBP1|7494	8505.9987	XBP1|7494	26944.4397
XCL1|6375	19.5796	XCL1|6375	29.8841
XCL2|6846	34.9362	XCL2|6846	22.3272
lowly_expressed	lowly_expressed	XCR1|2829	8.9309
XDH|7498	49.9088	XDH|7498	350.7085
XG|7499	395.0475	XG|7499	90.6827
XIAP|331	1097.2262	XIAP|331	1728.4672
XIRP1|165904	491.4099	lowly_expressed	lowly_expressed
XIST|7503	1040.119	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	XKR5|389610	7.2134
lowly_expressed	lowly_expressed	XKR6|286046	9.6179
XKR8|55113	211.1527	XKR8|55113	201.6316
XKR9|389668	89.45200000000001	XKR9|389668	36.754
XKRX|402415	26.4901	XKRX|402415	6.1829
XK|7504	124.0042	XK|7504	57.7072
XPA|7507	176.9844	XPA|7507	371.6617
XPC|7508	854.9765	XPC|7508	1693.0872
XPNPEP1|7511	1478.0689	XPNPEP1|7511	886.5608
XPNPEP2|7512	5.7587	XPNPEP2|7512	33.319
XPNPEP3|63929	152.8861	XPNPEP3|63929	204.6921
XPO1|7514	3657.9326	XPO1|7514	3302.705
XPO4|64328	567.4249	XPO4|64328	817.1748
XPO5|57510	2820.6162	XPO5|57510	853.5852
XPO6|23214	3464.0561	XPO6|23214	1502.1039
