gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
lowly_expressed	lowly_expressed	OR5K2|402135	5.8394
lowly_expressed	lowly_expressed	OR7A5|26659	6.5264
OR7E91P|79315	22.6509	lowly_expressed	lowly_expressed
ORAI1|84876	762.4532	ORAI1|84876	265.1782
ORAI2|80228	838.2532	ORAI2|80228	543.1481
ORAI3|93129	458.7772	ORAI3|93129	417.3465
ORAOV1|220064	267.2041	ORAOV1|220064	312.237
ORC1L|4998	368.9414	ORC1L|4998	30.9146
ORC2L|4999	568.1927	ORC2L|4999	564.3624
ORC3L|23595	614.2624	ORC3L|23595	699.6994
ORC4L|5000	383.5301	ORC4L|5000	630.3134
ORC5L|5001	360.1113	ORC5L|5001	366.1657
ORC6L|23594	229.9645	ORC6L|23594	20.9532
lowly_expressed	lowly_expressed	ORM1|5004	5.4959
lowly_expressed	lowly_expressed	ORM2|5005	11.3353
ORMDL1|94101	725.2136	ORMDL1|94101	797.252
ORMDL2|29095	545.2078	ORMDL2|29095	312.8965
ORMDL3|94103	1193.9726	ORMDL3|94103	2551.8248
OS9|10956	7301.2765	OS9|10956	7140.2319
OSBP2|23762	83.3093	OSBP2|23762	130.8716
OSBPL10|114884	493.3295	OSBPL10|114884	472.3057
OSBPL11|114885	490.6421	OSBPL11|114885	527.2649
OSBPL1A|114876	1329.1103	OSBPL1A|114876	2572.778
OSBPL2|9885	1083.4053	OSBPL2|9885	1202.2327
OSBPL3|26031	719.8388	OSBPL3|26031	357.2349
OSBPL5|114879	685.6704	OSBPL5|114879	600.4294
OSBPL6|114880	122.8525	OSBPL6|114880	96.8656
OSBPL7|114881	130.1468	OSBPL7|114881	253.1559
OSBPL8|114882	1270.3714	OSBPL8|114882	2605.0666
OSBPL9|114883	2962.6644	OSBPL9|114883	2977.4152
OSBP|5007	2379.499	OSBP|5007	2443.6239
OSCAR|126014	172.7613	OSCAR|126014	32.632
OSCP1|127700	71.0241	OSCP1|127700	232.8897
OSGEPL1|64172	113.6385	OSGEPL1|64172	234.2636
OSGEP|55644	301.7564	OSGEP|55644	377.1576
OSGIN1|29948	135.5216	OSGIN1|29948	117.4753
OSGIN2|734	711.0087	OSGIN2|734	798.9695
OSMR|9180	971.6863	OSMR|9180	1288.1065
OSM|5008	77.9345	OSM|5008	11.6788
OSR1|130497	433.8228	OSR1|130497	259.3388
OSR2|116039	1149.8224	OSR2|116039	145.9854
OST4|100128731	2633.2470000000003	OST4|100128731	1279.4504
lowly_expressed	lowly_expressed	OSTCL|202459	6.1829
OSTC|58505	1825.5111	OSTC|58505	1125.6333
OSTF1|26578	1015.8365	OSTF1|26578	675.6548
OSTM1|28962	489.4904	OSTM1|28962	764.9635
OSTalpha|200931	7.2944	OSTalpha|200931	11.6788
lowly_expressed	lowly_expressed	OTC|5009	5.4959
OTOA|146183	8.4461	OTOA|146183	17.8617
OTOF|9381	6.9105	OTOF|9381	5.1524
OTUB1|55611	1971.7823	OTUB1|55611	1142.8081
OTUB2|78990	104.0407	OTUB2|78990	62.5161
OTUD1|220213	205.0101	OTUD1|220213	739.2014
OTUD3|23252	353.9687	OTUD3|23252	497.0374
OTUD4|54726	1059.6026	OTUD4|54726	1414.5127
OTUD5|55593	1496.8807	OTUD5|55593	1199.1413
OTUD6B|51633	395.0475	OTUD6B|51633	266.5522
OTUD7A|161725	10.7496	OTUD7A|161725	20.2662
OTUD7B|56957	2403.3017	OTUD7B|56957	1578.7033
OTX1|5013	110.1833	lowly_expressed	lowly_expressed
OVCA2|124641	612.3467	OVCA2|124641	336.2885
lowly_expressed	lowly_expressed	OVCH2|341277	13.7398
OVGP1|5016	19.9635	OVGP1|5016	59.7681
OVOL1|5017	141.2804	OVOL1|5017	199.5706
OVOL2|58495	228.0449	OVOL2|58495	250.4079
OXA1L|5018	1452.7306	OXA1L|5018	1984.7145
OXCT1|5019	497.9365	OXCT1|5019	907.1705
OXCT2|64064	6.5265	lowly_expressed	lowly_expressed
OXER1|165140	27.6418	OXER1|165140	28.8536
OXGR1|27199	23.4188	OXGR1|27199	29.8841
OXNAD1|92106	176.6004	OXNAD1|92106	234.2636
OXR1|55074	1157.1168	OXR1|55074	1590.3821
OXSM|54995	174.297	OXSM|54995	176.213
OXSR1|9943	1652.3659	OXSR1|9943	1308.0292
OXTR|5021	68.3367	OXTR|5021	2341.6058
P2RX1|5023	86.3807	P2RX1|5023	32.632
P2RX2|22953	8.0622	P2RX2|22953	10.3049
P2RX4|5025	803.5319999999999	P2RX4|5025	616.5736
P2RX5|5026	54.2202	P2RX5|5026	29.4856
lowly_expressed	lowly_expressed	P2RX6|9127	7.5569
P2RX7|5027	101.3533	P2RX7|5027	125.7192
P2RY10|27334	47.9893	P2RY10|27334	28.8536
P2RY11|5032	95.2337	P2RY11|5032	39.0107
lowly_expressed	lowly_expressed	P2RY12|64805	90.6827
P2RY13|53829	41.8466	P2RY13|53829	142.8939
P2RY14|9934	27.6418	P2RY14|9934	71.1035
P2RY1|5028	26.4901	P2RY1|5028	35.38
P2RY2|5029	355.5044	P2RY2|5029	154.9163
P2RY6|5031	248.3924	P2RY6|5031	52.8982
P2RY8|286530	186.5822	P2RY8|286530	125.7192
P4HA1|5033	2352.2411	P4HA1|5033	885.1868
P4HA2|8974	2155.2932	P4HA2|8974	593.903
P4HA3|283208	240.3302	P4HA3|283208	39.1584
P4HB|5034	55614.5503	P4HB|5034	9538.8579
P4HTM|54681	226.1253	P4HTM|54681	394.3323
P704P|641455	22.6509	P704P|641455	17.1748
PA2G4P4|647033	51.4445	PA2G4P4|647033	39.1584
PA2G4|5036	3814.5695	PA2G4|5036	2583.0829
PAAF1|80227	418.0823	PAAF1|80227	429.3688
PABPC1L|80336	82.9254	PABPC1L|80336	297.4667
PABPC1|26986	46390.6325	PABPC1|26986	19879.0897
PABPC3|5042	391.9762	PABPC3|5042	271.7046
PABPC4L|132430	81.0059	PABPC4L|132430	70.07300000000001
PABPC4|8761	4223.4379	PABPC4|8761	2180.5067
lowly_expressed	lowly_expressed	PABPC5|140886	39.1584
PABPN1|8106	2062.2862	PABPN1|8106	2256.9927
PACRGL|133015	122.4686	PACRGL|133015	272.7351
lowly_expressed	lowly_expressed	PACRG|135138	37.0975
PACS1|55690	3111.623	PACS1|55690	2195.2769
PACS2|23241	1523.7547	PACS2|23241	1009.1885
PACSIN1|29993	10.7496	PACSIN1|29993	23.7012
PACSIN2|11252	830.7899	PACSIN2|11252	1416.5736
PACSIN3|29763	1256.1666	PACSIN3|29763	431.4298
PADI2|11240	1340.6277	PADI2|11240	2089.137
PADI3|51702	13.8209	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PAEP|5047	5.1524
PAF1|54623	2437.0861	PAF1|54623	1359.21
PAFAH1B1|5048	3044.0541	PAFAH1B1|5048	4208.845
PAFAH1B2|5049	674.5369	PAFAH1B2|5049	575.6977
PAFAH1B3|5050	1517.9422	PAFAH1B3|5050	253.2005
PAFAH2|5051	248.7763	PAFAH2|5051	522.7995
PAG1|55824	262.2133	PAG1|55824	260.3693
lowly_expressed	lowly_expressed	PAH|5053	8.5874
PAICS|10606	3012.9571	PAICS|10606	1753.8858
PAIP1|10605	614.6463	PAIP1|10605	1102.2757
PAIP2B|400961	133.6021	PAIP2B|400961	377.1576
PAIP2|51247	1809.7706	PAIP2|51247	2170.2018
PAK1IP1|55003	755.9267	PAK1IP1|55003	295.4058
PAK1|5058	1731.8361	PAK1|5058	1189.8669
PAK2|5062	3906.7089	PAK2|5062	2649.0339
PAK3|5063	6.9105	PAK3|5063	79.6909
PAK4|10298	2783.7604	PAK4|10298	970.3736
PAK6|56924	176.3586	PAK6|56924	224.292
lowly_expressed	lowly_expressed	PAK7|57144	85.8738
PALB2|79728	484.4995	PALB2|79728	365.1353
PALLD|23022	2146.8471	PALLD|23022	7060.1975
PALM2-AKAP2|445815	853.3525	PALM2-AKAP2|445815	2518.3306
PALM2|114299	67.0851	PALM2|114299	27.3113
PALM3|342979	13.8209	PALM3|342979	95.4916
PALMD|54873	512.1413	PALMD|54873	2009.7896
PALM|5064	147.0391	PALM|5064	746.0713
PAMR1|25891	66.0332	PAMR1|25891	1181.623
PAM|5066	6359.1516	PAM|5066	3621.1249
PAN2|9924	187.35	PAN2|9924	1105.7106
PAN3|255967	530.9531	PAN3|255967	1742.8939
PANK1|53354	90.6037	PANK1|53354	61.8291
PANK2|80025	351.6652	PANK2|80025	520.7385
PANK3|79646	329.0143	PANK3|79646	839.1584
PANK4|55229	223.8219	PANK4|55229	288.1924
PANX1|24145	653.0377	PANX1|24145	381.62300000000005
PANX2|56666	69.1045	PANX2|56666	44.3109
PAOX|196743	62.1941	PAOX|196743	90.3392
PAPD4|167153	485.6512	PAPD4|167153	1583.1687
PAPD5|64282	344.7548	PAPD5|64282	429.0253
PAPD7|11044	2292.7344	PAPD7|11044	732.3315
PAPLN|89932	107.11200000000001	PAPLN|89932	409.7896
PAPL|390928	136.2895	lowly_expressed	lowly_expressed
PAPOLA|10914	3691.7171	PAPOLA|10914	3974.5814
PAPOLG|64895	302.1403	PAPOLG|64895	468.5273
lowly_expressed	lowly_expressed	PAPPA2|60676	55.3027
PAPPA|5069	249.1602	PAPPA|5069	121.5973
PAPSS1|9061	1877.3395	PAPSS1|9061	2747.9605
PAPSS2|9060	249.1602	PAPSS2|9060	422.8424
PAQR3|152559	176.2204	PAQR3|152559	333.2074
PAQR4|124222	2319.4932	PAQR4|124222	150.4405
PAQR5|54852	103.6568	PAQR5|54852	119.8798
PAQR6|79957	26.1062	PAQR6|79957	32.9755
PAQR7|164091	363.1826	PAQR7|164091	429.3688
PAQR8|85315	380.4588	PAQR8|85315	284.0704
PAR-SN|347746	33.0166	PAR-SN|347746	211.6823
lowly_expressed	lowly_expressed	PAR5|8123	78.3169
PARD3B|117583	41.8466	PARD3B|117583	173.465
PARD3|56288	952.8746	PARD3|56288	1060.7128
PARD6A|50855	66.0332	PARD6A|50855	53.2417
PARD6B|84612	121.7007	PARD6B|84612	517.9906
PARD6G|84552	114.0225	PARD6G|84552	446.8871
PARG|8505	392.3601	PARG|8505	482.6106
PARK2|5071	8.0622	PARK2|5071	154.2293
PARK7|11315	2891.6403	PARK7|11315	3169.7724
PARL|55486	1374.796	PARL|55486	873.8514
PARM1|25849	476.0534	PARM1|25849	1140.4036
PARN|5073	1974.0858	PARN|5073	944.2679
PARP10|84875	2969.5748	PARP10|84875	1097.4667
PARP11|57097	157.0208	PARP11|57097	491.1979
PARP12|64761	1441.981	PARP12|64761	839.1584
PARP14|54625	3940.8772	PARP14|54625	3791.4985
PARP15|165631	15.3566	PARP15|165631	33.6625
PARP16|54956	307.5151	PARP16|54956	365.8222
PARP1|142	8438.0459	PARP1|142	2703.6496
PARP2|10038	535.56	PARP2|10038	515.9296
PARP3|10039	306.7473	PARP3|10039	600.0859
PARP4|143	2024.7625	PARP4|143	2026.2774
PARP6|56965	1543.3343	PARP6|56965	1044.225
PARP8|79668	130.1468	PARP8|79668	520.395
PARP9|83666	2676.015	PARP9|83666	2621.9116
PARS2|25973	159.7082	PARS2|25973	136.711
PART1|25859	80.5874	PART1|25859	58.0507
PARVA|55742	1963.7201	PARVA|55742	2699.5277
PARVB|29780	633.0742	PARVB|29780	347.9605
PARVG|64098	256.0706	PARVG|64098	209.532
PASK|23178	184.6626	PASK|23178	219.8368
PATL1|219988	2628.6592	PATL1|219988	1159.9828
PATL2|197135	8.4461	PATL2|197135	19.2357
PATZ1|23598	894.1357	PATZ1|23598	1603.0915
PAWR|5074	405.7971	PAWR|5074	415.2855
PAX3|5077	6.5265	PAX3|5077	12.7093
PAX5|5079	14.5887	lowly_expressed	lowly_expressed
PAX6|5080	254.9189	PAX6|5080	55.6462
PAX8|7849	29.1775	PAX8|7849	20.6097
PAX9|5083	38.0075	PAX9|5083	94.4611
PAXIP1|22976	423.3804	PAXIP1|22976	461.9528
PBK|55872	849.6017	PBK|55872	19.2357
PBLD|64081	45.3019	PBLD|64081	299.8712
PBRM1|55193	1472.6941	PBRM1|55193	2083.9845
PBX1|5087	2994.5292	PBX1|5087	5232.4603
PBX2|5089	1197.8117	PBX2|5089	1463.6325
PBX3|5090	511.7574	PBX3|5090	541.3482
PBX4|80714	16.5083	PBX4|80714	14.0833
PBXIP1|57326	4143.1999	PBXIP1|57326	3602.5762
PCBD1|5092	899.5105	PCBD1|5092	842.9369
PCBD2|84105	100.5855	PCBD2|84105	331.0571
PCBP1|5093	7694.4045	PCBP1|5093	5432.0309
PCBP2|5094	7094.128000000001	PCBP2|5094	10475.562
PCBP3|54039	6.1426	PCBP3|54039	9.2744
PCBP4|57060	910.2601	PCBP4|57060	489.13699999999994
PCCA|5095	114.844	PCCA|5095	613.3517
PCCB|5096	1032.6826	PCCB|5096	1122.7823
lowly_expressed	lowly_expressed	PCDH10|57575	16.8313
lowly_expressed	lowly_expressed	PCDH11X|27328	21.6402
PCDH12|51294	215.7597	PCDH12|51294	396.3933
PCDH17|27253	106.7281	PCDH17|27253	53.2417
PCDH18|54510	1133.6981	PCDH18|54510	1470.5024
PCDH19|57526	60.2745	PCDH19|57526	278.231
PCDH1|5097	1132.1624	PCDH1|5097	1767.2821
PCDH20|64881	24.5705	PCDH20|64881	24.0447
PCDH7|5099	462.2325	PCDH7|5099	425.9339
PCDH8|5100	10.3657	lowly_expressed	lowly_expressed
PCDH9|5101	90.6037	PCDH9|5101	98.9266
PCDHA10|56139	8.2042	PCDHA10|56139	26.9231
PCDHA11|56138	13.9054	PCDHA11|56138	7.0382
PCDHA12|56137	35.1396	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDHA13|56136	7.787000000000001
PCDHA1|56147	14.9343	lowly_expressed	lowly_expressed
PCDHA2|56146	7.7128	PCDHA2|56146	7.1619
lowly_expressed	lowly_expressed	PCDHA3|56145	11.7991
PCDHA4|56144	5.7242	PCDHA4|56144	28.6853
lowly_expressed	lowly_expressed	PCDHA5|56143	6.1451
lowly_expressed	lowly_expressed	PCDHA6|56142	38.9455
PCDHA7|56141	9.1947	PCDHA7|56141	8.7694
PCDHA9|9752	10.6421	lowly_expressed	lowly_expressed
PCDHAC1|56135	8.7686	PCDHAC1|56135	17.4152
PCDHAC2|56134	12.7651	PCDHAC2|56134	23.3164
PCDHB10|56126	80.238	PCDHB10|56126	92.0567
PCDHB11|56125	6.9105	PCDHB11|56125	26.1056
PCDHB12|56124	13.437000000000001	PCDHB12|56124	39.5019
PCDHB13|56123	8.83	PCDHB13|56123	70.76
PCDHB14|56122	59.8906	PCDHB14|56122	170.717
PCDHB15|56121	9.5979	PCDHB15|56121	49.8068
PCDHB16|57717	66.4171	PCDHB16|57717	310.176
PCDHB17|54661	41.8466	lowly_expressed	lowly_expressed
PCDHB18|54660	5.7587	PCDHB18|54660	15.1138
lowly_expressed	lowly_expressed	PCDHB19P|84054	11.3353
PCDHB2|56133	410.4041	PCDHB2|56133	182.7394
PCDHB3|56132	24.5705	PCDHB3|56132	56.1649
PCDHB4|56131	28.4096	PCDHB4|56131	165.9081
PCDHB5|26167	8.83	PCDHB5|26167	55.9897
PCDHB6|56130	51.8284	PCDHB6|56130	98.2396
PCDHB7|56129	66.0332	PCDHB7|56129	91.3697
PCDHB8|56128	157.4047	PCDHB8|56128	39.8454
PCDHB9|56127	116.3259	PCDHB9|56127	71.7905
PCDHGA10|56106	24.9544	PCDHGA10|56106	132.2216
PCDHGA11|56105	14.796	PCDHGA11|56105	36.7334
PCDHGA12|26025	57.7023	PCDHGA12|26025	65.4667
PCDHGA1|56114	11.9013	PCDHGA1|56114	7.9004
PCDHGA2|56113	110.8129	PCDHGA2|56113	60.7986
PCDHGA3|56112	11.5174	PCDHGA3|56112	18.8751
PCDHGA4|56111	16.5083	PCDHGA4|56111	135.6805
PCDHGA5|56110	7.2944	PCDHGA5|56110	60.6166
PCDHGA6|56109	10.7496	PCDHGA6|56109	52.8192
PCDHGA7|56108	7.2944	PCDHGA7|56108	73.4255
lowly_expressed	lowly_expressed	PCDHGA8|9708	6.1829
PCDHGA9|56107	22.6509	PCDHGA9|56107	124.3383
PCDHGB1|56104	73.8766	PCDHGB1|56104	11.6788
PCDHGB2|56103	12.2852	PCDHGB2|56103	27.8231
PCDHGB4|8641	166.3768	PCDHGB4|8641	40.8759
PCDHGB5|56101	18.044	PCDHGB5|56101	199.8386
PCDHGB6|56100	28.8089	PCDHGB6|56100	74.6758
PCDHGB7|56099	188.6477	PCDHGB7|56099	398.4818
PCDHGC3|5098	1116.2799	PCDHGC3|5098	2085.0803
PCDHGC4|56098	11.8706	PCDHGC4|56098	6.5814
PCDHGC5|56097	8.3501	lowly_expressed	lowly_expressed
PCF11|51585	887.2253	PCF11|51585	2120.0515
PCGF1|84759	229.1967	PCGF1|84759	214.6844
PCGF2|7703	604.2154	PCGF2|7703	593.2606
PCGF3|10336	841.1556	PCGF3|10336	2027.9948
PCGF5|84333	610.8072	PCGF5|84333	2139.2872
PCGF6|84108	223.8219	PCGF6|84108	191.6702
PCID2|55795	711.3926	PCID2|55795	810.6483
PCIF1|63935	890.2966	PCIF1|63935	1032.2027
PCK1|5105	11.9013	PCK1|5105	447.5741
PCK2|5106	957.8654	PCK2|5106	697.6385
PCLO|27445	360.1113	PCLO|27445	526.9214
PCM1|5108	2653.6136	PCM1|5108	5037.3551
PCMT1|5110	1420.8657	PCMT1|5110	1439.5878
PCMTD1|115294	1130.6267	PCMTD1|115294	2231.0004
PCMTD2|55251	807.3711	PCMTD2|55251	2085.015
PCNA|5111	3624.1482	PCNA|5111	1087.8489
PCNP|57092	1548.7091	PCNP|57092	3205.4959
PCNT|5116	1013.533	PCNT|5116	828.5101
PCNXL2|80003	621.1729	PCNXL2|80003	397.0803
PCNXL3|399909	1415.4909	PCNXL3|399909	901.6745
PCNX|22990	1055.7635	PCNX|22990	2391.4126
PCOLCE2|26577	29.5614	PCOLCE2|26577	525.2040000000001
PCOLCE|5118	1462.29	PCOLCE|5118	1007.0348
PCOTH|542767	17.3606	PCOTH|542767	20.9772
lowly_expressed	lowly_expressed	PCP2|126006	25.4186
PCP4L1|654790	23.4188	PCP4L1|654790	29.1971
PCP4|5121	811.5942	lowly_expressed	lowly_expressed
PCSK1N|27344	98.28200000000001	lowly_expressed	lowly_expressed
PCSK1|5122	6.1426	lowly_expressed	lowly_expressed
PCSK4|54760	18.4279	PCSK4|54760	34.006
PCSK5|5125	82.9254	PCSK5|5125	111.6359
PCSK6|5046	447.2598	PCSK6|5046	436.9257
PCSK7|9159	795.9766	PCSK7|9159	587.5071
PCSK9|255738	38.3914	lowly_expressed	lowly_expressed
PCTP|58488	800.8446	PCTP|58488	444.8261
PCYOX1L|78991	110.5672	PCYOX1L|78991	243.8815
PCYOX1|51449	1986.755	PCYOX1|51449	4631.3439
PCYT1A|5130	551.3005	PCYT1A|5130	346.24300000000005
PCYT1B|9468	27.6418	PCYT1B|9468	39.1584
PCYT2|5833	1040.4069	PCYT2|5833	448.6046
PC|5091	499.856	PC|5091	826.7926
PDAP1|11333	3048.6611	PDAP1|11333	1486.3031
PDCD10|11235	1776.3701	PDCD10|11235	650.5796
PDCD11|22984	1208.1774	PDCD11|22984	1100.9017
PDCD1LG2|80380	243.0176	PDCD1LG2|80380	140.833
PDCD1|5133	56.8193	PDCD1|5133	20.6097
PDCD2L|84306	173.5291	PDCD2L|84306	87.5912
PDCD2|5134	653.4216	PDCD2|5134	770.1159
PDCD4|27250	941.3610000000001	PDCD4|27250	5621.9768
PDCD5|9141	1769.8436	PDCD5|9141	519.7080000000001
PDCD6IP|10015	3307.8031	PDCD6IP|10015	4268.2696
PDCD6|10016	3004.511	PDCD6|10016	1441.3053
PDCD7|10081	571.648	PDCD7|10081	599.7424
PDCL3|79031	750.168	PDCL3|79031	337.6556
PDCL|5082	396.5832	PDCL|5082	661.2280000000001
PDDC1|347862	491.7938	PDDC1|347862	871.447
PDE10A|10846	49.5249	PDE10A|10846	127.7802
lowly_expressed	lowly_expressed	PDE11A|50940	163.8471
PDE12|201626	418.0823	PDE12|201626	532.7608
PDE1A|5136	20.7314	PDE1A|5136	188.9223
PDE1B|5153	84.0772	PDE1B|5153	238.0421
PDE1C|5137	133.6021	PDE1C|5137	212.6234
PDE2A|5138	64.8815	PDE2A|5138	1090.5968
PDE3A|5139	20.3474	PDE3A|5139	128.8106
PDE3B|5140	60.6584	PDE3B|5140	677.3723
PDE4A|5141	431.5193	PDE4A|5141	501.1593
PDE4B|5142	501.3917	PDE4B|5142	1101.9322
lowly_expressed	lowly_expressed	PDE4C|5143	9.2744
PDE4DIP|9659	5123.3324	PDE4DIP|9659	1873.4221
PDE4D|5144	149.3771	PDE4D|5144	249.3156
PDE5A|8654	188.3482	PDE5A|8654	1611.2357
PDE6B|5158	52.5962	PDE6B|5158	95.4916
PDE6D|5147	368.1735	PDE6D|5147	234.6071
PDE6G|5148	9.2139	PDE6G|5148	8.9309
PDE7A|5150	2320.3417	PDE7A|5150	772.8639
PDE7B|27115	29.1775	PDE7B|27115	182.0524
PDE8A|5151	626.9316	PDE8A|5151	682.1812
PDE8B|8622	6.5265	PDE8B|8622	172.778
PDE9A|5152	227.2771	PDE9A|5152	328.0378
PDF|64146	161.002	PDF|64146	111.8248
PDGFA|5154	401.958	PDGFA|5154	816.8313
PDGFB|5155	1248.4883	PDGFB|5155	663.9760000000001
PDGFC|56034	691.0452	PDGFC|56034	1305.9682
PDGFD|80310	140.8964	PDGFD|80310	1208.7591
PDGFRA|5156	1436.2338	PDGFRA|5156	2670.5539
PDGFRB|5159	3748.5363	PDGFRB|5159	3546.93
PDGFRL|5157	245.321	PDGFRL|5157	1154.1434
PDHA1|5160	3502.4244	PDHA1|5160	1312.0893
PDHB|5162	1271.9071	PDHB|5162	1084.7574
PDHX|8050	548.7206	PDHX|8050	651.4899
PDIA3P|171423	6055.8595	PDIA3P|171423	1899.8712
PDIA3|2923	25508.2983	PDIA3|2923	7269.5578
PDIA4|9601	7978.5008	PDIA4|9601	2285.9596
PDIA5|10954	599.6737	PDIA5|10954	464.0618
PDIA6|10130	21947.2809	PDIA6|10130	4061.1009
PDIK1L|149420	240.3302	PDIK1L|149420	594.59
PDK1|5163	1345.6186	PDK1|5163	396.3933
PDK2|5164	510.9895	PDK2|5164	1048.3469
PDK3|5165	1443.1327	PDK3|5165	305.7106
PDK4|5166	145.1195	PDK4|5166	3634.5213
PDLIM1|9124	3049.8128	PDLIM1|9124	4428.3383
PDLIM2|64236	727.1331	PDLIM2|64236	313.611
PDLIM3|27295	337.8443	PDLIM3|27295	1584.1992
PDLIM4|8572	229.1967	PDLIM4|8572	658.1365
PDLIM5|10611	3488.2426	PDLIM5|10611	5645.6848
PDLIM7|9260	1710.3369	PDLIM7|9260	710.6913
PDP1|54704	668.0104	PDP1|54704	1006.4405
PDP2|57546	90.9876	PDP2|57546	266.8957
PDPK1|5170	1360.8254	PDPK1|5170	1810.9747
PDPN|10630	778.9615	PDPN|10630	521.769
PDPR|55066	765.7894	PDPR|55066	2214.1692
PDRG1|81572	509.4539	PDRG1|81572	359.9828
PDS5A|23244	2900.0864	PDS5A|23244	3067.0674
PDS5B|23047	847.2982	PDS5B|23047	1522.0266
PDSS1|23590	134.3699	PDSS1|23590	59.2082
PDSS2|57107	291.7746	PDSS2|57107	371.3182
PDXDC1|23042	5193.5886	PDXDC1|23042	3260.1116
PDXDC2|283970	168.1543	PDXDC2|283970	434.8647
PDXK|8566	6343.795	PDXK|8566	2732.1597
PDXP|57026	225.3153	PDXP|57026	146.0369
PDZD11|51248	864.9582	PDZD11|51248	486.7325
PDZD2|23037	524.4265	PDZD2|23037	1811.5929999999998
PDZD4|57595	57.2032	PDZD4|57595	130.5281
PDZD7|79955	14.5887	PDZD7|79955	5.8394
PDZD8|118987	235.7232	PDZD8|118987	544.7832
PDZK1IP1|10158	1933.3909	PDZK1IP1|10158	433.8343
PDZK1P1|728939	11.1335	PDZK1P1|728939	10.6483
PDZK1|5174	33.4005	PDZK1|5174	432.4603
PDZRN3|23024	523.6587	PDZRN3|23024	1277.4581
lowly_expressed	lowly_expressed	PDZRN4|29951	45.6848
PEA15|8682	13894.9995	PEA15|8682	5087.8489
PEAR1|375033	50.2927	PEAR1|375033	525.5474
PEBP1|5037	7219.1189	PEBP1|5037	7039.5878
lowly_expressed	lowly_expressed	PEBP4|157310	26.7926
PECAM1|5175	1051.5405	PECAM1|5175	2204.8948
PECI|10455	744.7893	PECI|10455	1171.9536
PECR|55825	142.816	PECR|55825	249.3122
PEF1|553115	1593.6270000000002	PEF1|553115	1420.6956
PEG10|23089	413.8593	PEG10|23089	1956.5479
lowly_expressed	lowly_expressed	PEG3AS|100169890	6.8184
PEG3|5178	14.8805	PEG3|5178	866.5316
PELI1|57162	585.8528	PELI1|57162	1229.3688
PELI2|57161	84.0772	PELI2|57161	585.3156
PELI3|246330	422.6893	PELI3|246330	285.4444
PELO|53918	445.9929	PELO|53918	431.6187
PELP1|27043	1595.9305	PELP1|27043	1113.2675
PEMT|10400	527.1139	PEMT|10400	351.7389
lowly_expressed	lowly_expressed	PENK|5179	14.4268
PEPD|5184	1342.9312	PEPD|5184	1074.796
PER1|5187	378.5392	PER1|5187	1639.1584
PER2|8864	236.49099999999999	PER2|8864	1715.4143
PER3|8863	526.6302	PER3|8863	2230.5711
PERP|64065	9868.8934	PERP|64065	7477.8875
PES1|23481	1908.0526	PES1|23481	1063.8042
PET112L|5188	246.4728	PET112L|5188	351.05199999999996
PEX10|5192	358.8137	PEX10|5192	349.3173
PEX11A|8800	156.253	PEX11A|8800	433.8343
PEX11B|8799	1144.0637	PEX11B|8799	820.2662
PEX11G|92960	47.9893	PEX11G|92960	61.4856
PEX12|5193	120.54899999999999	PEX12|5193	354.4869
PEX13|5194	993.1855	PEX13|5194	666.3804
PEX14|5195	330.55	PEX14|5195	351.3954
PEX16|9409	348.9778	PEX16|9409	260.3693
PEX19|5824	2679.0709	PEX19|5824	2885.5887
PEX1|5189	378.1553	PEX1|5189	641.3053
PEX26|55670	424.6089	PEX26|55670	545.4805
PEX2|5828	841.1556	PEX2|5828	1208.0721
PEX3|8504	340.5317	PEX3|8504	472.3057
lowly_expressed	lowly_expressed	PEX5L|51555	13.7398
PEX5|5830	645.7434	PEX5|5830	1048.0034
PEX6|5190	837.7004	PEX6|5190	739.8884
PEX7|5191	131.6825	PEX7|5191	290.5968
PFAS|5198	246.0889	PFAS|5198	474.7102
PFDN1|5201	1116.4219	PFDN1|5201	992.7007
PFDN2|5202	3078.6064	PFDN2|5202	408.7591
PFDN4|5203	446.49199999999996	PFDN4|5203	262.4302
PFDN5|5204	2898.1668	PFDN5|5204	5432.0309
PFDN6|10471	701.4109	PFDN6|10471	300.2147
lowly_expressed	lowly_expressed	PFKFB1|5207	95.8351
PFKFB2|5208	333.6289	PFKFB2|5208	571.9399
PFKFB3|5209	1764.8527	PFKFB3|5209	4407.0416
PFKFB4|5210	433.8228	PFKFB4|5210	140.14600000000002
PFKL|5211	4385.0657	PFKL|5211	1962.0438
PFKM|5213	391.2084	PFKM|5213	829.1971
PFKP|5214	7021.4032	PFKP|5214	696.9515
PFN1|5216	19988.4826	PFN1|5216	5078.5745
PFN2|5217	3871.0049	PFN2|5217	1413.1387
lowly_expressed	lowly_expressed	PGA3|643834	7.5569
PGAM1|5223	5795.5658	PGAM1|5223	2077.1146
PGAM2|5224	7.6783	PGAM2|5224	52.8982
PGAM4|441531	84.4611	PGAM4|441531	46.0283
PGAM5|192111	961.6048	PGAM5|192111	273.6934
PGAP1|80055	125.156	PGAP1|80055	581.5371
PGAP2|27315	540.1669999999999	PGAP2|27315	519.021
