gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
KLF3|51274	1558.3523	KLF3|51274	3153.0825
KLF4|9314	721.1419	KLF4|9314	4986.5979
KLF5|688	382.7953	KLF5|688	82.9897
KLF6|1316	2373.7906	KLF6|1316	9213.4021
KLF7|8609	80.4675	KLF7|8609	187.6289
KLF8|11279	273.2062	KLF8|11279	506.70099999999996
KLF9|687	1243.0309	KLF9|687	3634.0206
KLHDC10|23008	992.8154	KLHDC10|23008	931.9588
KLHDC1|122773	88.5142	KLHDC1|122773	144.8454
KLHDC2|23588	1402.8164	KLHDC2|23588	909.7938
KLHDC3|116138	1674.4899	KLHDC3|116138	1928.3505
KLHDC4|54758	67.4394	KLHDC4|54758	115.9072
KLHDC5|57542	760.6093	KLHDC5|57542	657.732
KLHDC7A|127707	202.7014	KLHDC7A|127707	26.8041
KLHDC7B|113730	19.9253	KLHDC7B|113730	9.2784
KLHDC8A|55220	6.513999999999999	lowly_expressed	lowly_expressed
KLHDC8B|200942	600.0575	KLHDC8B|200942	978.3505
KLHDC9|126823	242.9351	KLHDC9|126823	13.9175
KLHL11|55175	44.0655	KLHL11|55175	47.9381
KLHL12|59349	1740.0134	KLHL12|59349	841.7526
KLHL13|90293	157.4863	KLHL13|90293	244.8454
lowly_expressed	lowly_expressed	KLHL14|57565	12.3711
KLHL15|80311	264.3931	KLHL15|80311	459.2784
KLHL17|339451	30.2711	KLHL17|339451	27.3196
KLHL18|23276	622.2818	KLHL18|23276	406.70099999999996
KLHL20|27252	448.702	KLHL20|27252	622.1649
KLHL21|9903	821.1515	KLHL21|9903	2175.7732
KLHL22|84861	304.6269	KLHL22|84861	473.7113
KLHL23|151230	89.6178	KLHL23|151230	75.0722
KLHL24|54800	1299.3582	KLHL24|54800	1898.4536
KLHL25|64410	162.0845	KLHL25|64410	179.8969
KLHL26|55295	408.8514	KLHL26|55295	184.5361
KLHL28|54813	575.1509	KLHL28|54813	407.2165
KLHL29|114818	67.0562	KLHL29|114818	592.7835
KLHL2|11275	759.8429	KLHL2|11275	501.0309
KLHL30|377007	16.4767	KLHL30|377007	155.6701
KLHL31|401265	59.2011	KLHL31|401265	604.6237
KLHL32|114792	12.2617	KLHL32|114792	8.2474
lowly_expressed	lowly_expressed	KLHL33|123103	6.7010000000000005
KLHL35|283212	109.9722	KLHL35|283212	13.4021
KLHL36|79786	173.963	KLHL36|79786	262.3711
KLHL38|340359	27.2057	lowly_expressed	lowly_expressed
KLHL3|26249	148.2901	KLHL3|26249	326.8041
KLHL4|56062	8.0467	KLHL4|56062	448.9691
KLHL5|51088	1038.0305	KLHL5|51088	1478.866
KLHL6|89857	128.748	KLHL6|89857	180.9278
KLHL7|55975	565.1882	KLHL7|55975	643.299
KLHL8|57563	326.8512	lowly_expressed	lowly_expressed
KLHL9|55958	1989.0794	KLHL9|55958	1240.2062
KLK10|5655	447.5524	KLK10|5655	32.9897
KLK11|11012	1134.5914	KLK11|11012	14.9485
KLK12|43849	11.4954	lowly_expressed	lowly_expressed
KLK13|26085	22.2244	KLK13|26085	10.8247
lowly_expressed	lowly_expressed	KLK14|43847	7.732
KLK1|3816	11.1122	KLK1|3816	22.6804
KLK2|3817	5.3645	lowly_expressed	lowly_expressed
KLK4|9622	116.4863	lowly_expressed	lowly_expressed
KLK5|25818	80.4675	lowly_expressed	lowly_expressed
KLK6|5653	26.8225	lowly_expressed	lowly_expressed
KLK7|5650	26.0561	KLK7|5650	5.1546
KLK8|11202	8.8131	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLKB1|3818	6.7010000000000005
KLKP1|606293	14.1776	lowly_expressed	lowly_expressed
KLRA1|10748	27.2057	KLRA1|10748	35.567
KLRAQ1|129285	473.9918	KLRAQ1|129285	708.2474
KLRB1|3820	21.8412	KLRB1|3820	51.5464
KLRC1|3821	6.1309	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLRC3|3823	5.2216
KLRD1|3824	8.4299	KLRD1|3824	29.8969
lowly_expressed	lowly_expressed	KLRF1|51348	28.3505
KLRG1|10219	18.3926	KLRG1|10219	45.8763
KLRG2|346689	14.5608	lowly_expressed	lowly_expressed
KLRK1|22914	26.0561	KLRK1|22914	161.3402
KL|9365	45.5982	KL|9365	296.3918
KMO|8564	177.4883	KMO|8564	55.7526
KNDC1|85442	52.8786	lowly_expressed	lowly_expressed
KNTC1|9735	281.0384	KNTC1|9735	260.1082
KPNA1|3836	2124.3414	KPNA1|3836	1771.6495
KPNA2|3838	1930.0699	KPNA2|3838	1829.3814
KPNA3|3839	1041.4791	KPNA3|3839	1611.3402
KPNA4|3840	2024.3318	KPNA4|3840	2221.6495
KPNA5|3841	34.8692	KPNA5|3841	79.3814
KPNA6|23633	1864.9296	KPNA6|23633	1952.5773
KPNB1|3837	4380.4962	KPNB1|3837	4989.1753
KPTN|11133	268.6081	KPTN|11133	102.0619
KRAS|3845	1001.2453	KRAS|3845	1132.9897
KRBA1|84626	236.4211	KRBA1|84626	137.6289
KRBA2|124751	58.6263	KRBA2|124751	74.7423
KRCC1|51315	828.815	KRCC1|51315	918.0412
KREMEN1|83999	318.0381	KREMEN1|83999	1588.6598
KREMEN2|79412	49.8132	lowly_expressed	lowly_expressed
KRI1|65095	981.2511	KRI1|65095	464.6546
KRIT1|889	799.3103	KRIT1|889	752.5773
KRR1|11103	514.6202	KRR1|11103	548.3505
KRT10|3858	456.7487	KRT10|3858	412.8866
lowly_expressed	lowly_expressed	KRT13|3860	1051.0309
KRT14|3861	1473.3212	KRT14|3861	152.0619
KRT15|3866	1019.2547	KRT15|3866	483.5052
KRT16|3868	140.6265	KRT16|3868	198.9691
KRT17|3872	2793.7542	KRT17|3872	566.4948
KRT18|3875	10996.1567	KRT18|3875	135.9845
KRT19|3880	47826.4202	KRT19|3880	518.0412
KRT1|3848	9.9626	KRT1|3848	14.9485
KRT222|125113	59.3927	KRT222|125113	152.0619
KRT23|25984	1982.9486	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT27|342574	6.1856
KRT40|125115	14.1776	lowly_expressed	lowly_expressed
KRT4|3851	8.8131	KRT4|3851	323.7113
KRT5|3852	2268.7997	KRT5|3852	1972.6804
KRT6A|3853	13.7944	KRT6A|3853	870.1031
KRT6B|3854	227.608	KRT6B|3854	291.2371
lowly_expressed	lowly_expressed	KRT6C|286887	46.9072
KRT79|338785	13.0281	KRT79|338785	11.3402
KRT7|3855	16904.3012	KRT7|3855	26.8041
KRT80|144501	82.7665	KRT80|144501	15.4639
KRT81|3887	31.8038	lowly_expressed	lowly_expressed
KRT86|3892	6.1309	lowly_expressed	lowly_expressed
KRT8|3856	9918.1071	KRT8|3856	211.4381
KRTAP5-2|440021	9.9358	lowly_expressed	lowly_expressed
KRTCAP2|200185	2636.651	KRTCAP2|200185	1352.0619
KRTCAP3|200634	231.0566	KRTCAP3|200634	5.6701
lowly_expressed	lowly_expressed	KRTDAP|388533	23.1959
KSR1|8844	160.1686	KSR1|8844	756.1856
KSR2|283455	130.2807	lowly_expressed	lowly_expressed
KTELC1|56983	433.3748	KTELC1|56983	416.4948
KTI12|112970	168.9817	KTI12|112970	140.7216
KTN1|3895	6504.0713	KTN1|3895	4468.5567
KYNU|8942	196.1874	KYNU|8942	232.4742
KY|339855	13.0281	lowly_expressed	lowly_expressed
L1CAM|3897	10.3458	L1CAM|3897	82.4742
L2HGDH|79944	301.5615	L2HGDH|79944	182.4742
L3MBTL2|83746	598.3485	L3MBTL2|83746	582.2732
L3MBTL3|84456	188.5238	L3MBTL3|84456	233.5052
L3MBTL4|91133	37.5515	L3MBTL4|91133	70.1031
L3MBTL|26013	65.5235	L3MBTL|26013	69.0722
LACE1|246269	59.0095	LACE1|246269	53.0928
LACTB2|51110	156.3368	LACTB2|51110	351.5464
LACTB|114294	443.7207	LACTB|114294	470.1031
LAD1|3898	706.5811	LAD1|3898	35.567
LAG3|3902	8.4299	LAG3|3902	22.1649
LAGE3|8270	615.0014	LAGE3|8270	148.9691
LAIR1|3903	604.6556	LAIR1|3903	1794.8454
LAMA1|284217	66.6731	LAMA1|284217	64.433
LAMA2|3908	913.4975	LAMA2|3908	6518.9742
LAMA3|3909	1342.6573	LAMA3|3909	983.5052
LAMA4|3910	1554.555	LAMA4|3910	13229.3814
LAMA5|3911	2006.3224	LAMA5|3911	937.1134
LAMB1|3912	2952.3901	LAMB1|3912	9964.433
LAMB2L|22973	19.5421	LAMB2L|22973	18.5567
LAMB2|3913	11817.6071	LAMB2|3913	9002.5773
LAMB3|3914	977.8714	LAMB3|3914	562.3711
LAMC1|3915	2748.156	LAMC1|3915	21142.7835
LAMC2|3918	902.3853	LAMC2|3918	158.7629
LAMC3|10319	22.9907	LAMC3|10319	22.6804
LAMP1|3916	9884.0885	LAMP1|3916	10971.133999999998
LAMP2|3920	5825.4622	LAMP2|3920	4539.1753
LAMP3|27074	22.9907	LAMP3|27074	27.3196
LANCL1|10314	1692.1161	LANCL1|10314	1670.6186
LANCL2|55915	597.7584	LANCL2|55915	353.0928
lowly_expressed	lowly_expressed	LANCL3|347404	5.6701
LAP3|51056	1999.0421	LAP3|51056	2816.4948
LAPTM4A|9741	9621.2281	LAPTM4A|9741	11624.7423
LAPTM4B|55353	2343.1363	LAPTM4B|55353	1219.0722
LAPTM5|7805	7542.4849	LAPTM5|7805	7164.9485
LARGE|9215	542.5807	LARGE|9215	490.7216
LARP1B|55132	296.9633	LARP1B|55132	307.732
LARP1|23367	4568.6368	LARP1|23367	4359.2784
LARP4B|23185	1149.9186	LARP4B|23185	967.0103
LARP4|113251	1225.4047	LARP4|113251	900.0
LARP6|55323	142.9256	LARP6|55323	677.8351
LARP7|51574	800.8430000000001	LARP7|51574	798.4536
LARS2|23395	782.4504	LARS2|23395	395.8763
LARS|51520	3421.7837	LARS|51520	2238.1443
LAS1L|81887	879.3946	LAS1L|81887	584.5361
LASP1|3927	7122.5213	LASP1|3927	8208.2474
LASS2|29956	11999.6168	LASS2|29956	3350.5155
LASS4|79603	1105.0867	LASS4|79603	269.5876
LASS5|91012	926.5255	LASS5|91012	696.9072
LASS6|253782	2942.8298	LASS6|253782	752.8454
LAT2|7462	227.608	LAT2|7462	135.0515
LATS1|9113	389.6925	LATS1|9113	403.0928
LATS2|26524	387.3934	LATS2|26524	1151.5464
LAT|27040	63.9027	LAT|27040	50.299
LAX1|54900	9.5795	LAX1|54900	23.1959
LAYN|143903	119.1685	LAYN|143903	130.9278
LBH|81606	579.3658	LBH|81606	898.4536
LBP|3929	24.9066	LBP|3929	562.3711
LBR|3930	719.9923	LBR|3930	1461.8557
LCA5L|150082	78.9348	LCA5L|150082	22.1649
LCA5|167691	164.0004	LCA5|167691	350.0
LCAT|3931	17.243	LCAT|3931	83.5052
LCK|3932	40.6169	LCK|3932	52.0619
LCLAT1|253558	555.6088	LCLAT1|253558	238.6598
LCMT1|51451	851.8057	LCMT1|51451	380.4124
LCMT2|9836	376.6644	LCMT2|9836	354.6392
lowly_expressed	lowly_expressed	LCN10|414332	44.5722
LCN2|3934	26.4393	LCN2|3934	74.7423
lowly_expressed	lowly_expressed	LCN6|158062	9.0361
LCORL|254251	59.0861	LCORL|254251	100.0567
LCOR|84458	119.0765	LCOR|84458	93.6134
LCP1|3936	5198.5822	LCP1|3936	6246.9072
LCP2|3937	248.2996	LCP2|3937	520.6186
LDB1|8861	1126.5447	LDB1|8861	701.0309
LDB2|9079	314.9727	LDB2|9079	1660.3093
LDB3|11155	12.2617	LDB3|11155	91.7526
LDHA|3939	12900.8526	LDHA|3939	15630.9278
LDHB|3945	1902.0979	LDHB|3945	9162.3711
LDHD|197257	87.7479	LDHD|197257	375.2577
LDLRAD2|401944	169.5105	LDLRAD2|401944	648.2732
LDLRAD3|143458	416.1318	LDLRAD3|143458	497.9381
LDLRAP1|26119	734.5531	LDLRAP1|26119	580.9278
LDLR|3949	711.9456	LDLR|3949	442.26800000000003
LDOC1L|84247	677.0763	LDOC1L|84247	1052.5773
LDOC1|23641	1094.7409	LDOC1|23641	446.9072
LEAP2|116842	9.9626	lowly_expressed	lowly_expressed
LEF1|51176	541.048	LEF1|51176	33.5052
lowly_expressed	lowly_expressed	LEFTY1|10637	5.6701
LEFTY2|7044	19.5421	LEFTY2|7044	41.7526
LEKR1|389170	34.4861	LEKR1|389170	7.732
LEMD2|221496	677.0763	LEMD2|221496	685.567
LEMD3|23592	544.4966	LEMD3|23592	654.6392
LENG1|79165	188.1406	LENG1|79165	161.3402
LENG8|114823	1329.7289	LENG8|114823	1968.4433
LENG9|94059	152.7886	LENG9|94059	81.5567
LEO1|123169	734.9363	LEO1|123169	402.5773
LEPRE1|64175	916.1797	LEPRE1|64175	1195.3608
LEPREL1|55214	89.2806	LEPREL1|55214	219.5876
LEPREL2|10536	701.5998	LEPREL2|10536	602.5773
LEPROTL1|23484	849.1235	LEPROTL1|23484	875.7732
LEPROT|54741	632.4476	LEPROT|54741	1398.7679999999998
LEPR|3953	533.9477	LEPR|3953	2484.2216
LEP|3952	527.2536	LEP|3952	7954.1237
LETM1|3954	1539.9943	LETM1|3954	1056.701
LETM2|137994	17.6262	LETM2|137994	24.7423
LETMD1|25875	759.8429	LETMD1|25875	1451.5464
LFNG|3955	1271.3861	LFNG|3955	945.3608
LGALS12|85329	196.1874	LGALS12|85329	2042.7835
LGALS14|56891	7.2804	lowly_expressed	lowly_expressed
LGALS1|3956	6645.4641	LGALS1|3956	15635.567
LGALS2|3957	26.0561	LGALS2|3957	36.5979
LGALS3BP|3959	12511.9264	LGALS3BP|3959	10269.0722
LGALS3|3958	5633.4898	LGALS3|3958	8430.4124
LGALS7|3963	5.7477	lowly_expressed	lowly_expressed
LGALS8|3964	2531.0432	LGALS8|3964	1085.0464
LGALS9C|654346	18.7757	LGALS9C|654346	18.0412
LGALS9|3965	1430.0220000000002	LGALS9|3965	1498.4536
LGI2|55203	67.4394	LGI2|55203	1228.866
LGI4|163175	62.8413	LGI4|163175	468.5567
LGMN|5641	3981.6074	LGMN|5641	17857.732
LGR4|55366	195.8042	LGR4|55366	1807.2165
LGR5|8549	13.0281	LGR5|8549	9.2784
LGR6|59352	19.1589	LGR6|59352	14.433
LGTN|1939	1224.6384	LGTN|1939	1218.0412
lowly_expressed	lowly_expressed	LHCGR|3973	11.8557
LHFPL1|340596	5.3645	lowly_expressed	lowly_expressed
LHFPL2|10184	1436.9192	LHFPL2|10184	3308.2474
LHFP|10186	677.0763	LHFP|10186	3670.1031
LHPP|64077	528.0199	LHPP|64077	421.134
lowly_expressed	lowly_expressed	LHX4|89884	5.9227
LHX6|26468	137.9442	LHX6|26468	821.6495
LIAS|11019	135.6452	LIAS|11019	218.0412
LIFR|3977	786.6654	LIFR|3977	4086.5979
LIF|3976	40.2337	LIF|3976	175.2577
LIG1|3978	692.4035	LIG1|3978	176.8041
LIG3|3980	931.5068	LIG3|3980	332.4742
LIG4|3981	227.608	LIG4|3981	331.4433
LILRA1|11024	6.513999999999999	LILRA1|11024	18.5567
LILRA2|11027	99.2432	LILRA2|11027	103.6082
LILRA3|11026	16.0935	LILRA3|11026	19.0722
LILRA4|23547	8.4299	lowly_expressed	lowly_expressed
LILRA5|353514	41.7665	LILRA5|353514	106.70100000000001
LILRA6|79168	120.023	LILRA6|79168	733.7165
LILRB1|10859	111.5049	LILRB1|10859	187.1134
LILRB2|10288	102.3087	LILRB2|10288	493.29900000000004
LILRB3|11025	132.1084	LILRB3|11025	281.232
LILRB4|11006	408.8514	LILRB4|11006	913.4021
LILRB5|10990	70.888	LILRB5|10990	2583.5052
LIMA1|51474	3319.475	LIMA1|51474	6350.5155
LIMCH1|22998	2910.6236	LIMCH1|22998	4548.9691
LIMD1|8994	1206.7746	LIMD1|8994	1312.8866
LIMD2|80774	220.1245	LIMD2|80774	186.1649
LIME1|54923	19.8678	LIME1|54923	12.5155
LIMK1|3984	1052.5912	LIMK1|3984	625.7732
LIMK2|3985	921.5442	LIMK2|3985	562.3711
LIMS1|3987	302.711	LIMS1|3987	621.6495
LIMS2|55679	369.0009	LIMS2|55679	1323.1959
lowly_expressed	lowly_expressed	LIMS3-LOC440895|100271835	15.8196
LIN37|55957	176.7066	LIN37|55957	88.5258
LIN52|91750	250.2155	LIN52|91750	223.1959
LIN54|132660	276.2717	LIN54|132660	261.8557
LIN7A|8825	86.2152	LIN7A|8825	39.1753
LIN7B|64130	18.3926	LIN7B|64130	12.3711
LIN7C|55327	569.7864	LIN7C|55327	616.4948
LIN9|286826	177.4116	LIN9|286826	77.8351
LINGO1|84894	606.1883	LINGO1|84894	50.5155
LINGO3|645191	9.5795	lowly_expressed	lowly_expressed
LINGO4|339398	19.9253	lowly_expressed	lowly_expressed
LINS1|55180	189.2902	LINS1|55180	134.5361
LIPA|3988	8513.4591	LIPA|3988	8321.6495
lowly_expressed	lowly_expressed	LIPC|3990	18.5567
LIPE|3991	1074.0492	LIPE|3991	13141.1546
LIPG|9388	13.7944	LIPG|9388	10.3093
LIPH|200879	384.7112	lowly_expressed	lowly_expressed
LIPT1|51601	135.99	LIPT1|51601	130.4124
LIPT2|387787	13.4917	LIPT2|387787	14.433
LITAF|9516	4838.7777	LITAF|9516	4959.7938
LIX1L|128077	496.2161	LIX1L|128077	1313.4021
LLGL1|3996	665.9642	LLGL1|3996	564.433
LLGL2|3993	947.2172	LLGL2|3993	96.9072
LLPH|84298	442.39099999999996	LLPH|84298	623.0825
LMAN1|3998	5091.2923	LMAN1|3998	3578.866
LMAN2L|81562	1284.7974	LMAN2L|81562	686.0825
LMAN2|10960	4027.5888	LMAN2|10960	1811.8557
LMBR1L|55716	234.8884	LMBR1L|55716	383.5052
LMBR1|64327	1518.1531	LMBR1|64327	811.8557
LMBRD1|55788	1152.6008	LMBRD1|55788	1936.5979
LMBRD2|92255	349.4588	LMBRD2|92255	195.8763
LMCD1|29995	754.0952	LMCD1|29995	2001.5464
LMF1|64788	366.3186	LMF1|64788	210.8247
LMF2|91289	1010.4416	LMF2|91289	1251.5464
LMLN|89782	558.6742	LMLN|89782	204.6392
LMNA|4000	7681.5787	LMNA|4000	10257.2165
LMNB1|4001	682.824	LMNB1|4001	376.8041
LMNB2|84823	1181.7224	LMNB2|84823	1001.5464
LMO2|4005	277.8044	LMO2|4005	1017.5258
LMO3|55885	59.0095	LMO3|55885	829.8969
LMO4|8543	1514.7045	LMO4|8543	1356.1856
LMO7|4008	536.4499	LMO7|4008	106.70100000000001
LMOD1|25802	602.7397	LMOD1|25802	1980.4124
lowly_expressed	lowly_expressed	LMOD3|56203	11.8557
LMTK2|22853	287.0007	LMTK2|22853	226.2887
LMTK3|114783	142.9256	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LMX1A|4009	131.4433
LMX1B|4010	1453.0127	LMX1B|4010	56.1856
LNP1|348801	48.725	LNP1|348801	78.6031
LNPEP|4012	401.1304	LNPEP|4012	580.2784
LNX1|84708	377.0476	LNX1|84708	294.3299
LNX2|222484	762.9083	LNX2|222484	235.567
LOC100009676|100009676	57.2085	LOC100009676|100009676	75.4381
lowly_expressed	lowly_expressed	LOC100101266|100101266	5.1546
LOC100124692|100124692	8.0467	lowly_expressed	lowly_expressed
LOC100125556|100125556	65.6078	LOC100125556|100125556	21.4536
LOC100126784|100126784	8.8131	LOC100126784|100126784	24.7423
lowly_expressed	lowly_expressed	LOC100128164|100128164	25.7732
LOC100128191|100128191	40.41	LOC100128191|100128191	42.9485
lowly_expressed	lowly_expressed	LOC100128239|100128239	10.8247
LOC100128288|100128288	27.5888	LOC100128288|100128288	39.6907
LOC100128292|100128292	5.3645	LOC100128292|100128292	7.732
LOC100128640|100128640	26.8225	LOC100128640|100128640	13.4021
LOC100128788|100128788	22.2244	lowly_expressed	lowly_expressed
LOC100128822|100128822	114.9535	LOC100128822|100128822	100.0
LOC100128842|100128842	31.8038	LOC100128842|100128842	30.4124
LOC100128977|100128977	22.6075	lowly_expressed	lowly_expressed
LOC100129034|100129034	1732.6411	LOC100129034|100129034	1682.4124
LOC100129387|100129387	91.5145	LOC100129387|100129387	83.8144
LOC100129534|100129534	138.7106	LOC100129534|100129534	24.2268
LOC100129550|100129550	282.7857	LOC100129550|100129550	235.567
LOC100129637|100129637	75.10300000000001	LOC100129637|100129637	152.134
LOC100129716|100129716	17.6262	lowly_expressed	lowly_expressed
LOC100129726|100129726	6.513999999999999	lowly_expressed	lowly_expressed
LOC100130015|100130015	5.6442	LOC100130015|100130015	13.0309
LOC100130093|100130093	274.0607	LOC100130093|100130093	16.0309
LOC100130331|100130331	6.8972	lowly_expressed	lowly_expressed
LOC100130522|100130522	18.3926	lowly_expressed	lowly_expressed
LOC100130557|100130557	24.0368	LOC100130557|100130557	14.5361
LOC100130581|100130581	47.8973	LOC100130581|100130581	52.5773
lowly_expressed	lowly_expressed	LOC100130691|100130691	30.4072
LOC100130776|100130776	203.9314	LOC100130776|100130776	86.9021
LOC100130872|100130872	14.944	LOC100130872|100130872	55.6701
LOC100130932|100130932	61.6917	LOC100130932|100130932	25.2577
LOC100131193|100131193	45.2151	LOC100131193|100131193	13.4021
LOC100131434|100131434	9.7787	LOC100131434|100131434	19.7423
lowly_expressed	lowly_expressed	LOC100131496|100131496	5.6701
LOC100131691|100131691	39.3103	LOC100131691|100131691	30.566999999999997
lowly_expressed	lowly_expressed	LOC100132111|100132111	12.8866
LOC100132215|100132215	7.6636	LOC100132215|100132215	49.1546
LOC100132247|100132247	200.4023	LOC100132247|100132247	184.5361
LOC100132287|100132287	197.7201	LOC100132287|100132287	301.0309
LOC100132288|100132288	195.0378	LOC100132288|100132288	169.5876
LOC100132707|100132707	110.98	LOC100132707|100132707	118.4433
LOC100133161|100133161	23.5846	LOC100133161|100133161	32.134
LOC100133331|100133331	113.4017	LOC100133331|100133331	154.6392
lowly_expressed	lowly_expressed	LOC100133545|100133545	7.2165
lowly_expressed	lowly_expressed	LOC100133612|100133612	6.7010000000000005
LOC100133669|100133669	8.0467	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100133985|100133985	10.8247
LOC100133991|100133991	18.3926	lowly_expressed	lowly_expressed
LOC100134229|100134229	307.3091	LOC100134229|100134229	174.7423
LOC100134259|100134259	5.7477	LOC100134259|100134259	23.7113
lowly_expressed	lowly_expressed	LOC100134368|100134368	7.732
LOC100134713|100134713	12.6487	LOC100134713|100134713	11.8711
LOC100144604|100144604	39.8506	lowly_expressed	lowly_expressed
LOC100170939|100170939	82.3834	LOC100170939|100170939	19.0722
LOC100188947|100188947	26.8225	lowly_expressed	lowly_expressed
LOC100190938|100190938	81.2338	LOC100190938|100190938	369.0722
LOC100190939|100190939	71.2712	LOC100190939|100190939	132.4742
LOC100190986|100190986	260.5614	LOC100190986|100190986	263.4021
LOC100192378|100192378	11.4954	LOC100192378|100192378	26.2887
LOC100216545|100216545	46.7478	LOC100216545|100216545	35.567
LOC100233209|100233209	18.0094	LOC100233209|100233209	18.0412
LOC100240735|100240735	6.1309	LOC100240735|100240735	18.0412
LOC100268168|100268168	6.8972	lowly_expressed	lowly_expressed
LOC100270710|100270710	272.8001	LOC100270710|100270710	295.9588
LOC100270746|100270746	21.0748	LOC100270746|100270746	12.3711
LOC100270804|100270804	13.4112	LOC100270804|100270804	12.8866
LOC100271722|100271722	15.7103	LOC100271722|100271722	37.1134
LOC100271831|100271831	12.8058	lowly_expressed	lowly_expressed
LOC100271836|100271836	258.1167	LOC100271836|100271836	315.6082
LOC100272146|100272146	26.4393	LOC100272146|100272146	29.3814
LOC100272216|100272216	9.5795	LOC100272216|100272216	22.4278
LOC100272217|100272217	16.4767	LOC100272217|100272217	14.433
LOC100272228|100272228	11.1122	LOC100272228|100272228	14.433
LOC100286793|100286793	37.5515	LOC100286793|100286793	101.0309
LOC100286844|100286844	31.1218	LOC100286844|100286844	33.1804
LOC100287227|100287227	5.3683	lowly_expressed	lowly_expressed
LOC100288778|100288778	241.8201	LOC100288778|100288778	235.8814
LOC100289341|100289341	28.3552	LOC100289341|100289341	34.5361
LOC100302401|100302401	16.8599	LOC100302401|100302401	10.3093
LOC100302640|100302640	13.0281	LOC100302640|100302640	8.7629
lowly_expressed	lowly_expressed	LOC100302650|100302650	12.3918
LOC100303728|100303728	16.4767	LOC100303728|100303728	21.6495
LOC113230|113230	399.272	LOC113230|113230	36.5979
LOC115110|115110	75.03399999999999	LOC115110|115110	51.8351
lowly_expressed	lowly_expressed	LOC121952|121952	6.7010000000000005
LOC134466|134466	9.9626	LOC134466|134466	72.1649
LOC143188|143188	12.6449	LOC143188|143188	21.134
LOC143666|143666	13.0281	lowly_expressed	lowly_expressed
LOC144438|144438	787.4317	LOC144438|144438	626.2887
LOC144486|144486	5.7477	LOC144486|144486	5.1546
LOC144571|144571	26.1788	LOC144571|144571	72.634
LOC145783|145783	35.7965	LOC145783|145783	12.866
lowly_expressed	lowly_expressed	LOC145820|145820	40.7216
LOC145837|145837	80.4675	lowly_expressed	lowly_expressed
LOC146880|146880	192.8729	LOC146880|146880	388.3454
LOC147727|147727	229.1407	LOC147727|147727	291.7526
LOC147804|147804	66.6731	LOC147804|147804	96.9072
LOC148189|148189	82.3834	LOC148189|148189	47.4227
LOC148413|148413	495.9785	LOC148413|148413	281.8402
LOC148696|148696	23.8107	LOC148696|148696	21.2062
LOC148709|148709	11.1122	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC148824|148824	16.4948
LOC149134|149134	9.9626	LOC149134|149134	9.7938
LOC149837|149837	94.2619	LOC149837|149837	154.6392
LOC150381|150381	29.8879	LOC150381|150381	105.6701
LOC150776|150776	197.3369	LOC150776|150776	158.2474
LOC150786|150786	29.8879	LOC150786|150786	53.6082
LOC151009|151009	12.2617	LOC151009|151009	24.2268
LOC151162|151162	2106.3320000000003	LOC151162|151162	1363.9175
LOC151534|151534	97.3273	LOC151534|151534	278.3505
LOC152217|152217	212.66400000000002	LOC152217|152217	156.1856
LOC153328|153328	12.2617	lowly_expressed	lowly_expressed
LOC153684|153684	45.1384	LOC153684|153684	52.5773
LOC154761|154761	80.0536	LOC154761|154761	22.8196
LOC154822|154822	42.004	LOC154822|154822	17.9175
LOC158376|158376	19.9253	LOC158376|158376	139.6907
LOC158572|158572	24.5234	LOC158572|158572	18.5567
lowly_expressed	lowly_expressed	LOC158696|158696	11.3402
LOC162632|162632	37.9347	LOC162632|162632	98.2938
LOC168474|168474	9.9626	lowly_expressed	lowly_expressed
LOC200030|200030	466.7114	LOC200030|200030	534.5361
lowly_expressed	lowly_expressed	LOC201651|201651	34.0206
LOC202181|202181	33.7197	LOC202181|202181	40.7216
LOC202781|202781	130.6639	LOC202781|202781	128.866
LOC219347|219347	45.0043	LOC219347|219347	43.299
LOC220594|220594	124.238	LOC220594|220594	227.4845
LOC220729|220729	147.5237	LOC220729|220729	126.2887
LOC220930|220930	66.5236	LOC220930|220930	93.3763
LOC221442|221442	11.1122	LOC221442|221442	39.1753
LOC221710|221710	278.5707	LOC221710|221710	379.3814
LOC222699|222699	51.7291	LOC222699|222699	19.5876
LOC253039|253039	545.263	LOC253039|253039	389.1753
LOC253724|253724	10.729000000000001	LOC253724|253724	12.8866
LOC254559|254559	83.1497	LOC254559|254559	23.1959
lowly_expressed	lowly_expressed	LOC257358|257358	15.4639
LOC25845|25845	257.3886	LOC25845|25845	134.1753
LOC282997|282997	42.5328	LOC282997|282997	35.0515
LOC283050|283050	39.0842	LOC283050|283050	10.3093
LOC283070|283070	131.4302	LOC283070|283070	497.9381
LOC283174|283174	48.2805	LOC283174|283174	119.0722
LOC283267|283267	149.8228	LOC283267|283267	404.6392
LOC283314|283314	38.1761	LOC283314|283314	88.0619
