gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
LOC283392|283392	20.7185	LOC283392|283392	752.5052
LOC283663|283663	21.0748	LOC283663|283663	20.1031
LOC283731|283731	5.3645	LOC283731|283731	18.5567
LOC283867|283867	37.1683	lowly_expressed	lowly_expressed
LOC283922|283922	11.8785	LOC283922|283922	52.5773
LOC284023|284023	81.617	LOC284023|284023	62.8866
LOC284232|284232	22.6075	LOC284232|284232	8.2474
LOC284233|284233	111.8881	LOC284233|284233	11.8557
lowly_expressed	lowly_expressed	LOC284276|284276	7.2165
LOC284440|284440	126.4489	LOC284440|284440	98.4536
LOC284441|284441	91.1965	LOC284441|284441	114.43299999999999
lowly_expressed	lowly_expressed	LOC284578|284578	14.433
LOC284837|284837	14.944	LOC284837|284837	23.1959
LOC284900|284900	79.1685	LOC284900|284900	69.3144
LOC285033|285033	31.0068	LOC285033|285033	45.201
LOC285074|285074	104.9909	LOC285074|285074	263.9175
LOC285359|285359	75.10300000000001	LOC285359|285359	40.2062
lowly_expressed	lowly_expressed	LOC285419|285419	6.7010000000000005
LOC285593|285593	17.243	LOC285593|285593	5.6701
LOC285830|285830	20.2778	LOC285830|285830	45.9381
LOC286367|286367	42.5328	LOC286367|286367	214.433
LOC338651|338651	18.8026	lowly_expressed	lowly_expressed
LOC338758|338758	14.944	LOC338758|338758	48.4536
LOC338799|338799	230.6734	LOC338799|338799	138.6598
LOC339047|339047	448.3188	LOC339047|339047	925.7732
LOC339290|339290	317.6549	LOC339290|339290	762.3711
LOC339524|339524	141.0097	LOC339524|339524	1746.3918
lowly_expressed	lowly_expressed	LOC339535|339535	7.732
LOC341056|341056	12.2617	LOC341056|341056	7.2165
LOC344595|344595	299.2624	LOC344595|344595	101.0309
LOC344967|344967	7.6636	LOC344967|344967	5.1546
LOC348926|348926	100.7759	LOC348926|348926	30.9278
LOC349114|349114	104.9909	LOC349114|349114	63.9175
LOC374443|374443	184.3088	LOC374443|374443	104.6392
LOC375190|375190	93.8787	LOC375190|375190	162.3711
LOC387646|387646	90.0469	LOC387646|387646	22.6804
LOC387647|387647	437.3829	LOC387647|387647	712.732
LOC388152|388152	114.5704	LOC388152|388152	32.9897
LOC388242|388242	13.4112	LOC388242|388242	34.0206
LOC388588|388588	39.4674	LOC388588|388588	6.1856
LOC388692|388692	111.8881	LOC388692|388692	318.5567
LOC388789|388789	604.6556	LOC388789|388789	476.2887
LOC388796|388796	204.6173	LOC388796|388796	94.3299
LOC388955|388955	344.4774	LOC388955|388955	194.3299
LOC389033|389033	39.0842	lowly_expressed	lowly_expressed
LOC389333|389333	101.9255	LOC389333|389333	23.7113
LOC389493|389493	115.3367	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC389705|389705	12.8866
lowly_expressed	lowly_expressed	LOC391322|391322	5.6701
LOC399744|399744	82.3834	LOC399744|399744	56.701
LOC399815|399815	9.5795	lowly_expressed	lowly_expressed
LOC399959|399959	236.0379	LOC399959|399959	743.8144
LOC400027|400027	168.5985	LOC400027|400027	207.732
LOC400043|400043	281.6362	LOC400043|400043	335.56699999999995
LOC400657|400657	150.20600000000002	LOC400657|400657	133.5052
lowly_expressed	lowly_expressed	LOC400696|400696	15.4639
LOC400752|400752	15.3271	LOC400752|400752	5.1546
lowly_expressed	lowly_expressed	LOC400759|400759	18.0412
LOC400927|400927	14.5608	LOC400927|400927	5.2577
LOC400931|400931	137.5611	LOC400931|400931	43.8144
LOC401010|401010	23.7571	LOC401010|401010	27.8351
LOC401052|401052	80.4675	LOC401052|401052	502.0619
LOC401093|401093	108.566	LOC401093|401093	237.7577
lowly_expressed	lowly_expressed	LOC401127|401127	5.1546
LOC401397|401397	820.7683	LOC401397|401397	659.2784
LOC401431|401431	74.3903	LOC401431|401431	85.93299999999999
lowly_expressed	lowly_expressed	LOC401463|401463	8.2474
LOC401588|401588	24.1402	LOC401588|401588	30.4124
LOC402377|402377	15.7103	LOC402377|402377	15.4639
LOC407835|407835	54.7945	LOC407835|407835	61.3402
lowly_expressed	lowly_expressed	LOC415056|415056	14.9485
LOC440354|440354	85.3223	LOC440354|440354	108.7629
lowly_expressed	lowly_expressed	LOC440461|440461	5.1546
LOC440905|440905	104.6077	LOC440905|440905	11.8557
LOC440925|440925	88.5142	LOC440925|440925	15.4639
LOC440944|440944	219.9444	LOC440944|440944	157.2165
LOC440957|440957	266.6922	LOC440957|440957	113.4021
LOC441046|441046	7.6636	LOC441046|441046	5.6701
LOC441089|441089	95.4114	LOC441089|441089	73.7113
LOC441204|441204	15.7103	LOC441204|441204	70.1031
LOC441208|441208	27.971999999999998	LOC441208|441208	54.1237
LOC441294|441294	47.5141	LOC441294|441294	8.2474
LOC441454|441454	5.3645	lowly_expressed	lowly_expressed
LOC441455|441455	14.5608	LOC441455|441455	8.2474
LOC441666|441666	52.8786	LOC441666|441666	47.4227
LOC441869|441869	131.047	LOC441869|441869	260.3093
LOC442421|442421	48.2805	lowly_expressed	lowly_expressed
LOC442454|442454	168.5985	LOC442454|442454	187.1134
LOC493754|493754	551.7769999999999	LOC493754|493754	668.5567
LOC541471|541471	159.0191	LOC541471|541471	320.6186
LOC541473|541473	5.3377	lowly_expressed	lowly_expressed
LOC550112|550112	223.393	LOC550112|550112	154.6392
LOC550643|550643	282.7857	LOC550643|550643	335.0515
lowly_expressed	lowly_expressed	LOC55908|55908	34.0206
lowly_expressed	lowly_expressed	LOC572558|572558	19.0722
LOC595101|595101	28.3552	LOC595101|595101	40.7216
LOC606724|606724	21.0748	LOC606724|606724	28.866
LOC613037|613037	36.7851	LOC613037|613037	6.7010000000000005
LOC641298|641298	15.0972	LOC641298|641298	60.1237
LOC642587|642587	273.2062	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC642597|642597	6.7010000000000005
LOC642826|642826	69.9722	LOC642826|642826	61.0876
LOC642846|642846	62.4581	LOC642846|642846	96.3918
LOC642852|642852	510.7769	LOC642852|642852	198.9691
LOC643008|643008	12.2617	LOC643008|643008	6.1856
LOC643387|643387	38.701	LOC643387|643387	21.6495
lowly_expressed	lowly_expressed	LOC643763|643763	14.9485
LOC643837|643837	215.7295	LOC643837|643837	271.6495
LOC644172|644172	73.1871	LOC644172|644172	32.4742
LOC644538|644538	63.2244	LOC644538|644538	281.4433
LOC644936|644936	17.6262	LOC644936|644936	19.0722
LOC645166|645166	168.5985	LOC645166|645166	331.4433
LOC645332|645332	107.29	LOC645332|645332	25.7732
LOC645431|645431	36.1107	LOC645431|645431	8.2938
LOC645676|645676	30.0029	LOC645676|645676	15.5258
LOC646214|646214	169.3649	LOC646214|646214	178.3505
LOC646471|646471	39.2413	LOC646471|646471	32.4691
LOC646762|646762	349.8419	LOC646762|646762	314.9485
LOC646851|646851	52.8786	LOC646851|646851	12.8866
lowly_expressed	lowly_expressed	LOC646982|646982	11.8557
LOC646999|646999	11.1122	LOC646999|646999	9.7938
LOC647121|647121	52.8786	LOC647121|647121	104.1237
LOC647288|647288	5.3645	LOC647288|647288	5.1546
LOC647946|647946	17.6262	LOC647946|647946	7.732
LOC647979|647979	14524.3797	LOC647979|647979	10886.0825
LOC648740|648740	9.3879	LOC648740|648740	15.2216
LOC649330|649330	19.1589	LOC649330|649330	12.3711
LOC650368|650368	36.402	LOC650368|650368	61.3402
LOC650623|650623	49.8132	LOC650623|650623	148.9691
LOC651250|651250	1288.246	LOC651250|651250	2742.268
LOC652276|652276	35.6356	LOC652276|652276	22.6804
LOC653113|653113	81.617	LOC653113|653113	26.2887
LOC653501|653501	210.365	LOC653501|653501	156.1856
LOC653566|653566	1810.9014	LOC653566|653566	1336.5979
LOC653653|653653	91.5797	LOC653653|653653	217.5258
LOC653786|653786	56.7104	LOC653786|653786	19.0722
LOC654342|654342	260.1782	LOC654342|654342	879.8969
LOC654433|654433	312.3556	LOC654433|654433	461.3505
LOC678655|678655	259.4271	LOC678655|678655	243.3866
LOC723972|723972	9.1963	LOC723972|723972	13.9175
LOC727896|727896	20.3085	LOC727896|727896	12.3711
LOC728024|728024	11.1122	LOC728024|728024	18.0412
LOC728190|728190	142.1592	LOC728190|728190	195.8763
LOC728264|728264	216.87900000000002	LOC728264|728264	455.6701
LOC728323|728323	60.9254	LOC728323|728323	18.0412
LOC728392|728392	50.5796	LOC728392|728392	93.29899999999999
LOC728554|728554	595.0762	LOC728554|728554	181.4433
LOC728606|728606	160.5518	lowly_expressed	lowly_expressed
LOC728613|728613	211.5145	LOC728613|728613	73.1959
LOC728640|728640	35.6356	LOC728640|728640	21.6495
LOC728643|728643	51.3459	LOC728643|728643	33.5052
LOC728723|728723	16.8599	LOC728723|728723	53.6082
LOC728743|728743	155.1873	LOC728743|728743	106.1856
LOC728758|728758	47.8973	LOC728758|728758	38.1443
LOC728819|728819	6.513999999999999	LOC728819|728819	44.8454
LOC728855|728855	64.8913	LOC728855|728855	174.7423
LOC728875|728875	14.8098	LOC728875|728875	11.8557
lowly_expressed	lowly_expressed	LOC728989|728989	7.732
LOC729020|729020	22.2244	LOC729020|729020	19.0722
LOC729082|729082	426.8723	LOC729082|729082	505.8918
LOC729176|729176	23.3739	LOC729176|729176	19.0722
LOC729234|729234	79.7011	LOC729234|729234	50.0
LOC729375|729375	90.0469	LOC729375|729375	9.7938
lowly_expressed	lowly_expressed	LOC729467|729467	16.4948
LOC729603|729603	25.2898	LOC729603|729603	39.6907
LOC729678|729678	719.9272	LOC729678|729678	564.634
LOC729799|729799	22.6075	LOC729799|729799	23.7113
LOC729991-MEF2B|4207	42.7512	LOC729991-MEF2B|4207	42.6959
LOC729991|729991	324.5445	LOC729991|729991	216.0928
LOC730101|730101	134.1125	LOC730101|730101	84.0206
LOC80054|80054	89.6638	LOC80054|80054	187.6289
LOC80154|80154	196.5706	LOC80154|80154	54.6392
LOC81691|81691	124.53299999999999	LOC81691|81691	140.7216
LOC84856|84856	9.9626	LOC84856|84856	16.4948
LOC84989|84989	5.2457	lowly_expressed	lowly_expressed
LOC90110|90110	190.0565	LOC90110|90110	386.0825
LOC90246|90246	72.4207	LOC90246|90246	37.6289
lowly_expressed	lowly_expressed	LOC90586|90586	25.7732
LOC90784|90784	377.0476	LOC90784|90784	226.8041
LOC90834|90834	14.944	LOC90834|90834	20.6186
LOC91316|91316	128.0851	LOC91316|91316	296.6701
lowly_expressed	lowly_expressed	LOC91450|91450	10.8247
LOC92249|92249	406.9355	LOC92249|92249	507.73199999999997
LOC92659|92659	87.7479	LOC92659|92659	10.8247
LOC92973|92973	112.6545	LOC92973|92973	35.0515
LOC93622|93622	437.5898	LOC93622|93622	241.2371
LOC96610|96610	3524.1459999999997	LOC96610|96610	688.2938
LOH12CR1|118426	121.8508	LOH12CR1|118426	81.4433
LOH12CR2|503693	21.8412	LOH12CR2|503693	52.5773
LOH3CR2A|29931	28.7384	LOH3CR2A|29931	113.4021
LONP1|9361	2051.5375	LONP1|9361	1190.2062
LONP2|83752	1369.4798	LONP2|83752	1420.6186
LONRF1|91694	321.1036	LONRF1|91694	545.8763
LONRF2|164832	674.7773	LONRF2|164832	235.567
LONRF3|79836	16.4767	LONRF3|79836	82.9897
lowly_expressed	lowly_expressed	LOXHD1|125336	22.1649
LOXL1|4016	1544.9756	LOXL1|4016	1992.2679999999998
LOXL2|4017	1113.873	LOXL2|4017	3142.4948
LOXL3|84695	152.7273	LOXL3|84695	245.9021
LOXL4|84171	69.7385	LOXL4|84171	355.1546
LOX|4015	916.1797	LOX|4015	2784.5361
lowly_expressed	lowly_expressed	LPAL2|80350	6.7010000000000005
LPAR1|1902	332.9821	LPAR1|1902	2022.6804
LPAR2|9170	422.2627	LPAR2|9170	52.0619
LPAR4|2846	12.6449	LPAR4|2846	19.5876
LPAR5|57121	72.8039	LPAR5|57121	75.7732
LPAR6|10161	533.0012	LPAR6|10161	921.6495
LPCAT1|79888	1541.9101	LPCAT1|79888	1337.6289
LPCAT2|54947	399.272	LPCAT2|54947	731.9588
LPCAT3|10162	1653.4151	LPCAT3|10162	1363.4021
LPCAT4|254531	213.0472	LPCAT4|254531	646.3918
LPGAT1|9926	2508.2862	LPGAT1|9926	2406.1856
LPHN1|22859	1763.3873	LPHN1|22859	929.3814
LPHN2|23266	408.0851	LPHN2|23266	1521.134
LPHN3|23284	23.3739	LPHN3|23284	98.9691
LPIN1|23175	296.5801	LPIN1|23175	1575.7732
LPIN2|9663	1009.6753	LPIN2|9663	1152.5773
LPIN3|64900	205.4258	LPIN3|64900	225.9278
LPL|4023	3957.4672	LPL|4023	31115.9794
LPPR2|64748	1045.3109	LPPR2|64748	407.2165
LPPR3|79948	68.2058	lowly_expressed	lowly_expressed
LPPR4|9890	20.3085	LPPR4|9890	175.2577
LPP|4026	772.4878	LPP|4026	1011.8557
LPXN|9404	551.7769999999999	LPXN|9404	522.6804
LQK1|642946	21.0748	LQK1|642946	23.7113
LRAT|9227	79.7011	LRAT|9227	6.1856
LRBA|987	3704.5694	LRBA|987	1095.3608
LRCH1|23143	288.1502	LRCH1|23143	800.5155
LRCH2|57631	54.0282	LRCH2|57631	131.9588
LRCH3|84859	375.5149	LRCH3|84859	375.7732
LRCH4|4034	710.0297	LRCH4|4034	344.3299
LRDD|55367	214.1968	LRDD|55367	96.3918
LRFN1|57622	162.4677	LRFN1|57622	35.567
LRFN2|57497	8.0467	lowly_expressed	lowly_expressed
LRFN3|79414	324.16900000000004	LRFN3|79414	135.0515
LRFN4|78999	191.9724	LRFN4|78999	189.6907
lowly_expressed	lowly_expressed	LRFN5|145581	12.8866
LRG1|116844	1603.9851	LRG1|116844	39.1753
LRGUK|136332	47.5141	LRGUK|136332	6.1856
LRIG1|26018	5989.7423	LRIG1|26018	3191.5567
LRIG2|9860	194.6547	LRIG2|9860	181.4433
LRIG3|121227	203.4678	LRIG3|121227	1127.8351
LRIT3|345193	13.0281	lowly_expressed	lowly_expressed
LRMP|4033	61.6917	LRMP|4033	268.0412
LRP10|26020	8681.2913	LRP10|26020	4601.0309
LRP11|84918	1087.4605	LRP11|84918	1447.9381
LRP12|29967	270.1408	LRP12|29967	362.8866
LRP1B|53353	7.6636	LRP1B|53353	157.2165
LRP1|4035	12414.5991	LRP1|4035	62547.9381
LRP2BP|55805	41.7665	LRP2BP|55805	29.3814
LRP2|4036	5672.9572	lowly_expressed	lowly_expressed
LRP3|4037	961.4791	LRP3|4037	1040.7629
LRP4|4038	82.3336	LRP4|4038	201.5464
LRP5L|91355	47.5141	LRP5L|91355	59.7938
LRP5|4041	1113.5166	LRP5|4041	2354.6392
LRP6|4040	1116.9652	LRP6|4040	1296.3918
LRP8|7804	24.5234	LRP8|7804	72.6804
LRPAP1|4043	2389.5009	LRPAP1|4043	1950.0
LRPPRC|10128	4429.5431	LRPPRC|10128	3338.6598
LRRC10B|390205	23.3739	LRRC10B|390205	15.4639
LRRC14B|389257	23.3739	lowly_expressed	lowly_expressed
LRRC14|9684	593.2139	lowly_expressed	lowly_expressed
LRRC15|131578	3881.2147	LRRC15|131578	198.9691
LRRC16A|55604	767.1233	LRRC16A|55604	540.7216
LRRC16B|90668	24.9066	LRRC16B|90668	6.1856
LRRC17|10234	385.8607	LRRC17|10234	991.2371
LRRC1|55227	619.5996	LRRC1|55227	122.6804
LRRC20|55222	328.3839	LRRC20|55222	191.2371
LRRC23|10233	196.1874	LRRC23|10233	162.8866
LRRC24|441381	11.0585	lowly_expressed	lowly_expressed
LRRC25|126364	176.2621	LRRC25|126364	557.732
LRRC26|389816	437.2066	lowly_expressed	lowly_expressed
LRRC27|80313	241.7856	LRRC27|80313	144.1495
LRRC28|123355	157.8695	LRRC28|123355	287.1134
LRRC29|26231	37.1683	LRRC29|26231	43.8144
LRRC2|79442	13.0281	LRRC2|79442	304.6392
LRRC31|79782	219.1781	lowly_expressed	lowly_expressed
LRRC32|2615	974.0397	LRRC32|2615	2829.8969
LRRC33|375387	250.9819	LRRC33|375387	582.9897
LRRC34|151827	32.5702	LRRC34|151827	82.9897
LRRC37A2|474170	201.3296	LRRC37A2|474170	142.9124
LRRC37A3|374819	213.8136	LRRC37A3|374819	81.4433
LRRC37A4|55073	80.7855	LRRC37A4|55073	151.3763
LRRC37A|9884	525.7209	LRRC37A|9884	448.9691
LRRC37B2|147172	258.2623	LRRC37B2|147172	360.3093
LRRC37B|114659	61.6917	LRRC37B|114659	91.7526
LRRC39|127495	6.7133	LRRC39|127495	12.0206
lowly_expressed	lowly_expressed	LRRC3B|116135	15.9794
LRRC3|81543	36.0188	LRRC3|81543	96.3918
LRRC40|55631	283.9352	LRRC40|55631	342.26800000000003
LRRC41|10489	1725.0695	LRRC41|10489	1672.6804
LRRC42|115353	695.8521	LRRC42|115353	440.2062
LRRC43|254050	26.8225	lowly_expressed	lowly_expressed
LRRC45|201255	294.6642	LRRC45|201255	153.0928
LRRC46|90506	111.8881	lowly_expressed	lowly_expressed
LRRC47|57470	1123.8624	LRRC47|57470	857.2165
LRRC48|83450	168.1004	LRRC48|83450	6.8814
LRRC49|54839	85.4488	LRRC49|54839	79.3814
LRRC4B|94030	8.8131	LRRC4B|94030	20.1031
LRRC4C|57689	35.6356	LRRC4C|57689	14.433
LRRC4|64101	16.8599	LRRC4|64101	195.3608
LRRC50|123872	27.971999999999998	lowly_expressed	lowly_expressed
LRRC55|219527	28.7384	LRRC55|219527	14.9485
LRRC56|115399	116.8694	LRRC56|115399	5.1546
LRRC57|255252	304.2437	LRRC57|255252	330.9278
LRRC58|116064	1597.471	LRRC58|116064	1414.9485
LRRC59|55379	3160.2567	LRRC59|55379	2329.7577
LRRC61|65999	291.5988	LRRC61|65999	90.2062
LRRC66|339977	9.1963	LRRC66|339977	7.2165
LRRC6|23639	137.1779	LRRC6|23639	46.9072
LRRC70|100130733	29.7883	LRRC70|100130733	99.4845
LRRC8A|56262	1062.1707	LRRC8A|56262	1479.3814
LRRC8B|23507	488.9357	LRRC8B|23507	397.4227
LRRC8C|84230	328.0008	LRRC8C|84230	1628.866
LRRC8D|55144	842.9926	LRRC8D|55144	504.1237
LRRC8E|80131	650.637	LRRC8E|80131	31.4433
LRRCC1|85444	185.8416	LRRCC1|85444	198.9691
LRRFIP1|9208	3099.1474	LRRFIP1|9208	2859.7938
LRRFIP2|9209	1005.0771	LRRFIP2|9209	813.9175
LRRIQ1|84125	17.6262	LRRIQ1|84125	8.2474
LRRIQ3|127255	14.5608	LRRIQ3|127255	30.9278
LRRK1|79705	147.1405	LRRK1|79705	479.3814
LRRK2|120892	252.5146	LRRK2|120892	818.0412
LRRN1|57633	3264.2973	LRRN1|57633	37.1134
LRRN2|10446	1395.536	LRRN2|10446	76.2887
LRRN3|54674	32.187	LRRN3|54674	200.0
LRRN4CL|221091	37.5515	LRRN4CL|221091	1026.8041
lowly_expressed	lowly_expressed	LRRN4|164312	7.732
LRRTM2|26045	19.5421	LRRTM2|26045	36.5979
LRSAM1|90678	603.5061	LRSAM1|90678	324.2268
LRTOMT|220074	301.7684	LRTOMT|220074	147.6959
LRWD1|222229	316.5054	LRWD1|222229	109.7938
LSAMP|4045	22.2244	LSAMP|4045	6.1856
LSG1|55341	1041.8622	LSG1|55341	608.2474
LSM10|84967	380.4962	LSM10|84967	450.0
LSM11|134353	222.6267	LSM11|134353	160.3093
LSM12|124801	992.049	LSM12|124801	747.9381
LSM14A|26065	3024.0444	LSM14A|26065	2375.2577
LSM14B|149986	1551.1064	LSM14B|149986	648.9691
LSM1|27257	451.7674	LSM1|27257	480.9278
LSM2|57819	586.6462	LSM2|57819	541.2371
LSM3|27258	1287.8628	LSM3|27258	718.5567
LSM4|25804	1962.2569	LSM4|25804	713.4021
LSM5|23658	1080.1801	LSM5|23658	352.0619
LSM6|11157	200.7855	LSM6|11157	298.4536
LSM7|51690	588.9453	LSM7|51690	172.1649
LSMD1|84316	642.3336	LSMD1|84316	370.4845
LSP1|4046	2556.1835	LSP1|4046	2561.3402
LSR|51599	2914.8386	LSR|51599	205.1546
LSS|4047	927.2919	LSS|4047	1476.8041
LST1|7940	141.776	LST1|7940	202.0619
LTA4H|4048	2690.6792	LTA4H|4048	2030.4124
LTB4R2|56413	48.9319	LTB4R2|56413	48.6856
LTB4R|1241	203.2494	LTB4R|1241	124.93299999999999
LTBP1|4052	3928.7288	LTBP1|4052	2489.6907
LTBP2|4053	4308.0755	LTBP2|4053	5777.8351
LTBP3|4054	3433.9726	LTBP3|4054	2655.6907
LTBP4|8425	1084.3951	LTBP4|8425	4248.9691
LTBR|4055	1245.7132	LTBR|4055	1489.6907
LTB|4050	41.0001	LTB|4050	56.1856
LTC4S|4056	16.1203	LTC4S|4056	68.1495
LTF|4057	43125.5867	LTF|4057	323.7113
LTV1|84946	421.4963	LTV1|84946	512.3711
LUC7L2|51631	2520.9311	LUC7L2|51631	1462.8866
LUC7L3|51747	1805.9201	LUC7L3|51747	1781.9588
LUC7L|55692	501.9638	LUC7L|55692	460.3093
LUM|4060	15252.0356	LUM|4060	14371.6495
LUZP1|7798	778.6186	LUZP1|7798	1577.8351
LUZP2|338645	16.4767	LUZP2|338645	17.5258
LUZP6|767558	4982.0864	LUZP6|767558	4679.8969
LXN|56925	281.253	LXN|56925	446.9072
LY6D|8581	11.1122	LY6D|8581	89.6907
LY6E|4061	3465.8492	LY6E|4061	1791.7526
LY6G5B|58496	13.0281	LY6G5B|58496	25.2577
LY6G5C|80741	19.5421	LY6G5C|80741	20.6186
LY6G6C|80740	8.4299	lowly_expressed	lowly_expressed
LY6H|4062	21.8412	lowly_expressed	lowly_expressed
LY6K|54742	176.6453	LY6K|54742	176.8041
LY75|4065	671.7118	LY75|4065	180.9278
LY86|9450	235.2716	LY86|9450	181.4433
LY96|23643	196.9537	LY96|23643	396.9072
LY9|4063	16.0935	LY9|4063	9.2784
LYAR|55646	189.2902	LYAR|55646	229.8969
LYL1|4066	86.5983	LYL1|4066	166.4948
LYNX1|66004	127.2153	LYNX1|66004	498.9691
LYN|4067	434.5244	LYN|4067	943.299
LYPD1|116372	34.67	LYPD1|116372	18.268
LYPD3|27076	872.1142	LYPD3|27076	71.6495
LYPD5|284348	81.2338	LYPD5|284348	22.6804
LYPD6B|130576	54.4113	LYPD6B|130576	8.2474
LYPD6|130574	42.5328	LYPD6|130574	16.4948
LYPLA1|10434	1699.0133	LYPLA1|10434	732.9897
LYPLA2P1|653639	102.6918	LYPLA2P1|653639	45.8763
LYPLA2|11313	1659.1628	LYPLA2|11313	572.1649
LYPLAL1|127018	659.4501	LYPLAL1|127018	322.6804
LYRM1|57149	637.9921	LYRM1|57149	1171.134
LYRM2|57226	702.7072	LYRM2|57226	695.5464
LYRM4|57128	375.8981	LYRM4|57128	436.5979
LYRM5|144363	332.9821	LYRM5|144363	432.9897
LYRM7|90624	478.9731	LYRM7|90624	476.2887
LYSMD1|388695	315.3559	LYSMD1|388695	214.433
LYSMD2|256586	81.617	LYSMD2|256586	206.701
LYSMD3|116068	741.4503	LYSMD3|116068	686.0825
LYSMD4|145748	109.1522	LYSMD4|145748	168.9278
LYST|1130	706.9643	LYST|1130	1559.7938
LYVE1|10894	103.4582	LYVE1|10894	9641.2371
LYZ|4069	5913.5933	LYZ|4069	4244.8454
LZIC|84328	504.64599999999996	LZIC|84328	319.0722
LZTFL1|54585	1067.152	LZTFL1|54585	441.7526
LZTR1|8216	594.8731	LZTR1|8216	1144.8454
LZTS1|11178	160.1686	LZTS1|11178	106.1856
LZTS2|84445	1315.8349	LZTS2|84445	1427.3196
M6PR|4074	3048.0238	M6PR|4074	2995.4794
MAB21L1|4081	31.0375	MAB21L1|4081	137.6289
MACC1|346389	329.1503	MACC1|346389	46.3918
MACF1|23499	4130.6639	MACF1|23499	7792.7835
MACROD1|28992	190.8229	MACROD1|28992	114.43299999999999
MACROD2|140733	253.6641	MACROD2|140733	61.8557
MAD1L1|8379	462.4964	MAD1L1|8379	314.9485
MAD2L1BP|9587	437.2066	MAD2L1BP|9587	295.8763
MAD2L1|4085	275.5053	MAD2L1|4085	96.3918
MAD2L2|10459	416.515	MAD2L2|10459	327.8351
MADD|8567	1115.0493	MADD|8567	1093.8144
MAEA|10296	1036.4977	MAEA|10296	835.567
MAF1|84232	1528.4989	MAF1|84232	2257.732
MAFB|9935	1625.4431	MAFB|9935	3742.268
MAFF|23764	116.8694	MAFF|23764	411.3402
MAFG|4097	410.3841	MAFG|4097	846.9072
MAFK|7975	372.733	MAFK|7975	617.2887
MAF|4094	779.385	MAF|4094	4136.0825
MAGEA1|4100	21.8412	lowly_expressed	lowly_expressed
MAGED1|9500	10345.8186	MAGED1|9500	2334.5361
MAGED2|10916	12155.9536	MAGED2|10916	2563.4021
MAGED4B|81557	445.3492	MAGED4B|81557	97.5928
MAGED4|728239	124.8204	MAGED4|728239	32.8196
MAGEE1|57692	140.6265	MAGEE1|57692	104.6392
lowly_expressed	lowly_expressed	MAGEE2|139599	10.8247
MAGEF1|64110	837.6281	MAGEF1|64110	405.6701
MAGEH1|28986	506.9451	MAGEH1|28986	673.7113
MAGEL2|54551	34.1029	MAGEL2|54551	27.3196
MAGI1|9223	929.591	MAGI1|9223	1246.3918
MAGI2|9863	84.6824	MAGI2|9863	259.2784
MAGI3|260425	757.927	MAGI3|260425	427.3196
MAGIX|79917	57.8599	MAGIX|79917	12.8866
MAGOHB|55110	255.58	MAGOHB|55110	166.4948
MAGOH|4116	365.1691	MAGOH|4116	352.0619
MAGT1|84061	2069.5469	MAGT1|84061	1986.5979
MAK16|84549	303.7341	MAK16|84549	380.3711
MAK|4117	24.5234	MAK|4117	5.6701
MAL2|114569	6695.2773	MAL2|114569	500.5155
MALAT1|378938	2184.761	MALAT1|378938	1900.0155
MALL|7851	203.4678	MALL|7851	678.3505
MALT1|10892	314.5895	MALT1|10892	470.6186
lowly_expressed	lowly_expressed	MAL|4118	12.3711
MAMDC2|256691	120.2836	MAMDC2|256691	2045.2062
MAMDC4|158056	21.0748	MAMDC4|158056	11.8557
MAML1|9794	1265.2285	MAML1|9794	1107.1082
MAML2|84441	238.7202	MAML2|84441	726.2887
MAML3|55534	351.3747	MAML3|55534	354.1237
MAMLD1|10046	58.6263	MAMLD1|10046	269.0722
MAMSTR|284358	20.3085	MAMSTR|284358	46.9072
MAN1A1|4121	810.4225	MAN1A1|4121	4907.2165
MAN1A2|10905	1006.2267	MAN1A2|10905	1264.9485
MAN1B1|11253	2402.529	MAN1B1|11253	1253.0928
MAN1C1|57134	156.3368	MAN1C1|57134	867.5258
MAN2A1|4124	1627.3589	MAN2A1|4124	1059.2784
MAN2A2|4122	1084.7782	MAN2A2|4122	3141.7526
