gene_id	TCGA-BH-A1FE-06A-11R-A213-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
CCDC74B|91409	93.8489	CCDC74B|91409	32.8327
CCDC75|253635	72.0562	CCDC75|253635	127.1394
CCDC76|54482	134.2074	CCDC76|54482	774.408
CCDC77|84318	106.1511	CCDC77|84318	210.2689
lowly_expressed	lowly_expressed	CCDC78|124093	6.9857
CCDC7|221016	23.0967	CCDC7|221016	74.0377
CCDC80|151887	7207.0299	CCDC80|151887	1929.7939
CCDC81|60494	18.2777	CCDC81|60494	5.5885
CCDC82|79780	496.3093	CCDC82|79780	977.2965
CCDC84|338657	44.9912	CCDC84|338657	84.1774
CCDC85A|114800	23.1986	CCDC85A|114800	164.1635
CCDC85B|11007	488.225	CCDC85B|11007	36.6748
CCDC85C|317762	405.1037	CCDC85C|317762	461.5508
CCDC86|79080	749.0264	CCDC86|79080	328.29900000000004
CCDC87|55231	8.0844	CCDC87|55231	15.0192
CCDC88A|55704	1398.2425	CCDC88A|55704	1295.145
CCDC88B|283234	71.3533	CCDC88B|283234	71.9525
CCDC88C|440193	165.9051	CCDC88C|440193	588.8928
CCDC89|220388	77.6801	CCDC89|220388	26.5456
CCDC8|83987	1024.9561	CCDC8|83987	924.9039
CCDC90A|63933	239.7188	CCDC90A|63933	305.9728
CCDC90B|60492	826.3269	CCDC90B|60492	867.5585
CCDC91|55297	558.8752	CCDC91|55297	662.941
CCDC92|80212	993.3216	CCDC92|80212	529.1652
CCDC93|54520	829.5255	CCDC93|54520	1374.4324
CCDC94|55702	310.3691	CCDC94|55702	182.6755
CCDC96|257236	41.4763	CCDC96|257236	35.626999999999995
CCDC97|90324	791.9156	CCDC97|90324	797.066
CCDC99|54908	166.9596	CCDC99|54908	291.3028
CCDC9|26093	379.2619	CCDC9|26093	61.474
CCHCR1|54535	321.9684	CCHCR1|54535	150.1921
CCIN|881	29.174	lowly_expressed	lowly_expressed
CCKBR|887	313.884	lowly_expressed	lowly_expressed
CCL11|6356	124.4288	lowly_expressed	lowly_expressed
CCL13|6357	7.3814	CCL13|6357	10.8278
CCL14|6358	656.58	CCL14|6358	1715.3126
lowly_expressed	lowly_expressed	CCL16|6360	11.8757
CCL18|6362	79.0861	CCL18|6362	9.4307
lowly_expressed	lowly_expressed	CCL19|6363	15.0192
CCL20|6364	363.4446	CCL20|6364	7.335
CCL21|6366	1856.942	CCL21|6366	1288.8578
lowly_expressed	lowly_expressed	CCL22|6367	256.0251
CCL23|6368	10.5448	lowly_expressed	lowly_expressed
CCL26|10344	37.6098	lowly_expressed	lowly_expressed
CCL28|56477	6.3269	CCL28|56477	2771.9176
CCL2|6347	4295.6063	CCL2|6347	632.5533
CCL3L1|6349	27.3111	CCL3L1|6349	17.8903
lowly_expressed	lowly_expressed	CCL3L3|414062	6.9088
CCL3|6348	213.3568	CCL3|6348	55.5362
CCL4L2|388372	125.1318	CCL4L2|388372	61.1247
CCL4|6351	261.5114	CCL4|6351	96.4024
CCL5|6352	81.8981	CCL5|6352	1234.7188
CCL7|6354	17.2232	lowly_expressed	lowly_expressed
CCL8|6355	95.2548	CCL8|6355	104.4359
CCM2|83605	917.0475	CCM2|83605	316.8006
CCNA1|8900	10.5448	CCNA1|8900	22.3542
CCNA2|890	151.8699	CCNA2|890	141.1736
CCNB1IP1|57820	637.2583	CCNB1IP1|57820	1872.1621
CCNB1|891	274.8682	CCNB1|891	293.0492
CCNB2|9133	104.7452	CCNB2|9133	92.5603
CCNB3|85417	16.5202	CCNB3|85417	24.7992
CCNC|892	719.8594	CCNC|892	1694.7258
CCND1|595	1348.4921	CCND1|595	6132.2948
CCND2|894	2617.5747	CCND2|894	1902.5498
CCND3|896	1782.7768	CCND3|896	831.6451
CCNDBP1|23582	1012.3023	CCNDBP1|23582	1329.3748
CCNE1|898	30.2285	CCNE1|898	22.0049
CCNE2|9134	46.6784	CCNE2|9134	81.2539
CCNF|899	113.181	CCNF|899	130.6322
CCNG1|900	3121.9684	CCNG1|900	4738.037
CCNG2|901	979.6134	CCNG2|901	3499.4761
CCNH|902	648.6854	CCNH|902	821.4286
lowly_expressed	lowly_expressed	CCNI2|645121	8.277999999999999
CCNI|10983	5467.4868	CCNI|10983	10639.8882
CCNJL|79616	186.6432	CCNJL|79616	168.0056
CCNJ|54619	245.6942	CCNJ|54619	413.2029
CCNK|8812	920.3796	CCNK|8812	1056.7866
CCNL1|57018	1929.7012	CCNL1|57018	4171.8477
CCNL2|81669	982.0738	CCNL2|81669	2232.6231
lowly_expressed	lowly_expressed	CCNO|10309	15.0192
CCNT1|904	263.6204	CCNT1|904	597.6249
CCNT2|905	426.36199999999997	CCNT2|905	1757.2476
CCNYL1|151195	610.1933	CCNYL1|151195	447.782
CCNY|219771	1768.3656	CCNY|219771	2123.2972
CCPG1|9236	2507.891	CCPG1|9236	2608.3304
CCR10|2826	15.1142	CCR10|2826	8.3828
CCR1|1230	217.5747	CCR1|1230	89.0674
CCR2|729230	10.1933	CCR2|729230	173.2448
CCR4|1233	5.6239	CCR4|1233	30.3877
CCR5|1234	25.6591	CCR5|1234	215.8575
CCR6|1235	10.5132	CCR6|1235	102.6336
CCR7|1236	15.4657	CCR7|1236	23.0527
CCRL1|51554	28.1195	CCRL1|51554	108.27799999999999
CCRL2|9034	90.3339	CCRL2|9034	45.0576
CCRN4L|25819	609.4903	CCRN4L|25819	252.5323
CCS|9973	691.7399	CCS|9973	103.0388
CCT2|10576	3085.7645	CCT2|10576	3422.6336
CCT3|7203	5028.471	CCT3|7203	4271.7429
CCT4|10575	3185.9402	CCT4|10575	5705.9029
CCT5|22948	7053.0756	CCT5|22948	2896.2627
CCT6A|908	2837.9613	CCT6A|908	3735.2428
CCT6B|10693	50.6151	CCT6B|10693	109.3259
CCT6P1|643253	28.8225	CCT6P1|643253	172.197
CCT7|10574	4378.5589	CCT7|10574	3006.9857
CCT8|10694	3234.7979	CCT8|10694	5195.9483
CD101|9398	28.1195	CD101|9398	60.7754
CD109|135228	348.3304	CD109|135228	958.7635
CD14|929	2208.4359	CD14|929	1187.2162
CD151|977	3314.2355	CD151|977	1675.5152
CD160|11126	20.3866	CD160|11126	40.8662
CD163L1|283316	87.1705	CD163L1|283316	92.211
CD163|9332	1740.246	CD163|9332	169.4027
lowly_expressed	lowly_expressed	CD164L2|388611	51.693999999999996
CD164|8763	7234.4464	CD164|8763	13936.081
CD180|4064	40.7733	CD180|4064	502.6196
CD1C|911	32.6889	CD1C|911	27.2441
CD1D|912	35.8524	CD1D|912	27.9427
lowly_expressed	lowly_expressed	CD1E|913	15.3685
CD200R1|131450	17.5747	CD200R1|131450	46.1055
CD200|4345	967.3111	CD200|4345	811.7359
lowly_expressed	lowly_expressed	CD207|50489	16.7656
CD209|30835	642.5308	CD209|30835	147.0486
CD226|10666	9.1388	CD226|10666	72.3018
CD22|933	1001.4060000000001	CD22|933	24.1006
CD244|51744	45.3427	CD244|51744	41.2155
CD247|919	9.1388	CD247|919	103.0388
CD248|57124	2026.362	CD248|57124	527.7681
CD24|100133941	33.0404	CD24|100133941	29768.773999999998
CD274|29126	156.4148	CD274|29126	30.3877
CD276|80381	4366.9596	CD276|80381	979.043
CD27|939	12.5202	CD27|939	102.8257
CD28|940	104.0422	CD28|940	62.8711
CD2AP|23607	783.4798	CD2AP|23607	2661.5438
CD2BP2|10421	1676.9772	CD2BP2|10421	586.7971
CD2|914	17.2232	CD2|914	495.9832
CD300A|11314	108.2601	CD300A|11314	89.4167
CD300C|10871	27.768	CD300C|10871	8.0335
CD300E|342510	9.4903	lowly_expressed	lowly_expressed
CD300LB|124599	32.3374	lowly_expressed	lowly_expressed
CD300LF|146722	13.7083	CD300LF|146722	22.7035
CD300LG|146894	273.8137	CD300LG|146894	555.3615
CD302|9936	1926.0211	CD302|9936	2849.0604
CD320|51293	1480.8436	CD320|51293	235.4174
CD33|945	34.4464	CD33|945	27.9427
CD34|947	4845.6942	CD34|947	2694.3765
CD36|948	1550.7909	CD36|948	13091.1631
CD37|951	147.9789	CD37|951	243.4509
CD38|952	16.5202	CD38|952	48.2012
lowly_expressed	lowly_expressed	CD3D|915	132.0293
CD3EAP|10849	373.9895	CD3EAP|10849	431.0164
CD3E|916	23.9016	CD3E|916	450.9256
lowly_expressed	lowly_expressed	CD3G|917	103.0388
lowly_expressed	lowly_expressed	CD40LG|959	43.3112
CD40|958	394.0246	CD40|958	267.5515
CD44|960	1512.8295	CD44|960	8169.0534
CD46|4179	3237.2583	CD46|4179	7479.9162
CD47|961	3834.7979	CD47|961	6400.978
CD48|962	55.536	CD48|962	379.3224
CD4|920	764.4991	CD4|920	585.3999
CD52|1043	41.4763	CD52|1043	234.0203
CD53|963	347.9789	CD53|963	660.8453
CD55|1604	3436.2039	CD55|1604	2141.8093
CD58|965	155.7118	CD58|965	282.92
CD59|966	13504.0422	CD59|966	23405.5187
CD5|921	11.5993	CD5|921	67.7611
CD63|967	14607.3814	CD63|967	3433.4614
CD68|968	2337.4341	CD68|968	1092.211
CD69|969	30.9315	CD69|969	225.2882
CD6|923	29.5255	CD6|923	112.8187
CD72|971	39.7188	CD72|971	27.9427
CD74|972	14876.6257	CD74|972	17683.898
CD79A|973	6.6784	CD79A|973	109.3259
CD79B|974	11.9508	CD79B|974	31.4356
CD7|924	13.7083	CD7|924	42.9619
CD80|941	5.9754	CD80|941	10.1292
CD81|975	11884.3585	CD81|975	6239.2595
CD82|3732	679.0861	CD82|3732	775.4104
CD83|9308	1481.5466	CD83|9308	480.6147
CD84|8832	53.7786	CD84|8832	101.9909
CD86|942	172.935	CD86|942	123.6465
CD8A|925	31.283	CD8A|925	612.6441
CD8B|926	5.9754	CD8B|926	87.6703
CD93|22918	4486.4675	CD93|22918	1730.7021
CD96|10225	21.7926	CD96|10225	383.1645
CD97|976	907.5571	CD97|976	452.67199999999997
CD99L2|83692	2639.7188	CD99L2|83692	759.6926
CD99|4267	5370.4745	CD99|4267	527.0695
CD9|928	1224.9561	CD9|928	5495.9832
CDADC1|81602	189.4552	CDADC1|81602	313.3077
CDAN1|146059	230.9315	CDAN1|146059	302.1306
CDA|978	39.0158	CDA|978	5.5885
CDC123|8872	798.703	CDC123|8872	880.9885
CDC14A|8556	135.6766	CDC14A|8556	601.467
CDC14B|8555	454.833	CDC14B|8555	1162.417
lowly_expressed	lowly_expressed	CDC14C|168448	23.401999999999997
CDC16|8881	1241.8278	CDC16|8881	2281.1736
CDC20|991	113.884	CDC20|991	60.0768
CDC23|8697	620.0351	CDC23|8697	1295.145
CDC25A|993	87.522	CDC25A|993	76.8425
CDC25B|994	866.4323	CDC25B|994	382.4659
CDC25C|995	24.9561	CDC25C|995	18.5121
CDC26|246184	72.2214	CDC26|246184	53.5557
CDC27|996	1569.7715	CDC27|996	2264.7572
CDC34|997	551.1424	CDC34|997	210.9675
CDC37L1|55664	393.3216	CDC37L1|55664	541.7394
CDC37|11140	2542.355	CDC37|11140	791.8268
CDC40|51362	660.8084	CDC40|51362	1239.6088
CDC42BPA|8476	2017.5747	CDC42BPA|8476	2295.4942
CDC42BPB|9578	5140.5975	CDC42BPB|9578	2285.7143
CDC42BPG|55561	65.3779	CDC42BPG|55561	426.4757
CDC42EP1|11135	2448.8576	CDC42EP1|11135	799.5110000000001
CDC42EP2|10435	1047.4517	CDC42EP2|10435	217.9532
CDC42EP3|10602	1203.1634	CDC42EP3|10602	1447.0835
CDC42EP4|23580	2067.4868	CDC42EP4|23580	1665.0367
CDC42EP5|148170	160.2812	CDC42EP5|148170	24.4499
CDC42SE1|56882	2814.4183	CDC42SE1|56882	3196.2871
CDC42SE2|56990	1230.9315	CDC42SE2|56990	2776.8075
CDC42|998	5211.9508	CDC42|998	6515.5431
CDC45|8318	66.7838	CDC45|8318	31.0863
CDC5L|988	908.9631	CDC5L|988	1719.8743
CDC6|990	122.6714	CDC6|990	148.4457
CDC73|79577	998.5939999999999	CDC73|79577	1888.5784
CDC7|8317	264.3234	CDC7|8317	104.0866
CDCA2|157313	47.1002	CDCA2|157313	45.0576
CDCA3|83461	52.3972	CDCA3|83461	47.086999999999996
CDCA4|55038	186.9947	CDCA4|55038	221.0968
CDCA5|113130	133.5677	CDCA5|113130	76.8425
CDCA7L|55536	350.9209	CDCA7L|55536	1633.168
CDCA7|83879	166.9596	CDCA7|83879	375.131
CDCA8|55143	79.7891	CDCA8|55143	74.0482
CDCP1|64866	169.0685	CDCP1|64866	1156.1299
CDH11|1009	7141.3005	CDH11|1009	860.985
lowly_expressed	lowly_expressed	CDH12|1010	58.3304
CDH13|1012	286.819	CDH13|1012	486.5526
CDH15|1013	22.8471	lowly_expressed	lowly_expressed
CDH17|1015	38.3128	CDH17|1015	5.5885
CDH1|999	249.9121	CDH1|999	9037.0241
lowly_expressed	lowly_expressed	CDH20|28316	9.4307
CDH22|64405	9.1388	CDH22|64405	7.335
CDH23|64072	982.8963	CDH23|64072	166.2592
CDH24|64403	181.3708	CDH24|64403	59.028999999999996
CDH26|60437	9.8418	CDH26|60437	14.3206
CDH2|1000	3066.0808	CDH2|1000	20.6078
CDH3|1001	4248.8576	CDH3|1001	2015.3685
CDH4|1002	8.7873	CDH4|1002	8.3828
CDH5|1003	2802.812	CDH5|1003	1159.2735
CDH6|1004	89.2794	CDH6|1004	50.9955
CDH8|1006	107.2056	CDH8|1006	90.4645
CDHR1|92211	238.3128	CDHR1|92211	17.4642
CDHR3|222256	18.3023	CDHR3|222256	48.6238
CDIPT|10423	2090.3339	CDIPT|10423	1399.2316
CDK10|8558	509.6661	CDK10|8558	306.6713
CDK11A|728642	473.7293	CDK11A|728642	132.92
CDK11B|984	617.6591	CDK11B|984	297.0486
CDK12|51755	1192.2671	CDK12|51755	2176.0391
CDK13|8621	947.6274	CDK13|8621	1672.0224
CDK14|5218	747.6274	CDK14|5218	1063.5697
CDK15|65061	8.0844	lowly_expressed	lowly_expressed
CDK16|5127	3233.0404	CDK16|5127	1141.46
CDK17|5128	751.1424	CDK17|5128	1461.4041
CDK18|5129	467.1353	CDK18|5129	309.8149
CDK19|23097	584.239	CDK19|23097	1243.2728
CDK1|983	207.0299	CDK1|983	225.6374
CDK20|23552	346.9244	CDK20|23552	190.3598
CDK2AP1|8099	1359.2267	CDK2AP1|8099	1884.7363
CDK2AP2|10263	695.2548	CDK2AP2|10263	320.2934
CDK2|1017	575.0439	CDK2|1017	746.7691
CDK3|1018	58.0035	CDK3|1018	110.2026
CDK4|1019	2054.4815	CDK4|1019	1668.5295
CDK5R1|8851	80.1406	CDK5R1|8851	116.6608
CDK5RAP1|51654	304.7452	CDK5RAP1|51654	404.8201
CDK5RAP2|55755	3530.0527	CDK5RAP2|55755	1712.5393
CDK5RAP3|80279	1199.297	CDK5RAP3|80279	1183.7234
CDK5|1020	299.1213	CDK5|1020	97.7995
CDK6|1021	1030.9315	CDK6|1021	2715.6829
CDK7|1022	287.522	CDK7|1022	536.1509
CDK8|1024	198.9455	CDK8|1024	186.1684
CDK9|1025	990.8612	CDK9|1025	723.0178
CDKAL1|54901	213.3568	CDKAL1|54901	470.1362
CDKL1|8814	62.2144	CDKL1|8814	37.3734
CDKL2|8999	23.1986	CDKL2|8999	87.321
CDKL3|51265	36.9947	CDKL3|51265	63.8491
CDKL5|6792	97.0123	CDKL5|6792	175.6898
CDKN1A|1026	12793.6731	CDKN1A|1026	1244.1495
CDKN1B|1027	573.2865	CDKN1B|1027	1598.3234
CDKN1C|1028	510.3691	CDKN1C|1028	682.8502
CDKN2AIPNL|91368	357.8207	CDKN2AIPNL|91368	335.3126
CDKN2AIP|55602	468.8928	CDKN2AIP|55602	972.0573
CDKN2A|1029	15.8172	CDKN2A|1029	13.6221
CDKN2B|1030	497.0123	CDKN2B|1030	222.1446
CDKN2C|1031	291.3884	CDKN2C|1031	472.9305
CDKN2D|1032	113.5325	CDKN2D|1032	29.3399
CDKN3|1033	59.4025	CDKN3|1033	25.4977
CDNF|441549	15.1142	CDNF|441549	105.4838
CDO1|1036	289.9824	CDO1|1036	433.4614
CDON|50937	1648.8576	CDON|50937	711.8407
CDR1|1038	8.2285	CDR1|1038	164.7398
CDR2L|30850	299.1213	CDR2L|30850	406.5665
CDR2|1039	866.0808	CDR2|1039	551.8687
lowly_expressed	lowly_expressed	CDRT15P|94158	5.2393
CDRT1|374286	7.6309	lowly_expressed	lowly_expressed
CDRT4|284040	332.2285	CDRT4|284040	300.51
CDS1|1040	216.8717	CDS1|1040	1193.8526
CDS2|8760	563.0931	CDS2|8760	1108.6273
CDSN|1041	17.2232	CDSN|1041	12.5742
CDT1|81620	66.4323	CDT1|81620	42.9619
CDV3|55573	4694.9033	CDV3|55573	5760.3912
CDX1|1044	8.7873	lowly_expressed	lowly_expressed
CDYL2|124359	61.1599	CDYL2|124359	67.0625
CDYL|9425	505.4482	CDYL|9425	768.4247
CEACAM19|56971	61.5114	CEACAM19|56971	45.7562
CEACAM1|634	137.4341	CEACAM1|634	1865.5257
CEACAM21|90273	114.2355	CEACAM21|90273	9.78
CEACAM4|1089	6.6784	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CEACAM6|4680	56.2347
CEBPA|1050	44.2882	CEBPA|1050	364.6525
CEBPB|1051	2013.3568	CEBPB|1051	838.2815
CEBPD|1052	1750.0879	CEBPD|1052	439.0499
CEBPG|1054	568.0141	CEBPG|1054	1133.4265
CEBPZ|10153	1185.5888	CEBPZ|10153	2492.1411
CECR1|51816	2599.297	CECR1|51816	1865.875
CECR2|27443	20.3866	CECR2|27443	19.9092
CECR5|27440	624.2531	CECR5|27440	238.56099999999998
CECR6|27439	17.9262	CECR6|27439	25.1484
CECR7|100130418	113.884	CECR7|100130418	279.0779
CELA2A|63036	952.1968	lowly_expressed	lowly_expressed
CELA2B|51032	25.3076	lowly_expressed	lowly_expressed
CELF1|10658	1698.4183	CELF1|10658	2633.6011
CELF2|10659	1658.348	CELF2|10659	1509.9546
CELF4|56853	22.4956	CELF4|56853	17.1149
CELF5|60680	47.8032	CELF5|60680	107.2302
CELF6|60677	24.1863	CELF6|60677	98.6168
CELP|1057	5.9754	lowly_expressed	lowly_expressed
CELSR1|9620	204.5694	CELSR1|9620	697.1708
CELSR2|1952	169.42	CELSR2|1952	1670.6252
CELSR3|1951	72.7592	CELSR3|1951	52.0433
CEL|1056	66.0808	CEL|1056	12.9235
CEMP1|752014	106.696	CEMP1|752014	52.3926
CENPA|1058	34.4464	CENPA|1058	8.0335
CENPBD1|92806	187.3462	CENPBD1|92806	241.3552
CENPB|1059	2148.6819	CENPB|1059	727.5585
CENPC1|1060	326.8893	CENPC1|1060	920.0139999999999
CENPE|1062	144.1125	CENPE|1062	136.9193
CENPF|1063	448.8576	CENPF|1063	425.4279
CENPH|64946	55.8875	CENPH|64946	195.2497
CENPI|2491	18.9807	CENPI|2491	34.2298
CENPJ|55835	190.8612	CENPJ|55835	487.2511
CENPK|64105	44.2882	CENPK|64105	83.4789
CENPL|91687	65.7293	CENPL|91687	98.1488
CENPM|79019	33.0404	CENPM|79019	21.6556
CENPN|55839	293.6028	CENPN|55839	177.7262
CENPO|79172	82.1195	CENPO|79172	58.1418
CENPP|401541	42.3339	CENPP|401541	63.2483
CENPQ|55166	95.9578	CENPQ|55166	186.5176
CENPT|80152	373.2865	CENPT|80152	399.2316
CENPV|201161	161.3357	CENPV|201161	177.4363
CENPW|387103	63.6204	CENPW|387103	75.7946
CEP110|11064	427.76800000000003	CEP110|11064	918.6168
CEP120|153241	673.1107	CEP120|153241	1258.1209
CEP135|9662	281.5466	CEP135|9662	493.189
CEP152|22995	43.2337	CEP152|22995	204.3311
CEP164|22897	697.0123	CEP164|22897	500.8732
CEP170|9859	1097.0123	CEP170|9859	1421.2365
CEP192|55125	736.0281	CEP192|55125	1443.2414
CEP250|11190	548.6819	CEP250|11190	243.4509
CEP290|80184	546.0844	CEP290|80184	1159.4132
CEP350|9857	1092.4429	CEP350|9857	2519.036
CEP55|55165	132.5132	CEP55|55165	56.2347
CEP57|9702	693.8489	CEP57|9702	1701.3622
CEP63|80254	429.5923	CEP63|80254	813.4265
CEP68|23177	888.9279	CEP68|23177	2232.0817
CEP70|80321	250.2636	CEP70|80321	410.7579
CEP72|55722	33.3919	CEP72|55722	84.1774
CEP76|79959	134.9736	CEP76|79959	271.3936
CEP78|84131	190.1582	CEP78|84131	512.7489
CEP97|79598	150.7909	CEP97|79598	319.5948
CEPT1|10390	442.1793	CEPT1|10390	1393.6429999999998
CERCAM|51148	2872.7592	CERCAM|51148	326.9298
CERKL|375298	42.1652	CERKL|375298	70.0419
CERK|64781	1236.2039	CERK|64781	1038.7705
CES1|1066	1157.4692	CES1|1066	366.3989
CES2|8824	2314.9385	CES2|8824	796.3674
CES3|23491	37.9613	CES3|23491	200.489
CES4|51716	33.7434	CES4|51716	16.0671
CES8|283848	53.4271	CES8|283848	132.3786
CETN2|1069	1100.1757	CETN2|1069	990.9186
CETN3|1070	216.1687	CETN3|1070	389.4516
CETP|1071	30.2285	lowly_expressed	lowly_expressed
CFB|629	583.8946	CFB|629	586.4478
CFDP1|10428	1191.5641	CFDP1|10428	564.7922
CFD|1675	272.4077	CFD|1675	679.3573
CFHR3|10878	7.3814	lowly_expressed	lowly_expressed
CFH|3075	8349.0334	CFH|3075	1673.0702
CFI|3426	3186.6432	CFI|3426	571.0793
CFL1|1072	14548.6819	CFL1|1072	4143.905
CFL2|1073	1487.5220000000002	CFL2|1073	1044.7083
CFLAR|8837	1301.9262	CFLAR|8837	1224.9389
lowly_expressed	lowly_expressed	CFLP1|142913	13.9714
CFP|5199	111.0721	lowly_expressed	lowly_expressed
CG030|116828	11.2478	CG030|116828	78.2396
lowly_expressed	lowly_expressed	CGB7|94027	9.517999999999999
CGGBP1|8545	1611.9508	CGGBP1|8545	3990.9361
CGNL1|84952	1376.8014	CGNL1|84952	2071.9525
CGN|57530	85.0615	CGN|57530	811.0374
CGREF1|10669	377.5431	CGREF1|10669	199.2875
CGRRF1|10668	182.4253	CGRRF1|10668	375.131
CH25H|9023	74.5167	CH25H|9023	63.919
CHAC1|79094	29.174	CHAC1|79094	7.335
CHAC2|494143	36.5554	CHAC2|494143	34.9284
CHADL|150356	42.1793	CHADL|150356	35.2777
CHAD|1101	56.239	CHAD|1101	112.4694
CHAF1A|10036	250.6151	CHAF1A|10036	139.7136
CHAF1B|8208	82.2496	CHAF1B|8208	251.1352
CHCHD10|400916	331.4587	CHCHD10|400916	290.255
CHCHD1|118487	407.7329	CHCHD1|118487	260.2166
CHCHD2|51142	3646.3972	CHCHD2|51142	2040.5169
CHCHD3|54927	745.5185	CHCHD3|54927	510.6532
CHCHD4|131474	175.7469	CHCHD4|131474	271.3936
CHCHD5|84269	240.4218	CHCHD5|84269	109.6752
CHCHD6|84303	237.9613	CHCHD6|84303	56.583999999999996
CHCHD7|79145	309.6661	CHCHD7|79145	457.2127
CHCHD8|51287	848.5062	CHCHD8|51287	363.2553
CHD1L|9557	733.9192	CHD1L|9557	746.4198
CHD1|1105	1949.3849	CHD1|1105	3504.7153
CHD2|1106	2488.225	CHD2|1106	3638.8404
CHD3|1107	5075.9227	CHD3|1107	2578.4143
CHD4|1108	5546.4183	CHD4|1108	4918.4282
CHD6|84181	1331.4587	CHD6|84181	2892.4205
CHD7|55636	571.8805	CHD7|55636	1014.6699
CHD8|57680	1530.4042	CHD8|57680	2531.9595
CHD9|80205	1212.6538	CHD9|80205	3808.2431
CHDH|55349	27.768	CHDH|55349	653.5103
CHEK1|1111	112.478	CHEK1|1111	183.7234
CHEK2|11200	117.0475	CHEK2|11200	202.5847
CHERP|10523	1101.8278	CHERP|10523	916.1823
CHFR|55743	619.6837	CHFR|55743	236.4652
CHGB|1114	937.7856	lowly_expressed	lowly_expressed
CHI3L1|1116	45.3427	CHI3L1|1116	1078.5889
lowly_expressed	lowly_expressed	CHI3L2|1117	572.1271
CHIC1|53344	389.1037	CHIC1|53344	626.6154
CHIC2|26511	275.9227	CHIC2|26511	324.4848
CHID1|66005	2296.6608	CHID1|66005	694.3765
CHIT1|1118	17.2232	lowly_expressed	lowly_expressed
CHKA|1119	362.3902	CHKA|1119	1460.3563
CHKB-CPT1B|386593	72.5659	CHKB-CPT1B|386593	322.1132
CHKB|1120	339.7047	CHKB|1120	269.525
CHL1|10752	4442.8822	CHL1|10752	2015.7178
CHML|1122	436.2039	CHML|1122	1235.0681
CHMP1A|5119	1839.3673	CHMP1A|5119	729.6542
CHMP1B|57132	1982.7768	CHMP1B|57132	2013.6221
CHMP2A|27243	1836.9069	CHMP2A|27243	441.1457
CHMP2B|25978	842.8822	CHMP2B|25978	1468.3898
CHMP4A|29082	639.8067	CHMP4A|29082	461.1317
CHMP4B|128866	2647.8032	CHMP4B|128866	1562.3472
CHMP4C|92421	71.3533	CHMP4C|92421	766.329
CHMP5|51510	1272.0984	CHMP5|51510	1169.8184
CHMP6|79643	434.7979	CHMP6|79643	149.1443
CHMP7|91782	968.3656	CHMP7|91782	780.3004
CHM|1121	677.6801	CHM|1121	975.8994
CHN1|1123	325.1318	CHN1|1123	276.6329
CHN2|1124	209.1388	CHN2|1124	113.8666
CHODL|140578	75.5712	CHODL|140578	32.8327
CHORDC1|26973	290.3339	CHORDC1|26973	774.7118
CHPF2|54480	2348.6819	CHPF2|54480	445.3371
CHPF|79586	10331.8102	CHPF|79586	517.9881
CHPT1|56994	495.2548	CHPT1|56994	1982.5358
CHP|11261	2731.4587	CHP|11261	3285.365
CHRAC1|54108	583.1283	CHRAC1|54108	785.5396
CHRDL1|91851	176.4499	CHRDL1|91851	2713.2379
CHRDL2|25884	168.717	CHRDL2|25884	7.335
CHRD|8646	368.3656	CHRD|8646	31.0863
CHRFAM7A|89832	48.3093	CHRFAM7A|89832	38.9836
lowly_expressed	lowly_expressed	CHRM1|1128	325.8819
CHRM3|1131	182.4253	CHRM3|1131	26.8949
lowly_expressed	lowly_expressed	CHRM5|1133	5.9378
CHRNA10|57053	18.9807	CHRNA10|57053	12.9235
CHRNA3|1136	5.2724	CHRNA3|1136	6.2871
CHRNA5|1138	29.5255	CHRNA5|1138	60.0768
CHRNA6|8973	47.1002	lowly_expressed	lowly_expressed
CHRNA7|1139	25.1564	lowly_expressed	lowly_expressed
CHRNB1|1140	127.2408	CHRNB1|1140	142.1586
lowly_expressed	lowly_expressed	CHRNB2|1141	43.3112
CHRNB4|1143	33.0404	lowly_expressed	lowly_expressed
CHRNE|1145	52.4323	CHRNE|1145	28.313000000000002
CHST10|9486	496.6608	CHST10|9486	222.8432
CHST11|50515	849.2091	CHST11|50515	63.5697
CHST12|55501	319.8594	CHST12|55501	150.8907
CHST13|166012	9.4903	lowly_expressed	lowly_expressed
CHST14|113189	783.8313	CHST14|113189	332.8676
CHST15|51363	1713.5325	CHST15|51363	1075.7946
CHST1|8534	286.819	CHST1|8534	18.5121
CHST2|9435	760.6327	CHST2|9435	147.0486
CHST3|9469	3817.2232	CHST3|9469	1034.9284
CHST4|10164	11.2478	CHST4|10164	5.5885
lowly_expressed	lowly_expressed	CHST5|23563	5.5885
CHST6|4166	51.6696	CHST6|4166	6.2871
CHST7|56548	1777.8559	CHST7|56548	64.6175
lowly_expressed	lowly_expressed	CHST9|83539	1268.9487
CHSY1|22856	5310.7206	CHSY1|22856	4271.7429
CHSY3|337876	282.6011	CHSY3|337876	60.7754
CHTF18|63922	119.1564	CHTF18|63922	56.583999999999996
CHTF8|54921	1744.8155	CHTF8|54921	2642.6825
CHUK|1147	510.7206	CHUK|1147	813.1331
CHURC1|91612	1227.0756	CHURC1|91612	1914.6175
CIAO1|9391	1705.4482	CIAO1|9391	1747.1184
CIAPIN1|57019	796.4851	CIAPIN1|57019	611.9455
