gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
HTR7P1|93164	163.4538	HTR7P1|93164	220.925
HTR7|3363	9.6386	HTR7|3363	13.470999999999998
HTRA1|5654	4081.9277	HTRA1|5654	6412.6628
HTRA2|27429	524.6506	HTRA2|27429	644.0772
HTRA3|94031	662.6506	HTRA3|94031	1339.4701
HTT|3064	2832.5301	HTT|3064	2682.9816
HUNK|30811	276.3052	HUNK|30811	247.8671
HUS1|3364	328.1124	HUS1|3364	258.6439
HUWE1|10075	7869.0763	HUWE1|10075	7174.6744
HVCN1|84329	93.992	HVCN1|84329	136.0575
HYAL1|3373	24.8996	HYAL1|3373	233.0489
HYAL2|8692	2224.8996	HYAL2|8692	2059.2726
HYAL3|8372	435.3775	HYAL3|8372	66.6278
HYDIN|54768	6.8273	HYDIN|54768	53.4351
HYI|81888	117.5823	HYI|81888	398.8909
HYLS1|219844	209.6386	HYLS1|219844	67.8042
lowly_expressed	lowly_expressed	HYMAI|57061	12.6493
HYOU1|10525	5487.1486	HYOU1|10525	1696.9017
IAH1|285148	700.4016	IAH1|285148	829.8159
IARS2|55699	10503.6145	IARS2|55699	3302.6493
IARS|3376	4097.5904	IARS|3376	2566.6816
IBSP|3381	51.4056	lowly_expressed	lowly_expressed
IBTK|25998	2302.4096	IBTK|25998	1273.013
ICA1L|130026	73.0924	ICA1L|130026	118.0961
ICA1|3382	554.2169	ICA1|3382	599.4612
ICAM1|3383	502.8112	ICAM1|3383	612.9322
ICAM2|3384	234.4618	ICAM2|3384	1252.4248
ICAM3|3385	386.3454	ICAM3|3385	307.1396
lowly_expressed	lowly_expressed	ICAM4|3386	7.6336
lowly_expressed	lowly_expressed	ICAM5|7087	20.2066
ICK|22858	743.3735	ICK|22858	984.7328
ICMT|23463	2646.988	ICMT|23463	2616.0754
ICOSLG|23308	205.6225	ICOSLG|23308	235.7432
lowly_expressed	lowly_expressed	ICOS|29851	6.7355
ICT1|3396	553.4137	ICT1|3396	300.8532
ID1|3397	64.257	ID1|3397	259.54200000000003
ID2|3398	1255.8233	ID2|3398	1253.2555
ID3|3399	2391.1647	ID3|3399	934.89
ID4|3400	57.8313	ID4|3400	1255.9497
IDE|3416	991.1647	IDE|3416	470.5882
IDH1|3417	2639.3574	IDH1|3417	3424.7867
IDH2|3418	3679.9197	IDH2|3418	1130.6691
IDH3A|3419	1202.008	IDH3A|3419	1055.6803
IDH3B|3420	1141.7671	IDH3B|3420	1218.2308
IDH3G|3421	833.7349	IDH3G|3421	835.6533
IDI1|3422	1009.3534	IDI1|3422	792.7301
IDI2|91734	48.5944	IDI2|91734	88.9088
lowly_expressed	lowly_expressed	IDO1|3620	114.9529
IDS|3423	1910.1606	IDS|3423	3662.8783
IDUA|3425	451.3936	IDUA|3425	134.6924
IER2|9592	1834.5382	IER2|9592	2997.3058
IER3IP1|51124	1326.9076	IER3IP1|51124	704.0862
IER3|8870	7612.4498	IER3|8870	536.1473
IER5L|389792	359.8394	IER5L|389792	44.0054
IER5|51278	586.747	IER5|51278	585.5411
IFFO1|25900	75.9036	IFFO1|25900	317.9165
IFFO2|126917	275.9036	IFFO2|126917	1334.9798
IFI16|3428	963.8554	IFI16|3428	2667.2654
IFI27L1|122509	93.9759	IFI27L1|122509	111.8096
IFI27L2|83982	56.6265	IFI27L2|83982	297.7099
IFI27|3429	302.008	IFI27|3429	1008.9807
IFI30|10437	2317.755	IFI30|10437	569.2771
IFI35|3430	619.2771	IFI35|3430	334.5308
IFI44L|10964	102.4096	IFI44L|10964	268.0736
IFI44|10561	94.3775	IFI44|10561	286.035
IFI6|2537	363.8554	IFI6|2537	312.5281
IFIH1|64135	301.2048	IFIH1|64135	399.1917
lowly_expressed	lowly_expressed	IFIT1B|439996	5.3884
IFIT1|3434	140.1606	IFIT1|3434	587.3372
IFIT2|3433	169.4779	IFIT2|3433	478.2218
IFIT3|3437	218.0723	IFIT3|3437	750.3368
IFIT5|24138	216.8675	IFIT5|24138	487.2025
IFITM1|8519	2219.6787	IFITM1|8519	2379.4342
IFITM2|10581	1659.4378	IFITM2|10581	2844.634
IFITM3|10410	7467.4699	IFITM3|10410	8277.9524
IFNAR1|3454	1872.2892	IFNAR1|3454	2727.4359999999997
IFNAR2|3455	201.0201	IFNAR2|3455	413.0849
IFNGR1|3459	917.2691	IFNGR1|3459	4434.6655
IFNGR2|3460	1674.6988	IFNGR2|3460	2315.2223
IFRD1|3475	230.9237	IFRD1|3475	896.722
IFRD2|7866	1425.7149	IFRD2|7866	812.0162
IFT122|55764	1122.8916	IFT122|55764	768.2982
IFT140|9742	761.4458	IFT140|9742	528.5137
IFT172|26160	516.4659	IFT172|26160	649.753
IFT20|90410	355.2289	IFT20|90410	317.1127
IFT27|11020	475.50199999999995	IFT27|11020	409.5195
IFT46|56912	1011.6466	IFT46|56912	635.3839
IFT52|51098	736.5462	IFT52|51098	641.2214
IFT57|55081	354.2169	IFT57|55081	668.1634
IFT74|80173	502.8193	IFT74|80173	337.67400000000004
IFT80|57560	228.5622	IFT80|57560	419.8069
IFT81|28981	363.0522	IFT81|28981	255.9497
IFT88|8100	289.5582	IFT88|8100	237.9883
IGBP1|3476	1260.241	IGBP1|3476	1553.2106
lowly_expressed	lowly_expressed	IGDCC3|9543	12.1239
IGDCC4|57722	26.9076	IGDCC4|57722	144.5891
IGF1R|3480	4257.4297	IGF1R|3480	3177.8177
IGF1|3479	84.73899999999999	IGF1|3479	3590.0314
lowly_expressed	lowly_expressed	IGF2AS|51214	8.0826
IGF2BP2|10644	12.0482	IGF2BP2|10644	168.388
IGF2R|3482	2060.6426	IGF2R|3482	4050.2919
IGF2|3481	1318.1807	IGF2|3481	6677.894
IGFALS|3483	40.9639	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFBP1|3484	54.7822
IGFBP2|3485	5228.5141	IGFBP2|3485	1414.4589
IGFBP3|3486	1672.6908	IGFBP3|3486	4188.1455
IGFBP4|3487	15851.4056	IGFBP4|3487	15384.8226
IGFBP5|3488	153032.9317	IGFBP5|3488	14061.5177
IGFBP6|3489	359.4378	IGFBP6|3489	1788.9537
IGFBP7|3490	3731.7269	IGFBP7|3490	4047.1486
IGFL1|374918	6.0241	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFL2|147920	7.6336
IGHMBP2|3508	173.49400000000003	IGHMBP2|3508	321.9578
IGJ|3512	334.9398	IGJ|3512	14570.7229
lowly_expressed	lowly_expressed	IGLON5|402665	10.7768
IGSF10|285313	218.8755	IGSF10|285313	1704.9843
lowly_expressed	lowly_expressed	IGSF11|152404	6.7355
IGSF1|3547	389.1566	IGSF1|3547	272.564
IGSF21|84966	17.2691	IGSF21|84966	21.1046
lowly_expressed	lowly_expressed	IGSF22|283284	9.093
IGSF3|3321	2065.4618	IGSF3|3321	854.5128
IGSF5|150084	5.2209	IGSF5|150084	10.7768
IGSF6|10261	100.0	IGSF6|10261	68.7023
IGSF8|93185	1931.3253	IGSF8|93185	656.4885
IGSF9B|22997	14.8594	IGSF9B|22997	21.5537
IGSF9|57549	567.4699	IGSF9|57549	158.9582
IKBIP|121457	659.4378	IKBIP|121457	330.4894
IKBKAP|8518	1049.3976	IKBKAP|8518	1054.3332
IKBKB|3551	1591.9679	IKBKB|3551	1169.7351
IKBKE|9641	281.5261	IKBKE|9641	239.3354
IKBKG|8517	224.8996	IKBKG|8517	283.3408
IKZF1|10320	146.5863	IKZF1|10320	277.5034
IKZF2|22807	20.8835	IKZF2|22807	192.6358
lowly_expressed	lowly_expressed	IKZF3|22806	25.1459
IKZF4|64375	218.0723	IKZF4|64375	314.3242
IKZF5|64376	330.9237	IKZF5|64376	536.1473
IK|3550	2248.996	IK|3550	1699.5959
IL10RA|3587	278.3133	IL10RA|3587	631.7916
IL10RB|3588	711.245	IL10RB|3588	869.9641
lowly_expressed	lowly_expressed	IL10|3586	18.8595
IL11RA|3590	66.2651	IL11RA|3590	582.3978
IL11|3589	16.4659	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL12A|3592	17.9614
IL12RB1|3594	10.0402	IL12RB1|3594	19.7575
lowly_expressed	lowly_expressed	IL12RB2|3595	43.5564
IL13RA1|3597	5304.4177	IL13RA1|3597	3107.7683
IL15RA|3601	76.7068	IL15RA|3601	363.269
IL15|3600	12.0482	IL15|3600	61.9668
IL16|3603	280.3213	IL16|3603	783.5653
lowly_expressed	lowly_expressed	IL17B|27190	36.8208
IL17D|53342	5.9317	IL17D|53342	51.2887
IL17RA|23765	198.7952	IL17RA|23765	336.3269
IL17RB|55540	203.6145	IL17RB|55540	163.8976
IL17RC|84818	778.3133	IL17RC|84818	765.6039999999999
IL17RD|54756	274.6988	IL17RD|54756	1283.3408
IL17REL|400935	8.4337	lowly_expressed	lowly_expressed
IL17RE|132014	31.7269	IL17RE|132014	599.9102
IL18BP|10068	118.9398	IL18BP|10068	246.4436
IL18R1|8809	8.0321	IL18R1|8809	66.0081
lowly_expressed	lowly_expressed	IL18RAP|8807	20.2066
IL18|3606	124.0964	IL18|3606	82.1733
IL1B|3553	20.0803	IL1B|3553	46.6996
IL1R1|3554	335.74300000000005	IL1R1|3554	3539.7396
lowly_expressed	lowly_expressed	IL1R2|7850	9.4297
lowly_expressed	lowly_expressed	IL1RAPL2|26280	9.4297
IL1RAP|3556	156.2249	IL1RAP|3556	180.5119
lowly_expressed	lowly_expressed	IL1RL1|9173	19.3085
lowly_expressed	lowly_expressed	IL1RL2|8808	43.5564
IL1RN|3557	145.3815	IL1RN|3557	68.7023
IL20RA|53832	105.6225	IL20RA|53832	404.5802
lowly_expressed	lowly_expressed	IL20RB|53833	66.0081
IL20|50604	29.3173	lowly_expressed	lowly_expressed
IL21R|50615	8.4337	IL21R|50615	8.5317
lowly_expressed	lowly_expressed	IL22RA1|58985	49.3938
lowly_expressed	lowly_expressed	IL22RA2|116379	42.6583
lowly_expressed	lowly_expressed	IL23A|51561	6.7355
IL24|11009	5.9879999999999995	lowly_expressed	lowly_expressed
IL27RA|9466	861.0442	IL27RA|9466	560.3952
IL28RA|163702	52.6104	IL28RA|163702	196.6771
lowly_expressed	lowly_expressed	IL2RA|3559	50.2919
IL2RB|3560	98.7952	IL2RB|3560	241.5806
IL2RG|3561	80.3213	IL2RG|3561	266.2775
IL32|9235	250.2008	IL32|9235	574.3152
IL33|90865	159.8394	IL33|90865	1634.9349
IL34|146433	57.0281	IL34|146433	420.7454
IL3RA|3563	107.2289	IL3RA|3563	283.7899
IL4I1|259307	37.4739	IL4I1|259307	11.5177
IL4R|3566	795.1807	IL4R|3566	1320.6107
IL6R|3570	170.2811	IL6R|3570	434.6655
IL6ST|3572	6181.5261	IL6ST|3572	3228.1096
lowly_expressed	lowly_expressed	IL6|3569	496.6322
IL7R|3575	12.4498	IL7R|3575	145.4872
lowly_expressed	lowly_expressed	IL7|3574	24.6969
lowly_expressed	lowly_expressed	IL8|3576	23.7988
ILDR1|286676	338.9558	ILDR1|286676	96.5424
ILF2|3608	4169.8795	ILF2|3608	2642.5685
ILF3|3609	4575.1004	ILF3|3609	3707.6785
ILKAP|80895	354.2169	ILKAP|80895	318.3655
ILK|3611	1827.7108	ILK|3611	3330.9385
ILVBL|10994	1077.1084	ILVBL|10994	873.8213
IMMP1L|196294	71.7711	IMMP1L|196294	58.1679
IMMP2L|83943	197.5904	IMMP2L|83943	142.344
IMMT|10989	2917.6707	IMMT|10989	2076.7849
IMP3|55272	1052.6104	IMP3|55272	870.2289999999999
IMP4|92856	597.992	IMP4|92856	513.6956
IMPA1|3612	339.759	IMPA1|3612	256.3987
IMPA2|3613	595.9839	IMPA2|3613	272.115
IMPACT|55364	913.6546	IMPACT|55364	1087.5617
IMPAD1|54928	3737.3494	IMPAD1|54928	4321.9578
IMPDH1|3614	1287.5502	IMPDH1|3614	1331.8366
IMPDH2|3615	4587.1486	IMPDH2|3615	4786.7086
IMPG2|50939	7.6305	lowly_expressed	lowly_expressed
INADL|10207	3487.5502	INADL|10207	1616.0754
INCA1|388324	26.1044	INCA1|388324	24.2479
INCENP|3619	530.5221	INCENP|3619	197.5752
INE1|8552	5.2209	INE1|8552	22.9008
INE2|8551	13.8876	INE2|8551	29.7485
INF2|64423	1180.7229	INF2|64423	2324.652
ING1|3621	160.004	ING1|3621	218.4059
ING2|3622	301.2048	ING2|3622	146.3853
ING3|54556	137.751	ING3|54556	266.7265
ING4|51147	528.9157	ING4|51147	772.7885
ING5|84289	165.4618	ING5|84289	384.8226
INHA|3623	796.3855	INHA|3623	13.470999999999998
INHBA|3624	1107.2289	INHBA|3624	27.8401
INHBB|3625	190.7631	INHBB|3625	2497.9793
INMT|11185	51.1365	INMT|11185	651.6614
INO80B|83444	140.4096	INO80B|83444	145.0921
INO80C|125476	131.7269	INO80C|125476	192.1868
INO80D|54891	359.5462	INO80D|54891	632.9008
INO80E|283899	451.1687	INO80E|283899	531.6839
INO80|54617	860.6426	INO80|54617	1068.7023
INPP1|3628	203.2129	INPP1|3628	482.7122
INPP4A|3631	523.2932	INPP4A|3631	654.2434
INPP4B|8821	688.755	INPP4B|8821	270.3188
INPP5A|3632	322.0884	INPP5A|3632	708.1275
INPP5B|3633	323.6948	INPP5B|3633	655.5905
INPP5D|3635	279.1165	INPP5D|3635	779.075
INPP5E|56623	107.6305	INPP5E|56623	319.2636
INPP5F|22876	436.9478	INPP5F|22876	597.216
INPP5J|27124	834.5382	INPP5J|27124	234.396
INPP5K|51763	558.2329	INPP5K|51763	1470.1392
INPPL1|3636	1202.4096	INPPL1|3636	1670.4086
INSIG1|3638	1452.6104	INSIG1|3638	1148.1814
INSIG2|51141	273.0924	INSIG2|51141	498.4284
lowly_expressed	lowly_expressed	INSRR|3645	7.1846
INSR|3643	2597.992	INSR|3643	2484.9573
INTS10|55174	1166.6667	INTS10|55174	990.1212
INTS12|57117	400.0	INTS12|57117	449.4836
INTS1|26173	1924.4979999999998	INTS1|26173	1779.524
INTS2|57508	548.5944	INTS2|57508	378.0871
INTS3|65123	3432.5301	INTS3|65123	2378.0871
INTS4L1|285905	10.8434	INTS4L1|285905	20.2066
INTS4L2|644619	8.4337	INTS4L2|644619	8.0826
INTS4|92105	583.1325	INTS4|92105	528.0647
INTS5|80789	739.7589999999999	INTS5|80789	675.3480000000001
INTS6|26512	731.3253	INTS6|26512	779.075
INTS7|25896	1691.5663	INTS7|25896	350.24699999999996
INTS8|55656	1041.502	INTS8|55656	618.7696
INTS9|55756	720.8835	INTS9|55756	445.8913
INTU|27152	52.2088	INTU|27152	167.4899
INVS|27130	201.6064	INVS|27130	304.8945
IP6K1|9807	1581.5261	IP6K1|9807	1431.0732
IP6K2|51447	921.2851	IP6K2|51447	1911.9892
lowly_expressed	lowly_expressed	IP6K3|117283	9.8788
IPCEF1|26034	20.8835	IPCEF1|26034	66.4571
IPMK|253430	56.2249	IPMK|253430	59.2726
IPO11|51194	819.253	IPO11|51194	698.6978
IPO13|9670	1436.9478	IPO13|9670	766.053
IPO4|79711	1065.9197	IPO4|79711	764.8316
IPO5|3843	2442.5703	IPO5|3843	4397.8446
IPO7|10527	4981.5261	IPO7|10527	3248.7652
IPO8|10526	1836.5462	IPO8|10526	1474.6295
IPO9|55705	3140.9639	IPO9|55705	1806.9151
IPPK|64768	443.4458	IPPK|64768	285.101
IPP|3652	480.3213	IPP|3652	334.0817
IPW|3653	111.5984	IPW|3653	398.4194
IQCA1|79781	9.6386	IQCA1|79781	125.7297
IQCB1|9657	353.4137	IQCB1|9657	529.4118
IQCC|55721	165.4618	IQCC|55721	87.1127
IQCD|115811	70.2811	IQCD|115811	24.2479
IQCE|23288	693.1727	IQCE|23288	426.5828
IQCG|84223	391.1647	IQCG|84223	321.5088
IQCH|64799	64.257	IQCH|64799	21.1046
IQCK|124152	311.245	IQCK|124152	297.7099
IQGAP1|8826	9759.4378	IQGAP1|8826	8853.1657
IQGAP2|10788	703.2129	IQGAP2|10788	874.7194
IQGAP3|128239	2085.9438	IQGAP3|128239	29.1872
IQSEC1|9922	1299.1968	IQSEC1|9922	3108.2173
IQSEC2|23096	732.9317	IQSEC2|23096	511.0013
IQSEC3|440073	6.0241	IQSEC3|440073	113.6057
lowly_expressed	lowly_expressed	IQUB|154865	12.1239
IRAK1BP1|134728	25.3414	IRAK1BP1|134728	51.0328
IRAK1|3654	1586.747	IRAK1|3654	1654.6924
IRAK2|3656	73.494	IRAK2|3656	121.2393
IRAK3|11213	74.6988	IRAK3|11213	665.9183
IRAK4|51135	379.1165	IRAK4|51135	432.8693
IREB2|3658	1181.9277	IREB2|3658	1398.7427
IRF1|3659	300.7831	IRF1|3659	417.9165
IRF2BP1|26145	450.2008	IRF2BP1|26145	354.2883
IRF2BP2|359948	8013.6546	IRF2BP2|359948	6123.9335
IRF2|3660	655.8233	IRF2|3660	883.2510000000001
IRF3|3661	439.6345	IRF3|3661	539.1379
IRF4|3662	9.2369	IRF4|3662	165.6938
IRF5|3663	382.3293	IRF5|3663	197.5752
IRF6|3664	962.6506	IRF6|3664	996.4077
IRF7|3665	291.5663	IRF7|3665	175.5725
IRF8|3394	154.6185	IRF8|3394	341.2663
IRF9|10379	219.6787	IRF9|10379	600.3592
IRGQ|126298	783.5341	IRGQ|126298	568.0287
IRS1|3667	2182.7309	IRS1|3667	2229.0076
IRS2|8660	469.4779	IRS2|8660	3753.031
lowly_expressed	lowly_expressed	IRS4|8471	11.2259
IRX1|79192	29.3173	IRX1|79192	511.0013
IRX2|153572	1142.9719	IRX2|153572	755.2762
IRX3|79191	1819.6787	IRX3|79191	566.6816
IRX4|50805	44.1767	IRX4|50805	66.0081
IRX5|10265	2164.257	IRX5|10265	303.5474
IRX6|79190	63.0522	IRX6|79190	334.9798
ISCA1P1|389293	63.0522	ISCA1P1|389293	71.3965
ISCA1|81689	840.9639	ISCA1|81689	907.4989
ISCA2|122961	141.3655	ISCA2|122961	249.6632
ISCU|23479	1616.0643	ISCU|23479	2270.7678
ISG15|9636	141.3655	ISG15|9636	106.8702
ISG20L2|81875	1116.4659	ISG20L2|81875	585.9901
ISG20|3669	500.0	ISG20|3669	149.0795
ISLR2|57611	27.3092	ISLR2|57611	54.7822
ISLR|3671	2916.0643	ISLR|3671	4279.7485
ISM1|140862	137.751	ISM1|140862	1317.4674
ISOC1|51015	1251.8072	ISOC1|51015	725.6399
ISOC2|79763	759.0361	ISOC2|79763	579.2546
ISPD|729920	238.9558	ISPD|729920	61.0687
ISY1|57461	520.3293	ISY1|57461	557.9524
ISYNA1|51477	768.2731	ISYNA1|51477	712.1688
ITCH|83737	1411.245	ITCH|83737	1509.6542
ITFG1|81533	1979.1165	ITFG1|81533	1109.1154
ITFG2|55846	314.8594	ITFG2|55846	601.2573
ITFG3|83986	2533.8474	ITFG3|83986	2540.5209
ITGA10|8515	19.6787	ITGA10|8515	185.0022
ITGA11|22801	1247.3896	ITGA11|22801	899.8653
ITGA1|3672	875.0884	ITGA1|3672	2281.9308
ITGA2B|3674	27.3092	ITGA2B|3674	11.6749
ITGA2|3673	1158.2329	ITGA2|3673	1249.6632
ITGA3|3675	3246.1847	ITGA3|3675	2124.8316
ITGA4|3676	632.6707	ITGA4|3676	209.05700000000002
ITGA5|3678	2885.9438	ITGA5|3678	2741.3561
ITGA6|3655	4145.3815	ITGA6|3655	6226.3134
ITGA7|3679	89.9598	ITGA7|3679	5161.2034
ITGA8|8516	32.1285	ITGA8|8516	91.6031
ITGA9|3680	121.2851	ITGA9|3680	433.3184
ITGAE|3682	273.494	ITGAE|3682	273.4621
ITGAL|3683	247.7912	ITGAL|3683	263.5833
ITGAM|3684	306.0241	ITGAM|3684	409.0705
ITGAV|3685	3921.6867	ITGAV|3685	3296.3628
ITGAX|3687	323.2932	ITGAX|3687	103.727
ITGB1BP1|9270	746.1847	ITGB1BP1|9270	3033.2286
ITGB1|3688	10093.5743	ITGB1|3688	20226.3134
ITGB2|3689	1221.2851	ITGB2|3689	996.6771
ITGB3BP|23421	414.4578	ITGB3BP|23421	189.9416
ITGB3|3690	232.9317	ITGB3|3690	302.555
ITGB4|3691	4855.8233	ITGB4|3691	4352.0431
ITGB5|3693	11493.1727	ITGB5|3693	5325.5501
ITGB6|3694	1105.2209	ITGB6|3694	1177.8177
ITGB7|3695	28.1124	ITGB7|3695	129.77100000000002
ITGB8|3696	511.245	ITGB8|3696	1053.8841
ITGBL1|9358	219.6787	ITGBL1|9358	473.7315
ITIH3|3699	7.6305	ITIH3|3699	22.0027
ITIH4|3700	10.0402	ITIH4|3700	44.4544
ITIH5L|347365	246.1847	ITIH5L|347365	17.5123
ITIH5|80760	171.0843	ITIH5|80760	11991.9174
ITK|3702	12.8514	ITK|3702	48.4957
ITM2A|9452	208.0321	ITM2A|9452	1556.3538
ITM2B|9445	3055.4217	ITM2B|9445	14224.0683
ITM2C|81618	266.6667	ITM2C|81618	1376.74
ITPA|3704	432.5301	ITPA|3704	380.7813
ITPK1|3705	2293.1727	ITPK1|3705	4170.1841
ITPKA|3706	253.4137	lowly_expressed	lowly_expressed
ITPKB|3707	606.0241	ITPKB|3707	1859.9012
ITPKC|80271	1027.3092	ITPKC|80271	1806.9151
ITPR1|3708	1563.8554	ITPR1|3708	2740.907
ITPR2|3709	1152.6104	ITPR2|3709	4444.9933
ITPR3|3710	3706.9759	ITPR3|3710	1365.1459
ITPRIPL1|150771	8.0321	ITPRIPL1|150771	216.4347
ITPRIPL2|162073	1868.6747	ITPRIPL2|162073	1890.4356
ITPRIP|85450	772.2892	ITPRIP|85450	2279.7485
ITSN1|6453	878.7149	ITSN1|6453	2823.0804
ITSN2|50618	1047.7912	ITSN2|50618	1440.9520000000002
IVD|3712	4150.2008	IVD|3712	1683.8797
IVNS1ABP|10625	1619.2771	IVNS1ABP|10625	2933.5429
IWS1|55677	988.3534	IWS1|55677	1094.2973
IYD|389434	18.0723	lowly_expressed	lowly_expressed
JAG1|182	1465.4618	JAG1|182	2853.1657
JAG2|3714	418.4739	JAG2|3714	1069.6004
JAGN1|84522	764.257	JAGN1|84522	798.8325
JAK1|3716	8867.0683	JAK1|3716	6835.2043
JAK2|3717	150.2008	JAK2|3717	443.6462
JAK3|3718	70.2811	JAK3|3718	162.5505
JAKMIP3|282973	61.0442	JAKMIP3|282973	50.2919
JAM2|58494	172.6908	JAM2|58494	856.758
JAM3|83700	493.9759	JAM3|83700	1258.1949
JARID2|3720	1871.8876	JARID2|3720	572.07
JAZF1|221895	255.4217	JAZF1|221895	717.5573
JDP2|122953	318.0723	JDP2|122953	642.1194
JHDM1D|80853	380.3213	JHDM1D|80853	806.0171
JKAMP|51528	658.2329	JKAMP|51528	808.7113
JMJD1C|221037	1056.5422	JMJD1C|221037	2774.4454
JMJD4|65094	771.0643	JMJD4|65094	435.8644
JMJD5|79831	44.9799	JMJD5|79831	82.6224
JMJD6|23210	462.249	JMJD6|23210	431.5222
JMJD7-PLA2G4B|8681	147.3896	JMJD7-PLA2G4B|8681	550.9654
JMJD8|339123	1771.7349	JMJD8|339123	1321.1989
JMY|133746	410.4418	JMY|133746	892.6807
JOSD1|9929	1583.5341	JOSD1|9929	1681.1855
JOSD2|126119	273.0924	JOSD2|126119	143.24200000000002
JPH1|56704	750.6024	JPH1|56704	35.9228
JPH2|57158	14.8594	JPH2|57158	427.0319
lowly_expressed	lowly_expressed	JPH3|57338	8.0826
JPH4|84502	11.6466	JPH4|84502	25.595
JRKL|8690	71.0843	JRKL|8690	467.445
JRK|8629	132.5301	JRK|8629	575.2133
JTB|10899	5179.7831	JTB|10899	1718.4553
JUB|84962	201.6064	JUB|84962	392.0072
JUNB|3726	1537.751	JUNB|3726	3777.7279
JUND|3727	3374.6988	JUND|3727	3937.1352
JUN|3725	4651.004	JUN|3725	15436.9106
JUP|3728	18942.9719	JUP|3728	5850.9205
KAAG1|353219	5.8594	lowly_expressed	lowly_expressed
KAL1|3730	730.1205	KAL1|3730	528.0647
KALRN|8997	141.3655	KALRN|8997	717.1082
KANK1|23189	991.5663	KANK1|23189	4753.9291
KANK2|25959	2613.2529999999997	KANK2|25959	3755.2762
KANK3|256949	51.004	KANK3|256949	331.8366
KANK4|163782	22.0884	KANK4|163782	561.7423
KARS|3735	2613.2529999999997	KARS|3735	2718.4553
KAT2A|2648	1433.3333	KAT2A|2648	1002.6942
KAT2B|8850	264.257	KAT2B|8850	1140.0988
KAT5|10524	601.1084	KAT5|10524	934.8406
KATNA1|11104	158.2329	KATNA1|11104	328.6933
KATNAL1|84056	230.5221	KATNAL1|84056	692.4113
KATNAL2|83473	23.6948	KATNAL2|83473	126.6278
KATNB1|10300	371.8876	KATNB1|10300	355.6354
KAZALD1|81621	211.0402	KAZALD1|81621	47.9255
KAZ|23254	461.241	KAZ|23254	1107.7144
KBTBD10|10324	25.6787	KBTBD10|10324	10.3368
KBTBD11|9920	522.49	KBTBD11|9920	228.5586
lowly_expressed	lowly_expressed	KBTBD12|166348	18.4104
KBTBD2|25948	1003.6145	KBTBD2|25948	1286.035
KBTBD3|143879	88.755	KBTBD3|143879	142.793
KBTBD4|55709	394.2731	KBTBD4|55709	416.5335
KBTBD6|89890	305.2209	KBTBD6|89890	627.3013
KBTBD7|84078	180.3213	KBTBD7|84078	199.8204
KBTBD8|84541	18.0723	KBTBD8|84541	27.8401
KCMF1|56888	899.1968	KCMF1|56888	1286.9331
lowly_expressed	lowly_expressed	KCNA1|3736	53.8841
lowly_expressed	lowly_expressed	KCNA2|3737	31.8815
KCNA3|3738	8.4337	KCNA3|3738	26.9421
lowly_expressed	lowly_expressed	KCNA4|3739	8.5317
lowly_expressed	lowly_expressed	KCNA5|3741	35.4737
KCNA6|3742	9.2369	KCNA6|3742	71.3965
KCNAB1|7881	50.2008	KCNAB1|7881	313.8752
KCNAB2|8514	121.6867	KCNAB2|8514	230.3547
lowly_expressed	lowly_expressed	KCNAB3|9196	8.9807
lowly_expressed	lowly_expressed	KCNB1|3745	326.4481
lowly_expressed	lowly_expressed	KCNB2|9312	7.6336
KCNC1|3746	21.6867	KCNC1|3746	5.8374
lowly_expressed	lowly_expressed	KCNC2|3747	94.7463
KCNC3|3748	116.0643	KCNC3|3748	180.9609
KCNC4|3749	134.9398	KCNC4|3749	365.9632
KCND1|3750	54.2169	KCND1|3750	118.0961
KCND2|3751	85.5422	KCND2|3751	282.4427
KCND3|3752	172.2892	KCND3|3752	44.4544
lowly_expressed	lowly_expressed	KCNE1L|23630	20.2066
KCNE1|3753	7.2289	KCNE1|3753	160.7544
KCNE2|9992	15.261	KCNE2|9992	13.9201
KCNE3|10008	122.8916	KCNE3|10008	190.8397
KCNE4|23704	16363.4538	KCNE4|23704	726.987
KCNF1|3754	110.4418	KCNF1|3754	20.6556
KCNG1|3755	206.4257	KCNG1|3755	27.3911
KCNG3|170850	40.5622	lowly_expressed	lowly_expressed
KCNG4|93107	20.8835	lowly_expressed	lowly_expressed
KCNH1|3756	1631.3253	KCNH1|3756	13.022
KCNH2|3757	24.498	KCNH2|3757	39.515
lowly_expressed	lowly_expressed	KCNH3|23416	52.9861
lowly_expressed	lowly_expressed	KCNH4|23415	6.2865
KCNH8|131096	7.6305	KCNH8|131096	68.7023
lowly_expressed	lowly_expressed	KCNIP1|30820	17.0633
KCNIP2|30819	12.8514	lowly_expressed	lowly_expressed
KCNIP3|30818	37.751	KCNIP3|30818	88.9088
KCNIP4|80333	14.4578	KCNIP4|80333	18.4104
KCNJ11|3767	414.8594	KCNJ11|3767	82.1733
KCNJ12|3768	13.253	KCNJ12|3768	107.3193
KCNJ14|3770	19.2771	KCNJ14|3770	31.8815
KCNJ15|3772	7.6305	KCNJ15|3772	39.066
lowly_expressed	lowly_expressed	KCNJ16|3773	120.3413
