gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
KCNJ2|3759	53.8153	KCNJ2|3759	315.6713
KCNJ3|3760	3669.4779	KCNJ3|3760	5.8374
KCNJ5|3762	72.2892	KCNJ5|3762	75.4378
KCNJ8|3764	217.2691	KCNJ8|3764	419.8473
KCNK13|56659	27.3092	KCNK13|56659	14.8181
KCNK15|60598	1001.6064	KCNK15|60598	53.4351
KCNK17|89822	5.2209	KCNK17|89822	18.8595
KCNK1|3775	596.7871	KCNK1|3775	95.6444
KCNK2|3776	1014.8594	KCNK2|3776	436.0126
lowly_expressed	lowly_expressed	KCNK3|3777	131.5671
KCNK5|8645	31.7269	KCNK5|8645	137.8536
KCNK6|9424	527.7108	KCNK6|9424	215.9856
lowly_expressed	lowly_expressed	KCNK7|10089	11.6749
KCNMA1|3778	112.8514	KCNMA1|3778	777.7279
KCNMB1|3779	37.751	KCNMB1|3779	607.9928
lowly_expressed	lowly_expressed	KCNMB2|10242	8.0826
KCNMB3|27094	46.5863	KCNMB3|27094	77.2339
KCNMB4|27345	37.3494	KCNMB4|27345	79.0301
KCNN2|3781	10.4418	KCNN2|3781	14.3691
KCNN3|3782	29.7189	KCNN3|3782	61.0687
KCNN4|3783	778.3133	KCNN4|3783	892.2317
KCNQ1OT1|10984	71.8876	KCNQ1OT1|10984	153.1208
KCNQ1|3784	124.0964	KCNQ1|3784	232.5999
KCNQ3|3786	7.2289	KCNQ3|3786	18.8595
lowly_expressed	lowly_expressed	KCNQ4|9132	39.066
lowly_expressed	lowly_expressed	KCNQ5|56479	20.6556
lowly_expressed	lowly_expressed	KCNRG|283518	6.8074
lowly_expressed	lowly_expressed	KCNS1|3787	62.4158
KCNS3|3790	953.4137	KCNS3|3790	299.9551
lowly_expressed	lowly_expressed	KCNT2|343450	22.4517
KCP|375616	8.8514	KCP|375616	7.189
KCTD10|83892	1193.1727	KCTD10|83892	2789.4028
KCTD11|147040	395.9839	KCTD11|147040	459.3624
KCTD12|115207	1570.6827	KCTD12|115207	5867.0858
KCTD13|253980	224.8996	KCTD13|253980	202.5146
KCTD14|65987	290.3614	KCTD14|65987	573.8662
KCTD15|79047	937.3494	KCTD15|79047	375.3929
lowly_expressed	lowly_expressed	KCTD16|57528	7.1846
KCTD17|79734	214.8594	KCTD17|79734	91.6031
KCTD18|130535	274.6988	KCTD18|130535	564.8855
KCTD1|284252	542.1687	KCTD1|284252	548.7203
KCTD20|222658	1554.2169	KCTD20|222658	2380.3323
KCTD21|283219	475.50199999999995	KCTD21|283219	420.7454
KCTD2|23510	1007.2289	KCTD2|23510	1580.6017
KCTD3|51133	14756.6265	KCTD3|51133	2537.4944
KCTD5|54442	419.6787	KCTD5|54442	446.3404
KCTD6|200845	190.3614	KCTD6|200845	171.5312
KCTD7|154881	405.6225	KCTD7|154881	470.1392
KCTD9|54793	1019.6787	KCTD9|54793	1025.595
KDELC1|79070	126.1044	KDELC1|79070	115.8509
KDELC2|143888	1220.8835	KDELC2|143888	1208.3519999999999
KDELR1|10945	6073.8956	KDELR1|10945	3411.3157
KDELR2|11014	7430.1205	KDELR2|11014	3821.7333
KDELR3|11015	748.1928	KDELR3|11015	407.7234
KDM1A|23028	1346.9879999999998	KDM1A|23028	1430.6242
KDM1B|221656	603.2129	KDM1B|221656	449.4836
KDM2A|22992	2635.743	KDM2A|22992	2973.507
KDM2B|84678	771.257	KDM2B|84678	578.9223
KDM3A|55818	931.3253	KDM3A|55818	1414.9079
KDM3B|51780	2402.4096	KDM3B|51780	3034.5757
KDM4A|9682	1306.8273	KDM4A|9682	1208.7966
KDM4B|23030	2791.1647	KDM4B|23030	911.9892
KDM4C|23081	428.5141	KDM4C|23081	647.0588
KDM4D|55693	24.0964	KDM4D|55693	36.3718
KDM5A|5927	1632.1285	KDM5A|5927	1969.4656
KDM5B|10765	3019.2771	KDM5B|10765	1848.6753
KDM5C|8242	2515.261	KDM5C|8242	2235.7432
KDM6A|7403	976.3052	KDM6A|7403	888.6394
KDM6B|23135	587.9518	KDM6B|23135	990.5703
KDR|3791	1083.9357	KDR|3791	1977.9973
KDSR|2531	1708.8353	KDSR|2531	2142.7929999999997
KEAP1|9817	1679.5181	KEAP1|9817	1197.1262
KERA|11081	5.2209	KERA|11081	53.4351
KGFLP2|654466	26.6948	KGFLP2|654466	103.0669
KHDC1|80759	30.1205	KHDC1|80759	24.1221
KHDRBS1|10657	4127.3092	KHDRBS1|10657	2997.7548
KHDRBS3|10656	91.5663	KHDRBS3|10656	186.7984
KHK|3795	259.4578	KHK|3795	97.5213
KHNYN|23351	647.5944	KHNYN|23351	2072.4248
KHSRP|8570	2332.9317	KHSRP|8570	1328.6933
KIAA0020|9933	621.2851	KIAA0020|9933	701.3919999999999
KIAA0040|9674	7578.3133	KIAA0040|9674	1816.3449
lowly_expressed	lowly_expressed	KIAA0087|9808	5.3884
KIAA0090|23065	1200.0	KIAA0090|23065	1086.6637
KIAA0100|9703	2898.9759	KIAA0100|9703	5694.194
KIAA0101|9768	1614.0562	KIAA0101|9768	13.9201
KIAA0114|57291	654.2169	KIAA0114|57291	440.952
lowly_expressed	lowly_expressed	KIAA0125|9834	19.3085
KIAA0141|9812	1400.0	KIAA0141|9812	1526.7176
KIAA0146|23514	1289.9598	KIAA0146|23514	894.4769
KIAA0174|9798	2471.8876	KIAA0174|9798	3066.0081
KIAA0182|23199	3130.1205	KIAA0182|23199	3780.8711
KIAA0195|9772	1308.1928	KIAA0195|9772	1782.9546
KIAA0196|9897	2051.8072	KIAA0196|9897	1344.8586
KIAA0226|9711	768.6747	KIAA0226|9711	643.9156
KIAA0232|9778	1587.9518	KIAA0232|9778	1844.634
KIAA0240|23506	533.7349	KIAA0240|23506	1169.7351
KIAA0247|9766	1111.6466	KIAA0247|9766	2405.4782
KIAA0284|283638	572.6908	KIAA0284|283638	943.8707
KIAA0317|9870	475.50199999999995	KIAA0317|9870	807.8132
KIAA0319L|79932	4211.6466	KIAA0319L|79932	1781.7692
KIAA0355|9710	394.7791	KIAA0355|9710	1500.6736
KIAA0368|23392	2714.0562	KIAA0368|23392	4017.5123
KIAA0391|9692	557.2088	KIAA0391|9692	501.5581
KIAA0406|9675	1146.1847	KIAA0406|9675	629.0974
lowly_expressed	lowly_expressed	KIAA0408|9729	613.3004
KIAA0415|9907	512.0482	KIAA0415|9907	405.9273
KIAA0427|9811	375.1004	KIAA0427|9811	2726.0889
KIAA0430|9665	1575.1004	KIAA0430|9665	2912.8873
KIAA0467|23334	700.5060000000001	KIAA0467|23334	1413.1792
KIAA0494|9813	4694.4177	KIAA0494|9813	4666.8074
KIAA0495|57212	389.9598	KIAA0495|57212	765.1549
KIAA0513|9764	200.8032	KIAA0513|9764	353.3902
KIAA0528|9847	1115.261	KIAA0528|9847	1062.8648
KIAA0556|23247	366.2651	KIAA0556|23247	546.9241
KIAA0562|9731	512.8514	KIAA0562|9731	881.0058
KIAA0564|23078	587.1486	KIAA0564|23078	796.1383
KIAA0586|9786	287.5502	KIAA0586|9786	381.6794
KIAA0649|9858	287.5502	KIAA0649|9858	513.6956
KIAA0652|9776	1464.6586	KIAA0652|9776	2094.2973
KIAA0664P3|100132341	12.4498	KIAA0664P3|100132341	68.7023
KIAA0664|23277	1486.3454	KIAA0664|23277	1858.5541
KIAA0748|9840	7.2289	KIAA0748|9840	9.4297
KIAA0753|9851	376.7068	KIAA0753|9851	409.0705
KIAA0754|643314	64.6586	KIAA0754|643314	418.0512
KIAA0776|23376	867.8715	KIAA0776|23376	952.8514
KIAA0802|23255	609.6386	KIAA0802|23255	93.3992
KIAA0831|22863	283.5341	KIAA0831|22863	698.2488
KIAA0892|23383	1186.747	KIAA0892|23383	1406.3763
KIAA0895L|653319	109.2932	KIAA0895L|653319	149.8518
KIAA0895|23366	317.6707	KIAA0895|23366	118.5451
KIAA0907|22889	582.7309	KIAA0907|22889	670.4086
KIAA0913|23053	1182.3293	KIAA0913|23053	1645.2627
KIAA0922|23240	626.506	KIAA0922|23240	943.8707
KIAA0947|23379	902.008	KIAA0947|23379	1453.0759
KIAA1009|22832	102.008	KIAA1009|22832	257.7458
KIAA1012|22878	947.7912	KIAA1012|22878	1223.6192
KIAA1024|23251	19.6787	KIAA1024|23251	31.8815
KIAA1033|23325	921.2851	KIAA1033|23325	1081.7243
lowly_expressed	lowly_expressed	KIAA1045|23349	45.3525
KIAA1107|23285	117.2691	KIAA1107|23285	215.5366
KIAA1109|84162	1870.6827	KIAA1109|84162	3326.4481
KIAA1143|57456	913.6546	KIAA1143|57456	958.2398
KIAA1147|57189	321.2851	KIAA1147|57189	1546.4751
KIAA1161|57462	525.3012	KIAA1161|57462	466.0979
KIAA1191|57179	2402.8112	KIAA1191|57179	2339.4701
KIAA1199|57214	107.2289	KIAA1199|57214	32.7795
KIAA1210|57481	12.0482	lowly_expressed	lowly_expressed
KIAA1211|57482	385.5422	KIAA1211|57482	6.7355
KIAA1217|56243	2398.8835	KIAA1217|56243	3801.9758
KIAA1244|57221	473.494	KIAA1244|57221	297.2609
KIAA1257|57501	16.8675	KIAA1257|57501	7.6336
KIAA1267|284058	1422.49	KIAA1267|284058	1629.9955
KIAA1274|27143	259.8394	KIAA1274|27143	422.0925
KIAA1279|26128	846.988	KIAA1279|26128	822.6313
KIAA1310|55683	1395.9839	KIAA1310|55683	1859.0031
KIAA1324L|222223	202.8112	KIAA1324L|222223	405.4782
KIAA1324|57535	19923.2932	KIAA1324|57535	5295.0157
KIAA1328|57536	126.506	KIAA1328|57536	206.5559
KIAA1370|56204	2478.3133	KIAA1370|56204	1361.9219
KIAA1377|57562	82.3293	KIAA1377|57562	525.8195
KIAA1383|54627	57.8313	KIAA1383|54627	104.6251
KIAA1407|57577	200.8032	KIAA1407|57577	223.6192
KIAA1429|25962	2408.0321	KIAA1429|25962	1796.5873
KIAA1430|57587	965.4618	KIAA1430|57587	1180.9609
KIAA1432|57589	786.6546	KIAA1432|57589	1007.921
KIAA1462|57608	1051.004	KIAA1462|57608	3035.0247
KIAA1467|57613	2332.1285	KIAA1467|57613	455.3211
KIAA1468|57614	478.7149	KIAA1468|57614	680.7364
KIAA1522|57648	6085.1406	KIAA1522|57648	2996.8568
KIAA1524|57650	420.8394	KIAA1524|57650	36.3718
KIAA1529|57653	23.2932	KIAA1529|57653	189.4926
KIAA1530|57654	179.1165	KIAA1530|57654	159.8563
KIAA1539|80256	581.9277	KIAA1539|80256	465.1998
KIAA1543|57662	813.253	KIAA1543|57662	289.6273
KIAA1549|57670	368.2731	KIAA1549|57670	290.9744
KIAA1586|57691	48.996	KIAA1586|57691	185.4513
KIAA1598|57698	1780.7229	KIAA1598|57698	773.2375
KIAA1609|57707	322.0884	KIAA1609|57707	449.0346
KIAA1614|57710	109.7671	KIAA1614|57710	142.3844
KIAA1632|57724	962.2489999999999	KIAA1632|57724	1187.2474
KIAA1644|85352	27.3092	KIAA1644|85352	18.4104
KIAA1671|85379	2618.4739	KIAA1671|85379	3991.0193
KIAA1683|80726	22.8916	KIAA1683|80726	288.2802
KIAA1704|55425	230.2651	KIAA1704|55425	353.7719
KIAA1712|80817	218.0321	KIAA1712|80817	309.7351
KIAA1715|80856	1016.8675	KIAA1715|80856	773.2375
KIAA1731|85459	585.9438	KIAA1731|85459	458.0153
KIAA1737|85457	532.9317	KIAA1737|85457	1160.3053
KIAA1755|85449	100.0	KIAA1755|85449	169.7351
KIAA1797|54914	1231.3253	KIAA1797|54914	830.7139999999999
KIAA1804|84451	182.3293	KIAA1804|84451	142.344
KIAA1826|84437	248.5944	KIAA1826|84437	311.181
KIAA1841|84542	216.8675	KIAA1841|84542	162.1015
lowly_expressed	lowly_expressed	KIAA1875|340390	5.3884
KIAA1908|114796	239.75900000000001	KIAA1908|114796	296.3628
KIAA1919|91749	47.7912	KIAA1919|91749	85.7656
KIAA1949|170954	1150.6024	KIAA1949|170954	943.4216
lowly_expressed	lowly_expressed	KIAA1958|158405	50.7409
KIAA1967|57805	3528.5141	KIAA1967|57805	1846.4302
lowly_expressed	lowly_expressed	KIAA1984|84960	11.2259
KIAA2013|90231	904.4177	KIAA2013|90231	1199.3714
KIAA2018|205717	606.0241	KIAA2018|205717	979.3444
KIAA2022|340533	55.8233	KIAA2022|340533	47.1486
KIAA2026|158358	572.2892	KIAA2026|158358	1008.0826
KIDINS220|57498	1372.6908	KIDINS220|57498	3033.6776
KIF11|3832	1445.3815	KIF11|3832	86.6637
KIF12|113220	1809.2369	KIF12|113220	140.9969
KIF13A|63971	1802.8112	KIF13A|63971	2218.2308
KIF13B|23303	1018.0723	KIF13B|23303	1544.2299
KIF14|9928	339.3574	KIF14|9928	7.1846
KIF15|56992	524.0964	KIF15|56992	24.6969
KIF16B|55614	1673.8956	KIF16B|55614	925.4603
KIF17|57576	30.5221	KIF17|57576	76.7849
KIF18A|81930	383.1325	KIF18A|81930	9.8788
KIF18B|146909	432.9317	KIF18B|146909	5.3884
lowly_expressed	lowly_expressed	KIF19|124602	26.493000000000002
KIF1B|23095	618.8755	KIF1B|23095	2385.2717
KIF1C|10749	1668.6747	KIF1C|10749	3283.7899
KIF20A|10112	943.7751	KIF20A|10112	18.4104
KIF20B|9585	816.8675	KIF20B|9585	186.7984
KIF21A|55605	716.4659	KIF21A|55605	282.4427
KIF21B|23046	49.7992	KIF21B|23046	153.5698
KIF22|3835	1690.3614	KIF22|3835	524.4724
KIF23|9493	2014.8594	KIF23|9493	46.6996
KIF24|347240	329.3173	KIF24|347240	46.2506
lowly_expressed	lowly_expressed	KIF25|3834	46.6996
KIF26A|26153	54.6185	KIF26A|26153	262.2362
KIF26B|55083	177.9116	KIF26B|55083	22.9008
KIF27|55582	62.6506	KIF27|55582	86.2146
KIF2A|3796	577.9116	KIF2A|3796	509.6542
KIF2C|11004	959.4378	KIF2C|11004	21.1046
KIF3A|11127	314.0562	KIF3A|11127	301.3022
KIF3B|9371	1404.8193	KIF3B|9371	1623.26
KIF3C|3797	616.4659	KIF3C|3797	468.3431
KIF4A|24137	2177.51	KIF4A|24137	9.8788
KIF4B|285643	21.6867	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF5A|3798	12.1239
KIF5B|3799	3393.5743	KIF5B|3799	6702.2901
KIF5C|3800	2983.1325	KIF5C|3800	123.0355
KIF6|221458	15.261	KIF6|221458	7.1846
KIF7|374654	165.1606	KIF7|374654	125.6264
KIF9|64147	238.3815	KIF9|64147	93.5968
KIFAP3|22920	1570.2811	KIFAP3|22920	898.0692
KIFC1|3833	1169.8795	KIFC1|3833	40.4131
KIFC2|90990	438.3655	KIFC2|90990	186.1518
KIFC3|3801	122.49	KIFC3|3801	552.3125
KILLIN|100144748	26.9076	KILLIN|100144748	68.7023
KIN|22944	143.3735	KIN|22944	192.6358
lowly_expressed	lowly_expressed	KIR2DS4|3809	6.7355
lowly_expressed	lowly_expressed	KIR3DL1|3811	6.9421
lowly_expressed	lowly_expressed	KIRREL3|84623	9.8788
KIRREL|55243	216.4659	KIRREL|55243	746.7445
KISS1R|84634	143.3735	lowly_expressed	lowly_expressed
KITLG|4254	2673.494	KITLG|4254	700.0449
KIT|3815	155.8233	KIT|3815	7826.2236
lowly_expressed	lowly_expressed	KLB|152831	2154.0189
KLC1|3831	593.9759	KLC1|3831	1806.0171
KLC2|64837	642.9719	KLC2|64837	346.2057
KLC3|147700	250.5261	KLC3|147700	109.5644
KLC4|89953	443.8233	KLC4|89953	504.43199999999996
KLF10|7071	1046.5863	KLF10|7071	3233.947
KLF11|8462	279.5181	KLF11|8462	1387.5168
KLF12|11278	423.6948	KLF12|11278	532.106
KLF13|51621	759.0361	KLF13|51621	3493.938
lowly_expressed	lowly_expressed	KLF14|136259	22.4517
lowly_expressed	lowly_expressed	KLF15|28999	595.4198
KLF16|83855	216.4659	KLF16|83855	138.3026
KLF17|128209	29.3173	lowly_expressed	lowly_expressed
KLF2|10365	583.9357	KLF2|10365	1747.1935
KLF3|51274	1004.8112	KLF3|51274	1544.1446
KLF4|9314	1211.245	KLF4|9314	4366.8612
KLF5|688	68.2731	KLF5|688	1115.4019
KLF6|1316	4500.0	KLF6|1316	14907.0498
KLF7|8609	43.7751	KLF7|8609	277.9524
KLF8|11279	294.7791	KLF8|11279	548.2712
KLF9|687	763.4538	KLF9|687	6117.6471
KLHDC10|23008	1098.7952	KLHDC10|23008	930.8487
KLHDC1|122773	24.8996	KLHDC1|122773	114.5038
KLHDC2|23588	559.0361	KLHDC2|23588	1237.9883
KLHDC3|116138	1542.1687	KLHDC3|116138	2146.8343
KLHDC4|54758	388.8233	KLHDC4|54758	217.1127
KLHDC5|57542	1085.5422	KLHDC5|57542	838.3476
lowly_expressed	lowly_expressed	KLHDC7A|127707	72.2946
KLHDC7B|113730	89.9598	KLHDC7B|113730	27.3911
KLHDC8A|55220	22.0884	KLHDC8A|55220	22.4517
KLHDC8B|200942	584.3373	KLHDC8B|200942	1098.3386
KLHDC9|126823	132.1285	KLHDC9|126823	69.1513
lowly_expressed	lowly_expressed	KLHL10|317719	7.6336
KLHL11|55175	61.4458	KLHL11|55175	62.8648
KLHL12|59349	1654.2169	KLHL12|59349	975.7521
KLHL13|90293	151.4056	KLHL13|90293	847.7773
lowly_expressed	lowly_expressed	KLHL14|57565	26.9421
KLHL15|80311	274.6988	KLHL15|80311	293.2196
KLHL17|339451	42.1687	KLHL17|339451	73.6417
KLHL18|23276	389.1566	KLHL18|23276	428.82800000000003
KLHL20|27252	410.8434	KLHL20|27252	582.3978
KLHL21|9903	377.9116	KLHL21|9903	2145.9362
KLHL22|84861	637.3494	KLHL22|84861	478.6709
KLHL23|151230	82.3293	KLHL23|151230	130.3233
KLHL24|54800	704.8193	KLHL24|54800	1442.7481
KLHL25|64410	211.245	KLHL25|64410	313.4261
KLHL26|55295	184.3373	KLHL26|55295	305.7925
KLHL28|54813	244.5783	KLHL28|54813	311.63
KLHL29|114818	23.6948	KLHL29|114818	713.965
KLHL2|11275	122.8916	KLHL2|11275	559.4971
lowly_expressed	lowly_expressed	KLHL30|377007	177.8177
lowly_expressed	lowly_expressed	KLHL31|401265	454.3916
lowly_expressed	lowly_expressed	KLHL32|114792	14.3691
lowly_expressed	lowly_expressed	KLHL33|123103	9.4297
KLHL35|283212	24.498	KLHL35|283212	11.2259
KLHL36|79786	121.2851	KLHL36|79786	238.4374
KLHL38|340359	18.0723	KLHL38|340359	6.7355
KLHL3|26249	47.3896	KLHL3|26249	401.8859
KLHL4|56062	9.2369	KLHL4|56062	42.6583
KLHL5|51088	1047.7912	KLHL5|51088	1469.6902
KLHL6|89857	58.2329	KLHL6|89857	134.7104
KLHL7|55975	161.0442	KLHL7|55975	638.5272
KLHL8|57563	520.8835	KLHL8|57563	411.3157
KLHL9|55958	1060.241	KLHL9|55958	1487.6515
lowly_expressed	lowly_expressed	KLK10|5655	388.8639
lowly_expressed	lowly_expressed	KLK11|11012	297.2609
lowly_expressed	lowly_expressed	KLK13|26085	13.9201
lowly_expressed	lowly_expressed	KLK1|3816	12.573
KLK4|9622	46.5863	KLK4|9622	7.1846
KLK5|25818	24.0964	KLK5|25818	1738.6619
lowly_expressed	lowly_expressed	KLK6|5653	284.6879
KLK7|5650	7.2289	KLK7|5650	519.0840000000001
lowly_expressed	lowly_expressed	KLK8|11202	96.0934
KLRA1|10748	12.4498	KLRA1|10748	34.5757
KLRAQ1|129285	311.245	KLRAQ1|129285	627.7503
lowly_expressed	lowly_expressed	KLRB1|3820	46.6996
lowly_expressed	lowly_expressed	KLRC1|3821	23.3498
lowly_expressed	lowly_expressed	KLRC4|8302	5.9632
KLRD1|3824	5.6225	KLRD1|3824	75.4378
lowly_expressed	lowly_expressed	KLRF1|51348	27.8401
KLRG1|10219	7.6305	KLRG1|10219	93.8482
KLRG2|346689	362.249	KLRG2|346689	12.1239
KLRK1|22914	15.6627	KLRK1|22914	154.3422
KL|9365	16.0643	KL|9365	291.8725
KMO|8564	23.9679	KMO|8564	5.4154
lowly_expressed	lowly_expressed	KNDC1|85442	8.5317
KNTC1|9735	960.2209	KNTC1|9735	272.564
KPNA1|3836	2726.9076	KPNA1|3836	1826.2236
KPNA2|3838	4216.4659	KPNA2|3838	563.9874
KPNA3|3839	784.3373	KPNA3|3839	1039.515
KPNA4|3840	1865.4618	KPNA4|3840	1942.0745
KPNA5|3841	30.1205	KPNA5|3841	107.7683
KPNA6|23633	3276.7068	KPNA6|23633	2275.2582
KPNA7|402569	8.8353	lowly_expressed	lowly_expressed
KPNB1|3837	8651.8072	KPNB1|3837	3850.9205
KPTN|11133	298.7952	KPTN|11133	121.6884
KRAS|3845	1096.7871	KRAS|3845	626.4032
KRBA1|84626	155.0201	KRBA1|84626	226.7625
KRBA2|124751	37.751	KRBA2|124751	100.5837
KRCC1|51315	817.2691	KRCC1|51315	932.1958
KREMEN1|83999	548.5944	KREMEN1|83999	865.2896
KREMEN2|79412	6.4257	lowly_expressed	lowly_expressed
KRI1|65095	700.0522	KRI1|65095	444.7373
KRIT1|889	734.1365	KRIT1|889	777.2789
KRR1|11103	800.8273	KRR1|11103	748.4463
KRT10|3858	442.9719	KRT10|3858	231.7018
KRT13|3860	87.9518	lowly_expressed	lowly_expressed
KRT14|3861	516.4659	KRT14|3861	12978.4463
KRT15|3866	7010.4418	KRT15|3866	6414.0099
KRT16|3868	134.9398	KRT16|3868	433.7674
KRT17|3872	270.6827	KRT17|3872	7052.536999999999
KRT18|3875	32349.3414	KRT18|3875	4258.8909
KRT19|3880	37575.9036	KRT19|3880	10457.1172
KRT1|3848	5.6225	KRT1|3848	14.8181
KRT222|125113	78.3133	KRT222|125113	51.638999999999996
KRT23|25984	161.8474	KRT23|25984	1566.2326
KRT32|3882	18.0723	KRT32|3882	6.2865
KRT37|8688	11.6466	lowly_expressed	lowly_expressed
KRT3|3850	7.2289	lowly_expressed	lowly_expressed
KRT5|3852	531.7269	KRT5|3852	10786.2595
KRT6A|3853	69.4779	lowly_expressed	lowly_expressed
KRT6B|3854	49.7992	KRT6B|3854	525.3705
lowly_expressed	lowly_expressed	KRT6C|286887	12.573
KRT79|338785	9.6386	KRT79|338785	72.7436
KRT7|3855	6946.988	KRT7|3855	5608.8909
KRT80|144501	1327.7108	KRT80|144501	724.2928
KRT81|3887	55.0201	KRT81|3887	66.0081
KRT86|3892	5.2209	KRT86|3892	8.5317
KRT8|3856	57671.9438	KRT8|3856	5643.6686
KRTAP5-1|387264	7.6305	lowly_expressed	lowly_expressed
KRTCAP2|200185	3226.9076	KRTCAP2|200185	1462.5056
KRTCAP3|200634	403.2129	KRTCAP3|200634	225.4154
KSR1|8844	452.6104	KSR1|8844	725.6399
KSR2|283455	8.0321	KSR2|283455	39.515
KTELC1|56983	396.3855	KTELC1|56983	333.6327
KTI12|112970	129.3173	KTI12|112970	138.3026
KTN1|3895	3861.8474	KTN1|3895	5687.920999999999
KYNU|8942	156.6265	KYNU|8942	166.1428
lowly_expressed	lowly_expressed	KY|339855	132.9142
L1CAM|3897	6.4257	L1CAM|3897	58.8235
L1TD1|54596	32.1285	L1TD1|54596	22.4517
L2HGDH|79944	193.1727	L2HGDH|79944	153.1208
L3MBTL2|83746	1292.0442	L3MBTL2|83746	722.335
L3MBTL3|84456	155.8233	L3MBTL3|84456	199.3714
L3MBTL4|91133	22.0884	L3MBTL4|91133	226.3134
L3MBTL|26013	23.2932	L3MBTL|26013	167.4899
LACE1|246269	30.1205	LACE1|246269	64.2119
LACTB2|51110	102.8112	LACTB2|51110	179.1648
LACTB|114294	1631.3253	LACTB|114294	257.2968
LAD1|3898	861.8474	LAD1|3898	420.7454
LAG3|3902	8.0321	LAG3|3902	27.3911
LAGE3|8270	581.5261	LAGE3|8270	171.9802
LAIR1|3903	441.3655	LAIR1|3903	2401.8859
LAMA1|284217	78.7149	LAMA1|284217	154.9169
LAMA2|3908	466.6667	LAMA2|3908	3204.3018
LAMA3|3909	3675.1004	LAMA3|3909	2916.9286
LAMA4|3910	1721.6867	LAMA4|3910	8279.2995
LAMA5|3911	1751.004	LAMA5|3911	2428.828
LAMB1|3912	2840.9639	LAMB1|3912	5636.731
LAMB2L|22973	33.3333	LAMB2L|22973	43.5564
LAMB2|3913	8442.1687	LAMB2|3913	9278.8505
LAMB3|3914	1290.3614	LAMB3|3914	3857.2070000000003
LAMC1|3915	2518.8755	LAMC1|3915	12986.528999999999
LAMC2|3918	2111.6466	LAMC2|3918	3693.3094
LAMC3|10319	57.8313	LAMC3|10319	287.8312
LAMP1|3916	9555.4217	LAMP1|3916	6426.5828
LAMP2|3920	5784.3373	LAMP2|3920	3875.1684
LAMP3|27074	17.6707	LAMP3|27074	30.5344
LANCL1|10314	2089.5582	LANCL1|10314	2061.9668
LANCL2|55915	490.7631	LANCL2|55915	603.5025
lowly_expressed	lowly_expressed	LANCL3|347404	7.1846
LAP3|51056	1714.4578	LAP3|51056	1964.0772
LAPTM4A|9741	11192.3695	LAPTM4A|9741	9743.6013
LAPTM4B|55353	4667.8715	LAPTM4B|55353	2283.7899
LAPTM5|7805	4193.9759	LAPTM5|7805	2388.4149
LARGE|9215	1461.0442	LARGE|9215	434.6655
LARP1B|55132	460.6426	LARP1B|55132	316.5694
LARP1|23367	5123.6948	LARP1|23367	4766.502
LARP4B|23185	1069.8795	LARP4B|23185	1256.8478
LARP4|113251	1976.3052	LARP4|113251	738.6619
LARP6|55323	43.7751	LARP6|55323	813.6507
LARP7|51574	904.4177	LARP7|51574	1005.8374
LARS2|23395	840.5622	LARS2|23395	419.8473
LARS|51520	3465.8635	LARS|51520	2585.9901
LAS1L|81887	1405.2209	LAS1L|81887	701.841
LASP1|3927	10448.5944	LASP1|3927	6119.4432
LASS2|29956	14092.7711	LASS2|29956	3416.2551
LASS4|79603	1409.2369	LASS4|79603	589.5824
LASS5|91012	862.2489999999999	LASS5|91012	748.5406
LASS6|253782	3973.5382	LASS6|253782	982.1958
LAT2|7462	299.1968	LAT2|7462	104.176
LATS1|9113	258.6345	LATS1|9113	581.0507
LATS2|26524	342.5703	LATS2|26524	885.0471
LAT|27040	17.004	LAT|27040	53.5429
lowly_expressed	lowly_expressed	LAX1|54900	41.7602
LAYN|143903	116.0643	LAYN|143903	255.5007
LBH|81606	914.0562	LBH|81606	2769.1962
LBP|3929	12.4498	LBP|3929	384.8226
LBR|3930	158.2329	LBR|3930	842.8379
LBX2|85474	8.9598	lowly_expressed	lowly_expressed
LCA5L|150082	104.0161	LCA5L|150082	44.4544
LCA5|167691	88.755	LCA5|167691	293.2196
LCAT|3931	32.5301	LCAT|3931	139.8788
LCK|3932	15.261	LCK|3932	68.2533
LCLAT1|253558	397.1888	LCLAT1|253558	254.6026
LCMT1|51451	458.2329	LCMT1|51451	503.8168
LCMT2|9836	653.4137	LCMT2|9836	275.2582
lowly_expressed	lowly_expressed	LCN10|414332	35.9228
LCN12|286256	6.4257	LCN12|286256	7.6336
LCN2|3934	6.0241	LCN2|3934	209.2501
LCORL|254251	32.3614	LCORL|254251	104.0817
LCOR|84458	83.73899999999999	LCOR|84458	108.0377
LCP1|3936	1062.249	LCP1|3936	1432.8693
LCP2|3937	260.6426	LCP2|3937	294.1176
LCTL|197021	5.252999999999999	lowly_expressed	lowly_expressed
LDB1|8861	904.8193	LDB1|8861	1595.8689
LDB2|9079	328.5141	LDB2|9079	2104.176
LDB3|11155	45.3815	LDB3|11155	66.9062
LDHA|3939	14698.7952	LDHA|3939	10911.0912
LDHB|3945	812.0482	LDHB|3945	9299.056999999999
LDHD|197257	187.1486	LDHD|197257	449.0346
LDLRAD2|401944	88.3414	LDLRAD2|401944	327.1307
LDLRAD3|143458	1395.9839	LDLRAD3|143458	913.3363
