gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
NFAT5|10725	693.8427	NFAT5|10725	1839.0333
NFATC1|4772	488.2261	NFATC1|4772	760.6019
NFATC2IP|84901	756.9467	NFATC2IP|84901	830.3694
NFATC2|4773	95.7128	NFATC2|4773	330.1414
NFATC3|4775	537.7432	NFATC3|4775	767.8979
NFATC4|4776	697.7678	NFATC4|4776	678.5226
NFE2L1|4779	4258.467000000001	NFE2L1|4779	8364.7971
NFE2L2|4780	1659.2774	NFE2L2|4780	3268.901
NFE2L3|9603	551.934	NFE2L3|9603	317.8295
NFE2|4778	19.6257	NFE2|4778	9.5759
NFIA|4774	2073.0739	NFIA|4774	1751.9379999999999
NFIB|4781	997.5876	NFIB|4781	7567.7155
NFIC|4782	1972.5301	NFIC|4782	1091.1993
NFIL3|4783	239.4331	NFIL3|4783	986.7761
NFIX|4784	4003.6353	NFIX|4784	5697.2184
NFKB1|4790	1176.0301	NFKB1|4790	1880.985
NFKB2|4791	765.4009	NFKB2|4791	703.6024
NFKBIA|4792	1609.9082	NFKBIA|4792	3179.6626
NFKBIB|4793	287.4405	NFKBIB|4793	259.9179
NFKBID|84807	12.9831	NFKBID|84807	28.2718
NFKBIE|4794	476.4507	NFKBIE|4794	207.9343
NFKBIL1|4795	525.6658	NFKBIL1|4795	419.0606
NFKBIL2|4796	358.0868	NFKBIL2|4796	88.4633
NFKBIZ|64332	202.5972	NFKBIZ|64332	1343.3653
NFRKB|4798	388.8901	NFRKB|4798	811.6735
NFS1|9054	305.2545	NFS1|9054	460.5563
NFU1|27247	485.8106	NFU1|27247	554.9476
NFX1|4799	1267.214	NFX1|4799	1566.8035
NFXL1|152518	160.8851	NFXL1|152518	224.4733
NFYA|4800	705.6181	NFYA|4800	854.0812
NFYB|4801	498.4918	NFYB|4801	830.8254
NFYC|4802	1234.0496	NFYC|4802	1088.0894
NGDN|25983	410.9312	NGDN|25983	590.9713
NGEF|25791	74.5775	NGEF|25791	87.0953
NGFRAP1|27018	2025.0665	NGFRAP1|27018	1300.5016
NGFR|4804	587.5622	NGFR|4804	1643.8668
lowly_expressed	lowly_expressed	NGF|4803	11.3999
NGLY1|55768	707.4297	NGLY1|55768	612.4031
NGRN|51335	3566.3755	NGRN|51335	3082.5992
NHEDC2|133308	154.2879	NHEDC2|133308	261.2859
NHEJ1|79840	225.3479	NHEJ1|79840	335.6133
NHLRC1|378884	141.9086	NHLRC1|378884	91.1993
NHLRC2|374354	186.5948	NHLRC2|374354	165.9827
NHLRC3|387921	369.8683	NHLRC3|387921	534.8837
NHLRC4|283948	58.876999999999995	NHLRC4|283948	43.7756
NHP2L1|4809	2413.9566	NHP2L1|4809	2248.062
NHP2|55651	3180.8671	NHP2|55651	1221.6142
NHSL1|57224	600.5453	NHSL1|57224	363.8851
NHSL2|340527	104.167	NHSL2|340527	113.5431
NHS|4810	205.6166	NHS|4810	219.3342
NICN1|84276	148.5512	NICN1|84276	405.8231
NID1|4811	4865.1324	NID1|4811	3045.8687
NID2|22795	1939.6194	NID2|22795	412.2207
NIF3L1|60491	371.9818	NIF3L1|60491	552.2116
NINJ1|4814	2896.7479	NINJ1|4814	1403.1008
NINJ2|4815	160.3507	NINJ2|4815	92.6585
NINL|22981	247.5853	NINL|22981	288.6457
NIN|51199	607.1878	NIN|51199	1067.0315
NIP7|51388	401.5713	NIP7|51388	684.4505
NIPA1|123606	398.8539	NIPA1|123606	257.1819
NIPA2|81614	1239.738	NIPA2|81614	771.0898
NIPAL1|152519	6.0387	NIPAL1|152519	79.3434
NIPAL2|79815	76.3891	NIPAL2|79815	345.6452
NIPAL3|57185	437.8033	NIPAL3|57185	1140.4469
lowly_expressed	lowly_expressed	NIPAL4|348938	8.2079
NIPBL|25836	1537.1423	NIPBL|25836	2478.3402
NIPSNAP1|8508	2033.2187	NIPSNAP1|8508	1000.9119999999999
NIPSNAP3A|25934	730.9805	NIPSNAP3A|25934	529.4118
NIPSNAP3B|55335	24.4596	NIPSNAP3B|55335	57.1135
NISCH|11188	1234.0013	NISCH|11188	2288.6457
NIT1|4817	618.8515	NIT1|4817	505.2576
NIT2|56954	1098.1313	NIT2|56954	673.9626
NKAIN1|79570	1650.9712	NKAIN1|79570	26.4478
lowly_expressed	lowly_expressed	NKAIN2|154215	27.3598
NKAPL|222698	9.058	NKAPL|222698	37.3917
NKAP|79576	321.8609	NKAP|79576	335.6133
NKD1|85407	41.3649	NKD1|85407	5.016
NKD2|85409	95.109	NKD2|85409	63.3835
NKG7|4818	141.3048	NKG7|4818	113.9991
NKIRAS1|28512	174.5174	NKIRAS1|28512	231.6461
NKIRAS2|28511	748.7945	NKIRAS2|28511	798.4496
NKPD1|284353	6.9445	NKPD1|284353	40.1277
NKRF|55922	248.793	NKRF|55922	340.1733
NKTR|4820	598.4318	NKTR|4820	1870.497
NKX3-1|4824	468.6004	NKX3-1|4824	343.8212
NKX3-2|579	9.6619	lowly_expressed	lowly_expressed
NKX6-1|4825	6.3406	lowly_expressed	lowly_expressed
NLE1|54475	220.4113	NLE1|54475	437.7565
lowly_expressed	lowly_expressed	NLGN1|22871	46.5116
NLGN2|57555	529.289	NLGN2|57555	950.7524
NLGN3|54413	11.4735	NLGN3|54413	40.5837
NLGN4X|57502	99.0341	NLGN4X|57502	504.332
lowly_expressed	lowly_expressed	NLGN4Y|22829	5.472
NLK|51701	301.6313	NLK|51701	408.1167
NLN|57486	469.2043	NLN|57486	415.8687
NLRC3|197358	83.9375	NLRC3|197358	92.1113
NLRC4|58484	76.6911	NLRC4|58484	49.2476
NLRC5|84166	497.586	NLRC5|84166	430.4606
NLRP12|91662	7.5483	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP14|338323	5.472
NLRP1|22861	206.5224	NLRP1|22861	493.844
NLRP2|55655	796.8019	NLRP2|55655	621.523
NLRP3|114548	123.1888	NLRP3|114548	102.1432
NLRP5|126206	104.167	NLRP5|126206	25.9918
NLRP7|199713	14.1909	lowly_expressed	lowly_expressed
NLRP8|126205	10.2657	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP9|338321	10.9439
NLRX1|79671	219.2036	NLRX1|79671	462.8363
lowly_expressed	lowly_expressed	NMBR|4829	5.472
NMB|4828	104.7708	NMB|4828	347.9252
NMD3|51068	1173.0108	NMD3|51068	984.4961
NME1-NME2|654364	351.1756	NME1-NME2|654364	80.2964
NME1|4830	3668.9845	NME1|4830	967.5878
NME2P1|283458	120.7733	NME2P1|283458	147.2868
NME2|4831	14765.2227	NME2|4831	6273.5933
NME3|4832	991.247	NME3|4832	306.4295
NME4|4833	3709.2503	NME4|4833	1176.9266
NME5|8382	35.3262	NME5|8382	55.6316
NME6|10201	127.4158	NME6|10201	170.5426
NME7|29922	258.3794	NME7|29922	233.0141
NMI|9111	466.4869	NMI|9111	436.8445
NMNAT1|64802	158.213	NMNAT1|64802	285.4537
NMNAT2|23057	20.8334	NMNAT2|23057	158.2307
NMNAT3|349565	445.6535	NMNAT3|349565	229.3662
NMRAL1|57407	797.4058	NMRAL1|57407	548.5636
NMT1|4836	1203.506	NMT1|4836	2476.5162
NMT2|9397	309.1797	NMT2|9397	957.5923
NMUR1|10316	10.8696	NMUR1|10316	106.7031
NNAT|4826	28.0798	NNAT|4826	155.4948
NNMT|4837	1925.4285	NNMT|4837	4673.0506
NNT|23530	724.6399	NNT|23530	979.4802
NOB1|28987	702.9007	NOB1|28987	1568.6275
NOC2L|26155	1782.1914	NOC2L|26155	1227.3233
NOC3L|64318	400.3635	NOC3L|64318	453.2604
NOC4L|79050	463.4676	NOC4L|79050	255.81400000000002
NOD1|10392	240.9428	NOD1|10392	506.156
NOD2|64127	593.6008	NOD2|64127	62.9275
lowly_expressed	lowly_expressed	NODAL|4838	7.2959
NOL10|79954	717.0915	NOL10|79954	682.6265
NOL11|25926	528.0813	NOL11|25926	938.8965
NOL12|79159	333.6302	NOL12|79159	245.326
NOL3|8996	491.5474	NOL3|8996	407.0953
lowly_expressed	lowly_expressed	NOL4|8715	7.7519
NOL6|65083	1512.6857	NOL6|65083	1292.2937
NOL7|51406	757.5506	NOL7|51406	813.9535
NOL8|55035	631.0406	NOL8|55035	746.01
NOL9|79707	150.0608	NOL9|79707	208.8463
NOLC1|9221	3170.2994	NOLC1|9221	2631.099
NOM1|64434	330.0131	NOM1|64434	488.8281
NOMO1|23420	4565.835	NOMO1|23420	2983.1281
NOMO2|283820	750.3042	NOMO2|283820	1584.5873
NOMO3|408050	1124.3995	NOMO3|408050	619.6990000000001
NONO|4841	8660.3522	NONO|4841	7794.8016
NOP10|55505	916.9714	NOP10|55505	786.1377
NOP14|8602	870.8058	NOP14|8602	1304.4961
NOP16|51491	261.4742	NOP16|51491	257.6379
NOP2|4839	717.6954	NOP2|4839	708.6183
NOP56|10528	1843.0007	NOP56|10528	1717.2823
NOP58|51602	1346.6224	NOP58|51602	1359.3251
NOS1AP|9722	401.5713	NOS1AP|9722	171.9106
NOS2|4843	35.0243	lowly_expressed	lowly_expressed
NOS3|4846	486.9157	NOS3|4846	366.4295
NOSIP|51070	1104.7739	NOSIP|51070	583.2193
NOSTRIN|115677	304.6507	NOSTRIN|115677	600.0912
NOTCH1|4851	1419.3883	NOTCH1|4851	1241.6781
NOTCH2NL|388677	1389.7113	NOTCH2NL|388677	525.1482
NOTCH2|4853	6425.4421	NOTCH2|4853	5989.5121
NOTCH3|4854	6494.8868	NOTCH3|4854	3922.9366
NOTCH4|4855	1115.9454	NOTCH4|4855	1175.1026
NOVA1|4857	1127.4189	NOVA1|4857	498.404
NOVA2|4858	74.8795	NOVA2|4858	47.4236
NOV|4856	205.6166	NOV|4856	1168.7187
NOX4|50507	264.7955	NOX4|50507	145.4628
NOXA1|10811	197.7663	NOXA1|10811	97.5832
lowly_expressed	lowly_expressed	NOXO1|124056	10.4879
NPAS1|4861	22.9469	NPAS1|4861	5.472
NPAS2|4862	166.9691	NPAS2|4862	304.1496
NPAS3|64067	37.4397	NPAS3|64067	139.5349
lowly_expressed	lowly_expressed	NPAS4|266743	10.4879
NPAT|4863	387.0785	NPAT|4863	437.7565
NPB|256933	6.3406	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPC1L1|29881	11.8559
NPC1|4864	1152.89	NPC1|4864	1439.8997
NPC2|10577	4054.3601	NPC2|10577	3632.4669
NPDC1|56654	1485.8137	NPDC1|56654	1162.3347
NPEPL1|79716	461.9579	NPEPL1|79716	522.1158
NPEPPS|9520	1585.7536	NPEPPS|9520	1830.8254
NPFFR2|10886	13.2851	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPFF|8620	6.8399
NPHP1|4867	99.63799999999999	NPHP1|4867	144.0948
NPHP3|27031	139.7951	NPHP3|27031	485.6361
NPHP4|261734	144.626	NPHP4|261734	187.4145
NPIPL3|23117	330.5686	NPIPL3|23117	793.0552
NPIP|9284	159.8676	NPIP|9284	561.0716
NPLOC4|55666	1344.8108	NPLOC4|55666	2084.8153
NPL|80896	414.2525	NPL|80896	150.4788
NPM1|4869	9923.943000000001	NPM1|4869	11456.4523
lowly_expressed	lowly_expressed	NPM2|10361	20.9758
NPM3|10360	430.5569	NPM3|10360	331.9653
NPNT|255743	2170.5983	NPNT|255743	1008.2079
NPR1|4881	325.786	NPR1|4881	1277.7018
NPR2|4882	157.0053	NPR2|4882	483.3561
NPR3|4883	50.7248	NPR3|4883	210.2143
NPRL2|10641	274.4574	NPRL2|10641	271.2494
NPRL3|8131	793.1787	NPRL3|8131	634.7469
NPTN|27020	3435.6988	NPTN|27020	2344.2772
NPTX1|4884	8.1522	NPTX1|4884	10.0319
NPTX2|4885	42.5726	NPTX2|4885	31.9197
NPTXR|23467	1059.7858	NPTXR|23467	597.3552
NPY1R|4886	724.3379	NPY1R|4886	2142.7269
lowly_expressed	lowly_expressed	NPY2R|4887	237.1181
NPY5R|4889	11.4735	NPY5R|4889	60.1915
NQO1|1728	2105.6827	NQO1|1728	2374.373
NQO2|4835	783.8188	NQO2|4835	749.202
NR1D1|9572	346.1152	NR1D1|9572	494.2499
NR1D2|9975	1196.8635	NR1D2|9975	1428.1806
NR1H2|7376	1347.5282	NR1H2|7376	1068.3995
NR1H3|10062	694.4465	NR1H3|10062	528.9558
lowly_expressed	lowly_expressed	NR1I2|8856	5.928
NR1I3|9970	5.7458	lowly_expressed	lowly_expressed
NR2C1|7181	149.7589	NR2C1|7181	367.9891
NR2C2AP|126382	437.9754	NR2C2AP|126382	362.0109
NR2C2|7182	512.0668	NR2C2|7182	1292.8773
lowly_expressed	lowly_expressed	NR2E1|7101	5.928
lowly_expressed	lowly_expressed	NR2E3|10002	8.2079
NR2F1|7025	221.921	NR2F1|7025	217.0543
NR2F2|7026	4448.9869	NR2F2|7026	1088.9193
NR2F6|2063	938.7106	NR2F6|2063	543.0917
NR3C1|2908	1291.9725	NR3C1|2908	2262.6539
NR3C2|4306	85.7491	NR3C2|4306	627.9069999999999
NR4A1|3164	388.5881	NR4A1|3164	4741.9061
NR4A2|4929	323.3705	NR4A2|4929	790.6977
NR4A3|8013	76.6911	NR4A3|8013	496.58
NR5A2|2494	76.6911	NR5A2|2494	188.3265
NR6A1|2649	32.9107	NR6A1|2649	15.5039
NRARP|441478	405.1945	NRARP|441478	222.9822
NRAS|4893	1994.8732	NRAS|4893	1230.7342
NRBF2|29982	349.3368	NRBF2|29982	586.8673
NRBP1|29959	2486.1186	NRBP1|29959	2192.4305
NRBP2|340371	244.8679	NRBP2|340371	1040.5837
NRCAM|4897	70.9543	NRCAM|4897	89.3753
NRD1|4898	4139.5053	NRD1|4898	2738.2581
NRF1|4899	391.0036	NRF1|4899	502.964
NRG1|3084	14.7947	NRG1|3084	326.4934
lowly_expressed	lowly_expressed	NRG2|9542	43.7756
NRG3|10718	17.5121	NRG3|10718	8.6639
NRGN|4900	71.8601	NRGN|4900	53.3516
NRIP1|8204	4893.7346	NRIP1|8204	2030.0958
NRIP2|83714	115.0366	NRIP2|83714	125.855
NRIP3|56675	332.4285	NRIP3|56675	262.6539
NRK|203447	66.4253	NRK|203447	42.4077
NRL|4901	30.6523	NRL|4901	23.7984
NRM|11270	706.5239	NRM|11270	295.0296
NRN1|51299	224.9403	NRN1|51299	1058.8235
NRP1|8829	3439.6239	NRP1|8829	3352.0292
NRP2|8828	1074.2786	NRP2|8828	915.6407
NRSN2|80023	1178.1437	NRSN2|80023	692.6585
NRTN|4902	22.645	NRTN|4902	41.9517
NRXN1|9378	5.4348	NRXN1|9378	103.5112
NRXN2|9379	150.6647	NRXN2|9379	52.4396
NRXN3|9369	173.0078	NRXN3|9369	43.7756
NSA2|10412	1906.4067	NSA2|10412	2071.1354
NSD1|64324	2018.7259	NSD1|64324	1991.3361
NSDHL|50814	532.0064	NSDHL|50814	421.7966
NSFL1C|55968	1753.6285	NSFL1C|55968	1782.9457
NSF|4905	1067.6361	NSF|4905	917.9207
NSL1|25936	690.2195	NSL1|25936	559.5075
NSMAF|8439	349.3368	NSMAF|8439	952.5764
NSMCE1|197370	1218.9046	NSMCE1|197370	966.7123
NSMCE2|286053	332.7305	NSMCE2|286053	339.2613
NSMCE4A|54780	524.76	NSMCE4A|54780	627.451
NSUN2|54888	1294.086	NSUN2|54888	1452.8044
NSUN3|63899	103.5329	NSUN3|63899	104.7925
NSUN4|387338	552.5379	NSUN4|387338	570.9074
NSUN5P1|155400	37.1378	NSUN5P1|155400	66.1195
NSUN5P2|260294	80.5015	NSUN5P2|260294	181.3497
NSUN5|55695	557.6708	NSUN5|55695	386.2289
NSUN6|221078	146.4376	NSUN6|221078	215.2303
NSUN7|79730	124.0946	NSUN7|79730	191.9745
NT5C2|22978	1035.3292	NT5C2|22978	1600.0912
NT5C3L|115024	443.2381	NT5C3L|115024	821.7054
NT5C3|51251	629.5309	NT5C3|51251	394.8928
NT5C|30833	256.3414	NT5C|30833	361.1491
NT5DC1|221294	1365.3423	NT5DC1|221294	828.0894
NT5DC2|64943	413.6486	NT5DC2|64943	687.9571
NT5DC3|51559	224.0345	NT5DC3|51559	690.3785
NT5E|4907	372.5857	NT5E|4907	1218.8782
NT5M|56953	101.4496	NT5M|56953	30.0958
NTAN1|123803	502.7189	NTAN1|123803	669.4026
NTF3|4908	13.8889	NTF3|4908	25.9918
NTF4|4909	13.5417	NTF4|4909	99.1062
NTHL1|4913	234.9041	NTHL1|4913	155.4948
NTM|50863	338.1653	NTM|50863	212.0383
NTN1|9423	339.9769	NTN1|9423	661.1947
NTN4|59277	2936.3011	NTN4|59277	6029.1838
lowly_expressed	lowly_expressed	NTN5|126147	17.7839
NTNG2|84628	19.3237	NTNG2|84628	9.1199
NTRK1|4914	6.0387	lowly_expressed	lowly_expressed
NTRK2|4915	733.6979	NTRK2|4915	9212.0383
NTRK3|4916	51.6306	NTRK3|4916	256.7259
lowly_expressed	lowly_expressed	NTS|4922	72.0474
NUAK1|9891	502.417	NUAK1|9891	1053.3516
NUAK2|81788	356.2813	NUAK2|81788	39.6717
NUB1|51667	1562.7765	NUB1|51667	1674.6922
NUBP1|4682	471.7224	NUBP1|4682	470.5882
NUBP2|10101	1043.1795	NUBP2|10101	526.2198
NUBPL|80224	312.8029	NUBPL|80224	358.8691
NUCB1|4924	5932.687	NUCB1|4924	5882.3529
NUCB2|4925	3401.4535	NUCB2|4925	1693.4428
NUCKS1|64710	7810.1081	NUCKS1|64710	8839.9453
NUDCD1|84955	265.3994	NUDCD1|84955	432.2845
NUDCD2|134492	433.5762	NUDCD2|134492	342.4533
NUDCD3|23386	2131.347	NUDCD3|23386	2278.6138
NUDC|10726	2519.9351	NUDC|10726	2124.9429999999998
NUDT10|170685	17.5121	NUDT10|170685	40.1277
NUDT11|55190	25.6643	NUDT11|55190	64.7515
NUDT12|83594	410.0254	NUDT12|83594	363.4291
NUDT13|25961	33.2127	NUDT13|25961	34.414
NUDT14|256281	549.2166	NUDT14|256281	225.2622
NUDT15|55270	431.05199999999996	NUDT15|55270	536.0556
NUDT16L1|84309	988.8315	NUDT16L1|84309	321.9334
NUDT16P1|152195	124.6984	NUDT16P1|152195	86.1833
NUDT16|131870	700.4852	NUDT16|131870	1130.415
NUDT17|200035	38.9494	NUDT17|200035	36.9357
NUDT18|79873	258.4549	NUDT18|79873	124.943
NUDT19|390916	580.3158	NUDT19|390916	363.8851
NUDT1|4521	304.6507	NUDT1|4521	192.8865
NUDT21|11051	3185.3961	NUDT21|11051	2518.9238
NUDT22|84304	502.2932	NUDT22|84304	224.2134
NUDT2|318	535.6296	NUDT2|318	474.6922
NUDT3|11165	656.7049	NUDT3|11165	390.7889
NUDT4|11163	666.3667	NUDT4|11163	780.2098
NUDT5|11164	798.3689999999999	NUDT5|11164	542.2161
NUDT6|11162	44.1064	NUDT6|11162	72.435
NUDT7|283927	46.7997	NUDT7|283927	103.9672
NUDT8|254552	149.457	NUDT8|254552	64.2955
NUDT9|53343	589.9776	NUDT9|53343	577.2914
NUF2|83540	226.45	NUF2|83540	24.6238
NUFIP1|26747	129.5294	NUFIP1|26747	243.958
NUFIP2|57532	1534.4249	NUFIP2|57532	2308.7095
NUMA1|4926	18698.0667	NUMA1|4926	9875.4856
NUMBL|9253	406.4022	NUMBL|9253	511.6279
NUMB|8650	1067.6361	NUMB|8650	1817.6015
NUP107|57122	851.4518	NUP107|57122	958.0483
NUP133|55746	1556.7679999999998	NUP133|55746	1502.0520000000001
NUP153|9972	1371.079	NUP153|9972	1620.611
NUP155|9631	849.0364	NUP155|9631	543.5477
NUP160|23279	1102.6603	NUP160|23279	1089.8313
NUP188|23511	1506.9489999999998	NUP188|23511	1313.7255
NUP205|23165	1428.1444	NUP205|23165	1401.7328
NUP210|23225	3245.4808	NUP210|23225	594.1632
NUP214|8021	1823.3751	NUP214|8021	1583.2193
NUP35|129401	292.2714	NUP35|129401	344.7332
NUP37|79023	339.37300000000005	NUP37|79023	274.5098
NUP43|348995	669.688	NUP43|348995	434.1085
NUP50|10762	1323.9774	NUP50|10762	1146.3748
NUP54|53371	774.4589	NUP54|53371	873.2330000000001
NUP62CL|54830	67.6331	NUP62CL|54830	23.7118
NUP62|23636	1612.2179999999998	NUP62|23636	1178.4314
NUP85|79902	359.6025	NUP85|79902	540.8117
NUP88|4927	599.1806	NUP88|4927	844.3456
NUP93|9688	1297.1054	NUP93|9688	808.4815
NUP98|4928	1516.6109	NUP98|4928	2960.3283
NUPL1|9818	495.1706	NUPL1|9818	849.5212
NUPL2|11097	230.979	NUPL2|11097	315.5495
NUPR1|26471	2423.0146	NUPR1|26471	2007.7519
NUS1|116150	1224.9433	NUS1|116150	1144.0948
NUSAP1|51203	1281.7068	NUSAP1|51203	148.6548
NUTF2|10204	1263.5908	NUTF2|10204	1311.4455
NVL|4931	1060.9935	NVL|4931	444.5964
NWD1|284434	12.9831	NWD1|284434	64.7515
NXF1|10482	952.5995	NXF1|10482	1525.3078
NXNL2|158046	36.8359	NXNL2|158046	25.9918
NXN|64359	594.8086	NXN|64359	1275.4218
lowly_expressed	lowly_expressed	NXPH2|11249	6.8399
NXPH3|11248	273.5516	NXPH3|11248	267.6699
NXPH4|11247	99.9399	NXPH4|11247	17.7839
NXT1|29107	464.9772	NXT1|29107	269.4938
NXT2|55916	621.0768	NXT2|55916	334.2453
NYNRIN|57523	544.3857	NYNRIN|57523	875.9689999999999
OAF|220323	656.7049	OAF|220323	1389.4209
OAS1|4938	1444.1469	OAS1|4938	283.6297
OAS2|4939	3947.4757	OAS2|4939	574.5554
OAS3|4940	5093.0105	OAS3|4940	979.4802
OASL|8638	499.3976	OASL|8638	64.2955
OAT|4942	1567.0337	OAT|4942	3860.0091
OAZ1|4946	11039.2845	OAZ1|4946	7165.9827
OAZ2|4947	2209.5477	OAZ2|4947	2015.9599
OAZ3|51686	78.6506	OAZ3|51686	46.7168
OBFC1|79991	635.2676	OBFC1|79991	874.6010000000001
OBFC2A|64859	191.4257	OBFC2A|64859	255.81400000000002
OBFC2B|79035	1345.7166	OBFC2B|79035	533.9717
lowly_expressed	lowly_expressed	OBP2B|29989	15.0479
OBSCN|84033	163.6478	OBSCN|84033	622.1842
OBSL1|23363	758.7583	OBSL1|23363	1676.6986
OCEL1|79629	332.1266	OCEL1|79629	237.1181
OCIAD1|54940	2540.4666	OCIAD1|54940	2196.5344
OCIAD2|132299	1185.0881	OCIAD2|132299	574.0994
OCLN|4950	464.3734	OCLN|4950	365.2531
OCRL|4952	824.2779	OCRL|4952	1022.7998
ODC1|4953	774.1569	ODC1|4953	1631.099
ODF2L|57489	334.844	ODF2L|57489	605.5632
ODF2|4957	1457.7339	ODF2|4957	806.6575
ODF3B|440836	287.4405	ODF3B|440836	152.7588
ODF3L1|161753	5.4348	ODF3L1|161753	22.7998
lowly_expressed	lowly_expressed	ODZ1|10178	36.4797
ODZ2|57451	76.0872	ODZ2|57451	638.8509
ODZ3|55714	142.5125	ODZ3|55714	608.2991
ODZ4|26011	194.747	ODZ4|26011	356.5891
OFD1|8481	695.6543	OFD1|8481	1018.2399
lowly_expressed	lowly_expressed	OGDHL|55753	8.2079
OGDH|4967	2293.1833	OGDH|4967	2489.7401
OGFOD1|55239	1224.3394	OGFOD1|55239	881.4409
OGFOD2|79676	304.1012	OGFOD2|79676	146.1696
OGFRL1|79627	848.1306	OGFRL1|79627	873.2330000000001
OGFR|11054	1130.7794	OGFR|11054	704.0584
OGG1|4968	435.6897	OGG1|4968	257.6379
OGN|4969	152.1744	OGN|4969	1806.6575
OGT|8473	1458.3377	OGT|8473	2801.6416
OIP5|11339	155.5379	OIP5|11339	17.9891
OLA1|29789	3323.0777	OLA1|29789	1997.72
OLFM1|10439	413.3467	OLFM1|10439	630.187
OLFM2|93145	471.6198	OLFM2|93145	250.342
OLFM4|10562	319.4454	OLFM4|10562	3041.0397
OLFML1|283298	298.3101	OLFML1|283298	663.0187
OLFML2A|169611	1653.9905	OLFML2A|169611	2208.8463
OLFML2B|25903	1709.8482	OLFML2B|25903	583.6753
OLFML3|56944	1849.3413	OLFML3|56944	2311.9015
OLR1|4973	756.6448	OLR1|4973	134.0629
OMA1|115209	341.7885	OMA1|115209	261.7419
OMD|4958	66.7273	OMD|4958	621.067
lowly_expressed	lowly_expressed	ONECUT2|9480	5.472
lowly_expressed	lowly_expressed	OOEP|441161	5.472
OPA1|4976	2195.3569	OPA1|4976	1778.8418
OPA3|80207	292.5733	OPA3|80207	535.7957
OPCML|4978	28.6837	OPCML|4978	13.6799
OPHN1|4983	264.4936	OPHN1|4983	403.5568
OPLAH|26873	510.5692	OPLAH|26873	232.5581
lowly_expressed	lowly_expressed	OPN1SW|611	9.5759
OPN3|23596	355.1339	OPN3|23596	269.845
lowly_expressed	lowly_expressed	OPRK1|4986	6.8399
OPRL1|4987	97.5244	OPRL1|4987	52.8956
OPTN|10133	1361.1152	OPTN|10133	2879.617
lowly_expressed	lowly_expressed	OR2A1|346528	6.3839
OR2A4|79541	21.1353	OR2A4|79541	55.6316
OR2A7|401427	128.9255	OR2A7|401427	336.9813
OR2A9P|441295	100.2418	OR2A9P|441295	290.4697
lowly_expressed	lowly_expressed	OR2AE1|81392	6.8399
OR2W3|343171	40.1601	OR2W3|343171	18.2399
OR51E1|143503	57.0654	OR51E1|143503	40.5837
OR51E2|81285	7.8503	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OR7A5|26659	8.6639
OR7E91P|79315	10.2657	OR7E91P|79315	11.3999
ORAI1|84876	516.9098	ORAI1|84876	357.5011
ORAI2|80228	1190.5742	ORAI2|80228	609.7766
ORAI3|93129	540.7625	ORAI3|93129	399.4528
ORAOV1|220064	389.19199999999995	ORAOV1|220064	286.8217
ORC1L|4998	198.97400000000002	ORC1L|4998	33.7437
ORC2L|4999	349.3368	ORC2L|4999	392.1569
ORC3L|23595	568.8423	ORC3L|23595	557.6835
ORC4L|5000	544.6876	ORC4L|5000	468.7642
ORC5L|5001	389.19199999999995	ORC5L|5001	360.2371
ORC6L|23594	110.2056	ORC6L|23594	22.3438
ORMDL1|94101	466.7888	ORMDL1|94101	517.0999
ORMDL2|29095	920.0903	ORMDL2|29095	438.9512
ORMDL3|94103	1502.1181	ORMDL3|94103	2394.8928
OS9|10956	9151.8996	OS9|10956	7664.8427
OSBP2|23762	233.6964	OSBP2|23762	121.751
OSBPL10|114884	1190.8249	OSBPL10|114884	511.6279
OSBPL11|114885	501.8131	OSBPL11|114885	515.7319
OSBPL1A|114876	900.0631	OSBPL1A|114876	2361.6051
OSBPL2|9885	742.1519999999999	OSBPL2|9885	1124.031
OSBPL3|26031	230.3751	OSBPL3|26031	321.0214
OSBPL5|114879	390.3997	OSBPL5|114879	603.7392
OSBPL6|114880	30.1933	OSBPL6|114880	66.5755
OSBPL7|114881	169.6865	OSBPL7|114881	176.4706
OSBPL8|114882	2430.5629	OSBPL8|114882	1496.124
OSBPL9|114883	1134.0614	OSBPL9|114883	2830.3694
OSBP|5007	2266.9151	OSBP|5007	2333.7893
OSCAR|126014	140.7009	OSCAR|126014	30.0958
OSCP1|127700	173.9136	OSCP1|127700	207.4783
OSGEPL1|64172	131.039	OSGEPL1|64172	151.8468
OSGEP|55644	464.3734	OSGEP|55644	387.1409
OSGIN1|29948	158.8169	OSGIN1|29948	186.0465
OSGIN2|734	1025.3654	OSGIN2|734	742.8181
OSMR|9180	706.2219	OSMR|9180	1521.6598
OSM|5008	29.5895	OSM|5008	32.3757
OSR1|130497	119.5656	OSR1|130497	500.684
OSR2|116039	111.7153	OSR2|116039	377.10900000000004
OST4|100128731	2801.3249	OST4|100128731	1479.6854
OSTC|58505	1488.5311	OSTC|58505	1259.0059
