gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
IRS1|3667	1309.1787	IRS1|3667	2155.6699
IRS2|8660	705.9581	IRS2|8660	504.685
IRX1|79192	125.6039	IRX1|79192	818.7857
IRX2|153572	1413.8486	IRX2|153572	1033.682
IRX3|79191	506.9243	IRX3|79191	1083.1445
IRX4|50805	17.0692	IRX4|50805	109.8235
IRX5|10265	356.1997	IRX5|10265	636.3055
IRX6|79190	29.6296	IRX6|79190	13.4136
ISCA1P1|389293	58.9372	ISCA1P1|389293	57.5665
ISCA1|81689	671.1755	ISCA1|81689	696.6665
ISCA2|122961	299.839	ISCA2|122961	274.6984
ISCU|23479	1816.7472	ISCU|23479	1491.1401
ISG15|9636	367.4718	ISG15|9636	304.0406
ISG20L2|81875	839.2915	ISG20L2|81875	855.673
ISG20|3669	198.7118	ISG20|3669	281.4052
lowly_expressed	lowly_expressed	ISL1|3670	26.8271
ISLR2|57611	71.1755	ISLR2|57611	97.5277
ISLR|3671	4521.7391	ISLR|3671	4182.5138
ISM1|140862	521.095	ISM1|140862	587.4019
ISOC1|51015	876.6506	ISOC1|51015	723.4936
ISOC2|79763	486.9565	ISOC2|79763	507.7589
ISPD|729920	31.8841	ISPD|729920	61.4788
ISY1|57461	460.1192	ISY1|57461	699.1815
ISYNA1|51477	1052.818	ISYNA1|51477	939.7871
ITCH|83737	1451.5298	ITCH|83737	1335.2075
ITFG1|81533	954.9114	ITFG1|81533	1204.7048
ITFG2|55846	418.3575	ITFG2|55846	539.8955
ITFG3|83986	2086.0902	ITFG3|83986	1939.2003
ITGA10|8515	328.5024	ITGA10|8515	284.7586
ITGA11|22801	427.6973	ITGA11|22801	987.0139999999999
ITGA1|3672	1390.7697	ITGA1|3672	1017.4572
lowly_expressed	lowly_expressed	ITGA2B|3674	5.3095
ITGA2|3673	1064.0902	ITGA2|3673	2669.8561
ITGA3|3675	2137.8422	ITGA3|3675	3909.2126
ITGA4|3676	683.1272	ITGA4|3676	864.1934
ITGA5|3678	2313.6876	ITGA5|3678	1916.4615
ITGA6|3655	3482.7697	ITGA6|3655	5800.5237
ITGA7|3679	887.2786	ITGA7|3679	367.7549
ITGA8|8516	250.5636	ITGA8|8516	51.9775
ITGA9|3680	537.5201	ITGA9|3680	535.9833
ITGAD|3681	106.2802	ITGAD|3681	128.826
ITGAE|3682	177.4557	ITGAE|3682	207.0717
ITGAL|3683	800.3221	ITGAL|3683	590.4758
ITGAM|3684	384.219	ITGAM|3684	396.5382
ITGAV|3685	4752.3349	ITGAV|3685	3884.0622
ITGAX|3687	379.7101	ITGAX|3687	644.4095
ITGB1BP1|9270	1021.2560000000001	ITGB1BP1|9270	750.8796
lowly_expressed	lowly_expressed	ITGB1BP3|27231	10.3396
ITGB1|3688	14932.6892	ITGB1|3688	14542.528
ITGB2|3689	1782.6763	ITGB2|3689	2492.9649
ITGB3BP|23421	178.4219	ITGB3BP|23421	147.2696
ITGB3|3690	230.5958	ITGB3|3690	327.5143
ITGB4|3691	1781.3205	ITGB4|3691	4501.3651
ITGB5|3693	8051.5298	ITGB5|3693	4194.8095
ITGB6|3694	470.5314	ITGB6|3694	2191.1599
ITGB7|3695	226.7311	ITGB7|3695	177.4501
ITGB8|3696	362.6409	ITGB8|3696	1233.4881
ITGBL1|9358	1713.3655	ITGBL1|9358	894.5164
ITIH2|3698	25.1208	ITIH2|3698	117.3686
ITIH3|3699	100.4831	ITIH3|3699	38.0051
ITIH4|3700	26.409000000000002	ITIH4|3700	86.6292
ITIH5L|347365	215.78099999999998	ITIH5L|347365	74.6129
ITIH5|80760	1803.8647	ITIH5|80760	1467.1075
ITK|3702	258.6151	ITK|3702	112.8974
ITM2A|9452	1847.9871	ITM2A|9452	3132.0648
ITM2B|9445	15895.6522	ITM2B|9445	13210.9533
ITM2C|81618	1486.3124	ITM2C|81618	2487.9348
ITPA|3704	473.43	ITPA|3704	658.6614
ITPK1|3705	1267.3108	ITPK1|3705	1156.3601
ITPKB|3707	1148.1481	ITPKB|3707	999.5892
ITPKC|80271	546.2158	ITPKC|80271	665.3682
ITPR1|3708	1844.4444	ITPR1|3708	2141.9769
ITPR2|3709	2492.4316	ITPR2|3709	3947.7766
ITPR3|3710	1442.6570000000002	ITPR3|3710	2012.3544
ITPRIPL1|150771	43.8003	ITPRIPL1|150771	98.6455
ITPRIPL2|162073	2286.9565	ITPRIPL2|162073	1798.5339999999999
ITPRIP|85450	566.1836	ITPRIP|85450	549.1174
ITSN1|6453	1694.6860000000001	ITSN1|6453	977.5127
ITSN2|50618	1112.7214	ITSN2|50618	975.836
IVD|3712	2163.9291	IVD|3712	2310.4846
IVNS1ABP|10625	2137.5201	IVNS1ABP|10625	2946.5107
IWS1|55677	896.2963	IWS1|55677	1128.6947
IYD|389434	9.6618	IYD|389434	87.4675
JAG1|182	2693.0757	JAG1|182	2307.6902
JAG2|3714	561.9968	JAG2|3714	1018.0328
JAGN1|84522	638.3253	JAGN1|84522	756.748
JAK1|3716	7565.2174	JAK1|3716	5468.5382
JAK2|3717	762.3188	JAK2|3717	527.8792
JAK3|3718	329.1465	JAK3|3718	342.6045
JAKMIP1|152789	14.4928	JAKMIP1|152789	6.1479
JAKMIP2|9832	16.0515	JAKMIP2|9832	21.5176
JAKMIP3|282973	20.2899	JAKMIP3|282973	28.7833
JAM2|58494	663.4461	JAM2|58494	644.13
JAM3|83700	1301.1272	JAM3|83700	1401.1575
JARID2|3720	705.9581	JARID2|3720	787.4874
JAZF1|221895	549.4364	JAZF1|221895	472.5483
JDP2|122953	443.1562	JDP2|122953	416.93800000000005
JHDM1D|80853	815.7810000000001	JHDM1D|80853	705.0499
JKAMP|51528	778.0998	JKAMP|51528	745.57
JMJD1C|221037	2277.3398	JMJD1C|221037	2068.9652
JMJD4|65094	362.4638	JMJD4|65094	545.6801
JMJD5|79831	90.1771	JMJD5|79831	114.0152
JMJD6|23210	267.6329	JMJD6|23210	340.0895
JMJD7-PLA2G4B|8681	361.0306	JMJD7-PLA2G4B|8681	393.1848
JMJD8|339123	1536.2415	JMJD8|339123	1406.9169
JMY|133746	1087.6006	JMY|133746	891.4424
JOSD1|9929	1642.8341	JOSD1|9929	1607.1114
JOSD2|126119	149.7585	JOSD2|126119	145.0341
JPH1|56704	53.1401	JPH1|56704	97.2483
JPH2|57158	60.2254	JPH2|57158	213.2196
JPH3|57338	10.9501	JPH3|57338	15.0902
JPH4|84502	41.868	JPH4|84502	140.004
JRKL|8690	343.9614	JRKL|8690	426.4392
JRK|8629	669.5652	JRK|8629	803.6954
JSRP1|126306	10.306	JSRP1|126306	13.4136
JTB|10899	2238.6473	JTB|10899	1821.4488
JUB|84962	779.7101	JUB|84962	731.0387
JUNB|3726	1285.3462	JUNB|3726	1065.8186
JUND|3727	993.2367	JUND|3727	1278.7588
JUN|3725	1379.3881	JUN|3725	2473.4034
JUP|3728	4479.8712	JUP|3728	7432.5061
KAL1|3730	412.5604	KAL1|3730	509.715
KALRN|8997	314.0097	KALRN|8997	643.0122
KANK1|23189	1428.6634	KANK1|23189	1275.6849
KANK2|25959	3536.2319	KANK2|25959	2637.1606
KANK3|256949	159.7424	KANK3|256949	174.9351
KANK4|163782	133.9775	KANK4|163782	256.5342
KARS|3735	2231.2399	KARS|3735	3274.5838
KAT2A|2648	457.0048	KAT2A|2648	966.6142
KAT2B|8850	524.6377	KAT2B|8850	498.2576
KAT5|10524	801.3591	KAT5|10524	800.1129
KATNA1|11104	341.7069	KATNA1|11104	329.7499
KATNAL1|84056	464.4122	KATNAL1|84056	388.1547
KATNAL2|83473	72.7858	KATNAL2|83473	62.0377
KATNB1|10300	239.6135	KATNB1|10300	465.8415
KAZALD1|81621	59.5974	KAZALD1|81621	122.7284
KAZ|23254	573.7907	KAZ|23254	911.2638
KBTBD10|10324	21.0596	KBTBD10|10324	35.7527
KBTBD11|9920	165.5395	KBTBD11|9920	266.3149
KBTBD12|166348	5.475	KBTBD12|166348	9.7807
KBTBD2|25948	1378.4219	KBTBD2|25948	1145.4616
KBTBD3|143879	154.9114	KBTBD3|143879	130.2233
KBTBD4|55709	567.0692	KBTBD4|55709	466.9398
KBTBD6|89890	570.3704	KBTBD6|89890	774.3533
KBTBD7|84078	296.9404	KBTBD7|84078	338.6922
KBTBD8|84541	77.9388	KBTBD8|84541	75.1718
KCMF1|56888	1083.0918	KCMF1|56888	1151.8889
KCNA1|3736	83.7359	KCNA1|3736	303.7611
KCNA2|3737	9.6618	KCNA2|3737	5.0301
KCNA3|3738	112.0773	KCNA3|3738	58.4048
KCNA5|3741	27.0531	KCNA5|3741	6.7068
KCNA6|3742	43.4783	KCNA6|3742	67.3472
KCNAB1|7881	240.5797	KCNAB1|7881	141.4012
KCNAB2|8514	369.7262	KCNAB2|8514	370.8289
KCNAB3|9196	13.8486	KCNAB3|9196	23.1943
KCNB1|3745	29.6296	KCNB1|3745	12.8547
lowly_expressed	lowly_expressed	KCNB2|9312	7.2657
lowly_expressed	lowly_expressed	KCNC1|3746	7.8246
lowly_expressed	lowly_expressed	KCNC2|3747	74.6129
KCNC3|3748	985.5072	KCNC3|3748	207.6306
KCNC4|3749	140.0966	KCNC4|3749	345.399
KCND1|3750	171.0145	KCND1|3750	144.4752
KCND2|3751	122.0612	KCND2|3751	58.6843
KCND3|3752	24.1546	KCND3|3752	55.8898
lowly_expressed	lowly_expressed	KCNE1L|23630	8.3835
KCNE1|3753	41.5459	KCNE1|3753	379.2123
KCNE2|9992	8.3736	KCNE2|9992	6.9862
KCNE3|10008	133.3333	KCNE3|10008	159.0065
KCNE4|23704	344.9275	KCNE4|23704	604.4483
lowly_expressed	lowly_expressed	KCNF1|3754	23.7532
lowly_expressed	lowly_expressed	KCNG1|3755	41.07899999999999
KCNH1|3756	16.4251	KCNH1|3756	19.5614
KCNH2|3757	17.3913	KCNH2|3757	23.1943
KCNH3|23416	7.0853	KCNH3|23416	36.3284
KCNH8|131096	17.7134	KCNH8|131096	51.9775
KCNIP1|30820	20.6119	KCNIP1|30820	50.0214
KCNIP2|30819	351.6908	KCNIP2|30819	51.6981
KCNIP3|30818	132.0451	KCNIP3|30818	170.7434
KCNIP4|80333	22.5443	KCNIP4|80333	21.2381
KCNJ10|3766	18.0354	KCNJ10|3766	6.7068
KCNJ11|3767	275.6844	KCNJ11|3767	229.4277
KCNJ12|3768	62.4799	KCNJ12|3768	42.4763
lowly_expressed	lowly_expressed	KCNJ13|3769	7.2657
KCNJ14|3770	35.4267	KCNJ14|3770	49.7419
KCNJ15|3772	33.8164	KCNJ15|3772	23.4737
KCNJ16|3773	42.5121	KCNJ16|3773	142.519
KCNJ2|3759	172.6248	KCNJ2|3759	225.7948
lowly_expressed	lowly_expressed	KCNJ3|3760	40.5201
KCNJ5|3762	113.3655	KCNJ5|3762	199.2472
KCNJ8|3764	435.4267	KCNJ8|3764	176.6118
KCNK13|56659	23.5105	KCNK13|56659	37.7256
KCNK15|60598	205.153	KCNK15|60598	31.2983
KCNK17|89822	5.7971	KCNK17|89822	43.8735
KCNK1|3775	173.59099999999998	KCNK1|3775	146.1518
KCNK2|3776	66.0225	KCNK2|3776	160.6832
KCNK3|3777	21.5781	KCNK3|3777	137.2095
KCNK5|8645	76.3285	KCNK5|8645	176.8912
KCNK6|9424	329.7907	KCNK6|9424	477.29900000000004
KCNMA1|3778	3152.3349	KCNMA1|3778	1572.7392
KCNMB1|3779	118.5185	KCNMB1|3779	898.1492
KCNMB2|10242	6.7633	KCNMB2|10242	46.3885
KCNMB3|27094	72.7858	KCNMB3|27094	48.9036
KCNMB4|27345	141.0628	KCNMB4|27345	154.2559
lowly_expressed	lowly_expressed	KCNN1|3780	11.4574
KCNN2|3781	14.8148	KCNN2|3781	10.8985
KCNN3|3782	85.0242	KCNN3|3782	56.1693
KCNN4|3783	152.3349	KCNN4|3783	1128.4152
KCNQ1OT1|10984	106.6023	KCNQ1OT1|10984	143.9163
KCNQ1|3784	181.3205	KCNQ1|3784	216.0141
KCNQ3|3786	9.6618	KCNQ3|3786	15.9286
KCNQ4|9132	5.153	KCNQ4|9132	20.6792
KCNQ5|56479	26.087	KCNQ5|56479	33.5339
KCNRG|283518	11.591	KCNRG|283518	7.0309
KCNS1|3787	16.1031	KCNS1|3787	30.7394
KCNS2|3788	32.8502	lowly_expressed	lowly_expressed
KCNS3|3790	289.211	KCNS3|3790	375.5795
KCNT1|57582	10.9501	lowly_expressed	lowly_expressed
KCNT2|343450	49.2754	KCNT2|343450	19.8409
lowly_expressed	lowly_expressed	KCP|375616	8.6909
KCTD10|83892	1881.8035	KCTD10|83892	1996.1045
KCTD11|147040	382.9308	KCTD11|147040	475.0634
KCTD12|115207	6524.6377	KCTD12|115207	7369.63
KCTD13|253980	180.6763	KCTD13|253980	217.1319
KCTD14|65987	123.3494	KCTD14|65987	737.1866
KCTD15|79047	421.256	KCTD15|79047	884.4562
KCTD16|57528	14.4928	lowly_expressed	lowly_expressed
KCTD17|79734	102.4155	KCTD17|79734	155.6531
KCTD18|130535	500.8052	KCTD18|130535	523.6875
KCTD1|284252	648.6312	KCTD1|284252	1154.1245
KCTD20|222658	2658.9372	KCTD20|222658	2026.5644
KCTD21|283219	667.9549	KCTD21|283219	445.1623
KCTD2|23510	1493.7198	KCTD2|23510	1443.6337
KCTD3|51133	2959.0982	KCTD3|51133	2596.361
KCTD5|54442	515.942	KCTD5|54442	558.3392
KCTD6|200845	206.1192	KCTD6|200845	168.7872
KCTD7|154881	628.6248	KCTD7|154881	563.6152
KCTD9|54793	727.2142	KCTD9|54793	719.8607
KDELC1|79070	257.0048	KDELC1|79070	189.187
KDELC2|143888	1290.4992	KDELC2|143888	1400.878
KDELR1|10945	3908.2126	KDELR1|10945	3145.7578
KDELR2|11014	4753.9452	KDELR2|11014	5304.2222
KDELR3|11015	457.649	KDELR3|11015	459.9731
KDM1A|23028	2036.0709	KDM1A|23028	2084.9693
KDM1B|221656	607.7295	KDM1B|221656	591.3142
KDM2A|22992	3682.4477	KDM2A|22992	3830.1285
KDM2B|84678	749.8229	KDM2B|84678	781.5491
KDM3A|55818	1447.0209	KDM3A|55818	1204.4254
KDM3B|51780	3199.0338	KDM3B|51780	3026.7125
KDM4A|9682	2084.0548	KDM4A|9682	1726.7128
KDM4B|23030	3900.1609999999996	KDM4B|23030	1375.1687
KDM4C|23081	621.9002	KDM4C|23081	602.4921
KDM4D|55693	40.9018	KDM4D|55693	34.0928
KDM5A|5927	2146.2158	KDM5A|5927	1916.4615
KDM5B|10765	3390.6602	KDM5B|10765	2689.1381
KDM5C|8242	2207.0853	KDM5C|8242	2870.78
KDM6A|7403	887.6006	KDM6A|7403	977.5127
KDM6B|23135	1112.3994	KDM6B|23135	935.5954
KDR|3791	1899.5169	KDR|3791	1694.0201
KDSR|2531	1904.9919	KDSR|2531	1744.0414
KEAP1|9817	1106.6023	KEAP1|9817	1189.6146
KEL|3792	10.628	KEL|3792	19.0025
KERA|11081	156.5217	KERA|11081	20.9587
lowly_expressed	lowly_expressed	KGFLP1|387628	12.0163
KGFLP2|654466	90.9565	KGFLP2|654466	157.5645
KHDC1|80759	12.3349	KHDC1|80759	20.6205
KHDRBS1|10657	4160.7085	KHDRBS1|10657	4276.9675
KHDRBS3|10656	258.6151	KHDRBS3|10656	183.0391
KHK|3795	77.5588	KHK|3795	124.3241
KHNYN|23351	1823.4783	KHNYN|23351	1937.1799
KHSRP|8570	2023.8325	KHSRP|8570	2059.5394
KIAA0020|9933	562.6409	KIAA0020|9933	855.3935
KIAA0040|9674	2457.3269	KIAA0040|9674	1371.2564
KIAA0087|9808	11.9163	KIAA0087|9808	5.8684
KIAA0090|23065	1452.818	KIAA0090|23065	1592.5801
KIAA0100|9703	7706.2287	KIAA0100|9703	6941.6566
KIAA0101|9768	276.0064	KIAA0101|9768	155.6531
KIAA0114|57291	763.285	KIAA0114|57291	795.312
KIAA0125|9834	80.1932	KIAA0125|9834	54.4926
KIAA0141|9812	1379.7101	KIAA0141|9812	1327.9418
KIAA0146|23514	1133.0113	KIAA0146|23514	1047.9339
KIAA0174|9798	2612.8824	KIAA0174|9798	3088.7502
KIAA0182|23199	1952.9791	KIAA0182|23199	2144.7714
KIAA0195|9772	1565.2464	KIAA0195|9772	1582.7910000000002
KIAA0196|9897	1891.1433	KIAA0196|9897	1647.0726
KIAA0226|9711	1020.6119	KIAA0226|9711	719.8607
KIAA0232|9778	2448.9533	KIAA0232|9778	1781.2082
KIAA0240|23506	1240.2576	KIAA0240|23506	1090.1307
KIAA0247|9766	2334.6216	KIAA0247|9766	2769.8989
KIAA0284|283638	739.4525	KIAA0284|283638	1161.3902
KIAA0317|9870	1195.4911	KIAA0317|9870	1186.5406
KIAA0319L|79932	2742.6731	KIAA0319L|79932	2607.2595
KIAA0355|9710	1324.9597	KIAA0355|9710	1087.0568
KIAA0368|23392	2710.467	KIAA0368|23392	3561.578
KIAA0391|9692	902.0612	KIAA0391|9692	678.3933
KIAA0406|9675	762.3188	KIAA0406|9675	637.7027
KIAA0408|9729	128.9984	KIAA0408|9729	54.4954
KIAA0415|9907	324.9597	KIAA0415|9907	356.8564
KIAA0427|9811	1274.0741	KIAA0427|9811	910.445
KIAA0430|9665	2986.4734	KIAA0430|9665	2587.4186
KIAA0467|23334	1207.8357	KIAA0467|23334	1225.2806
KIAA0494|9813	5065.095	KIAA0494|9813	4211.7888
KIAA0495|57212	743.9614	KIAA0495|57212	743.055
KIAA0513|9764	542.029	KIAA0513|9764	532.6299
KIAA0528|9847	1208.3736	KIAA0528|9847	1072.8049
KIAA0556|23247	600.9662	KIAA0556|23247	740.2605
KIAA0562|9731	700.4831	KIAA0562|9731	785.8107
KIAA0564|23078	1051.8519	KIAA0564|23078	1018.3123
KIAA0586|9786	478.9404	KIAA0586|9786	399.3578
KIAA0649|9858	542.351	KIAA0649|9858	594.947
KIAA0652|9776	1880.1932	KIAA0652|9776	1763.0439999999999
KIAA0664P3|100132341	70.5314	KIAA0664P3|100132341	79.643
KIAA0664|23277	998.3897	KIAA0664|23277	2065.9667
KIAA0748|9840	98.2287	KIAA0748|9840	37.1667
KIAA0753|9851	300.8052	KIAA0753|9851	480.6523
KIAA0754|643314	292.7536	KIAA0754|643314	274.6984
KIAA0776|23376	1200.6441	KIAA0776|23376	1079.7911
KIAA0802|23255	159.4203	KIAA0802|23255	128.2671
KIAA0831|22863	795.4911	KIAA0831|22863	625.9658
KIAA0892|23383	1377.7778	KIAA0892|23383	1340.517
KIAA0895L|653319	92.8019	KIAA0895L|653319	264.2135
KIAA0895|23366	223.5105	KIAA0895|23366	218.5291
KIAA0907|22889	727.5362	KIAA0907|22889	802.0187
KIAA0913|23053	1335.5878	KIAA0913|23053	1572.4597
KIAA0922|23240	673.1079	KIAA0922|23240	860.703
KIAA0947|23379	1582.2866	KIAA0947|23379	1476.3293
KIAA1009|22832	263.124	KIAA1009|22832	252.3425
KIAA1012|22878	1063.7681	KIAA1012|22878	1095.1608
KIAA1024|23251	76.3285	KIAA1024|23251	37.7256
KIAA1033|23325	1305.9581	KIAA1033|23325	1042.6244
KIAA1045|23349	44.4444	KIAA1045|23349	56.4487
KIAA1107|23285	160.3865	KIAA1107|23285	117.0891
KIAA1109|84162	2964.2512	KIAA1109|84162	2642.1907
KIAA1143|57456	1049.5974	KIAA1143|57456	871.3221
KIAA1147|57189	1458.9372	KIAA1147|57189	1486.11
KIAA1161|57462	372.6248	KIAA1161|57462	411.349
KIAA1191|57179	2083.4138	KIAA1191|57179	2289.526
KIAA1199|57214	38.6473	KIAA1199|57214	30.1805
KIAA1210|57481	18.6795	KIAA1210|57481	13.693
KIAA1211|57482	108.8567	KIAA1211|57482	129.9438
KIAA1217|56243	3740.3833	KIAA1217|56243	4374.5148
KIAA1239|57495	12.8824	KIAA1239|57495	32.4161
KIAA1244|57221	1201.2882	KIAA1244|57221	1417.645
KIAA1257|57501	13.2045	KIAA1257|57501	27.1485
KIAA1267|284058	1849.9195	KIAA1267|284058	1688.1516
KIAA1274|27143	483.4138	KIAA1274|27143	561.1337
KIAA1279|26128	781.6425	KIAA1279|26128	702.8143
KIAA1310|55683	1860.8696	KIAA1310|55683	1726.1567
KIAA1324L|222223	379.7101	KIAA1324L|222223	227.1921
KIAA1324|57535	4841.5459	KIAA1324|57535	10048.9874
KIAA1328|57536	164.2512	KIAA1328|57536	135.5328
KIAA1370|56204	2500.8052	KIAA1370|56204	1392.2151
KIAA1377|57562	318.1965	KIAA1377|57562	219.088
KIAA1383|54627	95.9742	KIAA1383|54627	139.1656
KIAA1407|57577	234.7826	KIAA1407|57577	213.2196
lowly_expressed	lowly_expressed	KIAA1409|57578	18.7231
KIAA1429|25962	2158.132	KIAA1429|25962	1652.1027
KIAA1430|57587	1640.9018	KIAA1430|57587	1481.3594
KIAA1432|57589	1147.153	KIAA1432|57589	864.2576
KIAA1462|57608	2504.3478	KIAA1462|57608	1066.0981
KIAA1467|57613	680.5153	KIAA1467|57613	676.2667
KIAA1468|57614	710.467	KIAA1468|57614	779.1039
lowly_expressed	lowly_expressed	KIAA1486|57624	10.8985
KIAA1522|57648	4339.4525	KIAA1522|57648	4005.902
KIAA1524|57650	113.6876	KIAA1524|57650	111.2207
KIAA1529|57653	113.6876	KIAA1529|57653	153.4175
KIAA1530|57654	136.2319	KIAA1530|57654	138.8862
KIAA1539|80256	276.3285	KIAA1539|80256	330.8677
KIAA1543|57662	342.029	KIAA1543|57662	410.5106
KIAA1549|57670	495.9742	KIAA1549|57670	599.9771
KIAA1586|57691	190.0161	KIAA1586|57691	183.8775
KIAA1598|57698	922.7053	KIAA1598|57698	1057.7146
KIAA1609|57707	308.5346	KIAA1609|57707	522.8492
KIAA1614|57710	69.03699999999999	KIAA1614|57710	70.2423
KIAA1632|57724	1177.1337	KIAA1632|57724	1180.1133
KIAA1644|85352	61.8357	KIAA1644|85352	33.8133
KIAA1671|85379	2658.2931	KIAA1671|85379	3286.0412
KIAA1683|80726	99.839	KIAA1683|80726	184.1569
KIAA1704|55425	402.0161	KIAA1704|55425	360.4976
KIAA1712|80817	335.6715	KIAA1712|80817	303.9735
KIAA1715|80856	667.3108	KIAA1715|80856	700.2993
KIAA1731|85459	404.5089	KIAA1731|85459	384.2424
KIAA1737|85457	1310.1449	KIAA1737|85457	980.8661
KIAA1755|85449	474.0741	KIAA1755|85449	414.1435
KIAA1797|54914	1384.5411	KIAA1797|54914	1541.1614
KIAA1804|84451	79.5491	KIAA1804|84451	184.9953
KIAA1826|84437	417.3913	KIAA1826|84437	428.6748
KIAA1841|84542	138.4863	KIAA1841|84542	198.6883
lowly_expressed	lowly_expressed	KIAA1875|340390	7.8246
KIAA1908|114796	188.0837	KIAA1908|114796	204.5567
KIAA1919|91749	124.3156	KIAA1919|91749	100.8811
KIAA1949|170954	1603.8647	KIAA1949|170954	1446.7077
KIAA1958|158405	56.6828	KIAA1958|158405	81.0402
KIAA1967|57805	2462.1578	KIAA1967|57805	2662.3109999999997
KIAA1984|84960	7.4879	KIAA1984|84960	6.7068
KIAA2013|90231	1172.9469	KIAA2013|90231	1334.3692
KIAA2018|205717	1099.1948	KIAA2018|205717	922.4613
KIAA2022|340533	57.971000000000004	KIAA2022|340533	67.0678
KIAA2026|158358	1019.3237	KIAA2026|158358	848.9662
KIDINS220|57498	2662.4799	KIDINS220|57498	2665.1055
KIF11|3832	529.7907	KIF11|3832	382.8452
KIF12|113220	213.5266	KIF12|113220	184.9953
KIF13A|63971	1722.3833	KIF13A|63971	1629.7468
KIF13B|23303	2315.942	KIF13B|23303	1882.6482
KIF14|9928	77.9388	KIF14|9928	64.5527
KIF15|56992	144.2834	KIF15|56992	125.4726
KIF16B|55614	784.8631	KIF16B|55614	1025.578
KIF17|57576	52.496	KIF17|57576	36.8873
KIF18A|81930	82.4477	KIF18A|81930	69.3034
KIF18B|146909	55.3945	KIF18B|146909	91.6593
KIF19|124602	44.1224	KIF19|124602	18.7231
KIF1A|547	18.6795	KIF1A|547	17.3258
KIF1B|23095	1920.7729	KIF1B|23095	2472.5651
KIF1C|10749	2002.5765	KIF1C|10749	2657.0015
KIF20A|10112	346.2158	KIF20A|10112	281.4052
KIF20B|9585	377.7778	KIF20B|9585	267.4327
KIF21A|55605	288.2448	KIF21A|55605	397.656
KIF21B|23046	276.0064	KIF21B|23046	228.0304
KIF22|3835	906.9243	KIF22|3835	730.2003
KIF23|9493	380.0322	KIF23|9493	226.9126
KIF24|347240	89.53299999999999	KIF24|347240	129.6895
KIF26A|26153	145.5717	KIF26A|26153	269.6683
KIF26B|55083	140.4187	KIF26B|55083	61.4788
KIF27|55582	83.4138	KIF27|55582	135.2533
KIF2A|3796	796.4573	KIF2A|3796	675.9872
KIF2C|11004	264.7343	KIF2C|11004	187.7898
KIF3A|11127	376.1675	KIF3A|11127	382.8452
KIF3B|9371	2260.5475	KIF3B|9371	2076.3064
KIF3C|3797	362.3188	KIF3C|3797	480.9318
KIF4A|24137	259.5813	KIF4A|24137	155.6531
KIF5A|3798	9.6618	KIF5A|3798	38.564
KIF5B|3799	4167.7939	KIF5B|3799	4286.7482
KIF5C|3800	286.3124	KIF5C|3800	273.3012
lowly_expressed	lowly_expressed	KIF6|221458	9.5013
KIF7|374654	84.161	KIF7|374654	197.7549
KIF9|64147	135.5942	KIF9|64147	144.4863
KIFAP3|22920	970.3704	KIFAP3|22920	900.3848
KIFC1|3833	263.124	KIFC1|3833	263.241
KIFC2|90990	185.2915	KIFC2|90990	184.2324
KIFC3|3801	218.6795	KIFC3|3801	308.2323
KILLIN|100144748	57.648999999999994	KILLIN|100144748	67.6267
KIN|22944	252.1739	KIN|22944	231.1044
lowly_expressed	lowly_expressed	KIRREL2|84063	22.0765
lowly_expressed	lowly_expressed	KIRREL3|84623	6.7068
KIRREL|55243	764.8953	KIRREL|55243	1031.167
KISS1R|84634	5.7971	lowly_expressed	lowly_expressed
KITLG|4254	1772.3027	KITLG|4254	971.0854
KIT|3815	1918.1965	KIT|3815	4189.2205
KLB|152831	208.6957	KLB|152831	18.7231
KLC1|3831	1482.2415	KLC1|3831	1452.5761
KLC2|64837	286.6345	KLC2|64837	405.2011
KLC3|147700	52.9565	KLC3|147700	72.6567
KLC4|89953	399.1852	KLC4|89953	420.6295
KLF10|7071	2484.058	KLF10|7071	2620.3936
KLF11|8462	968.7601	KLF11|8462	839.7444
KLF12|11278	986.7955	KLF12|11278	769.8821
KLF13|51621	2998.7118	KLF13|51621	2346.813
KLF15|28999	78.905	KLF15|28999	38.564
KLF16|83855	165.8615	KLF16|83855	312.1446
KLF2|10365	689.533	KLF2|10365	333.1033
KLF3|51274	1748.1481	KLF3|51274	1585.2473
KLF4|9314	498.8728	KLF4|9314	429.7926
KLF5|688	436.0709	KLF5|688	720.6991
KLF6|1316	3086.6345	KLF6|1316	2668.4589
KLF7|8609	185.8293	KLF7|8609	117.9275
KLF8|11279	437.037	KLF8|11279	356.8564
KLF9|687	1536.2319	KLF9|687	1232.6497
KLHDC10|23008	951.6908	KLHDC10|23008	871.8810000000001
KLHDC1|122773	93.7198	KLHDC1|122773	76.2896
KLHDC2|23588	1038.0032	KLHDC2|23588	854.5552
KLHDC3|116138	2023.1884	KLHDC3|116138	1838.2158
KLHDC4|54758	119.8068	KLHDC4|54758	184.7745
KLHDC5|57542	683.4138	KLHDC5|57542	1315.0872
KLHDC7A|127707	4050.8857	KLHDC7A|127707	20.9587
KLHDC7B|113730	63.7681	KLHDC7B|113730	213.7785
KLHDC8A|55220	9.0177	KLHDC8A|55220	25.4299
KLHDC8B|200942	511.7552	KLHDC8B|200942	667.0449
KLHDC9|126823	88.2448	KLHDC9|126823	61.4788
