gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
CHERP|10523	1165.0081	CHERP|10523	1298.0017
CHFR|55743	388.0837	CHFR|55743	429.2337
lowly_expressed	lowly_expressed	CHGA|1113	27.1066
CHGB|1114	5.153	CHGB|1114	8.3835
CHI3L1|1116	856.6828	CHI3L1|1116	1993.0305
CHI3L2|1117	405.475	CHI3L2|1117	1176.4805
CHIC1|53344	437.6812	CHIC1|53344	280.0079
CHIC2|26511	185.5072	CHIC2|26511	197.291
CHID1|66005	1433.1723	CHID1|66005	1552.3394
CHIT1|1118	619.3237	CHIT1|1118	2266.3317
CHKA|1119	333.9775	CHKA|1119	740.8194
CHKB-CPT1B|386593	166.3124	CHKB-CPT1B|386593	262.0002
CHKB|1120	183.4396	CHKB|1120	216.8776
CHL1|10752	354.5894	CHL1|10752	304.5995
CHML|1122	441.2238	CHML|1122	490.4331
CHMP1A|5119	1409.9839	CHMP1A|5119	1822.8461
CHMP1B|57132	1229.9517	CHMP1B|57132	1481.0799
CHMP2A|27243	1577.7778	CHMP2A|27243	1563.5174
CHMP2B|25978	1034.7826	CHMP2B|25978	872.4399
CHMP4A|29082	968.0419	CHMP4A|29082	904.0651
CHMP4B|128866	2734.6216	CHMP4B|128866	2826.0681
CHMP4C|92421	334.6216	CHMP4C|92421	447.1185
CHMP5|51510	1028.3414	CHMP5|51510	1278.5967
CHMP6|79643	374.8792	CHMP6|79643	362.166
CHMP7|91782	1179.7101	CHMP7|91782	1121.1495
CHM|1121	646.6989	CHM|1121	511.9506
CHN1|1123	330.7568	CHN1|1123	499.096
CHN2|1124	184.21900000000002	CHN2|1124	142.519
CHODL|140578	13.2045	CHODL|140578	31.2983
CHORDC1|26973	355.2335	CHORDC1|26973	489.0358
lowly_expressed	lowly_expressed	CHP2|63928	10.0602
CHPF2|54480	1071.1755	CHPF2|54480	1224.5457
CHPF|79586	1426.7311	CHPF|79586	1708.5514
CHPT1|56994	1618.6795	CHPT1|56994	1449.5022
CHP|11261	2121.095	CHP|11261	2786.9453
CHRAC1|54108	561.3527	CHRAC1|54108	508.3178
CHRDL1|91851	4711.7552	CHRDL1|91851	2133.5934
CHRDL2|25884	5.475	CHRDL2|25884	21.5176
CHRD|8646	238.0032	CHRD|8646	297.8927
CHRFAM7A|89832	29.9517	CHRFAM7A|89832	32.4664
CHRM1|1128	20.934	CHRM1|1128	169.905
CHRM3|1131	13.5266	CHRM3|1131	38.2845
CHRM4|1132	5.475	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRM5|1133	7.2657
CHRNA10|57053	8.3736	CHRNA10|57053	13.1341
CHRNA1|1134	23.8325	CHRNA1|1134	117.9275
lowly_expressed	lowly_expressed	CHRNA2|1135	16.4875
lowly_expressed	lowly_expressed	CHRNA3|1136	9.7807
CHRNA5|1138	27.0531	CHRNA5|1138	72.0979
CHRNA6|8973	6.4412	lowly_expressed	lowly_expressed
CHRNA7|1139	6.1192	CHRNA7|1139	8.9424
CHRNB1|1140	180.3543	CHRNB1|1140	197.5705
CHRNB2|1141	47.9871	CHRNB2|1141	88.3059
CHRNE|1145	17.6071	CHRNE|1145	21.8557
CHST10|9486	233.4944	CHST10|9486	338.1333
CHST11|50515	149.1143	CHST11|50515	127.7082
CHST12|55501	227.6973	CHST12|55501	195.6143
CHST13|166012	6.1192	CHST13|166012	13.693
CHST14|113189	600.9662	CHST14|113189	619.5385
CHST15|51363	1568.4379999999999	CHST15|51363	1820.3310000000001
CHST1|8534	117.2303	CHST1|8534	441.25
CHST2|9435	200.3221	CHST2|9435	553.5885
CHST3|9469	571.6586	CHST3|9469	1439.1625
lowly_expressed	lowly_expressed	CHST4|10164	8.9424
lowly_expressed	lowly_expressed	CHST5|23563	7.5954
CHST6|4166	11.2721	CHST6|4166	54.4926
CHST7|56548	107.8905	CHST7|56548	92.7771
lowly_expressed	lowly_expressed	CHST8|64377	28.5038
CHST9|83539	52.818000000000005	CHST9|83539	197.291
CHSY1|22856	1809.9839	CHSY1|22856	2404.1001
CHSY3|337876	136.5539	CHSY3|337876	68.465
CHTF18|63922	114.0097	CHTF18|63922	143.0779
CHTF8|54921	2104.3478	CHTF8|54921	2630.1743
CHUK|1147	610.628	CHUK|1147	565.3254
CHURC1|91612	1643.7617	CHURC1|91612	1312.955
CIAO1|9391	1765.5395	CIAO1|9391	1967.8801
CIAPIN1|57019	695.6522	CIAPIN1|57019	987.8524
CIB1|10519	1112.0773	CIB1|10519	1317.0433
CIB2|10518	77.2947	CIB2|10518	152.0203
CIC|23152	1562.6409	CIC|23152	1564.9146
CIDEA|1149	369.4042	CIDEA|1149	18.1642
CIDEB|27141	488.9823	CIDEB|27141	469.2927
CIDECP|152302	118.8406	CIDECP|152302	88.8648
CIDEC|63924	1261.1916	CIDEC|63924	56.4487
CIITA|4261	410.62800000000004	CIITA|4261	367.7549
CILP2|148113	451.5298	CILP2|148113	38.564
CILP|8483	10390.6602	CILP|8483	1047.6544
CINP|51550	401.9324	CINP|51550	408.275
CIR1|9541	921.4171	CIR1|9541	824.6541
CIRBP|1153	4854.4283	CIRBP|1153	5387.4980000000005
CIRH1A|84916	692.4316	CIRH1A|84916	1019.9889999999999
CISD1|55847	337.8422	CISD1|55847	310.7473
CISD2|493856	530.1095	CISD2|493856	489.0302
CISD3|284106	487.5556	CISD3|284106	579.7338
CISH|1154	742.6731	CISH|1154	633.2315
CITED1|4435	26.409000000000002	CITED1|4435	362.166
CITED2|10370	1419.3237	CITED2|10370	1121.4289999999999
CITED4|163732	156.1997	CITED4|163732	655.8669
CIT|11113	266.9887	CIT|11113	247.5918
CIZ1|25792	1404.8309	CIZ1|25792	1795.7395
CKAP2L|150468	103.7037	CKAP2L|150468	65.1116
CKAP2|26586	1283.7359	CKAP2|26586	746.6878
CKAP4|10970	1579.7101	CKAP4|10970	3314.2656
CKAP5|9793	2455.3945	CKAP5|9793	2469.2117
CKB|1152	371.3366	CKB|1152	341.2073
CKLF|51192	304.9919	CKLF|51192	380.3301
CKMT1A|548596	280.8374	CKMT1A|548596	141.9601
CKMT1B|1159	282.1256	CKMT1B|1159	221.8825
CKMT2|1160	67.3108	CKMT2|1160	41.07899999999999
CKS1B|1163	486.6345	CKS1B|1163	516.4218
CKS2|1164	279.8712	CKS2|1164	269.1094
CLASP1|23332	1445.4106	CLASP1|23332	1462.0774
CLASP2|23122	1685.0242	CLASP2|23122	1275.6849
CLCA2|9635	1406.1192	CLCA2|9635	432.8666
CLCA4|22802	19.0016	CLCA4|22802	46.9474
CLCC1|23155	978.306	CLCC1|23155	948.8469
CLCF1|23529	57.3269	CLCF1|23529	114.2947
lowly_expressed	lowly_expressed	CLCN1|1180	6.7068
CLCN2|1181	78.905	CLCN2|1181	96.6894
CLCN3|1182	2035.4267	CLCN3|1182	1903.6068
CLCN4|1183	222.2222	CLCN4|1183	105.9112
CLCN5|1184	214.4928	CLCN5|1184	203.4389
CLCN6|1185	574.8792	CLCN6|1185	485.9619
CLCN7|1186	1320.1288	CLCN7|1186	1368.1825
CLCNKA|1187	7.0853	lowly_expressed	lowly_expressed
CLDN10|9071	6.7665	lowly_expressed	lowly_expressed
CLDN11|5010	700.4831	CLDN11|5010	883.8973
CLDN12|9069	804.1868	CLDN12|9069	900.7732
CLDN15|24146	160.3865	CLDN15|24146	182.7597
lowly_expressed	lowly_expressed	CLDN18|51208	5.3095
CLDN19|149461	23.5105	CLDN19|149461	219.3675
CLDN1|9076	582.9308	CLDN1|9076	714.8306
CLDN23|137075	44.4444	CLDN23|137075	70.1417
CLDN2|9075	11.5008	CLDN2|9075	20.0281
CLDN3|1365	220.2899	CLDN3|1365	581.8129
CLDN4|1364	1126.57	CLDN4|1364	2214.9131
CLDN5|7122	541.0628	CLDN5|7122	570.076
CLDN7|1366	897.2625	CLDN7|1366	1799.9313
CLDN8|9073	279.2271	CLDN8|9073	743.6139
CLDN9|9080	6.4412	CLDN9|9080	7.2657
CLDND1|56650	1115.62	CLDND1|56650	1110.5305
CLEC10A|10462	262.4799	CLEC10A|10462	194.2171
CLEC11A|6320	311.4332	CLEC11A|6320	250.9452
CLEC12A|160364	13.8486	CLEC12A|160364	19.0025
CLEC14A|161198	1177.1337	CLEC14A|161198	620.9358
CLEC16A|23274	687.2786	CLEC16A|23274	770.7204
CLEC17A|388512	12.2383	CLEC17A|388512	16.4875
lowly_expressed	lowly_expressed	CLEC18A|348174	6.7068
CLEC1A|51267	157.4879	CLEC1A|51267	100.8811
CLEC2B|9976	575.8454	CLEC2B|9976	286.7147
CLEC2D|29121	730.4348	CLEC2D|29121	567.0021
CLEC2L|154790	6.4412	CLEC2L|154790	15.9286
CLEC3B|7123	384.219	CLEC3B|7123	358.2537
CLEC4A|50856	89.8551	CLEC4A|50856	88.8648
CLEC4E|26253	15.780999999999999	CLEC4E|26253	34.3722
CLEC4F|165530	16.4251	CLEC4F|165530	36.0489
CLEC5A|23601	41.868	CLEC5A|23601	33.5339
CLEC7A|64581	195.8132	CLEC7A|64581	255.4164
CLEC9A|283420	30.5958	CLEC9A|283420	31.8572
CLECL1|160365	13.8486	CLECL1|160365	7.5451
CLGN|1047	930.4348	CLGN|1047	74.054
CLIC1|1192	5120.1288	CLIC1|1192	4908.2429
CLIC2|1193	730.4348	CLIC2|1193	424.7625
CLIC3|9022	14.1707	CLIC3|9022	37.4462
CLIC4|25932	6487.9227	CLIC4|25932	5745.7517
CLIC5|53405	434.4605	CLIC5|53405	294.5393
CLIC6|54102	3354.5894	CLIC6|54102	1970.9541
CLINT1|9685	1886.9565	CLINT1|9685	1913.1081
CLIP1|6249	1828.9855	CLIP1|6249	1817.5365
CLIP2|7461	414.8148	CLIP2|7461	634.3493
CLIP3|25999	782.9308	CLIP3|25999	665.6476
CLIP4|79745	549.4364	CLIP4|79745	664.8093
CLK1|1195	2072.1417	CLK1|1195	2173.8341
CLK2P|1197	11.5942	CLK2P|1197	12.5752
CLK2|1196	542.6731	CLK2|1196	584.3279
CLK3|1198	744.6055	CLK3|1198	744.1728
CLK4|57396	689.533	CLK4|57396	634.0699
CLMN|79789	2729.7907	CLMN|79789	2125.7688
CLN3|1201	1336.1868	CLN3|1201	1053.2434
CLN5|1203	800.0	CLN5|1203	718.184
CLN6|54982	705.6361	CLN6|54982	947.3322
CLN8|2055	597.4235	CLN8|2055	577.9006
CLNS1A|1207	1415.1369	CLNS1A|1207	1532.4985
CLOCK|9575	635.1047	CLOCK|9575	530.3943
CLP1|10978	339.1304	CLP1|10978	322.2047
CLPB|81570	241.2238	CLPB|81570	282.8024
CLPP|8192	578.4219	CLPP|8192	606.125
CLPTM1L|81037	1866.0225	CLPTM1L|81037	1962.85
CLPTM1|1209	2569.0821	CLPTM1|1209	2456.357
CLPX|10845	861.5137	CLPX|10845	772.956
CLSPN|63967	111.7552	CLSPN|63967	83.8347
CLSTN1|22883	4720.7729	CLSTN1|22883	6325.0495
CLSTN2|64084	3300.4831	CLSTN2|64084	168.2283
CLSTN3|9746	2025.7649	CLSTN3|9746	2402.9823
CLTA|1211	1609.6618	CLTA|1211	2253.4770000000003
CLTB|1212	531.7230000000001	CLTB|1212	767.926
CLTCL1|8218	40.2576	CLTCL1|8218	52.257
CLTC|1213	13117.5523	CLTC|1213	11327.1873
CLUAP1|23059	523.8841	CLUAP1|23059	508.3178
CLUL1|27098	34.7826	CLUL1|27098	90.262
CLU|1191	9899.839	CLU|1191	21611.4708
lowly_expressed	lowly_expressed	CLVS1|157807	5.3263
CLYBL|171425	81.1594	CLYBL|171425	108.1468
CMA1|1215	40.5797	CMA1|1215	31.8572
CMAH|8418	235.7488	CMAH|8418	193.0993
CMAS|55907	658.6151	CMAS|55907	772.1177
CMBL|134147	1365.8615	CMBL|134147	866.5715
CMC1|152100	138.4863	CMC1|152100	115.133
CMIP|80790	1263.124	CMIP|80790	1197.1597
CMKLR1|1240	700.1610000000001	CMKLR1|1240	660.8969999999999
CMPK1|51727	3741.3849	CMPK1|51727	3669.1659
CMPK2|129607	275.0403	CMPK2|129607	165.9927
CMTM1|113540	111.1111	CMTM1|113540	157.0504
CMTM3|123920	1532.6892	CMTM3|123920	1422.6751
CMTM4|146223	1658.2931	CMTM4|146223	2693.3298
lowly_expressed	lowly_expressed	CMTM5|116173	18.7231
CMTM6|54918	2911.1111	CMTM6|54918	3215.3406
CMTM7|112616	744.2834	CMTM7|112616	887.5301
CMTM8|152189	160.7085	CMTM8|152189	124.0754
CMYA5|202333	772.6248	CMYA5|202333	726.5675
lowly_expressed	lowly_expressed	CN5H6.4|150384	8.9424
CNBP|7555	6342.029	CNBP|7555	6799.554
CNDP2|55748	2932.6892	CNDP2|55748	5512.4117
CNFN|84518	29.3076	CNFN|84518	43.8735
CNGA1|1259	22.5443	CNGA1|1259	32.1366
CNGA3|1261	6.1192	lowly_expressed	lowly_expressed
CNGA4|1262	17.3913	CNGA4|1262	17.3258
lowly_expressed	lowly_expressed	CNGB1|1258	7.8246
CNIH2|254263	32.2061	CNIH2|254263	27.9449
CNIH3|149111	141.0628	CNIH3|149111	153.9764
CNIH4|29097	860.2254	CNIH4|29097	734.951
CNIH|10175	1420.6119	CNIH|10175	1219.7951
CNKSR1|10256	333.9775	CNKSR1|10256	359.092
CNKSR2|22866	37.3591	CNKSR2|22866	11.177999999999999
CNKSR3|154043	252.81799999999998	CNKSR3|154043	405.76
CNN1|1264	547.8261	CNN1|1264	2611.1718
CNN2|1265	2892.1095	CNN2|1265	3667.2097
CNN3|1266	6094.3639	CNN3|1266	6237.3025
CNNM1|26507	28.0193	CNNM1|26507	41.3585
CNNM2|54805	174.5572	CNNM2|54805	132.7383
CNNM3|26505	827.3752	CNNM3|26505	781.0601
CNNM4|26504	689.211	CNNM4|26504	707.0061
CNOT10|25904	602.2544	CNOT10|25904	609.7578
CNOT1|23019	4533.5717	CNOT1|23019	5616.5484
CNOT2|4848	1584.5411	CNOT2|4848	1453.9733
CNOT3|4849	829.3076	CNOT3|4849	871.0427
CNOT4|4850	632.2061	CNOT4|4850	558.6186
CNOT6L|246175	1874.7182	CNOT6L|246175	1344.4293
CNOT6|57472	2027.0531	CNOT6|57472	1345.2677
CNOT7|29883	2127.2142	CNOT7|29883	1808.5942
CNOT8|9337	1486.6345	CNOT8|9337	1400.5986
CNO|55330	213.2045	CNO|55330	240.6056
CNPY2|10330	951.6908	CNPY2|10330	1257.5207
CNPY3|10695	1143.3172	CNPY3|10695	1333.5308
CNPY4|245812	402.8986	CNPY4|245812	463.86300000000006
CNP|1267	1450.4831	CNP|1267	2190.3663
CNR1|1268	98.2287	CNR1|1268	39.9612
CNR2|1269	11.9163	CNR2|1269	8.3835
CNRIP1|25927	571.9807	CNRIP1|25927	345.1196
CNST|163882	914.0097	CNST|163882	596.3442
CNTD1|124817	24.686	CNTD1|124817	49.0629
CNTD2|79935	31.561999999999998	CNTD2|79935	16.208
CNTFR|1271	145.5717	CNTFR|1271	331.1471
CNTF|1270	16.4219	CNTF|1270	9.5907
CNTLN|54875	268.277	CNTLN|54875	214.8963
CNTN1|1272	534.6216	CNTN1|1272	608.3606
CNTN2|6900	7.7295	CNTN2|6900	20.3998
CNTN3|5067	146.8599	CNTN3|5067	98.925
CNTN4|152330	411.5942	CNTN4|152330	351.8263
lowly_expressed	lowly_expressed	CNTN6|27255	6.1479
CNTNAP1|8506	309.8229	CNTNAP1|8506	258.2109
CNTNAP2|26047	726.57	CNTNAP2|26047	97.8072
CNTNAP3|79937	142.9952	CNTNAP3|79937	250.9452
CNTROB|116840	665.7005	CNTROB|116840	691.9158
COASY|80347	957.1659	COASY|80347	1655.7356
COBLL1|22837	800.0	COBLL1|22837	702.5349
COBL|23242	667.9549	COBL|23242	1707.9925
COBRA1|25920	1179.3881	COBRA1|25920	1220.9128
COCH|1690	36.1932	COCH|1690	37.7955
COG1|9382	882.6184	COG1|9382	860.295
COG2|22796	767.4718	COG2|22796	660.8969999999999
COG3|83548	795.4911	COG3|83548	823.5363
COG4|25839	829.9517	COG4|25839	1170.612
COG5|10466	1091.3849	COG5|10466	950.5571
COG6|57511	560.0644	COG6|57511	628.4809
COG7|91949	477.2947	COG7|91949	554.7063
COG8|84342	361.7907	COG8|84342	410.6252
COIL|8161	591.9485	COIL|8161	520.0547
COL10A1|1300	2095.3301	COL10A1|1300	74.6129
COL11A1|1301	368.7601	COL11A1|1301	101.9989
COL11A2|1302	8.0515	COL11A2|1302	12.0163
COL12A1|1303	10245.7327	COL12A1|1303	3614.9528
COL13A1|1305	9.0177	COL13A1|1305	10.6191
COL14A1|7373	15586.1514	COL14A1|7373	10399.1371
COL15A1|1306	4521.095	COL15A1|1306	6226.404
COL16A1|1307	2164.5733	COL16A1|1307	2148.1248
COL17A1|1308	949.4364	COL17A1|1308	6078.295999999999
COL18A1|80781	4262.4799	COL18A1|80781	4454.4177
COL1A1|1277	196038.0032	COL1A1|1277	80352.2176
COL1A2|1278	175998.7118	COL1A2|1278	61940.1588
COL21A1|81578	79.5491	COL21A1|81578	146.4313
COL22A1|169044	7.4074	COL22A1|169044	45.8296
COL23A1|91522	43.8003	COL23A1|91522	76.2896
COL24A1|255631	21.256	COL24A1|255631	16.4875
COL25A1|84570	20.2899	COL25A1|84570	23.4737
COL27A1|85301	91.7874	COL27A1|85301	296.7749
COL28A1|340267	8.0515	COL28A1|340267	19.5614
COL2A1|1280	13.5266	COL2A1|1280	235.5755
COL3A1|1281	259490.8213	COL3A1|1281	111247.5443
COL4A1|1282	7549.4364	COL4A1|1282	5206.9739
COL4A2|1284	7505.314	COL4A2|1284	8336.2443
COL4A3BP|10087	1690.1771	COL4A3BP|10087	1148.815
COL4A3|1285	11.9163	COL4A3|1285	21.5176
COL4A4|1286	79.8712	COL4A4|1286	102.2783
COL4A5|1287	977.4557	COL4A5|1287	1754.6605
COL4A6|1288	100.8052	COL4A6|1288	593.8292
COL5A1|1289	11588.4058	COL5A1|1289	6222.7712
COL5A2|1290	17363.9291	COL5A2|1290	8366.9837
COL5A3|50509	600.6441	COL5A3|50509	552.1913
COL6A1|1291	18161.6747	COL6A1|1291	12219.1886
COL6A2|1292	20110.467	COL6A2|1292	14094.0122
COL6A3|1293	48528.5089	COL6A3|1293	23992.9355
lowly_expressed	lowly_expressed	COL6A4P2|646300	9.5013
COL6A6|131873	122.0612	COL6A6|131873	808.1666
COL7A1|1294	120.7729	COL7A1|1294	673.7516
COL8A1|1295	933.9775	COL8A1|1295	121.2809
COL8A2|1296	1106.9243	COL8A2|1296	1037.3148
COL9A1|1297	5.153	lowly_expressed	lowly_expressed
COL9A2|1298	128.5024	COL9A2|1298	303.7611
COL9A3|1299	28.0193	COL9A3|1299	100.8811
COLEC11|78989	41.868	COLEC11|78989	14.8108
COLEC12|81035	848.3092	COLEC12|81035	1324.5884
COLQ|8292	75.2657	COLQ|8292	50.0605
COMMD10|51397	565.2174	COMMD10|51397	440.1322
COMMD1|150684	274.0741	COMMD1|150684	309.6295
COMMD2|51122	889.211	COMMD2|51122	748.0851
COMMD3|23412	703.0467	COMMD3|23412	689.2583
COMMD4|54939	648.3092	COMMD4|54939	643.5711
COMMD5|28991	458.9726	COMMD5|28991	443.7399
COMMD6|170622	1423.1884	COMMD6|170622	1484.1538
COMMD7|149951	1219.9678	COMMD7|149951	966.6142
COMMD8|54951	314.0097	COMMD8|54951	257.3726
COMMD9|29099	776.1675	COMMD9|29099	732.7154
COMP|1311	1271.4976	COMP|1311	110.9413
COMTD1|118881	40.2576	COMTD1|118881	70.4212
COMT|1312	1265.7005	COMT|1312	2096.1472
COPA|1314	6099.2593	COPA|1314	6503.1117
COPB1|1315	3458.2287	COPB1|1315	3626.2118
COPB2|9276	3540.0966	COPB2|9276	4162.6729
COPE|11316	1317.2142	COPE|11316	1568.5475
COPG2|26958	750.0805	COPG2|26958	536.8216
COPG|22820	2568.438	COPG|22820	3992.4884
COPS2|9318	2326.57	COPS2|9318	1866.999
COPS3|8533	1156.8438	COPS3|8533	1074.761
COPS4|51138	1006.4412	COPS4|51138	974.1593
COPS5|10987	1017.3913	COPS5|10987	945.935
COPS6|10980	1451.2077	COPS6|10980	1481.9182
COPS7A|50813	1355.5556	COPS7A|50813	1370.6975
COPS7B|64708	591.3043	COPS7B|64708	709.5211
COPS8|10920	1244.6989	COPS8|10920	984.1888
COPZ1|22818	3540.7407	COPZ1|22818	3759.1485
COPZ2|51226	411.5942	COPZ2|51226	281.9641
COQ10A|93058	104.9919	COQ10A|93058	118.7658
COQ10B|80219	513.0435	COQ10B|80219	489.8742
COQ2|27235	159.4203	COQ2|27235	199.5266
COQ3|51805	152.9791	COQ3|51805	134.9739
COQ4|51117	493.0757	COQ4|51117	810.6817
COQ5|84274	642.8341	COQ5|84274	584.8868
COQ6|51004	391.8808	COQ6|51004	359.9583
COQ7|10229	487.9227	COQ7|10229	405.4806
COQ9|57017	546.2158	COQ9|57017	828.0075
CORIN|10699	151.6908	CORIN|10699	115.133
CORO1A|11151	1047.6651	CORO1A|11151	909.8861
CORO1B|57175	1120.7729	CORO1B|57175	1490.3017
CORO1C|23603	2382.9308	CORO1C|23603	2973.0583
CORO2A|7464	289.8551	CORO2A|7464	642.7328
CORO2B|10391	183.5749	CORO2B|10391	297.8927
CORO6|84940	19.3237	CORO6|84940	10.6191
CORO7|79585	473.0338	CORO7|79585	495.3681
COTL1|23406	2257.3269	COTL1|23406	2486.5375
COX10|1352	348.4702	COX10|1352	356.0181
COX11|1353	577.2915	COX11|1353	530.7687
COX15|1355	1375.9903	COX15|1355	1182.2539
COX16|51241	963.9291	COX16|51241	762.8959
COX17|10063	310.1449	COX17|10063	316.3363
COX18|285521	526.57	COX18|285521	415.2613
COX19|90639	243.2947	COX19|90639	211.8419
COX4I1|1327	2959.0982	COX4I1|1327	4446.0342
COX4I2|84701	60.2254	COX4I2|84701	22.0765
COX4NB|10328	308.5346	COX4NB|10328	446.5596
COX5A|9377	1139.4525	COX5A|9377	1149.9328
COX5B|1329	950.7246	COX5B|1329	966.6142
COX6A1|1337	1800.9662	COX6A1|1337	1422.6751
COX6B1|1340	2303.7037	COX6B1|1340	2007.003
COX6B2|125965	5.7971	COX6B2|125965	12.5752
COX6C|1345	1736.876	COX6C|1345	1839.3336
COX7A1|1346	247.9871	COX7A1|1346	252.9014
COX7A2L|9167	1643.8003	COX7A2L|9167	1738.4525
COX7A2|1347	1287.2786	COX7A2|1347	1092.9252
COX7B|1349	1282.7697	COX7B|1349	1151.33
COX7C|1350	3542.3509999999997	COX7C|1350	2814.8902
COX8A|1351	1464.0902	COX8A|1351	1353.9306
CP110|9738	797.4235	CP110|9738	590.1964
lowly_expressed	lowly_expressed	CPA1|1357	7.2657
CPA3|1359	1360.0644	CPA3|1359	245.9152
CPA4|51200	40.9018	CPA4|51200	50.8597
lowly_expressed	lowly_expressed	CPA6|57094	29.6216
CPAMD8|27151	216.1031	CPAMD8|27151	589.3580000000001
CPB1|1360	9.9839	CPB1|1360	17.6053
lowly_expressed	lowly_expressed	CPB2|1361	8.9424
CPD|1362	4592.2705	CPD|1362	3926.5384
CPEB1|64506	48.9533	CPEB1|64506	21.796999999999997
CPEB2|132864	1095.9742	CPEB2|132864	663.1326
CPEB3|22849	235.1047	CPEB3|22849	181.6419
CPEB4|80315	1402.5765	CPEB4|80315	854.2757
CPE|1363	5473.7519999999995	CPE|1363	5983.2834
CPLX1|10815	54.1063	CPLX1|10815	63.9938
CPM|1368	806.4412	CPM|1368	692.1953
CPNE1|8904	1881.2432	CPNE1|8904	2132.2185
CPNE2|221184	756.1997	CPNE2|221184	1147.6972
CPNE3|8895	3627.3752	CPNE3|8895	3421.0151
CPNE5|57699	216.1031	CPNE5|57699	162.9188
CPNE7|27132	58.6151	CPNE7|27132	37.4462
CPNE8|144402	225.7649	CPNE8|144402	218.8086
CPOX|1371	318.1965	CPOX|1371	350.1496
CPPED1|55313	663.1239999999999	CPPED1|55313	541.5722
CPS1|1373	125.6039	CPS1|1373	316.8952
CPSF1|29894	928.1804	CPSF1|29894	1191.8501
CPSF2|53981	1170.6924	CPSF2|53981	1276.5232
CPSF3L|54973	1202.2544	CPSF3L|54973	1367.0647
CPSF3|51692	681.8035	CPSF3|51692	805.3721
CPSF4|10898	401.6103	CPSF4|10898	463.0471
CPSF6|11052	1920.1288	CPSF6|11052	2067.364
CPSF7|79869	1981.6425	CPSF7|79869	2113.1936
CPT1A|1374	2259.5813	CPT1A|1374	2179.7025
CPT1B|1375	175.9485	CPT1B|1375	215.24
CPT1C|126129	91.1433	CPT1C|126129	88.0264
CPT2|1376	866.0225	CPT2|1376	707.565
CPVL|54504	942.029	CPVL|54504	866.5715
CPXM1|56265	2729.7907	CPXM1|56265	1854.9827
CPXM2|119587	1980.0322	CPXM2|119587	1162.2286
CPZ|8532	915.62	CPZ|8532	280.0079
CP|1356	746.4348	CP|1356	5749.8093
CR1|1378	133.9775	CR1|1378	193.9376
CR2|1380	106.6023	CR2|1380	48.6241
CRABP1|1381	23.1884	CRABP1|1381	1083.1445
CRABP2|1382	2255.7166	CRABP2|1382	4836.4245
CRADD|8738	131.401	CRADD|8738	162.6393
CRAMP1L|57585	970.4702	CRAMP1L|57585	1056.39
CRAT|1384	2016.1031	CRAT|1384	1531.6602
CRB1|23418	5.7971	lowly_expressed	lowly_expressed
CRB2|286204	14.1707	CRB2|286204	72.6567
CRB3|92359	191.9485	CRB3|92359	141.9601
CRBN|51185	1002.1385	CRBN|51185	751.7459
CRCP|27297	965.8615	CRCP|27297	831.9198
CREB1|1385	1562.963	CREB1|1385	1481.9182
CREB3L1|90993	810.628	CREB3L1|90993	684.3707
CREB3L2|64764	3636.0709	CREB3L2|64764	3728.968
CREB3L4|148327	2010.9501	CREB3L4|148327	1291.8929
CREB3|10488	765.3784	CREB3|10488	1019.1255
CREB5|9586	180.3543	CREB5|9586	334.7799
CREBBP|1387	3176.1675	CREBBP|1387	2922.478
CREBL2|1389	2544.9275	CREBL2|1389	1839.3336
CREBZF|58487	1231.562	CREBZF|58487	1276.8027
CREG1|8804	2748.1481	CREG1|8804	2885.5908
CRELD1|78987	504.6699	CRELD1|78987	673.4722
CRELD2|79174	287.6006	CRELD2|79174	545.4845
CREM|1390	403.2206	CREM|1390	309.6295
CRHBP|1393	36.715	CRHBP|1393	23.1943
CRHR1|1394	17.2593	CRHR1|1394	57.0076
CRIM1|51232	3877.6167	CRIM1|51232	4731.3517
CRIP1|1396	836.715	CRIP1|1396	643.8506
CRIP2|1397	1363.285	CRIP2|1397	1853.5855
CRIPAK|285464	194.847	CRIPAK|285464	231.3838
CRIPT|9419	302.7375	CRIPT|9419	337.5744
CRISP3|10321	13.2045	CRISP3|10321	96.9688
CRISPLD1|83690	811.2721	CRISPLD1|83690	1393.0535
CRISPLD2|83716	3766.5056	CRISPLD2|83716	1982.4115
CRKL|1399	2495.9742	CRKL|1399	2304.3368
CRK|1398	1019.9678	CRK|1398	1296.3641
CRLF1|9244	85.0242	CRLF1|9244	135.2533
CRLF3|51379	411.5942	CRLF3|51379	396.5382
CRLS1|54675	703.0596	CRLS1|54675	669.8393
CRMP1|1400	133.2818	CRMP1|1400	352.3154
CRNKL1|51340	1315.2979	CRNKL1|51340	1037.5943
CROCCL1|84809	305.5942	CROCCL1|84809	367.4643
CROCCL2|114819	52.1739	CROCCL2|114819	90.8209
CROCC|9696	227.0531	CROCC|9696	290.627
CROT|54677	1276.6506	CROT|54677	781.3395
CRTAC1|55118	50.2415	CRTAC1|55118	67.3472
CRTAM|56253	54.1063	CRTAM|56253	34.9311
CRTAP|10491	6702.0934	CRTAP|10491	4933.1139
CRTC1|23373	487.2786	CRTC1|23373	463.606
