gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
KLHL13|90293	138.9831	KLHL13|90293	2077.1277
lowly_expressed	lowly_expressed	KLHL14|57565	14.6277
KLHL15|80311	247.4576	KLHL15|80311	195.0355
KLHL17|339451	93.2203	KLHL17|339451	86.4362
KLHL18|23276	258.4746	KLHL18|23276	376.3298
KLHL20|27252	354.2373	KLHL20|27252	236.2589
KLHL21|9903	378.8136	KLHL21|9903	2488.0319
KLHL22|84861	465.2542	KLHL22|84861	736.7021
KLHL23|151230	45.7627	KLHL23|151230	51.4184
KLHL24|54800	1333.8983	KLHL24|54800	683.9539
KLHL25|64410	239.8305	KLHL25|64410	464.9823
KLHL26|55295	162.7119	KLHL26|55295	367.9078
KLHL28|54813	735.5932	KLHL28|54813	203.4574
KLHL29|114818	16.1017	KLHL29|114818	270.3901
KLHL2|11275	304.2373	KLHL2|11275	450.7979
lowly_expressed	lowly_expressed	KLHL30|377007	11.0816
lowly_expressed	lowly_expressed	KLHL31|401265	57.5931
lowly_expressed	lowly_expressed	KLHL32|114792	5.3191
KLHL35|283212	24.5763	KLHL35|283212	94.8582
KLHL36|79786	111.0169	KLHL36|79786	194.1489
KLHL3|26249	82.2034	KLHL3|26249	89.0957
KLHL4|56062	13.5593	lowly_expressed	lowly_expressed
KLHL5|51088	611.0169	KLHL5|51088	437.9433
KLHL6|89857	99.1525	KLHL6|89857	35.9043
KLHL7|55975	716.1017	KLHL7|55975	525.7092
KLHL8|57563	414.4068	KLHL8|57563	290.3369
KLHL9|55958	1408.4746	KLHL9|55958	1131.6489
KLK10|5655	25.4237	KLK10|5655	685.2837
KLK11|11012	18.6441	KLK11|11012	110.3723
KLK12|43849	6.7797	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLK13|26085	16.844
KLK1|3816	9.322000000000001	KLK1|3816	29.2553
lowly_expressed	lowly_expressed	KLK2|3817	8.8652
lowly_expressed	lowly_expressed	KLK3|354	24.3794
KLK4|9622	137.2881	lowly_expressed	lowly_expressed
KLK5|25818	117.7966	KLK5|25818	3059.3972
KLK6|5653	28.8136	KLK6|5653	987.5887
KLK7|5650	20.339000000000002	KLK7|5650	995.1241
KLK8|11202	7.6271	KLK8|11202	452.5709
KLKP1|606293	18.6441	lowly_expressed	lowly_expressed
KLRA1|10748	11.0169	KLRA1|10748	19.5035
KLRAQ1|129285	265.2542	KLRAQ1|129285	499.5567
KLRB1|3820	35.5932	KLRB1|3820	78.9007
lowly_expressed	lowly_expressed	KLRC1|3821	38.1206
lowly_expressed	lowly_expressed	KLRC2|3822	11.3342
KLRD1|3824	12.7119	KLRD1|3824	27.039
KLRG1|10219	7.6271	KLRG1|10219	7.0922
KLRG2|346689	15.2542	KLRG2|346689	99.2908
KLRK1|22914	27.1186	KLRK1|22914	76.6844
KL|9365	8.4746	KL|9365	58.5106
KMO|8564	211.5593	KMO|8564	292.6906
KNDC1|85442	49.1525	KNDC1|85442	51.4184
KNTC1|9735	446.6102	KNTC1|9735	265.5142
KPNA1|3836	2125.4237	KPNA1|3836	1319.1489
KPNA2|3838	6392.3729	KPNA2|3838	1258.8652
KPNA3|3839	1355.9322	KPNA3|3839	816.4894
KPNA4|3840	2029.661	KPNA4|3840	1094.4149
KPNA5|3841	22.0339	KPNA5|3841	31.4716
KPNA6|23633	958.4746	KPNA6|23633	1695.0355
lowly_expressed	lowly_expressed	KPNA7|402569	7.9787
KPNB1|3837	3734.7458	KPNB1|3837	6697.695
KPTN|11133	154.2373	KPTN|11133	218.5284
KRAS|3845	1467.7966	KRAS|3845	546.5426
KRBA1|84626	69.4915	KRBA1|84626	473.4043
KRBA2|124751	32.2034	KRBA2|124751	54.5213
KRCC1|51315	609.322	KRCC1|51315	695.4787
KREMEN1|83999	441.5254	KREMEN1|83999	793.883
KREMEN2|79412	21.1864	KREMEN2|79412	21.7199
KRI1|65095	585.1017	KRI1|65095	820.2926
KRIT1|889	234.7458	KRIT1|889	434.3972
KRR1|11103	855.7458	KRR1|11103	565.492
KRT10|3858	315.2542	KRT10|3858	415.3369
lowly_expressed	lowly_expressed	KRT13|3860	6.2057
KRT14|3861	1971.1864	KRT14|3861	16359.0426
KRT15|3866	458.4746	KRT15|3866	20962.3227
KRT16|3868	622.8814	KRT16|3868	1438.8298
KRT17|3872	3122.8814	KRT17|3872	15288.5638
KRT18|3875	29667.5593	KRT18|3875	14293.4707
KRT19|3880	20550.0	KRT19|3880	32972.0745
lowly_expressed	lowly_expressed	KRT1|3848	7.5355
KRT222|125113	19.4915	KRT222|125113	78.9007
KRT23|25984	88.9831	KRT23|25984	3190.6028
lowly_expressed	lowly_expressed	KRT32|3882	67.3759
lowly_expressed	lowly_expressed	KRT40|125115	13.2979
lowly_expressed	lowly_expressed	KRT4|3851	67.3759
KRT5|3852	1686.4407	KRT5|3852	20248.6702
KRT6A|3853	55.9322	KRT6A|3853	88.2092
KRT6B|3854	480.5085	KRT6B|3854	3761.0816
lowly_expressed	lowly_expressed	KRT6C|286887	49.2021
lowly_expressed	lowly_expressed	KRT77|374454	123.227
KRT7|3855	11175.4237	KRT7|3855	25261.9681
KRT80|144501	1097.4576	KRT80|144501	1079.7872
KRT81|3887	31.3559	KRT81|3887	1676.8617
lowly_expressed	lowly_expressed	KRT83|3889	36.7908
KRT86|3892	11.8644	KRT86|3892	52.7482
KRT8|3856	50035.8305	KRT8|3856	25739.4016
lowly_expressed	lowly_expressed	KRTAP5-1|387264	6.6489
KRTCAP2|200185	1439.8305	KRTCAP2|200185	1704.344
KRTCAP3|200634	498.3051	KRTCAP3|200634	621.4539
KSR1|8844	191.5254	KSR1|8844	399.8227
lowly_expressed	lowly_expressed	KSR2|283455	56.7376
KTELC1|56983	272.0339	KTELC1|56983	367.4645
KTI12|112970	126.2712	KTI12|112970	222.5177
KTN1|3895	3232.2034	KTN1|3895	4322.695
KYNU|8942	766.9492	KYNU|8942	719.4149
lowly_expressed	lowly_expressed	KY|339855	104.1667
L1CAM|3897	38.9831	L1CAM|3897	50.5319
lowly_expressed	lowly_expressed	L1TD1|54596	9.3085
L2HGDH|79944	81.3559	L2HGDH|79944	148.9362
L3MBTL2|83746	901.4492	L3MBTL2|83746	1195.7181
L3MBTL3|84456	251.6949	L3MBTL3|84456	164.4504
L3MBTL4|91133	15.2542	L3MBTL4|91133	117.4645
L3MBTL|26013	6.7797	L3MBTL|26013	105.9397
LACE1|246269	64.4068	LACE1|246269	42.9965
LACTB2|51110	137.2881	LACTB2|51110	136.0816
LACTB|114294	404.2373	LACTB|114294	253.9894
LAD1|3898	447.4576	LAD1|3898	2164.0071
LAG3|3902	60.1695	LAG3|3902	21.7199
LAGE3|8270	455.0847	LAGE3|8270	399.3794
LAIR1|3903	400.0	LAIR1|3903	282.8014
lowly_expressed	lowly_expressed	LALBA|3906	279.2553
LAMA1|284217	113.5593	LAMA1|284217	520.3901
LAMA2|3908	366.9492	LAMA2|3908	579.344
LAMA3|3909	457.6271	LAMA3|3909	2640.0709
LAMA4|3910	3377.1186	LAMA4|3910	1198.1383
LAMA5|3911	987.2881	LAMA5|3911	3507.0922
LAMB1|3912	5608.4746	LAMB1|3912	2504.4326
lowly_expressed	lowly_expressed	LAMB2L|22973	46.5426
LAMB2|3913	3611.8644	LAMB2|3913	9239.805
LAMB3|3914	848.3051	LAMB3|3914	8359.9291
LAMC1|3915	5420.339	LAMC1|3915	4202.5709
LAMC2|3918	2515.2542	LAMC2|3918	4863.9184
LAMC3|10319	77.1186	LAMC3|10319	755.3191
LAMP1|3916	7273.7288	LAMP1|3916	8412.234
LAMP2|3920	5604.2373	LAMP2|3920	4427.305
LAMP3|27074	59.321999999999996	LAMP3|27074	50.5319
LANCL1|10314	1321.1864	LANCL1|10314	1446.8085
LANCL2|55915	646.6102	LANCL2|55915	751.3298
lowly_expressed	lowly_expressed	LANCL3|347404	11.5248
LAP3|51056	3244.9153	LAP3|51056	2242.0213
LAPTM4A|9741	15053.3898	LAPTM4A|9741	8920.2128
LAPTM4B|55353	2716.9492	LAPTM4B|55353	3657.8014
LAPTM5|7805	6249.1525	LAPTM5|7805	2479.1667
LARGE|9215	696.6102	LARGE|9215	865.6915
LARP1B|55132	473.7288	LARP1B|55132	298.7589
LARP1|23367	2361.8644	LARP1|23367	3202.1277
LARP4B|23185	1156.7797	LARP4B|23185	1266.4007
LARP4|113251	1277.1186	LARP4|113251	621.8972
LARP6|55323	268.6441	LARP6|55323	311.1702
LARP7|51574	562.7119	LARP7|51574	789.0071
LARS2|23395	342.3729	LARS2|23395	543.883
LARS|51520	2545.7627	LARS|51520	2888.7411
LAS1L|81887	1130.5085	LAS1L|81887	1227.3936
LASP1|3927	5936.4407	LASP1|3927	7949.0248
LASS1|10715	16.5508	LASS1|10715	51.0683
LASS2|29956	4695.7627	LASS2|29956	4831.5603
lowly_expressed	lowly_expressed	LASS3|204219	5.7624
LASS4|79603	1720.339	LASS4|79603	975.6206
LASS5|91012	1077.1186	LASS5|91012	1058.9539
LASS6|253782	4525.8814	LASS6|253782	1046.6622
LAT2|7462	220.33900000000003	LAT2|7462	184.3972
LATS1|9113	436.4407	LATS1|9113	142.7305
LATS2|26524	398.3051	LATS2|26524	331.5603
LAT|27040	61.1525	LAT|27040	89.344
LAX1|54900	7.6271	LAX1|54900	13.7411
LAYN|143903	212.7119	LAYN|143903	248.6702
LBH|81606	1831.3559	LBH|81606	1956.1170000000002
lowly_expressed	lowly_expressed	LBP|3929	85.1064
LBR|3930	640.678	LBR|3930	489.805
lowly_expressed	lowly_expressed	LBX2|85474	6.9371
lowly_expressed	lowly_expressed	LBXCOR1|390598	8.8652
LCA5L|150082	58.4746	LCA5L|150082	57.1809
LCA5|167691	160.1695	LCA5|167691	281.0284
LCAT|3931	32.2034	LCAT|3931	86.7376
LCK|3932	122.0339	LCK|3932	121.4539
LCLAT1|253558	413.5593	LCLAT1|253558	277.9255
LCMT1|51451	850.8475	LCMT1|51451	773.0496
LCMT2|9836	359.32199999999995	LCMT2|9836	391.4007
lowly_expressed	lowly_expressed	LCN10|414332	5.0931
LCN12|286256	5.0847	LCN12|286256	8.8652
LCN2|3934	2500.0	LCN2|3934	1216.7553
LCORL|254251	42.2458	LCORL|254251	31.7154
LCOR|84458	167.4661	LCOR|84458	19.5833
LCP1|3936	5805.9322	LCP1|3936	1946.8085
LCP2|3937	447.4576	LCP2|3937	188.3865
lowly_expressed	lowly_expressed	LCT|3938	12.8546
LDB1|8861	1052.5424	LDB1|8861	1317.3759
LDB2|9079	326.2712	LDB2|9079	535.0177
LDB3|11155	27.1186	LDB3|11155	19.5035
LDHA|3939	24431.3559	LDHA|3939	10210.9929
LDHB|3945	2141.5254	LDHB|3945	8820.4787
LDHD|197257	29.660999999999998	LDHD|197257	228.7234
LDLRAD1|388633	7.6271	LDLRAD1|388633	5.3191
LDLRAD2|401944	109.1356	LDLRAD2|401944	157.8059
LDLRAD3|143458	824.5763	LDLRAD3|143458	714.0957
LDLRAP1|26119	693.2203	LDLRAP1|26119	1420.656
LDLR|3949	2677.9661	LDLR|3949	2067.8191
LDOC1L|84247	972.8814	LDOC1L|84247	1383.8652
LDOC1|23641	588.1356	LDOC1|23641	1562.9433
LEF1|51176	288.9831	LEF1|51176	136.5248
lowly_expressed	lowly_expressed	LEFTY1|10637	10.2615
lowly_expressed	lowly_expressed	LEFTY2|7044	16.4007
LEKR1|389170	5.0847	LEKR1|389170	17.2872
LEMD1|93273	11.0169	LEMD1|93273	15.5142
LEMD2|221496	690.678	LEMD2|221496	878.5461
LEMD3|23592	618.6441	LEMD3|23592	548.3156
LENG1|79165	263.5593	LENG1|79165	244.6809
LENG8|114823	615.6695	LENG8|114823	2087.0789
LENG9|94059	89.4153	LENG9|94059	274.18
LEO1|123169	1598.3051	LEO1|123169	796.5426
LEPRE1|64175	1586.4407	LEPRE1|64175	762.8546
LEPREL1|55214	71.1864	LEPREL1|55214	670.2128
LEPREL2|10536	1292.3729	LEPREL2|10536	687.5
LEPROTL1|23484	1346.6102	LEPROTL1|23484	770.3901
LEPROT|54741	632.0847	LEPROT|54741	459.3883
LEPR|3953	106.8983	LEPR|3953	247.6152
lowly_expressed	lowly_expressed	LEP|3952	100.1773
LETM1|3954	727.9661	LETM1|3954	1309.3972
LETM2|137994	11.0169	LETM2|137994	37.6773
LETMD1|25875	826.2712	LETMD1|25875	1281.9149
LFNG|3955	848.3051	LFNG|3955	1075.7979
lowly_expressed	lowly_expressed	LGALS12|85329	101.5071
LGALS1|3956	20865.2542	LGALS1|3956	6594.4149
lowly_expressed	lowly_expressed	LGALS2|3957	41.6667
LGALS3BP|3959	14020.339	LGALS3BP|3959	10394.5035
LGALS3|3958	4265.2542	LGALS3|3958	5905.1418
LGALS7|3963	28.8136	LGALS7|3963	247.3404
LGALS8|3964	649.9492	LGALS8|3964	682.1277
lowly_expressed	lowly_expressed	LGALS9C|654346	19.5035
LGALS9|3965	1972.0339	LGALS9|3965	1570.922
LGI2|55203	88.9831	LGI2|55203	33.2447
LGI4|163175	15.2542	LGI4|163175	85.9929
LGMN|5641	2251.6949	LGMN|5641	2080.2305
LGR4|55366	262.7119	LGR4|55366	810.727
LGR5|8549	16.9492	lowly_expressed	lowly_expressed
LGR6|59352	31.3559	LGR6|59352	1054.5213
LGTN|1939	766.9492	LGTN|1939	1491.1348
lowly_expressed	lowly_expressed	LHFPL1|340596	11.9681
LHFPL2|10184	2279.661	LHFPL2|10184	2092.6418
LHFP|10186	700.0	LHFP|10186	972.961
LHPP|64077	246.6102	LHPP|64077	740.6915
LHX2|9355	15.2542	lowly_expressed	lowly_expressed
LHX6|26468	11.8644	LHX6|26468	146.2766
LIAS|11019	133.8983	LIAS|11019	198.1383
LIFR|3977	492.3729	LIFR|3977	897.6064
LIF|3976	141.5254	LIF|3976	592.6418
LIG1|3978	713.5593	LIG1|3978	910.461
LIG3|3980	244.0678	LIG3|3980	493.7943
LIG4|3981	216.1017	LIG4|3981	187.5
LILRA2|11027	44.9153	LILRA2|11027	17.2872
lowly_expressed	lowly_expressed	LILRA4|23547	10.195
LILRA5|353514	25.4237	lowly_expressed	lowly_expressed
LILRA6|79168	97.3729	LILRA6|79168	13.5151
LILRB1|10859	76.2712	LILRB1|10859	41.6667
LILRB2|10288	134.7458	LILRB2|10288	43.883
LILRB3|11025	74.661	LILRB3|11025	10.8644
LILRB4|11006	539.8305	LILRB4|11006	125.0
LILRB5|10990	23.7288	LILRB5|10990	42.9965
LIMA1|51474	4926.2712	LIMA1|51474	2528.3688
LIMCH1|22998	1388.9831	LIMCH1|22998	1170.2128
LIMD1|8994	276.5	LIMD1|8994	689.3617
LIMD2|80774	288.6864	LIMD2|80774	236.6135
LIME1|54923	6.4068	LIME1|54923	58.5816
LIMK1|3984	1041.5254	LIMK1|3984	1128.5461
LIMK2|3985	1855.0847	LIMK2|3985	2828.4574
LIMS1|3987	464.4068	LIMS1|3987	136.0816
LIMS2|55679	209.322	LIMS2|55679	750.0
LIMS3-LOC440895|100271835	61.0085	LIMS3-LOC440895|100271835	19.3174
LIMS3|96626	26.2797	lowly_expressed	lowly_expressed
LIN37|55957	207.9576	LIN37|55957	147.8059
LIN52|91750	116.9492	LIN52|91750	82.4468
LIN54|132660	409.32199999999995	LIN54|132660	176.8617
LIN7A|8825	46.6102	LIN7A|8825	39.4504
LIN7B|64130	40.678000000000004	LIN7B|64130	45.656000000000006
LIN7C|55327	393.2203	LIN7C|55327	549.2021
LIN9|286826	159.322	LIN9|286826	93.5284
LINGO1|84894	56.7797	LINGO1|84894	172.8723
lowly_expressed	lowly_expressed	LINGO2|158038	24.3794
lowly_expressed	lowly_expressed	LINGO4|339398	42.1099
LINS1|55180	263.5593	LINS1|55180	220.7447
LIPA|3988	2174.5763	LIPA|3988	1821.3652
lowly_expressed	lowly_expressed	LIPC|3990	10.195
LIPE|3991	32.2034	LIPE|3991	649.8227
LIPG|9388	46.6102	LIPG|9388	228.2801
LIPH|200879	265.2542	LIPH|200879	249.1135
LIPT1|51601	72.8814	LIPT1|51601	128.0496
LIPT2|387787	7.6271	LIPT2|387787	13.7411
LITAF|9516	10477.1186	LITAF|9516	5766.844
LIX1L|128077	305.9322	LIX1L|128077	561.1702
LLGL1|3996	400.0	LLGL1|3996	1368.7943
LLGL2|3993	638.1356	LLGL2|3993	1353.2801
LLPH|84298	817.7966	LLPH|84298	526.7775
LMAN1|3998	5625.4237	LMAN1|3998	2450.7979
LMAN2L|81562	793.2203	LMAN2L|81562	890.9574
LMAN2|10960	4350.0	LMAN2|10960	4507.9787
LMBR1L|55716	359.32199999999995	LMBR1L|55716	319.1489
LMBR1|64327	1441.5254	LMBR1|64327	812.9433
LMBRD1|55788	1383.0508	LMBRD1|55788	1207.4468
LMBRD2|92255	164.4068	LMBRD2|92255	55.8511
LMCD1|29995	838.9831	LMCD1|29995	610.3723
LMF1|64788	218.6441	LMF1|64788	424.8892
LMF2|91289	1491.5254	LMF2|91289	1886.5248
LMLN|89782	220.33900000000003	LMLN|89782	168.88299999999998
LMNA|4000	7350.8475	LMNA|4000	13242.9078
LMNB1|4001	2012.7119	LMNB1|4001	574.0248
LMNB2|84823	1633.0508	LMNB2|84823	1665.7801
LMO2|4005	337.2881	LMO2|4005	336.4362
LMO3|55885	22.8814	LMO3|55885	28.8121
LMO4|8543	954.2373	LMO4|8543	1281.4716
LMO7|4008	1347.4576	LMO7|4008	635.195
LMOD1|25802	439.8305	LMOD1|25802	1773.9362
LMTK2|22853	113.5593	LMTK2|22853	151.5957
LMTK3|114783	21.1864	LMTK3|114783	258.422
LMX1B|4010	710.1695	LMX1B|4010	1748.6702
LNP1|348801	35.5932	LNP1|348801	83.8874
LNPEP|4012	246.6102	LNPEP|4012	58.586000000000006
LNX1|84708	582.2034	LNX1|84708	324.0248
LNX2|222484	921.1864	LNX2|222484	327.5709
LOC100009676|100009676	36.5932	LOC100009676|100009676	95.6649
lowly_expressed	lowly_expressed	LOC100101266|100101266	5.3191
lowly_expressed	lowly_expressed	LOC100124692|100124692	10.195
LOC100125556|100125556	26.178	LOC100125556|100125556	80.6028
LOC100126784|100126784	23.7288	LOC100126784|100126784	77.4823
lowly_expressed	lowly_expressed	LOC100127888|100127888	15.8422
LOC100128191|100128191	44.2373	LOC100128191|100128191	30.266
lowly_expressed	lowly_expressed	LOC100128239|100128239	12.4113
LOC100128288|100128288	5.9322	LOC100128288|100128288	36.7908
LOC100128292|100128292	9.322000000000001	LOC100128292|100128292	30.1418
LOC100128640|100128640	16.9492	LOC100128640|100128640	48.3156
LOC100128788|100128788	21.1864	LOC100128788|100128788	11.5293
LOC100128822|100128822	32.2034	LOC100128822|100128822	128.9894
LOC100128842|100128842	5.9322	LOC100128842|100128842	17.7305
LOC100129034|100129034	1783.2458	LOC100129034|100129034	1961.9681
LOC100129387|100129387	17.8814	LOC100129387|100129387	102.1676
LOC100129534|100129534	39.8305	LOC100129534|100129534	55.8511
LOC100129550|100129550	128.8136	LOC100129550|100129550	209.6631
LOC100129637|100129637	38.1356	LOC100129637|100129637	209.4858
lowly_expressed	lowly_expressed	LOC100129716|100129716	7.9787
lowly_expressed	lowly_expressed	LOC100130015|100130015	20.4211
LOC100130093|100130093	17.9831	LOC100130093|100130093	99.6232
lowly_expressed	lowly_expressed	LOC100130148|100130148	6.6489
lowly_expressed	lowly_expressed	LOC100130238|100130238	5.7624
LOC100130331|100130331	11.8644	LOC100130331|100130331	7.0922
LOC100130522|100130522	64.4068	LOC100130522|100130522	19.0603
lowly_expressed	lowly_expressed	LOC100130557|100130557	20.5851
LOC100130581|100130581	17.7966	LOC100130581|100130581	40.3369
lowly_expressed	lowly_expressed	LOC100130691|100130691	6.6489
LOC100130776|100130776	287.839	LOC100130776|100130776	532.1809
LOC100130872|100130872	43.2203	LOC100130872|100130872	66.9326
LOC100130932|100130932	89.8305	LOC100130932|100130932	62.9433
lowly_expressed	lowly_expressed	LOC100130987|100130987	23.4929
LOC100131193|100131193	14.4068	LOC100131193|100131193	28.8121
lowly_expressed	lowly_expressed	LOC100131434|100131434	14.6099
LOC100131551|100131551	5.0847	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100131691|100131691	13.3644
lowly_expressed	lowly_expressed	LOC100132111|100132111	5.8511
lowly_expressed	lowly_expressed	LOC100132215|100132215	8.8652
LOC100132247|100132247	22.0339	LOC100132247|100132247	174.6454
LOC100132287|100132287	39.8305	LOC100132287|100132287	193.2624
LOC100132288|100132288	73.7288	LOC100132288|100132288	122.3404
LOC100132707|100132707	28.7119	LOC100132707|100132707	61.4938
LOC100133161|100133161	11.8644	LOC100133161|100133161	33.9362
LOC100133331|100133331	26.2712	LOC100133331|100133331	83.7988
lowly_expressed	lowly_expressed	LOC100133545|100133545	7.5355
lowly_expressed	lowly_expressed	LOC100133669|100133669	34.5745
lowly_expressed	lowly_expressed	LOC100133957|100133957	10.523
lowly_expressed	lowly_expressed	LOC100133985|100133985	9.3085
LOC100133991|100133991	13.5593	LOC100133991|100133991	23.9362
LOC100134229|100134229	178.8136	LOC100134229|100134229	186.1702
LOC100134259|100134259	9.322000000000001	LOC100134259|100134259	23.9362
lowly_expressed	lowly_expressed	LOC100134713|100134713	15.9619
LOC100144603|100144603	12.7119	LOC100144603|100144603	10.6383
lowly_expressed	lowly_expressed	LOC100144604|100144604	9.3085
LOC100170939|100170939	65.3729	LOC100170939|100170939	63.3865
LOC100188947|100188947	6.7797	LOC100188947|100188947	46.0993
LOC100188949|100188949	5.0847	LOC100188949|100188949	5.7624
lowly_expressed	lowly_expressed	LOC100190938|100190938	22.6064
LOC100190939|100190939	237.2881	LOC100190939|100190939	256.6489
LOC100190986|100190986	60.1695	LOC100190986|100190986	39.8936
LOC100192378|100192378	10.1695	LOC100192378|100192378	6.6489
LOC100216545|100216545	29.660999999999998	LOC100216545|100216545	54.5213
lowly_expressed	lowly_expressed	LOC100233209|100233209	19.9468
lowly_expressed	lowly_expressed	LOC100240735|100240735	5.7624
LOC100270710|100270710	436.3983	LOC100270710|100270710	422.85900000000004
LOC100270746|100270746	27.9661	LOC100270746|100270746	52.7482
LOC100270804|100270804	14.4068	LOC100270804|100270804	17.2296
LOC100271722|100271722	26.2712	LOC100271722|100271722	38.1206
lowly_expressed	lowly_expressed	LOC100271831|100271831	63.6835
LOC100271836|100271836	119.1271	LOC100271836|100271836	149.0426
LOC100272146|100272146	5.0847	LOC100272146|100272146	19.5035
lowly_expressed	lowly_expressed	LOC100272216|100272216	7.6374
lowly_expressed	lowly_expressed	LOC100272217|100272217	12.8546
LOC100272228|100272228	14.4068	LOC100272228|100272228	10.6383
LOC100286793|100286793	287.2881	LOC100286793|100286793	165.3369
lowly_expressed	lowly_expressed	LOC100286844|100286844	14.9601
lowly_expressed	lowly_expressed	LOC100287227|100287227	7.9876
LOC100288778|100288778	133.1356	LOC100288778|100288778	343.9761
LOC100289341|100289341	14.4068	LOC100289341|100289341	64.273
lowly_expressed	lowly_expressed	LOC100302401|100302401	19.0603
lowly_expressed	lowly_expressed	LOC100302650|100302650	9.7518
LOC100303728|100303728	7.6271	LOC100303728|100303728	24.8227
LOC113230|113230	181.3559	LOC113230|113230	226.9504
LOC115110|115110	19.7034	LOC115110|115110	47.6374
lowly_expressed	lowly_expressed	LOC121838|121838	51.8617
LOC134466|134466	22.8814	LOC134466|134466	51.4184
LOC143188|143188	6.7797	LOC143188|143188	20.8333
LOC143666|143666	13.5593	LOC143666|143666	21.7199
LOC144438|144438	536.4407	LOC144438|144438	626.3298
LOC144486|144486	6.7797	LOC144486|144486	9.3085
LOC144571|144571	11.9661	LOC144571|144571	28.0053
LOC145783|145783	21.5678	LOC145783|145783	37.4512
lowly_expressed	lowly_expressed	LOC145820|145820	23.9362
LOC145837|145837	28.8136	LOC145837|145837	53.6348
LOC146880|146880	381.2881	LOC146880|146880	406.51599999999996
LOC147727|147727	222.8814	LOC147727|147727	516.844
LOC147804|147804	123.7288	LOC147804|147804	99.734
LOC148189|148189	63.5593	LOC148189|148189	61.1702
LOC148413|148413	261.3644	LOC148413|148413	486.4583
LOC148709|148709	11.0169	LOC148709|148709	5.7624
LOC149134|149134	8.4746	lowly_expressed	lowly_expressed
LOC149837|149837	44.9153	LOC149837|149837	36.7908
LOC150381|150381	64.4068	LOC150381|150381	60.2793
LOC150622|150622	11.8644	LOC150622|150622	50.5319
LOC150776|150776	102.5424	LOC150776|150776	311.6135
LOC150786|150786	27.1186	LOC150786|150786	31.9149
LOC151009|151009	18.6441	LOC151009|151009	63.3865
LOC151162|151162	1085.5932	LOC151162|151162	1605.0532
lowly_expressed	lowly_expressed	LOC151174|151174	8.422
LOC151534|151534	109.322	LOC151534|151534	114.9601
LOC152217|152217	244.0678	LOC152217|152217	390.0709
LOC152225|152225	7.6271	lowly_expressed	lowly_expressed
LOC153684|153684	11.8644	LOC153684|153684	11.9681
LOC154761|154761	178.3898	LOC154761|154761	66.4362
lowly_expressed	lowly_expressed	LOC154822|154822	22.8324
LOC158376|158376	126.2712	LOC158376|158376	29.6986
LOC158572|158572	19.4915	LOC158572|158572	27.4823
LOC158696|158696	11.0169	LOC158696|158696	17.7305
LOC162632|162632	70.7119	LOC162632|162632	184.3129
lowly_expressed	lowly_expressed	LOC168474|168474	9.3085
LOC200030|200030	135.5932	LOC200030|200030	386.0816
LOC202181|202181	6.7797	LOC202181|202181	14.1844
LOC202781|202781	102.5424	LOC202781|202781	213.2092
LOC219347|219347	57.7627	LOC219347|219347	46.3431
LOC220429|220429	6.7797	lowly_expressed	lowly_expressed
LOC220594|220594	26.2712	LOC220594|220594	63.8298
LOC220729|220729	36.4407	LOC220729|220729	73.5816
LOC220930|220930	44.9153	LOC220930|220930	53.3688
lowly_expressed	lowly_expressed	LOC221442|221442	15.0709
LOC221710|221710	433.8983	LOC221710|221710	193.7057
LOC222699|222699	31.3559	LOC222699|222699	35.461
LOC253039|253039	288.9831	LOC253039|253039	367.0213
LOC253724|253724	5.9322	lowly_expressed	lowly_expressed
LOC254559|254559	40.678000000000004	LOC254559|254559	125.4433
lowly_expressed	lowly_expressed	LOC255167|255167	17.7305
LOC25845|25845	162.7119	LOC25845|25845	368.1206
LOC282997|282997	20.339000000000002	LOC282997|282997	91.3121
LOC283050|283050	13.5593	LOC283050|283050	41.2234
LOC283070|283070	230.5085	LOC283070|283070	151.1525
lowly_expressed	lowly_expressed	LOC283174|283174	130.7624
LOC283267|283267	402.5424	LOC283267|283267	154.2553
LOC283314|283314	11.1186	LOC283314|283314	52.9078
lowly_expressed	lowly_expressed	LOC283392|283392	13.2491
LOC283663|283663	8.4746	LOC283663|283663	36.3475
LOC283731|283731	5.0847	LOC283731|283731	9.7518
LOC283867|283867	9.322000000000001	lowly_expressed	lowly_expressed
LOC283922|283922	11.0169	LOC283922|283922	59.3972
LOC284023|284023	59.321999999999996	LOC284023|284023	138.7411
LOC284233|284233	24.5763	LOC284233|284233	14.6277
LOC284276|284276	8.4746	LOC284276|284276	25.7092
LOC284440|284440	34.7458	LOC284440|284440	123.227
LOC284441|284441	85.5932	LOC284441|284441	34.5745
lowly_expressed	lowly_expressed	LOC284578|284578	36.3475
LOC284749|284749	56.7797	lowly_expressed	lowly_expressed
LOC284837|284837	12.7119	LOC284837|284837	48.7589
LOC284900|284900	140.3475	LOC284900|284900	187.3271
LOC285033|285033	17.9237	LOC285033|285033	39.3706
LOC285074|285074	174.5763	LOC285074|285074	179.078
LOC285359|285359	37.2881	LOC285359|285359	67.3759
lowly_expressed	lowly_expressed	LOC285419|285419	5.7624
LOC285548|285548	13.5593	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC285593|285593	9.7518
