gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
KIAA1267|284058	1546.6964	KIAA1267|284058	1887.9153
KIAA1274|27143	330.4675	KIAA1274|27143	213.2165
KIAA1279|26128	952.7062	KIAA1279|26128	753.5597
KIAA1310|55683	1907.7342	KIAA1310|55683	2161.7379
KIAA1324L|222223	508.4711	KIAA1324L|222223	406.3527
KIAA1324|57535	10865.1845	KIAA1324|57535	13007.3019
KIAA1328|57536	216.7	KIAA1328|57536	216.8675
KIAA1370|56204	4480.66	KIAA1370|56204	2420.5915
KIAA1377|57562	166.7816	KIAA1377|57562	376.7798
KIAA1383|54627	112.9936	KIAA1383|54627	127.0537
KIAA1407|57577	419.0824	KIAA1407|57577	340.2702
KIAA1409|57578	7.3523	KIAA1409|57578	12.0482
KIAA1429|25962	2721.5202	KIAA1429|25962	2343.556
KIAA1430|57587	1496.7779999999998	KIAA1430|57587	1712.3038
KIAA1432|57589	815.2062	KIAA1432|57589	887.7547
KIAA1462|57608	1059.5083	KIAA1462|57608	962.7601
KIAA1467|57613	1693.7429	KIAA1467|57613	1325.6663
KIAA1468|57614	1029.7121	KIAA1468|57614	991.9679
KIAA1522|57648	6447.2127	KIAA1522|57648	5297.1888
KIAA1524|57650	80.8755	KIAA1524|57650	78.4958
KIAA1529|57653	96.3541	KIAA1529|57653	142.0226
KIAA1530|57654	198.1257	KIAA1530|57654	249.7262
KIAA1539|80256	424.1129	KIAA1539|80256	300.8397
KIAA1543|57662	559.1635	KIAA1543|57662	488.1344
KIAA1549|57670	615.6603	KIAA1549|57670	537.0573
KIAA1586|57691	66.9448	KIAA1586|57691	81.4166
KIAA1598|57698	3136.3459	KIAA1598|57698	1482.2928
KIAA1609|57707	243.7875	KIAA1609|57707	526.4695
KIAA1614|57710	41.0376	KIAA1614|57710	69.5728
KIAA1632|57724	1449.5684	KIAA1632|57724	1552.3914
KIAA1644|85352	111.4457	KIAA1644|85352	20.0803
KIAA1671|85379	2945.5725	KIAA1671|85379	4985.7612
KIAA1683|80726	153.2379	KIAA1683|80726	571.3764
KIAA1704|55425	377.2902	KIAA1704|55425	489.6422
KIAA1712|80817	313.0851	KIAA1712|80817	428.4812
KIAA1715|80856	590.8945	KIAA1715|80856	746.988
KIAA1731|85459	488.349	KIAA1731|85459	604.6002
KIAA1737|85457	1537.7963	KIAA1737|85457	1413.6546
KIAA1755|85449	200.4475	KIAA1755|85449	213.9467
KIAA1797|54914	1193.785	KIAA1797|54914	1329.6824
KIAA1804|84451	208.5738	KIAA1804|84451	190.9456
KIAA1826|84437	298.3495	KIAA1826|84437	382.9865
KIAA1841|84542	278.2274	KIAA1841|84542	197.1522
KIAA1875|340390	7.7393	KIAA1875|340390	12.0482
KIAA1908|114796	277.8404	KIAA1908|114796	251.1866
KIAA1919|91749	41.4052	KIAA1919|91749	125.5933
KIAA1949|170954	1160.1191	KIAA1949|170954	693.3187
KIAA1958|158405	51.4663	KIAA1958|158405	99.3063
KIAA1967|57805	3124.737	KIAA1967|57805	2337.7145
KIAA1984|84960	20.1221	KIAA1984|84960	13.7605
KIAA2013|90231	1416.6764	KIAA2013|90231	1062.7966
KIAA2018|205717	806.4337	KIAA2018|205717	1207.375
KIAA2022|340533	13.9307	KIAA2022|340533	90.1789
KIAA2026|158358	986.3721	KIAA2026|158358	1186.1993
KIDINS220|57498	2507.1419	KIDINS220|57498	3205.1844
KIF11|3832	582.7683	KIF11|3832	179.9927
KIF12|113220	741.8106	KIF12|113220	419.4962
KIF13A|63971	1126.4532	KIF13A|63971	1772.5447
KIF13B|23303	2473.476	KIF13B|23303	2380.4308
KIF14|9928	109.8979	KIF14|9928	15.6992
KIF15|56992	97.515	KIF15|56992	27.7474
KIF16B|55614	1130.3228	KIF16B|55614	1691.1281
KIF17|57576	35.9877	KIF17|57576	28.4775
KIF18A|81930	82.4234	KIF18A|81930	41.621
KIF18B|146909	63.0752	KIF18B|146909	14.969000000000001
KIF19|124602	11.6089	KIF19|124602	7.667000000000001
KIF1B|23095	1388.0411	KIF1B|23095	2155.1661
KIF1C|10749	2455.2887	KIF1C|10749	2527.9299
KIF20A|10112	229.8568	KIF20A|10112	50.7484
KIF20B|9585	422.952	KIF20B|9585	295.3633
KIF21A|55605	314.60200000000003	KIF21A|55605	431.1793
KIF21B|23046	114.9284	KIF21B|23046	74.4797
KIF22|3835	1104.0092	KIF22|3835	748.8134
KIF23|9493	272.0359	KIF23|9493	93.8299
KIF24|347240	236.0521	KIF24|347240	110.2592
KIF26A|26153	90.5497	KIF26A|26153	123.4027
KIF26B|55083	375.7424	KIF26B|55083	28.4775
KIF27|55582	147.4334	KIF27|55582	173.7861
KIF2A|3796	501.1188	KIF2A|3796	542.1687
KIF2C|11004	196.5779	KIF2C|11004	52.5739
KIF3A|11127	309.5715	KIF3A|11127	587.8058
KIF3B|9371	1975.4529	KIF3B|9371	1975.1734
KIF3C|3797	600.1817	KIF3C|3797	453.4502
KIF4A|24137	174.9079	KIF4A|24137	27.7474
lowly_expressed	lowly_expressed	KIF5A|3798	84.3373
KIF5B|3799	5222.8576	KIF5B|3799	5350.4929
KIF5C|3800	506.5363	KIF5C|3800	655.3487
KIF6|221458	20.1221	KIF6|221458	12.4133
KIF7|374654	98.9893	KIF7|374654	177.0756
KIF9|64147	173.7005	KIF9|64147	143.264
KIFAP3|22920	1377.5929999999998	KIFAP3|22920	975.9036
KIFC1|3833	232.1786	KIFC1|3833	120.4819
KIFC2|90990	461.5633	KIFC2|90990	184.1986
KIFC3|3801	227.1481	KIFC3|3801	341.3655
KILLIN|100144748	41.4052	KILLIN|100144748	44.5418
KIN|22944	297.9625	KIN|22944	262.5046
KIR2DL3|3804	5.0305	lowly_expressed	lowly_expressed
KIR3DL2|3812	6.4159	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIRREL2|84063	5.1114
lowly_expressed	lowly_expressed	KIRREL3|84623	8.3972
KIRREL|55243	345.9461	KIRREL|55243	652.4279
KISS1R|84634	14.3177	lowly_expressed	lowly_expressed
KITLG|4254	880.7308	KITLG|4254	1128.8792
KIT|3815	635.7824	KIT|3815	7769.9890000000005
KLB|152831	43.727	KLB|152831	258.1234
KLC1|3831	1086.4681	KLC1|3831	1464.4469
KLC2|64837	558.0026	KLC2|64837	421.3217
KLC3|147700	114.9284	KLC3|147700	132.5301
KLC4|89953	503.0769	KLC4|89953	473.3662
KLF10|7071	2104.699	KLF10|7071	3795.5458
KLF11|8462	650.1001	KLF11|8462	822.9281
KLF12|11278	556.8417	KLF12|11278	696.2395
KLF13|51621	1446.8596	KLF13|51621	3023.0011
KLF15|28999	36.3746	KLF15|28999	202.6287
KLF16|83855	316.9238	KLF16|83855	334.7937
KLF2|10365	574.6419999999999	KLF2|10365	1025.1917
KLF3|51274	1510.7088	KLF3|51274	1353.0486
KLF4|9314	721.3015	KLF4|9314	2551.2961
KLF5|688	730.9756	KLF5|688	1448.3388
KLF6|1316	4691.1686	KLF6|1316	13671.4129
KLF7|8609	136.9854	KLF7|8609	192.7711
KLF8|11279	274.7447	KLF8|11279	560.0584
KLF9|687	2083.416	KLF9|687	4323.4757
KLHDC10|23008	1018.4901	KLHDC10|23008	1016.0643
KLHDC1|122773	99.8368	KLHDC1|122773	128.5141
KLHDC2|23588	1295.1696	KLHDC2|23588	1291.7123
KLHDC3|116138	1711.9302	KLHDC3|116138	1580.8689
KLHDC4|54758	151.3031	KLHDC4|54758	224.7499
KLHDC5|57542	921.7489999999999	KLHDC5|57542	1192.0409
KLHDC7A|127707	22.057	KLHDC7A|127707	190.5805
KLHDC7B|113730	167.1686	KLHDC7B|113730	95.6553
KLHDC8A|55220	14.7046	KLHDC8A|55220	33.5889
KLHDC8B|200942	492.6056	KLHDC8B|200942	559.6933
KLHDC9|126823	322.3413	KLHDC9|126823	74.1146
lowly_expressed	lowly_expressed	KLHL10|317719	7.667000000000001
KLHL11|55175	54.562	KLHL11|55175	102.9573
KLHL12|59349	1365.2102	KLHL12|59349	818.1818
KLHL13|90293	140.0811	KLHL13|90293	2651.6977
KLHL14|57565	23.2179	KLHL14|57565	29.2077
KLHL15|80311	251.9138	KLHL15|80311	538.5177
KLHL17|339451	77.0059	KLHL17|339451	65.3523
KLHL18|23276	408.6343	KLHL18|23276	412.9244
KLHL1|57626	250.9889	lowly_expressed	lowly_expressed
KLHL20|27252	448.4917	KLHL20|27252	478.2767
KLHL21|9903	1240.2207	KLHL21|9903	2081.7817
KLHL22|84861	427.9826	KLHL22|84861	395.0347
KLHL23|151230	95.8278	KLHL23|151230	153.0924
KLHL24|54800	1306.0046	KLHL24|54800	1646.2212
KLHL25|64410	229.8568	KLHL25|64410	240.5988
KLHL26|55295	256.5574	KLHL26|55295	317.6342
KLHL28|54813	424.8868	KLHL28|54813	559.6933
KLHL29|114818	102.1586	KLHL29|114818	756.1154
KLHL2|11275	393.5427	KLHL2|11275	644.7609
lowly_expressed	lowly_expressed	KLHL30|377007	18.2548
KLHL31|401265	53.7764	KLHL31|401265	172.9573
KLHL32|114792	8.9002	KLHL32|114792	17.5246
KLHL35|283212	61.1404	KLHL35|283212	60.24100000000001
KLHL36|79786	153.6248	KLHL36|79786	233.2968
KLHL38|340359	54.562	KLHL38|340359	11.318
KLHL3|26249	135.4375	KLHL3|26249	224.5345
KLHL4|56062	7.3523	KLHL4|56062	65.3523
KLHL5|51088	830.8124	KLHL5|51088	833.8810000000001
KLHL6|89857	123.8286	KLHL6|89857	55.1296
KLHL7|55975	536.3326	KLHL7|55975	735.3049
KLHL8|57563	294.0929	KLHL8|57563	624.3154
KLHL9|55958	1362.5014	KLHL9|55958	1963.4903
KLK10|5655	29.4093	KLK10|5655	389.5582
KLK11|11012	6.9654	KLK11|11012	280.3943
lowly_expressed	lowly_expressed	KLK13|26085	23.3662
lowly_expressed	lowly_expressed	KLK14|43847	16.4294
KLK1|3816	20.5091	KLK1|3816	28.4775
lowly_expressed	lowly_expressed	KLK2|3817	142.3877
lowly_expressed	lowly_expressed	KLK3|354	112.8149
KLK4|9622	59.5925	KLK4|9622	6.9368
KLK5|25818	227.922	KLK5|25818	2333.3333
KLK6|5653	59.2055	KLK6|5653	634.9032
KLK7|5650	87.8409	KLK7|5650	979.9197
KLK8|11202	15.645	KLK8|11202	202.3184
lowly_expressed	lowly_expressed	KLKB1|3818	8.3972
KLKP1|606293	7.3523	lowly_expressed	lowly_expressed
KLRA1|10748	29.4093	KLRA1|10748	64.257
KLRAQ1|129285	652.4219	KLRAQ1|129285	674.6988
KLRB1|3820	64.623	KLRB1|3820	29.2077
KLRC1|3821	8.5132	KLRC1|3821	13.5086
KLRC2|3822	27.1339	lowly_expressed	lowly_expressed
KLRC3|3823	16.98	lowly_expressed	lowly_expressed
KLRD1|3824	29.7963	KLRD1|3824	9.8576
KLRF1|51348	5.8045	KLRF1|51348	15.3341
KLRG1|10219	46.0488	KLRG1|10219	16.0643
KLRG2|346689	5.8045	KLRG2|346689	19.7152
KLRK1|22914	84.3582	KLRK1|22914	37.3896
KL|9365	38.6964	KL|9365	165.7539
KMO|8564	266.1618	KMO|8564	155.2428
KNDC1|85442	71.9754	KNDC1|85442	62.4315
KNTC1|9735	459.3267	KNTC1|9735	344.6513
KPNA1|3836	1702.6431	KPNA1|3836	1657.1742
KPNA2|3838	1506.0652	KPNA2|3838	995.2537
KPNA3|3839	1110.2007	KPNA3|3839	1012.7784
KPNA4|3840	1685.6166	KPNA4|3840	1672.5082
KPNA5|3841	70.4275	KPNA5|3841	170.8653
KPNA6|23633	2248.2628	KPNA6|23633	2289.1566
KPNB1|3837	4869.9461	KPNB1|3837	4185.1041
KPTN|11133	138.9202	KPTN|11133	116.4659
KRAS|3845	1272.7257	KRAS|3845	995.6188
KRBA1|84626	345.1722	KRBA1|84626	244.2497
KRBA2|124751	65.7839	KRBA2|124751	128.149
KRCC1|51315	1224.7421	KRCC1|51315	1056.2249
KREMEN1|83999	605.2122	KREMEN1|83999	765.6079
KREMEN2|79412	48.7575	lowly_expressed	lowly_expressed
KRI1|65095	647.9756	KRI1|65095	569.1128
KRIT1|889	944.5799	KRIT1|889	894.1219
KRR1|11103	751.1868	KRR1|11103	1005.732
KRT10|3858	244.1745	KRT10|3858	338.8098
KRT14|3861	2920.0329	KRT14|3861	14855.4217
KRT15|3866	733.2974	KRT15|3866	10853.5962
KRT16|3868	142.7898	KRT16|3868	423.1471
KRT17|3872	3005.552	KRT17|3872	10736.035
KRT18|3875	13444.6114	KRT18|3875	8600.4491
KRT19|3880	16221.1579	KRT19|3880	13378.6053
KRT222|125113	47.5966	KRT222|125113	60.9712
KRT23|25984	417.9215	KRT23|25984	2129.6093
KRT32|3882	5.4175	KRT32|3882	32.4936
lowly_expressed	lowly_expressed	KRT40|125115	6.9368
KRT5|3852	3268.6877	KRT5|3852	25128.5141
KRT6A|3853	54.175	KRT6A|3853	98.5761
KRT6B|3854	881.1178	KRT6B|3854	4644.0307
KRT6C|286887	27.0875	KRT6C|286887	152.9755
KRT75|9119	8.5132	lowly_expressed	lowly_expressed
KRT7|3855	5376.4824	KRT7|3855	10771.4494
KRT80|144501	248.8181	KRT80|144501	1149.3246
KRT81|3887	67.3318	KRT81|3887	343.9211
KRT86|3892	10.0611	KRT86|3892	19.7152
KRT8|3856	23424.9633	KRT8|3856	10876.3673
lowly_expressed	lowly_expressed	KRT9|3857	5.8415
lowly_expressed	lowly_expressed	KRTAP5-1|387264	5.8415
KRTAP5-9|3846	5.0305	lowly_expressed	lowly_expressed
KRTCAP2|200185	2471.9282	KRTCAP2|200185	1024.0964
KRTCAP3|200634	607.534	KRTCAP3|200634	248.6309
KSR1|8844	308.0236	KSR1|8844	339.54
KSR2|283455	99.0629	KSR2|283455	108.4337
KTELC1|56983	410.1822	KTELC1|56983	484.1183
KTI12|112970	151.3031	KTI12|112970	126.6886
KTN1|3895	8258.2058	KTN1|3895	9138.7368
KYNU|8942	151.69	KYNU|8942	771.8145
KY|339855	10.0611	KY|339855	218.69299999999998
L1CAM|3897	66.9448	L1CAM|3897	45.272
L2HGDH|79944	194.6431	L2HGDH|79944	194.9617
L3MBTL2|83746	844.7044	L3MBTL2|83746	827.4662
L3MBTL3|84456	222.8915	L3MBTL3|84456	234.3921
L3MBTL4|91133	35.2138	L3MBTL4|91133	154.4359
L3MBTL|26013	94.8063	L3MBTL|26013	165.0237
LACE1|246269	52.6271	LACE1|246269	52.93899999999999
LACTB2|51110	273.5838	LACTB2|51110	233.6619
LACTB|114294	282.8709	LACTB|114294	278.2037
LAD1|3898	612.1776	LAD1|3898	909.456
LAG3|3902	22.4439	LAG3|3902	8.3972
LAGE3|8270	333.5633	LAGE3|8270	150.4199
LAIR1|3903	330.4675	LAIR1|3903	184.3739
LAMA1|284217	145.4986	LAMA1|284217	181.8182
LAMA2|3908	1472.7785	LAMA2|3908	583.7897
LAMA3|3909	1052.5430000000001	LAMA3|3909	5416.9405
LAMA4|3910	2421.2358	LAMA4|3910	2820.7375
LAMA5|3911	2720.3593	LAMA5|3911	2818.5469
LAMB1|3912	4352.1878	LAMB1|3912	2290.9821
LAMB2L|22973	17.4134	LAMB2L|22973	36.8748
LAMB2|3913	6144.2197	LAMB2|3913	7638.5542
LAMB3|3914	2519.5248	LAMB3|3914	4197.8824
LAMC1|3915	6887.1912	LAMC1|3915	6271.9971
LAMC2|3918	3734.5928	LAMC2|3918	5017.1595
LAMC3|10319	71.2014	LAMC3|10319	67.908
LAMP1|3916	7278.4121	LAMP1|3916	7064.257
LAMP2|3920	4639.3154	LAMP2|3920	5579.7736
LAMP3|27074	335.4981	LAMP3|27074	43.8116
LANCL1|10314	1866.7159	LANCL1|10314	2385.1771
LANCL2|55915	631.5258	LANCL2|55915	641.475
LANCL3|347404	5.8045	LANCL3|347404	6.2066
LAP3|51056	2512.9464	LAP3|51056	1901.789
LAPTM4A|9741	9426.4511	LAPTM4A|9741	8174.1512
LAPTM4B|55353	2456.4496	LAPTM4B|55353	2343.1909
LAPTM5|7805	2748.2207	LAPTM5|7805	857.6123
LARGE|9215	788.2463	LARGE|9215	774.7353
LARP1B|55132	496.8622	LARP1B|55132	466.5936
LARP1|23367	4392.8191	LARP1|23367	3700.6207
LARP4B|23185	1845.8199	LARP4B|23185	1319.8248
LARP4|113251	1202.2982	LARP4|113251	1268.7112
LARP6|55323	120.3459	LARP6|55323	346.8419
LARP7|51574	1206.1678	LARP7|51574	1213.2165
LARS2|23395	587.4119	LARS2|23395	532.6762
LARS|51520	2707.2025	LARS|51520	3407.448
LAS1L|81887	795.5987	LAS1L|81887	814.8959
LASP1|3927	5311.8594	LASP1|3927	5534.8667
LASS1|10715	7.7354	LASS1|10715	24.3483
LASS2|29956	9941.5007	LASS2|29956	4007.667
lowly_expressed	lowly_expressed	LASS3|204219	28.1124
LASS4|79603	898.9181	LASS4|79603	1289.1566
LASS5|91012	1057.5735	LASS5|91012	907.2654
LASS6|253782	1866.5495	LASS6|253782	2152.0628
LAT2|7462	143.5638	LAT2|7462	70.8288
LATS1|9113	523.1758	LATS1|9113	836.4367
LATS2|26524	528.9802	LATS2|26524	726.9076
LAT|27040	105.4246	LAT|27040	48.8682
LAX1|54900	39.0834	LAX1|54900	28.4775
LAYN|143903	167.5556	LAYN|143903	212.4863
LBH|81606	1677.8773	LBH|81606	2725.0821
LBP|3929	71.2014	LBP|3929	21.1756
LBR|3930	433.4001	LBR|3930	677.9847
LBX2|85474	13.7488	lowly_expressed	lowly_expressed
LCA5L|150082	182.2602	LCA5L|150082	65.3523
LCA5|167691	318.4716	LCA5|167691	546.5498
LCAT|3931	34.4785	LCAT|3931	99.8941
LCK|3932	203.9302	LCK|3932	33.2238
LCLAT1|253558	361.4247	LCLAT1|253558	393.5743
LCMT1|51451	1056.7996	LCMT1|51451	521.7233
LCMT2|9836	412.504	LCMT2|9836	393.2092
LCN10|414332	7.9212	LCN10|414332	37.2399
LCN12|286256	32.505	LCN12|286256	8.3972
LCN2|3934	48.7575	LCN2|3934	204.8193
lowly_expressed	lowly_expressed	LCN6|158062	7.3019
LCORL|254251	79.0994	LCORL|254251	72.4863
LCOR|84458	214.9471	LCOR|84458	208.4045
LCP1|3936	3356.1417	LCP1|3936	1389.5582
LCP2|3937	329.6936	LCP2|3937	165.3888
LDB1|8861	2149.1999	LDB1|8861	1520.2629
LDB2|9079	323.8891	LDB2|9079	837.5319
LDB3|11155	29.7963	LDB3|11155	26.287
LDHA|3939	11018.4224	LDHA|3939	7704.2716
LDHB|3945	2110.5035	LDHB|3945	4505.659000000001
LDHC|3948	5.8045	lowly_expressed	lowly_expressed
LDHD|197257	39.8573	LDHD|197257	247.5356
LDLRAD2|401944	94.7908	LDLRAD2|401944	122.0847
LDLRAD3|143458	1766.4922	LDLRAD3|143458	944.5053
LDLRAP1|26119	602.8904	LDLRAP1|26119	871.4859
LDLR|3949	824.2339999999999	LDLR|3949	2797.7364
LDOC1L|84247	1500.6477	LDOC1L|84247	1624.3154
LDOC1|23641	767.7372	LDOC1|23641	864.184
LEAP2|116842	5.0305	LEAP2|116842	6.2066
LEF1|51176	1236.738	LEF1|51176	245.7101
LEFTY1|10637	11.6554	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LEFTY2|7044	9.4925
LEKR1|389170	18.1873	LEKR1|389170	27.3823
lowly_expressed	lowly_expressed	LEMD1|93273	5.8415
LEMD2|221496	665.5787	LEMD2|221496	558.5980000000001
LEMD3|23592	627.2692	LEMD3|23592	962.395
LENG1|79165	80.4886	LENG1|79165	89.4487
LENG8|114823	1518.0727	LENG8|114823	3503.0632
LENG9|94059	111.0472	LENG9|94059	116.1409
LEO1|123169	631.1388	LEO1|123169	652.793
LEPRE1|64175	744.9063	LEPRE1|64175	473.5305
LEPREL1|55214	112.9936	LEPREL1|55214	542.1687
LEPREL2|10536	418.6954	LEPREL2|10536	382.9865
LEPROTL1|23484	1193.011	LEPROTL1|23484	770.3541
LEPROT|54741	792.4565	LEPROT|54741	1086.7689
LEPR|3953	446.2163	LEPR|3953	828.8938
LEP|3952	124.9895	LEP|3952	828.7696
LETM1|3954	1234.8032	LETM1|3954	994.1585
LETM2|137994	99.0629	LETM2|137994	35.0493
LETMD1|25875	931.4231	LETMD1|25875	1201.8985
LFNG|3955	1049.0603	LFNG|3955	670.6827
LGALS12|85329	31.3441	LGALS12|85329	182.5484
LGALS1|3956	4413.3282	LGALS1|3956	3853.2311
LGALS2|3957	24.7657	lowly_expressed	lowly_expressed
LGALS3BP|3959	7083.7691	LGALS3BP|3959	4679.08
LGALS3|3958	4190.4368	LGALS3|3958	4829.4998
lowly_expressed	lowly_expressed	LGALS4|3960	6.5717
LGALS7B|653499	11.9959	LGALS7B|653499	99.3063
LGALS7|3963	8.9002	LGALS7|3963	15.3341
LGALS8|3964	1880.9407	LGALS8|3964	1216.8492
LGALS9C|654346	11.9959	lowly_expressed	lowly_expressed
LGALS9|3965	1073.4391	LGALS9|3965	330.4126
LGI2|55203	128.4722	LGI2|55203	50.7484
LGI4|163175	29.4093	LGI4|163175	102.5922
LGMN|5641	1426.7375	LGMN|5641	1690.0329
LGR4|55366	285.9666	LGR4|55366	1519.8978
LGR5|8549	79.7147	LGR5|8549	12.7784
LGR6|59352	870.6697	LGR6|59352	1370.9383
LGTN|1939	1976.6138	LGTN|1939	1422.0518
lowly_expressed	lowly_expressed	LHCGR|3973	5.4765
LHFPL1|340596	5.4175	LHFPL1|340596	16.4294
LHFPL2|10184	1074.213	LHFPL2|10184	1649.142
LHFPL5|222662	17.8004	lowly_expressed	lowly_expressed
LHFP|10186	1056.0257	LHFP|10186	1302.6652
LHPP|64077	457.3918	LHPP|64077	411.0989
LHX4|89884	6.3229999999999995	lowly_expressed	lowly_expressed
LHX6|26468	202.7693	LHX6|26468	221.2486
LIAS|11019	184.96900000000002	LIAS|11019	206.6448
LIFR|3977	831.1994	LIFR|3977	4792.2599
LIF|3976	135.4375	LIF|3976	650.6024
LIG1|3978	676.0267	LIG1|3978	589.9963
LIG3|3980	818.4296	LIG3|3980	687.1121
LIG4|3981	302.2191	LIG4|3981	388.0978
LILRA1|11024	10.835	lowly_expressed	lowly_expressed
LILRA2|11027	48.3705	LILRA2|11027	16.7945
LILRA4|23547	42.953	lowly_expressed	lowly_expressed
LILRA5|353514	16.2525	lowly_expressed	lowly_expressed
LILRA6|79168	15.8771	LILRA6|79168	7.1851
LILRB1|10859	95.9672	LILRB1|10859	32.8587
LILRB2|10288	85.5191	LILRB2|10288	32.1285
LILRB3|11025	37.137	LILRB3|11025	20.1972
LILRB4|11006	196.9648	LILRB4|11006	52.2088
LILRB5|10990	13.9307	LILRB5|10990	46.7324
LIMA1|51474	2906.1021	LIMA1|51474	4847.0245
LIMCH1|22998	1638.4070000000002	LIMCH1|22998	3504.9288
LIMD1|8994	1345.7265	LIMD1|8994	1054.6769
LIMD2|80774	276.072	LIMD2|80774	84.3008
LIME1|54923	54.0125	LIME1|54923	16.6338
LIMK1|3984	1235.9641	LIMK1|3984	626.1409
LIMK2|3985	1633.3764	LIMK2|3985	2317.6342
LIMS1|3987	355.6202	LIMS1|3987	422.0518
LIMS2|55679	451.9743	LIMS2|55679	1097.1157
LIMS3-LOC440895|100271835	12.6344	LIMS3-LOC440895|100271835	24.1475
LIMS3|96626	8.6487	LIMS3|96626	10.9018
LIN37|55957	94.7792	LIN37|55957	86.4184
LIN52|91750	104.8673	LIN52|91750	139.467
LIN54|132660	343.2374	LIN54|132660	354.5089
LIN7A|8825	7.3523	LIN7A|8825	171.5955
LIN7B|64130	18.1873	LIN7B|64130	38.3352
LIN7C|55327	804.4988	LIN7C|55327	1005.1114
LIN9|286826	196.5779	LIN9|286826	149.3246
LINGO1|84894	126.9243	LINGO1|84894	46.7324
lowly_expressed	lowly_expressed	LINGO2|158038	9.4925
LINGO4|339398	18.5743	LINGO4|339398	13.5086
LINS1|55180	322.7283	LINS1|55180	347.9372
LIPA|3988	2170.4829	LIPA|3988	1863.4538
lowly_expressed	lowly_expressed	LIPC|3990	7.667000000000001
LIPE|3991	548.6767	LIPE|3991	1158.8171
LIPG|9388	104.0934	LIPG|9388	90.1789
LIPH|200879	169.1034	LIPH|200879	270.1716
lowly_expressed	lowly_expressed	LIPK|643414	9.1274
LIPT1|51601	95.1932	LIPT1|51601	139.1019
LIPT2|387787	20.8961	LIPT2|387787	23.0011
LITAF|9516	3988.4414	LITAF|9516	4442.4973
LIX1L|128077	464.3572	LIX1L|128077	654.6185
LLGL1|3996	926.3926	LLGL1|3996	967.5064
LLGL2|3993	1246.4121	LLGL2|3993	876.2322
LLPH|84298	603.7998	LLPH|84298	554.414
LMAN1|3998	4043.7773	LMAN1|3998	3870.3907
LMAN2L|81562	607.9209999999999	LMAN2L|81562	756.4805
LMAN2|10960	2461.8671	LMAN2|10960	2172.3257
LMBR1L|55716	371.4858	LMBR1L|55716	333.3333
LMBR1|64327	1401.9718	LMBR1|64327	1108.4337
LMBRD1|55788	1451.5032	LMBRD1|55788	1767.7985
LMBRD2|92255	170.6513	LMBRD2|92255	265.4253
LMCD1|29995	731.7496	LMCD1|29995	601.3143
LMF1|64788	281.71	LMF1|64788	264.6951
LMF2|91289	1033.5817	LMF2|91289	879.5181
LMLN|89782	401.282	LMLN|89782	302.3001
LMNA|4000	7863.8892	LMNA|4000	10388.828000000001
LMNB1|4001	621.0778	LMNB1|4001	273.4575
LMNB2|84823	983.2764	LMNB2|84823	620.2994
LMO2|4005	294.0929	LMO2|4005	350.858
LMO3|55885	55.3359	LMO3|55885	112.8149
LMO4|8543	754.1935	LMO4|8543	907.2654
LMO7|4008	607.1469999999999	LMO7|4008	789.3392
LMOD1|25802	538.6544	LMOD1|25802	2027.0172
LMOD3|56203	5.0305	lowly_expressed	lowly_expressed
LMTK2|22853	358.7159	LMTK2|22853	393.5743
LMTK3|114783	167.1686	LMTK3|114783	143.1179
lowly_expressed	lowly_expressed	LMX1A|4009	6.9368
LMX1B|4010	1425.9636	LMX1B|4010	1739.3209
LNP1|348801	45.3445	LNP1|348801	99.3939
LNPEP|4012	286.2607	LNPEP|4012	438.1161
LNX1|84708	489.1229	LNX1|84708	415.115
LNX2|222484	725.1712	LNX2|222484	722.8916
LOC100009676|100009676	61.4925	LOC100009676|100009676	76.5243
lowly_expressed	lowly_expressed	LOC100101266|100101266	7.667000000000001
lowly_expressed	lowly_expressed	LOC100124692|100124692	103.3224
LOC100125556|100125556	92.6238	LOC100125556|100125556	64.64399999999999
LOC100126784|100126784	41.2891	LOC100126784|100126784	141.8474
lowly_expressed	lowly_expressed	LOC100127888|100127888	11.9861
LOC100128191|100128191	36.1231	LOC100128191|100128191	33.2421
lowly_expressed	lowly_expressed	LOC100128239|100128239	10.9529
LOC100128288|100128288	28.2484	LOC100128288|100128288	67.908
LOC100128292|100128292	21.67	LOC100128292|100128292	54.3994
LOC100128640|100128640	54.175	LOC100128640|100128640	71.1939
LOC100128788|100128788	24.3826	LOC100128788|100128788	15.6992
LOC100128822|100128822	81.6495	LOC100128822|100128822	104.4177
LOC100128842|100128842	16.6395	LOC100128842|100128842	29.2077
LOC100128977|100128977	87.4539	LOC100128977|100128977	21.9058
LOC100129034|100129034	2283.1437	LOC100129034|100129034	2099.3319
lowly_expressed	lowly_expressed	LOC100129066|100129066	6.2066
LOC100129387|100129387	73.8599	LOC100129387|100129387	125.18799999999999
LOC100129534|100129534	64.623	LOC100129534|100129534	59.1457
LOC100129550|100129550	225.2132	LOC100129550|100129550	230.011
LOC100129637|100129637	107.1891	LOC100129637|100129637	199.4925
LOC100129716|100129716	5.8045	LOC100129716|100129716	13.1435
lowly_expressed	lowly_expressed	LOC100129726|100129726	12.7784
