gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
LOC100130015|100130015	14.1358	LOC100130015|100130015	37.4954
LOC100130093|100130093	173.6735	LOC100130093|100130093	147.7583
LOC100130148|100130148	15.4786	LOC100130148|100130148	17.8897
LOC100130522|100130522	84.3582	LOC100130522|100130522	16.7945
LOC100130557|100130557	22.3588	LOC100130557|100130557	46.7616
LOC100130581|100130581	82.0364	LOC100130581|100130581	73.7495
LOC100130691|100130691	8.9002	LOC100130691|100130691	7.3019
LOC100130776|100130776	342.4325	LOC100130776|100130776	240.8434
LOC100130872|100130872	108.35	LOC100130872|100130872	46.0022
LOC100130932|100130932	51.8532	LOC100130932|100130932	36.8748
LOC100130987|100130987	9.6741	LOC100130987|100130987	14.6039
LOC100131193|100131193	51.0793	LOC100131193|100131193	44.2899
LOC100131434|100131434	28.6779	LOC100131434|100131434	95.3523
LOC100131551|100131551	6.1914	lowly_expressed	lowly_expressed
LOC100131691|100131691	31.5337	LOC100131691|100131691	22.5885
LOC100132111|100132111	12.3829	LOC100132111|100132111	23.0011
LOC100132215|100132215	7.7393	LOC100132215|100132215	17.5246
LOC100132247|100132247	109.1239	LOC100132247|100132247	78.1307
LOC100132287|100132287	304.154	LOC100132287|100132287	337.3494
LOC100132288|100132288	162.912	LOC100132288|100132288	164.6586
LOC100132354|100132354	11.222000000000001	lowly_expressed	lowly_expressed
LOC100132707|100132707	126.9746	LOC100132707|100132707	159.5619
LOC100132832|100132832	7.8244	lowly_expressed	lowly_expressed
LOC100133161|100133161	54.2331	LOC100133161|100133161	49.2881
LOC100133331|100133331	129.8227	LOC100133331|100133331	153.3954
lowly_expressed	lowly_expressed	LOC100133545|100133545	14.2388
LOC100133612|100133612	5.8045	LOC100133612|100133612	5.8415
LOC100133669|100133669	6.1914	LOC100133669|100133669	27.0172
LOC100133985|100133985	5.4175	lowly_expressed	lowly_expressed
LOC100133991|100133991	35.9877	LOC100133991|100133991	31.0332
LOC100134229|100134229	70.4275	LOC100134229|100134229	168.3096
LOC100134259|100134259	11.222000000000001	LOC100134259|100134259	25.5568
LOC100134713|100134713	23.2256	LOC100134713|100134713	16.0643
LOC100144603|100144603	5.4175	LOC100144603|100144603	5.4765
lowly_expressed	lowly_expressed	LOC100144604|100144604	16.0643
LOC100170939|100170939	396.77	LOC100170939|100170939	150.3907
LOC100188947|100188947	17.8004	LOC100188947|100188947	36.8748
LOC100188949|100188949	7.7393	lowly_expressed	lowly_expressed
LOC100190938|100190938	80.1016	LOC100190938|100190938	131.4348
LOC100190939|100190939	152.4639	LOC100190939|100190939	357.7948
LOC100190986|100190986	120.7329	LOC100190986|100190986	140.1972
LOC100192378|100192378	8.1263	LOC100192378|100192378	10.5878
LOC100216545|100216545	55.7229	LOC100216545|100216545	65.7174
LOC100233209|100233209	30.1832	LOC100233209|100233209	8.3972
lowly_expressed	lowly_expressed	LOC100240726|100240726	7.3019
lowly_expressed	lowly_expressed	LOC100240735|100240735	8.7623
LOC100268168|100268168	10.0611	LOC100268168|100268168	7.3019
LOC100270710|100270710	226.6141	LOC100270710|100270710	316.8054
LOC100270746|100270746	19.7352	LOC100270746|100270746	34.3191
LOC100270804|100270804	13.5438	LOC100270804|100270804	30.303
LOC100271722|100271722	23.2179	LOC100271722|100271722	52.93899999999999
LOC100271836|100271836	230.8087	LOC100271836|100271836	343.9869
LOC100272146|100272146	28.6354	LOC100272146|100272146	37.9701
LOC100272216|100272216	28.6354	LOC100272216|100272216	20.8105
LOC100272217|100272217	12.3829	LOC100272217|100272217	17.1595
LOC100272228|100272228	20.1221	LOC100272228|100272228	56.9551
LOC100286793|100286793	213.9913	LOC100286793|100286793	132.8952
LOC100286844|100286844	22.0686	LOC100286844|100286844	28.6382
LOC100287227|100287227	7.7393	LOC100287227|100287227	9.5035
LOC100288778|100288778	181.8616	LOC100288778|100288778	205.4582
LOC100289341|100289341	56.8838	LOC100289341|100289341	62.7966
LOC100302401|100302401	11.6089	LOC100302401|100302401	32.8587
LOC100302640|100302640	7.3523	LOC100302640|100302640	8.3972
LOC100302650|100302650	8.5132	LOC100302650|100302650	28.4775
LOC100303728|100303728	24.7657	LOC100303728|100303728	35.4144
LOC113230|113230	171.8122	LOC113230|113230	113.9102
LOC115110|115110	70.9576	LOC115110|115110	75.0201
lowly_expressed	lowly_expressed	LOC121838|121838	42.3512
LOC134466|134466	25.1527	LOC134466|134466	116.4659
LOC143188|143188	15.8655	LOC143188|143188	14.6039
LOC143666|143666	17.8004	LOC143666|143666	15.6992
LOC144438|144438	622.2386	LOC144438|144438	934.2826
LOC144486|144486	5.4175	LOC144486|144486	9.4925
LOC144571|144571	22.8657	LOC144571|144571	51.1902
LOC145783|145783	29.0494	LOC145783|145783	26.8164
LOC145820|145820	15.0916	LOC145820|145820	30.6681
LOC145837|145837	42.953	LOC145837|145837	152.9755
LOC146880|146880	236.1411	LOC146880|146880	276.3563
LOC147727|147727	264.2966	LOC147727|147727	609.3465
LOC147804|147804	90.1627	LOC147804|147804	102.5922
LOC148189|148189	66.3605	LOC148189|148189	66.4476
LOC148413|148413	326.8843	LOC148413|148413	272.0737
LOC148709|148709	9.2871	lowly_expressed	lowly_expressed
LOC149134|149134	15.0916	LOC149134|149134	7.667000000000001
LOC149837|149837	34.4398	LOC149837|149837	48.923
LOC150381|150381	31.3441	LOC150381|150381	36.6849
LOC150776|150776	427.2086	LOC150776|150776	425.7028
LOC150786|150786	42.1791	LOC150786|150786	49.2881
LOC151009|151009	15.0916	LOC151009|151009	59.5108
LOC151162|151162	1092.7873	LOC151162|151162	1486.3089
LOC151174|151174	5.8045	LOC151174|151174	8.3972
LOC151534|151534	291.566	LOC151534|151534	65.3523
LOC152217|152217	150.5291	LOC152217|152217	205.9146
LOC153684|153684	20.8961	LOC153684|153684	25.9219
LOC154761|154761	54.3491	LOC154761|154761	65.8087
LOC154822|154822	8.3043	LOC154822|154822	24.4943
lowly_expressed	lowly_expressed	LOC157381|157381	5.8415
LOC158376|158376	15.4786	LOC158376|158376	31.3983
LOC158572|158572	36.7616	LOC158572|158572	39.4304
lowly_expressed	lowly_expressed	LOC158696|158696	8.3972
LOC162632|162632	288.6444	LOC162632|162632	386.1227
LOC168474|168474	23.2179	LOC168474|168474	14.6039
LOC200030|200030	873.7848	LOC200030|200030	800.8908
LOC202181|202181	32.891999999999996	LOC202181|202181	58.0504
LOC202781|202781	155.1727	LOC202781|202781	216.1373
LOC219347|219347	184.0789	LOC219347|219347	124.5455
LOC220594|220594	13.5438	LOC220594|220594	92.9755
LOC220729|220729	87.8409	LOC220729|220729	142.3877
LOC220930|220930	59.7396	LOC220930|220930	87.2581
LOC221442|221442	36.7616	LOC221442|221442	120.1168
LOC221710|221710	276.6795	LOC221710|221710	350.4929
LOC222699|222699	76.232	LOC222699|222699	28.4775
LOC253039|253039	535.9456	LOC253039|253039	827.6743
LOC253724|253724	24.3788	LOC253724|253724	18.6199
LOC254559|254559	77.3929	LOC254559|254559	108.7988
LOC255167|255167	10.0611	LOC255167|255167	80.6864
LOC25845|25845	293.9845	LOC25845|25845	306.5389
LOC282997|282997	68.1057	LOC282997|282997	50.7484
LOC283050|283050	25.9266	LOC283050|283050	43.0814
LOC283070|283070	210.8956	LOC283070|283070	139.1019
LOC283174|283174	28.6354	LOC283174|283174	195.3268
LOC283267|283267	172.9731	LOC283267|283267	217.5977
LOC283314|283314	77.8495	LOC283314|283314	73.5086
LOC283392|283392	5.6032	LOC283392|283392	108.8938
LOC283663|283663	37.5355	LOC283663|283663	30.303
LOC283731|283731	5.8045	LOC283731|283731	7.667000000000001
LOC283867|283867	13.5438	lowly_expressed	lowly_expressed
LOC283922|283922	27.8614	LOC283922|283922	82.1468
LOC284023|284023	181.8732	LOC284023|284023	197.8824
LOC284232|284232	8.5132	LOC284232|284232	18.985
LOC284233|284233	22.057	LOC284233|284233	22.636
LOC284276|284276	42.5661	LOC284276|284276	20.0803
LOC284440|284440	87.06700000000001	LOC284440|284440	128.8792
LOC284441|284441	80.4886	LOC284441|284441	64.9872
lowly_expressed	lowly_expressed	LOC284578|284578	43.4465
LOC284837|284837	68.4927	LOC284837|284837	61.3363
LOC284900|284900	116.0196	LOC284900|284900	135.6444
LOC285033|285033	40.5036	LOC285033|285033	33.7824
LOC285074|285074	168.3295	LOC285074|285074	164.6586
LOC285359|285359	39.0834	LOC285359|285359	66.4476
lowly_expressed	lowly_expressed	LOC285419|285419	5.4765
LOC285593|285593	10.835	LOC285593|285593	8.0321
LOC285830|285830	16.593	LOC285830|285830	43.4356
lowly_expressed	lowly_expressed	LOC286002|286002	21.5407
LOC286367|286367	23.6048	LOC286367|286367	96.3855
lowly_expressed	lowly_expressed	LOC286467|286467	10.2227
LOC338651|338651	91.3236	LOC338651|338651	46.7324
LOC338758|338758	20.8961	LOC338758|338758	73.7495
LOC338799|338799	220.1827	LOC338799|338799	297.9189
LOC339047|339047	1179.8542	LOC339047|339047	1036.1446
LOC339290|339290	547.3881	LOC339290|339290	1093.4648
LOC339524|339524	95.9672	LOC339524|339524	113.18
LOC341056|341056	11.6089	LOC341056|341056	6.9368
LOC344595|344595	133.5027	LOC344595|344595	257.7583
LOC348926|348926	123.4416	LOC348926|348926	86.5279
LOC349114|349114	236.0482	LOC349114|349114	142.0226
lowly_expressed	lowly_expressed	LOC349196|349196	14.5089
LOC374443|374443	175.2948	LOC374443|374443	152.2453
LOC375190|375190	115.3154	LOC375190|375190	103.6875
LOC387646|387646	50.3054	LOC387646|387646	19.7152
LOC387647|387647	405.9333	LOC387647|387647	495.6407
LOC388152|388152	261.2009	LOC388152|388152	244.2497
LOC388242|388242	50.6923	LOC388242|388242	22.636
LOC388588|388588	17.8004	LOC388588|388588	14.2388
LOC388692|388692	358.7159	LOC388692|388692	378.6053
LOC388789|388789	415.5997	LOC388789|388789	483.023
LOC388796|388796	248.0441	LOC388796|388796	279.29900000000004
LOC388955|388955	206.639	LOC388955|388955	191.3107
LOC389033|389033	67.3318	LOC389033|389033	21.9058
LOC389333|389333	33.2789	LOC389333|389333	27.7474
LOC389493|389493	22.4439	LOC389493|389493	22.2709
LOC389705|389705	6.1914	LOC389705|389705	12.7784
lowly_expressed	lowly_expressed	LOC390595|390595	13.5086
LOC391322|391322	8.1263	LOC391322|391322	10.5878
LOC399744|399744	217.8609	LOC399744|399744	144.9434
LOC399815|399815	9.6741	lowly_expressed	lowly_expressed
LOC399959|399959	210.8956	LOC399959|399959	685.6517
LOC400027|400027	158.6554	LOC400027|400027	359.6203
LOC400043|400043	198.5127	LOC400043|400043	226.36
LOC400657|400657	308.4106	LOC400657|400657	222.709
LOC400752|400752	32.118	LOC400752|400752	41.621
LOC400759|400759	20.5091	LOC400759|400759	16.0643
LOC400927|400927	16.6085	LOC400927|400927	28.8609
LOC400931|400931	15.8655	LOC400931|400931	67.5429
LOC401010|401010	29.7963	LOC401010|401010	26.287
LOC401052|401052	65.39699999999999	LOC401052|401052	108.4337
LOC401093|401093	62.3322	LOC401093|401093	153.3005
lowly_expressed	lowly_expressed	LOC401127|401127	7.3019
LOC401397|401397	750.7108	LOC401397|401397	502.7382
LOC401431|401431	32.9074	LOC401431|401431	32.8587
LOC401588|401588	33.6659	LOC401588|401588	85.0675
LOC402377|402377	8.5132	LOC402377|402377	13.8737
LOC407835|407835	37.9225	LOC407835|407835	34.6842
lowly_expressed	lowly_expressed	LOC440173|440173	11.6831
LOC440354|440354	138.3243	LOC440354|440354	134.2716
lowly_expressed	lowly_expressed	LOC440461|440461	8.7623
LOC440905|440905	177.2297	LOC440905|440905	83.9723
LOC440925|440925	35.2138	LOC440925|440925	6.2066
LOC440944|440944	151.69	LOC440944|440944	297.5539
LOC440957|440957	60.7534	LOC440957|440957	103.6875
LOC441046|441046	10.448	LOC441046|441046	17.8897
LOC441089|441089	91.7105	LOC441089|441089	119.3866
LOC441204|441204	59.2055	LOC441204|441204	73.0194
LOC441208|441208	30.9571	LOC441208|441208	52.2088
LOC441294|441294	185.3559	LOC441294|441294	200.07299999999998
LOC441455|441455	9.6741	LOC441455|441455	10.2227
LOC441666|441666	42.953	LOC441666|441666	119.7517
LOC441869|441869	98.6759	LOC441869|441869	194.9617
LOC442421|442421	22.057	LOC442421|442421	32.4936
LOC442454|442454	128.0852	LOC442454|442454	129.2442
LOC493754|493754	513.1147	LOC493754|493754	483.3881
LOC541471|541471	293.319	LOC541471|541471	106.9733
lowly_expressed	lowly_expressed	LOC541473|541473	6.8821
LOC550112|550112	266.5875	LOC550112|550112	339.1749
LOC550643|550643	298.3495	LOC550643|550643	263.2348
LOC554202|554202	25.1527	LOC554202|554202	54.7645
lowly_expressed	lowly_expressed	LOC572558|572558	10.2227
LOC595101|595101	106.0282	LOC595101|595101	175.2355
LOC606724|606724	13.1568	lowly_expressed	lowly_expressed
LOC613037|613037	20.5091	LOC613037|613037	35.7795
LOC619207|619207	11.9959	LOC619207|619207	9.8576
LOC641298|641298	78.7047	LOC641298|641298	50.1679
LOC642587|642587	485.6402	LOC642587|642587	735.67
LOC642826|642826	99.0087	LOC642826|642826	239.8467
LOC642846|642846	47.2096	LOC642846|642846	68.6382
LOC642852|642852	219.7957	LOC642852|642852	245.7101
LOC643008|643008	8.1263	LOC643008|643008	10.9529
LOC643387|643387	36.7616	LOC643387|643387	34.6842
lowly_expressed	lowly_expressed	LOC643719|643719	44.5418
lowly_expressed	lowly_expressed	LOC643763|643763	20.8105
LOC643837|643837	120.7329	LOC643837|643837	136.1811
LOC644165|644165	5.0189	lowly_expressed	lowly_expressed
LOC644172|644172	6.5784	LOC644172|644172	11.6831
LOC644538|644538	58.0446	LOC644538|644538	104.0526
LOC644936|644936	31.7311	LOC644936|644936	19.7152
LOC645166|645166	61.9143	LOC645166|645166	69.7335
LOC645332|645332	152.8509	LOC645332|645332	159.9124
LOC645431|645431	44.8105	LOC645431|645431	22.4571
LOC645676|645676	22.1344	LOC645676|645676	34.4797
LOC646214|646214	100.6107	LOC646214|646214	257.0281
LOC646471|646471	46.3815	LOC646471|646471	81.2888
LOC646762|646762	445.009	LOC646762|646762	305.2209
LOC646851|646851	108.73700000000001	LOC646851|646851	128.5141
LOC646999|646999	14.3177	LOC646999|646999	21.5407
LOC647121|647121	64.623	LOC647121|647121	32.1285
LOC647288|647288	12.3829	LOC647288|647288	8.0321
LOC647946|647946	26.3136	LOC647946|647946	9.4925
LOC647979|647979	10001.0932	LOC647979|647979	12336.6192
lowly_expressed	lowly_expressed	LOC648740|648740	14.110999999999999
LOC649330|649330	8.5132	LOC649330|649330	8.0321
LOC650368|650368	25.1527	LOC650368|650368	41.2559
LOC650623|650623	63.4622	LOC650623|650623	115.0055
LOC651250|651250	1856.6549	LOC651250|651250	2098.5761
LOC652276|652276	44.8879	LOC652276|652276	34.3191
LOC653113|653113	36.7616	LOC653113|653113	39.7955
LOC653501|653501	250.3659	LOC653501|653501	313.9832
LOC653566|653566	1739.7916	LOC653566|653566	1476.8164
LOC653653|653653	85.1322	LOC653653|653653	70.8288
LOC654342|654342	263.1357	LOC654342|654342	294.9982
LOC654433|654433	222.1446	LOC654433|654433	284.0927
LOC678655|678655	237.9598	LOC678655|678655	291.2997
LOC723972|723972	8.9002	LOC723972|723972	7.667000000000001
LOC727896|727896	15.4786	LOC727896|727896	21.5407
LOC728024|728024	15.8655	LOC728024|728024	30.303
LOC728190|728190	218.6348	LOC728190|728190	196.7871
LOC728264|728264	143.1768	LOC728264|728264	1826.2139
LOC728323|728323	27.8614	LOC728323|728323	50.3834
LOC728392|728392	48.7575	LOC728392|728392	93.8299
LOC728554|728554	237.2091	LOC728554|728554	211.391
LOC728606|728606	152.077	LOC728606|728606	113.18
LOC728613|728613	191.9343	LOC728613|728613	177.437
LOC728640|728640	49.1445	LOC728640|728640	58.4155
LOC728643|728643	47.9836	LOC728643|728643	55.1296
LOC728723|728723	9.2871	LOC728723|728723	27.3823
LOC728743|728743	154.7857	LOC728743|728743	119.3866
LOC728758|728758	27.0875	LOC728758|728758	25.9219
LOC728819|728819	11.6089	LOC728819|728819	38.7003
LOC728855|728855	295.6408	LOC728855|728855	160.7704
LOC728875|728875	18.9613	LOC728875|728875	42.5885
LOC728989|728989	6.5784	lowly_expressed	lowly_expressed
LOC729020|729020	25.5396	LOC729020|729020	25.1917
LOC729082|729082	395.7871	LOC729082|729082	440.7156
LOC729156|729156	5.8277	lowly_expressed	lowly_expressed
LOC729176|729176	34.0529	LOC729176|729176	32.8587
LOC729234|729234	49.8023	LOC729234|729234	94.195
LOC729375|729375	54.562	LOC729375|729375	56.9551
LOC729603|729603	15.4786	LOC729603|729603	17.5246
LOC729668|729668	8.2269	lowly_expressed	lowly_expressed
LOC729678|729678	413.3592	LOC729678|729678	355.4582
LOC729799|729799	10.448	LOC729799|729799	20.8105
LOC729991-MEF2B|4207	27.0759	LOC729991-MEF2B|4207	39.2735
LOC729991|729991	225.0236	LOC729991|729991	209.4049
LOC730101|730101	168.3295	LOC730101|730101	200.8032
lowly_expressed	lowly_expressed	LOC730668|730668	6.2066
LOC80054|80054	15.8655	LOC80054|80054	68.6382
LOC80154|80154	313.4411	LOC80154|80154	382.9865
LOC81691|81691	240.6918	LOC81691|81691	139.8321
lowly_expressed	lowly_expressed	LOC84740|84740	5.1187
LOC84856|84856	19.3482	LOC84856|84856	25.5568
LOC84989|84989	9.7399	LOC84989|84989	9.1822
LOC90110|90110	263.1357	LOC90110|90110	315.4436
LOC90246|90246	7.3523	LOC90246|90246	13.5086
LOC90784|90784	369.9379	LOC90784|90784	267.6159
LOC90834|90834	19.3482	LOC90834|90834	37.2399
LOC91316|91316	209.8546	LOC91316|91316	408.5031
LOC92249|92249	523.5627	LOC92249|92249	758.671
LOC92659|92659	160.2032	LOC92659|92659	85.7977
LOC92973|92973	66.1709	LOC92973|92973	120.4819
lowly_expressed	lowly_expressed	LOC93432|93432	16.0643
LOC93622|93622	434.9479	LOC93622|93622	405.6225
LOC96610|96610	6395.2047	LOC96610|96610	6600.4673
LOH12CR1|118426	95.1932	LOH12CR1|118426	125.5933
LOH12CR2|503693	18.1873	LOH12CR2|503693	37.605
LOH3CR2A|29931	25.9266	LOH3CR2A|29931	71.1939
LONP1|9361	1213.9071	LONP1|9361	1060.6061
LONP2|83752	1538.5702	LONP2|83752	3387.0026
LONRF1|91694	648.5522	LONRF1|91694	813.4356
LONRF2|164832	791.7289999999999	LONRF2|164832	1272.7273
lowly_expressed	lowly_expressed	LONRF3|79836	31.7634
LOXL1|4016	1333.0921	LOXL1|4016	330.0475
LOXL2|4017	1583.4	LOXL2|4017	648.3863
LOXL3|84695	79.2348	LOXL3|84695	59.226000000000006
LOXL4|84171	109.8979	LOXL4|84171	609.7116
LOX|4015	842.4214	LOX|4015	461.8474
lowly_expressed	lowly_expressed	LPAL2|80350	5.4765
LPAR1|1902	405.9256	LPAR1|1902	658.6345
LPAR2|9170	361.0377	LPAR2|9170	269.4414
LPAR3|23566	66.9448	LPAR3|23566	25.5568
LPAR4|2846	8.9002	LPAR4|2846	9.8576
LPAR5|57121	77.7798	LPAR5|57121	50.7484
LPAR6|10161	869.1219	LPAR6|10161	1209.9306
LPCAT1|79888	1674.0077	LPCAT1|79888	776.9259
LPCAT2|54947	465.9051	LPCAT2|54947	1396.4951
LPCAT3|10162	2003.3143	LPCAT3|10162	1875.5020000000002
LPCAT4|254531	375.3554	LPCAT4|254531	450.1643
LPGAT1|9926	4369.6012	LPGAT1|9926	1685.2866
LPHN1|22859	1459.6295	LPHN1|22859	1090.8762
LPHN2|23266	722.0754	LPHN2|23266	1504.5637
LPHN3|23284	23.9918	LPHN3|23284	240.2337
LPIN1|23175	397.0254	LPIN1|23175	1242.7893
LPIN2|9663	857.513	LPIN2|9663	813.4356
LPIN3|64900	283.8616	LPIN3|64900	451.5699
LPL|4023	772.7678	LPL|4023	5004.0161
LPPR1|54886	7.7393	LPPR1|54886	43.4465
LPPR2|64748	613.3385	LPPR2|64748	507.1194
LPPR3|79948	160.2032	LPPR3|79948	159.5473
LPPR4|9890	93.2584	LPPR4|9890	142.0226
LPP|4026	467.8399	LPP|4026	1135.0858
LPXN|9404	332.4024	LPXN|9404	177.437
LQK1|642946	32.891999999999996	LQK1|642946	13.1435
LRAT|9227	33.6659	LRAT|9227	98.211
LRBA|987	2168.5481	LRBA|987	3048.5579
LRCH1|23143	723.2363	LRCH1|23143	774.0051
LRCH2|57631	48.7575	LRCH2|57631	93.4648
LRCH3|84859	333.9502	LRCH3|84859	443.2275
LRCH4|4034	996.8201	LRCH4|4034	641.475
LRDD|55367	229.4698	LRDD|55367	194.2315
LRFN1|57622	46.0488	LRFN1|57622	45.272
lowly_expressed	lowly_expressed	LRFN2|57497	5.1114
LRFN3|79414	211.2825	LRFN3|79414	164.6586
LRFN4|78999	275.1316	LRFN4|78999	147.134
LRFN5|145581	30.1832	LRFN5|145581	74.4797
LRG1|116844	2523.3944	LRG1|116844	268.7112
LRGUK|136332	40.2443	LRGUK|136332	17.8897
LRIG1|26018	8499.4162	LRIG1|26018	7794.5783
LRIG2|9860	196.1909	LRIG2|9860	327.8569
LRIG3|121227	454.6831	LRIG3|121227	1433.3698
lowly_expressed	lowly_expressed	LRIT3|345193	18.2548
LRMP|4033	80.1016	LRMP|4033	93.8299
LRP10|26020	4881.5551	LRP10|26020	5335.1588
LRP11|84918	1037.4514	LRP11|84918	909.0909
LRP12|29967	219.7957	LRP12|29967	385.5422
LRP1B|53353	5.0305	LRP1B|53353	78.1307
LRP1|4035	8359.5905	LRP1|4035	11829.1347
LRP2BP|55805	63.0752	LRP2BP|55805	95.6553
LRP2|4036	1037.8383	LRP2|4036	1879.1529999999998
LRP3|4037	576.8516	LRP3|4037	596.057
LRP4|4038	116.4569	LRP4|4038	532.2782
LRP5L|91355	50.6923	LRP5L|91355	91.2742
LRP5|4041	1484.3952	LRP5|4041	2368.0175
LRP6|4040	957.7367	LRP6|4040	1885.3596
LRP8|7804	55.3359	LRP8|7804	59.5108
LRPAP1|4043	1263.4385	LRPAP1|4043	1257.0281
LRPPRC|10128	4104.5307	LRPPRC|10128	3712.3038
LRRC10B|390205	38.3095	LRRC10B|390205	17.1595
LRRC14B|389257	19.7352	lowly_expressed	lowly_expressed
LRRC14|9684	617.7537	LRRC14|9684	616.1555
LRRC15|131578	2532.2946	LRRC15|131578	83.9723
LRRC16A|55604	774.3156	LRRC16A|55604	857.2472
LRRC16B|90668	7.7393	LRRC16B|90668	16.0643
LRRC17|10234	344.0113	LRRC17|10234	476.0862
LRRC1|55227	905.8835	LRRC1|55227	671.0478
LRRC20|55222	385.0295	LRRC20|55222	165.7539
LRRC23|10233	236.0482	LRRC23|10233	200.4381
LRRC24|441381	16.0938	LRRC24|441381	7.0646
LRRC25|126364	88.2279	LRRC25|126364	46.3673
LRRC26|389816	16.6395	LRRC26|389816	41.621
LRRC27|80313	491.2667	LRRC27|80313	240.9639
LRRC28|123355	183.0341	LRRC28|123355	199.3428
LRRC29|26231	41.7921	LRRC29|26231	49.2881
LRRC2|79442	8.9002	LRRC2|79442	31.7634
LRRC31|79782	20.1221	LRRC31|79782	59.5108
LRRC32|2615	1323.418	LRRC32|2615	815.2610000000001
LRRC33|375387	93.6454	LRRC33|375387	92.3695
LRRC34|151827	35.6007	LRRC34|151827	63.8919
LRRC37A2|474170	125.0785	LRRC37A2|474170	195.0858
LRRC37A3|374819	253.0747	LRRC37A3|374819	150.0548
LRRC37A4|55073	133.5027	LRRC37A4|55073	451.86199999999997
LRRC37A|9884	398.1863	LRRC37A|9884	413.6546
LRRC37B2|147172	477.514	LRRC37B2|147172	589.9963
LRRC37B|114659	167.1686	LRRC37B|114659	165.7539
lowly_expressed	lowly_expressed	LRRC39|127495	5.6261
lowly_expressed	lowly_expressed	LRRC3B|116135	46.3673
LRRC3|81543	33.6659	LRRC3|81543	40.8908
LRRC40|55631	415.9867	LRRC40|55631	409.6386
LRRC41|10489	1997.8968	LRRC41|10489	1967.5064
LRRC42|115353	790.5681	LRRC42|115353	609.3465
LRRC43|254050	7.7393	LRRC43|254050	13.8737
LRRC45|201255	308.0236	LRRC45|201255	155.8963
LRRC46|90506	132.7288	LRRC46|90506	51.8437
LRRC47|57470	1100.5266	LRRC47|57470	1102.2271
LRRC48|83450	222.4387	LRRC48|83450	123.4027
LRRC49|54839	82.8104	LRRC49|54839	123.0376
LRRC4B|94030	9.6741	LRRC4B|94030	17.8897
LRRC4C|57689	106.4152	LRRC4C|57689	128.5141
LRRC4|64101	34.8268	LRRC4|64101	34.3191
LRRC50|123872	51.8532	LRRC50|123872	30.303
LRRC55|219527	37.5355	LRRC55|219527	9.8576
LRRC56|115399	139.6941	LRRC56|115399	84.3373
LRRC57|255252	346.3331	LRRC57|255252	393.2092
LRRC58|116064	1163.2148	LRRC58|116064	1606.4257
LRRC59|55379	2481.6835	LRRC59|55379	2081.391
LRRC61|65999	500.7318	LRRC61|65999	238.7733
LRRC66|339977	5.4175	LRRC66|339977	6.9368
LRRC6|23639	255.7834	LRRC6|23639	81.4166
LRRC70|100130733	62.6689	LRRC70|100130733	160.3286
LRRC8A|56262	1913.5386	LRRC8A|56262	1893.0267
LRRC8B|23507	717.4319	LRRC8B|23507	994.1585
LRRC8C|84230	545.2327	LRRC8C|84230	1017.1595
LRRC8D|55144	955.8019	LRRC8D|55144	845.199
LRRC8E|80131	633.8476	LRRC8E|80131	427.1632
LRRCC1|85444	1050.6082	LRRCC1|85444	667.0318
LRRFIP1|9208	3645.9779	LRRFIP1|9208	3562.6141
LRRFIP2|9209	1328.8355	LRRFIP2|9209	959.4743
LRRIQ1|84125	27.0875	LRRIQ1|84125	39.0654
LRRIQ3|127255	19.7352	LRRIQ3|127255	18.2548
LRRK1|79705	597.8599	LRRK1|79705	452.3549
LRRK2|120892	162.525	LRRK2|120892	334.0635
LRRN1|57633	162.912	LRRN1|57633	739.686
LRRN2|10446	653.5828	LRRN2|10446	272.7273
LRRN3|54674	29.0223	LRRN3|54674	102.9573
LRRN4CL|221091	89.3888	LRRN4CL|221091	155.1661
LRRTM2|26045	18.5743	LRRTM2|26045	81.4166
LRSAM1|90678	642.7478	LRSAM1|90678	467.3238
LRTOMT|220074	436.4377	LRTOMT|220074	307.7254
LRWD1|222229	342.4634	LRWD1|222229	181.8182
LSAMP|4045	43.34	LSAMP|4045	10.9529
LSG1|55341	937.6146	LSG1|55341	1028.1124
LSM10|84967	306.0888	LSM10|84967	251.1866
LSM11|134353	222.1175	LSM11|134353	214.6769
