gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
LIMD2|80774	248.8446	LIMD2|80774	145.9252
LIME1|54923	38.0091	LIME1|54923	41.8222
LIMK1|3984	502.8063	LIMK1|3984	473.4527
LIMK2|3985	5520.7032	LIMK2|3985	2747.0939
LIMS1|3987	463.8356	LIMS1|3987	464.0276
LIMS2|55679	369.7977	LIMS2|55679	1123.4684
LIMS3-LOC440895|100271835	11.6827	LIMS3-LOC440895|100271835	27.9359
lowly_expressed	lowly_expressed	LIMS3|96626	20.7603
LIN28B|389421	97.8503	lowly_expressed	lowly_expressed
LIN37|55957	141.6457	LIN37|55957	107.7788
LIN52|91750	188.4994	LIN52|91750	233.7418
LIN54|132660	351.1596	LIN54|132660	405.9064
lowly_expressed	lowly_expressed	LIN7A|8825	98.9632
LIN7B|64130	50.4077	LIN7B|64130	29.8461
LIN7C|55327	416.8167	LIN7C|55327	798.3035
LIN9|286826	478.6614	LIN9|286826	162.1112
LINGO1|84894	260.0868	LINGO1|84894	77.2856
LINGO2|158038	14.4022	lowly_expressed	lowly_expressed
LINGO4|339398	48.7133	LINGO4|339398	54.6654
LINS1|55180	276.1834	LINS1|55180	345.2718
LIPA|3988	1824.8438	LIPA|3988	2194.7848
lowly_expressed	lowly_expressed	LIPC|3990	7.5401
LIPE|3991	251.1914	LIPE|3991	2812.3626
LIPG|9388	79.6357	LIPG|9388	55.9221
LIPH|200879	678.5979	LIPH|200879	275.5262
LIPT1|51601	105.8689	LIPT1|51601	243.6349
LIPT2|387787	10.5899	LIPT2|387787	26.7044
LITAF|9516	8384.1999	LITAF|9516	4246.3085
LIX1L|128077	374.0337	LIX1L|128077	808.9852
LLGL1|3996	655.3002	LLGL1|3996	926.7986
LLGL2|3993	791.2739999999999	LLGL2|3993	727.6155
LLPH|84298	436.2893	LLPH|84298	482.1929
LMAN1L|79748	55.8509	lowly_expressed	lowly_expressed
LMAN1|3998	5649.4758	LMAN1|3998	3442.0358
LMAN2L|81562	931.06	LMAN2L|81562	764.3732
LMAN2|10960	2051.4667	LMAN2|10960	1534.7157
LMBR1L|55716	250.7678	LMBR1L|55716	470.9394
LMBR1|64327	1026.7923	LMBR1|64327	1034.2444
LMBRD1|55788	2121.3597	LMBRD1|55788	1698.0836
LMBRD2|92255	191.8882	LMBRD2|92255	322.6516
LMCD1|29995	1465.6359	LMCD1|29995	613.8863
LMF1|64788	257.1217	LMF1|64788	222.6139
LMF2|91289	2258.1807	LMF2|91289	1035.1869
LMLN|89782	269.8295	LMLN|89782	364.7502
LMNA|4000	9699.0363	LMNA|4000	8879.3591
LMNB1|4001	2615.2706	lowly_expressed	lowly_expressed
LMNB2|84823	2539.4472	LMNB2|84823	524.3481
LMO1|4004	38.5471	lowly_expressed	lowly_expressed
LMO2|4005	309.6474	LMO2|4005	709.3937
LMO3|55885	429.1009	LMO3|55885	114.6717
LMO4|8543	5075.9293	LMO4|8543	1220.2325
LMO7|4008	2730.0646	LMO7|4008	742.0672
LMOD1|25802	763.3167	LMOD1|25802	3740.1822
LMTK2|22853	287.1969	LMTK2|22853	503.2988
LMTK3|114783	97.4267	LMTK3|114783	120.9551
lowly_expressed	lowly_expressed	LMX1A|4009	9.1109
LMX1B|4010	262.6284	LMX1B|4010	1226.2017
LNP1|348801	105.7249	LNP1|348801	104.9607
LNPEP|4012	380.6926	LNPEP|4012	571.1938
LNX1|84708	354.1247	LNX1|84708	377.9453
LNX2|222484	512.549	LNX2|222484	648.1307
LOC100009676|100009676	79.8687	LOC100009676|100009676	63.8046
lowly_expressed	lowly_expressed	LOC100101266|100101266	6.9117
LOC100124692|100124692	81.7537	LOC100124692|100124692	132.8935
LOC100125556|100125556	59.0787	LOC100125556|100125556	61.7468
LOC100126784|100126784	22.3531	LOC100126784|100126784	97.9705
LOC100127888|100127888	20.7942	LOC100127888|100127888	11.1184
LOC100128191|100128191	137.1683	LOC100128191|100128191	44.8256
lowly_expressed	lowly_expressed	LOC100128239|100128239	17.2793
LOC100128288|100128288	59.7268	LOC100128288|100128288	97.0782
LOC100128292|100128292	13.555	LOC100128292|100128292	23.2485
LOC100128640|100128640	33.8875	LOC100128640|100128640	84.8256
LOC100128675|100128675	8.0483	lowly_expressed	lowly_expressed
LOC100128788|100128788	12.2842	LOC100128788|100128788	16.9683
LOC100128822|100128822	153.3411	LOC100128822|100128822	75.0864
LOC100128842|100128842	16.5202	LOC100128842|100128842	38.957
LOC100129034|100129034	970.7466	LOC100129034|100129034	1793.8203
LOC100129387|100129387	156.3147	LOC100129387|100129387	158.1653
LOC100129534|100129534	37.6999	LOC100129534|100129534	70.688
LOC100129550|100129550	252.0385	LOC100129550|100129550	304.4298
LOC100129637|100129637	381.832	LOC100129637|100129637	310.9802
LOC100129716|100129716	9.3191	LOC100129716|100129716	11.9384
LOC100129726|100129726	12.7078	LOC100129726|100129726	21.9918
LOC100130015|100130015	24.2169	LOC100130015|100130015	34.191
LOC100130093|100130093	116.7044	LOC100130093|100130093	190.28900000000002
LOC100130522|100130522	5.0831	LOC100130522|100130522	30.4744
LOC100130557|100130557	69.4822	LOC100130557|100130557	77.6155
LOC100130581|100130581	22.8741	LOC100130581|100130581	82.6265
LOC100130691|100130691	7.7009	LOC100130691|100130691	16.076
LOC100130776|100130776	231.4985	LOC100130776|100130776	174.0748
LOC100130872|100130872	12.7078	LOC100130872|100130872	75.4006
LOC100130932|100130932	80.4829	LOC100130932|100130932	40.842
LOC100130987|100130987	9.3191	LOC100130987|100130987	19.4785
LOC100131193|100131193	74.12899999999999	LOC100131193|100131193	65.6613
LOC100131434|100131434	88.9971	LOC100131434|100131434	148.0804
LOC100131551|100131551	6.7775	lowly_expressed	lowly_expressed
LOC100131691|100131691	35.5311	LOC100131691|100131691	13.3648
LOC100132111|100132111	5.0831	LOC100132111|100132111	11.3101
LOC100132215|100132215	47.8661	LOC100132215|100132215	22.9469
LOC100132247|100132247	293.5508	LOC100132247|100132247	210.1791
LOC100132287|100132287	236.7892	LOC100132287|100132287	415.3314
LOC100132288|100132288	235.0948	LOC100132288|100132288	202.0107
LOC100132707|100132707	74.362	LOC100132707|100132707	216.8552
LOC100132832|100132832	5.1128	LOC100132832|100132832	6.6918
LOC100133161|100133161	29.228	LOC100133161|100133161	36.4216
LOC100133331|100133331	85.4432	LOC100133331|100133331	220.6629
lowly_expressed	lowly_expressed	LOC100133545|100133545	20.1068
LOC100133612|100133612	9.7427	LOC100133612|100133612	5.655
LOC100133669|100133669	9.7427	LOC100133669|100133669	20.1068
LOC100133957|100133957	6.7139999999999995	lowly_expressed	lowly_expressed
LOC100133991|100133991	22.0269	LOC100133991|100133991	37.3861
LOC100134229|100134229	97.0031	LOC100134229|100134229	105.2466
LOC100134259|100134259	16.5202	LOC100134259|100134259	19.7926
LOC100134713|100134713	7.6289	LOC100134713|100134713	11.6274
LOC100134868|100134868	8.4719	LOC100134868|100134868	6.9117
LOC100144603|100144603	5.0831	lowly_expressed	lowly_expressed
LOC100144604|100144604	18.2146	LOC100144604|100144604	23.5627
LOC100170939|100170939	162.5458	LOC100170939|100170939	161.9824
lowly_expressed	lowly_expressed	LOC100188947|100188947	51.2096
LOC100188949|100188949	7.6247	LOC100188949|100188949	9.1109
LOC100190938|100190938	60.9976	LOC100190938|100190938	201.0682
LOC100190939|100190939	252.0385	LOC100190939|100190939	336.1609
LOC100190986|100190986	301.5991	LOC100190986|100190986	514.6089
lowly_expressed	lowly_expressed	LOC100192378|100192378	11.9384
LOC100216545|100216545	63.1155	LOC100216545|100216545	96.1357
LOC100233209|100233209	17.791	LOC100233209|100233209	29.2177
LOC100240726|100240726	9.7427	LOC100240726|100240726	10.9959
lowly_expressed	lowly_expressed	LOC100240735|100240735	28.9036
LOC100268168|100268168	7.2011	LOC100268168|100268168	12.8809
LOC100270710|100270710	232.69299999999998	LOC100270710|100270710	241.2724
LOC100270746|100270746	64.8099	LOC100270746|100270746	50.266999999999996
LOC100270804|100270804	83.0245	LOC100270804|100270804	49.6104
LOC100271722|100271722	141.4805	LOC100271722|100271722	58.1213
LOC100271831|100271831	13.8007	lowly_expressed	lowly_expressed
LOC100271836|100271836	780.4003	LOC100271836|100271836	937.1976
LOC100272146|100272146	38.5471	LOC100272146|100272146	35.8153
LOC100272216|100272216	141.77700000000002	LOC100272216|100272216	149.6261
LOC100272217|100272217	11.437000000000001	LOC100272217|100272217	15.3943
LOC100272228|100272228	122.4187	LOC100272228|100272228	95.1932
LOC100286793|100286793	201.6308	LOC100286793|100286793	183.7889
LOC100286844|100286844	11.8479	LOC100286844|100286844	35.7839
LOC100287227|100287227	8.0483	LOC100287227|100287227	7.8574
LOC100288778|100288778	978.8203	LOC100288778|100288778	767.4898
LOC100289341|100289341	33.8875	LOC100289341|100289341	45.2403
LOC100302401|100302401	28.474	LOC100302401|100302401	22.7176
lowly_expressed	lowly_expressed	LOC100302640|100302640	17.5935
LOC100302650|100302650	11.8606	LOC100302650|100302650	24.191
LOC100303728|100303728	17.791	LOC100303728|100303728	25.1335
LOC113230|113230	380.3876	LOC113230|113230	88.2815
LOC115110|115110	38.2082	LOC115110|115110	102.3845
LOC121838|121838	86.8368	LOC121838|121838	18.535999999999998
LOC134466|134466	8.4719	LOC134466|134466	103.9899
LOC143188|143188	11.8606	LOC143188|143188	18.2218
LOC143666|143666	23.7213	LOC143666|143666	24.5052
LOC144438|144438	609.1285	LOC144438|144438	967.9548
LOC144486|144486	26.6864	LOC144486|144486	18.535999999999998
LOC144571|144571	68.2919	LOC144571|144571	80.3362
LOC145783|145783	56.8802	LOC145783|145783	45.4226
LOC145820|145820	8.4719	LOC145820|145820	91.109
LOC145837|145837	5.0831	LOC145837|145837	68.1747
LOC146880|146880	627.6014	LOC146880|146880	404.9325
LOC147727|147727	781.9549	LOC147727|147727	709.3937
LOC147804|147804	102.0862	LOC147804|147804	94.87899999999999
LOC148189|148189	60.8281	LOC148189|148189	60.9488
LOC148413|148413	214.2497	LOC148413|148413	231.4043
lowly_expressed	lowly_expressed	LOC148696|148696	8.1998
lowly_expressed	lowly_expressed	LOC148709|148709	7.5401
LOC149134|149134	8.8955	LOC149134|149134	27.6469
LOC149837|149837	95.3087	LOC149837|149837	68.1747
LOC150381|150381	27.5336	LOC150381|150381	47.0248
LOC150776|150776	197.8185	LOC150776|150776	580.2702
LOC150786|150786	50.8313	LOC150786|150786	54.9796
LOC151009|151009	59.7268	LOC151009|151009	53.7229
LOC151162|151162	1108.9696	LOC151162|151162	1296.2614
lowly_expressed	lowly_expressed	LOC151174|151174	13.1951
LOC151534|151534	50.8313	LOC151534|151534	69.2994
LOC152217|152217	319.39	LOC152217|152217	185.6739
lowly_expressed	lowly_expressed	LOC153328|153328	30.1602
LOC153684|153684	29.228	LOC153684|153684	48.6962
LOC154761|154761	38.8944	LOC154761|154761	128.8533
LOC154822|154822	11.9581	LOC154822|154822	36.8426
LOC157381|157381	72.8582	lowly_expressed	lowly_expressed
LOC158376|158376	45.7482	LOC158376|158376	47.7537
LOC158572|158572	22.0269	LOC158572|158572	46.1828
LOC158696|158696	11.8606	LOC158696|158696	6.9117
LOC162632|162632	79.4409	LOC162632|162632	134.4518
LOC168474|168474	5.9303	LOC168474|168474	21.0493
LOC200030|200030	732.2207	LOC200030|200030	1024.1282
lowly_expressed	lowly_expressed	LOC201651|201651	7.8542
LOC202181|202181	77.9413	LOC202181|202181	100.2199
LOC202781|202781	244.8374	LOC202781|202781	261.3886
LOC219347|219347	43.2956	LOC219347|219347	72.1332
LOC220594|220594	248.6456	LOC220594|220594	282.2149
LOC220729|220729	315.1541	LOC220729|220729	203.8957
LOC220930|220930	117.6321	LOC220930|220930	112.4348
LOC221442|221442	35.5819	LOC221442|221442	117.185
LOC221710|221710	496.4524	LOC221710|221710	333.6475
LOC222699|222699	94.4615	LOC222699|222699	35.8153
LOC253039|253039	374.4573	LOC253039|253039	442.0358
LOC253724|253724	7.6247	LOC253724|253724	12.5668
LOC254559|254559	37.6999	LOC254559|254559	255.7336
LOC255167|255167	6.7775	LOC255167|255167	15.0801
lowly_expressed	lowly_expressed	LOC257358|257358	5.655
LOC25845|25845	236.3825	LOC25845|25845	298.5894
LOC282997|282997	27.11	LOC282997|282997	43.0412
LOC283050|283050	73.7054	LOC283050|283050	46.1828
LOC283070|283070	333.3686	LOC283070|283070	175.3063
LOC283174|283174	44.901	LOC283174|283174	243.1668
LOC283267|283267	199.5129	LOC283267|283267	291.5489
LOC283314|283314	166.7267	LOC283314|283314	149.1957
lowly_expressed	lowly_expressed	LOC283392|283392	159.1078
LOC283663|283663	22.0269	LOC283663|283663	62.8338
LOC283731|283731	8.0483	LOC283731|283731	14.1376
lowly_expressed	lowly_expressed	LOC283856|283856	6.5975
LOC283922|283922	105.0514	LOC283922|283922	174.678
LOC284023|284023	95.7323	LOC284023|284023	184.10299999999998
LOC284232|284232	8.0483	LOC284232|284232	23.2485
LOC284233|284233	6.3539	LOC284233|284233	44.2978
lowly_expressed	lowly_expressed	LOC284276|284276	43.6695
LOC284379|284379	5.5067	lowly_expressed	lowly_expressed
LOC284440|284440	66.5043	LOC284440|284440	214.5774
LOC284441|284441	77.9413	LOC284441|284441	65.033
LOC284578|284578	66.0807	LOC284578|284578	27.0185
lowly_expressed	lowly_expressed	LOC284749|284749	8.7967
LOC284837|284837	42.783	LOC284837|284837	84.8256
LOC284900|284900	344.5812	LOC284900|284900	244.8885
LOC285033|285033	53.1907	LOC285033|285033	42.5605
LOC285074|285074	166.4725	LOC285074|285074	232.1709
lowly_expressed	lowly_expressed	LOC285205|285205	10.0534
LOC285359|285359	68.6223	LOC285359|285359	86.7107
lowly_expressed	lowly_expressed	LOC285419|285419	13.8234
LOC285548|285548	23.7213	lowly_expressed	lowly_expressed
LOC285593|285593	10.5899	LOC285593|285593	16.9651
LOC285629|285629	11.0134	lowly_expressed	lowly_expressed
LOC285830|285830	50.8779	LOC285830|285830	117.4804
LOC286002|286002	20.3325	LOC286002|286002	33.9994
LOC286367|286367	77.0941	LOC286367|286367	206.40900000000002
LOC286467|286467	167.7433	LOC286467|286467	30.4744
LOC338651|338651	7.8831	LOC338651|338651	6.452999999999999
LOC338758|338758	28.3808	LOC338758|338758	96.1357
LOC338799|338799	547.7073	LOC338799|338799	448.005
LOC339047|339047	1366.0913	LOC339047|339047	1543.8266
LOC339290|339290	520.8006	LOC339290|339290	1026.563
LOC339524|339524	55.0672	LOC339524|339524	241.59599999999998
LOC339535|339535	489.6749	LOC339535|339535	35.8153
LOC339674|339674	13.9786	lowly_expressed	lowly_expressed
LOC341056|341056	23.2977	LOC341056|341056	5.0267
LOC342346|342346	16.9438	LOC342346|342346	8.1684
LOC344595|344595	153.3411	LOC344595|344595	491.6745
LOC348926|348926	44.901	LOC348926|348926	88.9098
LOC349114|349114	37.6999	LOC349114|349114	189.4439
lowly_expressed	lowly_expressed	LOC349196|349196	27.5243
LOC374443|374443	196.5477	LOC374443|374443	194.1565
LOC375190|375190	47.8661	LOC375190|375190	117.8134
LOC387646|387646	60.574	LOC387646|387646	34.5586
LOC387647|387647	352.6337	LOC387647|387647	566.3651
LOC388152|388152	324.8967	LOC388152|388152	155.8278
LOC388242|388242	18.2146	LOC388242|388242	38.957
lowly_expressed	lowly_expressed	LOC388588|388588	20.1068
LOC388692|388692	83.4481	LOC388692|388692	514.6089
LOC388789|388789	598.9622	LOC388789|388789	459.6293
LOC388796|388796	278.725	LOC388796|388796	235.6268
LOC388955|388955	219.8454	LOC388955|388955	188.5014
lowly_expressed	lowly_expressed	LOC389033|389033	8.1684
LOC389333|389333	23.7213	LOC389333|389333	49.0104
LOC389493|389493	46.5954	LOC389493|389493	17.9076
LOC389705|389705	5.5067	LOC389705|389705	11.9384
LOC390595|390595	8.8955	LOC390595|390595	20.421
LOC391322|391322	15.673	LOC391322|391322	14.4518
LOC399744|399744	66.0807	LOC399744|399744	158.6554
LOC399815|399815	22.4505	lowly_expressed	lowly_expressed
LOC399959|399959	131.3142	LOC399959|399959	1166.1954
LOC400027|400027	228.3173	LOC400027|400027	412.1898
LOC400043|400043	146.14	LOC400043|400043	320.1382
LOC400657|400657	192.3118	LOC400657|400657	296.2614
LOC400696|400696	9.3191	lowly_expressed	lowly_expressed
LOC400752|400752	33.4639	LOC400752|400752	44.2978
LOC400759|400759	252.4621	LOC400759|400759	22.9343
LOC400927|400927	184.9539	LOC400927|400927	53.9554
LOC400931|400931	24.1449	LOC400931|400931	76.0289
LOC401010|401010	23.7213	LOC401010|401010	19.7926
LOC401052|401052	108.0165	LOC401052|401052	128.181
LOC401093|401093	1647.989	LOC401093|401093	188.8156
LOC401127|401127	5.5067	LOC401127|401127	6.5975
LOC401397|401397	665.8901	LOC401397|401397	522.1489
LOC401431|401431	17.846	LOC401431|401431	53.7575
lowly_expressed	lowly_expressed	LOC401463|401463	11.6243
LOC401588|401588	77.5177	LOC401588|401588	98.9632
LOC402377|402377	7.6247	LOC402377|402377	12.5668
LOC407835|407835	42.783	LOC407835|407835	32.0452
lowly_expressed	lowly_expressed	LOC440173|440173	14.7659
LOC440354|440354	225.3309	LOC440354|440354	252.639
LOC440356|440356	8.0483	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC440461|440461	9.4251
LOC440905|440905	56.338	LOC440905|440905	45.5545
lowly_expressed	lowly_expressed	LOC440925|440925	10.9959
LOC440944|440944	442.6559	LOC440944|440944	412.5039
LOC440957|440957	74.12899999999999	LOC440957|440957	90.4807
LOC441046|441046	5.5067	LOC441046|441046	19.7926
LOC441089|441089	104.2042	LOC441089|441089	97.7066
LOC441177|441177	14.8936	lowly_expressed	lowly_expressed
LOC441204|441204	28.3808	LOC441204|441204	77.5997
LOC441208|441208	46.1718	LOC441208|441208	56.2363
LOC441294|441294	65.6571	LOC441294|441294	118.7559
LOC441454|441454	19.0617	LOC441454|441454	8.1684
LOC441455|441455	7.2011	LOC441455|441455	10.6817
LOC441666|441666	118.6064	LOC441666|441666	142.6327
LOC441869|441869	75.8234	LOC441869|441869	290.9205
LOC442421|442421	6.7775	LOC442421|442421	31.4169
LOC442454|442454	142.3277	LOC442454|442454	114.0434
LOC493754|493754	407.074	LOC493754|493754	594.0936
LOC541471|541471	83.4481	LOC541471|541471	101.1624
LOC541473|541473	8.4719	LOC541473|541473	9.9529
LOC550112|550112	241.0251	LOC550112|550112	333.9617
LOC550643|550643	94.0379	LOC550643|550643	238.1401
LOC554202|554202	33.4639	LOC554202|554202	21.0493
LOC55908|55908	7.6247	LOC55908|55908	26.3902
lowly_expressed	lowly_expressed	LOC572558|572558	24.191
LOC595101|595101	150.7826	LOC595101|595101	137.7066
LOC606724|606724	12.7078	LOC606724|606724	14.1376
LOC613037|613037	11.8606	LOC613037|613037	18.2218
LOC619207|619207	16.9438	LOC619207|619207	30.4744
LOC641298|641298	367.4383	LOC641298|641298	253.1134
LOC642587|642587	110.5581	LOC642587|642587	1009.1109
LOC642826|642826	125.8541	LOC642826|642826	177.1631
LOC642846|642846	311.7653	LOC642846|642846	195.09900000000002
LOC642852|642852	232.5532	LOC642852|642852	337.4175
LOC643008|643008	6.7775	LOC643008|643008	17.9076
LOC643387|643387	45.3246	LOC643387|643387	29.8461
LOC643677|643677	38.5471	lowly_expressed	lowly_expressed
LOC643719|643719	24.5685	LOC643719|643719	373.8611
lowly_expressed	lowly_expressed	LOC643763|643763	13.5093
LOC643837|643837	101.6626	LOC643837|643837	178.1338
LOC644165|644165	9.3191	LOC644165|644165	5.0236
LOC644172|644172	14.4022	LOC644172|644172	38.6428
LOC644538|644538	127.5019	LOC644538|644538	151.7436
LOC644936|644936	30.9224	LOC644936|644936	9.4251
LOC645166|645166	56.7616	LOC645166|645166	94.87899999999999
LOC645323|645323	187.6522	lowly_expressed	lowly_expressed
LOC645332|645332	70.7402	LOC645332|645332	133.2077
LOC645431|645431	6.4768	LOC645431|645431	16.9997
LOC645676|645676	69.9566	LOC645676|645676	43.9994
LOC646214|646214	164.7781	LOC646214|646214	247.5652
LOC646471|646471	74.9889	LOC646471|646471	110.3142
LOC646762|646762	322.7788	LOC646762|646762	461.2001
LOC646851|646851	146.5636	LOC646851|646851	131.951
LOC646999|646999	5.9303	LOC646999|646999	19.7926
LOC647121|647121	24.5685	LOC647121|647121	38.3286
LOC647288|647288	8.0483	LOC647288|647288	7.8542
LOC647859|647859	35.5819	LOC647859|647859	24.191
LOC647946|647946	71.5874	LOC647946|647946	9.1109
LOC647979|647979	13214.4446	LOC647979|647979	14232.4851
LOC648740|648740	21.6584	LOC648740|648740	23.4496
LOC649330|649330	10.5899	LOC649330|649330	5.3409
LOC650368|650368	22.8741	LOC650368|650368	66.6038
LOC650623|650623	95.7323	LOC650623|650623	134.1502
LOC651250|651250	1796.8866	LOC651250|651250	2077.9139
LOC652276|652276	38.5471	LOC652276|652276	43.3553
LOC653113|653113	44.0538	LOC653113|653113	51.5237
LOC653501|653501	302.0227	LOC653501|653501	457.4301
LOC653566|653566	1737.1598	LOC653566|653566	1251.6494
LOC653653|653653	72.4346	LOC653653|653653	74.7722
LOC654342|654342	145.7164	LOC654342|654342	383.6004
LOC654433|654433	271.9475	LOC654433|654433	36.1294
LOC678655|678655	683.0626	LOC678655|678655	385.4571
LOC723972|723972	5.5067	lowly_expressed	lowly_expressed
LOC727896|727896	31.7696	LOC727896|727896	26.3902
LOC728024|728024	18.2146	LOC728024|728024	22.9343
LOC728190|728190	195.2769	LOC728190|728190	201.6965
LOC728264|728264	853.9659	LOC728264|728264	7221.175
LOC728323|728323	28.8044	LOC728323|728323	59.0638
LOC728392|728392	31.7696	LOC728392|728392	129.4376
LOC728554|728554	368.1034	LOC728554|728554	247.8794
LOC728606|728606	28.3808	LOC728606|728606	23.8768
LOC728613|728613	128.349	LOC728613|728613	235.6268
LOC728640|728640	32.1932	LOC728640|728640	47.7537
LOC728643|728643	148.25799999999998	LOC728643|728643	36.1294
LOC728723|728723	21.1797	LOC728723|728723	22.6202
LOC728743|728743	77.0941	LOC728743|728743	174.3638
LOC728758|728758	13.9786	LOC728758|728758	21.9918
LOC728819|728819	28.3808	LOC728819|728819	33.9303
LOC728855|728855	68.6223	LOC728855|728855	170.1257
LOC728875|728875	5.9303	LOC728875|728875	45.0801
lowly_expressed	lowly_expressed	LOC728989|728989	6.9117
LOC729020|729020	29.228	LOC729020|729020	21.6777
LOC729082|729082	670.6469999999999	LOC729082|729082	566.3713
LOC729176|729176	19.0617	LOC729176|729176	39.5853
LOC729234|729234	132.1614	LOC729234|729234	121.2692
LOC729375|729375	49.1369	LOC729375|729375	110.2733
LOC729603|729603	38.1235	LOC729603|729603	20.7352
LOC729678|729678	307.0084	LOC729678|729678	395.8121
LOC729799|729799	14.4022	LOC729799|729799	30.1602
LOC729991-MEF2B|4207	66.2078	LOC729991-MEF2B|4207	81.2692
LOC729991|729991	285.5618	LOC729991|729991	146.0383
LOC730101|730101	668.4316	LOC730101|730101	113.415
LOC731789|731789	50.8313	lowly_expressed	lowly_expressed
LOC80054|80054	104.2042	LOC80054|80054	97.0782
LOC80154|80154	411.31	LOC80154|80154	213.6349
LOC81691|81691	190.6174	LOC81691|81691	128.181
LOC84740|84740	7.6459	LOC84740|84740	17.9673
LOC84856|84856	54.6437	LOC84856|84856	69.4314
lowly_expressed	lowly_expressed	LOC84989|84989	6.4719
LOC90110|90110	176.2152	LOC90110|90110	267.672
LOC90246|90246	5.0831	LOC90246|90246	21.3635
lowly_expressed	lowly_expressed	LOC90586|90586	9.4251
LOC90784|90784	223.6577	LOC90784|90784	263.5878
LOC90834|90834	30.4988	LOC90834|90834	41.7845
LOC91316|91316	475.7556	LOC91316|91316	655.3849
LOC91450|91450	7.2011	lowly_expressed	lowly_expressed
LOC92249|92249	416.8167	LOC92249|92249	678.9193
LOC92659|92659	142.3277	LOC92659|92659	59.6921
LOC92973|92973	82.6009	LOC92973|92973	149.2303
LOC93432|93432	16.0966	LOC93432|93432	29.5319
LOC93622|93622	244.8374	LOC93622|93622	417.8448
LOC96610|96610	6353.7393	LOC96610|96610	14712.1898
LOH12CR1|118426	92.3435	LOH12CR1|118426	87.9673
LOH12CR2|503693	54.2201	LOH12CR2|503693	48.0679
LOH3CR2A|29931	125.3839	LOH3CR2A|29931	90.1665
LONP1|9361	1293.6567	LONP1|9361	936.5379
LONP2|83752	2077.7295	LONP2|83752	2214.5774
LONRF1|91694	389.7067	LONRF1|91694	897.5809
LONRF2|164832	413.8515	LONRF2|164832	625.1964
LONRF3|79836	35.5819	LONRF3|79836	111.53
lowly_expressed	lowly_expressed	LOXHD1|125336	7.5401
LOXL1|4016	238.9071	LOXL1|4016	212.3626
LOXL2|4017	676.8654	LOXL2|4017	423.4433
LOXL3|84695	100.4342	LOXL3|84695	62.5888
LOXL4|84171	214.7623	LOXL4|84171	281.4954
LOX|4015	833.6334	LOX|4015	695.2560000000001
lowly_expressed	lowly_expressed	LPAL2|80350	16.0226
LPAR1|1902	144.02200000000002	LPAR1|1902	701.2253
LPAR2|9170	260.0868	LPAR2|9170	226.2017
lowly_expressed	lowly_expressed	LPAR3|23566	75.0864
lowly_expressed	lowly_expressed	LPAR4|2846	18.535999999999998
LPAR5|57121	110.1345	LPAR5|57121	67.5463
LPAR6|10161	729.4292	LPAR6|10161	1361.6085
LPCAT1|79888	727.7348	LPCAT1|79888	717.8762
LPCAT2|54947	968.7599	LPCAT2|54947	2010.3676
LPCAT3|10162	2734.3005	LPCAT3|10162	1054.9796
LPCAT4|254531	174.5208	LPCAT4|254531	452.7176
LPGAT1|9926	2222.5988	LPGAT1|9926	2120.9551
LPHN1|22859	2091.7081	LPHN1|22859	809.6136
LPHN2|23266	667.1609	LPHN2|23266	2750.5498
LPHN3|23284	10.1663	lowly_expressed	lowly_expressed
LPIN1|23175	2181.9337	LPIN1|23175	1575.5577
LPIN2|9663	1110.2404	LPIN2|9663	1185.9881
LPIN3|64900	559.911	LPIN3|64900	598.7308
LPL|4023	3679.3392	LPL|4023	6854.2256
LPO|4025	8.4719	lowly_expressed	lowly_expressed
LPPR1|54886	10.5899	LPPR1|54886	87.0248
LPPR2|64748	390.9774	LPPR2|64748	594.4078
LPPR3|79948	52.5257	LPPR3|79948	5.0267
LPPR4|9890	44.4774	LPPR4|9890	100.2199
LPP|4026	1513.0785	LPP|4026	1517.1222
LPXN|9404	891.2422	LPXN|9404	272.6987
LQK1|642946	5.0831	lowly_expressed	lowly_expressed
LRAT|9227	143.1748	LRAT|9227	110.5875
LRBA|987	1867.6268	LRBA|987	3617.6563
LRCH1|23143	498.994	LRCH1|23143	1053.4087
LRCH2|57631	26.6864	LRCH2|57631	205.1524
LRCH3|84859	419.3583	LRCH3|84859	605.4037
LRCH4|4034	568.887	LRCH4|4034	685.831
LRDD|55367	296.9395	LRDD|55367	311.9698
LRFN1|57622	62.6919	LRFN1|57622	35.8153
LRFN3|79414	141.4805	LRFN3|79414	202.9532
LRFN4|78999	519.7501	LRFN4|78999	158.6554
LRFN5|145581	12.7078	LRFN5|145581	153.3145
LRG1|116844	52.5257	LRG1|116844	52.4662
LRGUK|136332	5.0831	LRGUK|136332	6.9117
LRIG1|26018	2821.7812	LRIG1|26018	5350.5309
LRIG2|9860	242.7195	LRIG2|9860	465.2843
LRIG3|121227	741.2898	LRIG3|121227	1419.4156
LRIT3|345193	36.0055	LRIT3|345193	16.651
LRMP|4033	47.019	LRMP|4033	120.9551
LRP10|26020	2852.0597	LRP10|26020	4359.0952
LRP11|84918	2403.8971	LRP11|84918	988.6899
LRP12|29967	639.2036	LRP12|29967	398.0522
LRP1B|53353	5.5067	LRP1B|53353	140.4336
LRP1|4035	3758.9749	LRP1|4035	18566.7609
