gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
TRIM28|10155	8392.6718	TRIM28|10155	3683.0035
TRIM29|23650	3766.176	TRIM29|23650	5308.514
TRIM2|23321	2979.5616	TRIM2|23321	2664.4675
TRIM32|22954	338.4518	TRIM32|22954	600.377
TRIM33|51592	2134.0676	TRIM33|51592	1855.1681
TRIM34|53840	160.1186	TRIM34|53840	283.3805
TRIM35|23087	375.7281	TRIM35|23087	443.6067
TRIM36|55521	181.2983	TRIM36|55521	106.8175
TRIM37|4591	1778.6974	TRIM37|4591	719.4722
TRIM38|10475	680.7159	TRIM38|10475	627.3955
TRIM39|56658	451.1744	TRIM39|56658	572.6579
TRIM3|10612	205.4432	TRIM3|10612	310.0848
TRIM41|90933	436.6282	TRIM41|90933	603.1511
TRIM44|54765	1149.6347	TRIM44|54765	1511.4672
TRIM45|80263	327.0147	TRIM45|80263	374.1753
TRIM46|80128	202.47799999999998	TRIM46|80128	56.2363
TRIM47|91107	1898.1256	TRIM47|91107	558.5925
TRIM4|89122	620.9891	TRIM4|89122	1357.8385
TRIM50|135892	13.9786	lowly_expressed	lowly_expressed
TRIM52|84851	136.8209	TRIM52|84851	278.6679
lowly_expressed	lowly_expressed	TRIM55|84675	6.5975
TRIM56|81844	303.2934	TRIM56|81844	497.9579
TRIM58|25893	10.9203	TRIM58|25893	43.6695
TRIM59|286827	366.9808	TRIM59|286827	94.3638
TRIM5|85363	513.2521	TRIM5|85363	669.7298
TRIM62|55223	102.9334	TRIM62|55223	232.1709
TRIM65|201292	751.0325	TRIM65|201292	459.0009
TRIM66|9866	316.0013	TRIM66|9866	723.5313
TRIM68|55128	185.9579	TRIM68|55128	415.9598
TRIM69|140691	25.4157	TRIM69|140691	21.9918
TRIM6|117854	64.8099	TRIM6|117854	220.2325
lowly_expressed	lowly_expressed	TRIM74|378108	12.8809
TRIM78P|117852	7.3451	TRIM78P|117852	14.5303
TRIM7|81786	5.9303	TRIM7|81786	36.7578
TRIM8|81603	1287.3028	TRIM8|81603	1979.8932
TRIM9|114088	97.8503	TRIM9|114088	233.7418
TRIOBP|11078	2760.5083	TRIOBP|11078	1920.5467
TRIO|7204	1508.4189	TRIO|7204	2722.5888
TRIP10|9322	679.4451	TRIP10|9322	942.5071
TRIP11|9321	813.3009	TRIP11|9321	1547.2824
TRIP12|9320	2807.5823	TRIP12|9320	3860.509
TRIP13|9319	447.3155	TRIP13|9319	67.8605
TRIP4|9325	372.3393	TRIP4|9325	538.7999
TRIP6|7205	1149.6347	TRIP6|7205	1139.8052
TRIT1|54802	419.7818	TRIT1|54802	451.4609
TRMT112|51504	874.722	TRMT112|51504	1168.3946
TRMT11|60487	355.8191	TRMT11|60487	348.7276
TRMT12|55039	423.5942	TRMT12|55039	334.2758
TRMT1|55621	673.9384	TRMT1|55621	407.7914
TRMT2A|27037	802.711	TRMT2A|27037	520.5781
TRMT2B|79979	296.0923	TRMT2B|79979	397.1096
TRMT5|57570	437.5728	TRMT5|57570	641.219
TRMT61A|115708	373.1865	TRMT61A|115708	277.0971
TRMT61B|55006	177.9943	TRMT61B|55006	346.6478
TRMT6|51605	604.0453	TRMT6|51605	373.54699999999997
TRMU|55687	256.6981	TRMU|55687	219.6041
TRNAU1AP|54952	279.5722	TRNAU1AP|54952	271.7562
TRNP1|388610	74.5526	TRNP1|388610	283.0663
TRNT1|51095	296.0161	TRNT1|51095	351.2881
TROAP|10024	371.9157	TROAP|10024	16.3368
TROVE2|6738	1904.5896	TROVE2|6738	1508.2626
TRO|7216	76.247	TRO|7216	407.7914
TRPC1|7220	140.6333	TRPC1|7220	386.4279
lowly_expressed	lowly_expressed	TRPC3|7222	6.2834
TRPC4AP|26133	2239.9661	TRPC4AP|26133	2054.6654
TRPC4|7223	9.3191	TRPC4|7223	6.5975
TRPC6|7225	36.8527	TRPC6|7225	296.8897
TRPM2|7226	147.8344	TRPM2|7226	110.5875
lowly_expressed	lowly_expressed	TRPM3|80036	32.6736
TRPM4|54795	550.6725	TRPM4|54795	715.3629
TRPM6|140803	107.1693	TRPM6|140803	57.4929
TRPM7|54822	811.6065	TRPM7|54822	1697.4552
TRPM8|79054	291.4328	lowly_expressed	lowly_expressed
TRPS1|7227	23301.0696	TRPS1|7227	6749.2931
TRPT1|83707	163.5074	TRPT1|83707	221.4892
TRPV1|7442	220.6926	TRPV1|7442	281.5677
TRPV2|51393	152.4939	TRPV2|51393	118.1276
TRPV3|162514	14.8258	TRPV3|162514	11.6243
TRPV4|59341	501.9591	TRPV4|59341	235.3126
TRPV6|55503	139.3625	TRPV6|55503	420.9865
TRRAP|8295	1863.5688	TRRAP|8295	2753.6412
TRUB1|142940	521.8681	TRUB1|142940	649.7015
TRUB2|26995	412.5807	TRUB2|26995	495.4445
TSC1|7248	748.0674	TSC1|7248	1467.4835
TSC22D1|8848	2158.636	TSC22D1|8848	5980.2074
TSC22D2|9819	637.9329	TSC22D2|9819	853.5972
TSC22D3|1831	926.8241	TSC22D3|1831	3278.0396
TSC22D4|81628	773.0594	TSC22D4|81628	902.9218
TSC2|7249	1848.9887	TSC2|7249	1950.6755
TSEN15|116461	1082.2832	TSEN15|116461	452.7176
TSEN2|80746	192.3118	TSEN2|80746	217.405
TSEN34|79042	1528.3279	TSEN34|79042	623.3113
TSEN54|283989	479.5086	TSEN54|283989	334.9042
TSFM|10102	753.1505	TSFM|10102	458.3726
TSG101|7251	1038.653	TSG101|7251	1132.8935
TSGA10IP|254187	7.6247	lowly_expressed	lowly_expressed
TSGA10|80705	93.6143	TSGA10|80705	155.8278
TSGA14|95681	212.6443	TSGA14|95681	272.3845
lowly_expressed	lowly_expressed	TSHR|7253	30.1602
TSHZ1|10194	911.5747	TSHZ1|10194	1491.3604
TSHZ2|128553	162.6602	TSHZ2|128553	975.809
TSHZ3|57616	147.8344	TSHZ3|57616	604.4612
TSIX|9383	111.1723	TSIX|9383	21.0305
TSKU|25987	542.6242	TSKU|25987	1012.2526
TSLP|85480	22.0269	TSLP|85480	102.4191
TSNARE1|203062	359.6315	TSNARE1|203062	341.5017
TSNAXIP1|55815	21.1797	TSNAXIP1|55815	41.1561
TSNAX|7257	967.7433	TSNAX|7257	1123.3962
TSN|7247	2062.9037	TSN|7247	2042.727
TSPAN10|83882	116.0648	TSPAN10|83882	17.5935
TSPAN11|441631	50.8313	TSPAN11|441631	325.4791
TSPAN12|23554	450.2806	TSPAN12|23554	280.5529
TSPAN13|27075	1473.6842	TSPAN13|27075	1625.5105
TSPAN14|81619	2880.4405	TSPAN14|81619	2567.7034
TSPAN15|23555	722.6517	TSPAN15|23555	1170.9079
TSPAN17|26262	428.6773	TSPAN17|26262	419.1015
TSPAN18|90139	238.4835	TSPAN18|90139	502.6704
TSPAN1|10103	63.9627	TSPAN1|10103	368.5203
TSPAN2|10100	129.1962	TSPAN2|10100	273.0129
TSPAN31|6302	806.0998	TSPAN31|6302	1055.9221
TSPAN32|10077	14.8258	TSPAN32|10077	18.2218
TSPAN33|340348	1112.782	TSPAN33|340348	208.9224
TSPAN3|10099	2496.6642	TSPAN3|10099	3326.4216
TSPAN4|7106	684.1046	TSPAN4|7106	896.6384
TSPAN5|10098	72.4346	TSPAN5|10098	306.3148
TSPAN6|7105	1355.0778	TSPAN6|7105	2121.5834
TSPAN7|7102	196.5477	TSPAN7|7102	1006.2834
lowly_expressed	lowly_expressed	TSPAN8|7103	178.1338
TSPAN9|10867	2441.1734	TSPAN9|10867	1923.3428
TSPO|706	1453.7753	TSPO|706	795.1618
TSPYL1|7259	2738.9262	TSPYL1|7259	3304.6434
TSPYL2|64061	422.3234	TSPYL2|64061	1558.5925
TSPYL3|128854	28.8044	TSPYL3|128854	69.1172
TSPYL4|23270	1148.3639	TSPYL4|23270	1486.0195
TSPYL5|85453	8210.9499	TSPYL5|85453	1373.2328
TSR1|55720	1448.8531	TSR1|55720	1189.2146
TSR2|90121	497.2996	TSR2|90121	659.1266
TSSC1|7260	292.7036	TSSC1|7260	250.3927
TSSC4|10078	284.6553	TSSC4|10078	366.3211
TSSK3|81629	45.4432	TSSK3|81629	53.4307
TSSK4|283629	8.4719	TSSK4|283629	38.6428
TSSK6|83983	23.2977	TSSK6|83983	15.3943
TSTA3|7264	1022.98	TSTA3|7264	512.0955
TSTD1|100131187	693.0001	TSTD1|100131187	418.4323
TSTD2|158427	454.1184	TSTD2|158427	774.0999
TST|7263	174.9444	TST|7263	365.0644
TTBK2|146057	163.93099999999998	TTBK2|146057	442.9783
TTC12|54970	163.0838	TTC12|54970	484.7628
TTC13|79573	791.2739999999999	TTC13|79573	287.4647
TTC14|151613	1207.2435	TTC14|151613	1261.3886
TTC15|51112	320.2372	TTC15|51112	606.9746
lowly_expressed	lowly_expressed	TTC16|158248	7.5401
TTC17|55761	1644.3927	TTC17|55761	1939.6795
TTC18|118491	71.274	TTC18|118491	285.0613
TTC19|54902	870.8207	TTC19|54902	1349.9246
TTC1|7265	643.016	TTC1|7265	753.0631
TTC21A|199223	65.6571	TTC21A|199223	160.2262
TTC21B|79809	394.36199999999997	TTC21B|79809	793.5878
TTC22|55001	83.0245	TTC22|55001	72.57300000000001
TTC23L|153657	7.6247	TTC23L|153657	61.5771
TTC23|64927	762.8931	TTC23|64927	590.0094
TTC25|83538	13.1314	TTC25|83538	60.9488
TTC26|79989	62.6919	TTC26|79989	156.7703
TTC27|55622	371.9157	TTC27|55622	498.5862
TTC28|23331	716.5223	TTC28|23331	1809.1486
TTC30A|92104	185.5343	TTC30A|92104	476.5944
TTC30B|150737	149.5288	TTC30B|150737	298.7747
TTC31|64427	529.0692	TTC31|64427	554.1942
TTC32|130502	50.4077	TTC32|130502	98.9632
TTC33|23548	396.0606	TTC33|23548	570.5309
TTC35|9694	1110.2404	TTC35|9694	700.5969
lowly_expressed	lowly_expressed	TTC36|143941	6.9117
TTC37|9652	2817.7486	TTC37|9652	2322.6516
TTC38|55020	479.5086	TTC38|55020	944.3921
TTC39A|22996	1485.9684	TTC39A|22996	744.2664
TTC39B|158219	133.4322	TTC39B|158219	140.1194
TTC39C|125488	364.7146	TTC39C|125488	500.1571
TTC3|7267	7515.8318	TTC3|7267	7118.7559
TTC4|7268	606.5996	TTC4|7268	584.9827
TTC5|91875	208.4083	TTC5|91875	234.3701
TTC7A|57217	808.1923	TTC7A|57217	766.5724
TTC7B|145567	150.3759	TTC7B|145567	339.3025
TTC8|123016	242.2959	TTC8|123016	701.8536
TTC9C|283237	260.5104	TTC9C|283237	240.0251
TTC9|23508	560.4151	TTC9|23508	592.8369
TTF1|7270	347.3472	TTF1|7270	486.6478
TTF2|8458	628.6138	TTF2|8458	356.5818
TTK|7272	801.0166	TTK|7272	34.8728
TTLL10|254173	8.8955	TTLL10|254173	9.7392
TTLL11|158135	43.2066	TTLL11|158135	111.2158
TTLL12|23170	1816.3719	TTLL12|23170	818.0961
TTLL13|440307	5.7863	TTLL13|440307	6.5756
TTLL1|25809	413.4279	TTLL1|25809	225.2592
TTLL2|83887	5.9303	lowly_expressed	lowly_expressed
TTLL3|26140	615.3087	TTLL3|26140	1154.9639
TTLL4|9654	1563.0626	TTLL4|9654	830.9771
TTLL5|23093	659.1126	TTLL5|23093	679.2334
lowly_expressed	lowly_expressed	TTLL6|284076	5.0267
TTLL7|79739	150.7995	TTLL7|79739	183.7889
TTLL9|164395	15.2494	TTLL9|164395	21.9918
TTL|150465	438.8436	TTL|150465	525.2906
TTN|7273	65.2123	TTN|7273	470.666
TTPAL|79183	354.1247	TTPAL|79183	613.8863
TTPA|7274	5.0831	TTPA|7274	10.3676
TTYH1|57348	1948.9569	TTYH1|57348	215.8341
TTYH2|94015	82.5077	TTYH2|94015	286.1106
TTYH3|80727	1806.2057	TTYH3|80727	705.9378
TUBA1A|7846	5758.7631	TUBA1A|7846	7018.5517
TUBA1B|10376	17699.8496	TUBA1B|10376	7537.5715
TUBA1C|84790	2830.88	TUBA1C|84790	872.1332
TUBA4A|7277	532.0343	TUBA4A|7277	519.0072
TUBA8|51807	64.3609	TUBA8|51807	37.4804
TUBAL3|79861	34.3111	TUBAL3|79861	11.6243
TUBB1|81027	26.6864	TUBB1|81027	15.0801
TUBB2A|7280	484.5918	TUBB2A|7280	1283.6946
TUBB2B|347733	97.0031	TUBB2B|347733	331.1342
TUBB2C|10383	3436.6197	TUBB2C|10383	2554.8225
TUBB3|10381	62.5394	TUBB3|10381	64.4643
TUBB4|10382	28.3808	TUBB4|10382	48.0679
TUBB6|84617	2172.7163	TUBB6|84617	1899.7518
TUBB8|347688	6.3539	lowly_expressed	lowly_expressed
TUBBP5|643224	74.9762	TUBBP5|643224	47.1254
TUBB|203068	26571.2168	TUBB|203068	11199.1832
TUBD1|51174	329.5563	TUBD1|51174	276.1546
TUBE1|51175	334.6394	TUBE1|51175	370.7194
TUBG1|7283	693.8473	TUBG1|7283	401.1938
TUBG2|27175	176.2152	TUBG2|27175	629.2806
TUBGCP2|10844	820.7349	TUBGCP2|10844	1232.2777
TUBGCP3|10426	1012.3901	TUBGCP3|10426	757.1473
TUBGCP4|27229	298.6339	TUBGCP4|27229	409.0481
TUBGCP5|114791	252.4621	TUBGCP5|114791	528.1181
TUBGCP6|85378	1484.2741	TUBGCP6|85378	1481.3069
TUB|7275	499.4176	TUB|7275	841.3446
TUFM|7284	4536.2703	TUFM|7284	2023.5627
TUFT1|7286	1126.7606	TUFT1|7286	397.4238
TUG1|55000	8505.7715	TUG1|55000	6127.2385
lowly_expressed	lowly_expressed	TULP2|7288	5.9692
TULP3|7289	1748.1733	TULP3|7289	978.0082
TULP4|56995	1465.6359	lowly_expressed	lowly_expressed
TUSC1|286319	396.4842	TUSC1|286319	380.4587
TUSC2|11334	304.9878	TUSC2|11334	444.235
TUSC3|7991	2298.4221	TUSC3|7991	942.8212
TUSC5|286753	156.3063	TUSC5|286753	2246.9369
TUT1|64852	365.1382	TUT1|64852	504.8696
TWF1|5756	1258.0748	TWF1|5756	1662.8966
TWF2|11344	627.4997	TWF2|11344	699.9089
TWIST1|7291	29.6516	TWIST1|7291	259.5036
lowly_expressed	lowly_expressed	TWIST2|117581	59.0638
TWISTNB|221830	414.6987	TWISTNB|221830	698.7119
TWSG1|57045	1278.8309	TWSG1|57045	1021.0493
TXK|7294	13.1314	TXK|7294	16.9651
TXLNA|200081	2025.6274	TXLNA|200081	2158.6554
TXLNB|167838	69.893	TXLNB|167838	231.5426
TXLNG|55787	349.0416	TXLNG|55787	381.087
TXN2|25828	1454.1989	TXN2|25828	1334.59
TXNDC11|51061	1134.8089	TXNDC11|51061	1189.1298
TXNDC12|51060	1255.5332	TXNDC12|51060	957.5872
TXNDC15|79770	952.6633	TXNDC15|79770	1302.2306
TXNDC16|57544	716.2978	TXNDC16|57544	672.6359
TXNDC17|84817	327.9466	TXNDC17|84817	292.9752
TXNDC5|81567	5972.0724	TXNDC5|81567	7459.2586
TXNDC6|347736	9.3191	TXNDC6|347736	9.7392
TXNDC9|10190	655.3002	TXNDC9|10190	475.0236
TXNIP|10628	7034.6288	TXNIP|10628	24721.0179
TXNL1|9352	1654.5589	TXNL1|9352	1040.8419999999999
TXNL4A|10907	492.6401	TXNL4A|10907	408.4197
TXNL4B|54957	336.7574	TXNL4B|54957	242.8527
TXNRD1|7296	3231.1765	TXNRD1|7296	1409.9906
TXNRD2|10587	438.42	TXNRD2|10587	421.3007
TXNRD3IT1|645840	426.983	TXNRD3IT1|645840	313.2265
TXN|7295	1531.7166	TXN|7295	1260.4461
TYK2|7297	1340.6756	TYK2|7297	1123.1543
TYMP|1890	1830.7741	TYMP|1890	300.9739
TYMS|7298	2326.9215	TYMS|7298	192.1866
TYRO3|7301	370.6449	TYRO3|7301	315.7399
TYROBP|7305	585.4072	TYROBP|7305	237.5118
TYRP1|7306	5.9303	lowly_expressed	lowly_expressed
TYSND1|219743	266.8643	TYSND1|219743	490.4178
TYW1B|441250	132.585	TYW1B|441250	202.0107
TYW1|55253	365.1382	TYW1|55253	606.6604
TYW3|127253	460.7222	TYW3|127253	767.3327
U2AF1L4|199746	179.4218	U2AF1L4|199746	113.4276
U2AF1|7307	1903.6323	U2AF1|7307	1325.1649
U2AF2|11338	3873.7689	U2AF2|11338	1985.8624
UACA|55075	1880.3346	UACA|55075	4107.4458
UAP1L1|91373	224.0813	UAP1L1|91373	301.9164
UAP1|6675	6279.3604	UAP1|6675	1051.2096
UBA1|7317	5487.2392	UBA1|7317	5852.3406
UBA2|10054	4231.2824	UBA2|10054	2250.7069
UBA3|9039	1065.763	UBA3|9039	1058.7496
UBA52|7311	9348.3003	UBA52|7311	6490.1037
UBA5|79876	1320.3431	UBA5|79876	895.765
UBA6|55236	1247.9085	UBA6|55236	1166.5096
UBA7|7318	827.7031	UBA7|7318	957.273
UBAC1|10422	550.2489	UBAC1|10422	593.7795
UBAC2|337867	1770.6237	UBAC2|337867	984.1533
UBAP1|51271	1718.5217	UBAP1|51271	1646.2457
UBAP2L|9898	5462.2472	UBAP2L|9898	2745.2089
UBAP2|55833	2197.6067	UBAP2|55833	977.694
UBASH3A|53347	27.5336	UBASH3A|53347	45.8687
UBASH3B|84959	194.8533	UBASH3B|84959	117.8134
UBB|7314	9177.1683	UBB|7314	8964.4989
UBC|7316	25571.1109	UBC|7316	30519.0072
UBD|10537	910.7275	UBD|10537	1186.3022
UBE2A|7319	812.8773	UBE2A|7319	951.618
UBE2B|7320	1414.381	UBE2B|7320	1294.0622
UBE2CBP|90025	105.475	UBE2CBP|90025	74.1439
UBE2C|11065	981.8913	UBE2C|11065	27.961
UBE2D1|7321	366.8326	UBE2D1|7321	358.4669
UBE2D2|7322	1840.9404	UBE2D2|7322	1327.05
UBE2D3|7323	4340.9933	UBE2D3|7323	4976.7515
UBE2D4|51619	192.2313	UBE2D4|51619	272.661
UBE2E1|7324	1713.0149	UBE2E1|7324	1188.8156
UBE2E2|7325	593.8791	UBE2E2|7325	394.5963
UBE2E3|10477	1377.5283	UBE2E3|10477	1013.5093
UBE2F|140739	227.0465	UBE2F|140739	327.9925
UBE2G1|7326	1544.0008	UBE2G1|7326	1352.4976
UBE2G2|7327	2359.8433	UBE2G2|7327	1557.9642
UBE2H|7328	1171.6615	UBE2H|7328	1557.65
UBE2I|7329	2426.3476	UBE2I|7329	1435.4383
UBE2J1|51465	2034.5229	UBE2J1|51465	2186.6164
UBE2J2|118424	385.8943	UBE2J2|118424	545.7116
UBE2K|3093	1981.9972	UBE2K|3093	2030.1602
UBE2L3|7332	2146.3518	UBE2L3|7332	1336.475
UBE2L6|9246	2352.6422	UBE2L6|9246	949.1046
UBE2MP1|606551	99.12100000000001	UBE2MP1|606551	53.4087
UBE2M|9040	1006.0362	UBE2M|9040	502.3563
UBE2NL|389898	9.7427	lowly_expressed	lowly_expressed
UBE2N|7334	2228.9527	UBE2N|7334	1464.9702
UBE2O|63893	995.87	UBE2O|63893	825.322
UBE2Q1|55585	2222.1752	UBE2Q1|55585	1409.0481
UBE2Q2P1|388165	28.8044	UBE2Q2P1|388165	69.1172
UBE2Q2|92912	917.505	UBE2Q2|92912	1169.0229
UBE2QL1|134111	19.4853	UBE2QL1|134111	60.3205
UBE2R2|54926	2809.7003	UBE2R2|54926	1563.6192
UBE2S|27338	441.8087	UBE2S|27338	61.5771
UBE2T|29089	710.3675	UBE2T|29089	37.7003
UBE2V1|7335	3397.2255	UBE2V1|7335	1943.1354
UBE2V2|7336	779.8369	UBE2V2|7336	598.492
UBE2W|55284	681.1395	UBE2W|55284	633.0506
UBE2Z|65264	2653.3940000000002	UBE2Z|65264	2354.6968
UBE3A|7337	1101.3449	UBE3A|7337	2495.1304
UBE3B|89910	1508.4189	UBE3B|89910	1536.6007
UBE3C|9690	2052.3139	lowly_expressed	lowly_expressed
UBE4A|9354	1894.3132	UBE4A|9354	2279.6104
UBE4B|10277	1648.6286	UBE4B|10277	1575.5577
UBFD1|56061	1365.6677	UBFD1|56061	1267.0437
UBIAD1|29914	382.9292	UBIAD1|29914	644.6748
UBL3|5412	693.4237	UBL3|5412	2030.1602
UBL4A|8266	1211.4794	UBL4A|8266	739.2397
lowly_expressed	lowly_expressed	UBL4B|164153	10.9959
UBL5|59286	1209.3614	UBL5|59286	901.0368
UBL7|84993	745.9494	UBL7|84993	565.8184
UBLCP1|134510	435.8784	UBLCP1|134510	761.5457
UBN1|29855	2762.6814	UBN1|29855	1626.453
UBN2|254048	426.983	UBN2|254048	1301.9164
UBOX5|22888	470.9944	UBOX5|22888	472.6642
UBP1|7342	2705.4961	UBP1|7342	2257.3044
UBQLN1|29979	2754.2095	UBQLN1|29979	3329.5633
UBQLN2|29978	998.4115	UBQLN2|29978	1615.7713
UBQLN4|56893	2289.5266	UBQLN4|56893	998.4292
UBQLNL|143630	5.9303	UBQLNL|143630	20.421
UBR1|197131	730.2764	UBR1|197131	1299.7172
UBR2|23304	1603.7276	UBR2|23304	1414.0748
UBR3|130507	1042.8889	UBR3|130507	1905.4351
UBR4|23352	5282.6432	UBR4|23352	5926.1703
UBR5|51366	7448.904	UBR5|51366	4912.0327
UBR7|55148	1529.1751	UBR7|55148	1304.1156
UBTD1|80019	138.5153	UBTD1|80019	202.3249
UBTD2|92181	714.1798	UBTD2|92181	971.0964
UBTF|7343	2705.0725	UBTF|7343	2452.7176
UBXN10|127733	63.9627	UBXN10|127733	272.6987
UBXN11|91544	404.1089	UBXN11|91544	426.0132
UBXN1|51035	873.4512	UBXN1|51035	1018.8501
UBXN2A|165324	349.0416	UBXN2A|165324	371.9761
UBXN2B|137886	953.5105	UBXN2B|137886	1011.9384
UBXN4|23190	1865.5088	UBXN4|23190	3666.6667
UBXN6|80700	1194.112	UBXN6|80700	1125.3534
UBXN7|26043	822.1963	UBXN7|26043	773.1668
UBXN8|7993	194.0061	UBXN8|7993	143.2611
UCHL1|7345	44.0538	UCHL1|7345	56.8646
UCHL3|7347	767.5527	UCHL3|7347	245.6802
UCHL5|51377	817.4267	UCHL5|51377	385.5482
UCK1|83549	476.5435	UCK1|83549	668.2375
UCK2|7371	658.2654	UCK2|7371	294.0622
UCKL1AS|100113386	17.0624	UCKL1AS|100113386	17.1096
UCKL1|54963	683.2405	UCKL1|54963	501.0305
lowly_expressed	lowly_expressed	UCN2|90226	8.7967
UCP2|7351	1602.8804	UCP2|7351	1474.7094
UCP3|7352	35.5819	UCP3|7352	42.0986
UEVLD|55293	188.0758	UEVLD|55293	382.972
UFC1|51506	2789.3678	UFC1|51506	1475.9661
UFD1L|7353	1338.9304	UFD1L|7353	759.0324
UFM1|51569	1199.1952	UFM1|51569	1620.1697
lowly_expressed	lowly_expressed	UFSP1|402682	14.1376
UFSP2|55325	401.1776	UFSP2|55325	804.8413
UGCG|7357	157.577	UGCG|7357	453.0317
UGDH|7358	588.3723	UGDH|7358	1129.4376
UGGT1|56886	2000.2118	UGGT1|56886	1994.9733
UGGT2|55757	789.5796	lowly_expressed	lowly_expressed
UGP2|7360	3448.4804	UGP2|7360	3573.0443
UGT2B11|10720	19.049	UGT2B11|10720	167.2165
UGT2B15|7366	9.7427	UGT2B15|7366	201.3823
lowly_expressed	lowly_expressed	UGT2B28|54490	65.9755
UGT2B7|7364	22.4505	UGT2B7|7364	7.5401
lowly_expressed	lowly_expressed	UGT3A1|133688	13.5093
lowly_expressed	lowly_expressed	UGT3A2|167127	86.7107
UGT8|7368	285.9261	UGT8|7368	118.1276
UHMK1|127933	881.9231	UHMK1|127933	667.6092
UHRF1BP1L|23074	617.1767	UHRF1BP1L|23074	774.4266
UHRF1BP1|54887	778.1425	UHRF1BP1|54887	670.7509
UHRF1|29128	898.007	UHRF1|29128	27.961
UHRF2|115426	1769.3529999999998	UHRF2|115426	1202.9532
UIMC1|51720	398.1785	UIMC1|51720	601.3195
ULBP1|80329	51.2549	ULBP1|80329	8.1684
ULBP2|80328	27.11	ULBP2|80328	8.4826
ULBP3|79465	81.7537	ULBP3|79465	47.1254
ULK1|8408	906.9152	ULK1|8408	1315.1115
ULK2|9706	726.0405	ULK2|9706	873.0757
ULK3|25989	950.5454	ULK3|25989	536.6007
ULK4|54986	20.3325	ULK4|54986	82.3123
UMODL1|89766	41.9358	lowly_expressed	lowly_expressed
UMPS|7372	1251.2973	UMPS|7372	563.9334
UNC119B|84747	1046.2777	UNC119B|84747	1847.3139
UNC119|9094	266.4407	UNC119|9094	370.7194
UNC13A|23025	24.1449	lowly_expressed	lowly_expressed
UNC13B|10497	1945.5681	UNC13B|10497	1118.1276
lowly_expressed	lowly_expressed	UNC13C|440279	7.8542
UNC13D|201294	536.2703	UNC13D|201294	344.3292
UNC45A|55898	2262.8402	UNC45A|55898	1721.0179
UNC50|25972	483.32099999999997	UNC50|25972	633.3648
UNC5A|90249	11.0134	UNC5A|90249	12.5668
UNC5B|219699	477.3907	UNC5B|219699	523.0914
UNC5CL|222643	84.9095	UNC5CL|222643	45.0204
UNC5C|8633	20.3325	UNC5C|8633	232.7992
UNC5D|137970	86.8368	lowly_expressed	lowly_expressed
UNC80|285175	203.3252	lowly_expressed	lowly_expressed
UNC93B1|81622	481.6266	UNC93B1|81622	333.0192
UNG|7374	2337.8164	UNG|7374	728.2438
UNKL|64718	467.2244	UNKL|64718	579.0135
UNK|85451	772.6358	UNK|85451	983.3489999999999
lowly_expressed	lowly_expressed	UPB1|51733	5.9692
lowly_expressed	lowly_expressed	UPF0639|400224	7.8542
UPF1|5976	4002.118	UPF1|5976	2372.9186
UPF2|26019	1746.0553	UPF2|26019	1470.6252
UPF3A|65110	1049.6664	UPF3A|65110	815.5828
UPF3B|65109	210.5263	UPF3B|65109	285.5796
lowly_expressed	lowly_expressed	UPK1A|11045	11.2787
UPK3A|7380	11.0134	UPK3A|7380	55.9221
UPK3BL|100134938	119.0342	UPK3BL|100134938	185.655
UPK3B|80761	15.673	UPK3B|80761	10.3676
UPP1|7378	126.2311	UPP1|7378	92.0515
lowly_expressed	lowly_expressed	UPP2|151531	6.9117
UPRT|139596	175.7916	UPRT|139596	272.6987
UQCC|55245	887.4298	UQCC|55245	775.6833
UQCR10|29796	1071.6933	UQCR10|29796	623.6255
UQCR11|10975	649.3699	UQCR11|10975	643.104
UQCRB|7381	2743.6196	UQCRB|7381	2419.7298
UQCRC1|7384	1934.5547	UQCRC1|7384	1736.098
UQCRC2|7385	3849.6241	UQCRC2|7385	3387.6846
UQCRFS1|7386	1460.5528	UQCRFS1|7386	1134.4643
UQCRHL|440567	537.5409999999999	UQCRHL|440567	211.7499
UQCRH|7388	2031.1342	UQCRH|7388	918.9444
UQCRQ|27089	1064.0686	UQCRQ|27089	749.9215
URB1|9875	1333.0848	URB1|9875	1376.3022
URB2|9816	596.4206	URB2|9816	328.935
URGCP|55665	505.3479	URGCP|55665	1016.0226
URM1|81605	638.3565	URM1|81605	737.9830000000001
UROD|7389	1071.2697	UROD|7389	1030.1602
UROS|7390	426.1358	UROS|7390	429.1549
USE1|55850	260.0868	USE1|55850	188.1872
USF1|7391	894.2073	USF1|7391	519.9497
USF2|7392	1910.4098	USF2|7392	1221.175
lowly_expressed	lowly_expressed	USH1C|10083	19.1643
USH2A|7399	5.9303	USH2A|7399	13.1951
USHBP1|83878	44.4774	USHBP1|83878	156.7703
USMG5|84833	348.61800000000005	USMG5|84833	463.7135
USO1|8615	1704.1195	USO1|8615	2137.2919
USP10|9100	2949.91	USP10|9100	1697.4552
USP11|8237	998.4115	USP11|8237	2094.2507
USP12|219333	239.7543	USP12|219333	479.4219
USP13|8975	1832.0449	USP13|8975	812.4411
USP14|9097	1341.0992	USP14|9097	1189.1298
USP15|9958	967.4891	USP15|9958	1151.7436
USP16|10600	1462.6708	USP16|10600	1366.6352
USP18|11274	761.1988	USP18|11274	147.9736
