gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
NAB1|4664	579.6942	NAB1|4664	1845.5631
NAB2|4665	405.7493	NAB2|4665	565.273
NACA2|342538	39.1834	NACA2|342538	49.4881
NACAD|23148	19.4086	NACAD|23148	156.57
NACAP1|83955	127.0713	NACAP1|83955	142.4915
NACA|4666	16658.061	NACA|4666	17714.1638
NACC1|112939	2746.132	NACC1|112939	634.3857
NACC2|138151	51.6342	NACC2|138151	82.3379
NADK|65220	847.02	NADK|65220	1255.5461
NADSYN1|55191	811.8649	NADSYN1|55191	539.2491
NAE1|8883	585.9196	NAE1|8883	778.5836
NAF1|92345	176.1421	NAF1|92345	230.3754
NAGA|4668	992.4014	NAGA|4668	516.2116
NAGK|55577	1412.7987	NAGK|55577	627.9863
NAGLU|4669	716.6529	NAGLU|4669	1098.1229
NAGPA|51172	126.7051	lowly_expressed	lowly_expressed
NAGS|162417	32.2256	NAGS|162417	23.4642
NAIF1|203245	221.9171	NAIF1|203245	206.4846
NAIP|4671	370.5942	NAIP|4671	49.4881
NALCN|259232	79.8315	NALCN|259232	47.7816
NAMPT|10135	1572.0956	NAMPT|10135	2135.6655
NANOS1|340719	120.1135	NANOS1|340719	270.9044
NANP|140838	154.5363	NANP|140838	162.9693
NANS|54187	1160.487	NANS|54187	444.4881
NAP1L1|4673	7153.3462	NAP1L1|4673	7944.1126
NAP1L2|4674	124.1417	NAP1L2|4674	159.1297
NAP1L3|4675	60.0568	NAP1L3|4675	88.3106
NAP1L4|4676	2994.0493	NAP1L4|4676	2064.4198
NAP1L5|266812	99.9725	NAP1L5|266812	193.2594
lowly_expressed	lowly_expressed	NAP1L6|645996	8.1058
NAPA|8775	4173.2015	NAPA|8775	3013.6689
NAPB|63908	235.1002	NAPB|63908	271.3311
NAPEPLD|222236	484.5226	NAPEPLD|222236	457.2739
NAPG|8774	586.6519999999999	NAPG|8774	691.5529
NAPRT1|93100	602.7648	NAPRT1|93100	577.6451
NAPSB|256236	124.1417	NAPSB|256236	29.8635
NARFL|64428	458.4821	NARFL|64428	302.901
NARF|26502	423.6931	lowly_expressed	lowly_expressed
NARG2|79664	1507.2782	NARG2|79664	1527.3038
NARS2|79731	391.4675	NARS2|79731	337.4573
NARS|4677	2268.6075	NARS|4677	1827.2184
NASP|4678	1637.2791	NASP|4678	1350.256
NAT10|55226	1480.1794	NAT10|55226	865.1877
NAT14|57106	376.0872	NAT14|57106	55.4608
NAT15|79903	1320.8825	NAT15|79903	1023.0375
NAT1|9	882.9076	NAT1|9	112.62799999999999
NAT2|10	21.6058	lowly_expressed	lowly_expressed
NAT6|24142	53.2747	NAT6|24142	169.7312
NAT8L|339983	13.1832	NAT8L|339983	2042.6621
NAT8|9027	6.9578	lowly_expressed	lowly_expressed
NAT9|26151	372.059	NAT9|26151	243.1741
NAV1|89796	1586.3774	NAV1|89796	2248.2935
NAV2|89797	2116.4881	NAV2|89797	2402.3805
NAV3|89795	79.8315	NAV3|89795	377.9863
NBAS|51594	1780.8294	NBAS|51594	2195.8191
NBEAL1|65065	520.7361	lowly_expressed	lowly_expressed
NBEAL2|23218	973.3589999999999	NBEAL2|23218	878.8396
NBEA|26960	1394.1225	NBEA|26960	619.0273
NBL1|4681	2254.3404	NBL1|4681	2301.6212
lowly_expressed	lowly_expressed	NBLA00301|79804	56.7406
NBN|4683	1856.999	NBN|4683	2091.2969
NBPF10|100132406	2985.7914	NBPF10|100132406	2338.2722
NBPF14|25832	666.7326	NBPF14|25832	1464.9872
NBPF15|284565	369.4882	NBPF15|284565	247.3208
NBPF16|728936	351.918	NBPF16|728936	54.1809
NBPF1|55672	535.7503	NBPF1|55672	948.8055
NBPF3|84224	194.4521	NBPF3|84224	221.4164
lowly_expressed	lowly_expressed	NBPF4|148545	17.0648
NBPF9|400818	381.1847	NBPF9|400818	341.9411
NBR1|4077	4422.2283	NBR1|4077	4805.0341
NBR2|10230	56.0286	NBR2|10230	131.8259
NCALD|83988	181.2689	NCALD|83988	1183.0205
NCAM1|4684	18.31	NCAM1|4684	367.7474
NCAM2|4685	126.7051	NCAM2|4685	244.0273
NCAPD2|9918	2071.5921	NCAPD2|9918	1218.8567
NCAPD3|23310	692.8499	NCAPD3|23310	573.3788
NCAPG2|54892	1003.3873	NCAPG2|54892	326.3652
NCAPG|64151	646.5513	NCAPG|64151	10.5845
NCAPH2|29781	763.8927	lowly_expressed	lowly_expressed
NCAPH|23397	355.2138	NCAPH|23397	18.7713
NCBP1|4686	1200.238	NCBP1|4686	772.6536
NCBP2|22916	1974.5491	NCBP2|22916	1456.4846
NCCRP1|342897	5.1268	NCCRP1|342897	29.0102
NCDN|23154	1498.4894	NCDN|23154	450.5119
NCEH1|57552	1084.6837	NCEH1|57552	307.5939
NCF1B|654816	30.3946	NCF1B|654816	13.6519
NCF1|653361	38.8172	NCF1|653361	6.8259
NCF2|4688	341.2982	NCF2|4688	93.0034
NCF4|4689	63.3526	NCF4|4689	75.0853
NCK1|4690	469.1019	NCK1|4690	752.5597
NCK2|8440	834.5693	NCK2|8440	1038.3959
NCKAP1L|3071	391.4675	NCKAP1L|3071	162.116
NCKAP1|10787	4720.3149	NCKAP1|10787	5364.7611
NCKAP5L|57701	376.0872	NCKAP5L|57701	516.6382
NCKAP5|344148	430.2847	NCKAP5|344148	222.2696
NCKIPSD|51517	244.6214	NCKIPSD|51517	789.2491
NCLN|56926	1013.2747	NCLN|56926	782.8498
NCL|4691	14102.719	NCL|4691	9805.8874
NCOA1|8648	1560.011	NCOA1|8648	2686.0068
NCOA2|10499	1505.0810000000001	lowly_expressed	lowly_expressed
NCOA3|8202	2711.7092	NCOA3|8202	1413.3959
NCOA4|8031	6129.0854	NCOA4|8031	8203.4983
NCOA5|57727	2080.0146	NCOA5|57727	751.2799
NCOA6|23054	2293.1429	NCOA6|23054	1602.8157
NCOA7|135112	872.2878	NCOA7|135112	3288.3959
NCOR1|9611	3391.7422	NCOR1|9611	3546.5017
NCOR2|9612	3585.8281	NCOR2|9612	3011.5188
NCR3|259197	8.4226	lowly_expressed	lowly_expressed
NCRNA00081|92482	216.1897	NCRNA00081|92482	227.8541
NCRNA00085|147650	21.971999999999998	NCRNA00085|147650	67.8242
NCRNA00086|399668	5.1268	NCRNA00086|399668	216.7235
NCRNA00087|644596	6.9578	NCRNA00087|644596	146.3311
lowly_expressed	lowly_expressed	NCRNA00092|100188953	11.0922
NCRNA00093|100188954	31.4053	NCRNA00093|100188954	13.8823
NCRNA00094|266655	617.9548	NCRNA00094|266655	647.035
NCRNA00095|283932	268.0582	NCRNA00095|283932	33.2765
NCRNA00105|80161	24.5354	NCRNA00105|80161	21.7577
NCRNA00107|283981	5.8592	NCRNA00107|283981	17.0648
lowly_expressed	lowly_expressed	NCRNA00110|642976	43.0887
NCRNA00115|79854	11.3522	NCRNA00115|79854	13.6519
NCRNA00116|205251	84.2259	NCRNA00116|205251	132.6792
NCRNA00120|55389	17.2114	NCRNA00120|55389	61.0068
NCRNA00152|112597	169.5505	NCRNA00152|112597	66.9795
lowly_expressed	lowly_expressed	NCRNA00162|378825	5.1195
NCRNA00171|80862	47.4302	NCRNA00171|80862	33.5452
NCRNA00173|100287569	10.985999999999999	NCRNA00173|100287569	15.3584
NCRNA00174|285908	119.0149	NCRNA00174|285908	142.0648
NCRNA00176|284739	21.2396	NCRNA00176|284739	5.9727
NCRNA00181|503538	181.44099999999997	NCRNA00181|503538	102.4744
NCRNA00182|100302692	56.0286	NCRNA00182|100302692	87.884
NCRNA00183|554203	370.9604	NCRNA00183|554203	311.0068
NCRNA00188|125144	7098.05	NCRNA00188|125144	13209.471000000001
NCRNA00201|284702	917.7955	NCRNA00201|284702	762.0179
NCRNA00202|387644	13.5494	NCRNA00202|387644	9.3857
NCRNA00204B|286967	5.492999999999999	lowly_expressed	lowly_expressed
NCRNA00219|114915	243.1566	NCRNA00219|114915	561.4334
NCS1|23413	685.1598	NCS1|23413	218.43
NCSTN|23385	3825.0444	NCSTN|23385	3133.3746
NDC80|10403	268.0582	lowly_expressed	lowly_expressed
NDE1|54820	722.5927	NDE1|54820	285.2389
NDEL1|81565	747.4137	NDEL1|81565	1005.5461
NDFIP1|80762	3401.6296	NDFIP1|80762	3843.43
NDFIP2|54602	970.7956	NDFIP2|54602	870.3072
NDNL2|56160	395.8619	NDNL2|56160	390.785
NDN|4692	164.4237	NDN|4692	1806.3139999999999
NDOR1|27158	635.7228	NDOR1|27158	322.9522
lowly_expressed	lowly_expressed	NDP|4693	71.2457
NDRG1|10397	926.1192	NDRG1|10397	6063.9932
NDRG2|57447	495.1021	NDRG2|57447	6985.4949
NDRG3|57446	632.427	NDRG3|57446	785.4096
NDRG4|65009	17.2114	NDRG4|65009	451.3652
NDST1|3340	8727.6389	NDST1|3340	6033.2765
NDST2|8509	552.5954	NDST2|8509	568.686
NDST3|9348	8.0564	lowly_expressed	lowly_expressed
NDUFA10|4705	1558.18	NDUFA10|4705	2402.3038
NDUFA11|126328	855.8088	NDUFA11|126328	980.3754
NDUFA12|55967	513.4121	NDUFA12|55967	646.7577
NDUFA13|51079	1605.8226	NDUFA13|51079	1501.4206
NDUFA1|4694	954.3166	NDUFA1|4694	1337.0307
NDUFA2|4695	533.5531	NDUFA2|4695	758.1058
NDUFA3|4696	517.0741	NDUFA3|4696	607.5085
NDUFA4L2|56901	94.1133	NDUFA4L2|56901	401.0239
NDUFA4|4697	2276.6639	NDUFA4|4697	3293.0887
NDUFA5|4698	1450.1511	NDUFA5|4698	1455.6314
NDUFA6|4700	783.3013	NDUFA6|4700	1052.4744
NDUFA7|4701	485.2147	NDUFA7|4701	411.6894
NDUFA8|4702	700.9063	NDUFA8|4702	821.6724
NDUFA9|4704	1111.7825	NDUFA9|4704	1264.0785
NDUFAB1|4706	645.6102	NDUFAB1|4706	905.7167
NDUFAF1|51103	421.4959	NDUFAF1|51103	348.5495
NDUFAF2|91942	79.8315	NDUFAF2|91942	234.215
NDUFAF3|25915	459.5807	NDUFAF3|25915	1026.0239
NDUFAF4|29078	196.2831	NDUFAF4|29078	230.3754
NDUFB10|4716	715.9205	NDUFB10|4716	1073.3788
NDUFB11|54539	968.9646	NDUFB11|54539	912.5427
NDUFB1|4707	522.2009	NDUFB1|4707	690.6997
NDUFB2|4708	886.5696	NDUFB2|4708	876.2756
NDUFB3|4709	598.0042	NDUFB3|4709	526.4505
NDUFB4|4710	1587.476	NDUFB4|4710	1581.058
NDUFB5|4711	1158.2898	NDUFB5|4711	2284.5563
NDUFB6|4712	571.6378	NDUFB6|4712	566.9795
NDUFB7|4713	516.7079	NDUFB7|4713	977.3891
NDUFB8|4714	972.6266	NDUFB8|4714	1326.0538
NDUFB9|4715	1294.5162	NDUFB9|4715	2048.6348
NDUFC1|4717	604.5958	NDUFC1|4717	564.8464
NDUFC2|4718	2160.9448	NDUFC2|4718	1869.4539
NDUFS1|4719	2556.8067	NDUFS1|4719	2524.3174
NDUFS2|4720	3180.8111	NDUFS2|4720	2129.6928
NDUFS3|4722	921.4978	NDUFS3|4722	1195.9855
NDUFS4|4724	438.7073	NDUFS4|4724	963.3106
NDUFS5|4725	1245.8116	NDUFS5|4725	2055.4608
NDUFS6|4726	657.6948	NDUFS6|4726	441.9795
NDUFS7|374291	405.7457	NDUFS7|374291	685.064
NDUFS8|4728	367.2984	NDUFS8|4728	878.413
NDUFV1|4723	730.9347	NDUFV1|4723	1833.1911
NDUFV2|4729	1372.8829	NDUFV2|4729	1548.6348
NDUFV3|4731	544.9052	NDUFV3|4731	950.5119
NEAT1|283131	2890.4147	NEAT1|283131	8595.9898
NEBL|10529	4659.1596	lowly_expressed	lowly_expressed
NEB|4703	12.0846	NEB|4703	20.4778
NECAB1|64168	16.479	NECAB1|64168	240.1877
lowly_expressed	lowly_expressed	NECAB2|54550	16.2116
NECAB3|63941	223.0157	NECAB3|63941	372.4403
NECAP1|25977	755.8363	NECAP1|25977	668.5154
NECAP2|55707	1101.8951	NECAP2|55707	1052.901
NEDD1|121441	808.2029	NEDD1|121441	603.6689
NEDD4L|23327	789.8929	NEDD4L|23327	2493.6007
NEDD4|4734	758.7659	NEDD4|4734	717.5768
NEDD8|4738	1360.7983	NEDD8|4738	1295.2218
NEDD9|4739	395.4957	NEDD9|4739	1779.8635
NEFH|4744	30.0284	NEFH|4744	14.0785
NEGR1|257194	161.1279	NEGR1|257194	374.5734
NEIL1|79661	79.0991	NEIL1|79661	124.1468
NEIL2|252969	254.1426	NEIL2|252969	354.0956
NEIL3|55247	102.5359	lowly_expressed	lowly_expressed
NEK10|152110	16.1128	NEK10|152110	103.2423
NEK11|79858	343.4954	NEK11|79858	270.9044
NEK1|4750	593.6098	NEK1|4750	620.3072
NEK2|4751	932.7108	lowly_expressed	lowly_expressed
NEK3|4752	188.2267	NEK3|4752	205.2048
NEK4|6787	433.5805	NEK4|6787	535.4096
NEK5|341676	14.2818	lowly_expressed	lowly_expressed
NEK6|10783	1127.8953	NEK6|10783	628.8396
NEK7|140609	1473.954	NEK7|140609	3471.843
NEK8|284086	69.2118	NEK8|284086	60.1536
NEK9|91754	2476.2428	NEK9|91754	3523.0375
NELF|26012	1030.4861	NELF|26012	427.4744
NELL2|4753	2299.0021	NELL2|4753	67.4061
NENF|29937	767.1885	NENF|29937	851.1092
NEO1|4756	2004.9437	lowly_expressed	lowly_expressed
NES|10763	1100.0641	NES|10763	2812.2867
NET1|10276	11445.5736	NET1|10276	3180.4608
NETO1|81832	5.8592	lowly_expressed	lowly_expressed
NETO2|81831	63.3526	NETO2|81831	216.2969
NEU1|4758	931.2460000000001	NEU1|4758	1004.6928
NEU3|10825	284.171	NEU3|10825	116.4676
NEURL1B|54492	1364.0941	NEURL1B|54492	1500.8532
NEURL2|140825	6.0386	NEURL2|140825	24.1894
NEURL3|93082	543.8066	NEURL3|93082	18.3447
NEURL4|84461	506.0881	NEURL4|84461	482.5171
NEURL|9148	31.127	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NEUROG2|63973	29.0102
NEXN|91624	195.5507	NEXN|91624	457.3379
NF1|4763	3295.0655	NF1|4763	2833.6177
NF2|4771	1003.3873	NF2|4771	897.1843
NFAM1|150372	147.5785	NFAM1|150372	60.1536
NFASC|23114	98.3869	NFASC|23114	898.4642
NFAT5|10725	1262.2906	NFAT5|10725	3237.6279999999997
NFATC1|4772	619.2438	NFATC1|4772	541.3823
NFATC2IP|84901	936.7389999999999	NFATC2IP|84901	826.3652
NFATC2|4773	65.5498	NFATC2|4773	113.4812
NFATC3|4775	452.9891	NFATC3|4775	1355.8020000000001
NFATC4|4776	2550.5813	NFATC4|4776	471.4164
NFE2L1|4779	4416.0029	NFE2L1|4779	9299.4881
NFE2L2|4780	2876.1329	NFE2L2|4780	2967.692
NFE2L3|9603	219.3537	NFE2L3|9603	230.80200000000002
NFE2|4778	10.985999999999999	lowly_expressed	lowly_expressed
NFIA|4774	2574.3843	NFIA|4774	3317.4061
NFIB|4781	1342.4883	NFIB|4781	6076.7918
NFIC|4782	1338.8263	NFIC|4782	1877.9863
NFIL3|4783	136.2263	NFIL3|4783	902.3038
NFIX|4784	384.8759	NFIX|4784	5163.3959
NFKB1|4790	1974.5491	NFKB1|4790	1277.7304
NFKB2|4791	876.6822	NFKB2|4791	465.4437
NFKBIA|4792	1276.2062	NFKBIA|4792	1438.5666
NFKBIB|4793	209.8325	NFKBIB|4793	188.5666
NFKBID|84807	8.7888	NFKBID|84807	25.5973
NFKBIE|4794	358.5096	NFKBIE|4794	103.2423
NFKBIL1|4795	274.6498	NFKBIL1|4795	381.8259
NFKBIL2|4796	233.2692	NFKBIL2|4796	31.1433
NFKBIZ|64332	446.7637	NFKBIZ|64332	982.9181
NFRKB|4798	590.6802	NFRKB|4798	892.4915
NFS1|9054	422.9607	NFS1|9054	549.0614
NFU1|27247	334.3404	NFU1|27247	1284.1297
NFX1|4799	1844.182	NFX1|4799	1473.1229
NFXL1|152518	355.2138	NFXL1|152518	253.41299999999998
NFYA|4800	2057.3103	NFYA|4800	930.0341
NFYB|4801	902.3162	NFYB|4801	810.1536
NFYC|4802	731.539	NFYC|4802	986.3097
NGDN|25983	450.4257	NGDN|25983	474.8294
NGEF|25791	47.2398	NGEF|25791	54.6075
NGFRAP1|27018	1994.6901	NGFRAP1|27018	1172.3549
NGFR|4804	65.916	NGFR|4804	806.314
NGF|4803	5.8592	NGF|4803	9.8123
NGLY1|55768	636.8214	NGLY1|55768	694.1126
NGRN|51335	2892.6156	NGRN|51335	2776.7534
lowly_expressed	lowly_expressed	NHEDC1|150159	10.2389
NHEDC2|133308	57.4934	NHEDC2|133308	127.5597
NHEJ1|79840	178.7055	NHEJ1|79840	288.8225
lowly_expressed	lowly_expressed	NHLH1|4807	15.3584
NHLRC1|378884	87.5217	NHLRC1|378884	78.4983
NHLRC2|374354	386.7069	NHLRC2|374354	336.6041
NHLRC3|387921	647.4412	NHLRC3|387921	1103.2423
NHLRC4|283948	98.1415	NHLRC4|283948	44.7952
NHP2L1|4809	1626.6593	NHP2L1|4809	1535.4096
NHP2|55651	908.1754	NHP2|55651	669.3686
NHSL1|57224	264.3962	NHSL1|57224	238.4812
NHSL2|340527	204.7057	NHSL2|340527	155.2901
NHS|4810	88.6203	NHS|4810	424.4881
NICN1|84276	106.1174	NICN1|84276	454.5478
NID1|4811	2405.5516	NID1|4811	3001.9966
NID2|22795	765.7237	NID2|22795	1126.7065
NIF3L1|60491	436.1439	NIF3L1|60491	388.2253
NINJ1|4814	1487.1372	NINJ1|4814	1418.5154
NINJ2|4815	79.1101	NINJ2|4815	72.5256
NINL|22981	324.0868	NINL|22981	272.1843
NIN|51199	2037.5355	NIN|51199	1469.2833
NIP7|51388	335.0728	NIP7|51388	344.7099
NIPA1|123606	571.2716	NIPA1|123606	402.3038
NIPA2|81614	1196.0084	NIPA2|81614	674.0614
NIPAL1|152519	13.5494	NIPAL1|152519	32.8498
NIPAL2|79815	449.3271	NIPAL2|79815	267.4915
NIPAL3|57185	1171.8392	NIPAL3|57185	1285.8362
NIPBL|25836	3169.0927	NIPBL|25836	2991.4676
NIPSNAP1|8508	1649.7299	NIPSNAP1|8508	587.884
NIPSNAP3A|25934	715.9205	NIPSNAP3A|25934	638.6519
NIPSNAP3B|55335	16.49	NIPSNAP3B|55335	510.2773
NISCH|11188	1060.8807	NISCH|11188	2715.8703
NIT1|4817	669.003	NIT1|4817	757.035
NIT2|56954	836.4003	NIT2|56954	805.8874
NKAIN1|79570	21.971999999999998	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NKAPL|222698	81.4846
NKAP|79576	388.9041	lowly_expressed	lowly_expressed
NKD1|85407	54.93	NKD1|85407	9.8123
NKD2|85409	48.7046	NKD2|85409	31.9966
NKG7|4818	56.761	NKG7|4818	61.0068
NKIRAS1|28512	165.8885	NKIRAS1|28512	361.3481
NKIRAS2|28511	1103.7261	NKIRAS2|28511	817.4061
NKPD1|284353	5.1268	NKPD1|284353	47.3549
NKRF|55922	284.9034	NKRF|55922	262.7986
NKTR|4820	1650.0961	NKTR|4820	2245.3072
NKX2-2|4821	206.9029	lowly_expressed	lowly_expressed
NKX3-1|4824	112.4233	NKX3-1|4824	92.5768
NKX3-2|579	20.141	lowly_expressed	lowly_expressed
NLE1|54475	264.3962	NLE1|54475	353.2423
lowly_expressed	lowly_expressed	NLGN1|22871	75.9386
NLGN2|57555	437.6087	NLGN2|57555	531.1433
NLGN3|54413	52.7328	NLGN3|54413	34.1297
NLGN4X|57502	316.3966	NLGN4X|57502	298.6348
NLK|51701	410.8761	NLK|51701	320.8191
NLN|57486	678.202	NLN|57486	206.4846
NLRC3|197358	108.3951	NLRC3|197358	100.6826
NLRC4|58484	24.1692	NLRC4|58484	21.3311
NLRC5|84166	915.8656	NLRC5|84166	407.4232
NLRP12|91662	9.8874	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP14|338323	10.6655
NLRP1|22861	120.4797	NLRP1|22861	626.7065
NLRP2|55655	29.296	NLRP2|55655	368.6007
NLRP3|114548	44.6764	NLRP3|114548	62.7133
NLRP5|126206	11.3522	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP7|199713	5.5461
NLRX1|79671	206.9029	NLRX1|79671	702.6451
NMB|4828	33.6904	NMB|4828	787.1160000000001
NMD3|51068	1306.6008	NMD3|51068	1450.0853
NME1-NME2|654364	76.7189	NME1-NME2|654364	47.0734
NME1|4830	1078.8794	NME1|4830	406.2372
NME2P1|283458	28.1974	NME2P1|283458	36.6894
NME2|4831	3695.0838	NME2|4831	4171.6937
NME3|4832	423.6931	NME3|4832	322.9522
NME4|4833	1240.3186	NME4|4833	1462.884
NME5|8382	128.1699	NME5|8382	43.942
NME6|10201	195.5507	NME6|10201	201.7918
NME7|29922	326.002	lowly_expressed	lowly_expressed
NMI|9111	374.9886	NMI|9111	305.8874
NMNAT1|64802	239.4946	NMNAT1|64802	362.62800000000004
NMNAT2|23057	17.2114	NMNAT2|23057	1004.2662
NMNAT3|349565	55.2962	NMNAT3|349565	259.8123
NMRAL1|57407	695.4133	NMRAL1|57407	500.4266
NMT1|4836	2551.3137	NMT1|4836	3231.6553
NMT2|9397	138.4235	NMT2|9397	1351.5358
NMUR1|10316	5.492999999999999	NMUR1|10316	657.8498
NMU|10874	104.7331	lowly_expressed	lowly_expressed
NNAT|4826	18.31	NNAT|4826	158.7031
NNMT|4837	861.3018	NNMT|4837	1063.9932
NNT|23530	1338.0939	NNT|23530	2244.8805
NOB1|28987	440.1721	NOB1|28987	1098.1229
NOC2L|26155	1243.4276	NOC2L|26155	1025.6527
NOC3L|64318	469.1019	NOC3L|64318	348.9761
NOC4L|79050	124.8741	NOC4L|79050	123.2935
NOD1|10392	183.8323	NOD1|10392	435.5802
NOD2|64127	38.0848	NOD2|64127	21.7577
lowly_expressed	lowly_expressed	NODAL|4838	24.744
NOL10|79954	937.8376	NOL10|79954	607.0819
NOL11|25926	1157.5574	NOL11|25926	797.3549
NOL12|79159	238.396	NOL12|79159	157.4232
NOL3|8996	380.4816	NOL3|8996	510.2389
NOL6|65083	908.9078	NOL6|65083	627.1331
NOL7|51406	477.8907	NOL7|51406	566.1263
NOL8|55035	1193.8112	NOL8|55035	812.2739
NOL9|79707	193.7197	NOL9|79707	195.8191
NOLC1|9221	2859.6539	NOLC1|9221	1387.7986
NOM1|64434	531.7221	NOM1|64434	447.5256
NOMO1|23420	2401.9042	NOMO1|23420	2569.1126
NOMO2|283820	2396.7774	NOMO2|283820	1389.5051
NOMO3|408050	1093.1063	NOMO3|408050	1386.5188
NONO|4841	9690.0119	NONO|4841	5846.4164
NOP10|55505	606.4268	NOP10|55505	676.1945
NOP14|8602	1015.5855	NOP14|8602	839.9872
NOP16|51491	198.8465	NOP16|51491	89.5904
NOP2|4839	668.3146	lowly_expressed	lowly_expressed
NOP56|10528	2129.8178	NOP56|10528	1020.0512
NOP58|51602	1646.0679	NOP58|51602	790.1024
NOS1AP|9722	15.0142	NOS1AP|9722	143.3447
NOS2|4843	9.155	NOS2|4843	17.9693
NOS3|4846	139.7931	NOS3|4846	245.93
NOSIP|51070	277.9456	NOSIP|51070	463.7372
NOSTRIN|115677	712.6247	NOSTRIN|115677	777.7304
NOTCH1|4851	1021.3311	NOTCH1|4851	2047.7816
NOTCH2NL|388677	1253.7288	NOTCH2NL|388677	954.9275
NOTCH2|4853	4599.469	NOTCH2|4853	8872.0137
NOTCH3|4854	5695.8711	NOTCH3|4854	4389.9317
NOTCH4|4855	385.6083	NOTCH4|4855	1930.0341
NOVA1|4857	14.648	NOVA1|4857	427.901
NOVA2|4858	36.2538	NOVA2|4858	79.7782
NOV|4856	52.0004	NOV|4856	301.1945
NOX4|50507	105.4655	NOX4|50507	25.5973
NOX5|79400	6.9578	NOX5|79400	11.5529
NOXA1|10811	98.5077	NOXA1|10811	62.2867
lowly_expressed	lowly_expressed	NPAS1|4861	5.5461
NPAS2|4862	135.1277	NPAS2|4862	266.6382
NPAS3|64067	12.0846	NPAS3|64067	91.7235
lowly_expressed	lowly_expressed	NPAS4|266743	8.1058
NPAT|4863	446.7637	NPAT|4863	626.7065
NPC1L1|29881	29.6622	NPC1L1|29881	49.4881
NPC1|4864	660.6939	NPC1|4864	1326.7662
NPC2|10577	1528.5178	NPC2|10577	2628.413
NPDC1|56654	1646.4341	NPDC1|56654	623.2935
NPEPL1|79716	210.1987	NPEPL1|79716	554.6075
NPEPPS|9520	2295.3401	NPEPPS|9520	2767.9181
NPFF|8620	8.0564	lowly_expressed	lowly_expressed
NPHP1|4867	114.2543	NPHP1|4867	116.4676
NPHP3|27031	354.1152	NPHP3|27031	720.1365
NPHP4|261734	179.4379	NPHP4|261734	163.3959
NPIPL3|23117	365.9654	NPIPL3|23117	504.0273
NPIP|9284	926.9944	NPIP|9284	964.1084
NPLOC4|55666	2175.5928	NPLOC4|55666	2436.8601
NPL|80896	138.0573	NPL|80896	79.7782
NPM1|4869	9970.5209	NPM1|4869	8100.255999999999
lowly_expressed	lowly_expressed	NPM2|10361	8.5324
NPM3|10360	203.2409	NPM3|10360	125.4266
NPNT|255743	9282.0654	NPNT|255743	783.2765
NPR1|4881	96.6767	NPR1|4881	5793.5154
NPR2|4882	108.7613	NPR2|4882	777.3038
NPR3|4883	13.5494	NPR3|4883	264.9317
NPRL2|10641	145.0151	NPRL2|10641	251.7065
NPRL3|8131	693.2161	NPRL3|8131	864.3345
NPTN|27020	3427.2636	NPTN|27020	2194.5392
lowly_expressed	lowly_expressed	NPTX1|4884	40.9556
NPTX2|4885	17.2114	lowly_expressed	lowly_expressed
NPTXR|23467	320.791	NPTXR|23467	375.4266
NPY1R|4886	25.2678	NPY1R|4886	1301.6212
lowly_expressed	lowly_expressed	NPY2R|4887	716.7235
lowly_expressed	lowly_expressed	NPY5R|4889	209.8976
NQO1|1728	3298.7275	NQO1|1728	2156.1433
NQO2|4835	342.0306	NQO2|4835	1151.0239
NR1D1|9572	630.9842	NR1D1|9572	567.3422
NR1D2|9975	2939.4855	NR1D2|9975	2263.2253
NR1H2|7376	1119.8389	NR1H2|7376	1247.8669
NR1H3|10062	193.3535	NR1H3|10062	1255.5461
NR1I3|9970	15.7869	NR1I3|9970	9.2833
NR2C1|7181	222.2833	NR2C1|7181	470.5631
NR2C2AP|126382	361.4172	NR2C2AP|126382	219.4369
NR2C2|7182	1786.3884	NR2C2|7182	1576.1561
NR2F1|7025	87.5217	NR2F1|7025	708.1911
NR2F2|7026	1327.1079	NR2F2|7026	1641.2116
NR2F6|2063	788.0619	NR2F6|2063	555.8874
NR3C1|2908	982.8802	NR3C1|2908	6148.4642
NR3C2|4306	43.943999999999996	NR3C2|4306	945.8191
NR4A1|3164	565.4124	NR4A1|3164	10643.7713
NR4A2|4929	426.6227	NR4A2|4929	1324.6587
NR4A3|8013	31.4932	NR4A3|8013	665.529
NR5A2|2494	58.2258	NR5A2|2494	374.1468
lowly_expressed	lowly_expressed	NR6A1|2649	7.6792
NRARP|441478	269.1568	NRARP|441478	260.6655
NRAS|4893	990.5704	NRAS|4893	975.2560000000001
NRBF2|29982	397.3267	NRBF2|29982	740.1877
NRBP1|29959	2183.283	NRBP1|29959	1898.0375
NRBP2|340371	212.0297	NRBP2|340371	1139.5051
NRCAM|4897	58.2258	NRCAM|4897	45.2218
NRD1|4898	2566.6941	NRD1|4898	3668.0887
NRF1|4899	495.1021	NRF1|4899	437.7133
NRG1|3084	57.4934	NRG1|3084	273.8908
lowly_expressed	lowly_expressed	NRG2|9542	192.4061
NRG3|10718	27.465	lowly_expressed	lowly_expressed
NRGN|4900	23.803	NRGN|4900	37.116
