gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
LOC728640|728640	53.285	LOC728640|728640	48.2406
LOC728643|728643	7.6121	LOC728643|728643	55.5683
LOC728723|728723	5.7997	LOC728723|728723	17.4033
LOC728743|728743	65.9719	LOC728743|728743	156.3239
LOC728758|728758	10.1495	LOC728758|728758	22.899
LOC728819|728819	15.9493	LOC728819|728819	39.080999999999996
LOC728855|728855	47.9275	LOC728855|728855	150.7244
LOC728875|728875	27.469	LOC728875|728875	38.5742
LOC729020|729020	20.6615	LOC729020|729020	18.6245
LOC729082|729082	952.2066	LOC729082|729082	545.3202
LOC729156|729156	7.7716	lowly_expressed	lowly_expressed
LOC729176|729176	51.1101	LOC729176|729176	50.6832
LOC729234|729234	19.9366	LOC729234|729234	87.0163
LOC729375|729375	96.78299999999999	LOC729375|729375	53.7364
LOC729603|729603	16.3117	LOC729603|729603	19.2352
LOC729678|729678	614.7893	LOC729678|729678	361.2091
LOC729799|729799	42.4105	LOC729799|729799	25.6469
lowly_expressed	lowly_expressed	LOC729991-MEF2B|4207	55.5958
LOC729991|729991	170.222	LOC729991|729991	181.9159
LOC730101|730101	100.7703	LOC730101|730101	146.2484
lowly_expressed	lowly_expressed	LOC80054|80054	64.1172
LOC80154|80154	34.4359	LOC80154|80154	262.5754
LOC81691|81691	207.3403	LOC81691|81691	100.4503
LOC84740|84740	5.0748	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC84856|84856	28.7001
LOC84989|84989	8.9135	LOC84989|84989	5.3553
LOC90110|90110	196.1033	LOC90110|90110	278.7573
lowly_expressed	lowly_expressed	LOC90246|90246	23.815
lowly_expressed	lowly_expressed	LOC90586|90586	13.7394
LOC90784|90784	241.4137	LOC90784|90784	268.3765
LOC90834|90834	5.7997	LOC90834|90834	30.531999999999996
LOC91316|91316	33.3484	LOC91316|91316	530.4786
LOC92249|92249	876.4839	LOC92249|92249	650.6374
LOC92659|92659	36.6108	LOC92659|92659	57.0949
LOC92973|92973	13.7744	LOC92973|92973	159.9878
lowly_expressed	lowly_expressed	LOC93432|93432	38.4703
LOC93622|93622	800.3625	LOC93622|93622	338.2948
LOC96610|96610	1106.4105	LOC96610|96610	14368.7291
LOH12CR1|118426	69.5967	LOH12CR1|118426	78.16199999999999
LOH12CR2|503693	8.6996	LOH12CR2|503693	43.9661
LOH3CR2A|29931	77.5714	LOH3CR2A|29931	172.8112
LONP1|9361	235.614	LONP1|9361	944.966
LONP2|83752	2952.4241	LONP2|83752	2086.5583
LONRF1|91694	721.7037	LONRF1|91694	911.6861
LONRF2|164832	2205.7091	LONRF2|164832	588.0467
lowly_expressed	lowly_expressed	LONRF3|79836	102.8929
lowly_expressed	lowly_expressed	LOXHD1|125336	13.7394
LOXL1|4016	904.3951	LOXL1|4016	192.3517
LOXL2|4017	3474.3706	LOXL2|4017	473.1975
LOXL3|84695	91.8894	LOXL3|84695	75.9515
LOXL4|84171	29.3611	LOXL4|84171	330.3565
LOX|4015	4106.9325	LOX|4015	759.3313
LPAR1|1902	515.8133	LPAR1|1902	603.3127
LPAR2|9170	99.6828	LPAR2|9170	173.4219
lowly_expressed	lowly_expressed	LPAR3|23566	28.3948
LPAR4|2846	20.299	LPAR4|2846	11.9075
LPAR5|57121	77.2089	LPAR5|57121	40.6076
LPAR6|10161	611.8713	LPAR6|10161	1391.9548
LPCAT1|79888	1075.8496	LPCAT1|79888	761.7739
LPCAT2|54947	799.275	LPCAT2|54947	2102.4349
LPCAT3|10162	1299.5016	LPCAT3|10162	1297.9162
LPCAT4|254531	494.4268	LPCAT4|254531	628.0437
LPGAT1|9926	4233.4391	LPGAT1|9926	2141.8212
LPHN1|22859	367.9203	LPHN1|22859	767.575
LPHN2|23266	832.9860000000001	LPHN2|23266	2583.3143
LPHN3|23284	7.6121	LPHN3|23284	203.9539
LPIN1|23175	562.9361	LPIN1|23175	1242.3479
LPIN2|9663	494.0643	LPIN2|9663	1297.0002
LPIN3|64900	145.7363	LPIN3|64900	545.9644
LPL|4023	185.2288	LPL|4023	14575.9866
LPO|4025	7.6121	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LPPR1|54886	72.0556
LPPR2|64748	870.3217	LPPR2|64748	461.3388
lowly_expressed	lowly_expressed	LPPR3|79948	12.8234
LPPR4|9890	185.2288	LPPR4|9890	177.6964
LPPR5|163404	40.2356	lowly_expressed	lowly_expressed
LPP|4026	687.2678	LPP|4026	1188.0009
LPXN|9404	285.2741	LPXN|9404	256.469
LQK1|642946	7.2497	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRAT|9227	60.1481
LRBA|987	6749.7961	LRBA|987	2510.6479999999997
LRCH1|23143	811.9619	LRCH1|23143	1029.845
LRCH2|57631	108.0199	LRCH2|57631	183.4974
LRCH3|84859	307.3856	LRCH3|84859	511.7167
LRCH4|4034	533.2125	LRCH4|4034	468.9718
LRDD|55367	78.6588	LRDD|55367	145.3324
LRFN1|57622	55.0974	LRFN1|57622	31.1427
LRFN2|57497	9.0621	lowly_expressed	lowly_expressed
LRFN3|79414	125.4191	LRFN3|79414	188.6879
LRFN4|78999	83.7336	LRFN4|78999	114.4951
LRFN5|145581	27.5487	LRFN5|145581	114.8004
LRG1|116844	491.1645	LRG1|116844	127.3185
LRGUK|136332	6.1622	LRGUK|136332	9.7702
LRIG1|26018	2035.6973	LRIG1|26018	5406.8636
LRIG2|9860	191.391	LRIG2|9860	338.2948
LRIG3|121227	225.4644	LRIG3|121227	1174.8721
LRIT3|345193	5.7997	LRIT3|345193	10.9915
LRMP|4033	26.0988	LRMP|4033	167.3155
LRP10|26020	7583.1445	LRP10|26020	4877.4903
LRP11|84918	2419.9366	LRP11|84918	1051.5228
LRP12|29967	604.9841	LRP12|29967	403.6333
lowly_expressed	lowly_expressed	LRP1B|53353	50.6832
LRP1|4035	3509.5605	LRP1|4035	19062.3617
LRP2BP|55805	61.6221	LRP2BP|55805	94.6493
lowly_expressed	lowly_expressed	LRP2|4036	2091.7487
LRP3|4037	92.0707	LRP3|4037	605.6423
LRP4|4038	51.8351	LRP4|4038	533.6417
lowly_expressed	lowly_expressed	LRP5L|91355	63.2013
LRP5|4041	336.3842	LRP5|4041	2301.8089999999997
LRP6|4040	1055.913	LRP6|4040	1889.9321
LRP8|7804	247.9384	LRP8|7804	42.4395
LRPAP1|4043	345.4463	LRPAP1|4043	1393.4814
LRPPRC|10128	10719.3475	LRPPRC|10128	3735.8979999999997
LRRC10B|390205	13.7744	LRRC10B|390205	17.7086
lowly_expressed	lowly_expressed	LRRC14B|389257	5.4958
LRRC14|9684	475.353	LRRC14|9684	554.6019
LRRC15|131578	4618.396	LRRC15|131578	276.9254
LRRC16A|55604	891.7082	LRRC16A|55604	740.7068
lowly_expressed	lowly_expressed	LRRC16B|90668	16.4873
LRRC17|10234	1020.3897	LRRC17|10234	353.8661
LRRC1|55227	1317.2633	LRRC1|55227	579.4977
LRRC20|55222	103.3077	LRRC20|55222	107.77799999999999
LRRC23|10233	100.0453	LRRC23|10233	138.0047
lowly_expressed	lowly_expressed	LRRC24|441381	10.5458
LRRC25|126364	69.9592	LRRC25|126364	69.613
LRRC26|389816	13.0494	LRRC26|389816	5.8011
LRRC27|80313	59.4472	LRRC27|80313	212.1975
LRRC28|123355	232.7141	LRRC28|123355	214.6401
LRRC29|26231	34.4359	LRRC29|26231	44.8821
lowly_expressed	lowly_expressed	LRRC2|79442	96.4812
lowly_expressed	lowly_expressed	LRRC31|79782	34.8065
LRRC32|2615	1058.4504	LRRC32|2615	1506.4499
LRRC33|375387	19.2116	LRRC33|375387	150.5229
LRRC34|151827	37.3357	LRRC34|151827	116.32700000000001
LRRC37A2|474170	203.7336	LRRC37A2|474170	113.9852
LRRC37A3|374819	151.8804	LRRC37A3|374819	127.0132
LRRC37A4|55073	127.2315	LRRC37A4|55073	297.6872
LRRC37A|9884	550.9742	LRRC37A|9884	384.3981
LRRC37B2|147172	400.5437	LRRC37B2|147172	611.5564
LRRC37B|114659	72.1341	LRRC37B|114659	227.1582
lowly_expressed	lowly_expressed	LRRC39|127495	8.5001
lowly_expressed	lowly_expressed	LRRC3B|116135	55.263000000000005
LRRC3|81543	17.7617	LRRC3|81543	67.4758
LRRC40|55631	1042.5011	LRRC40|55631	395.0843
LRRC41|10489	1345.5369	LRRC41|10489	1751.9273
LRRC42|115353	529.9502	LRRC42|115353	520.2656
lowly_expressed	lowly_expressed	LRRC43|254050	8.549
LRRC45|201255	29.3611	LRRC45|201255	120.2962
LRRC46|90506	96.78299999999999	LRRC46|90506	18.6245
LRRC47|57470	851.8351	LRRC47|57470	1149.8359
lowly_expressed	lowly_expressed	LRRC48|83450	117.243
LRRC49|54839	102.5827	LRRC49|54839	194.7943
lowly_expressed	lowly_expressed	LRRC4B|94030	38.7757
LRRC4C|57689	52.9225	LRRC4C|57689	124.876
LRRC4|64101	35.8858	LRRC4|64101	38.7757
LRRC50|123872	10.512	LRRC50|123872	11.2968
LRRC55|219527	11.5995	LRRC55|219527	19.2352
LRRC56|115399	40.9606	LRRC56|115399	38.4703
LRRC57|255252	503.4889	LRRC57|255252	418.2887
LRRC58|116064	3389.2161	LRRC58|116064	1562.9341
LRRC59|55379	3849.8414	LRRC59|55379	1774.0142
LRRC61|65999	120.3444	LRRC61|65999	147.4697
lowly_expressed	lowly_expressed	LRRC66|339977	11.6022
LRRC6|23639	87.3584	LRRC6|23639	70.2236
LRRC70|100130733	40.6053	LRRC70|100130733	212.4571
LRRC8A|56262	661.5315	LRRC8A|56262	1680.7877
LRRC8B|23507	1891.4363	LRRC8B|23507	558.4307
LRRC8C|84230	483.9148	LRRC8C|84230	972.7502
LRRC8D|55144	1511.1917	LRRC8D|55144	576.1392
LRRC8E|80131	381.6946	LRRC8E|80131	282.1159
LRRCC1|85444	1291.8894	LRRCC1|85444	542.2487
LRRFIP1|9208	3297.5079	LRRFIP1|9208	3483.3982
LRRFIP2|9209	3704.5763	LRRFIP2|9209	916.5713
LRRIQ1|84125	7.9746	LRRIQ1|84125	31.7533
LRRIQ3|127255	7.6121	LRRIQ3|127255	16.4873
LRRK1|79705	95.6955	LRRK1|79705	500.7251
LRRK2|120892	99.3203	LRRK2|120892	535.5316
LRRN1|57633	28.9986	LRRN1|57633	708.9535
LRRN2|10446	29.7236	LRRN2|10446	181.6655
LRRN3|54674	57.2723	LRRN3|54674	137.6994
lowly_expressed	lowly_expressed	LRRN4CL|221091	319.6703
LRRTM2|26045	14.4993	LRRTM2|26045	62.5906
lowly_expressed	lowly_expressed	LRRTM4|80059	8.549
LRSAM1|90678	188.8536	LRSAM1|90678	402.412
LRTOMT|220074	363.3566	LRTOMT|220074	273.0967
LRWD1|222229	122.5193	LRWD1|222229	153.5761
LSAMP|4045	9.0621	LSAMP|4045	58.3162
LSG1|55341	1055.188	LSG1|55341	919.3191
LSM10|84967	269.6874	LSM10|84967	260.4381
LSM11|134353	459.9909	LSM11|134353	217.388
LSM12|124801	1750.4304	LSM12|124801	760.8579
LSM14A|26065	5535.8405	LSM14A|26065	3611.6327
LSM14B|149986	902.9452	LSM14B|149986	738.8749
LSM1|27257	1290.077	LSM1|27257	392.9471
LSM2|57819	511.4635	LSM2|57819	482.7112
LSM3|27258	1905.5732	LSM3|27258	542.554
LSM4|25804	1644.2229	LSM4|25804	548.0498
LSM5|23658	772.8138	LSM5|23658	535.2263
LSM6|11157	221.8396	LSM6|11157	230.5168
LSM7|51690	76.8464	LSM7|51690	163.9569
LSMD1|84316	200.8156	LSMD1|84316	192.657
LSP1|4046	314.9977	LSP1|4046	879.3222
LSR|51599	933.7562	LSR|51599	983.4364
LSS|4047	648.4821	LSS|4047	1339.1344
lowly_expressed	lowly_expressed	LST-3TM12|338821	142.8899
LST1|7940	30.0861	LST1|7940	45.4927
LTA4H|4048	3514.9977	LTA4H|4048	2045.0347
LTB4R2|56413	28.3534	LTB4R2|56413	46.9277
LTB4R|1241	86.6334	LTB4R|1241	178.8383
LTBP1|4052	2465.6094	LTBP1|4052	1893.2906
LTBP2|4053	3964.4767	LTBP2|4053	8204.8699
LTBP3|4054	347.3203	LTBP3|4054	3016.7193
LTBP4|8425	248.6633	LTBP4|8425	3555.7591
LTBR|4055	708.6543	LTBR|4055	1100.6793
lowly_expressed	lowly_expressed	LTB|4050	14.35
LTC4S|4056	6.0571	LTC4S|4056	15.1897
LTF|4057	52.56	LTF|4057	10672.7731
LTV1|84946	381.6946	LTV1|84946	742.2334
LUC7L2|51631	2708.1976	LUC7L2|51631	2704.0989
LUC7L3|51747	1521.7037	LUC7L3|51747	2902.3739
LUC7L|55692	311.3729	LUC7L|55692	620.716
LUM|4060	42451.1101	LUM|4060	10482.5586
LUZP1|7798	768.4639999999999	LUZP1|7798	2202.58
lowly_expressed	lowly_expressed	LUZP2|338645	129.4558
LUZP6|767558	9854.1006	LUZP6|767558	3782.0014
LXN|56925	500.9515	LXN|56925	434.4707
lowly_expressed	lowly_expressed	LY6D|8581	17.7086
LY6E|4061	1028.0018	LY6E|4061	2658.1177
LY6G5B|58496	28.7558	LY6G5B|58496	95.8278
LY6G5C|80741	85.1835	LY6G5C|80741	35.1118
LY6G6C|80740	17.0367	LY6G6C|80740	23.2043
LY6H|4062	10.1495	lowly_expressed	lowly_expressed
LY6K|54742	31.8985	LY6K|54742	100.145
LY75|4065	414.6806	LY75|4065	1697.8643
LY86|9450	130.1314	LY86|9450	71.1396
LY96|23643	215.6774	LY96|23643	112.3578
lowly_expressed	lowly_expressed	LY9|4063	52.8204
LYAR|55646	277.2995	LYAR|55646	316.0064
lowly_expressed	lowly_expressed	LYG1|129530	7.3277
LYL1|4066	5.0748	LYL1|4066	41.5235
LYNX1|66004	18.8491	LYNX1|66004	374.9332
LYN|4067	474.8527	LYN|4067	692.7715
LYPD1|116372	11.4001	LYPD1|116372	22.3281
LYPD3|27076	389.3068	LYPD3|27076	559.6519
LYPD5|284348	49.2977	LYPD5|284348	64.1172
LYPD6B|130576	39.8731	LYPD6B|130576	435.6919
LYPD6|130574	33.3484	LYPD6|130574	540.1114
LYPLA1|10434	8865.9719	LYPLA1|10434	1086.9399
LYPLA2P1|653639	54.7349	LYPLA2P1|653639	33.8905
LYPLA2|11313	904.7576	LYPLA2|11313	637.8139
LYPLAL1|127018	653.9193	LYPLAL1|127018	378.9024
LYRM1|57149	662.2565	LYRM1|57149	762.6899
LYRM2|57226	1578.4685	LYRM2|57226	1022.1998
LYRM4|57128	193.5659	LYRM4|57128	308.6787
LYRM5|144363	509.6511	LYRM5|144363	391.1152
LYRM7|90624	708.2918	LYRM7|90624	610.0298
LYSMD1|388695	299.0485	LYSMD1|388695	151.1335
LYSMD2|256586	371.9076	LYSMD2|256586	160.2931
LYSMD3|116068	1894.6987	LYSMD3|116068	839.0199
LYSMD4|145748	34.2401	LYSMD4|145748	275.1759
LYST|1130	995.7408	LYST|1130	1631.0205
LYVE1|10894	40.2356	LYVE1|10894	1766.5827
LYZ|4069	835.5233	LYZ|4069	995.0385
LZIC|84328	333.8469	LZIC|84328	422.5632
LZTFL1|54585	751.0648	LZTFL1|54585	924.2043
LZTR1|8216	193.5659	LZTR1|8216	739.8275
LZTS1|11178	256.638	LZTS1|11178	728.4939999999999
LZTS2|84445	341.459	LZTS2|84445	1258.5299
M6PR|4074	2935.9166	M6PR|4074	2870.7335
MAB21L1|4081	152.9678	MAB21L1|4081	159.0718
MACC1|346389	2852.0163	MACC1|346389	644.531
MACF1|23499	3915.179	MACF1|23499	10533.5471
MACROD1|28992	57.2723	MACROD1|28992	104.4195
MACROD2|140733	95.333	MACROD2|140733	123.96
MAD1L1|8379	42.4105	MAD1L1|8379	236.0125
MAD2L1BP|9587	558.2238	MAD2L1BP|9587	314.1745
MAD2L1|4085	1323.4255	MAD2L1|4085	102.2823
MAD2L2|10459	119.9819	MAD2L2|10459	239.6764
MADD|8567	941.3684	MADD|8567	1505.8392
MAEA|10296	933.3937	MAEA|10296	824.3646
MAF1|84232	1208.1559	MAF1|84232	1890.5427
MAFB|9935	1526.4159	MAFB|9935	890.9244
MAFF|23764	232.7141	MAFF|23764	1537.8979
MAFG|4097	263.1627	MAFG|4097	747.4239
MAFK|7975	164.4187	MAFK|7975	605.4133
MAF|4094	1216.1305	MAF|4094	1099.1527
MAGEA11|4110	5.0748	lowly_expressed	lowly_expressed
MAGED1|9500	4352.3335	MAGED1|9500	3068.4681
MAGED2|10916	15564.2954	MAGED2|10916	7480.0397
MAGED4B|81557	96.9098	MAGED4B|81557	365.9873
MAGED4|728239	99.9184	MAGED4|728239	129.8527
MAGEE1|57692	90.9832	MAGEE1|57692	207.9231
MAGEF1|64110	836.2483	MAGEF1|64110	584.9935
MAGEH1|28986	313.1853	MAGEH1|28986	586.8254
MAGEL2|54551	21.024	MAGEL2|54551	13.7394
MAGI1|9223	395.469	MAGI1|9223	1700.3282
MAGI2|9863	144.9932	MAGI2|9863	421.9525
MAGI3|260425	1090.7114	MAGI3|260425	1118.6932
MAGIX|79917	6.1622	MAGIX|79917	29.3107
MAGOHB|55110	353.0585	MAGOHB|55110	214.9454
MAGOH|4116	307.0231	MAGOH|4116	437.8292
MAGT1|84061	5009.5152	MAGT1|84061	2725.5935
MAK16|84549	664.5691	MAK16|84549	548.3765
lowly_expressed	lowly_expressed	MAK|4117	35.1118
MAL2|114569	14059.266000000001	MAL2|114569	2514.0066
MALAT1|378938	6105.5986	MALAT1|378938	5922.1617
MALL|7851	145.7182	MALL|7851	832.3029
MALT1|10892	442.2293	MALT1|10892	864.9721
lowly_expressed	lowly_expressed	MAL|4118	21.3724
MAMDC2|256691	42.4105	MAMDC2|256691	977.3086
lowly_expressed	lowly_expressed	MAMDC4|158056	61.6747
MAML1|9794	1076.3172	MAML1|9794	1592.9318
MAML2|84441	295.0612	MAML2|84441	1488.7413
MAML3|55534	207.7028	MAML3|55534	632.6235
MAMLD1|10046	61.6221	MAMLD1|10046	200.2901
MAMSTR|284358	33.7109	MAMSTR|284358	18.6245
MAN1A1|4121	1361.1237	MAN1A1|4121	1959.8504
MAN1A2|10905	1788.8536	MAN1A2|10905	1154.4157
MAN1B1|11253	1447.7571	MAN1B1|11253	1185.253
MAN1C1|57134	126.1441	MAN1C1|57134	424.3951
MAN2A1|4124	1262.5283	MAN2A1|4124	855.8125
MAN2A2|4122	342.9089	MAN2A2|4122	1697.5803
MAN2B1|4125	644.8573	MAN2B1|4125	1097.3208
MAN2B2|23324	906.9325	MAN2B2|23324	1667.3536
MAN2C1|4123	292.1613	MAN2C1|4123	1153.1944
MANBAL|63905	1062.8002	MANBAL|63905	1097.0155
MANBA|4126	576.7105	MANBA|4126	708.0376
MANEAL|149175	834.0734	MANEAL|149175	187.1613
MANEA|79694	1013.865	MANEA|79694	620.4107
MANF|7873	458.1785	MANF|7873	513.8539
MANSC1|54682	1444.4948	MANSC1|54682	840.5465
MAOA|4128	56.5473	MAOA|4128	3223.5707
MAOB|4129	797.4626	MAOB|4129	3732.5395
MAP1A|4130	2587.0412	MAP1A|4130	1340.0504
MAP1B|4131	4404.1686	MAP1B|4131	2522.8609
MAP1D|254042	9.787	MAP1D|254042	74.8035
MAP1LC3A|84557	97.1454	MAP1LC3A|84557	237.2338
MAP1LC3B2|643246	331.67199999999997	MAP1LC3B2|643246	232.9593
MAP1LC3B|81631	3196.3752	MAP1LC3B|81631	2106.7094
lowly_expressed	lowly_expressed	MAP1LC3C|440738	85.795
MAP1S|55201	196.4658	MAP1S|55201	468.9718
MAP2K1|5604	1456.6416	MAP2K1|5604	882.6441
MAP2K2|5605	324.7848	MAP2K2|5605	958.4001
MAP2K3|5606	275.4871	MAP2K3|5606	984.9630000000001
MAP2K4|6416	298.686	MAP2K4|6416	1001.7556
MAP2K5|5607	243.5886	MAP2K5|5607	402.7173
MAP2K6|5608	127.2315	MAP2K6|5608	133.4249
MAP2K7|5609	322.6099	MAP2K7|5609	673.5364
MAP2|4133	96.78299999999999	MAP2|4133	1027.7078
MAP3K10|4294	26.8237	MAP3K10|4294	114.8004
MAP3K11|4296	451.2913	MAP3K11|4296	1267.3842
MAP3K12|7786	103.3004	MAP3K12|7786	280.342
MAP3K13|9175	50.9687	MAP3K13|9175	57.6475
MAP3K14|9020	74.6715	MAP3K14|9020	750.1717
lowly_expressed	lowly_expressed	MAP3K15|389840	5.0408
MAP3K1|4214	1723.2442	MAP3K1|4214	1761.3923
MAP3K2|10746	1218.3054	MAP3K2|10746	741.3175
MAP3K3|4215	753.5551	MAP3K3|4215	1526.2194
MAP3K4|4216	405.6185	MAP3K4|4216	1116.8613
MAP3K5|4217	247.9384	MAP3K5|4217	1003.2822
MAP3K6|9064	108.3824	MAP3K6|9064	719.945
MAP3K7|6885	1106.2981	MAP3K7|6885	897.9467
MAP3K8|1326	56.9098	MAP3K8|1326	503.473
MAP3K9|4293	28.9986	MAP3K9|4293	146.5537
MAP4K1|11184	7.9746	MAP4K1|11184	67.4758
MAP4K2|5871	198.2782	MAP4K2|5871	296.7712
MAP4K3|8491	1777.6167	MAP4K3|8491	1061.5984
MAP4K4|9448	2763.5705	MAP4K4|9448	2815.6629
MAP4K5|11183	2985.4101	MAP4K5|11183	1513.7776
MAP4|4134	3269.2343	MAP4|4134	6890.4664
MAP6D1|79929	98.9579	MAP6D1|79929	56.1789
MAP6|4135	17.7617	MAP6|4135	127.6238
MAP7D1|55700	400.9062	MAP7D1|55700	1627.9673
lowly_expressed	lowly_expressed	MAP7D2|256714	7.632999999999999
MAP7D3|79649	261.7127	MAP7D3|79649	555.6828
MAP7|9053	1608.3371	MAP7|9053	907.1063
MAP9|79884	1485.8179	MAP9|79884	620.716
MAPK10|5602	29.7236	MAPK10|5602	292.8021
MAPK11|5600	24.6488	MAPK11|5600	269.2924
MAPK12|6300	23.3802	MAPK12|6300	104.8286
MAPK13|5603	322.9724	MAPK13|5603	556.2934
MAPK14|1432	1676.1214	MAPK14|1432	1641.0961
lowly_expressed	lowly_expressed	MAPK15|225689	34.8065
MAPK1IP1L|93487	2813.5931	MAPK1IP1L|93487	2631.8602
MAPK1|5594	4975.8043	MAPK1|5594	3950.2328
MAPK3|5595	2023.3802	MAPK3|5595	1822.4563
lowly_expressed	lowly_expressed	MAPK4|5596	60.4534
MAPK6|5597	1910.2855	MAPK6|5597	1417.6017
MAPK7|5598	182.6914	MAPK7|5598	357.4292
MAPK8IP1|9479	55.0974	MAPK8IP1|9479	347.1491
MAPK8IP2|23542	207.7028	MAPK8IP2|23542	87.9322
MAPK8IP3|23162	158.7676	MAPK8IP3|23162	604.8393
MAPK8|5599	273.3122	MAPK8|5599	383.7875
MAPK9|5601	1792.116	MAPK9|5601	927.2575
MAPKAP1|79109	2355.4146	MAPKAP1|79109	1551.6373
MAPKAPK2|9261	4386.0444	MAPKAPK2|9261	2917.0292
MAPKAPK3|7867	366.8328	MAPKAPK3|7867	563.9264
MAPKAPK5|8550	642.9289	MAPKAPK5|8550	472.3304
MAPKBP1|23005	193.9284	MAPKBP1|23005	1006.946
MAPKSP1|8649	2339.1029	MAPKSP1|8649	1175.4828
MAPRE1|22919	2770.0952	MAPRE1|22919	2989.6954
MAPRE2|10982	671.3185	MAPRE2|10982	1151.3625
MAPRE3|22924	320.7975	MAPRE3|22924	457.3697
MAPT|4137	1083.0992	MAPT|4137	860.6977
lowly_expressed	lowly_expressed	MARCH11|441061	10.9915
MARCH1|55016	99.3203	MARCH1|55016	32.9746
MARCH2|51257	260.6253	MARCH2|51257	552.9349
MARCH3|115123	88.8083	MARCH3|115123	119.3802
MARCH4|57574	11.5995	lowly_expressed	lowly_expressed
MARCH5|54708	1414.7712	MARCH5|54708	1281.4289
MARCH6|10299	5432.5329	MARCH6|10299	2833.6768
MARCH7|64844	2818.6679	MARCH7|64844	2984.505
MARCH8|220972	197.9157	MARCH8|220972	829.8603
MARCH9|92979	218.5773	MARCH9|92979	172.2006
MARCKSL1|65108	5236.0671	MARCKSL1|65108	2013.5867
MARCKS|4082	10604.4404	MARCKS|4082	4761.4686
lowly_expressed	lowly_expressed	MARCO|8685	105.6408
MARK1|4139	903.6701	MARK1|4139	363.0257
MARK2|2011	1078.0245	MARK2|2011	1284.1768
MARK3|4140	907.295	MARK3|4140	1308.6024
MARK4|57787	247.9384	MARK4|57787	558.736
MARS2|92935	224.7395	MARS2|92935	167.9261
MARS|4141	1399.3222	MARS|4141	1315.1149
MARVELD1|83742	906.7367	MARVELD1|83742	1338.8902
MARVELD2|153562	769.5514	MARVELD2|153562	304.7096
MARVELD3|91862	85.2343	MARVELD3|91862	220.9419
lowly_expressed	lowly_expressed	MASP1|5648	93.428
MASP2|10747	6.8872	MASP2|10747	91.9014
MAST1|22983	19.2116	lowly_expressed	lowly_expressed
MAST2|23139	644.8573	MAST2|23139	1054.2707
MAST3|23031	161.6674	MAST3|23031	325.7767
MAST4|375449	365.3829	MAST4|375449	1238.9894
MASTL|84930	706.1169	MASTL|84930	272.9563
MAT1A|4143	6.1622	MAT1A|4143	24.4256
MAT2A|4144	7467.5125	MAT2A|4144	4714.7546
MAT2B|27430	2883.1899	MAT2B|27430	1921.9907
lowly_expressed	lowly_expressed	MATK|4145	20.4565
MATN2|4147	156.2302	MATN2|4147	5303.411999999999
MATN3|4148	288.899	MATN3|4148	80.2992
MATR3|9782	12597.4264	MATR3|9782	9611.8678
MAVS|57506	912.3697	MAVS|57506	2968.9337
MAX|4149	962.3924	MAX|4149	1222.8074
MAZ|4150	1970.4866	MAZ|4150	1435.7469
MBD1|4152	438.9669	MBD1|4152	1120.2198
MBD2|8932	2098.7766	MBD2|8932	1649.0344
MBD3|53615	185.9538	MBD3|53615	759.3313
MBD4|8930	1294.7893	MBD4|8930	809.7092
MBD5|55777	382.4196	MBD5|55777	417.9834
MBD6|114785	1864.6126	MBD6|114785	1354.4004
MBIP|51562	780.0634	MBIP|51562	559.3466
lowly_expressed	lowly_expressed	MBL1P|8512	9.7702
lowly_expressed	lowly_expressed	MBLAC1|255374	17.7086
MBLAC2|153364	514.0009	MBLAC2|153364	312.9532
MBNL1|4154	4813.9048	MBNL1|4154	5148.2574
MBNL2|10150	2804.8935	MBNL2|10150	3326.7689
MBNL3|55796	90.9832	MBNL3|55796	115.7164
MBOAT1|154141	1038.1513	MBOAT1|154141	518.739
MBOAT2|129642	1706.57	MBOAT2|129642	407.2972
MBOAT7|79143	1070.7748	MBOAT7|79143	672.3151
MBP|4155	244.3135	MBP|4155	1191.9701
MBTD1|54799	775.7136	MBTD1|54799	940.9969
MBTPS1|8720	2448.9352	MBTPS1|8720	4571.8647
MBTPS2|51360	1085.1509	MBTPS2|51360	690.2649
MB|4151	231.2642	MB|4151	89.7641
MC1R|4157	84.4223	MC1R|4157	41.8289
MCAM|4162	1027.2768	MCAM|4162	6724.3722
MCART1|92014	413.2306	MCART1|92014	163.9569
MCART2|147407	9.4246	lowly_expressed	lowly_expressed
MCART6|401612	9.787	MCART6|401612	11.9075
MCAT|27349	205.5279	MCAT|27349	195.0996
MCCC1|56922	267.8749	MCCC1|56922	894.2829
MCCC2|64087	5817.8523	MCCC2|64087	2101.2136
MCC|4163	1145.4463	MCC|4163	1437.7528
MCEE|84693	173.9918	MCEE|84693	157.5452
lowly_expressed	lowly_expressed	MCF2L2|23101	13.1288
MCF2L|23263	752.5184	MCF2L|23263	929.3947
MCFD2|90411	3478.9814	MCFD2|90411	4039.4443
MCHR1|2847	8.3371	MCHR1|2847	5.1904
MCL1|4170	7830.7204	MCL1|4170	11243.7219
MCM10|55388	279.4744	MCM10|55388	14.35
MCM2|4171	1013.865	MCM2|4171	367.6055
MCM3APAS|114044	17.4028	MCM3APAS|114044	49.9321
