gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
TSN|7247	4332.7594	TSN|7247	2190.3671
lowly_expressed	lowly_expressed	TSPAN10|83882	9.1596
TSPAN11|441631	57.9973	TSPAN11|441631	226.5476
TSPAN12|23554	852.1976	TSPAN12|23554	483.6272
TSPAN13|27075	12380.6072	TSPAN13|27075	2144.2638
TSPAN14|81619	772.4513	TSPAN14|81619	3185.1004
TSPAN15|23555	629.2705	TSPAN15|23555	1069.2314
TSPAN17|26262	417.9429	TSPAN17|26262	442.7143
TSPAN18|90139	578.5229	TSPAN18|90139	650.0267
TSPAN1|10103	972.9044	TSPAN1|10103	217.6933
TSPAN2|10100	283.0992	TSPAN2|10100	305.0149
TSPAN31|6302	2357.952	TSPAN31|6302	1156.2476
lowly_expressed	lowly_expressed	TSPAN32|10077	7.0224
TSPAN33|340348	137.3811	TSPAN33|340348	132.2036
TSPAN3|10099	3054.6443	TSPAN3|10099	4140.142
TSPAN4|7106	300.1359	TSPAN4|7106	1050.9121
TSPAN5|10098	42.4105	TSPAN5|10098	262.8807
TSPAN6|7105	1757.3176	TSPAN6|7105	1526.9063
TSPAN7|7102	94.6081	TSPAN7|7102	1613.3120000000001
lowly_expressed	lowly_expressed	TSPAN8|7103	46.1034
TSPAN9|10867	974.7168	TSPAN9|10867	1581.2533
TSPO|706	387.4943	TSPO|706	661.0182
TSPYL1|7259	3310.5537	TSPYL1|7259	3279.8748
TSPYL2|64061	195.7408	TSPYL2|64061	1749.1795
TSPYL3|128854	17.0367	TSPYL3|128854	53.7364
TSPYL4|23270	1217.9429	TSPYL4|23270	1513.4723
TSPYL5|85453	3073.4934	TSPYL5|85453	1250.8969
TSR1|55720	664.2066	TSR1|55720	1306.2209
TSR2|90121	643.7698	TSR2|90121	712.6174
TSSC1|7260	359.5831	TSSC1|7260	257.3849
TSSC4|10078	69.2343	TSSC4|10078	432.9441
lowly_expressed	lowly_expressed	TSSK3|81629	51.3488
TSSK4|283629	5.0748	TSSK4|283629	34.5012
TSSK6|83983	6.5247	TSSK6|83983	13.4341
TSTA3|7264	635.4327	TSTA3|7264	455.2324
TSTD1|100131187	268.5999	TSTD1|100131187	381.3449
TSTD2|158427	397.7019	TSTD2|158427	675.1912
TST|7263	195.7408	TST|7263	391.1152
TTBK2|146057	202.2655	TTBK2|146057	369.1321
TTC12|54970	109.8324	TTC12|54970	268.0711
TTC13|79573	321.1599	TTC13|79573	255.553
TTC14|151613	1365.836	TTC14|151613	1047.2483
TTC15|51112	277.66200000000003	TTC15|51112	666.5139999999999
TTC17|55761	1789.5786	TTC17|55761	2251.4312
TTC18|118491	13.5424	TTC18|118491	180.8259
TTC19|54902	844.2229	TTC19|54902	1403.0868
TTC1|7265	2108.9261	TTC1|7265	840.5465
TTC21A|199223	15.2243	TTC21A|199223	176.7804
TTC21B|79809	524.1468	TTC21B|79809	726.3537
TTC22|55001	11.9619	TTC22|55001	45.1874
lowly_expressed	lowly_expressed	TTC23L|153657	24.7309
TTC23|64927	128.319	TTC23|64927	572.1701
TTC25|83538	7.2497	TTC25|83538	42.1342
TTC26|79989	324.0598	TTC26|79989	132.509
TTC27|55622	861.2596	TTC27|55622	614.9149
TTC28|23331	317.0965	TTC28|23331	1472.5929
TTC30A|92104	736.928	TTC30A|92104	397.8322
TTC30B|150737	278.387	TTC30B|150737	245.7828
TTC31|64427	570.9107	TTC31|64427	492.7868
TTC32|130502	61.9846	TTC32|130502	92.512
TTC33|23548	398.7313	TTC33|23548	567.8956
TTC35|9694	1731.5813	TTC35|9694	719.3344
TTC36|143941	7.6121	TTC36|143941	27.1735
TTC37|9652	2291.2551	TTC37|9652	2114.0371
TTC38|55020	199.3657	TTC38|55020	650.0267
TTC39A|22996	3811.1464	TTC39A|22996	708.6482
TTC39B|158219	3259.0847	TTC39B|158219	112.3578
TTC39C|125488	1273.7653	TTC39C|125488	507.4422
TTC3|7267	7445.0385	TTC3|7267	7586.5964
TTC4|7268	590.1223	TTC4|7268	621.6319
TTC5|91875	244.676	TTC5|91875	317.533
TTC7A|57217	408.2864	TTC7A|57217	706.7583
TTC7B|145567	248.3009	TTC7B|145567	431.1121
TTC8|123016	781.5134	TTC8|123016	603.618
TTC9C|283237	420.4803	TTC9C|283237	181.6655
TTC9|23508	641.5949	TTC9|23508	591.4052
TTF1|7270	216.0399	TTF1|7270	500.4198
TTF2|8458	718.8038	TTF2|8458	328.5245
TTK|7272	731.8532	TTK|7272	34.8065
lowly_expressed	lowly_expressed	TTLL10|254173	7.632999999999999
TTLL11|158135	19.5741	TTLL11|158135	89.7641
TTLL12|23170	4982.6914	TTLL12|23170	730.6312
lowly_expressed	lowly_expressed	TTLL13|440307	8.3688
TTLL1|25809	82.2836	TTLL1|25809	178.6123
TTLL3|26140	109.7635	TTLL3|26140	857.9498
TTLL4|9654	160.9425	TTLL4|9654	627.7383
TTLL5|23093	526.6878	TTLL5|23093	662.2395
TTLL6|284076	10.8745	TTLL6|284076	8.549
TTLL7|79739	297.5986	TTLL7|79739	172.2006
TTLL9|164395	10.512	TTLL9|164395	10.6862
TTL|150465	709.3792	TTL|150465	666.2087
TTN|7273	48.7177	TTN|7273	238.278
TTPAL|79183	627.0956	TTPAL|79183	632.0128
lowly_expressed	lowly_expressed	TTPA|7274	13.7394
lowly_expressed	lowly_expressed	TTYH1|57348	178.9176
TTYH2|94015	51.0159	TTYH2|94015	257.8826
TTYH3|80727	520.8881	TTYH3|80727	648.5001
TUBA1A|7846	5874.9832	TUBA1A|7846	9868.8528
TUBA1B|10376	13914.1169	TUBA1B|10376	10548.5383
TUBA1C|84790	4478.8111	TUBA1C|84790	1391.0389
TUBA4A|7277	1131.672	TUBA4A|7277	702.8471
TUBA8|51807	22.1115	TUBA8|51807	43.9203
TUBAL3|79861	5.4372	TUBAL3|79861	24.1203
TUBB1|81027	11.9619	TUBB1|81027	25.9522
TUBB2A|7280	77.9338	TUBB2A|7280	1431.3411
lowly_expressed	lowly_expressed	TUBB2B|347733	377.0705
TUBB2C|10383	2837.8795	TUBB2C|10383	3223.5707
TUBB3|10381	207.739	TUBB3|10381	56.1789
TUBB4|10382	267.8749	TUBB4|10382	40.3023
TUBB6|84617	666.3235	TUBB6|84617	2511.3961
TUBBP5|643224	71.7716	TUBBP5|643224	56.7896
TUBB|203068	16166.3797	TUBB|203068	11631.4785
TUBD1|51174	547.7118	TUBD1|51174	286.3904
TUBE1|51175	221.1146	TUBE1|51175	394.1684
TUBG1|7283	600.2719	TUBG1|7283	418.2887
TUBG2|27175	171.4545	TUBG2|27175	522.4029
TUBGCP2|10844	692.705	TUBGCP2|10844	1297.9956
TUBGCP3|10426	1119.3475	TUBGCP3|10426	803.2975
TUBGCP4|27229	408.1559	TUBGCP4|27229	368.8268
TUBGCP5|114791	419.7553	TUBGCP5|114791	428.9749
TUBGCP6|85378	132.6688	TUBGCP6|85378	1148.004
TUB|7275	89.1708	TUB|7275	614.3043
TUFM|7284	1440.145	TUFM|7284	2089.6115
TUFT1|7286	1253.8287	TUFT1|7286	527.5933
TUG1|55000	5713.4572	TUG1|55000	5831.3106
TULP3|7289	622.7458	TULP3|7289	964.8118
TULP4|56995	876.1214	TULP4|56995	842.9891
TUSC1|286319	303.3983	TUSC1|286319	442.409
TUSC2|11334	287.8115	TUSC2|11334	555.9881
TUSC3|7991	2163.6611	TUSC3|7991	857.3391
lowly_expressed	lowly_expressed	TUSC5|286753	3561.2549
TUT1|64852	310.6479	TUT1|64852	443.9356
TWF1|5756	8248.3009	TWF1|5756	1929.6237
TWF2|11344	253.7381	TWF2|11344	646.0576
TWIST1|7291	140.6434	TWIST1|7291	418.594
TWIST2|117581	15.2243	TWIST2|117581	57.4002
TWISTNB|221830	1134.9343	TWISTNB|221830	860.3923
TWSG1|57045	2355.7771	TWSG1|57045	1418.5177
lowly_expressed	lowly_expressed	TXK|7294	8.2436
TXLNA|200081	1567.739	TXLNA|200081	2366.8422
TXLNB|167838	22.4739	TXLNB|167838	72.3609
TXLNG|55787	255.91299999999998	TXLNG|55787	537.9742
TXN2|25828	1009.1527	TXN2|25828	1258.2246
TXNDC11|51061	1205.256	TXNDC11|51061	1204.4882
TXNDC12|51060	1840.6887	TXNDC12|51060	1122.3571
TXNDC15|79770	1445.9447	TXNDC15|79770	1348.5993
TXNDC16|57544	407.7934	TXNDC16|57544	548.9657
TXNDC17|84817	658.9687	TXNDC17|84817	297.0124
TXNDC5|81567	4120.2465	TXNDC5|81567	6045.7095
lowly_expressed	lowly_expressed	TXNDC6|347736	11.6022
TXNDC9|10190	1530.0408	TXNDC9|10190	513.8539
TXNIP|10628	4645.2198	TXNIP|10628	34852.6067
TXNL1|9352	3405.8903	TXNL1|9352	1015.8003
TXNL4A|10907	413.2306	TXNL4A|10907	466.224
TXNL4B|54957	335.2968	TXNL4B|54957	174.0325
TXNRD1|7296	7073.4934	TXNRD1|7296	1508.5871
TXNRD2|10587	43.1355	TXNRD2|10587	321.5022
TXNRD3IT1|645840	155.5052	TXNRD3IT1|645840	270.5137
TXN|7295	6007.7934	TXN|7295	1326.9216
TYK2|7297	333.1219	TYK2|7297	908.9382
TYMP|1890	89.8958	TYMP|1890	311.7319
TYMS|7298	911.9819	TYMS|7298	123.6211
TYRO3|7301	100.7703	TYRO3|7301	560.5679
TYROBP|7305	303.3983	TYROBP|7305	312.6479
TYRP1|7306	25.7363	lowly_expressed	lowly_expressed
TYSND1|219743	198.6407	TYSND1|219743	438.1345
TYW1B|441250	32.986	TYW1B|441250	81.8258
TYW1|55253	511.4635	TYW1|55253	576.4445
TYW3|127253	607.2605	TYW3|127253	822.1052
U2AF1L4|199746	37.3357	U2AF1L4|199746	135.4217
U2AF1|7307	502.7639	U2AF1|7307	1256.3926
U2AF2|11338	2014.6806	U2AF2|11338	1957.1025
UACA|55075	1741.0059	UACA|55075	3366.7659
UAP1L1|91373	221.4771	UAP1L1|91373	231.4327
UAP1|6675	1403.8967	UAP1|6675	1379.1314
UBA1|7317	7832.1704	UBA1|7317	5590.4129
UBA2|10054	3160.4894	UBA2|10054	2606.2133
UBA3|9039	1304.5763	UBA3|9039	1037.1727
UBA52|7311	7803.5342	UBA52|7311	6585.4515
UBA5|79876	2054.9162	UBA5|79876	839.6428
UBA6|55236	3623.3802	UBA6|55236	1151.9731
UBA7|7318	260.6253	UBA7|7318	807.5719
UBAC1|10422	356.6833	UBAC1|10422	587.7414
UBAC2|337867	1119.8949	UBAC2|337867	1093.2875
UBAP1|51271	884.0924	UBAP1|51271	1889.3214
UBAP2L|9898	5142.5464	UBAP2L|9898	2716.4339
UBAP2|55833	707.9293	UBAP2|55833	780.3984
lowly_expressed	lowly_expressed	UBASH3A|53347	25.0363
UBASH3B|84959	114.9071	UBASH3B|84959	99.5344
UBB|7314	11727.7753	UBB|7314	10097.5498
UBC|7316	67010.4214	UBC|7316	37950.0801
lowly_expressed	lowly_expressed	UBD|10537	602.3968
UBE2A|7319	2953.5116	UBE2A|7319	1006.946
UBE2B|7320	2957.1364	UBE2B|7320	1645.6759
UBE2CBP|90025	71.0467	UBE2CBP|90025	65.0332
UBE2C|11065	1032.7141	UBE2C|11065	27.4788
UBE2D1|7321	665.5188	UBE2D1|7321	445.4622
UBE2D2|7322	3777.4354	UBE2D2|7322	1358.6749
UBE2D3|7323	11674.1278	UBE2D3|7323	5929.929
UBE2D4|51619	301.1473	UBE2D4|51619	286.0576
UBE2E1|7324	3779.9728	UBE2E1|7324	1132.4326
UBE2E2|7325	772.4513	UBE2E2|7325	392.6418
UBE2E3|10477	1156.3208	UBE2E3|10477	966.6438
UBE2F|140739	1014.5464	UBE2F|140739	299.5191
UBE2G1|7326	2235.0702	UBE2G1|7326	1272.8799
UBE2G2|7327	1208.5184	UBE2G2|7327	2003.8165
UBE2H|7328	3524.4223	UBE2H|7328	1632.8525
UBE2I|7329	2362.3018	UBE2I|7329	1506.1446
UBE2J1|51465	4944.9932	UBE2J1|51465	2155.866
UBE2J2|118424	505.6638	UBE2J2|118424	594.7638
UBE2K|3093	6387.6756	UBE2K|3093	2014.5027
UBE2L3|7332	2326.4159	UBE2L3|7332	1513.7776
UBE2L6|9246	1966.8328	UBE2L6|9246	1042.9738
UBE2MP1|606551	90.6208	UBE2MP1|606551	55.263000000000005
UBE2M|9040	996.4658	UBE2M|9040	520.2656
UBE2NL|389898	17.0367	lowly_expressed	lowly_expressed
UBE2N|7334	5487.2678	UBE2N|7334	1446.3018
UBE2O|63893	657.1817	UBE2O|63893	727.578
UBE2Q1|55585	2348.8899	UBE2Q1|55585	1579.4214
lowly_expressed	lowly_expressed	UBE2Q2P1|388165	63.2013
UBE2Q2|92912	2218.7585	UBE2Q2|92912	1322.9524
UBE2QL1|134111	108.7449	UBE2QL1|134111	64.4226
UBE2R2|54926	2622.9271	UBE2R2|54926	1571.4831
UBE2S|27338	258.8129	UBE2S|27338	85.795
UBE2T|29089	945.3557	UBE2T|29089	29.3107
UBE2V1|7335	6359.0394	UBE2V1|7335	2282.4487
UBE2V2|7336	1457.5442	UBE2V2|7336	650.9427
UBE2W|55284	3142.7277	UBE2W|55284	656.1331
UBE2Z|65264	5980.6072	UBE2Z|65264	2438.5925
UBE3A|7337	3117.3539	UBE3A|7337	2262.1174
UBE3B|89910	1702.2202	UBE3B|89910	1591.6342
UBE3C|9690	2584.1414	UBE3C|9690	2252.6525
UBE4A|9354	5018.5773	UBE4A|9354	2441.951
UBE4B|10277	1732.6688	UBE4B|10277	1631.3259
UBFD1|56061	2123.063	UBFD1|56061	1125.105
UBIAD1|29914	440.0544	UBIAD1|29914	696.1301
UBL3|5412	4108.0199	UBL3|5412	2180.9022
UBL4A|8266	820.6615	UBL4A|8266	649.7214
lowly_expressed	lowly_expressed	UBL4B|164153	8.549
UBL5|59286	1906.2981	UBL5|59286	998.7024
UBL7|84993	608.609	UBL7|84993	646.6682
UBLCP1|134510	735.1155	UBLCP1|134510	779.4825
UBN1|29855	970.7295	UBN1|29855	1558.3543
UBN2|254048	1111.3729	UBN2|254048	1201.435
UBOX5|22888	141.0059	UBOX5|22888	396.2354
UBP1|7342	3002.4468	UBP1|7342	2414.4722
UBQLN1|29979	7446.126	UBQLN1|29979	3323.1051
UBQLN2|29978	2219.8459	UBQLN2|29978	1547.0575
UBQLN4|56893	1242.9542	UBQLN4|56893	1120.5252
UBQLNL|143630	5.4372	UBQLNL|143630	20.7618
UBR1|197131	2842.9542	UBR1|197131	1177.0094
UBR2|23304	1754.7802	UBR2|23304	1219.4489
UBR3|130507	3021.6584	UBR3|130507	1747.6529
UBR4|23352	2855.6411	UBR4|23352	5592.8555
UBR5|51366	6740.0091	UBR5|51366	4730.9366
UBR7|55148	1760.58	UBR7|55148	1340.9663
UBTD1|80019	90.6208	UBTD1|80019	217.6933
UBTD2|92181	2075.2152	UBTD2|92181	942.5235
UBTF|7343	1293.7019	UBTF|7343	2508.2055
UBXN10|127733	55.0974	UBXN10|127733	300.4351
UBXN11|91544	41.3231	UBXN11|91544	306.5415
UBXN1|51035	279.8369	UBXN1|51035	1261.5831
UBXN2A|165324	266.7875	UBXN2A|165324	381.9556
UBXN2B|137886	2559.13	UBXN2B|137886	834.4401
UBXN4|23190	6830.6298	UBXN4|23190	3731.3182
UBXN6|80700	271.1373	UBXN6|80700	1031.677
UBXN7|26043	714.8165	UBXN7|26043	672.3151
UBXN8|7993	446.2166	UBXN8|7993	153.5761
UCHL1|7345	6678.0245	UCHL1|7345	61.98
UCHL3|7347	860.8971	UCHL3|7347	232.3487
UCHL5|51377	1032.4785	UCHL5|51377	414.5821
UCK1|83549	154.0553	UCK1|83549	647.5842
UCK2|7371	520.5256	UCK2|7371	293.1074
UCKL1AS|100113386	9.0222	UCKL1AS|100113386	11.8006
UCKL1|54963	376.58	UCKL1|54963	464.3859
UCN2|90226	6.5247	UCN2|90226	9.4649
lowly_expressed	lowly_expressed	UCP1|7350	5.8011
UCP2|7351	2211.1464	UCP2|7351	1651.7823
lowly_expressed	lowly_expressed	UCP3|7352	33.5852
UEVLD|55293	1148.3462	UEVLD|55293	362.7204
UFC1|51506	1868.2374	UFC1|51506	1554.3852
UFD1L|7353	945.7145	UFD1L|7353	768.7963
UFM1|51569	4230.5392	UFM1|51569	1911.9151
UFSP1|402682	12.3244	UFSP1|402682	12.8234
UFSP2|55325	1251.7698	UFSP2|55325	969.9199
UGCG|7357	2841.8668	UGCG|7357	592.0159
UGDH|7358	2157.8614	UGDH|7358	1235.6309
UGGT1|56886	1729.0439999999999	UGGT1|56886	1784.2913
UGGT2|55757	1194.744	UGGT2|55757	596.5957
UGP2|7360	3699.1391	UGP2|7360	3758.4917
lowly_expressed	lowly_expressed	UGT2B10|7365	5.1904
lowly_expressed	lowly_expressed	UGT2B11|10720	860.2214
lowly_expressed	lowly_expressed	UGT2B15|7366	579.8031
lowly_expressed	lowly_expressed	UGT2B28|54490	660.1023
lowly_expressed	lowly_expressed	UGT2B4|7363	18.0139
UGT3A2|167127	26.0988	lowly_expressed	lowly_expressed
UGT8|7368	132.6688	UGT8|7368	87.9322
UHMK1|127933	1009.5152	UHMK1|127933	650.9427
UHRF1BP1L|23074	1363.2986	UHRF1BP1L|23074	731.5472
UHRF1BP1|54887	767.3765	UHRF1BP1|54887	605.1446
UHRF1|29128	395.469	UHRF1|29128	18.9299
UHRF2|115426	800.0	UHRF2|115426	1089.9931
UIMC1|51720	396.5564	UIMC1|51720	595.0691
ULBP1|80329	63.4345	lowly_expressed	lowly_expressed
ULBP2|80328	10.8745	ULBP2|80328	9.4649
ULBP3|79465	16.6742	ULBP3|79465	41.8289
ULK1|8408	900.0453	ULK1|8408	955.0416
ULK2|9706	481.7399	ULK2|9706	996.5651
ULK3|25989	310.6479	ULK3|25989	429.5855
ULK4|54986	86.271	ULK4|54986	107.77799999999999
UMPS|7372	745.99	UMPS|7372	583.7722
UNC119B|84747	564.0236	UNC119B|84747	1878.0246
UNC119|9094	228.0018	UNC119|9094	326.6926
UNC13A|23025	6.5247	UNC13A|23025	6.1064
UNC13B|10497	447.30400000000003	UNC13B|10497	1340.0504
UNC13D|201294	264.6126	UNC13D|201294	252.4998
UNC45A|55898	419.0304	UNC45A|55898	1686.8941
UNC50|25972	992.1160000000001	UNC50|25972	652.7746
UNC5A|90249	18.8491	UNC5A|90249	21.0671
UNC5B|219699	1337.5623	UNC5B|219699	494.6187
UNC5CL|222643	24.3154	UNC5CL|222643	32.0922
UNC5C|8633	84.821	UNC5C|8633	136.4781
UNC80|285175	12.3244	lowly_expressed	lowly_expressed
UNC93B1|81622	358.8582	UNC93B1|81622	330.3565
UNG|7374	1627.1862	UNG|7374	702.8471
UNKL|64718	407.5179	UNKL|64718	471.7625
UNK|85451	604.2592	UNK|85451	802.6868
lowly_expressed	lowly_expressed	UPB1|51733	6.4117
UPF1|5976	1130.947	UPF1|5976	1886.5735
UPF2|26019	1109.198	UPF2|26019	1297.6109
UPF3A|65110	711.1917	UPF3A|65110	787.4208
UPF3B|65109	165.2923	UPF3B|65109	278.1467
UPK1A|11045	13.4119	lowly_expressed	lowly_expressed
UPK2|7379	62.3471	lowly_expressed	lowly_expressed
UPK3BL|100134938	88.9207	UPK3BL|100134938	121.8044
UPP1|7378	46.3978	UPP1|7378	119.3802
UPRT|139596	642.6824	UPRT|139596	301.6564
UQCC|55245	1134.9343	UQCC|55245	647.5842
UQCR10|29796	1045.401	UQCR10|29796	647.8895
UQCR11|10975	759.0394	UQCR11|10975	651.8586
UQCRB|7381	3795.5596	UQCRB|7381	2604.3813
UQCRC1|7384	697.0548	UQCRC1|7384	1824.5935
UQCRC2|7385	2797.6439	UQCRC2|7385	3817.1132
UQCRFS1|7386	1768.5546	UQCRFS1|7386	1310.7396
UQCRHL|440567	76.1214	UQCRHL|440567	266.5445
UQCRH|7388	1035.614	UQCRH|7388	1103.4272
UQCRQ|27089	2155.324	UQCRQ|27089	735.8217
URB1|9875	452.3788	URB1|9875	1086.9491
URB2|9816	477.0276	URB2|9816	374.6279
URGCP|55665	320.435	URGCP|55665	1039.9206
URM1|81605	491.1645	URM1|81605	765.7431
UROD|7389	573.0856	UROD|7389	1147.3933
UROS|7390	399.4563	UROS|7390	413.4036
USE1|55850	76.8464	USE1|55850	215.5561
USF1|7391	288.17400000000004	USF1|7391	584.6882
USF2|7392	351.6085	USF2|7392	1299.4428
USH1C|10083	5.7997	lowly_expressed	lowly_expressed
USH2A|7399	18.4866	USH2A|7399	6.1064
USHBP1|83878	7.2497	USHBP1|83878	147.775
USMG5|84833	1269.053	USMG5|84833	420.7312
USO1|8615	5563.0267	USO1|8615	2301.1984
USP10|9100	2956.0489	USP10|9100	1529.0436
USP11|8237	1068.2374	USP11|8237	2087.4742
USP12|219333	671.3185	USP12|219333	511.106
USP13|8975	1145.0838	USP13|8975	827.1124
USP14|9097	3812.2338	USP14|9097	1157.1636
USP15|9958	1853.7381	USP15|9958	1108.923
USP16|10600	1741.3684	USP16|10600	1490.8786
USP18|11274	259.5378	USP18|11274	175.8644
USP19|10869	409.6058	USP19|10869	1634.9897
USP1|7398	2129.5877	USP1|7398	1632.5471
USP20|10868	115.6321	USP20|10868	657.0491
USP21|27005	275.4871	USP21|27005	447.2941
USP22|23326	2273.4934	USP22|23326	6887.4132
USP24|23358	1677.2089	USP24|23358	2042.5922
USP25|29761	1621.024	USP25|29761	1602.6258
USP27X|389856	46.0353	USP27X|389856	178.9176
USP28|57646	554.2365	USP28|57646	600.8702
USP2|9099	124.6942	USP2|9099	226.8529
USP30|84749	844.2229	USP30|84749	756.5835
USP31|57478	515.0884	USP31|57478	1864.8958
USP32|84669	5730.8564	USP32|84669	1346.7674
USP33|23032	2281.1056	USP33|23032	2150.0649
USP34|9736	4346.8962	USP34|9736	4609.4191
USP35|57558	74.309	USP35|57558	158.7665
USP36|57602	919.6194	USP36|57602	1386.1537
USP37|57695	828.9986	USP37|57695	604.2287
USP38|84640	2834.9796	USP38|84640	842.9891
USP39|10713	2191.2098	USP39|10713	941.3022
USP3|9960	920.6488	USP3|9960	527.862
USP40|55230	508.5637	USP40|55230	1280.8183
USP42|84132	409.9683	USP42|84132	550.7976
USP43|124739	127.2315	USP43|124739	102.8929
lowly_expressed	lowly_expressed	USP44|84101	46.4087
USP45|85015	387.4943	USP45|85015	283.9478
USP46|64854	1365.111	USP46|64854	519.3497
USP47|55031	2610.6026	USP47|55031	2968.0177
USP48|84196	1779.7916	USP48|84196	1656.3621
USP49|25862	11.5995	USP49|25862	31.1427
USP4|7375	1066.7875	USP4|7375	1640.1801
USP51|158880	81.9212	USP51|158880	91.5961
USP53|54532	1640.2356	USP53|54532	2395.8476
USP54|159195	368.6452	USP54|159195	1326.0056
USP5|8078	1223.3802	USP5|8078	1140.6763
USP6NL|9712	645.2198	USP6NL|9712	694.9088
USP6|9098	129.7689	USP6|9098	112.9685
USP7|7874	5405.3466	USP7|7874	3351.1946
USP8|9101	2856.0109	USP8|9101	1644.2806
USP9X|8239	7149.2524	USP9X|8239	4570.0328
USPL1|10208	1072.9497	USPL1|10208	776.7346
UST|10090	112.0072	UST|10090	481.1846
UTP11L|51118	769.9139	UTP11L|51118	605.1446
UTP14A|10813	287.8115	UTP14A|10813	510.8007
UTP14C|9724	1987.1319	UTP14C|9724	1643.844
UTP15|84135	557.4989	UTP15|84135	357.2246
UTP18|51096	1026.9144	UTP18|51096	604.534
UTP20|27340	811.237	UTP20|27340	1034.4249
UTP23|84294	2280.7431	UTP23|84294	643.9203
UTP3|57050	1051.9257	UTP3|57050	854.5913
UTP6|55813	545.1744	UTP6|55813	809.4039
UTRN|7402	1758.7676	UTRN|7402	7049.5382
lowly_expressed	lowly_expressed	UTS2D|257313	14.6554
UVRAG|7405	671.3185	UVRAG|7405	1013.3578
UXS1|80146	492.2519	UXS1|80146	589.5733
UXT|8409	676.5310000000001	UXT|8409	696.9086
VAC14|55697	658.2691	VAC14|55697	852.454
VAMP1|6843	153.3267	VAMP1|6843	325.392
VAMP2|6844	742.7277	VAMP2|6844	3391.4968
VAMP3|9341	2728.7721	VAMP3|9341	3098.0841
VAMP4|8674	730.4033	VAMP4|8674	584.3829
VAMP5|10791	136.2936	VAMP5|10791	363.6364
VAMP7|6845	2272.0435	VAMP7|6845	1078.0856
VAMP8|8673	3119.5288	VAMP8|8673	1050.3015
VANGL1|81839	859.0847	VANGL1|81839	534.9209999999999
VANGL2|57216	157.3176	VANGL2|57216	745.5919
VAPA|9218	5558.3145	VAPA|9218	3733.7608
VAPB|9217	1837.7889	VAPB|9217	1165.4072
VARS2|57176	235.614	VARS2|57176	538.2795
VARS|7407	562.5736	VARS|7407	951.0724
VASH1|22846	153.2469	VASH1|22846	613.9715
VASH2|79805	76.4839	VASH2|79805	164.5676
VASN|114990	113.4572	VASN|114990	315.3958
VASP|7408	2266.9687	VASP|7408	1236.5468
VAT1L|57687	49.2977	VAT1L|57687	16.182000000000002
VAT1|10493	3997.1001	VAT1|10493	5587.3597
VAV1|7409	290.7114	VAV1|7409	115.1057
VAV2|7410	778.6135	VAV2|7410	649.4161
VAV3|10451	3935.1155	VAV3|10451	1799.8626
lowly_expressed	lowly_expressed	VAX2|25806	14.6554
VBP1|7411	2633.8015	VBP1|7411	696.7407
VCAM1|7412	921.0693	VCAM1|7412	588.0467
VCAN|1462	25543.0902	VCAN|1462	2080.1466
VCL|7414	4568.3734	VCL|7414	6133.2723
VCPIP1|80124	2644.676	VCPIP1|80124	804.5187
VCP|7415	5240.0544	VCP|7415	5384.0165
VDAC1|7416	10641.4137	VDAC1|7416	2266.6972
VDAC2|7417	1800.8156	VDAC2|7417	1269.8267
VDAC3|7419	4582.1477	VDAC3|7419	1432.5624
VDR|7421	766.6516	VDR|7421	877.1849
VEGFA|7422	2365.2016	VEGFA|7422	1011.8312
VEGFB|7423	1030.5392	VEGFB|7423	1567.2086
VEGFC|7424	206.2528	VEGFC|7424	371.88
VENTX|27287	5.0748	VENTX|27287	13.1288
VEPH1|79674	96.4205	VEPH1|79674	48.2406
VEZF1|7716	5568.464	VEZF1|7716	2816.8842
VEZT|55591	3732.85	VEZT|55591	1545.5309
lowly_expressed	lowly_expressed	VGLL1|51442	113.5791
VGLL3|389136	1251.6538	VGLL3|389136	1550.1107
VGLL4|9686	2443.6176	VGLL4|9686	2531.0862
VHL|7428	1248.029	VHL|7428	981.9098
VILL|50853	26.8237	VILL|50853	197.2369
VIM|7431	21035.15	VIM|7431	42118.5345
VIPAR|63894	439.6919	VIPAR|63894	474.4676
VIPR1|7433	45.6729	VIPR1|7433	520.5709
lowly_expressed	lowly_expressed	VIPR2|7434	87.1384
lowly_expressed	lowly_expressed	VIP|7432	10.3809
lowly_expressed	lowly_expressed	VIT|5212	263.186
VKORC1L1|154807	2023.0177	VKORC1L1|154807	1945.8057
VKORC1|79001	2498.9579	VKORC1|79001	820.6610000000001
VLDLR|7436	325.8722	VLDLR|7436	699.1833
VMA21|203547	2046.5791	VMA21|203547	1045.4164
VMAC|400673	64.1595	VMAC|400673	106.2514
lowly_expressed	lowly_expressed	VMO1|284013	8.2436
VN1R1|57191	36.9733	VN1R1|57191	9.1596
VNN1|8876	19.2116	VNN1|8876	18.6245
VNN2|8875	13.4119	VNN2|8875	11.9075
VOPP1|81552	1253.4662	VOPP1|81552	602.3968
VPRBP|9730	777.4789	VPRBP|9730	1013.3852
VPS11|55823	953.3303	VPS11|55823	1465.2317
VPS13A|23230	578.8854	VPS13A|23230	1267.9948
VPS13B|157680	2621.4771	VPS13B|157680	1518.0521
VPS13C|54832	1799.3657	VPS13C|54832	2971.0709
VPS13D|55187	1135.2968	VPS13D|55187	3654.0722
VPS16|64601	209.2361	VPS16|64601	676.8949
