gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
ALPK2|115701	106.9302	ALPK2|115701	47.5215
ALPK3|57538	1045.0410000000002	ALPK3|57538	133.1422
ALPL|249	96.5967	ALPL|249	1467.8410000000001
ALS2CL|259173	132.5396	ALS2CL|259173	444.0803
ALS2CR4|65062	367.0673	ALS2CR4|65062	1630.0696
ALS2CR8|79800	85.8138	ALS2CR8|79800	280.6227
ALS2|57679	432.2139	ALS2|57679	740.2704
ALX3|257	8.0872	ALX3|257	51.2085
lowly_expressed	lowly_expressed	ALX4|60529	60.2212
AMACR|23600	2020.8918	AMACR|23600	228.5948
AMBP|259	108.2781	AMBP|259	20.0737
AMBRA1|55626	935.415	AMBRA1|55626	1145.4322
AMD1|262	1450.2348	AMD1|262	1892.5768
AMDHD1|144193	22.9136	AMDHD1|144193	23.7608
AMDHD2|51005	347.9322	AMDHD2|51005	218.2384
AMFR|267	3867.0111	AMFR|267	2867.2675
AMH|268	6.7393	lowly_expressed	lowly_expressed
AMICA1|120425	27.8558	AMICA1|120425	44.6538
AMIGO1|57463	88.0602	AMIGO1|57463	216.7145
AMIGO2|347902	177.4683	AMIGO2|347902	3541.9869
AMIGO3|386724	252.9484	AMIGO3|386724	75.3789
AMMECR1L|83607	543.637	AMMECR1L|83607	1010.2417
AMMECR1|9949	504.0997	AMMECR1|9949	216.3048
AMN1|196394	223.7448	AMN1|196394	197.8697
AMOTL1|154810	553.5213	AMOTL1|154810	2846.3744
AMOTL2|51421	841.0648	AMOTL2|51421	2028.2671
AMOT|154796	345.9508	AMOT|154796	1747.6444
lowly_expressed	lowly_expressed	AMPD1|270	25.3994
AMPD2|271	375.1544	AMPD2|271	950.4302
AMPD3|272	151.4096	AMPD3|272	161.8189
AMPH|273	35.4937	AMPH|273	45.0635
AMTN|401138	8.5364	lowly_expressed	lowly_expressed
AMT|275	23.0888	AMT|275	166.3826
AMY1A|276	11.6815	AMY1A|276	19.6641
AMY2A|279	8.5364	lowly_expressed	lowly_expressed
AMY2B|280	299.6788	AMY2B|280	256.0959
AMZ2P1|201283	122.6553	AMZ2P1|201283	158.9512
AMZ2|51321	1055.3746	AMZ2|51321	1070.0533
ANAPC10|10393	100.6402	ANAPC10|10393	125.7681
ANAPC11|51529	1267.4379	ANAPC11|51529	648.9144
ANAPC13|25847	2244.7175	ANAPC13|25847	1087.6649
ANAPC16|119504	1940.9188	ANAPC16|119504	2496.9275
ANAPC1|64682	1961.1367	ANAPC1|64682	1175.338
ANAPC2|29882	952.4879	ANAPC2|29882	816.8783
ANAPC4|29945	417.3874	ANAPC4|29945	550.1844
ANAPC5|51433	3384.4771	ANAPC5|51433	2554.6907
ANAPC7|51434	1378.4118	ANAPC7|51434	1006.5547
ANGEL1|23357	376.9516	ANGEL1|23357	822.6137
ANGEL2|90806	426.8224	ANGEL2|90806	666.1204
ANGPT1|284	24.2615	ANGPT1|284	109.7911
ANGPT2|285	181.9611	ANGPT2|285	111.8394
ANGPTL1|9068	8.9857	ANGPTL1|9068	70.4629
ANGPTL2|23452	1188.8128	ANGPTL2|23452	1197.8697
ANGPTL4|51129	48.523	ANGPTL4|51129	512.4949
lowly_expressed	lowly_expressed	ANGPTL7|10218	180.25400000000002
ANG|283	174.5479	ANG|283	218.9226
ANK1|286	13.9279	ANK1|286	9.4224
ANK2|287	71.4366	ANK2|287	171.2413
ANK3|288	1574.3008	ANK3|288	1677.5912
ANKAR|150709	13.0293	ANKAR|150709	45.0635
ANKDD1A|348094	47.1751	ANKDD1A|348094	64.3179
lowly_expressed	lowly_expressed	ANKFN1|162282	9.0127
ANKFY1|51479	2053.2405	ANKFY1|51479	2054.0762
ANKHD1-EIF4EBP3|404734	1534.5614	ANKHD1-EIF4EBP3|404734	1351.2741
ANKHD1|54882	1454.9972	ANKHD1|54882	2481.1676
ANKH|56172	2471.0772	ANKH|56172	1194.5924
ANKIB1|54467	891.8342	ANKIB1|54467	1554.281
ANKK1|255239	11.6815	ANKK1|255239	43.4248
lowly_expressed	lowly_expressed	ANKLE1|126549	34.0025
ANKLE2|23141	1937.3245	ANKLE2|23141	2002.8677
ANKMY1|51281	168.0332	ANKMY1|51281	217.9435
ANKMY2|57037	591.2614	ANKMY2|57037	789.0209
ANKRA2|57763	296.9785	ANKRA2|57763	305.2028
ANKRD10|55608	1059.225	ANKRD10|55608	1159.152
ANKRD11|29123	1911.832	ANKRD11|29123	2943.5027
ANKRD12|23253	643.8279	ANKRD12|23253	1263.007
ANKRD13A|88455	1160.5077	ANKRD13A|88455	1652.6014
ANKRD13B|124930	113.6695	ANKRD13B|124930	197.8697
ANKRD13C|81573	673.0316	ANKRD13C|81573	624.3343
ANKRD13D|338692	317.6457	ANKRD13D|338692	433.8386
ANKRD16|54522	128.8465	ANKRD16|54522	213.0274
ANKRD17|26057	2880.3774	ANKRD17|26057	5152.3966
ANKRD19|138649	33.6965	ANKRD19|138649	49.9795
lowly_expressed	lowly_expressed	ANKRD20A3|441425	10.2417
ANKRD22|118932	411.5467	ANKRD22|118932	36.0508
ANKRD23|200539	23.8122	ANKRD23|200539	46.7022
ANKRD24|170961	35.4937	ANKRD24|170961	50.7989
ANKRD26|22852	118.1624	ANKRD26|22852	338.3859
ANKRD27|84079	570.1449	ANKRD27|84079	879.1479
ANKRD28|23243	787.1504	ANKRD28|23243	1427.6936
lowly_expressed	lowly_expressed	ANKRD29|147463	140.1065
ANKRD30A|91074	1050.4324	ANKRD30A|91074	429.3322
ANKRD30B|374860	63.3494	ANKRD30B|374860	34.0025
ANKRD32|84250	210.2662	ANKRD32|84250	158.1319
ANKRD34A|284615	22.4643	ANKRD34A|284615	18.8447
ANKRD34B|340120	38.6387	lowly_expressed	lowly_expressed
ANKRD35|148741	19.7686	ANKRD35|148741	201.5567
ANKRD36BP1|84832	32.7979	ANKRD36BP1|84832	215.0758
ANKRD36B|57730	6.29	ANKRD36B|57730	18.8447
ANKRD36|375248	31.4501	ANKRD36|375248	183.94099999999997
ANKRD37|353322	206.7483	ANKRD37|353322	63.8017
ANKRD39|51239	86.7123	ANKRD39|51239	125.7681
ANKRD40|91369	3637.4256	ANKRD40|91369	1386.7268
ANKRD42|338699	280.3549	ANKRD42|338699	227.7755
ANKRD43|134548	49.8708	ANKRD43|134548	22.9414
ANKRD44|91526	19.3193	ANKRD44|91526	58.5825
lowly_expressed	lowly_expressed	ANKRD45|339416	28.2671
ANKRD46|157567	312.9552	ANKRD46|157567	510.5981
ANKRD49|54851	230.4841	ANKRD49|54851	252.3556
ANKRD50|57182	1513.1978	ANKRD50|57182	1308.0705
ANKRD52|283373	1006.4023	ANKRD52|283373	1775.9115
lowly_expressed	lowly_expressed	ANKRD53|79998	12.6997
ANKRD54|129138	612.3779	ANKRD54|129138	390.4138
ANKRD56|345079	105.1331	ANKRD56|345079	65.9566
ANKRD57|65124	948.8936	ANKRD57|65124	1291.6837
ANKRD58|347454	28.3051	ANKRD58|347454	7.7837
ANKRD5|63926	348.1972	ANKRD5|63926	348.6276
ANKRD6|22881	123.2259	ANKRD6|22881	392.0197
ANKRD9|122416	111.4231	ANKRD9|122416	75.7886
ANKS1A|23294	857.6884	ANKS1A|23294	1441.6223
ANKS1B|56899	61.5523	ANKS1B|56899	158.1319
ANKS3|124401	244.8613	ANKS3|124401	366.653
ANKS6|203286	118.1624	ANKS6|203286	226.9562
ANKZF1|55139	848.7027	ANKZF1|55139	856.6161
ANLN|54443	525.2162	ANLN|54443	117.5748
ANO10|55129	1674.0425	ANO10|55129	773.8632
ANO1|55107	980.3437	ANO1|55107	13005.3257
lowly_expressed	lowly_expressed	ANO2|57101	21.3027
lowly_expressed	lowly_expressed	ANO3|63982	11.4707
ANO5|203859	54.3637	ANO5|203859	63.9082
ANO6|196527	1468.7184	ANO6|196527	1845.5551
ANO7|50636	10.3336	ANO7|50636	9.4224
ANO8|57719	174.3233	ANO8|57719	451.86400000000003
ANO9|338440	74.5816	ANO9|338440	124.9488
ANP32A|8125	3124.3401	ANP32A|8125	2396.5588
ANP32B|10541	1262.9451	ANP32B|10541	2610.8152
ANP32E|81611	145.5689	ANP32E|81611	841.0488
ANPEP|290	125.351	ANPEP|290	4350.2663
ANTXR1|84168	5221.1614	ANTXR1|84168	2234.3302
ANTXR2|118429	712.1195	ANTXR2|118429	608.7669
ANUBL1|93550	111.4231	ANUBL1|93550	220.4015
ANXA11|311	4105.5824	ANXA11|311	2663.2528
ANXA1|301	1077.8389	ANXA1|301	4020.8931
ANXA2P1|303	110.9738	ANXA2P1|303	26.6284
ANXA2P2|304	6302.5946	ANXA2P2|304	1699.7132
ANXA2|302	19997.7536	ANXA2|302	5326.5055
ANXA3|306	203.5269	ANXA3|306	1239.2462
ANXA4|307	3880.4897	ANXA4|307	1222.8595
ANXA5|308	10664.7198	ANXA5|308	4289.2257
ANXA6|309	4106.481	ANXA6|309	3590.3318
ANXA7|310	4768.7296	ANXA7|310	2122.0811
lowly_expressed	lowly_expressed	ANXA8L2|244	546.0877
lowly_expressed	lowly_expressed	ANXA8|653145	1004.4408
ANXA9|8416	598.0007	ANXA9|8416	162.2286
AOAH|313	15.2757	AOAH|313	45.8828
AOC2|314	6.7393	AOC2|314	13.1094
AOC3|8639	595.7542	AOC3|8639	850.0615
AOX1|316	27.4065	AOX1|316	63.0889
AP1AR|55435	290.2392	AP1AR|55435	657.1077
AP1B1|162	8760.1932	AP1B1|162	2981.5649
AP1G1|164	4877.457	AP1G1|164	2819.7459999999996
AP1G2|8906	2528.478	AP1G2|8906	1191.5526
AP1M1|8907	1040.0988	AP1M1|8907	687.0135
AP1M2|10053	3180.9502	AP1M2|10053	1516.1819
AP1S1|1174	736.8303	AP1S1|1174	672.2655
AP1S2|8905	174.3233	AP1S2|8905	197.8697
AP1S3|130340	463.6639	AP1S3|130340	92.1753
AP2A1|160	2276.199	AP2A1|160	1710.5326
AP2A2|161	2121.9814	AP2A2|161	1635.805
AP2B1|163	2542.9629999999997	AP2B1|163	6543.6297
AP2M1|1173	6977.4233	AP2M1|1173	5021.7124
AP2S1|1175	1908.1209	AP2S1|1175	938.5498
AP3B1|8546	1892.3958	AP3B1|8546	1283.4904
AP3B2|8120	17.5222	AP3B2|8120	96.6817
AP3D1|8943	5232.8429	AP3D1|8943	3209.3404
AP3M1|26985	1824.5535	AP3M1|26985	1565.3421
AP3M2|10947	223.2955	AP3M2|10947	705.8583
AP3S1|1176	843.3112	AP3S1|1176	650.1434
AP3S2|10239	1728.1366	AP3S2|10239	1431.1061
AP4B1|10717	513.1259	AP4B1|10717	367.8247
AP4E1|23431	283.0507	AP4E1|23431	326.9152
AP4M1|9179	260.4336	AP4M1|9179	348.9717
AP4S1|11154	64.6973	AP4S1|11154	81.524
APAF1|317	490.6211	APAF1|317	541.1717
APBA1|320	101.0895	APBA1|320	789.0209
APBA2|321	48.9723	APBA2|321	313.8058
APBA3|9546	332.9215	APBA3|9546	231.4625
APBB1IP|54518	182.4104	APBB1IP|54518	143.3839
APBB1|322	119.9596	APBB1|322	793.5272
APBB2|323	1129.5069	APBB2|323	1486.2761
APBB3|10307	145.1196	APBB3|10307	340.0246
APC2|10297	10.3695	APC2|10297	6.6325
APCDD1L|164284	15.2757	APCDD1L|164284	1935.2724
APCDD1|147495	120.8581	APCDD1|147495	1836.1327
APC|324	1332.1352	APC|324	1168.3736
APEH|327	4870.2684	APEH|327	2018.4351
APEX1|328	3145.4566	APEX1|328	4606.3089
APEX2|27301	1649.3317	APEX2|27301	535.4363
APH1A|51107	3353.0271	APH1A|51107	4346.9889
APH1B|83464	624.5086	APH1B|83464	594.8382
API5|8539	2476.0193	API5|8539	2836.5424
APIP|51074	350.4167	APIP|51074	271.3929
APITD1|378708	130.7424	APITD1|378708	202.585
APLF|200558	31.4501	APLF|200558	112.7202
APLNR|187	818.6005	APLNR|187	736.993
APLN|8862	128.0467	APLN|8862	909.0537
APLP1|333	88.5095	APLP1|333	107.7427
APLP2|334	53634.0559	APLP2|334	14151.9869
APOA1BP|128240	1137.1448	APOA1BP|128240	977.8779
APOB48R|55911	386.8359	APOB48R|55911	193.773
lowly_expressed	lowly_expressed	APOBEC2|10930	5.7354
APOBEC3A|200315	9.7226	lowly_expressed	lowly_expressed
APOBEC3B|9582	238.733	APOBEC3B|9582	50.3892
APOBEC3C|27350	43.5808	APOBEC3C|27350	265.8746
APOBEC3D|140564	80.4223	APOBEC3D|140564	81.1143
APOBEC3F|200316	194.9905	APOBEC3F|200316	242.1139
APOBEC3G|60489	65.1466	APOBEC3G|60489	168.3736
lowly_expressed	lowly_expressed	APOB|338	7.374
APOC1|341	2670.5605	APOC1|341	207.7018
APOC2|344	585.4206	lowly_expressed	lowly_expressed
APOD|347	202693.0248	APOD|347	7817.6977
APOE|348	8691.003	APOE|348	2374.027
APOF|319	29.2036	lowly_expressed	lowly_expressed
APOL1|8542	688.3073	APOL1|8542	713.6419999999999
APOL2|23780	845.5577	APOL2|23780	519.0496
APOL3|80833	158.5982	APOL3|80833	707.4969
APOL4|80832	223.2955	APOL4|80832	103.2364
APOL6|80830	949.7922	APOL6|80830	1285.5387
APOLD1|81575	253.3977	APOLD1|81575	263.007
APOM|55937	24.8141	APOM|55937	45.4732
APOOL|139322	151.4096	APOOL|139322	244.5719
APOO|79135	280.8042	APOO|79135	145.8419
APPBP2|10513	1226.1036	APPBP2|10513	1340.8439
APPL1|26060	1195.5521	APPL1|26060	2255.2233
APPL2|55198	1466.4720000000002	APPL2|55198	1107.7427
APP|351	23807.7053	APP|351	53139.6968
APRT|353	2265.7531	APRT|353	2355.592
APTX|54840	411.5467	APTX|54840	597.7059
AQP11|282679	123.5539	AQP11|282679	30.3154
AQP1|358	2231.158	AQP1|358	10006.0385
lowly_expressed	lowly_expressed	AQP2|359	5.3257
AQP3|360	7022.352	AQP3|360	802.1303
AQP4|361	8.0872	AQP4|361	66.3662
lowly_expressed	lowly_expressed	AQP5|362	2437.9353
lowly_expressed	lowly_expressed	AQP6|363	21.7124
lowly_expressed	lowly_expressed	AQP7P1|375719	47.9312
lowly_expressed	lowly_expressed	AQP7|364	77.4273
lowly_expressed	lowly_expressed	AQPEP|206338	5.3257
AQR|9716	1645.7374	AQR|9716	1056.9439
ARAF|369	1237.785	ARAF|369	1099.1397
ARAP1|116985	1181.1344	ARAP1|116985	2363.3552
ARAP2|116984	509.0419	ARAP2|116984	438.3449
ARAP3|64411	163.0911	ARAP3|64411	571.4871
ARCN1|372	10460.2943	ARCN1|372	4023.3511
lowly_expressed	lowly_expressed	ARC|23237	246.2106
AREG|374	5.8407	AREG|374	317.4928
ARF1|375	13984.4996	ARF1|375	7129.8648
ARF3|377	5534.3143	ARF3|377	4366.2433
ARF4|378	8400.7638	ARF4|378	3252.3556
ARF5|381	1691.0929	ARF5|381	2123.2405
ARF6|382	3200.7189	ARF6|382	3453.9123
ARFGAP1|55738	2054.1391	ARFGAP1|55738	1077.4273
ARFGAP2|84364	2222.1723	ARFGAP2|84364	2178.6153
ARFGAP3|26286	2119.7349	ARFGAP3|26286	1170.422
ARFGEF1|10565	2068.1523	ARFGEF1|10565	2055.0184
ARFGEF2|10564	2028.979	ARFGEF2|10564	2741.0897
ARFIP1|27236	1656.9696	ARFIP1|27236	1056.1245
ARFIP2|23647	3873.3011	ARFIP2|23647	1756.6571
ARFRP1|10139	739.0767	ARFRP1|10139	645.2274
ARG2|384	178.8161	ARG2|384	273.7485
ARGLU1|55082	1240.4807	ARGLU1|55082	2213.4371
ARHGAP10|79658	800.6289999999999	ARHGAP10|79658	274.8873
ARHGAP11A|9824	335.6172	ARHGAP11A|9824	145.4322
ARHGAP11B|89839	15.9497	ARHGAP11B|89839	15.1577
ARHGAP12|94134	779.5125	ARHGAP12|94134	1266.2843
ARHGAP15|55843	68.7409	ARHGAP15|55843	36.4605
ARHGAP17|55114	1116.0283	ARHGAP17|55114	979.1069
ARHGAP18|93663	692.8002	ARHGAP18|93663	694.3875
ARHGAP19|84986	312.7036	ARHGAP19|84986	1026.6284
ARHGAP1|392	4143.7718	ARHGAP1|392	2843.5068
ARHGAP20|57569	14.3772	ARHGAP20|57569	265.8746
ARHGAP21|57584	865.7756	ARHGAP21|57584	1646.4564
ARHGAP22|58504	31.8994	ARHGAP22|58504	49.1602
ARHGAP23|57636	368.8644	ARHGAP23|57636	631.7083
ARHGAP24|83478	165.3375	ARHGAP24|83478	255.6329
ARHGAP25|9938	134.3367	ARHGAP25|9938	344.1213
ARHGAP26|23092	291.1378	ARHGAP26|23092	1108.9717
ARHGAP27|201176	446.1417	ARHGAP27|201176	645.637
ARHGAP28|79822	158.5982	ARHGAP28|79822	79.066
ARHGAP29|9411	2756.3743	ARHGAP29|9411	1735.764
ARHGAP30|257106	261.0356	ARHGAP30|257106	219.9918
ARHGAP31|57514	412.8945	ARHGAP31|57514	832.4457
ARHGAP32|9743	2221.723	ARHGAP32|9743	2083.5723
ARHGAP33|115703	67.393	ARHGAP33|115703	138.8775
ARHGAP39|80728	144.221	ARHGAP39|80728	356.4113
ARHGAP42|143872	35.0444	ARHGAP42|143872	127.8165
ARHGAP4|393	177.019	ARHGAP4|393	272.0197
ARHGAP5|394	621.3636	ARHGAP5|394	3472.7571
ARHGAP6|395	56.1608	ARHGAP6|395	68.8243
ARHGAP8|23779	2041.0828	ARHGAP8|23779	407.1897
ARHGAP9|64333	36.3922	ARHGAP9|64333	35.6411
ARHGDIA|396	6599.5732	ARHGDIA|396	3573.1258
ARHGDIB|397	3832.8653	ARHGDIB|397	2278.5744
ARHGEF10L|55160	571.942	ARHGEF10L|55160	1583.3675
ARHGEF10|9639	184.2076	ARHGEF10|9639	882.4252
ARHGEF11|9826	952.9372	ARHGEF11|9826	1360.5079999999998
ARHGEF12|23365	4694.148	ARHGEF12|23365	5311.3478
ARHGEF15|22899	244.412	ARHGEF15|22899	407.2102
ARHGEF16|27237	248.0063	ARHGEF16|27237	272.0197
ARHGEF17|9828	722.0038	ARHGEF17|9828	1608.7669
ARHGEF18|23370	755.7003	ARHGEF18|23370	970.9136
ARHGEF19|128272	284.3985	ARHGEF19|128272	846.3744
ARHGEF1|9138	1046.3889	ARHGEF1|9138	1140.5162
ARHGEF2|9181	752.5553	ARHGEF2|9181	2111.0201
ARHGEF33|100271715	8.5364	ARHGEF33|100271715	22.5317
ARHGEF35|445328	356.7337	ARHGEF35|445328	670.2171
ARHGEF37|389337	1762.1027	ARHGEF37|389337	2115.5264
ARHGEF38|54848	161.2939	ARHGEF38|54848	68.0049
ARHGEF3|50650	957.4301	ARHGEF3|50650	788.6112
ARHGEF4|50649	22.0151	ARHGEF4|50649	402.7038
ARHGEF5|7984	210.7155	ARHGEF5|7984	644.408
ARHGEF6|9459	248.9049	ARHGEF6|9459	3453.093
ARHGEF7|8874	1034.2581	ARHGEF7|8874	1476.8537
ARHGEF9|23229	399.4159	ARHGEF9|23229	1304.3834
ARID1A|8289	2683.1405	ARID1A|8289	3653.8304
ARID1B|57492	915.6464	ARID1B|57492	2958.6235
ARID2|196528	610.1314	ARID2|196528	1156.0836
ARID3A|1820	39.9865	ARID3A|1820	34.8218
ARID3B|10620	68.7409	ARID3B|10620	136.0098
ARID4A|5926	320.7907	ARID4A|5926	791.0692
ARID4B|51742	1010.0056	ARID4B|51742	1402.7776
ARID5A|10865	246.6584	ARID5A|10865	3063.9082
ARID5B|84159	1961.1367	ARID5B|84159	2656.6981
ARIH1|25820	1993.0361	ARIH1|25820	2092.9947
ARIH2|10425	1223.2686	ARIH2|10425	1720.1270000000002
ARL10|285598	11.6815	ARL10|285598	92.585
ARL11|115761	68.2916	ARL11|115761	35.2315
ARL13B|200894	164.43900000000002	ARL13B|200894	222.0401
ARL15|54622	362.5744	ARL15|54622	424.4162
ARL16|339231	284.8478	ARL16|339231	418.6809
ARL17A|51326	65.9014	ARL17A|51326	58.4187
ARL1|400	3398.8543	ARL1|400	2073.7403
ARL2BP|23568	1241.3793	ARL2BP|23568	1131.9132
ARL2|402	497.8097	ARL2|402	854.9775
ARL3|403	434.01099999999997	ARL3|403	462.5154
ARL4A|10124	1321.3524	ARL4A|10124	2252.7653
ARL4C|10123	625.8565	ARL4C|10123	2056.5342
ARL4D|379	191.3962	ARL4D|379	158.9512
ARL5A|26225	942.1543	ARL5A|26225	737.4027
ARL5B|221079	243.0641	ARL5B|221079	262.1876
ARL6IP1|23204	5241.3793	ARL6IP1|23204	3615.3216
ARL6IP4|51329	2479.6136	ARL6IP4|51329	1800.9013
ARL6IP5|10550	4126.2496	ARL6IP5|10550	4527.6526
ARL6IP6|151188	210.2662	ARL6IP6|151188	277.755
ARL6|84100	29.2036	ARL6|84100	79.4756
ARL8A|127829	726.4967	ARL8A|127829	1018.0254
ARL8B|55207	2517.3537	ARL8B|55207	1675.1331
lowly_expressed	lowly_expressed	ARL9|132946	7.7837
ARMC10|83787	646.1732	ARMC10|83787	1072.4007
ARMC1|55156	772.3239	ARMC1|55156	659.9754
ARMC2|84071	43.5808	ARMC2|84071	41.3765
ARMC3|219681	5.8407	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	31.5444
ARMC5|79798	352.2408	ARMC5|79798	380.5817
ARMC6|93436	1147.4559	ARMC6|93436	853.2528
ARMC7|79637	491.969	ARMC7|79637	363.3757
ARMC8|25852	640.2336	ARMC8|25852	692.3392
ARMC9|80210	145.5689	ARMC9|80210	253.1749
ARMCX1|51309	714.8152	ARMCX1|51309	935.2724
ARMCX2|9823	821.7455	ARMCX2|9823	1837.7714
ARMCX3|51566	2327.7547	ARMCX3|51566	2416.2229
ARMCX5|64860	559.362	ARMCX5|64860	462.925
ARMCX6|54470	257.4413	ARMCX6|54470	415.4035
ARNT2|9915	84.4659	ARNT2|9915	512.9045
ARNTL2|56938	17.9715	ARNTL2|56938	15.1577
ARNTL|406	243.0641	ARNTL|406	283.0807
ARNT|405	854.0941	ARNT|405	1431.3806
ARPC1A|10552	1208.1321	ARPC1A|10552	2007.5051
ARPC1B|10095	2573.9638	ARPC1B|10095	719.2462
ARPC2|10109	3964.5063	ARPC2|10109	2632.118
ARPC3|10094	6560.9345	ARPC3|10094	2233.9205
ARPC4|10093	3854.8444	ARPC4|10093	2201.8558
ARPC5L|81873	1471.8634	ARPC5L|81873	539.533
ARPC5|10092	3594.2941	ARPC5|10092	2582.1385
ARPM1|84517	58.4073	ARPM1|84517	32.3638
ARPP19|10776	3234.4154	ARPP19|10776	3532.5686
ARRB1|408	421.431	ARRB1|408	1020.4834
ARRB2|409	430.4167	ARRB2|409	450.635
ARRDC1|92714	2630.574	ARRDC1|92714	756.2474
ARRDC2|27106	307.7614	ARRDC2|27106	469.4797
ARRDC3|57561	2700.2134	ARRDC3|57561	6169.193
ARRDC4|91947	1067.9546	ARRDC4|91947	1010.6514
ARSA|410	1152.4205	ARSA|410	668.9881
ARSB|411	723.3517	ARSB|411	168.7833
ARSD|414	4735.4824	ARSD|414	2619.8279
ARSE|415	28.3051	ARSE|415	38.5088
ARSF|416	55.7116	lowly_expressed	lowly_expressed
ARSG|22901	137.4817	ARSG|22901	195.8214
ARSH|347527	34.1458	ARSH|347527	12.29
ARSI|340075	77.2773	ARSI|340075	46.2925
ARSJ|79642	66.4944	ARSJ|79642	141.7452
ARSK|153642	146.0182	ARSK|153642	186.399
ART4|420	5.3914	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART5|116969	15.5674
ARV1|64801	681.568	ARV1|64801	386.7268
ARVCF|421	398.0681	ARVCF|421	870.5449
ARX|170302	139.2789	lowly_expressed	lowly_expressed
AR|367	2174.9972	AR|367	477.6731
AS3MT|57412	22.0106	AS3MT|57412	337.9762
ASAH1|427	5885.6565	ASAH1|427	2629.2503
ASAH2B|653308	14.3772	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASAH2|56624	9.832
ASAM|79827	103.336	ASAM|79827	351.4953
ASAP1|50807	419.1845	ASAP1|50807	743.1381
ASAP2|8853	865.7756	ASAP2|8853	601.3929
ASAP3|55616	566.5506	ASAP3|55616	1011.061
lowly_expressed	lowly_expressed	ASB12|142689	7.7837
ASB13|79754	214.7591	ASB13|79754	820.5653
lowly_expressed	lowly_expressed	ASB14|142686	7.374
lowly_expressed	lowly_expressed	ASB16|92591	14.0639
ASB1|51665	270.8435	ASB1|51665	690.0655
ASB2|51676	12.58	ASB2|51676	23.3511
ASB3|51130	238.5713	ASB3|51130	382.2204
ASB6|140459	743.4123	ASB6|140459	994.6415
ASB7|140460	326.6315	ASB7|140460	556.3294
ASB8|140461	867.1234	ASB8|140461	868.9062
ASB9|140462	26.0586	ASB9|140462	20.0737
ASCC1|51008	516.6798	ASCC1|51008	411.3068
ASCC2|84164	1888.8015	ASCC2|84164	1209.3404
ASCC3|10973	2179.4901	ASCC3|10973	1200.7374
ASCL2|430	495.5633	ASCL2|430	5.7354
ASF1A|25842	626.755	ASF1A|25842	537.4846
ASF1B|55723	487.9254	ASF1B|55723	123.7198
ASGR1|432	5.8407	ASGR1|432	14.3384
ASH1L|55870	1249.8708	ASH1L|55870	3480.0615
ASH2L|9070	1200.0449	ASH2L|9070	1269.9713
ASL|435	941.2558	ASL|435	488.3245
ASMTL|8623	806.0115	ASMTL|8623	877.9189
ASNA1|439	1594.5187	ASNA1|439	890.2089
ASNSD1|54529	410.6481	ASNSD1|54529	897.1733
ASNS|440	693.2495	ASNS|440	432.1999
lowly_expressed	lowly_expressed	ASPA|443	11.8804
ASPHD1|253982	6.7393	ASPHD1|253982	108.5621
ASPHD2|57168	40.8851	ASPHD2|57168	29.9058
ASPH|444	7307.8423	ASPH|444	4293.941
ASPM|259266	257.4413	ASPM|259266	96.272
ASPN|54829	4714.3659	ASPN|54829	45.8828
ASPRV1|151516	18.9914	ASPRV1|151516	85.3707
ASPSCR1|79058	596.6528	ASPSCR1|79058	310.9381
ASRGL1|80150	192.2947	ASRGL1|80150	126.5875
ASS1|445	1216.6685	ASS1|445	810.7333
ASTE1|28990	165.4813	ASTE1|28990	254.2442
lowly_expressed	lowly_expressed	ASTN1|460	57.7632
ASTN2|23245	1401.7747	ASTN2|23245	575.9934
ASXL1|171023	763.7875	ASXL1|171023	2432.6096
ASXL2|55252	325.2836	ASXL2|55252	991.8066
ASXL3|80816	8.0872	ASXL3|80816	29.9058
ATAD1|84896	744.4682	ATAD1|84896	1315.8542
ATAD2B|54454	392.2273	ATAD2B|54454	468.2507
ATAD2|29028	895.8778	ATAD2|29028	456.3703
ATAD3A|55210	382.343	ATAD3A|55210	522.7366
ATAD3B|83858	160.3954	ATAD3B|83858	234.3302
ATAD3C|219293	7.6379	ATAD3C|219293	205.2438
ATAD5|79915	22.4643	ATAD5|79915	106.1041
ATE1|11101	269.5721	ATE1|11101	358.4596
ATF1|466	292.4857	ATF1|466	423.5969
ATF2|1386	428.1703	ATF2|1386	677.5912
ATF3|467	156.3518	ATF3|467	1507.1692
ATF4|468	11928.1141	ATF4|468	6396.5588
ATF5|22809	592.1599	ATF5|22809	496.9275
ATF6B|1388	2523.6437	ATF6B|1388	2204.0147
ATF6|22926	1198.2478	ATF6|22926	1514.1336
ATF7IP2|80063	45.8272	ATF7IP2|80063	74.1499
ATF7IP|55729	835.6734	ATF7IP|55729	1784.9242
ATF7|11016	1463.592	ATF7|11016	3071.5322
ATG10|83734	131.641	ATG10|83734	111.8394
ATG12|9140	504.54900000000004	ATG12|9140	461.69599999999997
ATG16L1|55054	1520.3864	ATG16L1|55054	638.6727
ATG16L2|89849	172.7013	ATG16L2|89849	271.3478
ATG2A|23130	987.9816	ATG2A|23130	1003.2773
ATG2B|55102	828.9341	ATG2B|55102	1292.5031
