gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
KIAA0125|9834	11.6815	KIAA0125|9834	17.6157
KIAA0141|9812	1417.0504	KIAA0141|9812	2054.8955
KIAA0146|23514	708.5252	KIAA0146|23514	1052.0279
KIAA0174|9798	3836.4596	KIAA0174|9798	3075.7886
KIAA0182|23199	6237.4481	KIAA0182|23199	1855.3871
KIAA0195|9772	1149.7608	KIAA0195|9772	2019.8197
KIAA0196|9897	1532.9664	KIAA0196|9897	1387.9558
KIAA0226|9711	564.7535	KIAA0226|9711	635.3953
KIAA0232|9778	1423.7897	KIAA0232|9778	1325.6862
KIAA0240|23506	500.0562	KIAA0240|23506	1561.6551
KIAA0247|9766	2158.8229	KIAA0247|9766	2691.9295
KIAA0284|283638	1281.3658	KIAA0284|283638	1553.8714
KIAA0317|9870	863.0799	KIAA0317|9870	1037.6895
KIAA0319L|79932	4673.9346	KIAA0319L|79932	2725.5264
lowly_expressed	lowly_expressed	KIAA0319|9856	21.3027
KIAA0355|9710	527.9119	KIAA0355|9710	1003.687
KIAA0368|23392	4380.9952	KIAA0368|23392	4102.417
KIAA0391|9692	712.5329	KIAA0391|9692	558.263
KIAA0406|9675	792.0926	KIAA0406|9675	649.7337
KIAA0415|9907	793.8897	KIAA0415|9907	465.38300000000004
KIAA0427|9811	629.4507	KIAA0427|9811	1572.3064
KIAA0430|9665	1756.2619	KIAA0430|9665	3567.3904
KIAA0467|23334	500.18199999999996	KIAA0467|23334	1464.4859
KIAA0494|9813	3551.8095	KIAA0494|9813	3928.8693
KIAA0495|57212	153.6561	KIAA0495|57212	741.4994
KIAA0513|9764	1808.3792	KIAA0513|9764	190.9054
KIAA0528|9847	480.2875	KIAA0528|9847	1071.6919
KIAA0556|23247	628.1029	KIAA0556|23247	720.1966
KIAA0562|9731	392.2273	KIAA0562|9731	775.9115
KIAA0564|23078	2176.3451	KIAA0564|23078	1052.4375
KIAA0586|9786	758.3960000000001	KIAA0586|9786	467.4314
KIAA0649|9858	472.6497	KIAA0649|9858	1026.6284
KIAA0652|9776	2050.0955	KIAA0652|9776	1571.4871
KIAA0664P3|100132341	23.8122	KIAA0664P3|100132341	99.1397
KIAA0664|23277	5071.9982	KIAA0664|23277	3572.7161
lowly_expressed	lowly_expressed	KIAA0748|9840	13.1094
KIAA0753|9851	349.5451	KIAA0753|9851	539.1233
KIAA0754|643314	90.7559	KIAA0754|643314	257.6813
KIAA0776|23376	1888.3522	KIAA0776|23376	1141.3355
KIAA0802|23255	161.7432	KIAA0802|23255	165.5059
KIAA0831|22863	395.3723	KIAA0831|22863	829.9877
KIAA0892|23383	1137.1448	KIAA0892|23383	1636.6243
KIAA0895L|653319	207.3099	KIAA0895L|653319	244.9529
KIAA0895|23366	118.6117	KIAA0895|23366	265.8746
KIAA0907|22889	603.3921	KIAA0907|22889	939.7788
KIAA0913|23053	2057.2841	KIAA0913|23053	1948.7915
KIAA0922|23240	921.9364	KIAA0922|23240	837.7714
KIAA0947|23379	851.8477	KIAA0947|23379	1758.7054
KIAA1009|22832	290.2392	KIAA1009|22832	274.8873
KIAA1012|22878	1050.4324	KIAA1012|22878	1190.9054
KIAA1024|23251	18.87	KIAA1024|23251	34.4121
KIAA1033|23325	1365.3825	KIAA1033|23325	1098.73
lowly_expressed	lowly_expressed	KIAA1045|23349	14.7481
KIAA1107|23285	100.1909	KIAA1107|23285	256.4523
KIAA1109|84162	1134.4491	KIAA1109|84162	3415.8132
KIAA1143|57456	656.8572	KIAA1143|57456	1140.5162
KIAA1147|57189	941.705	KIAA1147|57189	2172.0606
KIAA1161|57462	354.9365	KIAA1161|57462	514.1336
KIAA1191|57179	1964.731	KIAA1191|57179	3263.8263
KIAA1199|57214	1187.4649	KIAA1199|57214	9.0127
lowly_expressed	lowly_expressed	KIAA1210|57481	35.6411
KIAA1211|57482	30.5515	KIAA1211|57482	46.2925
KIAA1217|56243	4525.8183	KIAA1217|56243	5441.2372
lowly_expressed	lowly_expressed	KIAA1239|57495	21.7124
KIAA1244|57221	7286.0833	KIAA1244|57221	795.9853
KIAA1257|57501	106.1485	KIAA1257|57501	9.5494
KIAA1267|284058	535.9991	KIAA1267|284058	1934.8628
KIAA1274|27143	251.6006	KIAA1274|27143	392.0524
KIAA1279|26128	942.1543	KIAA1279|26128	546.4973
KIAA1310|55683	1128.1589999999999	KIAA1310|55683	2043.0152
KIAA1324L|222223	79.0745	KIAA1324L|222223	475.2151
KIAA1324|57535	16173.874	KIAA1324|57535	21748.8734
KIAA1328|57536	45.8272	KIAA1328|57536	213.8468
KIAA1370|56204	3460.4066	KIAA1370|56204	1136.0098
KIAA1377|57562	38.1894	KIAA1377|57562	251.1266
KIAA1383|54627	156.8011	KIAA1383|54627	108.1524
KIAA1407|57577	141.5253	KIAA1407|57577	231.0528
lowly_expressed	lowly_expressed	KIAA1409|57578	25.3994
KIAA1429|25962	1294.8444	KIAA1429|25962	2365.8337
KIAA1430|57587	762.8889	KIAA1430|57587	1584.1868
KIAA1432|57589	325.7014	KIAA1432|57589	786.78
KIAA1462|57608	1267.8872	KIAA1462|57608	655.4691
KIAA1467|57613	1444.9062	KIAA1467|57613	653.0111
KIAA1468|57614	868.9206	KIAA1468|57614	832.4457
KIAA1522|57648	6608.1096	KIAA1522|57648	6516.5916
KIAA1524|57650	310.9064	KIAA1524|57650	72.9209
KIAA1529|57653	32.7979	KIAA1529|57653	229.0045
KIAA1530|57654	163.9897	KIAA1530|57654	165.5059
KIAA1539|80256	320.7907	KIAA1539|80256	227.7755
KIAA1543|57662	720.6560000000001	KIAA1543|57662	1027.8574
KIAA1549|57670	392.6766	KIAA1549|57670	674.7235
KIAA1586|57691	83.1181	KIAA1586|57691	192.1344
KIAA1598|57698	3631.5849	KIAA1598|57698	910.6923
KIAA1609|57707	314.5007	KIAA1609|57707	557.5584
KIAA1614|57710	18.6184	KIAA1614|57710	72.8103
KIAA1632|57724	2760.8671	KIAA1632|57724	1279.8034
KIAA1644|85352	8.5364	KIAA1644|85352	8.1934
KIAA1671|85379	2411.7713	KIAA1671|85379	6111.8394
KIAA1683|80726	25.6093	KIAA1683|80726	295.3707
KIAA1704|55425	288.8779	KIAA1704|55425	551.1061
KIAA1712|80817	184.3828	KIAA1712|80817	367.1856
KIAA1715|80856	692.3509	KIAA1715|80856	805.8173
KIAA1731|85459	318.095	KIAA1731|85459	612.5522
KIAA1737|85457	893.6314	KIAA1737|85457	1262.1876
KIAA1755|85449	68.7409	KIAA1755|85449	188.4474
KIAA1797|54914	693.6988	KIAA1797|54914	1655.4691
KIAA1804|84451	10.7829	KIAA1804|84451	362.966
KIAA1826|84437	293.8335	KIAA1826|84437	444.49
KIAA1841|84542	226.4405	KIAA1841|84542	147.0709
lowly_expressed	lowly_expressed	KIAA1875|340390	11.4707
KIAA1908|114796	256.0935	KIAA1908|114796	245.3912
KIAA1919|91749	533.3034	KIAA1919|91749	85.6206
KIAA1949|170954	756.5989	KIAA1949|170954	720.6063
KIAA1958|158405	77.7266	KIAA1958|158405	103.2364
KIAA1967|57805	1747.2762	KIAA1967|57805	2710.7743
KIAA1984|84960	13.4786	KIAA1984|84960	11.061
KIAA2013|90231	937.2122	KIAA2013|90231	1834.4941
KIAA2018|205717	660.9008	KIAA2018|205717	1107.3331
KIAA2022|340533	22.9136	KIAA2022|340533	70.8726
KIAA2026|158358	279.4564	KIAA2026|158358	1079.8853
KIDINS220|57498	1534.3143	KIDINS220|57498	2874.2319
KIF11|3832	615.9721	KIF11|3832	269.152
KIF12|113220	125.351	KIF12|113220	321.5895
KIF13A|63971	959.2272	KIF13A|63971	1682.0975
KIF13B|23303	3359.7574	KIF13B|23303	2145.0225
KIF14|9928	45.8272	KIF14|9928	39.7378
KIF15|56992	116.3653	KIF15|56992	62.2696
KIF16B|55614	2196.1137	KIF16B|55614	1187.628
KIF17|57576	12.1307	KIF17|57576	22.1221
KIF18A|81930	107.3795	KIF18A|81930	40.1475
KIF18B|146909	56.6101	KIF18B|146909	40.9668
KIF1A|547	44.4794	KIF1A|547	7.374
KIF1B|23095	756.5989	KIF1B|23095	3875.0512
KIF1C|10749	3020.5549	KIF1C|10749	2867.6772
KIF20A|10112	523.8684	KIF20A|10112	104.0557
KIF20B|9585	203.0776	KIF20B|9585	275.297
KIF21A|55605	855.442	KIF21A|55605	348.2179
KIF21B|23046	55.2623	KIF21B|23046	116.7554
KIF22|3835	1112.8833	KIF22|3835	899.2216
KIF23|9493	336.9651	KIF23|9493	92.1753
KIF24|347240	53.9144	KIF24|347240	80.7046
KIF26A|26153	93.4516	KIF26A|26153	195.002
KIF26B|55083	415.5903	KIF26B|55083	179.8443
KIF27|55582	62.4509	KIF27|55582	145.4322
KIF2A|3796	372.4587	KIF2A|3796	691.1102
KIF2C|11004	257.8906	KIF2C|11004	114.2974
KIF3A|11127	264.1806	KIF3A|11127	405.5715
KIF3B|9371	1696.5068	KIF3B|9371	1678.4105
KIF3C|3797	123.1046	KIF3C|3797	405.1618
KIF4A|24137	417.8367	KIF4A|24137	56.9439
lowly_expressed	lowly_expressed	KIF5A|3798	36.4605
KIF5B|3799	4277.2099	KIF5B|3799	4072.5113
KIF5C|3800	122.6553	KIF5C|3800	162.2286
KIF6|221458	5.8407	KIF6|221458	12.29
KIF7|374654	64.4547	KIF7|374654	331.18800000000005
KIF9|64147	159.38	KIF9|64147	110.8152
KIFAP3|22920	625.4072	KIFAP3|22920	776.7308
KIFC1|3833	383.2416	KIFC1|3833	157.3126
KIFC2|90990	151.7421	KIFC2|90990	225.2642
KIFC3|3801	277.6592	KIFC3|3801	421.1389
KILLIN|100144748	33.2472	KILLIN|100144748	49.5698
KIN|22944	238.5713	KIN|22944	239.6559
lowly_expressed	lowly_expressed	KIRREL3|84623	18.0254
KIRREL|55243	182.4104	KIRREL|55243	814.4203
KITLG|4254	465.4611	KITLG|4254	806.227
KIT|3815	47.6244	KIT|3815	18774.2728
KLB|152831	24.2615	KLB|152831	18.8447
KLC1|3831	1239.3306	KLC1|3831	1461.4093
KLC2|64837	440.301	KLC2|64837	429.7419
KLC3|147700	14.4311	KLC3|147700	213.0274
KLC4|89953	674.4558	KLC4|89953	681.7616
KLF10|7071	673.9301	KLF10|7071	2208.9308
KLF11|8462	376.9516	KLF11|8462	1407.6198
KLF12|11278	232.2813	KLF12|11278	607.9476
KLF13|51621	694.148	KLF13|51621	1603.4412
KLF15|28999	128.0467	KLF15|28999	65.9566
KLF16|83855	495.5633	KLF16|83855	489.1438
KLF2|10365	540.492	KLF2|10365	363.3757
KLF3|51274	1431.4276	KLF3|51274	1803.7034
KLF4|9314	150.5111	KLF4|9314	413.3552
KLF5|688	181.9611	KLF5|688	3081.1143
KLF6|1316	1095.3611	KLF6|1316	2797.6239
KLF7|8609	88.5095	KLF7|8609	86.0303
KLF8|11279	335.1679	KLF8|11279	351.0856
KLF9|687	709.4238	KLF9|687	1024.1704
KLHDC10|23008	329.3272	KLHDC10|23008	1142.1549
KLHDC1|122773	37.7401	KLHDC1|122773	88.4883
KLHDC2|23588	1174.4356	KLHDC2|23588	1048.3408
KLHDC3|116138	2166.4607	KLHDC3|116138	2568.6194
KLHDC4|54758	510.6728	KLHDC4|54758	386.7268
KLHDC5|57542	512.1869	KLHDC5|57542	1242.1139
KLHDC7A|127707	217.0055	KLHDC7A|127707	141.3355
KLHDC7B|113730	91.2052	KLHDC7B|113730	51.6182
KLHDC8A|55220	20.6672	KLHDC8A|55220	16.3867
KLHDC8B|200942	430.866	KLHDC8B|200942	557.5584
KLHDC9|126823	106.9302	KLHDC9|126823	87.2593
KLHL11|55175	12.1307	KLHL11|55175	99.1397
KLHL12|59349	701.7859	KLHL12|59349	1046.7022
KLHL13|90293	67.393	KLHL13|90293	1854.1581
lowly_expressed	lowly_expressed	KLHL14|57565	15.5674
KLHL15|80311	110.0753	KLHL15|80311	328.9635
KLHL17|339451	36.8415	KLHL17|339451	70.8726
KLHL18|23276	531.5062	KLHL18|23276	414.9939
KLHL20|27252	346.4001	KLHL20|27252	387.9558
KLHL21|9903	720.6560000000001	KLHL21|9903	2551.823
KLHL22|84861	543.1877	KLHL22|84861	419.5002
KLHL23|151230	42.233000000000004	KLHL23|151230	180.8316
KLHL24|54800	1252.6115	KLHL24|54800	1643.9984
KLHL25|64410	403.9088	KLHL25|64410	403.9328
KLHL26|55295	237.6727	KLHL26|55295	326.0959
KLHL28|54813	289.3407	KLHL28|54813	470.2991
KLHL29|114818	49.4215	KLHL29|114818	515.7722
KLHL2|11275	1130.8548	KLHL2|11275	498.5662
KLHL30|377007	5.3914	KLHL30|377007	9.4224
KLHL31|401265	228.0265	KLHL31|401265	133.7894
lowly_expressed	lowly_expressed	KLHL32|114792	30.7251
KLHL35|283212	225.542	KLHL35|283212	61.4502
KLHL36|79786	214.7591	KLHL36|79786	300.6964
KLHL3|26249	47.1751	KLHL3|26249	183.94099999999997
KLHL4|56062	13.9279	KLHL4|56062	6.5547
KLHL5|51088	1008.1995	KLHL5|51088	643.5887
KLHL6|89857	155.9025	KLHL6|89857	42.1958
KLHL7|55975	234.0784	KLHL7|55975	868.0868
KLHL8|57563	1030.2145	KLHL8|57563	520.6882
KLHL9|55958	808.7162	KLHL9|55958	1670.2171
lowly_expressed	lowly_expressed	KLK10|5655	284.7194
lowly_expressed	lowly_expressed	KLK11|11012	102.8267
lowly_expressed	lowly_expressed	KLK13|26085	29.0864
lowly_expressed	lowly_expressed	KLK1|3816	9.0127
KLK2|3817	85.8138	lowly_expressed	lowly_expressed
KLK3|354	120.4089	KLK3|354	6.5547
KLK4|9622	78.1759	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLK5|25818	668.1688
lowly_expressed	lowly_expressed	KLK6|5653	271.2003
lowly_expressed	lowly_expressed	KLK7|5650	383.4494
lowly_expressed	lowly_expressed	KLK8|11202	93.5354
lowly_expressed	lowly_expressed	KLKB1|3818	14.3384
KLRA1|10748	13.0293	KLRA1|10748	35.2315
KLRAQ1|129285	501.404	KLRAQ1|129285	497.7468
KLRB1|3820	14.3772	KLRB1|3820	50.7989
lowly_expressed	lowly_expressed	KLRC1|3821	6.5547
KLRD1|3824	8.0872	KLRD1|3824	11.8804
KLRG1|10219	6.29	KLRG1|10219	10.6514
lowly_expressed	lowly_expressed	KLRG2|346689	43.8345
KLRK1|22914	30.5515	KLRK1|22914	27.8574
KL|9365	10.3336	KL|9365	88.0787
KMO|8564	3645.2701	KMO|8564	78.0787
KNTC1|9735	353.1394	KNTC1|9735	326.9152
KPNA1|3836	2883.0731	KPNA1|3836	1305.6125
KPNA2|3838	2400.5391	KPNA2|3838	785.7435
KPNA3|3839	1200.4942	KPNA3|3839	848.8324
KPNA4|3840	2023.5876	KPNA4|3840	1473.1667
KPNA5|3841	42.6822	KPNA5|3841	160.5899
KPNA6|23633	1724.8119	KPNA6|23633	1872.1835
KPNB1|3837	3449.1744	KPNB1|3837	5340.0246
KPTN|11133	213.4112	KPTN|11133	166.7349
KRAS|3845	838.8184	KRAS|3845	685.3748
KRBA1|84626	112.771	KRBA1|84626	476.4441
KRBA2|124751	64.6973	KRBA2|124751	149.5289
KRCC1|51315	553.5213	KRCC1|51315	863.5805
KREMEN1|83999	541.3905	KREMEN1|83999	835.7231
KREMEN2|79412	48.523	KREMEN2|79412	11.061
KRI1|65095	490.9581	KRI1|65095	738.0787
KRIT1|889	349.0958	KRIT1|889	897.1733
KRR1|11103	576.2732	KRR1|11103	967.3945
KRT10|3858	372.4587	KRT10|3858	226.9562
lowly_expressed	lowly_expressed	KRT14|3861	8380.9914
KRT15|3866	1660.1146	KRT15|3866	30763.2118
lowly_expressed	lowly_expressed	KRT16|3868	138.8775
KRT17|3872	32.7979	KRT17|3872	7081.9336
KRT18|3875	25828.3859	KRT18|3875	9750.0696
KRT19|3880	25909.917999999998	KRT19|3880	13258.5006
KRT222|125113	59.7551	KRT222|125113	92.1753
KRT23|25984	14.8265	KRT23|25984	358.4596
KRT24|192666	6.29	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT32|3882	6.5547
lowly_expressed	lowly_expressed	KRT5|3852	12725.1127
lowly_expressed	lowly_expressed	KRT6A|3853	54.8955
lowly_expressed	lowly_expressed	KRT6B|3854	852.5195
lowly_expressed	lowly_expressed	KRT6C|286887	50.7989
lowly_expressed	lowly_expressed	KRT77|374454	12.6997
KRT7|3855	19477.0302	KRT7|3855	8821.3847
KRT80|144501	794.3389999999999	KRT80|144501	312.1671
KRT81|3887	17.5222	KRT81|3887	210.1598
lowly_expressed	lowly_expressed	KRT83|3889	19.2544
KRT86|3892	89.8574	KRT86|3892	31.1348
KRT8|3856	17031.3243	KRT8|3856	7692.7816
lowly_expressed	lowly_expressed	KRTAP5-1|387264	5.3257
KRTCAP2|200185	1383.3539	KRTCAP2|200185	972.9619
KRTCAP3|200634	197.2369	KRTCAP3|200634	665.7108
KSR1|8844	409.7495	KSR1|8844	381.8107
KSR2|283455	70.9873	KSR2|283455	133.9615
KTELC1|56983	182.4104	KTELC1|56983	566.5711
KTI12|112970	217.0055	KTI12|112970	160.1803
KTN1|3895	4776.3675	KTN1|3895	6416.2229
KYNU|8942	9638.9981	KYNU|8942	117.1651
lowly_expressed	lowly_expressed	KY|339855	263.007
L1CAM|3897	6.7393	L1CAM|3897	72.9209
L1TD1|54596	9.435	L1TD1|54596	48.3408
L2HGDH|79944	181.9611	L2HGDH|79944	231.8722
L3MBTL2|83746	1182.4554	L3MBTL2|83746	866.4769
L3MBTL3|84456	347.2987	L3MBTL3|84456	253.9943
L3MBTL4|91133	22.4643	L3MBTL4|91133	318.3122
L3MBTL|26013	17.5222	L3MBTL|26013	167.1446
LACE1|246269	92.1038	LACE1|246269	54.8955
LACTB2|51110	744.9174	LACTB2|51110	158.9512
LACTB|114294	635.7408	LACTB|114294	185.9893
LAD1|3898	565.6519999999999	LAD1|3898	1494.4695
LAG3|3902	8.0872	LAG3|3902	17.2061
LAGE3|8270	380.0966	LAGE3|8270	246.2106
LAIR1|3903	573.7392	LAIR1|3903	130.6841
LAIR2|3904	63.7987	lowly_expressed	lowly_expressed
LALBA|3906	65.1466	LALBA|3906	1733.306
LAMA1|284217	75.4802	LAMA1|284217	1556.739
LAMA2|3908	196.7831	LAMA2|3908	488.73
LAMA3|3909	18.87	LAMA3|3909	4767.3085
LAMA4|3910	1848.815	LAMA4|3910	1657.1077
LAMA5|3911	1457.9355	LAMA5|3911	2824.2524
LAMB1|3912	2845.333	LAMB1|3912	2482.1794
lowly_expressed	lowly_expressed	LAMB2L|22973	59.4019
LAMB2|3913	3243.8504	LAMB2|3913	8647.2757
LAMB3|3914	147.8153	LAMB3|3914	7287.5871
LAMC1|3915	2437.3807	LAMC1|3915	5861.9418
LAMC2|3918	244.8613	LAMC2|3918	6441.2126
lowly_expressed	lowly_expressed	LAMC3|10319	351.905
LAMP1|3916	8580.4785	LAMP1|3916	6290.0451
LAMP2|3920	6111.6478	LAMP2|3920	5390.4138
LAMP3|27074	8.5364	LAMP3|27074	184.3507
LANCL1|10314	1241.8286	LANCL1|10314	2715.6903
LANCL2|55915	790.7447	LANCL2|55915	925.0307
LANCL3|347404	35.0444	LANCL3|347404	6.145
LAP3|51056	1733.3483	LAP3|51056	2099.5494
LAPTM4A|9741	9514.9949	LAPTM4A|9741	6305.6125
LAPTM4B|55353	1321.3524	LAPTM4B|55353	2859.4838
LAPTM5|7805	2608.5589	LAPTM5|7805	836.5424
LARGE|9215	471.3018	LARGE|9215	399.0168
LARP1B|55132	1093.1147	LARP1B|55132	402.2941
LARP1|23367	3813.9953	LARP1|23367	5222.0401
LARP4B|23185	735.9317	LARP4B|23185	1624.744
LARP4|113251	1207.2335	LARP4|113251	1008.1934
LARP6|55323	79.973	LARP6|55323	288.8161
LARP7|51574	1009.5473	LARP7|51574	893.0766
LARS2|23395	776.3675	LARS2|23395	678.8202
LARS|51520	2887.1167	LARS|51520	4632.9373
LAS1L|81887	1100.3033	LAS1L|81887	932.4048
LASP1|3927	7048.4106	LASP1|3927	5062.6792
LASS1|10715	7.6019	LASS1|10715	40.6391
LASS2|29956	7872.4026	LASS2|29956	3446.1286
lowly_expressed	lowly_expressed	LASS3|204219	12.6997
LASS4|79603	7105.9194	LASS4|79603	897.5830000000001
LASS5|91012	1143.4348	LASS5|91012	710.3646
LASS6|253782	3740.0292	LASS6|253782	1215.3626
LAT2|7462	113.2203	LAT2|7462	77.837
LATS1|9113	290.6885	LATS1|9113	755.8378
LATS2|26524	434.4603	LATS2|26524	433.4289
LAT|27040	25.7621	LAT|27040	59.7337
LAX1|54900	16.1743	LAX1|54900	12.29
LAYN|143903	79.0745	LAYN|143903	163.8673
LBH|81606	1355.9474	LBH|81606	1252.3556
LBP|3929	324.8343	LBP|3929	78.2466
LBR|3930	530.6077	LBR|3930	604.6702
LBX2|85474	53.1282	LBX2|85474	9.8034
lowly_expressed	lowly_expressed	LBXCOR1|390598	8.1934
LCA5L|150082	47.6244	LCA5L|150082	44.6538
LCA5|167691	173.4247	LCA5|167691	528.4719
LCAT|3931	22.4868	LCAT|3931	61.6837
LCK|3932	35.9429	LCK|3932	104.8751
LCLAT1|253558	584.0728	LCLAT1|253558	406.8005
LCMT1|51451	622.7114	LCMT1|51451	605.4896
LCMT2|9836	453.3303	LCMT2|9836	344.1213
lowly_expressed	lowly_expressed	LCN10|414332	9.4224
lowly_expressed	lowly_expressed	LCN12|286256	6.5547
LCN2|3934	46.7258	LCN2|3934	253.1749
LCORL|254251	72.8563	LCORL|254251	77.3085
LCOR|84458	121.7073	LCOR|84458	171.2372
LCP1|3936	14523.1944	LCP1|3936	2778.7792
LCP2|3937	156.3518	LCP2|3937	96.6817
LCT|3938	343.2551	LCT|3938	111.8394
LDB1|8861	1176.682	LDB1|8861	1873.4125
LDB2|9079	209.8169	LDB2|9079	607.1282
LDB3|11155	11.2322	LDB3|11155	18.0254
LDHA|3939	14287.7682	LDHA|3939	4696.0262
LDHB|3945	831.1805	LDHB|3945	7725.932
LDHD|197257	132.9889	LDHD|197257	181.8927
LDLRAD1|388633	10.3336	lowly_expressed	lowly_expressed
LDLRAD2|401944	104.0099	LDLRAD2|401944	156.9562
LDLRAD3|143458	1829.945	LDLRAD3|143458	1479.7214
LDLRAP1|26119	1895.9901	LDLRAP1|26119	897.5830000000001
LDLR|3949	1325.8452	LDLR|3949	751.3314
LDOC1L|84247	882.3992	LDOC1L|84247	1535.846
LDOC1|23641	960.5751	LDOC1|23641	1006.9644
lowly_expressed	lowly_expressed	LEAP2|116842	5.7354
LEF1|51176	230.4841	LEF1|51176	160.1803
lowly_expressed	lowly_expressed	LEFTY1|10637	20.4302
LEFTY2|7044	9.435	LEFTY2|7044	6.5547
LEKR1|389170	9.435	LEKR1|389170	13.9287
LEMD2|221496	974.0537	LEMD2|221496	818.1073
LEMD3|23592	566.9999	LEMD3|23592	836.9521
LENG1|79165	206.6719	LENG1|79165	128.2261
LENG8|114823	1314.9006	LENG8|114823	3332.8677
LENG9|94059	424.2884	LENG9|94059	142.3474
LEO1|123169	1158.7105	LEO1|123169	573.9451
LEPRE1|64175	853.1956	LEPRE1|64175	523.9656
LEPREL1|55214	68.2916	LEPREL1|55214	473.9861
LEPREL2|10536	570.5942	LEPREL2|10536	447.7673
LEPROTL1|23484	812.7597	LEPROTL1|23484	723.0643
LEPROT|54741	556.9943	LEPROT|54741	929.6395
LEPR|3953	100.3123	LEPR|3953	506.2474
lowly_expressed	lowly_expressed	LEP|3952	59.8116
LETM1|3954	1436.819	LETM1|3954	990.9873
LETM2|137994	7.6379	LETM2|137994	14.7481
LETMD1|25875	606.9864	LETMD1|25875	1677.5912
LFNG|3955	493.3169	LFNG|3955	670.6268
lowly_expressed	lowly_expressed	LGALS12|85329	18.4351
LGALS1|3956	2888.9138	LGALS1|3956	1625.5633
lowly_expressed	lowly_expressed	LGALS2|3957	50.3892
LGALS3BP|3959	1618.7802	LGALS3BP|3959	7484.6374
LGALS3|3958	2841.7387	LGALS3|3958	2306.0221
lowly_expressed	lowly_expressed	LGALS4|3960	6.5547
lowly_expressed	lowly_expressed	LGALS7B|653499	68.4146
lowly_expressed	lowly_expressed	LGALS7|3963	20.4834
LGALS8|3964	1543.1383	LGALS8|3964	836.1327
LGALS9C|654346	5.3914	LGALS9C|654346	9.0127
LGALS9|3965	573.2899	LGALS9|3965	829.1684
LGI1|9211	11.2322	lowly_expressed	lowly_expressed
LGI2|55203	128.0467	LGI2|55203	8.1934
LGI4|163175	26.0586	LGI4|163175	89.7173
LGMN|5641	3218.241	LGMN|5641	1139.2872
LGR4|55366	241.267	LGR4|55366	2625.5633
LGR5|8549	27.8558	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LGR6|59352	1739.0414
LGTN|1939	879.2542	LGTN|1939	2521.5076
LHFPL1|340596	19.7686	LHFPL1|340596	60.2212
LHFPL2|10184	918.7914	LHFPL2|10184	3335.5182
LHFP|10186	538.2455	LHFP|10186	1140.9259
LHPP|64077	525.2162	LHPP|64077	431.7902
LHX2|9355	11.6815	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LHX4|89884	5.5264
LHX6|26468	21.5658	LHX6|26468	344.5309
LIAS|11019	139.2789	LIAS|11019	402.7038
LIFR|3977	370.6616	LIFR|3977	2333.0602
LIF|3976	48.523	LIF|3976	164.2769
LIG1|3978	1009.5473	LIG1|3978	807.456
LIG3|3980	532.8541	LIG3|3980	819.3363
LIG4|3981	240.8177	LIG4|3981	308.0705
LILRA2|11027	39.5372	LILRA2|11027	6.145
LILRA4|23547	112.3217	LILRA4|23547	5.3257
LILRA5|353514	9.8843	lowly_expressed	lowly_expressed
LILRA6|79168	28.2556	lowly_expressed	lowly_expressed
LILRB1|10859	56.6101	LILRB1|10859	42.1958
LILRB2|10288	62.9001	LILRB2|10288	14.3384
LILRB3|11025	16.673	LILRB3|11025	6.145
LILRB4|11006	371.1109	LILRB4|11006	48.3408
LILRB5|10990	18.4208	LILRB5|10990	6.9644
LIMA1|51474	5634.0559	LIMA1|51474	2649.324
LIMCH1|22998	7856.2282	LIMCH1|22998	1170.422
LIMD1|8994	935.752	LIMD1|8994	945.1086
LIMD2|80774	202.3902	LIMD2|80774	155.8787
LIME1|54923	14.2738	LIME1|54923	36.0098
LIMK1|3984	708.0759	LIMK1|3984	1174.5186
LIMK2|3985	2550.6009	LIMK2|3985	3249.4879
LIMS1|3987	2407.7277	LIMS1|3987	283.9
LIMS2|55679	394.9231	LIMS2|55679	977.4683
LIMS3-LOC440895|100271835	177.4638	LIMS3-LOC440895|100271835	9.705
lowly_expressed	lowly_expressed	LIMS3|96626	6.6817
LIN37|55957	134.6782	LIN37|55957	119.0414
LIN52|91750	76.828	LIN52|91750	131.0938
LIN54|132660	334.2693	LIN54|132660	369.5207
LIN7A|8825	354.9365	LIN7A|8825	62.2696
LIN7B|64130	30.5515	LIN7B|64130	52.0279
LIN7C|55327	658.6544	LIN7C|55327	800.0819
LIN9|286826	61.5523	LIN9|286826	178.2057
LINGO1|84894	66.4944	LINGO1|84894	71.6919
lowly_expressed	lowly_expressed	LINGO3|645191	13.6706
LINGO4|339398	8.0872	LINGO4|339398	6.5547
LINS1|55180	157.6997	LINS1|55180	156.0836
LIPA|3988	1886.5551	LIPA|3988	1622.2859
LIPC|3990	19.3193	LIPC|3990	19.2544
LIPE|3991	101.0895	LIPE|3991	304.6374
LIPG|9388	19.3193	LIPG|9388	115.5264
LIPH|200879	683.3652	LIPH|200879	244.5719
LIPT1|51601	94.494	LIPT1|51601	158.476
LIPT2|387787	31.8994	LIPT2|387787	32.3638
LITAF|9516	2780.1865	LITAF|9516	6517.0012
