gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
NFX1|4799	941.706	NFX1|4799	1438.3852
NFXL1|152518	217.7454	NFXL1|152518	271.3934
NFYA|4800	691.8131	NFYA|4800	1085.913
NFYB|4801	695.6708	NFYB|4801	779.5776
NFYC|4802	957.8826	NFYC|4802	1176.7823
NGDN|25983	455.6365	NGDN|25983	635.7391
NGEF|25791	122.1603	NGEF|25791	46.1369
NGFRAP1|27018	620.2315	NGFRAP1|27018	1411.9243
NGFR|4804	552.0789	NGFR|4804	1581.8845
lowly_expressed	lowly_expressed	NGF|4803	10.5165
NGLY1|55768	502.7861	NGLY1|55768	687.6431
NGRN|51335	1676.3095	NGRN|51335	2791.7529999999997
NHEDC2|133308	260.6087	NHEDC2|133308	134.0005
NHEJ1|79840	269.6099	NHEJ1|79840	229.3275
NHLRC1|378884	73.7248	NHLRC1|378884	96.0054
NHLRC2|374354	188.1697	NHLRC2|374354	270.715
NHLRC3|387921	583.3691	NHLRC3|387921	588.9238
NHLRC4|283948	46.721000000000004	NHLRC4|283948	51.5648
NHP2L1|4809	1843.9777	NHP2L1|4809	2198.9653
NHP2|55651	1243.0347	NHP2|55651	1049.9534
NHSL1|57224	178.3112	NHSL1|57224	483.4196
NHSL2|340527	57.4368	NHSL2|340527	84.132
NHS|4810	213.8877	NHS|4810	414.2142
NICN1|84276	328.4441	NICN1|84276	388.6625
NID1|4811	2899.5757	NID1|4811	1314.3143
NID2|22795	1021.003	NID2|22795	152.6588
NIF3L1|60491	428.6327	NIF3L1|60491	508.1842
NINJ1|4814	2550.7929999999997	NINJ1|4814	1799.3385
NINJ2|4815	142.306	NINJ2|4815	33.5849
NINL|22981	200.6001	lowly_expressed	lowly_expressed
NIN|51199	1266.1809	NIN|51199	1210.4147
NIP7|51388	377.6254	NIP7|51388	495.6323
NIPA1|123606	252.8933	NIPA1|123606	251.0389
NIPA2|81614	749.6785	NIPA2|81614	622.8479
NIPAL1|152519	6.0009	NIPAL1|152519	55.6357
NIPAL2|79815	96.0137	NIPAL2|79815	266.9833
NIPAL3|57185	1128.5898	NIPAL3|57185	1754.8978
NIPAL4|348938	11.5731	lowly_expressed	lowly_expressed
NIPBL|25836	2468.9241	NIPBL|25836	3112.5435
NIPSNAP1|8508	1669.5242	NIPSNAP1|8508	1257.2301
NIPSNAP3A|25934	385.3408	NIPSNAP3A|25934	471.2069
NIPSNAP3B|55335	25.3065	NIPSNAP3B|55335	53.97
NISCH|11188	1836.691	NISCH|11188	3179.7133
NIT1|4817	753.7248	NIT1|4817	666.8374
NIT2|56954	618.0883	NIT2|56954	703.2482
NKAIN1|79570	285.0407	NKAIN1|79570	66.4914
NKAIN2|154215	11.5731	NKAIN2|154215	20.6937
NKAPL|222698	7.7154	NKAPL|222698	31.2102
NKAP|79576	327.904	NKAP|79576	317.1911
NKD1|85407	18.0026	NKD1|85407	9.1595
NKD2|85409	136.3052	NKD2|85409	105.8434
NKG7|4818	118.7312	NKG7|4818	49.5293
NKIRAS1|28512	206.1723	NKIRAS1|28512	181.8336
NKIRAS2|28511	670.8101	NKIRAS2|28511	666.2709
NKPD1|284353	9.4299	NKPD1|284353	55.2964
NKRF|55922	298.757	NKRF|55922	268.6795
NKTR|4820	1178.3112	NKTR|4820	2027.309
NKX2-2|4821	8.144	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NKX2-8|26257	5.7671
NKX3-1|4824	331.7617	NKX3-1|4824	405.0547
NKX3-2|579	25.718000000000004	lowly_expressed	lowly_expressed
NKX6-1|4825	13.2876	lowly_expressed	lowly_expressed
NLE1|54475	412.7733	NLE1|54475	286.6593
lowly_expressed	lowly_expressed	NLGN1|22871	37.3166
NLGN2|57555	864.5521	NLGN2|57555	698.4989
NLGN3|54413	42.4346	NLGN3|54413	92.613
NLGN4X|57502	441.9203	NLGN4X|57502	276.1428
NLK|51701	435.9194	NLK|51701	446.4422
NLN|57486	531.0759	NLN|57486	387.7534
NLRC3|197358	115.3022	NLRC3|197358	91.5953
NLRC4|58484	41.1487	NLRC4|58484	21.033
NLRC5|84166	429.0613	NLRC5|84166	245.2718
NLRP12|91662	18.0026	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP13|126204	18.6583
NLRP1|22861	206.6009	NLRP1|22861	333.8139
NLRP2|55655	392.6275	NLRP2|55655	579.7642
NLRP3|114548	141.0201	NLRP3|114548	104.4865
NLRP5|126206	9.8586	NLRP5|126206	133.322
NLRP6|171389	8.5727	lowly_expressed	lowly_expressed
NLRP7|199713	10.2872	NLRP7|199713	5.7671
lowly_expressed	lowly_expressed	NLRP8|126205	26.1216
NLRX1|79671	478.3541	NLRX1|79671	462.3866
lowly_expressed	lowly_expressed	NMBR|4829	5.0886
NMB|4828	106.3009	NMB|4828	114.6637
NMD3|51068	1282.4689	NMD3|51068	1059.1129
NME1-NME2|654364	57.0424	NME1-NME2|654364	47.2598
NME1|4830	1110.5529	NME1|4830	602.6664
NME2P1|283458	111.0159	NME2P1|283458	72.5977
NME2|4831	8429.9186	NME2|4831	4789.1375
NME3|4832	1180.4544	NME3|4832	405.3939
NME4|4833	2201.4574	NME4|4833	948.8593
NME5|8382	270.8958	NME5|8382	86.1674
NME6|10201	231.4616	NME6|10201	208.9729
NME7|29922	760.8873	NME7|29922	338.6787
NMI|9111	563.6519999999999	NMI|9111	296.4973
NMNAT1|64802	187.7411	NMNAT1|64802	264.9478
NMNAT2|23057	15.4308	NMNAT2|23057	115.3422
NMNAT3|349565	300.0429	NMNAT3|349565	234.4161
NMRAL1|57407	1197.5997	NMRAL1|57407	606.5643
NMT1|4836	2524.6464	NMT1|4836	3297.7695
NMT2|9397	444.9207	NMT2|9397	652.7012
NMUR1|10316	7.2868	NMUR1|10316	33.5849
NNAT|4826	57.0081	NNAT|4826	174.7095
NNMT|4837	2553.7934	NNMT|4837	3549.4869
NNT|23530	1204.8864	NNT|23530	716.4787
NOB1|28987	1011.5731	NOB1|28987	1411.2459
NOC2L|26155	1482.0832	NOC2L|26155	1405.6145
NOC3L|64318	371.1959	NOC3L|64318	422.356
NOC4L|79050	296.1852	NOC4L|79050	219.8287
NOD1|10392	309.9014	NOD1|10392	436.9434
NOD2|64127	196.7424	NOD2|64127	77.3471
lowly_expressed	lowly_expressed	NOG|9241	7.4633
NOL10|79954	656.2366	NOL10|79954	605.8858
NOL11|25926	931.4188	NOL11|25926	832.4994
NOL12|79159	197.5139	NOL12|79159	257.1453
NOL3|8996	349.3356	NOL3|8996	425.4092
NOL4|8715	12.859000000000002	lowly_expressed	lowly_expressed
NOL6|65083	964.4235	NOL6|65083	1035.0267
NOL7|51406	534.9336	NOL7|51406	681.8760000000001
NOL8|55035	832.8333	NOL8|55035	760.9193
NOL9|79707	151.3073	NOL9|79707	232.3806
NOLC1|9221	2062.5804	NOLC1|9221	2268.5099
NOM1|64434	457.7797	NOM1|64434	418.9636
NOMO1|23420	4348.907	NOMO1|23420	3532.5248
NOMO2|283820	754.8221	NOMO2|283820	618.4378
NOMO3|408050	831.9760000000001	NOMO3|408050	660.8430000000001
NONO|4841	8202.7432	NONO|4841	6776.0156
NOP10|55505	507.5011	NOP10|55505	556.6958
NOP14|8602	883.682	NOP14|8602	859.3639
NOP16|51491	175.7394	NOP16|51491	113.646
NOP2|4839	444.0634	NOP2|4839	425.4092
NOP56|10528	1333.0476	NOP56|10528	1342.719
NOP58|51602	1050.15	NOP58|51602	1198.5413
NOS1AP|9722	236.1766	NOS1AP|9722	417.2674
NOS2|4843	6.8581	lowly_expressed	lowly_expressed
NOS3|4846	299.2499	NOS3|4846	140.653
NOSIP|51070	587.2267	NOSIP|51070	565.8553
NOSTRIN|115677	901.8431	NOSTRIN|115677	614.7061
NOTCH1|4851	895.4136	NOTCH1|4851	1003.4772
NOTCH2NL|388677	906.5024	NOTCH2NL|388677	697.2437
NOTCH2|4853	6866.6952	NOTCH2|4853	8502.7563
NOTCH3|4854	4967.4239	NOTCH3|4854	3293.6986
NOTCH4|4855	341.6202	NOTCH4|4855	467.8144
NOTUM|147111	6.8581	lowly_expressed	lowly_expressed
NOVA1|4857	70.7244	NOVA1|4857	327.0291
NOVA2|4858	25.2893	NOVA2|4858	27.4786
NOV|4856	381.0544	NOV|4856	238.1477
NOX4|50507	334.7621	NOX4|50507	52.9217
lowly_expressed	lowly_expressed	NOX5|79400	7.8026
NOXA1|10811	143.1633	NOXA1|10811	96.6839
NPAS1|4861	48.8641	NPAS1|4861	30.1925
NPAS2|4862	292.7561	NPAS2|4862	374.5229
NPAS3|64067	46.721000000000004	NPAS3|64067	93.2915
NPAT|4863	772.8247	NPAT|4863	578.4073
NPC1L1|29881	7.7154	NPC1L1|29881	29.8533
NPC1|4864	1060.0686	NPC1|4864	1518.7618
NPC2|10577	4362.1946	NPC2|10577	3769.9941
NPDC1|56654	1608.6584	NPDC1|56654	1035.0267
NPEPL1|79716	536.2195	NPEPL1|79716	491.5614
NPEPPS|9520	2678.9541	NPEPPS|9520	1960.8176
NPFFR2|10886	12.4303	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPFF|8620	10.8557
NPHP1|4867	208.3155	NPHP1|4867	171.3171
NPHP3|27031	249.8928	NPHP3|27031	576.0326
NPHP4|261734	331.7617	NPHP4|261734	293.1049
NPHS1|4868	5.5722	lowly_expressed	lowly_expressed
NPIPL3|23117	685.9451	NPIPL3|23117	409.034
NPIP|9284	330.3429	NPIP|9284	1097.8034
NPLOC4|55666	1467.2096	NPLOC4|55666	1780.6802
NPL|80896	200.6001	NPL|80896	76.6686
NPM1|4869	15141.8774	NPM1|4869	10206.0894
NPM2|10361	12.859000000000002	NPM2|10361	44.1014
NPM3|10360	430.3472	NPM3|10360	202.1881
NPNT|255743	6876.5538	NPNT|255743	1292.8505
NPR1|4881	216.8881	NPR1|4881	489.5259
NPR2|4882	177.4539	NPR2|4882	331.4392
NPR3|4883	39.8628	NPR3|4883	30.871
NPRL2|10641	356.1937	NPRL2|10641	352.2314
NPRL3|8131	1417.0596	NPRL3|8131	788.3979
NPTN|27020	1465.9237	NPTN|27020	2928.6744
lowly_expressed	lowly_expressed	NPTX1|4884	83.4535
NPTX2|4885	49.2928	NPTX2|4885	5.7671
NPTXR|23467	861.5517	NPTXR|23467	543.1261
NPW|283869	7.2868	lowly_expressed	lowly_expressed
NPY1R|4886	424.3463	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPY2R|4887	3185.1412
lowly_expressed	lowly_expressed	NPY5R|4889	12.5519
NQO1|1728	2030.4329	NQO1|1728	1854.9741
NQO2|4835	195.4565	NQO2|4835	206.25900000000001
lowly_expressed	lowly_expressed	NR0B1|190	7.4633
NR1D1|9572	1264.9979	NR1D1|9572	782.2068
NR1D2|9975	2200.6001	NR1D2|9975	2558.5616
NR1H2|7376	1114.4449	NR1H2|7376	1116.1055
NR1H3|10062	783.1119	NR1H3|10062	420.6598
NR1I3|9970	9.6057	lowly_expressed	lowly_expressed
NR2C1|7181	179.5971	NR2C1|7181	381.9863
NR2C2AP|126382	395.0707	NR2C2AP|126382	402.4697
NR2C2|7182	1160.2357	NR2C2|7182	1674.1345
NR2E3|10002	8.5727	NR2E3|10002	7.4633
NR2F1|7025	257.1796	NR2F1|7025	508.8627
NR2F2|7026	3168.4526	NR2F2|7026	1412.2636
NR2F6|2063	1007.2868	NR2F6|2063	482.7411
NR3C1|2908	957.9939999999999	NR3C1|2908	3542.7021
NR3C2|4306	134.162	NR3C2|4306	725.6382
NR4A1|3164	1617.231	NR4A1|3164	2537.8679
NR4A2|4929	302.6147	NR4A2|4929	536.002
NR4A3|8013	174.8821	NR4A3|8013	100.4156
NR5A2|2494	63.00899999999999	NR5A2|2494	65.4737
NR6A1|2649	24.8607	NR6A1|2649	19.3368
NRAP|4892	5.2079	lowly_expressed	lowly_expressed
NRARP|441478	165.8808	NRARP|441478	74.6332
NRAS|4893	1270.4672	NRAS|4893	922.7377
NRBF2|29982	383.1976	NRBF2|29982	529.8957
NRBP1|29959	1891.9846	NRBP1|29959	1824.1031
NRBP2|340371	515.6451	NRBP2|340371	907.1326
NRCAM|4897	327.4754	NRCAM|4897	86.8459
NRD1|4898	3024.0034	NRD1|4898	2628.4454
NRF1|4899	422.2032	NRF1|4899	481.3841
NRG1|3084	65.1522	NRG1|3084	419.6421
NRG2|9542	8.144	NRG2|9542	165.55
NRGN|4900	120.8744	NRGN|4900	48.1723
NRIP1|8204	3432.0617	NRIP1|8204	2634.2125
NRIP2|83714	48.0069	NRIP2|83714	165.2108
NRIP3|56675	246.0351	NRIP3|56675	805.6993
NRK|203447	116.5881	NRK|203447	106.1827
NRL|4901	15.8937	NRL|4901	35.2133
NRM|11270	339.9057	NRM|11270	217.1147
NRN1|51299	181.3116	NRN1|51299	417.9459
NRP1|8829	2282.4689	NRP1|8829	2069.0357
NRP2|8828	1186.8838	NRP2|8828	1551.3527
NRSN2|80023	1301.7574	NRSN2|80023	726.3167
NRTN|4902	9.0013	NRTN|4902	20.3545
NRXN1|9378	71.153	NRXN1|9378	91.256
NRXN2|9379	104.5864	NRXN2|9379	111.2713
NRXN3|9369	29.147	NRXN3|9369	98.3801
NSA2|10412	2781.3973	NSA2|10412	2111.4409
NSD1|64324	1886.4123	NSD1|64324	2581.2908
NSDHL|50814	448.3498	NSDHL|50814	433.2118
NSFL1C|55968	1358.7655	NSFL1C|55968	1578.4921
NSF|4905	1233.1762	NSF|4905	1195.1488
NSL1|25936	944.7064	NSL1|25936	652.362
NSMAF|8439	626.2323	NSMAF|8439	670.3418
NSMCE1|197370	1977.7111	NSMCE1|197370	1035.0267
NSMCE2|286053	436.348	NSMCE2|286053	309.0493
NSMCE4A|54780	415.7737	NSMCE4A|54780	676.4481
NSUN2|54888	1325.3322	NSUN2|54888	1230.0907
NSUN3|63899	116.1595	NSUN3|63899	126.5372
NSUN4|387338	516.931	NSUN4|387338	625.9011
NSUN5P1|155400	67.72399999999999	NSUN5P1|155400	58.6888
NSUN5P2|260294	165.8123	NSUN5P2|260294	266.393
NSUN5|55695	654.9507	NSUN5|55695	342.9735
NSUN6|221078	182.1689	NSUN6|221078	264.6086
NSUN7|79730	117.0167	NSUN7|79730	212.7046
NT5C2|22978	717.5311	NT5C2|22978	1447.5447
NT5C3L|115024	708.9584	NT5C3L|115024	772.7928
NT5C3|51251	1295.7565	NT5C3|51251	329.0645
NT5C|30833	259.7514	NT5C|30833	385.0394
NT5DC1|221294	1128.5898	NT5DC1|221294	1044.1862
NT5DC2|64943	512.9619	NT5DC2|64943	404.3287
NT5DC3|51559	354.0506	NT5DC3|51559	626.2404
NT5E|4907	256.3223	NT5E|4907	694.428
NT5M|56953	83.5834	NT5M|56953	44.1014
NTAN1|123803	448.3498	NTAN1|123803	516.6653
lowly_expressed	lowly_expressed	NTF3|4908	25.4431
NTF4|4909	24.3592	NTF4|4909	104.7375
NTHL1|4913	345.4779	NTHL1|4913	138.7499
NTM|50863	338.6198	NTM|50863	224.5781
NTN1|9423	160.3086	NTN1|9423	244.9326
NTN4|59277	8795.9709	NTN4|59277	7015.5203
NTN5|126147	9.0013	NTN5|126147	22.7292
NTNG1|22854	7.7154	NTNG1|22854	5.7671
NTNG2|84628	28.7184	NTNG2|84628	7.1241
NTRK1|4914	8.5727	lowly_expressed	lowly_expressed
NTRK2|4915	1827.261	NTRK2|4915	12638.7923
NTRK3|4916	155.5937	NTRK3|4916	259.8592
NTSR1|4923	6.4295	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTS|4922	13.2304
NUAK1|9891	829.8328	NUAK1|9891	552.6249
NUAK2|81788	275.6108	NUAK2|81788	23.4077
NUB1|51667	2660.3729	NUB1|51667	2000.5326
NUBP1|4682	591.0759	NUBP1|4682	367.3989
NUBP2|10101	1219.0313	NUBP2|10101	552.2856
NUBPL|80224	375.9108	NUBPL|80224	355.1862
NUCB1|4924	5815.2593	NUCB1|4924	5200.5767
NUCB2|4925	1409.5028	NUCB2|4925	1971.4935
NUCKS1|64710	13609.5156	NUCKS1|64710	9858.0273
NUDCD1|84955	423.9177	NUDCD1|84955	433.2118
NUDCD2|134492	390.0557	NUDCD2|134492	266.9833
NUDCD3|23386	3342.0489	NUDCD3|23386	2470.698
NUDC|10726	2071.5817	NUDC|10726	2250.5301
NUDT10|170685	42.006	NUDT10|170685	59.0281
NUDT11|55190	45.0064	NUDT11|55190	91.5953
NUDT12|83594	756.9653	NUDT12|83594	398.6091
NUDT13|25961	67.2568	NUDT13|25961	63.9573
NUDT14|256281	309.9014	NUDT14|256281	276.1428
NUDT15|55270	264.2649	NUDT15|55270	371.7819
NUDT16L1|84309	745.3922	NUDT16L1|84309	387.4141
NUDT16P1|152195	41.5774	NUDT16P1|152195	128.5726
NUDT16|131870	854.2649	NUDT16|131870	1078.7889
NUDT17|200035	29.147	NUDT17|200035	47.8331
NUDT18|79873	362.1946	NUDT18|79873	128.2334
NUDT19|390916	265.7523	NUDT19|390916	309.3885
NUDT1|4521	231.4616	NUDT1|4521	112.6283
NUDT21|11051	2024.8607	NUDT21|11051	2630.8201
NUDT22|84304	405.0536	NUDT22|84304	226.7865
NUDT2|318	453.0647	NUDT2|318	385.0394
NUDT3|11165	485.6408	NUDT3|11165	495.293
NUDT4|11163	977.2825	NUDT4|11163	1289.7973
NUDT5|11164	490.7844	NUDT5|11164	516.6144
NUDT6|11162	116.8581	NUDT6|11162	66.7865
NUDT7|283927	78.8684	NUDT7|283927	113.9852
NUDT8|254552	34.2906	NUDT8|254552	55.2964
lowly_expressed	lowly_expressed	NUDT9P1|119369	8.481
NUDT9|53343	557.2225	NUDT9|53343	553.9819
NUF2|83540	99.0141	NUF2|83540	9.4988
NUFIP1|26747	171.0244	NUFIP1|26747	204.2236
NUFIP2|57532	2612.0874	NUFIP2|57532	1879.3995
NUMA1|4926	13888.4226	NUMA1|4926	15204.9936
NUMBL|9253	540.9344	NUMBL|9253	263.9301
NUMB|8650	1420.4886	NUMB|8650	1801.3739
NUP107|57122	830.6901	NUP107|57122	851.8361
NUP133|55746	2723.1033	NUP133|55746	1564.2439
NUP153|9972	1057.4368	NUP153|9972	1726.0623
NUP155|9631	731.2473	NUP155|9631	571.9617
NUP160|23279	1198.4569	lowly_expressed	lowly_expressed
NUP188|23511	1070.2958	NUP188|23511	1250.7845
NUP205|23165	1543.0776	NUP205|23165	1376.9824
NUP210|23225	2229.7471	NUP210|23225	911.8819
NUP214|8021	1648.5212	NUP214|8021	1637.5201
NUP35|129401	299.6142	NUP35|129401	294.1226
NUP37|79023	373.7677	NUP37|79023	263.9301
NUP43|348995	554.6507	NUP43|348995	610.2959999999999
NUP50|10762	1183.8834	NUP50|10762	1153.4221
NUP54|53371	738.5341	NUP54|53371	985.8367
NUP62CL|54830	5.5722	NUP62CL|54830	31.2102
NUP62|23636	1400.5958	NUP62|23636	1161.6962
NUP85|79902	446.2066	NUP85|79902	519.7184
NUP88|4927	525.0021	NUP88|4927	662.0236
NUP93|9688	695.2422	NUP93|9688	764.6510000000001
NUP98|4928	2736.8195	NUP98|4928	3260.4529
NUPL1|9818	780.5401	NUPL1|9818	938.3428
NUPL2|11097	388.7698	NUPL2|11097	310.067
NUPR1|26471	3140.1629	NUPR1|26471	2640.3189
NUS1|116150	996.9996	NUS1|116150	1025.8672
NUSAP1|51203	254.6078	NUSAP1|51203	37.6558
NUTF2|10204	848.6927	NUTF2|10204	1158.1715
NVL|4931	963.9949	NVL|4931	450.8523
NWD1|284434	82.7261	NWD1|284434	29.1748
NXF1|10482	1169.7385	NXF1|10482	1965.567
NXNL2|158046	125.5894	NXNL2|158046	52.5825
NXN|64359	591.5131	NXN|64359	628.9543
lowly_expressed	lowly_expressed	NXPH1|30010	41.7267
NXPH3|11248	71.5817	lowly_expressed	lowly_expressed
NXPH4|11247	57.8654	NXPH4|11247	14.5874
NXT1|29107	294.4706	NXT1|29107	256.4668
NXT2|55916	536.2195	NXT2|55916	402.68
NYNRIN|57523	392.6275	NYNRIN|57523	722.585
OAF|220323	746.6781	OAF|220323	485.7942
OAS1|4938	384.4835	OAS1|4938	266.6441
OAS2|4939	870.5529	OAS2|4939	430.4978
OAS3|4940	1531.9331	OAS3|4940	800.6106
OASL|8638	125.1607	OASL|8638	33.2457
OAT|4942	1826.8324	OAT|4942	3465.3549
OAZ1|4946	7459.9228	OAZ1|4946	7280.1255
OAZ2|4947	1322.7604	OAZ2|4947	2059.8762
OAZ3|51686	90.2443	OAZ3|51686	40.2714
OBFC1|79991	509.6442	OBFC1|79991	963.1075
OBFC2A|64859	231.033	OBFC2A|64859	165.55
OBFC2B|79035	675.0964	OBFC2B|79035	515.6475
lowly_expressed	lowly_expressed	OBP2B|29989	17.9798
OBSCN|84033	1073.7034	OBSCN|84033	1364.2879999999998
OBSL1|23363	781.826	OBSL1|23363	1610.0416
lowly_expressed	lowly_expressed	OCA2|4948	44.4407
OCEL1|79629	256.751	OCEL1|79629	165.2108
OCIAD1|54940	2699.5285	OCIAD1|54940	2470.3587
OCIAD2|132299	540.9344	OCIAD2|132299	611.653
OCLM|10896	7.2868	lowly_expressed	lowly_expressed
OCLN|4950	670.8101	OCLN|4950	659.1468
OCRL|4952	1170.1672	OCRL|4952	1366.8052
ODAM|54959	23.1462	lowly_expressed	lowly_expressed
ODC1|4953	742.8204	ODC1|4953	975.6594
ODF2L|57489	473.2105	ODF2L|57489	428.1231
ODF2|4957	1280.3258	ODF2|4957	1077.0927
ODF3B|440836	277.3253	ODF3B|440836	151.9803
ODF3L1|161753	6.4295	ODF3L1|161753	11.195
ODZ1|10178	18.8598	ODZ1|10178	60.0458
ODZ2|57451	110.5872	ODZ2|57451	1390.2129
ODZ3|55714	1102.8718	ODZ3|55714	296.4973
ODZ4|26011	474.4964	ODZ4|26011	127.2157
OFD1|8481	848.6927	OFD1|8481	1337.6304
lowly_expressed	lowly_expressed	OGDHL|55753	6.1064
OGDH|4967	2342.9061	OGDH|4967	2172.8437
OGFOD1|55239	633.5191	OGFOD1|55239	719.8711
OGFOD2|79676	210.3429	OGFOD2|79676	196.4685
OGFRL1|79627	417.0596	OGFRL1|79627	1189.3817
OGFR|11054	1270.3043	OGFR|11054	701.552
OGG1|4968	242.1217	OGG1|4968	359.5963
OGN|4969	1104.5864	OGN|4969	1593.4187
OGT|8473	3139.3056	OGT|8473	4291.4087
OIP5|11339	34.3892	OIP5|11339	5.5229
OLA1|29789	2442.7775	OLA1|29789	2065.6433
OLFM1|10439	564.0806	OLFM1|10439	571.6224
OLFM2|93145	399.4856	OLFM2|93145	308.3708
OLFM4|10562	670.8101	OLFM4|10562	481.7233
OLFML1|283298	299.6142	OLFML1|283298	387.4141
OLFML2A|169611	690.5272	OLFML2A|169611	1391.9091
OLFML2B|25903	2134.5907	OLFML2B|25903	1055.7205
OLFML3|56944	1680.24	OLFML3|56944	1182.5969
OLR1|4973	545.6494	OLR1|4973	93.97
OMA1|115209	740.2486	OMA1|115209	473.2423
OMD|4958	574.3678	OMD|4958	497.3285
ONECUT2|9480	12.0017	ONECUT2|9480	11.5342
OPA1|4976	1496.7853	OPA1|4976	1757.2725
OPA3|80207	415.7737	OPA3|80207	546.5185
OPCML|4978	16.288	OPCML|4978	12.8912
OPHN1|4983	375.4822	OPHN1|4983	584.5136
OPLAH|26873	360.9087	OPLAH|26873	298.1935
OPN3|23596	1558.7055	OPN3|23596	483.6401
OPRL1|4987	238.3198	OPRL1|4987	86.5067
OPTN|10133	1917.7025	OPTN|10133	2114.1549
OR13J1|392309	7.7154	lowly_expressed	lowly_expressed
OR2A1|346528	5.5722	OR2A1|346528	13.2304
OR2A4|79541	81.8688	OR2A4|79541	110.9321
OR2A7|401427	368.1955	OR2A7|401427	481.3841
OR2A9P|441295	298.3283	OR2A9P|441295	351.8616
lowly_expressed	lowly_expressed	OR2L13|284521	25.4431
OR2W3|343171	14.072000000000001	OR2W3|343171	14.4992
OR51E1|143503	13.2876	OR51E1|143503	6.4456
lowly_expressed	lowly_expressed	OR51E2|81285	5.4279
lowly_expressed	lowly_expressed	OR7A5|26659	20.3545
lowly_expressed	lowly_expressed	OR7C1|26664	13.5697
OR7E91P|79315	18.0026	OR7E91P|79315	6.7848
ORAI1|84876	270.4672	ORAI1|84876	244.5933
ORAI2|80228	1730.3901	ORAI2|80228	643.7825
ORAI3|93129	939.9914	ORAI3|93129	503.0956
ORAOV1|220064	207.8868	ORAOV1|220064	266.6441
ORC1L|4998	39.4342	ORC1L|4998	13.5697
ORC2L|4999	426.9181	ORC2L|4999	528.5387
ORC3L|23595	563.2233	ORC3L|23595	651.3442
ORC4L|5000	624.9464	ORC4L|5000	592.9947
ORC5L|5001	485.2122	ORC5L|5001	333.8139
ORC6L|23594	28.7184	ORC6L|23594	14.9266
ORM1|5004	124.3035	lowly_expressed	lowly_expressed
ORM2|5005	47.5782	lowly_expressed	lowly_expressed
ORMDL1|94101	524.2177	ORMDL1|94101	543.4654
ORMDL2|29095	504.2692	ORMDL2|29095	483.8334
ORMDL3|94103	1837.1196	ORMDL3|94103	2634.2125
OS9|10956	6493.7848	OS9|10956	7649.5632
OSBP2|23762	129.4471	OSBP2|23762	157.4082
OSBPL10|114884	531.0759	OSBPL10|114884	489.1867
OSBPL11|114885	453.4934	OSBPL11|114885	458.9941
OSBPL1A|114876	2234.0334	OSBPL1A|114876	2435.0776
OSBPL2|9885	909.5585	OSBPL2|9885	1233.1439
OSBPL3|26031	932.2760000000001	OSBPL3|26031	322.6189
OSBPL5|114879	1148.7355	OSBPL5|114879	926.1301
OSBPL6|114880	296.6138	OSBPL6|114880	150.9626
OSBPL7|114881	203.6005	OSBPL7|114881	265.6263
OSBPL8|114882	1702.5289	OSBPL8|114882	1456.0258
OSBPL9|114883	1642.0917	OSBPL9|114883	4114.6637
OSBP|5007	2458.6369	OSBP|5007	2614.8758
OSCAR|126014	193.3133	OSCAR|126014	40.0305
OSCP1|127700	473.6391	OSCP1|127700	261.5554
OSGEPL1|64172	254.1792	OSGEPL1|64172	196.0818
OSGEP|55644	368.6241	OSGEP|55644	392.1635
OSGIN1|29948	96.4423	OSGIN1|29948	314.1379
OSGIN2|734	1219.4599	OSGIN2|734	720.8888
OSMR|9180	2772.3961	OSMR|9180	1111.6954
OSM|5008	32.1474	lowly_expressed	lowly_expressed
OSR1|130497	106.3009	OSR1|130497	1365.109
OSR2|116039	314.1877	OSR2|116039	129.9296
OST4|100128731	1852.5161	OST4|100128731	1563.138
OSTCL|202459	5.1436	OSTCL|202459	7.8026
OSTC|58505	1714.5306	OSTC|58505	1018.4039
OSTF1|26578	579.94	OSTF1|26578	688.6608
OSTM1|28962	679.3828	OSTM1|28962	451.5308
OSTalpha|200931	21.4316	OSTalpha|200931	16.2836
OTOA|146183	15.0021	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OTOF|9381	38.6736
OTUB1|55611	1615.9451	OTUB1|55611	1382.7496
OTUB2|78990	77.1539	OTUB2|78990	54.9572
OTUD1|220213	717.1024	OTUD1|220213	359.2571
OTUD3|23252	157.7368	OTUD3|23252	336.8671
OTUD4|54726	1161.1659	OTUD4|54726	1238.2326
OTUD5|55593	1712.8161	OTUD5|55593	1487.5753
OTUD6B|51633	192.0274	OTUD6B|51633	160.4614
OTUD7A|161725	6.8581	OTUD7A|161725	26.1216
OTUD7B|56957	2920.703	OTUD7B|56957	1762.7004
OTX1|5013	20.1457	lowly_expressed	lowly_expressed
OVCA2|124641	355.4736	OVCA2|124641	393.5714
lowly_expressed	lowly_expressed	OVCH2|341277	38.6736
OVGP1|5016	115.7308	OVGP1|5016	45.1192
OVOL1|5017	369.4814	OVOL1|5017	162.1576
