gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
RAB3A|5864	98.2189	RAB3A|5864	68.0526
RAB3B|5865	56.8892	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RAB3C|115827	25.3755
RAB3D|9545	993.3727	RAB3D|9545	1060.5819
RAB3GAP1|22930	2068.4323	RAB3GAP1|22930	1671.0365
RAB3GAP2|25782	5096.6873	RAB3GAP2|25782	1231.5784
RAB3IL1|5866	318.4822	RAB3IL1|5866	783.1812
RAB3IP|117177	792.0725	RAB3IP|117177	350.9321
RAB40B|10966	412.325	RAB40B|10966	591.7113
RAB40C|57799	785.7514	RAB40C|57799	254.332
RAB42|115273	35.495	RAB42|115273	23.357
RAB43|339122	183.3096	RAB43|339122	143.4294
RAB4A|5867	2004.5317	RAB4A|5867	945.7173
RAB4B|53916	183.65	RAB4B|53916	229.9456
RAB5A|5868	1735.8494	RAB5A|5868	1567.8042
RAB5B|5869	3361.8103	RAB5B|5869	5121.8206
RAB5C|5878	3005.8883	RAB5C|5878	2439.5114
RAB6A|5870	5474.9761	RAB6A|5870	3594.9632
RAB6B|51560	1408.1288	RAB6B|51560	338.82099999999997
RAB6C|84084	117.7412	RAB6C|84084	78.4335
RAB7A|7879	9685.748	RAB7A|7879	7453.1976
RAB7L1|8934	1180.0859	RAB7L1|8934	965.4237
RAB8A|4218	1262.76	RAB8A|4218	1400.4843
RAB8B|51762	851.8789999999999	RAB8B|51762	1158.3354
RAB9A|9367	329.1793	RAB9A|9367	786.0648
RAB9B|51209	10.2109	RAB9B|51209	8.3653
RABAC1|10567	1026.9227	RABAC1|10567	723.4910000000001
RABEP1|9135	1884.724	RABEP1|9135	1872.7547
RABEP2|79874	122.0443	RABEP2|79874	119.09200000000001
RABEPK|10244	276.6662	RABEPK|10244	404.5667
RABGAP1L|9910	412.325	RABGAP1L|9910	405.8153
RABGAP1|23637	955.9328	RABGAP1|23637	2019.9501
RABGEF1|27342	1072.8036	RABGEF1|27342	911.5007
RABGGTA|5875	349.601	RABGGTA|5875	397.9345
RABGGTB|5876	3029.7137	RABGGTB|5876	901.6965
RABIF|5877	380.7199	RABIF|5877	342.5697
RABL2A|11159	257.7031	RABL2A|11159	424.1751
RABL2B|11158	345.0645	RABL2B|11158	328.4401
RABL3|285282	1389.1658	RABL3|285282	787.7949
RABL5|64792	509.5715	RABL5|64792	488.7674
RAC1|5879	8546.9919	RAC1|5879	9132.3082
RAC2|5880	227.0705	RAC2|5880	1004.0637
RAC3|5881	322.8583	RAC3|5881	74.3964
RACGAP1P|83956	5.8348	lowly_expressed	lowly_expressed
RACGAP1|29127	1559.3471	RACGAP1|29127	340.5512
RAD17|5884	642.3129	RAD17|5884	805.0964
RAD18|56852	457.5446	RAD18|56852	288.935
RAD1|5810	995.3176	RAD1|5810	557.3966
RAD21|5885	13757.4381	RAD21|5885	4932.6518
RAD23A|5886	1757.7299	RAD23A|5886	1668.7296
RAD23B|5887	6578.7234	RAD23B|5887	3664.4576
RAD50|10111	1648.3276	RAD50|10111	1238.7874
RAD51AP1|10635	300.9778	RAD51AP1|10635	65.7457
RAD51C|5889	349.601	RAD51C|5889	330.74699999999996
RAD51L1|5890	125.9342	RAD51L1|5890	460.2199
RAD51L3|5892	191.0893	RAD51L3|5892	184.261
RAD51|5888	125.9342	lowly_expressed	lowly_expressed
RAD52|5893	212.08	RAD52|5893	176.4753
RAD54B|25788	388.1155	RAD54B|25788	83.4596
RAD54L2|23132	130.7965	RAD54L2|23132	170.4198
RAD54L|8438	443.9301	RAD54L|8438	29.9893
RAD9A|5883	338.8067	RAD9A|5883	199.6507
RAD9B|144715	14.1007	RAD9B|144715	32.2961
RADIL|55698	25.2841	RADIL|55698	100.0603
RAE1|8480	956.9052	RAE1|8480	673.0283
RAET1E|135250	38.4124	RAET1E|135250	13.5528
RAET1G|353091	12.642000000000001	RAET1G|353091	17.8782
RAET1K|646024	9.7246	lowly_expressed	lowly_expressed
RAET1L|154064	39.3848	lowly_expressed	lowly_expressed
RAF1|5894	2990.3288	RAF1|5894	2199.0206
RAG1AP1|55974	2045.5794	RAG1AP1|55974	584.214
RAG1|5896	38.4124	RAG1|5896	62.5738
RAGE|5891	148.7871	RAGE|5891	138.7004
RAI14|26064	2777.8453	RAI14|26064	1120.5605
RAI1|10743	1286.0845	RAI1|10743	519.9101
RAI2|10742	663.7071	RAI2|10742	1297.0357
RALA|5898	2809.4504	RALA|5898	1940.9399
RALBP1|10928	1600.1906	RALBP1|10928	2103.8623
RALB|5899	1723.2074	RALB|5899	2006.1089
RALGAPA1|253959	769.2195	RALGAPA1|253959	541.2486
RALGAPA2|57186	432.7468	RALGAPA2|57186	486.7489
RALGAPB|57148	2352.3920000000003	RALGAPB|57148	2113.6665
RALGDS|5900	1430.0093	RALGDS|5900	2330.512
RALGPS1|9649	207.6212	RALGPS1|9649	272.78700000000003
RALGPS2|55103	935.5110000000001	RALGPS2|55103	346.8951
RALY|22913	2013.4881	RALY|22913	1674.7852
RAMP1|10267	41.3297	RAMP1|10267	37.1982
RAMP2|10266	221.2357	RAMP2|10266	2188.928
RAMP3|10268	33.0638	RAMP3|10268	888.432
RANBP10|57610	741.0181	RANBP10|57610	751.7502
RANBP17|64901	101.6226	RANBP17|64901	63.4388
RANBP1|5902	1483.0086	RANBP1|5902	673.605
RANBP2|5903	3545.6062	RANBP2|5903	3654.6534
RANBP3L|202151	42.7884	RANBP3L|202151	17.8782
RANBP3|8498	705.0369	RANBP3|8498	805.9615
RANBP6|26953	1183.9757	RANBP6|26953	1127.7694
RANBP9|10048	1944.9293	RANBP9|10048	1181.1157
RANGAP1|5905	1230.1678	RANGAP1|5905	959.0798
RANGRF|29098	287.2369	RANGRF|29098	396.9858
RAN|5901	4676.5826	RAN|5901	3330.827
RAP1A|5906	1484.9535	RAP1A|5906	1980.7333
RAP1B|5908	1486.4122	RAP1B|5908	3074.7648
RAP1GAP2|23108	274.7213	RAP1GAP2|23108	756.0755
RAP1GAP|5909	455.5997	RAP1GAP|5909	158.5971
RAP1GDS1|5910	1282.1947	RAP1GDS1|5910	1215.142
RAP2A|5911	3448.3597	RAP2A|5911	1619.7087
RAP2B|5912	1164.0402	RAP2B|5912	1346.9217
RAP2C|57826	1129.5177	RAP2C|57826	878.0511
RAPGEF1|2889	985.1067	RAPGEF1|2889	2032.6378
RAPGEF2|9693	712.8166	RAPGEF2|9693	1049.3359
RAPGEF3|10411	83.3986	RAPGEF3|10411	543.4257
RAPGEF4|11069	217.8321	RAPGEF4|11069	324.1148
RAPGEF5|9771	493.0396	RAPGEF5|9771	950.429
RAPGEF6|51735	464.8381	RAPGEF6|51735	242.5094
RAPGEFL1|51195	232.4191	RAPGEFL1|51195	170.1314
RAPH1|65059	2441.3725	RAPH1|65059	1523.6854
RARA|5914	2164.2201	RARA|5914	889.5854
RARB|5915	63.2102	RARB|5915	491.9393
RARG|5916	466.783	RARG|5916	1360.1862
RARRES1|5918	411.3526	RARRES1|5918	2442.395
RARRES2|5919	794.9899	RARRES2|5919	783.1812
RARRES3|5920	1444.5963	RARRES3|5920	1096.9151
RARS2|57038	1417.8535	RARS2|57038	758.9591
RARS|5917	2347.5297	RARS|5917	1688.0496
RASA1|5921	1581.8645	RASA1|5921	1423.8413
RASA2|5922	218.3183	RASA2|5922	132.6448
RASA3|22821	780.8891	RASA3|22821	672.74
RASA4P|401331	36.8029	RASA4P|401331	72.2193
RASA4|10156	128.1417	RASA4|10156	539.8991
RASAL1|8437	41.816	RASAL1|8437	56.8066
RASAL2|9462	1076.0321	RASAL2|9462	1098.3569
RASAL3|64926	52.0269	RASAL3|64926	168.6896
RASD1|51655	249.9234	RASD1|51655	494.8229
RASD2|23551	324.317	RASD2|23551	357.8527
RASEF|158158	309.2438	RASEF|158158	95.4466
RASGEF1A|221002	215.8872	RASGEF1A|221002	461.95
RASGEF1B|153020	86.0631	RASGEF1B|153020	844.8899
lowly_expressed	lowly_expressed	RASGEF1C|255426	35.7564
RASGRF1|5923	9.2384	RASGRF1|5923	37.4866
RASGRF2|5924	71.4762	RASGRF2|5924	188.298
RASGRP1|10125	28.6877	RASGRP1|10125	153.4066
RASGRP2|10235	7.7797	RASGRP2|10235	105.5391
RASGRP3|25780	174.5574	RASGRP3|25780	591.1346
RASGRP4|115727	19.4493	RASGRP4|115727	106.6926
RASIP1|54922	350.5735	RASIP1|54922	664.9543
RASL10A|10633	7.7797	RASL10A|10633	86.5075
RASL10B|91608	102.1088	RASL10B|91608	35.4681
RASL11A|387496	142.4661	RASL11A|387496	413.5058
RASL11B|65997	62.2377	RASL11B|65997	78.4335
RASL12|51285	107.9436	RASL12|51285	369.0987
lowly_expressed	lowly_expressed	RASSF10|644943	30.8543
RASSF1|11186	343.7663	RASSF1|11186	600.362
RASSF2|9770	396.2794	RASSF2|9770	1175.9253
RASSF3|283349	151.2183	RASSF3|283349	292.9721
RASSF4|83937	331.6105	RASSF4|83937	874.0141
RASSF5|83593	533.3969	RASSF5|83593	816.3424
RASSF6|166824	20.4218	RASSF6|166824	236.4538
RASSF7|8045	251.3821	RASSF7|8045	96.6
RASSF8|11228	491.0947	RASSF8|11228	833.0672
RASSF9|9182	5.3486	RASSF9|9182	158.8854
RAVER1|125950	1249.1309	RAVER1|125950	882.6648
RAVER2|55225	887.8602	RAVER2|55225	734.1603
RB1CC1|9821	1747.519	RB1CC1|9821	2080.7937
RB1|5925	638.4231	lowly_expressed	lowly_expressed
RBAK|57786	1411.4012	RBAK|57786	710.8033
RBBP4|5928	11091.5284	RBBP4|5928	4940.5412
RBBP5|5929	1866.6459	RBBP5|5929	519.3333
RBBP6|5930	2367.9515	RBBP6|5930	1964.8736
RBBP7|5931	2823.5511	RBBP7|5931	2798.8059
RBBP8|5932	1267.6077	RBBP8|5932	1332.2155
RBBP9|10741	750.2565	RBBP9|10741	867.9586
RBCK1|10616	1254.9656	RBCK1|10616	1165.256
RBKS|64080	91.8979	RBKS|64080	74.3964
RBL1|5933	569.8643	RBL1|5933	121.9756
RBL2|5934	1511.0253	RBL2|5934	2590.5333
RBM10|8241	890.7776	RBM10|8241	641.5973
RBM11|54033	139.5487	RBM11|54033	79.0102
RBM12B|389677	860.6312	RBM12B|389677	405.1434
RBM12|10137	2752.3473	RBM12|10137	2232.0319
RBM14|10432	1511.9492	RBM14|10432	1058.3154
RBM15B|29890	1281.018	RBM15B|29890	2073.3713
RBM15|64783	316.6005	RBM15|64783	136.6905
RBM16|22828	1797.8051	RBM16|22828	1679.2807
RBM17|84991	1562.7507	RBM17|84991	1576.1666
RBM18|92400	639.3955	RBM18|92400	928.8022
RBM19|9904	207.135	RBM19|9904	398.2228
lowly_expressed	lowly_expressed	RBM20|282996	27.6824
RBM22|55696	1354.1570000000002	RBM22|55696	1870.0037
RBM23|55147	1170.8475	RBM23|55147	1656.6186
RBM24|221662	65.1551	RBM24|221662	16.7248
RBM25|58517	1832.1234	RBM25|58517	1776.2873
RBM26|64062	2078.157	RBM26|64062	884.1066
RBM27|54439	1378.4687	RBM27|54439	1075.2882
RBM28|55131	335.5003	RBM28|55131	274.5171
RBM33|155435	912.1719	RBM33|155435	1063.4655
RBM34|23029	962.74	RBM34|23029	819.8027
RBM38|55544	782.3478	RBM38|55544	521.3519
RBM39|9584	4234.1111	RBM39|9584	5012.2444
RBM3|5935	4892.4697	RBM3|5935	5505.6255
RBM41|55285	148.3009	RBM41|55285	156.8669
RBM42|79171	629.6709	RBM42|79171	506.9339
RBM43|375287	186.227	RBM43|375287	352.0855
RBM44|375316	10.6971	RBM44|375316	6.9206
RBM45|129831	247.9785	RBM45|129831	182.5308
RBM46|166863	19.9355	lowly_expressed	lowly_expressed
RBM47|54502	2756.9373	RBM47|54502	1906.6252
RBM4B|83759	620.4325	RBM4B|83759	443.2067
RBM4|5936	2579.6959	RBM4|5936	1956.4709
RBM5|10181	1050.4612	RBM5|10181	1857.068
RBM6|10180	624.0014	RBM6|10180	1151.4494
RBM7|10179	767.7609	RBM7|10179	1067.7909
RBM8A|9939	2682.923	RBM8A|9939	1607.4045
RBM9|23543	1789.335	RBM9|23543	3595.2516
RBMS1|5937	2126.7802	RBMS1|5937	2964.9003
RBMS2|5939	694.2085	RBMS2|5939	2300.6236
RBMS3|27303	30.6326	RBMS3|27303	108.1344
RBMX2|51634	409.4076	RBMX2|51634	469.7357
RBMXL1|494115	464.7214	RBMXL1|494115	1125.6961
RBMX|27316	5108.3569	RBMX|27316	5095.58
RBP1|5947	387.0409	RBP1|5947	345.4533
lowly_expressed	lowly_expressed	RBP4|5950	411.199
RBP5|83758	45.2196	RBP5|83758	295.2789
RBP7|116362	98.2189	RBP7|116362	671.2982
RBPJ|3516	863.5486	RBPJ|3516	1006.9473
RBPMS2|348093	68.5588	RBPMS2|348093	79.8753
RBPMS|11030	681.6977	RBPMS|11030	2177.3937
RBX1|9978	923.5594	RBX1|9978	1060.4608
RC3H1|149041	1820.4538	RC3H1|149041	1267.9116
RC3H2|54542	436.6366	RC3H2|54542	320.9428
RCAN1|1827	1101.3162	RCAN1|1827	9513.2295
RCAN2|10231	181.3647	RCAN2|10231	671.8749
RCAN3|11123	193.5205	RCAN3|11123	78.4335
RCBTB1|55213	655.9274	RCBTB1|55213	752.3269
RCBTB2|1102	159.4842	RCBTB2|1102	797.8875
RCC1|1104	828.1947	RCC1|1104	286.1697
RCC2|55920	4911.919	RCC2|55920	3359.0861
RCCD1|91433	117.182	RCCD1|91433	202.7159
RCE1|9986	466.2968	RCE1|9986	350.06699999999995
RCHY1|25898	693.8535	RCHY1|25898	743.9645
RCL1|10171	591.7447	RCL1|10171	495.1112
RCN1|5954	3715.7875	RCN1|5954	4075.0799
RCN2|5955	1388.1933	RCN2|5955	1273.6787
RCN3|57333	702.1195	RCN3|57333	307.6783
RCOR1|23186	1395.4868	RCOR1|23186	1108.4494
RCOR2|283248	74.3935	RCOR2|283248	17.0131
RCOR3|55758	1214.1221	RCOR3|55758	1204.1844
RCSD1|92241	106.9711	RCSD1|92241	1171.5999
RDBP|7936	1077.6999	RDBP|7936	844.515
RDH10|157506	307.2988	RDH10|157506	402.2599
RDH11|51109	2006.6808	RDH11|51109	1662.3857
RDH13|112724	216.5436	RDH13|112724	89.1027
RDH14|57665	461.4345	RDH14|57665	565.4707
RDH16|8608	28.6877	RDH16|8608	5.4788
RDH5|5959	9.2336	RDH5|5959	75.1808
RDM1|201299	21.3942	lowly_expressed	lowly_expressed
RDX|5962	1644.924	RDX|5962	1645.3726
REC8|9985	77.7972	REC8|9985	48.1558
RECK|8434	603.9006	RECK|8434	1224.6578
RECQL4|9401	260.1343	RECQL4|9401	32.5845
RECQL5|9400	366.1329	RECQL5|9400	335.0724
RECQL|5965	1297.9875	RECQL|5965	1117.4808
REEP1|65055	91.4117	REEP1|65055	308.2551
REEP2|51308	117.6682	REEP2|51308	70.6478
REEP3|221035	802.7696	REEP3|221035	389.2837
REEP4|80346	460.462	REEP4|80346	243.3744
REEP5|7905	2732.7278	REEP5|7905	5184.602
REEP6|92840	132.2552	REEP6|92840	195.7953
RELA|5970	2539.5915	RELA|5970	2156.9203
RELB|5971	258.6756	RELB|5971	434.8444
RELL1|768211	605.3593	RELL1|768211	1014.4965
RELL2|285613	19.5271	RELL2|285613	11.7448
RELN|5649	7.7797	RELN|5649	547.8808
RELT|84957	166.7777	RELT|84957	79.0102
REL|5966	85.0907	REL|5966	70.6478
REM1|28954	6.8073	REM1|28954	38.64
REM2|161253	40.8435	REM2|161253	5.4788
RENBP|5973	26.7428	RENBP|5973	107.5577
REP15|387849	25.2841	REP15|387849	25.6639
REPIN1|29803	1090.6191	REPIN1|29803	1523.1087
REPS1|85021	2471.5189	REPS1|85021	1174.4835
REPS2|9185	443.9301	REPS2|9185	590.8462
RER1|11079	3003.5933	RER1|11079	2153.9415
RERE|473	2754.0199	RERE|473	3690.9866
lowly_expressed	lowly_expressed	RERGL|79785	232.1285
RERG|85004	842.6406	RERG|85004	803.3663
REST|5978	588.3411	REST|5978	181.9541
RETSAT|54884	1101.3162	RETSAT|54884	1201.8775
RET|5979	338.4177	RET|5979	76.1266
REV1|51455	966.6299	REV1|51455	1176.7903
REV3L|5980	1206.3424	REV3L|5980	1133.2482
REXO1|57455	358.8395	REXO1|57455	303.6413
REXO2|25996	787.6964	REXO2|25996	961.0983
REXO4|57109	266.4553	REXO4|57109	365.0616
RFC1|5981	2732.1395	RFC1|5981	1819.5410000000002
RFC2|5982	930.1625	RFC2|5982	450.1273
RFC3|5983	326.2619	RFC3|5983	376.596
RFC4|5984	964.1987	RFC4|5984	292.3953
RFC5|5985	323.8307	RFC5|5985	363.6198
RFESD|317671	36.9537	RFESD|317671	44.4072
RFFL|117584	901.8491	RFFL|117584	724.7108
RFK|55312	559.6534	RFK|55312	962.2517
RFNG|5986	556.736	RFNG|5986	385.8234
lowly_expressed	lowly_expressed	RFPL1S|10740	20.733
RFPL3S|10737	9.2384	lowly_expressed	lowly_expressed
RFT1|91869	391.417	RFT1|91869	608.4361
RFTN1|23180	352.0322	RFTN1|23180	1052.2195
RFTN2|130132	50.5682	RFTN2|130132	147.6395
RFWD2|64326	2338.2913	RFWD2|64326	1348.6519
RFWD3|55159	1170.8475	RFWD3|55159	741.0809
RFX1|5989	209.5661	RFX1|5989	228.0914
RFX2|5990	206.1625	RFX2|5990	215.1153
RFX3|5991	210.0524	RFX3|5991	54.2114
RFX5|5993	673.918	RFX5|5993	933.1275
RFX7|64864	451.7098	RFX7|64864	763.8612
RFX8|731220	19.4493	RFX8|731220	9.2275
RFXANK|8625	462.6501	RFXANK|8625	378.4963
RFXAP|5994	48.6232	RFXAP|5994	116.2084
RG9MTD1|54931	977.8132	RG9MTD1|54931	941.7783
RG9MTD2|93587	241.1712	RG9MTD2|93587	127.4544
RG9MTD3|158234	205.19	RG9MTD3|158234	204.7344
RGAG1|57529	8.7522	RGAG1|57529	5.7672
RGAG4|340526	194.0067	RGAG4|340526	399.95300000000003
RGL1|23179	555.7636	RGL1|23179	1991.9793
RGL2|5863	890.2914	RGL2|5863	990.7992
RGL3|57139	281.5285	RGL3|57139	69.206
RGL4|266747	6.3307	RGL4|266747	12.9732
RGMA|56963	203.7313	RGMA|56963	1089.4178
RGMB|285704	933.0798	RGMB|285704	1100.8281
RGNEF|64283	97.7327	RGNEF|64283	822.1096
RGN|9104	15.5594	RGN|9104	102.9439
RGP1|9827	188.6581	RGP1|9827	105.8275
RGPD1|400966	262.3272	RGPD1|400966	305.2677
RGPD3|653489	328.2068	RGPD3|653489	329.8819
RGPD4|285190	145.8697	RGPD4|285190	189.7398
RGPD5|84220	126.1578	RGPD5|84220	204.6364
RGPD6|729540	726.8493	RGPD6|729540	906.3852
RGS10|6001	368.5641	RGS10|6001	816.6308
RGS11|8786	128.7106	RGS11|8786	17.6735
RGS12|6002	509.5715	RGS12|6002	394.1858
lowly_expressed	lowly_expressed	RGS13|6003	60.2669
RGS14|10636	393.36199999999997	RGS14|10636	201.2741
RGS16|6004	935.5110000000001	RGS16|6004	1023.0953
RGS17|26575	11.1833	lowly_expressed	lowly_expressed
RGS18|64407	16.0457	RGS18|64407	162.0574
RGS19|10287	280.0698	RGS19|10287	248.2765
RGS1|5996	442.9577	RGS1|5996	634.965
RGS20|8601	8.2659	lowly_expressed	lowly_expressed
RGS22|26166	9.2384	RGS22|26166	28.2591
RGS2|5997	554.3049	RGS2|5997	11092.5681
RGS3|5998	613.6252	RGS3|5998	926.4953
RGS4|5999	968.0886	RGS4|5999	331.9004
RGS5|8490	1124.1692	RGS5|8490	4257.6107
RGS6|9628	12.642000000000001	RGS6|9628	93.1397
lowly_expressed	lowly_expressed	RGS7BP|401190	24.5105
RGS9|8787	8.2659	RGS9|8787	36.9099
RHBDD1|84236	380.2337	RHBDD1|84236	345.7416
RHBDD2|57414	731.2934	RHBDD2|57414	1265.6047
RHBDD3|25807	287.8495	RHBDD3|25807	106.4042
RHBDF1|64285	670.0282	RHBDF1|64285	607.2826
RHBDF2|79651	953.9878	RHBDF2|79651	421.0032
RHBDL1|9028	31.6051	RHBDL1|9028	6.0555
RHBDL2|54933	144.411	RHBDL2|54933	68.0526
RHBDL3|162494	10.6971	RHBDL3|162494	45.2723
RHCE|6006	43.2747	RHCE|6006	8.6507
RHD|6007	7.2935	RHD|6007	6.9206
RHEBL1|121268	34.0363	RHEBL1|121268	17.3015
RHEB|6009	1186.8931	RHEB|6009	1168.1396
RHOA|387	9175.6903	RHOA|387	13191.24
RHOBTB1|9886	425.4533	RHOBTB1|9886	549.3226
RHOBTB2|23221	237.0237	RHOBTB2|23221	550.7529
RHOBTB3|22836	1563.2369	RHOBTB3|22836	1025.6906
RHOB|388	8967.0967	RHOB|388	8731.2017
RHOC|389	3507.68	RHOC|389	3518.5483
RHOD|29984	244.5749	RHOD|29984	177.05200000000002
RHOF|54509	18.5011	RHOF|54509	100.7149
RHOG|391	948.153	RHOG|391	1395.6543
RHOH|399	600.0107	RHOH|399	175.8986
RHOJ|57381	101.1363	RHOJ|57381	960.2332
RHOQ|23433	1452.974	RHOQ|23433	2234.5233
RHOT1|55288	1169.3888	RHOT1|55288	1126.9043
RHOT2|89941	783.3203	RHOT2|89941	339.9745
RHOU|58480	538.2592	RHOU|58480	2206.2295
RHOV|171177	121.5581	RHOV|171177	363.3315
RHO|6010	7.7797	lowly_expressed	lowly_expressed
RHPN1|114822	187.6857	RHPN1|114822	69.7827
RHPN2|85415	1089.1604	RHPN2|85415	541.5369
RIBC1|158787	17.9906	RIBC1|158787	19.0316
RIBC2|26150	67.1001	RIBC2|26150	10.0925
RIC3|79608	13.1283	RIC3|79608	239.6258
RIC8A|60626	2150.484	RIC8A|60626	1268.817
RIC8B|55188	313.6199	RIC8B|55188	496.55300000000005
RICH2|9912	393.8482	RICH2|9912	199.544
RICTOR|253260	926.7588	RICTOR|253260	1094.6082
RIF1|55183	2310.0898	RIF1|55183	824.1281
RILPL1|353116	126.7948	RILPL1|353116	243.8646
RILPL2|196383	130.3103	RILPL2|196383	440.6115
RILP|83547	36.4674	RILP|83547	97.4651
RIMBP2|23504	7.2935	RIMBP2|23504	23.0687
RIMBP3|85376	11.1833	RIMBP3|85376	19.8967
RIMKLA|284716	289.7945	RIMKLA|284716	85.3541
RIMKLB|57494	327.7887	RIMKLB|57494	524.1691
RIMS1|22999	42.7884	RIMS1|22999	8.6507
RIMS2|9699	304.3814	lowly_expressed	lowly_expressed
RIMS3|9783	467.2693	RIMS3|9783	425.0402
RIMS4|140730	1535.5217	RIMS4|140730	64.0155
RIN1|9610	55.4305	RIN1|9610	103.5206
RIN2|54453	2528.8944	RIN2|54453	2727.2929999999997
RIN3|79890	338.4177	RIN3|79890	617.0868
RING1|6015	409.4076	RING1|6015	530.5793
RINL|126432	110.861	RINL|126432	166.9595
RINT1|60561	467.775	RINT1|60561	476.9937
RIOK1|83732	425.4533	RIOK1|83732	676.7769999999999
RIOK2|55781	693.8535	RIOK2|55781	811.7287
RIOK3|8780	2569.2516	RIOK3|8780	1538.68
RIPK1|8737	688.0187	RIPK1|8737	1113.6399
RIPK2|8767	757.55	RIPK2|8767	499.725
RIPK3|11035	78.7696	RIPK3|11035	210.5016
RIPK4|54101	614.1114	RIPK4|54101	549.8993
RIT1|6016	1360.9643	RIT1|6016	826.435
RLF|6018	1854.0039	RLF|6018	916.4028
RLIM|51132	2347.5297	RLIM|51132	1629.8013
lowly_expressed	lowly_expressed	RLN2|6019	26.2406
RLTPR|146206	59.3203	RLTPR|146206	8.074
RMI1|80010	833.4022	RMI1|80010	258.3691
RMND1|55005	1027.4089	RMND1|55005	473.4844
RMND5A|64795	2525.0045	RMND5A|64795	2126.3543
RMND5B|64777	685.1014	RMND5B|64777	461.95
RMRP|6023	16.5319	RMRP|6023	18.7433
RNASE1|6035	1836.9857	RNASE1|6035	12011.5661
RNASE2|6036	21.8805	RNASE2|6036	22.7803
RNASE4|6038	1180.7909	RNASE4|6038	2630.817
RNASE6|6039	98.7052	RNASE6|6039	950.429
lowly_expressed	lowly_expressed	RNASE7|84659	64.0155
RNASEH1|246243	243.6024	RNASEH1|246243	118.8036
RNASEH2A|10535	604.3868	RNASEH2A|10535	209.3481
RNASEH2B|79621	143.9248	RNASEH2B|79621	463.6802
RNASEH2C|84153	301.1723	RNASEH2C|84153	381.3625
RNASEK|440400	1025.0118	RNASEK|440400	2593.4573
RNASEL|6041	426.912	RNASEL|6041	562.5871
RNASEN|29102	1350.2672	RNASEN|29102	1333.3689
RNASET2|8635	1214.1221	RNASET2|8635	943.7968
RND1|27289	229.0154	RND1|27289	52.4812
RND2|8153	113.7784	RND2|8153	104.3857
RND3|390	966.6299	RND3|390	5863.4782
RNF103|7844	1465.4799	RNF103|7844	1617.6441
RNF10|9921	2373.3	RNF10|9921	3369.467
RNF111|54778	601.4694	RNF111|54778	1011.8494
RNF112|7732	11.6696	RNF112|7732	22.4919
RNF113A|7737	155.1081	RNF113A|7737	232.1285
RNF114|55905	1845.2517	RNF114|55905	2059.4552
RNF115|27246	666.1383	RNF115|27246	537.4999
RNF11|26994	4971.2394	RNF11|26994	2925.6836
RNF121|55298	563.057	RNF121|55298	407.7387
RNF122|79845	183.7958	RNF122|79845	232.7052
RNF123|63891	394.3344	RNF123|63891	498.2832
RNF125|54941	133.7139	RNF125|54941	597.4785
RNF126|55658	296.6017	RNF126|55658	268.1732
RNF128|79589	203.2451	RNF128|79589	235.8771
RNF130|55819	1350.7534	RNF130|55819	3399.1679
lowly_expressed	lowly_expressed	RNF133|168433	9.2275
RNF135|84282	517.8374	RNF135|84282	834.2206
RNF138P1|379013	17.5044	RNF138P1|379013	29.9893
RNF138|51444	865.9798	RNF138|51444	876.321
RNF139|11236	1904.5720000000001	RNF139|11236	1481.2967
RNF13|11342	1620.1261	RNF13|11342	2298.7926
RNF141|50862	1284.6258	RNF141|50862	1458.8048
RNF144A|9781	645.2303	RNF144A|9781	1340.5779
RNF144B|255488	2541.5364	RNF144B|255488	1230.7133
RNF145|153830	2320.7869	RNF145|153830	2866.5701
RNF146|81847	1153.3431	RNF146|81847	1238.7874
lowly_expressed	lowly_expressed	RNF148|378925	8.9391
RNF149|284996	1482.5224	RNF149|284996	1237.6339
RNF14|9604	1119.7931	RNF14|9604	1382.3898
RNF150|57484	57.3754	RNF150|57484	148.5045
RNF152|220441	277.6387	RNF152|220441	56.8066
RNF157|114804	33.55	lowly_expressed	lowly_expressed
RNF160|26046	1376.0375	RNF160|26046	862.4798
RNF165|494470	481.3068	RNF165|494470	101.5021
RNF166|115992	150.2458	RNF166|115992	217.4222
RNF167|26001	1236.0026	RNF167|26001	1858.7578
RNF168|165918	556.736	RNF168|165918	198.6789
RNF169|254225	903.9108	RNF169|254225	689.5195
RNF170|81790	362.2431	RNF170|81790	649.3829
RNF175|285533	8.7522	RNF175|285533	53.6346
RNF180|285671	57.3754	RNF180|285671	303.353
RNF181|51255	1182.517	RNF181|51255	962.8284
RNF182|221687	34.5225	RNF182|221687	23.0687
RNF183|138065	74.8798	RNF183|138065	31.4311
RNF185|91445	984.7907	RNF185|91445	1506.1301
lowly_expressed	lowly_expressed	RNF186|54546	36.3331
RNF187|149603	4754.3797	RNF187|149603	1954.4927
RNF19A|25897	2410.7399	RNF19A|25897	1805.9882
RNF19B|127544	1193.7004	RNF19B|127544	744.2528
RNF207|388591	131.30700000000002	RNF207|388591	159.1738
RNF208|727800	74.8798	RNF208|727800	43.2537
RNF20|56254	1331.3041	RNF20|56254	1721.7876
RNF212|285498	404.0591	RNF212|285498	74.6848
RNF213|57674	12169.4033	RNF213|57674	3678.2959
RNF214|257160	341.8213	RNF214|257160	450.1273
