gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
MRPL43|84545	1194.6949	MRPL43|84545	657.8341
MRPL44|65080	437.7607	MRPL44|65080	540.2412
MRPL45|84311	11057.3397	MRPL45|84311	2122.3234
MRPL46|26589	223.5374	MRPL46|26589	320.2067
MRPL47|57129	770.3502	MRPL47|57129	481.9099
MRPL48|51642	461.0459	MRPL48|51642	345.8036
MRPL49|740	1338.1197	MRPL49|740	957.1745
MRPL4|51073	502.5711	MRPL4|51073	320.9451
MRPL50|54534	299.2141	MRPL50|54534	439.5767
MRPL51|51258	1213.1561	MRPL51|51258	851.5875
MRPL52|122704	392.3547	MRPL52|122704	233.5713
MRPL53|116540	640.4463	MRPL53|116540	188.0187
MRPL54|116541	333.7538	MRPL54|116541	253.5073
MRPL55|128308	369.0696	MRPL55|128308	182.1314
MRPL9|65005	1041.6183	MRPL9|65005	705.7248
MRPS10|55173	914.7182	MRPS10|55173	824.2678
MRPS11|64963	443.582	MRPS11|64963	319.2222
MRPS12|6183	434.26800000000003	MRPS12|6183	153.5811
MRPS14|63931	376.0551	MRPS14|63931	406.35
MRPS15|64960	1437.4697	MRPS15|64960	737.8784
MRPS16|51021	2205.8368	MRPS16|51021	1521.5358
MRPS17|51373	202.1384	MRPS17|51373	196.5444
MRPS18A|55168	607.7423	MRPS18A|55168	406.8422
MRPS18B|28973	1721.1604	MRPS18B|28973	1057.1007
MRPS18C|51023	164.8938	MRPS18C|51023	330.8467
MRPS21|54460	1631.5126	MRPS21|54460	745.2621
MRPS22|56945	530.9013	MRPS22|56945	486.5863
MRPS23|51649	748.2294	MRPS23|51649	475.2646
MRPS24|64951	804.1137	MRPS24|64951	472.3111
MRPS25|64432	682.0452	MRPS25|64432	597.0711
MRPS26|64949	599.9806	MRPS26|64949	287.7184
MRPS27|23107	1324.1486	MRPS27|23107	1552.0551
MRPS28|28957	252.0307	MRPS28|28957	226.4706
MRPS2|51116	665.9164	MRPS2|51116	516.8201
MRPS30|10884	302.3188	MRPS30|10884	413.2414
MRPS31|10240	192.4905	MRPS31|10240	453.3596
MRPS33|51650	336.8584	MRPS33|51650	545.9019999999999
MRPS34|65993	967.4978	MRPS34|65993	249.077
MRPS35|60488	3441.5446	MRPS35|60488	1192.9609
MRPS36|92259	248.3749	MRPS36|92259	346.7881
MRPS5|64969	766.8575	MRPS5|64969	528.1811
MRPS6|64968	583.3123	MRPS6|64968	628.0433
MRPS7|51081	731.9298	MRPS7|51081	702.7639999999999
MRPS9|64965	367.9053	MRPS9|64965	441.7918
MRRF|92399	544.4843	MRRF|92399	482.156
MRS2|57380	773.8430000000001	MRS2|57380	693.8223
MRTO4|51154	790.1426	MRTO4|51154	608.4174
MRVI1|10335	699.7186	MRVI1|10335	899.3355
MS4A14|84689	45.8485	MS4A14|84689	44.8142
MS4A15|219995	199.4761	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MS4A1|931	26.5813
lowly_expressed	lowly_expressed	MS4A2|2206	192.7147
MS4A4A|51338	72.184	MS4A4A|51338	443.7608
MS4A6A|64231	381.4883	MS4A6A|64231	1219.05
MS4A7|58475	479.6197	MS4A7|58475	1140.763
MS4A8B|83661	13.583	lowly_expressed	lowly_expressed
MSC|9242	135.341	MSC|9242	42.8846
MSH2|4436	998.5447	MSH2|4436	1108.0482
MSH3|4437	396.1036	MSH3|4437	607.2065
MSH5|4439	234.0545	MSH5|4439	173.9847
MSH6|2956	2662.2684	lowly_expressed	lowly_expressed
MSI1|4440	10.8664	MSI1|4440	54.3933
MSI2|124540	922.4799	MSI2|124540	324.3908
MSL1|339287	17573.2997	MSL1|339287	3499.6308
MSL2|55167	1289.2209	MSL2|55167	1119.616
MSL3L2|151507	98.9619	MSL3L2|151507	65.715
MSL3|10943	427.6705	MSL3|10943	716.7118
MSLNL|401827	18.24	lowly_expressed	lowly_expressed
MSLN|10232	46.5703	MSLN|10232	29.0426
MSMB|4477	93.9168	MSMB|4477	21.4127
MSMP|692094	45.406000000000006	MSMP|692094	47.0096
MSN|4478	5225.9629	MSN|4478	8285.0111
MSR1|4481	1213.5442	MSR1|4481	555.9931
MSRA|4482	74.5125	MSRA|4482	221.5112
MSRB2|22921	475.7932	MSRB2|22921	408.5651
MSRB3|253827	1409.5275	MSRB3|253827	2470.5882
MST1P2|11209	29.8826	MST1P2|11209	41.1026
MST1P9|11223	5.8213	MST1P9|11223	19.936
MST1R|4486	565.8290000000001	MST1R|4486	145.9513
MST1|4485	62.4818	MST1|4485	44.5484
MST4|51765	440.8654	MST4|51765	432.9313
MSTN|2660	7.3736	MSTN|2660	13.5368
MSTO1|55154	1080.4463	MSTO1|55154	548.319
MSTO2P|100129405	153.0261	MSTO2P|100129405	57.9227
MSX1|4487	44.2418	MSX1|4487	71.3758
MSX2|4488	344.6202	MSX2|4488	178.4396
MT1A|4489	36.8681	MT1A|4489	36.9185
MT1E|4493	58.989	MT1E|4493	670.1944
MT1F|4494	39.1967	MT1F|4494	98.9417
MT1G|4495	231.6872	MT1G|4495	34.2112
MT1L|4500	29.1064	MT1L|4500	41.1026
MT1M|4499	6.9855	MT1M|4499	130.6916
MT1X|4501	281.3622	MT1X|4501	1102.1413
MT2A|4502	752.4983	MT2A|4502	1980.0639999999999
MTA1|9112	1000.8732	MTA1|9112	640.4135
MTA2|9219	1536.0435	MTA2|9219	1379.7686
MTA3|57504	1955.1761	MTA3|57504	906.7192
MTAP|4507	563.8886	MTAP|4507	920.5021
MTBP|27085	237.1204	MTBP|27085	162.4415
MTCH1|23787	2787.6201	MTCH1|23787	2472.3111
MTCH2|23788	1882.6041	MTCH2|23788	1357.6175
MTCP1NB|100272147	168.3982	MTCP1NB|100272147	209.05
MTCP1|4515	12.8379	MTCP1|4515	33.6279
MTDH|92140	6047.9286	MTDH|92140	4293.8715
MTERFD1|51001	327.1563	MTERFD1|51001	299.7785
MTERFD2|130916	438.925	MTERFD2|130916	420.379
MTERFD3|80298	345.3963	MTERFD3|80298	615.0628
MTERF|7978	138.1585	MTERF|7978	244.6468
MTF1|4520	1424.2748	MTF1|4520	984.9865
MTF2|22823	405.5496	MTF2|22823	737.6323
MTFMT|123263	142.0394	MTFMT|123263	238.4937
MTFR1|9650	636.8487	MTFR1|9650	465.9119
MTG1|92170	422.6254	MTG1|92170	281.0731
MTHFD1L|25902	351.2176	MTHFD1L|25902	365.0012
MTHFD1|4522	1270.8334	MTHFD1|4522	1886.5641
MTHFD2L|441024	51.5417	MTHFD2L|441024	344.57300000000004
MTHFD2|10797	3675.5331	MTHFD2|10797	839.7736
MTHFR|4524	475.4478	MTHFR|4524	672.5695
MTHFSD|64779	239.4489	MTHFSD|64779	278.6119
MTHFS|10588	307.752	MTHFS|10588	257.6914
MTIF2|4528	979.9166	MTIF2|4528	844.2038
MTIF3|219402	1173.9594	MTIF3|219402	777.5043
MTL5|9633	737.7510000000001	MTL5|9633	174.2555
MTM1|4534	376.0551	MTM1|4534	614.8166
MTMR10|54893	696.6101	MTMR10|54893	1596.8102
MTMR11|10903	298.0499	MTMR11|10903	430.4701
MTMR12|54545	1057.9218	MTMR12|54545	2065.4689
MTMR14|64419	1352.4789	MTMR14|64419	694.0684
MTMR15|22909	895.3177	MTMR15|22909	725.3655
MTMR1|8776	1059.4741	MTMR1|8776	1023.3817
MTMR2|8898	629.8632	MTMR2|8898	1011.3217
MTMR3|8897	2440.2833	MTMR3|8897	2097.4649
MTMR4|9110	716.4063	MTMR4|9110	1200.8368
MTMR6|9107	468.0314	MTMR6|9107	1261.8755
MTMR7|9108	21.2593	MTMR7|9108	67.5585
lowly_expressed	lowly_expressed	MTMR8|55613	15.2597
MTMR9L|339483	34.9277	MTMR9L|339483	128.4765
MTMR9|66036	346.5412	MTMR9|66036	639.1312
MTO1|25821	529.7371	MTO1|25821	434.1619
MTOR|2475	1568.6427	MTOR|2475	1766.1826
MTP18|51537	281.2147	MTP18|51537	105.7839
MTPAP|55149	482.9533	MTPAP|55149	547.3788
MTRF1L|54516	339.575	MTRF1L|54516	324.8831
MTRF1|9617	74.1244	MTRF1|9617	127.7381
MTRR|4552	1360.2406	MTRR|4552	848.1418
MTR|4548	1132.0462	MTR|4548	2012.5523
MTSS1L|92154	848.3555	MTSS1L|92154	637.9523
MTSS1|9788	1517.0273	MTSS1|9788	833.3744
MTTP|4547	15.1353	MTTP|4547	5.907
MTUS1|57509	3634.4232	MTUS1|57509	3878.6611
MTUS2|23281	136.9943	MTUS2|23281	18.9515
MTX1|4580	1271.3224	MTX1|4580	334.4819
MTX2|10651	518.8707	MTX2|10651	484.8634
MTX3|345778	410.9828	MTX3|345778	953.2365
lowly_expressed	lowly_expressed	MUC12|10071	6.8915
MUC15|143662	13.1949	MUC15|143662	263.3522
MUC16|94025	245.2702	MUC16|94025	1597.3419
MUC1|4582	55318.1333	MUC1|4582	1965.7888
MUC20|200958	391.5785	MUC20|200958	267.7824
MUC4|4585	72.572	MUC4|4585	8.1221
MUC5B|727897	5342.3887	MUC5B|727897	291.4103
MUC6|4588	47.7345	MUC6|4588	1213.8814
lowly_expressed	lowly_expressed	MUC7|4589	2512.6754
MUCL1|118430	271.272	MUCL1|118430	3619.2469
MUDENG|55745	884.8355	MUDENG|55745	989.9089
MUL1|79594	763.7528	MUL1|79594	584.2973
MUM1L1|139221	143.5917	MUM1L1|139221	241.2011
MUM1|84939	738.9153	MUM1|84939	672.9018
MURC|347273	11.2545	MURC|347273	5.6608
MUS81|80198	383.0407	MUS81|80198	313.5614
MUSTN1|389125	13.8314	MUSTN1|389125	59.5201
MUTED|63915	364.8006	MUTED|63915	445.7298
MUTYH|4595	208.1886	MUTYH|4595	88.7226
MUT|4594	1555.4478	MUT|4594	1226.6798
MVD|4597	271.272	MVD|4597	92.5425
MVK|4598	362.8602	MVK|4598	181.8853
MVP|9961	5879.4994	MVP|9961	1286.7339
MX1|4599	1499.9515	MX1|4599	930.347
MX2|4600	639.5653	MX2|4600	430.4701
MXD1|4084	326.3801	MXD1|4084	645.0898
MXD3|83463	111.334	MXD3|83463	65.9193
MXD4|10608	758.3196	MXD4|10608	1135.6141
MXI1|4601	1917.1437	MXI1|4601	1632.7837
MXRA5|25878	18426.3122	MXRA5|25878	7003.1996
MXRA7|439921	1499.5634	MXRA7|439921	3476.2491
MXRA8|54587	7357.33	MXRA8|54587	1880.8762
MYADM|91663	5754.1477	MYADM|91663	9061.777
MYBBP1A|10514	653.5364	MYBBP1A|10514	704.8388
MYBL1|4603	100.1261	MYBL1|4603	134.3835
MYBL2|4605	668.6718	MYBL2|4605	186.5617
lowly_expressed	lowly_expressed	MYBPC1|4604	404.1349
lowly_expressed	lowly_expressed	MYBPC2|4606	5.1686
MYB|4602	1754.9238	MYB|4602	1146.1974
MYCBP2|23077	880.1785	MYCBP2|23077	4643.367
MYCBPAP|84073	5.4332	MYCBPAP|84073	6.6453
MYCBP|26292	1641.1759	MYCBP|26292	857.2483
MYCL1|4610	1017.1728	MYCL1|4610	364.509
MYCN|4613	122.24700000000001	MYCN|4613	16.4903
MYCT1|80177	130.3968	MYCT1|80177	801.8705
MYC|4609	579.4121	MYC|4609	4301.0091
MYD88|4615	723.78	MYD88|4615	1088.6045
MYEF2|50804	761.3932	MYEF2|50804	499.5964
MYEOV2|150678	478.1217	MYEOV2|150678	333.7435
MYEOV|26579	6.9855	MYEOV|26579	51.6859
MYH10|4628	2095.6631	MYH10|4628	2705.8824
MYH11|4629	2589.0211	MYH11|4629	7204.4745
MYH14|79784	1851.5572	MYH14|79784	1130.4455
MYH15|22989	12.4187	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MYH1|4619	7.6298
MYH3|4621	18.24	MYH3|4621	55.1317
MYH7B|57644	20.1805	MYH7B|57644	11.0756
MYH9|4627	43498.2051	MYH9|4627	20316.5149
MYL12A|10627	5759.1928	MYL12A|10627	6601.0337
MYL12B|103910	6118.5602	MYL12B|103910	7296.0866
lowly_expressed	lowly_expressed	MYL3|4634	9.1066
MYL5|4636	139.9825	MYL5|4636	77.7012
MYL6B|140465	514.2136	MYL6B|140465	293.3793
MYL6|4637	17236.0532	MYL6|4637	10400.6891
lowly_expressed	lowly_expressed	MYL7|58498	86.6355
MYL9|10398	6182.2063	MYL9|10398	6730.0025
MYLIP|29116	722.2276	MYLIP|29116	1439.3305
MYLK3|91807	25.2256	MYLK3|91807	14.2752
lowly_expressed	lowly_expressed	MYLK4|340156	58.3313
MYLK|4638	2819.4004	MYLK|4638	16183.1085
MYNN|55892	709.0327	MYNN|55892	721.8804
MYO10|4651	2248.5689	MYO10|4651	1071.622
MYO15A|51168	24.0613	MYO15A|51168	13.0445
MYO15B|80022	233.2395	MYO15B|80022	788.5799
lowly_expressed	lowly_expressed	MYO16|23026	48.7325
MYO18A|399687	9849.3917	MYO18A|399687	1816.6281
MYO18B|84700	32.2111	lowly_expressed	lowly_expressed
MYO19|80179	495.7951	MYO19|80179	445.0062
MYO1B|4430	1972.2519	MYO1B|4430	3650.7507
MYO1C|4641	4503.3472	MYO1C|4641	4982.032999999999
MYO1D|4642	2677.7918	MYO1D|4642	2107.8021
MYO1E|4643	705.5399	MYO1E|4643	939.9459
MYO1F|4542	222.7612	MYO1F|4542	214.8659
MYO1G|64005	102.0666	MYO1G|64005	54.3933
lowly_expressed	lowly_expressed	MYO1H|283446	17.2286
MYO3A|53904	16.2996	MYO3A|53904	23.3817
MYO3B|140469	49.2869	MYO3B|140469	28.5503
MYO5A|4644	837.1010000000001	MYO5A|4644	1684.2235
MYO5B|4645	1063.7431	MYO5B|4645	2337.1893
MYO5C|55930	1099.9748	MYO5C|55930	1721.8508
MYO6|4646	9668.7688	MYO6|4646	5363.2784
MYO7A|4647	32.9873	MYO7A|4647	158.0113
MYO9A|4649	659.7458	MYO9A|4649	1678.3165
MYO9B|4650	1631.9007	MYO9B|4650	1484.125
MYOCD|93649	5.4332	MYOCD|93649	36.9185
lowly_expressed	lowly_expressed	MYOC|4653	147.1819
MYOF|26509	5200.7374	MYOF|26509	8229.3872
MYOM1|8736	17.0758	MYOM1|8736	423.5786
MYOM2|9172	26.7779	MYOM2|9172	64.9766
lowly_expressed	lowly_expressed	MYOM3|127294	127.9842
lowly_expressed	lowly_expressed	MYOT|9499	9.8449
MYOZ1|58529	8.926	MYOZ1|58529	25.5968
lowly_expressed	lowly_expressed	MYOZ2|51778	6.8915
MYOZ3|91977	6.9855	MYOZ3|91977	9.1066
lowly_expressed	lowly_expressed	MYPN|84665	14.2752
MYPOP|339344	122.6351	MYPOP|339344	77.775
MYRIP|25924	268.1673	MYRIP|25924	216.3426
MYSM1|114803	344.2321	MYSM1|114803	375.8307
MYST1|84148	513.8256	MYST1|84148	417.9178
MYST2|11143	896.4781	MYST2|11143	1207.7283
MYST3|7994	3155.9135	MYST3|7994	2743.2931
MYST4|23522	2469.0016	MYST4|23522	1577.652
MZF1|7593	342.2412	MZF1|7593	171.0066
N4BP1|9683	955.0791	N4BP1|9683	1769.8745
N4BP2L1|90634	91.2002	N4BP2L1|90634	771.3512
N4BP2L2|10443	3174.1535	N4BP2L2|10443	2366.7241
N4BP2|55728	161.8318	N4BP2|55728	524.9815
N4BP3|23138	304.6473	N4BP3|23138	90.8196
N6AMT1|29104	65.5865	N6AMT1|29104	284.5188
N6AMT2|221143	116.0376	N6AMT2|221143	173.7632
NAA10|8260	618.9968	NAA10|8260	310.1157
NAA15|80155	1243.4268	NAA15|80155	1231.3561
NAA16|79612	203.745	NAA16|79612	395.0283
NAA20|51126	1305.1324	NAA20|51126	888.9983
NAA25|80018	735.8106	NAA25|80018	857.7406
NAA30|122830	726.1085	NAA30|122830	816.638
NAA35|60560	752.4983	NAA35|60560	534.8265
NAA38|51691	169.9816	NAA38|51691	452.129
NAA40|79829	521.5873	NAA40|79829	482.4022
NAA50|80218	4292.2286	NAA50|80218	3537.78
NAAA|27163	302.7069	NAAA|27163	632.5375
NAALAD2|10003	7.7617	NAALAD2|10003	240.7088
NAALADL1|10004	35.3158	NAALADL1|10004	74.3293
NAALADL2|254827	1004.7541	NAALADL2|254827	902.2889
NAB1|4664	282.9145	NAB1|4664	1808.5159
NAB2|4665	880.9547	NAB2|4665	413.2414
NACA2|342538	24.4494	NACA2|342538	33.7189
NACAD|23148	43.8537	NACAD|23148	112.2323
NACAP1|83955	114.4853	NACAP1|83955	135.1218
NACA|4666	16050.0631	NACA|4666	14709.082
NACC1|112939	2016.4936	NACC1|112939	572.7295
NACC2|138151	33.7635	NACC2|138151	38.6414
NADK|65220	3013.8741	NADK|65220	812.4539
NADSYN1|55191	652.7603	NADSYN1|55191	602.0182
NAE1|8883	608.1304	NAE1|8883	1056.3623
NAF1|92345	158.339	NAF1|92345	239.7243
NAGA|4668	1633.453	NAGA|4668	850.6030000000001
NAGK|55577	1374.5998	NAGK|55577	603.9872
NAGLU|4669	878.2381	NAGLU|4669	533.1036
NAGPA|51172	100.9023	NAGPA|51172	128.2698
NAGS|162417	25.6137	NAGS|162417	23.6279
NAIF1|203245	199.088	NAIF1|203245	154.3195
NAIP|4671	86.9312	NAIP|4671	245.1391
NALCN|259232	104.3951	NALCN|259232	120.8467
NAMPT|10135	1189.871	NAMPT|10135	3952.252
NANOS1|340719	608.1304	NANOS1|340719	401.9198
NANP|140838	128.0683	NANP|140838	220.0345
NANS|54187	1095.178	NANS|54187	535.3187
NAP1L1|4673	7707.7714	NAP1L1|4673	8804.3318
NAP1L2|4674	260.4055	NAP1L2|4674	179.6702
NAP1L3|4675	76.0648	NAP1L3|4675	170.0714
NAP1L4|4676	3220.3357	NAP1L4|4676	2500.1231
NAP1L5|266812	48.8988	NAP1L5|266812	283.5343
NAPA|8775	2968.2623	NAPA|8775	1789.781
NAPB|63908	162.6079	NAPB|63908	280.5809
NAPEPLD|222236	368.9958	NAPEPLD|222236	561.2134
NAPG|8774	547.9771	NAPG|8774	803.8395
NAPRT1|93100	39.9728	NAPRT1|93100	55.3778
NAPSB|256236	77.2291	NAPSB|256236	62.0231
NARFL|64428	553.0222	NARFL|64428	193.207
NARF|26502	528.5728	NARF|26502	570.0222
NARG2|79664	941.8842	NARG2|79664	1538.5183
NARS2|79731	402.4449	NARS2|79731	367.4625
NARS|4677	2284.6609	NARS|4677	3108.2944
NASP|4678	2919.5692	NASP|4678	1793.7485
NAT10|55226	1464.2476	NAT10|55226	966.5272
NAT14|57106	296.8856	NAT14|57106	58.3313
NAT15|79903	876.6857	NAT15|79903	645.336
NAT1|9	6987.0961	NAT1|9	338.1738
NAT2|10	125.3517	NAT2|10	11.0756
NAT6|24142	89.7604	NAT6|24142	114.9077
NAT8L|339983	81.498	NAT8L|339983	251.2921
NAT9|26151	309.6924	NAT9|26151	194.1915
NAV1|89796	1015.6205	NAV1|89796	1493.7238
NAV2|89797	536.3345	NAV2|89797	3268.2304
NAV3|89795	82.2742	NAV3|89795	484.8634
NBAS|51594	1574.464	NBAS|51594	1707.3591
NBEAL1|65065	451.3437	NBEAL1|65065	710.3126
NBEAL2|23218	1555.0597	NBEAL2|23218	1104.6025
NBEA|26960	540.2154	NBEA|26960	619.7391
NBL1|4681	3101.1196	NBL1|4681	1785.0505
NBLA00301|79804	8.926	NBLA00301|79804	44.5484
NBN|4683	2639.3713	NBN|4683	2294.856
NBPF10|100132406	819.3732	NBPF10|100132406	1698.6094
NBPF14|25832	174.1224	NBPF14|25832	869.6923
NBPF15|284565	255.5273	NBPF15|284565	294.8265
NBPF16|728936	198.3118	NBPF16|728936	59.808
NBPF1|55672	540.9916	NBPF1|55672	873.0002
NBPF3|84224	93.5287	NBPF3|84224	227.4182
NBPF4|148545	19.7924	lowly_expressed	lowly_expressed
NBPF6|653149	6.9855	lowly_expressed	lowly_expressed
NBPF9|400818	256.0706	NBPF9|400818	306.857
NBR1|4077	5519.3558	NBR1|4077	5141.0288
NBR2|10230	140.099	NBR2|10230	205.267
NCALD|83988	358.9793	NCALD|83988	1932.0699
NCAM1|4684	85.76700000000001	NCAM1|4684	853.7337
NCAM2|4685	217.7161	NCAM2|4685	197.6372
NCAPD2|9918	1842.6312	NCAPD2|9918	1362.7861
NCAPD3|23310	928.6892	NCAPD3|23310	741.3241
NCAPG2|54892	498.3021	NCAPG2|54892	588.4814
NCAPG|64151	332.4808	NCAPG|64151	218.2378
NCAPH2|29781	776.9477	NCAPH2|29781	363.2784
NCAPH|23397	374.1147	NCAPH|23397	155.5501
NCBP1|4686	965.2508	NCBP1|4686	1012.5818
NCBP2|22916	2538.8571	NCBP2|22916	1808.7620000000002
NCCRP1|342897	225.4778	NCCRP1|342897	64.9766
NCDN|23154	2399.1346	NCDN|23154	460.9894
NCEH1|57552	784.7094	NCEH1|57552	968.2501
NCF1B|654816	20.5685	NCF1B|654816	13.0445
NCF1C|654817	21.7328	NCF1C|654817	35.934
NCF1|653361	69.0793	NCF1|653361	45.2867
NCF2|4688	245.6583	NCF2|4688	232.0945
NCF4|4689	64.8103	NCF4|4689	154.8117
NCK1|4690	584.4572	NCK1|4690	891.2134
NCK2|8440	617.0564	NCK2|8440	864.3859
NCKAP1L|3071	242.1655	NCKAP1L|3071	571.9911
NCKAP1|10787	3936.3539	NCKAP1|10787	6070.3913
NCKAP5L|57701	566.9933	NCKAP5L|57701	450.8984
NCKAP5|344148	425.342	NCKAP5|344148	300.0246
NCKIPSD|51517	650.0437	NCKIPSD|51517	352.4489
NCLN|56926	1065.2954	NCLN|56926	444.4991
NCL|4691	12094.6929	NCL|4691	10034.2112
NCOA1|8648	2342.0976	NCOA1|8648	2966.2811
NCOA2|10499	985.3498	NCOA2|10499	1358.1098
NCOA3|8202	1969.9234	NCOA3|8202	1734.4327
NCOA4|8031	4851.8483	NCOA4|8031	7769.6284
NCOA5|57727	1490.6374	NCOA5|57727	1030.5193
NCOA6|23054	2135.636	NCOA6|23054	1691.8533
NCOA7|135112	1057.9218	NCOA7|135112	5476.7413
NCOR1|9611	1885.3207	NCOR1|9611	3398.9663
NCOR2|9612	2951.3923	NCOR2|9612	1910.9033
lowly_expressed	lowly_expressed	NCR3|259197	6.3992
NCRNA00052|145978	102.0666	lowly_expressed	lowly_expressed
NCRNA00081|92482	211.0139	NCRNA00081|92482	277.9449
NCRNA00085|147650	79.5576	NCRNA00085|147650	22.3972
NCRNA00086|399668	38.8086	NCRNA00086|399668	165.395
NCRNA00087|644596	24.0613	NCRNA00087|644596	53.9011
lowly_expressed	lowly_expressed	NCRNA00092|100188953	7.3837
NCRNA00093|100188954	15.6399	NCRNA00093|100188954	6.0817
NCRNA00094|266655	1077.6366	NCRNA00094|266655	583.8026
NCRNA00095|283932	67.1388	NCRNA00095|283932	74.8216
NCRNA00105|80161	38.0324	NCRNA00105|80161	27.8513
NCRNA00107|283981	18.24	NCRNA00107|283981	16.2442
lowly_expressed	lowly_expressed	NCRNA00110|642976	11.5678
NCRNA00115|79854	13.9711	NCRNA00115|79854	6.1531
NCRNA00116|205251	101.6785	NCRNA00116|205251	70.1452
NCRNA00120|55389	12.8068	NCRNA00120|55389	47.2557
NCRNA00152|112597	207.6259	NCRNA00152|112597	129.2149
NCRNA00160|54064	26.3898	lowly_expressed	lowly_expressed
NCRNA00171|80862	35.7699	NCRNA00171|80862	36.7216
NCRNA00173|100287569	102.0666	NCRNA00173|100287569	32.7344
NCRNA00174|285908	67.5269	NCRNA00174|285908	132.6606
NCRNA00176|284739	71.7959	NCRNA00176|284739	5.1686
NCRNA00181|503538	150.457	NCRNA00181|503538	105.1292
NCRNA00182|100302692	35.3158	NCRNA00182|100302692	107.556
NCRNA00183|554203	231.2991	NCRNA00183|554203	341.8656
NCRNA00188|125144	4723.3919	NCRNA00188|125144	7464.4351
NCRNA00201|284702	466.6382	NCRNA00201|284702	1018.4739999999999
NCRNA00202|387644	66.7508	NCRNA00202|387644	7.6298
lowly_expressed	lowly_expressed	NCRNA00204B|286967	9.3527
NCRNA00219|114915	122.6351	NCRNA00219|114915	357.8636
NCRNA00235|64493	5.0451	lowly_expressed	lowly_expressed
NCS1|23413	362.8602	NCS1|23413	444.9914
NCSTN|23385	11811.1613	NCSTN|23385	3832.8649
NDC80|10403	209.9544	NDC80|10403	99.9262
NDE1|54820	784.2204	NDE1|54820	394.5902
NDEL1|81565	566.2171	NDEL1|81565	936.9924
NDFIP1|80762	2812.0695	NDFIP1|80762	4446.4681
NDFIP2|54602	264.2864	NDFIP2|54602	1052.9166
NDNL2|56160	140.099	NDNL2|56160	419.1484
NDN|4692	233.6276	NDN|4692	811.7155
NDOR1|27158	935.6748	NDOR1|27158	210.6818
lowly_expressed	lowly_expressed	NDP|4693	93.2808
NDRG1|10397	8525.08	NDRG1|10397	4179.6702
NDRG2|57447	942.2722	NDRG2|57447	5559.4388
NDRG3|57446	1402.1539	NDRG3|57446	1182.1314
NDRG4|65009	65.9746	NDRG4|65009	202.8058
NDST1|3340	6506.2579	NDST1|3340	5276.889
NDST2|8509	513.4375	NDST2|8509	663.303
lowly_expressed	lowly_expressed	NDST3|9348	6.8915
NDUFA10|4705	1217.037	NDUFA10|4705	1663.3029999999999
NDUFA11|126328	934.4756	NDUFA11|126328	649.5201
NDUFA12|55967	519.2588	NDUFA12|55967	481.1715
NDUFA13|51079	1233.4957	NDUFA13|51079	720.8811
NDUFA1|4694	1133.9866	NDUFA1|4694	921.9788
NDUFA2|4695	646.1628	NDUFA2|4695	470.096
NDUFA3|4696	597.264	NDUFA3|4696	254.4918
NDUFA4L2|56901	166.8769	NDUFA4L2|56901	91.55799999999999
NDUFA4|4697	1698.2633	NDUFA4|4697	2396.0128
NDUFA5|4698	783.9332	NDUFA5|4698	1645.0898
NDUFA6|4700	939.5556	NDUFA6|4700	697.268
NDUFA7|4701	384.2049	NDUFA7|4701	244.6468
NDUFA8|4702	877.0738	NDUFA8|4702	460.9894
NDUFA9|4704	745.1247	NDUFA9|4704	983.5097
NDUFAB1|4706	736.9749	NDUFAB1|4706	663.303
NDUFAF1|51103	404.7735	NDUFAF1|51103	280.0886
NDUFAF2|91942	61.3176	NDUFAF2|91942	131.1839
NDUFAF3|25915	926.3607	NDUFAF3|25915	517.3517
NDUFAF4|29078	78.7814	NDUFAF4|29078	250.5538
NDUFB10|4716	1237.2174	NDUFB10|4716	622.2003
NDUFB11|54539	918.2109	NDUFB11|54539	657.1499
NDUFB1|4707	594.5474	NDUFB1|4707	458.0359
NDUFB2|4708	608.5185	NDUFB2|4708	681.0214
NDUFB3|4709	631.8036	NDUFB3|4709	531.873
NDUFB4|4710	1747.9383	NDUFB4|4710	1148.6586
NDUFB5|4711	1312.118	NDUFB5|4711	1264.5828
NDUFB6|4712	753.2745	NDUFB6|4712	525.966
NDUFB7|4713	704.3757	NDUFB7|4713	309.3773
NDUFB8|4714	828.3652	NDUFB8|4714	704.3515
NDUFB9|4715	1641.2147	NDUFB9|4715	1320.4529
NDUFC1|4717	393.9071	NDUFC1|4717	457.7898
NDUFC2|4718	1532.1626	NDUFC2|4718	1270.2437
NDUFS1|4719	1218.9774	NDUFS1|4719	1711.2971
NDUFS2|4720	2521.7813	NDUFS2|4720	1502.0921
NDUFS3|4722	761.4786	NDUFS3|4722	797.1080000000001
NDUFS4|4724	377.2194	NDUFS4|4724	725.8184
NDUFS5|4725	1464.6357	NDUFS5|4725	1554.2702
NDUFS6|4726	653.5364	NDUFS6|4726	239.2321
NDUFS7|374291	364.9985	NDUFS7|374291	201.46200000000002
NDUFS8|4728	671.7765	NDUFS8|4728	385.1834
NDUFV1|4723	979.9166	NDUFV1|4723	853.8026
NDUFV2|4729	1561.6571	NDUFV2|4729	1340.8811
NDUFV3|4731	746.2889	NDUFV3|4731	538.2722
NEAT1|283131	12194.8191	NEAT1|283131	10221.2651
