gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
ZFAND1|79752	513.4375	ZFAND1|79752	882.5991
ZFAND2A|90637	239.0608	ZFAND2A|90637	239.9705
ZFAND2B|130617	364.8006	ZFAND2B|130617	271.9665
ZFAND3|60685	2916.0765	ZFAND3|60685	1273.1971
ZFAND5|7763	2513.2434	ZFAND5|7763	7940.191999999999
ZFAND6|54469	1600.4657	ZFAND6|54469	1606.9407
ZFAT|57623	345.7844	ZFAT|57623	203.5073
ZFC3H1|196441	2370.4279	ZFC3H1|196441	1059.5619
ZFHX3|463	1320.0233	ZFHX3|463	931.9222
ZFHX4|79776	352.77	ZFHX4|79776	939.6997
ZFP106|64397	1016.7847	ZFP106|64397	5090.0812
ZFP112|7771	221.9851	ZFP112|7771	207.9744
ZFP14|57677	330.6491	ZFP14|57677	349.4954
ZFP161|7541	359.7555	ZFP161|7541	495.6928
ZFP1|162239	252.6438	ZFP1|162239	390.352
ZFP28|140612	242.1655	ZFP28|140612	322.4219
ZFP2|80108	29.8826	ZFP2|80108	123.3079
ZFP30|22835	350.0534	ZFP30|22835	356.3869
ZFP36L1|677	4597.6521	ZFP36L1|677	13758.7989
ZFP36L2|678	6591.2487	ZFP36L2|678	13864.632
ZFP36|7538	1604.3466	ZFP36|7538	15143.9823
ZFP37|7539	34.5396	ZFP37|7539	125.7691
ZFP3|124961	221.2089	ZFP3|124961	426.286
ZFP41|286128	279.0181	ZFP41|286128	177.7037
ZFP62|643836	1098.2827	ZFP62|643836	719.6653
ZFP64|55734	416.0279	ZFP64|55734	306.9161
ZFP82|284406	140.487	ZFP82|284406	150.1354
ZFP90|146198	602.3091	ZFP90|146198	1210.4356
ZFP91|80829	2625.9202	ZFP91|80829	3110.0172
ZFPL1|7542	543.7082	ZFPL1|7542	327.3443
ZFPM1|161882	45.0179	ZFPM1|161882	23.874000000000002
ZFPM2|23414	232.0753	ZFPM2|23414	448.9294
ZFR|51663	3009.6051	ZFR|51663	2815.1612
ZFX|7543	1095.5661	ZFX|7543	1543.4408
ZFYVE16|9765	1240.3221	ZFYVE16|9765	1861.4324
ZFYVE19|84936	2230.3289	ZFYVE19|84936	283.0421
ZFYVE1|53349	816.9205	ZFYVE1|53349	692.0994
ZFYVE20|64145	1425.8271	ZFYVE20|64145	1344.8191
ZFYVE21|79038	1305.9086	ZFYVE21|79038	1120.6005
ZFYVE26|23503	848.7436	ZFYVE26|23503	1023.8739999999999
ZFYVE27|118813	341.1274	ZFYVE27|118813	432.19300000000004
ZFYVE28|57732	92.3644	ZFYVE28|57732	90.5735
ZFYVE9|9372	300.3784	ZFYVE9|9372	1066.4534
ZG16B|124220	2221.791	ZG16B|124220	327.0982
ZGLP1|100125288	9.1511	ZGLP1|100125288	12.4957
ZGPAT|84619	364.5328	ZGPAT|84619	114.8585
ZHX1|11244	1017.949	ZHX1|11244	1817.6224
ZHX2|22882	1194.9161	ZHX2|22882	987.9399
ZHX3|23051	883.6713	ZHX3|23051	1278.858
ZIC1|7545	6.9855	ZIC1|7545	12.0601
ZIC2|7546	100.1261	ZIC2|7546	6.3992
ZIC4|84107	5.4332	lowly_expressed	lowly_expressed
ZIC5|85416	104.007	lowly_expressed	lowly_expressed
ZIK1|284307	245.2702	ZIK1|284307	115.6781
lowly_expressed	lowly_expressed	ZIM2|23619	13.5811
ZKSCAN1|7586	1430.0961	ZKSCAN1|7586	2639.6751
ZKSCAN2|342357	258.077	ZKSCAN2|342357	284.0266
ZKSCAN3|80317	131.173	ZKSCAN3|80317	112.4785
ZKSCAN4|387032	159.8913	ZKSCAN4|387032	94.2653
ZKSCAN5|23660	315.5137	ZKSCAN5|23660	425.0554
ZMAT1|84460	443.9701	ZMAT1|84460	818.6069
ZMAT2|153527	1390.8994	ZMAT2|153527	1371.1543
ZMAT3|64393	169.9816	ZMAT3|64393	342.60400000000004
ZMAT4|79698	127.6802	ZMAT4|79698	9.1066
ZMAT5|55954	536.2375	ZMAT5|55954	173.1479
ZMIZ1|57178	7099.641	ZMIZ1|57178	3637.46
ZMIZ2|83637	2380.5181	ZMIZ2|83637	1469.3576
ZMPSTE24|10269	4409.4305	ZMPSTE24|10269	2640.9057
ZMYM1|79830	257.6889	ZMYM1|79830	458.7743
ZMYM2|7750	1924.1292	ZMYM2|7750	2460.7433
ZMYM3|9203	1163.093	ZMYM3|9203	1196.6527
ZMYM4|9202	3122.9262	ZMYM4|9202	2377.3074
ZMYM5|9205	255.3604	ZMYM5|9205	433.6697
ZMYM6|9204	376.8429	ZMYM6|9204	697.5855
ZMYND10|51364	427.2824	ZMYND10|51364	104.8486
ZMYND11|10771	2963.0348	ZMYND11|10771	4027.812
ZMYND12|84217	273.6005	ZMYND12|84217	49.9631
ZMYND15|84225	31.4349	ZMYND15|84225	60.5464
ZMYND17|118490	75.6767	ZMYND17|118490	116.6626
ZMYND19|116225	296.4975	ZMYND19|116225	149.39700000000002
ZMYND8|23613	1571.3593	ZMYND8|23613	863.4014
ZNF100|163227	303.8712	ZNF100|163227	389.8597
ZNF101|94039	72.184	ZNF101|94039	162.6877
ZNF107|51427	276.3171	ZNF107|51427	630.8147
ZNF10|7556	214.2233	ZNF10|7556	452.129
lowly_expressed	lowly_expressed	ZNF114|163071	15.0135
ZNF117|51351	473.0106	ZNF117|51351	1975.0357
ZNF121|7675	66.3627	ZNF121|7675	158.2574
ZNF124|7678	45.406000000000006	ZNF124|7678	79.744
ZNF12|7559	1222.8583	ZNF12|7559	1117.6471
ZNF131|7690	610.4589	ZNF131|7690	674.1324
ZNF132|7691	107.1117	ZNF132|7691	191.238
ZNF133|7692	287.5716	ZNF133|7692	243.9084
ZNF134|7693	316.0881	ZNF134|7693	350.5685
ZNF135|7694	75.6767	ZNF135|7694	297.0711
ZNF136|7695	257.3009	ZNF136|7695	406.35
ZNF137|7696	142.4275	ZNF137|7696	73.0987
ZNF138|7697	204.5212	ZNF138|7697	295.3483
ZNF140|7699	418.3565	ZNF140|7699	617.524
ZNF141|7700	88.0955	ZNF141|7700	124.7846
ZNF142|7701	523.8809	ZNF142|7701	518.2476
ZNF143|7702	840.2057	ZNF143|7702	418.6562
ZNF146|7705	4382.2645	ZNF146|7705	3039.8720000000003
ZNF148|7707	2496.9438	ZNF148|7707	2146.6896
ZNF14|7561	301.9307	ZNF14|7561	369.6776
ZNF154|7710	109.8283	ZNF154|7710	100.4184
ZNF155|7711	210.9557	ZNF155|7711	158.3141
lowly_expressed	lowly_expressed	ZNF157|7712	8.1221
ZNF160|90338	1196.8565	ZNF160|90338	1017.967
ZNF165|7718	61.0381	ZNF165|7718	203.4137
ZNF167|55888	67.5269	ZNF167|55888	141.0288
ZNF169|169841	61.3176	ZNF169|169841	109.525
ZNF16|7564	480.0621	ZNF16|7564	237.2631
ZNF174|7727	257.6889	ZNF174|7727	201.8213
ZNF175|7728	183.5646	ZNF175|7728	242.9239
ZNF177|7730	80.2988	ZNF177|7730	106.1482
ZNF17|7565	154.07	ZNF17|7565	201.0829
ZNF180|7733	233.2395	ZNF180|7733	323.1602
ZNF181|339318	265.0626	ZNF181|339318	332.5129
ZNF182|7569	253.6529	ZNF182|7569	274.3835
ZNF184|7738	313.9614	ZNF184|7738	351.9567
ZNF185|7739	1128.1653	ZNF185|7739	948.0679
ZNF187|7741	410.2067	ZNF187|7741	477.2336
ZNF189|7743	543.7082	ZNF189|7743	765.6904
ZNF18|7566	157.5628	ZNF18|7566	199.8523
ZNF192|7745	617.4445	ZNF192|7745	876.446
ZNF193|7746	208.7901	ZNF193|7746	170.5636
ZNF195|7748	305.4235	ZNF195|7748	644.1053
ZNF197|10168	627.9228	ZNF197|10168	574.2063
ZNF19|7567	68.2022	ZNF19|7567	80.3815
ZNF200|7752	319.3946	ZNF200|7752	222.7418
ZNF202|7753	364.8006	ZNF202|7753	265.5673
ZNF204P|7754	170.7577	ZNF204P|7754	468.3731
ZNF205|7755	304.0768	ZNF205|7755	83.7115
ZNF207|7756	2321.9171	ZNF207|7756	3012.5523
ZNF208|7757	125.7398	ZNF208|7757	117.4009
ZNF20|7568	157.3339	ZNF20|7568	224.3958
ZNF211|10520	234.6056	ZNF211|10520	247.7578
ZNF212|7988	233.2395	ZNF212|7988	263.8444
ZNF213|7760	679.5382	ZNF213|7760	304.70099999999996
ZNF214|7761	114.4853	ZNF214|7761	109.2789
ZNF215|7762	25.2256	ZNF215|7762	25.1046
ZNF217|7764	2065.0044	ZNF217|7764	3259.1681
ZNF219|51222	357.8151	ZNF219|51222	230.8639
ZNF221|7638	54.332	ZNF221|7638	44.5484
ZNF222|7673	80.3338	ZNF222|7673	79.0057
ZNF223|7766	139.3228	ZNF223|7766	138.0753
ZNF224|7767	232.0326	ZNF224|7767	284.6173
ZNF225|7768	111.7687	ZNF225|7768	137.8292
ZNF226|7769	259.2413	ZNF226|7769	367.7086
ZNF227|7770	383.0251	ZNF227|7770	377.8956
ZNF229|7772	183.9527	ZNF229|7772	159.4881
ZNF22|7570	941.8415	ZNF22|7570	1372.1954
ZNF230|7773	143.2036	ZNF230|7773	142.5055
ZNF232|7775	136.2181	ZNF232|7775	155.7962
ZNF233|353355	64.8103	ZNF233|353355	32.7344
ZNF234|10780	239.4489	ZNF234|10780	274.1816
ZNF235|9310	134.6813	ZNF235|9310	127.8883
ZNF236|7776	261.5698	ZNF236|7776	425.7937
ZNF238|10472	1821.2865	ZNF238|10472	1202.0674
ZNF239|8187	777.7239	ZNF239|8187	187.3
ZNF23|7571	203.8459	ZNF23|7571	359.9335
ZNF248|57209	276.3171	ZNF248|57209	497.6618
ZNF24|7572	2163.1901	ZNF24|7572	4305.4393
ZNF250|58500	289.1666	ZNF250|58500	252.2545
ZNF251|90987	789.7545	ZNF251|90987	480.6793
ZNF252|286101	996.9923	ZNF252|286101	893.6746
ZNF253|56242	273.2124	ZNF253|56242	413.7337
ZNF254|9534	386.9099	ZNF254|9534	690.3643
ZNF256|10172	219.6565	ZNF256|10172	157.7652
ZNF257|113835	105.5593	ZNF257|113835	129.461
ZNF259|8882	626.7585	ZNF259|8882	518.5823
ZNF25|219749	351.2176	ZNF25|219749	783.1651
ZNF260|339324	1058.3099	ZNF260|339324	900.5661
ZNF263|10127	539.1519999999999	ZNF263|10127	660.7605
ZNF264|9422	1069.5644	ZNF264|9422	1058.3313
ZNF266|10781	322.8874	ZNF266|10781	685.2080000000001
ZNF267|10308	340.7393	ZNF267|10308	529.1656
ZNF268|10795	468.4195	ZNF268|10795	691.3611
ZNF26|7574	143.2036	ZNF26|7574	272.2127
ZNF271|10778	590.2785	ZNF271|10778	852.8181
ZNF273|10793	93.9168	ZNF273|10793	214.1275
ZNF274|10782	690.0165	ZNF274|10782	477.9719
ZNF275|10838	592.607	ZNF275|10838	635.7371
ZNF276|92822	222.5749	ZNF276|92822	305.6535
ZNF277|11179	211.1187	ZNF277|11179	625.8922
ZNF280B|140883	5.0451	ZNF280B|140883	13.2907
ZNF280C|55609	147.0845	ZNF280C|55609	159.9803
ZNF280D|54816	384.3213	ZNF280D|54816	1541.9936
ZNF281|23528	1018.7251	ZNF281|23528	624.9077
ZNF282|8427	453.6723	ZNF282|8427	374.6
ZNF283|284349	52.7797	ZNF283|284349	104.1103
ZNF284|342909	64.4222	ZNF284|342909	33.7189
ZNF285|26974	151.3534	ZNF285|26974	76.7905
ZNF286A|57335	228.5825	ZNF286A|57335	512.4292
ZNF286B|729288	48.5107	ZNF286B|729288	49.2247
ZNF287|57336	176.579	ZNF287|57336	225.9414
ZNF28|7576	991.171	ZNF28|7576	651.7352
ZNF292|23036	1306.2967	ZNF292|23036	2311.1002
ZNF295|49854	793.2473	ZNF295|49854	1290.4258
ZNF296|162979	183.9527	ZNF296|162979	8.1221
ZNF2|7549	223.5374	ZNF2|7549	118.6316
ZNF300|91975	103.2308	ZNF300|91975	203.2981
ZNF302|55900	827.0108	ZNF302|55900	859.4635
ZNF304|57343	571.2622	ZNF304|57343	509.4758
ZNF30|90075	198.3118	ZNF30|90075	117.8932
ZNF311|282890	135.0538	ZNF311|282890	89.0967
ZNF317|57693	726.4966	ZNF317|57693	685.4541
ZNF318|24149	877.0738	ZNF318|24149	1233.079
ZNF319|57567	137.3824	ZNF319|57567	210.6818
ZNF320|162967	573.9788	ZNF320|162967	822.791
ZNF321|399669	230.4647	ZNF321|399669	148.1516
ZNF322A|79692	965.1693	ZNF322A|79692	962.3431
ZNF322B|387328	41.1371	ZNF322B|387328	26.3352
ZNF323|64288	151.3534	ZNF323|64288	254.4918
ZNF324B|388569	163.7722	ZNF324B|388569	59.3158
ZNF324|25799	230.1349	ZNF324|25799	157.5191
ZNF326|284695	520.0349	ZNF326|284695	513.1676
ZNF329|79673	654.7007	ZNF329|79673	501.3537
ZNF32|7580	848.3555	ZNF32|7580	716.9579
ZNF330|27309	448.2391	ZNF330|27309	642.3825
ZNF331|55422	461.8221	ZNF331|55422	1006.3992
ZNF333|84449	289.512	ZNF333|84449	351.2183
ZNF334|55713	30.2707	ZNF334|55713	293.6254
ZNF335|63925	696.2259	ZNF335|63925	350.7261
ZNF337|26152	416.5441	ZNF337|26152	517.241
ZNF33A|7581	2500.0485	ZNF33A|7581	1893.4285
ZNF33B|7582	460.6578	ZNF33B|7582	1455.0825
ZNF341|84905	305.0354	ZNF341|84905	85.65100000000001
ZNF343|79175	368.2934	ZNF343|79175	302.2397
ZNF345|25850	55.8844	ZNF345|25850	187.3
ZNF346|23567	268.9434	ZNF346|23567	291.6564
ZNF347|84671	280.586	ZNF347|84671	286.9801
ZNF34|80778	182.7884	ZNF34|80778	153.0889
ZNF350|59348	724.9442	ZNF350|59348	291.1642
ZNF354A|6940	223.1493	ZNF354A|6940	348.7571
ZNF354B|117608	75.2886	ZNF354B|117608	200.0984
ZNF354C|30832	193.2667	ZNF354C|30832	206.0054
ZNF358|140467	594.9355	ZNF358|140467	667.7332
ZNF35|7584	145.5322	ZNF35|7584	211.174
ZNF362|149076	719.1229	ZNF362|149076	735.1711
ZNF365|22891	161.8318	ZNF365|22891	125.2769
ZNF366|167465	21.3447	ZNF366|167465	70.1452
ZNF367|195828	210.3425	ZNF367|195828	167.364
ZNF37A|7587	767.6336	ZNF37A|7587	850.8491
ZNF37B|100129482	275.5409	ZNF37B|100129482	692.0994
ZNF382|84911	68.3031	ZNF382|84911	63.2538
ZNF383|163087	131.173	ZNF383|163087	146.9358
ZNF384|171017	1128.5534	ZNF384|171017	1159.2419
ZNF385A|25946	3493.9362	ZNF385A|25946	590.6965
ZNF385B|151126	15.1353	ZNF385B|151126	87.1277
ZNF385D|79750	154.4581	ZNF385D|79750	119.1238
ZNF389|651302	27.166	ZNF389|651302	13.0445
ZNF391|346157	32.2111	ZNF391|346157	66.4534
ZNF394|84124	189.7739	ZNF394|84124	385.4295
ZNF395|55893	5640.229	ZNF395|55893	2624.9077
ZNF396|252884	70.2435	ZNF396|252884	83.9281
ZNF397OS|100101467	245.4992	ZNF397OS|100101467	596.0743
ZNF397|84307	295.4924	ZNF397|84307	544.9545
ZNF398|57541	301.1546	ZNF398|57541	569.2838
ZNF3|7551	533.2298	ZNF3|7551	816.9185
ZNF404|342908	57.0486	ZNF404|342908	57.839
ZNF407|55628	372.9504	ZNF407|55628	440.0689
ZNF408|79797	243.3298	ZNF408|79797	123.554
ZNF410|57862	1542.7224	ZNF410|57862	1067.2533
ZNF414|84330	102.0666	ZNF414|84330	71.8681
ZNF415|55786	333.7538	ZNF415|55786	317.9916
ZNF416|55659	117.2019	ZNF416|55659	134.6296
ZNF417|147687	356.2627	ZNF417|147687	313.8075
ZNF418|147686	181.6241	ZNF418|147686	94.0192
ZNF419|79744	170.7577	ZNF419|79744	145.459
ZNF41|7592	383.8168	ZNF41|7592	396.505
ZNF420|147923	210.3425	ZNF420|147923	243.1701
ZNF423|23090	246.4345	ZNF423|23090	355.8947
ZNF425|155054	46.1822	ZNF425|155054	76.0522
ZNF426|79088	195.5952	ZNF426|79088	327.8366
ZNF428|126299	223.2851	ZNF428|126299	196.5666
ZNF429|353088	199.8642	ZNF429|353088	328.8211
ZNF430|80264	204.9093	ZNF430|80264	250.0615
ZNF431|170959	192.8786	ZNF431|170959	306.6699
ZNF432|9668	369.4577	ZNF432|9668	220.7728
ZNF433|163059	86.5431	ZNF433|163059	144.9668
ZNF434|54925	385.3692	ZNF434|54925	348.7571
ZNF436|80818	718.925	ZNF436|80818	1594.7822
ZNF438|220929	217.7161	ZNF438|220929	326.1137
ZNF439|90594	201.0284	ZNF439|90594	240.955
ZNF43|7594	1283.0115	ZNF43|7594	892.9363
ZNF440|126070	399.3403	ZNF440|126070	325.3753
ZNF441|126068	151.3534	ZNF441|126068	402.412
ZNF442|79973	17.4639	ZNF442|79973	53.6549
ZNF443|10224	102.4546	ZNF443|10224	120.8467
ZNF444|55311	648.8794	ZNF444|55311	203.7903
ZNF445|353274	698.5544	ZNF445|353274	887.5215
ZNF446|55663	453.7033	ZNF446|55663	125.6165
ZNF449|203523	244.1409	ZNF449|203523	280.795
ZNF44|51710	177.394	ZNF44|51710	315.5402
ZNF451|26036	862.5788	ZNF451|26036	1211.3734
ZNF454|285676	13.9711	ZNF454|285676	49.4708
ZNF45|7596	355.4866	ZNF45|7596	389.3675
ZNF460|10794	68.3031	ZNF460|10794	83.9281
ZNF461|92283	161.0556	ZNF461|92283	165.1489
ZNF462|58499	619.773	ZNF462|58499	805.5624
ZNF467|168544	202.9689	ZNF467|168544	67.9301
ZNF468|90333	578.2478	ZNF468|90333	427.2705
ZNF469|84627	426.8943	ZNF469|84627	332.0207
ZNF470|388566	220.8208	ZNF470|388566	308.3928
ZNF471|57573	383.0407	ZNF471|57573	312.0847
ZNF473|25888	521.9754	ZNF473|25888	381.2454
ZNF474|133923	12.4187	ZNF474|133923	6.6453
ZNF480|147657	665.179	ZNF480|147657	527.1967
ZNF483|158399	16.2996	ZNF483|158399	96.2343
ZNF484|83744	101.2904	ZNF484|83744	142.0133
ZNF485|220992	314.3495	ZNF485|220992	73.5909
ZNF486|90649	158.339	ZNF486|90649	234.8019
ZNF487|642819	40.3609	ZNF487|642819	59.5619
lowly_expressed	lowly_expressed	ZNF488|118738	22.6434
ZNF48|197407	308.9163	ZNF48|197407	115.4319
ZNF490|57474	227.8063	ZNF490|57474	210.1895
ZNF491|126069	46.1822	ZNF491|126069	58.0852
ZNF492|57615	22.509	ZNF492|57615	30.2732
ZNF493|284443	201.0284	ZNF493|284443	481.6638
ZNF496|84838	212.2829	ZNF496|84838	244.1546
ZNF497|162968	53.2104	ZNF497|162968	44.6468
ZNF498|221785	220.8208	ZNF498|221785	510.7064
ZNF500|26048	353.158	ZNF500|26048	166.6256
ZNF501|115560	112.1568	ZNF501|115560	159.7342
ZNF502|91392	177.3552	ZNF502|91392	222.9879
ZNF503|84858	94.6929	ZNF503|84858	174.9938
ZNF506|440515	324.0516	ZNF506|440515	797.9326
ZNF507|22847	675.6573	ZNF507|22847	1176.4706
ZNF510|22869	398.9522	ZNF510|22869	569.776
ZNF511|118472	354.2292	ZNF511|118472	207.7775
ZNF512B|57473	1156.3869	ZNF512B|57473	490.9943
ZNF512|84450	717.5706	ZNF512|84450	1241.7302
ZNF513|130557	443.582	ZNF513|130557	158.5036
ZNF514|84874	260.4055	ZNF514|84874	423.0864
ZNF516|9658	265.4507	ZNF516|9658	440.8073
ZNF517|340385	279.8098	ZNF517|340385	127.7381
ZNF518A|9849	906.5684	ZNF518A|9849	1379.2764
ZNF518B|85460	649.2675	ZNF518B|85460	679.7933
ZNF519|162655	71.0197	ZNF519|162655	144.7206
ZNF521|25925	316.2899	ZNF521|25925	1202.5597
ZNF524|147807	204.9093	ZNF524|147807	78.7595
ZNF525|170958	640.3415	ZNF525|170958	281.0731
ZNF526|116115	393.519	ZNF526|116115	201.5752
ZNF527|84503	164.9365	ZNF527|84503	194.9299
ZNF528|84436	325.60400000000004	ZNF528|84436	332.759
ZNF529|57711	333.3657	ZNF529|57711	464.189
ZNF530|348327	92.7525	ZNF530|348327	64.632
ZNF532|55205	1682.7399	ZNF532|55205	2506.5223
ZNF534|147658	7.3736	lowly_expressed	lowly_expressed
ZNF540|163255	43.0775	ZNF540|163255	129.9532
ZNF541|84215	21.7328	ZNF541|84215	18.4593
ZNF542|147947	410.9828	ZNF542|147947	497.1696
ZNF543|125919	161.8318	ZNF543|125919	126.2614
ZNF544|27300	552.149	ZNF544|27300	492.3062
ZNF546|339327	107.8878	ZNF546|339327	182.1314
ZNF547|284306	55.8223	ZNF547|284306	53.7706
ZNF548|147694	434.6561	ZNF548|147694	540.7334
ZNF549|256051	287.1912	ZNF549|256051	252.5228
ZNF550|162972	327.1485	ZNF550|162972	177.9473
ZNF551|90233	278.6456	ZNF551|90233	196.8988
ZNF552|79818	918.9871	ZNF552|79818	833.8666
ZNF554|115196	131.5611	ZNF554|115196	161.2109
ZNF555|148254	67.5269	ZNF555|148254	122.0773
lowly_expressed	lowly_expressed	ZNF556|80032	6.6453
ZNF557|79230	221.2089	ZNF557|79230	293.1332
ZNF558|148156	524.692	ZNF558|148156	623.6771
ZNF559|84527	194.4659	ZNF559|84527	684.8929
ZNF561|93134	783.5452	ZNF561|93134	1783.9035
ZNF562|54811	565.8290000000001	ZNF562|54811	912.6261
ZNF563|147837	57.8248	ZNF563|147837	78.0212
ZNF564|163050	253.8081	ZNF564|163050	304.2087
ZNF565|147929	157.5628	ZNF565|147929	98.4494
ZNF566|84924	190.162	ZNF566|84924	284.2727
ZNF567|163081	177.7433	ZNF567|163081	242.9239
ZNF568|374900	179.5518	ZNF568|374900	220.0738
ZNF569|148266	309.6924	ZNF569|148266	245.6313
ZNF570|148268	104.3951	ZNF570|148268	119.3699
ZNF571|51276	120.6947	ZNF571|51276	119.1238
ZNF572|137209	168.4292	ZNF572|137209	50.9476
ZNF573|126231	39.9728	ZNF573|126231	58.8235
ZNF574|64763	497.1379	ZNF574|64763	282.5498
ZNF575|284346	25.2256	ZNF575|284346	33.2267
ZNF576|79177	223.7004	ZNF576|79177	158.7202
ZNF577|84765	230.91099999999997	ZNF577|84765	200.8368
ZNF578|147660	72.572	ZNF578|147660	65.2227
ZNF579|163033	97.0214	ZNF579|163033	36.9185
ZNF57|126295	89.6478	ZNF57|126295	105.3409
ZNF580|51157	259.4703	ZNF580|51157	170.3175
ZNF581|51545	404.5445	ZNF581|51545	152.1044
ZNF582|147948	101.2904	ZNF582|147948	74.5754
ZNF583|147949	104.7832	ZNF583|147949	115.6781
ZNF584|201514	200.6403	ZNF584|201514	157.0268
ZNF585A|199704	248.763	ZNF585A|199704	217.5732
ZNF585B|92285	114.4853	ZNF585B|92285	132.4145
ZNF586|54807	243.7179	ZNF586|54807	188.5306
ZNF587|84914	1568.9493	ZNF587|84914	992.668
ZNF589|51385	317.8422	ZNF589|51385	341.8656
ZNF592|9640	1175.1237	ZNF592|9640	1371.1543
ZNF593|51042	156.7866	ZNF593|51042	85.1587
ZNF594|84622	169.2054	ZNF594|84622	243.1701
ZNF595|152687	199.088	ZNF595|152687	288.2107
ZNF596|169270	57.4367	ZNF596|169270	171.7942
ZNF597|146434	53.5558	ZNF597|146434	98.9417
ZNF598|90850	664.7909	ZNF598|90850	280.3347
ZNF599|148103	90.8121	ZNF599|148103	109.2789
ZNF600|162966	150.1892	ZNF600|162966	250.7999
ZNF605|100289635	693.8974	ZNF605|100289635	547.871
ZNF606|80095	603.0077	ZNF606|80095	292.7394
ZNF607|84775	457.165	ZNF607|84775	300.5169
ZNF608|57507	452.1199	lowly_expressed	lowly_expressed
ZNF609|23060	1899.6798	ZNF609|23060	1322.668
ZNF610|162963	188.2216	ZNF610|162963	121.585
ZNF611|81856	396.2356	ZNF611|81856	338.666
ZNF613|79898	384.593	ZNF613|79898	173.5171
ZNF614|80110	650.4317	ZNF614|80110	431.4546
ZNF615|284370	547.2009	ZNF615|284370	379.7686
ZNF616|90317	289.512	ZNF616|90317	268.2747
ZNF618|114991	743.9604	ZNF618|114991	1074.5754
ZNF619|285267	103.2308	ZNF619|285267	127.2459
ZNF620|253639	33.7635	ZNF620|253639	81.4669
ZNF621|285268	469.1957	ZNF621|285268	1046.7635
ZNF622|90441	628.6989	ZNF622|90441	348.51099999999997
ZNF623|9831	836.3248	ZNF623|9831	603.7411
ZNF624|57547	114.0972	ZNF624|57547	205.5132
ZNF625|90589	39.4256	ZNF625|90589	46.5863
ZNF626|199777	623.6538	ZNF626|199777	481.1715
ZNF627|199692	506.0638	ZNF627|199692	587.0047
ZNF628|89887	132.7253	ZNF628|89887	41.3488
ZNF629|23361	1081.2069	ZNF629|23361	749.9385
ZNF630|57232	85.5341	ZNF630|57232	130.982
ZNF638|27332	3267.6822	ZNF638|27332	3570.2683
ZNF639|51193	509.1685	ZNF639|51193	863.8937
ZNF641|121274	190.5501	ZNF641|121274	249.5693
ZNF642|339559	87.3193	ZNF642|339559	122.0773
ZNF643|65243	107.1117	ZNF643|65243	70.3913
ZNF644|84146	1010.1873	ZNF644|84146	1612.3554
ZNF646|9726	880.1785	ZNF646|9726	356.1408
ZNF648|127665	88.0955	ZNF648|127665	14.5213
ZNF649|65251	762.2004	ZNF649|65251	357.3714
ZNF652|22834	1395.1683	ZNF652|22834	1684.9619
ZNF653|115950	95.4691	ZNF653|115950	38.3953
ZNF654|55279	948.8697	ZNF654|55279	646.0743
ZNF655|79027	467.6433	ZNF655|79027	1823.0372
ZNF658|26149	69.8554	ZNF658|26149	144.4745
ZNF660|285349	12.0307	ZNF660|285349	46.5174
ZNF662|389114	94.6929	ZNF662|389114	411.2725
ZNF664|144348	3868.4389	ZNF664|144348	5697.0219
ZNF665|79788	65.9746	ZNF665|79788	107.0637
ZNF667|63934	142.0394	ZNF667|63934	218.3116
ZNF668|79759	274.7647	ZNF668|79759	75.8061
ZNF669|79862	83.0504	ZNF669|79862	167.6101
ZNF670|93474	41.8356	ZNF670|93474	181.3857
ZNF671|79891	272.4362	ZNF671|79891	114.2013
ZNF672|79894	461.434	ZNF672|79894	417.4255
ZNF673|55634	152.5177	ZNF673|55634	363.2784
ZNF674|641339	98.9619	ZNF674|641339	108.0482
ZNF675|171392	220.0446	ZNF675|171392	260.6448
lowly_expressed	lowly_expressed	ZNF676|163223	37.6569
ZNF677|342926	101.2904	ZNF677|342926	101.649
ZNF678|339500	152.5177	ZNF678|339500	148.4125
ZNF680|340252	178.5195	ZNF680|340252	575.683
ZNF681|148213	221.2089	ZNF681|148213	203.2981
ZNF682|91120	96.6334	ZNF682|91120	112.7246
ZNF683|257101	6.2094	ZNF683|257101	24.8585
ZNF684|127396	91.5882	ZNF684|127396	105.3409
ZNF687|57592	1896.8429	ZNF687|57592	654.6
ZNF688|146542	166.4888	ZNF688|146542	60.0541
ZNF689|115509	185.505	ZNF689|115509	166.1334
ZNF691|51058	752.4983	ZNF691|51058	186.5617
ZNF692|55657	430.3871	ZNF692|55657	258.4297
ZNF695|57116	41.2147	lowly_expressed	lowly_expressed
ZNF696|79943	295.7214	ZNF696|79943	143.7362
ZNF697|90874	167.6531	ZNF697|90874	162.1954
ZNF699|374879	38.8086	ZNF699|374879	71.3758
ZNF69|7620	55.4963	ZNF69|7620	75.5599
ZNF700|90592	300.3784	ZNF700|90592	358.8432
ZNF701|55762	270.1077	ZNF701|55762	255.4762
ZNF702P|79986	279.0337	ZNF702P|79986	177.9473
ZNF703|80139	924.4203	ZNF703|80139	104.1103
ZNF704|619279	362.8602	ZNF704|619279	804.3318
ZNF706|51123	948.8697	ZNF706|51123	1150.8737
ZNF707|286075	201.4165	ZNF707|286075	94.2653
ZNF708|7562	203.745	ZNF708|7562	392.0748
ZNF709|163051	113.7091	ZNF709|163051	172.7787
