gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
MCL1|4170	8726.0162	MCL1|4170	10143.8253
MCM10|55388	664.2721	MCM10|55388	48.5693
MCM2|4171	1686.369	MCM2|4171	412.6506
MCM3APAS|114044	80.722	MCM3APAS|114044	40.8584
MCM3AP|8888	2730.9539	MCM3AP|8888	2386.8524
MCM3|4172	3975.175	MCM3|4172	1543.6747
MCM4|4173	1747.7494	MCM4|4173	1066.6416
MCM5|4174	900.7002	MCM5|4174	793.2982
MCM6|4175	2124.6704	MCM6|4175	869.7289
MCM7|4176	2572.9017	MCM7|4176	1610.0264
MCM8|84515	295.9898	MCM8|84515	342.99699999999996
MCM9|254394	117.3047	MCM9|254394	128.3886
MCOLN1|57192	268.255	MCOLN1|57192	395.7078
MCOLN2|255231	22.2788	lowly_expressed	lowly_expressed
MCOLN3|55283	80.4765	MCOLN3|55283	117.8464
MCPH1|79648	210.4301	MCPH1|79648	562.7372
MCRS1|10445	1288.9879	MCRS1|10445	653.991
MCTP1|79772	175.0477	MCTP1|79772	223.2681
MCTP2|55784	57.2884	MCTP2|55784	250.753
MCTS1|28985	628.3532	MCTS1|28985	800.0753
MDC1|9656	1498.1359	MDC1|9656	1111.8223
MDFIC|29969	598.7997	MDFIC|29969	1082.8313
MDFI|4188	1761.8441	MDFI|4188	315.512
MDGA1|266727	65.9271	MDGA1|266727	93.75
MDH1B|130752	12.7307	MDH1B|130752	18.4488
MDH1|4190	2358.8251	MDH1|4190	2856.5512
MDH2|4191	3785.1232	MDH2|4191	2990.5873
MDK|4192	6601.8005	MDK|4192	827.5602
MDM1|56890	280.5311	MDM1|56890	256.4006
MDM2|4193	2597.0719	MDM2|4193	1312.1235
MDM4|4194	841.1385	MDM4|4194	914.5331
MDN1|23195	1963.7174	MDN1|23195	2065.1355
MDP1|145553	94.3257	MDP1|145553	116.698
ME1|4199	484.223	ME1|4199	5142.6958
ME2|4200	443.7574	ME2|4200	532.756
ME3|10873	87.7512	ME3|10873	309.8645
MEA1|4201	1617.6866	MEA1|4201	798.1928
MEAF6|64769	1719.5599	MEAF6|64769	1058.7349
MECOM|2122	312.3579	MECOM|2122	722.8916
MECP2|4204	2694.8259	MECP2|4204	1948.4187
MECR|51102	330.09	MECR|51102	379.5181
MED10|84246	140.0382	MED10|84246	309.8645
MED11|400569	122.3061	MED11|400569	244.3524
lowly_expressed	lowly_expressed	MED12L|116931	18.8253
MED12|9968	1793.671	MED12|9968	1626.1295
MED13L|23389	2948.5314	MED13L|23389	4044.8042
MED13|9969	2520.2328	MED13|9969	2227.7861
MED14|9282	1970.0827	MED14|9282	1046.3102
MED15|51586	712.0124	MED15|51586	1459.3373
MED16|10025	825.2251	MED16|10025	965.738
MED17|9440	724.2884	MED17|9440	650.9789
MED18|54797	206.8746	MED18|54797	273.3434
MED19|219541	230.5174	MED19|219541	134.0361
MED1|5469	2137.4011	MED1|5469	1816.6416
MED20|9477	978.9033	MED20|9477	403.6145
MED21|9412	827.0437	MED21|9412	602.0331
MED22|6837	1053.4691	MED22|6837	711.2199
MED23|9439	1641.8114	MED23|9439	1192.3946
MED24|9862	1526.78	MED24|9862	1260.5422
MED25|81857	848.4132	MED25|81857	624.759
MED26|9441	500.5911	MED26|9441	242.8464
MED27|9442	260.9803	MED27|9442	198.0422
MED28|80306	604.2557	MED28|80306	418.2982
MED29|55588	1456.7609	MED29|55588	1297.0633
MED30|90390	197.3265	MED30|90390	141.1898
MED31|51003	94.20299999999999	MED31|51003	129.9209
MED4|29079	772.9381	MED4|29079	851.6566
MED6|10001	247.7949	MED6|10001	302.7108
MED7|9443	155.9516	MED7|9443	211.5964
MED8|112950	761.5713	MED8|112950	524.0964
MED9|55090	275.9844	MED9|55090	414.1566
MEF2A|4205	3315.2678	MEF2A|4205	1793.2681
MEF2B|100271849	23.32	MEF2B|100271849	21.4232
MEF2C|4208	562.4261	MEF2C|4208	1073.4187
MEF2D|4209	1271.7105	MEF2D|4209	1939.006
MEG3|55384	15.0041	MEG3|55384	266.9428
MEGF10|84466	10.0027	MEGF10|84466	123.494
MEGF6|1953	896.1535	MEGF6|1953	861.0693
MEGF8|1954	1172.1379	MEGF8|1954	1530.497
MEGF9|1955	1617.2593	MEGF9|1955	1724.3976
MEI1|150365	35.0095	MEI1|150365	39.1566
MEIS1|4211	128.2168	MEIS1|4211	323.4187
MEIS2|4212	119.5781	MEIS2|4212	512.0482
MEIS3P1|4213	319.6326	MEIS3P1|4213	562.8765
MEIS3|56917	499.6817	MEIS3|56917	196.5361
MELK|9833	496.0444	MELK|9833	81.3253
MEMO1|51072	725.3842	MEMO1|51072	228.8366
MEN1|4221	796.5809	MEN1|4221	678.0873
MEOX1|4222	95.4806	MEOX1|4222	525.6024
MEOX2|4223	106.8473	MEOX2|4223	574.9247
MEPCE|56257	1358.5523	MEPCE|56257	1360.3163
MERTK|10461	125.4888	MERTK|10461	589.2319
MESDC1|59274	624.2612	MESDC1|59274	330.5723
MESDC2|23184	1325.8161	MESDC2|23184	1172.8163
lowly_expressed	lowly_expressed	MESP1|55897	57.6054
MESP2|145873	5.0014	MESP2|145873	11.2952
lowly_expressed	lowly_expressed	MESTIT1|317751	20.7078
MEST|4232	1986.4509	MEST|4232	1976.6566
METAP1|23173	1327.6348	METAP1|23173	1075.6777
METAP2|10988	1716.8319	METAP2|10988	1500.753
METRNL|284207	246.8855	METRNL|284207	289.1566
METRN|79006	50.4683	METRN|79006	77.9367
METT10D|79066	754.2966	METT10D|79066	1028.6145
METT11D1|64745	366.4636	METT11D1|64745	602.0331
METT5D1|196074	373.7383	METT5D1|196074	316.6416
METTL10|399818	456.8246	METTL10|399818	252.6694
METTL11A|28989	160.5847	METTL11A|28989	304.4804
METTL12|751071	52.7644	METTL12|751071	53.3396
METTL13|51603	1264.8904	METTL13|51603	855.7982
METTL14|57721	469.6735	METTL14|57721	437.1235
METTL1|4234	470.1282	METTL1|4234	236.4458
METTL2A|339175	411.0212	METTL2A|339175	333.5843
METTL2B|55798	270.983	METTL2B|55798	246.6114
METTL3|56339	416.5363	METTL3|56339	739.8607
METTL4|64863	280.5311	METTL4|64863	218.3735
METTL5|29081	746.4854	METTL5|29081	483.9947
METTL6|131965	305.0832	METTL6|131965	206.7018
METTL7A|25840	3462.7626	METTL7A|25840	3959.3373
lowly_expressed	lowly_expressed	METTL7B|196410	11.6717
METTL8|79828	1309.448	METTL8|79828	413.0271
METTL9|51108	3167.2274	METTL9|51108	1685.994
MET|4233	1556.7882	MET|4233	1777.4849
MEX3A|92312	5252.7962	MEX3A|92312	140.0602
MEX3B|84206	212.7853	MEX3B|84206	52.7108
MEX3C|51320	702.0096	MEX3C|51320	917.5452
MEX3D|399664	797.4902	MEX3D|399664	341.1145
MFAP1|4236	537.4193	MFAP1|4236	754.1416
MFAP2|4237	1013.9129	MFAP2|4237	67.0181
MFAP3L|9848	1042.5571	MFAP3L|9848	720.2560000000001
MFAP3|4238	1117.5775	MFAP3|4238	1011.2952
MFAP4|4239	684.7322	MFAP4|4239	4462.3494
MFAP5|8076	1073.9293	MFAP5|8076	2091.1145
MFF|56947	981.1767	MFF|56947	1122.3645
MFGE8|4240	1507.6839	MFGE8|4240	4271.4608
MFHAS1|9258	167.3184	MFHAS1|9258	217.24400000000003
MFI2|4241	89.5699	MFI2|4241	309.8645
MFN1|55669	1128.0349	MFN1|55669	1026.7319
MFN2|9927	3034.9186	MFN2|9927	3819.2771
MFNG|4242	135.9462	MFNG|4242	248.1175
MFRP|83552	341.0021	MFRP|83552	274.4729
MFSD10|10227	1092.5707	MFSD10|10227	687.8765
MFSD11|79157	468.3959	MFSD11|79157	644.1566
MFSD1|64747	1018.0049	MFSD1|64747	1996.2349
MFSD2A|84879	127.7621	MFSD2A|84879	101.2801
MFSD2B|388931	15.9134	MFSD2B|388931	9.4127
MFSD3|113655	190.0518	MFSD3|113655	244.7289
MFSD4|148808	23.1881	MFSD4|148808	144.2018
MFSD5|84975	250.5229	MFSD5|84975	554.9699
MFSD6L|162387	6.3654	MFSD6L|162387	7.1536
MFSD6|54842	3139.4926	MFSD6|54842	1812.8765
MFSD7|84179	32.4361	MFSD7|84179	633.3321
MFSD8|256471	275.075	MFSD8|256471	453.3133
MFSD9|84804	194.5985	MFSD9|84804	223.2681
lowly_expressed	lowly_expressed	MGAM|8972	17.3193
MGAT1|4245	2053.2873	MGAT1|4245	3032.756
MGAT2|4247	579.7036	MGAT2|4247	495.1054
MGAT3|4248	32.2815	MGAT3|4248	187.8765
MGAT4A|11320	2108.7569	MGAT4A|11320	796.3102
MGAT4B|11282	1297.172	MGAT4B|11282	990.5873
lowly_expressed	lowly_expressed	MGAT4C|25834	16.1898
MGAT5B|146664	60.0164	MGAT5B|146664	15.8133
MGAT5|4249	332.81800000000004	MGAT5|4249	305.3464
MGA|23269	1647.2674	MGA|23269	1689.3825
MGC12916|84815	9.5481	MGC12916|84815	6.4006
MGC12982|84793	19.0961	MGC12982|84793	28.238000000000003
lowly_expressed	lowly_expressed	MGC14436|84983	7.1536
MGC16121|84848	7.2747	MGC16121|84848	6.0241
MGC16142|84849	16.8228	MGC16142|84849	7.5301
MGC16275|85001	19.0961	MGC16275|85001	26.3554
lowly_expressed	lowly_expressed	MGC16384|114130	9.0361
MGC21881|389741	97.7539	MGC21881|389741	138.1777
MGC23270|196872	18.1868	MGC23270|196872	28.6145
MGC23284|197187	20.9148	MGC23284|197187	36.5211
MGC2752|65996	582.4316	MGC2752|65996	518.0723
MGC29506|51237	130.0355	MGC29506|51237	199.9247
MGC3771|81854	5.5606	MGC3771|81854	9.8343
MGC42105|167359	6.3654	MGC42105|167359	7.9066
lowly_expressed	lowly_expressed	MGC45800|90768	15.8133
MGC57346|401884	171.1376	MGC57346|401884	159.6875
MGC70857|414919	657.452	MGC70857|414919	411.8976
MGC72080|389538	17.1001	MGC72080|389538	76.6378
lowly_expressed	lowly_expressed	MGC87042|256227	14.6837
MGEA5|10724	5407.8385	MGEA5|10724	5000.3765
MGLL|11343	2038.7378	MGLL|11343	6157.003000000001
MGMT|4255	334.6367	MGMT|4255	352.4096
MGP|4256	29226.6073	MGP|4256	53930.7229
MGRN1|23295	1207.1474	MGRN1|23295	1312.8765
MGST1|4257	1898.245	MGST1|4257	7506.7771
MGST2|4258	367.3729	MGST2|4258	807.6054
MGST3|4259	1143.4937	MGST3|4259	1103.9157
MIA3|375056	4893.1527	MIA3|375056	2133.6596
MIAT|440823	39.5562	MIAT|440823	76.1747
MIA|8190	31.9223	MIA|8190	190.4179
MIB1|57534	3360.9166	MIB1|57534	2359.5633
MIB2|142678	192.3252	MIB2|142678	368.2229
MICAL1|64780	208.2386	MICAL1|64780	279.7252
MICAL2|9645	1495.4078	MICAL2|9645	777.8614
MICAL3|57553	885.2414	MICAL3|57553	1740.2108
MICALCL|84953	90.4792	MICALCL|84953	48.9458
MICALL1|85377	473.7656	MICALL1|85377	940.1355
MICALL2|79778	227.7894	MICALL2|79778	314.3825
MICA|4276	135.4915	lowly_expressed	lowly_expressed
MICB|4277	92.7526	MICB|4277	40.6627
MID1IP1|58526	477.8576	MID1IP1|58526	423.9458
MID1|4281	222.78799999999998	lowly_expressed	lowly_expressed
MID2|11043	501.5004	MID2|11043	800.0753
MIDN|90007	1329.4535	MIDN|90007	1964.6084
MIER1|57708	1314.4494	MIER1|57708	938.6295
MIER2|54531	305.5379	MIER2|54531	384.7892
MIER3|166968	833.4091	MIER3|166968	671.3102
MIF4GD|57409	297.1856	MIF4GD|57409	326.6867
MIF|4282	2272.2515	MIF|4282	1677.4661
MIIP|60672	337.3647	MIIP|60672	190.1355
MINA|84864	1061.7123	MINA|84864	888.2907
MINK1|50488	1198.2268	MINK1|50488	2455.6024
MINPP1|9562	542.4207	MINPP1|9562	261.6717
MIOS|54468	1050.7411	MIOS|54468	678.0873
MIPEP|4285	394.1984	MIPEP|4285	533.8855
MIPOL1|145282	147.7676	MIPOL1|145282	200.6777
MIR155HG|114614	12.7307	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MIR17HG|407975	28.238000000000003
MIS12|79003	401.4731	MIS12|79003	469.1265
MITD1|129531	166.40900000000002	MITD1|129531	204.0663
MITF|4286	212.7853	MITF|4286	574.1717
MKI67IP|84365	745.6534	MKI67IP|84365	508.2831
MKI67|4288	5471.9469	MKI67|4288	611.4458
MKKS|8195	764.2994	MKKS|8195	626.1295
MKL1|57591	715.6497	MKL1|57591	1208.5843
MKL2|57496	2807.1292	MKL2|57496	2601.2801
MKLN1|4289	2127.8531	MKLN1|4289	2307.9819
MKNK1|8569	344.7122	MKNK1|8569	537.6807
MKNK2|2872	3060.3801	MKNK2|2872	3854.2922
MKRN1|23608	4603.9829	MKRN1|23608	2329.0663
MKRN2|23609	843.8665	MKRN2|23609	662.2741
lowly_expressed	lowly_expressed	MKRN3|7681	6.0241
MKS1|54903	188.6878	MKS1|54903	284.262
MKX|283078	13.1854	MKX|283078	20.3313
MLC1|23209	6.82	lowly_expressed	lowly_expressed
MLEC|9761	4373.9202	MLEC|9761	5751.1295
MLF1IP|79682	892.8208	MLF1IP|79682	317.4322
MLF1|4291	265.9816	MLF1|4291	343.3735
MLF2|8079	9048.3768	MLF2|8079	2588.4789
MLH1|4292	922.5243	MLH1|4292	928.8404
MLH3|27030	776.5754	MLH3|27030	629.1416
MLKL|197259	122.7608	MLKL|197259	170.9337
MLL2|8085	3414.0402	MLL2|8085	3410.0866
MLL3|58508	3512.7762	MLL3|58508	3970.6325
MLL4|9757	1359.4617	MLL4|9757	1293.6747
MLL5|55904	2751.5231	MLL5|55904	2898.4526
MLLT10|8028	874.3294	MLLT10|8028	847.1386
MLLT11|10962	181.8678	MLLT11|10962	59.1114
MLLT1|4298	1598.6178	MLLT1|4298	1523.7199
MLLT3|4300	316.9046	MLLT3|4300	439.006
MLLT4|4301	2533.8729	MLLT4|4301	3632.5301
MLLT6|4302	2883.5137	MLLT6|4302	4775.9789
MLL|4297	2266.9819	MLL|4297	3842.6205
MLPH|79083	3393.1981	MLPH|79083	3968.3735
MLST8|64223	638.7106	MLST8|64223	510.8471
MLXIPL|51085	45.9216	MLXIPL|51085	324.9247
MLXIP|22877	594.253	MLXIP|22877	1847.8916
MLX|6945	852.4689	MLX|6945	1107.5904
MLYCD|23417	245.9762	MLYCD|23417	404.744
MMAA|166785	481.9496	MMAA|166785	360.6928
MMAB|326625	225.9707	MMAB|326625	1071.5361
MMACHC|25974	269.619	MMACHC|25974	199.5482
MMADHC|27249	1407.6566	MMADHC|27249	1537.2741
MMD|23531	227.7894	MMD|23531	1307.6054
MME|4311	395.1078	MME|4311	3903.991
MMGT1|93380	979.3580000000001	MMGT1|93380	941.2651
MMP10|4319	71.3831	lowly_expressed	lowly_expressed
MMP11|4320	3548.6951	MMP11|4320	33.509
MMP13|4322	91.8432	lowly_expressed	lowly_expressed
MMP14|4323	6208.9661	MMP14|4323	3047.4398
MMP15|4324	1355.3696	MMP15|4324	659.262
MMP16|4325	287.8058	MMP16|4325	103.1627
MMP17|4326	31.3722	MMP17|4326	73.7952
MMP19|4327	249.6135	MMP19|4327	516.1898
MMP1|4312	22.2788	lowly_expressed	lowly_expressed
MMP23B|8510	27.2802	MMP23B|8510	46.6867
MMP24|10893	173.2291	MMP24|10893	307.6054
MMP25|64386	343.8801	MMP25|64386	29.6461
lowly_expressed	lowly_expressed	MMP27|64066	6.0241
MMP28|79148	97.7539	MMP28|79148	236.4458
MMP2|4313	6563.1536	MMP2|4313	6012.0482
MMP3|4314	169.5917	MMP3|4314	13.9307
MMP7|4316	849.3225	MMP7|4316	857.3042
MMP9|4318	506.5018	MMP9|4318	29.3675
MMRN1|22915	159.1343	MMRN1|22915	971.0089999999999
MMRN2|79812	939.3471	MMRN2|79812	2315.512
MMS19|64210	1363.5537	MMS19|64210	1122.741
MN1|4330	416.9319	MN1|4330	250.753
MNAT1|4331	212.3306	MNAT1|4331	245.1054
MND1|84057	256.8882	MND1|84057	17.3193
MNDA|4332	139.5835	MNDA|4332	84.7139
MNS1|55329	100.4819	MNS1|55329	109.1867
MNT|4335	529.6899	MNT|4335	580.9488
MNX1|3110	10.0027	lowly_expressed	lowly_expressed
MOAP1|64112	680.6402	MOAP1|64112	880.6476
MOB2|81532	283.2591	MOB2|81532	611.0693
MOBKL1A|92597	1036.1917	MOBKL1A|92597	766.5663
MOBKL1B|55233	756.1153	MOBKL1B|55233	779.3675
MOBKL2A|126308	883.4228	MOBKL2A|126308	1044.0512
MOBKL2B|79817	221.424	MOBKL2B|79817	722.1386
MOBKL2C|148932	252.2688	MOBKL2C|148932	567.741
MOBKL3|25843	975.2660000000001	MOBKL3|25843	937.5
MOCOS|55034	131.8541	MOCOS|55034	188.6295
MOCS1|4337	257.843	MOCS1|4337	746.875
MOCS2|4338	628.3532	MOCS2|4338	838.8554
MOCS3|27304	191.8705	MOCS3|27304	159.262
MOGAT2|80168	10.4574	MOGAT2|80168	216.8675
MOGS|7841	767.9367	MOGS|7841	998.8705
MON1A|84315	150.9503	MON1A|84315	200.6777
MON1B|22879	599.7090000000001	MON1B|22879	800.4518
MON2|23041	1515.868	MON2|23041	2135.5422
MORC2|22880	1560.8802	MORC2|22880	994.3524
MORC3|23515	1013.9129	MORC3|23515	1122.741
MORC4|79710	577.4302	MORC4|79710	1155.497
MORF4L1|10933	3780.1219	MORF4L1|10933	3408.509
MORF4L2|9643	2987.1783	MORF4L2|9643	3665.2824
MORF4|10934	7.7294	lowly_expressed	lowly_expressed
MORN1|79906	95.4806	MORN1|79906	112.9518
MORN2|729967	287.3511	MORN2|729967	127.6355
MORN3|283385	6.3654	lowly_expressed	lowly_expressed
MORN4|118812	164.1357	MORN4|118812	144.2018
MORN5|254956	5.0014	lowly_expressed	lowly_expressed
MOSC1|64757	186.4145	MOSC1|64757	1385.5422
MOSC2|54996	139.1289	MOSC2|54996	346.009
MOSPD1|56180	364.1902	MOSPD1|56180	181.8524
MOSPD2|158747	339.1834	MOSPD2|158747	317.3946
MOSPD3|64598	372.829	MOSPD3|64598	166.4157
MOV10L1|54456	46.3763	MOV10L1|54456	5.2711
MOV10|4343	1293.9893	MOV10|4343	1050.0753
MOXD1|26002	246.8855	MOXD1|26002	76.8072
MPDU1|9526	699.7363	MPDU1|9526	1064.006
MPDZ|8777	883.4228	MPDZ|8777	1720.6325
MPEG1|219972	445.1214	MPEG1|219972	681.4759
MPG|4350	388.7424	MPG|4350	393.4488
MPHOSPH10|10199	1159.4071	MPHOSPH10|10199	779.3675
MPHOSPH6|10200	563.3355	MPHOSPH6|10200	884.4127
MPHOSPH8|54737	877.512	MPHOSPH8|54737	1412.2741
MPHOSPH9|10198	190.0518	MPHOSPH9|10198	168.2982
MPI|4351	280.5311	MPI|4351	595.256
MPL|4352	22.7335	MPL|4352	34.262
MPND|84954	480.1309	MPND|84954	320.4066
MPO|4353	13.6401	MPO|4353	8.6596
MPP1|4354	147.7676	MPP1|4354	329.4428
MPP2|4355	148.2222	MPP2|4355	179.5934
MPP3|4356	119.5781	MPP3|4356	196.5361
MPP5|64398	1015.2769	MPP5|64398	1149.8494
MPP6|51678	24.0975	MPP6|51678	203.3133
MPP7|143098	578.7942	MPP7|143098	717.6205
MPPE1|65258	456.4881	MPPE1|65258	715.738
MPPED1|758	7.2747	MPPED1|758	6.0241
MPPED2|744	79.1125	MPPED2|744	199.9247
MPRIP|23164	1538.6014	MPRIP|23164	2689.759
MPST|4357	483.3136	MPST|4357	468.75
MPV17L2|84769	167.773	MPV17L2|84769	219.8795
MPV17L|255027	187.3238	MPV17L|255027	2137.0482
MPV17|4358	369.1916	MPV17|4358	637.8012
MPZL1|9019	4155.2242	MPZL1|9019	5089.6084
MPZL2|10205	512.8671	MPZL2|10205	935.2410000000001
MPZL3|196264	66.3817	MPZL3|196264	93.75
MPZ|4359	8.1841	MPZ|4359	74.1717
MR1|3140	106.8473	MR1|3140	126.506
MRAP2|112609	60.471000000000004	MRAP2|112609	80.9488
lowly_expressed	lowly_expressed	MRAP|56246	198.7764
MRAS|22808	657.9067	MRAS|22808	2414.5331
MRC1|4360	76.8391	MRC1|4360	414.5331
MRC2|9902	1820.4965	MRC2|9902	2344.5029999999997
MRE11A|4361	611.5304	MRE11A|4361	599.7741
MREG|55686	971.1512	MREG|55686	615.7568
MRFAP1L1|114932	1484.4958	MRFAP1L1|114932	1147.5904
MRFAP1|93621	6244.4303	MRFAP1|93621	5377.259
lowly_expressed	lowly_expressed	MRGPRE|116534	5.6476
MRGPRF|116535	55.015	MRGPRF|116535	405.49699999999996
lowly_expressed	lowly_expressed	MRGPRX3|117195	18.4488
MRI1|84245	773.3927	MRI1|84245	553.4639
MRM1|79922	44.1029	MRM1|79922	88.8554
MRO|83876	17.2774	MRO|83876	36.8976
MRP63|78988	406.8064	MRP63|78988	553.8404
MRPL10|124995	388.7424	MRPL10|124995	686.3705
MRPL11|65003	563.3355	MRPL11|65003	401.7319
MRPL12|6182	868.8733	MRPL12|6182	458.2078
MRPL13|28998	1180.3219	MRPL13|28998	437.1235
MRPL14|64928	727.9258	MRPL14|64928	314.006
MRPL15|29088	685.6415	MRPL15|29088	484.5633
MRPL16|54948	491.9524	MRPL16|54948	551.2048
MRPL17|63875	762.4807	MRPL17|63875	568.1476
MRPL18|29074	1039.3744	MRPL18|29074	631.0241
MRPL19|9801	1609.5299	MRPL19|9801	1298.9458
MRPL1|65008	415.1132	MRPL1|65008	215.738
MRPL20|55052	1543.7619	MRPL20|55052	1000.6627
MRPL21|219927	948.4405	MRPL21|219927	406.25
MRPL22|29093	305.5379	MRPL22|29093	285.3916
MRPL23|6150	181.4131	MRPL23|6150	272.5904
MRPL24|79590	918.4323	MRPL24|79590	888.5542
MRPL27|51264	479.6763	MRPL27|51264	512.0482
MRPL28|10573	548.786	MRPL28|10573	526.3554
MRPL2|51069	430.57199999999995	MRPL2|51069	423.1928
MRPL30|51263	892.6071	MRPL30|51263	1216.9315
MRPL32|64983	679.7308	MRPL32|64983	629.8946
MRPL33|9553	372.3743	MRPL33|9553	396.4608
MRPL34|64981	476.4936	MRPL34|64981	316.2651
MRPL35|51318	1158.0431	MRPL35|51318	709.3373
MRPL36|64979	324.634	MRPL36|64979	191.2651
MRPL37|51253	1399.0179	MRPL37|51253	1053.0873
MRPL38|64978	485.1323	MRPL38|64978	653.0497
MRPL39|54148	168.6824	MRPL39|54148	419.0512
MRPL3|11222	2877.603	MRPL3|11222	1231.9277
MRPL40|64976	347.3675	MRPL40|64976	489.0813
MRPL41|64975	162.7717	MRPL41|64975	387.4247
MRPL42|28977	919.3416	MRPL42|28977	639.3072
MRPL43|84545	916.3317	MRPL43|84545	719.375
MRPL44|65080	506.0471	MRPL44|65080	523.3434
MRPL45|84311	1072.1106	MRPL45|84311	857.3042
MRPL46|26589	204.1466	MRPL46|26589	313.6295
MRPL47|57129	666.0908	MRPL47|57129	348.2681
MRPL48|51642	486.0416	MRPL48|51642	236.4458
MRPL49|740	1266.7091	MRPL49|740	1734.9398
MRPL4|51073	2816.2226	MRPL4|51073	527.1084
MRPL50|54534	300.9912	MRPL50|54534	359.5633
MRPL51|51258	4011.5486	MRPL51|51258	895.7078
MRPL52|122704	285.0777	MRPL52|122704	234.1867
MRPL53|116540	185.8052	MRPL53|116540	278.6145
MRPL54|116541	295.9898	MRPL54|116541	365.5873
MRPL55|128308	347.3675	MRPL55|128308	286.5211
MRPL9|65005	1179.258	MRPL9|65005	683.7236
MRPS10|55173	937.9831	MRPS10|55173	886.6717
MRPS11|64963	285.0777	MRPS11|64963	448.7952
MRPS12|6183	374.6476	MRPS12|6183	270.7078
MRPS14|63931	281.4404	MRPS14|63931	274.0964
MRPS15|64960	1016.1862	MRPS15|64960	804.9699
MRPS16|51021	2167.4093	MRPS16|51021	1215.9262
MRPS17|51373	267.5139	MRPS17|51373	159.6235
MRPS18A|55168	542.8753	MRPS18A|55168	536.1446
MRPS18B|28973	932.0724	MRPS18B|28973	1202.1837
MRPS18C|51023	225.3842	MRPS18C|51023	227.5715
MRPS21|54460	1008.0022	MRPS21|54460	538.0271
MRPS22|56945	384.1957	MRPS22|56945	477.0331
MRPS23|51649	591.0703	MRPS23|51649	397.9669
MRPS24|64951	725.1978	MRPS24|64951	648.3434
MRPS25|64432	572.3879	MRPS25|64432	1269.8682
MRPS26|64949	572.4288	MRPS26|64949	544.0512
MRPS27|23107	1202.146	MRPS27|23107	1394.5783
MRPS28|28957	313.49	MRPS28|28957	217.5339
MRPS2|51116	583.7774	MRPS2|51116	745.8057
MRPS30|10884	439.2107	MRPS30|10884	367.4699
MRPS31|10240	240.9748	MRPS31|10240	331.7018
MRPS33|51650	617.4411	MRPS33|51650	446.9127
MRPS34|65993	755.206	MRPS34|65993	571.1596
MRPS35|60488	3006.7291	MRPS35|60488	1306.4759
MRPS36|92259	323.27	MRPS36|92259	255.2711
MRPS5|64969	609.2571	MRPS5|64969	587.7259
MRPS6|64968	1160.3028	MRPS6|64968	1103.9533
MRPS7|51081	885.4097	MRPS7|51081	921.4307
MRPS9|64965	316.9046	MRPS9|64965	412.2741
MRRF|92399	464.2175	MRRF|92399	507.1536
MRS2|57380	1032.0997	MRS2|57380	748.1175
MRTO4|51154	798.3996	MRTO4|51154	547.8163
MRVI1|10335	449.2134	MRVI1|10335	638.1777
MS4A14|84689	20.5874	MS4A14|84689	33.5617
MS4A15|219995	771.1194	lowly_expressed	lowly_expressed
MS4A1|931	70.9284	MS4A1|931	18.0723
MS4A2|2206	20.0055	MS4A2|2206	50.0753
MS4A4A|51338	87.2965	MS4A4A|51338	163.0271
MS4A6A|64231	521.9605	MS4A6A|64231	370.4819
MS4A7|58475	260.853	MS4A7|58475	315.0828
MS4A8B|83661	17.2774	lowly_expressed	lowly_expressed
MSC|9242	85.8962	MSC|9242	94.6837
MSH2|4436	1442.2115	MSH2|4436	886.6717
MSH3|4437	465.8452	MSH3|4437	477.7786
MSH5|4439	70.4738	MSH5|4439	204.1792
MSH6|2956	2565.2451	MSH6|2956	1548.9458
MSI1|4440	248.2495	MSI1|4440	30.497
MSI2|124540	605.6197	MSI2|124540	290.6627
MSL1|339287	2907.6112	MSL1|339287	1676.9578
MSL2|55167	851.5959	MSL2|55167	926.5813
MSL3L2|151507	108.2113	MSL3L2|151507	100.5271
MSL3|10943	741.1112	MSL3|10943	496.6114
MSMB|4477	19.0961	MSMB|4477	82.4548
MSMP|692094	14.0948	MSMP|692094	48.9458
MSN|4478	5773.8474	MSN|4478	8141.9428
MSR1|4481	466.0362	MSR1|4481	203.3133
MSRA|4482	69.1098	MSRA|4482	270.3313
MSRB2|22921	537.4193	MSRB2|22921	411.5211
MSRB3|253827	857.9613	MSRB3|253827	2057.6054
MST1P2|11209	85.4779	MST1P2|11209	175.0753
MST1P9|11223	20.0055	MST1P9|11223	71.5361
MST1R|4486	56.379	MST1R|4486	422.4398
MST1|4485	25.0068	MST1|4485	82.0783
MST4|51765	382.37699999999995	MST4|51765	213.1024
MSTN|2660	6.3654	MSTN|2660	6.0241
MSTO1|55154	550.3455	MSTO1|55154	753.9157
MSTO2P|100129405	83.6637	MSTO2P|100129405	115.7568
MSX1|4487	30.9175	MSX1|4487	70.7831
MSX2P1|55545	6.3654	MSX2P1|55545	5.2711
MSX2|4488	330.5447	MSX2|4488	302.7108
MT1A|4489	68.6551	MT1A|4489	16.5663
MT1E|4493	105.0286	MT1E|4493	268.8253
MT1F|4494	292.3525	MT1F|4494	70.7831
MT1G|4495	1642.7207	MT1G|4495	93.3735
MT1L|4500	12.2761	MT1L|4500	40.2861
MT1M|4499	11.8214	MT1M|4499	60.994
