gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
MAP3K1|4214	6033.4154	MAP3K1|4214	1639.6226
MAP3K2|10746	826.9434	MAP3K2|10746	746.2264
MAP3K3|4215	465.0229	MAP3K3|4215	1428.5896
MAP3K4|4216	698.9096	MAP3K4|4216	931.6038
MAP3K5|4217	205.7686	MAP3K5|4217	668.3962
MAP3K6|9064	313.7531	MAP3K6|9064	946.6981
MAP3K7|6885	549.0679	MAP3K7|6885	854.2453
MAP3K8|1326	112.9089	MAP3K8|1326	632.0755
MAP3K9|4293	77.0313	MAP3K9|4293	173.5849
MAP4K1|11184	48.5403	MAP4K1|11184	64.1509
MAP4K2|5871	631.3753	MAP4K2|5871	375.4717
MAP4K3|8491	881.4632	MAP4K3|8491	896.6981
MAP4K4|9448	936.3349	MAP4K4|9448	2330.6604
MAP4K5|11183	843.1235	MAP4K5|11183	1432.5472
MAP4|4134	7969.0468	MAP4|4134	6497.1698
MAP6D1|79929	133.3099	MAP6D1|79929	46.2264
MAP6|4135	24.6219	MAP6|4135	174.5283
MAP7D1|55700	839.2543	MAP7D1|55700	1872.1698
MAP7D2|256714	35.5259	MAP7D2|256714	33.9623
MAP7D3|79649	59.79600000000001	MAP7D3|79649	318.8679
MAP7|9053	776.2926	MAP7|9053	1116.5094
MAP9|79884	619.0644	MAP9|79884	467.9245
MAPK10|5602	78.4383	MAPK10|5602	141.9811
MAPK11|5600	231.4457	MAPK11|5600	257.0755
MAPK12|6300	237.9775	MAPK12|6300	102.9717
MAPK13|5603	772.0718	MAPK13|5603	639.6226
MAPK14|1432	2239.8874	MAPK14|1432	1313.6792
MAPK15|225689	94.9701	MAPK15|225689	50.0
MAPK1IP1L|93487	1475.5539999999999	MAPK1IP1L|93487	2714.6226
MAPK1|5594	4434.752	MAPK1|5594	3770.7547
MAPK3|5595	1620.3553	MAPK3|5595	1549.3962
lowly_expressed	lowly_expressed	MAPK4|5596	124.0566
MAPK6|5597	965.8811	MAPK6|5597	1299.5283
MAPK7|5598	64.3686	MAPK7|5598	332.4104
MAPK8IP1|9479	297.2212	MAPK8IP1|9479	336.3208
MAPK8IP2|23542	975.3781	MAPK8IP2|23542	177.3585
MAPK8IP3|23162	287.7242	MAPK8IP3|23162	884.434
MAPK8|5599	346.465	MAPK8|5599	411.7925
MAPK9|5601	2059.4442	MAPK9|5601	928.7736
MAPKAP1|79109	1825.5364	MAPKAP1|79109	1557.5472
MAPKAPK2|9261	2269.0820000000003	MAPKAPK2|9261	3398.1132
MAPKAPK3|7867	1497.7137	MAPKAPK3|7867	661.3208
MAPKAPK5|8550	578.2624	MAPKAPK5|8550	498.5849
MAPKBP1|23005	284.2068	MAPKBP1|23005	1155.1887
MAPKSP1|8649	874.0767	MAPKSP1|8649	985.8491
MAPRE1|22919	5820.2603	MAPRE1|22919	3162.2642
MAPRE2|10982	324.3053	MAPRE2|10982	967.4528
MAPRE3|22924	347.5202	MAPRE3|22924	481.1321
MAPT|4137	1125.2198	MAPT|4137	1520.283
MARCH10|162333	30.9286	lowly_expressed	lowly_expressed
MARCH1|55016	90.7492	MARCH1|55016	51.8868
MARCH2|51257	457.6152	MARCH2|51257	656.1321
MARCH3|115123	81.2522	MARCH3|115123	89.6226
MARCH4|57574	5.9796	lowly_expressed	lowly_expressed
MARCH5|54708	1238.1287	MARCH5|54708	1216.0377
MARCH6|10299	2965.8811	MARCH6|10299	2484.4339999999997
MARCH7|64844	1871.6145	MARCH7|64844	2413.6792
MARCH8|220972	165.6701	MARCH8|220972	580.1887
MARCH9|92979	320.7879	MARCH9|92979	207.0755
MARCKSL1|65108	4985.9304	MARCKSL1|65108	3676.8868
MARCKS|4082	2257.1228	MARCKS|4082	4139.6226
MARCO|8685	108.3363	MARCO|8685	52.8302
MARK1|4139	49.2438	MARK1|4139	275.0
MARK2|2011	2101.3014	MARK2|2011	1562.2642
MARK3|4140	1069.9965	MARK3|4140	1048.5849
MARK4|57787	754.8364	MARK4|57787	779.717
MARS2|92935	319.3809	MARS2|92935	222.1698
MARS|4141	2793.9887	MARS|4141	1407.7453
MARVELD1|83742	803.6159	MARVELD1|83742	1177.6887
MARVELD2|153562	607.4569	MARVELD2|153562	406.6038
MARVELD3|91862	181.7657	MARVELD3|91862	345.6698
lowly_expressed	lowly_expressed	MASP1|5648	147.1698
MASP2|10747	7.7383	MASP2|10747	70.7547
MAST1|22983	49.5955	MAST1|22983	6.1321
MAST2|23139	1051.7059	MAST2|23139	1217.9245
MAST3|23031	252.5501	MAST3|23031	293.8679
MAST4|375449	632.0788	MAST4|375449	1026.4151
MASTL|84930	882.5185	MASTL|84930	337.7358
lowly_expressed	lowly_expressed	MAT1A|4143	31.1321
MAT2A|4144	8207.879	MAT2A|4144	5700.4717
MAT2B|27430	2081.6039	MAT2B|27430	1556.1321
MATK|4145	8.09	MATK|4145	25.4717
MATN2|4147	128.7372	MATN2|4147	3384.9057
MATN3|4148	409.0749	MATN3|4148	87.2642
lowly_expressed	lowly_expressed	MATN4|8785	7.5472
MATR3|9782	9135.9796	MATR3|9782	7574.0047
MAVS|57506	2720.0141	MAVS|57506	3106.6038
MAX|4149	873.3732	MAX|4149	1148.1132
MAZ|4150	4073.8832	MAZ|4150	2234.8396
MBD1|4152	504.045	MBD1|4152	1119.3396
MBD2|8932	1228.6317	MBD2|8932	1453.3019
MBD3|53615	391.1361	MBD3|53615	904.717
MBD4|8930	1246.9223	MBD4|8930	799.0566
MBD5|55777	241.6461	MBD5|55777	345.7547
MBD6|114785	952.5149	MBD6|114785	1500.9434
MBIP|51562	303.2008	MBIP|51562	463.6792
lowly_expressed	lowly_expressed	MBL1P|8512	6.1321
MBLAC1|255374	9.497	MBLAC1|255374	15.565999999999999
MBLAC2|153364	210.6929	MBLAC2|153364	255.6604
MBNL1|4154	2673.2184	MBNL1|4154	4576.2217
MBNL2|10150	891.6637	MBNL2|10150	3200.0
MBNL3|55796	20.401	MBNL3|55796	123.5849
MBOAT1|154141	1418.9237	MBOAT1|154141	1203.3019
MBOAT2|129642	532.8878	MBOAT2|129642	286.3208
MBOAT7|79143	1211.0447	MBOAT7|79143	813.6792
MBP|4155	147.3795	MBP|4155	1397.6415
MBTD1|54799	1797.3971	MBTD1|54799	975.0
MBTPS1|8720	1857.5448	MBTPS1|8720	4449.5283
MBTPS2|51360	951.4597	MBTPS2|51360	578.3019
MB|4151	701.02	MB|4151	191.5094
MC1R|4157	52.9828	MC1R|4157	50.2311
MCAM|4162	1355.2585	MCAM|4162	4964.1509
MCART1|92014	196.975	MCART1|92014	203.7736
lowly_expressed	lowly_expressed	MCART2|147407	5.6604
MCART6|401612	8.09	MCART6|401612	11.3208
MCAT|27349	584.9455	MCAT|27349	233.4906
MCCC1|56922	601.4773	MCCC1|56922	881.6038
MCCC2|64087	5286.669	MCCC2|64087	2531.6038
lowly_expressed	lowly_expressed	MCCD1|401250	56.1321
MCC|4163	2253.2536	MCC|4163	1128.3019
MCEE|84693	211.3964	MCEE|84693	183.4906
lowly_expressed	lowly_expressed	MCF2L2|23101	18.3962
MCF2L|23263	213.5069	lowly_expressed	lowly_expressed
MCFD2|90411	2276.4685	MCFD2|90411	3801.4151
MCHR1|2847	5.1038	MCHR1|2847	13.6792
MCL1|4170	7026.7323	MCL1|4170	14500.9434
MCM10|55388	590.9251	MCM10|55388	48.5849
MCM2|4171	2948.9975	MCM2|4171	885.3774
MCM3APAS|114044	62.0964	MCM3APAS|114044	34.6887
MCM3AP|8888	1965.6912	MCM3AP|8888	2295.9717
MCM3|4172	2069.6447	MCM3|4172	2008.9623
MCM4|4173	3809.3563	MCM4|4173	1065.0943
MCM5|4174	1064.0169	MCM5|4174	1012.7358
MCM6|4175	2630.3201	MCM6|4175	683.4906
MCM7|4176	3266.5846	MCM7|4176	1733.3774
MCM8|84515	880.0563	MCM8|84515	279.717
MCM9|254394	90.7492	MCM9|254394	98.5849
MCOLN1|57192	321.1396	MCOLN1|57192	383.4906
MCOLN2|255231	70.3482	MCOLN2|255231	23.1132
MCOLN3|55283	71.0517	MCOLN3|55283	137.7358
MCPH1|79648	368.185	MCPH1|79648	524.8726
MCRS1|10445	992.6134	MCRS1|10445	733.9623
MCTP1|79772	60.1477	MCTP1|79772	154.717
MCTP2|55784	38.3398	MCTP2|55784	334.9057
MCTS1|28985	805.4872	MCTS1|28985	704.717
MDC1|9656	2005.2761	MDC1|9656	1234.434
MDFIC|29969	509.3211	MDFIC|29969	1017.9245
MDFI|4188	89.694	MDFI|4188	594.8113
MDGA1|266727	107.281	MDGA1|266727	115.0943
MDH1B|130752	37.6363	MDH1B|130752	40.566
MDH1|4190	3279.2824	MDH1|4190	2246.2264
MDH2|4191	2990.5029999999997	MDH2|4191	2308.4906
MDK|4192	461.1326	MDK|4192	1267.4528
MDM1|56890	317.2705	MDM1|56890	332.0755
MDM2|4193	1502.2863	MDM2|4193	2152.3585
MDM4|4194	908.5473	MDM4|4194	1024.5283
MDN1|23195	735.4907	MDN1|23195	2051.4151
MDP1|145553	291.3507	MDP1|145553	166.7358
ME1|4199	155.1178	ME1|4199	264.6226
ME2|4200	727.4006	ME2|4200	540.566
ME3|10873	89.3422	ME3|10873	307.5472
MEA1|4201	1738.6317	MEA1|4201	872.6415
MEAF6|64769	1900.1055	MEAF6|64769	1386.7925
MECOM|2122	419.6272	MECOM|2122	334.434
MECP2|4204	830.8125	MECP2|4204	2281.6038
MECR|51102	308.1252	MECR|51102	410.8491
MED10|84246	590.2216	MED10|84246	320.7547
MED11|400569	182.9054	MED11|400569	197.1698
MED12L|116931	62.2582	MED12L|116931	12.7358
MED12|9968	677.4534	MED12|9968	1467.4528
MED13L|23389	2445.656	MED13L|23389	4466.0377
MED13|9969	2333.0988	lowly_expressed	lowly_expressed
MED14|9282	4106.2258	MED14|9282	1182.5472
MED15|51586	1299.3317	MED15|51586	1326.4151
MED16|10025	574.0415	MED16|10025	840.566
MED17|9440	841.013	MED17|9440	602.8302
MED18|54797	407.3162	MED18|54797	241.0377
MED19|219541	517.7629	MED19|219541	193.8679
MED1|5469	19404.5023	MED1|5469	1858.4906
MED20|9477	810.4115	MED20|9477	456.6038
MED21|9412	497.0102	MED21|9412	630.1887
MED22|6837	858.9518	MED22|6837	684.434
MED23|9439	874.0767	MED23|9439	1240.566
MED24|9862	1773.4787	MED24|9862	1442.9245
MED25|81857	797.7489	MED25|81857	591.5094
MED26|9441	179.7397	MED26|9441	237.2642
MED27|9442	285.262	MED27|9442	221.6981
MED28|80306	591.6286	MED28|80306	571.6981
MED29|55588	1787.1966	MED29|55588	1507.0755
MED30|90390	237.4253	MED30|90390	180.1887
MED31|51003	155.8178	MED31|51003	111.3868
MED4|29079	675.6947	MED4|29079	882.0755
MED6|10001	329.9332	MED6|10001	314.1509
MED7|9443	363.7003	MED7|9443	198.5849
MED8|112950	679.5638	MED8|112950	529.717
MED9|55090	547.3092	MED9|55090	410.3774
MEF2A|4205	965.0721	MEF2A|4205	2137.4245
MEF2B|100271849	25.8248	MEF2B|100271849	19.9104
MEF2C|4208	335.2093	MEF2C|4208	1237.2642
MEF2D|4209	1543.7918	MEF2D|4209	2289.6226
MEFV|4210	7.3866	MEFV|4210	8.9623
MEG3|55384	25.3254	MEG3|55384	155.6604
MEGF10|84466	14.4214	MEGF10|84466	197.1698
lowly_expressed	lowly_expressed	MEGF11|84465	6.1321
MEGF6|1953	376.36300000000006	MEGF6|1953	936.7925
MEGF8|1954	293.7038	MEGF8|1954	1348.5849
MEGF9|1955	3278.579	MEGF9|1955	1798.1132
MEI1|150365	51.7059	MEI1|150365	43.3962
MEIS1|4211	128.0338	MEIS1|4211	374.0566
MEIS2|4212	65.0721	MEIS2|4212	419.8113
MEIS3P1|4213	263.8058	MEIS3P1|4213	822.1698
MEIS3|56917	242.7014	MEIS3|56917	241.0377
MELK|9833	689.7643	MELK|9833	115.566
MEMO1|51072	422.0964	MEMO1|51072	202.217
MEN1|4221	1714.3862	MEN1|4221	635.8491
MEOX1|4222	7.7383	MEOX1|4222	340.566
MEOX2|4223	11.9592	MEOX2|4223	254.2453
MEPCE|56257	1036.9328	MEPCE|56257	1519.3396
MERTK|10461	167.7805	MERTK|10461	388.2075
MESDC1|59274	352.7963	MESDC1|59274	380.1887
MESDC2|23184	1158.987	MESDC2|23184	1166.0377
MESP1|55897	26.3806	MESP1|55897	57.5472
MESP2|145873	13.0144	MESP2|145873	16.0377
lowly_expressed	lowly_expressed	MESTIT1|317751	21.2264
MEST|4232	963.4189	MEST|4232	1701.8868
METAP1|23173	1169.1875	METAP1|23173	1271.2264
METAP2|10988	1968.3433	METAP2|10988	1790.0943
METRNL|284207	194.5128	METRNL|284207	270.7547
METRN|79006	265.5645	METRN|79006	50.9434
METT10D|79066	749.5603	METT10D|79066	1108.4906
METT11D1|64745	361.9416	METT11D1|64745	527.8302
METT5D1|196074	379.8804	METT5D1|196074	285.3774
METTL10|399818	293.1235	METTL10|399818	264.5991
METTL11A|28989	497.0208	METTL11A|28989	273.8868
METTL12|751071	86.574	METTL12|751071	37.783
METTL13|51603	951.4597	METTL13|51603	821.2264
METTL14|57721	310.5874	METTL14|57721	508.9623
METTL1|4234	633.134	METTL1|4234	245.283
METTL2A|339175	676.7499	METTL2A|339175	368.3962
METTL2B|55798	432.9933	METTL2B|55798	273.5849
METTL3|56339	686.8449	METTL3|56339	682.8396
METTL4|64863	375.6595	METTL4|64863	240.56599999999997
METTL5|29081	715.6454	METTL5|29081	448.0094
METTL6|131965	482.5888	METTL6|131965	199.5283
METTL7A|25840	1320.0844	METTL7A|25840	3308.0189
lowly_expressed	lowly_expressed	METTL7B|196410	27.8302
METTL8|79828	380.9356	METTL8|79828	332.5472
METTL9|51108	2087.9353	METTL9|51108	1661.7925
MET|4233	33.7671	MET|4233	2915.566
MEX3A|92312	628.2096	MEX3A|92312	395.283
MEX3B|84206	54.1681	MEX3B|84206	54.717
MEX3C|51320	826.9434	MEX3C|51320	1668.3962
MEX3D|399664	219.1347	MEX3D|399664	259.434
MFAP1|4236	1123.8129	MFAP1|4236	853.7736
MFAP2|4237	691.523	MFAP2|4237	202.3585
MFAP3L|9848	555.0475	MFAP3L|9848	566.0377
MFAP3|4238	1639.8171	MFAP3|4238	1066.5094
MFAP4|4239	410.4819	MFAP4|4239	6052.8302
MFAP5|8076	1326.7675	MFAP5|8076	1377.8302
MFF|56947	1304.6078	MFF|56947	933.4906
MFGE8|4240	1774.1822	MFGE8|4240	15749.0566
MFHAS1|9258	164.9666	MFHAS1|9258	273.5849
MFI2|4241	27.7875	MFI2|4241	1226.8868
MFN1|55669	2093.5631	MFN1|55669	1135.3774
MFN2|9927	1700.6683	MFN2|9927	2659.434
MFNG|4242	83.5772	MFNG|4242	379.2453
MFRP|83552	475.55400000000003	MFRP|83552	300.9434
MFSD10|10227	604.643	MFSD10|10227	682.0755
MFSD11|79157	461.0693	MFSD11|79157	472.7264
MFSD1|64747	1662.6803	MFSD1|64747	1970.7547
MFSD2A|84879	411.5371	MFSD2A|84879	41.9811
MFSD2B|388931	27.7875	MFSD2B|388931	13.2075
MFSD3|113655	443.5456	MFSD3|113655	100.0
MFSD4|148808	17.5871	MFSD4|148808	248.1132
MFSD5|84975	637.7066	MFSD5|84975	520.283
MFSD6L|162387	7.7383	MFSD6L|162387	57.0755
MFSD6|54842	1944.7766	MFSD6|54842	2036.3208
MFSD7|84179	110.6753	MFSD7|84179	163.5283
MFSD8|256471	300.7387	MFSD8|256471	386.7925
MFSD9|84804	111.8537	MFSD9|84804	149.0566
lowly_expressed	lowly_expressed	MGAM|8972	7.0755
MGAT1|4245	1934.2244	MGAT1|4245	2567.4528
MGAT2|4247	729.1593	MGAT2|4247	611.3208
MGAT3|4248	20.401	MGAT3|4248	228.7736
MGAT4A|11320	2903.9747	MGAT4A|11320	1383.9623
MGAT4B|11282	1122.0542	MGAT4B|11282	1094.3396
MGAT5B|146664	22.5114	MGAT5B|146664	20.283
MGAT5|4249	153.7109	MGAT5|4249	375.4717
MGA|23269	664.0872	MGA|23269	1472.1698
lowly_expressed	lowly_expressed	MGC12916|84815	7.0755
MGC12982|84793	61.9064	MGC12982|84793	23.1132
MGC14436|84983	20.401	lowly_expressed	lowly_expressed
MGC16121|84848	5.6279	MGC16121|84848	5.1887
MGC16142|84849	8.09	MGC16142|84849	11.3208
MGC16275|85001	57.6855	MGC16275|85001	33.0189
MGC16384|114130	8.09	MGC16384|114130	10.8491
MGC21881|389741	62.2582	MGC21881|389741	159.9057
MGC23270|196872	39.0433	MGC23270|196872	23.5849
MGC23284|197187	27.0841	MGC23284|197187	18.8679
MGC2752|65996	698.9096	MGC2752|65996	669.3396
lowly_expressed	lowly_expressed	MGC2889|84789	7.0755
MGC29506|51237	313.0496	MGC29506|51237	147.1698
MGC3771|81854	39.6096	MGC3771|81854	16.5566
MGC42105|167359	12.6627	MGC42105|167359	9.9057
MGC45800|90768	68.9413	MGC45800|90768	25.9434
MGC57346|401884	353.4998	MGC57346|401884	269.7217
MGC70857|414919	375.3078	MGC70857|414919	242.4528
MGC72080|389538	253.5174	MGC72080|389538	43.1792
MGC87042|256227	11.6075	MGC87042|256227	24.0566
MGEA5|10724	4185.3676	MGEA5|10724	4234.434
MGLL|11343	896.5881	MGLL|11343	3045.7547
MGMT|4255	491.0306	MGMT|4255	226.8868
MGP|4256	90728.1041	MGP|4256	161160.3774
MGRN1|23295	1076.6796	MGRN1|23295	1255.1887
MGST1|4257	5018.2905	MGST1|4257	3156.1321
MGST2|4258	464.2983	MGST2|4258	491.0377
MGST3|4259	1653.535	MGST3|4259	1182.0755
lowly_expressed	lowly_expressed	MIA2|117153	18.8679
MIA3|375056	2862.821	MIA3|375056	2154.2453
MIAT|440823	72.8104	MIAT|440823	60.8491
lowly_expressed	lowly_expressed	MIA|8190	550.1698
MIB1|57534	1249.7362	MIB1|57534	2343.8679
MIB2|142678	75.9761	MIB2|142678	299.5283
MICAL1|64780	292.7049	MICAL1|64780	475.4717
MICAL2|9645	1106.5776	MICAL2|9645	1009.434
MICAL3|57553	1042.5607	MICAL3|57553	2255.6604
MICALCL|84953	28.8428	MICALCL|84953	48.1132
MICALL1|85377	469.2227	MICALL1|85377	1195.7547
MICALL2|79778	140.6964	MICALL2|79778	308.9623
MICA|4276	792.8245	MICA|4276	365.566
MICB|4277	183.9606	MICB|4277	90.566
MID1IP1|58526	637.0032	MID1IP1|58526	425.0
MID1|4281	97.4323	MID1|4281	1181.1321
MID2|11043	486.1062	MID2|11043	782.5472
MIDN|90007	1025.3254	MIDN|90007	2400.0
MIER1|57708	800.211	MIER1|57708	1101.4151
MIER2|54531	271.1924	MIER2|54531	352.8302
MIER3|166968	1249.0327	MIER3|166968	650.4717
MIF4GD|57409	790.7809	MIF4GD|57409	377.5613
MIF|4282	2439.7889999999998	MIF|4282	1193.7972
MIIP|60672	228.6317	MIIP|60672	216.9811
lowly_expressed	lowly_expressed	MIMT1|100073347	5.1887
MINA|84864	913.2360000000001	MINA|84864	827.0943
MINK1|50488	1009.4231	MINK1|50488	2392.8632
MINPP1|9562	577.9107	MINPP1|9562	309.434
MIOS|54468	620.4713	MIOS|54468	678.7736
MIPEP|4285	507.5624	MIPEP|4285	409.434
MIPOL1|145282	198.7337	MIPOL1|145282	128.7736
MIR155HG|114614	24.6219	MIR155HG|114614	25.4717
MIR17HG|407975	25.3254	MIR17HG|407975	59.9057
MIS12|79003	568.4136	MIS12|79003	484.434
MITD1|129531	300.0352	MITD1|129531	220.283
MITF|4286	467.1122	MITF|4286	609.434
MKI67IP|84365	1274.3475	MKI67IP|84365	610.8396
MKI67|4288	5158.6352	lowly_expressed	lowly_expressed
MKKS|8195	1395.7088	MKKS|8195	687.7358
MKL1|57591	851.2135	MKL1|57591	1329.717
MKL2|57496	2889.2015	MKL2|57496	2596.6981
MKLN1|4289	1483.644	MKLN1|4289	2061.3208
MKNK1|8569	419.2754	MKNK1|8569	559.434
MKNK2|2872	1659.8663	MKNK2|2872	2563.2075
MKRN1|23608	2757.6504	MKRN1|23608	2334.9057
MKRN2|23609	1120.6472	MKRN2|23609	778.3019
MKRN3|7681	52.4094	lowly_expressed	lowly_expressed
MKS1|54903	374.95599999999996	MKS1|54903	327.8302
MKX|283078	134.0134	MKX|283078	42.9245
lowly_expressed	lowly_expressed	MLC1|23209	18.3962
MLEC|9761	5154.0626	MLEC|9761	5023.5849
MLF1IP|79682	1513.9078	MLF1IP|79682	143.6604
MLF1|4291	1308.4769999999999	MLF1|4291	833.9623
MLF2|8079	2657.7559	MLF2|8079	2941.5094
MLH1|4292	1457.2635	MLH1|4292	680.6604
MLH3|27030	416.8132	MLH3|27030	577.8302
MLKL|197259	167.077	MLKL|197259	170.7547
MLL2|8085	1668.1674	MLL2|8085	3437.0708
MLL3|58508	1598.3116	MLL3|58508	3399.5283
MLL4|9757	738.6563	MLL4|9757	1168.3962
MLL5|55904	2197.2529	MLL5|55904	2824.0566
MLLT10|8028	563.1375	MLLT10|8028	873.5849
MLLT11|10962	159.3387	MLLT11|10962	110.3774
MLLT1|4298	2381.6391	MLLT1|4298	1406.6038
MLLT3|4300	270.1372	MLLT3|4300	387.2642
MLLT4|4301	2153.0074	MLLT4|4301	4400.9434
MLLT6|4302	2769.2578	MLLT6|4302	5211.7925
MLL|4297	2588.1112	MLL|4297	3695.7547
MLPH|79083	2717.5519	MLPH|79083	2959.9057
MLST8|64223	946.159	MLST8|64223	581.5613
MLXIPL|51085	49.5955	MLXIPL|51085	162.7358
MLXIP|22877	602.8843	MLXIP|22877	1492.4528
MLX|6945	1478.5719	MLX|6945	926.7406
MLYCD|23417	113.2606	MLYCD|23417	271.2264
MMAA|166785	208.5825	MMAA|166785	228.7736
MMAB|326625	775.5892	MMAB|326625	496.2264
MMACHC|25974	267.675	MMACHC|25974	165.56599999999997
MMADHC|27249	2121.3507	MMADHC|27249	1778.3019
MMD|23531	374.95599999999996	MMD|23531	735.8491
lowly_expressed	lowly_expressed	MMEL1|79258	11.7217
MME|4311	1670.0668	MME|4311	7704.717
MMGT1|93380	694.6887	MMGT1|93380	1090.566
lowly_expressed	lowly_expressed	MMP10|4319	9.434
MMP11|4320	18964.8259	MMP11|4320	183.0189
MMP12|4321	167.7805	MMP12|4321	6.6038
MMP13|4322	311.2909	lowly_expressed	lowly_expressed
MMP14|4323	7729.1593	MMP14|4323	3718.3962
MMP15|4324	307.4217	MMP15|4324	591.5094
MMP16|4325	228.9835	MMP16|4325	125.9434
MMP17|4326	18.2905	MMP17|4326	20.7547
MMP19|4327	335.2093	MMP19|4327	413.2075
MMP1|4312	1833.6265	MMP1|4312	7.0755
MMP23B|8510	14.4214	MMP23B|8510	45.283
MMP24|10893	205.7686	MMP24|10893	409.434
MMP25|64386	20.1794	MMP25|64386	66.1179
MMP28|79148	13.0144	MMP28|79148	138.2075
MMP2|4313	13965.5294	MMP2|4313	8796.2264
MMP3|4314	429.4759	MMP3|4314	35.3774
MMP7|4316	283.1516	MMP7|4316	3180.6604
MMP9|4318	473.4435	MMP9|4318	166.5094
MMRN1|22915	7.7383	MMRN1|22915	2856.1321
MMRN2|79812	307.7735	MMRN2|79812	1806.6038
MMS19|64210	1194.8646	MMS19|64210	1136.3208
MN1|4330	103.4119	MN1|4330	245.7547
MNAT1|4331	296.5178	MNAT1|4331	206.6038
MND1|84057	105.1706	MND1|84057	17.4528
MNDA|4332	209.6377	MNDA|4332	179.717
MNS1|55329	227.5765	MNS1|55329	107.0755
MNT|4335	386.5635	MNT|4335	633.4906
MNX1|3110	30.9532	lowly_expressed	lowly_expressed
MOAP1|64112	634.1892	MOAP1|64112	993.3962
MOB2|81532	298.2765	MOB2|81532	522.6415
MOBKL1A|92597	274.3581	MOBKL1A|92597	995.283
MOBKL1B|55233	1030.9532	MOBKL1B|55233	744.8113
MOBKL2A|126308	668.6599	MOBKL2A|126308	876.4151
MOBKL2B|79817	126.6268	MOBKL2B|79817	630.6604
MOBKL2C|148932	220.5417	MOBKL2C|148932	674.0566
MOBKL3|25843	1623.2853	MOBKL3|25843	1055.1887
MOCOS|55034	113.6124	MOCOS|55034	259.9057
MOCS1|4337	281.3542	MOCS1|4337	519.0991
MOCS2|4338	1111.8537	MOCS2|4338	723.5849
MOCS3|27304	512.4868	MOCS3|27304	174.0566
lowly_expressed	lowly_expressed	MOGAT2|80168	54.2453
MOGS|7841	1088.9905	MOGS|7841	1052.3585
MON1A|84315	267.3233	lowly_expressed	lowly_expressed
MON1B|22879	766.7956	MON1B|22879	740.0943
MON2|23041	1313.7531	MON2|23041	1776.8868
MORC2|22880	1343.2993	MORC2|22880	1047.1698
MORC3|23515	1003.8692	MORC3|23515	1160.3774
MORC4|79710	839.2543	MORC4|79710	500.0
MORF4L1|10933	4014.7731	MORF4L1|10933	4047.1698
MORF4L2|9643	30285.9515	MORF4L2|9643	4010.8491
MORN1|79906	68.9413	MORN1|79906	93.8679
MORN2|729967	366.5142	MORN2|729967	183.0189
MORN3|283385	17.5871	MORN3|283385	8.0189
MORN4|118812	333.0988	MORN4|118812	173.5849
MOSC1|64757	243.7566	MOSC1|64757	589.1509
MOSC2|54996	245.86700000000002	MOSC2|54996	301.4151
MOSPD1|56180	333.4506	MOSPD1|56180	243.3962
MOSPD2|158747	310.9391	MOSPD2|158747	293.3962
MOSPD3|64598	234.9631	MOSPD3|64598	173.5849
MOV10|4343	496.3067	MOV10|4343	870.7547
MOXD1|26002	224.4108	MOXD1|26002	92.9245
MPDU1|9526	918.0443	MPDU1|9526	688.2075
MPDZ|8777	426.662	MPDZ|8777	1749.0566
MPEG1|219972	562.434	MPEG1|219972	1015.566
MPG|4350	415.0545	MPG|4350	480.6604
MPHOSPH10|10199	1267.3233	MPHOSPH10|10199	896.6981
MPHOSPH6|10200	380.2321	MPHOSPH6|10200	324.5283
MPHOSPH8|54737	629.9683	MPHOSPH8|54737	1378.3019
MPHOSPH9|10198	413.9993	MPHOSPH9|10198	124.5283
MPI|4351	1053.1129	MPI|4351	666.0377
MPL|4352	15.4766	MPL|4352	43.8679
MPND|84954	1603.236	MPND|84954	265.566
lowly_expressed	lowly_expressed	MPO|4353	16.0377
MPP1|4354	344.7063	MPP1|4354	384.434
MPP2|4355	991.2065	MPP2|4355	255.6604
MPP3|4356	112.9089	MPP3|4356	115.566
MPP5|64398	598.3116	MPP5|64398	1097.6415
MPP6|51678	27.0841	MPP6|51678	93.8679
MPP7|143098	349.2789	MPP7|143098	1034.434
MPPE1|65258	422.4411	MPPE1|65258	600.0
lowly_expressed	lowly_expressed	MPPED1|758	8.4906
MPPED2|744	18.6423	MPPED2|744	292.9245
MPRIP|23164	1927.8931	MPRIP|23164	2429.717
MPST|4357	390.7844	MPST|4357	379.2453
MPV17L2|84769	588.8146	MPV17L2|84769	220.7547
MPV17L|255027	158.2835	MPV17L|255027	179.2453
MPV17|4358	1214.5621	MPV17|4358	527.3585
MPZL1|9019	3083.0109	MPZL1|9019	6037.7358
MPZL2|10205	1165.6701	MPZL2|10205	1366.5094
MPZL3|196264	134.3651	MPZL3|196264	149.5283
MPZ|4359	8.7935	MPZ|4359	22.1698
MR1|3140	198.382	MR1|3140	212.2642
lowly_expressed	lowly_expressed	MRAP2|112609	90.0943
lowly_expressed	lowly_expressed	MRAP|56246	136.8302
MRAS|22808	317.2705	MRAS|22808	2333.4906
MRC1|4360	129.7925	MRC1|4360	573.5849
MRC2|9902	1884.2772	MRC2|9902	3388.2075
MRE11A|4361	1289.1312	lowly_expressed	lowly_expressed
MREG|55686	1153.6651	MREG|55686	526.3821
MRFAP1L1|114932	1134.0134	MRFAP1L1|114932	1206.1321
