gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
ALKBH6|84964	130.8477	ALKBH6|84964	56.6038
ALKBH7|84266	614.4917	ALKBH7|84266	269.8113
ALKBH8|91801	300.3869	ALKBH8|91801	218.3962
lowly_expressed	lowly_expressed	ALK|238	16.0377
lowly_expressed	lowly_expressed	ALMS1P|200420	5.6604
ALMS1|7840	812.5219999999999	ALMS1|7840	880.6604
ALOX12P2|245	50.6507	ALOX12P2|245	31.1321
ALOX15B|247	158.2835	ALOX15B|247	275.4717
ALOX15|246	32.7119	ALOX15|246	55.6604
ALOX5AP|241	315.16	ALOX5AP|241	281.6038
ALOX5|240	427.3655	ALOX5|240	648.1132
ALOXE3|59344	38.3398	ALOXE3|59344	8.0189
ALPK1|80216	348.5754	ALPK1|80216	769.3396
ALPK2|115701	91.8044	lowly_expressed	lowly_expressed
ALPK3|57538	90.3975	ALPK3|57538	215.0943
ALPL|249	153.3591	ALPL|249	926.8868
ALS2CL|259173	217.37599999999998	ALS2CL|259173	508.4906
lowly_expressed	lowly_expressed	ALS2CR11|151254	7.5472
ALS2CR4|65062	676.7499	ALS2CR4|65062	1496.2264
ALS2CR8|79800	116.4263	ALS2CR8|79800	261.3208
ALS2|57679	780.8653	ALS2|57679	696.6981
lowly_expressed	lowly_expressed	ALX1|8092	5.6604
ALX3|257	9.8488	ALX3|257	33.0189
lowly_expressed	lowly_expressed	ALX4|60529	64.1509
AMACR|23600	481.1819	AMACR|23600	204.2453
lowly_expressed	lowly_expressed	AMBP|259	14.1509
AMBRA1|55626	754.8364	AMBRA1|55626	974.5283
AMD1|262	1720.3482	AMD1|262	3132.0755
AMDHD1|144193	60.4995	AMDHD1|144193	5.1887
AMDHD2|51005	150.6753	AMDHD2|51005	170.1415
AMFR|267	2051.7059	AMFR|267	3428.3019
lowly_expressed	lowly_expressed	AMH|268	6.1321
AMICA1|120425	78.0865	AMICA1|120425	179.2453
AMIGO1|57463	75.9761	AMIGO1|57463	204.717
AMIGO2|347902	3204.7133	AMIGO2|347902	5039.6132
AMIGO3|386724	105.8741	AMIGO3|386724	54.717
AMMECR1L|83607	807.2459	AMMECR1L|83607	989.6226
AMMECR1|9949	283.5033	AMMECR1|9949	204.717
AMN1|196394	409.4267	AMN1|196394	204.2453
AMOTL1|154810	342.9476	AMOTL1|154810	2662.2642
AMOTL2|51421	1945.1284	AMOTL2|51421	4599.5283
AMOT|154796	1001.7587	AMOT|154796	1508.0189
lowly_expressed	lowly_expressed	AMPD1|270	16.0377
AMPD2|271	290.5382	AMPD2|271	694.8113
AMPD3|272	191.3472	AMPD3|272	244.3396
AMPH|273	74.9209	AMPH|273	33.4906
AMT|275	69.6166	AMT|275	242.3443
lowly_expressed	lowly_expressed	AMY1A|276	41.5094
AMY2B|280	98.3785	AMY2B|280	363.6321
AMZ1|155185	22.5114	AMZ1|155185	18.8679
AMZ2P1|201283	317.2705	AMZ2P1|201283	201.4151
AMZ2|51321	2512.4868	AMZ2|51321	959.434
ANAPC10|10393	119.9437	ANAPC10|10393	134.9057
ANAPC11|51529	1208.9342	ANAPC11|51529	570.283
ANAPC13|25847	1454.0274	ANAPC13|25847	857.4245
ANAPC16|119504	2515.3007	ANAPC16|119504	2270.283
ANAPC1|64682	828.7021	ANAPC1|64682	783.9623
ANAPC2|29882	830.4608	ANAPC2|29882	674.0566
ANAPC4|29945	258.5297	ANAPC4|29945	598.1132
ANAPC5|51433	2796.6936	ANAPC5|51433	2418.8679
ANAPC7|51434	1723.8832	ANAPC7|51434	904.717
ANGEL1|23357	367.5695	ANGEL1|23357	586.7925
ANGEL2|90806	920.1548	ANGEL2|90806	692.4528
ANGPT1|284	61.5547	ANGPT1|284	227.3585
ANGPT2|285	448.4699	ANGPT2|285	253.7736
lowly_expressed	lowly_expressed	ANGPT4|51378	13.2075
ANGPTL1|9068	43.2642	ANGPTL1|9068	361.7925
ANGPTL2|23452	1854.7309	ANGPTL2|23452	3692.4528
ANGPTL4|51129	283.5033	ANGPTL4|51129	564.1509
lowly_expressed	lowly_expressed	ANGPTL5|253935	9.434
ANGPTL6|83854	12.0155	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	517.9245
ANG|283	136.5881	ANG|283	414.5566
lowly_expressed	lowly_expressed	ANK1|286	5.1887
ANK2|287	255.7158	ANK2|287	773.1132
ANK3|288	742.5255	ANK3|288	1474.0566
ANKAR|150709	16.8836	ANKAR|150709	91.9811
ANKDD1A|348094	31.6567	ANKDD1A|348094	145.283
lowly_expressed	lowly_expressed	ANKFN1|162282	9.434
ANKFY1|51479	1385.1565	ANKFY1|51479	2266.5094
ANKHD1-EIF4EBP3|404734	1490.3095	ANKHD1-EIF4EBP3|404734	1513.1038
ANKHD1|54882	3365.8952	ANKHD1|54882	2433.9057
ANKH|56172	1519.5216	ANKH|56172	1897.1698
ANKIB1|54467	1693.2817	ANKIB1|54467	1396.2264
ANKK1|255239	25.3254	ANKK1|255239	57.5472
ANKLE1|126549	14.4214	ANKLE1|126549	11.7925
ANKLE2|23141	1354.9068	ANKLE2|23141	1697.1698
ANKMY1|51281	236.37	ANKMY1|51281	223.1132
ANKMY2|57037	521.6321	ANKMY2|57037	699.0566
ANKRA2|57763	395.35699999999997	ANKRA2|57763	357.0755
ANKRD10|55608	922.2652	ANKRD10|55608	1426.5755
ANKRD11|29123	1032.6381	ANKRD11|29123	2736.8915
ANKRD12|23253	1427.3655	ANKRD12|23253	1575.9434
ANKRD13A|88455	831.5160000000001	ANKRD13A|88455	1704.2453
ANKRD13B|124930	275.0616	ANKRD13B|124930	77.3585
ANKRD13C|81573	478.3679	ANKRD13C|81573	603.7736
ANKRD13D|338692	424.5515	ANKRD13D|338692	507.0755
ANKRD16|54522	113.2606	ANKRD16|54522	147.5802
ANKRD17|26057	2785.0862	ANKRD17|26057	3182.0755
ANKRD19|138649	52.0577	ANKRD19|138649	22.6415
ANKRD20A3|441425	7.7383	ANKRD20A3|441425	12.2642
ANKRD20B|729171	16.1801	ANKRD20B|729171	7.0755
ANKRD22|118932	206.1203	ANKRD22|118932	45.283
ANKRD23|200539	38.3398	ANKRD23|200539	40.566
ANKRD24|170961	156.5248	ANKRD24|170961	33.4906
ANKRD26|22852	281.0412	ANKRD26|22852	337.7358
ANKRD27|84079	909.6025	ANKRD27|84079	908.4906
ANKRD28|23243	1536.0535	ANKRD28|23243	1534.9057
ANKRD29|147463	15.4766	ANKRD29|147463	213.6792
ANKRD30A|91074	99.191	ANKRD30A|91074	341.5094
ANKRD30B|374860	143.8621	ANKRD30B|374860	62.7358
ANKRD32|84250	360.5346	ANKRD32|84250	156.6038
ANKRD34A|284615	9.497	ANKRD34A|284615	19.3396
ANKRD35|148741	7.0348	ANKRD35|148741	181.6038
ANKRD36BP1|84832	99.5427	ANKRD36BP1|84832	250.4717
ANKRD36B|57730	45.0229	ANKRD36B|57730	83.0189
ANKRD36|375248	143.5104	ANKRD36|375248	311.7925
ANKRD37|353322	84.8013	ANKRD37|353322	228.6226
ANKRD39|51239	131.9029	ANKRD39|51239	101.4151
ANKRD40|91369	2166.0218	ANKRD40|91369	1601.8868
ANKRD42|338699	942.3145	ANKRD42|338699	320.283
ANKRD43|134548	214.9138	ANKRD43|134548	45.283
ANKRD44|91526	71.0517	ANKRD44|91526	88.2075
ANKRD45|339416	9.1453	ANKRD45|339416	13.6792
ANKRD46|157567	998.8076	ANKRD46|157567	471.467
ANKRD49|54851	678.5086	ANKRD49|54851	283.9623
ANKRD50|57182	1030.9532	ANKRD50|57182	1180.1887
ANKRD52|283373	1014.0696	ANKRD52|283373	1469.8113
ANKRD53|79998	5.2761	ANKRD53|79998	33.0189
ANKRD54|129138	603.5878	ANKRD54|129138	366.5094
ANKRD56|345079	64.3686	ANKRD56|345079	119.3396
ANKRD57|65124	554.344	ANKRD57|65124	733.0189
ANKRD58|347454	18.994	ANKRD58|347454	6.6038
ANKRD5|63926	524.7977	ANKRD5|63926	191.0377
ANKRD6|22881	97.675	ANKRD6|22881	392.5236
ANKRD9|122416	41.1537	ANKRD9|122416	68.8679
ANKS1A|23294	1310.5874	ANKS1A|23294	1369.8113
ANKS1B|56899	147.7313	ANKS1B|56899	103.3019
ANKS3|124401	156.1731	ANKS3|124401	254.717
ANKS6|203286	24.6219	ANKS6|203286	208.4906
ANKZF1|55139	580.7246	ANKZF1|55139	640.566
ANLN|54443	1567.7102	ANLN|54443	210.8491
ANO10|55129	1637.0032	ANO10|55129	736.3208
ANO1|55107	1079.1418	ANO1|55107	7158.9623
ANO2|57101	7.7383	ANO2|57101	38.6792
ANO3|63982	65.7756	ANO3|63982	25.0
lowly_expressed	lowly_expressed	ANO4|121601	7.5472
ANO5|203859	11.6075	ANO5|203859	58.4906
ANO6|196527	1645.0932	ANO6|196527	3747.1698
ANO7|50636	11.6075	ANO7|50636	7.0755
ANO8|57719	185.3676	ANO8|57719	267.9245
ANO9|338440	29.898000000000003	ANO9|338440	92.4528
ANP32A|8125	2131.1994	ANP32A|8125	2032.0755
ANP32B|10541	2765.3887	ANP32B|10541	2249.0566
ANP32E|81611	3002.1104	ANP32E|81611	1226.4151
ANPEP|290	812.1702	ANPEP|290	7781.1321
ANTXR1|84168	10049.9472	ANTXR1|84168	4707.0755
ANTXR2|118429	1191.6989	ANTXR2|118429	1328.7736
lowly_expressed	lowly_expressed	ANTXRL|195977	6.6038
ANUBL1|93550	182.2019	ANUBL1|93550	227.8302
ANXA11|311	1152.6556	ANXA11|311	3900.0
lowly_expressed	lowly_expressed	ANXA13|312	8.4906
ANXA1|301	1658.1076	ANXA1|301	17874.0566
ANXA2P1|303	32.3602	ANXA2P1|303	51.8868
ANXA2P2|304	2577.5589	ANXA2P2|304	4242.4528
ANXA2|302	7945.4801	ANXA2|302	12250.0
ANXA3|306	230.3904	ANXA3|306	1661.3208
ANXA4|307	1083.7144	ANXA4|307	1458.9623
ANXA5|308	4171.6497	ANXA5|308	6292.4528
ANXA6|309	4284.2068	ANXA6|309	4682.0755
ANXA7|310	4102.3567	ANXA7|310	2898.1132
lowly_expressed	lowly_expressed	ANXA8L2|244	566.5094
ANXA8|653145	8.4418	ANXA8|653145	1014.6226
ANXA9|8416	1779.4583	ANXA9|8416	251.8868
AOAH|313	76.6796	AOAH|313	123.1132
AOC2|314	17.5871	AOC2|314	42.9245
AOC3|8639	300.7387	AOC3|8639	2489.6226
AOX1|316	171.6497	AOX1|316	721.2264
AP1AR|55435	952.1632	AP1AR|55435	618.8679
AP1B1|162	3660.9216	AP1B1|162	3073.1132
AP1G1|164	2150.8969	AP1G1|164	2837.2642
AP1G2|8906	738.4383	AP1G2|8906	1128.1038
AP1M1|8907	879.3528	AP1M1|8907	671.6981
AP1M2|10053	3074.9209	AP1M2|10053	1097.1698
AP1S1|1174	826.9434	AP1S1|1174	433.0189
AP1S2|8905	704.5375	AP1S2|8905	324.5283
AP1S3|130340	115.3711	AP1S3|130340	107.5472
AP2A1|160	1614.1892	AP2A1|160	1214.0991
AP2A2|161	784.7344	AP2A2|161	1496.6981
AP2B1|163	12122.4059	AP2B1|163	7111.3208
AP2M1|1173	5620.1196	AP2M1|1173	5122.6415
AP2S1|1175	1653.1833	AP2S1|1175	781.6038
AP3B1|8546	1688.7091	AP3B1|8546	1385.3774
AP3B2|8120	110.4467	AP3B2|8120	124.5283
AP3D1|8943	2454.8013	AP3D1|8943	2495.7547
AP3M1|26985	2258.5297	AP3M1|26985	1419.8113
AP3M2|10947	861.414	AP3M2|10947	434.9057
AP3S1|1176	2619.0644	AP3S1|1176	758.0189
AP3S2|10239	1761.8502	AP3S2|10239	1493.9434
AP4B1|10717	204.7309	AP4B1|10717	300.0896
AP4E1|23431	474.8505	AP4E1|23431	389.6226
AP4M1|9179	378.5086	AP4M1|9179	305.3019
AP4S1|11154	50.299	AP4S1|11154	97.6415
APAF1|317	450.9321	APAF1|317	576.8868
APBA1|320	160.7457	APBA1|320	401.4151
APBA2|321	74.9209	APBA2|321	113.2075
APBA3|9546	301.4421	APBA3|9546	149.0566
APBB1IP|54518	201.8994	APBB1IP|54518	334.434
APBB1|322	236.7218	APBB1|322	905.1887
APBB2|323	1462.1878	APBB2|323	2625.4717
APBB3|10307	240.2392	APBB3|10307	350.0
APC2|10297	10.2462	APC2|10297	7.1132
APCDD1L|164284	11.9592	APCDD1L|164284	276.4151
APCDD1|147495	563.1375	APCDD1|147495	1394.3396
APC|324	1238.4805	APC|324	1173.1132
APEH|327	3644.3897	APEH|327	1433.0189
APEX1|328	2400.6331	APEX1|328	2438.2075
APEX2|27301	803.025	APEX2|27301	409.434
APH1A|51107	4857.8966	APH1A|51107	3866.0377
APH1B|83464	171.2979	APH1B|83464	719.8113
API5|8539	2429.1242	API5|8539	2640.566
APIP|51074	474.3335	APIP|51074	329.3255
APITD1|378708	357.0172	APITD1|378708	141.5094
APLF|200558	15.8284	APLF|200558	103.3019
APLNR|187	364.7555	APLNR|187	659.434
APLN|8862	393.9501	APLN|8862	270.283
APLP1|333	137.8825	APLP1|333	38.6792
APLP2|334	11346.465	APLP2|334	16715.566000000003
APOA1BP|128240	2347.8720000000003	APOA1BP|128240	1025.4717
APOB48R|55911	118.5368	APOB48R|55911	214.6226
lowly_expressed	lowly_expressed	APOBEC2|10930	5.6604
APOBEC3A|200315	62.2582	APOBEC3A|200315	7.5472
APOBEC3B|9582	1187.1263	APOBEC3B|9582	91.9811
APOBEC3C|27350	117.1298	APOBEC3C|27350	391.5094
APOBEC3D|140564	38.3398	APOBEC3D|140564	71.6981
APOBEC3F|200316	195.2163	APOBEC3F|200316	208.0189
APOBEC3G|60489	169.891	APOBEC3G|60489	315.566
APOBEC3H|164668	6.6831	APOBEC3H|164668	5.1887
lowly_expressed	lowly_expressed	APOB|338	33.0189
APOC1|341	1450.2286	APOC1|341	196.6981
APOC2|344	73.5139	APOC2|344	45.283
APOD|347	597.6082	APOD|347	10056.6038
APOE|348	2022.1597	APOE|348	1294.3396
APOL1|8542	2716.4967	APOL1|8542	1101.8868
APOL2|23780	1139.2895	APOL2|23780	602.3585
APOL3|80833	583.5385	APOL3|80833	1020.283
APOL4|80832	209.9894	APOL4|80832	163.2075
APOL6|80830	1542.0331	APOL6|80830	2557.0755
APOLD1|81575	434.75199999999995	APOLD1|81575	2021.2264
APOM|55937	55.2234	APOM|55937	56.1321
APOOL|139322	307.07	APOOL|139322	260.8491
APOO|79135	359.1277	APOO|79135	152.8302
APPBP2|10513	1113.6124	APPBP2|10513	1445.7547
APPL1|26060	2897.9916	APPL1|26060	1856.1321
APPL2|55198	724.9384	APPL2|55198	1321.6981
APP|351	15361.2381	APP|351	39100.9434
APRT|353	1339.0784	APRT|353	980.1887
APTX|54840	581.7798	APTX|54840	481.6038
AQP11|282679	43.2642	AQP11|282679	20.7547
AQP1|358	1587.4077	AQP1|358	11936.216999999999
AQP3|360	53.8164	AQP3|360	1150.9434
lowly_expressed	lowly_expressed	AQP4|361	101.8868
lowly_expressed	lowly_expressed	AQP5|362	338.2075
lowly_expressed	lowly_expressed	AQP6|363	5.6604
lowly_expressed	lowly_expressed	AQP7P1|375719	98.1132
lowly_expressed	lowly_expressed	AQP7P3|441432	6.1321
lowly_expressed	lowly_expressed	AQP7|364	348.5849
AQP9|366	258.178	AQP9|366	13.2075
AQPEP|206338	10.5522	AQPEP|206338	48.0991
AQR|9716	1167.7805	AQR|9716	1241.0377
ARAF|369	655.6454	ARAF|369	1051.8868
ARAP1|116985	1014.7485	ARAP1|116985	2128.7217
ARAP2|116984	207.5273	ARAP2|116984	461.7925
ARAP3|64411	131.9029	ARAP3|64411	566.9811
ARCN1|372	7770.313	ARCN1|372	4446.6981
ARC|23237	115.7228	ARC|23237	203.7736
AREG|374	232.8526	AREG|374	325.0
ARF1|375	13607.8087	ARF1|375	7594.8113
ARF3|377	5074.5691	ARF3|377	4366.0377
ARF4|378	6959.5498	ARF4|378	4126.8868
ARF5|381	2462.1702	ARF5|381	1875.8585
ARF6|382	2842.42	ARF6|382	3389.6226
ARFGAP1|55738	1475.5539999999999	ARFGAP1|55738	1055.6604
ARFGAP2|84364	1444.249	ARFGAP2|84364	1754.717
ARFGAP3|26286	1796.6936	ARFGAP3|26286	1424.5283
ARFGEF1|10565	3052.8737	ARFGEF1|10565	2034.9057
ARFGEF2|10564	3309.8839	ARFGEF2|10564	2900.4717
ARFIP1|27236	902.216	ARFIP1|27236	997.1698
ARFIP2|23647	1212.0999	ARFIP2|23647	1601.4151
ARFRP1|10139	458.6704	ARFRP1|10139	459.434
ARG2|384	161.1185	ARG2|384	223.68400000000003
ARGLU1|55082	787.9001	ARGLU1|55082	3071.2264
ARHGAP10|79658	121.3507	ARHGAP10|79658	371.6981
ARHGAP11A|9824	758.7056	ARHGAP11A|9824	109.434
ARHGAP11B|89839	53.4647	ARHGAP11B|89839	6.6038
ARHGAP12|94134	726.3454	ARHGAP12|94134	1295.2830000000001
ARHGAP15|55843	54.1681	ARHGAP15|55843	42.4528
ARHGAP17|55114	998.9448	ARHGAP17|55114	1169.8113
ARHGAP18|93663	469.9261	ARHGAP18|93663	667.4528
ARHGAP19|84986	673.2325	ARHGAP19|84986	1234.434
ARHGAP1|392	2827.2951	ARHGAP1|392	3127.3585
ARHGAP20|57569	42.2089	ARHGAP20|57569	376.4151
ARHGAP21|57584	990.8547	ARHGAP21|57584	2777.3585
ARHGAP22|58504	26.7323	ARHGAP22|58504	74.5283
ARHGAP23|57636	232.8526	ARHGAP23|57636	1188.2075
ARHGAP24|83478	115.0193	ARHGAP24|83478	327.3585
ARHGAP25|9938	207.5273	ARHGAP25|9938	392.9245
ARHGAP26|23092	187.1263	ARHGAP26|23092	936.7925
ARHGAP27|201176	418.5719	ARHGAP27|201176	665.566
ARHGAP28|79822	152.6556	ARHGAP28|79822	172.1698
ARHGAP29|9411	2271.1924	ARHGAP29|9411	4619.8113
ARHGAP30|257106	366.1625	ARHGAP30|257106	516.9811
ARHGAP31|57514	468.1674	ARHGAP31|57514	1151.8868
ARHGAP32|9743	2352.4446	ARHGAP32|9743	1808.9623
ARHGAP33|115703	277.5237	ARHGAP33|115703	219.3396
lowly_expressed	lowly_expressed	ARHGAP36|158763	67.4528
ARHGAP39|80728	458.6704	ARHGAP39|80728	225.0
ARHGAP42|143872	86.8801	ARHGAP42|143872	212.2075
ARHGAP4|393	163.2079	ARHGAP4|393	338.2075
ARHGAP5|394	1386.5635	ARHGAP5|394	3841.0377
ARHGAP6|395	18.2905	ARHGAP6|395	107.5472
ARHGAP8|23779	804.8329	ARHGAP8|23779	269.8019
ARHGAP9|64333	68.9413	ARHGAP9|64333	115.0943
ARHGDIA|396	2947.9423	ARHGDIA|396	3619.3396
ARHGDIB|397	2587.0559	ARHGDIB|397	4316.9811
lowly_expressed	lowly_expressed	ARHGDIG|398	12.7358
ARHGEF10L|55160	492.0858	ARHGEF10L|55160	1130.6604
ARHGEF10|9639	402.0401	ARHGEF10|9639	1222.1698
ARHGEF11|9826	1364.7555	ARHGEF11|9826	1439.1509
ARHGEF12|23365	6266.268	ARHGEF12|23365	6035.3774
ARHGEF15|22899	157.9318	ARHGEF15|22899	624.0566
ARHGEF16|27237	232.8526	ARHGEF16|27237	261.7925
ARHGEF17|9828	1117.1298	ARHGEF17|9828	1989.6226
ARHGEF18|23370	655.2937	ARHGEF18|23370	868.3962
ARHGEF19|128272	359.1277	ARHGEF19|128272	434.434
ARHGEF1|9138	765.3887	ARHGEF1|9138	1258.9623
ARHGEF2|9181	1209.286	ARHGEF2|9181	2117.4528
lowly_expressed	lowly_expressed	ARHGEF33|100271715	24.0566
ARHGEF35|445328	467.1122	ARHGEF35|445328	2116.9811
ARHGEF37|389337	361.5899	ARHGEF37|389337	1871.6981
ARHGEF38|54848	59.0925	ARHGEF38|54848	56.1321
ARHGEF3|50650	500.8794	ARHGEF3|50650	757.5472
ARHGEF4|50649	7.3866	ARHGEF4|50649	179.2453
ARHGEF5|7984	367.5695	ARHGEF5|7984	1172.6415
ARHGEF6|9459	1237.4253	ARHGEF6|9459	2331.1321
ARHGEF7|8874	771.3683	ARHGEF7|8874	1528.7736
ARHGEF9|23229	136.8273	ARHGEF9|23229	1104.7169999999999
ARID1A|8289	2614.14	ARID1A|8289	3021.2264
ARID1B|57492	1351.0376	ARID1B|57492	2540.5660000000003
ARID2|196528	1095.3218	ARID2|196528	1035.8491
ARID3A|1820	68.2378	ARID3A|1820	35.8491
ARID3B|10620	59.0925	ARID3B|10620	119.8113
ARID4A|5926	405.2058	ARID4A|5926	860.8491
ARID4B|51742	1728.8076	ARID4B|51742	1363.8113
ARID5A|10865	176.2223	ARID5A|10865	3064.6226
ARID5B|84159	1033.7671	ARID5B|84159	5821.2264
ARIH1|25820	1553.6405	ARIH1|25820	2085.8491
ARIH2|10425	1965.1776	ARIH2|10425	1766.9811
ARL10|285598	14.4214	ARL10|285598	58.4906
ARL11|115761	46.0781	ARL11|115761	41.0377
ARL13B|200894	424.5515	ARL13B|200894	358.0189
ARL15|54622	288.7795	ARL15|54622	389.6226
ARL16|339231	664.0872	ARL16|339231	376.8868
ARL17A|51326	217.4077	ARL17A|51326	141.6557
ARL17B|641522	9.693999999999999	lowly_expressed	lowly_expressed
ARL1|400	2930.7070000000003	ARL1|400	2350.0
ARL2BP|23568	1186.7745	ARL2BP|23568	1325.0
ARL2|402	606.4017	ARL2|402	785.8491
ARL3|403	979.5989999999999	ARL3|403	580.1887
ARL4A|10124	104.4671	ARL4A|10124	907.5472
ARL4C|10123	852.6205	ARL4C|10123	1850.0
ARL4D|379	105.1706	ARL4D|379	143.3962
ARL5A|26225	742.8772	ARL5A|26225	825.0
ARL5B|221079	298.98	ARL5B|221079	337.2642
ARL6IP1|23204	13882.5185	ARL6IP1|23204	4085.3774
ARL6IP4|51329	1134.0134	ARL6IP4|51329	1564.1509
ARL6IP5|10550	4880.7598	ARL6IP5|10550	3350.0
ARL6IP6|151188	431.5864	ARL6IP6|151188	276.4151
ARL6|84100	148.083	ARL6|84100	94.3396
ARL8A|127829	870.2075	ARL8A|127829	1043.8679
ARL8B|55207	3918.7478	ARL8B|55207	2201.8868
lowly_expressed	lowly_expressed	ARL9|132946	12.2642
ARMC10|83787	827.7981	ARMC10|83787	627.7736
ARMC1|55156	1743.229	ARMC1|55156	696.6981
ARMC2|84071	55.2234	ARMC2|84071	51.8868
ARMC3|219681	32.3602	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	15.0943
ARMC5|79798	182.9054	ARMC5|79798	267.4528
ARMC6|93436	730.918	ARMC6|93436	482.0755
ARMC7|79637	402.0401	ARMC7|79637	243.3962
ARMC8|25852	961.3085	ARMC8|25852	825.0
ARMC9|80210	419.2754	ARMC9|80210	243.8679
ARMCX1|51309	264.5093	ARMCX1|51309	645.283
ARMCX2|9823	181.8502	ARMCX2|9823	852.3585
ARMCX3|51566	1169.1875	ARMCX3|51566	1772.1698
ARMCX5|64860	260.9919	ARMCX5|64860	433.9623
ARMCX6|54470	144.5656	ARMCX6|54470	242.9245
ARNT2|9915	985.5786	ARNT2|9915	222.6415
ARNTL2|56938	58.0373	ARNTL2|56938	33.0189
ARNTL|406	206.8238	ARNTL|406	337.7358
ARNT|405	1239.184	ARNT|405	1780.6604
ARPC1A|10552	2243.4049	ARPC1A|10552	1638.2075
ARPC1B|10095	1505.1002	ARPC1B|10095	1130.6604
ARPC2|10109	4174.8153	ARPC2|10109	3411.7925
ARPC3|10094	4362.6451	ARPC3|10094	2356.6038
ARPC4|10093	3544.2174	ARPC4|10093	2426.8066
ARPC5L|81873	972.5642	ARPC5L|81873	513.6792
ARPC5|10092	3342.2441	ARPC5|10092	3333.4906
ARPM1|84517	21.8079	ARPM1|84517	57.5472
ARPP19|10776	4461.1326	ARPP19|10776	3730.1887
ARRB1|408	405.2058	ARRB1|408	1066.0377
ARRB2|409	797.0454	ARRB2|409	609.9057
ARRDC1|92714	1011.6075	ARRDC1|92714	485.3774
ARRDC2|27106	253.9571	ARRDC2|27106	902.3585
ARRDC3|57561	1565.2479999999998	ARRDC3|57561	5101.8868
ARRDC4|91947	448.8217	ARRDC4|91947	1404.717
ARSA|410	1282.0964	ARSA|410	660.3774
ARSB|411	398.8744	ARSB|411	214.6226
ARSD|414	2042.5607	ARSD|414	2858.4906
ARSE|415	22.1597	ARSE|415	54.2453
ARSG|22901	414.351	ARSG|22901	257.5472
ARSH|347527	9.8488	lowly_expressed	lowly_expressed
ARSI|340075	64.7204	ARSI|340075	45.7547
ARSJ|79642	105.5223	ARSJ|79642	218.3962
ARSK|153642	176.574	ARSK|153642	148.5849
lowly_expressed	lowly_expressed	ART3|419	113.6792
lowly_expressed	lowly_expressed	ART4|420	30.6604
lowly_expressed	lowly_expressed	ART5|116969	24.5283
ARTN|9048	61.203	ARTN|9048	7.5472
ARV1|64801	937.0383	ARV1|64801	391.9811
ARVCF|421	376.7147	ARVCF|421	435.8491
AR|367	285.262	AR|367	559.434
AS3MT|57412	129.089	AS3MT|57412	200.9434
ASAH1|427	15393.5983	ASAH1|427	4940.566
lowly_expressed	lowly_expressed	ASAH2B|653308	13.2075
ASAH2|56624	6.6831	lowly_expressed	lowly_expressed
ASAM|79827	276.1168	ASAM|79827	649.0566
ASAP1|50807	1795.9902	ASAP1|50807	982.5472
ASAP2|8853	1117.8333	ASAP2|8853	695.7547
ASAP3|55616	664.7907	ASAP3|55616	1172.6415
ASB13|79754	590.9251	ASB13|79754	784.434
ASB14|142686	10.5558	ASB14|142686	10.8491
ASB16|92591	15.8284	ASB16|92591	22.1698
ASB1|51665	226.6268	ASB1|51665	729.0802
ASB2|51676	7.0348	ASB2|51676	77.8302
ASB3|51130	441.4351	ASB3|51130	316.5094
ASB6|140459	727.3901	ASB6|140459	666.2075
ASB7|140460	401.6884	ASB7|140460	466.9811
ASB8|140461	523.039	ASB8|140461	718.3962
ASB9|140462	9.1453	ASB9|140462	16.0377
ASCC1|51008	773.127	ASCC1|51008	386.7925
ASCC2|84164	1574.0415	ASCC2|84164	1149.5283
ASCC3|10973	1209.9894	ASCC3|10973	1420.283
ASCL2|430	42.9124	ASCL2|430	19.8113
ASF1A|25842	503.3415	ASF1A|25842	486.3208
ASF1B|55723	943.7214	ASF1B|55723	134.9057
ASGR1|432	6.3313	ASGR1|432	12.2642
ASH1L|55870	2544.7309	ASH1L|55870	3763.4764
ASH2L|9070	1581.4281	ASH2L|9070	1164.1509
ASL|435	244.1083	ASL|435	441.9811
ASMTL|8623	391.1361	ASMTL|8623	714.1179
ASNA1|439	1382.6943	ASNA1|439	913.6792
ASNSD1|54529	1077.0313	ASNSD1|54529	950.0
ASNS|440	1445.3043	ASNS|440	425.4717
lowly_expressed	lowly_expressed	ASPA|443	56.1321
lowly_expressed	lowly_expressed	ASPG|374569	5.6604
ASPHD1|253982	75.2726	ASPHD1|253982	23.5849
ASPHD2|57168	127.682	ASPHD2|57168	48.5849
ASPH|444	11884.8786	ASPH|444	6365.2689
ASPM|259266	2368.6247	ASPM|259266	238.6792
ASPN|54829	2873.0215	ASPN|54829	338.6792
ASPRV1|151516	54.5621	ASPRV1|151516	77.6132
ASPSCR1|79058	223.7074	ASPSCR1|79058	256.6038
ASRGL1|80150	440.0281	ASRGL1|80150	189.6226
ASS1|445	676.3982	ASS1|445	2050.0
ASTE1|28990	286.8097	ASTE1|28990	273.6274
lowly_expressed	lowly_expressed	ASTL|431705	6.6038
lowly_expressed	lowly_expressed	ASTN1|460	185.8491
ASTN2|23245	591.6286	ASTN2|23245	189.1509
ASXL1|171023	1679.9156	ASXL1|171023	2269.3396
ASXL2|55252	660.5698	ASXL2|55252	939.6226
