gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
MIER3|166968	494.9572	MIER3|166968	475.2381
MIF4GD|57409	283.9969	MIF4GD|57409	532.2603
MIF|4282	4472.7519	MIF|4282	3715.0571
MIIP|60672	419.6966	MIIP|60672	370.4762
MIMT1|100073347	10.1704	lowly_expressed	lowly_expressed
MINA|84864	764.2105	MINA|84864	880.0476
MINK1|50488	2342.6867	MINK1|50488	2209.0476
MINPP1|9562	465.4632	MINPP1|9562	490.4762
MIOS|54468	842.7833	MIOS|54468	667.6189999999999
MIPEP|4285	818.3744	MIPEP|4285	567.3016
MIPOL1|145282	112.2129	MIPOL1|145282	141.9048
MIR155HG|114614	11.8654	MIR155HG|114614	10.7937
MIR17HG|407975	56.276	MIR17HG|407975	83.1746
MIS12|79003	495.9742	MIS12|79003	432.0635
MITD1|129531	168.4889	MITD1|129531	185.3968
MITF|4286	105.0937	MITF|4286	280.0
MKI67IP|84365	695.6522	MKI67IP|84365	933.9556
MKI67|4288	4338.3338	MKI67|4288	298.4127
MKKS|8195	944.4868	MKKS|8195	948.5714
MKL1|57591	1429.9517	MKL1|57591	1205.7143
MKL2|57496	2242.5629	MKL2|57496	2153.9683
MKLN1|4289	1755.0639999999999	MKLN1|4289	1398.0952
MKNK1|8569	538.0117	MKNK1|8569	673.0635
MKNK2|2872	1480.8035	MKNK2|2872	3627.3016
MKRN1|23608	3364.0139	MKRN1|23608	2874.2857
MKRN2|23609	495.6352	MKRN2|23609	597.4603
MKRN3|7681	31.5281	lowly_expressed	lowly_expressed
MKS1|54903	389.1855	MKS1|54903	300.3175
lowly_expressed	lowly_expressed	MKX|283078	18.0952
lowly_expressed	lowly_expressed	MLC1|23209	13.3333
MLEC|9761	4734.6385	MLEC|9761	5870.7937
MLF1IP|79682	685.0174	MLF1IP|79682	240.3429
MLF1|4291	433.5961	MLF1|4291	368.5714
MLF2|8079	6762.946	MLF2|8079	3416.1905
MLH1|4292	556.3183	MLH1|4292	849.2063
MLH3|27030	309.8568	MLH3|27030	472.6984
MLKL|197259	452.5807	MLKL|197259	278.7302
MLL2|8085	2344.0868	MLL2|8085	1687.6762
MLL3|58508	2496.8218	MLL3|58508	1931.4286
MLL4|9757	1112.6367	MLL4|9757	996.1905
MLL5|55904	1455.0386	MLL5|55904	1197.9429
MLLT10|8028	639.0372	MLLT10|8028	577.1429
MLLT11|10962	401.3899	MLLT11|10962	304.7619
MLLT1|4298	3197.8981	MLLT1|4298	1596.8254
MLLT3|4300	110.1788	MLLT3|4300	388.5714
MLLT4|4301	3293.8385	MLLT4|4301	2286.3492
MLLT6|4302	3712.857	MLLT6|4302	4330.1587
MLL|4297	1379.0999	MLL|4297	1771.1111
MLPH|79083	285.1089	MLPH|79083	5830.1587
MLST8|64223	509.033	MLST8|64223	772.3492
MLXIPL|51085	15.9336	MLXIPL|51085	84.12700000000001
MLXIP|22877	812.2722	MLXIP|22877	725.3968
MLX|6945	1509.494	MLX|6945	1054.2571
MLYCD|23417	332.5706	MLYCD|23417	392.0635
MMAA|166785	364.0987	MMAA|166785	231.1111
MMAB|326625	353.5893	MMAB|326625	817.1429
MMACHC|25974	415.6284	MMACHC|25974	181.9048
MMADHC|27249	1414.6962	MMADHC|27249	1708.5714
MMD|23531	297.3133	MMD|23531	467.619
lowly_expressed	lowly_expressed	MMEL1|79258	7.6254
MME|4311	213.5774	MME|4311	5446.0317
MMGT1|93380	1599.4576	MMGT1|93380	762.5397
MMP10|4319	7.4583	lowly_expressed	lowly_expressed
MMP11|4320	835.664	MMP11|4320	161.2698
MMP12|4321	126.4514	MMP12|4321	13.9683
MMP13|4322	48.8177	lowly_expressed	lowly_expressed
MMP14|4323	6143.9105	MMP14|4323	5013.0159
MMP15|4324	1803.5427	MMP15|4324	433.6508
MMP16|4325	16.6116	MMP16|4325	40.0
MMP17|4326	96.9574	MMP17|4326	65.3968
MMP19|4327	243.0714	MMP19|4327	842.5397
MMP1|4312	241.7154	MMP1|4312	15.5556
lowly_expressed	lowly_expressed	MMP23A|8511	13.9683
MMP23B|8510	15.9336	MMP23B|8510	138.4127
MMP24|10893	175.9471	MMP24|10893	447.619
MMP25|64386	67.6973	MMP25|64386	111.3556
lowly_expressed	lowly_expressed	MMP27|64066	32.0635
MMP28|79148	75.2606	MMP28|79148	145.3968
MMP2|4313	3368.7601	MMP2|4313	13732.381000000001
MMP3|4314	152.8943	MMP3|4314	46.9841
MMP7|4316	1244.5122	MMP7|4316	3313.9683
MMP8|4317	6.7802	lowly_expressed	lowly_expressed
MMP9|4318	965.8446	MMP9|4318	128.5714
MMRN1|22915	81.0238	MMRN1|22915	984.7619
MMRN2|79812	527.8413	MMRN2|79812	1820.0
MMS19|64210	1491.3128	MMS19|64210	1065.0794
MN1|4330	51.5298	MN1|4330	126.3492
MNAT1|4331	212.8994	MNAT1|4331	305.0794
MND1|84057	74.2436	MND1|84057	18.7302
MNDA|4332	73.9046	MNDA|4332	286.6667
MNS1|55329	258.327	MNS1|55329	102.2222
MNT|4335	583.4393	MNT|4335	587.619
MNX1|3110	8.1363	lowly_expressed	lowly_expressed
MOAP1|64112	741.4188	MOAP1|64112	1003.8095
MOB2|81532	343.7579	MOB2|81532	593.6508
MOBKL1A|92597	985.8463	MOBKL1A|92597	815.873
MOBKL1B|55233	809.5601	MOBKL1B|55233	526.9841
MOBKL2A|126308	712.9418	MOBKL2A|126308	923.4921
MOBKL2B|79817	598.0168	MOBKL2B|79817	431.746
MOBKL2C|148932	154.2504	MOBKL2C|148932	720.2698
MOBKL3|25843	720.4	MOBKL3|25843	931.1111
MOCOS|55034	1251.6315	MOCOS|55034	213.3333
MOCS1|4337	359.9729	MOCS1|4337	581.6794
MOCS2|4338	861.7679	MOCS2|4338	849.8413
MOCS3|27304	243.7495	MOCS3|27304	169.2063
MOGAT2|80168	34.2402	MOGAT2|80168	77.4603
MOGS|7841	2008.6448	MOGS|7841	1200.9524
MON1A|84315	133.2316	MON1A|84315	207.9365
MON1B|22879	654.2927	MON1B|22879	581.2698
MON2|23041	854.6487	MON2|23041	980.9524
MORC2|22880	1272.6502	MORC2|22880	1571.1111
MORC3|23515	408.5092	MORC3|23515	649.2063
MORC4|79710	1158.7423	MORC4|79710	557.1429
MORF4L1|10933	4759.3864	MORF4L1|10933	4301.9048
MORF4L2|9643	6850.4111	MORF4L2|9643	5151.1048
lowly_expressed	lowly_expressed	MORF4|10934	5.3968
MORN1|79906	102.0425	MORN1|79906	113.0159
MORN2|729967	294.2622	MORN2|729967	285.3968
MORN3|283385	12.8824	MORN3|283385	20.3175
MORN4|118812	160.6916	MORN4|118812	239.3651
MOSC1|64757	1702.1782	MOSC1|64757	325.0794
MOSC2|54996	560.3865	MOSC2|54996	387.9365
MOSPD1|56180	400.7119	MOSPD1|56180	215.2381
MOSPD2|158747	100.0085	MOSPD2|158747	172.38099999999997
MOSPD3|64598	276.2946	MOSPD3|64598	343.1746
MOV10|4343	1086.5328	MOV10|4343	1002.5397
MOXD1|26002	720.4	MOXD1|26002	294.2857
MPDU1|9526	899.7373	MPDU1|9526	1133.6508
MPDZ|8777	563.0986	MPDZ|8777	1010.7937
MPEG1|219972	349.1821	MPEG1|219972	1075.2381
MPG|4350	375.286	MPG|4350	890.4762
MPHOSPH10|10199	1119.7559	MPHOSPH10|10199	1242.2222
MPHOSPH6|10200	664.8021	MPHOSPH6|10200	668.2539999999999
MPHOSPH8|54737	571.5739	MPHOSPH8|54737	1050.1587
MPHOSPH9|10198	185.1004	MPHOSPH9|10198	106.6667
MPI|4351	566.8277	MPI|4351	860.9524
MPL|4352	21.6968	MPL|4352	19.0476
MPND|84954	177.6422	MPND|84954	386.6667
MPO|4353	6.7802	MPO|4353	12.6984
MPP1|4354	431.56199999999995	MPP1|4354	472.0635
MPP2|4355	237.6473	MPP2|4355	202.2222
MPP3|4356	26.4429	MPP3|4356	137.1429
MPP5|64398	593.9486	MPP5|64398	691.4286
MPP6|51678	187.4735	MPP6|51678	39.6825
MPP7|143098	112.2129	MPP7|143098	843.8095
MPPE1|65258	792.2705	MPPE1|65258	924.127
lowly_expressed	lowly_expressed	MPPED1|758	10.1587
MPPED2|744	8.8143	MPPED2|744	153.6508
MPRIP|23164	2446.3089999999997	MPRIP|23164	2554.9206
MPST|4357	582.7613	MPST|4357	806.0317
MPV17L2|84769	386.8124	MPV17L2|84769	265.3968
MPV17L|255027	41.6984	MPV17L|255027	126.0317
MPV17|4358	912.2807	MPV17|4358	936.8254
MPZL1|9019	11833.5452	MPZL1|9019	6740.3175
MPZL2|10205	962.7935	MPZL2|10205	959.0476
MPZL3|196264	33.5622	MPZL3|196264	33.9683
MPZ|4359	19.3237	MPZ|4359	29.5238
MR1|3140	297.9914	MR1|3140	207.3016
MRAP2|112609	84.7529	MRAP2|112609	77.1429
MRAP|56246	10.5467	MRAP|56246	78.3937
MRAS|22808	1239.4271	MRAS|22808	1186.6667
MRC1|4360	84.7529	MRC1|4360	791.1111
MRC2|9902	2339.8593	MRC2|9902	4428.8889
MRE11A|4361	806.5089999999999	MRE11A|4361	481.9048
MREG|55686	108.4838	MREG|55686	1538.4127
MRFAP1L1|114932	944.4868	MRFAP1L1|114932	1858.4127
MRFAP1|93621	4931.2654	MRFAP1|93621	9901.9048
MRGPRF|116535	51.1908	MRGPRF|116535	634.9206
lowly_expressed	lowly_expressed	MRGPRX3|117195	147.9365
MRI1|84245	406.4751	MRI1|84245	530.7937
MRM1|79922	111.8739	MRM1|79922	124.4444
MRO|83876	42.0375	MRO|83876	212.6984
MRP63|78988	440.3695	MRP63|78988	909.1968
MRPL10|124995	1217.7303	MRPL10|124995	967.3016
MRPL11|65003	1048.5634	MRPL11|65003	720.3175
MRPL12|6182	1986.9479999999999	MRPL12|6182	815.2381
MRPL13|28998	1019.0694	MRPL13|28998	696.5079
MRPL14|64928	807.5261	MRPL14|64928	576.5079
MRPL15|29088	3622.3409	MRPL15|29088	686.6667
MRPL16|54948	781.4222	MRPL16|54948	818.4127
MRPL17|63875	956.6912	MRPL17|63875	991.1111
MRPL18|29074	1320.1119	MRPL18|29074	827.9365
MRPL19|9801	1419.1033	MRPL19|9801	1001.5873
MRPL1|65008	566.8277	MRPL1|65008	415.2381
MRPL20|55052	1379.2186	MRPL20|55052	1471.0825
MRPL21|219927	543.4359	MRPL21|219927	617.7778
MRPL22|29093	252.2248	MRPL22|29093	478.7302
MRPL23|6150	642.0883	MRPL23|6150	519.6825
MRPL24|79590	2217.8151	MRPL24|79590	1213.3333
MRPL27|51264	689.8889999999999	MRPL27|51264	809.5238
MRPL28|10573	802.1019	MRPL28|10573	955.5556
MRPL2|51069	922.4511	MRPL2|51069	515.2381
MRPL30|51263	518.3626	MRPL30|51263	785.3111
MRPL32|64983	814.9843	MRPL32|64983	882.8571
MRPL33|9553	527.8413	MRPL33|9553	662.5397
MRPL34|64981	1160.0983	MRPL34|64981	667.9365
MRPL35|51318	1401.4747	MRPL35|51318	713.3333
MRPL36|64979	324.7733	MRPL36|64979	392.0635
MRPL37|51253	2313.0774	MRPL37|51253	1318.4127
MRPL38|64978	1059.0999	MRPL38|64978	819.9746
MRPL39|54148	869.5652	MRPL39|54148	403.1746
MRPL3|11222	2590.05	MRPL3|11222	1547.9365
MRPL40|64976	494.6182	MRPL40|64976	804.7619
MRPL41|64975	464.1071	MRPL41|64975	562.8571
MRPL42P5|359821	6.5972	MRPL42P5|359821	6.0729999999999995
MRPL42|28977	631.918	MRPL42|28977	597.4603
MRPL43|84545	858.8152	MRPL43|84545	1296.7302
MRPL44|65080	339.6898	MRPL44|65080	549.5238
MRPL45|84311	1146.5378	MRPL45|84311	925.0794
MRPL46|26589	627.8498	MRPL46|26589	413.6508
MRPL47|57129	1627.2565	MRPL47|57129	621.9048
MRPL48|51642	178.6592	MRPL48|51642	383.1746
MRPL49|740	1088.9058	MRPL49|740	1868.8889
MRPL4|51073	2559.1999	MRPL4|51073	878.0952
MRPL50|54534	380.7102	MRPL50|54534	481.9048
MRPL51|51258	3438.2575	MRPL51|51258	1777.4603
MRPL52|122704	430.884	MRPL52|122704	666.9841
MRPL53|116540	513.8368	MRPL53|116540	548.254
MRPL54|116541	246.1226	MRPL54|116541	578.0952
MRPL55|128308	714.9758	MRPL55|128308	512.0635
MRPL9|65005	1874.7928	MRPL9|65005	1107.8444
MRPS10|55173	984.4902	MRPS10|55173	1035.873
MRPS11|64963	700.0593	MRPS11|64963	608.8889
MRPS12|6183	813.7639	MRPS12|6183	465.7746
MRPS14|63931	668.1922	MRPS14|63931	381.9048
MRPS15|64960	1315.3657	MRPS15|64960	1169.8413
MRPS16|51021	2694.8046	MRPS16|51021	1645.6095
MRPS17|51373	402.06800000000004	MRPS17|51373	307.9365
MRPS18A|55168	797.0167	MRPS18A|55168	737.1429
MRPS18B|28973	1732.3502	MRPS18B|28973	1546.0317
MRPS18C|51023	395.82	MRPS18C|51023	399.5619
MRPS21|54460	1810.3229	MRPS21|54460	1153.9683
MRPS22|56945	832.9519	MRPS22|56945	528.5714
MRPS23|51649	1012.6282	MRPS23|51649	648.254
MRPS24|64951	1086.1937	MRPS24|64951	942.5397
MRPS25|64432	969.7974	MRPS25|64432	896.946
MRPS26|64949	770.5738	MRPS26|64949	897.7778
MRPS27|23107	1763.5393	MRPS27|23107	1456.8254
MRPS28|28957	303.3749	MRPS28|28957	338.5365
MRPS2|51116	945.4157	MRPS2|51116	788.0857
MRPS30|10884	322.4002	MRPS30|10884	198.7302
MRPS31|10240	605.136	MRPS31|10240	450.4762
MRPS33|51650	887.8719	MRPS33|51650	642.2222
MRPS34|65993	726.1632	MRPS34|65993	976.5079
MRPS35|60488	2268.6668	MRPS35|60488	1183.4921
MRPS36|92259	493.6012	MRPS36|92259	366.6667
MRPS5|64969	979.7439999999999	MRPS5|64969	674.2857
MRPS6|64968	750.1687	MRPS6|64968	659.8476
MRPS7|51081	1767.7023	MRPS7|51081	1243.2952
MRPS9|64965	552.9282	MRPS9|64965	660.6349
MRRF|92399	451.9027	MRRF|92399	465.3968
MRS2|57380	1097.7201	MRS2|57380	574.9206
MRTO4|51154	1439.105	MRTO4|51154	1003.1746
MRVI1|10335	187.4735	MRVI1|10335	865.0794
MS4A14|84689	12.9062	MS4A14|84689	75.3905
MS4A15|219995	5.4242	lowly_expressed	lowly_expressed
MS4A1|931	9.8313	MS4A1|931	37.1429
MS4A2|2206	11.8654	MS4A2|2206	85.7143
MS4A4A|51338	120.6882	MS4A4A|51338	734.6032
MS4A6A|64231	284.4309	MS4A6A|64231	1733.0159
MS4A7|58475	157.9558	MS4A7|58475	1430.3238
MSC|9242	41.9866	MSC|9242	65.4222
MSH2|4436	2298.8389	MSH2|4436	712.6984
MSH3|4437	768.4787	MSH3|4437	522.7937
MSH5|4439	239.38299999999998	MSH5|4439	120.6698
MSH6|2956	4239.6813	MSH6|2956	1186.0317
MSI1|4440	78.9897	MSI1|4440	52.381
MSI2|124540	356.9794	MSI2|124540	219.3651
MSL1|339287	2140.1814	MSL1|339287	1718.7302
MSL2|55167	936.3505	MSL2|55167	827.9365
MSL3L2|151507	5.0852	MSL3L2|151507	69.5238
MSL3|10943	453.5978	MSL3|10943	583.8095
MSLNL|401827	12.5434	lowly_expressed	lowly_expressed
MSLN|10232	7646.0717	MSLN|10232	19.3651
MSMP|692094	51.8688	MSMP|692094	33.3333
MSN|4478	10327.3159	MSN|4478	7238.4127
MSR1|4481	406.8141	MSR1|4481	552.0635
MSRA|4482	100.0085	MSRA|4482	349.8413
MSRB2|22921	1130.2653	MSRB2|22921	690.1587
MSRB3|253827	405.7971	MSRB3|253827	2426.9841
MST1P2|11209	28.138	MST1P2|11209	155.873
MST1P9|11223	5.0852	MST1P9|11223	24.7619
MST1R|4486	321.0442	MST1R|4486	196.8254
MST1|4485	15.5945	MST1|4485	110.7937
MST4|51765	1034.3249	MST4|51765	313.6508
lowly_expressed	lowly_expressed	MSTN|2660	11.745999999999999
MSTO1|55154	1066.0225	MSTO1|55154	655.9556
MSTO2P|100129405	192.6943	MSTO2P|100129405	122.4413
MSX1|4487	114.925	MSX1|4487	93.9683
lowly_expressed	lowly_expressed	MSX2P1|55545	6.9841
MSX2|4488	29.833000000000002	MSX2|4488	777.1429
MT1A|4489	17.9676	MT1A|4489	118.4127
MT1DP|326343	5.7632	MT1DP|326343	8.5714
MT1E|4493	284.7699	MT1E|4493	3234.9206
MT1F|4494	303.0765	MT1F|4494	277.4603
MT1G|4495	337.3167	MT1G|4495	201.2698
MT1L|4500	74.5826	MT1L|4500	127.6063
MT1M|4499	26.4429	MT1M|4499	523.8222
MT1X|4501	876.0064	MT1X|4501	5405.7143
MT2A|4502	2456.8184	MT2A|4502	11560.0
MT3|4504	42.7155	lowly_expressed	lowly_expressed
MTA1|9112	1470.2941	MTA1|9112	1089.2063
MTA2|9219	2169.6754	MTA2|9219	1992.381
MTA3|57504	944.4868	MTA3|57504	886.0317
MTAP|4507	1251.2721	MTAP|4507	638.0952
MTBP|27085	272.9045	MTBP|27085	60.3175
MTCH1|23787	4811.5942	MTCH1|23787	3748.8889
MTCH2|23788	2427.3243	MTCH2|23788	1484.7619
MTCP1NB|100272147	409.9025	MTCP1NB|100272147	322.6
MTCP1|4515	62.6799	MTCP1|4515	35.1778
MTDH|92140	3261.6323	MTDH|92140	2253.6508
MTERFD1|51001	608.5261	MTERFD1|51001	285.7143
MTERFD2|130916	377.9981	MTERFD2|130916	515.5556
MTERFD3|80298	278.6677	MTERFD3|80298	526.9841
MTERF|7978	310.5348	MTERF|7978	227.9365
MTF1|4520	587.5074	MTF1|4520	512.0635
MTF2|22823	500.7204	MTF2|22823	395.87300000000005
MTFMT|123263	286.465	MTFMT|123263	218.7302
MTFR1|9650	502.0934	MTFR1|9650	327.0159
MTG1|92170	478.0066	MTG1|92170	492.0635
MTHFD1L|25902	4464.7852	MTHFD1L|25902	376.8254
MTHFD1|4522	2852.8282	MTHFD1|4522	1456.3968
MTHFD2L|441024	194.5114	MTHFD2L|441024	289.3175
MTHFD2|10797	2007.9668	MTHFD2|10797	1115.873
MTHFR|4524	420.3916	MTHFR|4524	862.3873
MTHFSD|64779	546.487	MTHFSD|64779	313.6508
MTHFS|10588	574.286	MTHFS|10588	403.8095
MTIF2|4528	1421.4764	MTIF2|4528	738.0952
MTIF3|219402	987.5413	MTIF3|219402	1026.9841
MTL5|9633	271.2094	MTL5|9633	321.2698
MTM1|4534	388.8465	MTM1|4534	363.1746
MTMR10|54893	277.315	MTMR10|54893	776.2476
MTMR11|10903	255.9539	MTMR11|10903	376.8254
MTMR12|54545	1731.6722	MTMR12|54545	1013.9683
MTMR14|64419	489.533	MTMR14|64419	712.3810000000001
MTMR15|22909	225.1004	MTMR15|22909	575.8159
MTMR1|8776	1053.9876	MTMR1|8776	685.0794
MTMR2|8898	1051.9536	MTMR2|8898	642.5397
MTMR3|8897	867.1921	MTMR3|8897	1561.9048
MTMR4|9110	2360.8779999999997	lowly_expressed	lowly_expressed
MTMR6|9107	810.5772	MTMR6|9107	665.3968
MTMR7|9108	120.7221	MTMR7|9108	41.2476
MTMR8|55613	17.6286	MTMR8|55613	8.5714
MTMR9L|339483	103.7376	MTMR9L|339483	226.0317
MTMR9|66036	190.5178	MTMR9|66036	373.9683
MTO1|25821	495.9742	MTO1|25821	378.4127
MTOR|2475	2291.0416	MTOR|2475	1596.8254
MTP18|51537	318.0609	MTP18|51537	419.05400000000003
MTPAP|55149	795.6606	MTPAP|55149	494.2857
MTRF1L|54516	355.9624	MTRF1L|54516	304.7619
MTRF1|9617	284.7699	MTRF1|9617	131.4286
MTRR|4552	789.2194	MTRR|4552	503.4921
MTR|4548	1745.2326	MTR|4548	1350.1587
MTSS1L|92154	874.3114	MTSS1L|92154	1186.3492
MTSS1|9788	1124.8377	MTSS1|9788	564.7587
MTTP|4547	10.5094	lowly_expressed	lowly_expressed
MTUS1|57509	1061.1069	MTUS1|57509	3075.873
MTUS2|23281	6.7802	MTUS2|23281	17.7778
MTX1|4580	1298.7372	MTX1|4580	687.8984
MTX2|10651	814.6453	MTX2|10651	589.8413
MTX3|345778	591.9146	MTX3|345778	633.0159
lowly_expressed	lowly_expressed	MUC12|10071	9.5238
lowly_expressed	lowly_expressed	MUC13|56667	12.6984
MUC15|143662	553.9452	MUC15|143662	245.3968
MUC16|94025	3563.3528	MUC16|94025	361.9048
MUC1|4582	5919.4847	MUC1|4582	5964.1269999999995
MUC20|200958	388.5075	MUC20|200958	218.4127
MUC4|4585	35.2572	MUC4|4585	15.2381
MUC5B|727897	2231.0365	MUC5B|727897	778.4127
MUC6|4588	6.4412	MUC6|4588	861.2698
lowly_expressed	lowly_expressed	MUC7|4589	1023.8984
MUCL1|118430	12.8824	MUCL1|118430	10415.2381
MUDENG|55745	970.5907	MUDENG|55745	756.1905
MUL1|79594	928.5533	MUL1|79594	934.6032
lowly_expressed	lowly_expressed	MUM1L1|139221	142.8571
MUM1|84939	387.1515	MUM1|84939	968.2539999999999
MURC|347273	18.9847	MURC|347273	5.7143
MUS81|80198	347.4871	MUS81|80198	585.0794
MUSTN1|389125	17.6286	MUSTN1|389125	188.9333
MUTED|63915	512.5858	MUTED|63915	367.619
MUTYH|4595	125.4784	MUTYH|4595	136.6571
MUT|4594	1148.2329	MUT|4594	773.3333
MVD|4597	285.1089	MVD|4597	415.5556
MVK|4598	202.39	MVK|4598	357.1429
MVP|9961	2488.6855	MVP|9961	3960.3175
MX1|4599	7584.3716	MX1|4599	2865.0794
MX2|4600	380.7102	MX2|4600	710.4762
MXD1|4084	331.8925	MXD1|4084	445.7143
MXD3|83463	63.8088	MXD3|83463	126.6413
MXD4|10608	754.6402	MXD4|10608	2080.9524
MXI1|4601	913.6367	MXI1|4601	1620.9524
MXRA5|25878	2919.5695	MXRA5|25878	3180.6349
MXRA7|439921	1287.9058	MXRA7|439921	2636.8254
MXRA8|54587	2185.6089	MXRA8|54587	2385.0794
MYADM|91663	2110.6873	MYADM|91663	5782.8571
MYBBP1A|10514	1897.3845	MYBBP1A|10514	1339.619
MYBL1|4603	107.4667	MYBL1|4603	111.4286
MYBL2|4605	1195.3555	MYBL2|4605	88.8889
MYBPC1|4604	11.8654	MYBPC1|4604	2442.8571
MYB|4602	828.5448	MYB|4602	796.5079
MYCBP2|23077	1811.3399	MYCBP2|23077	1671.746
MYCBPAP|84073	5.4242	MYCBPAP|84073	15.5556
MYCBP|26292	1031.2738	MYCBP|26292	860.0
MYCL1|4610	34.5792	MYCL1|4610	133.6508
MYCN|4613	10.1704	MYCN|4613	10.1587
MYCT1|80177	111.5349	lowly_expressed	lowly_expressed
MYC|4609	2869.7347	MYC|4609	3404.127
MYD88|4615	1255.0216	MYD88|4615	1253.0159
MYEF2|50804	620.778	MYEF2|50804	318.3111
MYEOV2|150678	588.8635	MYEOV2|150678	1102.5397
MYEOV|26579	7.7973	MYEOV|26579	409.8413
MYH10|4628	4078.6507	MYH10|4628	2522.2222
MYH11|4629	977.154	lowly_expressed	lowly_expressed
MYH14|79784	3459.2762	MYH14|79784	2061.5873
lowly_expressed	lowly_expressed	MYH1|4619	8.5714
MYH3|4621	30.5111	MYH3|4621	56.1905
lowly_expressed	lowly_expressed	MYH7B|57644	30.4762
MYH9|4627	22277.1421	MYH9|4627	38793.0159
MYL12A|10627	6101.195	MYL12A|10627	7695.5556
MYL12B|103910	8773.9639	MYL12B|103910	9211.1111
MYL5|4636	66.8023	MYL5|4636	214.3587
MYL6B|140465	1206.5429	MYL6B|140465	771.1111
MYL6|4637	19164.336	MYL6|4637	20292.0635
lowly_expressed	lowly_expressed	MYL7|58498	39.0476
MYL9|10398	2174.4216	MYL9|10398	18837.4603
MYLIP|29116	381.0492	MYLIP|29116	1108.8889
MYLK3|91807	5.0852	MYLK3|91807	6.6667
MYLK4|340156	130.8585	MYLK4|340156	42.2222
MYLK|4638	1913.3147	MYLK|4638	13031.0222
MYLPF|29895	11.5264	lowly_expressed	lowly_expressed
MYNN|55892	378.6762	MYNN|55892	372.381
MYO10|4651	3290.7874	MYO10|4651	1004.7619
MYO15A|51168	24.4088	MYO15A|51168	29.2063
MYO15B|80022	255.9539	MYO15B|80022	776.1905
lowly_expressed	lowly_expressed	MYO16|23026	13.6508
MYO18A|399687	2353.3418	MYO18A|399687	2034.854
lowly_expressed	lowly_expressed	MYO18B|84700	9.2063
MYO19|80179	1500.3983	MYO19|80179	469.6
MYO1B|4430	1137.0455	MYO1B|4430	2210.4762
MYO1C|4641	8556.9964	MYO1C|4641	5409.2063
MYO1D|4642	2985.3377	MYO1D|4642	1839.0476
MYO1E|4643	1718.4507	MYO1E|4643	878.7302
MYO1F|4542	100.0085	MYO1F|4542	428.8889
MYO1G|64005	85.09200000000001	MYO1G|64005	166.9841
lowly_expressed	lowly_expressed	MYO1H|283446	117.4603
lowly_expressed	lowly_expressed	MYO3A|53904	5.0794
lowly_expressed	lowly_expressed	MYO3B|140469	15.2381
MYO5A|4644	1396.3895	MYO5A|4644	793.9683
MYO5B|4645	2223.2393	MYO5B|4645	1741.9048
MYO5C|55930	1099.5169	MYO5C|55930	1334.1524
MYO6|4646	2404.6106	MYO6|4646	3384.127
MYO7A|4647	67.4633	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MYO7B|4648	11.745999999999999
MYO9A|4649	597.6778	MYO9A|4649	415.87300000000005
MYO9B|4650	3018.5609	MYO9B|4650	1720.9524
MYOCD|93649	10.1704	MYOCD|93649	27.9365
lowly_expressed	lowly_expressed	MYOC|4653	71.74600000000001
MYOF|26509	2846.0039	MYOF|26509	6926.0317
MYOM1|8736	23.3918	MYOM1|8736	195.2381
lowly_expressed	lowly_expressed	MYOM2|9172	99.3651
MYOM3|127294	18.6456	MYOM3|127294	264.4444
MYOZ1|58529	23.7308	MYOZ1|58529	46.0317
MYOZ3|91977	21.0187	MYOZ3|91977	33.0159
MYPOP|339344	151.8773	MYPOP|339344	132.0635
MYRIP|25924	13.2215	MYRIP|25924	130.4762
MYSM1|114803	158.6575	MYSM1|114803	110.4762
MYST1|84148	850.9196	MYST1|84148	868.8889
MYST2|11143	1086.1937	MYST2|11143	1122.2222
MYST3|7994	1651.6654	MYST3|7994	1212.381
MYST4|23522	831.9349	MYST4|23522	794.9206
MYT1|4661	6.4412	lowly_expressed	lowly_expressed
MZF1|7593	162.6206	MZF1|7593	334.5778
N4BP1|9683	910.9247	N4BP1|9683	1110.7937
N4BP2L1|90634	32.8841	N4BP2L1|90634	657.4603
N4BP2L2|10443	113.90799999999999	N4BP2L2|10443	1599.3651
N4BP2|55728	204.7631	N4BP2|55728	140.0
N4BP3|23138	239.0033	N4BP3|23138	262.5397
N6AMT1|29104	108.4838	N6AMT1|29104	320.0
N6AMT2|221143	103.3986	N6AMT2|221143	207.3016
NAA10|8260	900.4153	NAA10|8260	911.7460000000001
NAA15|80155	3108.738	NAA15|80155	809.8413
NAA16|79612	294.2622	NAA16|79612	240.6349
NAA20|51126	912.9587	NAA20|51126	1146.3492
NAA25|80018	623.1037	NAA25|80018	431.4286
NAA30|122830	347.1481	NAA30|122830	546.3492
NAA35|60560	454.2758	NAA35|60560	470.1587
NAA38|51691	657.6829	NAA38|51691	415.5556
NAA40|79829	330.1975	NAA40|79829	563.4921
NAA50|80218	3280.278	NAA50|80218	2285.3968
NAAA|27163	758.3694	NAAA|27163	642.5397
NAALAD2|10003	15.9336	NAALAD2|10003	50.7937
NAALADL1|10004	13.8995	NAALADL1|10004	122.8571
NAALADL2|254827	261.3781	NAALADL2|254827	332.6984
NAB1|4664	913.6367	NAB1|4664	1053.9683
NAB2|4665	676.3285	NAB2|4665	606.6667
