gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
HFE|3077	154.373	HFE|3077	157.5738
lowly_expressed	lowly_expressed	HGD|3081	53.0225
HGF|3082	37.9347	HGF|3082	63.1042
HGSNAT|138050	3432.5606	HGSNAT|138050	2349.7915
HGS|9146	1564.8051	HGS|9146	1545.1195
HHAT|55733	377.2392	HHAT|55733	347.6332
HHEX|3087	99.5785	HHEX|3087	57.1298
HHIPL1|84439	45.3109	HHIPL1|84439	72.0657
HHIPL2|79802	6.3224	HHIPL2|79802	7.0946
HHIP|64399	16.8599	lowly_expressed	lowly_expressed
HHLA3|11147	113.804	HHLA3|11147	120.6074
HIAT1|64645	1256.5859	HIAT1|64645	1420.7781
HIATL1|84641	1828.7671	HIATL1|84641	1424.1387
HIATL2|84278	13.1718	HIATL2|84278	17.5497
HIBADH|11112	1617.4921	HIBADH|11112	1080.9862
HIBCH|26275	430.4531	HIBCH|26275	502.5932
HIC1|3090	166.49099999999999	HIC1|3090	542.1734
HIC2|23119	134.3519	HIC2|23119	138.5305
HIF1AN|55662	1214.4362	HIF1AN|55662	1352.4463
HIF1A|3091	1321.3909	HIF1A|3091	2145.1695
HIF3A|64344	37.4078	HIF3A|64344	151.5994
HIGD1A|25994	3401.4752	HIGD1A|25994	2256.0686
HIGD1B|51751	17.3867	HIGD1B|51751	34.6924
HIGD2A|192286	1485.2476	HIGD2A|192286	662.7808
HINFP|25988	141.2013	HINFP|25988	210.5963
HINT1|3094	5333.509	HINT1|3094	2825.8735
HINT2|84681	496.3119	HINT2|84681	430.1541
HINT3|135114	660.6955	HINT3|135114	1225.1177
HIP1R|9026	794.5205	HIP1R|9026	1282.2476
HIP1|3092	858.2719	HIP1|3092	1300.5439999999999
HIPK1|204851	1787.6712	HIPK1|204851	1696.3456
HIPK2|28996	3500.5269	HIPK2|28996	1737.0459
HIPK3|10114	1559.0095	HIPK3|10114	1311.746
lowly_expressed	lowly_expressed	HIPK4|147746	7.0946
HIRA|7290	535.8272	HIRA|7290	996.6282
HIRIP3|8479	489.9895	HIRIP3|8479	454.4249
HIST1H1C|3006	515.8061	HIST1H1C|3006	155.7068
HIST1H2AC|8334	335.6164	HIST1H2AC|8334	537.6926
HIST1H2AE|3012	15.8061	HIST1H2AE|3012	21.6571
HIST1H2BC|8347	29.5047	HIST1H2BC|8347	8.5881
HIST1H2BD|3017	250.7903	HIST1H2BD|3017	114.6331
HIST1H2BG|8339	5.7956	lowly_expressed	lowly_expressed
HIST1H2BJ|8970	6.8493	HIST1H2BJ|8970	11.9487
HIST1H2BK|85236	706.5332	HIST1H2BK|85236	371.9041
HIST1H3D|8351	6.5489999999999995	lowly_expressed	lowly_expressed
HIST1H3E|8353	38.9884	HIST1H3E|8353	11.9487
HIST1H4H|8365	51.1064	HIST1H4H|8365	18.6699
HIST1H4J|8363	7.9031	HIST1H4J|8363	11.2019
HIST2H2AA3|8337	272.9189	HIST2H2AA3|8337	111.6459
HIST2H2BE|8349	205.4795	HIST2H2BE|8349	289.3832
HIST2H2BF|440689	18.9673	HIST2H2BF|440689	26.1192
HIST2H4A|8370	138.04	HIST2H4A|8370	95.2164
HIST3H2A|92815	5.2687	HIST3H2A|92815	28.3782
HIST4H4|121504	18.4405	HIST4H4|121504	11.9487
HIVEP1|3096	626.9758	HIVEP1|3096	814.3803
HIVEP2|3097	493.1507	HIVEP2|3097	1299.0504
HIVEP3|59269	514.2255	HIVEP3|59269	466.7471
HJURP|55355	93.2561	HJURP|55355	12.3221
HK1|3098	3356.6913	HK1|3098	4121.9367
HK2|3099	4001.5806	HK2|3099	799.8178
HK3|3101	13.1718	HK3|3101	36.9664
HKR1|284459	811.9073	HKR1|284459	655.6863
HLA-A|3105	9626.4436	HLA-A|3105	15895.3964
HLA-B|3106	11545.3635	HLA-B|3106	20284.529
HLA-C|3107	9583.1928	HLA-C|3107	17207.583
HLA-DMA|3108	864.0674	HLA-DMA|3108	1044.7666
HLA-DMB|3109	599.5785	HLA-DMB|3109	756.1303
HLA-DOA|3111	481.5595	HLA-DOA|3111	500.7263
HLA-DOB|3112	40.4004	HLA-DOB|3112	31.4625
HLA-DPA1|3113	4916.2276	HLA-DPA1|3113	4695.4755
HLA-DPB1|3115	3304.0042	HLA-DPB1|3115	2960.2966
HLA-DQA1|3117	1127.5026	HLA-DQA1|3117	886.446
HLA-DQA2|3118	118.5458	HLA-DQA2|3118	88.8686
HLA-DQB1|3119	1016.3330000000001	HLA-DQB1|3119	1069.4109
HLA-DQB2|3120	59.0095	HLA-DQB2|3120	113.8863
HLA-DRA|3122	10224.9737	HLA-DRA|3122	9270.3436
HLA-DRB1|3123	2365.1686	HLA-DRB1|3123	3118.6919
HLA-DRB5|3127	433.6143	lowly_expressed	lowly_expressed
HLA-DRB6|3128	142.7345	HLA-DRB6|3128	121.2796
HLA-E|3133	6342.9926	HLA-E|3133	11675.0246
HLA-F|3134	725.9168	HLA-F|3134	1140.5543
HLA-G|3135	14.7524	HLA-G|3135	185.1156
HLA-H|3136	620.6533	HLA-H|3136	2635.8141
HLA-L|3139	6.3224	HLA-L|3139	13.4423
HLCS|3141	696.5227	HLCS|3141	696.3866
HLF|3131	151.2118	HLF|3131	771.813
HLTF|6596	1090.0948	HLTF|6596	778.5341
HLX|3142	181.2434	HLX|3142	124.7148
HM13|81502	2382.3973	HM13|81502	2294.144
HMBOX1|79618	55.8483	HMBOX1|79618	53.7693
HMBS|3145	222.3393	HMBS|3145	335.6845
HMCN1|83872	829.294	HMCN1|83872	1164.6273
HMG20A|10363	725.5005	HMG20A|10363	497.3657
HMG20B|10362	1961.5385	HMG20B|10362	1193.7523
HMGA1|3159	2327.1338	HMGA1|3159	973.6904
HMGA2|8091	17.3867	lowly_expressed	lowly_expressed
HMGB1|3146	6177.0285	HMGB1|3146	5867.5708
HMGB2|3148	2346.6807	HMGB2|3148	1098.5359
HMGB3|3149	424.6575	HMGB3|3149	436.1285
HMGCLL1|54511	11.0643	HMGCLL1|54511	42.1939
HMGCL|3155	1162.803	HMGCL|3155	694.1462
HMGCR|3156	1061.6438	HMGCR|3156	762.1046
HMGCS1|3157	5038.9884	HMGCS1|3157	993.2378
HMGCS2|3158	39486.8282	HMGCS2|3158	2527.5287
HMGN1|3150	2909.3783	HMGN1|3150	2436.0463
HMGN2|3151	6255.0053	HMGN2|3151	5051.3235
HMGN3|9324	960.4795	HMGN3|9324	1124.8828
HMGN4|10473	2046.8915	HMGN4|10473	1908.0620000000001
HMGN5|79366	160.6955	HMGN5|79366	144.1315
HMGXB3|22993	1087.4605	HMGXB3|22993	1242.2939999999999
HMGXB4|10042	759.7471	HMGXB4|10042	472.348
HMHA1|23526	330.3477	HMHA1|23526	398.0419
HMMR|3161	140.1475	HMMR|3161	14.9359
HMOX1|3162	398.314	HMOX1|3162	469.7343
HMOX2|3163	691.7808	HMOX2|3163	699.0004
HN1L|90861	3089.5679999999998	HN1L|90861	2664.5657
HN1|51155	1055.8483	HN1|51155	828.9428
HNF1A|6927	13.1718	HNF1A|6927	11.5753
HNF4G|3174	72.1812	HNF4G|3174	11.2019
HNMT|3176	1140.1475	HNMT|3176	1219.8901
HNRNPA0|10949	2845.627	HNRNPA0|10949	3940.4655
HNRNPA1L2|144983	4656.4805	HNRNPA1L2|144983	2758.6619
HNRNPA1|3178	9605.3741	HNRNPA1|3178	8143.8029
HNRNPA2B1|3181	14819.8103	HNRNPA2B1|3181	11798.6192
HNRNPA3P1|10151	99.5785	HNRNPA3P1|10151	97.0834
HNRNPA3|220988	5433.6143	HNRNPA3|220988	5857.4891
HNRNPAB|3182	3146.8967	HNRNPAB|3182	2885.4005
HNRNPC|3183	15822.4447	HNRNPC|3183	8206.9071
HNRNPD|3184	5243.941	HNRNPD|3184	4931.0895
HNRNPF|3185	7180.3793	HNRNPF|3185	5023.1656
HNRNPH1|3187	2708.6407	HNRNPH1|3187	3978.1786
HNRNPH2|3188	4667.0179	HNRNPH2|3188	3778.4109
HNRNPH3|3189	2149.1043	HNRNPH3|3189	2504.0047
HNRNPK|3190	14465.7534	HNRNPK|3190	13764.1844
HNRNPL|3191	5124.8683	HNRNPL|3191	4553.0505
HNRNPM|4670	4079.0306	HNRNPM|4670	5399.7035
HNRNPR|10236	3806.6386	HNRNPR|10236	3166.4121
HNRNPUL1|11100	5769.2308	HNRNPUL1|11100	5919.0997
HNRNPUL2|221092	3732.1549	HNRNPUL2|221092	3935.3462
HNRNPU|3192	15709.1675	HNRNPU|3192	11978.5968
HNRPDL|9987	5508.9568	HNRPDL|9987	5882.1333
HNRPLL|92906	663.8567	HNRPLL|92906	721.4043
HOMER1|9456	56.902	HOMER1|9456	215.8238
HOMER2|9455	13.1718	HOMER2|9455	750.1559
HOMER3|9454	406.7439	HOMER3|9454	355.4746
HOMEZ|57594	646.47	HOMEZ|57594	328.9633
HOOK1|51361	535.3003	HOOK1|51361	662.4074
HOOK2|29911	526.8704	HOOK2|29911	618.3465
HOOK3|84376	728.6617	HOOK3|84376	986.1432
HOPX|84525	699.6839	HOPX|84525	87.3751
HOTAIR|100124700	60.5901	HOTAIR|100124700	15.6827
HOXA10|3206	96.4173	HOXA10|3206	128.0754
HOXA11|3207	5.7956	lowly_expressed	lowly_expressed
HOXA13|3209	7.3762	lowly_expressed	lowly_expressed
HOXA1|3198	23.1823	HOXA1|3198	24.2708
lowly_expressed	lowly_expressed	HOXA2|3199	37.3398
HOXA3|3200	28.451	HOXA3|3200	143.7581
HOXA4|3201	24.236	HOXA4|3201	143.2055
HOXA5|3202	21.6017	HOXA5|3202	145.2517
lowly_expressed	lowly_expressed	HOXA6|3203	10.0817
HOXA7|3204	67.9663	HOXA7|3204	489.48699999999997
HOXA9|3205	13.6986	HOXA9|3205	108.6587
HOXB2|3212	3616.4384	HOXB2|3212	195.287
HOXB3|3213	3890.4109999999996	HOXB3|3213	82.8943
HOXB4|3214	365.6481	HOXB4|3214	64.5978
HOXB5|3215	2321.9178	HOXB5|3215	21.2837
HOXB6|3216	2139.6207	HOXB6|3216	20.9103
HOXB7|3217	896.7334	HOXB7|3217	67.9584
HOXB8|3218	1951.0011	lowly_expressed	lowly_expressed
HOXB9|3219	948.3667	HOXB9|3219	5.2276
HOXC10|3226	1239.726	HOXC10|3226	176.2437
HOXC11|3227	163.3298	HOXC11|3227	10.8285
HOXC13|3229	7.9031	HOXC13|3229	39.9535
HOXC4|3221	197.5184	HOXC4|3221	72.9432
HOXC5|3222	35.0843	HOXC5|3222	45.6404
HOXC6|3223	239.4731	lowly_expressed	lowly_expressed
HOXC8|3224	127.5026	HOXC8|3224	98.9504
HOXC9|3225	219.705	HOXC9|3225	87.0017
HOXD10|3236	60.5901	HOXD10|3236	21.2837
HOXD13|3239	13.6986	lowly_expressed	lowly_expressed
HOXD1|3231	23.1823	HOXD1|3231	9.7083
HOXD3|3232	38.9884	HOXD3|3232	25.7644
HOXD4|3233	21.6017	HOXD4|3233	23.5241
HOXD8|3234	449.9473	HOXD8|3234	316.2678
HOXD9|3235	118.5458	HOXD9|3235	152.3462
HP1BP3|50809	4464.1728	HP1BP3|50809	4381.8215
HPCAL1|3241	456.2698	HPCAL1|3241	502.9666
HPCA|3208	15.2792	lowly_expressed	lowly_expressed
HPDL|84842	19.4942	HPDL|84842	13.8157
lowly_expressed	lowly_expressed	HPD|3242	18.6699
HPGDS|27306	11.5911	HPGDS|27306	117.2469
HPGD|3248	16.333	HPGD|3248	157.2004
HPN|3249	275.5532	HPN|3249	219.5578
HPRT1|3251	903.0558	HPRT1|3251	526.4907
HPS1|3257	864.5943	HPS1|3257	1624.2798
HPS3|84343	665.3583	HPS3|84343	741.5453
HPS4|89781	641.7281	HPS4|89781	680.7039
HPS5|11234	459.9579	HPS5|11234	911.4637
HPS6|79803	295.5743	HPS6|79803	509.6878
lowly_expressed	lowly_expressed	HPSE2|60495	25.7644
HPSE|10855	36.8809	HPSE|10855	45.5545
HPX|3263	12.118	HPX|3263	57.8766
HP|3240	77.9768	HP|3240	18.6699
HRASLS2|54979	89.568	HRASLS2|54979	19.7901
HRASLS5|117245	178.0822	HRASLS5|117245	296.1043
lowly_expressed	lowly_expressed	HRASLS|57110	29.4984
HRAS|3265	222.8662	HRAS|3265	407.7502
HRCT1|646962	33.1928	HRCT1|646962	146.7453
HRC|3270	56.3751	HRC|3270	48.5417
HRH1|3269	180.7165	HRH1|3269	276.6877
HRH2|3274	8.4299	HRH2|3274	12.3221
HRSP12|10247	325.079	HRSP12|10247	193.7934
HR|55806	212.8556	HR|55806	517.5292
HS1BP3|64342	666.4910000000001	HS1BP3|64342	615.3593
HS2ST1|9653	945.7323	HS2ST1|9653	847.9861
HS3ST1|9957	306.1117	HS3ST1|9957	123.96799999999999
HS3ST2|9956	14.2255	HS3ST2|9956	19.4167
HS3ST3A1|9955	25.2898	HS3ST3A1|9955	8.5881
HS3ST3B1|9953	8.9568	HS3ST3B1|9953	9.3349
lowly_expressed	lowly_expressed	HS3ST4|9951	105.6715
HS3ST6|64711	8.9568	lowly_expressed	lowly_expressed
HS6ST1|9394	2353.0032	HS6ST1|9394	1838.2367
HS6ST2|90161	201.2645	HS6ST2|90161	46.3013
HS6ST3|266722	53.7408	HS6ST3|266722	161.6812
HSBP1L1|440498	315.5954	HSBP1L1|440498	152.3462
HSBP1|3281	1592.7292	HSBP1|3281	2784.0529
HSCB|150274	256.059	HSCB|150274	176.2437
HSD11B1L|374875	57.4289	HSD11B1L|374875	95.5898
HSD11B1|3290	52.687	HSD11B1|3290	99.6972
HSD11B2|3291	244.4679	HSD11B2|3291	109.0321
HSD17B10|3028	1053.2139	HSD17B10|3028	1136.6225
HSD17B11|51170	1055.8483	HSD17B11|51170	1190.3917
HSD17B12|51144	2835.6164	HSD17B12|51144	2199.3122
HSD17B13|345275	47.9452	HSD17B13|345275	8.9615
HSD17B14|51171	62.1707	HSD17B14|51171	120.234
HSD17B1|3292	29.7102	HSD17B1|3292	94.6414
lowly_expressed	lowly_expressed	HSD17B2|3294	70.9456
HSD17B4|3295	3627.5026	HSD17B4|3295	2716.468
HSD17B6|8630	8.4299	HSD17B6|8630	16.0561
HSD17B7P2|158160	19.4942	HSD17B7P2|158160	7.468
HSD17B7|51478	177.5553	HSD17B7|51478	140.3975
HSD17B8|7923	226.5543	HSD17B8|7923	365.5563
HSD3B7|80270	680.7165	HSD3B7|80270	846.8659
HSDL1|83693	390.411	HSDL1|83693	617.2263
HSDL2|84263	3638.04	HSDL2|84263	1104.5103
HSF1|3297	1493.1507	HSF1|3297	1515.7219
HSF2BP|11077	23.1823	HSF2BP|11077	26.8846
HSF2|3298	301.3699	HSF2|3298	331.5771
HSF4|3299	54.4626	HSF4|3299	47.7912
HSFX2|100130086	49.5258	HSFX2|100130086	24.2708
HSH2D|84941	110.6428	HSH2D|84941	42.9407
HSN2|378465	14.7524	lowly_expressed	lowly_expressed
HSP90AA1|3320	30791.3593	HSP90AA1|3320	24890.3144
HSP90AB1|3326	28972.0759	HSP90AB1|3326	27025.0288
HSP90AB2P|391634	6.3224	HSP90AB2P|391634	14.5625
HSP90B1|7184	21746.5753	HSP90B1|7184	16271.5497
HSPA12A|259217	242.8872	HSPA12A|259217	322.2422
HSPA12B|116835	231.2961	HSPA12B|116835	620.2135
HSPA13|6782	851.9494	HSPA13|6782	789.7360000000001
HSPA14|51182	622.7608	HSPA14|51182	399.1621
HSPA1A|3303	21889.1096	HSPA1A|3303	14276.43
HSPA1B|3304	3055.8483	HSPA1B|3304	2211.2609
HSPA1L|3305	64.3045	HSPA1L|3305	46.783
HSPA2|3306	1817.1760000000002	HSPA2|3306	940.2153
HSPA4L|22824	53.7408	HSPA4L|22824	375.2646
HSPA4|3308	3444.6786	HSPA4|3308	2546.1986
HSPA5|3309	15789.2518	HSPA5|3309	13536.7853
HSPA6|3310	103.7935	HSPA6|3310	135.5433
HSPA7|3311	31.6122	HSPA7|3311	79.5337
HSPA8|3312	20511.5911	HSPA8|3312	25662.1274
HSPA9|3313	8062.6976	HSPA9|3313	5930.675
HSPB11|51668	471.54900000000004	HSPB11|51668	253.1636
HSPB1|3315	10483.667	HSPB1|3315	4193.2557
HSPB2|3316	54.7945	HSPB2|3316	382.3667
HSPB6|126393	1897.2603	HSPB6|126393	2749.327
HSPB7|27129	214.9631	HSPB7|27129	188.1924
HSPB8|26353	203.372	HSPB8|26353	3370.6607
HSPBAP1|79663	121.1802	HSPBAP1|79663	119.1139
HSPBP1|23640	474.7102	HSPBP1|23640	598.9298
HSPC157|29092	141.7281	HSPC157|29092	177.7373
HSPC159|29094	482.6133	HSPC159|29094	614.6125
HSPD1|3329	8869.3361	HSPD1|3329	4643.5733
HSPE1|3336	1913.0664	HSPE1|3336	984.2762
HSPG2|3339	13318.3404	HSPG2|3339	8956.1668
HSPH1|10808	7372.4974	HSPH1|10808	2234.0382
HTATIP2|10553	837.7239	HTATIP2|10553	573.9122
HTATSF1|27336	2189.6733	HTATSF1|27336	2097.748
HTR1D|3352	7.3762	lowly_expressed	lowly_expressed
HTR1F|3355	11.0643	HTR1F|3355	12.3221
lowly_expressed	lowly_expressed	HTR2A|3356	14.5625
HTR2B|3357	129.0832	HTR2B|3357	12.6955
HTR6|3362	8.9568	lowly_expressed	lowly_expressed
HTR7P1|93164	134.3519	HTR7P1|93164	151.2261
HTR7|3363	6.8493	HTR7|3363	16.4295
HTRA1|5654	2817.176	HTRA1|5654	6298.8451
HTRA2|27429	460.1317	HTRA2|27429	561.9448
HTRA3|94031	961.5385	HTRA3|94031	2079.825
HTT|3064	1406.2171	HTT|3064	2001.7848
HUNK|30811	55.8483	HUNK|30811	651.5789
lowly_expressed	lowly_expressed	HUS1B|135458	5.2276
HUS1|3364	222.3393	HUS1|3364	193.0466
HUWE1|10075	6318.2297	HUWE1|10075	6767.4591
HVCN1|84329	108.0084	HVCN1|84329	87.7933
HYAL1|3373	105.9009	HYAL1|3373	195.6604
HYAL2|8692	1336.1433	HYAL2|8692	1638.8423
HYAL3|8372	174.5047	HYAL3|8372	63.1378
HYDIN|54768	17.3867	HYDIN|54768	84.0145
HYI|81888	333.7829	HYI|81888	403.5869
HYLS1|219844	75.8693	HYLS1|219844	56.7564
HYOU1|10525	1859.8525	HYOU1|10525	3443.8466
IAH1|285148	628.5564	IAH1|285148	467.1205
IARS2|55699	5667.5448	IARS2|55699	2310.2113
IARS|3376	2674.3941	IARS|3376	2135.0878
IBTK|25998	1333.509	IBTK|25998	1395.7604
ICA1L|130026	65.8588	ICA1L|130026	93.7228
ICA1|3382	816.1222	ICA1|3382	725.885
ICAM1|3383	703.8988	ICAM1|3383	1713.5218
ICAM2|3384	393.6143	ICAM2|3384	660.2828
ICAM3|3385	329.29400000000004	ICAM3|3385	212.0899
lowly_expressed	lowly_expressed	ICAM4|3386	10.0817
lowly_expressed	lowly_expressed	ICAM5|7087	13.8157
ICK|22858	1080.0843	ICK|22858	616.8529
ICMT|23463	2153.3193	ICMT|23463	2402.0671
ICOSLG|23308	171.7597	ICOSLG|23308	217.6908
ICOS|29851	5.2687	ICOS|29851	5.601
ICT1|3396	398.314	ICT1|3396	342.779
ID1|3397	260.8008	ID1|3397	708.3354
ID2|3398	2613.804	ID2|3398	1011.9077
ID3|3399	658.5880000000001	ID3|3399	1320.7075
ID4|3400	124.8683	ID4|3400	1487.6163
IDE|3416	698.6301	IDE|3416	386.4666
IDH1|3417	7200.2107	IDH1|3417	2154.1311
IDH2|3418	846.6807	IDH2|3418	1725.0972
IDH3A|3419	1241.8335	IDH3A|3419	988.0102
IDH3B|3420	1079.0306	IDH3B|3420	1328.1755
IDH3G|3421	967.8609	IDH3G|3421	906.6095
IDI1|3422	616.3962	IDI1|3422	944.0613
IDI2|91734	64.8051	IDI2|91734	67.585
IDO1|3620	93.7829	IDO1|3620	25.7644
IDS|3423	3612.8346	IDS|3423	4279.2044
IDUA|3425	428.8725	IDUA|3425	206.9482
IER2|9592	4164.9104	IER2|9592	2639.1746
IER3IP1|51124	1281.3488	IER3IP1|51124	940.2153
IER3|8870	6083.2455	IER3|8870	2588.3926
IER5L|389792	179.6628	IER5L|389792	138.1571
IER5|51278	708.6407	IER5|51278	1494.7108
IFFO1|25900	75.3425	IFFO1|25900	182.5915
IFFO2|126917	250.2634	IFFO2|126917	3823.592
IFI16|3428	1681.7703	IFI16|3428	2759.4087
IFI27L1|122509	59.5364	IFI27L1|122509	80.6539
IFI27L2|83982	75.8693	IFI27L2|83982	412.231
IFI27|3429	615.3846	IFI27|3429	1619.4256
IFI30|10437	1544.0674	IFI30|10437	1117.8966
IFI35|3430	404.1096	IFI35|3430	557.8561
IFI44L|10964	360.9062	IFI44L|10964	322.2422
IFI44|10561	289.2518	IFI44|10561	284.9024
IFI6|2537	863.5406	IFI6|2537	806.5389
IFIH1|64135	483.1401	IFIH1|64135	525.3705
IFIT1|3434	485.2476	IFIT1|3434	446.957
IFIT2|3433	294.5205	IFIT2|3433	139.2773
IFIT3|3437	576.3962	IFIT3|3437	465.6269
IFIT5|24138	512.6449	IFIT5|24138	547.0276
IFITM1|8519	2351.4226	IFITM1|8519	2939.7598
IFITM2|10581	2899.8946	IFITM2|10581	4433.7238
IFITM3|10410	5161.7492	IFITM3|10410	9572.0489
IFNAR1|3454	2419.3888	IFNAR1|3454	1757.5828
IFNAR2|3455	272.118	IFNAR2|3455	448.1668
IFNGR1|3459	1826.6596	IFNGR1|3459	2904.6604
IFNGR2|3460	3284.5047	IFNGR2|3460	1892.0059
IFRD1|3475	276.607	IFRD1|3475	597.4363
IFRD2|7866	800.5796	IFRD2|7866	781.8947
IFT122|55764	560.5901	IFT122|55764	948.43
IFT140|9742	574.2887	IFT140|9742	747.9155
IFT172|26160	505.2687	IFT172|26160	728.1254
IFT20|90410	367.5553	IFT20|90410	326.8947
IFT27|11020	338.2508	IFT27|11020	360.3287
IFT46|56912	318.2297	IFT46|56912	765.8386
IFT52|51098	503.6881	IFT52|51098	718.4171
IFT57|55081	547.9452	IFT57|55081	990.2506
IFT74|80173	349.8419	IFT74|80173	339.4185
IFT80|57560	406.7439	IFT80|57560	463.3118
IFT81|28981	306.6386	IFT81|28981	316.2678
IFT88|8100	170.1791	IFT88|8100	257.6444
IGBP1|3476	3309.7998	IGBP1|3476	1712.4017
lowly_expressed	lowly_expressed	IGDCC3|9543	49.2885
IGDCC4|57722	41.6228	IGDCC4|57722	70.1988
IGF1R|3480	5563.7513	IGF1R|3480	3512.1784
IGF1|3479	2165.4373	IGF1|3479	755.3835
IGF2BP1|10642	8.4299	lowly_expressed	lowly_expressed
IGF2BP2|10644	100.6322	IGF2BP2|10644	217.3174
IGF2BP3|10643	79.0306	IGF2BP3|10643	8.2147
IGF2R|3482	2400.4215	IGF2R|3482	3125.7118
IGF2|3481	6528.6828	IGF2|3481	4827.5836
lowly_expressed	lowly_expressed	IGFBP1|3484	10.0817
IGFBP2|3485	10167.5448	IGFBP2|3485	4713.3986
IGFBP3|3486	4368.2824	IGFBP3|3486	4913.5398
IGFBP4|3487	12828.7671	IGFBP4|3487	25208.4492
IGFBP5|3488	7875.1317	IGFBP5|3488	22687.2683
IGFBP6|3489	165.9642	IGFBP6|3489	5381.406999999999
IGFBP7|3490	7616.9652	IGFBP7|3490	8175.5417
lowly_expressed	lowly_expressed	IGFL1|374918	7.8414
IGFL2|147920	6.3224	lowly_expressed	lowly_expressed
IGFN1|91156	16.333	lowly_expressed	lowly_expressed
IGHMBP2|3508	359.8525	IGHMBP2|3508	337.9249
IGJ|3512	28262.3815	IGJ|3512	15577.4035
IGSF10|285313	174.921	IGSF10|285313	1310.6258
IGSF11|152404	7.9031	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGSF1|3547	318.5082
IGSF21|84966	1669.1254	IGSF21|84966	319.6284
IGSF22|283284	49.726000000000006	IGSF22|283284	28.7703
IGSF3|3321	998.9463	IGSF3|3321	1468.5729999999999
IGSF5|150084	41.6228	lowly_expressed	lowly_expressed
IGSF6|10261	46.8915	IGSF6|10261	55.2629
IGSF8|93185	1898.8409	IGSF8|93185	1378.2108
IGSF9B|22997	48.4721	IGSF9B|22997	14.9359
IGSF9|57549	3184.9315	IGSF9|57549	306.1861
IKBIP|121457	287.6712	IKBIP|121457	303.1989
IKBKAP|8518	1599.5785	IKBKAP|8518	1041.0327
IKBKB|3551	788.1981	IKBKB|3551	1359.1675
IKBKE|9641	500.0	IKBKE|9641	160.1876
IKBKG|8517	309.7998	IKBKG|8517	364.0627
IKZF1|10320	186.5121	IKZF1|10320	224.412
IKZF2|22807	563.7513	IKZF2|22807	146.3719
IKZF3|22806	6.3224	lowly_expressed	lowly_expressed
IKZF4|64375	187.03900000000002	IKZF4|64375	182.9649
IKZF5|64376	524.236	IKZF5|64376	498.8593
IK|3550	2159.6417	IK|3550	2262.0429999999997
IL10RA|3587	285.0369	IL10RA|3587	365.9297
IL10RB|3588	825.8166	IL10RB|3588	721.9868
IL10|3586	8.9568	IL10|3586	8.2147
IL11RA|3590	131.1907	IL11RA|3590	536.9458
IL11|3589	13.1718	lowly_expressed	lowly_expressed
IL12A|3592	48.9989	IL12A|3592	6.7212
IL12B|3593	5.2687	lowly_expressed	lowly_expressed
IL12RB1|3594	15.8061	IL12RB1|3594	26.5112
IL12RB2|3595	18.9673	IL12RB2|3595	16.0561
IL13RA1|3597	3137.5132	IL13RA1|3597	4192.8823
lowly_expressed	lowly_expressed	IL13RA2|3598	20.1635
IL15RA|3601	118.01899999999999	IL15RA|3601	286.7694
IL15|3600	20.5479	IL15|3600	63.1042
IL16|3603	307.1654	IL16|3603	612.7456
lowly_expressed	lowly_expressed	IL17B|27190	98.9504
IL17D|53342	44.8577	IL17D|53342	91.9156
IL17RA|23765	214.4362	IL17RA|23765	330.8303
IL17RB|55540	536.8809	IL17RB|55540	343.8992
IL17RC|84818	662.803	IL17RC|84818	1044.3932
IL17RD|54756	364.5943	IL17RD|54756	1473.4272
IL17REL|400935	74.2887	lowly_expressed	lowly_expressed
IL17RE|132014	29.5047	IL17RE|132014	417.0852
IL18BP|10068	162.4078	IL18BP|10068	194.34599999999998
IL18R1|8809	56.3751	IL18R1|8809	46.3013
IL18RAP|8807	8.9568	IL18RAP|8807	11.9487
IL18|3606	1393.0453	IL18|3606	85.1347
IL1A|3552	10.5374	IL1A|3552	8.9615
IL1B|3553	22.1286	IL1B|3553	165.0418
IL1F5|26525	13.1718	lowly_expressed	lowly_expressed
IL1F6|27179	6.3224	lowly_expressed	lowly_expressed
IL1F9|56300	17.3867	lowly_expressed	lowly_expressed
IL1R1|3554	2338.2508	IL1R1|3554	2248.9741
IL1R2|7850	8.4299	IL1R2|7850	14.1891
IL1RAPL2|26280	6.3224	lowly_expressed	lowly_expressed
IL1RAP|3556	236.0379	IL1RAP|3556	253.9104
lowly_expressed	lowly_expressed	IL1RL1|9173	24.6442
IL1RL2|8808	74.8156	IL1RL2|8808	23.8975
IL1RN|3557	809.2729	IL1RN|3557	137.4103
IL20RA|53832	1358.2719	IL20RA|53832	1320.3341
IL20RB|53833	28.9779	IL20RB|53833	17.5497
IL20|50604	52.1602	IL20|50604	9.7083
IL21R|50615	24.8209	IL21R|50615	11.1534
IL22RA1|58985	26.3435	IL22RA1|58985	62.3574
lowly_expressed	lowly_expressed	IL22RA2|116379	6.3478
IL23A|51561	8.4299	lowly_expressed	lowly_expressed
IL27RA|9466	307.1654	IL27RA|9466	659.0469
IL28RA|163702	57.9557	IL28RA|163702	163.9216
IL2RA|3559	20.0211	IL2RA|3559	38.46
IL2RB|3560	162.803	IL2RB|3560	402.1493
IL2RG|3561	321.9178	IL2RG|3561	282.2886
IL32|9235	406.7439	IL32|9235	856.2008
