gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
IL33|90865	720.2318	IL33|90865	1651.1644
IL34|146433	122.2339	IL34|146433	857.321
IL3RA|3563	195.4689	IL3RA|3563	281.9152
IL4I1|259307	56.1802	IL4I1|259307	50.4759
IL4R|3566	652.7924	IL4R|3566	2156.3715
IL6R|3570	95.8904	IL6R|3570	303.5723
IL6ST|3572	1425.7113	IL6ST|3572	2328.8812
IL6|3569	359.3256	IL6|3569	1341.6178
IL7R|3575	60.0632	IL7R|3575	41.0737
IL7|3574	19.4942	IL7|3574	42.1939
IL8|3576	581.138	IL8|3576	85.8815
ILDR1|286676	357.745	ILDR1|286676	171.3895
ILF2|3608	7570.0738	ILF2|3608	3582.3771
ILF3|3609	4997.3656	ILF3|3609	4596.8986
ILKAP|80895	380.9273	ILKAP|80895	434.6349
ILK|3611	1628.5564	ILK|3611	3262.0019
ILVBL|10994	1718.6512	ILVBL|10994	1095.5487
IMMP1L|196294	63.0506	IMMP1L|196294	59.1985
IMMP2L|83943	139.6207	IMMP2L|83943	141.8911
IMMT|10989	2114.8577	IMMT|10989	1854.6662
IMP3|55272	736.0379	IMP3|55272	983.1560000000001
IMP4|92856	701.7914	IMP4|92856	506.3272
IMPA1|3612	308.746	IMPA1|3612	333.8175
IMPA2|3613	442.5711	IMPA2|3613	390.5739
IMPACT|55364	1479.9789	IMPACT|55364	927.5198
IMPAD1|54928	3510.0105	IMPAD1|54928	2391.612
IMPDH1|3614	1880.4004	IMPDH1|3614	831.93
IMPDH2|3615	9012.118	IMPDH2|3615	3789.6128
IMPG1|3617	12.6449	lowly_expressed	lowly_expressed
INADL|10207	2087.9874	INADL|10207	1731.4449
INA|9118	15.2792	lowly_expressed	lowly_expressed
INCA1|388324	8.9568	INCA1|388324	22.4039
INCENP|3619	389.8841	INCENP|3619	231.8799
INE1|8552	21.6017	INE1|8552	22.0305
INE2|8551	20.764	INE2|8551	51.1107
INF2|64423	2281.3488	INF2|64423	1568.2702
ING1|3621	645.8325	ING1|3621	316.7682
ING2|3622	261.8546	ING2|3622	197.15400000000002
ING3|54556	165.9642	ING3|54556	240.4681
ING4|51147	359.8525	ING4|51147	611.9988
ING5|84289	315.5954	ING5|84289	430.1541
INHBA|3624	154.8999	INHBA|3624	32.859
INHBB|3625	377.2392	INHBB|3625	2162.3458
INMT|11185	398.4141	INMT|11185	731.1126
INO80B|83444	292.2761	INO80B|83444	186.2881
INO80C|125476	195.4689	INO80C|125476	238.2277
INO80D|54891	533.1928	INO80D|54891	373.0989
INO80E|283899	491.8862	INO80E|283899	588.6539
INO80|54617	832.4552	INO80|54617	976.4349
INPP1|3628	276.0801	INPP1|3628	614.6125
INPP4A|3631	453.1085	INPP4A|3631	485.7904
INPP4B|8821	1971.0221	INPP4B|8821	537.6926
INPP5A|3632	452.0548	INPP5A|3632	624.6943
INPP5B|3633	250.7903	INPP5B|3633	504.8336
INPP5D|3635	256.5859	INPP5D|3635	586.6077
INPP5E|56623	225.5005	INPP5E|56623	177.7373
INPP5F|22876	560.5901	INPP5F|22876	463.3865
INPP5J|27124	581.138	INPP5J|27124	625.0677
INPP5K|51763	507.3762	INPP5K|51763	996.5983
INPPL1|3636	1153.8462	INPPL1|3636	1365.8886
INSIG1|3638	2988.4089	INSIG1|3638	986.89
INSIG2|51141	431.5068	INSIG2|51141	669.1286
INSR|3643	3519.4942	INSR|3643	2244.4933
INTS10|55174	486.3014	INTS10|55174	1008.9205
INTS12|57117	600.6322	INTS12|57117	483.9234
INTS1|26173	1866.7018	INTS1|26173	2066.756
INTS2|57508	272.392	INTS2|57508	203.5017
INTS3|65123	5158.588	INTS3|65123	1919.6374
INTS4L1|285905	10.0105	INTS4L1|285905	16.4295
INTS4L2|644619	18.4405	INTS4L2|644619	9.7083
INTS4|92105	463.6459	INTS4|92105	451.0644
INTS5|80789	937.3024	INTS5|80789	780.4011
INTS6|26512	1326.1328	INTS6|26512	709.8289
INTS7|25896	1146.47	INTS7|25896	351.3672
INTS8|55656	767.3709	INTS8|55656	584.9573
INTS9|55756	208.1138	INTS9|55756	416.3384
INTU|27152	55.3214	INTU|27152	65.3446
INVS|27130	205.4795	INVS|27130	172.8831
IP6K1|9807	1045.3109	IP6K1|9807	1421.8983
IP6K2|51447	1930.4531	IP6K2|51447	1673.1949
IPCEF1|26034	45.3109	IPCEF1|26034	55.6363
IPMK|253430	28.9779	IPMK|253430	66.4648
IPO11|51194	762.8188	IPO11|51194	767.2127
IPO13|9670	620.6533	IPO13|9670	734.8466
IPO4|79711	1645.1264	IPO4|79711	1204.4165
IPO5|3843	5163.8567	IPO5|3843	3654.8163
IPO7|10527	5817.7028	IPO7|10527	2857.6123
IPO8|10526	1189.1465	IPO8|10526	1443.9287
IPO9|55705	3516.8599	IPO9|55705	1729.9513
IPPK|64768	267.8609	IPPK|64768	415.7932
IPP|3652	191.7808	IPP|3652	190.8062
IPW|3653	70.9115	IPW|3653	367.9759
IQCA1|79781	212.8556	IQCA1|79781	237.8543
IQCB1|9657	314.5416	lowly_expressed	lowly_expressed
IQCC|55721	106.9547	lowly_expressed	lowly_expressed
IQCD|115811	13.6986	IQCD|115811	47.7949
IQCE|23288	595.8904	IQCE|23288	1032.4445
IQCG|84223	145.9431	IQCG|84223	328.9633
IQCH|64799	71.1275	IQCH|64799	70.2548
lowly_expressed	lowly_expressed	IQCJ|654502	5.0969
IQCK|124152	319.8103	IQCK|124152	430.1541
IQGAP1|8826	9203.8988	IQGAP1|8826	10316.2305
IQGAP2|10788	516.3330000000001	IQGAP2|10788	1740.7799
IQGAP3|128239	475.2371	IQGAP3|128239	16.4295
IQSEC1|9922	1643.8356	IQSEC1|9922	2012.6134
IQSEC2|23096	459.9579	IQSEC2|23096	494.0051
IQSEC3|440073	33.1928	IQSEC3|440073	86.2549
lowly_expressed	lowly_expressed	IQUB|154865	21.2837
IRAK1BP1|134728	46.3751	IRAK1BP1|134728	40.9094
IRAK1|3654	1871.4436	IRAK1|3654	2205.2866
IRAK2|3656	66.3857	IRAK2|3656	168.4023
IRAK3|11213	226.0274	IRAK3|11213	557.8561
IRAK4|51135	337.19699999999995	IRAK4|51135	386.4666
IREB2|3658	1008.9568	IREB2|3658	1024.2298
IRF1|3659	1087.4289	IRF1|3659	1240.3598
IRF2BP1|26145	770.8114	IRF2BP1|26145	719.9107
IRF2BP2|359948	11705.4795	IRF2BP2|359948	6661.0408
IRF2|3660	1354.5838	IRF2|3660	821.8482
IRF3|3661	750.3003	IRF3|3661	716.0385
IRF4|3662	62.6976	IRF4|3662	91.8558
IRF5|3663	152.2655	IRF5|3663	139.6507
IRF6|3664	1928.3456	IRF6|3664	1697.8391
IRF7|3665	498.9463	IRF7|3665	267.3527
IRF8|3394	174.3941	IRF8|3394	240.4681
IRF9|10379	792.4131	IRF9|10379	664.6478
IRGQ|126298	495.785	IRGQ|126298	659.4203
IRS1|3667	2469.4415	IRS1|3667	3454.3017
IRS2|8660	819.8103	IRS2|8660	2613.7836
IRS4|8471	20.5479	lowly_expressed	lowly_expressed
IRX1|79192	5.2687	IRX1|79192	696.0132
IRX2|153572	37.4078	IRX2|153572	1231.4655
IRX3|79191	1361.96	IRX3|79191	1698.5859
lowly_expressed	lowly_expressed	IRX4|50805	122.8478
IRX5|10265	1085.8799	IRX5|10265	681.8241
IRX6|79190	34.7734	IRX6|79190	44.0609
ISCA1P1|389293	74.2887	ISCA1P1|389293	82.5209
ISCA1|81689	942.5711	ISCA1|81689	820.7281
ISCA2|122961	283.9831	ISCA2|122961	238.2277
ISCU|23479	1355.6375	ISCU|23479	1521.2221
ISG15|9636	366.7018	ISG15|9636	246.4425
ISG20L2|81875	1450.4742	ISG20L2|81875	826.7024
ISG20|3669	92.7292	ISG20|3669	217.3174
ISLR2|57611	86.4067	ISLR2|57611	132.5562
ISLR|3671	2018.9673	ISLR|3671	7485.1294
ISM1|140862	65.3319	ISM1|140862	2251.9613
ISOC1|51015	1990.5163	ISOC1|51015	502.5932
ISOC2|79763	996.8388	ISOC2|79763	462.6397
ISPD|729920	58.4826	ISPD|729920	67.9584
ISY1|57461	475.2371	ISY1|57461	656.0597
ISYNA1|51477	1386.1960000000001	ISYNA1|51477	777.0405
ITCH|83737	1612.7503	ITCH|83737	1103.3901
ITFG1|81533	649.1043	ITFG1|81533	1098.9093
ITFG2|55846	391.9916	ITFG2|55846	476.082
ITFG3|83986	1505.2898	ITFG3|83986	1757.8442
ITGA10|8515	12.118	ITGA10|8515	85.5081
ITGA11|22801	459.431	ITGA11|22801	1248.2684
ITGA1|3672	1348.1876	lowly_expressed	lowly_expressed
ITGA2|3673	500.0	ITGA2|3673	1912.1694
ITGA3|3675	1137.5132	ITGA3|3675	3684.6881
ITGA4|3676	257.8872	ITGA4|3676	136.8614
ITGA5|3678	2191.7808	ITGA5|3678	3230.2631
ITGA6|3655	2197.5764	ITGA6|3655	4091.3181
ITGA7|3679	564.8051	ITGA7|3679	577.6462
ITGA8|8516	22.6554	ITGA8|8516	20.9103
ITGA9|3680	151.7387	ITGA9|3680	352.11400000000003
ITGAE|3682	127.5026	ITGAE|3682	166.9088
ITGAL|3683	195.9958	ITGAL|3683	205.3687
ITGAM|3684	158.588	ITGAM|3684	279.6748
ITGAV|3685	3700.2107	ITGAV|3685	2599.5945
ITGAX|3687	152.7924	lowly_expressed	lowly_expressed
ITGB1BP1|9270	1136.9863	ITGB1BP1|9270	1139.6097
ITGB1|3688	11004.215	ITGB1|3688	13494.2179
ITGB2|3689	683.3509	ITGB2|3689	1192.2587
ITGB3BP|23421	220.7587	ITGB3BP|23421	129.569
ITGB3|3690	90.6217	ITGB3|3690	513.5599
ITGB4|3691	4512.1179999999995	ITGB4|3691	6998.5923
ITGB5|3693	5304.0042	ITGB5|3693	3804.9221
ITGB6|3694	626.9758	ITGB6|3694	2309.4645
ITGB7|3695	92.7292	ITGB7|3695	67.585
ITGB8|3696	118.5458	ITGB8|3696	1285.9815
ITGBL1|9358	1451.5279	ITGBL1|9358	948.0567
lowly_expressed	lowly_expressed	ITIH2|3698	129.569
lowly_expressed	lowly_expressed	ITIH3|3699	12.6955
ITIH4|3700	6.3224	ITIH4|3700	26.1378
lowly_expressed	lowly_expressed	ITIH5L|347365	49.6619
ITIH5|80760	1407.2708	ITIH5|80760	2806.8302
ITK|3702	26.8704	ITK|3702	45.9279
ITM2A|9452	673.8672	ITM2A|9452	2499.1505
ITM2B|9445	12028.451000000001	ITM2B|9445	15065.1019
ITM2C|81618	965.7534	ITM2C|81618	1713.5218
ITPA|3704	621.1802	ITPA|3704	592.5821
ITPK1|3705	1743.4141	ITPK1|3705	1344.605
ITPKA|3706	99.0516	lowly_expressed	lowly_expressed
ITPKB|3707	1768.7039	ITPKB|3707	1770.2783
ITPKC|80271	1076.9231	ITPKC|80271	3592.4589
ITPR1|3708	2432.0337	ITPR1|3708	3647.3483
ITPR2|3709	2421.4963	ITPR2|3709	1906.9418
ITPR3|3710	1506.5753	ITPR3|3710	1368.3008
ITPRIPL1|150771	29.5047	ITPRIPL1|150771	120.6074
ITPRIPL2|162073	2124.3414	ITPRIPL2|162073	1609.3439
ITPRIP|85450	1064.2782	ITPRIP|85450	1769.9049
ITSN1|6453	1326.1328	ITSN1|6453	949.9236
ITSN2|50618	1093.2561	ITSN2|50618	933.4941
IVD|3712	1751.844	IVD|3712	1803.5107
IVL|3713	40.0421	lowly_expressed	lowly_expressed
IVNS1ABP|10625	4188.0927	IVNS1ABP|10625	1694.1052
IWS1|55677	1457.3235	IWS1|55677	1271.7924
JAG1|182	2135.4057	JAG1|182	1188.8981
JAG2|3714	491.0432	JAG2|3714	1291.9559
JAGN1|84522	631.7176	JAGN1|84522	759.8642
JAK1|3716	2910.4320000000002	JAK1|3716	5160.3556
JAK2|3717	418.3351	JAK2|3717	335.3111
JAK3|3718	113.804	JAK3|3718	92.6026
JAKMIP1|152789	6.8493	lowly_expressed	lowly_expressed
JAKMIP3|282973	41.6228	JAKMIP3|282973	52.2757
JAM2|58494	314.0148	JAM2|58494	488.7775
JAM3|83700	533.1928	JAM3|83700	1577.6051
JARID2|3720	633.2982	JARID2|3720	560.8433
JAZF1|221895	281.8757	JAZF1|221895	530.9715
JDP2|122953	771.3383	JDP2|122953	1126.1673
JHDM1D|80853	920.9694	JHDM1D|80853	591.4619
JKAMP|51528	1105.3741	JKAMP|51528	936.4813
JMJD1C|221037	1399.0727	JMJD1C|221037	2216.1151
JMJD4|65094	891.0643	JMJD4|65094	522.9994
JMJD5|79831	76.9231	JMJD5|79831	79.1603
JMJD6|23210	354.5838	JMJD6|23210	596.6895
JMJD7-PLA2G4B|8681	323.4984	JMJD7-PLA2G4B|8681	390.9473
JMJD8|339123	1722.5026	JMJD8|339123	1640.1492
JMY|133746	537.4078	JMY|133746	500.3529
JOSD1|9929	1663.8567	JOSD1|9929	2153.0109
JOSD2|126119	144.3625	JOSD2|126119	226.6524
JPH1|56704	11.5911	JPH1|56704	61.6106
JPH2|57158	13.1718	JPH2|57158	710.2023
JPH4|84502	5.7956	JPH4|84502	28.0048
JRKL|8690	195.4689	JRKL|8690	206.4889
JRK|8629	184.9315	JRK|8629	227.3992
JSRP1|126306	40.0421	JSRP1|126306	10.8285
JTB|10899	5256.059	JTB|10899	2067.5028
JUB|84962	296.628	JUB|84962	569.8048
JUNB|3726	8086.4067	JUNB|3726	10118.3297
JUND|3727	3428.3456	JUND|3727	7701.7001
JUN|3725	6700.2107	JUN|3725	6688.2988
JUP|3728	10178.6091	JUP|3728	8383.5242
lowly_expressed	lowly_expressed	KAAG1|353219	13.0913
KAL1|3730	312.961	KAL1|3730	398.7887
KALRN|8997	426.2381	KALRN|8997	631.0419999999999
KANK1|23189	1819.2835	KANK1|23189	1692.6116
KANK2|25959	1499.4731	KANK2|25959	3209.3529
KANK3|256949	142.7819	KANK3|256949	325.2294
KANK4|163782	75.3425	lowly_expressed	lowly_expressed
KARS|3735	2413.5933	KARS|3735	2896.0722
KAT2A|2648	977.8714	KAT2A|2648	535.0788
KAT2B|8850	522.6554	KAT2B|8850	505.5804
KAT5|10524	802.5817	KAT5|10524	1285.9666
KATNA1|11104	199.6839	KATNA1|11104	364.8095
KATNAL1|84056	507.9031	KATNAL1|84056	459.6525
KATNAL2|83473	136.4594	KATNAL2|83473	29.125
KATNB1|10300	201.2645	KATNB1|10300	429.7807
KAZALD1|81621	53.7144	KAZALD1|81621	122.6462
KAZ|23254	909.5047	KAZ|23254	741.8553
lowly_expressed	lowly_expressed	KBTBD10|10324	5.601
KBTBD11|9920	59.5364	KBTBD11|9920	186.6988
KBTBD12|166348	7.9031	KBTBD12|166348	5.601
KBTBD2|25948	1075.8693	KBTBD2|25948	1211.302
KBTBD3|143879	85.353	KBTBD3|143879	107.1651
KBTBD4|55709	369.6733	KBTBD4|55709	556.0115
KBTBD6|89890	325.6059	KBTBD6|89890	479.0692
KBTBD7|84078	122.7608	KBTBD7|84078	110.5257
KBTBD8|84541	19.4942	KBTBD8|84541	29.4984
KCMF1|56888	1186.5121	KCMF1|56888	1220.6369
KCNA1|3736	14.7524	KCNA1|3736	17.1763
KCNA3|3738	17.9136	KCNA3|3738	14.9359
KCNA5|3741	15.2792	KCNA5|3741	17.1763
KCNA6|3742	14.2255	KCNA6|3742	77.2933
KCNAB1|7881	91.1486	KCNAB1|7881	207.6091
KCNAB2|8514	132.2445	KCNAB2|8514	169.5225
KCNB1|3745	24.236	KCNB1|3745	27.258000000000003
lowly_expressed	lowly_expressed	KCNB2|9312	14.9359
lowly_expressed	lowly_expressed	KCNC1|3746	8.5881
lowly_expressed	lowly_expressed	KCNC2|3747	7.8414
KCNC3|3748	31.0854	KCNC3|3748	433.1413
KCNC4|3749	311.3804	KCNC4|3749	299.8383
KCND1|3750	72.1812	KCND1|3750	68.3318
KCND2|3751	50.0527	KCND2|3751	98.57700000000001
KCND3|3752	11.5911	KCND3|3752	98.2036
KCNE1|3753	6.3224	KCNE1|3753	285.2758
KCNE2|9992	11.5911	lowly_expressed	lowly_expressed
KCNE3|10008	246.0485	KCNE3|10008	48.1683
KCNE4|23704	494.2044	KCNE4|23704	459.2791
lowly_expressed	lowly_expressed	KCNF1|3754	68.3318
KCNG1|3755	7.3762	KCNG1|3755	16.8029
KCNG3|170850	13.6986	lowly_expressed	lowly_expressed
KCNH1|3756	5.7956	lowly_expressed	lowly_expressed
KCNH2|3757	10.5374	KCNH2|3757	41.0737
lowly_expressed	lowly_expressed	KCNH3|23416	81.7741
lowly_expressed	lowly_expressed	KCNH8|131096	35.8462
KCNIP1|30820	22.6554	KCNIP1|30820	22.0305
KCNIP2|30819	337.7239	KCNIP2|30819	213.5835
KCNIP3|30818	19.4942	KCNIP3|30818	143.7581
KCNIP4|80333	14.2255	KCNIP4|80333	22.7773
KCNJ11|3767	128.5564	KCNJ11|3767	196.7806
KCNJ12|3768	17.3867	KCNJ12|3768	94.0962
KCNJ14|3770	24.236	KCNJ14|3770	22.4039
KCNJ15|3772	463.1191	KCNJ15|3772	53.3959
lowly_expressed	lowly_expressed	KCNJ16|3773	586.2343
KCNJ2|3759	76.3962	KCNJ2|3759	235.6139
KCNJ5|3762	28.9779	KCNJ5|3762	57.1298
KCNJ8|3764	234.9842	KCNJ8|3764	376.0114
KCNK13|56659	7.3762	KCNK13|56659	94.0962
KCNK15|60598	13.6986	KCNK15|60598	42.1939
lowly_expressed	lowly_expressed	KCNK17|89822	10.4551
KCNK1|3775	1384.0885	KCNK1|3775	200.8879
KCNK2|3776	15.8061	KCNK2|3776	458.5323
KCNK3|3777	24.236	KCNK3|3777	88.1218
KCNK5|8645	22.1286	KCNK5|8645	66.0914
KCNK6|9424	320.3372	KCNK6|9424	237.4809
KCNK7|10089	14.2255	KCNK7|10089	5.9744
KCNMA1|3778	79.5574	KCNMA1|3778	1424.1387
KCNMB1|3779	25.2898	KCNMB1|3779	878.6047
KCNMB2|10242	25.2898	KCNMB2|10242	11.9487
KCNMB3|27094	111.1697	KCNMB3|27094	46.3013
KCNMB4|27345	37.9347	KCNMB4|27345	102.6844
KCNN2|3781	32.1391	KCNN2|3781	8.2147
KCNN3|3782	55.3214	KCNN3|3782	23.1507
KCNN4|3783	79.5574	KCNN4|3783	772.9332
KCNQ1OT1|10984	123.2877	KCNQ1OT1|10984	39.2068
KCNQ1|3784	308.746	KCNQ1|3784	412.9778
KCNQ4|9132	34.7734	KCNQ4|9132	14.5625
lowly_expressed	lowly_expressed	KCNQ5|56479	19.0433
KCNRG|283518	6.5016	KCNRG|283518	11.6276
lowly_expressed	lowly_expressed	KCNS1|3787	166.162
KCNS2|3788	7.9031	lowly_expressed	lowly_expressed
KCNS3|3790	690.2002	KCNS3|3790	566.0708
KCNT2|343450	9.4837	KCNT2|343450	21.2837
KCNU1|157855	5.7956	lowly_expressed	lowly_expressed
KCP|375616	5.2687	KCP|375616	16.493
KCTD10|83892	1227.608	KCTD10|83892	3051.0323
KCTD11|147040	255.0053	KCTD11|147040	708.7088
KCTD12|115207	2266.0695	KCTD12|115207	4197.7365
KCTD13|253980	279.2413	KCTD13|253980	146.3719
KCTD14|65987	11.5911	KCTD14|65987	531.7183
KCTD15|79047	172.2866	KCTD15|79047	535.4522
KCTD16|57528	12.6449	lowly_expressed	lowly_expressed
KCTD17|79734	149.1043	KCTD17|79734	171.7629
KCTD18|130535	358.7987	KCTD18|130535	496.2455
KCTD1|284252	268.177	KCTD1|284252	986.5166
KCTD20|222658	1626.9758	KCTD20|222658	1648.5507
KCTD21|283219	170.706	KCTD21|283219	155.3334
KCTD2|23510	938.883	KCTD2|23510	1380.4511
KCTD3|51133	5096.4173	KCTD3|51133	2808.6972
KCTD5|54442	741.8335	KCTD5|54442	392.0675
KCTD6|200845	105.9009	KCTD6|200845	123.5946
KCTD7|154881	114.1517	KCTD7|154881	278.5547
lowly_expressed	lowly_expressed	KCTD8|386617	6.3478
KCTD9|54793	382.5079	KCTD9|54793	1729.5779
KDELC1|79070	92.7292	KDELC1|79070	100.444
KDELC2|143888	755.5321	KDELC2|143888	1449.1563
KDELR1|10945	4291.8862	KDELR1|10945	3402.3995
KDELR2|11014	5721.2856	KDELR2|11014	5070.3668
KDELR3|11015	1224.9737	KDELR3|11015	438.3688
KDM1A|23028	1958.3772	KDM1A|23028	1894.2463
KDM1B|221656	656.4805	KDM1B|221656	588.1013
KDM2A|22992	3224.4468	KDM2A|22992	3539.063
KDM2B|84678	368.5616	KDM2B|84678	606.3306
KDM3A|55818	1222.3393	KDM3A|55818	1022.3628
KDM3B|51780	2364.5943	KDM3B|51780	2362.487
KDM4A|9682	976.8177	KDM4A|9682	1110.1112
KDM4B|23030	1749.2097	KDM4B|23030	1471.1868
KDM4C|23081	496.3119	KDM4C|23081	648.5917
KDM4D|55693	23.1823	KDM4D|55693	26.5112
KDM5A|5927	1383.0348	KDM5A|5927	1471.9336
KDM5B|10765	3508.4299	KDM5B|10765	1489.4833
KDM5C|8242	2097.9979	KDM5C|8242	2467.0383
KDM5D|8284	6.8493	lowly_expressed	lowly_expressed
KDM6A|7403	588.5142	KDM6A|7403	728.8722
KDM6B|23135	843.5195	KDM6B|23135	1866.2415
KDR|3791	3104.8472	KDR|3791	855.454
KDSR|2531	1861.4331	KDSR|2531	2420.737
KEAP1|9817	1583.2455	KEAP1|9817	1402.4816
lowly_expressed	lowly_expressed	KEL|3792	7.468
KERA|11081	48.4721	KERA|11081	35.8462
KGFLP1|387628	13.1718	lowly_expressed	lowly_expressed
KGFLP2|654466	147.313	KGFLP2|654466	77.887
KHDC1|80759	34.2466	KHDC1|80759	16.8029
KHDRBS1|10657	4389.8841	KHDRBS1|10657	4223.8743
lowly_expressed	lowly_expressed	KHDRBS2|202559	7.8414
KHDRBS3|10656	207.5869	KHDRBS3|10656	336.8047
KHK|3795	230.4004	KHK|3795	198.8044
KHNYN|23351	1659.3678	KHNYN|23351	1912.1657
KHSRP|8570	2435.7218	KHSRP|8570	2231.051
KIAA0020|9933	825.079	KIAA0020|9933	609.7584
KIAA0040|9674	971.549	KIAA0040|9674	2477.4935
KIAA0090|23065	1182.8239999999998	KIAA0090|23065	1185.5376
KIAA0100|9703	3570.3952	KIAA0100|9703	5597.4811
KIAA0101|9768	289.2518	KIAA0101|9768	20.9103
KIAA0114|57291	1312.4341	KIAA0114|57291	668.7552
KIAA0125|9834	11.0643	KIAA0125|9834	8.9615
KIAA0141|9812	1347.7345	KIAA0141|9812	1143.3436
KIAA0146|23514	846.6807	KIAA0146|23514	1173.5888
KIAA0174|9798	1741.8335	KIAA0174|9798	3110.7759
KIAA0182|23199	2089.0411	KIAA0182|23199	1692.2382
KIAA0195|9772	1504.6786	KIAA0195|9772	1561.2241
KIAA0196|9897	1179.6628	KIAA0196|9897	1473.0538
KIAA0226|9711	548.4721	KIAA0226|9711	793.8434
KIAA0232|9778	1698.1033	KIAA0232|9778	2061.5285
KIAA0240|23506	880.4004	KIAA0240|23506	861.055
KIAA0247|9766	2044.7839999999999	KIAA0247|9766	2707.133
KIAA0284|283638	1230.7692	KIAA0284|283638	1454.3839
KIAA0317|9870	777.6607	KIAA0317|9870	894.2874
KIAA0319L|79932	3282.9294	KIAA0319L|79932	2171.6808
KIAA0319|9856	14.7524	KIAA0319|9856	5.9744
KIAA0355|9710	906.7439	KIAA0355|9710	1019.0022
KIAA0368|23392	3729.1886	KIAA0368|23392	3127.2054
KIAA0391|9692	624.8683	KIAA0391|9692	575.5701
KIAA0406|9675	512.6449	KIAA0406|9675	447.7038
KIAA0408|9729	52.6396	lowly_expressed	lowly_expressed
KIAA0415|9907	214.4362	KIAA0415|9907	323.3624
KIAA0427|9811	738.6723	KIAA0427|9811	1097.4157
KIAA0430|9665	1992.0969	KIAA0430|9665	1877.4434
KIAA0467|23334	811.0063	KIAA0467|23334	802.8871
KIAA0494|9813	5661.7545	KIAA0494|9813	4263.1968
KIAA0495|57212	354.5838	KIAA0495|57212	678.0901
KIAA0513|9764	121.1802	KIAA0513|9764	415.2182
KIAA0528|9847	1142.255	KIAA0528|9847	810.2729
KIAA0556|23247	533.1928	KIAA0556|23247	591.4619
KIAA0562|9731	737.6185	KIAA0562|9731	644.4844
KIAA0564|23078	1068.4932	KIAA0564|23078	741.5677
KIAA0586|9786	267.6502	KIAA0586|9786	284.9024
KIAA0649|9858	917.8082	KIAA0649|9858	684.4379
KIAA0652|9776	1457.8504	KIAA0652|9776	1930.4659
KIAA0664P3|100132341	29.5047	KIAA0664P3|100132341	14.9359
KIAA0664|23277	1293.4668	KIAA0664|23277	1623.9064
KIAA0748|9840	9.4837	KIAA0748|9840	16.8029
KIAA0753|9851	194.4152	KIAA0753|9851	275.9409
KIAA0754|643314	133.2982	KIAA0754|643314	174.7501
KIAA0776|23376	1389.3572	KIAA0776|23376	752.0229
KIAA0802|23255	30.0316	KIAA0802|23255	129.9424
KIAA0831|22863	402.0021	KIAA0831|22863	377.505
KIAA0892|23383	1048.4721	KIAA0892|23383	1128.0343
KIAA0895L|653319	97.471	KIAA0895L|653319	108.89399999999999
KIAA0895|23366	152.2655	KIAA0895|23366	200.8879
KIAA0907|22889	983.6669999999999	KIAA0907|22889	307.3063
KIAA0913|23053	1464.1728	KIAA0913|23053	1975.6470000000002
KIAA0922|23240	226.5543	KIAA0922|23240	460.3993
KIAA0947|23379	854.0569	KIAA0947|23379	1228.1049
KIAA1009|22832	179.6628	KIAA1009|22832	198.6476
KIAA1012|22878	1125.922	KIAA1012|22878	894.6608
KIAA1024|23251	79.5574	KIAA1024|23251	47.0481
KIAA1033|23325	1230.7692	KIAA1033|23325	683.3177
KIAA1045|23349	13.1718	KIAA1045|23349	36.593
KIAA1107|23285	305.058	KIAA1107|23285	84.7613
KIAA1109|84162	1500.5269	KIAA1109|84162	2213.8747
KIAA1143|57456	994.7313	KIAA1143|57456	689.2921
KIAA1147|57189	1721.8124	KIAA1147|57189	1224.7443
KIAA1161|57462	165.4373	KIAA1161|57462	159.8142
KIAA1191|57179	2811.9073	KIAA1191|57179	2631.3333
KIAA1199|57214	92.7292	KIAA1199|57214	23.1507
KIAA1211|57482	878.8198	KIAA1211|57482	11.2019
KIAA1217|56243	3506.8493	KIAA1217|56243	4061.3866
KIAA1239|57495	7.9031	lowly_expressed	lowly_expressed
KIAA1244|57221	833.5089999999999	KIAA1244|57221	558.9763
KIAA1257|57501	216.0169	KIAA1257|57501	7.5837
KIAA1267|284058	991.5701	KIAA1267|284058	1194.8725
KIAA1274|27143	182.824	KIAA1274|27143	458.1589
KIAA1279|26128	806.1117	KIAA1279|26128	750.1559
KIAA1310|55683	1270.8114	KIAA1310|55683	1554.8278
KIAA1324L|222223	639.6207	KIAA1324L|222223	334.9377
KIAA1324|57535	6050.5796	KIAA1324|57535	6620.3405
KIAA1328|57536	99.0516	KIAA1328|57536	178.4841
KIAA1370|56204	1903.5827	KIAA1370|56204	908.1031
KIAA1377|57562	229.1886	KIAA1377|57562	303.5723
KIAA1383|54627	32.1391	KIAA1383|54627	66.8382
KIAA1407|57577	183.8778	KIAA1407|57577	178.4841
KIAA1409|57578	12.118	KIAA1409|57578	8.5881
KIAA1429|25962	2356.1644	KIAA1429|25962	1287.1017
KIAA1430|57587	1376.7123	KIAA1430|57587	1159.0263
KIAA1432|57589	767.9505	KIAA1432|57589	509.4227
KIAA1462|57608	1664.9104	KIAA1462|57608	1038.0455
KIAA1467|57613	2013.1718	KIAA1467|57613	1075.7587
KIAA1468|57614	796.1012	KIAA1468|57614	524.6237
KIAA1522|57648	8202.3182	KIAA1522|57648	4468.8232
KIAA1524|57650	48.9989	KIAA1524|57650	39.2068
KIAA1529|57653	126.4489	KIAA1529|57653	104.9247
