gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
FEM1C|56929	1140.6821	FEM1C|56929	1278.6225
FEN1|2237	523.1425	FEN1|2237	251.3417
FER1L4|80307	44.1535	FER1L4|80307	5.3667
removed	removed	FER1L5|90342	6.2612
FERMT1|55612	62.4239	FERMT1|55612	48.7478
FERMT2|10979	2563.9464	FERMT2|10979	6545.6172
FERMT3|83706	632.4604	FERMT3|83706	559.4812
FER|2241	115.7125	FER|2241	191.8605
FES|2242	384.8965	FES|2242	551.4311
FEZ1|9638	389.4641	FEZ1|9638	422.6297
FEZ2|9637	1418.0877	FEZ2|9637	2605.9928
FFAR2|2867	9.1352	FFAR2|2867	42.0394
removed	removed	FFAR3|2865	41.5921
removed	removed	FGB|2244	15.652999999999999
FGD1|2245	294.1535	FGD1|2245	195.4383
FGD2|221472	152.5579	FGD2|221472	266.1002
FGD3|89846	1293.5445	FGD3|89846	196.3327
FGD4|121512	322.7771	FGD4|121512	1110.9123
FGD5|152273	1133.9829	FGD5|152273	1987.9249
FGD6|55785	1248.4775	FGD6|55785	310.8229
FGF10|2255	42.3264	FGF10|2255	121.1986
FGF11|2256	83.1303	FGF11|2256	53.6673
FGF12|2257	22.5335	FGF12|2257	61.2701
FGF13|2258	303.2887	FGF13|2258	299.6422
FGF14|2259	963.1547	FGF14|2259	194.9911
FGF16|8823	5.1766	FGF16|8823	5.814
FGF18|8817	39.5859	FGF18|8817	34.4365
FGF1|2246	1487.8197	FGF1|2246	1550.9839
FGF2|2247	104.9695	FGF2|2247	1983.2692
FGF5|2250	19.7929	removed	removed
FGF7|2252	1986.9062	FGF7|2252	864.4902
FGF9|2254	5.1766	FGF9|2254	21.4669
FGFBP1|9982	11.5713	FGFBP1|9982	133.7209
removed	removed	FGFBP2|83888	764.3113
FGFBP3|143282	7.6127	FGFBP3|143282	29.9642
FGFR1OP2|26127	535.6273	FGFR1OP2|26127	721.8247
FGFR1OP|11116	274.8386	FGFR1OP|11116	132.4597
FGFR1|2260	5826.7357	FGFR1|2260	5829.6064
FGFR2|2263	212.2412	FGFR2|2263	580.0537
FGFR3|2261	17.0524	FGFR3|2261	65.2952
FGFR4|2264	124.8477	FGFR4|2264	9.839
FGFRL1|53834	759.4397	FGFRL1|53834	685.1521
FGGY|55277	113.8855	FGGY|55277	126.1181
FGL2|10875	1283.1912	FGL2|10875	3084.0787
FGR|2268	193.3618	FGR|2268	323.7925
FHAD1|114827	189.8417	FHAD1|114827	16.3551
FHDC1|85462	167.4787	FHDC1|85462	183.3631
FHIT|2272	28.6236	FHIT|2272	41.1449
FHL1|2273	1994.5189	FHL1|2273	70790.2504
FHL2|2274	1911.0839999999998	FHL2|2274	1248.6583
FHL3|2275	712.5457	FHL3|2275	233.0054
FHL5|9457	41.4129	FHL5|9457	193.2021
FHOD1|29109	633.3739	FHOD1|29109	592.576
FHOD3|80206	622.7162	FHOD3|80206	383.2737
FH|2271	1180.877	FH|2271	1257.6029
FIBCD1|84929	14.9208	removed	removed
FIBIN|387758	2428.1364	FIBIN|387758	754.4723
FIBP|9158	1092.57	FIBP|9158	594.3649
FICD|11153	101.4007	FICD|11153	79.1592
FIG4|9896	678.4409	FIG4|9896	555.0089
removed	removed	FIGF|2277	693.2021
FIGNL1|63979	216.8088	FIGNL1|63979	167.7102
FIGNL2|401720	25.8831	FIGNL2|401720	18.7835
FIGN|55137	30.1462	FIGN|55137	156.5295
FILIP1L|11259	2148.2948	FILIP1L|11259	5403.3989
FILIP1|27145	213.7637	FILIP1|27145	339.4454
FIP1L1|81608	787.2351	FIP1L1|81608	560.805
FIS1|51024	1350.5907	FIS1|51024	1491.3729999999998
FITM2|128486	56.9428	FITM2|128486	113.5957
FIZ1|84922	332.5213	FIZ1|84922	234.7943
FJX1|24147	190.3167	FJX1|24147	118.5152
FKBP10|60681	4841.960999999999	FKBP10|60681	1052.3256
FKBP11|51303	236.6017	FKBP11|51303	148.9267
FKBP14|55033	461.3276	FKBP14|55033	254.4723
FKBP15|23307	1654.3849	FKBP15|23307	1154.7406
FKBP1AP1|2282	34.1048	FKBP1AP1|2282	27.2809
FKBP1A|2280	5999.4793	FKBP1A|2280	5414.7719
FKBP1B|2281	82.8258	FKBP1B|2281	61.7174
FKBP2|2286	696.4068	FKBP2|2286	574.2397
FKBP3|2287	1624.5432	FKBP3|2287	886.4043
FKBP4|2288	5607.1864	FKBP4|2288	1889.5349
FKBP5|2289	934.8356	FKBP5|2289	2684.2576
FKBP7|51661	655.2984	FKBP7|51661	318.4258
FKBP8|23770	3343.7881	FKBP8|23770	3987.0304
FKBP9L|360132	175.0914	FKBP9L|360132	131.4848
FKBP9|11328	6598.9647	FKBP9|11328	5774.1503
FKBPL|63943	148.9038	FKBPL|63943	76.0286
FKRP|79147	320.9501	FKRP|79147	318.873
FKTN|2218	574.2996	FKTN|2218	488.3721
FLAD1|80308	582.5213	FLAD1|80308	595.7066
FLCN|201163	584.9574	FLCN|201163	764.7585
FLG|2312	23.7515	FLG|2312	27.4195
FLI1|2313	648.9038	FLI1|2313	1387.746
FLII|2314	4537.7588	FLII|2314	3826.9231
FLJ10038|55056	186.0901	FLJ10038|55056	257.2272
FLJ10213|55096	8.5262	FLJ10213|55096	16.5474
FLJ10357|55701	1147.0767	FLJ10357|55701	2970.4829999999997
FLJ10661|286042	8.8307	FLJ10661|286042	13.4168
FLJ11235|54508	19.1839	FLJ11235|54508	25.4919
FLJ12825|440101	5.4811	FLJ12825|440101	5.814
FLJ13197|79667	15.8496	FLJ13197|79667	22.3748
FLJ22536|401237	39.5859	FLJ22536|401237	16.9946
FLJ23867|200058	1277.4056	FLJ23867|200058	393.1127
FLJ33630|644873	610.8404	FLJ33630|644873	533.5419999999999
FLJ35024|401491	5.7856	FLJ35024|401491	89.8927
FLJ35220|284131	102.3143	FLJ35220|284131	126.5653
FLJ35390|255031	66.5134	FLJ35390|255031	54.1145
FLJ35776|649446	79.1717	FLJ35776|649446	82.2898
FLJ36031|168455	381.8514	FLJ36031|168455	591.6816
removed	removed	FLJ36777|730971	8.0501
FLJ37201|283011	12.1803	removed	removed
FLJ37453|729614	63.6419	FLJ37453|729614	65.7424
FLJ39582|439931	13.3983	FLJ39582|439931	26.8336
FLJ39653|202020	39.5859	FLJ39653|202020	46.0644
removed	removed	FLJ40330|645784	10.7335
FLJ40852|285962	55.7247	FLJ40852|285962	42.4866
FLJ42289|388182	15.2253	FLJ42289|388182	13.864
FLJ42627|645644	28.5201	FLJ42627|645644	44.5975
FLJ42709|441094	156.821	FLJ42709|441094	139.9821
removed	removed	FLJ42875|440556	21.4669
FLJ43663|378805	72.1681	FLJ43663|378805	133.7209
FLJ44606|401207	17.6614	FLJ44606|401207	27.7281
FLJ44635|392490	32.2777	FLJ44635|392490	22.8086
FLJ45244|400242	17.3569	FLJ45244|400242	12.5224
FLJ45340|402483	385.81	FLJ45340|402483	703.4884
removed	removed	FLJ45445|399844	8.4973
FLJ45983|399717	82.5213	FLJ45983|399717	27.7281
FLJ46111|283102	6.3946	removed	removed
FLJ90757|440465	521.011	FLJ90757|440465	311.7174
FLNA|2316	43760.0487	FLNA|2316	32478.9803
FLNB|2317	10129.0286	FLNB|2317	8266.4043
FLNC|2318	236.6017	FLNC|2318	1309.9284
FLOT1|10211	4383.0694	FLOT1|10211	3522.3614
FLOT2|2319	1760.3532	FLOT2|2319	2238.8193
FLRT2|23768	631.5469	FLRT2|23768	865.8318
FLRT3|23767	712.8502	FLRT3|23767	76.0286
FLT1|2321	2228.38	FLT1|2321	3433.8104
FLT3LG|2323	133.9829	FLT3LG|2323	119.8569
removed	removed	FLT3|2322	18.3363
FLT4|2324	445.1888	FLT4|2324	525.9392
FLVCR1|28982	101.4007	FLVCR1|28982	74.6869
FLVCR2|55640	242.6918	FLVCR2|55640	93.4705
FLYWCH1|84256	601.7052	FLYWCH1|84256	545.1699
FLYWCH2|114984	482.0341	FLYWCH2|114984	276.8336
FMN1|342184	100.4872	FMN1|342184	48.3005
FMN2|56776	14.0073	FMN2|56776	12.0751
FMNL1|752	696.1023	FMNL1|752	860.4472
FMNL2|114793	803.5932	FMNL2|114793	2431.5742
FMNL3|91010	1648.4105	FMNL3|91010	1085.6798
FMO1|2326	228.6845	FMO1|2326	114.9374
FMO2|2327	290.8039	FMO2|2327	7652.5045
FMO3|2328	69.732	FMO3|2328	180.2326
FMO4|2329	128.1973	FMO4|2329	192.3077
FMO5|2330	143.4227	FMO5|2330	141.77100000000002
FMOD|2331	5646.4677	FMOD|2331	9113.1485
FMR1|2332	1017.9659	FMR1|2332	1021.9141
FN1|2335	652165.0426	FN1|2335	27314.8479
FN3KRP|79672	693.6663	FN3KRP|79672	547.4061
FN3K|64122	246.6504	FN3K|64122	241.0555
FNBP1L|54874	3310.9013	FNBP1L|54874	1813.059
FNBP1|23048	1516.4434	FNBP1|23048	1271.9141
FNBP4|23360	1152.2533	FNBP4|23360	1122.093
FNDC1|84624	6215.5907	FNDC1|84624	2021.0197
FNDC3A|22862	2318.8185	FNDC3A|22862	1862.7013
FNDC3B|64778	3762.1803	FNDC3B|64778	4554.1145
FNDC4|64838	273.447	FNDC4|64838	770.1252
FNDC5|252995	7.6127	FNDC5|252995	101.0733
removed	removed	FNDC8|54752	5.814
FNIP1|96459	787.1498	FNIP1|96459	1032.6476
FNIP2|57600	828.2582	FNIP2|57600	1295.6172
FNTA|2339	1583.1303	FNTA|2339	2089.4454
FNTB|2342	721.5378	FNTB|2342	549.1234
FOLH1|2346	217.4178	FOLH1|2346	69.3202
FOLR1|2348	8.5262	FOLR1|2348	109.1234
FOLR2|2350	1119.6711	FOLR2|2350	2196.78
FOSB|2354	432.3995	FOSB|2354	24934.7048
FOSL1|8061	61.5104	FOSL1|8061	277.2809
FOSL2|2355	1869.6711	FOSL2|2355	3515.2057
FOS|2353	8358.7089	FOS|2353	19625.6708
FOXA1|3169	4973.5079	FOXA1|3169	838.9982
FOXA3|3171	619.6711	removed	removed
FOXC1|2296	239.6468	FOXC1|2296	689.1771
FOXC2|2303	10.6577	FOXC2|2303	11.1807
FOXD1|2297	6.0901	removed	removed
FOXD2|2306	18.8794	FOXD2|2306	9.839
removed	removed	FOXE1|2304	8.9445
FOXF1|2294	28.9281	FOXF1|2294	14.3113
FOXF2|2295	88.0024	FOXF2|2295	66.6369
FOXI1|2299	402.8624	FOXI1|2299	90.3399
removed	removed	FOXI2|399823	5.3667
FOXJ1|2302	8.2217	removed	removed
FOXJ2|55810	893.1181	FOXJ2|55810	1065.7424
FOXJ3|22887	1631.2424	FOXJ3|22887	1648.4794
FOXK1|221937	325.5177	FOXK1|221937	775.0447
FOXK2|3607	1240.8648	FOXK2|3607	1030.4114
FOXL1|2300	113.581	FOXL1|2300	13.4168
FOXM1|2305	370.2619	FOXM1|2305	47.1199
FOXN1|8456	11.2667	removed	removed
FOXN2|3344	350.7917	FOXN2|3344	1094.8122
FOXN3|1112	1686.0536	FOXN3|1112	6572.0036
FOXO1|2308	1111.754	FOXO1|2308	2987.9249
FOXO3B|2310	961.6322	FOXO3B|2310	910.1073
FOXO3|2309	2288.3678	FOXO3|2309	2213.3274
FOXO4|4303	425.0914	FOXO4|4303	1094.3649
FOXP1|27086	2880.9379	FOXP1|27086	2039.8032
FOXP2|93986	41.4129	FOXP2|93986	126.5653
FOXP3|50943	114.8021	FOXP3|50943	6.3283
FOXP4|116113	1314.8599	FOXP4|116113	1174.4186
FOXQ1|94234	46.5895	removed	removed
FOXRED1|55572	263.3983	FOXRED1|55572	301.4311
FOXRED2|80020	338.916	FOXRED2|80020	429.3381
FOXS1|2307	49.3301	FOXS1|2307	24.1503
FPGS|2356	928.4409	FPGS|2356	805.4562
FPGT|8790	542.6005	FPGT|8790	460.0626
FPR1|2357	277.7101	FPR1|2357	210.1968
FPR2|2358	9.4397	FPR2|2358	9.3918
FPR3|2359	1584.9574	FPR3|2359	1476.7442
FRAS1|80144	129.1108	FRAS1|80144	197.2272
FRAT1|10023	98.9647	FRAT1|10023	63.9535
FRAT2|23401	251.5225	FRAT2|23401	86.7621
removed	removed	FREM1|158326	713.7746
removed	removed	FREM2|341640	52.7728
FRG1B|284802	254.5676	FRG1B|284802	373.4347
FRG1|2483	726.2485	FRG1|2483	828.2648
FRK|2444	146.1632	FRK|2444	65.2952
removed	removed	FRMD1|79981	301.4311
FRMD3|257019	20.0974	FRMD3|257019	223.1664
FRMD4A|55691	738.3069	FRMD4A|55691	2066.4043
FRMD4B|23150	912.6066	FRMD4B|23150	858.2289999999999
FRMD5|84978	14.6163	FRMD5|84978	7.1556
FRMD6|122786	3737.2107	FRMD6|122786	2021.0197
FRMD8|83786	795.676	FRMD8|83786	792.9338
removed	removed	FRMPD1|22844	35.7782
removed	removed	FRMPD2|143162	6.7084
removed	removed	FRMPD4|9758	6.2612
FRRS1|391059	132.4604	FRRS1|391059	67.0841
FRS2|10818	867.5396	FRS2|10818	1212.4329
FRS3|10817	105.0548	FRS3|10817	76.9231
FRYL|285527	1344.0926	FRYL|285527	1843.0233
FRY|10129	1316.6870000000001	FRY|10129	1520.1252
FRZB|2487	1170.5238	FRZB|2487	291.5921
FSCN1|6624	2897.0767	FSCN1|6624	1223.1664
removed	removed	FSCN2|25794	6.2612
FSD1L|83856	44.1535	FSD1L|83856	84.9732
FSIP1|161835	137.637	FSIP1|161835	21.9141
FSTL1|11167	20029.8417	FSTL1|11167	42390.4293
FSTL3|10272	575.2132	FSTL3|10272	1831.8426
FSTL4|23105	86.4799	FSTL4|23105	6.7084
FST|10468	934.2266	FST|10468	154.2934
FTH1|2495	51717.7192	FTH1|2495	48507.1512
FTHL3|2498	341.961	FTHL3|2498	333.6315
FTL|2512	40338.0024	FTL|2512	71622.093
FTO|79068	1521.3155	FTO|79068	1973.1664
FTSJ1|24140	922.0463	FTSJ1|24140	544.7227
FTSJ2|29960	734.1657	FTSJ2|29960	457.5134
FTSJ3|117246	1188.1851	FTSJ3|117246	1051.3193
FTSJD1|55783	449.4519	FTSJD1|55783	610.9123
FTSJD2|23070	1032.5822	FTSJD2|23070	1059.9284
FUBP1|8880	1384.8965	FUBP1|8880	1054.1145
FUBP3|8939	1200.3654	FUBP3|8939	1170.3936
FUCA1|2517	1830.6943	FUCA1|2517	1427.102
FUCA2|2519	1278.0146	FUCA2|2519	1565.7424
FUK|197258	240.5603	FUK|197258	237.4776
FUNDC1|139341	400.1218	FUNDC1|139341	222.2719
FUNDC2|65991	1100.4872	FUNDC2|65991	1259.3918
FURIN|5045	2590.134	FURIN|5045	3320.6619
FUS|2521	5883.6784	FUS|2521	2525.0447
FUT10|84750	115.7125	FUT10|84750	178.8909
FUT11|170384	481.4251	FUT11|170384	313.059
FUT1|2523	92.57	FUT1|2523	192.7549
FUT2|2524	273.7515	FUT2|2524	19.678
FUT3|2525	143.1181	FUT3|2525	8.9445
FUT4|2526	203.0572	FUT4|2526	249.8032
FUT6|2528	9.7442	FUT6|2528	6.2612
FUT7|2529	26.7996	removed	removed
FUT8|2530	1993.7333	FUT8|2530	502.7013
FUT9|10690	27.4056	FUT9|10690	12.0751
FUZ|80199	255.5024	FUZ|80199	195.2147
FXC1|26515	712.5457	FXC1|26515	849.7317
FXN|2395	184.2266	FXN|2395	216.9052
FXR1|8087	2709.5006	FXR1|8087	2421.7352
FXR2|9513	791.7174	FXR2|9513	838.9982
FXYD1|5348	7.3082	FXYD1|5348	651.61
FXYD3|5349	2525.2741	FXYD3|5349	333.6315
FXYD5|53827	1931.486	FXYD5|53827	1514.7585
FXYD6|53826	634.2875	FXYD6|53826	902.5045
FYB|2533	865.408	FYB|2533	432.0215
FYCO1|79443	2274.056	FYCO1|79443	3117.1735
FYN|2534	1258.8307	FYN|2534	2171.288
FYTTD1|84248	2137.637	FYTTD1|84248	2149.8211
FZD10|11211	17.0524	FZD10|11211	21.0197
FZD1|8321	3599.2692	FZD1|8321	818.4258
FZD2|2535	186.6626	FZD2|2535	27.2809
FZD3|7976	178.4409	FZD3|7976	64.4007
FZD4|8322	957.296	FZD4|8322	11289.6333
FZD5|7855	111.75399999999999	FZD5|7855	501.7889
FZD6|8323	657.7345	FZD6|8323	767.8891
FZD7|8324	1280.7552	FZD7|8324	1139.9821
FZD8|8325	215.2862	FZD8|8325	249.5528
removed	removed	FZD9|8326	20.1252
FZR1|51343	639.7686	FZR1|51343	616.2791
G0S2|50486	66.078	G0S2|50486	9453.4884
G2E3|55632	456.151	G2E3|55632	377.4597
G3BP1|10146	2531.3642	G3BP1|10146	2073.3453
G3BP2|9908	3573.9951	G3BP2|9908	3012.5224
G6PC3|92579	1068.8185	G6PC3|92579	881.0376
G6PD|2539	976.2485	G6PD|2539	833.6315
GAA|2548	3009.7442	GAA|2548	1915.9213
GAB1|2549	830.3898	GAB1|2549	988.3721
GAB2|9846	456.76	GAB2|9846	2114.4902
GAB3|139716	137.637	GAB3|139716	241.5027
GABARAPL1|23710	1437.8806	GABARAPL1|23710	4088.551
GABARAPL2|11345	1825.2132	GABARAPL2|11345	1909.2129
GABARAP|11337	7437.5761	GABARAP|11337	5698.1216
GABBR1|2550	318.8185	GABBR1|2550	360.9123
GABPA|2551	807.3508	GABPA|2551	1121.4535
GABPB1|2553	482.6918	GABPB1|2553	342.1735
GABPB2|126626	105.6638	GABPB2|126626	135.0626
removed	removed	GABRA2|2555	58.1395
GABRB2|2561	386.41900000000004	GABRB2|2561	95.2594
GABRB3|2562	13.0938	GABRB3|2562	48.7478
GABRD|2563	103.8368	removed	removed
GABRE|2564	10.0487	GABRE|2564	940.5188
removed	removed	GABRG1|2565	18.3363
GABRP|2568	213.4592	GABRP|2568	2315.7424
GAD1|2571	50.8526	removed	removed
GADD45A|1647	703.1060000000001	GADD45A|1647	716.0107
GADD45B|4616	1669.3057	GADD45B|4616	3924.4186
GADD45GIP1|90480	464.0682	GADD45GIP1|90480	504.4723
GADD45G|10912	150.4263	GADD45G|10912	72.0036
GAK|2580	1490.8648	GAK|2580	1092.576
removed	removed	GAL3ST1|9514	5.3667
GAL3ST4|79690	677.5274	GAL3ST4|79690	190.96599999999998
GALC|2581	1030.1462	GALC|2581	1050.9839
GALE|2582	629.4153	GALE|2582	174.8658
GALK1|2584	369.3666	GALK1|2584	228.9803
GALK2|2585	387.972	GALK2|2585	368.4928
GALM|130589	383.0694	GALM|130589	391.77099999999996
GALNS|2588	521.62	GALNS|2588	348.39
GALNT10|55568	2975.6395	GALNT10|55568	1304.1145
GALNT11|63917	768.2704	GALNT11|63917	1378.3542
GALNT12|79695	53.8977	GALNT12|79695	237.9249
GALNT13|114805	92.2655	GALNT13|114805	46.5116
GALNT14|79623	248.4775	GALNT14|79623	29.517
GALNT1|2589	7772.5335	GALNT1|2589	2358.229
GALNT2|2590	1882.7649	GALNT2|2590	1666.3685
GALNT3|2591	264.6163	GALNT3|2591	293.8283
GALNT4|8693	469.8812	GALNT4|8693	360.9347
GALNT5|11227	871.1937	GALNT5|11227	38.0143
GALNT6|11226	5183.313	GALNT6|11226	646.2433
GALNT7|51809	3968.9403	GALNT7|51809	632.3792
GALNTL1|57452	34.4093	GALNTL1|57452	790.2504
GALNTL2|117248	594.0926	GALNTL2|117248	3326.9231
GALNTL4|374378	358.7089	GALNTL4|374378	222.2719
removed	removed	GALR1|2587	8.0501
GALT|2592	290.1949	GALT|2592	279.0698
GAL|51083	46.285	GAL|51083	21.4669
GAMT|2593	251.218	GAMT|2593	129.6959
GANAB|23193	9822.4726	GANAB|23193	7084.0787
GANC|2595	391.0171	GANC|2595	362.4016
GAN|8139	59.3788	GAN|8139	79.1592
GAP43|2596	18.8794	GAP43|2596	13.4168
GAPDH|2597	55581.3033	GAPDH|2597	17616.2791
GAPT|202309	80.6943	GAPT|202309	18.7835
GAPVD1|26130	1453.106	GAPVD1|26130	1357.3345
GAR1|54433	378.5018	GAR1|54433	313.059
GARNL3|84253	191.2302	GARNL3|84253	156.0823
GARS|2617	2696.1023	GARS|2617	1609.1234
GART|2618	1419.0012	GART|2618	1262.5224
GAS1|2619	2112.6675	GAS1|2619	1706.1717
GAS2L1|10634	579.4762	GAS2L1|10634	892.2182
removed	removed	GAS2L2|246176	31.7531
GAS2L3|283431	73.0816	GAS2L3|283431	36.2254
removed	removed	GAS2|2620	13.4168
GAS5|60674	722.8989	GAS5|60674	1072.0036
GAS6|2621	9405.9074	GAS6|2621	3903.8462
GAS7|8522	1379.1108	GAS7|8522	4779.0698
GAS8|2622	324.3605	GAS8|2622	374.4454
GATA2|2624	87.3934	GATA2|2624	207.0662
GATA3|2625	7141.5956	GATA3|2625	1434.2576
GATA6|2627	78.5627	GATA6|2627	203.9356
GATAD1|57798	1139.1596	GATAD1|57798	995.0805
GATAD2A|54815	1791.7174	GATAD2A|54815	1213.3274
GATAD2B|57459	942.7527	GATAD2B|57459	949.0161
GATC|283459	31.9732	GATC|283459	31.7531
GATM|2628	742.9963	GATM|2628	801.4311
GATSL1|389523	14.9208	GATSL1|389523	21.0197
GATSL3|652968	157.0219	GATSL3|652968	190.2907
GATS|352954	91.9884	GATS|352954	188.0322
GBA2|57704	466.1998	GBA2|57704	738.4079
GBAP1|2630	417.1742	GBAP1|2630	306.3506
GBAS|2631	1425.3959	GBAS|2631	1686.0465
GBA|2629	1380.0244	GBA|2629	1025.0447
GBE1|2632	1054.5067	GBE1|2632	2663.2379
GBF1|8729	2593.4836	GBF1|8729	1925.7603
GBGT1|26301	167.4787	GBGT1|26301	141.3238
GBP1|2633	1114.4945	GBP1|2633	979.8748
GBP2|2634	2278.9281	GBP2|2634	2924.8658
GBP3|2635	979.9026	GBP3|2635	386.8515
GBP4|115361	507.6127	GBP4|115361	1238.8193
GBP5|115362	281.0597	GBP5|115362	76.0286
GBP6|163351	17.9659	removed	removed
GCAT|23464	151.3398	GCAT|23464	88.551
GCA|25801	448.2339	GCA|25801	368.06800000000004
GCC1|79571	730.5116	GCC1|79571	705.7245
GCC2|9648	1424.4823	GCC2|9648	1161.4489999999998
GCDH|2639	258.5262	GCDH|2639	332.2898
GCET2|257144	7.3082	GCET2|257144	13.4168
GCFC1|94104	410.1705	GCFC1|94104	598.8372
GCH1|2643	273.447	GCH1|2643	177.102
GCHFR|2644	173.8733	GCHFR|2644	82.73700000000001
GCK|2645	8.2217	GCK|2645	5.814
GCLC|2729	837.3934	GCLC|2729	1436.0465
GCLM|2730	478.98900000000003	GCLM|2730	610.4651
GCN1L1|10985	2067.6005	GCN1L1|10985	2501.3417
GCNT1|2650	595.6151	GCNT1|2650	455.2773
GCNT2|2651	222.5944	GCNT2|2651	219.1413
GCNT3|9245	5.4811	removed	removed
GCNT4|51301	44.458	GCNT4|51301	77.8175
GCOM1|145781	221.5834	GCOM1|145781	3324.0161
removed	removed	GCSH|2653	9.839
GDAP1|54332	304.8112	GDAP1|54332	235.2415
GDAP2|54834	537.1498	GDAP2|54834	427.9964
removed	removed	GDA|9615	54.5617
GDE1|51573	2912.9111	GDE1|51573	2358.229
removed	removed	GDF10|2662	518.7835
GDF11|10220	222.1163	GDF11|10220	77.1243
GDF15|9518	277.7101	GDF15|9518	55.0089
removed	removed	GDF3|9573	6.7084
removed	removed	GDF5|8200	68.1753
GDF6|392255	27.4056	GDF6|392255	15.2057
removed	removed	GDF9|2661	10.7335
GDI1|2664	2595.6151	GDI1|2664	1992.3971
GDI2|2665	7486.2972	GDI2|2665	6136.4043
GDNF|2668	16.1389	removed	removed
GDPD1|284161	59.3788	GDPD1|284161	19.2308
GDPD3|79153	37.0037	GDPD3|79153	45.2236
GDPD5|81544	255.1766	GDPD5|81544	1809.9284
GEFT|115557	493.1973	GEFT|115557	304.9374
GEMIN4|50628	468.9403	GEMIN4|50628	548.7478
GEMIN5|25929	779.2326	GEMIN5|25929	834.9732
GEMIN6|79833	202.1924	GEMIN6|79833	109.5707
GEMIN7|79760	329.1717	GEMIN7|79760	149.3739
GEMIN8P4|492303	12.1803	GEMIN8P4|492303	15.2057
GEMIN8|54960	399.8173	GEMIN8|54960	343.4705
GEM|2669	285.3228	GEM|2669	1896.2433
GEN1|348654	276.7966	GEN1|348654	176.2075
GET4|51608	427.0006	GET4|51608	438.7299
removed	removed	GFAP|2670	21.4669
GFER|2671	486.2972	GFER|2671	241.9499
GFI1|2672	5.1766	GFI1|2672	8.9445
GFM1|85476	1827.9537	GFM1|85476	1394.9016
GFM2|84340	1043.849	GFM2|84340	524.5975
GFOD1|54438	70.0365	GFOD1|54438	130.5903
GFOD2|81577	467.1133	GFOD2|81577	538.9088
GFPT1|2673	2947.0158	GFPT1|2673	2664.1324
GFPT2|9945	961.0231	GFPT2|9945	1428.4436
GFRA1|2674	1103.5323	GFRA1|2674	2272.3614
GFRA2|2675	8.2217	GFRA2|2675	304.5617
GGA1|26088	564.8599	GGA1|26088	654.2934
GGA2|23062	1736.9062	GGA2|23062	1690.0716
GGA3|23163	654.6894	GGA3|23163	659.2129
GGCT|79017	1647.9903	GGCT|79017	529.0698
GGCX|2677	790.1949	GGCX|2677	743.2916
GGH|8836	179.3544	GGH|8836	203.4884
GGNBP2|79893	1496.0414	GGNBP2|79893	1690.9660000000001
GGN|199720	24.9695	removed	removed
GGPS1|9453	1149.8173	GGPS1|9453	894.9016
GGT1|2678	31.6687	GGT1|2678	48.7478
GGT5|2687	813.9464	GGT5|2687	896.6905
GGT6|124975	224.4214	GGT6|124975	113.5957
GGT7|2686	261.8758	GGT7|2686	333.1843
GGTA1|2681	449.4519	GGTA1|2681	1214.2218
GGTLC2|91227	6.6991	GGTLC2|91227	9.3918
GHDC|84514	570.6456	GHDC|84514	606.4401
GHITM|27069	4092.8745	GHITM|27069	3708.8551
GHRLOS|100126793	6.0901	GHRLOS|100126793	7.1556
GHRL|51738	8.8307	removed	removed
GHR|2690	222.8989	GHR|2690	4724.0608
GIGYF1|64599	624.5432	GIGYF1|64599	915.4741
GIGYF2|26058	2193.6663	GIGYF2|26058	2160.1073
GIMAP1|170575	124.5432	GIMAP1|170575	278.6225
GIMAP2|26157	249.391	GIMAP2|26157	188.7299
GIMAP4|55303	904.9939	GIMAP4|55303	1358.6762
GIMAP5|55340	270.0974	GIMAP5|55340	986.5832
GIMAP6|474344	492.0828	GIMAP6|474344	1424.8658
GIMAP7|168537	183.313	GIMAP7|168537	710.1968
GIMAP8|155038	417.4787	GIMAP8|155038	934.7048
GIN1|54826	183.922	GIN1|54826	132.3792
GINS1|9837	180.877	GINS1|9837	38.9088
GINS2|51659	133.9829	GINS2|51659	34.8837
GINS3|64785	103.5323	GINS3|64785	138.6404
GINS4|84296	91.961	GINS4|84296	53.22
GIPC1|10755	1335.5664	GIPC1|10755	1216.0107
GIPC2|54810	44.7625	GIPC2|54810	257.6029
GIPC3|126326	177.8319	GIPC3|126326	181.5742
GIPR|2696	20.7065	GIPR|2696	10.7335
GIT1|28964	1068.514	GIT1|28964	1210.644
GIT2|9815	1568.1943	GIT2|9815	1542.9338
GIYD2|79008	685.3928	GIYD2|79008	267.8891
GJA1|2697	15146.1632	GJA1|2697	5470.483
GJA3|2700	19.7929	removed	removed
GJA4|2701	244.8234	GJA4|2701	652.5045
GJA5|2702	1033.4957	GJA5|2702	932.9159
GJB1|2705	7.3082	GJB1|2705	25.0447
GJB2|2706	3032.5822	GJB2|2706	12.9696
GJB3|2707	153.7759	GJB3|2707	16.1002
GJB4|127534	50.2436	removed	removed
GJB5|2709	64.2509	GJB5|2709	13.4168
GJC1|10052	433.6175	GJC1|10052	232.5581
GJC2|57165	31.6687	GJC2|57165	73.3453
removed	removed	GJC3|349149	9.3918
GJD3|125111	7.905	GJD3|125111	59.2844
GK3P|2713	11.5713	GK3P|2713	8.0501
