gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
KIAA0494|9813	3335.4309	KIAA0494|9813	5575.7001
KIAA0495|57212	497.1849	KIAA0495|57212	928.6838
KIAA0513|9764	709.398	KIAA0513|9764	331.4106
KIAA0528|9847	669.1208	KIAA0528|9847	1377.5564
KIAA0556|23247	601.5591	KIAA0556|23247	829.5752
KIAA0562|9731	825.4656	KIAA0562|9731	960.6712
KIAA0564|23078	747.0767	KIAA0564|23078	1323.5448
KIAA0586|9786	590.2988	KIAA0586|9786	552.7006
KIAA0649|9858	604.5907	KIAA0649|9858	773.9906
KIAA0652|9776	1605.0238	KIAA0652|9776	1833.7703
KIAA0664P3|100132341	30.7492	KIAA0664P3|100132341	102.7792
KIAA0664|23277	4320.9181	KIAA0664|23277	1776.0881
KIAA0748|9840	58.9	KIAA0748|9840	35.1337
KIAA0753|9851	279.7748	KIAA0753|9851	550.0787
KIAA0754|643314	427.0247	KIAA0754|643314	461.4578
KIAA0776|23376	826.7648	KIAA0776|23376	1056.1091
KIAA0802|23255	179.2984	KIAA0802|23255	175.6686
KIAA0831|22863	742.3127	KIAA0831|22863	880.4405
KIAA0892|23383	779.5583	KIAA0892|23383	1718.9303
KIAA0895L|653319	168.9173	KIAA0895L|653319	303.7861
KIAA0895|23366	195.3227	KIAA0895|23366	196.6439
KIAA0907|22889	644.4348	KIAA0907|22889	1007.3414
KIAA0913|23053	1401.0394	KIAA0913|23053	2153.1201
KIAA0922|23240	1094.8463	KIAA0922|23240	781.8563
KIAA0947|23379	1292.7674	KIAA0947|23379	2074.9869
KIAA1009|22832	152.4469	KIAA1009|22832	330.3618
KIAA1012|22878	1156.3447	KIAA1012|22878	1414.7876
KIAA1024|23251	171.5028	KIAA1024|23251	44.0482
KIAA1033|23325	1285.838	KIAA1033|23325	1401.1536
KIAA1045|23349	13.4257	KIAA1045|23349	13.1096
KIAA1107|23285	55.4353	KIAA1107|23285	198.7415
KIAA1109|84162	2484.6254	KIAA1109|84162	4222.8631
KIAA1143|57456	697.7046	KIAA1143|57456	1089.1453
KIAA1147|57189	2093.1139	KIAA1147|57189	1905.6109
KIAA1161|57462	735.3833	KIAA1161|57462	299.9476
KIAA1191|57179	2378.0858	KIAA1191|57179	2308.8621
KIAA1199|57214	1054.5691	KIAA1199|57214	24.1217
KIAA1210|57481	18.6228	KIAA1210|57481	12.5852
KIAA1211|57482	314.4218	KIAA1211|57482	84.9502
KIAA1217|56243	4501.0654	KIAA1217|56243	5310.3933
lowly_expressed	lowly_expressed	KIAA1239|57495	5.7682
KIAA1244|57221	1749.2421	KIAA1244|57221	1532.2496
KIAA1257|57501	9.9177	KIAA1257|57501	9.5018
KIAA1267|284058	975.7471	KIAA1267|284058	1923.44
KIAA1274|27143	461.6717	KIAA1274|27143	368.1175
KIAA1279|26128	722.3906	KIAA1279|26128	702.15
KIAA1310|55683	1389.346	KIAA1310|55683	2101.2061
KIAA1324L|222223	150.7146	KIAA1324L|222223	351.3372
KIAA1324|57535	4304.8939	KIAA1324|57535	11403.7756
KIAA1328|57536	98.311	KIAA1328|57536	239.6434
KIAA1370|56204	1430.0563	KIAA1370|56204	1634.5045
KIAA1377|57562	109.1382	KIAA1377|57562	434.7142
KIAA1383|54627	145.0845	KIAA1383|54627	133.1935
KIAA1407|57577	63.6639	KIAA1407|57577	286.3136
KIAA1409|57578	10.3941	KIAA1409|57578	13.634
KIAA1429|25962	2790.3854	KIAA1429|25962	2013.1096
KIAA1430|57587	1649.1988	KIAA1430|57587	1486.6282
KIAA1432|57589	706.6912	KIAA1432|57589	1067.4515
KIAA1462|57608	2093.1139	KIAA1462|57608	1610.3828
KIAA1467|57613	543.9584	KIAA1467|57613	966.9638
KIAA1468|57614	632.7414	KIAA1468|57614	1000.5244
KIAA1522|57648	5103.9411	KIAA1522|57648	4551.1274
KIAA1524|57650	155.0455	KIAA1524|57650	81.8039
KIAA1529|57653	32.4816	KIAA1529|57653	226.5338
KIAA1530|57654	108.7051	KIAA1530|57654	372.3125
KIAA1539|80256	382.4166	KIAA1539|80256	354.4835
KIAA1543|57662	278.9086	KIAA1543|57662	541.1641
KIAA1549|57670	579.0385	KIAA1549|57670	606.1877
KIAA1586|57691	199.2204	KIAA1586|57691	162.559
KIAA1598|57698	3076.6566	KIAA1598|57698	1086.5233
KIAA1609|57707	1471.6327	KIAA1609|57707	501.311
KIAA1614|57710	59.7012	KIAA1614|57710	152.9261
KIAA1632|57724	1041.5764	KIAA1632|57724	1682.2234
KIAA1644|85352	142.0528	KIAA1644|85352	40.9019
KIAA1671|85379	3461.6717	KIAA1671|85379	3412.6901
KIAA1683|80726	41.5764	KIAA1683|80726	541.1641
KIAA1704|55425	283.5946	KIAA1704|55425	411.9664
KIAA1712|80817	280.2685	KIAA1712|80817	446.2716
KIAA1715|80856	1211.78	KIAA1715|80856	781.8563
KIAA1731|85459	446.0806	KIAA1731|85459	565.2858
KIAA1737|85457	1186.2278	KIAA1737|85457	1262.1919
KIAA1751|85452	22.9537	lowly_expressed	lowly_expressed
KIAA1755|85449	315.288	KIAA1755|85449	385.4221
KIAA1797|54914	814.2053	KIAA1797|54914	1055.0603
KIAA1804|84451	177.9991	KIAA1804|84451	187.205
KIAA1826|84437	365.5262	KIAA1826|84437	379.1295
KIAA1841|84542	249.8917	KIAA1841|84542	193.4976
lowly_expressed	lowly_expressed	KIAA1875|340390	23.0729
KIAA1908|114796	87.9168	KIAA1908|114796	250.1311
KIAA1919|91749	165.0065	KIAA1919|91749	121.6571
KIAA1949|170954	2256.388	KIAA1949|170954	1231.2533
KIAA1958|158405	92.2477	KIAA1958|158405	106.4499
KIAA1967|57805	1678.2157	KIAA1967|57805	2534.3471
KIAA1984|84960	5.1971	KIAA1984|84960	33.5606
KIAA2013|90231	1229.1035	KIAA2013|90231	944.9397
KIAA2018|205717	801.2126	KIAA2018|205717	1331.935
KIAA2022|340533	56.3014	KIAA2022|340533	103.82799999999999
KIAA2026|158358	731.4855	KIAA2026|158358	1281.0697
KIDINS220|57498	2857.9472	KIDINS220|57498	3572.1028
KIF11|3832	1114.3352	KIF11|3832	111.1694
KIF12|113220	57.6007	KIF12|113220	597.2732
KIF13A|63971	1728.8870000000002	KIF13A|63971	2423.7021
KIF13B|23303	734.9502	KIF13B|23303	2564.7614
KIF14|9928	288.4366	KIF14|9928	6.2926
KIF15|56992	256.8211	KIF15|56992	8.9145
KIF16B|55614	945.4309	KIF16B|55614	1722.0766
KIF17|57576	23.3867	KIF17|57576	36.1825
KIF18A|81930	179.2984	KIF18A|81930	26.2192
KIF18B|146909	80.5544	lowly_expressed	lowly_expressed
KIF19|124602	15.5912	KIF19|124602	39.8532
KIF1A|547	715.8943	lowly_expressed	lowly_expressed
KIF1B|23095	2410.5673	KIF1B|23095	2085.4746
KIF1C|10749	5138.155	KIF1C|10749	3129.5228
KIF20A|10112	556.0849	KIF20A|10112	19.4022
KIF20B|9585	506.7129	KIF20B|9585	326.6911
KIF21A|55605	593.3304	KIF21A|55605	349.2396
KIF21B|23046	368.9909	KIF21B|23046	221.29
KIF22|3835	961.8883	KIF22|3835	687.9916
KIF23|9493	741.0134	KIF23|9493	59.7798
KIF24|347240	190.1343	KIF24|347240	87.0477
lowly_expressed	lowly_expressed	KIF25|3834	6.817
KIF26A|26153	257.2542	KIF26A|26153	384.8977
KIF26B|55083	749.6752	KIF26B|55083	66.5967
KIF27|55582	87.4838	KIF27|55582	228.6314
KIF2A|3796	573.8415	KIF2A|3796	653.3823
KIF2C|11004	650.4981	KIF2C|11004	18.3534
KIF3A|11127	318.7527	KIF3A|11127	508.6523
KIF3B|9371	1709.8311	KIF3B|9371	2003.1463
KIF3C|3797	551.754	KIF3C|3797	515.4693
KIF4A|24137	853.6163	KIF4A|24137	12.0608
KIF4B|285643	11.2603	lowly_expressed	lowly_expressed
KIF5A|3798	18.1897	KIF5A|3798	89.1453
KIF5B|3799	6546.1239	KIF5B|3799	4861.0383
KIF5C|3800	170.2036	KIF5C|3800	361.8249
KIF6|221458	5.6301	KIF6|221458	11.0121
KIF7|374654	208.0035	KIF7|374654	243.2407
KIF9|64147	87.0507	KIF9|64147	111.5836
KIFAP3|22920	1235.1667	KIFAP3|22920	867.3309
KIFC1|3833	738.4149	KIFC1|3833	60.8285
KIFC2|90990	240.1689	KIFC2|90990	240.4405
KIFC3|3801	407.9688	KIFC3|3801	508.6523
KILLIN|100144748	32.4816	KILLIN|100144748	40.9019
KIN|22944	229.1035	KIN|22944	247.5092
KIRREL|55243	711.5634	KIRREL|55243	940.7446
KITLG|4254	1330.013	KITLG|4254	1068.6943
KIT|3815	516.6739	KIT|3815	4848.4531
KLB|152831	12.1265	KLB|152831	762.4541
KLC1|3831	1616.1802	KLC1|3831	1736.5443
KLC2|64837	613.2525	KLC2|64837	502.8841
KLC3|147700	131.3686	KLC3|147700	173.0467
KLC4|89953	346.1195	KLC4|89953	575.8521
KLF10|7071	1941.1	KLF10|7071	3014.6827
KLF11|8462	858.3803	KLF11|8462	1318.8254
KLF12|11278	872.2391	KLF12|11278	777.6612
KLF13|51621	2530.9658	KLF13|51621	3024.6459999999997
lowly_expressed	lowly_expressed	KLF14|136259	7.8658
KLF15|28999	14.2919	KLF15|28999	275.3015
KLF16|83855	410.1343	KLF16|83855	344.5202
KLF2|10365	414.8982	KLF2|10365	881.4893
KLF3|51274	1384.1229999999998	KLF3|51274	1844.0535
KLF4|9314	496.7518	KLF4|9314	1961.72
KLF5|688	343.8718	KLF5|688	1106.4499
KLF6|1316	4213.5123	KLF6|1316	6710.5401
KLF7|8609	269.8138	KLF7|8609	230.2045
KLF8|11279	504.5474	KLF8|11279	744.1007
KLF9|687	1202.6851	KLF9|687	1869.4284
KLHDC10|23008	855.7817	KLHDC10|23008	1143.1568
KLHDC1|122773	39.8441	KLHDC1|122773	117.462
KLHDC2|23588	653.5297	KLHDC2|23588	1169.9004
KLHDC3|116138	2022.0875	KLHDC3|116138	1823.807
KLHDC4|54758	314.9415	KLHDC4|54758	266.387
KLHDC5|57542	827.6310000000001	KLHDC5|57542	1171.4735
KLHDC7A|127707	51.9706	KLHDC7A|127707	161.5102
KLHDC7B|113730	53.7029	KLHDC7B|113730	79.182
KLHDC8A|55220	30.3162	KLHDC8A|55220	37.2313
KLHDC8B|200942	315.288	KLHDC8B|200942	773.4662
KLHDC9|126823	27.7176	KLHDC9|126823	62.9261
KLHL11|55175	61.9316	KLHL11|55175	122.1814
KLHL12|59349	908.1854	KLHL12|59349	972.2077
KLHL13|90293	204.4175	KLHL13|90293	1492.3964
KLHL14|57565	38.9779	KLHL14|57565	34.6093
KLHL15|80311	262.8844	KLHL15|80311	513.3718
KLHL17|339451	62.7977	KLHL17|339451	71.3162
KLHL18|23276	557.8172	KLHL18|23276	447.8238
KLHL20|27252	514.5084	KLHL20|27252	542.2129
KLHL21|9903	1031.6154	KLHL21|9903	2822.2339
KLHL22|84861	525.7687	KLHL22|84861	427.3728
KLHL23|151230	143.3521	KLHL23|151230	149.9738
KLHL24|54800	1333.4777	KLHL24|54800	1644.4678
KLHL25|64410	323.5167	KLHL25|64410	302.5695
KLHL26|55295	190.5587	KLHL26|55295	317.2522
KLHL28|54813	556.0849	KLHL28|54813	517.0425
KLHL29|114818	144.6514	KLHL29|114818	966.4394
KLHL2|11275	495.4526	KLHL2|11275	637.6508
KLHL30|377007	6.0632	KLHL30|377007	42.9995
KLHL31|401265	39.2681	KLHL31|401265	326.366
lowly_expressed	lowly_expressed	KLHL32|114792	13.1096
lowly_expressed	lowly_expressed	KLHL33|123103	12.0608
KLHL35|283212	20.7882	KLHL35|283212	28.3167
KLHL36|79786	343.4387	KLHL36|79786	390.666
KLHL38|340359	162.408	KLHL38|340359	8.9145
KLHL3|26249	212.2131	KLHL3|26249	321.9717
KLHL4|56062	14.2919	KLHL4|56062	13.634
KLHL5|51088	806.8428	KLHL5|51088	1000.5244
KLHL6|89857	229.1035	KLHL6|89857	134.2423
KLHL7|55975	677.3495	KLHL7|55975	745.6738
KLHL8|57563	605.0238	KLHL8|57563	479.2868
KLHL9|55958	1257.6873	KLHL9|55958	1887.2575
KLK10|5655	23.8198	KLK10|5655	236.4971
KLK11|11012	7.7956	KLK11|11012	55.0603
lowly_expressed	lowly_expressed	KLK13|26085	7.8658
KLK1|3816	13.8588	KLK1|3816	22.0241
KLK4|9622	115.2014	KLK4|9622	23.0729
KLK5|25818	59.7661	KLK5|25818	710.0157
KLK6|5653	28.5838	KLK6|5653	305.1914
KLK7|5650	39.411	KLK7|5650	350.2884
KLK8|11202	15.5912	KLK8|11202	83.9014
lowly_expressed	lowly_expressed	KLKB1|3818	8.9145
KLKP1|606293	10.3941	lowly_expressed	lowly_expressed
KLRA1|10748	12.5595	KLRA1|10748	71.3162
KLRAQ1|129285	447.3798	KLRAQ1|129285	583.6392
KLRB1|3820	96.1455	KLRB1|3820	63.9748
lowly_expressed	lowly_expressed	KLRC1|3821	18.3534
lowly_expressed	lowly_expressed	KLRC2|3822	7.3886
lowly_expressed	lowly_expressed	KLRC3|3823	8.8673
lowly_expressed	lowly_expressed	KLRC4|8302	16.2559
KLRD1|3824	92.6808	KLRD1|3824	49.8165
lowly_expressed	lowly_expressed	KLRF1|51348	8.3901
KLRG1|10219	52.4036	KLRG1|10219	32.5118
KLRG2|346689	99.6102	KLRG2|346689	32.5118
KLRK1|22914	84.8852	KLRK1|22914	116.4132
KL|9365	37.2456	KL|9365	135.8154
KMO|8564	554.0147	KMO|8564	19.4966
KNDC1|85442	6.9294	KNDC1|85442	19.9266
KNTC1|9735	287.5704	KNTC1|9735	348.7153
KPNA1|3836	1711.1304	KPNA1|3836	1584.6879999999999
KPNA2|3838	3425.7254	KPNA2|3838	694.8086
KPNA3|3839	1404.5041	KPNA3|3839	1029.3655
KPNA4|3840	2652.6635	KPNA4|3840	1465.6529
KPNA5|3841	114.7683	KPNA5|3841	258.5212
KPNA6|23633	2701.1693	KPNA6|23633	2065.0236
KPNA7|402569	15.5912	lowly_expressed	lowly_expressed
KPNB1|3837	4385.8813	KPNB1|3837	4119.5595
KPTN|11133	216.977	KPTN|11133	113.2669
KRAS|3845	1276.7432	KRAS|3845	897.2208
KRBA1|84626	158.5102	KRBA1|84626	296.8013
KRBA2|124751	99.6102	KRBA2|124751	134.7666
KRCC1|51315	701.6024	KRCC1|51315	704.2475
KREMEN1|83999	628.4106	KREMEN1|83999	808.5999
KREMEN2|79412	239.0645	lowly_expressed	lowly_expressed
KRI1|65095	451.2689	KRI1|65095	722.6114
KRIT1|889	551.3209	KRIT1|889	899.3183
KRR1|11103	816.0502	KRR1|11103	1005.4012
KRT10|3858	215.2447	KRT10|3858	261.6675
KRT14|3861	1842.356	KRT14|3861	12990.5611
KRT15|3866	547.8562	KRT15|3866	8181.9612
KRT16|3868	95.2793	KRT16|3868	121.6571
KRT17|3872	4071.0264	KRT17|3872	12038.8044
KRT18|3875	5851.2256	KRT18|3875	6288.6733
KRT19|3880	15455.1754	KRT19|3880	8183.01
KRT222|125113	38.9779	KRT222|125113	115.8888
KRT23|25984	432.6548	KRT23|25984	863.6602
KRT2|3849	8.6618	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT32|3882	7.3414
KRT3|3850	10.3941	lowly_expressed	lowly_expressed
KRT4|3851	377.2196	lowly_expressed	lowly_expressed
KRT5|3852	3710.6973	KRT5|3852	19368.6418
KRT6A|3853	26.8515	KRT6A|3853	69.7431
KRT6B|3854	362.0615	KRT6B|3854	1082.8526
KRT6C|286887	7.7956	KRT6C|286887	26.7436
KRT75|9119	968.8177	lowly_expressed	lowly_expressed
KRT79|338785	7.3625	lowly_expressed	lowly_expressed
KRT7|3855	18368.9909	KRT7|3855	6654.9554
KRT80|144501	949.7618	KRT80|144501	381.2271
KRT81|3887	22667.3885	KRT81|3887	383.3246
KRT83|3889	174.5344	KRT83|3889	9.4389
KRT85|3891	8.6618	lowly_expressed	lowly_expressed
KRT86|3892	1737.9818	KRT86|3892	56.6335
KRT8|3856	15121.4898	KRT8|3856	9141.8458
lowly_expressed	lowly_expressed	KRTAP5-2|440021	8.8726
KRTCAP2|200185	1393.6769	KRTCAP2|200185	969.0614
KRTCAP3|200634	17.7566	KRTCAP3|200634	188.7782
KSR1|8844	326.5483	KSR1|8844	616.151
KSR2|283455	12.5595	KSR2|283455	99.1085
KTELC1|56983	456.4747	KTELC1|56983	550.0787
KTI12|112970	158.0771	KTI12|112970	173.5711
KTN1|3895	9127.7609	KTN1|3895	5973.7808
KYNU|8942	255.5219	KYNU|8942	54.0115
KY|339855	6.4963	KY|339855	220.7656
L1CAM|3897	35.5132	L1CAM|3897	100.6817
L1TD1|54596	52.8367	L1TD1|54596	22.5485
L2HGDH|79944	363.7939	L2HGDH|79944	224.9607
L3MBTL2|83746	1044.3482	L3MBTL2|83746	822.3702
L3MBTL3|84456	275.0108	L3MBTL3|84456	249.6067
L3MBTL4|91133	27.2845	L3MBTL4|91133	169.37599999999998
L3MBTL|26013	28.1507	L3MBTL|26013	270.9754
LACE1|246269	51.1044	LACE1|246269	58.2066
LACTB2|51110	205.2837	LACTB2|51110	155.74200000000002
LACTB|114294	354.2659	LACTB|114294	206.0829
LAD1|3898	2126.8948	LAD1|3898	746.7226
LAG3|3902	20.7882	LAG3|3902	25.6948
LAGE3|8270	294.4998	LAGE3|8270	166.7541
LAIR1|3903	343.8718	LAIR1|3903	588.8831
LAMA1|284217	160.2425	LAMA1|284217	664.9187
LAMA2|3908	1997.4015	LAMA2|3908	2621.3844
LAMA3|3909	663.9238	LAMA3|3909	5392.7635
LAMA4|3910	3983.5427	LAMA4|3910	3463.5553
LAMA5|3911	1961.4552	LAMA5|3911	3877.8186
LAMB1|3912	8539.1945	LAMB1|3912	5863.6602
LAMB2L|22973	9.5279	LAMB2L|22973	37.7556
LAMB2|3913	4041.5764	LAMB2|3913	7777.1369
LAMB3|3914	1802.5119	LAMB3|3914	5778.71
LAMC1|3915	6929.4067	LAMC1|3915	8289.4599
LAMC2|3918	2685.5782	LAMC2|3918	4982.6953
LAMC3|10319	309.6579	LAMC3|10319	619.8217
LAMP1|3916	6848.8523	LAMP1|3916	6850.0262
LAMP2|3920	7541.3599	LAMP2|3920	4878.8673
LAMP3|27074	394.5431	LAMP3|27074	50.3408
LANCL1|10314	1266.7822	LANCL1|10314	2058.2066
LANCL2|55915	693.3738	LANCL2|55915	527.0058
LANCL3|347404	10.8272	LANCL3|347404	6.817
LAP3|51056	1859.6795	LAP3|51056	1702.6744
LAPTM4A|9741	8299.6968	LAPTM4A|9741	7583.1148
LAPTM4B|55353	13058.0338	LAPTM4B|55353	1573.6759
LAPTM5|7805	3357.7306	LAPTM5|7805	1577.3466
LARGE|9215	761.3686	LARGE|9215	791.2952
LARP1B|55132	656.5613	LARP1B|55132	393.2879
LARP1|23367	5265.4829	LARP1|23367	4085.9990000000003
LARP4B|23185	1658.7267	LARP4B|23185	1457.7871
LARP4|113251	1222.6072	LARP4|113251	1122.1814
LARP6|55323	229.5366	LARP6|55323	445.7263
LARP7|51574	841.0567	LARP7|51574	868.904
LARS2|23395	495.4526	LARS2|23395	539.0666
LARS|51520	2893.4604	LARS|51520	3077.0844
LAS1L|81887	870.9398	LAS1L|81887	846.3555
LASP1|3927	7931.139	LASP1|3927	6145.2543
LASS1|10715	31.0004	LASS1|10715	21.935
LASS2|29956	3679.0819	LASS2|29956	3309.9109
lowly_expressed	lowly_expressed	LASS3|204219	25.1704
LASS4|79603	895.6258	LASS4|79603	771.893
LASS5|91012	650.065	LASS5|91012	725.2229
LASS6|253782	2315.1884	LASS6|253782	1995.2648
LAT2|7462	152.4469	LAT2|7462	115.3644
LATS1|9113	795.1494	LATS1|9113	1007.8658
LATS2|26524	796.0156	LATS2|26524	814.8925
LAT|27040	136.4443	LAT|27040	122.6901
LAX1|54900	102.2087	LAX1|54900	65.0236
LAYN|143903	238.6314	LAYN|143903	272.6796
LBH|81606	2675.6172	LBH|81606	2421.6046
LBP|3929	603.2915	LBP|3929	22.5485
LBR|3930	1204.4175	LBR|3930	839.0142
LCA5L|150082	44.175	LCA5L|150082	63.9748
LCA5|167691	195.7557	LCA5|167691	550.0787
LCAT|3931	31.6154	LCAT|3931	124.3891
LCK|3932	257.2542	LCK|3932	142.108
LCLAT1|253558	569.9437	LCLAT1|253558	266.387
LCMT1|51451	612.8194	LCMT1|51451	476.1405
LCMT2|9836	402.3387	LCMT2|9836	352.3859
LCN10|414332	20.7882	LCN10|414332	33.0362
lowly_expressed	lowly_expressed	LCN12|286256	6.2926
LCN2|3934	158.0771	LCN2|3934	78.6576
lowly_expressed	lowly_expressed	LCN6|158062	5.2438
LCORL|254251	78.7094	LCORL|254251	87.5249
LCOR|84458	242.291	LCOR|84458	235.7315
LCP1|3936	3148.5492	LCP1|3936	1819.0876
LCP2|3937	532.6981	LCP2|3937	264.8138
LCT|3938	17.7566	lowly_expressed	lowly_expressed
LDB1|8861	1719.7921	LDB1|8861	1876.2454
LDB2|9079	423.1269	LDB2|9079	846.3555
LDB3|11155	19.489	LDB3|11155	29.8899
lowly_expressed	lowly_expressed	LDHAL6A|160287	5.2438
LDHA|3939	12963.1875	LDHA|3939	7184.5831
LDHB|3945	5698.1377	LDHB|3945	6450.4457
LDHC|3948	11.6934	LDHC|3948	15.2071
LDHD|197257	87.9168	LDHD|197257	274.7771
LDLRAD2|401944	191.1563	LDLRAD2|401944	220.2045
LDLRAD3|143458	626.6782	LDLRAD3|143458	618.2486
LDLRAP1|26119	1262.0182	LDLRAP1|26119	852.1238
LDLR|3949	1501.9489	LDLR|3949	1563.7126
LDOC1L|84247	1830.2295	LDOC1L|84247	1626.6387
LDOC1|23641	627.9775	LDOC1|23641	641.3214
LEF1|51176	511.9099	LEF1|51176	252.753
LEFTY2|7044	18.1897	LEFTY2|7044	14.6827
LEKR1|389170	9.0948	LEKR1|389170	25.1704
LEMD2|221496	1040.7103	LEMD2|221496	754.064
LEMD3|23592	941.9662	LEMD3|23592	981.1222
LENG1|79165	123.4301	LENG1|79165	164.1321
LENG8|114823	1043.612	LENG8|114823	5775.1023
LENG9|94059	124.8592	LENG9|94059	93.8018
LEO1|123169	937.2023	LEO1|123169	629.2606
LEPRE1|64175	1068.4279	LEPRE1|64175	490.2989
LEPREL1|55214	195.3227	LEPREL1|55214	540.6397
LEPREL2|10536	753.573	LEPREL2|10536	489.2501
LEPROTL1|23484	675.6172	LEPROTL1|23484	808.5999
LEPROT|54741	1074.3006	LEPROT|54741	1184.8296
LEPR|3953	664.5474	LEPR|3953	1060.5821
lowly_expressed	lowly_expressed	LEP|3952	2063.9748
LETM1|3954	1093.547	LETM1|3954	1010.4877
LETM2|137994	13.4257	LETM2|137994	31.9874
LETMD1|25875	508.0121	LETMD1|25875	1191.4001
LFNG|3955	366.8255	LFNG|3955	1133.7179
LGALS12|85329	454.7423	LGALS12|85329	726.796
LGALS1|3956	5124.2962	LGALS1|3956	4349.2396
LGALS2|3957	27.7176	LGALS2|3957	9.9633
LGALS3BP|3959	8786.9207	LGALS3BP|3959	5891.9769
LGALS3|3958	3501.9489	LGALS3|3958	4495.0184
lowly_expressed	lowly_expressed	LGALS4|3960	14.1584
lowly_expressed	lowly_expressed	LGALS7B|653499	14.1584
LGALS7|3963	5.1971	LGALS7|3963	30.4143
LGALS8|3964	1648.9952	LGALS8|3964	1166.2139
LGALS9C|654346	12.1265	LGALS9C|654346	5.2438
LGALS9|3965	892.1611	LGALS9|3965	411.1169
LGI2|55203	266.3491	LGI2|55203	124.8034
LGI4|163175	51.5375	LGI4|163175	178.8149
LGMN|5641	2239.9307	LGMN|5641	1805.9779999999998
LGR4|55366	1258.9866	LGR4|55366	2128.9984
LGR5|8549	24.686	LGR5|8549	8.3901
LGR6|59352	140.7536	LGR6|59352	1099.1085
LGTN|1939	804.6773	LGTN|1939	1234.924
LHFPL1|340596	8.2287	LHFPL1|340596	13.1096
LHFPL2|10184	1566.0459	LHFPL2|10184	2074.4625
LHFPL5|222662	7.3625	lowly_expressed	lowly_expressed
LHFP|10186	1114.7683	LHFP|10186	2181.9612
LHPP|64077	37.2456	LHPP|64077	147.3519
lowly_expressed	lowly_expressed	LHX4|89884	7.6036
LHX6|26468	190.1256	LHX6|26468	537.4934
LIAS|11019	70.5933	LIAS|11019	198.2171
LIFR|3977	792.1178	LIFR|3977	3402.7268
LIF|3976	298.8307	LIF|3976	258.495
LIG1|3978	691.6414	LIG1|3978	599.3707
LIG3|3980	1059.333	LIG3|3980	633.9801
LIG4|3981	262.4513	LIG4|3981	327.7399
LILRA1|11024	7.3625	LILRA1|11024	6.817
LILRA2|11027	25.5522	LILRA2|11027	22.0241
LILRA4|23547	49.8051	LILRA4|23547	23.5973
LILRA5|353514	9.0948	lowly_expressed	lowly_expressed
LILRA6|79168	32.1178	LILRA6|79168	23.3246
LILRB1|10859	122.5639	LILRB1|10859	68.6943
LILRB2|10288	78.3889	LILRB2|10288	53.4872
LILRB3|11025	39.7748	LILRB3|11025	28.065
LILRB4|11006	210.0476	LILRB4|11006	120.0839
LILRB5|10990	16.8904	LILRB5|10990	151.5469
LIMA1|51474	2730.1862	LIMA1|51474	3758.7834
LIMCH1|22998	1407.1026	LIMCH1|22998	2658.1017
LIMD1|8994	1194.0839999999998	LIMD1|8994	1100.4089999999999
LIMD2|80774	432.7371	LIMD2|80774	152.559
LIME1|54923	72.3777	LIME1|54923	47.3623
LIMK1|3984	1545.6908	LIMK1|3984	562.1395
LIMK2|3985	2851.8839	LIMK2|3985	2377.032
LIMS1|3987	678.2157	LIMS1|3987	463.5553
LIMS2|55679	518.4062	LIMS2|55679	1286.838
LIMS3-LOC440895|100271835	20.2902	LIMS3-LOC440895|100271835	37.8186
LIMS3|96626	7.4275	LIMS3|96626	10.4248
LIN37|55957	114.03200000000001	LIN37|55957	136.2297
LIN52|91750	168.4712	LIN52|91750	198.7415
LIN54|132660	430.0563	LIN54|132660	353.4347
LIN7A|8825	19.489	LIN7A|8825	87.5721
LIN7B|64130	7.7956	LIN7B|64130	28.3167
LIN7C|55327	732.7848	LIN7C|55327	620.8705
LIN9|286826	269.8138	LIN9|286826	139.4861
LINGO1|84894	217.4101	LINGO1|84894	72.365
lowly_expressed	lowly_expressed	LINGO4|339398	11.5364
LINS1|55180	256.388	LINS1|55180	261.1432
LIPA|3988	1858.3803	LIPA|3988	2201.8878
LIPC|3990	6.0632	lowly_expressed	lowly_expressed
LIPE|3991	87.8779	LIPE|3991	3697.3728
LIPG|9388	231.2689	LIPG|9388	59.7798
LIPH|200879	141.1867	LIPH|200879	170.4248
LIPT1|51601	96.5006	LIPT1|51601	183.01
LIPT2|387787	26.1065	LIPT2|387787	26.2192
LITAF|9516	5022.9537	LITAF|9516	3731.5155
LIX1L|128077	605.89	LIX1L|128077	676.9795
LLGL1|3996	993.0706	LLGL1|3996	998.9512
LLGL2|3993	1398.4409	LLGL2|3993	778.71
LLPH|84298	587.1113	LLPH|84298	362.4541
LMAN1|3998	3749.6752	LMAN1|3998	3325.118
LMAN2L|81562	414.8982	LMAN2L|81562	687.9916
LMAN2|10960	2736.2495	LMAN2|10960	1915.0498
LMBR1L|55716	308.7917	LMBR1L|55716	487.1526
LMBR1|64327	1264.6167	LMBR1|64327	1011.5364
LMBRD1|55788	885.2317	LMBRD1|55788	1369.1662
LMBRD2|92255	691.2083	LMBRD2|92255	331.4106
LMCD1|29995	1089.6492	LMCD1|29995	704.7719
LMF1|64788	175.4006	LMF1|64788	287.3623
LMF2|91289	1381.9835	LMF2|91289	1094.3891
LMLN|89782	245.1278	LMLN|89782	356.58099999999996
