gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
CHN1|1123	549.5886	CHN1|1123	246.4604
CHN2|1124	79.2551	CHN2|1124	77.6088
CHODL|140578	60.1992	CHODL|140578	14.6827
CHORDC1|26973	584.6687	CHORDC1|26973	427.8972
CHPF2|54480	1356.8644	CHPF2|54480	1002.0975
CHPF|79586	3234.7337	CHPF|79586	1091.2428
CHPT1|56994	451.2776	CHPT1|56994	2202.9208
CHP|11261	4078.3889	CHP|11261	2276.8747
CHRAC1|54108	488.0901	CHRAC1|54108	411.6413
CHRDL1|91851	275.877	CHRDL1|91851	3100.1573
CHRDL2|25884	28.1507	lowly_expressed	lowly_expressed
CHRD|8646	154.6124	CHRD|8646	256.4237
CHRFAM7A|89832	16.8904	CHRFAM7A|89832	43.2512
CHRM1|1128	162.8411	CHRM1|1128	112.7425
CHRM3|1131	54.5691	CHRM3|1131	20.451
lowly_expressed	lowly_expressed	CHRM5|1133	6.2926
lowly_expressed	lowly_expressed	CHRNA10|57053	15.7315
CHRNA1|1134	22.0875	CHRNA1|1134	8.9145
CHRNA3|1136	7.7956	lowly_expressed	lowly_expressed
CHRNA5|1138	301.8623	CHRNA5|1138	29.3655
CHRNA6|8973	6.9294	lowly_expressed	lowly_expressed
CHRNB1|1140	139.45	CHRNB1|1140	230.7289
CHRNB2|1141	8.6618	CHRNB2|1141	88.6209
CHRNE|1145	9.6492	CHRNE|1145	32.3073
CHST10|9486	251.6241	CHST10|9486	340.3251
CHST11|50515	383.2828	CHST11|50515	70.2674
CHST12|55501	213.5123	CHST12|55501	229.6801
CHST14|113189	502.38199999999995	CHST14|113189	492.9208
CHST15|51363	1676.9164	CHST15|51363	1482.9575
CHST1|8534	578.6055	CHST1|8534	60.8285
CHST2|9435	165.0065	CHST2|9435	251.7042
CHST3|9469	1100.0433	CHST3|9469	1297.3256
lowly_expressed	lowly_expressed	CHST4|10164	23.5973
lowly_expressed	lowly_expressed	CHST5|23563	11.5889
CHST6|4166	149.4153	CHST6|4166	15.2071
CHST7|56548	62.3647	CHST7|56548	87.5721
CHST8|64377	35.5132	CHST8|64377	87.0477
CHST9|83539	33.3478	CHST9|83539	380.7027
CHSY1|22856	1926.8081	CHSY1|22856	1705.8207
CHSY3|337876	223.9065	CHSY3|337876	79.182
CHTF18|63922	233.0013	CHTF18|63922	171.4735
CHTF8|54921	2523.6033	CHTF8|54921	2265.8626
CHUK|1147	802.945	CHUK|1147	594.6513
CHURC1|91612	1744.4608	CHURC1|91612	1694.3157
CIAO1|9391	1572.1091	CIAO1|9391	1747.247
CIAPIN1|57019	1121.6977	CIAPIN1|57019	516.5181
CIB1|10519	1508.8783	CIB1|10519	888.3062
CIB2|10518	184.0624	CIB2|10518	110.645
CIC|23152	1750.5414	CIC|23152	2638.6995
lowly_expressed	lowly_expressed	CIDEA|1149	415.8364
CIDEB|27141	415.6994	CIDEB|27141	428.9932
CIDECP|152302	60.2728	CIDECP|152302	95.9622
lowly_expressed	lowly_expressed	CIDEC|63924	2642.8946
CIITA|4261	320.4851	CIITA|4261	441.0068
CILP2|148113	239.0645	CILP2|148113	54.5359
CILP|8483	4679.5149	CILP|8483	1061.3529
CINP|51550	368.1247	CINP|51550	351.8616
CIR1|9541	604.5907	CIR1|9541	714.7352
CIRBP|1153	3132.0918	CIRBP|1153	7601.9927
CIRH1A|84916	1038.1117	CIRH1A|84916	812.795
CISD1|55847	356.8644	CISD1|55847	197.6927
CISD2|493856	515.3703	CISD2|493856	330.3618
CISD3|284106	656.2668	CISD3|284106	478.3272
CISH|1154	514.5084	CISH|1154	524.3838
CITED1|4435	22.0875	CITED1|4435	1047.1945
CITED2|10370	1368.5578	CITED2|10370	1718.9303
CITED4|163732	194.8896	CITED4|163732	457.7871
CIT|11113	284.1057	CIT|11113	97.5354
CIZ1|25792	1514.0754	CIZ1|25792	2110.645
CKAP2L|150468	220.8748	CKAP2L|150468	10.4877
CKAP2|26586	753.1399	CKAP2|26586	261.6675
CKAP4|10970	3092.2477	CKAP4|10970	1498.1647
CKAP5|9793	3814.2053	CKAP5|9793	2277.9234
CKB|1152	1357.2975	CKB|1152	798.6366
CKLF|51192	430.4894	CKLF|51192	253.8018
CKMT1A|548596	431.3556	CKMT1A|548596	55.5847
CKMT1B|1159	456.4747	CKMT1B|1159	157.8395
CKMT2|1160	11.2603	CKMT2|1160	113.2669
CKS1B|1163	958.4236	CKS1B|1163	380.1783
CKS2|1164	382.4166	CKS2|1164	105.4012
CLASP1|23332	1651.3642	CLASP1|23332	1829.5752
CLASP2|23122	999.5669	CLASP2|23122	1770.3199
CLCA2|9635	1823.3001	CLCA2|9635	38.28
lowly_expressed	lowly_expressed	CLCA4|22802	54.5359
CLCC1|23155	1089.5193	CLCC1|23155	875.0393
CLCF1|23529	111.7367	CLCF1|23529	100.1573
lowly_expressed	lowly_expressed	CLCN1|1180	5.7682
CLCN2|1181	62.3647	CLCN2|1181	79.182
CLCN3|1182	2101.7757	CLCN3|1182	1815.9413
CLCN4|1183	171.9359	CLCN4|1183	223.9119
CLCN5|1184	466.0026	CLCN5|1184	163.6078
CLCN6|1185	402.7718	CLCN6|1185	857.3676
CLCN7|1186	1444.3482	CLCN7|1186	1348.7153
lowly_expressed	lowly_expressed	CLCNKA|1187	21.4997
CLDN11|5010	367.6916	CLDN11|5010	852.1238
CLDN12|9069	588.5665	CLDN12|9069	1097.5354
CLDN14|23562	10.8272	lowly_expressed	lowly_expressed
CLDN15|24146	103.0749	CLDN15|24146	188.2538
lowly_expressed	lowly_expressed	CLDN18|51208	7.8658
CLDN19|149461	20.7882	CLDN19|149461	201.3634
CLDN1|9076	1244.2616	CLDN1|9076	359.7273
lowly_expressed	lowly_expressed	CLDN20|49861	6.2926
CLDN23|137075	107.4058	CLDN23|137075	124.279
CLDN2|9075	76.2235	CLDN2|9075	18.086
CLDN3|1365	1127.7609	CLDN3|1365	584.688
CLDN4|1364	3783.4559999999997	CLDN4|1364	3501.3109999999997
CLDN5|7122	243.3954	CLDN5|7122	828.5265
CLDN7|1366	2437.8519	CLDN7|1366	942.3178
CLDN8|9073	784.7553	CLDN8|9073	421.0802
CLDN9|9080	26.8515	CLDN9|9080	7.8658
CLDND1|56650	838.4582	CLDND1|56650	1284.7404
lowly_expressed	lowly_expressed	CLDND2|125875	5.7682
CLEC10A|10462	126.8948	CLEC10A|10462	90.7184
CLEC11A|6320	358.5968	CLEC11A|6320	170.9491
CLEC12A|160364	14.2919	CLEC12A|160364	5.7682
CLEC14A|161198	628.4106	CLEC14A|161198	900.8915
CLEC16A|23274	799.9134	CLEC16A|23274	977.4515
CLEC17A|388512	21.2213	lowly_expressed	lowly_expressed
CLEC18A|348174	6.4963	CLEC18A|348174	5.2438
CLEC1A|51267	72.7588	CLEC1A|51267	100.6817
CLEC2B|9976	221.3079	CLEC2B|9976	273.204
CLEC2D|29121	460.3725	CLEC2D|29121	405.3487
lowly_expressed	lowly_expressed	CLEC2L|154790	5.2438
CLEC3A|10143	28.5838	lowly_expressed	lowly_expressed
CLEC3B|7123	116.0676	CLEC3B|7123	785.0026
CLEC4A|50856	52.4036	CLEC4A|50856	29.8899
CLEC4C|170482	5.1971	lowly_expressed	lowly_expressed
CLEC4E|26253	18.6228	CLEC4E|26253	5.2438
CLEC4F|165530	13.4257	CLEC4F|165530	46.1458
lowly_expressed	lowly_expressed	CLEC4GP1|440508	8.3901
lowly_expressed	lowly_expressed	CLEC4G|339390	12.5852
CLEC5A|23601	53.2698	CLEC5A|23601	6.817
CLEC7A|64581	300.1299	CLEC7A|64581	49.8165
CLEC9A|283420	8.2287	CLEC9A|283420	8.3901
CLECL1|160365	17.3235	lowly_expressed	lowly_expressed
CLGN|1047	24.686	CLGN|1047	50.8652
CLIC1|1192	5352.5336	CLIC1|1192	3248.0336
CLIC2|1193	425.7254	CLIC2|1193	575.2491
CLIC3|9022	98.311	CLIC3|9022	23.0729
CLIC4|25932	9721.5245	CLIC4|25932	5669.6382
CLIC5|53405	132.0918	CLIC5|53405	652.8579
CLIC6|54102	91.3816	CLIC6|54102	1121.6571
CLINT1|9685	1699.8701	CLINT1|9685	1676.9795
CLIP1|6249	1550.8878	CLIP1|6249	2327.2155
CLIP2|7461	535.7298	CLIP2|7461	537.4934
CLIP3|25999	522.7371	CLIP3|25999	826.9533
CLIP4|79745	278.9086	CLIP4|79745	729.4179
CLK1|1195	1102.6418	CLK1|1195	2639.7483
CLK2P|1197	14.2919	CLK2P|1197	13.1096
CLK2|1196	723.2568	CLK2|1196	688.5160000000001
CLK3|1198	665.6561	CLK3|1198	821.7095
CLK4|57396	394.9762	CLK4|57396	857.3676
CLMN|79789	2345.1711	CLMN|79789	2831.6728
CLN3|1201	2388.4799	CLN3|1201	939.6959
CLN5|1203	451.7107	CLN5|1203	684.3209
CLN6|54982	1175.4006	CLN6|54982	633.9801
CLN8|2055	241.6631	CLN8|2055	500.7866
CLNS1A|1207	1790.8185	CLNS1A|1207	1116.9376
CLOCK|9575	794.7163	CLOCK|9575	649.7116
CLP1|10978	268.9476	CLP1|10978	285.7892
CLPB|81570	420.0953	CLPB|81570	302.5695
CLPP|8192	356.8644	CLPP|8192	403.7756
CLPTM1L|81037	1293.6336	CLPTM1L|81037	1431.0435
CLPTM1|1209	2442.1828	CLPTM1|1209	2179.3393
CLPX|10845	1121.2646	CLPX|10845	834.8191
CLSPN|63967	317.4534	CLSPN|63967	13.1096
CLSTN1|22883	7462.1048	CLSTN1|22883	5665.9675
CLSTN2|64084	317.4534	CLSTN2|64084	661.248
CLSTN3|9746	1761.3686	CLSTN3|9746	1238.5947
CLTA|1211	959.7228	CLTA|1211	1433.6654
CLTB|1212	782.5899	CLTB|1212	686.4185
CLTCL1|8218	100.4764	CLTCL1|8218	77.6088
CLTC|1213	15466.4357	CLTC|1213	9027.7923
CLUAP1|23059	321.5721	CLUAP1|23059	487.1526
CLUL1|27098	41.5764	CLUL1|27098	60.3041
CLU|1191	5048.0728	CLU|1191	15784.4782
CLYBL|171425	49.372	CLYBL|171425	128.474
lowly_expressed	lowly_expressed	CMA1|1215	69.7431
CMAH|8418	503.6812	CMAH|8418	523.3351
CMAS|55907	525.3356	CMAS|55907	468.7992
CMBL|134147	422.2607	CMBL|134147	730.9911
CMC1|152100	118.6661	CMC1|152100	104.8768
CMIP|80790	1608.0554	CMIP|80790	1522.2863
CMKLR1|1240	290.60200000000003	CMKLR1|1240	320.3985
CMPK1|51727	4158.9433	CMPK1|51727	2961.1956
CMPK2|129607	116.0676	CMPK2|129607	91.2428
CMTM1|113540	235.1667	CMTM1|113540	119.5595
CMTM3|123920	1779.1252	CMTM3|123920	900.8915
CMTM4|146223	2717.6267	CMTM4|146223	2189.827
lowly_expressed	lowly_expressed	CMTM5|116173	33.0362
CMTM6|54918	1866.6089	CMTM6|54918	2660.1993
CMTM7|112616	200.0866	CMTM7|112616	711.5889
CMTM8|152189	142.0528	CMTM8|152189	125.8521
CMYA5|202333	359.0299	CMYA5|202333	2294.7037
CN5H6.4|150384	8.6618	CN5H6.4|150384	9.9633
CNBP|7555	5668.2547	CNBP|7555	7128.9984
CNDP2|55748	4132.5249	CNDP2|55748	2828.5265
CNFN|84518	59.7661	CNFN|84518	44.5726
CNGA1|1259	59.333	CNGA1|1259	22.0241
lowly_expressed	lowly_expressed	CNGA3|1261	5.7682
lowly_expressed	lowly_expressed	CNGA4|1262	5.2438
CNIH2|254263	133.3911	CNIH2|254263	5.7682
CNIH3|149111	141.6197	CNIH3|149111	104.3524
CNIH4|29097	816.8038	CNIH4|29097	536.9691
CNIH|10175	2362.4946	CNIH|10175	929.7326
CNKSR1|10256	415.3313	CNKSR1|10256	471.9455
CNKSR2|22866	7.3625	CNKSR2|22866	25.6948
CNKSR3|154043	308.7917	CNKSR3|154043	221.29
CNN1|1264	772.6288	CNN1|1264	3545.3592
CNN2|1265	5029.0169	CNN2|1265	3581.0173
CNN3|1266	5815.0715	CNN3|1266	4516.5181
CNNM1|26507	37.2456	CNNM1|26507	59.2554
CNNM2|54805	165.4396	CNNM2|54805	171.9979
CNNM3|26505	659.1598	CNNM3|26505	1048.2433
CNNM4|26504	711.1304	CNNM4|26504	896.172
CNOT10|25904	555.2187	CNOT10|25904	561.0907
CNOT1|23019	7130.7666	CNOT1|23019	5422.4698
CNOT2|4848	1382.8497	CNOT2|4848	1385.9465
CNOT3|4849	944.5647	CNOT3|4849	1012.0608
CNOT4|4850	571.6761	CNOT4|4850	613.5291
CNOT6L|246175	1254.6557	CNOT6L|246175	1844.2579999999998
CNOT6|57472	4632.3084	CNOT6|57472	1148.4006
CNOT7|29883	1220.0087	CNOT7|29883	1715.7839999999999
CNOT8|9337	1346.4703	CNOT8|9337	1413.7389
CNO|55330	295.366	CNO|55330	211.8511
CNPY2|10330	1047.6397	lowly_expressed	lowly_expressed
CNPY3|10695	960.1559	CNPY3|10695	884.6356
CNPY4|245812	350.3335	CNPY4|245812	362.8736
CNP|1267	2009.1771	CNP|1267	1773.1044
CNR1|1268	50.6713	CNR1|1268	135.291
CNR2|1269	13.8588	lowly_expressed	lowly_expressed
CNRIP1|25927	245.5608	CNRIP1|25927	321.9717
CNST|163882	795.5825	CNST|163882	730.9911
lowly_expressed	lowly_expressed	CNTD1|124817	58.3901
CNTD2|79935	20.7882	CNTD2|79935	14.6827
CNTFR|1271	80.1213	CNTFR|1271	389.6172
CNTF|1270	9.8224	CNTF|1270	19.4022
CNTLN|54875	169.7705	CNTLN|54875	244.3629
CNTN1|1272	589.4327	CNTN1|1272	504.4573
CNTN2|6900	5.1971	CNTN2|6900	18.3534
CNTN3|5067	71.0264	CNTN3|5067	87.0477
CNTN4|152330	227.8042	CNTN4|152330	249.0823
lowly_expressed	lowly_expressed	CNTN6|27255	8.3901
CNTNAP1|8506	198.3543	CNTNAP1|8506	191.4001
CNTNAP2|26047	2025.9853	CNTNAP2|26047	24.1217
CNTNAP3|79937	68.4279	CNTNAP3|79937	471.9455
CNTROB|116840	490.6886	CNTROB|116840	836.9166
COASY|80347	703.3348	COASY|80347	1133.1935
COBLL1|22837	573.4084	COBLL1|22837	1187.7294
COBL|23242	520.5717	COBL|23242	1147.3519
COBRA1|25920	1352.1005	COBRA1|25920	1241.741
COCH|1690	19.346	COCH|1690	50.881
COG1|9382	595.6691	COG1|9382	841.893
COG2|22796	735.8164	COG2|22796	755.1127
COG3|83548	730.1862	COG3|83548	1077.0844
COG4|25839	1181.0307	COG4|25839	1013.1096
COG5|10466	1080.2339	COG5|10466	1059.5281
COG6|57511	575.5738	COG6|57511	725.2229
COG7|91949	407.1026	COG7|91949	590.4562
COG8|84342	438.207	COG8|84342	476.4657
COIL|8161	518.4062	COIL|8161	549.0299
COL10A1|1300	5624.5128	COL10A1|1300	14.6827
COL11A1|1301	5672.1524	COL11A1|1301	17.8291
COL11A2|1302	5.6301	COL11A2|1302	59.2554
COL12A1|1303	25131.6587	COL12A1|1303	4124.8034
COL13A1|1305	219.5756	COL13A1|1305	37.2313
COL14A1|7373	4637.0723	COL14A1|7373	12883.5868
COL15A1|1306	7148.9822	COL15A1|1306	4510.2255
COL16A1|1307	1780.4244	COL16A1|1307	2613.0047
COL17A1|1308	1549.1555	COL17A1|1308	8040.9019
COL18A1|80781	9479.4283	COL18A1|80781	4785.0026
COL19A1|1310	6.4963	lowly_expressed	lowly_expressed
COL1A1|1277	152755.7384	COL1A1|1277	32859.4651
COL1A2|1278	127422.6938	COL1A2|1278	33136.8642
COL21A1|81578	169.7705	COL21A1|81578	87.0477
COL22A1|169044	87.4838	COL22A1|169044	7.3414
COL23A1|91522	56.7345	COL23A1|91522	64.4992
COL24A1|255631	39.411	COL24A1|255631	14.1584
COL25A1|84570	12.5595	COL25A1|84570	77.0844
COL27A1|85301	147.683	COL27A1|85301	621.9192
lowly_expressed	lowly_expressed	COL28A1|340267	35.1337
COL2A1|1280	6.4963	COL2A1|1280	101.2061
COL3A1|1281	141843.2222	COL3A1|1281	30270.0577
COL4A1|1282	17805.5435	COL4A1|1282	6270.0577
COL4A2|1284	16786.0546	COL4A2|1284	9136.8642
COL4A3BP|10087	871.3729	COL4A3BP|10087	1586.7855
COL4A3|1285	50.2382	COL4A3|1285	46.1458
COL4A4|1286	315.288	COL4A4|1286	76.56
COL4A5|1287	467.3019	COL4A5|1287	1628.7362
COL4A6|1288	110.8705	COL4A6|1288	693.7598
COL5A1|1289	16713.2958	COL5A1|1289	2412.1657
COL5A2|1290	19865.7427	COL5A2|1290	3003.6707
COL5A3|50509	1229.1035	COL5A3|50509	680.1259
COL6A1|1291	14889.9957	COL6A1|1291	9971.1589
COL6A2|1292	21832.395	COL6A2|1292	12319.3498
COL6A3|1293	51328.7137	COL6A3|1293	17570.5296
lowly_expressed	lowly_expressed	COL6A4P2|646300	6.2926
COL6A6|131873	46.7735	COL6A6|131873	809.6487
COL7A1|1294	561.715	COL7A1|1294	1280.021
COL8A1|1295	1256.8211	COL8A1|1295	103.3036
COL8A2|1296	1841.9229	COL8A2|1296	1130.5716
COL9A2|1298	255.0888	COL9A2|1298	619.2973
COL9A3|1299	58.9	COL9A3|1299	81.8039
lowly_expressed	lowly_expressed	COLEC11|78989	11.5364
COLEC12|81035	777.3928	COLEC12|81035	901.9402
COLQ|8292	18.1897	COLQ|8292	40.3776
COMMD10|51397	517.107	COMMD10|51397	315.1547
COMMD1|150684	276.7432	COMMD1|150684	240.6922
COMMD2|51122	723.6899	COMMD2|51122	885.6843
COMMD3|23412	587.7653	COMMD3|23412	544.6303
COMMD4|54939	601.9922	COMMD4|54939	557.9444
COMMD5|28991	444.5777	COMMD5|28991	417.0425
COMMD6|170622	828.9303	COMMD6|170622	1245.9360000000001
COMMD7|149951	856.2148	COMMD7|149951	729.4179
COMMD8|54951	212.2131	COMMD8|54951	169.37599999999998
COMMD9|29099	773.495	COMMD9|29099	504.4573
COMP|1311	4541.793	COMP|1311	277.3991
COMTD1|118881	201.3859	COMTD1|118881	36.1825
COMT|1312	1932.0052	COMT|1312	1391.1904
COPA|1314	9592.4686	COPA|1314	5286.9953
COPB1|1315	4012.4469	COPB1|1315	3305.7158
COPB2|9276	4880.0346	COPB2|9276	3407.4463
COPE|11316	1460.3725	COPE|11316	1222.3388
COPG2|26958	432.6548	COPG2|26958	552.1762
COPG|22820	4551.754	COPG|22820	3234.9240000000004
COPS2|9318	2292.3343	COPS2|9318	1678.0283
COPS3|8533	1652.2304	COPS3|8533	866.8065
COPS4|51138	985.7081	COPS4|51138	790.2465
COPS5|10987	1390.6453	COPS5|10987	902.9889999999999
COPS6|10980	1201.3859	COPS6|10980	1211.8511
COPS7A|50813	903.8545	COPS7A|50813	1112.2181
COPS7B|64708	451.7107	COPS7B|64708	622.4436
COPS8|10920	1147.6613	COPS8|10920	905.0236
COPZ1|22818	2568.2113	COPZ1|22818	2744.6251
COPZ2|51226	217.8432	COPZ2|51226	303.6182
COQ10A|93058	69.2941	COQ10A|93058	148.925
COQ10B|80219	560.4158	COQ10B|80219	603.5658
COQ2|27235	286.7042	COQ2|27235	99.1085
COQ3|51805	114.3352	COQ3|51805	133.1935
COQ4|51117	642.7025	COQ4|51117	607.2365
COQ5|84274	322.2174	COQ5|84274	416.8852
COQ6|51004	316.6739	COQ6|51004	333.4924
COQ7|10229	318.7527	COQ7|10229	523.3351
COQ9|57017	1088.7830000000001	COQ9|57017	654.431
CORIN|10699	247.7263	CORIN|10699	23.5973
CORO1A|11151	1158.5102	lowly_expressed	lowly_expressed
CORO1B|57175	1996.9684	CORO1B|57175	1481.3844
CORO1C|23603	2504.9805	CORO1C|23603	2246.9848
CORO2A|7464	1025.1191	CORO2A|7464	560.0419999999999
CORO2B|10391	90.9485	CORO2B|10391	281.0697
CORO6|84940	5.6301	CORO6|84940	33.5606
CORO7|79585	422.1524	CORO7|79585	424.903
COTL1|23406	3634.0407	COTL1|23406	903.5134
COX10|1352	414.4651	COX10|1352	317.2522
COX11|1353	604.751	COX11|1353	631.9769
COX15|1355	1042.4166	COX15|1355	1055.2281
COX16|51241	729.7531	COX16|51241	545.3592
COX17|10063	225.2057	COX17|10063	324.5936
COX18|285521	461.2386	COX18|285521	329.8374
COX19|90639	159.411	COX19|90639	328.5475
COX4I1|1327	3955.3919	COX4I1|1327	3077.6088
COX4I2|84701	49.372	COX4I2|84701	29.3655
COX4NB|10328	482.0269	COX4NB|10328	330.3618
COX5A|9377	1975.3139999999999	COX5A|9377	747.247
COX5B|1329	871.3729	COX5B|1329	824.3314
COX6A1|1337	919.4456	COX6A1|1337	1004.1951
COX6B1|1340	1729.7531	COX6B1|1340	1434.7142
COX6B2|125965	9.5279	COX6B2|125965	30.9386
COX6C|1345	2033.3478	COX6C|1345	1073.9381
COX7A1|1346	102.6418	COX7A1|1346	350.2884
COX7A2L|9167	1472.4989	COX7A2L|9167	1265.8626
COX7A2|1347	1127.7609	COX7A2|1347	770.3199
COX7B|1349	1481.5938	COX7B|1349	784.4782
COX7C|1350	2163.7072	COX7C|1350	1786.5758
COX8A|1351	1766.5656	COX8A|1351	1055.0603
CP110|9738	556.0849	CP110|9738	883.5868
lowly_expressed	lowly_expressed	CPA1|1357	18.8778
CPA3|1359	394.9762	CPA3|1359	467.226
CPA4|51200	80.5544	CPA4|51200	33.5606
lowly_expressed	lowly_expressed	CPA6|57094	35.1337
CPAMD8|27151	530.5327	CPAMD8|27151	715.2596
lowly_expressed	lowly_expressed	CPB1|1360	54.0115
CPD|1362	3177.133	CPD|1362	3372.8369
CPEB1|64506	64.9632	CPEB1|64506	57.6822
CPEB2|132864	474.2313	CPEB2|132864	774.5149
CPEB3|22849	115.6345	CPEB3|22849	229.1557
CPEB4|80315	1230.4028	CPEB4|80315	1087.0477
CPE|1363	2843.2222	CPE|1363	5962.7687
CPLX1|10815	35.5132	CPLX1|10815	128.474
CPM|1368	350.3681	CPM|1368	1063.4504
CPNE1|8904	1574.9242	CPNE1|8904	1755.2071
CPNE2|221184	868.7744	CPNE2|221184	738.3325
CPNE3|8895	4840.1906	CPNE3|8895	2803.8804
CPNE5|57699	131.6587	CPNE5|57699	192.4489
CPNE7|27132	45.4742	CPNE7|27132	41.9507
CPNE8|144402	217.4101	CPNE8|144402	275.8259
CPOX|1371	218.2763	CPOX|1371	305.7158
CPPED1|55313	781.7237	CPPED1|55313	480.86
CPS1|1373	110.8705	CPS1|1373	246.9848
CPSF1|29894	1645.3010000000002	CPSF1|29894	1490.8233
CPSF2|53981	2020.7882	CPSF2|53981	902.9889999999999
CPSF3L|54973	1243.8285	CPSF3L|54973	1316.2035
CPSF3|51692	871.3729	CPSF3|51692	600.4195
CPSF4|10898	382.8497	CPSF4|10898	391.7147
CPSF6|11052	1823.7332	CPSF6|11052	1845.3068
CPSF7|79869	1976.6133	CPSF7|79869	2516.5181
CPT1A|1374	2860.5457	CPT1A|1374	1854.2213
CPT1B|1375	78.3673	CPT1B|1375	375.2229
CPT1C|126129	126.4617	CPT1C|126129	87.5721
CPT2|1376	568.6444	CPT2|1376	506.0304
CPVL|54504	355.1321	CPVL|54504	342.4227
CPXM1|56265	942.8324	CPXM1|56265	1882.0136
CPXM2|119587	1010.3941	CPXM2|119587	1474.043
CPZ|8532	403.6379	CPZ|8532	589.9318
CP|1356	3507.4188	CP|1356	950.9177
CR1|1378	88.3499	CR1|1378	65.548
CR2|1380	200.5197	CR2|1380	6.817
CRABP1|1381	632.3084	CRABP1|1381	253.2774
CRABP2|1382	2022.9537	CRABP2|1382	2186.1563
CRADD|8738	137.722	CRADD|8738	134.7666
CRAMP1L|57585	882.7111	CRAMP1L|57585	1446.3031
CRAT|1384	676.4833	CRAT|1384	594.6513
lowly_expressed	lowly_expressed	CRB1|23418	8.9145
CRB2|286204	10.8272	CRB2|286204	38.28
CRB3|92359	144.2183	CRB3|92359	157.8395
CRBN|51185	543.2352	CRBN|51185	963.4242
CRCP|27297	787.3538	CRCP|27297	711.0645
CREB1|1385	1630.1429	CREB1|1385	1636.602
CREB3L1|90993	1031.1823	CREB3L1|90993	257.9969
CREB3L2|64764	4656.5613	CREB3L2|64764	3050.3408
CREB3L4|148327	1951.0611	CREB3L4|148327	1025.6948
CREB3|10488	649.1988	CREB3|10488	986.817
CREB5|9586	146.3837	CREB5|9586	477.1893
CREBBP|1387	3570.3768	CREBBP|1387	4561.6151
CREBL2|1389	1142.9189999999999	CREBL2|1389	2222.3388
CREBZF|58487	1210.9138	CREBZF|58487	1656.0042
CREG1|8804	2165.4396	CREG1|8804	2348.7153
CRELD1|78987	231.702	CRELD1|78987	578.9198
CRELD2|79174	719.7921	CRELD2|79174	385.9465
CREM|1390	275.4439	CREM|1390	243.8385
lowly_expressed	lowly_expressed	CRHBP|1393	38.8044
CRHR1|1394	6.9034	CRHR1|1394	45.3173
CRIM1|51232	2675.1841	CRIM1|51232	7541.6885
CRIP1|1396	4327.4145	CRIP1|1396	608.8096
CRIP2|1397	3815.5045	CRIP2|1397	2115.8888
lowly_expressed	lowly_expressed	CRIP3|401262	6.2926
CRIPAK|285464	68.861	CRIPAK|285464	326.1668
CRIPT|9419	263.3175	CRIPT|9419	315.1547
CRISP3|10321	141.1867	CRISP3|10321	47.7189
CRISPLD1|83690	414.8982	CRISPLD1|83690	2180.9124
CRISPLD2|83716	2875.2707	CRISPLD2|83716	1470.8967
CRKL|1399	2428.757	CRKL|1399	2329.3131
CRK|1398	1812.906	CRK|1398	1393.2879
CRLF1|9244	59.333	CRLF1|9244	206.6072
CRLF3|51379	364.66	CRLF3|51379	424.2265
CRLS1|54675	662.1914	CRLS1|54675	583.1148
CRMP1|1400	228.4149	CRMP1|1400	184.1164
CRNKL1|51340	1139.0212	CRNKL1|51340	1158.3639
CROCCL1|84809	145.0715	CROCCL1|84809	412.8579
CROCCL2|114819	45.9073	CROCCL2|114819	153.1201
CROCC|9696	349.5019	CROCC|9696	685.3697
CROT|54677	225.2057	CROT|54677	665.9675
CRTAC1|55118	50.6713	CRTAC1|55118	230.7289
CRTAM|56253	38.5448	CRTAM|56253	28.8411
CRTAP|10491	3224.3395	CRTAP|10491	4949.1348
CRTC1|23373	217.8432	CRTC1|23373	597.2732
CRTC2|200186	756.1715	CRTC2|200186	951.2323
CRTC3|64784	1595.0628	CRTC3|64784	1489.7745
CRY1|1407	444.7813	CRY1|1407	590.9806
CRY2|1408	847.5531	CRY2|1408	2148.925
CRYAB|1410	543.9584	CRYAB|1410	3875.1966
CRYBB1|1414	5.1971	lowly_expressed	lowly_expressed
CRYBG3|131544	339.4933	CRYBG3|131544	625.7472
lowly_expressed	lowly_expressed	CRYGN|155051	5.7682
CRYGS|1427	5.1971	CRYGS|1427	19.9266
CRYL1|51084	223.0403	CRYL1|51084	340.3251
CRYM|1428	41.1434	CRYM|1428	19.9266
CRYZL1|9946	239.8874	CRYZL1|9946	340.2465
CRYZ|1429	825.2360000000001	CRYZ|1429	840.645
CSAD|51380	137.2889	CSAD|51380	843.2092
CSDAP1|440359	55.8683	CSDAP1|440359	56.1091
CSDA|8531	2868.3413	CSDA|8531	2975.8783
CSDC2|27254	141.6197	CSDC2|27254	44.5726
CSDE1|7812	19497.1849	CSDE1|7812	15890.4038
CSE1L|1434	3038.1117	CSE1L|1434	1787.6245
CSF1R|1436	922.9104	CSF1R|1436	1179.3393
CSF1|1435	526.6349	CSF1|1435	951.7567
CSF2RA|1438	150.2815	CSF2RA|1438	122.7058
CSF2RB|1439	683.8458	CSF2RB|1439	445.7263
CSF3R|1441	115.6345	CSF3R|1441	148.925
CSGALNACT1|55790	566.9121	CSGALNACT1|55790	479.2868
CSGALNACT2|55454	906.0199	CSGALNACT2|55454	718.9303
CSK|1445	1831.9619	CSK|1445	919.2449
