gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
MITF|4286	472.2817	MITF|4286	863.8671
lowly_expressed	lowly_expressed	MIXL1|83881	5.5376
MKI67IP|84365	475.7056	MKI67IP|84365	562.4689
MKI67|4288	1278.3823	MKI67|4288	403.784
MKKS|8195	773.5413	MKKS|8195	742.0397
MKL1|57591	783.8232	MKL1|57591	1272.7273
MKL2|57496	3910.8902	MKL2|57496	2868.4818
MKLN1|4289	2247.965	MKLN1|4289	2662.6673
MKNK1|8569	289.264	MKNK1|8569	483.1887
MKNK2|2872	5635.5068	MKNK2|2872	3616.5205
MKRN1|23608	4447.2624	MKRN1|23608	2351.1767
MKRN2|23609	643.6466	MKRN2|23609	727.7342
MKRN3|7681	28.1038	MKRN3|7681	9.2293
MKS1|54903	229.62900000000002	MKS1|54903	299.9539
MKX|283078	19.1929	MKX|283078	33.6871
MLEC|9761	8689.9152	MLEC|9761	6239.9631
MLF1IP|79682	558.6188	MLF1IP|79682	98.8371
MLF1|4291	501.4138	MLF1|4291	335.9483
MLF2|8079	3482.8207	MLF2|8079	2381.1721
MLH1|4292	731.3855	MLH1|4292	602.6765
MLH3|27030	520.9494	MLH3|27030	506.6913
MLKL|197259	166.5667	MLKL|197259	200.7383
MLL2|8085	3865.6807	MLL2|8085	4135.0946
MLL3|58508	3636.3636	MLL3|58508	3527.9188
MLL4|9757	1657.4415	MLL4|9757	1050.7614
MLL5|55904	1721.3161	MLL5|55904	2762.3443
MLLT10|8028	408.1912	MLLT10|8028	626.6728
MLLT11|10962	88.0816	MLLT11|10962	82.6027
MLLT1|4298	1892.2115	MLLT1|4298	1381.1721
MLLT3|4300	476.3945	MLLT3|4300	451.7766
MLLT4|4301	3061.263	MLLT4|4301	3120.4429999999998
MLLT6|4302	2462.8567	MLLT6|4302	4045.2238
MLL|4297	2211.2929	MLL|4297	4119.0586
MLPH|79083	9757.5186	MLPH|79083	2455.0069
MLST8|64223	783.9774	MLST8|64223	578.1772
MLXIPL|51085	67.175	MLXIPL|51085	317.0281
MLXIP|22877	1292.4342	MLXIP|22877	1463.7748
MLX|6945	690.4978	MLX|6945	1145.0346
MLYCD|23417	274.8693	MLYCD|23417	348.8694
MMAA|166785	266.6438	MMAA|166785	303.6456
MMAB|326625	1218.4046	MMAB|326625	550.9922
MMACHC|25974	127.8382	MMACHC|25974	156.8989
MMADHC|27249	1345.9001	MMADHC|27249	1683.4333
MMD|23531	257.0474	MMD|23531	2249.1924
MMEL1|79258	51.3067	MMEL1|79258	7.2727
MME|4311	1142.3186	MME|4311	7830.18
MMGT1|93380	762.2312	MMGT1|93380	1292.5704
MMP11|4320	1829.1492	MMP11|4320	117.6742
lowly_expressed	lowly_expressed	MMP12|4321	231.6567
MMP13|4322	9.9392	lowly_expressed	lowly_expressed
MMP14|4323	3393.0254	MMP14|4323	3604.0609
MMP15|4324	638.5057	MMP15|4324	671.8966
MMP16|4325	190.9005	MMP16|4325	202.5842
MMP17|4326	108.9881	MMP17|4326	89.9862
MMP19|4327	265.6156	MMP19|4327	482.695
lowly_expressed	lowly_expressed	MMP1|4312	62.7596
MMP23B|8510	56.8932	MMP23B|8510	102.9072
MMP24|10893	307.7714	MMP24|10893	314.2593
MMP25|64386	26.3011	MMP25|64386	47.0143
lowly_expressed	lowly_expressed	MMP27|64066	6.4605
MMP28|79148	116.8709	MMP28|79148	249.6539
MMP2|4313	4599.4345	MMP2|4313	7310.1061
MMP3|4314	230.9999	MMP3|4314	23.9963
MMP7|4316	607.66	MMP7|4316	1243.6548
MMP9|4318	152.5148	MMP9|4318	350.7153
MMRN1|22915	716.3054	lowly_expressed	lowly_expressed
MMRN2|79812	1291.406	MMRN2|79812	2317.4896
MMS19|64210	651.8722	MMS19|64210	1180.4338
MN1|4330	137.7774	MN1|4330	303.1841
MNAT1|4331	546.3114	MNAT1|4331	190.5861
MND1|84057	42.8412	MND1|84057	19.8431
MNDA|4332	114.4718	MNDA|4332	127.8265
MNS1|55329	99.3917	MNS1|55329	53.5302
MNT|4335	489.7609	MNT|4335	512.6904
MNX1|3110	118.2418	MNX1|3110	8.3064
MOAP1|64112	1198.5263	MOAP1|64112	765.5745
MOB2|81532	317.7106	MOB2|81532	450.3922
MOBKL1A|92597	563.7906	MOBKL1A|92597	1063.221
MOBKL1B|55233	763.9448	MOBKL1B|55233	890.1707
MOBKL2A|126308	878.4166	MOBKL2A|126308	1274.1117
MOBKL2B|79817	256.3619	MOBKL2B|79817	969.0817
MOBKL2C|148932	238.54	MOBKL2C|148932	576.3406
MOBKL3|25843	1114.5575	MOBKL3|25843	944.1624
MOCOS|55034	42.8412	MOCOS|55034	152.7457
MOCS1|4337	560.2091	MOCS1|4337	1042.1366
MOCS2|4338	771.4849	MOCS2|4338	592.0628
MOCS3|27304	409.9049	MOCS3|27304	251.9612
MOGAT2|80168	76.4288	MOGAT2|80168	19.3816
MOGS|7841	1089.8809	MOGS|7841	981.0798
MON1A|84315	161.083	MON1A|84315	179.0494
MON1B|22879	907.2059	MON1B|22879	797.8772
MON2|23041	2416.9309	MON2|23041	1616.0591
MORC2|22880	1028.1895	MORC2|22880	857.868
MORC3|23515	1113.1865	MORC3|23515	981.0798
MORC4|79710	1306.1434	MORC4|79710	623.904
MORF4L1|10933	2668.8373	MORF4L1|10933	3573.1426
MORF4L2|9643	8339.6316	MORF4L2|9643	3434.7024
lowly_expressed	lowly_expressed	MORF4|10934	10.1523
MORN1|79906	158.3412	MORN1|79906	57.222
MORN2|729967	175.1349	MORN2|729967	149.054
MORN3|283385	16.451	MORN3|283385	6.4605
MORN4|118812	100.4198	MORN4|118812	195.2007
MOSC1|64757	577.8425	MOSC1|64757	1577.7573
MOSC2|54996	376.6601	MOSC2|54996	390.4015
MOSPD1|56180	350.6126	MOSPD1|56180	205.35299999999998
MOSPD2|158747	323.1942	MOSPD2|158747	293.9548
MOSPD3|64598	291.6631	MOSPD3|64598	242.7319
MOV10L1|54456	5.8264	lowly_expressed	lowly_expressed
MOV10|4343	847.5709	MOV10|4343	678.8186
MOXD1|26002	73.6869	MOXD1|26002	172.1274
MPDU1|9526	1186.5307	MPDU1|9526	943.7148
MPDZ|8777	1137.1776	MPDZ|8777	1784.9562
MPEG1|219972	647.4167	MPEG1|219972	1544.5316
MPG|4350	777.3113	MPG|4350	562.5288
MPHOSPH10|10199	736.8692	MPHOSPH10|10199	471.6198
MPHOSPH6|10200	1055.9506	MPHOSPH6|10200	256.5759
MPHOSPH8|54737	888.6985	MPHOSPH8|54737	1007.8449
MPHOSPH9|10198	298.5177	MPHOSPH9|10198	127.365
MPI|4351	358.4954	MPI|4351	646.9774
MPL|4352	10.2819	MPL|4352	27.2266
MPND|84954	329.7061	MPND|84954	233.0411
lowly_expressed	lowly_expressed	MPO|4353	8.7679
MPP1|4354	233.399	MPP1|4354	419.4739
MPP2|4355	121.6691	MPP2|4355	223.8117
MPP3|4356	186.1023	MPP3|4356	32.7642
MPP5|64398	1487.7902	MPP5|64398	1112.1366
MPP6|51678	49.6958	MPP6|51678	141.6705
MPP7|143098	962.7281	MPP7|143098	1113.521
MPPE1|65258	694.0279	MPPE1|65258	521.4582
lowly_expressed	lowly_expressed	MPPED1|758	6.922000000000001
MPPED2|744	70.9451	MPPED2|744	184.58700000000002
MPRIP|23164	1558.7353	MPRIP|23164	2884.6331
MPST|4357	352.66900000000004	MPST|4357	676.0498
MPV17L2|84769	312.2269	MPV17L2|84769	170.743
MPV17L|255027	1909.348	MPV17L|255027	137.9788
MPV17|4358	516.1511	MPV17|4358	655.7453
MPZL1|9019	3551.7094	MPZL1|9019	5201.1998
MPZL2|10205	831.8053	MPZL2|10205	871.712
MPZL3|196264	51.4095	MPZL3|196264	76.6036
MPZ|4359	7.8828	MPZ|4359	22.6119
MR1|3140	653.9285	MR1|3140	253.8071
MRAP2|112609	45.5831	MRAP2|112609	71.066
MRAP|56246	16.5196	MRAP|56246	403.1057
MRAS|22808	539.7995	MRAS|22808	2636.8251
MRC1|4360	288.5785	MRC1|4360	1078.9109
MRC2|9902	1578.6137	MRC2|9902	4112.5981
MRE11A|4361	605.9464	MRE11A|4361	659.437
MREG|55686	621.6194	MREG|55686	330.7983
MRFAP1L1|114932	1527.2042	MRFAP1L1|114932	1199.8154
MRFAP1|93621	4634.7357	MRFAP1|93621	5479.9262
MRGPRF|116535	129.2092	MRGPRF|116535	413.0134
lowly_expressed	lowly_expressed	MRGPRX2|117194	15.6899
lowly_expressed	lowly_expressed	MRGPRX3|117195	29.5339
MRI1|84245	457.8871	MRI1|84245	386.2483
MRM1|79922	116.8709	MRM1|79922	80.2953
MRO|83876	27.7611	MRO|83876	51.2229
MRP63|78988	502.4248	MRP63|78988	492.7596
MRPL10|124995	558.3069	MRPL10|124995	1047.0697
MRPL11|65003	427.7268	MRPL11|65003	544.5316
MRPL12|6182	363.6364	MRPL12|6182	493.7702
MRPL13|28998	1099.8201	MRPL13|28998	318.874
MRPL14|64928	797.8751	MRPL14|64928	372.4042
MRPL15|29088	773.1985	MRPL15|29088	540.3784
MRPL16|54948	605.9464	MRPL16|54948	542.2243
MRPL17|63875	576.1289	MRPL17|63875	537.6096
MRPL18|29074	602.1763	MRPL18|29074	472.0812
MRPL19|9801	1315.7399	MRPL19|9801	1335.9483
MRPL1|65008	248.4791	MRPL1|65008	243.1934
MRPL20|55052	726.0937	MRPL20|55052	821.3198
MRPL21|219927	448.2906	MRPL21|219927	323.4887
MRPL22|29093	584.3544	MRPL22|29093	231.1952
MRPL23|6150	368.0919	MRPL23|6150	373.3272
MRPL24|79590	1160.1405	MRPL24|79590	667.7434
MRPL27|51264	500.3856	MRPL27|51264	446.7005
MRPL28|10573	939.0798	MRPL28|10573	646.5159
MRPL2|51069	493.1882	MRPL2|51069	382.5565
MRPL30|51263	875.6782	MRPL30|51263	688.5095
MRPL32|64983	786.565	MRPL32|64983	537.6096
MRPL33|9553	357.81	MRPL33|9553	322.5658
MRPL34|64981	534.3158	MRPL34|64981	535.7637
MRPL35|51318	760.1748	MRPL35|51318	661.2829
MRPL36|64979	299.8886	MRPL36|64979	215.9668
MRPL37|51253	943.5353	MRPL37|51253	1114.4439
MRPL38|64978	488.10900000000004	MRPL38|64978	672.7134
MRPL39|54148	357.1245	MRPL39|54148	198.43099999999998
MRPL3|11222	1674.2353	MRPL3|11222	1163.3595
MRPL40|64976	431.1541	MRPL40|64976	432.8565
MRPL41|64975	1151.915	MRPL41|64975	307.3373
MRPL42P5|359821	11.855	MRPL42P5|359821	5.9391
MRPL42|28977	1360.2947	MRPL42|28977	510.8445
MRPL43|84545	715.5102	MRPL43|84545	881.4675
MRPL44|65080	542.8841	MRPL44|65080	507.1527
MRPL45|84311	738.9255	MRPL45|84311	916.9359
MRPL46|26589	385.5711	MRPL46|26589	309.6447
MRPL47|57129	549.7387	MRPL47|57129	291.186
MRPL48|51642	242.31	MRPL48|51642	284.264
MRPL49|740	1405.5351	MRPL49|740	1339.1786
MRPL4|51073	691.2861	MRPL4|51073	683.8948
MRPL50|54534	495.2446	MRPL50|54534	313.3364
MRPL51|51258	1893.2397	MRPL51|51258	860.6368
MRPL52|122704	500.0428	MRPL52|122704	258.4218
MRPL53|116540	367.7491	MRPL53|116540	396.6682
MRPL54|116541	490.7891	MRPL54|116541	414.8593
MRPL55|128308	683.7460000000001	MRPL55|128308	333.64099999999996
MRPL9|65005	1547.9085	MRPL9|65005	759.8892
MRPS10|55173	1304.7725	MRPS10|55173	854.1763
MRPS11|64963	423.6141	MRPS11|64963	427.3189
MRPS12|6183	506.1092	MRPS12|6183	310.5676
MRPS14|63931	615.5428	MRPS14|63931	351.1767
MRPS15|64960	758.1184	MRPS15|64960	686.2021
MRPS16|51021	1226.9728	MRPS16|51021	1290.263
MRPS17|51373	300.9168	MRPS17|51373	138.9017
MRPS18A|55168	800.9596	MRPS18A|55168	565.7591
MRPS18B|28973	1516.5796	MRPS18B|28973	1216.4282
MRPS18C|51023	264.728	MRPS18C|51023	247.1897
MRPS21|54460	966.4982	MRPS21|54460	706.0452
MRPS22|56945	485.9909	MRPS22|56945	411.629
MRPS23|51649	440.7506	MRPS23|51649	451.3152
MRPS24|64951	814.3261	MRPS24|64951	690.3553
MRPS25|64432	773.7812	MRPS25|64432	614.227
MRPS26|64949	699.5116	MRPS26|64949	497.4619
MRPS27|23107	1242.053	MRPS27|23107	1501.1537
MRPS28|28957	216.0295	MRPS28|28957	162.6904
MRPS2|51116	774.1856	MRPS2|51116	779.4047
MRPS30|10884	657.0131	MRPS30|10884	393.1703
MRPS31|10240	300.2313	MRPS31|10240	290.7245
MRPS33|51650	521.6348	MRPS33|51650	385.7868
MRPS34|65993	1550.5098	MRPS34|65993	549.1463
MRPS35|60488	2284.9799	MRPS35|60488	846.7928
MRPS36|92259	403.39300000000003	MRPS36|92259	249.6539
MRPS5|64969	431.8396	MRPS5|64969	544.5316
MRPS6|64968	753.0734	MRPS6|64968	453.0318
MRPS7|51081	740.9202	MRPS7|51081	781.9982
MRPS9|64965	376.6601	MRPS9|64965	425.9345
MRRF|92399	601.8336	MRRF|92399	328.5648
lowly_expressed	lowly_expressed	MRS2P2|729633	5.0761
MRS2|57380	852.3691	MRS2|57380	611.4444
MRTO4|51154	438.3515	MRTO4|51154	449.9308
MRVI1|10335	399.62300000000005	MRVI1|10335	658.5141
MS4A14|84689	14.0828	MS4A14|84689	17.0835
lowly_expressed	lowly_expressed	MS4A15|219995	83.0641
MS4A1|931	121.6691	MS4A1|931	87.2174
MS4A2|2206	196.0415	MS4A2|2206	189.6631
MS4A4A|51338	161.083	MS4A4A|51338	452.6996
MS4A6A|64231	574.0725	MS4A6A|64231	856.0222
MS4A7|58475	781.0505	MS4A7|58475	759.1048
MSC|9242	92.1224	MSC|9242	119.4139
MSH2|4436	754.0057	MSH2|4436	651.1306
MSH3|4437	687.2522	MSH3|4437	547.6327
MSH5|4439	134.4701	MSH5|4439	128.7679
MSH6|2956	1115.2429	MSH6|2956	1364.5593
MSI1|4440	105.2181	MSI1|4440	43.8394
MSI2|124540	354.7254	MSI2|124540	282.4181
MSL1|339287	1692.0572	MSL1|339287	1625.2884
MSL2|55167	1139.5767	MSL2|55167	1026.7651
MSL3L2|151507	31.1884	MSL3L2|151507	47.0697
MSL3|10943	561.0488	MSL3|10943	474.3886
MSLNL|401827	6.8546	lowly_expressed	lowly_expressed
MSLN|10232	9.5964	MSLN|10232	1951.0844
MSMB|4477	91.5089	MSMB|4477	17.5358
MSMP|692094	42.4985	MSMP|692094	51.2229
MSN|4478	4906.8632	MSN|4478	9647.9003
MSR1|4481	453.4316	MSR1|4481	436.5482
MSRA|4482	191.9287	MSRA|4482	200.2769
MSRB2|22921	416.7595	MSRB2|22921	420.3969
MSRB3|253827	913.375	MSRB3|253827	2301.7997
MST1P2|11209	26.3902	MST1P2|11209	50.3
MST1P9|11223	7.5401	MST1P9|11223	70.1431
MST1R|4486	200.497	MST1R|4486	222.8888
MST1|4485	42.4985	MST1|4485	51.2229
MST4|51765	761.5457	MST4|51765	339.1786
lowly_expressed	lowly_expressed	MSTN|2660	5.9991
MSTO1|55154	641.3092	MSTO1|55154	608.5002
MSTO2P|100129405	67.014	MSTO2P|100129405	51.9982
MSX1|4487	43.184	MSX1|4487	95.9852
MSX2P1|55545	7.8828	MSX2P1|55545	8.7679
MSX2|4488	587.7817	MSX2|4488	446.23900000000003
MT1A|4489	9.9392	MT1A|4489	81.6797
MT1E|4493	242.6527	MT1E|4493	832.0258
MT1F|4494	89.7952	MT1F|4494	87.2174
MT1G|4495	21.2493	MT1G|4495	73.8348
MT1L|4500	23.6484	MT1L|4500	51.2229
MT1M|4499	33.5875	MT1M|4499	171.6659
MT1X|4501	566.8752	MT1X|4501	2023.5348
MT2A|4502	1056.6361	MT2A|4502	3116.7513
MTA1|9112	982.2637	MTA1|9112	859.2524
MTA2|9219	1465.1701	MTA2|9219	1555.1454
MTA3|57504	819.8098	MTA3|57504	799.7231
MTAP|4507	630.6229	MTAP|4507	739.7323
MTBP|27085	313.5978	MTBP|27085	77.988
MTCH1|23787	3233.9988	MTCH1|23787	3838.4864
MTCH2|23788	1058.3498	MTCH2|23788	1169.82
MTCP1NB|100272147	232.3811	MTCP1NB|100272147	200.706
MTCP1|4515	15.7553	MTCP1|4515	17.1066
MTDH|92140	3413.9320000000002	MTDH|92140	3044.7623
MTERFD1|51001	320.7951	MTERFD1|51001	180.4338
MTERFD2|130916	431.8396	MTERFD2|130916	370.0969
MTERFD3|80298	494.9019	MTERFD3|80298	278.2649
MTERF|7978	335.1898	MTERF|7978	129.6724
MTF1|4520	623.7683	MTF1|4520	764.1901
MTF2|22823	502.44199999999995	MTF2|22823	436.0868
MTFMT|123263	145.6602	MTFMT|123263	197.9695
MTFR1|9650	832.8335	MTFR1|9650	427.3189
MTG1|92170	338.6171	MTG1|92170	334.1024
MTHFD1L|25902	104.8753	MTHFD1L|25902	162.898
MTHFD1|4522	1630.8937	MTHFD1|4522	1972.0166
MTHFD2L|441024	176.1289	MTHFD2L|441024	221.8643
MTHFD2|10797	1169.3942	MTHFD2|10797	791.8782
MTHFR|4524	570.4944	MTHFR|4524	741.8597
MTHFSD|64779	330.0488	MTHFSD|64779	275.4961
MTHFS|10588	249.8501	MTHFS|10588	256.5759
MTIF2|4528	629.9375	MTIF2|4528	568.0665
MTIF3|219402	691.9716	MTIF3|219402	473.0042
MTL5|9633	132.6364	MTL5|9633	122.7503
MTM1|4534	568.2461	MTM1|4534	340.1015
MTMR10|54893	872.0418	MTMR10|54893	1352.6581
MTMR11|10903	165.1958	MTMR11|10903	280.5722
MTMR12|54545	2758.6325	MTMR12|54545	1940.9322
MTMR14|64419	683.4033	MTMR14|64419	670.9737
MTMR15|22909	531.7796	MTMR15|22909	640.4199
MTMR1|8776	1053.8943	MTMR1|8776	872.1735
MTMR2|8898	352.66900000000004	MTMR2|8898	824.1809
MTMR3|8897	1273.2414	MTMR3|8897	1914.6285
MTMR4|9110	716.3054	MTMR4|9110	1039.6862
MTMR6|9107	700.1971	MTMR6|9107	1095.9852
MTMR7|9108	30.8937	MTMR7|9108	39.7785
MTMR8|55613	11.3101	MTMR8|55613	17.0743
MTMR9L|339483	73.6869	MTMR9L|339483	81.2183
MTMR9|66036	543.8506	MTMR9|66036	571.2921
MTO1|25821	527.1185	MTO1|25821	398.7079
MTOR|2475	1648.1878	MTOR|2475	1851.8689
MTP18|51537	121.7274	MTP18|51537	144.4855
MTPAP|55149	428.755	MTPAP|55149	408.3987
MTRF1L|54516	154.5712	MTRF1L|54516	207.1989
MTRF1|9617	88.4243	MTRF1|9617	77.988
MTRR|4552	984.3201	MTRR|4552	625.2884
MTR|4548	1602.9475	MTR|4548	1539.9169
MTSS1L|92154	508.6111	MTSS1L|92154	818.6433
MTSS1|9788	3651.7831	MTSS1|9788	1010.6045
MTUS1|57509	4400.9939	MTUS1|57509	2883.7102
lowly_expressed	lowly_expressed	MTUS2|23281	23.0734
MTX1|4580	825.6088	MTX1|4580	508.5141
MTX2|10651	479.8218	MTX2|10651	345.1777
MTX3|345778	836.2608	MTX3|345778	721.7351
lowly_expressed	lowly_expressed	MUC13|56667	37.8403
MUC15|143662	26.3902	MUC15|143662	316.1052
MUC16|94025	593.9508	MUC16|94025	433.7794
MUC1|4582	47093.1368	MUC1|4582	3738.3479
MUC20|200958	67.175	MUC20|200958	238.1172
lowly_expressed	lowly_expressed	MUC21|394263	127.365
lowly_expressed	lowly_expressed	MUC4|4585	405.1684
MUC5B|727897	3724.1025	MUC5B|727897	1216.4282
MUC6|4588	7.1973	MUC6|4588	523.7656
MUC7|4589	23.6484	MUC7|4589	6.4605
MUCL1|118430	28414.7031	MUCL1|118430	15385.7868
MUDENG|55745	1080.2845	MUDENG|55745	880.9414
MUL1|79594	786.9077	MUL1|79594	923.3964
MUM1L1|139221	43.184	MUM1L1|139221	40.1477
MUM1|84939	871.9047	MUM1|84939	825.5653
MUS81|80198	321.8233	MUS81|80198	395.4776
MUSTN1|389125	47.4647	MUSTN1|389125	30.9183
MUTED|63915	349.5844	MUTED|63915	374.7116
MUTYH|4595	106.1092	MUTYH|4595	154.0471
MUT|4594	1677.6626	MUT|4594	1097.8311
MVD|4597	1135.8067	MVD|4597	353.9455
MVK|4598	1260.5604	MVK|4598	274.1117
MVP|9961	3856.3962	MVP|9961	2770.1892
MX1|4599	578.528	MX1|4599	1011.0752
MX2|4600	197.4124	MX2|4600	448.5464
MXD1|4084	411.2758	MXD1|4084	464.2363
MXD3|83463	156.2642	MXD3|83463	58.7771
MXD4|10608	981.2355	MXD4|10608	2126.9036
MXI1|4601	1010.0248	MXI1|4601	1523.3041
MXRA5|25878	4887.6703	MXRA5|25878	5803.8763
MXRA7|439921	1122.7830000000001	MXRA7|439921	3769.2663
MXRA8|54587	1785.9652	MXRA8|54587	2998.6156
MYADM|91663	2354.8968	MYADM|91663	6880.9414
MYBBP1A|10514	704.279	MYBBP1A|10514	1056.0314
MYBL1|4603	323.8797	MYBL1|4603	71.066
MYBL2|4605	571.3306	MYBL2|4605	123.6733
MYBPC1|4604	734.1273	MYBPC1|4604	2949.2386
MYB|4602	1026.8186	MYB|4602	789.5708
MYCBP2|23077	1857.253	MYCBP2|23077	3421.3198
lowly_expressed	lowly_expressed	MYCBPAP|84073	5.0761
MYCBP|26292	1010.4841	MYCBP|26292	599.4462
MYCL1|4610	229.9717	MYCL1|4610	137.0558
MYCN|4613	42.4985	MYCN|4613	26.7651
MYCT1|80177	380.7729	MYCT1|80177	660.3599
MYC|4609	1001.4566	MYC|4609	5307.7988
MYD88|4615	1173.1643	MYD88|4615	990.3092
MYEF2|50804	144.1453	MYEF2|50804	299.1417
MYEOV2|150678	439.7224	MYEOV2|150678	379.3263
MYEOV|26579	45.9258	MYEOV|26579	612.3673
MYH10|4628	1425.0707	MYH10|4628	3130.1338
MYH11|4629	4749.1903	MYH11|4629	13487.9788
MYH14|79784	825.2935	MYH14|79784	2353.9455
MYH1|4619	7.5401	MYH1|4619	33.2257
MYH2|4620	5.4837	MYH2|4620	6.4605
MYH3|4621	12.3383	MYH3|4621	26.3036
lowly_expressed	lowly_expressed	MYH7B|57644	14.3055
MYH7|4625	6.5119	lowly_expressed	lowly_expressed
MYH9|4627	20468.5117	MYH9|4627	32580.0646
MYL12A|10627	4958.2726	MYL12A|10627	5063.6825
MYL12B|103910	5355.1538	MYL12B|103910	4297.6465
lowly_expressed	lowly_expressed	MYL3|4634	13.3826
MYL5|4636	82.7281	MYL5|4636	93.4702
MYL6B|140465	227.5726	MYL6B|140465	503.461
MYL6|4637	12665.5814	MYL6|4637	10803.8763
MYL9|10398	3725.8161	MYL9|10398	10380.7107
MYLIP|29116	2774.0554	MYLIP|29116	1656.2067
MYLK3|91807	10.9674	MYLK3|91807	9.6908
MYLK4|340156	18.8501	MYLK4|340156	53.0688
MYLK|4638	3199.0266	MYLK|4638	13478.5371
MYNN|55892	562.4197	MYNN|55892	442.5473
MYO10|4651	1989.8895	MYO10|4651	1219.6585
MYO15A|51168	6.8546	MYO15A|51168	18.9202
MYO15B|80022	286.5221	MYO15B|80022	615.5976
MYO16|23026	14.3947	MYO16|23026	60.4522
MYO18A|399687	1433.2722	MYO18A|399687	1994.7577
lowly_expressed	lowly_expressed	MYO18B|84700	6.4605
MYO19|80179	469.8689	MYO19|80179	354.5455
MYO1B|4430	2818.953	MYO1B|4430	2305.03
MYO1C|4641	4517.5221	MYO1C|4641	8744.347
MYO1D|4642	1707.8228	MYO1D|4642	2229.3493
MYO1E|4643	856.4819	MYO1E|4643	999.5385
MYO1F|4542	287.2076	MYO1F|4542	318.874
MYO1G|64005	113.7863	MYO1G|64005	95.9852
lowly_expressed	lowly_expressed	MYO1H|283446	6.922000000000001
lowly_expressed	lowly_expressed	MYO3B|140469	5.9991
MYO5A|4644	517.5221	MYO5A|4644	899.8616
MYO5B|4645	1862.0512	MYO5B|4645	1242.2704
MYO5C|55930	1755.3834	MYO5C|55930	1211.1168
MYO6|4646	4169.6513	MYO6|4646	2632.6719
MYO7A|4647	39.4139	MYO7A|4647	252.4227
MYO7B|4648	13.0237	MYO7B|4648	6.4605
MYO9A|4649	557.2787	MYO9A|4649	1248.2695
MYO9B|4650	1751.0068	MYO9B|4650	1549.6078
MYOCD|93649	29.131999999999998	MYOCD|93649	40.6091
lowly_expressed	lowly_expressed	MYOC|4653	160.5907
MYOF|26509	1408.6197	MYOF|26509	4102.4458
MYOM1|8736	98.7062	MYOM1|8736	664.0517
MYOM2|9172	636.1066	MYOM2|9172	41.0706
MYOM3|127294	35.6439	MYOM3|127294	75.2192
lowly_expressed	lowly_expressed	MYOT|9499	5.9991
MYOZ1|58529	9.5964	MYOZ1|58529	14.767000000000001
MYOZ2|51778	31.5311	MYOZ2|51778	6.922000000000001
MYOZ3|91977	19.8783	MYOZ3|91977	23.0734
MYPN|84665	9.2537	lowly_expressed	lowly_expressed
MYPOP|339344	143.2611	MYPOP|339344	108.4449
MYRIP|25924	93.2225	MYRIP|25924	125.9806
MYSM1|114803	353.3545	MYSM1|114803	313.3364
MYST1|84148	821.5234	MYST1|84148	579.6031
MYST2|11143	1031.9596	MYST2|11143	1299.4924
MYST3|7994	2600.9768	MYST3|7994	2904.9377
MYST4|23522	1889.4696	MYST4|23522	1386.7097
MZF1|7593	244.3081	MZF1|7593	193.46099999999998
N4BP1|9683	1081.9981	N4BP1|9683	1498.3849
N4BP2L1|90634	285.8367	N4BP2L1|90634	620.6737
N4BP2L2|10443	1486.4193	N4BP2L2|10443	1380.2492
N4BP2|55728	242.31	N4BP2|55728	349.3309
N4BP3|23138	803.0160000000001	N4BP3|23138	222.4273
N6AMT1|29104	250.1928	N6AMT1|29104	282.8796
N6AMT2|221143	91.5089	N6AMT2|221143	117.6742
NAA10|8260	576.1289	NAA10|8260	549.6078
NAA15|80155	908.5768	NAA15|80155	950.623
NAA16|79612	334.1616	NAA16|79612	257.0374
NAA20|51126	1484.3629999999998	NAA20|51126	751.7305
NAA25|80018	637.1348	NAA25|80018	619.2893
NAA30|122830	920.5724	NAA30|122830	791.8782
NAA35|60560	462.3426	NAA35|60560	360.4061
NAA38|51691	451.0325	NAA38|51691	274.1117
NAA40|79829	346.8426	NAA40|79829	392.2473
NAA50|80218	3002.6562	NAA50|80218	2669.5893
NAAA|27163	1131.3512	NAAA|27163	684.3563
NAALAD2|10003	31.8739	NAALAD2|10003	112.5981
NAALADL1|10004	34.9584	NAALADL1|10004	101.5228
NAALADL2|254827	646.0458	NAALADL2|254827	371.0198
NAB1|4664	749.2074	NAB1|4664	1619.7508
NAB2|4665	364.3218	NAB2|4665	664.9746
NACA2|342538	18.8501	NACA2|342538	69.6816
NACAD|23148	54.494	NACAD|23148	227.9649
NACAP1|83955	93.2225	NACAP1|83955	141.6705
NACA|4666	11429.6975	NACA|4666	12251.4998
NACC1|112939	2206.4947	NACC1|112939	1041.0706
NACC2|138151	47.2967	NACC2|138151	96.4467
NADK|65220	823.2371	NADK|65220	1174.4347
NADSYN1|55191	614.5146	NADSYN1|55191	679.7416
NAE1|8883	594.2935	NAE1|8883	698.6617
NAF1|92345	167.9376	NAF1|92345	198.8925
NAGA|4668	823.9225	NAGA|4668	935.3946
NAGK|55577	1346.9283	NAGK|55577	837.5635
NAGLU|4669	795.1332	NAGLU|4669	1006.4605
NAGPA|51172	450.9913	NAGPA|51172	225.7037
NAGS|162417	33.9303	NAGS|162417	38.3018
NAIF1|203245	205.6379	NAIF1|203245	140.7476
NAIP|4671	180.9614	NAIP|4671	59.9908
NALCN|259232	22.6202	NALCN|259232	129.2109
NAMPT|10135	4031.1884	NAMPT|10135	2298.1079999999997
