gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
ALKBH6|84964	115.8427	ALKBH6|84964	58.6064
ALKBH7|84266	531.9167	ALKBH7|84266	577.2958
ALKBH8|91801	214.8916	ALKBH8|91801	240.4246
ALMS1|7840	584.0117	ALMS1|7840	885.5561
lowly_expressed	lowly_expressed	ALOX12P2|245	12.4596
lowly_expressed	lowly_expressed	ALOX12|239	7.8449
ALOX15B|247	33561.1344	ALOX15B|247	454.084
ALOX15|246	416.7595	ALOX15|246	80.7568
ALOX5AP|241	210.4361	ALOX5AP|241	351.1767
ALOX5|240	224.1453	ALOX5|240	329.9492
ALOXE3|59344	13.7092	ALOXE3|59344	8.3064
ALPK1|80216	442.4642	ALPK1|80216	724.0425
lowly_expressed	lowly_expressed	ALPK2|115701	5.9991
ALPK3|57538	518.5503	ALPK3|57538	501.6151
ALPL|249	632.3366	ALPL|249	767.4204
ALS2CL|259173	253.2774	ALS2CL|259173	287.9557
lowly_expressed	lowly_expressed	ALS2CR11|151254	11.5367
ALS2CR4|65062	605.9464	ALS2CR4|65062	1251.4998
ALS2CR8|79800	178.2195	ALS2CR8|79800	196.5851
ALS2|57679	602.1763	ALS2|57679	688.5095
ALX1|8092	14.7374	lowly_expressed	lowly_expressed
ALX3|257	12.3383	ALX3|257	26.3036
ALX4|60529	13.3665	ALX4|60529	47.5311
AMACR|23600	336.5607	AMACR|23600	300.4153
AMBP|259	31.5311	AMBP|259	30.4569
AMBRA1|55626	677.2342	AMBRA1|55626	940.4707
AMD1|262	865.3929	AMD1|262	1703.2764
AMDHD1|144193	14.7374	AMDHD1|144193	23.5348
AMDHD2|51005	414.3604	AMDHD2|51005	167.9742
AMFR|267	2139.3197	AMFR|267	2712.5058
AMH|268	91.8516	lowly_expressed	lowly_expressed
AMICA1|120425	170.6795	AMICA1|120425	146.2852
AMIGO1|57463	86.7107	AMIGO1|57463	175.3576
AMIGO2|347902	679.9760000000001	AMIGO2|347902	1929.3955
AMIGO3|386724	63.0623	AMIGO3|386724	49.376999999999995
AMMECR1L|83607	662.4968	AMMECR1L|83607	855.5607
AMMECR1|9949	509.6393	AMMECR1|9949	281.9566
AMN1|196394	105.5608	AMN1|196394	161.9751
AMOTL1|154810	1055.2652	AMOTL1|154810	3487.3096
AMOTL2|51421	1163.2251	AMOTL2|51421	3904.0148
AMOT|154796	735.841	AMOT|154796	1657.1297
AMPD1|270	62.0341	AMPD1|270	215.9668
AMPD2|271	362.9509	AMPD2|271	776.6497
AMPD3|272	124.0682	AMPD3|272	187.8173
AMPH|273	68.546	AMPH|273	75.2192
AMTN|401138	6.1691	lowly_expressed	lowly_expressed
AMT|275	54.9602	AMT|275	121.4859
lowly_expressed	lowly_expressed	AMY1A|276	49.376999999999995
AMY2B|280	165.4151	AMY2B|280	167.4804
AMZ1|155185	5.4837	AMZ1|155185	7.8449
AMZ2P1|201283	198.7833	AMZ2P1|201283	188.7402
AMZ2|51321	804.3869	AMZ2|51321	1018.4587
ANAPC10|10393	128.181	ANAPC10|10393	88.1403
ANAPC11|51529	656.3276	ANAPC11|51529	606.3683
ANAPC13|25847	982.4968	ANAPC13|25847	938.1634
ANAPC16|119504	1386.6849	ANAPC16|119504	2175.8191
ANAPC1|64682	653.5858	ANAPC1|64682	918.7817
ANAPC2|29882	1214.6346	ANAPC2|29882	687.5865
ANAPC4|29945	397.2239	ANAPC4|29945	476.2344
ANAPC5|51433	2654.4426	ANAPC5|51433	1860.6368
ANAPC7|51434	1038.1287	ANAPC7|51434	684.3563
ANGEL1|23357	592.9226	ANGEL1|23357	627.1343
ANGEL2|90806	1196.1272	ANGEL2|90806	788.6479
ANGPT1|284	110.7017	ANGPT1|284	550.9922
ANGPT2|285	214.5489	ANGPT2|285	354.8685
lowly_expressed	lowly_expressed	ANGPT4|51378	17.5358
ANGPTL1|9068	104.8753	ANGPTL1|9068	356.2529
ANGPTL2|23452	1569.36	ANGPTL2|23452	4525.15
lowly_expressed	lowly_expressed	ANGPTL3|27329	5.0761
ANGPTL4|51129	669.6941	ANGPTL4|51129	691.2783
ANGPTL7|10218	69.2314	ANGPTL7|10218	286.5713
ANG|283	871.4283	ANG|283	400.70599999999996
ANK1|286	15.4228	ANK1|286	15.6899
ANK2|287	281.3812	ANK2|287	1004.1532
ANK3|288	1535.7724	ANK3|288	1192.4319
ANKAR|150709	22.6202	ANKAR|150709	42.455
ANKDD1A|348094	51.4095	ANKDD1A|348094	95.9852
lowly_expressed	lowly_expressed	ANKFN1|162282	23.0734
ANKFY1|51479	1662.2397	ANKFY1|51479	2717.1204
ANKHD1-EIF4EBP3|404734	1039.126	ANKHD1-EIF4EBP3|404734	1019.9077
ANKHD1|54882	3796.2608	ANKHD1|54882	2546.0175
ANKH|56172	1172.4788	ANKH|56172	1867.5588
ANKIB1|54467	1837.3747	ANKIB1|54467	1338.7171
lowly_expressed	lowly_expressed	ANKK1|255239	20.766
ANKLE1|126549	6.5119	ANKLE1|126549	6.922000000000001
ANKLE2|23141	1553.9371	ANKLE2|23141	1614.6747
ANKMY1|51281	169.3085	ANKMY1|51281	155.0531
ANKMY2|57037	553.1659999999999	ANKMY2|57037	589.7554
ANKRA2|57763	494.9019	ANKRA2|57763	263.9594
ANKRD10|55608	1011.1764	ANKRD10|55608	951.5459
ANKRD11|29123	1756.8949	ANKRD11|29123	2378.3756
ANKRD12|23253	1482.6493	ANKRD12|23253	1063.221
ANKRD13A|88455	1293.4624	ANKRD13A|88455	1165.6668
ANKRD13B|124930	54.8368	ANKRD13B|124930	109.3678
ANKRD13C|81573	614.5146	ANKRD13C|81573	598.5233
ANKRD13D|338692	263.2165	ANKRD13D|338692	295.3392
ANKRD16|54522	151.963	ANKRD16|54522	148.5925
ANKRD17|26057	2555.7364	ANKRD17|26057	3249.1924
ANKRD19|138649	41.813	ANKRD19|138649	19.3816
ANKRD20A3|441425	6.1691	ANKRD20A3|441425	5.5376
ANKRD20B|729171	5.8264	ANKRD20B|729171	6.922000000000001
ANKRD22|118932	86.7107	ANKRD22|118932	118.5971
ANKRD23|200539	26.0475	ANKRD23|200539	27.2266
ANKRD24|170961	19.8783	ANKRD24|170961	27.688000000000002
ANKRD26|22852	408.8767	ANKRD26|22852	208.1218
ANKRD27|84079	1196.4699	ANKRD27|84079	837.102
ANKRD28|23243	1224.9165	ANKRD28|23243	1167.0512
ANKRD29|147463	85.3397	ANKRD29|147463	264.8823
ANKRD30A|91074	1768.486	ANKRD30A|91074	688.9709
ANKRD30B|374860	45.9258	ANKRD30B|374860	28.1495
ANKRD32|84250	577.1571	ANKRD32|84250	141.6705
ANKRD34A|284615	65.4614	ANKRD34A|284615	18.9202
lowly_expressed	lowly_expressed	ANKRD34B|340120	8.7679
ANKRD35|148741	32.2166	ANKRD35|148741	215.5053
ANKRD36BP1|84832	144.9747	ANKRD36BP1|84832	262.1135
ANKRD36B|57730	23.6484	ANKRD36B|57730	20.766
ANKRD36|375248	164.5103	ANKRD36|375248	168.8971
ANKRD37|353322	102.7813	ANKRD37|353322	87.6927
ANKRD39|51239	103.5044	ANKRD39|51239	109.8293
ANKRD40|91369	1037.1005	ANKRD40|91369	1745.7314
ANKRD42|338699	330.0488	ANKRD42|338699	264.4209
ANKRD43|134548	878.4166	ANKRD43|134548	43.3779
ANKRD44|91526	89.7952	ANKRD44|91526	97.8311
lowly_expressed	lowly_expressed	ANKRD45|339416	15.2284
ANKRD46|157567	521.4326	ANKRD46|157567	718.6387
ANKRD49|54851	300.2313	ANKRD49|54851	201.1998
ANKRD50|57182	1784.5943	ANKRD50|57182	1299.4924
ANKRD52|283373	1197.1553	ANKRD52|283373	1270.8814
ANKRD53|79998	7.1973	ANKRD53|79998	44.7623
ANKRD54|129138	236.4836	ANKRD54|129138	237.1943
ANKRD56|345079	83.2834	ANKRD56|345079	112.1366
ANKRD57|65124	421.9004	ANKRD57|65124	746.6544
ANKRD58|347454	11.6528	ANKRD58|347454	5.0761
ANKRD5|63926	365.0073	ANKRD5|63926	214.1209
ANKRD6|22881	194.8008	ANKRD6|22881	315.6899
ANKRD9|122416	184.0459	ANKRD9|122416	61.8366
ANKS1A|23294	1172.1361	ANKS1A|23294	1560.683
ANKS1B|56899	105.5608	ANKS1B|56899	77.988
ANKS3|124401	292.6913	ANKS3|124401	159.6677
ANKS6|203286	104.5326	ANKS6|203286	255.1915
ANKZF1|55139	769.0858	ANKZF1|55139	422.2427
ANLN|54443	767.3721	ANLN|54443	106.59899999999999
ANO10|55129	1087.1391	ANO10|55129	841.2552
ANO1|55107	3219.9469	ANO1|55107	6131.0568
ANO2|57101	15.4228	ANO2|57101	35.0715
lowly_expressed	lowly_expressed	ANO3|63982	73.8348
lowly_expressed	lowly_expressed	ANO4|121601	5.9991
ANO5|203859	27.0757	ANO5|203859	62.7596
ANO6|196527	2674.6637	ANO6|196527	4965.8514
ANO7|50636	17.822	ANO7|50636	21.2275
ANO8|57719	366.7209	ANO8|57719	273.1887
ANO9|338440	109.3308	ANO9|338440	97.8311
ANP32A|8125	1846.2857	ANP32A|8125	1894.7854
ANP32B|10541	2523.5198	ANP32B|10541	1781.7259
ANP32E|81611	810.8988	ANP32E|81611	1012.4596
ANPEP|290	2483.4204	ANPEP|290	2603.138
ANTXR1|84168	2777.4826	ANTXR1|84168	4093.6779
ANTXR2|118429	769.7712	ANTXR2|118429	2851.8689
ANUBL1|93550	144.9747	ANUBL1|93550	197.9695
lowly_expressed	lowly_expressed	ANXA10|11199	29.0725
ANXA11|311	1860.3376	ANXA11|311	3996.7697
ANXA13|312	6.8546	ANXA13|312	10.1523
ANXA1|301	1993.3168	ANXA1|301	8493.7702
ANXA2P1|303	35.9866	ANXA2P1|303	57.222
ANXA2P2|304	2044.3835	ANXA2P2|304	4431.4721
lowly_expressed	lowly_expressed	ANXA2P3|305	5.9991
ANXA2|302	6196.8983	ANXA2|302	11921.5505
ANXA3|306	694.7134	ANXA3|306	867.5588
ANXA4|307	1486.7621	ANXA4|307	1396.4006
ANXA5|308	5870.9622	ANXA5|308	7989.3862
ANXA6|309	4816.7252	ANXA6|309	7300.8768
ANXA7|310	2678.7765	ANXA7|310	2839.4093
ANXA8L2|244	32.5593	ANXA8L2|244	465.1592
ANXA8|653145	90.4807	ANXA8|653145	505.7683
ANXA9|8416	178.2195	ANXA9|8416	113.0595
AOAH|313	116.8709	AOAH|313	161.5136
AOC2|314	14.0519	AOC2|314	77.0651
AOC3|8639	1702.3391	AOC3|8639	9292.5704
AOX1|316	189.1869	AOX1|316	996.3083
AP1AR|55435	609.7164	AP1AR|55435	486.3867
AP1B1|162	2312.741	AP1B1|162	2345.6391
AP1G1|164	3497.558	AP1G1|164	2740.1938
AP1G2|8906	1769.8226	AP1G2|8906	640.8168
AP1M1|8907	782.1095	AP1M1|8907	978.7725
AP1M2|10053	2810.042	AP1M2|10053	810.7983
AP1S1|1174	1103.5901	AP1S1|1174	432.395
AP1S2|8905	369.8055	AP1S2|8905	423.6271
AP1S3|130340	61.3486	AP1S3|130340	75.2192
AP2A1|160	1602.6253	AP2A1|160	1634.9792
AP2A2|161	1137.1776	AP2A2|161	1717.5819
AP2B1|163	5737.6403	AP2B1|163	6757.2681
AP2M1|1173	3946.1914	AP2M1|1173	4949.7
AP2S1|1175	1102.2192	AP2S1|1175	837.102
AP3B1|8546	1679.0335	AP3B1|8546	1240.4246
AP3B2|8120	22.6202	AP3B2|8120	62.7596
AP3D1|8943	2903.6072	AP3D1|8943	2430.0877
AP3M1|26985	1364.7502	AP3M1|26985	1530.2261
AP3M2|10947	496.6155	AP3M2|10947	383.01800000000003
AP3S1|1176	1548.7962	AP3S1|1176	709.737
AP3S2|10239	1239.3419999999999	AP3S2|10239	1605.8053
AP4B1|10717	227.8742	AP4B1|10717	255.4684
AP4E1|23431	461.3144	AP4E1|23431	411.1675
AP4M1|9179	361.532	AP4M1|9179	262.2381
AP4S1|11154	126.4673	AP4S1|11154	70.1431
APAF1|317	1178.3052	APAF1|317	666.3589999999999
APBA1|320	161.083	APBA1|320	369.6354
APBA2|321	29.8175	APBA2|321	96.9082
APBA3|9546	251.22099999999998	APBA3|9546	193.3549
APBB1IP|54518	251.5637	APBB1IP|54518	709.737
APBB1|322	237.5118	APBB1|322	792.3396
APBB2|323	1873.0186	APBB2|323	2802.9534
APBB3|10307	236.4836	APBB3|10307	161.0521
APCDD1L|164284	19.1929	APCDD1L|164284	260.2677
APCDD1|147495	300.2313	APCDD1|147495	1590.6784
APC|324	1269.1286	APC|324	1240.886
APEH|327	2008.3969	APEH|327	1517.7665
APEX1|328	2783.9945	APEX1|328	2473.9271
APEX2|27301	721.789	APEX2|27301	557.9142
APH1A|51107	6432.6964	APH1A|51107	3980.6184
APH1B|83464	512.0384	APH1B|83464	947.8542
API5|8539	2298.3463	API5|8539	2625.2884
APIP|51074	343.1068	APIP|51074	355.9206
APITD1|378708	126.43299999999999	APITD1|378708	139.3632
APLF|200558	54.8368	APLF|200558	84.4485
APLNR|187	1022.7059	APLNR|187	1622.9811
APLN|8862	70.2596	APLN|8862	145.3623
APLP1|333	113.4436	APLP1|333	85.3715
APLP2|334	15078.3995	APLP2|334	15554.6839
APOA1BP|128240	1565.5899	APOA1BP|128240	1162.4365
APOB48R|55911	196.0415	APOB48R|55911	119.5201
APOBEC3A|200315	29.8175	APOBEC3A|200315	6.6036
APOBEC3B|9582	204.267	APOBEC3B|9582	87.5358
APOBEC3C|27350	146.0029	APOBEC3C|27350	394.0932
APOBEC3D|140564	59.9777	APOBEC3D|140564	77.988
APOBEC3F|200316	85.6825	APOBEC3F|200316	212.275
APOBEC3G|60489	167.2522	APOBEC3G|60489	226.1191
APOBEC3H|164668	5.1409	APOBEC3H|164668	6.922000000000001
APOB|338	14.3947	APOB|338	342.8703
APOC1|341	173.0786	APOC1|341	236.2713
APOC2|344	46.2685	APOC2|344	23.0734
APOD|347	195077.7243	APOD|347	22522.8426
APOE|348	2075.2292	APOE|348	2785.8791
APOF|319	77.7997	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOH|350	10.6138
APOL1|8542	1097.7637	APOL1|8542	1417.6281
APOL2|23780	574.0725	APOL2|23780	642.8242
APOL3|80833	764.2876	APOL3|80833	1010.6138
APOL4|80832	219.6898	APOL4|80832	509.9216
APOL6|80830	1393.1968	APOL6|80830	2170.743
APOLD1|81575	2360.3804	APOLD1|81575	3631.7490000000003
APOM|55937	22.2774	APOM|55937	33.6871
APOOL|139322	387.2847	APOOL|139322	308.7217
APOO|79135	222.7744	APOO|79135	125.0577
APPBP2|10513	1073.0871	APPBP2|10513	1588.371
APPL1|26060	2087.5675	APPL1|26060	2102.9072
APPL2|55198	1358.5811	APPL2|55198	1185.5099
APP|351	24135.721	APP|351	29966.3129
APRT|353	824.2653	APRT|353	1066.4513
APTX|54840	800.9596	APTX|54840	375.1731
AQP11|282679	26.7329	AQP11|282679	23.9963
AQP1|358	5317.8134	AQP1|358	14958.4679
AQP3|360	8409.2194	AQP3|360	3042.9165
AQP4|361	5.4837	AQP4|361	144.4393
AQP5|362	9.2537	AQP5|362	215.5053
AQP7P1|375719	36.6721	AQP7P1|375719	228.4264
lowly_expressed	lowly_expressed	AQP7P3|441432	11.9982
AQP7|364	181.3041	AQP7|364	1187.3558
lowly_expressed	lowly_expressed	AQP9|366	27.2266
AQPEP|206338	14.7374	AQPEP|206338	111.62899999999999
AQR|9716	1565.9327	AQR|9716	1211.8136
ARAF|369	1300.6598	ARAF|369	1138.9017
ARAP1|116985	1267.744	ARAP1|116985	2447.5727
ARAP2|116984	276.9257	ARAP2|116984	395.0162
ARAP3|64411	434.2387	ARAP3|64411	514.9977
ARCN1|372	4957.5872	ARCN1|372	4352.0997
lowly_expressed	lowly_expressed	ARC|23237	104.7531
AREG|374	258.0756	AREG|374	209.5062
ARF1|375	15689.143999999998	ARF1|375	7697.7388
ARF3|377	6166.3953	ARF3|377	4736.0406
ARF4|378	5466.8837	ARF4|378	3532.072
ARF5|381	2453.178	ARF5|381	1752.6073
ARF6|382	5238.2829	ARF6|382	2833.4102
ARFGAP1|55738	1944.6491	ARFGAP1|55738	885.5561
ARFGAP2|84364	1873.3613	ARFGAP2|84364	2005.0761
ARFGAP3|26286	693.6852	ARFGAP3|26286	885.0946
ARFGEF1|10565	4097.2702	ARFGEF1|10565	1741.1168
ARFGEF2|10564	5342.1301	ARFGEF2|10564	2600.3692
ARFIP1|27236	1207.4372	ARFIP1|27236	1006.922
ARFIP2|23647	1464.4846	ARFIP2|23647	1171.2044
ARFRP1|10139	554.1942	ARFRP1|10139	451.3152
ARG2|384	133.6201	ARG2|384	217.5081
ARGLU1|55082	1255.4194	ARGLU1|55082	1818.1818
ARHGAP10|79658	262.8738	ARHGAP10|79658	526.5344
ARHGAP11A|9824	355.7536	ARHGAP11A|9824	124.1347
ARHGAP11B|89839	37.0148	ARHGAP11B|89839	11.0752
ARHGAP12|94134	1199.8972	ARHGAP12|94134	1134.7485
ARHGAP15|55843	147.0311	ARHGAP15|55843	68.7587
ARHGAP17|55114	1111.4729	ARHGAP17|55114	1067.8357
ARHGAP18|93663	702.5962	ARHGAP18|93663	702.3535
ARHGAP19|84986	557.9642	ARHGAP19|84986	1169.82
ARHGAP1|392	2611.6014	ARHGAP1|392	3151.3613
ARHGAP20|57569	76.086	ARHGAP20|57569	332.2566
ARHGAP21|57584	1101.5337	ARHGAP21|57584	2628.5187
ARHGAP22|58504	29.4748	ARHGAP22|58504	54.4532
ARHGAP23|57636	501.4138	ARHGAP23|57636	1018.9202
ARHGAP24|83478	153.8857	ARHGAP24|83478	359.0217
ARHGAP25|9938	273.8411	ARHGAP25|9938	403.784
ARHGAP26|23092	871.562	ARHGAP26|23092	925.2423
ARHGAP27|201176	516.4904	ARHGAP27|201176	558.3756
ARHGAP28|79822	143.6038	ARHGAP28|79822	297.185
ARHGAP29|9411	2205.4665	ARHGAP29|9411	2719.8892
ARHGAP30|257106	476.3945	ARHGAP30|257106	641.9012
ARHGAP31|57514	772.5131	ARHGAP31|57514	1419.0125
ARHGAP32|9743	1976.523	ARHGAP32|9743	1465.6207
ARHGAP33|115703	284.8085	ARHGAP33|115703	93.2164
lowly_expressed	lowly_expressed	ARHGAP36|158763	205.35299999999998
ARHGAP39|80728	553.1659999999999	ARHGAP39|80728	151.8228
ARHGAP42|143872	89.7952	ARHGAP42|143872	270.4107
ARHGAP4|393	309.8278	ARHGAP4|393	334.5639
ARHGAP5|394	1122.0975	ARHGAP5|394	3370.5584
ARHGAP6|395	144.632	ARHGAP6|395	215.5053
ARHGAP8|23779	468.8818	ARHGAP8|23779	284.1763
ARHGAP9|64333	134.6928	ARHGAP9|64333	108.9063
ARHGDIA|396	2505.3552	ARHGDIA|396	3595.7545
ARHGDIB|397	7971.8962	ARHGDIB|397	3115.3669
lowly_expressed	lowly_expressed	ARHGDIG|398	31.1121
ARHGEF10L|55160	421.215	ARHGEF10L|55160	824.6424
ARHGEF10|9639	673.4641	ARHGEF10|9639	973.6964
ARHGEF11|9826	1911.0616	ARHGEF11|9826	1272.7273
ARHGEF12|23365	4712.1926	ARHGEF12|23365	6285.1869
ARHGEF15|22899	490.1037	ARHGEF15|22899	551.9151
ARHGEF16|27237	386.94199999999995	ARHGEF16|27237	247.808
ARHGEF17|9828	1030.2459	ARHGEF17|9828	2001.8459
ARHGEF18|23370	1349.6701	ARHGEF18|23370	860.1754
ARHGEF19|128272	211.1216	ARHGEF19|128272	416.2437
ARHGEF1|9138	1459.6864	ARHGEF1|9138	1202.5842
ARHGEF2|9181	3632.5936	ARHGEF2|9181	1950.6229999999998
ARHGEF33|100271715	5.4837	ARHGEF33|100271715	7.8449
ARHGEF35|445328	861.9656	ARHGEF35|445328	791.4167
ARHGEF37|389337	1845.9429	ARHGEF37|389337	1211.3521
ARHGEF38|54848	76.7715	ARHGEF38|54848	35.533
ARHGEF3|50650	1744.1522	ARHGEF3|50650	875.8653
ARHGEF4|50649	43.184	ARHGEF4|50649	253.8071
ARHGEF5|7984	679.9760000000001	ARHGEF5|7984	685.7407
ARHGEF6|9459	805.7579	ARHGEF6|9459	2282.8796
ARHGEF7|8874	1108.3883	ARHGEF7|8874	1593.4472
ARHGEF9|23229	540.1422	ARHGEF9|23229	721.2737
ARID1A|8289	3109.5879	ARID1A|8289	3201.1998
ARID1B|57492	1638.2487	ARID1B|57492	2337.7942
ARID2|196528	1652.986	ARID2|196528	1126.4421
ARID3A|1820	107.6172	ARID3A|1820	76.6036
ARID3B|10620	98.7062	ARID3B|10620	104.7531
ARID4A|5926	960.6718	ARID4A|5926	647.9003
ARID4B|51742	2405.3534	ARID4B|51742	1073.3733
ARID5A|10865	582.6407	ARID5A|10865	1098.2926
ARID5B|84159	1935.7382	ARID5B|84159	4888.3249
ARIH1|25820	1645.4460000000001	ARIH1|25820	2034.6101
ARIH2|10425	1172.232	ARIH2|10425	1321.1814
ARL10|285598	30.1602	ARL10|285598	66.9128
ARL11|115761	20.5638	ARL11|115761	52.6073
ARL13B|200894	267.3293	ARL13B|200894	311.4905
lowly_expressed	lowly_expressed	ARL14|80117	8.7679
ARL15|54622	610.4019	ARL15|54622	481.3106
ARL16|339231	155.9421	ARL16|339231	242.7319
ARL17A|51326	61.1978	ARL17A|51326	76.5944
ARL1|400	5815.44	ARL1|400	2179.0494
ARL2BP|23568	1176.2488	ARL2BP|23568	1544.9931
ARL2|402	384.8856	ARL2|402	941.3936
ARL3|403	325.9361	ARL3|403	429.6262
ARL4A|10124	732.4137	ARL4A|10124	841.7167
ARL4C|10123	649.1303	ARL4C|10123	2035.0715
ARL4D|379	88.0816	ARL4D|379	153.2072
ARL5A|26225	882.5293	ARL5A|26225	1017.5358
ARL5B|221079	307.0859	ARL5B|221079	418.551
ARL6IP1|23204	12569.2743	ARL6IP1|23204	4682.9719
ARL6IP4|51329	1729.0721	ARL6IP4|51329	1221.5044
ARL6IP5|10550	4229.629	ARL6IP5|10550	4326.719
ARL6IP6|151188	311.1987	ARL6IP6|151188	268.1126
ARL6|84100	62.3768	ARL6|84100	89.0632
ARL8A|127829	1200.5826	ARL8A|127829	932.1643
ARL8B|55207	2522.1489	ARL8B|55207	2023.0734
lowly_expressed	lowly_expressed	ARL9|132946	11.5367
ARMC10|83787	845.1615	ARMC10|83787	651.5044
ARMC1|55156	808.8424	ARMC1|55156	768.3433
ARMC2|84071	28.4466	ARMC2|84071	26.7651
ARMC3|219681	10.2819	ARMC3|219681	7.8449
ARMC5|79798	314.2833	ARMC5|79798	246.8851
ARMC6|93436	487.3618	ARMC6|93436	501.1352
ARMC7|79637	228.2581	ARMC7|79637	249.6539
ARMC8|25852	778.6822	ARMC8|25852	760.0369
ARMC9|80210	137.4347	ARMC9|80210	222.4273
ARMCX1|51309	666.6095	ARMCX1|51309	787.2635
ARMCX2|9823	582.298	ARMCX2|9823	737.425
ARMCX3|51566	2455.6593	ARMCX3|51566	1609.1371
ARMCX5|64860	531.9167	ARMCX5|64860	340.1015
ARMCX6|54470	224.1453	ARMCX6|54470	210.4292
ARNT2|9915	1834.6329	ARNT2|9915	378.4033
ARNTL2|56938	18.8501	ARNTL2|56938	43.8394
ARNTL|406	151.8293	ARNTL|406	175.3576
ARNT|405	1697.5409	ARNT|405	2224.2732
ARPC1A|10552	1988.4843	ARPC1A|10552	2013.0457
ARPC1B|10095	1170.7994	ARPC1B|10095	1483.0318
ARPC2|10109	2289.0926	ARPC2|10109	2864.3286
ARPC3|10094	4813.6406	ARPC3|10094	1745.7314
ARPC4|10093	2770.8508	ARPC4|10093	2450.3784
ARPC5L|81873	873.9611	ARPC5L|81873	379.3263
ARPC5|10092	3189.1012	ARPC5|10092	2910.4753
ARPM1|84517	41.813	ARPM1|84517	42.9165
ARPP19|10776	3142.1472	ARPP19|10776	4812.6442
ARRB1|408	886.6421	ARRB1|408	1714.8131
ARRB2|409	455.8307	ARRB2|409	644.2086
ARRDC1|92714	1921.0008	ARRDC1|92714	545.9159999999999
ARRDC2|27106	809.8706	ARRDC2|27106	667.2819999999999
ARRDC3|57561	2860.7659999999996	ARRDC3|57561	5540.3784
ARRDC4|91947	563.4479	ARRDC4|91947	827.4112
ARSA|410	637.8202	ARSA|410	883.7102
ARSB|411	206.3234	ARSB|411	238.1172
ARSD|414	2829.2349	ARSD|414	2558.3756
ARSE|415	15.7656	ARSE|415	112.1366
ARSG|22901	113.1008	ARSG|22901	210.8906
ARSH|347527	7.1973	lowly_expressed	lowly_expressed
ARSI|340075	18.8501	ARSI|340075	22.1504
ARSJ|79642	38.043	ARSJ|79642	217.3512
ARSK|153642	343.75800000000004	ARSK|153642	212.7365
lowly_expressed	lowly_expressed	ART3|419	5.5376
ART4|420	7.8828	ART4|420	26.3036
ART5|116969	5.4837	ART5|116969	13.844000000000001
lowly_expressed	lowly_expressed	ARTN|9048	6.922000000000001
ARV1|64801	615.2001	ARV1|64801	274.5731
ARVCF|421	244.0236	ARVCF|421	298.5695
ARX|170302	6.5119	ARX|170302	25.8422
AR|367	1218.7473	AR|367	863.4056
AS3MT|57412	58.9872	AS3MT|57412	163.821
ASAH1|427	9014.4803	ASAH1|427	5748.9617
lowly_expressed	lowly_expressed	ASAH2B|653308	9.6908
ASAH2|56624	14.0519	ASAH2|56624	5.9991
ASAM|79827	216.6053	ASAM|79827	1257.4988
ASAP1|50807	951.0753	ASAP1|50807	1069.6816
ASAP2|8853	670.0368	ASAP2|8853	799.2617
ASAP3|55616	715.6199	ASAP3|55616	1274.1117
ASB13|79754	566.5324	ASB13|79754	838.4864
ASB14|142686	11.3101	ASB14|142686	13.3826
ASB16|92591	18.2469	ASB16|92591	11.629000000000001
ASB1|51665	237.5563	ASB1|51665	840.4569
ASB2|51676	39.4139	ASB2|51676	52.1458
ASB3|51130	385.5745	ASB3|51130	377.0189
ASB6|140459	1270.4413	ASB6|140459	585.5099
ASB7|140460	395.5102	ASB7|140460	516.8436
ASB8|140461	1007.6257	ASB8|140461	838.0249
ASB9|140462	77.4569	ASB9|140462	53.0688
ASCC1|51008	263.5592	ASCC1|51008	436.0868
ASCC2|84164	930.5115	ASCC2|84164	988.0018
ASCC3|10973	1075.4862	ASCC3|10973	1157.3604
ASCL2|430	216.6053	ASCL2|430	13.844000000000001
ASCL4|121549	166.22400000000002	lowly_expressed	lowly_expressed
ASF1A|25842	558.9924	ASF1A|25842	479.9262
ASF1B|55723	647.4167	ASF1B|55723	95.9852
lowly_expressed	lowly_expressed	ASGR1|432	11.0752
lowly_expressed	lowly_expressed	ASGR2|433	5.5376
ASH1L|55870	3744.6697	ASH1L|55870	3647.0651
ASH2L|9070	1479.2220000000002	ASH2L|9070	1060.4522
ASL|435	649.1303	ASL|435	456.3913
ASMTL|8623	559.6333	ASMTL|8623	662.2058
ASNA1|439	2148.2307	ASNA1|439	1101.9843
ASNSD1|54529	598.4063	ASNSD1|54529	879.0955
ASNS|440	293.3767	ASNS|440	355.3299
ASPA|443	17.1365	ASPA|443	77.5265
ASPHD1|253982	10.9674	ASPHD1|253982	23.0734
ASPHD2|57168	50.3813	ASPHD2|57168	54.4532
ASPH|444	7664.2516	ASPH|444	10850.8999
ASPM|259266	584.6971	ASPM|259266	127.8265
ASPN|54829	1071.7162	ASPN|54829	315.1823
ASPRV1|151516	38.2041	ASPRV1|151516	69.7923
ASPSCR1|79058	362.9509	ASPSCR1|79058	249.6539
ASRGL1|80150	368.0919	ASRGL1|80150	115.3669
ASS1|445	874.3038	ASS1|445	2256.5759
ASTE1|28990	286.10400000000004	ASTE1|28990	210.3415
ASTN1|460	23.9911	ASTN1|460	193.3549
ASTN2|23245	596.3499	ASTN2|23245	289.3401
