gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
LGALS12|85329	6.4961	LGALS12|85329	1865.1507
LGALS1|3956	6877.7913	LGALS1|3956	10114.2253
LGALS3BP|3959	17755.1766	LGALS3BP|3959	12726.0709
LGALS3|3958	1681.283	LGALS3|3958	5063.9873
lowly_expressed	lowly_expressed	LGALS7B|653499	12.6917
LGALS7|3963	10.1502	LGALS7|3963	15.8646
LGALS8|3964	1417.3041	LGALS8|3964	1207.8213
LGALS9C|654346	9.7442	LGALS9C|654346	14.2782
LGALS9|3965	790.0934	LGALS9|3965	650.9783
lowly_expressed	lowly_expressed	LGI1|9211	5.817
LGI2|55203	65.7734	LGI2|55203	46.0074
LGI4|163175	36.5408	LGI4|163175	356.4252
LGMN|5641	2260.6577	LGMN|5641	3603.9133
LGR4|55366	1155.9074	LGR4|55366	1547.3295
LGR5|8549	140.4791	LGR5|8549	15.3358
LGR6|59352	21.9245	LGR6|59352	339.5029
LGTN|1939	1742.1843	LGTN|1939	1519.8308
lowly_expressed	lowly_expressed	LHCGR|3973	28.5563
lowly_expressed	lowly_expressed	LHFPL1|340596	8.4611
LHFPL2|10184	950.8729	LHFPL2|10184	1599.1539
LHFPL5|222662	6.0901	lowly_expressed	lowly_expressed
LHFP|10186	649.2083	LHFP|10186	2967.7419
LHPP|64077	697.5233	LHPP|64077	478.5828
LHX2|9355	17.0524	lowly_expressed	lowly_expressed
LHX6|26468	39.3829	LHX6|26468	322.0518
LIAS|11019	203.0045	LIAS|11019	203.0672
LIFR|3977	321.9651	LIFR|3977	7597.5674
LIF|3976	207.4706	LIF|3976	353.7811
LIG1|3978	636.216	LIG1|3978	345.8488
LIG3|3980	1708.8916	LIG3|3980	455.8435
LIG4|3981	352.0097	LIG4|3981	348.4929
lowly_expressed	lowly_expressed	LILRA1|11024	9.5188
LILRA2|11027	47.097	LILRA2|11027	31.2004
LILRA4|23547	15.0223	LILRA4|23547	38.0751
LILRA5|353514	18.6764	LILRA5|353514	19.0375
LILRA6|79168	50.6902	LILRA6|79168	50.6875
LILRB1|10859	97.8482	LILRB1|10859	84.0825
LILRB2|10288	85.2619	LILRB2|10288	96.2454
LILRB3|11025	24.4214	LILRB3|11025	31.2797
LILRB4|11006	295.1685	LILRB4|11006	207.2977
LILRB5|10990	12.5863	LILRB5|10990	227.3929
LIMA1|51474	2793.3415	LIMA1|51474	3996.2983
LIMCH1|22998	436.4596	LIMCH1|22998	4740.8778
LIMD1|8994	594.2225	LIMD1|8994	749.1486
LIMD2|80774	376.2607	LIMD2|80774	92.2475
LIME1|54923	37.1823	LIME1|54923	29.6457
LIMK1|3984	967.1133	LIMK1|3984	513.4849
LIMK2|3985	1484.7747	LIMK2|3985	1730.8302
LIMS1|3987	384.8965	LIMS1|3987	632.9984
LIMS2|55679	652.4564	LIMS2|55679	1626.6526
LIMS3-LOC440895|100271835	14.3768	LIMS3-LOC440895|100271835	37.5145
LIMS3|96626	9.1717	LIMS3|96626	21.1846
LIN28B|389421	8.9322	lowly_expressed	lowly_expressed
LIN37|55957	180.4304	LIN37|55957	110.8197
LIN52|91750	217.6208	LIN52|91750	242.7287
LIN54|132660	425.4974	LIN54|132660	239.02700000000002
LIN7A|8825	182.298	LIN7A|8825	48.6515
LIN7B|64130	53.5932	LIN7B|64130	23.2681
LIN7C|55327	752.3346	LIN7C|55327	717.6097
LIN9|286826	197.7263	LIN9|286826	86.7266
LINGO1|84894	1337.7994	LINGO1|84894	76.679
LINGO4|339398	5.2781	LINGO4|339398	7.9323
LINS1|55180	249.2895	LINS1|55180	196.7213
LIPA|3988	1599.6752	LIPA|3988	3076.1502
LIPC|3990	7.3082	LIPC|3990	10.5764
LIPE|3991	73.8936	LIPE|3991	15090.899
LIPG|9388	40.1949	LIPG|9388	59.2279
LIPH|200879	40.1949	LIPH|200879	157.5886
LIPT1|51601	72.2696	LIPT1|51601	83.0249
LIPT2|387787	7.3082	LIPT2|387787	13.2205
LITAF|9516	2602.1112	LITAF|9516	5395.0291
LIX1L|128077	451.4819	LIX1L|128077	846.1132
LIX1|167410	14.6163	lowly_expressed	lowly_expressed
LLGL1|3996	593.179	LLGL1|3996	789.5293
LLGL2|3993	3394.6407	LLGL2|3993	399.2597
LLPH|84298	476.0211	LLPH|84298	410.899
LMAN1|3998	5012.9923	LMAN1|3998	3322.0518
LMAN2L|81562	918.7982	LMAN2L|81562	611.8456
LMAN2|10960	3020.7065	LMAN2|10960	1738.7626
LMBR1L|55716	607.3894	LMBR1L|55716	310.9466
LMBR1|64327	1026.7966	LMBR1|64327	764.6748
LMBRD1|55788	1224.5229	LMBRD1|55788	1697.5145
LMBRD2|92255	196.1023	LMBRD2|92255	254.3628
LMCD1|29995	1163.6216	LMCD1|29995	1878.9001
LMF1|64788	501.421	LMF1|64788	384.4527
LMF2|91289	1509.9472	LMF2|91289	1286.0919999999999
LMLN|89782	354.0398	LMLN|89782	240.0846
LMNA|4000	8474.6244	LMNA|4000	13677.4194
LMNB1|4001	625.6598	LMNB1|4001	210.4707
LMNB2|84823	980.9176	LMNB2|84823	719.725
LMO2|4005	215.1847	LMO2|4005	512.9561
LMO3|55885	349.5737	LMO3|55885	587.5198
LMO4|8543	531.0597	LMO4|8543	1088.8419
LMO7|4008	1247.2594	LMO7|4008	332.0994
LMOD1|25802	1192.8542	LMOD1|25802	3700.1586
LMTK2|22853	324.4011	LMTK2|22853	438.9212
LMTK3|114783	233.0491	LMTK3|114783	89.8995
lowly_expressed	lowly_expressed	LMX1A|4009	23.7969
LMX1B|4010	2907.0240000000003	LMX1B|4010	653.0936
LNP1|348801	56.894	LNP1|348801	64.0137
LNPEP|4012	225.74099999999999	LNPEP|4012	838.091
LNX1|84708	384.0844	LNX1|84708	458.4876
LNX2|222484	614.6975	LNX2|222484	362.2422
LOC100009676|100009676	53.2684	LOC100009676|100009676	102.4008
LOC100101266|100101266	10.5562	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100124692|100124692	76.679
LOC100125556|100125556	50.0081	LOC100125556|100125556	37.2871
LOC100126784|100126784	20.3004	LOC100126784|100126784	90.3649
lowly_expressed	lowly_expressed	LOC100127888|100127888	13.4162
lowly_expressed	lowly_expressed	LOC100128164|100128164	5.817
LOC100128191|100128191	30.9622	LOC100128191|100128191	30.6399
LOC100128239|100128239	25.9846	LOC100128239|100128239	6.3458
LOC100128288|100128288	40.6009	LOC100128288|100128288	50.238
LOC100128292|100128292	17.8644	LOC100128292|100128292	29.0851
LOC100128640|100128640	19.4884	LOC100128640|100128640	43.8921
LOC100128788|100128788	16.2404	LOC100128788|100128788	9.5188
LOC100128822|100128822	92.57	LOC100128822|100128822	118.9847
LOC100128842|100128842	15.8343	LOC100128842|100128842	29.614
LOC100128977|100128977	77.1417	lowly_expressed	lowly_expressed
LOC100129034|100129034	1460.9825	LOC100129034|100129034	1707.2237
LOC100129387|100129387	48.5424	LOC100129387|100129387	97.816
LOC100129534|100129534	46.691	LOC100129534|100129534	42.3057
LOC100129550|100129550	261.8758	LOC100129550|100129550	237.4405
LOC100129637|100129637	185.3065	LOC100129637|100129637	197.6467
LOC100129716|100129716	6.4961	LOC100129716|100129716	7.9323
lowly_expressed	lowly_expressed	LOC100129726|100129726	8.4611
LOC100130015|100130015	34.2225	LOC100130015|100130015	20.5235
LOC100130093|100130093	47.9009	LOC100130093|100130093	84.4262
LOC100130148|100130148	169.7117	lowly_expressed	lowly_expressed
LOC100130522|100130522	6.4961	LOC100130522|100130522	13.7493
LOC100130557|100130557	29.9635	LOC100130557|100130557	23.633000000000003
LOC100130581|100130581	113.2765	LOC100130581|100130581	50.238
LOC100130691|100130691	15.0751	LOC100130691|100130691	21.6975
LOC100130776|100130776	539.5778	LOC100130776|100130776	206.3458
LOC100130872|100130872	90.54	LOC100130872|100130872	45.4786
LOC100130932|100130932	29.2326	LOC100130932|100130932	28.0275
LOC100130987|100130987	67.3975	LOC100130987|100130987	9.5188
LOC100131193|100131193	9.3382	LOC100131193|100131193	14.9127
LOC100131434|100131434	39.2732	LOC100131434|100131434	43.4268
lowly_expressed	lowly_expressed	LOC100131496|100131496	5.817
LOC100131691|100131691	34.4296	LOC100131691|100131691	21.909000000000002
lowly_expressed	lowly_expressed	LOC100132111|100132111	15.7377
LOC100132215|100132215	7.3082	LOC100132215|100132215	19.0375
LOC100132247|100132247	208.2826	LOC100132247|100132247	107.3506
LOC100132287|100132287	202.5985	LOC100132287|100132287	217.8741
LOC100132288|100132288	103.9383	LOC100132288|100132288	203.59599999999998
LOC100132707|100132707	75.2253	LOC100132707|100132707	124.5426
LOC100133161|100133161	26.4068	LOC100133161|100133161	28.514
LOC100133331|100133331	84.0438	LOC100133331|100133331	111.0524
LOC100133469|100133469	9.7442	LOC100133469|100133469	12.1629
lowly_expressed	lowly_expressed	LOC100133545|100133545	12.1629
LOC100133612|100133612	11.3683	LOC100133612|100133612	5.817
lowly_expressed	lowly_expressed	LOC100133669|100133669	6.3458
lowly_expressed	lowly_expressed	LOC100133920|100133920	10.0476
LOC100133985|100133985	5.2781	LOC100133985|100133985	8.4611
LOC100133991|100133991	99.4722	LOC100133991|100133991	25.9122
LOC100134229|100134229	106.7803	LOC100134229|100134229	120.0423
LOC100134259|100134259	22.7365	LOC100134259|100134259	16.3934
LOC100134713|100134713	13.8084	LOC100134713|100134713	7.9323
LOC100144604|100144604	6.4961	lowly_expressed	lowly_expressed
LOC100170939|100170939	59.2367	LOC100170939|100170939	119.5135
LOC100188947|100188947	7.3082	LOC100188947|100188947	14.807
LOC100190938|100190938	71.4576	LOC100190938|100190938	247.4881
LOC100190939|100190939	103.5323	LOC100190939|100190939	298.7837
LOC100190986|100190986	69.8335	LOC100190986|100190986	200.4231
LOC100192378|100192378	8.1202	LOC100192378|100192378	25.3834
LOC100216545|100216545	49.5331	LOC100216545|100216545	48.1227
LOC100233209|100233209	8.1202	LOC100233209|100233209	15.8646
lowly_expressed	lowly_expressed	LOC100240735|100240735	15.3358
lowly_expressed	lowly_expressed	LOC100268168|100268168	5.2882
LOC100270710|100270710	365.4486	LOC100270710|100270710	196.9487
LOC100270746|100270746	28.0146	LOC100270746|100270746	26.441
LOC100270804|100270804	20.7065	LOC100270804|100270804	19.0375
LOC100271722|100271722	116.9306	LOC100271722|100271722	42.8345
LOC100271836|100271836	172.7121	LOC100271836|100271836	410.8778
LOC100272146|100272146	78.7657	LOC100272146|100272146	30.1428
LOC100272216|100272216	13.645999999999999	LOC100272216|100272216	11.6341
LOC100272217|100272217	16.2404	LOC100272217|100272217	5.2882
LOC100272228|100272228	56.8413	LOC100272228|100272228	32.2581
LOC100286793|100286793	155.0954	LOC100286793|100286793	134.8493
LOC100286844|100286844	36.9752	LOC100286844|100286844	25.6055
lowly_expressed	lowly_expressed	LOC100287227|100287227	6.3511
LOC100288778|100288778	342.0747	LOC100288778|100288778	303.9133
LOC100289341|100289341	26.7966	LOC100289341|100289341	33.8445
LOC100302401|100302401	21.1125	LOC100302401|100302401	38.6991
LOC100302640|100302640	5.6841	lowly_expressed	lowly_expressed
LOC100302650|100302650	9.7442	LOC100302650|100302650	68.7467
LOC100303728|100303728	12.9923	LOC100303728|100303728	21.1528
LOC113230|113230	137.637	LOC113230|113230	70.3332
LOC115110|115110	92.8055	LOC115110|115110	52.2316
lowly_expressed	lowly_expressed	LOC121838|121838	63.4585
LOC134466|134466	23.1425	LOC134466|134466	58.1703
LOC143188|143188	15.8343	LOC143188|143188	13.2205
LOC143666|143666	22.3305	LOC143666|143666	6.3458
LOC144438|144438	712.1397	LOC144438|144438	622.9508
LOC144486|144486	10.1502	LOC144486|144486	5.817
LOC144571|144571	26.0374	LOC144571|144571	64.0772
LOC145783|145783	30.1421	LOC145783|145783	35.9598
lowly_expressed	lowly_expressed	LOC145820|145820	39.6616
LOC145837|145837	84.0438	LOC145837|145837	18.5087
LOC146880|146880	371.1165	LOC146880|146880	245.6742
LOC147727|147727	408.039	LOC147727|147727	411.9513
LOC147804|147804	70.2395	LOC147804|147804	96.7742
LOC148189|148189	45.879	LOC148189|148189	55.5262
LOC148413|148413	605.0102	LOC148413|148413	239.926
lowly_expressed	lowly_expressed	LOC148696|148696	5.2882
LOC148709|148709	36.5408	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC148824|148824	6.8747
LOC149134|149134	12.1803	lowly_expressed	lowly_expressed
LOC149837|149837	68.6155	LOC149837|149837	99.4183
LOC150381|150381	70.5847	LOC150381|150381	69.8043
LOC150776|150776	604.5473	LOC150776|150776	314.1195
LOC150786|150786	27.2026	LOC150786|150786	44.9498
LOC151009|151009	8.1202	LOC151009|151009	58.1703
LOC151162|151162	1108.8104	LOC151162|151162	1127.9746
LOC151174|151174	12.9923	lowly_expressed	lowly_expressed
LOC151534|151534	282.8421	LOC151534|151534	101.0048
LOC152217|152217	265.1238	LOC152217|152217	209.41299999999998
LOC153684|153684	21.5185	LOC153684|153684	22.7393
LOC154761|154761	21.3723	LOC154761|154761	53.0301
lowly_expressed	lowly_expressed	LOC154822|154822	28.6304
LOC158376|158376	13.8043	LOC158376|158376	144.8969
LOC158572|158572	37.7588	LOC158572|158572	23.7969
LOC158696|158696	15.8343	LOC158696|158696	13.2205
LOC162632|162632	29.659000000000002	LOC162632|162632	61.3432
LOC200030|200030	490.4385	LOC200030|200030	602.8556
LOC202181|202181	47.9091	LOC202181|202181	58.6991
LOC202781|202781	142.9151	LOC202781|202781	152.3004
LOC219347|219347	149.326	LOC219347|219347	109.0904
LOC220594|220594	26.4474	LOC220594|220594	72.4484
LOC220729|220729	79.1717	LOC220729|220729	122.1576
LOC220930|220930	116.4393	LOC220930|220930	82.6177
LOC221442|221442	46.285	LOC221442|221442	32.2581
LOC221710|221710	609.0134	LOC221710|221710	296.6684
LOC222699|222699	39.7889	LOC222699|222699	20.624000000000002
LOC253039|253039	514.8193	LOC253039|253039	201.4807
LOC253724|253724	10.5562	LOC253724|253724	8.4611
LOC254559|254559	313.0329	LOC254559|254559	31.2004
lowly_expressed	lowly_expressed	LOC255167|255167	26.441
lowly_expressed	lowly_expressed	LOC257358|257358	13.2205
LOC25845|25845	280.2192	LOC25845|25845	201.6129
LOC282997|282997	20.3004	LOC282997|282997	23.7969
LOC283050|283050	33.2927	LOC283050|283050	19.5664
LOC283070|283070	159.5615	LOC283070|283070	162.8768
LOC283174|283174	183.11	LOC283174|283174	180.3279
LOC283267|283267	327.2432	LOC283267|283267	257.5357
LOC283314|283314	50.406000000000006	LOC283314|283314	93.7811
lowly_expressed	lowly_expressed	LOC283392|283392	746.3088
LOC283663|283663	53.5932	LOC283663|283663	13.7493
LOC283731|283731	12.1803	LOC283731|283731	9.5188
LOC283867|283867	8.5262	lowly_expressed	lowly_expressed
LOC283922|283922	27.2026	LOC283922|283922	49.1803
LOC284023|284023	103.5323	LOC284023|284023	112.11
LOC284100|284100	8.9322	lowly_expressed	lowly_expressed
LOC284232|284232	14.2103	LOC284232|284232	16.3934
LOC284233|284233	8.1202	LOC284233|284233	6.3458
lowly_expressed	lowly_expressed	LOC284276|284276	6.3458
LOC284440|284440	146.1632	LOC284440|284440	120.5711
LOC284441|284441	79.1717	LOC284441|284441	75.6214
lowly_expressed	lowly_expressed	LOC284578|284578	25.3834
LOC284837|284837	34.1048	LOC284837|284837	22.2105
LOC284900|284900	257.2188	LOC284900|284900	105.6848
LOC285033|285033	31.2099	LOC285033|285033	49.6298
LOC285074|285074	338.6114	LOC285074|285074	329.9841
LOC285359|285359	44.255	LOC285359|285359	24.8546
LOC285548|285548	10.1502	lowly_expressed	lowly_expressed
LOC285593|285593	12.9923	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC285780|285780	9.5188
LOC285830|285830	30.3086	LOC285830|285830	42.4326
lowly_expressed	lowly_expressed	LOC286002|286002	5.817
LOC286367|286367	10.5562	LOC286367|286367	140.6663
lowly_expressed	lowly_expressed	LOC286467|286467	14.2782
lowly_expressed	lowly_expressed	LOC338651|338651	11.7028
LOC338758|338758	25.1726	LOC338758|338758	35.9598
LOC338799|338799	256.5976	LOC338799|338799	191.4331
LOC339047|339047	513.1953	LOC339047|339047	1067.1602
LOC339290|339290	538.3678	LOC339290|339290	915.7007
LOC339524|339524	24.8843	LOC339524|339524	587.5198
LOC339535|339535	9.3382	lowly_expressed	lowly_expressed
LOC341056|341056	17.0524	LOC341056|341056	7.9323
LOC344595|344595	105.5623	LOC344595|344595	126.917
LOC344967|344967	10.1502	lowly_expressed	lowly_expressed
LOC348926|348926	104.3443	LOC348926|348926	56.5838
LOC349114|349114	95.8181	LOC349114|349114	86.7266
LOC349196|349196	5.6841	LOC349196|349196	19.137999999999998
LOC374443|374443	269.9959	LOC374443|374443	70.862
LOC375190|375190	83.2318	LOC375190|375190	95.7166
LOC387646|387646	57.2473	LOC387646|387646	34.9022
LOC387647|387647	372.5822	LOC387647|387647	597.1549
LOC388152|388152	336.5814	LOC388152|388152	186.1449
LOC388242|388242	10.1502	LOC388242|388242	35.431
LOC388588|388588	29.6387	LOC388588|388588	9.5188
LOC388692|388692	208.2826	LOC388692|388692	253.834
LOC388789|388789	431.9935	LOC388789|388789	407.7208
LOC388796|388796	209.0946	LOC388796|388796	205.1824
LOC388955|388955	352.8218	LOC388955|388955	251.7187
LOC389333|389333	27.6086	LOC389333|389333	28.5563
LOC389493|389493	18.6764	LOC389493|389493	6.3458
lowly_expressed	lowly_expressed	LOC389705|389705	10.0476
LOC390595|390595	6.0901	LOC390595|390595	5.2882
LOC399744|399744	69.0215	LOC399744|399744	86.1978
LOC399959|399959	303.6947	LOC399959|399959	583.2893
LOC400027|400027	126.2688	LOC400027|400027	239.5558
LOC400043|400043	240.7633	LOC400043|400043	224.7488
LOC400657|400657	213.5607	LOC400657|400657	154.4157
LOC400752|400752	25.9846	LOC400752|400752	15.3358
lowly_expressed	lowly_expressed	LOC400759|400759	7.4035
LOC400927|400927	18.6236	LOC400927|400927	31.1158
LOC400931|400931	39.7889	LOC400931|400931	41.248000000000005
LOC401010|401010	66.1795	LOC401010|401010	36.4886
LOC401052|401052	59.6833	LOC401052|401052	306.716
LOC401093|401093	68.9241	LOC401093|401093	421.2533
LOC401127|401127	9.7442	lowly_expressed	lowly_expressed
LOC401397|401397	378.4003	LOC401397|401397	501.3221
LOC401431|401431	15.8343	LOC401431|401431	62.2105
lowly_expressed	lowly_expressed	LOC401463|401463	7.9323
LOC401588|401588	34.9168	LOC401588|401588	66.6314
LOC402377|402377	13.3983	LOC402377|402377	15.3358
LOC407835|407835	59.2773	LOC407835|407835	42.3057
lowly_expressed	lowly_expressed	LOC440173|440173	5.2882
LOC440354|440354	71.4576	LOC440354|440354	141.8562
LOC440356|440356	6.9022	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC440461|440461	8.99
LOC440905|440905	112.4645	LOC440905|440905	23.7969
lowly_expressed	lowly_expressed	LOC440925|440925	8.4611
LOC440944|440944	123.4267	LOC440944|440944	174.5108
LOC440957|440957	114.0885	LOC440957|440957	127.9746
LOC441046|441046	6.9022	LOC441046|441046	18.5087
LOC441089|441089	123.8327	LOC441089|441089	83.5537
LOC441204|441204	45.067	LOC441204|441204	59.7567
LOC441208|441208	64.1494	LOC441208|441208	48.1227
LOC441294|441294	82.8258	LOC441294|441294	68.7467
LOC441455|441455	6.4961	LOC441455|441455	10.5764
LOC441666|441666	17.8644	LOC441666|441666	62.4008
LOC441869|441869	149.4113	LOC441869|441869	319.9365
LOC442421|442421	12.5863	lowly_expressed	lowly_expressed
LOC442454|442454	123.0207	LOC442454|442454	139.0799
LOC493754|493754	449.8579	LOC493754|493754	625.5949
LOC541471|541471	265.9359	LOC541471|541471	101.5336
LOC541473|541473	5.0183	lowly_expressed	lowly_expressed
LOC550112|550112	286.2363	LOC550112|550112	145.9545
LOC550643|550643	416.5652	LOC550643|550643	213.1148
LOC554202|554202	10.1502	LOC554202|554202	15.8646
lowly_expressed	lowly_expressed	LOC55908|55908	175.0397
lowly_expressed	lowly_expressed	LOC572558|572558	13.7493
LOC595101|595101	53.9992	LOC595101|595101	76.1502
LOC606724|606724	9.7442	lowly_expressed	lowly_expressed
LOC613037|613037	8.043	LOC613037|613037	66.1026
LOC619207|619207	17.4584	LOC619207|619207	14.807
LOC641298|641298	78.9403	LOC641298|641298	110.2909
LOC642587|642587	155.9074	LOC642587|642587	338.4453
LOC642826|642826	36.9428	LOC642826|642826	90.5923
LOC642846|642846	77.5477	LOC642846|642846	106.29299999999999
LOC642852|642852	276.4921	LOC642852|642852	273.4003
LOC643008|643008	31.6687	lowly_expressed	lowly_expressed
LOC643387|643387	42.2249	LOC643387|643387	28.0275
LOC643677|643677	5.2781	lowly_expressed	lowly_expressed
LOC643719|643719	8.1202	LOC643719|643719	17.9799
LOC643763|643763	72.6756	LOC643763|643763	10.5764
LOC643837|643837	119.3666	LOC643837|643837	209.41299999999998
LOC644165|644165	5.6841	lowly_expressed	lowly_expressed
LOC644172|644172	26.3906	LOC644172|644172	20.624000000000002
LOC644538|644538	68.6155	LOC644538|644538	174.5108
LOC644936|644936	43.0369	LOC644936|644936	18.5087
LOC645166|645166	34.9168	LOC645166|645166	81.4384
LOC645323|645323	860.7389	lowly_expressed	lowly_expressed
LOC645332|645332	304.1007	LOC645332|645332	79.8519
LOC645431|645431	14.9046	lowly_expressed	lowly_expressed
LOC645676|645676	29.3179	LOC645676|645676	41.9778
LOC646214|646214	82.0138	LOC646214|646214	118.4558
LOC646471|646471	56.5286	LOC646471|646471	48.7255
LOC646762|646762	272.026	LOC646762|646762	268.6409
LOC646851|646851	110.0284	LOC646851|646851	53.9397
lowly_expressed	lowly_expressed	LOC646982|646982	8.4611
LOC646999|646999	28.8266	LOC646999|646999	14.2782
LOC647121|647121	92.976	LOC647121|647121	34.9022
LOC647288|647288	8.9322	LOC647288|647288	8.4611
LOC647946|647946	15.4283	LOC647946|647946	6.8747
LOC647979|647979	11101.5022	LOC647979|647979	12405.6055
LOC648740|648740	13.1628	LOC648740|648740	11.5494
LOC649330|649330	14.6163	LOC649330|649330	6.3458
LOC650368|650368	19.8944	LOC650368|650368	60.8144
LOC650623|650623	38.1648	LOC650623|650623	120.0423
LOC651250|651250	2365.002	LOC651250|651250	1947.1179
LOC652276|652276	48.3151	LOC652276|652276	45.4786
LOC653113|653113	17.8644	LOC653113|653113	17.4511
LOC653501|653501	161.5916	LOC653501|653501	206.2401
LOC653566|653566	880.2274	LOC653566|653566	1058.1703
LOC653653|653653	48.7211	LOC653653|653653	92.0148
LOC653786|653786	5.2781	lowly_expressed	lowly_expressed
LOC654342|654342	188.3881	LOC654342|654342	336.33
LOC654433|654433	39.3829	LOC654433|654433	158.6832
LOC678655|678655	362.773	LOC678655|678655	247.8213
LOC723972|723972	10.1502	LOC723972|723972	5.817
LOC727896|727896	18.2704	LOC727896|727896	11.6341
LOC728024|728024	14.2103	LOC728024|728024	22.7393
LOC728190|728190	145.7572	LOC728190|728190	225.2776
LOC728264|728264	136.013	LOC728264|728264	2297.7261
LOC728323|728323	18.2704	LOC728323|728323	29.0851
LOC728392|728392	72.2696	LOC728392|728392	97.303
LOC728554|728554	91.758	LOC728554|728554	114.2253
LOC728606|728606	28.4206	LOC728606|728606	22.7393
LOC728613|728613	177.0199	LOC728613|728613	157.0598
LOC728640|728640	35.7288	LOC728640|728640	26.441
LOC728643|728643	73.8936	LOC728643|728643	48.6515
lowly_expressed	lowly_expressed	LOC728723|728723	38.6039
LOC728743|728743	118.1486	LOC728743|728743	81.9672
LOC728758|728758	32.8867	LOC728758|728758	31.2004
lowly_expressed	lowly_expressed	LOC728819|728819	33.3157
LOC728855|728855	139.6102	LOC728855|728855	162.4802
LOC728875|728875	37.8157	LOC728875|728875	50.1058
lowly_expressed	lowly_expressed	LOC728989|728989	5.2882
LOC729020|729020	23.9545	LOC729020|729020	30.1428
LOC729082|729082	393.7718	LOC729082|729082	488.3289
LOC729156|729156	6.8088	lowly_expressed	lowly_expressed
LOC729176|729176	26.3906	LOC729176|729176	40.7192
LOC729234|729234	68.2095	LOC729234|729234	76.1502
LOC729375|729375	49.5331	LOC729375|729375	39.1327
LOC729603|729603	12.1803	LOC729603|729603	14.807
LOC729678|729678	578.8307	LOC729678|729678	438.1861
lowly_expressed	lowly_expressed	LOC729799|729799	17.4511
LOC729991-MEF2B|4207	85.1847	LOC729991-MEF2B|4207	31.1898
LOC729991|729991	233.6663	LOC729991|729991	246.7213
LOC730101|730101	322.7771	LOC730101|730101	54.4685
LOC80054|80054	23.9545	LOC80054|80054	200.9519
LOC80154|80154	489.2408	LOC80154|80154	311.4754
LOC81691|81691	151.0353	LOC81691|81691	124.8017
lowly_expressed	lowly_expressed	LOC84740|84740	6.367000000000001
LOC84856|84856	7.7142	LOC84856|84856	30.1428
LOC84989|84989	5.2335	LOC84989|84989	6.8958
LOC90110|90110	667.0727	LOC90110|90110	251.1898
LOC90246|90246	99.0662	LOC90246|90246	40.7192
lowly_expressed	lowly_expressed	LOC90586|90586	10.5764
LOC90784|90784	484.7747	LOC90784|90784	225.8065
LOC90834|90834	15.0223	LOC90834|90834	26.9699
LOC91316|91316	228.5708	LOC91316|91316	273.9397
LOC92249|92249	410.069	LOC92249|92249	601.2692
LOC92659|92659	422.2493	LOC92659|92659	41.7768
LOC92973|92973	70.2395	LOC92973|92973	49.7091
lowly_expressed	lowly_expressed	LOC93432|93432	14.807
LOC93622|93622	604.9533	LOC93622|93622	255.9492
LOC96610|96610	1033.4592	LOC96610|96610	3917.7314
LOH12CR1|118426	91.352	LOH12CR1|118426	117.927
LOH12CR2|503693	21.5185	LOH12CR2|503693	25.9122
LOH3CR2A|29931	43.0369	LOH3CR2A|29931	103.6489
LONP1|9361	2045.067	LONP1|9361	1500.7932
LONP2|83752	1488.0227	LONP2|83752	2121.0999
LONRF1|91694	414.5351	LONRF1|91694	1246.9593
LONRF2|164832	233.8611	LONRF2|164832	560.0212
LONRF3|79836	8.5262	LONRF3|79836	52.3533
LOXHD1|125336	10.1502	LOXHD1|125336	22.7393
LOXL1|4016	1576.5327	LOXL1|4016	244.84400000000002
LOXL2|4017	3637.3772	LOXL2|4017	1722.3162
LOXL3|84695	184.6772	LOXL3|84695	137.5357
LOXL4|84171	118.1486	LOXL4|84171	578.5299
LOX|4015	1444.5798	LOX|4015	2322.0518
lowly_expressed	lowly_expressed	LPAL2|80350	5.2882
LPAR1|1902	363.37800000000004	LPAR1|1902	503.4373
LPAR2|9170	936.6626	LPAR2|9170	212.5859
LPAR3|23566	5.2781	LPAR3|23566	24.3258
LPAR4|2846	8.1202	LPAR4|2846	8.99
LPAR5|57121	136.825	LPAR5|57121	72.4484
LPAR6|10161	524.5635	LPAR6|10161	849.8149
LPCAT1|79888	983.7596	LPCAT1|79888	810.6822
LPCAT2|54947	534.7138	LPCAT2|54947	872.0254
LPCAT3|10162	1017.4584	LPCAT3|10162	1077.2078
LPCAT4|254531	323.1831	LPCAT4|254531	441.0365
LPGAT1|9926	6285.0183	LPGAT1|9926	2708.6198
LPHN1|22859	1043.849	LPHN1|22859	1855.0449
LPHN2|23266	580.9988	LPHN2|23266	1674.7753
LPHN3|23284	17.0524	LPHN3|23284	141.1951
LPIN1|23175	402.7609	LPIN1|23175	1477.5251
LPIN2|9663	450.6699	LPIN2|9663	1301.4278
LPIN3|64900	475.2578	LPIN3|64900	516.3564
LPL|4023	158.3435	LPL|4023	46673.1888
lowly_expressed	lowly_expressed	LPPR1|54886	29.0851
LPPR2|64748	710.5156	LPPR2|64748	403.4902
LPPR3|79948	851.4007	LPPR3|79948	6.3458
LPPR4|9890	85.6679	LPPR4|9890	112.11
