gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
TNIP2|79155	591.4176	TNIP2|79155	591.7913
TNK1|8711	341.9603	TNK1|8711	316.2584
TNK2|10188	1830.1453	TNK2|10188	1024.8584
TNKS1BP1|85456	7990.3156	TNKS1BP1|85456	6419.3446
TNKS2|80351	1201.5361	TNKS2|80351	2356.9838
TNKS|8658	1077.8694	TNKS|8658	1197.4992
removed	removed	TNMD|64102	78.2692
TNNC1|7134	13.0239	TNNC1|7134	5.0907
TNNC2|7125	13.0239	TNNC2|7125	27.0442
TNNI1|7135	11.3541	TNNI1|7135	34.3621
TNNI2|7136	9.3505	TNNI2|7136	47.0888
TNNI3K|51086	25.5101	TNNI3K|51086	41.489
TNNI3|7137	8.0147	TNNI3|7137	11.454
TNNT1|7138	849.2236	TNNT1|7138	11.7722
TNNT2|7139	36.734	TNNT2|7139	15.5902
removed	removed	TNNT3|7140	205.8543
TNN|63923	15.0276	TNN|63923	505.5679
TNPO1|3842	2267.1565	TNPO1|3842	2689.1505
TNPO2|30000	2824.1777	TNPO2|30000	1513.5221
TNPO3|23534	1365.5034	TNPO3|23534	765.8288
TNRC18|84629	1447.9879999999998	TNRC18|84629	2937.9574
TNRC6A|27327	738.6876	TNRC6A|27327	1411.0722
TNRC6B|23112	968.4421	TNRC6B|23112	1128.2214
TNRC6C|57690	407.8076	TNRC6C|57690	731.7881
TNS1|7145	2292.8703	TNS1|7145	13073.4967
TNS3|64759	1835.6988	TNS3|64759	2274.2603
TNS4|84951	551.6781	TNS4|84951	2446.3888
TNXB|7148	173.0105	TNXB|7148	26554.6452
TOB1|10140	2098.5774	TOB1|10140	3778.8737
TOB2|10766	2321.9235	TOB2|10766	2905.5043
TOE1|114034	167.2633	TOE1|114034	238.3964
TOLLIP|54472	1139.0883	TOLLIP|54472	1068.7241
TOM1L1|10040	1151.9853	TOM1L1|10040	573.2358
TOM1L2|146691	583.4029	TOM1L2|146691	1550.7477
TOM1|10043	1782.2675	TOM1|10043	1125.6761
TOMM20|9804	8775.4216	TOMM20|9804	6101.1772
TOMM22|56993	1763.9005	TOMM22|56993	958.3201
TOMM34|10953	1394.8906	TOMM34|10953	734.0121
TOMM40L|84134	383.6166	TOMM40L|84134	254.9284
TOMM40|10452	1223.5766	TOMM40|10452	614.3812
TOMM5|401505	835.1945	TOMM5|401505	725.7302
TOMM6|100188893	2865.0626	TOMM6|100188893	1422.6058
TOMM70A|9868	1809.9115	TOMM70A|9868	1667.8333
TOMM7|54543	1644.014	TOMM7|54543	1766.4652
TOP1MT|116447	1703.7903	TOP1MT|116447	764.8743
TOP1P1|7151	76.4735	TOP1P1|7151	87.8142
TOP1|7150	2073.468	TOP1|7150	2441.2981
TOP2A|7153	2589.08	TOP2A|7153	201.7181
TOP2B|7155	3564.2009999999996	TOP2B|7155	4104.6771
TOP3A|7156	460.5109	TOP3A|7156	397.7092
TOP3B|8940	343.9639	removed	removed
TOPBP1|11073	1025.5468	TOPBP1|11073	824.6898
TOPORS|10210	468.5256	TOPORS|10210	1074.7693
TOR1AIP1|26092	2243.4463	TOR1AIP1|26092	2368.756
TOR1AIP2|163590	497.9128	TOR1AIP2|163590	369.0741
TOR1A|1861	654.1994	TOR1A|1861	875.2784
TOR1B|27348	517.9496	TOR1B|27348	540.5663
TOR2A|27433	118.8846	TOR2A|27433	142.2208
TOR3A|64222	1196.8609	TOR3A|64222	911.2313
TOX2|84969	103.5231	TOX2|84969	86.2234
TOX3|27324	506.2615	TOX3|27324	106.2679
TOX4|9878	1267.5639	TOX4|9878	1836.0229
TOX|9760	779.7629	TOX|9760	115.8129
removed	removed	TP53AIP1|63970	92.9049
TP53BP1|7158	705.293	TP53BP1|7158	1293.0321
TP53BP2|7159	2495.5752	TP53BP2|7159	1108.8132
TP53I11|9537	2213.3912	TP53I11|9537	2239.2619
TP53I13|90313	547.0028	TP53I13|90313	355.3929
TP53I3|9540	360.6612	TP53I3|9540	349.3478
TP53INP1|94241	330.2722	TP53INP1|94241	827.5533
TP53INP2|58476	455.1678	TP53INP2|58476	954.8202
TP53RK|112858	494.9073	TP53RK|112858	515.1129
TP53TG1|11257	273.8354	TP53TG1|11257	188.9914
removed	removed	TP53TG3B|729355	7.636
TP53|7157	2261.4794	removed	removed
TP63|8626	31.3909	TP63|8626	1972.0013
TP73|7161	11.0202	TP73|7161	47.0888
TPBG|7162	763.0656	TPBG|7162	909.0041
TPCN1|53373	454.4999	TPCN1|53373	1845.3707
TPCN2|219931	275.2813	TPCN2|219931	298.231
TPD52L1|7164	2228.7527	TPD52L1|7164	1079.86
TPD52L2|7165	2971.4477	TPD52L2|7165	2192.4913
TPD52|7163	5050.5894	TPD52|7163	1656.6911
TPI1P2|286016	14.3597	TPI1P2|286016	7.3178
TPI1|7167	14434.4632	TPI1|7167	3604.1998
TPK1|27010	33.0606	TPK1|27010	82.4053
TPM1|7168	5521.9269	TPM1|7168	9301.9949
TPM2|7169	3237.9362	TPM2|7169	5313.0767
TPM3|7170	10009.3505	TPM3|7170	5879.7327
TPM4|7171	19133.7452	TPM4|7171	16915.3675
TPMT|7172	1094.3396	TPMT|7172	418.3901
removed	removed	TPO|7173	126.6306
TPP1|1200	3439.6393	TPP1|1200	3282.5326
TPP2|7174	1401.9035	TPP2|7174	1026.7261
TPPP3|51673	119.8865	TPPP3|51673	3328.3487
TPPP|11076	78.8112	TPPP|11076	1227.8078
TPRA1|131601	596.4268	TPRA1|131601	630.6077
TPRG1L|127262	3004.5083	TPRG1L|127262	1674.5148
TPRG1|285386	15.3615	TPRG1|285386	101.4954
TPRKB|51002	345.9676	TPRKB|51002	264.0789
TPRN|286262	134.2461	TPRN|286262	209.3541
TPRXL|348825	32.0588	TPRXL|348825	6.9997
TPR|7175	2517.6023	TPR|7175	3747.1969
TPSAB1|7177	430.7898	TPSAB1|7177	855.552
TPSB2|64499	436.4669	TPSB2|64499	1011.1359
TPSD1|23430	10.6863	TPSD1|23430	18.7719
removed	removed	TPSG1|25823	18.4537
TPST1|8460	444.8155	TPST1|8460	592.7458
TPST2|8459	686.2581	TPST2|8459	596.5638
TPT1|7178	43623.9773	TPT1|7178	62003.4998
TPTE2P1|646405	9.6844	TPTE2P1|646405	15.272
TPX2|22974	1878.7778	TPX2|22974	97.9955
TRA2A|29896	884.2879	TRA2A|29896	2011.454
TRA2B|6434	2857.9062	TRA2B|6434	3551.384
TRABD|80305	1553.5148	TRABD|80305	538.6573
TRADD|8717	506.9294	TRADD|8717	324.5307
TRAF1|7185	302.5547	TRAF1|7185	241.489
TRAF2|7186	654.8673	TRAF2|7186	250.3977
TRAF3IP1|26146	405.7439	TRAF3IP1|26146	652.2431
TRAF3IP2|10758	1033.8955	TRAF3IP2|10758	842.5072
TRAF3IP3|80342	90.4992	TRAF3IP3|80342	77.3147
TRAF3|7187	334.2795	TRAF3|7187	219.5355
TRAF4|9618	1295.7088	TRAF4|9618	1558.3837
TRAF5|7188	532.6432	TRAF5|7188	631.244
TRAF6|7189	281.5161	TRAF6|7189	285.3961
TRAF7|84231	3589.3705	TRAF7|84231	1687.6456
TRAFD1|10906	589.4139	TRAFD1|10906	971.3649
TRAIP|10293	81.1488	TRAIP|10293	34.6802
TRAK1|22906	839.8731	TRAK1|22906	1928.0942
TRAK2|66008	1578.8946	TRAK2|66008	1666.2424
TRAM1L1|133022	144.5984	TRAM1L1|133022	94.1775
TRAM1|23471	10737.6858	TRAM1|23471	6161.3108
TRAM2|9697	1143.0957	TRAM2|9697	1843.4617
TRANK1|9881	355.3181	TRANK1|9881	793.1912
TRAP1|10131	2389.2603	TRAP1|10131	1384.4003
TRAPPC10|7109	926.365	TRAPPC10|7109	1158.7655
TRAPPC1|58485	1394.5567	TRAPPC1|58485	931.5939999999999
TRAPPC2L|51693	557.3552	TRAPPC2L|51693	374.8011
TRAPPC2P1|10597	84.6519	TRAPPC2P1|10597	188.9023
TRAPPC2|6399	270.16200000000003	TRAPPC2|6399	263.4426
TRAPPC3|27095	2053.4313	TRAPPC3|27095	1148.5842
TRAPPC4|51399	914.0089999999999	TRAPPC4|51399	552.9749
TRAPPC5|126003	472.533	TRAPPC5|126003	292.0776
TRAPPC6A|79090	544.9992	TRAPPC6A|79090	300.6682
TRAPPC6B|122553	444.4815	TRAPPC6B|122553	699.65
TRAPPC9|83696	1087.6607	TRAPPC9|83696	499.8409
removed	removed	TRAT1|50852	23.8626
TRDMT1|1787	507.2633	TRDMT1|1787	201.3999
removed	removed	TRDN|10345	208.7178
TREM1|54210	59.1084	TREM1|54210	67.7696
TREM2|54209	206.3784	TREM2|54209	297.1683
TRERF1|55809	282.184	TRERF1|55809	366.2106
TREX1|11277	335.7689	TREX1|11277	308.8832
TREX2|11219	9.0165	removed	removed
TRHDE|29953	5.9776	TRHDE|29953	53.5921
TRIAP1|51499	348.9731	TRIAP1|51499	461.6608
TRIB1|10221	1805.9776	TRIB1|10221	6860.9609
TRIB2|28951	847.8878	TRIB2|28951	1447.9796
TRIB3|57761	667.2232	TRIB3|57761	193.4458
TRIL|9865	71.4644	TRIL|9865	684.378
TRIM11|81559	677.9095	TRIM11|81559	388.1642
TRIM13|10206	333.9489	TRIM13|10206	725.9402
TRIM14|9830	1149.7746	TRIM14|9830	793.1912
TRIM16L|147166	126.5387	TRIM16L|147166	94.6071
TRIM16|10626	535.1411	TRIM16|10626	515.4311
TRIM17|51127	52.7634	TRIM17|51127	32.7712
TRIM21|6737	322.9254	TRIM21|6737	462.6153
TRIM22|10346	887.2934	TRIM22|10346	2359.2109
TRIM23|373	194.6903	TRIM23|373	428.2533
TRIM24|8805	730.005	TRIM24|8805	693.923
TRIM25|7706	1132.4094	TRIM25|7706	1387.5278
TRIM26|7726	1795.2914	TRIM26|7726	1692.6503
TRIM27|5987	1649.6911	TRIM27|5987	1200.7636
TRIM28|10155	3120.7213	TRIM28|10155	3874.3239
TRIM29|23650	7431.9586	TRIM29|23650	3564.4289
TRIM2|23321	2837.8694	removed	removed
removed	removed	TRIM31|11074	6.0452
TRIM32|22954	360.3273	TRIM32|22954	476.9329
TRIM33|51592	2006.6789	TRIM33|51592	1692.9685
TRIM34|53840	121.2222	TRIM34|53840	263.1244
TRIM35|23087	361.3291	TRIM35|23087	523.7035
TRIM36|55521	140.2571	TRIM36|55521	94.1775
TRIM37|4591	1396.6305	TRIM37|4591	644.5912
TRIM38|10475	662.548	TRIM38|10475	659.5609
TRIM39|56658	430.2321	TRIM39|56658	469.8409
TRIM3|10612	183.6701	TRIM3|10612	297.8046
TRIM41|90933	491.3875	removed	removed
TRIM43|129868	14.6936	removed	removed
TRIM44|54765	2026.3817	TRIM44|54765	1404.7089
TRIM45|80263	146.6021	TRIM45|80263	159.0837
TRIM46|80128	127.2333	TRIM46|80128	23.8626
TRIM47|91107	3193.8554	TRIM47|91107	949.7296
TRIM4|89122	749.7078	TRIM4|89122	1306.3952
TRIM50|135892	8.6826	removed	removed
TRIM52|84851	101.5195	TRIM52|84851	168.9469
TRIM54|57159	27.0496	TRIM54|57159	5.4088
TRIM56|81844	317.2483	TRIM56|81844	556.1565
TRIM58|25893	196.2498	TRIM58|25893	33.7257
TRIM59|286827	832.9437	TRIM59|286827	52.7585
TRIM5|85363	334.9307	TRIM5|85363	630.3563
TRIM62|55223	118.5507	TRIM62|55223	175.9465
TRIM65|201292	888.2952	TRIM65|201292	483.2962
TRIM66|9866	162.2975	TRIM66|9866	414.5721
TRIM68|55128	178.9948	TRIM68|55128	285.7143
TRIM69|140691	27.0496	TRIM69|140691	13.9994
TRIM6|117854	138.2535	TRIM6|117854	217.9446
removed	removed	TRIM74|378108	6.3633
TRIM78P|117852	6.3617	TRIM78P|117852	8.2055
TRIM7|81786	33.7285	TRIM7|81786	22.2717
TRIM8|81603	1067.29	TRIM8|81603	2189.9459
TRIM9|114088	66.1212	TRIM9|114088	68.7241
TRIML2|205860	215.3949	removed	removed
TRIOBP|11078	1876.4401	TRIOBP|11078	2150.8113
TRIO|7204	1758.8913	TRIO|7204	3037.5437
TRIP10|9322	1152.4462	TRIP10|9322	1538.021
TRIP11|9321	868.2585	TRIP11|9321	1326.7579
TRIP12|9320	3374.8539	TRIP12|9320	3104.9952
TRIP13|9319	405.07599999999996	TRIP13|9319	67.1333
TRIP4|9325	525.9643	TRIP4|9325	626.7897
TRIP6|7205	1491.4009	TRIP6|7205	1433.6621
TRIT1|54802	495.2413	TRIT1|54802	363.9835
TRMT112|51504	1900.8182	TRMT112|51504	1544.0662
TRMT11|60487	315.9125	TRMT11|60487	288.2596
TRMT12|55039	463.8504	TRMT12|55039	348.3933
TRMT1|55621	624.1443	TRMT1|55621	555.5202
TRMT2A|27037	798.7978	TRMT2A|27037	552.3385
TRMT2B|79979	322.9254	TRMT2B|79979	282.5326
TRMT5|57570	337.619	TRMT5|57570	534.8393
TRMT61A|115708	564.0341	TRMT61A|115708	382.7553
TRMT61B|55006	315.7222	TRMT61B|55006	289.2364
TRMT6|51605	675.2379	TRMT6|51605	433.0258
TRMU|55687	501.5862	TRMU|55687	146.6752
TRNAU1AP|54952	420.1035	TRNAU1AP|54952	272.3513
TRNP1|388610	231.7582	TRNP1|388610	330.5759
TRNT1|51095	712.8235	TRNT1|51095	319.1696
TROAP|10024	169.3104	TROAP|10024	19.7264
TROVE2|6738	1228.4655	TROVE2|6738	1224.2571
TRO|7216	378.3603	TRO|7216	247.5342
TRPA1|8989	28.7193	removed	removed
TRPC1|7220	102.8552	TRPC1|7220	284.4416
TRPC3|7222	7.0129	removed	removed
TRPC4AP|26133	2396.3934	TRPC4AP|26133	1946.2297
removed	removed	TRPC4|7223	6.9997
TRPC6|7225	66.4552	TRPC6|7225	228.7623
TRPM2|7226	581.3992	TRPM2|7226	219.5355
TRPM4|54795	1346.4685	TRPM4|54795	749.9205
TRPM6|140803	12.6899	TRPM6|140803	95.7684
TRPM7|54822	1537.1514	TRPM7|54822	1107.8587
TRPM8|79054	1112.3727	TRPM8|79054	6.0452
TRPS1|7227	8234.0958	TRPS1|7227	3788.7369
TRPT1|83707	325.9309	TRPT1|83707	241.489
TRPV1|7442	101.1855	TRPV1|7442	195.0366
TRPV2|51393	153.9489	TRPV2|51393	220.1718
TRPV3|162514	15.6954	TRPV3|162514	15.272
TRPV4|59341	1517.1147	TRPV4|59341	376.7101
TRPV6|55503	245.11599999999999	TRPV6|55503	221.4445
TRRAP|8295	1548.6759	TRRAP|8295	1923.6812
TRUB1|142940	499.2486	TRUB1|142940	545.9752
TRUB2|26995	390.3824	TRUB2|26995	419.9809
TSC1|7248	479.2119	TSC1|7248	897.8683
TSC22D1|8848	3394.5567	TSC22D1|8848	10124.4034
TSC22D2|9819	535.9826	TSC22D2|9819	1454.0248
TSC22D3|1831	3133.7452	TSC22D3|1831	5717.7856
TSC22D4|81628	885.2897	TSC22D4|81628	1034.3621
TSC2|7249	1293.0372	TSC2|7249	1633.4712
TSEN15|116461	902.9888	TSEN15|116461	517.3401
TSEN2|80746	117.8828	TSEN2|80746	166.4015
TSEN34|79042	976.7908	TSEN34|79042	579.0646
TSEN54|283989	433.1274	TSEN54|283989	311.4858
TSFM|10102	801.4694	TSFM|10102	433.6621
TSG101|7251	1121.0553	TSG101|7251	1389.1187
TSGA10|80705	23.3762	TSGA10|80705	54.0885
TSGA14|95681	230.7564	TSGA14|95681	310.2132
removed	removed	TSHR|7253	18.4537
TSHZ1|10194	307.5639	TSHZ1|10194	1215.3993
TSHZ2|128553	17.0312	TSHZ2|128553	608.336
TSHZ3|57616	189.6811	TSHZ3|57616	701.2409
TSIX|9383	293.4647	TSIX|9383	41.7881
removed	removed	TSKS|60385	8.9087
TSKU|25987	747.0362	TSKU|25987	1335.3484
TSLP|85480	28.7193	TSLP|85480	96.0865
TSNARE1|203062	311.2373	TSNARE1|203062	295.8956
TSNAXIP1|55815	7.3468	TSNAXIP1|55815	28.3169
TSNAX|7257	1453.9022	TSNAX|7257	1007.6360000000001
TSN|7247	3059.2753	TSN|7247	1698.6955
TSPAN10|83882	160.9618	TSPAN10|83882	40.0891
TSPAN11|441631	123.5599	TSPAN11|441631	282.5326
TSPAN12|23554	522.6248	TSPAN12|23554	547.566
TSPAN13|27075	1748.8729	TSPAN13|27075	1424.4353
TSPAN14|81619	1631.9920000000002	TSPAN14|81619	3042.9526
TSPAN15|23555	355.3181	TSPAN15|23555	990.7731
TSPAN17|26262	965.7706	TSPAN17|26262	615.972
TSPAN18|90139	863.5832	TSPAN18|90139	613.4267
TSPAN1|10103	114.8773	TSPAN1|10103	454.9793
TSPAN2|10100	215.7288	TSPAN2|10100	419.3446
TSPAN31|6302	1568.8763	TSPAN31|6302	1156.8565
TSPAN32|10077	5.3431	TSPAN32|10077	11.454
TSPAN33|340348	1752.5463	TSPAN33|340348	325.16700000000003
TSPAN3|10099	2490.5660000000003	TSPAN3|10099	3254.2157
TSPAN4|7106	425.4467	TSPAN4|7106	1484.8871
TSPAN5|10098	126.5654	TSPAN5|10098	91.9504
TSPAN6|7105	1161.7966	TSPAN6|7105	1349.9841
TSPAN7|7102	279.5124	TSPAN7|7102	1988.8641
TSPAN8|7103	10.6863	TSPAN8|7103	43.5889
TSPAN9|10867	1904.1576	TSPAN9|10867	1683.7416
TSPO|706	6593.0873	TSPO|706	1550.1114
TSPYL1|7259	2142.7484	TSPYL1|7259	3081.3172
TSPYL2|64061	596.0928	TSPYL2|64061	1286.6688
TSPYL3|128854	12.6899	TSPYL3|128854	35.9529
TSPYL4|23270	425.1127	TSPYL4|23270	1154.6293
TSPYL5|85453	2117.2149	TSPYL5|85453	912.5039999999999
TSR1|55720	1311.5645	TSR1|55720	1163.7894
TSR2|90121	1262.9821	TSR2|90121	832.6439999999999
TSSC1|7260	457.8394	TSSC1|7260	266.9424
TSSC4|10078	436.4669	TSSC4|10078	706.0134
TSSK3|81629	16.3433	TSSK3|81629	36.6592
TSSK4|283629	6.011	TSSK4|283629	20.6809
TSSK6|83983	20.3707	TSSK6|83983	9.545
TSTA3|7264	1558.524	TSTA3|7264	656.3793
TSTD1|100131187	582.735	TSTD1|100131187	420.6172
TSTD2|158427	342.4912	TSTD2|158427	487.7983
TST|7263	1248.2885	TST|7263	416.1629
TTBK1|84630	10.6863	removed	removed
TTBK2|146057	84.1543	TTBK2|146057	228.7623
TTC12|54970	185.6737	TTC12|54970	340.1209
TTC13|79573	569.3772	TTC13|79573	286.3506
TTC14|151613	779.7629	TTC14|151613	834.8711
TTC15|51112	535.6487	TTC15|51112	692.3322
TTC17|55761	3148.1049	TTC17|55761	2051.2249
TTC18|118491	7.0496	TTC18|118491	76.4365
TTC19|54902	1427.7242	TTC19|54902	1169.1696
TTC1|7265	754.0491	TTC1|7265	858.4155
TTC21A|199223	50.7597	TTC21A|199223	74.7693
TTC21B|79809	471.8651	TTC21B|79809	617.8651
TTC22|55001	191.6848	TTC22|55001	73.1785
removed	removed	TTC23L|153657	14.6357
TTC23|64927	431.1237	TTC23|64927	591.7913
TTC25|83538	24.378	TTC25|83538	43.9071
TTC26|79989	171.982	TTC26|79989	107.5406
TTC27|55622	606.4451	TTC27|55622	569.5196
TTC28|23331	176.8275	TTC28|23331	1166.2552
TTC30A|92104	193.6884	TTC30A|92104	292.3958
TTC30B|150737	153.615	TTC30B|150737	172.7649
TTC31|64427	408.4154	TTC31|64427	413.6176
TTC32|130502	72.1322	TTC32|130502	95.132
TTC33|23548	400.4007	TTC33|23548	536.112
TTC35|9694	1455.3348	TTC35|9694	821.5081
removed	removed	TTC36|143941	6.6815
TTC37|9652	1439.9733	TTC37|9652	1877.8237
TTC38|55020	870.2621	TTC38|55020	749.6023
TTC39A|22996	830.1887	TTC39A|22996	291.4413
TTC39B|158219	355.652	TTC39B|158219	106.5861
TTC39C|125488	556.3533	TTC39C|125488	381.1645
TTC3|7267	6098.18	TTC3|7267	5077.3147
TTC4|7268	652.9471	TTC4|7268	552.9494
TTC5|91875	236.7674	TTC5|91875	276.1693
TTC7A|57217	1187.4569999999999	TTC7A|57217	965.8988
TTC7B|145567	400.0668	TTC7B|145567	429.8441
TTC8|123016	340.9584	TTC8|123016	599.1091
TTC9C|283237	327.9345	TTC9C|283237	243.7162
TTC9|23508	536.6505	TTC9|23508	591.7913
TTF1|7270	285.8574	TTF1|7270	439.7073
TTF2|8458	501.2523	TTF2|8458	385.3007
TTK|7272	272.1656	TTK|7272	36.9074
removed	removed	TTLL10|254173	6.6815
TTLL11|158135	38.4037	TTLL11|158135	73.4967
TTLL12|23170	2364.3346	TTLL12|23170	753.4203
TTLL13|440307	8.0281	TTLL13|440307	10.9927
TTLL1|25809	429.7879	TTLL1|25809	192.1731
TTLL2|83887	16.0294	removed	removed
TTLL3|26140	378.6575	TTLL3|26140	875.3484
TTLL4|9654	1146.1012	TTLL4|9654	600.7
TTLL5|23093	479.5458	TTLL5|23093	492.5231
TTLL6|284076	9.0165	removed	removed
TTLL7|79739	117.2149	TTLL7|79739	118.6764
removed	removed	TTLL9|164395	11.1359
TTL|150465	633.4947	TTL|150465	673.8785
TTN|7273	231.077	TTN|7273	293.5062
TTPAL|79183	638.8379	TTPAL|79183	503.6589
removed	removed	TTPA|7274	7.636
TTYH1|57348	2232.7601	TTYH1|57348	684.0598
TTYH2|94015	390.9801	TTYH2|94015	236.2743
TTYH3|80727	1666.0544	TTYH3|80727	1138.0846
TUBA1A|7846	5544.4649	TUBA1A|7846	11482.0872
TUBA1B|10376	13121.987	TUBA1B|10376	12871.6736
TUBA1C|84790	4168.9765	TUBA1C|84790	1902.0045
TUBA4A|7277	869.9282	TUBA4A|7277	859.37
TUBA8|51807	61.4794	TUBA8|51807	73.1944
TUBAL3|79861	72.4662	TUBAL3|79861	9.8632
TUBB1|81027	7.0129	TUBB1|81027	36.9074
TUBB2A|7280	1107.0296	TUBB2A|7280	1819.2809
TUBB2B|347733	397.0613	TUBB2B|347733	363.029
TUBB2C|10383	3598.2635	TUBB2C|10383	5287.3051
TUBB3|10381	1128.0681	TUBB3|10381	167.9924
TUBB4|10382	459.843	TUBB4|10382	63.3153
TUBB6|84617	2806.4618	TUBB6|84617	3900.5663
TUBB8|347688	19.3688	TUBB8|347688	7.9542
TUBBP5|643224	36.0661	TUBBP5|643224	21.9535
TUBB|203068	19113.3745	TUBB|203068	8881.6417
TUBD1|51174	291.5345	TUBD1|51174	283.1689
TUBE1|51175	424.7788	TUBE1|51175	365.5743
TUBG1|7283	811.8217	TUBG1|7283	467.0697
TUBG2|27175	176.6572	TUBG2|27175	356.0293
TUBGCP2|10844	717.9830000000001	TUBGCP2|10844	1354.2921
TUBGCP3|10426	811.8217	TUBGCP3|10426	712.6949
TUBGCP4|27229	339.6226	TUBGCP4|27229	312.7585
TUBGCP5|114791	156.6205	TUBGCP5|114791	341.3936
TUBGCP6|85378	830.5226	TUBGCP6|85378	1243.3980000000001
TUB|7275	311.9052	TUB|7275	461.97900000000004
TUFM|7284	1984.3046	TUFM|7284	2317.531
TUFT1|7286	564.0341	TUFT1|7286	727.9669
TUG1|55000	5980.9651	TUG1|55000	3946.2297
TULP3|7289	1585.2396	TULP3|7289	874.3239
TULP4|56995	957.4219	TULP4|56995	713.6494
TUSC1|286319	171.648	TUSC1|286319	494.1139
TUSC2|11334	340.2905	TUSC2|11334	444.798
TUSC3|7991	1141.0919999999999	TUSC3|7991	890.5504
removed	removed	TUSC5|286753	1247.5342
TUT1|64852	448.4889	TUT1|64852	535.7938
TWF1|5756	1531.1404	TWF1|5756	1781.1009
TWF2|11344	1172.3159	TWF2|11344	1031.384
TWIST1|7291	290.8666	TWIST1|7291	275.8511
TWIST2|117581	5.6771	TWIST2|117581	130.7668
TWISTNB|221830	527.3001	TWISTNB|221830	745.4661
TWSG1|57045	1252.9638	TWSG1|57045	1224.6262
TXK|7294	9.0165	TXK|7294	10.8177
TXLNA|200081	2305.5602	TXLNA|200081	2133.6303
TXLNB|167838	79.479	TXLNB|167838	130.4486
TXLNG|55787	277.8427	TXLNG|55787	317.8492
TXN2|25828	1331.7749	TXN2|25828	1084.6325
TXNDC11|51061	1701.4527	TXNDC11|51061	1066.497
TXNDC12|51060	2429.1201	TXNDC12|51060	1272.9876
TXNDC15|79770	1221.2389	TXNDC15|79770	1547.2479
TXNDC16|57544	505.9275	TXNDC16|57544	359.5291
TXNDC17|84817	640.8282	TXNDC17|84817	428.441
TXNDC5|81567	3424.8823	TXNDC5|81567	6222.3003
removed	removed	TXNDC6|347736	7.9542
TXNDC9|10190	501.5862	TXNDC9|10190	523.3853
TXNIP|10628	7248.6225	TXNIP|10628	22157.4928
TXNL1|9352	817.1648	TXNL1|9352	1067.7696
TXNL4A|10907	916.3466	TXNL4A|10907	552.6567
TXNL4B|54957	259.8097	TXNL4B|54957	161.9472
TXNRD1|7296	1898.8145	TXNRD1|7296	1556.7929
TXNRD2|10587	423.7769	TXNRD2|10587	328.6669
TXNRD3IT1|645840	239.105	TXNRD3IT1|645840	224.308
TXN|7295	2394.7237	TXN|7295	1713.013
TYK2|7297	1069.9616	TYK2|7297	1031.1804
TYMP|1890	4403.7402	removed	removed
TYMS|7298	935.4049	TYMS|7298	166.5383
TYRO3|7301	351.9786	TYRO3|7301	343.3026
TYROBP|7305	800.8015	TYROBP|7305	742.9208
TYRP1|7306	7.3468	removed	removed
TYSND1|219743	400.4007	TYSND1|219743	422.2081
TYW1B|441250	195.0242	TYW1B|441250	178.4919
TYW1|55253	547.6707	TYW1|55253	541.839
TYW3|127253	734.0357	TYW3|127253	767.5501
T|6862	6.345	removed	removed
U2AF1L4|199746	152.0454	U2AF1L4|199746	121.6513
U2AF1|7307	1497.4119	U2AF1|7307	1763.2835
U2AF2|11338	2555.6854	U2AF2|11338	2327.7124
UACA|55075	2299.8831	UACA|55075	2964.6834
UAP1L1|91373	298.5473	UAP1L1|91373	239.8982
UAP1|6675	3180.8315	UAP1|6675	2342.9844
UBA1|7317	10900.3172	UBA1|7317	5549.475
UBA2|10054	2684.2545	UBA2|10054	2248.8069
UBA3|9039	1054.2662	UBA3|9039	1132.3576
UBA52|7311	10523.6266	UBA52|7311	7940.1845
UBA5|79876	897.9796	UBA5|79876	781.1263
UBA6|55236	1917.1815	UBA6|55236	1023.2262
UBA7|7318	350.3089	UBA7|7318	1015.5902
UBAC1|10422	693.9389	UBAC1|10422	642.3799
UBAC2|337867	2066.3416	UBAC2|337867	1242.4276
UBAP1|51271	1009.8514	UBAP1|51271	1579.0646
UBAP2L|9898	3688.0948	UBAP2L|9898	2475.6602
UBAP2|55833	755.7188	UBAP2|55833	720.9672
UBASH3A|53347	5.3431	UBASH3A|53347	21.3172
UBASH3B|84959	618.8011	UBASH3B|84959	112.3131
UBB|7314	12306.2281	UBB|7314	9910.9131
UBC|7316	22244.7821	UBC|7316	39615.6538
UBD|10537	660.8783	UBD|10537	440.6618
UBE2A|7319	2776.4234	UBE2A|7319	1138.4028
UBE2B|7320	1104.024	UBE2B|7320	1769.0105
UBE2CBP|90025	64.4515	UBE2CBP|90025	53.7703
UBE2C|11065	946.7357	UBE2C|11065	55.3611
UBE2D1|7321	612.1222	UBE2D1|7321	477.5692
UBE2D2|7322	1506.4285	UBE2D2|7322	1369.0741
UBE2D3|7323	5459.6761	UBE2D3|7323	5766.4652
UBE2D4|51619	278.4037	UBE2D4|51619	233.7512
UBE2E1|7324	1991.3174	UBE2E1|7324	1292.3958
UBE2E2|7325	721.9903	UBE2E2|7325	432.0713
UBE2E3|10477	2139.9232	UBE2E3|10477	1039.1346
UBE2F|140739	631.3274	UBE2F|140739	400.3595
UBE2G1|7326	1385.5402	UBE2G1|7326	1174.3557
UBE2G2|7327	3369.8447	UBE2G2|7327	1946.8661
