gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
OVCA2|124641	299.1351	OVCA2|124641	335.9975
removed	removed	OVCH2|341277	13.6812
OVGP1|5016	51.0937	OVGP1|5016	46.4524
OVOL1|5017	67.1231	OVOL1|5017	245.9434
OVOL2|58495	117.8828	OVOL2|58495	109.4496
OXA1L|5018	1678.4104	OXA1L|5018	1568.5651
OXCT1|5019	1981.299	OXCT1|5019	655.4248
OXCT2|64064	5.0092	removed	removed
OXER1|165140	35.7322	OXER1|165140	27.9987
OXGR1|27199	10.0184	OXGR1|27199	207.7633
OXNAD1|92106	180.6646	OXNAD1|92106	199.1728
OXR1|55074	1410.5861	OXR1|55074	1467.3878
OXSM|54995	233.09400000000002	OXSM|54995	141.5845
OXSR1|9943	1134.0791	OXSR1|9943	1340.7572
OXTR|5021	278.5106	OXTR|5021	2812.2813
removed	removed	P2RX1|5023	16.8629
P2RX2|22953	9.0165	P2RX2|22953	10.1814
P2RX4|5025	774.7537	P2RX4|5025	393.2549
P2RX5|5026	56.7407	P2RX5|5026	46.0038
removed	removed	P2RX6|9127	25.4534
P2RX7|5027	353.3144	P2RX7|5027	128.5396
P2RY10|27334	12.356	P2RY10|27334	29.2714
P2RY11|5032	163.4931	P2RY11|5032	91.3936
P2RY12|64805	8.3486	P2RY12|64805	155.90200000000002
P2RY13|53829	80.1469	P2RY13|53829	227.8078
P2RY14|9934	24.0441	P2RY14|9934	176.90099999999998
P2RY1|5028	28.3854	P2RY1|5028	11.454
P2RY2|5029	31.0569	P2RY2|5029	71.5877
P2RY6|5031	68.4588	P2RY6|5031	38.1801
P2RY8|286530	46.0845	P2RY8|286530	72.22399999999999
P4HA1|5033	1170.1453	P4HA1|5033	942.7299
P4HA2|8974	2184.3379999999997	P4HA2|8974	846.3252
P4HA3|283208	78.8112	P4HA3|283208	45.4979
P4HB|5034	34676.2398	P4HB|5034	10235.1257
P4HTM|54681	229.7546	P4HTM|54681	496.3411
P704P|641455	7.3468	P704P|641455	9.2269
PA2G4P4|647033	73.468	PA2G4P4|647033	43.9071
PA2G4|5036	3764.2344	PA2G4|5036	2685.9688
PAAF1|80227	215.3949	PAAF1|80227	309.895
PABPC1L|80336	264.4849	PABPC1L|80336	258.6701
PABPC1|26986	39550.1753	PABPC1|26986	22710.1495
PABPC3|5042	381.0319	PABPC3|5042	219.8536
PABPC4L|132430	107.8644	PABPC4L|132430	76.9965
PABPC4|8761	3339.4557	PABPC4|8761	2763.9198
PABPC5|140886	12.356	PABPC5|140886	48.3614
PABPN1|8106	2045.2864	PABPN1|8106	2514.5689
PACRGL|133015	212.0554	PACRGL|133015	281.8963
PACRG|135138	7.6807	PACRG|135138	18.1355
PACS1|55690	2197.3618	PACS1|55690	2063.3153
PACS2|23241	1342.7951	PACS2|23241	1361.1199
PACSIN1|29993	87.8277	PACSIN1|29993	10.8177
PACSIN2|11252	1654.0324	PACSIN2|11252	1452.434
PACSIN3|29763	1153.7819	PACSIN3|29763	594.3366
PADI2|11240	8062.1139	PADI2|11240	2224.9443
removed	removed	PADI3|51702	15.5902
removed	removed	PAEP|5047	40.4073
PAF1|54623	993.4881	PAF1|54623	1614.6993
PAFAH1B1|5048	3581.9002	PAFAH1B1|5048	3904.868
PAFAH1B2|5049	750.3757	PAFAH1B2|5049	507.1588
PAFAH1B3|5050	1199.4457	PAFAH1B3|5050	294.8807
PAFAH2|5051	583.4029	PAFAH2|5051	392.9367
PAG1|55824	293.8721	PAG1|55824	254.5339
PAH|5053	111.8718	removed	removed
PAICS|10606	3546.8359	PAICS|10606	1704.4225
PAIP1|10605	1631.3241	PAIP1|10605	1047.7251
PAIP2B|400961	91.835	PAIP2B|400961	250.0795
PAIP2|51247	1433.2944	PAIP2|51247	2158.4473
PAK1IP1|55003	290.1987	PAK1IP1|55003	386.5733
PAK1|5058	1828.352	PAK1|5058	979.3191
PAK2|5062	4459.1752	PAK2|5062	2435.2529
PAK3|5063	119.5525	PAK3|5063	132.994
PAK4|10298	1229.2536	PAK4|10298	1160.3563
PAK6|56924	94.1726	PAK6|56924	144.7661
removed	removed	PAK7|57144	85.9052
PALB2|79728	252.1289	PALB2|79728	218.581
PALLD|23022	6633.1608	PALLD|23022	6972.3163
PALM2-AKAP2|445815	791.3007	PALM2-AKAP2|445815	2899.8632
PALM2|114299	213.271	PALM2|114299	40.1336
PALM3|342979	52.0955	PALM3|342979	101.1772
PALMD|54873	517.6156	PALMD|54873	3274.8966
PALM|5064	275.1711	PALM|5064	1476.6147
PAMR1|25891	16.3633	PAMR1|25891	2150.8113
PAM|5066	10035.7322	PAM|5066	6806.8724
PAN2|9924	559.6928	PAN2|9924	817.3719
PAN3|255967	1096.3433	PAN3|255967	1534.5212
PANK1|53354	164.6352	PANK1|53354	63.3153
PANK2|80025	511.9386	PANK2|80025	346.8024
PANK3|79646	687.5939	PANK3|79646	597.8365
PANK4|55229	343.9639	PANK4|55229	360.4836
PANX1|24145	632.4929	PANX1|24145	419.9809
PANX2|56666	922.6916	PANX2|56666	61.0881
PANX3|116337	7.6807	removed	removed
PAOX|196743	49.7579	PAOX|196743	83.0417
PAPD4|167153	682.5847	PAPD4|167153	1192.8094
PAPD5|64282	629.4874	PAPD5|64282	563.4744
PAPD7|11044	726.6656	PAPD7|11044	758.1928
PAPLN|89932	141.5929	PAPLN|89932	876.2329
PAPL|390928	12.6899	removed	removed
PAPOLA|10914	3716.1463	PAPOLA|10914	3845.3707
PAPOLG|64895	413.7586	PAPOLG|64895	493.1594
removed	removed	PAPPA2|60676	73.8148
PAPPA|5069	125.2296	PAPPA|5069	98.6319
PAPSS1|9061	6229.4206	PAPSS1|9061	2335.3484
PAPSS2|9060	1121.7232	PAPSS2|9060	689.4687
PAQR3|152559	883.63	PAQR3|152559	541.5527
PAQR4|124222	1208.0247	PAQR4|124222	231.1327
PAQR5|54852	261.4794	PAQR5|54852	58.2246
PAQR6|79957	171.3141	PAQR6|79957	48.0433
PAQR7|164091	541.6597	PAQR7|164091	374.1648
PAQR8|85315	468.1917	PAQR8|85315	322.3035
PAR-SN|347746	22.4679	PAR-SN|347746	165.7716
PAR5|8123	10.6863	PAR5|8123	92.2685
PARD3B|117583	78.4772	PARD3B|117583	147.9478
PARD3|56288	1304.0574	PARD3|56288	1233.2167
PARD6A|50855	87.1598	PARD6A|50855	72.8603
PARD6B|84612	226.4151	PARD6B|84612	127.9033
PARD6G|84552	186.0077	PARD6G|84552	447.9796
PARG|8505	577.3919	PARG|8505	442.2526
PARK2|5071	35.7322	PARK2|5071	98.6319
PARK7|11315	4118.2167	PARK7|11315	3085.587
PARL|55486	1109.3672	PARL|55486	716.5129
PARM1|25849	577.3919	PARM1|25849	1292.0776
PARN|5073	1916.1797	PARN|5073	975.5011
PARP10|84875	1730.172	PARP10|84875	1258.6701
PARP11|57097	302.2207	PARP11|57097	281.8963
PARP12|64761	1569.5442	PARP12|64761	626.7897
PARP14|54625	2061.446	PARP14|54625	2020.3627
PARP15|165631	10.0184	PARP15|165631	21.6354
PARP16|54956	275.5051	PARP16|54956	289.5323
PARP1|142	6769.7445	PARP1|142	2350.3023
PARP2|10038	382.0337	PARP2|10038	426.3443
PARP3|10039	213.3912	PARP3|10039	381.1645
PARP4|143	1618.3002	PARP4|143	2275.2148
PARP6|56965	856.2364	PARP6|56965	844.7343
PARP8|79668	209.0499	PARP8|79668	349.9841
PARP9|83666	1612.3426	PARP9|83666	1212.6217
PARS2|25973	176.9912	PARS2|25973	63.9516
PART1|25859	119.2186	PART1|25859	60.77
PARVA|55742	1541.4927	PARVA|55742	2275.2148
PARVB|29780	1315.7455	PARVB|29780	473.1149
PARVG|64098	293.8721	PARVG|64098	182.3099
PASK|23178	155.2847	PASK|23178	222.399
PATL1|219988	2084.8222	PATL1|219988	1092.5867
PATL2|197135	7.3468	removed	removed
PATZ1|23598	982.4679	PATZ1|23598	943.048
PAWR|5074	464.1843	PAWR|5074	362.3926
PAX1|5075	8.3486	removed	removed
PAX2|5076	7.3468	removed	removed
removed	removed	PAX3|5077	46.4524
PAX6|5080	354.6502	PAX6|5080	78.5873
PAX8|7849	45.4166	PAX8|7849	37.8619
PAX9|5083	100.5176	PAX9|5083	23.5444
PAXIP1|22976	313.4012	PAXIP1|22976	371.9345
PBK|55872	335.6153	PBK|55872	28.9532
PBLD|64081	128.569	PBLD|64081	132.994
PBRM1|55193	1174.4866	PBRM1|55193	1805.9179
PBX1|5087	1462.0137	PBX1|5087	2977.092
PBX2|5089	1269.661	PBX2|5089	1559.6564
PBX3|5090	350.6428	PBX3|5090	337.2574
PBX4|80714	36.0661	PBX4|80714	14.9539
PBXIP1|57326	3309.4006	PBXIP1|57326	3671.3331
PCBD1|5092	1574.2194	PCBD1|5092	820.5536
PCBD2|84105	157.9563	PCBD2|84105	305.7588
PCBP1|5093	8871.9319	PCBP1|5093	6893.0958
PCBP2|5094	6035.8524	PCBP2|5094	9267.496
PCBP3|54039	28.7193	PCBP3|54039	35.3166
PCBP4|57060	542.9955	PCBP4|57060	479.4782
PCCA|5095	302.7617	PCCA|5095	453.9166
PCCB|5096	977.0379	PCCB|5096	805.0939
PCDH10|57575	5.6771	PCDH10|57575	15.5902
PCDH11X|27328	37.7358	PCDH11X|27328	22.2717
PCDH12|51294	185.0058	PCDH12|51294	520.2036
PCDH17|27253	137.2516	PCDH17|27253	106.9042
PCDH18|54510	322.5914	PCDH18|54510	1374.8011
PCDH19|57526	58.1065	PCDH19|57526	462.2972
PCDH1|5097	1784.2712	PCDH1|5097	1496.9774
PCDH20|64881	167.6407	PCDH20|64881	10.8177
PCDH7|5099	217.0646	PCDH7|5099	578.4283
PCDH8|5100	34.7303	PCDH8|5100	9.2269
PCDH9|5101	37.068000000000005	PCDH9|5101	188.9914
removed	removed	PCDHA10|56139	59.685
PCDHA11|56138	37.7525	PCDHA11|56138	26.5702
PCDHA12|56137	17.1982	PCDHA12|56137	22.7585
removed	removed	PCDHA13|56136	5.4629
PCDHA1|56147	10.6395	PCDHA1|56147	9.8155
PCDHA2|56146	5.3431	PCDHA2|56146	6.6815
PCDHA3|56145	5.0092	PCDHA3|56145	45.2529
PCDHA4|56144	6.3884	PCDHA4|56144	38.0178
PCDHA6|56142	40.6913	PCDHA6|56142	17.601
PCDHA7|56141	18.7377	PCDHA7|56141	11.8517
PCDHAC1|56135	5.7806	PCDHAC1|56135	17.5851
PCDHAC2|56134	10.0852	PCDHAC2|56134	32.3958
PCDHB10|56126	290.1987	PCDHB10|56126	104.9952
PCDHB11|56125	14.0257	PCDHB11|56125	73.8148
PCDHB12|56124	23.0422	PCDHB12|56124	83.3598
PCDHB13|56123	15.0276	PCDHB13|56123	63.6335
PCDHB14|56122	502.92199999999997	PCDHB14|56122	165.7652
PCDHB15|56121	49.7579	PCDHB15|56121	70.9513
PCDHB16|57717	88.8295	PCDHB16|57717	218.2628
removed	removed	PCDHB17|54661	6.9997
PCDHB18|54660	20.3707	PCDHB18|54660	17.4992
PCDHB19P|84054	16.6973	PCDHB19P|84054	11.1359
PCDHB2|56133	711.3041	PCDHB2|56133	132.0395
PCDHB3|56132	33.3946	PCDHB3|56132	86.8597
PCDHB4|56131	111.8718	PCDHB4|56131	271.0786
PCDHB5|26167	30.0551	PCDHB5|26167	100.2227
PCDHB6|56130	39.7395	PCDHB6|56130	76.6783
PCDHB7|56129	94.1726	PCDHB7|56129	71.5877
PCDHB8|56128	39.0716	PCDHB8|56128	35.9529
PCDHB9|56127	246.7858	PCDHB9|56127	68.7241
PCDHGA10|56106	47.3067	PCDHGA10|56106	102.4881
PCDHGA11|56105	13.3578	PCDHGA11|56105	82.1094
PCDHGA12|26025	65.6036	PCDHGA12|26025	193.1849
PCDHGA1|56114	24.712	PCDHGA1|56114	11.7722
PCDHGA2|56113	18.367	PCDHGA2|56113	132.6249
PCDHGA3|56112	5.6771	PCDHGA3|56112	20.999000000000002
PCDHGA4|56111	36.4001	PCDHGA4|56111	49.7582
PCDHGA5|56110	18.367	PCDHGA5|56110	100.6713
PCDHGA6|56109	26.0478	PCDHGA6|56109	57.7633
PCDHGA7|56108	14.6936	PCDHGA7|56108	38.9723
removed	removed	PCDHGA8|9708	11.7722
PCDHGA9|56107	42.9721	PCDHGA9|56107	78.1514
PCDHGB1|56104	365.4867	PCDHGB1|56104	36.0261
PCDHGB2|56103	26.0478	PCDHGB2|56103	111.1199
PCDHGB3|56102	19.0349	PCDHGB3|56102	23.643
PCDHGB4|8641	40.7414	PCDHGB4|8641	65.2243
PCDHGB5|56101	385.3899	PCDHGB5|56101	250.0891
PCDHGB6|56100	19.7028	PCDHGB6|56100	131.7626
PCDHGB7|56099	83.1992	PCDHGB7|56099	462.9526
PCDHGC3|5098	2338.1466	PCDHGC3|5098	2955.2689
PCDHGC4|56098	7.3468	removed	removed
PCDHGC5|56097	11.6881	PCDHGC5|56097	12.3767
PCF11|51585	993.4881	PCF11|51585	2687.8778
PCGF1|84759	344.6318	PCGF1|84759	198.5364
PCGF2|7703	732.3293	PCGF2|7703	761.1772
PCGF3|10336	815.829	PCGF3|10336	1354.4384
PCGF5|84333	1021.8734	PCGF5|84333	1689.4687
PCGF6|84108	153.615	PCGF6|84108	186.4461
PCID2|55795	892.9704	PCID2|55795	756.9201
PCIF1|63935	816.8309	PCIF1|63935	953.5476
PCK1|5105	6.6789	PCK1|5105	218.2628
PCK2|5106	1636.6672	PCK2|5106	396.4365
PCLO|27445	227.7509	PCLO|27445	361.4381
PCM1|5108	1870.0952	PCM1|5108	3839.0073
PCMT1|5110	1886.4585	PCMT1|5110	1290.1686
PCMTD1|115294	2675.9058	PCMTD1|115294	2063.3153
PCMTD2|55251	641.8434	PCMTD2|55251	1667.8333
PCNA|5111	2883.62	PCNA|5111	952.5931
PCNP|57092	2335.9492	PCNP|57092	2918.2309999999998
PCNT|5116	1502.4211	PCNT|5116	790.6459
PCNXL2|80003	534.3129	PCNXL2|80003	446.707
PCNXL3|399909	1288.0281	PCNXL3|399909	1095.132
PCNX|22990	962.0972	PCNX|22990	2342.9844
PCOLCE2|26577	574.7203	PCOLCE2|26577	2318.4855
PCOLCE|5118	2348.7227	PCOLCE|5118	3482.9112
PCOTH|542767	26.3817	PCOTH|542767	10.4359
removed	removed	PCP2|126006	13.363
PCP4L1|654790	29.0533	PCP4L1|654790	42.6344
removed	removed	PCP4|5121	7.636
PCSK1N|27344	186.6756	PCSK1N|27344	13.9994
removed	removed	PCSK4|54760	27.6806
PCSK5|5125	65.7873	PCSK5|5125	287.3051
PCSK6|5046	790.7831	PCSK6|5046	633.153
PCSK7|9159	840.6145	PCSK7|9159	698.1196
PCSK9|255738	6.6789	removed	removed
PCTP|58488	681.5829	PCTP|58488	385.3007
PCYOX1L|78991	200.3673	PCYOX1L|78991	311.4858
PCYOX1|51449	3012.5229999999997	PCYOX1|51449	3406.2997
PCYT1A|5130	677.5756	PCYT1A|5130	335.3484
PCYT1B|9468	99.1818	PCYT1B|9468	32.1349
PCYT2|5833	624.8122	PCYT2|5833	298.441
PC|5091	2085.824	PC|5091	663.6971
PDAP1|11333	2780.7647	PDAP1|11333	1657.3338
PDCD10|11235	1270.3289	PDCD10|11235	591.1549
PDCD11|22984	1157.1214	PDCD11|22984	1066.497
PDCD1LG2|80380	109.8681	PDCD1LG2|80380	176.2647
PDCD1|5133	11.3541	PDCD1|5133	11.1359
PDCD2L|84306	153.9489	PDCD2L|84306	99.5864
PDCD2|5134	754.383	PDCD2|5134	675.7875
PDCD4|27250	2274.5333	PDCD4|27250	8330.6936
PDCD5|9141	1106.0277	PDCD5|9141	616.9265
PDCD6IP|10015	3151.4443	PDCD6IP|10015	4051.2249
PDCD6|10016	1598.5974	PDCD6|10016	1237.9892
PDCD7|10081	375.3548	PDCD7|10081	629.9714
PDCL3|79031	395.3916	PDCL3|79031	309.5768
PDCL|5082	508.5991	PDCL|5082	643.6526
PDDC1|347862	944.0641	PDDC1|347862	967.5469
PDE10A|10846	121.8901	PDE10A|10846	203.3089
PDE11A|50940	64.4515	PDE11A|50940	90.9959
PDE12|201626	380.36400000000003	PDE12|201626	773.1467
PDE1A|5136	16.0294	PDE1A|5136	156.2202
PDE1B|5153	34.3964	PDE1B|5153	182.6281
PDE1C|5137	7.3468	PDE1C|5137	221.7626
PDE2A|5138	32.3927	PDE2A|5138	1776.9647
PDE3A|5139	51.0937	PDE3A|5139	74.133
PDE3B|5140	131.9085	PDE3B|5140	256.4429
PDE4A|5141	835.1979	PDE4A|5141	451.4795
PDE4B|5142	1805.6437	PDE4B|5142	2486.4779
removed	removed	PDE4C|5143	8.2724
PDE4DIP|9659	3489.0633	PDE4DIP|9659	1743.2389
PDE4D|5144	133.5515	PDE4D|5144	358.6223
PDE5A|8654	295.7756	PDE5A|8654	1451.5813
PDE6A|5145	7.0129	removed	removed
PDE6B|5158	128.5256	PDE6B|5158	76.6783
PDE6D|5147	359.3254	PDE6D|5147	293.6685
PDE6G|5148	12.356	PDE6G|5148	6.0452
PDE7A|5150	655.8691	PDE7A|5150	890.8591
PDE7B|27115	39.4056	PDE7B|27115	159.72
PDE8A|5151	495.5752	PDE8A|5151	628.3805
PDE8B|8622	13.3578	PDE8B|8622	325.16700000000003
PDE9A|5152	381.0319	PDE9A|5152	510.6586
PDF|64146	216.2264	PDF|64146	95.7461
PDGFA|5154	329.9382	PDGFA|5154	910.9131
PDGFB|5155	496.2431	PDGFB|5155	744.1934
PDGFC|56034	1234.9307	PDGFC|56034	1015.5902
PDGFD|80310	916.3466	PDGFD|80310	2018.4537
PDGFRA|5156	765.1795	PDGFRA|5156	3573.5029999999997
PDGFRB|5159	1900.1503	PDGFRB|5159	6086.2234
PDGFRL|5157	876.2732	PDGFRL|5157	2153.3567
PDHA1|5160	2068.1249	PDHA1|5160	1134.3271
PDHB|5162	679.9132	PDHB|5162	956.0929
PDHX|8050	946.4285	PDHX|8050	506.5956
PDIA3P|171423	3113.7085	PDIA3P|171423	1756.602
PDIA3|2923	11686.3116	PDIA3|2923	6569.79
PDIA4|9601	8284.8556	PDIA4|9601	2407.2542
PDIA5|10954	688.9297	PDIA5|10954	547.566
PDIA6|10130	11615.0776	PDIA6|10130	4421.1995
PDIK1L|149420	324.5951	PDIK1L|149420	190.9004
PDK1|5163	483.8871	PDK1|5163	306.3952
PDK2|5164	485.5569	PDK2|5164	886.0961
PDK3|5165	730.005	PDK3|5165	265.0334
PDK4|5166	151.2773	PDK4|5166	6407.8906
PDLIM1|9124	1342.1272	PDLIM1|9124	5107.2224
PDLIM2|64236	668.893	PDLIM2|64236	524.658
PDLIM3|27295	1773.5849	PDLIM3|27295	4477.8874
PDLIM4|8572	71.1304	PDLIM4|8572	1146.357
PDLIM5|10611	4580.3974	PDLIM5|10611	2943.048
PDLIM7|9260	853.2309	PDLIM7|9260	1283.8053
PDP1|54704	784.1042	PDP1|54704	1982.5008
PDP2|57546	185.3398	PDP2|57546	140.63
PDPK1|5170	1218.9080000000001	PDPK1|5170	1414.8902
PDPN|10630	296.2097	PDPN|10630	926.5033
PDPR|55066	650.1553	PDPR|55066	761.5208
PDRG1|81572	474.8706	PDRG1|81572	215.0811
PDS5A|23244	3695.7756	PDS5A|23244	2950.3659
PDS5B|23047	805.8107	PDS5B|23047	1168.9469
PDSS1|23590	124.5183	PDSS1|23590	54.4543
PDSS2|57107	349.64099999999996	PDSS2|57107	289.5323
PDXDC1|23042	6823.1758	PDXDC1|23042	2243.0799
PDXDC2|283970	264.1509	PDXDC2|283970	257.3974
PDXK|8566	4048.0882	PDXK|8566	1989.1823
PDXP|57026	348.7327	PDXP|57026	180.2991
PDZD11|51248	820.5043	PDZD11|51248	448.9341
PDZD2|23037	127.5672	PDZD2|23037	1219.8536
PDZD4|57595	13.6918	PDZD4|57595	250.7159
PDZD7|79955	24.0441	PDZD7|79955	5.727
PDZD8|118987	415.0943	PDZD8|118987	455.2975
PDZK1IP1|10158	660.2104	PDZK1IP1|10158	517.0219999999999
PDZK1P1|728939	15.6954	PDZK1P1|728939	22.2717
PDZK1|5174	37.068000000000005	PDZK1|5174	238.3073
PDZRN3|23024	1137.0847	PDZRN3|23024	897.8683
PDZRN4|29951	22.3744	PDZRN4|29951	61.7245
PEA15|8682	4975.1211	PEA15|8682	5939.5418
PEAR1|375033	21.7065	removed	removed
PEBP1|5037	5236.2665	PEBP1|5037	5512.2494
PEBP4|157310	27.0496	PEBP4|157310	6.3633
PECAM1|5175	407.4136	PECAM1|5175	4233.2167
PECI|10455	158.9581	PECI|10455	901.0468
PECR|55825	300.885	PECR|55825	144.1298
PEF1|553115	1485.7238	PEF1|553115	1373.2103
PEG10|23089	1048.2551	PEG10|23089	3123.1308
PEG3|5178	108.8228	PEG3|5178	1704.9634
PELI1|57162	1050.5928	PELI1|57162	3583.8371
PELI2|57161	85.4901	PELI2|57161	633.7894
PELI3|246330	221.7399	PELI3|246330	326.7579
PELO|53918	581.5996	PELO|53918	403.4362
PELP1|27043	1519.4523	PELP1|27043	1242.1254
PEMT|10400	432.7935	PEMT|10400	319.7582
removed	removed	PENK|5179	78.3869
PEPD|5184	1060.6111	PEPD|5184	1304.1680000000001
PER1|5187	335.2813	PER1|5187	4769.965
PER2|8864	384.0374	PER2|8864	3396.4365
PER3|8863	1426.9861	PER3|8863	1643.3344
PERP|64065	12198.0297	PERP|64065	6293.9866
PES1|23481	2953.4146	PES1|23481	1229.3987
PET112L|5188	280.5143	PET112L|5188	306.3952
PEX10|5192	515.3749	PEX10|5192	328.3583
PEX11A|8800	154.6168	PEX11A|8800	202.6726
PEX11B|8799	814.1593	PEX11B|8799	547.566
PEX11G|92960	48.0882	PEX11G|92960	46.1343
PEX12|5193	134.2461	PEX12|5193	162.5835
PEX13|5194	1082.3176	PEX13|5194	991.0913
PEX14|5195	313.5749	PEX14|5195	381.4827
PEX16|9409	441.476	PEX16|9409	339.8027
PEX19|5824	1183.7602	PEX19|5824	1720.1591
PEX1|5189	513.2743	PEX1|5189	556.1565
PEX26|55670	751.9953	PEX26|55670	420.9195
PEX2|5828	1316.4134	PEX2|5828	888.6414
PEX3|8504	454.4999	PEX3|8504	456.5702
PEX5|5830	1821.3391	PEX5|5830	945.2752
PEX6|5190	600.4341	PEX6|5190	705.377
PEX7|5191	238.1032	PEX7|5191	188.0369
PFAS|5198	276.5069	PFAS|5198	447.9796
PFDN1|5201	626.4819	PFDN1|5201	903.9135
PFDN2|5202	1691.1004	PFDN2|5202	669.7423
PFDN4|5203	448.4889	PFDN4|5203	329.6214
PFDN5|5204	2430.1219	PFDN5|5204	5109.7677
PFDN6|10471	691.2673	PFDN6|10471	379.2555
removed	removed	PFKFB1|5207	35.6347
PFKFB2|5208	1287.3635	PFKFB2|5208	396.4365
PFKFB3|5209	2490.9	PFKFB3|5209	4928.0942
PFKFB4|5210	150.6095	PFKFB4|5210	95.4502
PFKL|5211	2934.3797	PFKL|5211	2403.118
PFKM|5213	1103.6901	PFKM|5213	793.8276
PFKP|5214	4126.2314	PFKP|5214	1129.4941
PFN1|5216	10560.0267	PFN1|5216	5815.4629
PFN2|5217	5046.5854	PFN2|5217	1194.0821
PGAM1|5223	2341.2924	PGAM1|5223	2157.1747
PGAM2|5224	34.7303	PGAM2|5224	19.4082
PGAM4|441531	38.4037	PGAM4|441531	35.9529
PGAM5|192111	530.2054	PGAM5|192111	275.9306
PGAP1|80055	503.9239	PGAP1|80055	526.8851
PGAP2|27315	500.5844	PGAP2|27315	412.9812
PGAP3|93210	781.7666	PGAP3|93210	805.5997
PGBD1|84547	73.80199999999999	PGBD1|84547	165.7652
PGBD2|267002	238.4371	PGBD2|267002	232.8985
PGBD3|267004	92.7701	PGBD3|267004	122.5708
PGBD4|161779	13.6918	PGBD4|161779	33.7257
PGBD5|79605	227.083	PGBD5|79605	64.9061
PGCP|10404	407.7475	PGCP|10404	1496.6592
PGD|5226	3600.935	PGD|5226	1761.0563
PGF|5228	76.4735	PGF|5228	426.0261
PGGT1B|5229	324.2611	PGGT1B|5229	493.1594
PGK1|5230	10340.9584	PGK1|5230	4752.1476
PGLS|25796	1370.8466	PGLS|25796	549.7932
removed	removed	PGLYRP2|114770	16.5447
PGM1|5236	2240.1069	PGM1|5236	1219.5355
PGM2L1|283209	364.6686	PGM2L1|283209	438.1164
PGM2|55276	1283.0189	PGM2|55276	853.3248
PGM3|5238	739.9132	PGM3|5238	407.7537
removed	removed	PGM5P2|595135	13.0449
PGM5|5239	22.0404	PGM5|5239	1197.5819
PGPEP1|54858	544.6652	PGPEP1|54858	809.4178
PGP|283871	226.74900000000002	PGP|283871	153.3567
PGRMC1|10857	3712.4729	PGRMC1|10857	2763.6017
PGRMC2|10424	1700.7848	PGRMC2|10424	2016.8629
PGR|5241	20.3707	PGR|5241	804.0312
PGS1|9489	612.1222	PGS1|9489	505.8861
PHACTR1|221692	51.294	PHACTR1|221692	40.0891
PHACTR2|9749	560.6946	PHACTR2|9749	1113.5857
removed	removed	PHACTR3|116154	6.9997
PHACTR4|65979	1321.4226	PHACTR4|65979	1216.9901
PHAX|51808	355.986	PHAX|51808	586.7006
PHB2|11331	4704.9591	PHB2|11331	2621.3808
PHB|5245	3105.6938	PHB|5245	1988.2278
PHC1|1911	750.4558	PHC1|1911	594.5021
PHC2|1912	2003.6734	PHC2|1912	2190.5822
PHC3|80012	1546.8359	PHC3|80012	1685.9688
PHEX|5251	47.0863	PHEX|5251	10.4995
PHF10|55274	1105.2763	PHF10|55274	2212.9494
PHF11|51131	747.7041	PHF11|51131	690.4232
PHF12|57649	1513.1074	PHF12|57649	1065.2243
PHF13|148479	714.9775	PHF13|148479	1094.1775
PHF14|9678	667.5572	PHF14|9678	1002.8635
PHF15|23338	648.5223	PHF15|23338	1609.9268
PHF16|9767	734.3463	PHF16|9767	360.8018
PHF17|79960	868.9264	PHF17|79960	1057.5883
PHF19|26147	423.44300000000004	PHF19|26147	478.5237
PHF1|5252	1285.3565	PHF1|5252	1379.2555
PHF20L1|51105	2347.6373	PHF20L1|51105	1193.4458
PHF20|51230	941.3926	PHF20|51230	1123.4489
PHF21A|51317	1000.8349	PHF21A|51317	981.5463
removed	removed	PHF21B|112885	7.3178
PHF23|79142	545.3331	PHF23|79142	797.9637
PHF2|5253	938.387	PHF2|5253	1782.6917
PHF3|23469	2514.6101	PHF3|23469	2594.0185
PHF5A|84844	919.3521	PHF5A|84844	427.6169
PHF6|84295	950.743	PHF6|84295	647.4706
PHF7|51533	22.7083	PHF7|51533	87.1779
PHF8|23133	996.8275	PHF8|23133	935.4119999999999
PHGDH|26227	7166.4719	PHGDH|26227	1474.0694
PHIP|55023	1345.6437	PHIP|55023	2545.4279
PHKA1|5255	539.3221	PHKA1|5255	364.93800000000005
PHKA2|5256	411.9419	PHKA2|5256	685.2848
PHKB|5257	2820.5043	PHKB|5257	1908.0496
PHKG1|5260	20.0367	PHKG1|5260	46.4524
PHKG2|5261	315.2446	PHKG2|5261	318.1674
PHLDA1|22822	7267.9913	PHLDA1|22822	2573.9739
PHLDA2|7262	317.2483	PHLDA2|7262	199.1728
PHLDA3|23612	954.0825	PHLDA3|23612	792.8731
PHLDB1|23187	2649.1902	PHLDB1|23187	3196.3093
PHLDB2|90102	222.4077	PHLDB2|90102	1435.2529
PHLDB3|653583	261.1454	PHLDB3|653583	215.3993
PHLPP1|23239	457.5054	PHLPP1|23239	783.0099
PHLPP2|23035	296.1162	PHLPP2|23035	401.944
PHOSPHO1|162466	442.8118	PHOSPHO1|162466	17.180999999999997
PHOSPHO2|493911	103.7135	PHOSPHO2|493911	90.5409
PHPT1|29085	753.0473	PHPT1|29085	739.4209
PHRF1|57661	769.7445	PHRF1|57661	1288.2596
