gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
NXF1|10482	1750.1854	NXF1|10482	1527.0334
lowly_expressed	lowly_expressed	NXNL1|115861	6.7701
NXNL2|158046	40.9961	NXNL2|158046	24.4476
NXN|64359	509.8347	NXN|64359	724.7767
NXPH1|30010	20.9342	lowly_expressed	lowly_expressed
NXPH2|11249	12.6477	lowly_expressed	lowly_expressed
NXPH3|11248	106.4155	NXPH3|11248	327.9737
NXPH4|11247	30.0929	NXPH4|11247	104.5604
NXT1|29107	240.30700000000002	NXT1|29107	326.8453
NXT2|55916	385.9741	NXT2|55916	360.6958
NYNRIN|57523	395.1328	NYNRIN|57523	1018.5237
OAF|220323	306.5986	OAF|220323	1502.2097
OAS1|4938	923.2849	OAS1|4938	628.8669
OAS2|4939	2140.9569	OAS2|4939	826.7043
OAS3|4940	1961.2718	OAS3|4940	825.1998
OASL|8638	112.9574	OASL|8638	89.1396
OAT|4942	4192.0712	OAT|4942	3080.0188
OAZ1|4946	5693.6456	OAZ1|4946	11658.8622
OAZ2|4947	1756.7273	OAZ2|4947	2151.0108
OAZ3|51686	266.0038	OAZ3|51686	82.6817
OBFC1|79991	489.7728	OBFC1|79991	710.4843
OBFC2A|64859	127.3496	OBFC2A|64859	295.2515
OBFC2B|79035	708.2734	OBFC2B|79035	589.7508
OBP2B|29989	12.2116	OBP2B|29989	6.7701
OBSCN|84033	187.3915	OBSCN|84033	506.1288
OBSL1|23363	770.6398	OBSL1|23363	1212.976
lowly_expressed	lowly_expressed	OCA2|4948	5.2656
OCEL1|79629	271.7083	OCEL1|79629	459.9906
OCIAD1|54940	3569.2791	OCIAD1|54940	2406.394
OCIAD2|132299	702.1676	OCIAD2|132299	437.7997
OCLM|10896	6.5419	lowly_expressed	lowly_expressed
OCLN|4950	597.9327	OCLN|4950	140.6676
OCRL|4952	1738.4099	OCRL|4952	1019.6521
ODC1|4953	496.3147	ODC1|4953	1343.1124
ODF2L|57489	438.7457	ODF2L|57489	351.2929
ODF2|4957	1706.5725	ODF2|4957	734.9318
ODF3B|440836	153.9535	ODF3B|440836	228.6789
lowly_expressed	lowly_expressed	ODF3L1|161753	27.4565
ODZ1|10178	29.6568	ODZ1|10178	23.3192
ODZ2|57451	119.0632	ODZ2|57451	142.1721
ODZ3|55714	356.3173	ODZ3|55714	480.3009
ODZ4|26011	375.9431	ODZ4|26011	587.118
OFD1|8481	777.1817	OFD1|8481	696.9441
lowly_expressed	lowly_expressed	OGDHL|55753	10.5313
OGDH|4967	2006.6292	OGDH|4967	3599.0597
OGFOD1|55239	679.4889	OGFOD1|55239	733.4274
OGFOD2|79676	209.0322	OGFOD2|79676	266.5914
OGFRL1|79627	419.1199	OGFRL1|79627	332.111
OGFR|11054	635.876	OGFR|11054	1028.6789
OGG1|4968	256.0077	OGG1|4968	316.3141
OGN|4969	235.5096	OGN|4969	3069.4875
OGT|8473	2620.2625	OGT|8473	2187.118
OIP5|11339	45.7586	OIP5|11339	13.5289
OLA1|29789	2160.1465	OLA1|29789	1561.26
OLFM1|10439	42.3045	OLFM1|10439	685.6606
OLFM2|93145	251.6464	OLFM2|93145	348.6601
OLFM4|10562	15.7006	OLFM4|10562	180.53599999999997
OLFML1|283298	178.3767	OLFML1|283298	814.6685
OLFML2A|169611	682.1056	OLFML2A|169611	1882.4636
OLFML2B|25903	1165.7726	OLFML2B|25903	517.9126
OLFML3|56944	1259.5403	OLFML3|56944	3133.4274
lowly_expressed	lowly_expressed	OLIG1|116448	5.2656
OLR1|4973	344.5418	OLR1|4973	62.4354
OMA1|115209	629.7702	OMA1|115209	281.3352
OMD|4958	510.2708	OMD|4958	437.4236
OPA1|4976	2003.1401	OPA1|4976	1359.2854
OPA3|80207	640.5862	OPA3|80207	493.0889
OPHN1|4983	279.5586	OPHN1|4983	215.8909
OPLAH|26873	306.1625	OPLAH|26873	451.716
OPN3|23596	512.6259	OPN3|23596	341.0926
lowly_expressed	lowly_expressed	OPRK1|4986	16.173
OPRL1|4987	131.2748	OPRL1|4987	125.2468
OPTN|10133	1448.8203	OPTN|10133	3705.5007
OR2A4|79541	32.2735	OR2A4|79541	28.2087
OR2A7|401427	202.7999	OR2A7|401427	138.0348
OR2A9P|441295	136.5084	OR2A9P|441295	304.6544
OR2W3|343171	9.2067	OR2W3|343171	12.0357
OR51E1|143503	28.3484	OR51E1|143503	63.9398
lowly_expressed	lowly_expressed	OR51E2|81285	6.0179
lowly_expressed	lowly_expressed	OR52N4|390072	5.2656
OR7D2|162998	31.8374	OR7D2|162998	15.7969
lowly_expressed	lowly_expressed	OR7E91P|79315	7.1462
ORAI1|84876	248.5935	ORAI1|84876	407.3343
ORAI2|80228	774.5737	ORAI2|80228	692.9271
ORAI3|93129	844.7817	ORAI3|93129	614.1984
ORAOV1|220064	196.25799999999998	ORAOV1|220064	245.22799999999998
ORC1L|4998	35.3264	ORC1L|4998	9.779
ORC2L|4999	525.5353	ORC2L|4999	271.9323
ORC3L|23595	756.2475	ORC3L|23595	471.6502
ORC4L|5000	787.2127	ORC4L|5000	435.543
ORC5L|5001	463.1689	ORC5L|5001	285.8486
ORC6L|23594	28.7845	ORC6L|23594	18.0536
ORM1|5004	15.2645	ORM1|5004	9.0456
lowly_expressed	lowly_expressed	ORM2|5005	9.008
ORMDL1|94101	587.9018	ORMDL1|94101	602.5388
ORMDL2|29095	560.1247	ORMDL2|29095	706.7381
ORMDL3|94103	1789.8731	ORMDL3|94103	3884.5322
OS9|10956	6424.6151	OS9|10956	9759.8496
OSBP2|23762	118.1909	OSBP2|23762	101.9276
OSBPL10|114884	1040.1675	OSBPL10|114884	526.5632
OSBPL11|114885	536.8747	OSBPL11|114885	520.9215
OSBPL1A|114876	2478.9568	OSBPL1A|114876	2016.3611
OSBPL2|9885	1047.1455	OSBPL2|9885	1179.8778
OSBPL3|26031	426.098	OSBPL3|26031	218.1476
OSBPL5|114879	685.5947	OSBPL5|114879	881.6173
OSBPL6|114880	268.6554	OSBPL6|114880	58.6742
OSBPL7|114881	101.1819	OSBPL7|114881	151.1989
OSBPL8|114882	2499.0187	OSBPL8|114882	1228.0207
OSBPL9|114883	1438.3532	OSBPL9|114883	1899.7649
OSBP|5007	2599.3284	OSBP|5007	1815.5148
OSCAR|126014	66.7277	OSCAR|126014	118.8528
OSCP1|127700	472.3276	OSCP1|127700	240.3385
OSGEPL1|64172	261.6774	OSGEPL1|64172	168.5002
OSGEP|55644	368.5289	OSGEP|55644	478.0442
OSGIN1|29948	27.4761	OSGIN1|29948	506.2529
OSGIN2|734	957.303	OSGIN2|734	858.6742
OSMR|9180	747.525	OSMR|9180	760.8839
OSM|5008	29.6568	OSM|5008	13.9163
OSR1|130497	30.0929	OSR1|130497	762.3883
OSR2|116039	59.3135	OSR2|116039	342.6422
OST4|100128731	1665.9689	OST4|100128731	2316.4419
OSTC|58505	1601.9015	OSTC|58505	1318.6648
OSTF1|26578	702.1676	OSTF1|26578	861.6831
OSTM1|28962	723.5379	OSTM1|28962	909.826
OSTalpha|200931	86.7897	OSTalpha|200931	30.0893
OTOA|146183	8.2864	OTOA|146183	27.4565
OTOR|56914	16.5729	lowly_expressed	lowly_expressed
OTUB1|55611	1389.0706	OTUB1|55611	1551.481
OTUB2|78990	131.7109	OTUB2|78990	60.5548
OTUD1|220213	382.4851	OTUD1|220213	418.9939
OTUD3|23252	279.1225	OTUD3|23252	295.6276
OTUD4|54726	1189.3236	OTUD4|54726	771.7913
OTUD5|55593	1171.0061	OTUD5|55593	1521.3916
OTUD6B|51633	227.2232	OTUD6B|51633	132.393
lowly_expressed	lowly_expressed	OTUD7A|161725	26.7043
OTUD7B|56957	3197.2611	OTUD7B|56957	1196.4269
OVCA2|124641	464.0237	OVCA2|124641	531.8514
OVGP1|5016	87.6619	OVGP1|5016	54.1608
OVOL1|5017	476.2528	OVOL1|5017	159.0973
OVOL2|58495	344.1057	OVOL2|58495	162.1063
OXA1L|5018	1545.6409	OXA1L|5018	2387.5882
OXCT1|5019	1116.49	OXCT1|5019	1299.859
OXCT2|64064	5.6697	OXCT2|64064	5.2656
OXER1|165140	9.5948	OXER1|165140	75.2233
lowly_expressed	lowly_expressed	OXGR1|27199	32.7221
OXNAD1|92106	194.0774	OXNAD1|92106	166.9958
OXR1|55074	1125.6487	OXR1|55074	773.6718
OXSM|54995	263.858	OXSM|54995	201.2224
OXSR1|9943	1101.2255	OXSR1|9943	1060.2727
OXTR|5021	67.1639	OXTR|5021	1652.6563
lowly_expressed	lowly_expressed	OXT|5020	5.6417
lowly_expressed	lowly_expressed	P2RX1|5023	33.0983
P2RX4|5025	805.5301	P2RX4|5025	657.4518
P2RX5|5026	8.016	P2RX5|5026	64.2332
lowly_expressed	lowly_expressed	P2RX6|9127	42.5012
P2RX7|5027	57.1329	P2RX7|5027	57.5458
P2RY10|27334	20.9342	P2RY10|27334	22.1909
P2RY11|5032	154.8345	P2RY11|5032	117.4462
P2RY12|64805	24.4232	P2RY12|64805	113.5872
P2RY13|53829	58.4413	P2RY13|53829	156.4645
lowly_expressed	lowly_expressed	P2RY14|9934	117.7245
P2RY1|5028	11.7755	P2RY1|5028	21.8148
P2RY2|5029	244.6683	P2RY2|5029	134.2736
P2RY6|5031	23.9871	P2RY6|5031	49.6474
P2RY8|286530	36.6348	P2RY8|286530	191.0672
P4HA1|5033	2283.571	P4HA1|5033	958.3451
P4HA2|8974	912.3817	P4HA2|8974	769.5346
P4HA3|283208	232.0206	P4HA3|283208	79.3606
P4HB|5034	13666.5358	P4HB|5034	20801.1283
P4HTM|54681	719.1766	P4HTM|54681	455.1011
P704P|641455	11.7755	P704P|641455	22.1909
PA2G4P4|647033	28.7845	PA2G4P4|647033	38.3639
PA2G4|5036	2403.9426	PA2G4|5036	2876.5397
PAAF1|80227	575.6902	PAAF1|80227	548.0019
PABPC1L|80336	116.8826	PABPC1L|80336	144.8049
PABPC1|26986	17662.349	PABPC1|26986	20295.2515
PABPC3|5042	190.5883	PABPC3|5042	240.3385
PABPC4L|132430	26.1677	PABPC4L|132430	30.8416
PABPC4|8761	1701.3389	PABPC4|8761	2811.8477
PABPC5|140886	13.52	PABPC5|140886	43.2534
PABPN1|8106	1781.12	PABPN1|8106	2156.6977
PACRGL|133015	230.2761	PACRGL|133015	200.09400000000002
lowly_expressed	lowly_expressed	PACRG|135138	12.0357
PACS1|55690	1882.3324	PACS1|55690	2665.1622
PACS2|23241	792.4462	PACS2|23241	1780.3141
PACSIN1|29993	52.7716	PACSIN1|29993	29.3371
PACSIN2|11252	1028.8281	PACSIN2|11252	979.0315
PACSIN3|29763	761.4811	PACSIN3|29763	500.9873
PADI2|11240	200.1832	PADI2|11240	965.4913
lowly_expressed	lowly_expressed	PADI3|51702	8.2746
PAF1|54623	1800.7763	PAF1|54623	1862.9055
PAFAH1B1|5048	3754.6339	PAFAH1B1|5048	3757.4048
PAFAH1B2|5049	640.2373	PAFAH1B2|5049	303.15
PAFAH1B3|5050	1226.7085	PAFAH1B3|5050	387.464
PAFAH2|5051	929.8269	PAFAH2|5051	520.1693
PAG1|55824	289.1535	PAG1|55824	185.0494
PAICS|10606	2687.4264	PAICS|10606	1334.4617
PAIP1|10605	1357.6693	PAIP1|10605	953.0795
PAIP2B|400961	264.2941	PAIP2B|400961	238.0818
PAIP2|51247	1919.4034	PAIP2|51247	1915.5618
PAK1IP1|55003	250.7741	PAK1IP1|55003	301.2694
PAK1|5058	1781.5866	PAK1|5058	880.4889999999999
PAK2|5062	3355.5759	PAK2|5062	2294.6874
PAK3|5063	6.1058	PAK3|5063	5.6417
PAK4|10298	1433.5558	PAK4|10298	1218.9939
PAK6|56924	308.7793	PAK6|56924	178.8999
lowly_expressed	lowly_expressed	PAK7|57144	32.346
PALB2|79728	519.4295	PALB2|79728	190.6911
PALLD|23022	6515.3168	PALLD|23022	4583.3493
PALM2-AKAP2|445815	387.9192	PALM2-AKAP2|445815	3697.0569
PALM2|114299	54.9871	PALM2|114299	68.9234
PALM3|342979	60.1858	PALM3|342979	33.8505
PALMD|54873	173.5793	PALMD|54873	4653.6906
PALM|5064	354.5728	PALM|5064	3502.7739
PAMR1|25891	47.9742	PAMR1|25891	1572.1674
PAM|5066	3097.8237	PAM|5066	4867.701
PAN2|9924	660.2992	PAN2|9924	600.2821
PAN3|255967	1432.6835	PAN3|255967	820.6864
PANK1|53354	230.2761	PANK1|53354	75.9756
PANK2|80025	443.10699999999997	PANK2|80025	523.9304
PANK3|79646	1403.4629	PANK3|79646	274.189
PANK4|55229	296.1315	PANK4|55229	334.7438
PANX1|24145	693.8811	PANX1|24145	439.6803
PANX2|56666	24.4232	PANX2|56666	48.8952
PAOX|196743	105.5432	PAOX|196743	163.9868
PAPD4|167153	1353.7442	PAPD4|167153	907.5693
PAPD5|64282	219.80900000000003	PAPD5|64282	248.237
PAPD7|11044	342.7973	PAPD7|11044	696.1918
PAPLN|89932	126.4774	PAPLN|89932	612.3178
PAPOLA|10914	4021.1086	PAPOLA|10914	2641.0907
PAPOLG|64895	419.556	PAPOLG|64895	269.2995
lowly_expressed	lowly_expressed	PAPPA2|60676	28.5849
PAPPA|5069	71.089	PAPPA|5069	85.7546
PAPSS1|9061	2139.2124	PAPSS1|9061	1722.614
PAPSS2|9060	695.1895	PAPSS2|9060	1263.3756
PAQR3|152559	237.2585	PAQR3|152559	206.8754
PAQR4|124222	490.3921	PAQR4|124222	212.7804
PAQR5|54852	309.2154	PAQR5|54852	91.3963
PAQR6|79957	59.3135	PAQR6|79957	23.6953
PAQR7|164091	314.449	PAQR7|164091	350.9168
PAQR8|85315	105.9793	PAQR8|85315	215.1387
PAR-SN|347746	64.5471	PAR-SN|347746	120.3573
PAR5|8123	40.1239	PAR5|8123	11.2835
PARD3B|117583	136.9445	PARD3B|117583	92.5247
PARD3|56288	1020.5417	PARD3|56288	810.5313
PARD6A|50855	51.4632	PARD6A|50855	96.2858
PARD6B|84612	801.605	PARD6B|84612	240.7146
PARD6G|84552	221.5535	PARD6G|84552	276.8218
PARG|8505	569.1482	PARG|8505	339.6333
PARK2|5071	25.2955	PARK2|5071	179.4076
PARK7|11315	4263.1602	PARK7|11315	4989.9389
PARL|55486	652.0127	PARL|55486	1069.6756
PARM1|25849	204.1083	PARM1|25849	1603.7612
PARN|5073	2212.9181	PARN|5073	1102.0216
PARP10|84875	1184.09	PARP10|84875	1240.8087
PARP11|57097	511.5792	PARP11|57097	251.9981
PARP12|64761	577.8708	PARP12|64761	568.3122
PARP14|54625	2002.704	PARP14|54625	1329.1961
lowly_expressed	lowly_expressed	PARP15|165631	23.3192
PARP16|54956	312.2683	PARP16|54956	338.8811
PARP1|142	6878.6253	PARP1|142	3129.6662
PARP2|10038	401.2386	PARP2|10038	407.7104
PARP3|10039	585.7211	PARP3|10039	718.7588
PARP4|143	2097.7801	PARP4|143	1445.04
PARP6|56965	593.5715	PARP6|56965	712.3648
PARP8|79668	235.0735	PARP8|79668	276.8218
PARP9|83666	2329.6917	PARP9|83666	967.4358
PARS2|25973	171.8348	PARS2|25973	116.5961
PART1|25859	40.9961	PART1|25859	69.9577
PARVA|55742	1881.8963	PARVA|55742	3295.1575
PARVB|29780	333.6386	PARVB|29780	875.9756
PARVG|64098	100.7458	PARVG|64098	230.5595
PASK|23178	239.4348	PASK|23178	148.1899
PATL1|219988	878.7998	PATL1|219988	715.7499
lowly_expressed	lowly_expressed	PATL2|197135	17.6775
PATZ1|23598	2667.3645	PATZ1|23598	1382.6046
PAWR|5074	664.2243	PAWR|5074	149.3183
PAX1|5075	47.1019	lowly_expressed	lowly_expressed
PAX2|5076	6.5419	PAX2|5076	6.394
lowly_expressed	lowly_expressed	PAX3|5077	8.2746
lowly_expressed	lowly_expressed	PAX5|5079	45.13399999999999
PAX6|5080	36.6348	lowly_expressed	lowly_expressed
PAX8|7849	158.3148	PAX8|7849	187.6822
PAX9|5083	121.68	PAX9|5083	36.1072
PAXIP1|22976	551.4763	PAXIP1|22976	272.8952
PBK|55872	151.7729	PBK|55872	25.1998
PBLD|64081	251.2103	PBLD|64081	254.6309
PBOV1|59351	11.3394	lowly_expressed	lowly_expressed
PBRM1|55193	2298.8355	PBRM1|55193	1249.8354
PBX1|5087	7692.4419	PBX1|5087	3231.5938
PBX2|5089	1037.1146	PBX2|5089	1106.9111
PBX3|5090	335.8193	PBX3|5090	483.3098
lowly_expressed	lowly_expressed	PBX4|80714	21.8148
PBXIP1|57326	5229.1857	PBXIP1|57326	5460.0846
PCBD1|5092	1574.4254	PCBD1|5092	1278.4203
PCBD2|84105	447.9044	PCBD2|84105	311.3456
PCBP1|5093	6031.6630000000005	PCBP1|5093	7739.3512
PCBP2|5094	8375.8952	PCBP2|5094	11134.3188
PCBP3|54039	6.1058	PCBP3|54039	168.8764
PCBP4|57060	396.8773	PCBP4|57060	607.8044
PCCA|5095	481.2944	PCCA|5095	736.5491
PCCB|5096	2051.8383	PCCB|5096	1477.4198
PCDH10|57575	10.031	PCDH10|57575	9.0268
lowly_expressed	lowly_expressed	PCDH11X|27328	10.5313
PCDH12|51294	286.1006	PCDH12|51294	812.0357
PCDH17|27253	187.5354	PCDH17|27253	78.6084
PCDH18|54510	227.2232	PCDH18|54510	1048.237
PCDH19|57526	232.4567	PCDH19|57526	299.3888
PCDH1|5097	2431.4187	PCDH1|5097	1835.0729
PCDH20|64881	6.5419	lowly_expressed	lowly_expressed
PCDH7|5099	407.7805	PCDH7|5099	309.54400000000004
PCDH9|5101	10.4671	PCDH9|5101	209.1208
PCDHA10|56139	19.5691	PCDHA10|56139	166.9281
PCDHA11|56138	14.1	PCDHA11|56138	35.3023
PCDHA12|56137	21.7367	PCDHA12|56137	14.8905
PCDHA13|56136	38.9768	PCDHA13|56136	21.6267
PCDHA1|56147	30.1801	PCDHA1|56147	14.6084
PCDHA2|56146	15.5872	PCDHA2|56146	11.5129
PCDHA3|56145	15.3692	PCDHA3|56145	69.0212
PCDHA4|56144	272.8902	PCDHA4|56144	83.5167
lowly_expressed	lowly_expressed	PCDHA5|56143	13.1077
PCDHA6|56142	13.2888	PCDHA6|56142	45.4913
PCDHA7|56141	5.9924	PCDHA7|56141	15.6653
lowly_expressed	lowly_expressed	PCDHA8|56140	14.2548
PCDHAC1|56135	6.5419	PCDHAC1|56135	121.023
PCDHAC2|56134	8.3868	PCDHAC2|56134	88.4175
PCDHB10|56126	41.8684	PCDHB10|56126	121.8618
PCDHB11|56125	7.8503	PCDHB11|56125	13.9163
PCDHB12|56124	23.9871	PCDHB12|56124	52.2802
PCDHB13|56123	59.3135	PCDHB13|56123	81.9934
PCDHB14|56122	92.0232	PCDHB14|56122	212.5059
PCDHB15|56121	8.2864	PCDHB15|56121	57.5458
PCDHB16|57717	105.5432	PCDHB16|57717	350.9168
lowly_expressed	lowly_expressed	PCDHB17|54661	5.2656
PCDHB18|54660	6.9781	PCDHB18|54660	15.0447
PCDHB2|56133	435.6928	PCDHB2|56133	227.9267
PCDHB3|56132	37.5071	PCDHB3|56132	111.7066
PCDHB4|56131	43.1768	PCDHB4|56131	127.5035
PCDHB5|26167	45.3574	PCDHB5|26167	194.0762
PCDHB6|56130	10.031	PCDHB6|56130	41.7489
PCDHB7|56129	11.7755	PCDHB7|56129	78.9845
PCDHB8|56128	17.8813	PCDHB8|56128	36.8594
PCDHB9|56127	35.7626	PCDHB9|56127	107.9455
PCDHGA10|56106	18.3218	PCDHGA10|56106	72.9666
PCDHGA11|56105	21.837	PCDHGA11|56105	27.3587
PCDHGA12|26025	43.783	PCDHGA12|26025	46.2623
lowly_expressed	lowly_expressed	PCDHGA1|56114	17.3014
PCDHGA2|56113	27.04	PCDHGA2|56113	175.59
PCDHGA3|56112	7.8503	PCDHGA3|56112	108.709
PCDHGA4|56111	13.0839	PCDHGA4|56111	107.3286
PCDHGA5|56110	27.5328	PCDHGA5|56110	128.67700000000002
PCDHGA6|56109	10.4671	PCDHGA6|56109	99.1331
PCDHGA7|56108	8.2864	PCDHGA7|56108	56.8275
PCDHGA8|9708	14.3923	PCDHGA8|9708	12.22
PCDHGA9|56107	45.7761	PCDHGA9|56107	102.4843
lowly_expressed	lowly_expressed	PCDHGB1|56104	64.2896
PCDHGB2|56103	20.9342	PCDHGB2|56103	153.3653
lowly_expressed	lowly_expressed	PCDHGB3|56102	12.788
PCDHGB4|8641	51.0271	PCDHGB4|8641	74.9901
PCDHGB5|56101	44.6858	PCDHGB5|56101	155.5205
PCDHGB6|56100	45.2702	PCDHGB6|56100	178.0273
PCDHGB7|56099	366.45300000000003	PCDHGB7|56099	453.0212
PCDHGC3|5098	1360.7004	PCDHGC3|5098	3774.3037
PCDHGC5|56097	5.2335	PCDHGC5|56097	6.0179
PCDP1|200373	128.658	PCDP1|200373	15.7969
PCF11|51585	1384.2732	PCF11|51585	1162.5764
PCGF1|84759	238.9986	PCGF1|84759	189.9389
PCGF2|7703	1153.8794	PCGF2|7703	583.1349
PCGF3|10336	1475.8603	PCGF3|10336	1068.9234
PCGF5|84333	1191.0681	PCGF5|84333	1019.6521
PCGF6|84108	155.2619	PCGF6|84108	152.7033
PCID2|55795	742.2914	PCID2|55795	680.0188
PCIF1|63935	768.023	PCIF1|63935	1142.2661
lowly_expressed	lowly_expressed	PCK1|5105	1604.5134
PCK2|5106	1173.1868	PCK2|5106	998.5896
PCLO|27445	317.0657	PCLO|27445	127.1274
PCM1|5108	6794.8886	PCM1|5108	2659.1443
PCMT1|5110	1427.45	PCMT1|5110	1439.0221
PCMTD1|115294	2174.5388	PCMTD1|115294	1595.1105
PCMTD2|55251	1332.81	PCMTD2|55251	1352.5153
PCNA|5111	1679.9686	PCNA|5111	993.7
PCNP|57092	2346.8097	PCNP|57092	1896.0038
PCNT|5116	665.5327	PCNT|5116	760.8839
PCNXL2|80003	403.4193	PCNXL2|80003	227.9267
PCNXL3|399909	1180.601	PCNXL3|399909	1172.3554
PCNX|22990	1197.61	PCNX|22990	1443.5355
lowly_expressed	lowly_expressed	PCOLCE2|26577	4033.4744
PCOLCE|5118	1686.4102	PCOLCE|5118	3028.7165
PCOTH|542767	66.2916	PCOTH|542767	33.8693
PCP2|126006	29.2206	PCP2|126006	24.0715
PCP4L1|654790	9.1587	PCP4L1|654790	22.566999999999997
lowly_expressed	lowly_expressed	PCP4|5121	8.6507
lowly_expressed	lowly_expressed	PCSK1N|27344	6.7701
PCSK1|5122	9.5948	PCSK1|5122	6.0179
PCSK4|54760	99.0013	PCSK4|54760	34.2266
PCSK5|5125	65.8555	PCSK5|5125	264.0339
PCSK6|5046	1942.0821	PCSK6|5046	627.3625
PCSK7|9159	586.8551	PCSK7|9159	883.3813
PCSK9|255738	27.4761	PCSK9|255738	14.6685
PCTP|58488	394.2605	PCTP|58488	528.0677
PCYOX1L|78991	506.7818	PCYOX1L|78991	258.01599999999996
PCYOX1|51449	2247.8085	PCYOX1|51449	5107.2873
PCYT1A|5130	377.2515	PCYT1A|5130	402.8209
PCYT1B|9468	30.529	PCYT1B|9468	7.5223
PCYT2|5833	426.098	PCYT2|5833	599.906
PC|5091	724.8463	PC|5091	2691.4904
PDAP1|11333	1785.5118	PDAP1|11333	2231.1236
PDCD10|11235	831.6978	PDCD10|11235	476.9158
PDCD11|22984	1058.0488	PDCD11|22984	894.0291
PDCD1LG2|80380	29.6568	PDCD1LG2|80380	122.9901
lowly_expressed	lowly_expressed	PDCD1|5133	28.961
PDCD2L|84306	91.1509	PDCD2L|84306	121.1095
PDCD2|5134	666.8411	PDCD2|5134	648.425
PDCD4|27250	20208.1033	PDCD4|27250	5788.1975
PDCD5|9141	537.747	PDCD5|9141	674.7532
PDCD6IP|10015	5256.2257	PDCD6IP|10015	3248.8952
PDCD6|10016	1681.277	PDCD6|10016	1582.3225
PDCD7|10081	412.1418	PDCD7|10081	540.8557
PDCL3|79031	442.2347	PDCL3|79031	417.1133
PDCL|5082	642.4179	PDCL|5082	459.9906
PDDC1|347862	832.1339999999999	PDDC1|347862	845.8862
PDE10A|10846	98.5651	PDE10A|10846	89.1396
PDE11A|50940	84.609	PDE11A|50940	218.1476
PDE12|201626	991.321	PDE12|201626	455.4772
PDE1A|5136	23.551	PDE1A|5136	153.0795
PDE1B|5153	30.529	PDE1B|5153	555.1481
lowly_expressed	lowly_expressed	PDE1C|5137	31.5938
PDE2A|5138	37.9432	PDE2A|5138	1729.0079999999998
PDE3A|5139	51.0271	PDE3A|5139	54.1608
PDE3B|5140	12.6477	PDE3B|5140	1355.9003
PDE4A|5141	1055.432	PDE4A|5141	673.6248
PDE4B|5142	1610.6241	PDE4B|5142	780.8181
lowly_expressed	lowly_expressed	PDE4C|5143	6.7701
PDE4DIP|9659	4983.209	PDE4DIP|9659	2641.0907
PDE4D|5144	160.0593	PDE4D|5144	118.1006
PDE5A|8654	285.9959	PDE5A|8654	559.9624
PDE6B|5158	249.0296	PDE6B|5158	109.4499
PDE6D|5147	268.2193	PDE6D|5147	258.01599999999996
PDE6G|5148	5.2335	PDE6G|5148	44.7579
PDE7A|5150	408.2167	PDE7A|5150	407.2064
PDE7B|27115	37.9432	PDE7B|27115	162.1063
PDE8A|5151	334.0748	PDE8A|5151	765.7734
PDE8B|8622	112.9574	PDE8B|8622	455.1011
PDE9A|5152	98.5651	PDE9A|5152	282.8397
PDF|64146	96.9645	PDF|64146	137.0945
PDGFA|5154	181.8658	PDGFA|5154	329.102
PDGFB|5155	596.1882	PDGFB|5155	996.3329
PDGFC|56034	518.1212	PDGFC|56034	760.1316
PDGFD|80310	525.9715	PDGFD|80310	1042.9713
PDGFRA|5156	516.6732	PDGFRA|5156	2650.4974
PDGFRB|5159	2983.1218	PDGFRB|5159	6174.33
PDGFRL|5157	737.9301	PDGFRL|5157	1464.9741
PDHA1|5160	944.6552	PDHA1|5160	1927.1989
PDHB|5162	1917.2227	PDHB|5162	1431.4998
PDHX|8050	755.6064	PDHX|8050	628.3592
lowly_expressed	lowly_expressed	PDIA2|64714	12.802999999999999
PDIA3P|171423	2891.0986	PDIA3P|171423	2304.4664
PDIA3|2923	10963.23	PDIA3|2923	9679.7442
PDIA4|9601	3403.114	PDIA4|9601	2692.6187
PDIA5|10954	402.1109	PDIA5|10954	534.8378
PDIA6|10130	4166.924	PDIA6|10130	5285.5214
PDIK1L|149420	978.6733	PDIK1L|149420	233.9445
PDK1|5163	504.6012	PDK1|5163	361.0719
PDK2|5164	766.2785	PDK2|5164	1555.6182
PDK3|5165	300.92900000000003	PDK3|5165	115.4678
PDK4|5166	244.2322	PDK4|5166	16197.4612
PDLIM1|9124	3062.4973	PDLIM1|9124	5787.3061
PDLIM2|64236	279.5586	PDLIM2|64236	741.3258
PDLIM3|27295	1165.7726	PDLIM3|27295	1906.1589
PDLIM4|8572	211.9587	PDLIM4|8572	989.1866
PDLIM5|10611	6740.3725	PDLIM5|10611	2671.9323
PDLIM7|9260	519.4295	PDLIM7|9260	910.9544
PDP1|54704	1365.0835	PDP1|54704	888.3874
PDP2|57546	104.6709	PDP2|57546	128.2558
PDPK1|5170	1973.0472	PDPK1|5170	1048.4513
PDPN|10630	387.7186	PDPN|10630	529.1961
PDPR|55066	463.5745	PDPR|55066	667.8514
PDRG1|81572	576.5624	PDRG1|81572	352.7974
PDS5A|23244	3225.6095	PDS5A|23244	1855.0071
PDS5B|23047	1421.3441	PDS5B|23047	644.2877
PDSS1|23590	65.3496	PDSS1|23590	41.0268
PDSS2|57107	438.3096	PDSS2|57107	409.2149
PDXDC1|23042	5426.7521	PDXDC1|23042	3026.9864
PDXDC2|283970	100.3097	PDXDC2|283970	165.1152
PDXK|8566	1485.8912	PDXK|8566	4406.582
PDXP|57026	166.6012	PDXP|57026	182.7927
