gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
NCRNA00204B|286967	6.1058	NCRNA00204B|286967	8.2746
NCRNA00219|114915	191.0245	NCRNA00219|114915	508.8858
NCS1|23413	295.2593	NCS1|23413	397.9314
NCSTN|23385	5554.8607	NCSTN|23385	3643.1368
NDC80|10403	129.0942	NDC80|10403	36.8594
NDE1|54820	989.0401	NDE1|54820	314.8811
NDEL1|81565	744.4721	NDEL1|81565	987.3061
NDFIP1|80762	4256.1821	NDFIP1|80762	3682.1815
NDFIP2|54602	922.4127	NDFIP2|54602	541.984
NDNL2|56160	382.9212	NDNL2|56160	490.8322
NDN|4692	192.3329	NDN|4692	1427.7386
NDOR1|27158	640.6734	NDOR1|27158	518.6648
NDP|4693	980.8539	NDP|4693	112.4589
NDRG1|10397	1917.2227	NDRG1|10397	7377.1509
NDRG2|57447	902.7869	NDRG2|57447	6422.1909
NDRG3|57446	1800.3402	NDRG3|57446	1066.6667
NDRG4|65009	69.3445	NDRG4|65009	191.4433
NDST1|3340	4128.8325	NDST1|3340	6165.6794
NDST2|8509	520.3018	NDST2|8509	536.7184
NDUFA10|4705	2286.1878	NDUFA10|4705	2058.4861
NDUFA11|126328	912.3817	NDUFA11|126328	1776.7748
NDUFA12|55967	613.6334	NDUFA12|55967	679.6427
NDUFA13|51079	2154.8476	NDUFA13|51079	2567.5637
NDUFA1|4694	1372.4977	NDUFA1|4694	1763.2346
NDUFA2|4695	769.3314	NDUFA2|4695	937.2826
NDUFA3|4696	676.8721	NDUFA3|4696	932.7692
NDUFA4L2|56901	107.7238	NDUFA4L2|56901	477.292
NDUFA4|4697	2628.5490000000004	NDUFA4|4697	2739.6333
NDUFA5|4698	2051.9866	NDUFA5|4698	1336.3423
NDUFA6|4700	1055.8681	NDUFA6|4700	1013.6342
NDUFA7|4701	484.9754	NDUFA7|4701	459.6145
NDUFA8|4702	758.8643	NDUFA8|4702	846.2623
NDUFA9|4704	1190.1958	NDUFA9|4704	1287.0710000000001
NDUFAB1|4706	1124.3404	NDUFAB1|4706	949.6944
NDUFAF1|51103	479.3057	NDUFAF1|51103	456.2294
NDUFAF2|91942	92.4593	NDUFAF2|91942	208.7447
NDUFAF3|25915	625.845	NDUFAF3|25915	1355.9003
NDUFAF4|29078	167.9096	NDUFAF4|29078	243.3474
NDUFB10|4716	1486.3274	NDUFB10|4716	1470.9920000000002
NDUFB11|54539	1103.8423	NDUFB11|54539	1671.086
NDUFB1|4707	767.1508	NDUFB1|4707	834.9788
NDUFB2|4708	1136.9794	NDUFB2|4708	1442.016
NDUFB3|4709	743.5998	NDUFB3|4709	681.5233
NDUFB4|4710	1663.8318	NDUFB4|4710	1984.015
NDUFB5|4711	1389.9429	NDUFB5|4711	1471.7442
NDUFB6|4712	644.5985	NDUFB6|4712	637.5176
NDUFB7|4713	543.8528	NDUFB7|4713	1599.2478
NDUFB8|4714	1048.4539	NDUFB8|4714	1533.3220000000001
NDUFB9|4715	2159.7104	NDUFB9|4715	2672.6958
NDUFC1|4717	627.5895	NDUFC1|4717	807.1462
NDUFC2|4718	2154.4769	NDUFC2|4718	2291.6784
NDUFS1|4719	1859.2176	NDUFS1|4719	1223.8834
NDUFS2|4720	4865.0181	NDUFS2|4720	2592.1956
NDUFS3|4722	1107.0827	NDUFS3|4722	1345.9257
NDUFS4|4724	583.9766	NDUFS4|4724	824.4476
NDUFS5|4725	2467.6174	NDUFS5|4725	2676.0696
NDUFS6|4726	689.0837	NDUFS6|4726	1142.2661
NDUFS7|374291	434.7726	NDUFS7|374291	864.8575
NDUFS8|4728	962.9727	NDUFS8|4728	1420.5924
NDUFV1|4723	1463.6487	NDUFV1|4723	2658.0159999999996
NDUFV2|4729	1900.2137	NDUFV2|4729	1689.5157
NDUFV3|4731	621.9198	NDUFV3|4731	822.1909
NEAT1|283131	13155.3927	NEAT1|283131	9511.9887
NEBL|10529	3966.5925	NEBL|10529	1238.9281
NEB|4703	10.031	NEB|4703	15.4208
NECAB1|64168	14.3923	NECAB1|64168	76.3517
lowly_expressed	lowly_expressed	NECAB2|54550	26.3282
NECAB3|63941	504.6012	NECAB3|63941	410.7193
NECAP1|25977	846.9624	NECAP1|25977	607.8044
NECAP2|55707	1164.4642	NECAP2|55707	1569.9107
NEDD1|121441	1229.0113	NEDD1|121441	387.4001
NEDD4L|23327	1777.2253	NEDD4L|23327	1548.8481
NEDD4|4734	633.2592	NEDD4|4734	371.6032
NEDD8|4738	1574.4254	NEDD8|4738	1996.8029999999999
NEDD9|4739	1446.6396	NEDD9|4739	2818.6178
NEFH|4744	39.6877	NEFH|4744	51.528
NEFL|4747	37.071	lowly_expressed	lowly_expressed
NEFM|4741	20.027	NEFM|4741	8.7598
NEGR1|257194	316.6296	NEGR1|257194	443.4415
NEIL1|79661	146.1032	NEIL1|79661	147.4377
NEIL2|252969	402.1109	NEIL2|252969	649.5534
NEIL3|55247	20.0619	NEIL3|55247	7.1462
NEK10|152110	264.2941	NEK10|152110	138.787
NEK11|79858	589.6463	NEK11|79858	230.9356
NEK1|4750	648.9598	NEK1|4750	363.7047
NEK2|4751	327.5328	NEK2|4751	38.74
NEK3|4752	129.9664	NEK3|4752	203.4791
NEK4|6787	826.4643	NEK4|6787	329.102
NEK5|341676	59.7497	lowly_expressed	lowly_expressed
NEK6|10783	809.4553	NEK6|10783	727.4095
NEK7|140609	1857.0369	NEK7|140609	3428.6789
NEK8|284086	114.7019	NEK8|284086	80.8651
NEK9|91754	2106.9388	NEK9|91754	2349.6004
NELF|26012	430.4592	NELF|26012	625.8580000000001
NELL2|4753	109.4684	NELL2|4753	73.7189
NENF|29937	1366.828	NENF|29937	1668.0771
NEO1|4756	2062.4537	NEO1|4756	1451.0578
NES|10763	691.7005	NES|10763	2988.6225
NET1|10276	4667.4517	NET1|10276	2336.4363
NETO1|81832	174.4516	lowly_expressed	lowly_expressed
NETO2|81831	70.6529	NETO2|81831	97.4142
NEU1|4758	2318.8975	NEU1|4758	1786.5538
NEU3|10825	149.5922	NEU3|10825	50.3996
NEURL1B|54492	522.0463	NEURL1B|54492	1538.3169
lowly_expressed	lowly_expressed	NEURL2|140825	29.5364
NEURL3|93082	41.8684	NEURL3|93082	14.2924
NEURL4|84461	670.1426	NEURL4|84461	432.1504
NEURL|9148	5.6697	lowly_expressed	lowly_expressed
NEUROG2|63973	1185.3984	NEUROG2|63973	107.9455
NEXN|91624	160.0593	NEXN|91624	545.3691
NF1|4763	3170.2211	NF1|4763	1288.1993
NF2|4771	833.0062	NF2|4771	1090.362
NFAM1|150372	269.9638	NFAM1|150372	359.9436
NFASC|23114	29.2294	NFASC|23114	363.5167
NFAT5|10725	1268.6989999999998	NFAT5|10725	1532.299
NFATC1|4772	399.9302	NFATC1|4772	689.7978
NFATC2IP|84901	1010.5107	NFATC2IP|84901	698.0724
NFATC2|4773	44.049	NFATC2|4773	74.4711
NFATC3|4775	611.8889	NFATC3|4775	891.3963
NFATC4|4776	1113.001	NFATC4|4776	796.615
NFE2L1|4779	6865.1053	NFE2L1|4779	9992.2896
NFE2L2|4780	2372.8641	NFE2L2|4780	2519.1801
NFE2L3|9603	1443.5867	NFE2L3|9603	392.2896
lowly_expressed	lowly_expressed	NFE2|4778	21.8148
NFIA|4774	2248.2446	NFIA|4774	2442.5012
NFIB|4781	361.1147	NFIB|4781	4952.7033
NFIC|4782	1071.5688	NFIC|4782	1114.0574
NFIL3|4783	167.4735	NFIL3|4783	760.5078
NFIX|4784	8930.1758	NFIX|4784	6281.8994
NFKB1|4790	2500.7632	NFKB1|4790	1453.6906
NFKB2|4791	862.663	NFKB2|4791	937.6587
NFKBIA|4792	1868.3763	NFKBIA|4792	4775.9285
NFKBIB|4793	288.2812	NFKBIB|4793	429.149
NFKBID|84807	8.2864	NFKBID|84807	46.6385
NFKBIE|4794	359.3702	NFKBIE|4794	311.4245
NFKBIL1|4795	324.4799	NFKBIL1|4795	542.7362
NFKBIL2|4796	118.1299	NFKBIL2|4796	84.2501
NFKBIZ|64332	233.7651	NFKBIZ|64332	430.6535
NFRKB|4798	700.423	NFRKB|4798	595.3926
NFS1|9054	517.2489	NFS1|9054	570.945
NFU1|27247	781.543	NFU1|27247	856.0414
NFX1|4799	1148.3274	NFX1|4799	902.6798
NFXL1|152518	234.2012	NFXL1|152518	107.1932
NFYA|4800	1504.6448	NFYA|4800	709.732
NFYB|4801	674.2553	NFYB|4801	687.9173
NFYC|4802	914.3094	NFYC|4802	960.6356
NGDN|25983	453.5741	NGDN|25983	482.9337
NGEF|25791	152.209	NGEF|25791	63.9398
NGFRAP1|27018	1018.7972	NGFRAP1|27018	1615.4208
NGFR|4804	76.7587	NGFR|4804	898.5425
lowly_expressed	lowly_expressed	NGF|4803	7.5223
NGLY1|55768	790.7017	NGLY1|55768	631.1236
NGRN|51335	2700.6019	NGRN|51335	3402.0235
NHEDC1|150159	8.2995	lowly_expressed	lowly_expressed
NHEDC2|133308	55.3884	NHEDC2|133308	186.5538
NHEJ1|79840	129.0942	NHEJ1|79840	241.0907
NHLH2|4808	8.2864	lowly_expressed	lowly_expressed
NHLRC1|378884	107.7238	NHLRC1|378884	95.9097
NHLRC2|374354	235.9457	NHLRC2|374354	73.3427
NHLRC3|387921	878.3636	NHLRC3|387921	751.8571
NHLRC4|283948	191.0245	NHLRC4|283948	76.3517
NHP2L1|4809	1924.6369	NHP2L1|4809	2439.4922
NHP2|55651	1065.8991	NHP2|55651	1277.6681
NHSL1|57224	199.747	NHSL1|57224	257.2638
NHSL2|340527	57.568999999999996	NHSL2|340527	51.1519
NHS|4810	240.7432	NHS|4810	212.1298
NICN1|84276	274.7612	NICN1|84276	411.449
NID1|4811	1693.8767	NID1|4811	3229.6794
NID2|22795	853.5043	NID2|22795	567.1838
NIF3L1|60491	470.147	NIF3L1|60491	450.2116
NINJ1|4814	2431.4187	NINJ1|4814	2141.2318
NINJ2|4815	101.1906	NINJ2|4815	162.6027
NINL|22981	187.5354	NINL|22981	265.5383
NIN|51199	1663.3957	NIN|51199	897.7903
NIP7|51388	295.2593	NIP7|51388	440.4325
NIPA1|123606	427.4063	NIPA1|123606	321.9558
NIPA2|81614	843.9095	NIPA2|81614	816.5491
lowly_expressed	lowly_expressed	NIPAL1|152519	14.6685
NIPAL2|79815	119.0632	NIPAL2|79815	165.1152
NIPAL3|57185	1292.6861	NIPAL3|57185	994.0762
NIPAL4|348938	5.2335	NIPAL4|348938	10.1551
NIPBL|25836	2392.6033	NIPBL|25836	1329.1961
NIPSNAP1|8508	1478.0409	NIPSNAP1|8508	921.8618
NIPSNAP3A|25934	522.0463	NIPSNAP3A|25934	637.8937
NIPSNAP3B|55335	13.9561	NIPSNAP3B|55335	77.1641
NISCH|11188	1679.5325	NISCH|11188	2491.0202
NIT1|4817	979.1356	NIT1|4817	772.1674
NIT2|56954	1018.7972	NIT2|56954	839.4922
NKAIN1|79570	402.54699999999997	NKAIN1|79570	100.7992
lowly_expressed	lowly_expressed	NKAIN2|154215	12.0357
lowly_expressed	lowly_expressed	NKAPL|222698	56.7936
NKAP|79576	304.418	NKAP|79576	274.189
NKD1|85407	29.6568	NKD1|85407	9.0268
NKD2|85409	109.4684	NKD2|85409	32.346
NKG7|4818	27.4761	NKG7|4818	244.0997
NKIRAS1|28512	247.2851	NKIRAS1|28512	299.3888
NKIRAS2|28511	539.0553	NKIRAS2|28511	866.1965
NKPD1|284353	13.9561	NKPD1|284353	22.566999999999997
NKRF|55922	301.3651	NKRF|55922	234.3206
NKTR|4820	1741.8989	NKTR|4820	1352.5153
lowly_expressed	lowly_expressed	NKX2-8|26257	5.2656
NKX3-1|4824	405.5999	NKX3-1|4824	163.6107
NKX3-2|579	19.6258	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NKX6-1|4825	9.779
NLE1|54475	182.3019	NLE1|54475	373.4838
NLGN1|22871	27.9123	NLGN1|22871	31.5938
NLGN2|57555	569.5844	NLGN2|57555	614.1984
NLGN3|54413	16.1368	NLGN3|54413	43.2534
NLGN4X|57502	162.24	NLGN4X|57502	150.0705
NLK|51701	959.9198	NLK|51701	360.3197
NLN|57486	360.2425	NLN|57486	211.0014
NLRC3|197358	67.1639	NLRC3|197358	94.7814
NLRC4|58484	16.1368	NLRC4|58484	91.3963
NLRC5|84166	282.1754	NLRC5|84166	546.4974
NLRP12|91662	10.031	NLRP12|91662	13.1641
lowly_expressed	lowly_expressed	NLRP13|126204	7.8984
NLRP1|22861	98.12899999999999	NLRP1|22861	545.7452
NLRP2|55655	764.534	NLRP2|55655	294.1232
NLRP3|114548	44.4851	NLRP3|114548	281.3352
lowly_expressed	lowly_expressed	NLRP5|126206	18.4297
NLRP6|171389	17.009	NLRP6|171389	7.1462
NLRP7|199713	6.1058	NLRP7|199713	7.1462
lowly_expressed	lowly_expressed	NLRP9|338321	8.2746
NLRX1|79671	419.9921	NLRX1|79671	718.0066
NMB|4828	22.2426	NMB|4828	1455.9473
NMD3|51068	898.4256	NMD3|51068	880.8651
NME1-NME2|654364	68.4984	NME1-NME2|654364	160.8049
NME1|4830	1153.8314	NME1|4830	1001.0795
NME2P1|283458	51.8993	NME2P1|283458	112.4589
NME2|4831	3912.6477	NME2|4831	6689.9257
NME3|4832	849.5791	NME3|4832	765.0212
NME4|4833	1505.517	NME4|4833	2176.2106
NME5|8382	232.0206	NME5|8382	62.4354
NME6|10201	297.8761	NME6|10201	171.1331
NME7|29922	608.3737	NME7|29922	250.6215
NMI|9111	549.9586	NMI|9111	391.1613
NMNAT1|64802	370.7096	NMNAT1|64802	227.9267
NMNAT2|23057	23.9871	NMNAT2|23057	257.6399
NMNAT3|349565	199.3109	NMNAT3|349565	233.1923
NMRAL1|57407	956.4307	NMRAL1|57407	720.6394
NMT1|4836	2081.6433	NMT1|4836	2976.5867
NMT2|9397	186.227	NMT2|9397	1264.504
lowly_expressed	lowly_expressed	NMUR1|10316	95.5336
NNAT|4826	7.4142	NNAT|4826	771.4151
NNMT|4837	1420.0358	NNMT|4837	3379.7837
NNT|23530	1386.0177	NNT|23530	1272.0263
NOB1|28987	398.6218	NOB1|28987	1140.0094
NOC2L|26155	1474.4821	NOC2L|26155	1573.8185
NOC3L|64318	506.7818	NOC3L|64318	265.1622
NOC4L|79050	285.2283	NOC4L|79050	400.9403
NOD1|10392	226.787	NOD1|10392	431.7819
NOD2|64127	169.218	NOD2|64127	61.306999999999995
NOG|9241	6.1058	NOG|9241	6.394
NOL10|79954	757.1198	NOL10|79954	603.2909999999999
NOL11|25926	1137.4242	NOL11|25926	786.0837
NOL12|79159	227.6593	NOL12|79159	289.2337
NOL3|8996	375.0709	NOL3|8996	607.3982
lowly_expressed	lowly_expressed	NOL4|8715	6.394
NOL6|65083	1017.4888	NOL6|65083	1003.8552
NOL7|51406	618.4308	NOL7|51406	608.9328
NOL8|55035	898.8617	NOL8|55035	608.9328
NOL9|79707	289.5896	NOL9|79707	138.4109
NOLC1|9221	2607.6148	NOLC1|9221	1624.8237
NOM1|64434	440.9263	NOM1|64434	385.1434
NOMO1|23420	4017.1835	NOMO1|23420	4278.7024
NOMO2|283820	1251.2539	NOMO2|283820	1609.0268
NOMO3|408050	1599.7209	NOMO3|408050	887.6352
NONO|4841	6860.744000000001	NONO|4841	5741.4198
NOP10|55505	628.4618	NOP10|55505	1051.2459
NOP14|8602	871.9395	NOP14|8602	825.2261
NOP16|51491	166.6012	NOP16|51491	161.35399999999998
NOP2|4839	559.5534	NOP2|4839	500.6112
NOP56|10528	1489.3803	NOP56|10528	1382.6046
NOP58|51602	1278.2939	NOP58|51602	828.5849
NOS1AP|9722	65.4193	NOS1AP|9722	51.1519
lowly_expressed	lowly_expressed	NOS2|4843	12.0357
NOS3|4846	95.2331	NOS3|4846	384.7485
NOSIP|51070	554.3199	NOSIP|51070	966.6197
NOSTRIN|115677	1789.4370000000001	NOSTRIN|115677	866.1965
NOTCH1|4851	482.3586	NOTCH1|4851	2023.8834
NOTCH2NL|388677	1771.3114	NOTCH2NL|388677	577.3841
NOTCH2|4853	10869.2049	NOTCH2|4853	5001.9746
NOTCH3|4854	2603.6897	NOTCH3|4854	9140.3855
NOTCH4|4855	230.2761	NOTCH4|4855	1209.5910000000001
lowly_expressed	lowly_expressed	NOTO|344022	24.4476
NOTUM|147111	22.6787	lowly_expressed	lowly_expressed
NOVA1|4857	1282.219	NOVA1|4857	721.7677
NOVA2|4858	15.2645	NOVA2|4858	83.4979
NOV|4856	258.1883	NOV|4856	296.756
NOX4|50507	239.8709	NOX4|50507	251.9981
NOXA1|10811	161.3677	NOXA1|10811	101.5515
lowly_expressed	lowly_expressed	NOXO1|124056	7.1462
NPAS1|4861	23.551	NPAS1|4861	30.4654
NPAS2|4862	969.0785	NPAS2|4862	286.2247
NPAS3|64067	720.9211	NPAS3|64067	124.1185
lowly_expressed	lowly_expressed	NPAS4|266743	5.2656
NPAT|4863	643.2902	NPAT|4863	312.1768
NPC1L1|29881	31.4013	NPC1L1|29881	14.2924
NPC1|4864	912.53	NPC1|4864	1127.165
NPC2|10577	2373.8497	NPC2|10577	5432.6281
NPDC1|56654	1409.5687	NPDC1|56654	2313.8693
NPEPL1|79716	358.49800000000005	NPEPL1|79716	831.2177
NPEPPS|9520	2831.3489	NPEPPS|9520	1712.835
NPFFR2|10886	6.1058	lowly_expressed	lowly_expressed
NPFF|8620	5.6697	NPFF|8620	18.4297
NPHP1|4867	190.5883	NPHP1|4867	119.229
NPHP3|27031	336.2554	NPHP3|27031	355.4302
NPHP4|261734	246.4128	NPHP4|261734	220.4043
NPIPL3|23117	654.08	NPIPL3|23117	1272.4589
NPIP|9284	509.7126	NPIP|9284	654.6874
NPLOC4|55666	1814.7324	NPLOC4|55666	2776.8688
NPL|80896	164.8567	NPL|80896	288.4814
NPM1|4869	7567.2729	NPM1|4869	7569.7226
lowly_expressed	lowly_expressed	NPM2|10361	16.173
NPM3|10360	153.5174	NPM3|10360	245.9803
NPNT|255743	4643.9007	NPNT|255743	1171.2271
lowly_expressed	lowly_expressed	NPPA|4878	6.394
NPR1|4881	40.1239	NPR1|4881	3299.2948
NPR2|4882	114.7019	NPR2|4882	674.0009
NPR3|4883	19.6258	NPR3|4883	224.1655
NPRL2|10641	460.2512	NPRL2|10641	385.6361
NPRL3|8131	778.9263	NPRL3|8131	1025.67
NPTN|27020	3001.0031	NPTN|27020	2028.7729
lowly_expressed	lowly_expressed	NPTX1|4884	7.1462
NPTX2|4885	174.0154	NPTX2|4885	47.3907
NPTXR|23467	726.5908	NPTXR|23467	805.2656
NPY1R|4886	649.8321	NPY1R|4886	3255.6653
lowly_expressed	lowly_expressed	NPY2R|4887	186.1777
lowly_expressed	lowly_expressed	NPY5R|4889	124.1185
NQO1|1728	1653.3647	NQO1|1728	5795.2045
NQO2|4835	407.7805	NQO2|4835	1304.7485
lowly_expressed	lowly_expressed	NR0B1|190	34.6027
NR1D1|9572	367.3339	NR1D1|9572	435.9492
NR1D2|9975	1565.2667	NR1D2|9975	1038.4579
NR1H2|7376	792.0101	NR1H2|7376	1714.3394
NR1H3|10062	361.1147	NR1H3|10062	1442.031
lowly_expressed	lowly_expressed	NR1H4|9971	32.7221
NR1I3|9970	15.6919	lowly_expressed	lowly_expressed
NR2C1|7181	172.7071	NR2C1|7181	342.2661
NR2C2AP|126382	398.5695	NR2C2AP|126382	380.6338
NR2C2|7182	1386.0221	NR2C2|7182	748.4984
NR2E3|10002	10.9032	NR2E3|10002	6.0179
NR2F1|7025	47.5381	NR2F1|7025	582.6046
NR2F2|7026	918.9236	NR2F2|7026	1564.645
NR2F6|2063	855.2488	NR2F6|2063	985.0494
NR3C1|2908	786.7766	NR3C1|2908	2110.7663
NR3C2|4306	211.9587	NR3C2|4306	510.0141
NR4A1|3164	412.1418	NR4A1|3164	6924.3065
NR4A2|4929	547.3418	NR4A2|4929	681.8994
NR4A3|8013	18.3174	NR4A3|8013	306.9111
NR5A2|2494	40.9961	NR5A2|2494	199.7179
NR6A1|2649	9.5948	NR6A1|2649	5.2656
NRARP|441478	283.9199	NRARP|441478	184.2971
NRAS|4893	787.6488	NRAS|4893	913.2111
NRBF2|29982	282.1754	NRBF2|29982	474.283
NRBP1|29959	2059.4008	NRBP1|29959	2259.3324
NRBP2|340371	234.6374	NRBP2|340371	928.6319
NRCAM|4897	33.1458	NRCAM|4897	94.0291
NRD1|4898	2817.829	NRD1|4898	2572.6375
NRF1|4899	454.8825	NRF1|4899	417.4894
NRG1|3084	9.1587	NRG1|3084	48.1429
lowly_expressed	lowly_expressed	NRG2|9542	46.6385
lowly_expressed	lowly_expressed	NRG3|10718	6.7701
NRGN|4900	12.6477	NRGN|4900	135.7781
NRIP1|8204	2538.7064	NRIP1|8204	1337.0945
NRIP2|83714	55.8245	NRIP2|83714	145.181
NRIP3|56675	4526.5821	NRIP3|56675	472.0263
NRK|203447	110.3406	NRK|203447	32.7221
NRL|4901	25.374000000000002	NRL|4901	23.6953
NRM|11270	155.69799999999998	NRM|11270	428.3968
lowly_expressed	lowly_expressed	NRN1L|123904	5.2017
NRN1|51299	79.3755	NRN1|51299	1651.1519
NRP1|8829	1785.0757	NRP1|8829	4972.2614
NRP2|8828	760.6088	NRP2|8828	1260.3667
NRSN2|80023	1167.5171	NRSN2|80023	698.4485
lowly_expressed	lowly_expressed	NRTN|4902	15.7969
lowly_expressed	lowly_expressed	NRXN1|9378	109.82600000000001
NRXN2|9379	20.0619	NRXN2|9379	98.5425
NRXN3|9369	96.3845	NRXN3|9369	56.4175
NSA2|10412	1314.4926	NSA2|10412	1820.7804
NSD1|64324	2683.0651	NSD1|64324	1511.9887
NSDHL|50814	485.8476	NSDHL|50814	530.7005
NSFL1C|55968	1603.2099	NSFL1C|55968	1879.0785
NSF|4905	952.9417	NSF|4905	528.8199
NSL1|25936	1090.7584	NSL1|25936	519.7931
NSMAF|8439	516.3766	NSMAF|8439	757.4988
NSMCE1|197370	1571.8086	NSMCE1|197370	1162.2003
NSMCE2|286053	219.3728	NSMCE2|286053	237.7057
NSMCE4A|54780	522.9186	NSMCE4A|54780	674.7532
NSUN2|54888	1212.0023	NSUN2|54888	1841.0907
NSUN3|63899	128.2219	NSUN3|63899	74.4711
NSUN4|387338	752.7585	NSUN4|387338	507.3813
NSUN5P1|155400	31.8374	NSUN5P1|155400	66.9488
NSUN5P2|260294	131.458	NSUN5P2|260294	233.512
NSUN5|55695	365.9122	NSUN5|55695	461.4951
NSUN6|221078	265.6025	NSUN6|221078	195.2045
NSUN7|79730	101.618	NSUN7|79730	100.04700000000001
NT5C2|22978	833.4424	NT5C2|22978	961.3539999999999
NT5C3L|115024	335.8193	NT5C3L|115024	659.7085
NT5C3|51251	529.8966	NT5C3|51251	367.0898
NT5C|30833	212.8309	NT5C|30833	472.4024
NT5DC1|221294	1031.881	NT5DC1|221294	739.0691
NT5DC2|64943	279.6023	NT5DC2|64943	664.9741
NT5DC3|51559	297.8761	NT5DC3|51559	371.9793
NT5E|4907	370.7096	NT5E|4907	1109.9201
NT5M|56953	61.9303	NT5M|56953	72.9666
NTAN1|123803	414.7586	NTAN1|123803	1097.5082
NTF3|4908	7.4142	NTF3|4908	18.4297
NTF4|4909	5.2335	NTF4|4909	48.2144
NTHL1|4913	242.4877	NTHL1|4913	261.0249
NTM|50863	246.4128	NTM|50863	197.4612
NTN1|9423	357.1896	NTN1|9423	416.7372
NTN4|59277	9450.9137	NTN4|59277	3637.4236
lowly_expressed	lowly_expressed	NTN5|126147	9.779
NTNG1|22854	155.2619	NTNG1|22854	10.9074
NTNG2|84628	15.2645	NTNG2|84628	10.1551
NTRK2|4915	224.1703	NTRK2|4915	5901.2694
NTRK3|4916	13.9561	NTRK3|4916	183.5449
lowly_expressed	lowly_expressed	NTS|4922	29.7132
NUAK1|9891	929.3907	NUAK1|9891	1213.7283
NUAK2|81788	259.9328	NUAK2|81788	81.9934
NUB1|51667	1516.7561	NUB1|51667	1609.7414
NUBP1|4682	544.5113	NUBP1|4682	474.7983
NUBP2|10101	725.2824	NUBP2|10101	956.0884
NUBPL|80224	361.98699999999997	NUBPL|80224	354.3018
NUCB1|4924	4933.0542	NUCB1|4924	10037.7997
NUCB2|4925	4884.0028	NUCB2|4925	2448.9215
NUCKS1|64710	14723.2762	NUCKS1|64710	7053.6906
NUDCD1|84955	393.3883	NUDCD1|84955	287.7292
NUDCD2|134492	409.9612	NUDCD2|134492	415.6088
NUDCD3|23386	2265.2536	NUDCD3|23386	2811.8477
NUDC|10726	2262.2007	NUDC|10726	2559.8496
NUDT10|170685	41.8684	NUDT10|170685	21.8148
NUDT11|55190	35.7626	NUDT11|55190	36.1072
NUDT12|83594	704.7843	NUDT12|83594	191.8195
NUDT13|25961	64.111	NUDT13|25961	63.9398
NUDT14|256281	377.2515	NUDT14|256281	502.8679
NUDT15|55270	383.0608	NUDT15|55270	476.7315
NUDT16L1|84309	693.8811	NUDT16L1|84309	498.7306
NUDT16P1|152195	126.4774	NUDT16P1|152195	57.1697
NUDT16|131870	839.112	NUDT16|131870	1069.2995
NUDT17|200035	34.8903	NUDT17|200035	38.74
NUDT18|79873	221.1174	NUDT18|79873	231.6878
NUDT19|390916	473.1999	NUDT19|390916	373.8599
NUDT1|4521	140.4335	NUDT1|4521	235.449
NUDT21|11051	1724.4537	NUDT21|11051	1889.9859
NUDT22|84304	328.7583	NUDT22|84304	385.3126
NUDT2|318	588.3379	NUDT2|318	609.3089
NUDT3|11165	764.0979	NUDT3|11165	426.5162
NUDT4|11163	845.654	NUDT4|11163	786.8359
NUDT5|11164	511.4571	NUDT5|11164	581.89
NUDT6|11162	93.3011	NUDT6|11162	83.6483
NUDT7|283927	33.5819	NUDT7|283927	175.2703
NUDT8|254552	114.2658	NUDT8|254552	370.4748
NUDT9|53343	677.3082	NUDT9|53343	654.4429
NUF2|83540	163.9845	NUF2|83540	20.3103
NUFIP1|26747	208.9058	NUFIP1|26747	146.3094
NUFIP2|57532	3424.9204	NUFIP2|57532	1570.2868
NUMA1|4926	11029.6655	NUMA1|4926	10302.9732
NUMBL|9253	226.3509	NUMBL|9253	532.205
NUMB|8650	1679.0963	NUMB|8650	1547.3437
NUP107|57122	838.2398	NUP107|57122	662.7174
NUP133|55746	2890.6625	NUP133|55746	1220.8745
NUP153|9972	1464.0848	NUP153|9972	909.826
NUP155|9631	774.1288	NUP155|9631	300.14099999999996
NUP160|23279	1106.0229	NUP160|23279	782.6986
NUP188|23511	1321.4706	NUP188|23511	1457.4518
NUP205|23165	1300.5364	NUP205|23165	903.8082
NUP210|23225	1784.6395	NUP210|23225	850.3996
NUP214|8021	1498.1028	NUP214|8021	1510.8604
NUP35|129401	265.6025	NUP35|129401	195.9567
NUP37|79023	299.6206	NUP37|79023	274.9412
NUP43|348995	1204.1519	NUP43|348995	675.5054
NUP50|10762	1672.1183	NUP50|10762	1000.4701
NUP54|53371	797.2437	NUP54|53371	646.5444
NUP62CL|54830	77.1948	NUP62CL|54830	13.9163
NUP62|23636	1421.0563	NUP62|23636	1290.6291
NUP85|79902	573.5095	NUP85|79902	578.0912
NUP88|4927	790.2874	NUP88|4927	801.1961
NUP93|9688	495.0063	NUP93|9688	736.4363
NUP98|4928	2892.8431	NUP98|4928	1910.6723
NUPL1|9818	1429.1945	NUPL1|9818	580.724
NUPL2|11097	425.2257	NUPL2|11097	284.7203
NUPR1|26471	2417.4626	NUPR1|26471	3473.8129
NUS1|116150	1095.992	NUS1|116150	1022.2849
NUSAP1|51203	518.9934	NUSAP1|51203	119.9812
NUTF2|10204	823.8475	NUTF2|10204	1416.8312
NVL|4931	1212.4384	NVL|4931	388.5284
NWD1|284434	42.3045	NWD1|284434	19.9342
