gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
ALG6|29929	374.395	ALG6|29929	472.6121
ALG8|79053	1099.4614	ALG8|79053	964.8061
ALG9|79796	550.2761	ALG9|79796	790.1566
ALKBH1|8846	399.2092	ALKBH1|8846	324.4247
ALKBH2|121642	317.6767	ALKBH2|121642	125.1655
ALKBH3|221120	178.3353	ALKBH3|221120	396.666
ALKBH4|54784	188.3755	ALKBH4|54784	64.0831
ALKBH5|54890	2027.3284	ALKBH5|54890	1910.8136
ALKBH6|84964	125.98	ALKBH6|84964	29.1082
ALKBH7|84266	508.0101	ALKBH7|84266	121.7254
ALKBH8|91801	402.2087	ALKBH8|91801	423.1281
lowly_expressed	lowly_expressed	ALK|238	77.0045
ALMS1|7840	1269.8889	ALMS1|7840	808.6801
ALOX12P2|245	38.7211	ALOX12P2|245	15.0834
ALOX15B|247	19.6332	ALOX15B|247	252.7125
ALOX15|246	7.9078	ALOX15|246	30.1667
ALOX5AP|241	126.5253	ALOX5AP|241	525.5362
ALOX5|240	149.9761	ALOX5|240	447.7378
lowly_expressed	lowly_expressed	ALOXE3|59344	12.9664
ALPK1|80216	509.6462	ALPK1|80216	714.2106
ALPK2|115701	23.9962	ALPK2|115701	22.2281
ALPK3|57538	176.4265	ALPK3|57538	145.2766
ALPL|249	180.7894	ALPL|249	409.1032
ALS2CL|259173	77.9876	ALS2CL|259173	163.5354
lowly_expressed	lowly_expressed	ALS2CR11|151254	14.5541
ALS2CR4|65062	816.6883	ALS2CR4|65062	1720.2975
ALS2CR8|79800	210.512	ALS2CR8|79800	322.5723
ALS2|57679	768.4232	ALS2|57679	913.9989999999999
lowly_expressed	lowly_expressed	ALX3|257	6.8801
lowly_expressed	lowly_expressed	ALX4|60529	5.557
AMACR|23600	545.0951	AMACR|23600	249.0078
AMBRA1|55626	867.4075	AMBRA1|55626	564.7
AMD1|262	635.3535	AMD1|262	4097.6476
lowly_expressed	lowly_expressed	AMDHD1|144193	15.0834
AMDHD2|51005	142.3492	AMDHD2|51005	43.927
AMFR|267	5311.3368	AMFR|267	3502.2516
AMH|268	11.9981	lowly_expressed	lowly_expressed
AMICA1|120425	14.7249	AMICA1|120425	124.9009
AMIGO1|57463	46.3563	AMIGO1|57463	79.9154
AMIGO2|347902	856.5001	AMIGO2|347902	2908.4433
AMIGO3|386724	86.9862	AMIGO3|386724	34.135999999999996
AMMECR1L|83607	988.4791	AMMECR1L|83607	1081.5038
AMMECR1|9949	403.8448	AMMECR1|9949	400.1061
AMN1|196394	304.5879	AMN1|196394	381.5827
AMOTL1|154810	214.6022	AMOTL1|154810	2027.2572
AMOTL2|51421	1197.9003	AMOTL2|51421	3563.1143
AMOT|154796	2346.7176	AMOT|154796	1584.2826
lowly_expressed	lowly_expressed	AMPD1|270	43.927
AMPD2|271	589.2699	AMPD2|271	344.0066
AMPD3|272	153.2483	AMPD3|272	286.5839
AMPH|273	40.0845	AMPH|273	100.5558
AMT|275	65.2233	AMT|275	105.2025
lowly_expressed	lowly_expressed	AMY1A|276	19.0527
AMY2B|280	49.8003	AMY2B|280	343.9087
AMZ1|155185	57.5363	lowly_expressed	lowly_expressed
AMZ2P1|201283	156.7932	AMZ2P1|201283	302.7258
AMZ2|51321	1943.4181	AMZ2|51321	1357.7675
ANAPC10|10393	175.3357	ANAPC10|10393	247.4201
ANAPC11|51529	900.4022	ANAPC11|51529	198.73
ANAPC13|25847	1338.3953	ANAPC13|25847	1803.9070000000002
ANAPC16|119504	2111.6641	ANAPC16|119504	3058.7477
ANAPC1|64682	763.5149	ANAPC1|64682	968.5108
ANAPC2|29882	691.799	ANAPC2|29882	209.0502
ANAPC4|29945	559.5473	ANAPC4|29945	814.5017
ANAPC5|51433	2254.5504	ANAPC5|51433	2498.5462
ANAPC7|51434	1404.5947	ANAPC7|51434	883.8323
ANGEL1|23357	313.8592	ANGEL1|23357	606.5101
ANGEL2|90806	1860.2495	ANGEL2|90806	1179.1487
ANGPT1|284	35.7216	ANGPT1|284	721.8846
ANGPT2|285	129.5248	ANGPT2|285	1021.9642
lowly_expressed	lowly_expressed	ANGPT4|51378	11.3787
ANGPTL1|9068	13.0888	ANGPTL1|9068	869.2782
ANGPTL2|23452	395.119	ANGPTL2|23452	3963.485
ANGPTL4|51129	9.2713	ANGPTL4|51129	328.1294
lowly_expressed	lowly_expressed	ANGPTL5|253935	38.6346
lowly_expressed	lowly_expressed	ANGPTL7|10218	251.9187
ANG|283	640.2972	ANG|283	391.9135
ANK1|286	14.1796	ANK1|286	11.6433
ANK2|287	55.3548	ANK2|287	2750.4649
ANK3|288	2507.8737	ANK3|288	1184.4411
ANKAR|150709	50.7192	ANKAR|150709	89.971
ANKDD1A|348094	39.5392	ANKDD1A|348094	322.3077
ANKFN1|162282	22.6328	lowly_expressed	lowly_expressed
ANKFY1|51479	1690.3674	ANKFY1|51479	2283.6744
ANKHD1-EIF4EBP3|404734	1422.0629	ANKHD1-EIF4EBP3|404734	907.2856
ANKHD1|54882	2189.7689	ANKHD1|54882	3215.2072
ANKH|56172	845.5927	ANKH|56172	1750.9935
ANKIB1|54467	1783.6253	ANKIB1|54467	1954.2220000000002
lowly_expressed	lowly_expressed	ANKK1|255239	15.6126
ANKLE2|23141	1109.2781	ANKLE2|23141	1393.4913
ANKMY1|51281	251.9599	ANKMY1|51281	184.7051
ANKMY2|57037	396.4824	ANKMY2|57037	849.4316
ANKRA2|57763	677.0741	ANKRA2|57763	352.4744
ANKRD10|55608	822.6709	ANKRD10|55608	1856.6697
ANKRD11|29123	1313.5401	ANKRD11|29123	1163.1815
ANKRD12|23253	2023.0418	ANKRD12|23253	2980.4201
ANKRD13A|88455	512.373	ANKRD13A|88455	1901.0333
ANKRD13B|124930	128.7068	ANKRD13B|124930	73.0352
ANKRD13C|81573	750.1534	ANKRD13C|81573	965.6
ANKRD13D|338692	371.3955	ANKRD13D|338692	137.6026
ANKRD16|54522	132.2517	ANKRD16|54522	99.74600000000001
ANKRD17|26057	2994.3418	ANKRD17|26057	3407.2528
ANKRD19|138649	28.9045	ANKRD19|138649	17.2003
lowly_expressed	lowly_expressed	ANKRD20A3|441425	10.5848
lowly_expressed	lowly_expressed	ANKRD20B|729171	9.2617
ANKRD22|118932	160.0654	ANKRD22|118932	77.248
ANKRD23|200539	10.362	ANKRD23|200539	15.0834
ANKRD24|170961	78.8056	ANKRD24|170961	6.8801
ANKRD26|22852	404.3902	ANKRD26|22852	402.7523
ANKRD27|84079	887.0407	ANKRD27|84079	806.8277
ANKRD28|23243	2249.9148	ANKRD28|23243	2531.3592
ANKRD29|147463	213.2388	ANKRD29|147463	429.7436
ANKRD30A|91074	2114.6636	ANKRD30A|91074	496.9572
ANKRD30B|374860	418.8425	ANKRD30B|374860	37.5761
ANKRD31|256006	8.9986	lowly_expressed	lowly_expressed
ANKRD32|84250	349.0354	ANKRD32|84250	254.0356
ANKRD34A|284615	8.1805	ANKRD34A|284615	12.4372
lowly_expressed	lowly_expressed	ANKRD35|148741	56.8934
ANKRD36BP1|84832	125.1619	ANKRD36BP1|84832	318.603
ANKRD36B|57730	33.5401	ANKRD36B|57730	63.5089
ANKRD36|375248	114.7999	ANKRD36|375248	340.0373
ANKRD37|353322	37.0387	ANKRD37|353322	150.5267
ANKRD39|51239	145.8859	ANKRD39|51239	55.3057
ANKRD40|91369	1908.2419	ANKRD40|91369	2540.8855
ANKRD42|338699	282.7732	ANKRD42|338699	350.6221
ANKRD43|134548	131.161	ANKRD43|134548	88.3832
ANKRD44|91526	179.9714	ANKRD44|91526	88.3832
lowly_expressed	lowly_expressed	ANKRD45|339416	20.1112
ANKRD46|157567	285.211	ANKRD46|157567	691.7178
ANKRD49|54851	303.4972	ANKRD49|54851	416.7772
ANKRD50|57182	1621.6511	ANKRD50|57182	1564.9653
ANKRD52|283373	896.312	ANKRD52|283373	725.3246
lowly_expressed	lowly_expressed	ANKRD53|79998	34.135999999999996
ANKRD54|129138	358.5793	ANKRD54|129138	215.6657
ANKRD55|79722	12.2708	ANKRD55|79722	5.0278
ANKRD56|345079	19.3606	ANKRD56|345079	97.6449
ANKRD57|65124	970.2093	ANKRD57|65124	1091.0301
ANKRD5|63926	374.395	ANKRD5|63926	202.17
ANKRD6|22881	151.3396	ANKRD6|22881	387.9812
ANKRD9|122416	70.0798	ANKRD9|122416	27.2559
ANKS1A|23294	770.6047	ANKS1A|23294	1075.1529
ANKS1B|56899	276.7741	ANKS1B|56899	116.6976
ANKS3|124401	139.8868	ANKS3|124401	73.5645
ANKS6|203286	19.3606	ANKS6|203286	191.3206
ANKZF1|55139	584.9069	ANKZF1|55139	347.18199999999996
ANLN|54443	2225.1006	ANLN|54443	95.7926
ANO10|55129	670.5297	ANO10|55129	936.2271
ANO1|55107	2762.0151	ANO1|55107	4428.6878
ANO2|57101	167.1552	ANO2|57101	32.5483
ANO3|63982	111.255	ANO3|63982	76.4753
ANO5|203859	175.6084	ANO5|203859	93.6756
ANO6|196527	3450.2693	ANO6|196527	5927.4980000000005
ANO7|50636	14.7249	ANO7|50636	14.8187
ANO8|57719	308.9508	ANO8|57719	69.0659
ANO9|338440	102.2565	ANO9|338440	50.0133
ANP32A|8125	3935.9193	ANP32A|8125	1996.2966
ANP32B|10541	2646.6698	ANP32B|10541	1967.1884
ANP32E|81611	2781.3757	ANP32E|81611	1651.7608
ANPEP|290	6584.4979	ANPEP|290	4568.1427
ANTXR1|84168	2585.3160000000003	ANTXR1|84168	8185.2396
ANTXR2|118429	815.5975	ANTXR2|118429	2095.2647
ANUBL1|93550	304.3152	ANUBL1|93550	326.277
ANXA11|311	3710.137	ANXA11|311	2570.2584
lowly_expressed	lowly_expressed	ANXA13|312	5.557
ANXA1|301	944.8497	ANXA1|301	26937.0382
ANXA2P1|303	99.5296	ANXA2P1|303	105.5836
ANXA2P2|304	5083.6458	ANXA2P2|304	5250.0696
ANXA2|302	14853.6369	ANXA2|302	16751.7973
ANXA3|306	1733.1788	ANXA3|306	1485.8438
ANXA4|307	1860.5222	ANXA4|307	2059.0117
ANXA5|308	8585.1796	ANXA5|308	10141.8432
ANXA6|309	5121.8215	ANXA6|309	2741.7324
ANXA7|310	3632.4221	ANXA7|310	3974.5991
ANXA8L2|244	7.0898	ANXA8L2|244	215.40099999999998
ANXA8|653145	13.9069	ANXA8|653145	964.0123
ANXA9|8416	1188.9018	ANXA9|8416	141.0427
AOAH|313	38.9938	AOAH|313	170.1509
lowly_expressed	lowly_expressed	AOC2|314	50.2779
AOC3|8639	371.9408	AOC3|8639	4146.0731
AOX1|316	37.6304	AOX1|316	2536.1223
AP1AR|55435	1171.7227	AP1AR|55435	807.357
AP1B1|162	2150.3852	AP1B1|162	1270.4428
AP1G1|164	3037.9712	AP1G1|164	3783.5431
AP1G2|8906	2026.7339	AP1G2|8906	649.929
AP1M1|8907	847.5015	AP1M1|8907	504.1019
AP1M2|10053	2676.6651	AP1M2|10053	518.1268
AP1S1|1174	1005.1128	AP1S1|1174	234.4537
AP1S2|8905	203.9676	AP1S2|8905	781.9534
AP1S3|130340	191.1514	AP1S3|130340	179.6773
AP2A1|160	1875.0208	lowly_expressed	lowly_expressed
AP2A2|161	2191.0151	AP2A2|161	1195.2905
AP2B1|163	12962.5741	AP2B1|163	8020.1164
AP2M1|1173	4858.9543	AP2M1|1173	3345.5963
AP2S1|1175	899.0388	AP2S1|1175	481.8738
AP3B1|8546	1819.8923	AP3B1|8546	1755.7567
lowly_expressed	lowly_expressed	AP3B2|8120	44.4562
AP3D1|8943	2426.0686	AP3D1|8943	1468.3788
AP3M1|26985	1813.6206	AP3M1|26985	1948.9296
AP3M2|10947	465.1987	AP3M2|10947	658.1110000000001
AP3S1|1176	220.6013	AP3S1|1176	1466.2619
AP3S2|10239	1823.3608	AP3S2|10239	1549.6173
AP4B1|10717	272.8284	AP4B1|10717	333.3212
AP4E1|23431	413.3888	AP4E1|23431	505.6897
AP4M1|9179	621.3457	AP4M1|9179	212.4902
AP4S1|11154	84.53200000000001	AP4S1|11154	141.5719
APAF1|317	535.8238	APAF1|317	747.0235
APBA1|320	63.5353	APBA1|320	354.3268
APBA2|321	35.1762	APBA2|321	22.7574
APBA3|9546	163.6103	APBA3|9546	43.1331
APBB1IP|54518	77.9876	APBB1IP|54518	643.8215
APBB1|322	610.2665	APBB1|322	346.6528
APBB2|323	3803.3949	APBB2|323	2860.0178
APBB3|10307	297.7708	APBB3|10307	172.2679
APCDD1L|164284	87.8042	APCDD1L|164284	268.5898
APCDD1|147495	81.8052	APCDD1|147495	1134.1632
APC|324	964.4829	APC|324	1707.5957
APEH|327	2881.4507	APEH|327	725.5893
APEX1|328	3737.6781	APEX1|328	2175.4447
APEX2|27301	777.1491	APEX2|27301	368.3517
APH1A|51107	9814.7113	APH1A|51107	3347.9779
APH1B|83464	894.6758	APH1B|83464	1018.2595
API5|8539	2787.3747	API5|8539	4178.0922
APIP|51074	377.04	APIP|51074	496.42800000000005
APITD1|378708	480.9244	APITD1|378708	135.5042
APLF|200558	13.0888	APLF|200558	168.3701
APLNR|187	734.065	APLNR|187	765.5469
APLN|8862	121.0716	APLN|8862	60.3335
APLP1|333	169.6094	APLP1|333	15.8772
APLP2|334	22994.8872	APLP2|334	14696.4903
APOA1BP|128240	4301.3157	APOA1BP|128240	813.7079
APOA1|335	6.5444	lowly_expressed	lowly_expressed
APOB48R|55911	57.2636	APOB48R|55911	27.2559
lowly_expressed	lowly_expressed	APOBEC2|10930	5.557
APOBEC3A|200315	16.2574	APOBEC3A|200315	7.7269
APOBEC3B|9582	445.6691	APOBEC3B|9582	51.0188
APOBEC3C|27350	425.3869	APOBEC3C|27350	444.0331
APOBEC3D|140564	146.1586	APOBEC3D|140564	60.0688
APOBEC3F|200316	452.6553	APOBEC3F|200316	211.6964
APOBEC3G|60489	665.3487	APOBEC3G|60489	323.3662
APOBEC3H|164668	6.8171	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	159.5661
APOC1|341	245.9609	APOC1|341	93.1464
APOC2|344	65.9895	APOC2|344	37.5761
APOD|347	100.6204	APOD|347	18408.5859
APOE|348	741.1548	APOE|348	107.9651
APOL1|8542	902.5837	APOL1|8542	1136.5448
APOL2|23780	595.8143	APOL2|23780	329.7171
APOL3|80833	716.3406	APOL3|80833	1005.0285
APOL4|80832	81.2598	APOL4|80832	247.6847
APOL6|80830	2385.984	APOL6|80830	3509.6609999999996
APOLD1|81575	682.9014	APOLD1|81575	2383.701
APOM|55937	90.5311	APOM|55937	64.5674
APOOL|139322	315.4953	APOOL|139322	324.4247
APOO|79135	275.138	APOO|79135	166.4463
APPBP2|10513	2249.3694	APPBP2|10513	2322.5736
APPL1|26060	2183.1072	APPL1|26060	2889.1259999999997
APPL2|55198	2144.6588	APPL2|55198	2062.7164
APP|351	27604.6084	APP|351	31728.7852
APRT|353	1686.0045	APRT|353	418.6295
APTX|54840	879.9509	APTX|54840	522.89
AQP11|282679	269.9571	AQP11|282679	21.1696
AQP1|358	1469.2208	AQP1|358	11189.3432
AQP3|360	4659.6223	AQP3|360	583.2235
lowly_expressed	lowly_expressed	AQP4|361	73.8291
AQP5|362	16.6337	AQP5|362	73.0352
AQP6|363	5.999	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	62.715
lowly_expressed	lowly_expressed	AQP7P3|441432	5.557
lowly_expressed	lowly_expressed	AQP7|364	425.5097
AQP9|366	7.9078	AQP9|366	37.0469
lowly_expressed	lowly_expressed	AQPEP|206338	297.6768
AQR|9716	1961.4152	AQR|9716	1735.6455
ARAF|369	1104.3698	ARAF|369	800.7415
ARAP1|116985	1063.6962	ARAP1|116985	759.4474
ARAP2|116984	704.6152	ARAP2|116984	561.26
ARAP3|64411	143.9771	ARAP3|64411	353.7975
ARCN1|372	7416.4565	ARCN1|372	6216.7281
ARC|23237	12.2708	ARC|23237	61.6566
AREG|374	356.9432	AREG|374	645.4093
ARF1|375	17499.7614	ARF1|375	5578.1990000000005
ARF3|377	4604.5402	ARF3|377	3882.7758
ARF4|378	7153.8619	ARF4|378	7236.5753
ARF5|381	2020.8303	ARF5|381	1044.7215
ARF6|382	4397.5731	ARF6|382	5187.09
ARFGAP1|55738	802.5087	ARFGAP1|55738	318.8676
ARFGAP2|84364	1781.4439	ARFGAP2|84364	962.9538
ARFGAP3|26286	1749.8125	ARFGAP3|26286	2011.9092
ARFGEF1|10565	2869.5889	ARFGEF1|10565	2607.7525
ARFGEF2|10564	2571.9545	ARFGEF2|10564	3068.8033
ARFIP1|27236	1594.9281	ARFIP1|27236	1966.1299
ARFIP2|23647	2467.2438	ARFIP2|23647	857.6349
ARFRP1|10139	292.8625	ARFRP1|10139	102.1435
ARG2|384	222.6546	ARG2|384	519.1933
ARGLU1|55082	571.2728	ARGLU1|55082	2808.6814
ARHGAP10|79658	125.4346	ARHGAP10|79658	509.3944
ARHGAP11A|9824	1254.8913	ARHGAP11A|9824	121.99
ARHGAP11B|89839	70.7615	ARHGAP11B|89839	8.6769
ARHGAP12|94134	732.1562	ARHGAP12|94134	2148.1888
ARHGAP15|55843	32.4494	ARHGAP15|55843	141.5719
ARHGAP17|55114	839.8664	ARHGAP17|55114	1375.2325
ARHGAP18|93663	499.0115	ARHGAP18|93663	1315.6929
ARHGAP19|84986	330.4929	ARHGAP19|84986	980.948
ARHGAP1|392	4076.3515	ARHGAP1|392	2584.0186
ARHGAP20|57569	14.7249	ARHGAP20|57569	587.1928
ARHGAP21|57584	1568.4777	ARHGAP21|57584	3420.2193
ARHGAP22|58504	17.9971	ARHGAP22|58504	12.7018
ARHGAP23|57636	277.0468	ARHGAP23|57636	783.2765
ARHGAP24|83478	71.9885	ARHGAP24|83478	418.8942
ARHGAP25|9938	65.1714	ARHGAP25|9938	287.3778
ARHGAP26|23092	1950.5079	ARHGAP26|23092	1176.2379
ARHGAP27|201176	503.6471	ARHGAP27|201176	351.9452
ARHGAP28|79822	66.8076	ARHGAP28|79822	424.4512
ARHGAP29|9411	5555.9343	ARHGAP29|9411	6430.0122
ARHGAP30|257106	199.3319	ARHGAP30|257106	362.2654
ARHGAP31|57514	319.3128	ARHGAP31|57514	1490.3423
ARHGAP32|9743	2008.8622	ARHGAP32|9743	1445.0922
ARHGAP33|115703	313.3138	ARHGAP33|115703	75.1522
ARHGAP36|158763	192.7875	ARHGAP36|158763	750.199
ARHGAP39|80728	390.2106	ARHGAP39|80728	70.1244
ARHGAP42|143872	603.6022	ARHGAP42|143872	335.2609
ARHGAP4|393	115.8907	ARHGAP4|393	106.1128
ARHGAP5|394	194.6963	ARHGAP5|394	5135.2244
ARHGAP6|395	465.4714	ARHGAP6|395	177.5603
ARHGAP8|23779	501.7029	ARHGAP8|23779	179.418
ARHGAP9|64333	24.5416	ARHGAP9|64333	88.3832
ARHGDIA|396	3970.8228	ARHGDIA|396	1871.1312
ARHGDIB|397	4927.1252	ARHGDIB|397	3959.5157
ARHGEF10L|55160	566.3644	ARHGEF10L|55160	446.6793
ARHGEF10|9639	864.4079	ARHGEF10|9639	1228.8973
ARHGEF11|9826	2329.5385	ARHGEF11|9826	919.0268
ARHGEF12|23365	2523.6894	ARHGEF12|23365	7480.5554
ARHGEF15|22899	165.2464	ARHGEF15|22899	695.9518
ARHGEF16|27237	623.0827	ARHGEF16|27237	73.8291
ARHGEF17|9828	783.9662	ARHGEF17|9828	745.4358
ARHGEF18|23370	712.2503	ARHGEF18|23370	336.06800000000004
ARHGEF19|128272	580.8167	ARHGEF19|128272	136.2795
ARHGEF1|9138	1218.6243	ARHGEF1|9138	447.4732
ARHGEF2|9181	3169.9502	ARHGEF2|9181	1000.2653
ARHGEF33|100271715	18.5425	ARHGEF33|100271715	20.6404
ARHGEF35|445328	881.587	ARHGEF35|445328	510.1882
ARHGEF37|389337	329.9475	ARHGEF37|389337	1390.8451
ARHGEF38|54848	92.9852	ARHGEF38|54848	44.7209
ARHGEF3|50650	1395.0508	ARHGEF3|50650	1448.2677
ARHGEF4|50649	25.6323	ARHGEF4|50649	78.8569
ARHGEF5|7984	606.9943	ARHGEF5|7984	439.5346
ARHGEF6|9459	1381.4166	ARHGEF6|9459	3273.3549
ARHGEF7|8874	599.9046	ARHGEF7|8874	1752.5812
ARHGEF9|23229	465.1987	ARHGEF9|23229	777.9841
ARID1A|8289	4302.1338	ARID1A|8289	2279.9698
ARID1B|57492	2130.7519	ARID1B|57492	1911.8827
ARID2|196528	1098.098	ARID2|196528	1250.8608
ARID3A|1820	47.7197	ARID3A|1820	53.1887
ARID3B|10620	150.2488	ARID3B|10620	68.2721
ARID4A|5926	830.5951	ARID4A|5926	1205.8754
ARID4B|51742	4245.0801	ARID4B|51742	2084.1506
ARID5A|10865	274.8654	ARID5A|10865	1287.3785
ARID5B|84159	2780.5576	ARID5B|84159	6876.6915
ARIH1|25820	1978.8670000000002	ARIH1|25820	3057.16
ARIH2|10425	897.4027	ARIH2|10425	1273.8246
ARL10|285598	19.3606	ARL10|285598	31.2252
ARL11|115761	10.6347	ARL11|115761	30.4314
ARL13B|200894	410.9346	ARL13B|200894	613.6548
ARL15|54622	177.5172	ARL15|54622	1195.0259
ARL16|339231	339.4914	ARL16|339231	167.7694
ARL17A|51326	97.9644	ARL17A|51326	82.3128
ARL1|400	4107.1648	ARL1|400	3362.2674
ARL2BP|23568	1785.5341	ARL2BP|23568	2362.0021
ARL2|402	469.289	ARL2|402	520.773
ARL3|403	1511.4868	ARL3|403	619.7411
ARL4A|10124	225.5096	ARL4A|10124	1846.5215
ARL4C|10123	262.8673	ARL4C|10123	3170.9468
ARL4D|379	90.5311	ARL4D|379	84.9432
ARL5A|26225	1061.013	ARL5A|26225	1685.3676
ARL5B|221079	459.4724	ARL5B|221079	472.0829
ARL6IP1|23204	11143.4999	ARL6IP1|23204	6715.273
ARL6IP4|51329	762.4242	ARL6IP4|51329	191.3206
ARL6IP5|10550	4212.4208	ARL6IP5|10550	6575.0242
ARL6IP6|151188	467.3802	ARL6IP6|151188	465.73199999999997
ARL6|84100	111.255	ARL6|84100	126.7532
ARL8A|127829	1987.8656	ARL8A|127829	750.4636
ARL8B|55207	2205.1946	ARL8B|55207	3689.0736
ARL9|132946	7.0898	ARL9|132946	9.5263
ARMC10|83787	779.7696	ARMC10|83787	925.4306
ARMC1|55156	992.2967	ARMC1|55156	1116.4337
ARMC2|84071	26.1777	ARMC2|84071	75.6814
lowly_expressed	lowly_expressed	ARMC3|219681	8.2032
ARMC4|55130	167.9733	lowly_expressed	lowly_expressed
ARMC5|79798	187.6065	ARMC5|79798	100.0265
ARMC6|93436	563.3513	ARMC6|93436	166.7109
ARMC7|79637	351.4895	ARMC7|79637	115.1099
ARMC8|25852	691.5263	ARMC8|25852	1108.495
ARMC9|80210	410.1166	ARMC9|80210	132.5748
ARMCX1|51309	1664.1898	ARMCX1|51309	929.347
ARMCX2|9823	1167.0871	ARMCX2|9823	763.6946
ARMCX3|51566	2905.1742	ARMCX3|51566	2472.3488
ARMCX5|64860	591.1787	ARMCX5|64860	492.194
ARMCX6|54470	224.1462	ARMCX6|54470	181.265
ARNT2|9915	573.1815	ARNT2|9915	285.2608
ARNTL2|56938	15.8157	ARNTL2|56938	71.9768
ARNTL|406	163.3377	ARNTL|406	275.7345
ARNT|405	2505.4196	ARNT|405	2372.0577
ARPC1A|10552	2104.2389	ARPC1A|10552	1796.5929
ARPC1B|10095	1255.2267	ARPC1B|10095	486.2877
ARPC2|10109	3967.8233	ARPC2|10109	4040.4896
ARPC3|10094	4301.043	ARPC3|10094	3597.7796
ARPC4|10093	2874.26	ARPC4|10093	1947.5959
ARPC5L|81873	600.4499	ARPC5L|81873	483.4616
ARPC5|10092	3715.0453	ARPC5|10092	4773.7528
ARPM1|84517	19.0879	ARPM1|84517	51.3364
ARPP19|10776	4508.0101	ARPP19|10776	6605.4555
ARRB1|408	258.2316	ARRB1|408	552.5275
ARRB2|409	529.8248	ARRB2|409	488.754
ARRDC1|92714	733.247	ARRDC1|92714	227.30900000000003
ARRDC2|27106	362.1242	ARRDC2|27106	430.2728
ARRDC3|57561	1009.7484	ARRDC3|57561	11257.483
ARRDC4|91947	188.9699	ARRDC4|91947	1594.8674
ARSA|410	491.9217	ARSA|410	182.0589
ARSB|411	176.1538	ARSB|411	378.1426
ARSD|414	5491.8536	ARSD|414	2544.5902
ARSE|415	14.1796	ARSE|415	28.579
ARSG|22901	486.1954	ARSG|22901	201.3762
ARSI|340075	41.9933	ARSI|340075	11.3787
ARSJ|79642	148.34	ARSJ|79642	144.4828
ARSK|153642	220.3286	ARSK|153642	207.9917
lowly_expressed	lowly_expressed	ART3|419	9.791
lowly_expressed	lowly_expressed	ART4|420	38.6346
lowly_expressed	lowly_expressed	ART5|116969	8.7325
ARTN|9048	102.5291	ARTN|9048	5.8216
ARV1|64801	1613.4706	ARV1|64801	556.2322
ARVCF|421	315.7679	ARVCF|421	83.3554
AR|367	2016.4974	AR|367	369.4101
AS3MT|57412	369.214	AS3MT|57412	300.8734
ASAH1|427	16451.8372	ASAH1|427	10460.1816
ASAH2B|653308	32.1767	ASAH2B|653308	9.791
ASAH2|56624	6.5444	lowly_expressed	lowly_expressed
ASAM|79827	116.7087	ASAM|79827	1065.0973
ASAP1|50807	1393.4147	ASAP1|50807	1546.7065
ASAP2|8853	1281.887	ASAP2|8853	1235.5129
ASAP3|55616	1101.9156	ASAP3|55616	823.7634
ASB13|79754	3447.8151	ASB13|79754	446.6793
ASB14|142686	5.999	ASB14|142686	17.2003
ASB16|92591	44.6793	lowly_expressed	lowly_expressed
ASB1|51665	193.1638	ASB1|51665	558.4365
lowly_expressed	lowly_expressed	ASB2|51676	30.9606
ASB3|51130	370.032	ASB3|51130	437.4176
ASB6|140459	547.0666	ASB6|140459	391.6383
ASB7|140460	528.7341	ASB7|140460	546.4412
ASB8|140461	968.0278	ASB8|140461	904.4727
ASB9|140462	16.361	ASB9|140462	55.3057
ASCC1|51008	560.9108	ASCC1|51008	521.3023
ASCC2|84164	1127.0025	ASCC2|84164	707.8597
ASCC3|10973	874.7699	ASCC3|10973	1535.3278
ASCL1|429	72.5339	lowly_expressed	lowly_expressed
ASCL2|430	97.6208	lowly_expressed	lowly_expressed
ASF1A|25842	323.6758	ASF1A|25842	628.4736
ASF1B|55723	958.2112	ASF1B|55723	46.044
ASH1L|55870	6311.4268	ASH1L|55870	3571.262
ASH2L|9070	1422.3192	ASH2L|9070	1197.4075
ASL|435	519.1901	ASL|435	170.6802
ASMTL|8623	481.8324	ASMTL|8623	209.84400000000002
ASNA1|439	1645.3746	ASNA1|439	457.7934
ASNSD1|54529	1334.7876	ASNSD1|54529	1721.8852
ASNS|440	653.3506	ASNS|440	428.1559
lowly_expressed	lowly_expressed	ASPA|443	173.59099999999998
ASPHD1|253982	44.1748	lowly_expressed	lowly_expressed
ASPHD2|57168	176.9718	ASPHD2|57168	44.1916
ASPH|444	8727.0052	ASPH|444	13671.5412
ASPM|259266	2200.2863	ASPM|259266	69.5952
ASPN|54829	818.8697	ASPN|54829	1441.1229
ASPRV1|151516	73.2811	ASPRV1|151516	52.6886
ASPSCR1|79058	369.7594	ASPSCR1|79058	71.1829
ASRGL1|80150	263.6853	ASRGL1|80150	197.9361
ASS1|445	681.1644	ASS1|445	1330.7762
ASTE1|28990	227.7974	ASTE1|28990	333.2603
ASTL|431705	10.9074	ASTL|431705	11.1141
lowly_expressed	lowly_expressed	ASTN1|460	183.9112
ASTN2|23245	153.7937	ASTN2|23245	101.8789
ASXL1|171023	1737.5418	ASXL1|171023	1639.5883
ASXL2|55252	792.6921	ASXL2|55252	935.1687
