gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
lowly_expressed	lowly_expressed	LOC90246|90246	13.231
lowly_expressed	lowly_expressed	LOC90586|90586	5.8216
LOC90784|90784	199.8773	LOC90784|90784	224.3981
LOC90834|90834	6.8171	LOC90834|90834	15.347999999999999
LOC91316|91316	116.3133	LOC91316|91316	219.0555
LOC92249|92249	568.8186	LOC92249|92249	717.6506
LOC92659|92659	137.97799999999998	LOC92659|92659	22.7574
LOC92973|92973	52.0826	LOC92973|92973	75.9461
lowly_expressed	lowly_expressed	LOC93432|93432	20.3758
LOC93622|93622	361.3062	LOC93622|93622	382.9058
LOC96610|96610	1090.7328	LOC96610|96610	5558.5112
LOH12CR1|118426	161.7015	LOH12CR1|118426	84.6785
LOH12CR2|503693	56.4456	LOH12CR2|503693	30.1667
LOH3CR2A|29931	15.2703	LOH3CR2A|29931	319.9261
LONP1|9361	996.1143	LONP1|9361	257.2111
LONP2|83752	3705.5014	LONP2|83752	1606.2461
LONRF1|91694	434.1128	LONRF1|91694	1478.1698
LONRF2|164832	722.0669	LONRF2|164832	643.5569
LONRF3|79836	110.9823	LONRF3|79836	37.5761
LOXL1|4016	845.3119	LOXL1|4016	636.4122
LOXL2|4017	415.2785	LOXL2|4017	411.9849
LOXL3|84695	155.25799999999998	LOXL3|84695	54.57
lowly_expressed	lowly_expressed	LOXL4|84171	786.7166
LOX|4015	397.0277	LOX|4015	3014.0269
lowly_expressed	lowly_expressed	LPAL2|80350	5.2924
LPAR1|1902	811.7799	LPAR1|1902	1275.4705
LPAR2|9170	545.0951	LPAR2|9170	129.9286
LPAR3|23566	278.9556	LPAR3|23566	8.9971
LPAR4|2846	5.7264	LPAR4|2846	12.7018
LPAR5|57121	49.3558	LPAR5|57121	106.9067
LPAR6|10161	479.1056	LPAR6|10161	1710.5066
LPCAT1|79888	1855.6139	LPCAT1|79888	703.3611
LPCAT2|54947	126.2526	LPCAT2|54947	2017.7309
LPCAT3|10162	745.5178	LPCAT3|10162	1459.1171
LPCAT4|254531	244.0521	LPCAT4|254531	456.4703
LPGAT1|9926	4228.7818	LPGAT1|9926	2968.7768
LPHN1|22859	681.7097	LPHN1|22859	499.0742
LPHN2|23266	397.3004	LPHN2|23266	1734.8516
LPHN3|23284	8.1805	LPHN3|23284	291.0825
LPIN1|23175	432.7493	LPIN1|23175	1156.1267
LPIN2|9663	1133.2743	LPIN2|9663	1257.2117
LPIN3|64900	393.1229	LPIN3|64900	217.12900000000002
LPL|4023	78.8056	LPL|4023	10017.7362
lowly_expressed	lowly_expressed	LPPR1|54886	33.6068
LPPR2|64748	530.6429	LPPR2|64748	376.8195
LPPR3|79948	73.0793	LPPR3|79948	36.253
LPPR4|9890	16.9064	LPPR4|9890	176.7665
lowly_expressed	lowly_expressed	LPPR5|163404	5.2924
LPP|4026	971.3	LPP|4026	1141.5726
LPXN|9404	117.7994	LPXN|9404	334.7449
LQK1|642946	88.6223	LQK1|642946	14.2895
LRAT|9227	255.5048	LRAT|9227	94.9987
LRBA|987	3782.1256	LRBA|987	2899.4462
LRCH1|23143	358.852	LRCH1|23143	1119.3445
LRCH2|57631	17.9971	LRCH2|57631	223.075
LRCH3|84859	339.4914	LRCH3|84859	496.9572
LRCH4|4034	624.1734	LRCH4|4034	354.0622
LRDD|55367	222.5101	LRDD|55367	67.7428
LRFN1|57622	28.9045	LRFN1|57622	20.3758
LRFN2|57497	13.0888	lowly_expressed	lowly_expressed
LRFN3|79414	258.5043	LRFN3|79414	97.1157
LRFN4|78999	187.3338	LRFN4|78999	64.5674
lowly_expressed	lowly_expressed	LRFN5|145581	164.3293
LRG1|116844	9.5439	LRG1|116844	147.6582
LRGUK|136332	27.2684	LRGUK|136332	15.0834
LRIG1|26018	7578.5316	LRIG1|26018	5111.3873
LRIG2|9860	318.4948	LRIG2|9860	378.1426
LRIG3|121227	81.5325	LRIG3|121227	1174.3855
LRIT3|345193	27.8138	LRIT3|345193	9.791
LRMP|4033	16.9064	LRMP|4033	256.9465
LRP10|26020	4009.8166	LRP10|26020	3375.763
LRP11|84918	553.5456	LRP11|84918	1310.1358
LRP12|29967	211.8754	LRP12|29967	563.1123
lowly_expressed	lowly_expressed	LRP1B|53353	123.5777
LRP1|4035	3418.3653	LRP1|4035	8087.0654
LRP2BP|55805	15.8157	LRP2BP|55805	121.1962
LRP2|4036	742.5182	LRP2|4036	1572.9039
LRP3|4037	259.3197	LRP3|4037	315.7239
LRP4|4038	27.2002	LRP4|4038	248.2113
LRP5L|91355	49.6285	LRP5L|91355	51.601000000000006
LRP5|4041	350.6715	LRP5|4041	883.5677
LRP6|4040	1104.0971	LRP6|4040	2373.3808
LRP8|7804	133.8878	LRP8|7804	47.1024
LRPAP1|4043	1695.5484	LRPAP1|4043	486.1078
LRPPRC|10128	3926.6479999999997	LRPPRC|10128	4814.5044
LRRC10B|390205	11.7254	LRRC10B|390205	7.9386
LRRC14B|389257	16.361	lowly_expressed	lowly_expressed
LRRC14|9684	399.82	LRRC14|9684	344.8957
LRRC15|131578	1527.5752	LRRC15|131578	468.1136
LRRC16A|55604	878.3148	LRRC16A|55604	805.5046
LRRC16B|90668	14.9976	lowly_expressed	lowly_expressed
LRRC17|10234	224.4188	LRRC17|10234	858.9580000000001
LRRC1|55227	879.1329	LRRC1|55227	737.7618
LRRC20|55222	581.0894	LRRC20|55222	120.9315
LRRC23|10233	224.6915	LRRC23|10233	90.2356
LRRC24|441381	18.2044	lowly_expressed	lowly_expressed
LRRC25|126364	41.448	LRRC25|126364	96.3218
LRRC26|389816	123.5258	LRRC26|389816	9.2617
LRRC27|80313	299.2269	LRRC27|80313	145.012
LRRC28|123355	22.9054	LRRC28|123355	267.5313
LRRC29|26231	29.4499	LRRC29|26231	21.4343
lowly_expressed	lowly_expressed	LRRC2|79442	148.4521
LRRC31|79782	607.8124	LRRC31|79782	26.1974
LRRC32|2615	339.2188	LRRC32|2615	1991.5335
LRRC33|375387	166.6099	LRRC33|375387	157.7138
LRRC34|151827	16.9064	LRRC34|151827	145.012
LRRC36|55282	468.1982	LRRC36|55282	32.5483
LRRC37A2|474170	170.4302	LRRC37A2|474170	141.0559
LRRC37A3|374819	101.7111	LRRC37A3|374819	118.0207
LRRC37A4|55073	50.9919	LRRC37A4|55073	373.5329
LRRC37A|9884	404.1175	LRRC37A|9884	317.2799
LRRC37B2|147172	359.3974	LRRC37B2|147172	636.4122
LRRC37B|114659	99.2569	LRRC37B|114659	183.1173
LRRC39|127495	7.6052	LRRC39|127495	19.2617
lowly_expressed	lowly_expressed	LRRC3B|116135	7.9386
LRRC3|81543	42.266000000000005	LRRC3|81543	28.579
LRRC40|55631	582.9982	LRRC40|55631	708.1243
LRRC41|10489	1869.5208	LRRC41|10489	1399.5775
LRRC42|115353	1232.5312	LRRC42|115353	635.8829
lowly_expressed	lowly_expressed	LRRC43|254050	5.8216
LRRC45|201255	346.0359	LRRC45|201255	24.3451
LRRC46|90506	137.4327	LRRC46|90506	21.4343
LRRC47|57470	1240.4389999999999	LRRC47|57470	867.9551
LRRC48|83450	78.8056	LRRC48|83450	56.8934
LRRC49|54839	153.2483	LRRC49|54839	272.8237
lowly_expressed	lowly_expressed	LRRC4B|94030	10.5848
LRRC4C|57689	8.1805	LRRC4C|57689	197.1422
LRRC4|64101	29.4499	LRRC4|64101	63.5089
LRRC50|123872	25.905	LRRC50|123872	11.6433
LRRC55|219527	19.0879	LRRC55|219527	7.9386
LRRC56|115399	111.5277	LRRC56|115399	17.2003
LRRC57|255252	365.3964	LRRC57|255252	467.8489
LRRC58|116064	2322.9941	LRRC58|116064	2311.195
LRRC59|55379	3567.8451	LRRC59|55379	2549.9541
LRRC61|65999	158.4293	LRRC61|65999	57.158
lowly_expressed	lowly_expressed	LRRC66|339977	7.1448
LRRC6|23639	118.3448	LRRC6|23639	71.9768
LRRC70|100130733	22.6328	LRRC70|100130733	471.1011
lowly_expressed	lowly_expressed	LRRC7|57554	8.4679
LRRC8A|56262	1145.2723	LRRC8A|56262	1242.9222
LRRC8B|23507	1303.1563	LRRC8B|23507	1211.9616
LRRC8C|84230	206.9671	LRRC8C|84230	1997.6197
LRRC8D|55144	874.2246	LRRC8D|55144	996.5606
LRRC8E|80131	483.1959	LRRC8E|80131	289.7594
LRRCC1|85444	1059.1042	LRRCC1|85444	645.4093
LRRFIP1|9208	4745.2451	LRRFIP1|9208	3515.7472
LRRFIP2|9209	718.7947	LRRFIP2|9209	990.4743
LRRIQ1|84125	12.8161	LRRIQ1|84125	57.9519
LRRIQ3|127255	35.4489	LRRIQ3|127255	26.1974
LRRK1|79705	163.88299999999998	LRRK1|79705	390.3152
LRRK2|120892	96.5301	LRRK2|120892	881.7153
LRRN1|57633	32.9948	LRRN1|57633	561.7892
LRRN2|10446	1584.0207	LRRN2|10446	108.759
lowly_expressed	lowly_expressed	LRRN3|54674	179.9419
LRRN4CL|221091	10.9074	LRRN4CL|221091	489.5478
lowly_expressed	lowly_expressed	LRRTM2|26045	98.96799999999999
LRSAM1|90678	619.2651	LRSAM1|90678	205.0808
LRTOMT|220074	440.379	LRTOMT|220074	219.8176
LRWD1|222229	243.7794	LRWD1|222229	41.5454
LSAMP|4045	5.181	LSAMP|4045	119.3438
LSG1|55341	1266.8894	LSG1|55341	865.0442
LSM10|84967	242.1433	LSM10|84967	220.9581
LSM11|134353	209.9666	LSM11|134353	245.8324
LSM12|124801	1249.7103	LSM12|124801	1167.2408
LSM14A|26065	2988.6154	LSM14A|26065	3674.7841
LSM14B|149986	1200.0818	LSM14B|149986	424.7158
LSM1|27257	432.204	LSM1|27257	453.5594
LSM2|57819	606.7217	LSM2|57819	525.2716
LSM3|27258	875.3153	LSM3|27258	792.2736
LSM4|25804	1397.7776	LSM4|25804	503.5727
LSM5|23658	693.7078	LSM5|23658	900.5034
LSM6|11157	141.5229	LSM6|11157	225.7212
LSM7|51690	348.49	LSM7|51690	83.0908
LSMD1|84316	356.1252	LSMD1|84316	145.5412
LSP1|4046	198.2412	LSP1|4046	514.6868
LSR|51599	2290.272	LSR|51599	554.3798
LSS|4047	1178.5398	LSS|4047	581.1065
LST1|7940	29.7225	LST1|7940	76.2107
LTA4H|4048	1237.4395	LTA4H|4048	2507.2787
lowly_expressed	lowly_expressed	LTA|4049	7.1448
LTB4R2|56413	37.0823	LTB4R2|56413	18.6266
LTB4R|1241	174.6022	LTB4R|1241	131.1088
LTBP1|4052	1381.6893	LTBP1|4052	2409.3692
LTBP2|4053	961.4834	LTBP2|4053	5813.7112
LTBP3|4054	1468.1792	LTBP3|4054	1160.3977
LTBP4|8425	465.1987	LTBP4|8425	1452.237
LTBR|4055	1200.3545	LTBR|4055	719.2384
LTC4S|4056	5.9827	LTC4S|4056	24.7367
LTF|4057	39.8118	LTF|4057	24133.3846
LTV1|84946	384.2116	LTV1|84946	817.6772
LUC7L2|51631	2509.2399	LUC7L2|51631	2184.4153
LUC7L3|51747	1999.8637	LUC7L3|51747	2044.7222
LUC7L|55692	441.4752	LUC7L|55692	373.1148
LUM|4060	8155.7025	LUM|4060	21355.3992
LUZP1|7798	523.2804	LUZP1|7798	1874.0420000000001
lowly_expressed	lowly_expressed	LUZP2|338645	247.9494
LUZP6|767558	3831.4814	LUZP6|767558	5961.634
LXN|56925	504.1925	LXN|56925	996.5606
LY6E|4061	3016.7019	LY6E|4061	2091.2954
LY6G5B|58496	21.2148	LY6G5B|58496	80.5531
LY6G5C|80741	63.2627	LY6G5C|80741	33.6068
LY6G6C|80740	18.8152	LY6G6C|80740	13.7603
LY6H|4062	7.3625	lowly_expressed	lowly_expressed
LY6K|54742	237.7804	LY6K|54742	17.4649
LY75|4065	147.5165	LY75|4065	1925.7303
LY86|9450	70.6251	LY86|9450	177.2957
LY96|23643	41.7206	LY96|23643	291.0825
lowly_expressed	lowly_expressed	LY9|4063	28.3144
LYAR|55646	254.9594	LYAR|55646	251.65400000000002
lowly_expressed	lowly_expressed	LYG1|129530	8.9971
LYL1|4066	20.9967	LYL1|4066	40.4869
LYNX1|66004	109.8916	LYNX1|66004	303.255
LYN|4067	253.3233	LYN|4067	1106.1135
LYPD1|116372	10.5065	LYPD1|116372	6.7611
LYPD3|27076	1417.6836	LYPD3|27076	539.2965
LYPD5|284348	148.34	LYPD5|284348	46.044
LYPD6B|130576	409.5712	LYPD6B|130576	184.4405
LYPD6|130574	1245.8927	LYPD6|130574	573.1679
LYPLA1|10434	2084.3957	LYPLA1|10434	1926.4368
LYPLA2P1|653639	76.0788	LYPLA2P1|653639	32.2837
LYPLA2|11313	976.2083	LYPLA2|11313	422.8635
LYPLAL1|127018	1244.5293	LYPLAL1|127018	662.345
LYRM1|57149	674.3473	LYRM1|57149	1027.5212
LYRM2|57226	785.875	LYRM2|57226	1425.1981
LYRM4|57128	261.7765	LYRM4|57128	348.5051
LYRM5|144363	440.3845	LYRM5|144363	820.3234
LYRM7|90624	413.3888	LYRM7|90624	693.0409
LYSMD1|388695	702.4337	LYSMD1|388695	128.8702
LYSMD2|256586	44.4475	LYSMD2|256586	296.9041
LYSMD3|116068	909.9461	LYSMD3|116068	1317.8098
LYSMD4|145748	155.7625	LYSMD4|145748	195.1258
LYST|1130	2421.1603	LYST|1130	1944.1664
LYVE1|10894	5.7264	LYVE1|10894	4177.563
LYZ|4069	252.778	LYZ|4069	1132.3109
LZIC|84328	563.3649	LZIC|84328	439.7992
LZTFL1|54585	936.3965	LZTFL1|54585	1497.4871
LZTR1|8216	866.8375	LZTR1|8216	337.3911
LZTS1|11178	171.2455	LZTS1|11178	111.6698
LZTS2|84445	932.8516	LZTS2|84445	637.7353
M6PR|4074	3232.2367	M6PR|4074	3049.7824
lowly_expressed	lowly_expressed	MAB21L1|4081	49.2194
MACC1|346389	1366.4189999999999	MACC1|346389	1137.3387
MACF1|23499	6654.8504	MACF1|23499	7386.6151
MACROD1|28992	47.7197	MACROD1|28992	27.5205
MACROD2|140733	83.4413	MACROD2|140733	189.4682
MAD1L1|8379	244.0521	MAD1L1|8379	86.5309
MAD2L1BP|9587	578.9079	MAD2L1BP|9587	421.0111
MAD2L1|4085	648.9877	MAD2L1|4085	126.4886
MAD2L2|10459	359.9427	MAD2L2|10459	234.7183
MADD|8567	1424.5006	MADD|8567	956.3383
MAEA|10296	1013.8387	MAEA|10296	638.5291
lowly_expressed	lowly_expressed	MAEL|84944	6.0863
MAF1|84232	1366.1463	MAF1|84232	812.914
MAFB|9935	418.0244	MAFB|9935	1195.2905
MAFF|23764	595.8143	MAFF|23764	1023.8165
MAFG|4097	156.2479	MAFG|4097	467.0551
MAFK|7975	236.4006	MAFK|7975	445.1419
MAF|4094	300.225	MAF|4094	2180.4725
MAGEC1|9947	19.0879	lowly_expressed	lowly_expressed
MAGED1|9500	12569.0913	MAGED1|9500	2863.1932
MAGED2|10916	22515.7816	MAGED2|10916	4050.0159
MAGED4B|81557	377.5254	MAGED4B|81557	142.7865
MAGED4|728239	107.5792	MAGED4|728239	28.6875
MAGEE1|57692	127.6161	MAGEE1|57692	139.1904
lowly_expressed	lowly_expressed	MAGEE2|139599	6.6155
MAGEF1|64110	1321.6988	MAGEF1|64110	613.3902
MAGEH1|28986	413.9341	MAGEH1|28986	410.4263
MAGEL2|54551	6.2717	MAGEL2|54551	15.347999999999999
MAGI1|9223	680.3463	MAGI1|9223	1284.4676
MAGI2|9863	249.5058	MAGI2|9863	445.8854
MAGI3|260425	2464.7897	MAGI3|260425	858.4287
MAGIX|79917	73.6247	MAGIX|79917	11.9079
MAGOHB|55110	484.832	MAGOHB|55110	305.6366
MAGOH|4116	556.5478	MAGOH|4116	415.7187
MAGT1|84061	2144.9315	MAGT1|84061	4441.1249
MAG|4099	37.6304	lowly_expressed	lowly_expressed
MAK16|84549	502.7282	MAK16|84549	838.3414
lowly_expressed	lowly_expressed	MAK|4117	152.4214
MAL2|114569	8599.9046	MAL2|114569	3425.2470000000003
MALAT1|378938	1649.8466	MALAT1|378938	10012.9915
MALL|7851	142.6137	MALL|7851	1120.1383
MALT1|10892	444.4747	MALT1|10892	1295.8463
lowly_expressed	lowly_expressed	MAL|4118	14.8187
MAMDC2|256691	84.53200000000001	MAMDC2|256691	1324.6476
MAMDC4|158056	37.9031	MAMDC4|158056	5.557
MAML1|9794	1502.2319	MAML1|9794	1158.1167
MAML2|84441	67.6256	MAML2|84441	1353.7982
MAML3|55534	998.023	MAML3|55534	526.5947
MAMLD1|10046	35.4489	MAMLD1|10046	188.6744
MAMSTR|284358	29.1772	MAMSTR|284358	23.8158
MAN1A1|4121	231.7813	MAN1A1|4121	3904.21
MAN1A2|10905	682.2551	MAN1A2|10905	1413.3378
MAN1B1|11253	1818.8016	MAN1B1|11253	527.9178
MAN1C1|57134	675.7107	MAN1C1|57134	373.9087
MAN2A1|4124	1393.142	MAN2A1|4124	1544.5895
MAN2A2|4122	539.6414	MAN2A2|4122	997.0898
MAN2B1|4125	581.9074	MAN2B1|4125	807.8862
MAN2B2|23324	2813.007	MAN2B2|23324	1446.4154
MAN2C1|4123	577.8172	MAN2C1|4123	473.9352
MANBAL|63905	775.7857	MANBAL|63905	847.5793
MANBA|4126	1048.4696	MANBA|4126	796.7722
MANEAL|149175	998.8411	MANEAL|149175	115.1099
MANEA|79694	555.4571	MANEA|79694	776.9256
MANF|7873	1234.7127	MANF|7873	569.7278
MANSC1|54682	1742.7227	MANSC1|54682	1419.1594
MAOA|4128	47.446999999999996	MAOA|4128	3169.6237
MAOB|4129	20.724	MAOB|4129	2470.7611
MAP1A|4130	239.4165	MAP1A|4130	786.9812
MAP1B|4131	339.7641	MAP1B|4131	3505.427
MAP1D|254042	70.0798	MAP1D|254042	66.1551
MAP1LC3A|84557	197.1505	MAP1LC3A|84557	119.3438
MAP1LC3B2|643246	232.054	MAP1LC3B2|643246	341.3604
MAP1LC3B|81631	1643.7385	MAP1LC3B|81631	3549.3540000000003
lowly_expressed	lowly_expressed	MAP1LC3C|440738	63.7735
MAP1S|55201	760.5154	MAP1S|55201	255.0941
MAP2K1|5604	832.8775	MAP2K1|5604	1166.4575
MAP2K2|5605	1167.9051	MAP2K2|5605	448.267
MAP2K3|5606	525.7345	MAP2K3|5606	1388.1989
MAP2K4|6416	2173.5633	MAP2K4|6416	1478.1698
MAP2K5|5607	351.7622	MAP2K5|5607	352.4744
MAP2K6|5608	130.0702	MAP2K6|5608	195.0253
MAP2K7|5609	585.4523	MAP2K7|5609	385.55199999999996
MAP2|4133	427.2957	MAP2|4133	415.1895
MAP3K10|4294	175.3357	MAP3K10|4294	28.0498
MAP3K11|4296	975.9356	MAP3K11|4296	616.8303
MAP3K12|7786	159.1138	MAP3K12|7786	124.0329
MAP3K13|9175	16.4074	MAP3K13|9175	35.1707
MAP3K14|9020	200.4227	MAP3K14|9020	673.7237
MAP3K1|4214	4537.7326	MAP3K1|4214	2625.0348
MAP3K2|10746	967.4824	MAP3K2|10746	1069.0666
MAP3K3|4215	484.62199999999996	MAP3K3|4215	1039.9266
MAP3K4|4216	690.1629	MAP3K4|4216	841.7576
MAP3K5|4217	391.5741	MAP3K5|4217	1055.5710000000001
MAP3K6|9064	780.9667	MAP3K6|9064	384.4935
MAP3K7|6885	584.9069	MAP3K7|6885	1116.9629
MAP3K8|1326	177.2445	MAP3K8|1326	945.2242
MAP3K9|4293	71.9885	MAP3K9|4293	77.7984
MAP4K1|11184	14.1796	MAP4K1|11184	42.0747
MAP4K2|5871	668.6209	MAP4K2|5871	160.0954
MAP4K3|8491	1332.3335	MAP4K3|8491	1451.7078
MAP4K4|9448	2316.177	MAP4K4|9448	2933.8469
MAP4K5|11183	687.1634	MAP4K5|11183	2045.2514
MAP4|4134	6074.3064	MAP4|4134	6012.7058
MAP6D1|79929	31.086	MAP6D1|79929	57.158
MAP6|4135	11.18	MAP6|4135	151.0983
MAP7D1|55700	1149.9080000000001	MAP7D1|55700	949.4582
MAP7D2|256714	32.1767	MAP7D2|256714	16.6711
MAP7D3|79649	31.6313	MAP7D3|79649	444.2977
MAP7|9053	1200.8999	MAP7|9053	1024.875
MAP9|79884	462.7446	MAP9|79884	702.3027
lowly_expressed	lowly_expressed	MAPK10|5602	311.9875
MAPK11|5600	62.7173	MAPK11|5600	108.2298
MAPK12|6300	28.9372	MAPK12|6300	41.5586
MAPK13|5603	1194.6281	MAPK13|5603	346.3882
MAPK14|1432	1300.4295	MAPK14|1432	1726.3838
MAPK15|225689	43.3567	MAPK15|225689	12.4372
MAPK1IP1L|93487	1775.1721	MAPK1IP1L|93487	5022.7607
MAPK1|5594	3530.1657	MAPK1|5594	4961.3687
MAPK3|5595	1275.3426	MAPK3|5595	1360.4137
lowly_expressed	lowly_expressed	MAPK4|5596	33.8714
MAPK6|5597	2159.9291	MAPK6|5597	1884.6268
MAPK7|5598	391.5032	MAPK7|5598	288.6533
MAPK8IP1|9479	266.6848	MAPK8IP1|9479	218.3119
MAPK8IP2|23542	427.5683	MAPK8IP2|23542	30.4314
MAPK8IP3|23162	281.1371	MAPK8IP3|23162	189.9975
MAPK8|5599	379.0306	MAPK8|5599	460.9688
MAPK9|5601	2477.3332	MAPK9|5601	1419.6887
MAPKAP1|79109	1352.7848	MAPKAP1|79109	1565.2299
MAPKAPK2|9261	4662.0765	MAPKAPK2|9261	2753.905
MAPKAPK3|7867	542.3683	MAPKAPK3|7867	459.9103
MAPKAPK5|8550	577.7135	MAPKAPK5|8550	495.1049
MAPKBP1|23005	424.8415	MAPKBP1|23005	404.34
MAPKSP1|8649	1102.461	MAPKSP1|8649	1862.1341
MAPRE1|22919	2721.1126	MAPRE1|22919	4047.8989
MAPRE2|10982	418.0244	MAPRE2|10982	1423.9226
MAPRE3|22924	208.6032	MAPRE3|22924	323.3662
MAPT|4137	3031.6995	MAPT|4137	957.1321
MARCH10|162333	10.7138	lowly_expressed	lowly_expressed
MARCH1|55016	50.9919	MARCH1|55016	128.0763
MARCH2|51257	575.6357	MARCH2|51257	428.6851
MARCH3|115123	339.7641	MARCH3|115123	129.1348
MARCH4|57574	6.5444	lowly_expressed	lowly_expressed
MARCH5|54708	1451.769	MARCH5|54708	1950.7819
MARCH6|10299	2729.2931	MARCH6|10299	2818.4724
MARCH7|64844	3152.2258	MARCH7|64844	3976.716
MARCH8|220972	529.5521	MARCH8|220972	454.3533
MARCH9|92979	270.2297	MARCH9|92979	125.1655
MARCKSL1|65108	7180.8576	MARCKSL1|65108	2289.7607
MARCKS|4082	1293.067	MARCKS|4082	6733.2672
lowly_expressed	lowly_expressed	MARCO|8685	174.1203
MARK1|4139	16.9064	MARK1|4139	377.0841
MARK2|2011	1396.9596	MARK2|2011	686.4254
MARK3|4140	1096.1892	MARK3|4140	1146.865
MARK4|57787	635.0808	MARK4|57787	281.2915
MARS2|92935	179.426	MARS2|92935	232.0721
MARS|4141	2171.8318	MARS|4141	1055.9785
MARVELD1|83742	685.9309	MARVELD1|83742	811.4321
MARVELD2|153562	571.5454	MARVELD2|153562	355.6499
MARVELD3|91862	446.4708	MARVELD3|91862	159.4179
lowly_expressed	lowly_expressed	MAS1L|116511	5.557
lowly_expressed	lowly_expressed	MASP1|5648	230.4844
MASP2|10747	11.7254	MASP2|10747	56.8934
MAST1|22983	20.9967	lowly_expressed	lowly_expressed
MAST2|23139	1130.002	MAST2|23139	575.5495
MAST3|23031	193.8782	MAST3|23031	190.2621
MAST4|375449	1349.2399	MAST4|375449	735.3802
MASTL|84930	770.8774	MASTL|84930	504.1019
lowly_expressed	lowly_expressed	MAT1A|4143	7.9386
MAT2A|4144	3446.9971	MAT2A|4144	6576.6119
MAT2B|27430	1283.7958	MAT2B|27430	2287.6437
lowly_expressed	lowly_expressed	MATK|4145	5.2924
MATN2|4147	44.9928	MATN2|4147	3032.5503
MATN3|4148	1122.3669	MATN3|4148	100.8204
lowly_expressed	lowly_expressed	MATN4|8785	33.6068
MATR3|9782	11788.1246	MATR3|9782	10372.5657
MAVS|57506	997.4777	MAVS|57506	2039.9589999999998
MAX|4149	1333.9696	MAX|4149	1350.8874
MAZ|4150	3073.6519	MAZ|4150	919.4476
MBD1|4152	909.1281	MBD1|4152	643.2923
MBD2|8932	2214.4659	MBD2|8932	2465.2041
MBD3|53615	510.7369	MBD3|53615	235.2476
MBD4|8930	977.2991	MBD4|8930	978.5664
MBD5|55777	402.4814	MBD5|55777	416.7772
MBD6|114785	1899.7887	MBD6|114785	1097.381
MBIP|51562	105.8013	MBIP|51562	662.8742
MBLAC1|255374	38.1757	MBLAC1|255374	5.557
MBLAC2|153364	205.331	MBLAC2|153364	338.9788
MBNL1|4154	2528.6604	MBNL1|4154	8918.6087
MBNL2|10150	1280.7962	MBNL2|10150	5360.1517
MBNL3|55796	8.4532	MBNL3|55796	140.2488
MBOAT1|154141	1865.9759	MBOAT1|154141	1378.9371
MBOAT2|129642	2809.4621	MBOAT2|129642	527.9178
MBOAT4|619373	10.9074	MBOAT4|619373	5.0278
MBOAT7|79143	2644.7611	MBOAT7|79143	422.3342
MBP|4155	149.1581	MBP|4155	1595.3967
MBTD1|54799	847.7742	MBTD1|54799	960.8368
MBTPS1|8720	4043.3567	MBTPS1|8720	3454.8845
MBTPS2|51360	877.4313	MBTPS2|51360	839.0029
MB|4151	732.9743	MB|4151	86.5309
MC1R|4157	243.88299999999998	MC1R|4157	38.1239
MCAM|4162	1375.4175	MCAM|4162	3490.079
MCART1|92014	214.8749	MCART1|92014	213.2841
MCART2|147407	6.5444	MCART2|147407	12.4372
lowly_expressed	lowly_expressed	MCART6|401612	9.791
MCAT|27349	273.5019	MCAT|27349	169.6217
MCCC1|56922	345.2178	MCCC1|56922	634.8244
MCCC2|64087	6107.3011	MCCC2|64087	3618.1553
MCC|4163	873.1338	MCC|4163	1485.5792
MCEE|84693	322.585	MCEE|84693	207.9917
lowly_expressed	lowly_expressed	MCF2L2|23101	11.3787
MCF2L|23263	453.2006	MCF2L|23263	566.817
MCFD2|90411	2473.6028	MCFD2|90411	5423.8988
MCHR1|2847	6.8171	lowly_expressed	lowly_expressed
MCL1|4170	13339.4233	MCL1|4170	18701.2561
MCM10|55388	388.0292	MCM10|55388	18.2588
MCM2|4171	2025.7686	MCM2|4171	217.518
MCM3APAS|114044	37.3604	MCM3APAS|114044	33.3289
MCM3AP|8888	1486.3972	MCM3AP|8888	1544.8674
MCM3|4172	3369.0095	MCM3|4172	1094.2055
MCM4|4173	4114.2546	MCM4|4173	687.7485
MCM5|4174	1665.8259	MCM5|4174	275.9991
MCM6|4175	2568.4096	MCM6|4175	703.0965
MCM7|4176	2862.191	MCM7|4176	635.6183
MCM8|84515	591.1787	MCM8|84515	254.5649
MCM9|254394	64.0807	MCM9|254394	95.7926
MCOLN1|57192	399.7546	MCOLN1|57192	275.4699
MCOLN2|255231	31.086	MCOLN2|255231	67.4782
lowly_expressed	lowly_expressed	MCOLN3|55283	251.1248
MCPH1|79648	708.2746	MCPH1|79648	750.2731
MCRS1|10445	851.5918	MCRS1|10445	372.5856
MCTP1|79772	113.4365	MCTP1|79772	701.2442
MCTP2|55784	419.1151	MCTP2|55784	362.0008
MCTS1|28985	931.4882	MCTS1|28985	1055.5710000000001
MDC1|9656	1358.2385	MDC1|9656	994.4436
MDFIC|29969	1389.3244	MDFIC|29969	2144.4841
MDFI|4188	398.1185	MDFI|4188	95.7926
MDGA1|266727	33.8128	MDGA1|266727	60.3335
MDH1B|130752	83.4413	MDH1B|130752	41.2808
MDH1|4190	3369.5548	MDH1|4190	5034.404
MDH2|4191	3082.4187	MDH2|4191	1801.536
MDK|4192	2300.634	MDK|4192	857.3702
MDM1|56890	382.5755	MDM1|56890	363.0593
MDM2|4193	2948.5309	MDM2|4193	2773.2223
