gene_id	TCGA-BH-A204-01A-11R-A157-07	gene_id	TCGA-BH-A204-11A-53R-A157-07
ABCC4|10257	84.6669	ABCC4|10257	158.9942
ABCC5|10057	3469.5267	ABCC5|10057	464.9903
lowly_expressed	lowly_expressed	ABCC6P1|653190	19.7292
lowly_expressed	lowly_expressed	ABCC6P2|730013	68.0851
ABCC6|368	11.8034	ABCC6|368	490.1354
ABCC8|6833	104.4149	ABCC8|6833	6.1896
ABCC9|10060	244.2402	ABCC9|10060	2900.1934
ABCD1|215	94.8814	ABCD1|215	471.9536
lowly_expressed	lowly_expressed	ABCD2|225	975.2418
ABCD3|5825	7060.4926	ABCD3|5825	1229.4004
ABCD4|5826	159.5733	ABCD4|5826	769.4391
ABCE1|6059	3776.4158	ABCE1|6059	1356.6731
ABCF1|23	1659.5165	ABCF1|23	1340.4255
ABCF2|10061	1841.1077	ABCF2|10061	918.7621
ABCF3|55324	760.1861	ABCF3|55324	725.7253
ABCG1|9619	1524.0041	ABCG1|9619	509.0909
ABCG2|9429	92.6115	ABCG2|9429	373.3075
ABHD10|55347	1288.1625	ABHD10|55347	536.1702
ABHD11|83451	882.7602	ABHD11|83451	232.4952
lowly_expressed	lowly_expressed	ABHD12B|145447	5.8027
ABHD12|26090	2264.2152	ABHD12|26090	811.9923
ABHD13|84945	707.0707	ABHD13|84945	628.2398
ABHD14A|25864	211.3268	ABHD14A|25864	412.0232
ABHD14B|84836	1595.0516	ABHD14B|84836	3753.5783
ABHD15|116236	269.6629	ABHD15|116236	1436.7505
ABHD1|84696	5.9017	ABHD1|84696	42.5532
ABHD2|11057	6112.1326	ABHD2|11057	3047.9691
ABHD3|171586	174.5545	ABHD3|171586	312.5725
ABHD4|63874	485.0755	ABHD4|63874	1082.7853
ABHD5|51099	1722.3925	ABHD5|51099	2237.1373
ABHD6|57406	240.3813	ABHD6|57406	554.7389
ABHD8|79575	67.4157	ABHD8|79575	107.1567
ABI1|10006	2138.9173	ABI1|10006	1326.8588
ABI2|10152	2530.2463	ABI2|10152	1100.9671
ABI3BP|25890	216.3205	ABI3BP|25890	6352.8046
ABI3|51225	73.9984	ABI3|51225	147.3888
ABL1|25	1709.0001	ABL1|25	4249.5164
ABL2|27	1183.9746	ABL2|27	1705.6093
ABLIM1|3983	4472.5911	ABLIM1|3983	11102.5145
ABLIM2|84448	54.2504	ABLIM2|84448	133.0754
ABLIM3|22885	2362.9554	ABLIM3|22885	3790.3288
ABO|28	14.3003	ABO|28	47.5822
ABR|29	1526.274	ABR|29	2070.4062
ABT1|29777	318.9195	ABT1|29777	447.9691
ABTB1|80325	121.2121	ABTB1|80325	687.8143
ABTB2|25841	75.3603	ABTB2|25841	89.3617
ACAA1|30	589.4904	ACAA1|30	1161.7021
ACAA2|10449	366.5872	ACAA2|10449	3648.7427
ACACA|31	3351.4925	ACACA|31	3317.2147
ACACB|32	62.195	ACACB|32	19663.0561
ACAD10|80724	794.6885	ACAD10|80724	446.0348
ACAD11|84129	294.8224	ACAD11|84129	987.6209
ACAD8|27034	252.8657	ACAD8|27034	502.5145
ACAD9|28976	500.9829	ACAD9|28976	1101.7408
lowly_expressed	lowly_expressed	ACADL|33	524.1779
ACADM|34	1043.0144	ACADM|34	1770.5996
ACADSB|36	21824.5375	ACADSB|36	1560.5416
ACADS|35	38.8151	ACADS|35	1225.1451
ACADVL|37	1342.4129	ACADVL|37	5725.3153
ACAN|176	63.3299	ACAN|176	20.8897
lowly_expressed	lowly_expressed	ACAP1|9744	23.5977
ACAP2|23527	2083.305	ACAP2|23527	1621.2766
ACAP3|116983	304.6283	ACAP3|116983	413.9497
ACAT1|38	1526.274	ACAT1|38	3445.648
ACAT2|39	532.8589	ACAT2|39	268.4836
ACBD3|64746	2228.5779	ACBD3|64746	1491.6828
ACBD4|79777	99.4212	ACBD4|79777	232.882
ACBD5|91452	1166.9504	ACBD5|91452	921.0832
ACBD6|84320	380.4335	ACBD6|84320	312.5725
ACBD7|414149	307.1161	ACBD7|414149	13.5397
lowly_expressed	lowly_expressed	ACCN1|40	12.3791
ACCN2|41	533.6511	ACCN2|41	104.0619
ACCN3|9311	9.9875	ACCN3|9311	5.029
ACCS|84680	44.4898	ACCS|84680	254.1586
ACD|65057	256.7245	ACD|65057	255.706
lowly_expressed	lowly_expressed	ACE2|59272	29.7872
ACER2|340485	285.7791	ACER2|340485	352.8046
ACER3|55331	1210.5323	ACER3|55331	873.8878
ACE|1636	402.9055	ACE|1636	1334.236
ACHE|43	37.2262	ACHE|43	11.6054
ACIN1|22985	3926.0016	ACIN1|22985	2324.1779
ACLY|47	5305.4137	ACLY|47	3384.5261
ACN9|57001	13.3924	ACN9|57001	129.207
ACO1|48	355.9187	ACO1|48	7464.2166
ACO2|50	1248.4485	ACO2|50	3953.2186
ACOT11|26027	7.9446	ACOT11|26027	16.5648
ACOT12|134526	7.0367	lowly_expressed	lowly_expressed
ACOT13|55856	1000.9942	ACOT13|55856	670.3714
ACOT1|641371	194.5296	ACOT1|641371	1605.4159
ACOT2|10965	147.9968	ACOT2|10965	870.0193
ACOT4|122970	8.3986	ACOT4|122970	201.1605
lowly_expressed	lowly_expressed	ACOT6|641372	21.2766
ACOT7|11332	513.2221	ACOT7|11332	184.913
ACOT8|10005	174.5659	ACOT8|10005	185.4623
ACOT9|23597	157.5304	ACOT9|23597	792.6499
ACOX1|51	2277.317	ACOX1|51	4450.2901
ACOX2|8309	166.6099	ACOX2|8309	442.1663
ACOX3|8310	196.3455	ACOX3|8310	474.6615
ACOXL|55289	15.4353	lowly_expressed	lowly_expressed
ACP1|52	2559.3009	ACP1|52	1042.1663
ACP2|53	621.9498	ACP2|53	894.0039
ACP5|54	184.0881	ACP5|54	295.9381
ACP6|51205	47.6677	ACP6|51205	194.5841
ACPL2|92370	996.7087	ACPL2|92370	273.501
ACPP|55	9.5335	ACPP|55	6.1896
lowly_expressed	lowly_expressed	ACRBP|84519	14.3133
lowly_expressed	lowly_expressed	ACRC|93953	22.4371
lowly_expressed	lowly_expressed	ACR|49	17.795
lowly_expressed	lowly_expressed	ACSBG1|23205	10.4449
ACSF2|80221	17.7051	ACSF2|80221	917.2147
ACSF3|197322	80.1271	ACSF3|197322	287.4275
ACSL1|2180	2372.7159	ACSL1|2180	40355.8994
ACSL3|2181	5001.0215	ACSL3|2181	2048.3559
ACSL4|2182	453.524	ACSL4|2182	2459.9613
ACSL5|51703	98.5132	ACSL5|51703	995.7447
ACSL6|23305	5.6747	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ACSM2A|123876	5.029
ACSM3|6296	12.927	ACSM3|6296	34.735
ACSM5|54988	16.1162	ACSM5|54988	775.6286
ACSS1|84532	1319.033	ACSS1|84532	484.7195
ACSS2|55902	382.7034	ACSS2|55902	4497.8723
ACSS3|79611	744.7509	ACSS3|79611	1299.0329
ACTA1|58	9.9875	ACTA1|58	19.3424
ACTA2|59	5659.7526	ACTA2|59	10120.2669
ACTB|60	42813.9825	ACTB|60	74824.3714
ACTC1|70	55.1583	ACTC1|70	67.6983
ACTG1|71	57861.3097	ACTG1|71	39068.0851
ACTG2|72	73.7714	ACTG2|72	2398.4526
ACTL6A|86	1821.3597	ACTL6A|86	570.5996
ACTN1|87	2047.2137	ACTN1|87	5167.118
ACTN2|88	16.7972	lowly_expressed	lowly_expressed
ACTN4|81	4835.7825	ACTN4|81	8276.3366
ACTR10|55860	1352.1734	ACTR10|55860	1279.6905
ACTR1A|10121	2949.9489	ACTR1A|10121	3028.6267
ACTR1B|10120	927.25	ACTR1B|10120	1192.6499
ACTR2|10097	10412.212	ACTR2|10097	5416.6344
ACTR3B|57180	348.6551	ACTR3B|57180	92.0696
ACTR3C|653857	26.7847	ACTR3C|653857	9.6712
ACTR3|10096	6008.1716	ACTR3|10096	2809.2843
ACTR5|79913	281.4663	ACTR5|79913	165.1838
ACTR6|64431	748.6097	ACTR6|64431	482.7853
ACTR8|93973	771.3086	ACTR8|93973	451.4507
ACVR1B|91	1293.8372	ACVR1B|91	1187.234
ACVR1C|130399	18.8401	ACVR1C|130399	3649.5164
ACVR1|90	917.9435	ACVR1|90	1831.7215
ACVR2A|92	171.1497	ACVR2A|92	522.2437
ACVR2B|93	746.5668	ACVR2B|93	196.5184
ACVRL1|94	219.9523	ACVRL1|94	1805.8027
ACY1|95	340.4835	ACY1|95	594.94
ACYP1|97	61.968	ACYP1|97	52.6112
ACYP2|98	62.876	ACYP2|98	218.1818
ADAL|161823	225.4001	ADAL|161823	248.3559
ADAM10|102	2315.9687	ADAM10|102	1436.7505
ADAM12|8038	714.1074	ADAM12|8038	1151.6441
ADAM15|8751	1154.693	ADAM15|8751	3022.0503
ADAM17|6868	765.4069	ADAM17|6868	681.6248
ADAM19|8728	215.6395	ADAM19|8728	142.7466
ADAM22|53616	218.5904	ADAM22|53616	116.441
ADAM23|8745	27.6927	ADAM23|8745	88.2012
ADAM28|10863	66.5078	ADAM28|10863	27.853
ADAM32|203102	6.5827	ADAM32|203102	17.0213
lowly_expressed	lowly_expressed	ADAM33|80332	1275.2534
ADAM6|8755	644.7327	ADAM6|8755	6562.9555
ADAM8|101	21.11	ADAM8|101	20.5029
ADAM9|8754	7316.9901	ADAM9|8754	2500.9671
ADAMDEC1|27299	14.5273	lowly_expressed	lowly_expressed
ADAMTS10|81794	22.4719	ADAMTS10|81794	135.7834
ADAMTS12|81792	598.343	ADAMTS12|81792	325.7253
ADAMTS13|11093	23.3799	ADAMTS13|11093	24.3714
ADAMTS14|140766	38.8151	ADAMTS14|140766	8.8975
ADAMTS15|170689	1236.636	ADAMTS15|170689	465.764
ADAMTS16|170690	100.3291	ADAMTS16|170690	319.5358
ADAMTS17|170691	13.6193	ADAMTS17|170691	35.9768
ADAMTS18|170692	17.4782	ADAMTS18|170692	86.6538
ADAMTS1|9510	748.8367	ADAMTS1|9510	12831.3346
ADAMTS20|80070	11.3494	lowly_expressed	lowly_expressed
ADAMTS2|9509	369.9921	ADAMTS2|9509	1284.7195
ADAMTS3|9508	16.3432	ADAMTS3|9508	418.9555
ADAMTS4|9507	250.5958	ADAMTS4|9507	1132.6886
ADAMTS5|11096	200.4313	ADAMTS5|11096	3165.9574
ADAMTS6|11174	114.6294	ADAMTS6|11174	68.8588
ADAMTS7|11173	72.6365	ADAMTS7|11173	113.3462
lowly_expressed	lowly_expressed	ADAMTS8|11095	22.824
ADAMTS9|56999	155.4875	ADAMTS9|56999	1067.3114
ADAMTSL1|92949	130.2917	ADAMTSL1|92949	815.087
ADAMTSL2|9719	55.6123	ADAMTSL2|9719	89.3617
ADAMTSL3|57188	378.8446	ADAMTSL3|57188	953.5783
ADAMTSL4|54507	22.0179	ADAMTSL4|54507	2584.1393
ADAMTSL5|339366	5.2207	ADAMTSL5|339366	45.648
lowly_expressed	lowly_expressed	ADAP1|11033	39.8182
ADAP2|55803	202.2472	ADAP2|55803	220.5029
ADARB1|104	411.0771	ADARB1|104	759.7679
ADAR|103	9550.5618	ADAR|103	5673.1141
ADAT1|23536	466.2354	ADAT1|23536	263.0561
ADAT2|134637	79.2192	ADAT2|134637	105.2224
lowly_expressed	lowly_expressed	ADAT3|113179	10.4449
ADA|100	79.4461	ADA|100	155.8994
ADCK1|57143	110.3166	ADCK1|57143	130.7544
ADCK2|90956	1268.3146	ADCK2|90956	478.9168
ADCK4|79934	260.8104	ADCK4|79934	374.8549
ADCK5|203054	43.3549	ADCK5|203054	38.6847
ADCY10|55811	15.8892	lowly_expressed	lowly_expressed
ADCY1|107	75.1334	ADCY1|107	261.1219
ADCY2|108	19.748	ADCY2|108	152.0309
ADCY3|109	1130.2463	ADCY3|109	2240.2785
ADCY4|196883	81.489	ADCY4|196883	847.5822
ADCY5|111	18.1591	ADCY5|111	974.0812
ADCY6|112	1739.4166	ADCY6|112	4070.793
ADCY7|113	266.7121	ADCY7|113	813.9265
lowly_expressed	lowly_expressed	ADCY8|114	6.5764
ADCY9|115	909.5449	ADCY9|115	948.9362
lowly_expressed	lowly_expressed	ADCYAP1R1|117	103.675
lowly_expressed	lowly_expressed	ADCYAP1|116	19.3424
ADC|113451	121.4391	ADC|113451	78.53
ADD1|118	6146.4079	ADD1|118	8601.5474
ADD2|119	14.5273	ADD2|119	126.1122
ADD3|120	967.2001	ADD3|120	4581.4313
lowly_expressed	lowly_expressed	ADH1A|124	837.47
ADH1B|125	19.5211	ADH1B|125	82820.8897
lowly_expressed	lowly_expressed	ADH4|127	59.1876
ADH5|128	1693.3379	ADH5|128	5107.9304
lowly_expressed	lowly_expressed	ADH6|130	5.8027
ADHFE1|137872	7.7176	ADHFE1|137872	644.4874
ADI1|55256	674.1573	ADI1|55256	2026.3056
ADIPOQ|9370	27.6927	ADIPOQ|9370	92545.4545
ADIPOR1|51094	4259.4484	ADIPOR1|51094	2219.7292
ADIPOR2|79602	2921.5753	ADIPOR2|79602	5082.7853
ADK|132	318.2386	ADK|132	376.0155
ADM2|79924	122.1201	ADM2|79924	14.7002
ADM|133	25.8767	ADM|133	1463.4429
ADNP2|22850	634.8882	ADNP2|22850	747.0019
ADNP|23394	5309.2725	ADNP|23394	2133.0754
ADORA1|134	335.2627	ADORA1|134	209.2843
ADORA2A|135	65.8268	ADORA2A|135	64.2166
ADORA2B|136	32.4594	ADORA2B|136	39.8453
ADORA3|140	268.528	ADORA3|140	38.2979
ADO|84890	1361.253	ADO|84890	565.9574
ADPGK|83440	881.4051	ADPGK|83440	834.0658
ADPRHL1|113622	47.2137	ADPRHL1|113622	78.53
ADPRHL2|54936	196.5725	ADPRHL2|54936	375.6286
ADPRH|141	169.5608	ADPRH|141	611.9923
lowly_expressed	lowly_expressed	ADRA1A|148	102.5145
ADRA1B|147	7.2636	ADRA1B|147	162.089
lowly_expressed	lowly_expressed	ADRA1D|146	11.9923
ADRA2A|150	11.3494	ADRA2A|150	1882.7853
lowly_expressed	lowly_expressed	ADRA2B|151	34.8162
ADRA2C|152	92.3845	ADRA2C|152	128.4333
lowly_expressed	lowly_expressed	ADRB1|153	111.0251
ADRB2|154	11.1225	ADRB2|154	547.7756
lowly_expressed	lowly_expressed	ADRB3|155	17.4081
ADRBK1|156	828.7368	ADRBK1|156	1150.8704
ADRBK2|157	1250.7093	ADRBK2|157	4041.3926
ADRM1|11047	549.3134	ADRM1|11047	925.3385
ADSL|158	526.8414	ADSL|158	736.1702
ADSSL1|122622	32.4594	ADSSL1|122622	288.2012
ADSS|159	1681.9884	ADSS|159	846.8085
AEBP1|165	4784.247	AEBP1|165	14889.7485
AEBP2|121536	624.6737	AEBP2|121536	675.0484
AEN|64782	434.2299	AEN|64782	313.3462
AES|166	2536.148	AES|166	5764.4101
AFAP1L1|134265	224.0381	AFAP1L1|134265	1411.6054
AFAP1L2|84632	134.3775	AFAP1L2|84632	650.2901
AFAP1|60312	1607.0752	AFAP1|60312	1419.7176
AFF1|4299	2890.9318	AFF1|4299	4995.3578
AFF2|2334	12.9384	AFF2|2334	143.5203
AFF3|3899	21228.9184	AFF3|3899	556.6731
AFF4|27125	7021.6774	AFF4|27125	3417.4081
AFG3L1|172	162.0701	AFG3L1|172	161.3153
AFG3L2|10939	1050.7842	AFG3L2|10939	1274.9594
AFMID|125061	417.8867	AFMID|125061	286.6538
AFP|174	1970.7184	AFP|174	23.2108
AFTPH|54812	4047.8947	AFTPH|54812	1153.5783
AG2|387763	63.5569	AG2|387763	2122.2437
AGAP11|119385	12.2619	AGAP11|119385	355.1296
AGAP1|116987	742.935	AGAP1|116987	489.3617
AGAP2|116986	15.1402	AGAP2|116986	84.3172
AGAP3|116988	661.8999	AGAP3|116988	813.5397
AGAP4|119016	53.5694	AGAP4|119016	150.0967
AGAP5|729092	19.3871	AGAP5|729092	36.94
AGAP6|414189	52.2075	AGAP6|414189	105.6093
lowly_expressed	lowly_expressed	AGAP7|653268	5.029
AGAP8|728404	47.2137	AGAP8|728404	27.853
AGA|175	661.6729	AGA|175	423.9845
AGBL2|79841	10.8955	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AGBL3|340351	5.4159
lowly_expressed	lowly_expressed	AGBL4|84871	9.2843
AGBL5|60509	717.746	AGBL5|60509	619.7369
lowly_expressed	lowly_expressed	AGER|177	26.6925
AGFG1|3267	2896.6065	AGFG1|3267	2447.5822
AGFG2|3268	440.3586	AGFG2|3268	446.4217
AGGF1|55109	1431.8466	AGGF1|55109	831.3346
AGK|55750	884.5761	AGK|55750	456.0928
AGL|178	7158.0978	AGL|178	1558.2205
AGMAT|79814	7.7176	AGMAT|79814	5.4159
AGPAT1|10554	1924.7804	AGPAT1|10554	1906.058
AGPAT2|10555	177.7324	AGPAT2|10555	6721.0832
AGPAT3|56894	1839.9728	AGPAT3|56894	1906.7698
AGPAT4|56895	68.0967	AGPAT4|56895	361.7021
AGPAT5|55326	871.6377	AGPAT5|55326	379.4971
AGPAT6|137964	5018.7266	AGPAT6|137964	1575.6286
AGPAT9|84803	41.539	AGPAT9|84803	348.5493
AGPHD1|123688	38.1342	AGPHD1|123688	75.0484
AGPS|8540	230.8478	AGPS|8540	1521.8569
AGR2|10551	30905.0051	AGR2|10551	335.3965
AGR3|155465	4670.5255	AGR3|155465	95.9381
AGRN|375790	367.9492	AGRN|375790	1168.2785
AGTPBP1|23287	810.1237	AGTPBP1|23287	564.7969
AGTR1|185	11199.8638	AGTR1|185	1585.2998
AGTRAP|57085	265.3501	AGTRAP|57085	484.7195
AGT|183	46.9867	AGT|183	277.3694
AGXT2L2|85007	122.7942	AGXT2L2|85007	647.2611
lowly_expressed	lowly_expressed	AGXT|189	8.1238
AHCTF1|25909	2661.4459	AHCTF1|25909	2103.675
AHCYL1|10768	6110.0897	AHCYL1|10768	4914.8936
AHCYL2|23382	3484.508	AHCYL2|23382	712.5725
AHCY|191	4171.3767	AHCY|191	1378.7234
AHDC1|27245	170.2417	AHDC1|27245	445.648
AHI1|54806	848.7118	AHI1|54806	299.0329
AHNAK2|113146	262.6263	AHNAK2|113146	2684.3327
AHNAK|79026	41914.1982	AHNAK|79026	142060.3482
AHRR|57491	77.8572	AHRR|57491	219.7292
AHR|196	650.7774	AHR|196	3038.6847
AHSA1|10598	1300.6469	AHSA1|10598	1101.7408
AHSA2|130872	234.7066	AHSA2|130872	355.8994
AIDA|64853	929.7878	AIDA|64853	2101.4739
AIF1L|83543	474.18	AIF1L|83543	3637.5242
AIF1|199	184.542	AIF1|199	374.4681
AIFM1|9131	1067.9832	AIFM1|9131	919.9226
AIFM2|84883	240.6083	AIFM2|84883	2650.677
lowly_expressed	lowly_expressed	AIFM3|150209	6.5764
AIG1|51390	1631.1429	AIG1|51390	1189.942
AIM1L|55057	13.6193	lowly_expressed	lowly_expressed
AIM1|202	736.5793	AIM1|202	2150.4836
lowly_expressed	lowly_expressed	AIM2|9447	8.5106
AIMP1|9255	2338.0524	AIMP1|9255	1006.383
AIMP2|7965	605.8858	AIMP2|7965	256.677
AIP|9049	439.2237	AIP|9049	725.7253
AJAP1|55966	48.5756	AJAP1|55966	9.6712
AK1|203	420.6106	AK1|203	743.9072
AK2|204	1879.2419	AK2|204	2208.1238
AK3L1|205	65.5998	AK3L1|205	564.4101
AK3|50808	1586.1991	AK3|50808	3054.9323
AK5|26289	15.4353	AK5|26289	363.6364
AK7|122481	11.3494	AK7|122481	20.5029
AKAP10|11216	1082.5105	AKAP10|11216	597.2921
AKAP11|11215	4964.2492	AKAP11|11215	2460.3482
AKAP12|9590	467.1433	AKAP12|9590	9015.4739
AKAP13|11214	3797.2988	AKAP13|11214	5082.3985
AKAP1|8165	2457.8368	AKAP1|8165	1923.7911
AKAP2|11217	1390.1441	AKAP2|11217	3583.2843
AKAP3|10566	8.6256	AKAP3|10566	23.2108
AKAP5|9495	241.0623	AKAP5|9495	25.1451
AKAP6|9472	425.3774	AKAP6|9472	117.6015
AKAP7|9465	153.4446	AKAP7|9465	285.4932
AKAP8L|26993	535.694	AKAP8L|26993	444.8743
AKAP8|10270	361.1395	AKAP8|10270	553.9652
AKAP9|10142	4154.1255	AKAP9|10142	2013.5397
AKD1|221264	493.7011	AKD1|221264	132.6886
AKIRIN1|79647	901.3733	AKIRIN1|79647	1908.3172
AKIRIN2|55122	1136.5339	AKIRIN2|55122	1148.9362
AKNA|80709	114.8564	AKNA|80709	913.7331
AKR1A1|10327	806.2649	AKR1A1|10327	1410.058
lowly_expressed	lowly_expressed	AKR1B15|441282	8.1238
AKR1B1|231	393.5989	AKR1B1|231	1136.5571
AKR1C1|1645	18.9899	AKR1C1|1645	7534.5222
AKR1C2|1646	16.3432	AKR1C2|1646	5971.3733
AKR1C3|8644	264.2152	AKR1C3|8644	4245.2611
AKR1E2|83592	30.2667	AKR1E2|83592	47.6828
AKR7A2|8574	885.711	AKR7A2|8574	1015.4739
AKR7A3|22977	786.5169	AKR7A3|22977	21.6634
AKR7L|246181	33.5944	AKR7L|246181	6.5764
AKT1S1|84335	520.4858	AKT1S1|84335	912.1857
AKT1|207	1313.5853	AKT1|207	2951.2573
AKT2|208	1407.7857	AKT2|208	4388.3946
AKT3|10000	426.0583	AKT3|10000	1641.3926
AKTIP|64400	580.3745	AKTIP|64400	755.4043
ALAD|210	873.6806	ALAD|210	2836.3636
ALAS1|211	1105.2094	ALAS1|211	1041.0058
ALB|213	206286.9141	ALB|213	101.7408
ALCAM|214	11982.0679	ALCAM|214	964.7969
ALDH16A1|126133	212.0077	ALDH16A1|126133	335.7834
ALDH18A1|5832	3680.1725	ALDH18A1|5832	1169.8259
ALDH1A1|216	466.6894	ALDH1A1|216	5191.8762
lowly_expressed	lowly_expressed	ALDH1A2|8854	971.7602
ALDH1A3|220	240.9148	ALDH1A3|220	1641.9923
ALDH1B1|219	665.7587	ALDH1B1|219	680.4642
lowly_expressed	lowly_expressed	ALDH1L1|10840	2622.4371
ALDH1L2|160428	559.5279	ALDH1L2|160428	504.0619
ALDH2|217	1191.0112	ALDH2|217	24833.6557
lowly_expressed	lowly_expressed	ALDH3A1|218	13.5397
ALDH3A2|224	2590.1714	ALDH3A2|224	4029.0135
ALDH3B1|221	115.7644	ALDH3B1|221	201.1605
ALDH3B2|222	1594.3707	ALDH3B2|222	213.5397
ALDH4A1|8659	335.7167	ALDH4A1|8659	2179.8839
ALDH5A1|7915	1418.0002	ALDH5A1|7915	700.5803
ALDH6A1|4329	434.1573	ALDH6A1|4329	1377.7911
ALDH7A1|501	726.8187	ALDH7A1|501	1488.588
ALDH8A1|64577	18.1591	ALDH8A1|64577	5.4159
ALDH9A1|223	3129.2702	ALDH9A1|223	5795.3578
ALDOA|226	14114.4025	ALDOA|226	13793.8104
lowly_expressed	lowly_expressed	ALDOB|229	6.9632
ALDOC|230	269.4359	ALDOC|230	2460.3482
ALG10B|144245	739.0762	ALG10B|144245	314.5068
ALG10|84920	224.2651	ALG10|84920	96.325
ALG11|440138	182.7261	ALG11|440138	9.2843
ALG12|79087	171.8307	ALG12|79087	345.8414
ALG13|79868	628.0785	ALG13|79868	454.9323
ALG14|199857	318.2386	ALG14|199857	229.4004
ALG1L|200810	62.6308	ALG1L|200810	5.2611
ALG1|56052	1070.8569	ALG1|56052	354.9826
ALG2|85365	1081.6025	ALG2|85365	775.6286
ALG3|10195	1133.583	ALG3|10195	391.4894
ALG5|29880	975.8257	ALG5|29880	628.6267
ALG6|29929	443.3095	ALG6|29929	238.2979
ALG8|79053	1641.8114	ALG8|79053	683.1721
ALG9|79796	673.9303	ALG9|79796	718.7621
ALKBH1|8846	113.4945	ALKBH1|8846	178.7234
ALKBH2|121642	149.8127	ALKBH2|121642	133.0754
ALKBH3|221120	141.6411	ALKBH3|221120	335.0097
ALKBH4|54784	113.1359	ALKBH4|54784	108.735
ALKBH5|54890	2675.5102	ALKBH5|54890	2312.4371
ALKBH6|84964	33.3674	ALKBH6|84964	51.8375
ALKBH7|84266	113.2675	ALKBH7|84266	305.9961
ALKBH8|91801	346.6122	ALKBH8|91801	221.2766
lowly_expressed	lowly_expressed	ALK|238	8.1238
ALMS1|7840	1585.2911	ALMS1|7840	719.5358
ALOX12B|242	38.3112	lowly_expressed	lowly_expressed
ALOX15B|247	32.2324	ALOX15B|247	37.5242
ALOX15|246	42.6739	ALOX15|246	23.5977
ALOX5AP|241	344.3423	ALOX5AP|241	284.3327
ALOX5|240	132.3346	ALOX5|240	172.14700000000002
ALOXE3|59344	315.5147	lowly_expressed	lowly_expressed
