gene_id	TCGA-BH-A203-01A-12R-A169-07	gene_id	TCGA-BH-A203-11A-42R-A169-07
ACOT4|122970	160.9607	ACOT4|122970	139.7608
lowly_expressed	lowly_expressed	ACOT6|641372	5.6054
ACOT7|11332	737.7666	ACOT7|11332	174.8879
ACOT8|10005	415.5225	ACOT8|10005	179.3274
ACOT9|23597	326.2233	ACOT9|23597	454.7833
ACOX1|51	1947.3024	ACOX1|51	3706.932
ACOX2|8309	957.1608	ACOX2|8309	351.2706
ACOX3|8310	569.6361	ACOX3|8310	551.5695
ACOXL|55289	7.5282	lowly_expressed	lowly_expressed
ACP1|52	2367.0909	ACP1|52	1301.9432
ACP2|53	730.9554	ACP2|53	585.2018
ACP5|54	1134.9704	ACP5|54	253.7369
ACP6|51205	800.5019	ACP6|51205	230.568
ACPL2|92370	278.903	ACPL2|92370	372.9447
ACPP|55	77.7917	ACPP|55	21.6741
ACRBP|84519	28.679	ACRBP|84519	10.8371
ACRC|93953	21.5092	ACRC|93953	50.0747
ACRV1|56	10.7546	lowly_expressed	lowly_expressed
ACR|49	5.0188	ACR|49	8.5949
lowly_expressed	lowly_expressed	ACSBG1|23205	25.7848
lowly_expressed	lowly_expressed	ACSBG2|81616	5.2317
ACSF2|80221	592.5793	ACSF2|80221	812.7803
ACSF3|197322	302.2047	ACSF3|197322	199.1779
ACSL1|2180	3775.9455	ACSL1|2180	20313.154
ACSL3|2181	19791.002	ACSL3|2181	3630.7922
ACSL4|2182	881.8785	ACSL4|2182	2325.8595
ACSL5|51703	492.2029	ACSL5|51703	941.3303
ACSL6|23305	8.9622	ACSL6|23305	6.7265
lowly_expressed	lowly_expressed	ACSM1|116285	34.006
ACSM3|6296	32.8984	ACSM3|6296	200.2877
ACSM5|54988	21.8677	ACSM5|54988	573.2436
ACSS1|84532	1668.0409	ACSS1|84532	640.8819
ACSS2|55902	761.7853	ACSS2|55902	2910.3139
ACSS3|79611	936.727	ACSS3|79611	958.8939
ACTA1|58	31.1884	ACTA1|58	6.7265
ACTA2|59	6060.8496	ACTA2|59	23559.0994
lowly_expressed	lowly_expressed	ACTBL2|345651	8.5949
ACTB|60	142409.3924	ACTB|60	59934.2302
ACTG1|71	91902.4915	ACTG1|71	43599.4021
ACTG2|72	407.5999	ACTG2|72	6556.8012
ACTL6A|86	4168.489	ACTL6A|86	717.8625
ACTL8|81569	89.9803	lowly_expressed	lowly_expressed
ACTN1|87	5406.3452	ACTN1|87	8767.9372
ACTN2|88	374.2606	lowly_expressed	lowly_expressed
ACTN4|81	10584.2445	ACTN4|81	8921.2145
ACTR10|55860	839.577	ACTR10|55860	1192.4514
ACTR1A|10121	3278.3653	ACTR1A|10121	2074.3647
ACTR1B|10120	1477.3257	ACTR1B|10120	989.9103
ACTR2|10097	18451.3354	ACTR2|10097	5692.0777
ACTR3B|57180	170.6399	ACTR3B|57180	197.6831
ACTR3C|653857	50.9052	ACTR3C|653857	23.1689
ACTR3|10096	7993.5472	ACTR3|10096	3326.9806
ACTR5|79913	187.1303	ACTR5|79913	170.0299
ACTR6|64431	717.3329	ACTR6|64431	715.2466
ACTR8|93973	591.1454	ACTR8|93973	584.0807
ACVR1B|91	2328.0158	ACVR1B|91	1235.7997
ACVR1C|130399	47.6788	ACVR1C|130399	2459.2676
ACVR1|90	2115.4329	ACVR1|90	1203.2885
ACVR2A|92	343.4307	ACVR2A|92	824.7384
ACVR2B|93	463.5239	ACVR2B|93	757.1001
ACVRL1|94	400.0717	ACVRL1|94	618.8341
ACY1|95	1156.1212	ACY1|95	455.9043
ACY3|91703	63.0937	ACY3|91703	11.9581
ACYP1|97	87.4709	ACYP1|97	78.1016
ACYP2|98	142.6779	ACYP2|98	250
ADAL|161823	159.8853	ADAL|161823	240.6577
ADAM10|102	1572.3248	ADAM10|102	1820.6278
ADAM11|4185	6.0943	ADAM11|4185	9.3423
ADAM12|8038	2408.3169	ADAM12|8038	483.5575
ADAM15|8751	3941.2081	ADAM15|8751	1955.9043
ADAM17|6868	645.6354	ADAM17|6868	821.3752
ADAM19|8728	891.1991	ADAM19|8728	87.4439
ADAM21|8747	11.4716	ADAM21|8747	5.6054
ADAM22|53616	21.1507	ADAM22|53616	111.7339
ADAM23|8745	12.5471	ADAM23|8745	35.5007
ADAM28|10863	128.6969	ADAM28|10863	125.9342
ADAM32|203102	36.9242	ADAM32|203102	30.6428
ADAM33|80332	16.4904	ADAM33|80332	377.8027
ADAM6|8755	22530.6542	ADAM6|8755	34869.8057
ADAM8|101	401.1472	ADAM8|101	39.2377
ADAM9|8754	3002.3302	ADAM9|8754	1935.725
ADAMDEC1|27299	214.7338	ADAMDEC1|27299	5.9791
ADAMTS10|81794	117.2253	ADAMTS10|81794	131.9133
ADAMTS12|81792	228.7148	ADAMTS12|81792	247.3842
ADAMTS13|11093	43.0185	ADAMTS13|11093	39.9851
ADAMTS14|140766	97.15	lowly_expressed	lowly_expressed
ADAMTS15|170689	71.3389	ADAMTS15|170689	228.6996
ADAMTS16|170690	77.4332	ADAMTS16|170690	36.2481
ADAMTS17|170691	39.0751	ADAMTS17|170691	24.29
ADAMTS18|170692	25.4526	ADAMTS18|170692	91.1809
ADAMTS1|9510	704.4273	ADAMTS1|9510	3510.0897
ADAMTS2|9509	635.2393	ADAMTS2|9509	475.3363
ADAMTS3|9508	26.1696	ADAMTS3|9508	136.7713
ADAMTS4|9507	924.18	ADAMTS4|9507	131.1659
ADAMTS5|11096	250.2241	ADAMTS5|11096	4453.6622
ADAMTS6|11174	50.1882	ADAMTS6|11174	17.9372
ADAMTS7|11173	212.9414	ADAMTS7|11173	36.2481
lowly_expressed	lowly_expressed	ADAMTS8|11095	22.4215
ADAMTS9|56999	276.7521	ADAMTS9|56999	745.5157
ADAMTSL1|92949	65.2447	ADAMTSL1|92949	85.2018
ADAMTSL2|9719	84.603	ADAMTSL2|9719	25.0374
ADAMTSL3|57188	70.2635	ADAMTSL3|57188	170.7773
ADAMTSL4|54507	196.0925	ADAMTSL4|54507	639.0135
ADAMTSL5|339366	43.7354	ADAMTSL5|339366	26.1584
ADAP1|11033	96.2	ADAP1|11033	45.1532
ADAP2|55803	276.7521	ADAP2|55803	147.6084
ADARB1|104	513.3536	ADARB1|104	952.5411
lowly_expressed	lowly_expressed	ADARB2|105	5.9791
ADAR|103	7470.1559	ADAR|103	6872.571
ADAT1|23536	263.4881	ADAT1|23536	348.6547
ADAT2|134637	336.261	ADAT2|134637	282.8849
ADAT3|113179	19.3583	ADAT3|113179	9.716
ADA|100	236.2431	ADA|100	69.8804
ADCK1|57143	124.0366	ADCK1|57143	175.6353
ADCK2|90956	339.1683	ADCK2|90956	517.9372
ADCK4|79934	521.5989	ADCK4|79934	345.6652
ADCK5|203054	56.2825	ADCK5|203054	39.9851
lowly_expressed	lowly_expressed	ADCY10|55811	5.6054
ADCY1|107	114.7159	ADCY1|107	858.7444
ADCY2|108	29.0375	ADCY2|108	59.417
ADCY3|109	435.4831	ADCY3|109	1056.8759
ADCY4|196883	76.7163	ADCY4|196883	428.2511
ADCY5|111	15.7734	ADCY5|111	626.6816
ADCY6|112	2034.7733	ADCY6|112	3544.843
ADCY7|113	466.7503	ADCY7|113	387.8924
ADCY9|115	250.5825	ADCY9|115	847.9073
lowly_expressed	lowly_expressed	ADCYAP1R1|117	45.9641
ADC|113451	82.4521	ADC|113451	93.0493
ADD1|118	1852.6618	ADD1|118	6569.5067
ADD2|119	18.2828	ADD2|119	85.9492
ADD3|120	1244.6675	ADD3|120	3288.4903
ADH1A|124	9.6792	ADH1A|124	254.4357
ADH1B|125	1371.9305	ADH1B|125	29826.2182
ADH1C|126	12.9055	ADH1C|126	290.3587
lowly_expressed	lowly_expressed	ADH4|127	26.9058
ADH5|128	1351.4967	ADH5|128	4603.139
ADHFE1|137872	25.8111	ADHFE1|137872	502.2422
ADI1|55256	542.3911	ADI1|55256	1804.9327
ADIPOQ|9370	1293.0633	ADIPOQ|9370	47166.6667
ADIPOR1|51094	3708.9084	ADIPOR1|51094	2204.7833
ADIPOR2|79602	5216.347	ADIPOR2|79602	3610.9865
ADK|132	602.9754	ADK|132	453.2885
ADM2|79924	834.1997	ADM2|79924	47.0852
ADM|133	175.3002	ADM|133	646.1136
ADNP2|22850	501.8821	ADNP2|22850	830.3438
ADNP|23394	3639.0034	ADNP|23394	3461.136
ADORA1|134	45.1694	ADORA1|134	269.8057
ADORA2A|135	202.9037	ADORA2A|135	39.9813
ADORA2B|136	31.9054	ADORA2B|136	148.3558
ADORA3|140	177.4512	ADORA3|140	113.2287
ADO|84890	1053.9523	ADO|84890	822.87
ADPGK|83440	987.8975	ADPGK|83440	790.3961
ADPRHL1|113622	342.3553	ADPRHL1|113622	100.8969
ADPRHL2|54936	526.6177	ADPRHL2|54936	349.4021
ADPRH|141	244.4883	ADPRH|141	480.9417
lowly_expressed	lowly_expressed	ADRA1A|148	43.3483
ADRA1B|147	7.5282	ADRA1B|147	18.6846
ADRA2A|150	187.8473	ADRA2A|150	1442.4514
ADRA2B|151	5.7358	ADRA2B|151	38.864
ADRA2C|152	26.5281	ADRA2C|152	44.4694
lowly_expressed	lowly_expressed	ADRB1|153	124.4395
ADRB2|154	24.7356	ADRB2|154	326.2332
ADRBK1|156	2400.4302	ADRBK1|156	1084.0807
ADRBK2|157	753.8985	ADRBK2|157	3726.4574
ADRM1|11047	1242.1581	ADRM1|11047	574.7384
ADSL|158	1564.0796	ADSL|158	687.2197
ADSSL1|122622	202.5453	ADSSL1|122622	172.272
ADSS|159	3331.7799	ADSS|159	1393.8714
AEBP1|165	8011.4716	AEBP1|165	3096.7862
AEBP2|121536	722.3517	AEBP2|121536	1035.1271
AEN|64782	340.9213	AEN|64782	313.5277
AES|166	6615.881	AES|166	4762.3318
AFAP1L1|134265	148.7722	AFAP1L1|134265	646.1136
AFAP1L2|84632	173.1493	AFAP1L2|84632	1072.87
AFAP1|60312	823.7964	AFAP1|60312	1312.3991
AFARP1|246182	5.7358	lowly_expressed	lowly_expressed
AFF1|4299	1519.2687	AFF1|4299	3754.1106
AFF2|2334	12.5471	AFF2|2334	98.6547
AFF3|3899	1591.3246	AFF3|3899	1170.4036
AFF4|27125	3438.2506	AFF4|27125	4857.2496
AFG3L1|172	152.7155	AFG3L1|172	270.5531
AFG3L2|10939	1197.7021	AFG3L2|10939	1173.5426
AFMID|125061	481.0898	AFMID|125061	477.9522
AFP|174	8.6037	AFP|174	46.3378
AFTPH|54812	3548.3061	AFTPH|54812	1800.4484
AG2|387763	156.6589	AG2|387763	118.0867
AGAP11|119385	13.981	AGAP11|119385	356.8871
AGAP1|116987	647.0694	AGAP1|116987	504.858
AGAP2|116986	152.927	AGAP2|116986	43.6659
AGAP3|116988	1037.8204	AGAP3|116988	886.3976
AGAP4|119016	185.3379	AGAP4|119016	210.3886
AGAP5|729092	40.3621	AGAP5|729092	101.7638
AGAP6|414189	183.5454	AGAP6|414189	153.9611
AGAP7|653268	28.679	AGAP7|653268	34.3797
AGAP8|728404	18.2828	AGAP8|728404	30.2691
AGA|175	547.7684	AGA|175	491.4051
lowly_expressed	lowly_expressed	AGBL2|79841	10.8371
AGBL3|340351	9.3207	AGBL3|340351	7.4738
lowly_expressed	lowly_expressed	AGBL4|84871	6.3528
AGBL5|60509	655.3217	AGBL5|60509	730.2093
AGER|177	29.7544	AGER|177	41.1061
AGFG1|3267	3721.4555	AGFG1|3267	2341.1809
AGFG2|3268	195.734	AGFG2|3268	396.861
AGGF1|55109	855.7089	AGGF1|55109	1111.3602
AGK|55750	616.9564	AGK|55750	616.5919
AGL|178	614.0885	AGL|178	1676.3827
AGMAT|79814	139.4515	AGMAT|79814	10.8371
AGPAT1|10554	1641.4375	AGPAT1|10554	1712.7354
AGPAT2|10555	601.183	AGPAT2|10555	2625.9342
AGPAT3|56894	3590.2491	AGPAT3|56894	1865.0972
AGPAT4|56895	121.5272	AGPAT4|56895	344.5441
AGPAT5|55326	761.0683	AGPAT5|55326	646.4873
AGPAT6|137964	1297.7236	AGPAT6|137964	1501.4948
AGPAT9|84803	17.2074	AGPAT9|84803	203.2885
AGPHD1|123688	73.4899	AGPHD1|123688	79.9701
AGPS|8540	564.9758	AGPS|8540	1538.864
AGR2|10551	4450.6184	AGR2|10551	1112.855
AGR3|155465	82.0936	AGR3|155465	248.1315
AGRN|375790	3599.9283	AGRN|375790	2210.3886
AGTPBP1|23287	488.618	AGTPBP1|23287	526.5321
AGTR1|185	18.9998	AGTR1|185	405.0822
AGTRAP|57085	789.3888	AGTRAP|57085	378.5501
AGT|183	52.6976	AGT|183	177.5037
AGXT2L2|85007	183.6171	AGXT2L2|85007	511.3528
AHCTF1|25909	1916.4725	AHCTF1|25909	1870.7025
AHCYL1|10768	4427.3167	AHCYL1|10768	4913.6771
AHCYL2|23382	356.6947	AHCYL2|23382	739.1629
AHCY|191	3612.4754	AHCY|191	1954.4096
AHDC1|27245	691.1633	AHDC1|27245	856.1286
AHI1|54806	297.5444	AHI1|54806	595.2915
AHNAK2|113146	964.3305	AHNAK2|113146	928.6248
AHNAK|79026	15220.2904	AHNAK|79026	135508.9686
AHRR|57491	47.6788	AHRR|57491	14.574
AHR|196	1174.7625	AHR|196	4508.5949
AHSA1|10598	3018.1036	AHSA1|10598	1170.0299
AHSA2|130872	419.7885	AHSA2|130872	789.6114
AIDA|64853	1290.3388	AIDA|64853	1660.7474
AIF1L|83543	2251.2995	AIF1L|83543	2319.8804
AIF1|199	448.4675	AIF1|199	273.5426
AIFM1|9131	1601.0038	AIFM1|9131	685.725
AIFM2|84883	478.5804	AIFM2|84883	1397.6084
AIFM3|150209	36.5657	lowly_expressed	lowly_expressed
AIG1|51390	945.3307	AIG1|51390	1042.2272
AIM1L|55057	10.7546	lowly_expressed	lowly_expressed
AIM1|202	3405.9867	AIM1|202	5189.4619
AIM2|9447	46.9618	AIM2|9447	10.0897
AIMP1|9255	891.3246	AIMP1|9255	1297.3356
AIMP2|7965	381.4806	AIMP2|7965	224.148
AIP|9049	678.6162	AIP|9049	458.5202
AJAP1|55966	7.1697	AJAP1|55966	30.2691
AK1|203	775.7663	AK1|203	409.1928
AK2|204	1707.116	AK2|204	2026.9058
AK3L1|205	362.0721	AK3L1|205	798.9537
AK3|50808	654.9561	AK3|50808	2850.8969
AK5|26289	41.226	AK5|26289	1654.3348
AK7|122481	8.2452	AK7|122481	40.3587
AKAP10|11216	328.3743	AKAP10|11216	655.0822
AKAP11|11215	1588.4567	AKAP11|11215	3603.8864
AKAP12|9590	431.9771	AKAP12|9590	4906.2033
AKAP13|11214	2340.5628	AKAP13|11214	4877.429
AKAP1|8165	1826.8507	AKAP1|8165	3218.2362
AKAP2|11217	575.1748	AKAP2|11217	2103.3259
AKAP3|10566	21.8677	AKAP3|10566	57.5486
AKAP5|9495	306.865	AKAP5|9495	95.2915
AKAP6|9472	13.6225	AKAP6|9472	409.1928
AKAP7|9465	150.9231	AKAP7|9465	335.2018
AKAP8L|26993	542.3911	AKAP8L|26993	449.9253
AKAP8|10270	382.8643	AKAP8|10270	572.87
AKAP9|10142	1270.4786	AKAP9|10142	4003.3632
AKD1|221264	668.9371	AKD1|221264	232.8102
AKIRIN1|79647	1069.7258	AKIRIN1|79647	1400.2242
AKIRIN2|55122	635.5978	AKIRIN2|55122	851.2706
AKNA|80709	505.4669	AKNA|80709	659.1928
AKR1A1|10327	2137.6591	AKR1A1|10327	1369.2078
AKR1B10|57016	107.5462	lowly_expressed	lowly_expressed
AKR1B15|441282	8.6037	AKR1B15|441282	31.7638
AKR1B1|231	466.3918	AKR1B1|231	732.4365
AKR1C1|1645	6287.5067	AKR1C1|1645	3879.2975
AKR1C2|1646	3599.2113	AKR1C2|1646	3009.716
AKR1C3|8644	703.3519	AKR1C3|8644	2056.4275
lowly_expressed	lowly_expressed	AKR1D1|6718	8.5949
AKR1E2|83592	102.1688	AKR1E2|83592	28.0269
AKR7A2|8574	1037.1034	AKR7A2|8574	754.1106
AKR7A3|22977	170.2814	AKR7A3|22977	56.8012
AKR7L|246181	19.3583	AKR7L|246181	12.3318
AKT1S1|84335	1551.174	AKT1S1|84335	634.5291
AKT1|207	6261.6956	AKT1|207	2129.2975
AKT2|208	2013.981	AKT2|208	2470.4783
AKT3|10000	378.921	AKT3|10000	1683.8565
AKTIP|64400	698.9245	AKTIP|64400	788.8827
ALAD|210	1671.6257	ALAD|210	2321.7489
ALAS1|211	1042.8392	ALAS1|211	1021.6741
ALB|213	5.3773	ALB|213	1194.3199
ALCAM|214	4027.6035	ALCAM|214	3584.0807
ALDH16A1|126133	674.6729	ALDH16A1|126133	224.9626
ALDH18A1|5832	3337.8742	ALDH18A1|5832	1329.5964
ALDH1A1|216	291.4501	ALDH1A1|216	2560.9118
ALDH1A2|8854	18.6413	ALDH1A2|8854	384.9028
ALDH1A3|220	402.2047	ALDH1A3|220	1940.3288
ALDH1B1|219	1051.8014	ALDH1B1|219	521.6741
ALDH1L1|10840	20.7923	ALDH1L1|10840	1082.2123
ALDH1L2|160428	289.2992	ALDH1L2|160428	360.9865
ALDH2|217	1254.3467	ALDH2|217	10734.6786
lowly_expressed	lowly_expressed	ALDH3A1|218	44.4694
ALDH3A2|224	1027.4243	ALDH3A2|224	3181.6143
ALDH3B1|221	164.9041	ALDH3B1|221	178.2511
ALDH3B2|222	5870.5861	ALDH3B2|222	894.6188
ALDH4A1|8659	1880.9823	ALDH4A1|8659	1651.719
ALDH5A1|7915	386.8077	ALDH5A1|7915	871.4499
ALDH6A1|4329	379.6953	ALDH6A1|4329	1015.4709
ALDH7A1|501	3802.1151	ALDH7A1|501	2207.7728
ALDH8A1|64577	12.9055	ALDH8A1|64577	17.5635
ALDH9A1|223	12207.9226	ALDH9A1|223	4262.3318
ALDOA|226	49861.9824	ALDOA|226	10797.0852
lowly_expressed	lowly_expressed	ALDOB|229	7.1001
ALDOC|230	258.1108	ALDOC|230	1081.4649
ALG10B|144245	455.9957	ALG10B|144245	661.0613
ALG10|84920	315.4687	ALG10|84920	192.0777
ALG11|440138	52.3391	ALG11|440138	11.2108
ALG12|79087	727.3705	ALG12|79087	350.8969
ALG13|79868	514.4291	ALG13|79868	712.2571
ALG14|199857	213.2999	ALG14|199857	207.0254
ALG1L|200810	7.287999999999999	lowly_expressed	lowly_expressed
ALG1|56052	294.3036	ALG1|56052	291.7339
ALG2|85365	1742.2477	ALG2|85365	926.3827
ALG3|10195	3050.009	ALG3|10195	398.7294
ALG5|29880	600.466	ALG5|29880	553.0643
ALG6|29929	252.0165	ALG6|29929	328.4753
ALG8|79053	1352.9306	ALG8|79053	810.9118
ALG9|79796	686.8614	ALG9|79796	806.8012
ALKBH1|8846	217.2432	ALKBH1|8846	214.4993
ALKBH2|121642	195.3755	ALKBH2|121642	170.4036
ALKBH3|221120	300.4123	ALKBH3|221120	302.6906
ALKBH4|54784	189.7724	ALKBH4|54784	143.6211
ALKBH5|54890	1930.4284	ALKBH5|54890	2265.2728
ALKBH6|84964	93.9236	ALKBH6|84964	49.701
ALKBH7|84266	230.8657	ALKBH7|84266	221.2257
ALKBH8|91801	278.903	ALKBH8|91801	348.6547
ALK|238	9.3207	ALK|238	18.3109
lowly_expressed	lowly_expressed	ALMS1P|200420	7.1001
ALMS1|7840	862.8787	ALMS1|7840	940.9567
