gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
INO80B|83444	65.3571	INO80B|83444	141.7087
INO80C|125476	154.7182	INO80C|125476	180.6525
INO80D|54891	556.8432	INO80D|54891	735.1223
INO80E|283899	384.2191	INO80E|283899	569.0623
INO80|54617	772.2964	INO80|54617	1123.5531
INPP1|3628	320.1178	INPP1|3628	530.3816
INPP4A|3631	495.2278	INPP4A|3631	493.9003
INPP4B|8821	1427.7449	INPP4B|8821	637.37
INPP5A|3632	468.0388	INPP5A|3632	540.5543
INPP5B|3633	273.8318	INPP5B|3633	480.9214
INPP5D|3635	175.7573	INPP5D|3635	1002.1827
INPP5E|56623	184.4966	INPP5E|56623	232.5681
INPP5F|22876	445.705	INPP5F|22876	616.6739
INPP5J|27124	778.1226	INPP5J|27124	1215.4579
INPP5K|51763	1147.1158	INPP5K|51763	1260.0071
INPPL1|3636	956.793	INPPL1|3636	1355.0689
INSIG1|3638	1297.9499	INSIG1|3638	821.8810000000001
INSIG2|51141	337.9201	INSIG2|51141	941.1468
lowly_expressed	lowly_expressed	INSRR|3645	8.4188
INSR|3643	2219.7856	INSR|3643	3452.7423
INTS10|55174	824.7323	INTS10|55174	1056.5539
INTS12|57117	577.1184	INTS12|57117	451.8066
INTS1|26173	1653.025	INTS1|26173	2063.9983
INTS2|57508	385.8245	INTS2|57508	351.4831
INTS3|65123	2859.3739	INTS3|65123	1964.7272
INTS4L1|285905	29.131	INTS4L1|285905	61.7375
INTS4L2|644619	13.9182	INTS4L2|644619	14.7328
INTS4|92105	736.6918	INTS4|92105	645.0381
INTS5|80789	903.7098	INTS5|80789	1033.4023
INTS6|26512	1105.3613	INTS6|26512	964.2983
INTS7|25896	1469.4994	INTS7|25896	486.1832
INTS8|55656	749.8072	INTS8|55656	678.7412
INTS9|55756	513.0301	INTS9|55756	450.4034
INTU|27152	131.0897	INTU|27152	169.4275
INVS|27130	294.5472	INVS|27130	286.9393
IP6K1|9807	1246.8087	IP6K1|9807	1944.7326
IP6K2|51447	967.1507	IP6K2|51447	2108.5476
IPCEF1|26034	11.9761	IPCEF1|26034	82.0829
IPMK|253430	46.9334	IPMK|253430	55.0727
IPO11|51194	1278.8367	IPO11|51194	949.8602
IPO13|9670	1188.5466	IPO13|9670	782.5935
IPO4|79711	1277.7394	IPO4|79711	1553.3973
IPO5|3843	3792.5384	IPO5|3843	3683.9073
IPO7|10527	4867.474	IPO7|10527	3844.9159999999997
IPO8|10526	1624.865	IPO8|10526	1693.9239
IPO9|55705	2754.5022	IPO9|55705	1651.4793
IPPK|64768	682.1746	IPPK|64768	330.829
IPP|3652	422.0765	IPP|3652	215.7306
IPW|3653	103.0268	IPW|3653	363.1185
IQCA1|79781	12.6235	IQCA1|79781	159.2548
IQCB1|9657	238.2272	IQCB1|9657	673.5005
IQCC|55721	85.4511	IQCC|55721	119.9673
IQCD|115811	43.6966	IQCD|115811	26.3086
IQCE|23288	835.09	IQCE|23288	629.6528
IQCG|84223	325.944	IQCG|84223	336.7502
IQCH|64799	102.8358	IQCH|64799	72.26100000000001
IQCK|124152	525.3298	IQCK|124152	417.43
IQGAP1|8826	26920.3225	IQGAP1|8826	8818.6468
IQGAP2|10788	7519.0464	IQGAP2|10788	2658.2222
IQGAP3|128239	431.1395	IQGAP3|128239	44.9
IQSEC1|9922	1357.183	IQSEC1|9922	1890.3615
IQSEC2|23096	612.3993	IQSEC2|23096	366.5667
lowly_expressed	lowly_expressed	IQSEC3|440073	20.6961
IQUB|154865	29.7784	IQUB|154865	30.518
IRAK1BP1|134728	60.2657	IRAK1BP1|134728	62.5303
IRAK1|3654	1532.6167	IRAK1|3654	1844.4091
IRAK2|3656	54.7016	IRAK2|3656	147.3282
IRAK3|11213	63.1173	IRAK3|11213	323.7713
IRAK4|51135	534.7165	IRAK4|51135	433.5659
IREB2|3658	1171.7154	IREB2|3658	1248.7821
IRF1|3659	751.5615	IRF1|3659	599.4751
IRF2BP1|26145	337.9201	IRF2BP1|26145	596.3285
IRF2BP2|359948	5167.2001	IRF2BP2|359948	6252.3294
IRF2|3660	1052.9254	IRF2|3660	1126.0086
IRF3|3661	262.147	IRF3|3661	793.8957
lowly_expressed	lowly_expressed	IRF4|3662	76.1196
IRF5|3663	173.1679	IRF5|3663	144.52200000000002
IRF6|3664	3078.8278	IRF6|3664	2404.2564
IRF7|3665	321.7362	IRF7|3665	216.4322
IRF8|3394	103.2534	IRF8|3394	247.301
IRF9|10379	842.8226	IRF9|10379	581.0836
IRGQ|126298	685.5506	IRGQ|126298	657.0137
IRS1|3667	592.6549	IRS1|3667	2455.8213
IRS2|8660	88.3642	IRS2|8660	1546.5956
lowly_expressed	lowly_expressed	IRS4|8471	13.3297
IRX1|79192	18.125999999999998	IRX1|79192	927.4663
IRX2|153572	4800.7962	IRX2|153572	1613.5949
IRX3|79191	395.5349	IRX3|79191	1522.0409
lowly_expressed	lowly_expressed	IRX4|50805	70.8579
IRX5|10265	312.0259	IRX5|10265	857.6608
lowly_expressed	lowly_expressed	IRX6|79190	78.5751
ISCA1P1|389293	61.8226	ISCA1P1|389293	66.2977
ISCA1|81689	715.6527	ISCA1|81689	966.9502
ISCA2|122961	294.2236	ISCA2|122961	324.1221
ISCU|23479	636.0278	ISCU|23479	1506.9573
ISG15|9636	336.6254	ISG15|9636	111.1977
ISG20L2|81875	1096.2983	ISG20L2|81875	843.9803
ISG20|3669	94.5141	ISG20|3669	279.5729
ISLR2|57611	16.1839	ISLR2|57611	29.1149
ISLR|3671	595.2444	ISLR|3671	1552.5589
ISM1|140862	100.6639	ISM1|140862	1484.5073
lowly_expressed	lowly_expressed	ISM2|145501	6.3141
ISOC1|51015	632.7909999999999	ISOC1|51015	793.8185
ISOC2|79763	361.8723	ISOC2|79763	501.2668
ISPD|729920	70.5619	ISPD|729920	58.2297
ISY1|57461	518.8563	ISY1|57461	791.998
ISYNA1|51477	741.2233	ISYNA1|51477	987.4499
ITCH|83737	1818.7483	ITCH|83737	1426.9791
ITFG1|81533	1075.9066	ITFG1|81533	905.367
ITFG2|55846	373.5247	ITFG2|55846	787.8552
ITFG3|83986	1759.0328	ITFG3|83986	1791.1956
ITGA10|8515	31.3968	ITGA10|8515	260.6307
ITGA11|22801	176.081	ITGA11|22801	240.2853
ITGA1|3672	1184.9279	ITGA1|3672	990.9262
ITGA2|3673	379.0273	ITGA2|3673	1821.6083
ITGA3|3675	2937.3804	ITGA3|3675	3805.9792
ITGA4|3676	330.8186	ITGA4|3676	207.6802
ITGA5|3678	1762.4282	ITGA5|3678	1170.2071
ITGA6|3655	3570.1714	ITGA6|3655	4901.1191
ITGA7|3679	193.2359	ITGA7|3679	1091.9828
ITGA8|8516	82.2143	ITGA8|8516	7.7172
ITGA9|3680	189.6755	ITGA9|3680	324.8237
ITGAE|3682	180.2888	ITGAE|3682	210.8197
ITGAL|3683	136.9159	ITGAL|3683	328.6823
ITGAM|3684	422.0765	ITGAM|3684	213.9767
ITGAV|3685	6944.1938	ITGAV|3685	2360.0579
ITGAX|3687	115.5531	ITGAX|3687	170.8306
ITGB1BP1|9270	653.5064	ITGB1BP1|9270	849.242
ITGB1|3688	16906.0402	ITGB1|3688	14791.0526
ITGB2|3689	551.5478	ITGB2|3689	911.418
ITGB3BP|23421	297.784	ITGB3BP|23421	343.7659
ITGB3|3690	194.207	ITGB3|3690	134.3493
ITGB4|3691	3342.9493	ITGB4|3691	5625.4829
ITGB5|3693	5265.5983	ITGB5|3693	3353.8219
ITGB6|3694	925.7199	ITGB6|3694	2239.3891
ITGB7|3695	13.5945	ITGB7|3695	121.7212
ITGB8|3696	652.5354	ITGB8|3696	1339.6345
ITGBL1|9358	229.4879	ITGBL1|9358	162.0611
lowly_expressed	lowly_expressed	ITIH2|3698	42.4446
lowly_expressed	lowly_expressed	ITIH3|3699	8.7695
lowly_expressed	lowly_expressed	ITIH4|3700	21.0469
ITIH5L|347365	397.1532	ITIH5L|347365	109.7946
ITIH5|80760	336.3017	ITIH5|80760	2349.5345
lowly_expressed	lowly_expressed	ITK|3702	97.868
ITM2A|9452	245.9955	ITM2A|9452	1598.1605
ITM2B|9445	12236.9811	ITM2B|9445	14924.7004
ITM2C|81618	239.8456	ITM2C|81618	1956.3084
ITPA|3704	561.9055	ITPA|3704	654.9091
ITPK1|3705	1471.7651	ITPK1|3705	1193.7094
ITPKA|3706	15.2129	lowly_expressed	lowly_expressed
ITPKB|3707	1062.9595	ITPKB|3707	1553.2605
ITPKC|80271	928.633	ITPKC|80271	1542.0355
ITPR1|3708	2144.6923	ITPR1|3708	6405.2701
ITPR2|3709	2841.8953	ITPR2|3709	5445.1812
ITPR3|3710	2948.8807	ITPR3|3710	1090.2289
ITPRIPL1|150771	12.2998	ITPRIPL1|150771	181.354
ITPRIPL2|162073	3374.0224	ITPRIPL2|162073	1166.6993
ITPRIP|85450	527.2719	ITPRIP|85450	1269.1275
ITSN1|6453	500.4066	ITSN1|6453	984.9944
ITSN2|50618	1040.302	ITSN2|50618	1018.3187
IVD|3712	2919.5781	IVD|3712	2011.3811
IVNS1ABP|10625	2731.8447	IVNS1ABP|10625	3930.1559
IWS1|55677	924.1015	IWS1|55677	1093.7367
JAG1|182	1487.3017	JAG1|182	2049.6163
JAG2|3714	832.5005	JAG2|3714	1277.897
JAGN1|84522	744.7837	JAGN1|84522	874.4983
JAK1|3716	4473.2338	JAK1|3716	4808.162
JAK2|3717	396.1822	JAK2|3717	394.98
JAK3|3718	26.5416	JAK3|3718	165.5689
JAKMIP3|282973	55.9963	JAKMIP3|282973	84.5383
JAM2|58494	64.41199999999999	JAM2|58494	322.3682
JAM3|83700	329.8282	JAM3|83700	1128.1133
JARID2|3720	571.6158	JARID2|3720	599.1348
JAZF1|221895	394.5638	JAZF1|221895	344.1166
JDP2|122953	358.6355	JDP2|122953	434.6183
JHDM1D|80853	320.7652	JHDM1D|80853	716.9974
JKAMP|51528	1326.7573	JKAMP|51528	828.8967
JMJD1C|221037	1312.4895	JMJD1C|221037	2167.5911
JMJD4|65094	542.679	JMJD4|65094	794.6499
JMJD5|79831	48.5517	JMJD5|79831	148.3806
JMJD6|23210	178.6704	JMJD6|23210	527.5754
JMJD7-PLA2G4B|8681	254.0874	JMJD7-PLA2G4B|8681	582.6481
JMJD8|339123	1490.0756	JMJD8|339123	1489.3165
JMY|133746	449.9128	JMY|133746	769.2638
JOSD1|9929	1702.5478	JOSD1|9929	1783.0224
JOSD2|126119	154.0709	JOSD2|126119	118.5641
JPH1|56704	89.6589	JPH1|56704	114.7055
JPH2|57158	55.349	JPH2|57158	1017.9679
lowly_expressed	lowly_expressed	JPH4|84502	13.6805
JRKL|8690	146.9499	JRKL|8690	441.2831
JRK|8629	162.8102	JRK|8629	518.4551
lowly_expressed	lowly_expressed	JSRP1|126306	7.0156
JTB|10899	2621.4704	JTB|10899	1772.4989
JUB|84962	158.6024	JUB|84962	923.2569
JUNB|3726	672.9271	JUNB|3726	467.5917
JUND|3727	1322.2258	JUND|3727	2943.4075
JUN|3725	1428.0686	JUN|3725	7731.2242
JUP|3728	11262.0621	JUP|3728	9773.4741
lowly_expressed	lowly_expressed	KAAG1|353219	5.0898
KAL1|3730	7137.4298	KAL1|3730	579.1403
KALRN|8997	160.5444	KALRN|8997	401.6448
KANK1|23189	1059.399	KANK1|23189	2507.7369
KANK2|25959	895.2941	KANK2|25959	1106.3648
KANK3|256949	39.1651	KANK3|256949	216.4322
KANK4|163782	42.4019	KANK4|163782	603.3442
KARS|3735	1605.7679	KARS|3735	3349.616
KAT2A|2648	487.4595	KAT2A|2648	863.9748
KAT2B|8850	539.248	KAT2B|8850	502.3191
KAT5|10524	866.5288	KAT5|10524	1398.5413
KATNA1|11104	379.3509	KATNA1|11104	377.7917
KATNAL1|84056	978.1558	KATNAL1|84056	434.9691
KATNAL2|83473	65.7067	KATNAL2|83473	54.0204
KATNB1|10300	179.3178	KATNB1|10300	488.9894
KAZALD1|81621	45.6742	KAZALD1|81621	58.128
KAZ|23254	389.2555	KAZ|23254	809.0354
KBTBD10|10324	46.7845	KBTBD10|10324	15.4344
KBTBD11|9920	23.6285	KBTBD11|9920	103.1298
lowly_expressed	lowly_expressed	KBTBD12|166348	7.7172
KBTBD2|25948	902.415	KBTBD2|25948	1080.7578
KBTBD3|143879	190.6465	KBTBD3|143879	201.3486
KBTBD4|55709	692.2119	KBTBD4|55709	571.5634
KBTBD6|89890	452.8259	KBTBD6|89890	909.2256
KBTBD7|84078	333.3886	KBTBD7|84078	297.8135
KBTBD8|84541	14.8892	KBTBD8|84541	33.675
KCMF1|56888	1123.1636	KCMF1|56888	1191.254
lowly_expressed	lowly_expressed	KCNA1|3736	8.068
lowly_expressed	lowly_expressed	KCNA3|3738	40.3399
KCNA5|3741	34.9573	KCNA5|3741	9.4711
KCNA6|3742	9.062999999999999	KCNA6|3742	15.4344
KCNAB1|7881	56.6437	KCNAB1|7881	150.4853
KCNAB2|8514	37.223	KCNAB2|8514	135.7524
lowly_expressed	lowly_expressed	KCNAB3|9196	8.7695
lowly_expressed	lowly_expressed	KCNB1|3745	51.2141
lowly_expressed	lowly_expressed	KCNC1|3746	16.1359
lowly_expressed	lowly_expressed	KCNC2|3747	133.297
KCNC3|3748	13.5945	KCNC3|3748	163.4642
KCNC4|3749	93.2193	KCNC4|3749	358.8495
KCND1|3750	17.8023	KCND1|3750	65.9469
KCND2|3751	16.8313	KCND2|3751	59.9836
KCND3|3752	338.2438	KCND3|3752	77.1719
lowly_expressed	lowly_expressed	KCNE1L|23630	6.3141
KCNE1|3753	13.2708	KCNE1|3753	519.1566
KCNE2|9992	15.2129	KCNE2|9992	8.4188
KCNE3|10008	188.7044	KCNE3|10008	53.3188
KCNE4|23704	3881.5499	KCNE4|23704	183.8095
KCNF1|3754	40.7835	KCNF1|3754	42.7953
lowly_expressed	lowly_expressed	KCNG1|3755	39.2875
KCNH1|3756	38.8414	KCNH1|3756	5.6125
lowly_expressed	lowly_expressed	KCNH2|3757	26.6594
lowly_expressed	lowly_expressed	KCNH3|23416	75.7688
lowly_expressed	lowly_expressed	KCNH8|131096	53.3188
KCNIP1|30820	6.1499	lowly_expressed	lowly_expressed
KCNIP2|30819	29.4547	KCNIP2|30819	726.8193
KCNIP3|30818	26.8653	KCNIP3|30818	117.161
KCNIP4|80333	12.6235	KCNIP4|80333	30.518
KCNJ11|3767	368.3459	KCNJ11|3767	211.5212
KCNJ12|3768	6.7972	KCNJ12|3768	30.8688
KCNJ14|3770	7.1209	KCNJ14|3770	47.3555
KCNJ15|3772	6.4736	KCNJ15|3772	13.6805
lowly_expressed	lowly_expressed	KCNJ16|3773	103.4805
KCNJ2|3759	34.3099	KCNJ2|3759	488.6386
KCNJ3|3760	1250.0455	lowly_expressed	lowly_expressed
KCNJ5|3762	14.2418	KCNJ5|3762	36.8321
KCNJ8|3764	126.2345	KCNJ8|3764	760.8451
KCNK13|56659	16.1839	KCNK13|56659	24.2039
KCNK15|60598	15.2129	KCNK15|60598	8.068
lowly_expressed	lowly_expressed	KCNK17|89822	23.8531
KCNK1|3775	13.5945	KCNK1|3775	245.547
KCNK2|3776	229.1642	KCNK2|3776	129.0876
KCNK3|3777	7.1209	KCNK3|3777	94.0094
lowly_expressed	lowly_expressed	KCNK4|50801	5.1109
KCNK5|8645	101.635	KCNK5|8645	523.0152
KCNK6|9424	635.0568	KCNK6|9424	143.1189
lowly_expressed	lowly_expressed	KCNK7|10089	5.9633
KCNMA1|3778	1195.9912	KCNMA1|3778	1624.1183
KCNMB1|3779	63.7646	KCNMB1|3779	1451.8846
KCNMB3|27094	20.3917	KCNMB3|27094	87.3446
KCNMB4|27345	14.8892	KCNMB4|27345	72.26100000000001
lowly_expressed	lowly_expressed	KCNN1|3780	10.8742
KCNN2|3781	18.4497	KCNN2|3781	19.9945
KCNN3|3782	31.3968	KCNN3|3782	17.1883
KCNN4|3783	28.4837	KCNN4|3783	2049.2655
KCNQ1OT1|10984	29.7784	KCNQ1OT1|10984	64.9016
KCNQ1|3784	59.5568	KCNQ1|3784	191.5197
lowly_expressed	lowly_expressed	KCNQ3|3786	7.0156
lowly_expressed	lowly_expressed	KCNQ4|9132	29.8164
KCNQ5|56479	1041.5967	KCNQ5|56479	20.3453
KCNRG|283518	6.1078	KCNRG|283518	7.9101
lowly_expressed	lowly_expressed	KCNS1|3787	50.5125
KCNS3|3790	2384.8616	KCNS3|3790	310.7924
lowly_expressed	lowly_expressed	KCNT2|343450	11.5758
KCTD10|83892	1598.6470000000002	KCTD10|83892	2025.7631
KCTD11|147040	463.5073	KCTD11|147040	486.1832
KCTD12|115207	1089.8248	KCTD12|115207	3458.7056
KCTD13|253980	125.2635	KCTD13|253980	222.0447
KCTD14|65987	243.0824	KCTD14|65987	1012.0046
KCTD15|79047	298.7551	KCTD15|79047	416.7284
KCTD17|79734	99.3692	KCTD17|79734	91.554
KCTD18|130535	371.5827	KCTD18|130535	528.9785
KCTD1|284252	775.2095	KCTD1|284252	1022.5281
KCTD20|222658	1988.6794	KCTD20|222658	1532.5644
KCTD21|283219	885.2601	KCTD21|283219	273.2588
KCTD2|23510	948.0537	KCTD2|23510	1500.6432
KCTD3|51133	8735.1057	KCTD3|51133	3513.0767
KCTD5|54442	602.0416	KCTD5|54442	511.0886
KCTD6|200845	304.9049	KCTD6|200845	193.6314
KCTD7|154881	186.4128	KCTD7|154881	534.2402
KCTD9|54793	1437.7789	KCTD9|54793	1052.6953
KDELC1|79070	43.3729	KDELC1|79070	99.6219
KDELC2|143888	1798.0328	KDELC2|143888	846.4358
KDELR1|10945	4649.6385	KDELR1|10945	3231.7499
KDELR2|11014	6328.2341	KDELR2|11014	3883.1512
KDELR3|11015	1147.4395	KDELR3|11015	308.3369
KDM1A|23028	1897.4021	KDM1A|23028	1917.7224
KDM1B|221656	786.2145	KDM1B|221656	531.0832
KDM2A|22992	2912.1335	KDM2A|22992	3695.8339
KDM2B|84678	511.3049	KDM2B|84678	699.6056
KDM3A|55818	1454.2865	KDM3A|55818	1538.5276
KDM3B|51780	2726.0185	KDM3B|51780	3332.4242
KDM4A|9682	1491.5095	KDM4A|9682	1395.4088
KDM4B|23030	2295.85	KDM4B|23030	1363.4877
KDM4C|23081	610.1336	KDM4C|23081	691.3903
KDM4D|55693	17.8023	KDM4D|55693	61.7375
KDM5A|5927	2047.5888	KDM5A|5927	2072.0663
KDM5B|10765	4192.2811	KDM5B|10765	2353.0423
KDM5C|8242	2156.021	KDM5C|8242	2654.0128
KDM6A|7403	983.982	KDM6A|7403	1166.3485
KDM6B|23135	577.4421	KDM6B|23135	996.5702
KDR|3791	1931.0646	KDR|3791	1164.5946
KDSR|2531	1469.1757	KDSR|2531	2017.6952
KEAP1|9817	1202.4648	KEAP1|9817	1449.0784
KEL|3792	12.9471	KEL|3792	12.2774
lowly_expressed	lowly_expressed	KGFLP1|387628	13.3297
KGFLP2|654466	29.3285	KGFLP2|654466	182.8975
KHDC1|80759	13.2061	KHDC1|80759	36.8321
KHDRBS1|10657	4136.2847	KHDRBS1|10657	4233.2311
KHDRBS3|10656	44.6676	KHDRBS3|10656	166.972
KHK|3795	291.7377	KHK|3795	241.4394
KHNYN|23351	2476.223	KHNYN|23351	2148.228
KHSRP|8570	1590.5551	KHSRP|8570	2041.8991
KIAA0020|9933	550.2531	KIAA0020|9933	921.1522
KIAA0040|9674	4155.7054	KIAA0040|9674	1966.4811
KIAA0090|23065	2384.2142	KIAA0090|23065	1179.3274
KIAA0100|9703	6531.3001	KIAA0100|9703	4507.2721
KIAA0101|9768	263.7978	KIAA0101|9768	34.0258
KIAA0114|57291	463.83099999999996	KIAA0114|57291	938.6913
lowly_expressed	lowly_expressed	KIAA0125|9834	23.8531
KIAA0141|9812	1115.719	KIAA0141|9812	1505.905
KIAA0146|23514	798.1906	KIAA0146|23514	1057.2554
KIAA0174|9798	1896.7547	KIAA0174|9798	3667.4206
KIAA0182|23199	2123.0058	KIAA0182|23199	1657.4426
KIAA0195|9772	807.4349	KIAA0195|9772	995.5004
KIAA0196|9897	2697.8585	KIAA0196|9897	1341.3884
KIAA0226|9711	604.9547	KIAA0226|9711	588.2606
KIAA0232|9778	2491.3517	KIAA0232|9778	1569.3964
KIAA0240|23506	902.7387	KIAA0240|23506	1213.0024
KIAA0247|9766	3273.6821	KIAA0247|9766	2472.308
KIAA0284|283638	1231.9195	KIAA0284|283638	1111.2758
KIAA0317|9870	926.6909	KIAA0317|9870	763.6513
KIAA0319L|79932	5090.4883	KIAA0319L|79932	2647.348
KIAA0355|9710	697.203	KIAA0355|9710	977.9788
KIAA0368|23392	5598.0159	KIAA0368|23392	3413.8055
KIAA0391|9692	1361.7145	KIAA0391|9692	649.2159
KIAA0406|9675	526.3009	KIAA0406|9675	716.6466
KIAA0408|9729	7.0821	KIAA0408|9729	130.7784
KIAA0415|9907	229.4879	KIAA0415|9907	463.7331
KIAA0427|9811	290.9868	KIAA0427|9811	1079.7054
KIAA0430|9665	2237.2643	KIAA0430|9665	2645.5941
KIAA0467|23334	864.2145	KIAA0467|23334	1156.0706
KIAA0494|9813	4498.9209	KIAA0494|9813	4125.6815
KIAA0495|57212	357.0171	KIAA0495|57212	766.8084
KIAA0513|9764	272.8608	KIAA0513|9764	229.4111
KIAA0528|9847	1093.0616	KIAA0528|9847	984.9944
KIAA0556|23247	740.5759	KIAA0556|23247	591.7684
KIAA0562|9731	782.9778	KIAA0562|9731	644.3856
KIAA0564|23078	2133.3635	KIAA0564|23078	1144.9508
KIAA0586|9786	527.9193	KIAA0586|9786	357.7971
KIAA0649|9858	492.962	KIAA0649|9858	624.3911
KIAA0652|9776	2122.0348	KIAA0652|9776	1783.7239
KIAA0664P3|100132341	11.6524	KIAA0664P3|100132341	77.1719
KIAA0664|23277	1453.9628	KIAA0664|23277	2034.5327
lowly_expressed	lowly_expressed	KIAA0748|9840	21.3977
KIAA0753|9851	425.9606	KIAA0753|9851	506.8793
KIAA0754|643314	75.0934	KIAA0754|643314	132.9462
KIAA0776|23376	1630.3675	KIAA0776|23376	1036.2085
KIAA0802|23255	362.8434	KIAA0802|23255	173.6368
KIAA0831|22863	390.6797	KIAA0831|22863	615.9723
KIAA0892|23383	963.9139	KIAA0892|23383	1427.3299
KIAA0895L|653319	93.2388	KIAA0895L|653319	163.8395
KIAA0895|23366	344.07	KIAA0895|23366	302.7244
KIAA0907|22889	473.2176	KIAA0907|22889	788.9076
KIAA0913|23053	1506.075	KIAA0913|23053	1626.5738
KIAA0922|23240	494.2567	KIAA0922|23240	541.9574
KIAA0947|23379	1242.9246	KIAA0947|23379	1304.5564
KIAA1009|22832	178.0231	KIAA1009|22832	209.0658
KIAA1012|22878	1579.8737	KIAA1012|22878	1175.118
KIAA1024|23251	9.062999999999999	KIAA1024|23251	22.0992
KIAA1033|23325	1563.0424	KIAA1033|23325	1087.4226
lowly_expressed	lowly_expressed	KIAA1045|23349	21.0469
KIAA1107|23285	263.7978	KIAA1107|23285	188.3697
KIAA1109|84162	3019.5947	KIAA1109|84162	2252.7188
KIAA1143|57456	712.0922	KIAA1143|57456	899.053
KIAA1147|57189	1480.1808	KIAA1147|57189	1691.8192
KIAA1161|57462	645.7382	KIAA1161|57462	221.6939
KIAA1191|57179	2715.0134	KIAA1191|57179	2996.7263
KIAA1199|57214	73.7986	KIAA1199|57214	27.0102
KIAA1210|57481	6.4736	KIAA1210|57481	15.4344
KIAA1211|57482	29.7784	KIAA1211|57482	5.9633
KIAA1217|56243	2254.4192	KIAA1217|56243	5432.1216
lowly_expressed	lowly_expressed	KIAA1239|57495	20.6961
KIAA1244|57221	2749.647	KIAA1244|57221	626.8465
KIAA1257|57501	159.4018	KIAA1257|57501	11.6109
KIAA1267|284058	1091.1195	KIAA1267|284058	2135.2070000000003
KIAA1274|27143	126.5582	KIAA1274|27143	346.9229
KIAA1279|26128	1610.6231	KIAA1279|26128	660.8723
KIAA1310|55683	1776.3464	KIAA1310|55683	2591.5737
KIAA1324L|222223	680.0481	KIAA1324L|222223	439.88
KIAA1324|57535	32271.3719	KIAA1324|57535	11943.7592
KIAA1328|57536	157.6313	KIAA1328|57536	202.7517
KIAA1370|56204	4648.6675	KIAA1370|56204	1025.3343
KIAA1377|57562	201.9752	KIAA1377|57562	334.6455
KIAA1383|54627	42.7255	KIAA1383|54627	84.8891
KIAA1407|57577	238.5509	KIAA1407|57577	256.7721
lowly_expressed	lowly_expressed	KIAA1409|57578	5.6125
KIAA1429|25962	2299.7342	KIAA1429|25962	1945.785
KIAA1430|57587	1763.7229	KIAA1430|57587	1543.7894
KIAA1432|57589	705.7902	KIAA1432|57589	612.3943
KIAA1462|57608	592.3313	KIAA1462|57608	728.2224
KIAA1467|57613	2265.748	KIAA1467|57613	1520.9886
KIAA1468|57614	703.6766	KIAA1468|57614	685.7778
KIAA1522|57648	8766.8262	KIAA1522|57648	4951.6316
KIAA1524|57650	110.1866	KIAA1524|57650	54.7219
KIAA1529|57653	49.8465	KIAA1529|57653	128.7368
KIAA1530|57654	194.8543	KIAA1530|57654	109.09299999999999
KIAA1539|80256	367.0512	KIAA1539|80256	185.2126
KIAA1543|57662	514.9721	KIAA1543|57662	701.2122
KIAA1549|57670	597.5101	KIAA1549|57670	425.49800000000005
KIAA1586|57691	118.7899	KIAA1586|57691	187.6681
KIAA1598|57698	2872.6447	KIAA1598|57698	916.9428
KIAA1609|57707	270.9187	KIAA1609|57707	630.0036
KIAA1614|57710	9.3349	KIAA1614|57710	80.3711
KIAA1632|57724	1357.8304	KIAA1632|57724	1070.2343
lowly_expressed	lowly_expressed	KIAA1644|85352	11.9266
KIAA1671|85379	3395.0615	KIAA1671|85379	4116.4209
KIAA1683|80726	39.8124	KIAA1683|80726	360.6034
KIAA1704|55425	334.3597	KIAA1704|55425	341.342
KIAA1712|80817	178.1169	KIAA1712|80817	381.2399
KIAA1715|80856	1061.6648	KIAA1715|80856	682.6208
KIAA1731|85459	449.2655	KIAA1731|85459	420.587
KIAA1737|85457	1917.4701	KIAA1737|85457	1280.3525
KIAA1751|85452	10.3577	lowly_expressed	lowly_expressed
KIAA1755|85449	24.9232	KIAA1755|85449	237.1283
KIAA1797|54914	1337.7623	KIAA1797|54914	954.4765
KIAA1804|84451	35.2809	KIAA1804|84451	266.5939
KIAA1826|84437	241.7877	KIAA1826|84437	421.2886
KIAA1841|84542	503.3197	KIAA1841|84542	119.6165
KIAA1908|114796	141.4474	KIAA1908|114796	269.4002
KIAA1919|91749	65.7067	KIAA1919|91749	109.7946
KIAA1949|170954	628.9069	KIAA1949|170954	673.5005
KIAA1958|158405	133.3555	KIAA1958|158405	64.193
KIAA1967|57805	2183.8574	KIAA1967|57805	2824.4926
KIAA1984|84960	28.3866	KIAA1984|84960	26.3086
KIAA2013|90231	1360.0961	KIAA2013|90231	1245.2743
KIAA2018|205717	767.4412	KIAA2018|205717	909.2256
KIAA2022|340533	154.3945	KIAA2022|340533	88.7477
KIAA2026|158358	586.505	KIAA2026|158358	874.1475
KIDINS220|57498	2329.5126	KIDINS220|57498	2511.9463
KIF11|3832	652.2117	KIF11|3832	151.8884
KIF12|113220	385.1772	KIF12|113220	896.2467
KIF13A|63971	1421.2713	KIF13A|63971	1549.0511
KIF13B|23303	5080.778	KIF13B|23303	2460.0201
KIF14|9928	121.70299999999999	KIF14|9928	14.0313
KIF15|56992	105.1954	KIF15|56992	28.0625
KIF16B|55614	1235.48	KIF16B|55614	971.6647
KIF17|57576	6.4736	KIF17|57576	37.1828
KIF18A|81930	89.6589	KIF18A|81930	39.2875
KIF18B|146909	56.6437	KIF18B|146909	14.382
lowly_expressed	lowly_expressed	KIF19|124602	7.7172
