gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
HIRA|7290	542.1611	HIRA|7290	817.3209
HIRIP3|8479	336.6254	HIRIP3|8479	474.6074
HIST1H1C|3006	192.5886	HIST1H1C|3006	159.9564
HIST1H2AC|8334	1611.2705	HIST1H2AC|8334	1001.1304
HIST1H2AE|3012	20.7154	HIST1H2AE|3012	17.5391
HIST1H2BC|8347	64.0883	HIST1H2BC|8347	12.9789
HIST1H2BD|3017	337.2728	HIST1H2BD|3017	193.9822
HIST1H2BE|8344	6.4736	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HIST1H2BG|8339	7.7172
HIST1H2BH|8345	8.7393	lowly_expressed	lowly_expressed
HIST1H2BJ|8970	18.4497	HIST1H2BJ|8970	10.8742
HIST1H2BK|85236	698.8214	HIST1H2BK|85236	472.5027
lowly_expressed	lowly_expressed	HIST1H2BN|8341	8.068
HIST1H3D|8351	8.5419	lowly_expressed	lowly_expressed
HIST1H3E|8353	54.7016	HIST1H3E|8353	47.7063
HIST1H4H|8365	47.9044	HIST1H4H|8365	16.4867
HIST1H4J|8363	24.5995	HIST1H4J|8363	15.0836
HIST2H2AA3|8337	413.9845	HIST2H2AA3|8337	141.3649
HIST2H2AC|8338	5.5025	lowly_expressed	lowly_expressed
HIST2H2BE|8349	1194.6965	HIST2H2BE|8349	404.8018
HIST2H2BF|440689	27.4738	HIST2H2BF|440689	34.3941
HIST2H4A|8370	268.9767	HIST2H4A|8370	190.4744
lowly_expressed	lowly_expressed	HIST3H2A|92815	28.0625
HIST4H4|121504	7.4446	HIST4H4|121504	18.2406
HIVEP1|3096	266.0635	HIVEP1|3096	743.6568
HIVEP2|3097	854.8343	HIVEP2|3097	953.7749
HIVEP3|59269	509.7933	HIVEP3|59269	488.6386
HJURP|55355	119.76100000000001	HJURP|55355	22.8008
HK1|3098	5832.6826	HK1|3098	3624.6252
HK2|3099	1516.7564	HK2|3099	2019.4491
HK3|3101	6.7972	HK3|3101	14.0313
HKR1|284459	762.586	HKR1|284459	1334.3728
HLA-A|3105	8418.5484	HLA-A|3105	10650.0455
HLA-B|3106	13110.7053	HLA-B|3106	16957.409
HLA-C|3107	20271.5305	HLA-C|3107	12212.528
HLA-DMA|3108	403.6268	HLA-DMA|3108	874.4983
HLA-DMB|3109	407.8346	HLA-DMB|3109	666.8356
HLA-DOA|3111	167.3417	HLA-DOA|3111	471.4503
lowly_expressed	lowly_expressed	HLA-DOB|3112	80.6657
HLA-DPA1|3113	2314.9471	HLA-DPA1|3113	4810.9682
HLA-DPB1|3115	1237.0984	HLA-DPB1|3115	3227.8913
HLA-DQA1|3117	525.6535	HLA-DQA1|3117	910.6288
HLA-DQA2|3118	117.8189	HLA-DQA2|3118	233.2697
HLA-DQB1|3119	289.3684	HLA-DQB1|3119	691.3903
HLA-DQB2|3120	30.7494	HLA-DQB2|3120	60.6852
HLA-DRA|3122	5633.9441	HLA-DRA|3122	10330.8659
HLA-DRB1|3123	1043.0306	HLA-DRB1|3123	2309.1806
HLA-DRB5|3127	208.109	HLA-DRB5|3127	509.3347
HLA-DRB6|3128	113.8118	HLA-DRB6|3128	202.0642
HLA-E|3133	2867.7896	HLA-E|3133	9678.7631
HLA-F|3134	411.3109	HLA-F|3134	980.9149
HLA-G|3135	95.1549	HLA-G|3135	146.1636
HLA-H|3136	969.4164	HLA-H|3136	1482.0518
lowly_expressed	lowly_expressed	HLA-J|3137	18.7037
lowly_expressed	lowly_expressed	HLA-L|3139	19.9945
HLCS|3141	1877.3339999999998	HLCS|3141	816.2685
HLF|3131	40.7835	HLF|3131	1534.3183
HLTF|6596	1550.4189999999999	HLTF|6596	1098.2969
HLX|3142	38.8414	HLX|3142	83.8368
HM13|81502	3855.3514	HM13|81502	2102.4615
HMBOX1|79618	211.6856	HMBOX1|79618	83.8368
HMBS|3145	315.2626	HMBS|3145	286.2377
HMCN1|83872	196.7964	HMCN1|83872	200.64700000000002
HMG20A|10363	648.6513	HMG20A|10363	1064.2711
HMG20B|10362	1457.1996	HMG20B|10362	1574.3074
HMGA1|3159	1288.9355	HMGA1|3159	1412.8917
HMGB1|3146	6254.4354	HMGB1|3146	5889.2706
HMGB2|3148	1156.5025	HMGB2|3148	1450.1307
HMGB3|3149	2119.7691	HMGB3|3149	315.7033
lowly_expressed	lowly_expressed	HMGCLL1|54511	34.3766
HMGCL|3155	1219.6198	HMGCL|3155	962.5444
HMGCR|3156	1325.7862	HMGCR|3156	979.7327
HMGCS1|3157	1598.9707	HMGCS1|3157	1188.7985
HMGCS2|3158	136.5922	HMGCS2|3158	969.5601
HMGN1|3150	3945.3146	HMGN1|3150	2820.634
HMGN2|3151	6623.7523	HMGN2|3151	4897.6113
HMGN3|9324	956.7833	HMGN3|9324	1204.5416
HMGN4|10473	2004.8633	HMGN4|10473	2031.0249
HMGN5|79366	124.9463	HMGN5|79366	134.3633
HMGXB3|22993	751.9046	HMGXB3|22993	1505.905
HMGXB4|10042	836.061	HMGXB4|10042	630.0036
HMHA1|23526	211.6856	HMHA1|23526	463.7331
HMMR|3161	231.4235	HMMR|3161	25.607
HMOX1|3162	370.6116	HMOX1|3162	230.4634
HMOX2|3163	734.7497	HMOX2|3163	758.3896
HN1L|90861	5988.6632	HN1L|90861	2713.9859
HN1|51155	1358.4777	HN1|51155	597.3809
HNF1A|6927	9.062999999999999	HNF1A|6927	70.8579
HNF4G|3174	6.1499	HNF4G|3174	36.1305
HNMT|3176	1365.5987	HNMT|3176	1383.4822
HNRNPA0|10949	2335.3388	HNRNPA0|10949	3152.8241
HNRNPA1L2|144983	1946.9249	HNRNPA1L2|144983	3380.1305
HNRNPA1|3178	4789.1438	HNRNPA1|3178	7977.8236
HNRNPA2B1|3181	13079.1919	HNRNPA2B1|3181	11522.8214
HNRNPA3P1|10151	114.5821	HNRNPA3P1|10151	75.418
HNRNPA3|220988	4780.7282	HNRNPA3|220988	4956.1918
HNRNPAB|3182	2447.5483	HNRNPAB|3182	2229.4549
HNRNPC|3183	10572.951000000001	HNRNPC|3183	11168.5321
HNRNPD|3184	2724.0764	HNRNPD|3184	3926.9989
HNRNPF|3185	7214.9701	HNRNPF|3185	4906.5106
HNRNPH1|3187	2449.5972	HNRNPH1|3187	4762.5604
HNRNPH2|3188	4817.6275	HNRNPH2|3188	2979.1873
HNRNPH3|3189	1498.6304	HNRNPH3|3189	3073.8983
HNRNPK|3190	16232.1421	HNRNPK|3190	13312.1578
HNRNPL|3191	4295.5345	HNRNPL|3191	4606.4626
HNRNPM|4670	3502.199	HNRNPM|4670	4455.2758
HNRNPR|10236	2927.67	HNRNPR|10236	2914.6435
HNRNPUL1|11100	4715.9925	HNRNPUL1|11100	5472.1914
HNRNPUL2|221092	2895.2569	HNRNPUL2|221092	3122.9515
HNRNPU|3192	13759.24	HNRNPU|3192	9983.943000000001
HNRPDL|9987	2376.4459	HNRPDL|9987	4242.0006
HNRPLL|92906	847.7134	HNRPLL|92906	822.2318
HOMER1|9456	261.2084	HOMER1|9456	219.2384
HOMER2|9455	595.2444	HOMER2|9455	573.177
HOMER3|9454	230.1353	HOMER3|9454	252.2119
HOMEZ|57594	739.2812	HOMEZ|57594	405.8542
HOOK1|51361	1433.5711	HOOK1|51361	922.2046
HOOK2|29911	542.1611	HOOK2|29911	844.3311
HOOK3|84376	858.7185	HOOK3|84376	983.2405
HOPX|84525	148.5683	HOPX|84525	64.8946
lowly_expressed	lowly_expressed	HOTAIR|100124700	32.6227
HOXA10|3206	24.2759	HOXA10|3206	222.0447
lowly_expressed	lowly_expressed	HOXA11|3207	10.8742
HOXA1|3198	5.1789	HOXA1|3198	32.2719
lowly_expressed	lowly_expressed	HOXA2|3199	46.6539
HOXA3|3200	5.1789	HOXA3|3200	181.354
HOXA4|3201	13.902000000000001	HOXA4|3201	199.963
HOXA5|3202	10.6814	HOXA5|3202	206.2595
lowly_expressed	lowly_expressed	HOXA6|3203	38.2913
HOXA7|3204	33.3065	HOXA7|3204	485.9376
HOXA9|3205	12.9471	HOXA9|3205	310.4416
HOXB2|3212	1294.7131	HOXB2|3212	365.8651
HOXB3|3213	990.1319	HOXB3|3213	461.9792
HOXB4|3214	434.6999	HOXB4|3214	171.5322
HOXB5|3215	1441.9867	HOXB5|3215	40.6907
HOXB6|3216	796.8959	HOXB6|3216	59.6329
HOXB7|3217	420.7818	HOXB7|3217	91.2032
HOXB8|3218	195.178	HOXB8|3218	9.1203
HOXB9|3219	165.3996	lowly_expressed	lowly_expressed
HOXC10|3226	905.6518	HOXC10|3226	133.9985
HOXC11|3227	19.4207	HOXC11|3227	5.6125
HOXC13|3229	13.9182	HOXC13|3229	50.5125
HOXC4|3221	113.4039	HOXC4|3221	46.2996
HOXC5|3222	9.296	HOXC5|3222	19.7139
HOXC6|3223	127.5001	HOXC6|3223	158.4866
HOXC8|3224	30.4258	HOXC8|3224	61.036
HOXC9|3225	197.4438	HOXC9|3225	68.7532
HOXD10|3236	20.0681	HOXD10|3236	59.6329
lowly_expressed	lowly_expressed	HOXD1|3231	6.6648
lowly_expressed	lowly_expressed	HOXD3|3232	16.1359
lowly_expressed	lowly_expressed	HOXD4|3233	10.1727
HOXD8|3234	39.4888	HOXD8|3234	160.6579
HOXD9|3235	44.0202	HOXD9|3235	134.7001
HP1BP3|50809	2861.316	HP1BP3|50809	4401.2554
HPCAL1|3241	355.0751	HPCAL1|3241	482.3246
lowly_expressed	lowly_expressed	HPDL|84842	29.1149
HPGDS|27306	30.7494	HPGDS|27306	24.2039
HPGD|3248	6.1499	HPGD|3248	71.2086
HPN|3249	1098.2404	HPN|3249	175.3907
HPRT1|3251	749.3152	HPRT1|3251	445.8433
HPS1|3257	965.2086	HPS1|3257	1769.3419
HPS3|84343	962.5545	HPS3|84343	885.2743
HPS4|89781	583.2683	HPS4|89781	791.3631
HPS5|11234	616.9308	HPS5|11234	1391.1994
HPS6|79803	542.1611	HPS6|79803	499.1621
lowly_expressed	lowly_expressed	HPSE2|60495	33.675
HPSE|10855	21.3628	HPSE|10855	10.5234
HPX|3263	60.2042	HPX|3263	81.3813
lowly_expressed	lowly_expressed	HP|3240	22.45
HRASLS2|54979	134.6502	HRASLS2|54979	38.2352
HRASLS5|117245	1572.7528	HRASLS5|117245	607.5536
lowly_expressed	lowly_expressed	HRASLS|57110	19.9945
HRAS|3265	390.6797	HRAS|3265	447.2464
HRCT1|646962	6.4736	HRCT1|646962	157.8517
HRC|3270	18.125999999999998	HRC|3270	42.7953
HRH1|3269	145.6552	HRH1|3269	121.3704
lowly_expressed	lowly_expressed	HRH2|3274	7.0156
lowly_expressed	lowly_expressed	HRNBP3|146713	35.4289
lowly_expressed	lowly_expressed	HRNR|388697	5.2617
HRSP12|10247	200.3569	HRSP12|10247	253.9658
HR|55806	16.5076	HR|55806	406.205
HS1BP3|64342	557.0503	HS1BP3|64342	714.1911
HS2ST1|9653	674.5455	HS2ST1|9653	997.2718
HS3ST1|9957	46.6097	HS3ST1|9957	81.0305
HS3ST2|9956	8.7393	HS3ST2|9956	14.382
lowly_expressed	lowly_expressed	HS3ST3A1|9955	11.225
lowly_expressed	lowly_expressed	HS3ST4|9951	217.4845
HS6ST1|9394	816.9639999999999	HS6ST1|9394	1354.7181
HS6ST2|90161	5.5025	HS6ST2|90161	185.9142
HS6ST3|266722	383.8824	HS6ST3|266722	14.7328
HSBP1L1|440498	100.0166	HSBP1L1|440498	172.5845
HSBP1|3281	2255.0666	HSBP1|3281	2397.9423
HSCB|150274	241.46400000000003	HSCB|150274	319.5619
HSD11B1L|374875	108.7559	HSD11B1L|374875	132.5954
HSD11B1|3290	13.5945	HSD11B1|3290	171.8829
HSD11B2|3291	158.92600000000002	HSD11B2|3291	92.9571
HSD17B10|3028	1477.915	HSD17B10|3028	1075.8469
HSD17B11|51170	279.9817	HSD17B11|51170	833.1061
HSD17B12|51144	1946.2775	HSD17B12|51144	2170.9867
lowly_expressed	lowly_expressed	HSD17B13|345275	86.64299999999999
HSD17B14|51171	15.2129	HSD17B14|51171	75.7688
HSD17B1|3292	58.5987	HSD17B1|3292	61.0746
HSD17B2|3294	12.2998	HSD17B2|3294	326.5776
HSD17B4|3295	5461.4236	HSD17B4|3295	2618.2331
HSD17B6|8630	44.0202	HSD17B6|8630	11.225
HSD17B7P2|158160	22.9812	HSD17B7P2|158160	41.3922
HSD17B7|51478	480.6622	HSD17B7|51478	242.0392
HSD17B8|7923	319.1468	HSD17B8|7923	420.2362
lowly_expressed	lowly_expressed	HSD3B2|3284	5.2617
HSD3B7|80270	747.0495	HSD3B7|80270	460.2253
HSDL1|83693	736.0444	HSDL1|83693	831.0014
HSDL2|84263	1982.2058	HSDL2|84263	1309.4673
HSF1|3297	849.9436	HSF1|3297	1277.0832
HSF2BP|11077	16.5076	HSF2BP|11077	24.9055
HSF2|3298	260.8847	HSF2|3298	453.5605
HSF4|3299	14.1836	HSF4|3299	79.0451
HSFX2|100130086	17.1549	HSFX2|100130086	45.2508
HSH2D|84941	306.5233	HSH2D|84941	72.26100000000001
HSN2|378465	8.7393	HSN2|378465	15.0836
HSP90AA1|3320	27304.8523	HSP90AA1|3320	26350.7061
HSP90AB1|3326	26163.5627	HSP90AB1|3326	31539.466
HSP90AB2P|391634	29.131	HSP90AB2P|391634	26.3086
HSP90B1|7184	21885.1832	HSP90B1|7184	13256.7343
HSP90B3P|343477	6.4736	lowly_expressed	lowly_expressed
HSPA12A|259217	241.1403	HSPA12A|259217	384.8073
HSPA12B|116835	52.4359	HSPA12B|116835	263.7877
HSPA13|6782	1519.6695	HSPA13|6782	633.5114
HSPA14|51182	479.6912	HSPA14|51182	415.3253
HSPA1A|3303	9480.8087	HSPA1A|3303	11997.6392
HSPA1B|3304	1683.4507	HSPA1B|3304	1429.7854
HSPA1L|3305	70.59100000000001	HSPA1L|3305	69.4582
HSPA2|3306	1714.8475	HSPA2|3306	599.4856
HSPA4L|22824	24.2759	HSPA4L|22824	313.2479
HSPA4|3308	3938.1936	HSPA4|3308	2118.7202
HSPA5|3309	29784.228	HSPA5|3309	9979.7336
HSPA6|3310	118.4663	HSPA6|3310	38.9367
HSPA7|3311	12.2998	HSPA7|3311	16.4867
HSPA8|3312	39267.3542	HSPA8|3312	14534.6313
HSPA9|3313	7151.3479	HSPA9|3313	5516.039000000001
HSPB11|51668	565.7896	HSPB11|51668	270.1018
HSPB1|3315	3906.4732	HSPB1|3315	1995.5959
HSPB2|3316	35.7244	HSPB2|3316	263.8578
HSPB6|126393	190.9702	HSPB6|126393	2009.9779999999998
HSPB7|27129	29.4547	HSPB7|27129	813.1115
HSPB8|26353	105.1954	HSPB8|26353	755.9341
HSPBAP1|79663	59.2331	HSPBAP1|79663	147.3282
HSPBP1|23640	307.1707	HSPBP1|23640	602.2918
HSPC157|29092	188.3808	HSPC157|29092	293.2533
HSPC159|29094	743.1653	HSPC159|29094	488.9894
HSPD1|3329	5160.0856	HSPD1|3329	6433.3327
HSPE1|3336	1535.5233	HSPE1|3336	1020.4234
HSPG2|3339	5714.2908	HSPG2|3339	4273.5149
HSPH1|10808	2838.6585	HSPH1|10808	1682.3481
HTATIP2|10553	510.7643	HTATIP2|10553	433.5659
HTATSF1|27336	1582.1394	HTATSF1|27336	1969.2873
HTR1F|3355	198.7385	HTR1F|3355	12.6281
lowly_expressed	lowly_expressed	HTR2A|3356	12.6281
HTR2B|3357	11.9761	HTR2B|3357	5.6125
HTR7P1|93164	121.70299999999999	HTR7P1|93164	155.3962
lowly_expressed	lowly_expressed	HTR7|3363	20.3453
HTRA1|5654	2257.9797	HTRA1|5654	2767.3152
HTRA2|27429	470.8224	HTRA2|27429	647.5637
HTRA3|94031	285.1606	HTRA3|94031	275.7143
HTT|3064	4103.2696	HTT|3064	1782.3208
HUNK|30811	15.8602	HUNK|30811	225.2017
HUS1|3364	425.6369	HUS1|3364	268.3478
HUWE1|10075	9065.9049	HUWE1|10075	6216.9005
HVCN1|84329	59.2331	HVCN1|84329	125.5798
HYAL1|3373	14.2418	HYAL1|3373	119.6165
HYAL2|8692	1529.0562	HYAL2|8692	1212.3009
HYAL3|8372	349.89300000000003	HYAL3|8372	57.6159
HYDIN|54768	44.9913	HYDIN|54768	78.9258
HYI|81888	456.9463	HYI|81888	480.6233
HYLS1|219844	177.6994	HYLS1|219844	85.9415
HYOU1|10525	6877.8398	HYOU1|10525	2612.9714
IAH1|285148	1154.5604	IAH1|285148	455.6652
IARS2|55699	5812.2909	IARS2|55699	2712.5933
IARS|3376	3240.6669	IARS|3376	2270.2579
IBSP|3381	450.8838	lowly_expressed	lowly_expressed
IBTK|25998	3108.9299	IBTK|25998	1462.0573
ICA1L|130026	74.446	ICA1L|130026	87.3446
ICA1|3382	1442.3104	ICA1|3382	539.8527
ICAM1|3383	771.3253	ICAM1|3383	574.5801
ICAM2|3384	133.2972	ICAM2|3384	619.9151
ICAM3|3385	235.3141	ICAM3|3385	296.7611
lowly_expressed	lowly_expressed	ICAM4|3386	9.4711
lowly_expressed	lowly_expressed	ICAM5|7087	22.8008
ICK|22858	792.3644	ICK|22858	820.4779
ICMT|23463	3272.0637	ICMT|23463	1854.231
ICOSLG|23308	216.8644	ICOSLG|23308	576.3340000000001
lowly_expressed	lowly_expressed	ICOS|29851	5.9633
ICT1|3396	403.9505	ICT1|3396	325.5252
ID1|3397	45.6386	ID1|3397	103.4805
ID2|3398	1324.4915	ID2|3398	1097.2445
ID3|3399	270.595	ID3|3399	274.3111
ID4|3400	160.2207	ID4|3400	2445.9994
IDE|3416	1562.0714	IDE|3416	417.43
IDH1|3417	5445.2397	IDH1|3417	2433.722
IDH2|3418	5412.2245	IDH2|3418	2623.8456
IDH3A|3419	648.6513	IDH3A|3419	884.6709
IDH3B|3420	889.4679	IDH3B|3420	1521.3394
IDH3G|3421	675.1929	IDH3G|3421	973.0679
IDI1|3422	1238.9077	IDI1|3422	932.5982
IDI2|91734	20.7154	IDI2|91734	80.329
lowly_expressed	lowly_expressed	IDO1|3620	44.1985
IDS|3423	1993.8064	IDS|3423	3235.1420000000003
IDUA|3425	211.3619	IDUA|3425	152.2392
IER2|9592	483.5754	IER2|9592	1146.7047
IER3IP1|51124	1362.6856	IER3IP1|51124	922.5553
IER3|8870	1403.1453	IER3|8870	310.7924
IER5L|389792	37.223	IER5L|389792	39.2875
IER5|51278	389.0613	IER5|51278	989.9054
IFFO1|25900	29.4547	IFFO1|25900	130.4907
IFFO2|126917	354.7514	IFFO2|126917	3909.8106
IFI16|3428	481.6333	IFI16|3428	1576.0613
IFI27L1|122509	180.9362	IFI27L1|122509	95.7633
IFI27L2|83982	57.2911	IFI27L2|83982	246.9502
IFI27|3429	589.0945	IFI27|3429	667.1864
IFI30|10437	2382.298	IFI30|10437	1026.7304
IFI35|3430	620.8149	IFI35|3430	423.3933
IFI44L|10964	103.9007	IFI44L|10964	201.6994
IFI44|10561	157.955	IFI44|10561	229.0603
IFI6|2537	1947.2485	IFI6|2537	352.1846
IFIH1|64135	728.9235	IFIH1|64135	593.1715
IFIT1|3434	427.9027	IFIT1|3434	336.3995
IFIT2|3433	386.4719	IFIT2|3433	266.9447
IFIT3|3437	475.1597	IFIT3|3437	339.5565
IFIT5|24138	648.0039	IFIT5|24138	602.2918
IFITM1|8519	1718.7317	IFITM1|8519	1680.2434
IFITM2|10581	1968.2876	IFITM2|10581	1903.6912
IFITM3|10410	4972.3457	IFITM3|10410	4895.8574
IFNAR1|3454	2782.6622	IFNAR1|3454	1864.7544
IFNAR2|3455	136.6602	IFNAR2|3455	347.649
IFNGR1|3459	3992.5716	IFNGR1|3459	2762.0535
IFNGR2|3460	2483.9071	IFNGR2|3460	1599.9144
IFRD1|3475	141.1237	IFRD1|3475	664.0294
IFRD2|7866	532.5382	IFRD2|7866	820.2815
IFT122|55764	1187.8993	IFT122|55764	995.8687
IFT140|9742	555.1083	IFT140|9742	704.3692
IFT172|26160	805.6352	IFT172|26160	889.9327
IFT20|90410	392.6088	IFT20|90410	318.0325
IFT27|11020	252.7927	IFT27|11020	391.4722
IFT46|56912	1769.5492	IFT46|56912	823.635
IFT52|51098	673.5745	IFT52|51098	658.7677
IFT57|55081	455.4153	IFT57|55081	855.5561
IFT74|80173	484.5464	IFT74|80173	403.3987
IFT80|57560	353.434	IFT80|57560	463.5577
IFT81|28981	317.5284	IFT81|28981	364.8128
IFT88|8100	670.6614	IFT88|8100	312.1955
IGBP1|3476	1578.2553	IGBP1|3476	1899.4818
IGDCC3|9543	9.7103	IGDCC3|9543	58.2297
IGDCC4|57722	11.0051	IGDCC4|57722	42.4446
IGF1R|3480	5686.7037	IGF1R|3480	3211.0538
IGF1|3479	114.9058	IGF1|3479	461.9792
IGF2BP2|10644	8.4156	IGF2BP2|10644	168.0243
IGF2R|3482	3483.7493	IGF2R|3482	2643.1386
IGF2|3481	560.1512	IGF2|3481	2169.3836
IGFALS|3483	89.9826	IGFALS|3483	18.9422
lowly_expressed	lowly_expressed	IGFBP1|3484	96.1141
IGFBP2|3485	3332.2679	IGFBP2|3485	2710.4886
IGFBP3|3486	656.7432	IGFBP3|3486	3662.5096
IGFBP4|3487	5870.8766	IGFBP4|3487	9959.3883
IGFBP5|3488	4800.1489	IGFBP5|3488	7985.8916
IGFBP6|3489	61.8226	IGFBP6|3489	573.8785
IGFBP7|3490	3963.1169	IGFBP7|3490	2577.1917
lowly_expressed	lowly_expressed	IGFN1|91156	5.2617
IGHMBP2|3508	234.3431	IGHMBP2|3508	386.912
IGJ|3512	447.9707	IGJ|3512	24583.8197
IGSF10|285313	46.6097	IGSF10|285313	237.1283
lowly_expressed	lowly_expressed	IGSF11|152404	6.6648
lowly_expressed	lowly_expressed	IGSF1|3547	50.1618
IGSF21|84966	62.4699	IGSF21|84966	113.6532
IGSF22|283284	41.3272	IGSF22|283284	29.1043
IGSF3|3321	4316.8972	IGSF3|3321	1529.0565
lowly_expressed	lowly_expressed	IGSF5|150084	45.2508
IGSF6|10261	36.251999999999995	IGSF6|10261	70.8579
IGSF8|93185	3421.9268	IGSF8|93185	1474.3346
IGSF9B|22997	9.7103	IGSF9B|22997	30.8688
IGSF9|57549	986.5714	IGSF9|57549	415.6761
IKBIP|121457	178.3467	IKBIP|121457	262.0338
IKBKAP|8518	1573.4001	IKBKAP|8518	1095.1398
IKBKB|3551	1199.5517	IKBKB|3551	1520.9886
IKBKE|9641	260.8847	IKBKE|9641	246.2486
IKBKG|8517	273.8318	IKBKG|8517	280.6252
IKZF1|10320	84.8037	IKZF1|10320	327.2791
IKZF2|22807	566.1133	IKZF2|22807	186.6158
lowly_expressed	lowly_expressed	IKZF3|22806	23.5024
IKZF4|64375	160.5444	IKZF4|64375	212.2228
IKZF5|64376	714.0343	IKZF5|64376	863.6239999999999
IK|3550	1748.5101	IK|3550	2136.9609
IL10RA|3587	121.3794	IL10RA|3587	215.7306
IL10RB|3588	745.2757	IL10RB|3588	686.3706
IL11RA|3590	72.1803	IL11RA|3590	506.1777
lowly_expressed	lowly_expressed	IL11|3589	5.2617
lowly_expressed	lowly_expressed	IL12A|3592	37.1828
IL12RB1|3594	5.5025	IL12RB1|3594	27.361
lowly_expressed	lowly_expressed	IL12RB2|3595	7.7172
IL13RA1|3597	6779.1179	IL13RA1|3597	2808.7074
IL13RA2|3598	7.7683	lowly_expressed	lowly_expressed
IL15RA|3601	45.6386	IL15RA|3601	151.5376
IL15|3600	21.0391	IL15|3600	47.3555
IL16|3603	96.7798	IL16|3603	399.1893
lowly_expressed	lowly_expressed	IL17B|27190	107.3391
lowly_expressed	lowly_expressed	IL17D|53342	9.3799
IL17RA|23765	256.3532	IL17RA|23765	305.8815
IL17RB|55540	115.8768	IL17RB|55540	307.2846
IL17RC|84818	1099.2114	IL17RC|84818	1154.4219
IL17RD|54756	2369.9724	IL17RD|54756	1495.0307
IL17RE|132014	49.5228	IL17RE|132014	595.627
IL18BP|10068	90.2642	IL18BP|10068	194.0348
lowly_expressed	lowly_expressed	IL18R1|8809	43.4969
lowly_expressed	lowly_expressed	IL18RAP|8807	23.1516
IL18|3606	318.8231	IL18|3606	83.486
IL1B|3553	80.2722	IL1B|3553	17.8899
IL1R1|3554	1529.0562	IL1R1|3554	2342.1681
lowly_expressed	lowly_expressed	IL1R2|7850	18.2406
lowly_expressed	lowly_expressed	IL1RAPL2|26280	36.4813
IL1RAP|3556	85.4511	IL1RAP|3556	354.6401
IL1RL2|8808	35.9283	IL1RL2|8808	100.3235
IL1RN|3557	463.5073	IL1RN|3557	109.7946
IL20RA|53832	2457.6892	IL20RA|53832	1520.287
lowly_expressed	lowly_expressed	IL20RB|53833	12.9789
IL21R|50615	16.8313	IL21R|50615	13.5156
IL22RA1|58985	5.1789	IL22RA1|58985	61.7375
lowly_expressed	lowly_expressed	IL22RA2|116379	59.2821
lowly_expressed	lowly_expressed	IL23A|51561	10.8742
lowly_expressed	lowly_expressed	IL23R|149233	5.2617
lowly_expressed	lowly_expressed	IL24|11009	6.0124
IL27RA|9466	314.939	IL27RA|9466	641.9301
IL28RA|163702	103.9007	IL28RA|163702	306.9338
IL2RB|3560	49.1991	IL2RB|3560	166.972
IL2RG|3561	41.4308	IL2RG|3561	407.2573
lowly_expressed	lowly_expressed	IL2|3558	11.9266
IL32|9235	320.4415	IL32|9235	753.4787
IL33|90865	118.7899	IL33|90865	1369.8017
IL34|146433	32.0441	IL34|146433	691.3903
IL3RA|3563	51.7885	IL3RA|3563	170.8306
IL4I1|259307	15.7696	IL4I1|259307	45.2824
IL4R|3566	414.9556	IL4R|3566	1783.0224
IL6R|3570	278.0396	IL6R|3570	305.1799
IL6ST|3572	10659.0494	IL6ST|3572	1984.0201
lowly_expressed	lowly_expressed	IL6|3569	42.0938
IL7R|3575	11.3287	IL7R|3575	460.5761
lowly_expressed	lowly_expressed	IL7|3574	42.7953
IL8|3576	34.9573	IL8|3576	8.068
ILDR1|286676	377.7326	ILDR1|286676	212.5736
ILF2|3608	6109.7512	ILF2|3608	3881.0465
ILF3|3609	3626.1678	ILF3|3609	4990.2176
ILKAP|80895	321.0889	ILKAP|80895	493.1988
ILK|3611	3272.0637	ILK|3611	2972.5224
ILVBL|10994	566.1133	ILVBL|10994	1091.2812
IMMP1L|196294	84.4412	IMMP1L|196294	81.918
IMMP2L|83943	117.8189	IMMP2L|83943	180.3017
IMMT|10989	3354.6017	IMMT|10989	1853.8802
IMP3|55272	876.8445	IMP3|55272	1063.5695
IMP4|92856	540.8664	IMP4|92856	706.4739
IMPA1|3612	335.6544	IMPA1|3612	359.9018
IMPA2|3613	84.1564	IMPA2|3613	341.3104
IMPACT|55364	1942.0697	IMPACT|55364	1531.8628
IMPAD1|54928	2754.8258	IMPAD1|54928	2565.2651
IMPDH1|3614	1238.0694	IMPDH1|3614	735.238
IMPDH2|3615	3736.5421	IMPDH2|3615	6786.2188
lowly_expressed	lowly_expressed	IMPG1|3617	7.7172
INADL|10207	3330.6495	INADL|10207	2247.4571
INCA1|388324	10.6814	INCA1|388324	16.4867
INCENP|3619	318.4994	INCENP|3619	277.4682
INE1|8552	7.4446	INE1|8552	18.5914
lowly_expressed	lowly_expressed	INE2|8551	33.3874
INF2|64423	2210.7227	INF2|64423	1488.3659
ING1|3621	134.4624	ING1|3621	282.4247
ING2|3622	189.3518	ING2|3622	186.6158
ING3|54556	138.5343	ING3|54556	242.0392
ING4|51147	634.7331	ING4|51147	939.3928
ING5|84289	353.13300000000004	ING5|84289	608.6059
lowly_expressed	lowly_expressed	INHA|3623	9.1203
INHBA|3624	192.9123	INHBA|3624	37.5336
INHBB|3625	361.8723	INHBB|3625	1913.8638
INMT|11185	56.32	INMT|11185	178.3338
