gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
MRPL36|64979	231.1541	MRPL36|64979	363.5182
MRPL37|51253	1035.3569	MRPL37|51253	1533.3622
MRPL38|64978	569.4496	MRPL38|64978	754.7660000000001
MRPL39|54148	272.515	MRPL39|54148	498.7002
MRPL3|11222	1552.3682	MRPL3|11222	1555.026
MRPL40|64976	294.8632	MRPL40|64976	819.3241
MRPL41|64975	322.8819	MRPL41|64975	597.0537
MRPL42P5|359821	5.6538	MRPL42P5|359821	5.9575
MRPL42|28977	874.2495	MRPL42|28977	350.0867
MRPL43|84545	895.6805	MRPL43|84545	1005.078
MRPL44|65080	493.6624	MRPL44|65080	622.1837
MRPL45|84311	680.4536	MRPL45|84311	1065.8579
MRPL46|26589	262.5083	MRPL46|26589	795.4939
MRPL47|57129	546.3642	MRPL47|57129	606.1525
MRPL48|51642	263.509	MRPL48|51642	359.1854
MRPL49|740	1113.7425	MRPL49|740	828.4229
MRPL4|51073	666.7779	MRPL4|51073	738.3016
MRPL50|54534	252.8352	MRPL50|54534	451.4731
MRPL51|51258	1723.4823	MRPL51|51258	1126.0832
MRPL52|122704	295.1968	MRPL52|122704	303.7262
MRPL53|116540	452.2148	MRPL53|116540	514.0381
MRPL54|116541	431.6211	MRPL54|116541	686.7418
MRPL55|128308	456.6378	MRPL55|128308	321.4905
MRPL9|65005	1226.6378	MRPL9|65005	803.4965
MRPS10|55173	632.7552	MRPS10|55173	1228.7695
MRPS11|64963	407.9386	MRPS11|64963	776.8631
MRPS12|6183	400.934	MRPS12|6183	250.8666
MRPS14|63931	424.2829	MRPS14|63931	432.409
MRPS15|64960	680.4536	MRPS15|64960	2240.9012
MRPS16|51021	1594.3963	MRPS16|51021	1777.2964
MRPS17|51373	215.5003	MRPS17|51373	206.6724
MRPS18A|55168	512.6751	MRPS18A|55168	637.3484
MRPS18B|28973	880.9206	MRPS18B|28973	1709.7054
MRPS18C|51023	190.8539	MRPS18C|51023	352.1231
MRPS21|54460	1135.0901	MRPS21|54460	703.2062
MRPS22|56945	410.2735	MRPS22|56945	704.9393
MRPS23|51649	488.3256	MRPS23|51649	521.2305
MRPS24|64951	571.3809	MRPS24|64951	774.2634
MRPS25|64432	728.1121	MRPS25|64432	867.0104
MRPS26|64949	469.6464	MRPS26|64949	465.338
MRPS27|23107	1642.4283	MRPS27|23107	1376.0832
MRPS28|28957	183.96599999999998	MRPS28|28957	426.7374
MRPS2|51116	529.3329	MRPS2|51116	653.7782
MRPS30|10884	399.2662	MRPS30|10884	355.286
MRPS31|10240	321.5477	MRPS31|10240	457.539
MRPS33|51650	409.94	MRPS33|51650	836.6551
MRPS34|65993	923.9493	MRPS34|65993	600.5199
MRPS35|60488	1565.7105	MRPS35|60488	1132.149
MRPS36|92259	420.9473	MRPS36|92259	535.9619
MRPS5|64969	636.7578	MRPS5|64969	957.9723
MRPS6|64968	509.2862	MRPS6|64968	1257.0754
MRPS7|51081	834.4296	MRPS7|51081	1421.3345
MRPS9|64965	406.6044	MRPS9|64965	551.1265
MRRF|92399	430.6204	MRRF|92399	396.8804
MRS2|57380	551.7011	MRS2|57380	1110.4853
MRTO4|51154	684.4563	MRTO4|51154	685.4419
MRVI1|10335	388.926	MRVI1|10335	580.5893
MS4A14|84689	203.6024	MS4A14|84689	31.6594
MS4A1|931	55.3702	lowly_expressed	lowly_expressed
MS4A2|2206	276.8512	MS4A2|2206	99.6534
MS4A4A|51338	164.1094	MS4A4A|51338	474.0035
MS4A6A|64231	703.8025	MS4A6A|64231	745.2339999999999
MS4A7|58475	884.7899	MS4A7|58475	473.9731
MS4A8B|83661	30.02	lowly_expressed	lowly_expressed
MSC|9242	168.6224	MSC|9242	214.2591
MSH2|4436	1313.2088	MSH2|4436	405.5459
MSH3|4437	663.7425	MSH3|4437	916.4905
MSH5|4439	218.9026	MSH5|4439	106.8284
MSH6|2956	2593.3956	MSH6|2956	818.8908
MSI1|4440	21.3476	lowly_expressed	lowly_expressed
MSI2|124540	442.2949	MSI2|124540	68.8908
MSL1|339287	3010.0067	MSL1|339287	2570.6239
MSL2|55167	1290.527	MSL2|55167	706.6724
MSL3L2|151507	16.6778	MSL3L2|151507	58.4922
MSL3|10943	609.7398	MSL3|10943	515.5979
MSMB|4477	67.3783	lowly_expressed	lowly_expressed
MSMP|692094	41.3609	MSMP|692094	30.3293
MSN|4478	5326.8846	MSN|4478	13117.4177
MSR1|4481	1173.7825	MSR1|4481	274.6967
MSRA|4482	111.7412	MSRA|4482	398.1802
MSRB2|22921	375.5837	MSRB2|22921	877.383
MSRB3|253827	950.9673	MSRB3|253827	4879.5494
MST1P2|11209	75.05	MST1P2|11209	22.0971
MST1P9|11223	22.6818	MST1P9|11223	15.5979
MST1R|4486	1116.7445	MST1R|4486	21.6638
MST1|4485	126.7512	MST1|4485	24.2634
MST4|51765	725.4837	MST4|51765	38.9948
lowly_expressed	lowly_expressed	MSTN|2660	15.1646
MSTO1|55154	900.3803	MSTO1|55154	1171.5078
MSTO2P|100129405	158.8259	MSTO2P|100129405	66.3345
MSX1|4487	42.3616	MSX1|4487	180.2426
MSX2|4488	170.7805	MSX2|4488	34.2288
MT1A|4489	13.3422	MT1A|4489	142.1144
MT1E|4493	177.7852	MT1E|4493	670.7106
MT1F|4494	78.7191	MT1F|4494	11.6984
MT1G|4495	22.3482	MT1G|4495	11.6984
MT1H|4496	6.004	lowly_expressed	lowly_expressed
MT1L|4500	7.6718	MT1L|4500	98.7868
MT1M|4499	21.3476	MT1M|4499	226.6031
MT1X|4501	361.2408	MT1X|4501	2680.6759
MT2A|4502	1585.3903	MT2A|4502	1800.6932
MTA1|9112	982.3215	MTA1|9112	818.4575
MTA2|9219	1676.451	MTA2|9219	1695.4073
MTA3|57504	1835.8906	MTA3|57504	1031.1958
MTAP|4507	402.2682	MTAP|4507	590.1213
MTBP|27085	212.8085	MTBP|27085	27.7296
MTCH1|23787	2661.1074	MTCH1|23787	3696.7071
MTCH2|23788	1232.8219	MTCH2|23788	2434.5754
MTCP1NB|100272147	174.3129	MTCP1NB|100272147	404.792
MTCP1|4515	24.8199	MTCP1|4515	10.7192
MTDH|92140	2930.954	MTDH|92140	4617.851
MTERFD1|51001	281.1875	MTERFD1|51001	334.92199999999997
MTERFD2|130916	500.3336	MTERFD2|130916	457.1057
MTERFD3|80298	481.6544	MTERFD3|80298	403.8128
MTERF|7978	255.8372	MTERF|7978	137.7816
MTF1|4520	698.7992	MTF1|4520	522.5303
MTF2|22823	518.6791	MTF2|22823	310.6586
MTFMT|123263	120.4136	MTFMT|123263	185.0087
MTFR1|9650	347.565	MTFR1|9650	553.7262
MTG1|92170	487.99199999999996	MTG1|92170	274.2634
MTHFD1L|25902	180.7872	MTHFD1L|25902	159.0121
MTHFD1|4522	1319.0527	MTHFD1|4522	6103.4315
MTHFD2L|441024	133.0687	MTHFD2L|441024	139.94799999999998
MTHFD2|10797	997.2915	MTHFD2|10797	273.8302
MTHFR|4524	676.1408	MTHFR|4524	453.9211
MTHFSD|64779	206.47099999999998	MTHFSD|64779	230.0693
MTHFS|10588	221.1474	MTHFS|10588	518.1976
MTIF2|4528	792.1948	MTIF2|4528	1035.9619
MTIF3|219402	679.7865	MTIF3|219402	1874.7834
MTL5|9633	477.9853	MTL5|9633	5.6326
MTM1|4534	343.8959	MTM1|4534	279.89599999999996
MTMR10|54893	596.2442	MTMR10|54893	2705.3466
MTMR11|10903	736.4910000000001	MTMR11|10903	63.2582
MTMR12|54545	1746.1641	MTMR12|54545	2075.3899
MTMR14|64419	1067.7118	MTMR14|64419	781.6291
MTMR15|22909	511.8279	MTMR15|22909	695.0
MTMR1|8776	1373.9159	MTMR1|8776	402.9463
MTMR2|8898	616.7445	MTMR2|8898	1375.6499
MTMR3|8897	1349.5664	MTMR3|8897	1967.5043
MTMR4|9110	872.2482	MTMR4|9110	915.5113
MTMR6|9107	812.5417	MTMR6|9107	865.6846
MTMR7|9108	23.5991	MTMR7|9108	45.065
lowly_expressed	lowly_expressed	MTMR8|55613	6.0659
MTMR9L|339483	65.3769	MTMR9L|339483	101.3865
MTMR9|66036	463.6091	MTMR9|66036	528.1369
MTO1|25821	303.8692	MTO1|25821	342.721
MTOR|2475	1716.1441	MTOR|2475	1896.8804
MTP18|51537	214.0727	MTP18|51537	85.7886
MTPAP|55149	474.9833	MTPAP|55149	423.3102
MTRF1L|54516	161.7745	MTRF1L|54516	540.7279
MTRF1|9617	138.4256	MTRF1|9617	78.4229
MTRR|4552	678.4523	MTRR|4552	697.1404
MTR|4548	1543.6958	MTR|4548	1277.2964
MTSS1L|92154	689.1261	MTSS1L|92154	644.2808
MTSS1|9788	1141.7345	MTSS1|9788	1178.0763
MTUS1|57509	2824.8833	MTUS1|57509	2473.5702
MTUS2|23281	6.6711	lowly_expressed	lowly_expressed
MTX1|4580	769.4363	MTX1|4580	621.7418
MTX2|10651	628.4189	MTX2|10651	664.2114
MTX3|345778	1066.0439999999999	MTX3|345778	620.4506
MUC12|10071	34.3562	MUC12|10071	5.1993
MUC15|143662	16.6778	lowly_expressed	lowly_expressed
MUC16|94025	520.0133	MUC16|94025	13.4315
MUC1|4582	13587.058	MUC1|4582	31.1958
MUC20|200958	138.0921	MUC20|200958	51.1265
MUC4|4585	13.6758	MUC4|4585	16.4645
MUC5B|727897	843.8959	lowly_expressed	lowly_expressed
MUC6|4588	245.1634	MUC6|4588	9.9653
MUC7|4589	65.0434	lowly_expressed	lowly_expressed
MUCL1|118430	108.7392	lowly_expressed	lowly_expressed
MUDENG|55745	630.0867	MUDENG|55745	845.7539
MUL1|79594	660.1067	MUL1|79594	787.2617
MUM1L1|139221	251.50099999999998	MUM1L1|139221	85.3553
MUM1|84939	1012.3416	MUM1|84939	973.1369
MUS81|80198	539.6931	lowly_expressed	lowly_expressed
MUSTN1|389125	37.9153	MUSTN1|389125	195.8406
MUTED|63915	250.1668	MUTED|63915	304.5927
MUTYH|4595	152.1714	MUTYH|4595	79.9393
MUT|4594	657.7718	MUT|4594	1339.2548
MVD|4597	155.7705	MVD|4597	566.2912
MVK|4598	342.2282	MVK|4598	376.9497
MVP|9961	3951.3009	MVP|9961	2115.6846
MX1|4599	3426.9513	MX1|4599	883.4489
MX2|4600	356.2375	MX2|4600	389.5147
MXD1|4084	560.7071	MXD1|4084	303.2929
MXD3|83463	268.2722	MXD3|83463	46.9541
MXD4|10608	1738.4923	MXD4|10608	2531.1958
MXI1|4601	913.9426	MXI1|4601	1160.7452
MXRA5|25878	10719.4797	MXRA5|25878	3487.435
MXRA7|439921	1183.1221	MXRA7|439921	6548.0936
MXRA8|54587	3703.1354	MXRA8|54587	4204.5061
MYADM|91663	4104.0694	MYADM|91663	8025.9965
MYBBP1A|10514	795.497	MYBBP1A|10514	754.3068
MYBL1|4603	172.4483	MYBL1|4603	22.5303
MYBL2|4605	1787.525	MYBL2|4605	6.9324
MYBPC1|4604	7.3382	lowly_expressed	lowly_expressed
MYB|4602	1392.2615	MYB|4602	6.0659
MYCBP2|23077	2112.0747	MYCBP2|23077	7366.9844
MYCBPAP|84073	36.6911	MYCBPAP|84073	9.0988
MYCBP|26292	904.2695	MYCBP|26292	496.9671
MYCL1|4610	324.2161	MYCL1|4610	8.6655
MYCN|4613	12.6751	lowly_expressed	lowly_expressed
MYCT1|80177	164.44299999999998	MYCT1|80177	948.8735
MYC|4609	1642.7618	MYC|4609	2515.5979
MYD88|4615	1586.7245	MYD88|4615	562.3917
MYEF2|50804	742.455	MYEF2|50804	236.4948
MYEOV2|150678	489.6598	MYEOV2|150678	570.1906
lowly_expressed	lowly_expressed	MYEOV|26579	409.4454
MYH10|4628	1560.04	MYH10|4628	5064.1248
MYH11|4629	1388.0554	MYH11|4629	5298.6438
MYH14|79784	3390.9273	MYH14|79784	1880.8492
MYH15|22989	31.0207	MYH15|22989	10.8319
lowly_expressed	lowly_expressed	MYH1|4619	558.9255
lowly_expressed	lowly_expressed	MYH2|4620	19.0641
MYH3|4621	13.3422	MYH3|4621	27.7296
lowly_expressed	lowly_expressed	MYH4|4622	5.1993
MYH7B|57644	13.0087	MYH7B|57644	59.792
MYH9|4627	24858.5724	MYH9|4627	24029.0295
MYL12A|10627	5967.9787	MYL12A|10627	8948.0069
MYL12B|103910	7854.5697	MYL12B|103910	6408.1456
lowly_expressed	lowly_expressed	MYL3|4634	25.13
lowly_expressed	lowly_expressed	MYL4|4635	8.6655
MYL5|4636	143.9326	MYL5|4636	210.078
MYL6B|140465	626.4176	MYL6B|140465	275.13
MYL6|4637	16250.5003	MYL6|4637	30537.695
MYL7|58498	13.3422	lowly_expressed	lowly_expressed
MYL9|10398	3899.9333	MYL9|10398	16809.3588
MYLIP|29116	997.9987	MYLIP|29116	1499.5667
MYLK3|91807	16.3442	lowly_expressed	lowly_expressed
MYLK4|340156	28.0187	MYLK4|340156	30.7626
MYLK|4638	2279.8532	MYLK|4638	3964.9003
MYNN|55892	531.0207	MYNN|55892	346.6205
MYO10|4651	765.1768	MYO10|4651	782.9289
MYO15A|51168	17.6785	MYO15A|51168	5.6326
MYO15B|80022	1374.5831	MYO15B|80022	515.1646
MYO16|23026	85.0567	MYO16|23026	267.33099999999996
MYO18A|399687	980.7939	MYO18A|399687	848.9385
lowly_expressed	lowly_expressed	MYO18B|84700	10.3986
MYO19|80179	943.5524	MYO19|80179	187.4567
MYO1B|4430	2690.1268	MYO1B|4430	1638.2149
MYO1C|4641	4089.0594	MYO1C|4641	23655.1127
MYO1D|4642	2746.8312	MYO1D|4642	696.2738
MYO1E|4643	1360.2402	MYO1E|4643	586.2218
MYO1F|4542	436.6244	MYO1F|4542	146.0139
MYO1G|64005	183.7892	MYO1G|64005	18.6308
lowly_expressed	lowly_expressed	MYO1H|283446	10.3986
MYO5A|4644	1036.024	MYO5A|4644	1254.3328
MYO5B|4645	3531.0207	MYO5B|4645	56.3258
MYO5C|55930	1635.2835	MYO5C|55930	519.4497
MYO6|4646	4171.1141	MYO6|4646	1040.2946
MYO7A|4647	69.7131	MYO7A|4647	378.6828
lowly_expressed	lowly_expressed	MYO7B|4648	13.8648
MYO9A|4649	599.7332	MYO9A|4649	442.3744
MYO9B|4650	2674.1161	MYO9B|4650	1119.1508
MYOCD|93649	11.3409	MYOCD|93649	51.9931
lowly_expressed	lowly_expressed	MYOC|4653	3164.6447
MYOF|26509	6498.3322	MYOF|26509	3284.2288
MYOM1|8736	26.0173	MYOM1|8736	2346.1872
MYOM2|9172	8.0053	MYOM2|9172	58.9255
MYOM3|127294	14.3429	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MYOT|9499	7.7989999999999995
MYOZ1|58529	14.6765	MYOZ1|58529	12.9983
MYOZ3|91977	30.6871	MYOZ3|91977	14.2981
MYPOP|339344	136.7578	MYPOP|339344	94.8873
MYRIP|25924	316.2108	MYRIP|25924	224.4367
MYSM1|114803	409.6064	MYSM1|114803	60.6586
MYST1|84148	708.4723	MYST1|84148	388.2149
MYST2|11143	1289.5264	MYST2|11143	959.7054
MYST3|7994	2506.6711	MYST3|7994	1282.9289
MYST4|23522	3007.0047	MYST4|23522	1190.6412
MYT1|4661	14.6765	lowly_expressed	lowly_expressed
MZF1|7593	387.7285	MZF1|7593	89.6534
N4BP1|9683	1232.1548	N4BP1|9683	1295.0607
N4BP2L1|90634	325.8839	N4BP2L1|90634	275.5633
N4BP2L2|10443	1718.8125	N4BP2L2|10443	1248.7002
N4BP2|55728	308.539	N4BP2|55728	138.2149
N4BP3|23138	1457.9720000000002	N4BP3|23138	24.2634
N6AMT1|29104	395.2635	N6AMT1|29104	253.0329
N6AMT2|221143	146.0974	N6AMT2|221143	159.4454
NAA10|8260	661.7745	NAA10|8260	733.9688
NAA15|80155	1058.7058	NAA15|80155	925.9099
NAA16|79612	332.555	NAA16|79612	227.4697
NAA20|51126	1078.052	NAA20|51126	1051.9931
NAA25|80018	741.1608	NAA25|80018	465.7712
NAA30|122830	422.6151	NAA30|122830	817.591
NAA35|60560	480.9873	NAA35|60560	333.6222
NAA38|51691	556.7045	NAA38|51691	373.4835
NAA40|79829	560.3736	NAA40|79829	242.201
NAA50|80218	3072.3816	NAA50|80218	3489.1681
NAAA|27163	451.968	NAAA|27163	317.1577
NAALAD2|10003	13.0087	NAALAD2|10003	532.9289
NAALADL1|10004	34.0227	NAALADL1|10004	60.6586
NAALADL2|254827	285.1901	NAALADL2|254827	90.5546
NAB1|4664	804.8699	NAB1|4664	2025.9965
NAB2|4665	593.7292	NAB2|4665	230.9359
NACA2|342538	18.012	NACA2|342538	31.1958
NACAD|23148	58.7058	NACAD|23148	202.3397
NACAP1|83955	96.064	NACAP1|83955	128.6828
NACA|4666	12065.0434	NACA|4666	13853.9861
NACC1|112939	2040.3602	NACC1|112939	843.1542
NACC2|138151	38.3589	NACC2|138151	85.7886
NADK|65220	905.9373	NADK|65220	2346.1872
NADSYN1|55191	965.6438	NADSYN1|55191	555.4593
NAE1|8883	487.3249	NAE1|8883	836.2218
NAF1|92345	156.1041	NAF1|92345	131.2825
NAGA|4668	926.9513	NAGA|4668	651.6464
NAGK|55577	1196.7979	NAGK|55577	769.9307
NAGLU|4669	576.3843	NAGLU|4669	1283.3622
NAGPA|51172	198.1321	NAGPA|51172	214.4714
NAGS|162417	57.7051	NAGS|162417	6.4991
NAIF1|203245	216.8112	NAIF1|203245	163.7782
NAIP|4671	115.0767	NAIP|4671	28.1629
NALCN|259232	53.7025	lowly_expressed	lowly_expressed
NAMPT|10135	1833.8893	NAMPT|10135	1516.0312
NANOS1|340719	192.4616	NANOS1|340719	945.4073
NANOS3|342977	6.004	lowly_expressed	lowly_expressed
NANP|140838	132.7552	NANP|140838	174.6101
NANS|54187	994.9967	NANS|54187	611.7851
NAP1L1|4673	7488.6591	NAP1L1|4673	7954.5061
NAP1L2|4674	15.3436	NAP1L2|4674	67.59100000000001
NAP1L3|4675	64.3763	NAP1L3|4675	90.1213
NAP1L4|4676	2683.4556	NAP1L4|4676	1997.4003
NAP1L5|266812	68.7125	NAP1L5|266812	285.0953
NAPA|8775	4165.7071	NAPA|8775	2594.2201
NAPB|63908	315.5437	NAPB|63908	228.7695
NAPEPLD|222236	469.0794	NAPEPLD|222236	355.5113
NAPG|8774	588.0587	NAPG|8774	624.3501
NAPRT1|93100	513.6758	NAPRT1|93100	474.0035
NAPSA|9476	5.3369	lowly_expressed	lowly_expressed
NAPSB|256236	69.046	NAPSB|256236	19.9307
NARFL|64428	632.7552	NARFL|64428	330.5893
NARF|26502	526.0173	NARF|26502	648.6135
NARG2|79664	941.2942	NARG2|79664	1208.4055
NARS2|79731	284.8566	NARS2|79731	322.7903
NARS|4677	3291.1941	NARS|4677	4107.0191
NASP|4678	2240.8272	NASP|4678	1159.8787
NAT10|55226	1357.2382	NAT10|55226	681.9757
NAT14|57106	270.5137	NAT14|57106	25.9965
NAT15|79903	1587.3916	NAT15|79903	899.9133
NAT1|9	7389.9266	NAT1|9	78.8562
NAT6|24142	162.2715	NAT6|24142	161.1308
NAT8L|339983	15.6771	NAT8L|339983	3145.5806
NAT9|26151	345.5637	NAT9|26151	275.9965
NAV1|89796	1335.8906	NAV1|89796	3474.4367
NAV2|89797	763.6324	NAV2|89797	358.7522
NAV3|89795	139.4263	NAV3|89795	586.2218
NBAS|51594	1693.1288	NBAS|51594	1475.3033
NBEAL1|65065	315.5437	NBEAL1|65065	249.5667
NBEAL2|23218	2771.8479	NBEAL2|23218	457.9723
NBEA|26960	1490.6604	NBEA|26960	223.5702
NBL1|4681	4185.457	NBL1|4681	2924.7270000000003
NBLA00301|79804	10.6738	NBLA00301|79804	59.3588
NBN|4683	2356.2375	NBN|4683	1907.7123
NBPF10|100132406	1701.5410000000002	NBPF10|100132406	1813.5875
NBPF14|25832	1142.3816	NBPF14|25832	1151.2435
NBPF15|284565	205.3836	NBPF15|284565	188.3362
NBPF16|728936	122.7485	NBPF16|728936	257.3657
NBPF1|55672	845.2302	NBPF1|55672	682.8423
NBPF22P|285622	7.0047	lowly_expressed	lowly_expressed
NBPF3|84224	171.4476	NBPF3|84224	120.8839
NBPF4|148545	113.0754	lowly_expressed	lowly_expressed
NBPF6|653149	123.7492	lowly_expressed	lowly_expressed
NBPF9|400818	272.1081	NBPF9|400818	252.292
NBR1|4077	3414.9433	NBR1|4077	4020.364
NBR2|10230	165.4436	NBR2|10230	112.6516
NCALD|83988	338.8926	NCALD|83988	584.0555
NCAM1|4684	231.1541	NCAM1|4684	157.279
NCAM2|4685	1688.4589999999998	NCAM2|4685	51.5598
NCAPD2|9918	3092.0614	NCAPD2|9918	555.026
NCAPD3|23310	1038.3589	NCAPD3|23310	415.5113
NCAPG2|54892	1088.7258	NCAPG2|54892	240.9012
NCAPG|64151	575.6004	NCAPG|64151	11.6075
NCAPH2|29781	741.4943	NCAPH2|29781	535.9619
NCAPH|23397	631.7545	NCAPH|23397	6.0659
NCBP1|4686	997.5284	NCBP1|4686	734.8354
NCBP2|22916	1684.7899	NCBP2|22916	1964.9047
NCCRP1|342897	24.016	lowly_expressed	lowly_expressed
NCDN|23154	1676.1174	NCDN|23154	248.2669
NCEH1|57552	565.0434	NCEH1|57552	144.714
NCF1B|654816	23.0153	NCF1B|654816	20.7972
NCF1C|654817	40.6938	NCF1C|654817	19.0641
NCF1|653361	89.7265	NCF1|653361	52.8596
NCF2|4688	471.9813	NCF2|4688	229.636
NCF4|4689	145.7638	NCF4|4689	189.7747
NCK1|4690	544.0294	NCK1|4690	865.6846
NCK2|8440	755.8372	NCK2|8440	667.2444
NCKAP1L|3071	557.3716	NCKAP1L|3071	193.6742
NCKAP1|10787	4407.2715	NCKAP1|10787	6003.4662
NCKAP5L|57701	743.8292	NCKAP5L|57701	775.13
NCKAP5|344148	457.3049	NCKAP5|344148	64.1248
NCKIPSD|51517	468.6458	NCKIPSD|51517	558.0589
NCLN|56926	1013.3422	NCLN|56926	925.4766
NCL|4691	11615.7438	NCL|4691	13033.3622
NCOA1|8648	2516.3442	NCOA1|8648	1954.5061
NCOA2|10499	1184.7899	NCOA2|10499	504.3328
NCOA3|8202	1823.549	NCOA3|8202	882.5823
NCOA4|8031	8119.7465	NCOA4|8031	8475.7366
NCOA5|57727	1574.3829	NCOA5|57727	608.7522
NCOA6|23054	2230.8205	NCOA6|23054	1500.4333
NCOA7|135112	779.5197	NCOA7|135112	1258.6655
NCOR1|9611	2941.6278	NCOR1|9611	2279.4627
NCOR2|9612	4677.4516	NCOR2|9612	2082.3224
NCR3|259197	6.6711	lowly_expressed	lowly_expressed
NCRNA00081|92482	138.6024	NCRNA00081|92482	218.1239
NCRNA00085|147650	58.3722	NCRNA00085|147650	63.6915
NCRNA00086|399668	15.01	NCRNA00086|399668	37.695
NCRNA00087|644596	17.3449	NCRNA00087|644596	74.5234
lowly_expressed	lowly_expressed	NCRNA00092|100188953	6.4991
NCRNA00093|100188954	17.8152	lowly_expressed	lowly_expressed
NCRNA00094|266655	587.0514	NCRNA00094|266655	655.9142
NCRNA00095|283932	156.4376	NCRNA00095|283932	40.2946
NCRNA00105|80161	56.7045	NCRNA00105|80161	56.7591
NCRNA00107|283981	24.016	NCRNA00107|283981	12.1317
NCRNA00110|642976	11.0073	lowly_expressed	lowly_expressed
NCRNA00115|79854	25.6838	NCRNA00115|79854	6.9324
NCRNA00116|205251	102.7352	NCRNA00116|205251	181.1092
NCRNA00120|55389	21.3476	NCRNA00120|55389	72.357
NCRNA00152|112597	267.5117	NCRNA00152|112597	133.0156
NCRNA00171|80862	22.7752	NCRNA00171|80862	26.1482
NCRNA00174|285908	192.4616	NCRNA00174|285908	55.8925
NCRNA00176|284739	32.6885	lowly_expressed	lowly_expressed
NCRNA00181|503538	215.8172	NCRNA00181|503538	18.2019
NCRNA00182|100302692	68.0454	NCRNA00182|100302692	37.695
NCRNA00183|554203	304.5364	NCRNA00183|554203	296.7938
NCRNA00188|125144	4290.527	NCRNA00188|125144	10815.4246
NCRNA00201|284702	2631.3843	NCRNA00201|284702	303.4359
NCRNA00202|387644	7.0047	lowly_expressed	lowly_expressed
NCRNA00204B|286967	5.3369	lowly_expressed	lowly_expressed
NCRNA00219|114915	262.5083	NCRNA00219|114915	243.0676
NCS1|23413	492.6618	NCS1|23413	100.0867
NCSTN|23385	3754.4696	NCSTN|23385	2850.6759
NDC80|10403	368.5791	lowly_expressed	lowly_expressed
NDE1|54820	1218.6825	NDE1|54820	226.0529
NDEL1|81565	577.7185	NDEL1|81565	1241.3345
NDFIP1|80762	3475.6504	NDFIP1|80762	4433.7088
NDFIP2|54602	648.0987	NDFIP2|54602	755.6326
NDNL2|56160	232.1548	NDNL2|56160	373.0503
NDN|4692	278.519	NDN|4692	2523.3969
NDOR1|27158	697.465	NDOR1|27158	188.0416
NDP|4693	20.0133	lowly_expressed	lowly_expressed
NDRG1|10397	1870.9139	NDRG1|10397	10156.4125
NDRG2|57447	859.2395	NDRG2|57447	4001.7331
NDRG3|57446	876.5844	NDRG3|57446	733.9688
NDRG4|65009	77.0514	NDRG4|65009	288.1282
NDST1|3340	6234.8232	NDST1|3340	5636.9151
NDST2|8509	741.4943	NDST2|8509	460.5719
NDUFA10|4705	1788.8592	NDUFA10|4705	2500.0
NDUFA11|126328	1151.1007	NDUFA11|126328	1076.2565
NDUFA12|55967	633.7558	NDUFA12|55967	811.9584
NDUFA13|51079	1885.8272	NDUFA13|51079	1704.8484
NDUFA1|4694	1251.1674	NDUFA1|4694	1715.7712
NDUFA2|4695	977.9853	NDUFA2|4695	864.3847
NDUFA3|4696	694.7965	NDUFA3|4696	695.4073
NDUFA4L2|56901	89.7265	NDUFA4L2|56901	424.1768
NDUFA4|4697	3377.5851	NDUFA4|4697	3982.2357
NDUFA5|4698	1111.7412	NDUFA5|4698	1548.5269
NDUFA6|4700	633.4223	NDUFA6|4700	1450.1733
NDUFA7|4701	674.1161	NDUFA7|4701	485.2686
NDUFA8|4702	538.0254	NDUFA8|4702	992.201
NDUFA9|4704	1440.9606	NDUFA9|4704	1371.7504
NDUFAB1|4706	724.1494	NDUFAB1|4706	1155.9792
NDUFAF1|51103	271.1808	NDUFAF1|51103	524.2634
NDUFAF2|91942	92.7285	NDUFAF2|91942	257.79900000000004
NDUFAF3|25915	741.4943	NDUFAF3|25915	1096.6205
NDUFAF4|29078	107.7385	NDUFAF4|29078	411.6118
NDUFB10|4716	1090.7272	NDUFB10|4716	1478.7695
NDUFB11|54539	1147.0981	NDUFB11|54539	944.1075
NDUFB1|4707	441.9613	NDUFB1|4707	831.0225
NDUFB2|4708	1068.3756	NDUFB2|4708	1353.1153
NDUFB3|4709	583.0554	NDUFB3|4709	959.2721
NDUFB4|4710	1720.1468	NDUFB4|4710	1740.0347
NDUFB5|4711	930.954	NDUFB5|4711	2612.6516
NDUFB6|4712	478.6524	NDUFB6|4712	687.6083
NDUFB7|4713	1001.0007	NDUFB7|4713	1279.0295
NDUFB8|4714	988.3389	NDUFB8|4714	1504.1898
NDUFB9|4715	1584.7498	NDUFB9|4715	2281.1958
NDUFC1|4717	457.972	NDUFC1|4717	515.5979
NDUFC2|4718	1439.6264	NDUFC2|4718	2116.9844
NDUFS1|4719	1170.447	NDUFS1|4719	2800.6932
NDUFS2|4720	2502.3349	NDUFS2|4720	2678.0763
NDUFS3|4722	953.1087	NDUFS3|4722	1224.3284
NDUFS4|4724	751.1674	NDUFS4|4724	1025.13
NDUFS5|4725	1220.1468	NDUFS5|4725	2340.1213
NDUFS6|4726	779.1861	NDUFS6|4726	714.4714
NDUFS7|374291	595.9139	NDUFS7|374291	711.1568
NDUFS8|4728	733.1554	NDUFS8|4728	992.6343
NDUFV1|4723	1316.2108	NDUFV1|4723	2301.1265
