gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
MAPK7|5598	307.9653	MAPK7|5598	264.9653
MAPK8IP1|9479	110.7405	MAPK8IP1|9479	202.3397
MAPK8IP2|23542	192.7952	MAPK8IP2|23542	16.0312
MAPK8IP3|23162	1165.1101	MAPK8IP3|23162	392.1144
MAPK8|5599	402.2682	MAPK8|5599	176.3432
MAPK9|5601	2102.0679999999998	MAPK9|5601	1480.5026
MAPKAP1|79109	1201.8012	MAPKAP1|79109	2771.2305
MAPKAPK2|9261	4280.5203	MAPKAPK2|9261	2310.6586
MAPKAPK3|7867	753.8359	MAPKAPK3|7867	596.1872
MAPKAPK5|8550	640.0067	MAPKAPK5|8550	487.7253
MAPKBP1|23005	726.8179	MAPKBP1|23005	385.6153
MAPKSP1|8649	712.8085	MAPKSP1|8649	804.1594
MAPRE1|22919	2981.6544	MAPRE1|22919	3108.3189
MAPRE2|10982	396.9313	MAPRE2|10982	918.1109
MAPRE3|22924	513.0087	MAPRE3|22924	883.0156
MAPT|4137	2629.7532	MAPT|4137	1338.8215
MARCH11|441061	14.0093	lowly_expressed	lowly_expressed
MARCH1|55016	95.0634	MARCH1|55016	27.7296
MARCH2|51257	578.3856	MARCH2|51257	1757.3657
MARCH3|115123	135.7572	MARCH3|115123	295.9272
MARCH4|57574	62.0414	lowly_expressed	lowly_expressed
MARCH5|54708	1150.1001	MARCH5|54708	1512.1317
MARCH6|10299	3886.9246	MARCH6|10299	1817.1577
MARCH7|64844	2408.2722	MARCH7|64844	1867.851
MARCH8|220972	421.6144	MARCH8|220972	366.5511
MARCH9|92979	318.8793	MARCH9|92979	136.9151
MARCKSL1|65108	6950.6338	MARCKSL1|65108	315.8579
MARCKS|4082	2131.4209	MARCKS|4082	2890.3813
MARCO|8685	173.7825	MARCO|8685	219.6707
MARK1|4139	33.3556	MARK1|4139	1266.0312
MARK2|2011	1787.1915	MARK2|2011	554.1594
MARK3|4140	1124.0827	MARK3|4140	1357.8856
MARK4|57787	782.1881	MARK4|57787	437.175
MARS2|92935	189.7932	MARS2|92935	90.5546
MARS|4141	2411.7578	MARS|4141	1427.7686
MARVELD1|83742	1381.5077	MARVELD1|83742	820.0217
MARVELD2|153562	737.4917	MARVELD2|153562	12.1317
MARVELD3|91862	179.6131	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MASP1|5648	120.8839
MASP2|10747	24.016	MASP2|10747	24.6967
MAST1|22983	6.3376	lowly_expressed	lowly_expressed
MAST2|23139	1312.2081	MAST2|23139	800.26
MAST3|23031	353.2355	MAST3|23031	541.5945
MAST4|375449	1704.4696	MAST4|375449	1191.0745
MASTL|84930	673.449	MASTL|84930	223.1369
MAT1A|4143	17.6785	lowly_expressed	lowly_expressed
MAT2A|4144	6552.3682	MAT2A|4144	2776.8631
MAT2B|27430	1556.0374	MAT2B|27430	1464.9047
MATK|4145	92.0614	MATK|4145	5.6326
MATN2|4147	503.6691	MATN2|4147	3172.0104
MATN3|4148	718.1454	MATN3|4148	30.3293
lowly_expressed	lowly_expressed	MATN4|8785	7.7989999999999995
MATR3|9782	9270.2468	MATR3|9782	6714.0338
MAVS|57506	2869.5797	MAVS|57506	4337.0884
MAX|4149	1548.6991	MAX|4149	1056.7591
MAZ|4150	6456.8479	MAZ|4150	1758.0763
MBD1|4152	1183.4556	MBD1|4152	876.5165
MBD2|8932	1834.5564	MBD2|8932	3339.2548
MBD3|53615	1403.6024	MBD3|53615	1271.2305
MBD4|8930	1064.3763	MBD4|8930	577.5563
MBD5|55777	356.9046	MBD5|55777	294.6274
MBD6|114785	3063.7091	MBD6|114785	839.688
MBIP|51562	94.3963	MBIP|51562	474.0035
MBLAC1|255374	23.0153	MBLAC1|255374	24.2634
MBLAC2|153364	202.4683	MBLAC2|153364	157.279
MBNL1|4154	3029.5497	MBNL1|4154	6827.578
MBNL2|10150	739.1594	MBNL2|10150	3273.3969
MBNL3|55796	222.8152	MBNL3|55796	109.1854
MBOAT1|154141	1225.1501	MBOAT1|154141	205.8059
MBOAT2|129642	1722.8152	MBOAT2|129642	83.1889
MBOAT7|79143	1891.9279999999999	MBOAT7|79143	313.6915
MBP|4155	668.4456	MBP|4155	455.8059
MBTD1|54799	722.1481	MBTD1|54799	616.1179
MBTPS1|8720	2874.9166	MBTPS1|8720	3310.6586
MBTPS2|51360	740.5237	MBTPS2|51360	702.3397
MB|4151	279.5197	MB|4151	9.5321
MC1R|4157	74.7165	MC1R|4157	10.8319
MCAM|4162	1062.3749	MCAM|4162	39841.8544
MCART1|92014	167.1114	MCART1|92014	844.8873
lowly_expressed	lowly_expressed	MCART2|147407	21.6638
MCART6|401612	14.6765	lowly_expressed	lowly_expressed
MCAT|27349	181.1207	MCAT|27349	201.0399
MCCC1|56922	357.2382	MCCC1|56922	2510.3986
MCCC2|64087	7245.8306	MCCC2|64087	1902.0797
MCC|4163	1072.3816	MCC|4163	1013.8648
MCEE|84693	111.074	MCEE|84693	237.0017
MCF2L2|23101	5.3369	lowly_expressed	lowly_expressed
MCF2L|23263	2961.0574	MCF2L|23263	1054.1594
lowly_expressed	lowly_expressed	MCF2|4168	5.6326
MCFD2|90411	2028.6958	MCFD2|90411	2879.5494
MCHR1|2847	11.4977	lowly_expressed	lowly_expressed
MCL1|4170	10574.3829	MCL1|4170	9765.1646
MCM10|55388	285.5237	MCM10|55388	16.4645
MCM2|4171	1854.9033	MCM2|4171	94.4541
MCM3APAS|114044	32.8386	MCM3APAS|114044	9.6274
MCM3AP|8888	2676.3009	MCM3AP|8888	1882.9203
MCM3|4172	3440.6271	MCM3|4172	1168.5442
MCM4|4173	3050.7005	MCM4|4173	227.0364
MCM5|4174	1083.3889	MCM5|4174	370.8839
MCM6|4175	1878.5857	MCM6|4175	589.688
MCM7|4176	3625.3836	MCM7|4176	1025.13
MCM8|84515	493.996	MCM8|84515	139.5147
MCM9|254394	89.7265	MCM9|254394	25.13
MCOLN1|57192	401.6011	MCOLN1|57192	490.4679
MCOLN2|255231	52.7018	MCOLN2|255231	9.9653
MCOLN3|55283	86.3909	MCOLN3|55283	273.8302
MCPH1|79648	488.2322	MCPH1|79648	382.51300000000003
MCRS1|10445	1425.6171	MCRS1|10445	818.8908
MCTP1|79772	115.4103	MCTP1|79772	249.5667
MCTP2|55784	39.6931	MCTP2|55784	22.5303
MCTS1|28985	784.8566	MCTS1|28985	919.8439999999999
MDC1|9656	1202.1348	MDC1|9656	623.0503
MDFIC|29969	859.573	MDFIC|29969	5069.7574
MDFI|4188	126.0841	MDFI|4188	893.8475
MDGA1|266727	190.7939	MDGA1|266727	136.9151
MDH1B|130752	79.7198	lowly_expressed	lowly_expressed
MDH1|4190	1994.9967	MDH1|4190	8637.7816
MDH2|4191	3119.7465	MDH2|4191	3749.5667
MDK|4192	2169.1127	MDK|4192	170.2773
MDM1|56890	609.0727	MDM1|56890	184.5754
MDM2|4193	2106.7378	MDM2|4193	1431.1092
MDM4|4194	1498.9993	MDM4|4194	708.4055
MDN1|23195	801.5344	MDN1|23195	999.1334
MDP1|145553	168.0854	MDP1|145553	146.4991
ME1|4199	93.7292	ME1|4199	10331.8891
ME2|4200	733.8225	ME2|4200	700.6066
ME3|10873	147.4316	ME3|10873	642.9809
MEA1|4201	983.9760000000001	MEA1|4201	948.0069
MEAF6|64769	2065.3769	MEAF6|64769	815.8579
MECOM|2122	193.7959	MECOM|2122	718.3709
MECP2|4204	1790.8606	MECP2|4204	1265.1646
MECR|51102	351.5677	MECR|51102	925.0433
MED10|84246	359.57300000000004	MED10|84246	542.8943
MED11|400569	137.7585	MED11|400569	272.9636
MED12L|116931	72.048	lowly_expressed	lowly_expressed
MED12|9968	2176.1174	MED12|9968	1011.2652
MED13L|23389	2304.8699	MED13L|23389	2704.5061
MED13|9969	2017.6785	MED13|9969	2083.1889
MED14|9282	1617.4116	MED14|9282	787.2617
MED15|51586	1348.8993	MED15|51586	1547.6603
MED16|10025	1067.3783	MED16|10025	461.8718
MED17|9440	583.7225	MED17|9440	365.6846
MED18|54797	269.1795	MED18|54797	277.2964
MED19|219541	192.7952	MED19|219541	181.9757
MED1|5469	1718.8125	MED1|5469	1350.5199
MED20|9477	491.9947	MED20|9477	343.1542
MED21|9412	1078.3856	MED21|9412	421.1438
MED22|6837	863.9093	MED22|6837	564.9913
MED23|9439	1035.6905	MED23|9439	542.0277
MED24|9862	1281.1875	MED24|9862	1012.565
MED25|81857	1147.4316	MED25|81857	400.9012
MED26|9441	268.5123	MED26|9441	194.97400000000002
MED27|9442	200.467	MED27|9442	190.208
MED28|80306	592.0614	MED28|80306	402.9463
MED29|55588	1475.984	MED29|55588	1109.6187
MED30|90390	153.4356	MED30|90390	133.4489
MED31|51003	79.9933	MED31|51003	87.266
MED4|29079	950.6338	MED4|29079	1207.539
MED6|10001	280.1868	MED6|10001	237.435
MED7|9443	221.8145	MED7|9443	335.7886
MED8|112950	547.6985	MED8|112950	922.8769
MED9|55090	235.4903	MED9|55090	378.2496
MEF2A|4205	1635.03	MEF2A|4205	1903.4099
MEF2B|100271849	12.2215	MEF2B|100271849	25.7236
MEF2C|4208	403.936	MEF2C|4208	1311.5251
MEF2D|4209	3019.3462	MEF2D|4209	1363.9515
MEFV|4210	6.004	MEFV|4210	9.0988
MEG3|55384	155.1034	MEG3|55384	94.4541
MEGF10|84466	39.6931	lowly_expressed	lowly_expressed
MEGF6|1953	911.9413	MEGF6|1953	230.0693
MEGF8|1954	1451.9679999999998	MEGF8|1954	2047.227
MEGF9|1955	3674.7832	MEGF9|1955	3116.5511
MEI1|150365	33.6891	lowly_expressed	lowly_expressed
MEIS1|4211	114.7432	MEIS1|4211	228.7695
MEIS2|4212	132.0881	MEIS2|4212	324.0901
MEIS3P1|4213	581.7211	MEIS3P1|4213	792.8943
MEIS3|56917	1129.4196	MEIS3|56917	77.9896
MELK|9833	497.6651	MELK|9833	15.5979
MEMO1|51072	362.3582	MEMO1|51072	360.2773
MEN1|4221	721.8145	MEN1|4221	387.7816
MEOX1|4222	82.0547	MEOX1|4222	1002.5997
MEOX2|4223	84.7231	MEOX2|4223	1175.0433
MEPCE|56257	1436.9579999999999	MEPCE|56257	752.1664
MERTK|10461	188.459	MERTK|10461	178.9428
MESDC1|59274	480.6538	MESDC1|59274	406.8458
MESDC2|23184	1061.7078	MESDC2|23184	1335.7886
MESP1|55897	153.7692	MESP1|55897	265.1646
MESP2|145873	37.0247	MESP2|145873	15.5979
lowly_expressed	lowly_expressed	MESTIT1|317751	50.26
MEST|4232	650.4336	MEST|4232	9400.7799
METAP1|23173	817.545	METAP1|23173	646.8804
METAP2|10988	1785.1901	METAP2|10988	1926.7764
METRNL|284207	521.3476	METRNL|284207	454.9393
METRN|79006	236.49099999999999	METRN|79006	84.4887
METT10D|79066	600.4003	METT10D|79066	674.1768
METT11D1|64745	482.9887	METT11D1|64745	411.1785
METT5D1|196074	307.8719	METT5D1|196074	201.9064
METTL10|399818	335.5637	METTL10|399818	278.0459
METTL11A|28989	292.5584	METTL11A|28989	278.4402
METTL12|751071	42.7285	METTL12|751071	39.5147
METTL13|51603	1482.9887	METTL13|51603	778.1629
METTL14|57721	357.9053	METTL14|57721	355.286
METTL1|4234	250.1668	METTL1|4234	171.5771
METTL2A|339175	360.2402	METTL2A|339175	421.1438
METTL2B|55798	246.8312	METTL2B|55798	430.6759
METTL3|56339	753.559	METTL3|56339	583.0546
METTL4|64863	257.1714	METTL4|64863	171.1438
METTL5|29081	450.5771	METTL5|29081	886.0269
METTL6|131965	363.2422	METTL6|131965	313.2582
METTL7A|25840	1204.1361	METTL7A|25840	9535.0953
METTL7B|196410	9.6731	METTL7B|196410	28.1629
METTL8|79828	343.2288	METTL8|79828	457.1057
METTL9|51108	1930.6204	METTL9|51108	2322.7903
MET|4233	252.1681	MET|4233	1305.4593
MEX3A|92312	961.3075	MEX3A|92312	9.9653
MEX3B|84206	102.4016	MEX3B|84206	28.1629
MEX3C|51320	1316.2108	MEX3C|51320	874.7834
MEX3D|399664	461.3075	MEX3D|399664	164.2114
MFAP1|4236	758.5057	MFAP1|4236	718.3709
MFAP2|4237	1544.3629	MFAP2|4237	174.6101
MFAP3L|9848	111.7412	MFAP3L|9848	173.3102
MFAP3|4238	2141.4276	MFAP3|4238	1029.4627
MFAP4|4239	2243.1621	MFAP4|4239	6416.3778
MFAP5|8076	555.0367	MFAP5|8076	4931.5425
MFF|56947	1021.3476	MFF|56947	1138.6482
MFGE8|4240	1897.5984	MFGE8|4240	2839.2548
MFHAS1|9258	408.9393	MFHAS1|9258	151.2132
MFI2|4241	104.7365	MFI2|4241	67.59100000000001
MFN1|55669	892.5951	MFN1|55669	749.5667
MFN2|9927	2262.1748	MFN2|9927	4316.2912
MFNG|4242	192.4616	MFNG|4242	427.2097
MFRP|83552	671.1141	MFRP|83552	516.4645
MFSD10|10227	1016.6778	MFSD10|10227	427.64300000000003
MFSD11|79157	533.8225	MFSD11|79157	549.1378
MFSD1|64747	1700.8005	MFSD1|64747	1682.4089999999999
MFSD2A|84879	171.7812	lowly_expressed	lowly_expressed
MFSD2B|388931	11.3409	lowly_expressed	lowly_expressed
MFSD3|113655	143.7625	MFSD3|113655	113.5182
MFSD4|148808	45.03	MFSD4|148808	218.8042
MFSD5|84975	610.4069	MFSD5|84975	504.3328
MFSD6L|162387	7.3382	lowly_expressed	lowly_expressed
MFSD6|54842	1983.6558	MFSD6|54842	605.7192
MFSD7|84179	171.7812	MFSD7|84179	119.5364
MFSD8|256471	247.8319	MFSD8|256471	238.3016
MFSD9|84804	132.7552	MFSD9|84804	279.89599999999996
MGAM|8972	173.1154	MGAM|8972	6.9324
MGAT1|4245	2644.7632	MGAT1|4245	3645.5806
MGAT2|4247	581.054	MGAT2|4247	815.4246
MGAT3|4248	39.025999999999996	MGAT3|4248	608.3189
MGAT4A|11320	1086.0574	MGAT4A|11320	569.7574
MGAT4B|11282	1853.2355	MGAT4B|11282	981.8024
MGAT5B|146664	8.6724	MGAT5B|146664	9.9653
MGAT5|4249	481.6544	MGAT5|4249	124.3501
MGA|23269	1024.3496	MGA|23269	683.7088
MGC12916|84815	27.6851	lowly_expressed	lowly_expressed
MGC12982|84793	93.06200000000001	MGC12982|84793	39.8614
lowly_expressed	lowly_expressed	MGC14436|84983	59.3588
lowly_expressed	lowly_expressed	MGC15885|197003	5.6326
MGC16121|84848	25.0167	MGC16121|84848	6.9324
MGC16142|84849	11.3409	MGC16142|84849	16.0312
MGC16275|85001	14.6765	MGC16275|85001	22.0971
MGC16384|114130	17.3449	lowly_expressed	lowly_expressed
MGC16703|113691	13.0787	lowly_expressed	lowly_expressed
MGC21881|389741	90.06	MGC21881|389741	176.3432
MGC23270|196872	42.028	MGC23270|196872	13.4315
MGC23284|197187	14.0093	MGC23284|197187	36.3951
MGC2752|65996	740.4937	MGC2752|65996	523.8302
MGC29506|51237	67.0447	lowly_expressed	lowly_expressed
MGC3771|81854	15.4136	MGC3771|81854	8.8518
lowly_expressed	lowly_expressed	MGC42105|167359	10.3986
MGC45800|90768	8.0053	MGC45800|90768	203.6395
MGC57346|401884	227.2715	MGC57346|401884	138.2149
MGC70857|414919	248.49900000000002	MGC70857|414919	224.4367
MGC72080|389538	37.5183	MGC72080|389538	117.0277
MGC87042|256227	7.3382	MGC87042|256227	42.461000000000006
MGEA5|10724	6480.9873	MGEA5|10724	6688.9081
MGLL|11343	1591.0607	MGLL|11343	30061.9584
MGMT|4255	573.0487	MGMT|4255	544.1941
MGP|4256	17645.0967	MGP|4256	6839.2548
MGRN1|23295	2313.5424	MGRN1|23295	697.5737
MGST1|4257	921.2809	MGST1|4257	26369.5841
MGST2|4258	421.6144	MGST2|4258	889.0815
MGST3|4259	2164.1094	MGST3|4259	4925.9099
MIA3|375056	3189.4596	MIA3|375056	2994.8007
MIAT|440823	335.55699999999996	MIAT|440823	44.2418
MIA|8190	33.0487	lowly_expressed	lowly_expressed
MIB1|57534	1947.9653	MIB1|57534	1299.8267
MIB2|142678	203.1354	MIB2|142678	149.4801
MICAL1|64780	647.4316	MICAL1|64780	214.0381
MICAL2|9645	2810.2068	MICAL2|9645	406.4125
MICAL3|57553	654.4363	MICAL3|57553	1214.0381
MICALCL|84953	158.7725	lowly_expressed	lowly_expressed
MICALL1|85377	551.7011	MICALL1|85377	566.7244
MICALL2|79778	491.3276	MICALL2|79778	37.695
MICA|4276	370.2468	MICA|4276	402.51300000000003
MICB|4277	144.4296	MICB|4277	42.0277
MID1IP1|58526	728.8192	MID1IP1|58526	723.1369
MID1|4281	110.7405	MID1|4281	1037.695
MID2|11043	1021.3476	MID2|11043	1256.9324
MIDN|90007	2474.3162	MIDN|90007	295.9272
MIER1|57708	968.3122	MIER1|57708	980.9359
MIER2|54531	416.2775	MIER2|54531	389.0815
MIER3|166968	781.8546	MIER3|166968	488.7348
MIF4GD|57409	330.6805	MIF4GD|57409	397.5563
MIF|4282	1219.0294	MIF|4282	301.6334
MIIP|60672	332.8886	MIIP|60672	212.7383
MINA|84864	204.9433	MINA|84864	1323.4055
MINK1|50488	1738.0987	MINK1|50488	1134.5581
MINPP1|9562	353.569	MINPP1|9562	371.3172
MIOS|54468	686.4576	MIOS|54468	607.0191
MIPEP|4285	563.7091	MIPEP|4285	363.5182
MIPOL1|145282	173.7825	MIPOL1|145282	63.2582
MIR155HG|114614	19.0127	lowly_expressed	lowly_expressed
MIR17HG|407975	31.0207	MIR17HG|407975	20.7972
MIS12|79003	309.8732	MIS12|79003	359.6187
MITD1|129531	282.5217	MITD1|129531	173.3102
MITF|4286	299.533	MITF|4286	822.7903
MKI67IP|84365	705.7905	MKI67IP|84365	365.2426
MKI67|4288	5368.9126	MKI67|4288	24.6967
MKKS|8195	636.0907	MKKS|8195	1249.1334
MKL1|57591	924.95	MKL1|57591	562.3917
MKL2|57496	3748.1654	MKL2|57496	1983.5355
MKLN1|4289	1766.8446	MKLN1|4289	2215.7712
MKNK1|8569	479.3696	MKNK1|8569	618.7652
MKNK2|2872	3440.6271	MKNK2|2872	5886.0485
MKRN1|23608	3334.8899	MKRN1|23608	2093.5875
MKRN2|23609	664.1094	MKRN2|23609	724.4367
MKRN3|7681	18.6791	lowly_expressed	lowly_expressed
MKS1|54903	375.9173	MKS1|54903	155.1127
MKX|283078	51.034	MKX|283078	124.7834
MLEC|9761	5911.2742	MLEC|9761	7633.8821
MLF1IP|79682	846.1574	MLF1IP|79682	49.4974
MLF1|4291	1097.0647	MLF1|4291	138.6482
MLF2|8079	3996.3309	MLF2|8079	2695.8406
MLH1|4292	848.5657	MLH1|4292	828.8562
MLH3|27030	509.006	MLH3|27030	344.4541
MLKL|197259	127.0847	MLKL|197259	240.0347
MLL2|8085	4516.968	MLL2|8085	1269.0078
MLL3|58508	3525.0167	MLL3|58508	2376.9497
MLL4|9757	1819.2128	MLL4|9757	774.6967
MLL5|55904	2701.4676	MLL5|55904	1758.8908
MLLT10|8028	897.932	MLLT10|8028	692.8076
MLLT11|10962	111.4076	MLLT11|10962	16.8977
MLLT1|4298	2107.7385	MLLT1|4298	1322.7903
MLLT3|4300	336.5577	MLLT3|4300	240.4679
MLLT4|4301	1920.2802	MLLT4|4301	2048.0936
MLLT6|4302	4909.94	MLLT6|4302	2505.1993
MLL|4297	2601.4009	MLL|4297	1516.4645
MLPH|79083	6584.7231	MLPH|79083	252.1664
MLST8|64223	897.1181	MLST8|64223	529.0165
MLXIPL|51085	27.6851	MLXIPL|51085	2657.7123
MLXIP|22877	1518.6791	MLXIP|22877	1188.0416
MLX|6945	843.8125	MLX|6945	2103.1586
MLYCD|23417	147.7652	MLYCD|23417	625.2166
MMAA|166785	243.8292	MMAA|166785	218.3709
MMAB|326625	516.3442	MMAB|326625	1003.0329
MMACHC|25974	117.4116	MMACHC|25974	147.3137
MMADHC|27249	1647.0981	MMADHC|27249	1727.9029
MMD|23531	299.8666	MMD|23531	11210.5719
MMEL1|79258	8.3522	lowly_expressed	lowly_expressed
MME|4311	514.6765	MME|4311	12093.1542
MMGT1|93380	553.7025	MMGT1|93380	1333.1889
MMP10|4319	12.008	lowly_expressed	lowly_expressed
MMP11|4320	19260.506999999998	MMP11|4320	36.8284
MMP12|4321	191.1274	MMP12|4321	7.3657
MMP13|4322	241.8279	lowly_expressed	lowly_expressed
MMP14|4323	14846.2308	MMP14|4323	3308.0589
MMP15|4324	516.3442	MMP15|4324	1419.844
MMP16|4325	204.1361	MMP16|4325	32.4957
MMP17|4326	123.0821	MMP17|4326	311.9584
MMP19|4327	639.0927	MMP19|4327	821.9237
MMP1|4312	9.006	lowly_expressed	lowly_expressed
MMP23B|8510	68.3789	MMP23B|8510	29.4627
MMP24|10893	100.0667	MMP24|10893	528.5962
MMP25|64386	26.7979	MMP25|64386	36.3432
lowly_expressed	lowly_expressed	MMP27|64066	41.5945
MMP28|79148	73.7158	MMP28|79148	1028.5962
MMP2|4313	11954.97	MMP2|4313	11714.4714
MMP3|4314	160.7738	lowly_expressed	lowly_expressed
MMP7|4316	198.1321	lowly_expressed	lowly_expressed
MMP8|4317	6.3376	lowly_expressed	lowly_expressed
MMP9|4318	1313.2088	MMP9|4318	37.2617
MMRN1|22915	131.7545	MMRN1|22915	156.4125
MMRN2|79812	616.7445	MMRN2|79812	3606.5858
MMS19|64210	1316.2108	MMS19|64210	911.6118
MN1|4330	183.4556	MN1|4330	413.3449
MNAT1|4331	301.2008	MNAT1|4331	359.1854
MND1|84057	75.3836	lowly_expressed	lowly_expressed
MNDA|4332	158.1054	MNDA|4332	86.2218
MNS1|55329	225.8172	MNS1|55329	77.5563
MNT|4335	549.3662	MNT|4335	392.9809
MNX1|3110	6.6711	lowly_expressed	lowly_expressed
MOAP1|64112	558.7058	MOAP1|64112	860.4853
MOB2|81532	356.2375	MOB2|81532	613.5182
MOBKL1A|92597	544.3629	MOBKL1A|92597	678.0763
MOBKL1B|55233	958.9726	MOBKL1B|55233	455.3726
MOBKL2A|126308	1212.1414	MOBKL2A|126308	1474.4367
MOBKL2B|79817	211.1408	MOBKL2B|79817	439.7747
MOBKL2C|148932	313.1588	MOBKL2C|148932	869.1031
MOBKL3|25843	1079.0527	MOBKL3|25843	868.7175
MOCOS|55034	231.1541	MOCOS|55034	61.0919
MOCS1|4337	338.4623	MOCS1|4337	3677.7686
MOCS2|4338	743.1621	MOCS2|4338	1109.1854
MOCS3|27304	209.47299999999998	MOCS3|27304	147.747
lowly_expressed	lowly_expressed	MOGAT1|116255	5.6326
MOGAT2|80168	73.3823	lowly_expressed	lowly_expressed
MOGS|7841	1123.7492	MOGS|7841	649.0468
MON1A|84315	171.1141	MON1A|84315	217.9376
MON1B|22879	546.3642	MON1B|22879	612.2184
MON2|23041	1622.7485	MON2|23041	1134.7487
MORC2|22880	930.2869	MORC2|22880	740.4679
MORC3|23515	1094.0627	MORC3|23515	774.2634
MORC4|79710	485.3235	MORC4|79710	1285.9619
MORF4L1|10933	3131.7545	MORF4L1|10933	6273.8302
MORF4L2|9643	8789.8599	MORF4L2|9643	3282.4957
lowly_expressed	lowly_expressed	MORF4|10934	7.3657
MORN1|79906	129.7532	MORN1|79906	16.4645
MORN2|729967	243.4957	MORN2|729967	170.2773
MORN3|283385	57.7051	lowly_expressed	lowly_expressed
MORN4|118812	159.7732	MORN4|118812	71.9237
MORN5|254956	12.6751	lowly_expressed	lowly_expressed
MOSC1|64757	169.4463	MOSC1|64757	9107.0191
MOSC2|54996	114.0761	MOSC2|54996	920.7106
MOSPD1|56180	182.455	MOSPD1|56180	155.9792
MOSPD2|158747	332.555	MOSPD2|158747	316.2912
MOSPD3|64598	352.9019	MOSPD3|64598	149.9133
MOV10L1|54456	5.0033	MOV10L1|54456	24.2634
MOV10|4343	1233.489	MOV10|4343	407.7123
MOXD1|26002	151.4343	MOXD1|26002	41.5945
MPDU1|9526	808.2088	MPDU1|9526	1103.5529
MPDZ|8777	1133.0887	MPDZ|8777	2703.2062
MPEG1|219972	581.054	MPEG1|219972	1379.5494
MPG|4350	803.2021	MPG|4350	553.7262
MPHOSPH10|10199	947.2982	MPHOSPH10|10199	837.5217
MPHOSPH6|10200	141.0941	MPHOSPH6|10200	207.9723
MPHOSPH8|54737	1000.6671	MPHOSPH8|54737	1263.4315
MPHOSPH9|10198	382.5884	MPHOSPH9|10198	251.7331
MPI|4351	407.9386	MPI|4351	761.2652
MPL|4352	9.006	MPL|4352	43.3276
MPND|84954	542.6951	MPND|84954	256.9324
MPP1|4354	356.57099999999997	MPP1|4354	733.9688
MPP2|4355	422.9486	MPP2|4355	58.0589
MPP3|4356	173.449	MPP3|4356	28.5962
MPP5|64398	1281.521	MPP5|64398	762.9983
MPP6|51678	20.0133	MPP6|51678	116.5511
MPP7|143098	824.8833	MPP7|143098	394.714
MPPE1|65258	724.1494	MPPE1|65258	710.5719
MPPED2|744	140.42700000000002	MPPED2|744	113.0849
MPRIP|23164	1502.3349	MPRIP|23164	4670.7106
MPST|4357	326.2175	MPST|4357	1322.3570000000002
MPV17L2|84769	267.1781	MPV17L2|84769	164.2114
MPV17L|255027	399.5997	MPV17L|255027	148.1802
MPV17|4358	579.0527	MPV17|4358	742.201
MPZL1|9019	3817.8786	MPZL1|9019	2297.6603
MPZL2|10205	511.3409	MPZL2|10205	117.4177
MPZL3|196264	62.0414	lowly_expressed	lowly_expressed
MPZ|4359	5.0033	MPZ|4359	215.7712
MR1|3140	325.5504	MR1|3140	97.0537
MRAP2|112609	21.6811	MRAP2|112609	10.3986
MRAP|56246	8.9793	MRAP|56246	2848.8172
MRAS|22808	573.7158	MRAS|22808	10735.7019
MRC1|4360	241.1608	MRC1|4360	1001.7331
MRC2|9902	4069.046	MRC2|9902	3922.8769
MRE11A|4361	542.028	MRE11A|4361	423.3102
MREG|55686	837.952	MREG|55686	189.3414
MRFAP1L1|114932	1504.3362	MRFAP1L1|114932	1115.6846
MRFAP1|93621	5103.0687	MRFAP1|93621	6124.3501
MRGPRF|116535	86.7245	MRGPRF|116535	217.5043
lowly_expressed	lowly_expressed	MRGPRX2|117194	10.3986
MRGPRX3|117195	7.6718	lowly_expressed	lowly_expressed
MRI1|84245	369.2462	MRI1|84245	251.7331
MRM1|79922	96.064	MRM1|79922	74.9567
MRO|83876	50.7005	MRO|83876	180.6759
MRP63|78988	479.1594	MRP63|78988	352.6863
MRPL10|124995	644.7632	MRPL10|124995	1248.2669
MRPL11|65003	476.3175	MRPL11|65003	581.8891
MRPL12|6182	397.5984	MRPL12|6182	880.4159
MRPL13|28998	552.7018	MRPL13|28998	526.4298
MRPL14|64928	466.6444	MRPL14|64928	365.6846
MRPL15|29088	535.3569	MRPL15|29088	1178.9428
MRPL16|54948	444.9633	MRPL16|54948	1014.2981
MRPL17|63875	657.1047	MRPL17|63875	574.9567
MRPL18|29074	486.9913	MRPL18|29074	776.8631
MRPL19|9801	1113.4089	MRPL19|9801	1478.3362
MRPL1|65008	235.4903	MRPL1|65008	495.6672
MRPL20|55052	844.8499	MRPL20|55052	1587.6906
MRPL21|219927	407.6051	MRPL21|219927	434.1421
MRPL22|29093	452.9686	MRPL22|29093	412.0451
MRPL23|6150	434.9566	MRPL23|6150	314.1248
MRPL24|79590	1228.1521	MRPL24|79590	1470.104
MRPL27|51264	443.9626	MRPL27|51264	724.0035
MRPL28|10573	821.2141	MRPL28|10573	681.9757
MRPL2|51069	272.1815	MRPL2|51069	598.7868
MRPL30|51263	822.1881	MRPL30|51263	984.3414
MRPL32|64983	448.6324	MRPL32|64983	811.0919
MRPL33|9553	429.2862	MRPL33|9553	561.9584
MRPL34|64981	284.1895	MRPL34|64981	686.7418
MRPL35|51318	778.5189999999999	MRPL35|51318	1125.2166
