gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
EID1|23741	6391.7197	EID1|23741	4446.9553
EID2B|126272	42.6752	EID2B|126272	61.9741
EID2|163126	411.465	EID2|163126	355.8239
EID3|493861	21.0191	EID3|493861	34.5706
EIF1AD|84285	539.4904	EIF1AD|84285	516.0289
EIF1AX|1964	2543.3121	EIF1AX|1964	2664.8847
EIF1B|10289	826.7516	EIF1B|10289	1077.5898
EIF1|10209	13766.878999999999	EIF1|10209	12350.1239
EIF2AK1|27102	4203.3057	EIF2AK1|27102	3034.2712
EIF2AK2|5610	364.9682	EIF2AK2|5610	149.2437
EIF2AK3|9451	963.0573	EIF2AK3|9451	710.8046
EIF2AK4|440275	1226.7516	EIF2AK4|440275	1199.8516
EIF2A|83939	2438.2166	EIF2A|83939	2781.6658
EIF2B1|1967	1032.4841	EIF2B1|1967	1147.5742
EIF2B2|8892	698.7261	EIF2B2|8892	513.9209999999999
EIF2B3|8891	494.2675	EIF2B3|8891	480.1936
EIF2B4|8890	893.6306	EIF2B4|8890	781.6321
EIF2B5|8893	1195.5414	EIF2B5|8893	1077.1682
EIF2C1|26523	878.3439	EIF2C1|26523	1127.7593
EIF2C2|27161	84.7134	EIF2C2|27161	112.1435
EIF2C3|192669	89.17200000000001	EIF2C3|192669	73.3571
EIF2C4|192670	241.4013	EIF2C4|192670	416.9548
EIF2S1|1965	1587.2611	EIF2S1|1965	1482.3184
EIF2S2|8894	1235.6688	EIF2S2|8894	1242.0108
EIF2S3|1968	9101.2739	EIF2S3|1968	6704.1603
EIF3A|8661	5187.2611	EIF3A|8661	6823.0493
EIF3B|8662	2317.1975	EIF3B|8662	4038.4324
EIF3CL|728689	11862.1338	EIF3CL|728689	13086.6119
EIF3C|8663	35.9554	EIF3C|8663	891.7014
EIF3D|8664	5116.5605	EIF3D|8664	7954.6029
EIF3E|3646	9085.3503	EIF3E|3646	11175.9895
EIF3F|8665	4121.0191	EIF3F|8665	3941.4661
EIF3G|8666	2422.535	EIF3G|8666	4238.4315
EIF3H|8667	6600.0	EIF3H|8667	6508.1199
EIF3I|8668	5076.4331	EIF3I|8668	4138.7713
EIF3J|8669	1859.2357	EIF3J|8669	1572.1176
EIF3K|27335	3494.9045	EIF3K|27335	3855.4613
EIF3L|51386	10992.3567	EIF3L|51386	15844.7023
EIF3M|10480	3740.3822	EIF3M|10480	3518.6723
EIF4A1|1973	6021.4841	EIF4A1|1973	10316.8561
EIF4A2|1974	10447.1338	EIF4A2|1974	10402.3677
EIF4A3|9775	1745.8599	EIF4A3|9775	2045.1441
EIF4B|1975	11646.5605	EIF4B|1975	13065.3763
EIF4E2|9470	1225.4777	EIF4E2|9470	1220.5096
EIF4E3|317649	1138.2166	EIF4E3|317649	1290.0723
EIF4EBP1|1978	770.0637	EIF4EBP1|1978	432.5537
EIF4EBP2|1979	5191.0828	EIF4EBP2|1979	5229.4305
EIF4EBP3|8637	1215.2484	EIF4EBP3|8637	529.6379
EIF4ENIF1|56478	664.3312	EIF4ENIF1|56478	852.4596
EIF4E|1977	473.8854	EIF4E|1977	416.5332
EIF4G1|1981	5130.5732	EIF4G1|1981	6469.755
EIF4G2|1982	14756.6879	EIF4G2|1982	15598.4924
EIF4G3|8672	1343.9489999999998	EIF4G3|8672	1220.088
EIF4H|7458	4431.8471	EIF4H|7458	5811.2278
EIF5A2|56648	110.82799999999999	EIF5A2|56648	136.1743
EIF5AL1|143244	1087.2611	EIF5AL1|143244	1093.6103
EIF5A|1984	4514.6497	EIF5A|1984	4800.6712
EIF5B|9669	6380.8917	EIF5B|9669	3641.2924
EIF5|1983	3800.0	EIF5|1983	3263.9674
EIF6|3692	2036.3057	EIF6|3692	2256.3618
ELAC1|55520	143.9108	ELAC1|55520	156.4107
ELAC2|60528	803.8217	ELAC2|60528	1296.8178
ELAVL1|1994	2094.9045	ELAVL1|1994	1909.3914
ELAVL2|1993	108.9172	ELAVL2|1993	7.5887
ELF1|1997	1722.9299	ELF1|1997	1397.5784
ELF2|1998	1087.2611	ELF2|1998	903.0506
ELF3|1999	7401.2739	ELF3|1999	5753.8913
ELF4|2000	523.5669	ELF4|2000	380.2762
ELF5|2001	1081.5287	ELF5|2001	2423.3124
ELFN1|392617	86.6242	ELFN1|392617	23.1876
ELK1|2002	770.7006	ELK1|2002	811.5651
ELK3|2004	269.4268	ELK3|2004	360.4614
ELK4|2005	107.0064	ELK4|2005	69.5627
ELL2|22936	1221.0191	ELL2|22936	1303.9849
ELL3|80237	335.1146	ELL3|80237	171.2719
ELL|8178	464.3312	ELL|8178	442.2503
ELMO1|9844	528.0255	ELMO1|9844	323.7829
ELMO2|63916	1075.1592	ELMO2|63916	1036.6954
ELMO3|79767	342.6752	ELMO3|79767	600.3474
ELMOD2|255520	255.41400000000002	ELMOD2|255520	113.4083
ELMOD3|84173	526.1146	ELMOD3|84173	536.687
ELN|2006	4021.6561	ELN|2006	241.1508
ELOF1|84337	1064.9682	ELOF1|84337	819.5754
ELOVL1|64834	1951.5924	ELOVL1|64834	1572.9608
ELOVL2|54898	91.7197	ELOVL2|54898	242.8371
ELOVL3|83401	14.0127	ELOVL3|83401	12.6478
ELOVL4|6785	47.1338	ELOVL4|6785	74.2002
ELOVL5|60481	16879.6178	ELOVL5|60481	4113.0542
ELOVL6|79071	126.7516	ELOVL6|79071	165.2642
ELOVL7|79993	101.9108	ELOVL7|79993	177.9119
ELP2P|100131454	9.5541	ELP2P|100131454	7.1671
ELP2|55250	1894.9045	ELP2|55250	1871.4481
ELP3|55140	865.6051	ELP3|55140	876.0687
ELP4|26610	218.4713	ELP4|26610	217.9632
ELTD1|64123	725.4777	ELTD1|64123	772.357
EMB|133418	350.9554	EMB|133418	916.12
EMCN|51705	692.3567	EMCN|51705	677.4988
EMD|2010	1203.8217	EMD|2010	1276.1598
EME1|146956	12.1465	EME1|146956	18.1959
lowly_expressed	lowly_expressed	EME2|197342	5.4807
EMG1|10436	679.6178	EMG1|10436	675.3908
EMID1|129080	29.9363	EMID1|129080	115.5163
EMID2|136227	10.1911	lowly_expressed	lowly_expressed
EMILIN1|11117	1181.5287	EMILIN1|11117	853.7243
EMILIN2|84034	121.6561	EMILIN2|84034	109.61399999999999
EMILIN3|90187	64.1401	EMILIN3|90187	150.3862
EML1|2009	191.0828	EML1|2009	192.2461
EML2|24139	1278.9809	EML2|24139	1079.4701
EML3|256364	726.7516	EML3|256364	887.8733
EML4|27436	978.9809	EML4|27436	1453.6501
EML5|161436	63.6943	EML5|161436	69.9843
EML6|400954	33.121	EML6|400954	25.2955
EMP1|2012	3357.9618	EMP1|2012	3820.4691
EMP2|2013	5359.8726	EMP2|2013	3897.1989
EMP3|2014	493.6306	EMP3|2014	273.6134
EMR1|2015	13.3758	EMR1|2015	10.1182
EMR2|30817	79.6178	EMR2|30817	168.6369
lowly_expressed	lowly_expressed	EMR4P|326342	10.1182
EMX1|2016	7.0064	lowly_expressed	lowly_expressed
EMX2OS|196047	20.3822	EMX2OS|196047	48.4831
EMX2|2018	24.2038	EMX2|2018	32.4626
EN1|2019	54.7771	EN1|2019	36.2569
ENAH|55740	6275.1592	ENAH|55740	3363.8847
ENC1|8507	2522.8981	ENC1|8507	2677.1994
ENDOD1|23052	1243.9489999999998	ENDOD1|23052	2424.9987
ENDOG|2021	341.4586	ENDOG|2021	144.4797
ENDOU|8909	17.1975	ENDOU|8909	10.5398
ENGASE|64772	302.5478	ENGASE|64772	344.4409
ENG|2022	2884.7134	ENG|2022	2242.8709
ENHO|375704	26.7516	ENHO|375704	66.6116
ENKUR|219670	5.0955	lowly_expressed	lowly_expressed
ENO1|2023	15626.1146	ENO1|2023	22212.0103
ENO2|2026	256.6879	ENO2|2026	464.1731
ENO3|2027	50.3185	ENO3|2027	26.5603
ENOPH1|58478	1377.0701	ENOPH1|58478	835.1743
ENOSF1|55556	707.4013	ENOSF1|55556	440.467
ENOX1|55068	218.4713	ENOX1|55068	11.383
ENOX2|10495	263.0573	ENOX2|10495	320.8317
ENPEP|2028	193.6306	lowly_expressed	lowly_expressed
ENPP1|5167	1140.1274	ENPP1|5167	832.2231
ENPP2|5168	1050.3185	ENPP2|5168	1466.2979
ENPP3|5169	12.1019	ENPP3|5169	18.9717
ENPP4|22875	1578.3439	ENPP4|22875	485.2527
ENPP5|59084	3571.9745	ENPP5|59084	569.1496
ENPP6|133121	35.0318	ENPP6|133121	20.2364
ENSA|2029	7624.8408	ENSA|2029	3618.5265
ENTPD1|953	1063.0318	ENTPD1|953	835.5959
ENTPD2|954	387.2611	ENTPD2|954	524.8824
ENTPD3|956	343.949	ENTPD3|956	102.4469
ENTPD4|9583	332.4841	ENTPD4|9583	337.6954
ENTPD5|957	671.9554	ENTPD5|957	268.3266
ENTPD6|955	1978.9809	ENTPD6|955	1120.1707
ENTPD7|57089	431.9809	ENTPD7|57089	167.2667
lowly_expressed	lowly_expressed	ENTPD8|377841	12.2262
ENY2|56943	631.8471	ENY2|56943	412.3172
EOMES|8320	14.6497	EOMES|8320	12.2262
EP300|2033	2079.6178	EP300|2033	2520.7002
EP400NL|347918	94.9045	EP400NL|347918	93.5935
EP400|57634	1429.2994	EP400|57634	1906.8618
EPAS1|2034	4018.4713	EPAS1|2034	5660.2978
EPB41L1|2036	2604.4586	EPB41L1|2036	2135.3648
EPB41L2|2037	1079.6178	EPB41L2|2037	2269.0096
EPB41L3|23136	453.5032	EPB41L3|23136	330.9499
EPB41L4A|64097	1394.2675	EPB41L4A|64097	574.2087
EPB41L4B|54566	1640.1274	EPB41L4B|54566	828.8504
EPB41L5|57669	707.0064	EPB41L5|57669	488.6254
EPB41|2035	842.2739	EPB41|2035	1117.4177
EPB42|2038	8.9172	EPB42|2038	5.9023
EPB49|2039	468.1529	EPB49|2039	621.8486
EPC1|80314	452.2293	EPC1|80314	646.7225
EPC2|26122	621.0191	EPC2|26122	914.8552
EPCAM|4072	4284.7134	EPCAM|4072	3024.5029
EPDR1|54749	310.1911	EPDR1|54749	584.7485
EPHA10|284656	83.4395	EPHA10|284656	45.532
EPHA1|2041	243.949	EPHA1|2041	561.9825
EPHA2|1969	276.4331	EPHA2|1969	930.8757
EPHA3|2042	62.4204	EPHA3|2042	83.4753
EPHA4|2043	133.75799999999998	EPHA4|2043	442.2503
EPHA7|2045	10.828	EPHA7|2045	78.4162
EPHB1|2047	151.5924	EPHB1|2047	1293.0235
EPHB2|2048	92.3567	EPHB2|2048	40.0513
EPHB3|2049	1142.6752	EPHB3|2049	2604.1754
EPHB4|2050	1390.4459	EPHB4|2050	2658.5609
EPHB6|2051	72.6115	EPHB6|2051	540.0597
EPHX1|2052	4850.3185	EPHX1|2052	1870.6049
EPHX2|2053	1544.586	EPHX2|2053	1084.3353
EPHX3|79852	10.828	EPHX3|79852	40.8945
EPHX4|253152	13.3758	EPHX4|253152	24.4524
EPM2AIP1|9852	1447.1338	EPM2AIP1|9852	1484.4264
EPM2A|7957	147.7707	EPM2A|7957	218.8064
EPN1|29924	1721.6561	EPN1|29924	1650.5337
EPN2|22905	812.1019	EPN2|22905	1048.0784
EPN3|55040	625.4777	EPN3|55040	375.2171
EPOR|2057	78.3439	EPOR|2057	138.1263
EPO|2056	54.7771	lowly_expressed	lowly_expressed
EPPK1|83481	314.6497	EPPK1|83481	958.2792
EPR1|8475	25.465	EPR1|8475	60.684
EPRS|2058	3040.1274	EPRS|2058	2565.389
EPS15L1|58513	673.2484	EPS15L1|58513	763.5036
EPS15|2060	2120.3822	EPS15|2060	1575.0687
EPS8L1|54869	1343.9489999999998	EPS8L1|54869	532.471
EPS8L2|64787	1282.8025	EPS8L2|64787	1624.395
EPS8|2059	856.6879	EPS8|2059	1732.3226
EPSTI1|94240	31.8471	EPSTI1|94240	28.6683
EPT1|85465	942.6752	EPT1|85465	695.6272
ERAL1|26284	922.293	ERAL1|26284	912.7473
ERAP1|51752	1622.9682	ERAP1|51752	1581.7299
ERAP2|64167	2765.6051	ERAP2|64167	1705.7623
ERBB2IP|55914	2323.5669	ERBB2IP|55914	1735.2738
ERBB2|2064	6666.879	ERBB2|2064	6885.0234
ERBB3|2065	11752.8662	ERBB3|2065	3976.4583
ERBB4|2066	2372.6115	ERBB4|2066	645.0362
ERC1|23085	868.1529	ERC1|23085	1477.2593
ERC2|26059	17.1975	ERC2|26059	11.8046
ERCC1|2067	1370.6433	ERCC1|2067	970.8258
ERCC2|2068	227.3885	ERCC2|2068	364.2009
ERCC3|2071	720.3822	ERCC3|2071	1045.5488
ERCC4|2072	224.8408	ERCC4|2072	298.4873
ERCC5|2073	1373.2484	ERCC5|2073	1455.3365
ERCC6L|54821	20.3822	ERCC6L|54821	38.3649
ERCC6|2074	288.1465	ERCC6|2074	260.1941
ERCC8|1161	115.9236	ERCC8|1161	137.4391
ERF|2077	905.0955	ERF|2077	1358.3703
ERGIC1|57222	7714.0127	ERGIC1|57222	3520.2955
ERGIC2|51290	695.5414	ERGIC2|51290	637.8691
ERGIC3|51614	3657.3248	ERGIC3|51614	4768.2086
ERG|2078	452.2293	ERG|2078	588.1212
ERH|2079	2667.5159	ERH|2079	1560.7346
ERI1|90459	385.9873	ERI1|90459	345.2841
ERI2|112479	505.4968	ERI2|112479	303.812
ERI3|79033	840.1274	ERI3|79033	834.7527
ERICH1|157697	169.4268	ERICH1|157697	292.585
ERLEC1|27248	2144.5860000000002	ERLEC1|27248	1160.2219
ERLIN1|10613	1012.1019	ERLIN1|10613	1146.731
ERLIN2|11160	2971.3376	ERLIN2|11160	2019.0054
ERMAP|114625	368.1529	ERMAP|114625	487.7823
ERMN|57471	28.0255	ERMN|57471	8.4318
ERMP1|79956	1794.2994	ERMP1|79956	1240.3835
ERN1|2081	57.3248	ERN1|2081	130.6936
ERO1LB|56605	190.4459	ERO1LB|56605	291.3203
ERO1L|30001	504.4586	ERO1L|30001	429.6025
ERP27|121506	608.2803	ERP27|121506	169.9017
ERP29|10961	5055.414000000001	ERP29|10961	3736.1507
ERP44|23071	1912.1019	ERP44|23071	1451.5422
ERRFI1|54206	869.4268	ERRFI1|54206	1399.2647
ESAM|90952	792.9936	ESAM|90952	634.4964
ESCO1|114799	580.8917	ESCO1|114799	363.8341
ESCO2|157570	16.5605	ESCO2|157570	28.2467
ESD|2098	2536.3057	ESD|2098	2779.9794
ESF1|51575	406.3694	ESF1|51575	454.8981
ESM1|11082	192.3567	ESM1|11082	24.4524
ESPL1|9700	28.6624	ESPL1|9700	65.3468
ESPNL|339768	12.7389	lowly_expressed	lowly_expressed
ESPN|83715	640.1274	ESPN|83715	133.2232
ESR1|2099	6447.7707	ESR1|2099	5134.1507
ESR2|2100	18.4713	ESR2|2100	10.5398
ESRP1|54845	2506.3694	ESRP1|54845	1830.132
ESRP2|80004	779.6178	ESRP2|80004	1032.9011
ESRRA|2101	762.4204	ESRRA|2101	644.6146
ESRRB|2103	9.5541	lowly_expressed	lowly_expressed
ESRRG|2104	483.4395	ESRRG|2104	132.38
ESYT1|23344	2047.1338	ESYT1|23344	5567.1259
ESYT2|57488	2264.3312	ESYT2|57488	3704.5313
ESYT3|83850	10.1911	ESYT3|83850	54.806999999999995
ETAA1|54465	472.6115	ETAA1|54465	382.3842
ETF1|2107	2313.3758	ETF1|2107	2935.547
ETFA|2108	916.5605	ETFA|2108	1145.0446
ETFB|2109	938.8535	ETFB|2109	1338.1339
ETFDH|2110	470.0637	ETFDH|2110	387.8649
ETHE1|23474	606.3694	ETHE1|23474	619.319
ETNK1|55500	1767.5159	ETNK1|55500	1474.3082
ETNK2|55224	503.8217	ETNK2|55224	470.49699999999996
ETS1|2113	2009.5541	ETS1|2113	3155.1965
ETS2|2114	1372.6115	ETS2|2114	1935.1085
ETV1|2115	398.7261	ETV1|2115	558.1882
ETV2|2116	26.7516	ETV2|2116	10.1182
ETV3L|440695	21.6561	ETV3L|440695	26.1387
ETV3|2117	157.9618	ETV3|2117	274.8782
ETV4|2118	121.6561	ETV4|2118	118.889
ETV5|2119	362.4204	ETV5|2119	994.5362
ETV6|2120	2640.1274	ETV6|2120	2956.205
ETV7|51513	39.4904	ETV7|51513	26.9819
EVC2|132884	105.7325	EVC2|132884	254.6417
EVC|2121	538.4904	EVC|2121	948.7259
EVI2A|2123	297.4522	EVI2A|2123	107.9276
EVI2B|2124	313.3758	EVI2B|2124	224.7087
EVI5L|115704	275.7962	EVI5L|115704	268.5543
EVI5|7813	330.5732	EVI5|7813	406.8365
EVL|51466	6338.2166	EVL|51466	1306.0929
EVPL|2125	1125.4777	EVPL|2125	693.5193
EWSR1|2130	3155.414	EWSR1|2130	3400.1417
EXD2|55218	875.7962	EXD2|55218	869.7449
EXD3|54932	131.8471	EXD3|54932	174.5392
EXO1|9156	16.5605	EXO1|9156	23.1876
EXOC1|55763	986.6242	EXOC1|55763	963.7599
EXOC2|55770	615.2866	EXOC2|55770	884.5006
EXOC3L2|90332	92.3567	EXOC3L2|90332	25.7171
EXOC3L|283849	87.8599	EXOC3L|283849	27.0957
EXOC3|11336	789.172	EXOC3|11336	1259.7177
EXOC4|60412	1352.8662	EXOC4|60412	1732.3226
EXOC5|10640	1018.4713	EXOC5|10640	1014.3510000000001
EXOC6B|23233	119.1083	EXOC6B|23233	116.3595
EXOC6|54536	605.0955	EXOC6|54536	392.5024
EXOC7|23265	2285.3503	EXOC7|23265	3064.1326
EXOC8|149371	622.293	EXOC8|149371	565.3552
EXOG|9941	79.6178	EXOG|9941	99.0742
EXOSC10|5394	1333.7579999999998	EXOSC10|5394	1841.0934
EXOSC1|51013	560.5096	EXOSC1|51013	334.7443
EXOSC2|23404	338.2166	EXOSC2|23404	428.7593
EXOSC3|51010	609.5541	EXOSC3|51010	288.7907
EXOSC4|54512	350.3185	EXOSC4|54512	300.5953
EXOSC5|56915	442.6752	EXOSC5|56915	413.1604
EXOSC6|118460	225.4777	EXOSC6|118460	351.1864
EXOSC7|23016	556.0509999999999	EXOSC7|23016	573.7871
EXOSC8|11340	431.1529	EXOSC8|11340	301.7589
EXOSC9|5393	425.1529	EXOSC9|5393	415.0407
EXPH5|23086	429.2994	EXPH5|23086	387.8649
EXT1|2131	961.1465	EXT1|2131	1096.1399
EXT2|2132	1826.7516	EXT2|2132	1936.7949
EXTL1|2134	22.9299	EXTL1|2134	40.0513
EXTL2|2135	212.7389	EXTL2|2135	359.6182
EXTL3|2137	605.7325	EXTL3|2137	1051.0295
EYA1|2138	8.2803	EYA1|2138	6.3239
EYA2|2139	949.6815	EYA2|2139	1046.392
EYA3|2140	61.7834	EYA3|2140	86.0048
EYA4|2070	7.0064	EYA4|2070	5.0591
EYS|346007	12.7389	lowly_expressed	lowly_expressed
EZH1|2145	887.8981	EZH1|2145	1642.9451
EZH2|2146	31.2102	EZH2|2146	99.4958
EZR|7430	5397.4522	EZR|7430	3946.9468
F10|2159	61.7834	F10|2159	44.2672
F11R|50848	6029.414000000001	F11R|50848	3385.4323
F12|2161	109.5541	F12|2161	25.2955
F13A1|2162	1333.7579999999998	F13A1|2162	183.8142
F2RL1|2150	747.7707	F2RL1|2150	622.2702
F2RL2|2151	877.0701	F2RL2|2151	56.4934
F2RL3|9002	56.051	F2RL3|9002	15.1773
F2R|2149	1147.7707	F2R|2149	287.1043
F3|2152	1918.4713	F3|2152	1266.4632
F5|2153	12.7389	F5|2153	6.7455
F7|2155	127.3885	F7|2155	16.8637
F8A1|8263	216.5605	F8A1|8263	142.0766
F8|2157	373.2484	F8|2157	461.6435
FA2H|79152	107.6433	FA2H|79152	81.7889
FAAH2|158584	344.586	FAAH2|158584	198.1484
FAAH|2166	763.6943	FAAH|2166	398.8263
FABP3|2170	73.2484	FABP3|2170	87.6912
FABP4|2167	6785.3503	FABP4|2167	4165.7532
FABP5|2171	76.4331	FABP5|2171	45.1104
FABP7|2173	89.8089	FABP7|2173	836.4391
FADD|8772	612.7389	FADD|8772	763.9252
FADS1|3992	271.9745	FADS1|3992	322.0965
FADS2|9415	198.7261	FADS2|9415	353.2943
FADS3|3995	291.0828	FADS3|3995	275.2998
FAF1|11124	758.5987	FAF1|11124	897.1483
FAF2|23197	1788.535	FAF2|23197	1196.4789
FAHD1|81889	670.7006	FAHD1|81889	447.3094
FAHD2A|51011	355.414	FAHD2A|51011	452.7901
FAHD2B|151313	471.9745	FAHD2B|151313	323.7829
FAH|2184	1766.879	FAH|2184	624.7997
FAIM2|23017	647.1338	FAIM2|23017	34.5706
FAIM3|9214	126.535	FAIM3|9214	236.9349
FAIM|55179	193.6306	FAIM|55179	297.6441
FAM100A|124402	357.9618	FAM100A|124402	438.8776
FAM100B|283991	728.0255	FAM100B|283991	809.8788
FAM101A|144347	70.0637	FAM101A|144347	437.1912
FAM101B|359845	550.3185	FAM101B|359845	565.7768
FAM102A|399665	2512.7389	FAM102A|399665	2354.1712
FAM102B|284611	770.7006	FAM102B|284611	837.2822
FAM103A1|83640	548.4076	FAM103A1|83640	388.4678
FAM104A|84923	944.7516	FAM104A|84923	804.9461
FAM104B|90736	322.293	FAM104B|90736	250.4258
FAM105A|54491	855.414	FAM105A|54491	176.2256
FAM105B|90268	314.6497	FAM105B|90268	455.7412
lowly_expressed	lowly_expressed	FAM106C|100129396	7.1671
FAM107A|11170	286.6242	FAM107A|11170	688.0386
FAM107B|83641	5836.9427	FAM107B|83641	1057.3534
FAM108A1|81926	584.0764	FAM108A1|81926	390.816
FAM108B1|51104	292.9936	FAM108B1|51104	429.1809
FAM108C1|58489	1028.6624	FAM108C1|58489	363.4125
FAM109A|144717	282.8025	FAM109A|144717	319.1453
FAM109B|150368	357.3248	FAM109B|150368	250.4258
FAM10A4|145165	375.1592	FAM10A4|145165	419.0627
FAM110A|83541	1029.2994	FAM110A|83541	454.0549
FAM110B|90362	492.9936	FAM110B|90362	319.1453
FAM110C|642273	16.5605	FAM110C|642273	20.658
FAM111A|63901	1200.0	FAM111A|63901	792.1719
FAM111B|374393	47.1338	FAM111B|374393	94.4367
FAM113A|64773	417.8344	FAM113A|64773	399.2479
FAM113B|91523	113.3758	FAM113B|91523	317.4716
FAM114A1|92689	596.8153	FAM114A1|92689	360.4614
FAM114A2|10827	650.3185	FAM114A2|10827	362.9909
FAM115A|9747	200.6369	FAM115A|9747	415.2684
FAM115C|285966	520.7707	FAM115C|285966	617.6917
FAM116A|201627	587.8981	FAM116A|201627	886.187
FAM116B|414918	324.8408	FAM116B|414918	210.7961
FAM117A|81558	277.707	FAM117A|81558	630.2804
FAM117B|150864	543.3121	FAM117B|150864	329.2636
FAM118A|55007	323.5669	FAM118A|55007	353.2943
FAM118B|79607	212.7389	FAM118B|79607	138.7039
FAM119A|151194	273.8854	FAM119A|151194	159.3619
FAM119B|25895	402.5478	FAM119B|25895	528.2551
FAM120AOS|158293	2062.4777	FAM120AOS|158293	1075.2879
FAM120A|23196	5540.0701	FAM120A|23196	3641.4864
FAM120B|84498	501.2739	FAM120B|84498	951.1122
FAM120C|54954	350.9554	FAM120C|54954	395.032
FAM122A|116224	674.5223	FAM122A|116224	1041.3329
FAM122B|159090	915.2866	FAM122B|159090	646.3009
FAM122C|159091	17.1975	FAM122C|159091	24.8739
FAM123B|139285	135.6688	FAM123B|139285	253.377
FAM124A|220108	89.8089	FAM124A|220108	64.082
FAM124B|79843	29.9363	FAM124B|79843	66.19
FAM125A|93343	860.5096	FAM125A|93343	531.2063
FAM125B|89853	269.4268	FAM125B|89853	440.9855
FAM126A|84668	545.8599	FAM126A|84668	2225.5856
FAM126B|285172	555.414	FAM126B|285172	481.0368
FAM127A|8933	1737.5796	FAM127A|8933	1283.3269
FAM127B|26071	1058.5987	FAM127B|26071	886.187
FAM127C|441518	752.2293	FAM127C|441518	659.3703
FAM128A|653784	658.5987	FAM128A|653784	532.0494
FAM128B|80097	1873.2484	FAM128B|80097	1192.6845
FAM129A|116496	5812.1019	FAM129A|116496	8089.0909
FAM129B|64855	2917.8344	FAM129B|64855	4094.0825
FAM129C|199786	8.2803	lowly_expressed	lowly_expressed
FAM131A|131408	234.3949	FAM131A|131408	424.5434
FAM131B|9715	63.0573	FAM131B|9715	87.6912
lowly_expressed	lowly_expressed	FAM131C|348487	6.3239
FAM132A|388581	8.9172	lowly_expressed	lowly_expressed
FAM133A|286499	9.5541	lowly_expressed	lowly_expressed
FAM133B|257415	102.5478	FAM133B|257415	90.2207
FAM134A|79137	2829.2994	FAM134A|79137	3230.24
FAM134B|54463	848.4076	FAM134B|54463	635.3396
FAM134C|162427	2528.0255	FAM134C|162427	2334.3564
FAM135A|57579	77.0701	FAM135A|57579	266.4463
FAM136A|84908	822.9299	FAM136A|84908	673.7044
FAM13AOS|285512	66.1529	FAM13AOS|285512	47.8634
FAM13A|10144	655.5032	FAM13A|10144	1204.2657
FAM13B|51306	737.5796	FAM13B|51306	1500.3078
FAM13C|220965	72.7898	FAM13C|220965	190.89700000000002
FAM149A|25854	71.3376	FAM149A|25854	82.2105
FAM149B1|317662	647.7707	FAM149B1|317662	550.5995
FAM150B|285016	42.6752	FAM150B|285016	67.8764
FAM151B|167555	43.3121	FAM151B|167555	17.2853
FAM154B|283726	26.1146	FAM154B|283726	34.5706
FAM155A|728215	25.4777	lowly_expressed	lowly_expressed
FAM155B|27112	57.9618	FAM155B|27112	16.0205
FAM156A|29057	585.9873	FAM156A|29057	487.3607
FAM157A|728262	8.9172	lowly_expressed	lowly_expressed
FAM158A|51016	214.6497	FAM158A|51016	99.9174
FAM159A|348378	7.6433	lowly_expressed	lowly_expressed
FAM160A1|729830	63.0573	FAM160A1|729830	153.03799999999998
FAM160A2|84067	599.3631	FAM160A2|84067	748.7479
FAM160B1|57700	581.5287	FAM160B1|57700	612.9952
FAM160B2|64760	905.7325	FAM160B2|64760	1183.8311
FAM161A|84140	88.535	FAM161A|84140	67.4548
FAM161B|145483	170.7006	FAM161B|145483	265.1815
FAM162A|26355	1839.4904	FAM162A|26355	780.3673
FAM162B|221303	27.3885	FAM162B|221303	38.7865
FAM164A|51101	178.9809	FAM164A|51101	491.5766
FAM164C|79696	54.1401	FAM164C|79696	75.0434
FAM165B|54065	447.1338	FAM165B|54065	306.9192
FAM166B|730112	28.0255	FAM166B|730112	26.1387
FAM167A|83648	352.8662	FAM167A|83648	95.2799
FAM167B|84734	139.4904	FAM167B|84734	63.2388
FAM168A|23201	131.8471	FAM168A|23201	243.6803
FAM168B|130074	2000.0	FAM168B|130074	4033.7948
FAM169A|26049	184.0764	FAM169A|26049	159.7835
FAM171A1|221061	395.5414	FAM171A1|221061	847.4005
FAM171A2|284069	11.465	FAM171A2|284069	15.5989
FAM171B|165215	1069.4268	FAM171B|165215	340.6466
FAM172A|83989	876.4331	FAM172A|83989	787.1128
FAM173A|65990	401.2739	FAM173A|65990	96.9662
FAM173B|134145	394.2675	FAM173B|134145	190.9813
FAM174A|345757	629.9363	FAM174A|345757	273.6134
FAM174B|400451	3219.7452	FAM174B|400451	965.0247
FAM175A|84142	313.1274	FAM175A|84142	260.9445
FAM175B|23172	557.9618	FAM175B|23172	574.2087
FAM176A|84141	117.1975	FAM176A|84141	114.2515
FAM176B|55194	775.3121	FAM176B|55194	179.2357
FAM177A1|283635	1189.8089	FAM177A1|283635	803.5549
FAM177B|400823	14.6497	lowly_expressed	lowly_expressed
FAM178A|55719	938.8535	FAM178A|55719	876.9119
FAM178B|51252	9.5541	FAM178B|51252	19.8148
lowly_expressed	lowly_expressed	FAM179A|165186	5.9023
FAM179B|23116	482.8025	FAM179B|23116	603.7201
FAM180A|389558	87.8981	FAM180A|389558	59.8661
FAM180B|399888	9.5541	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM181A|90050	6.7455
FAM181B|220382	101.9108	FAM181B|220382	56.4934
