gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
KDM2B|84678	468.8917	KDM2B|84678	660.4412
KDM3A|55818	1122.9299	KDM3A|55818	1442.2672
KDM3B|51780	2094.2675	KDM3B|51780	2906.0355
KDM4A|9682	1084.0573	KDM4A|9682	1262.2473
KDM4B|23030	2569.4268	KDM4B|23030	1304.8281
KDM4C|23081	477.0701	KDM4C|23081	603.7201
lowly_expressed	lowly_expressed	KDM4DL|390245	6.3239
KDM4D|55693	44.586000000000006	KDM4D|55693	77.57300000000001
KDM5A|5927	1053.5032	KDM5A|5927	1662.3383
KDM5B|10765	2225.4777	KDM5B|10765	2413.6157
KDM5C|8242	1975.7962	KDM5C|8242	2621.0391
KDM6A|7403	538.8535	KDM6A|7403	916.12
KDM6B|23135	687.8981	KDM6B|23135	1450.6989999999998
KDR|3791	835.0318	KDR|3791	755.9149
KDSR|2531	2210.828	KDSR|2531	2802.7454
KEAP1|9817	1750.9554	KEAP1|9817	1592.7756
lowly_expressed	lowly_expressed	KEL|3792	9.275
KERA|11081	75.1592	lowly_expressed	lowly_expressed
KGFLP2|654466	195.3885	KGFLP2|654466	228.2796
KHDC1|80759	10.1911	KHDC1|80759	19.3932
KHDRBS1|10657	4859.2357	KHDRBS1|10657	4691.9004
KHDRBS3|10656	237.5796	KHDRBS3|10656	367.6285
KHK|3795	45.4076	KHK|3795	171.9633
KHNYN|23351	1775.9299	KHNYN|23351	2210.2312
KHSRP|8570	1858.5987	KHSRP|8570	2392.1145
KIAA0020|9933	538.2166	KIAA0020|9933	753.807
KIAA0040|9674	2855.414	KIAA0040|9674	1926.6767
KIAA0090|23065	1033.758	KIAA0090|23065	1192.2629
KIAA0100|9703	3018.8854	KIAA0100|9703	4143.666
KIAA0101|9768	71.3376	KIAA0101|9768	45.9536
KIAA0114|57291	1636.3057	KIAA0114|57291	1042.1761
KIAA0125|9834	15.9236	lowly_expressed	lowly_expressed
KIAA0141|9812	1246.4968	KIAA0141|9812	1577.1767
KIAA0146|23514	621.6561	KIAA0146|23514	899.2563
KIAA0174|9798	2310.1911	KIAA0174|9798	3520.717
KIAA0182|23199	1933.121	KIAA0182|23199	1379.4499
KIAA0195|9772	1265.535	KIAA0195|9772	1484.789
KIAA0196|9897	1126.7516	KIAA0196|9897	1017.7237
KIAA0226|9711	487.2611	KIAA0226|9711	650.5169
KIAA0232|9778	1271.3376	KIAA0232|9778	1358.3703
KIAA0240|23506	875.1592	KIAA0240|23506	1219.6664
KIAA0247|9766	2163.0573	KIAA0247|9766	2463.7852
KIAA0284|283638	951.5924	KIAA0284|283638	1683.4179
KIAA0317|9870	607.6433	KIAA0317|9870	817.4674
KIAA0319L|79932	2378.9809	KIAA0319L|79932	1860.0651
lowly_expressed	lowly_expressed	KIAA0319|9856	7.1671
KIAA0355|9710	766.8789999999999	KIAA0355|9710	828.4288
KIAA0368|23392	3204.4586	KIAA0368|23392	3362.6199
KIAA0391|9692	647.1338	KIAA0391|9692	551.9107
KIAA0406|9675	405.0955	KIAA0406|9675	605.8281
lowly_expressed	lowly_expressed	KIAA0408|9729	57.4504
KIAA0415|9907	334.3949	KIAA0415|9907	393.7672
KIAA0427|9811	866.8789999999999	KIAA0427|9811	1115.9547
KIAA0430|9665	2205.0955	KIAA0430|9665	2909.4083
KIAA0467|23334	844.4204	KIAA0467|23334	1156.5583
KIAA0494|9813	4351.5924	KIAA0494|9813	3945.6736
KIAA0495|57212	494.9045	KIAA0495|57212	752.9638
KIAA0513|9764	187.2611	KIAA0513|9764	238.6212
KIAA0528|9847	1068.1529	KIAA0528|9847	946.0531
KIAA0556|23247	571.9745	KIAA0556|23247	632.81
KIAA0562|9731	556.6879	KIAA0562|9731	707.0102
KIAA0564|23078	1360.5096	KIAA0564|23078	832.6447
KIAA0586|9786	233.75799999999998	KIAA0586|9786	314.9294
KIAA0649|9858	670.7006	KIAA0649|9858	772.357
KIAA0652|9776	1384.0764	KIAA0652|9776	1878.1936
KIAA0664P3|100132341	29.9363	KIAA0664P3|100132341	46.3751
KIAA0664|23277	977.707	KIAA0664|23277	1736.9602
KIAA0748|9840	12.1019	KIAA0748|9840	26.5603
KIAA0753|9851	213.3758	KIAA0753|9851	438.8776
KIAA0754|643314	52.8662	KIAA0754|643314	138.2823
KIAA0776|23376	752.8662	KIAA0776|23376	919.4927
KIAA0802|23255	148.4076	KIAA0802|23255	88.1128
KIAA0831|22863	703.8217	KIAA0831|22863	687.1954
KIAA0892|23383	900.6369	KIAA0892|23383	1403.4807
KIAA0895L|653319	147.3057	KIAA0895L|653319	192.5538
KIAA0895|23366	300.6369	KIAA0895|23366	239.4644
KIAA0907|22889	1202.5478	KIAA0907|22889	745.3751
KIAA0913|23053	1345.2229	KIAA0913|23053	1475.9945
KIAA0922|23240	422.293	KIAA0922|23240	651.7816
KIAA0947|23379	880.2548	KIAA0947|23379	1479.7889
KIAA1009|22832	134.3949	KIAA1009|22832	250.4258
KIAA1012|22878	1080.8917	KIAA1012|22878	998.3305
KIAA1024|23251	29.9363	KIAA1024|23251	25.7171
KIAA1033|23325	885.3503	KIAA1033|23325	601.6122
lowly_expressed	lowly_expressed	KIAA1045|23349	21.0796
KIAA1107|23285	105.0955	KIAA1107|23285	143.763
KIAA1109|84162	1347.1338	KIAA1109|84162	2292.6188
KIAA1143|57456	666.242	KIAA1143|57456	951.9553
KIAA1147|57189	2012.1019	KIAA1147|57189	1342.7714
KIAA1161|57462	324.2038	KIAA1161|57462	182.1279
KIAA1191|57179	2892.3567	KIAA1191|57179	2939.7629
KIAA1199|57214	193.6306	KIAA1199|57214	17.2853
KIAA1210|57481	8.9172	KIAA1210|57481	8.4318
KIAA1211|57482	100.6369	lowly_expressed	lowly_expressed
KIAA1217|56243	4179.6178	KIAA1217|56243	5952.8828
KIAA1239|57495	47.7707	lowly_expressed	lowly_expressed
KIAA1244|57221	381.5287	KIAA1244|57221	335.1659
KIAA1257|57501	8.9172	KIAA1257|57501	7.5887
KIAA1267|284058	1186.6242	KIAA1267|284058	1834.7696
KIAA1274|27143	231.8471	KIAA1274|27143	254.2201
KIAA1279|26128	1060.5096	KIAA1279|26128	747.4831
KIAA1310|55683	2384.0764	KIAA1310|55683	1861.3299
KIAA1324L|222223	396.8153	KIAA1324L|222223	252.9554
KIAA1324|57535	12181.5287	KIAA1324|57535	5806.5903
KIAA1328|57536	92.3567	KIAA1328|57536	167.7937
KIAA1370|56204	1343.3121	KIAA1370|56204	946.0531
KIAA1377|57562	508.9172	KIAA1377|57562	372.26599999999996
KIAA1383|54627	60.5096	KIAA1383|54627	133.2232
KIAA1407|57577	248.4076	KIAA1407|57577	215.8552
KIAA1409|57578	8.2803	KIAA1409|57578	9.6966
KIAA1429|25962	3891.7197	KIAA1429|25962	1592.354
KIAA1430|57587	1201.9108	KIAA1430|57587	1156.4276
KIAA1432|57589	582.7707	KIAA1432|57589	633.1726
KIAA1462|57608	940.1274	KIAA1462|57608	393.3456
KIAA1467|57613	3381.5287	KIAA1467|57613	732.7274
KIAA1468|57614	700.0	KIAA1468|57614	628.1725
KIAA1522|57648	7479.6178	KIAA1522|57648	5028.7526
KIAA1524|57650	28.6624	KIAA1524|57650	27.4035
KIAA1529|57653	50.9554	KIAA1529|57653	65.7684
KIAA1530|57654	107.0064	KIAA1530|57654	122.6834
KIAA1539|80256	260.5096	KIAA1539|80256	196.0404
KIAA1543|57662	722.293	KIAA1543|57662	806.5060000000001
KIAA1549|57670	329.9363	KIAA1549|57670	472.6049
KIAA1586|57691	215.9236	KIAA1586|57691	155.9891
KIAA1598|57698	1452.8662	lowly_expressed	lowly_expressed
KIAA1609|57707	303.1847	KIAA1609|57707	454.4765
KIAA1614|57710	24.0828	KIAA1614|57710	81.3378
KIAA1632|57724	747.1338	KIAA1632|57724	868.0585
KIAA1644|85352	66.87899999999999	KIAA1644|85352	7.5887
KIAA1671|85379	2700.6369	KIAA1671|85379	3633.2822
KIAA1683|80726	156.05100000000002	KIAA1683|80726	486.5175
KIAA1704|55425	323.3949	KIAA1704|55425	299.9671
KIAA1712|80817	333.121	KIAA1712|80817	351.6206
KIAA1715|80856	537.5796	KIAA1715|80856	669.9101
KIAA1731|85459	325.4777	KIAA1731|85459	328.4204
KIAA1737|85457	1277.0701	KIAA1737|85457	1033.7442
KIAA1755|85449	142.6752	KIAA1755|85449	213.7473
KIAA1797|54914	476.4331	KIAA1797|54914	422.85699999999997
KIAA1804|84451	75.7962	KIAA1804|84451	345.2841
KIAA1826|84437	371.3376	KIAA1826|84437	464.1731
KIAA1841|84542	117.1975	KIAA1841|84542	101.1821
KIAA1875|340390	6.3694	KIAA1875|340390	6.7455
KIAA1908|114796	153.5032	KIAA1908|114796	226.395
KIAA1919|91749	59.2357	KIAA1919|91749	66.19
KIAA1949|170954	1149.6815	KIAA1949|170954	1151.3685
KIAA1958|158405	38.8535	KIAA1958|158405	20.658
KIAA1967|57805	1978.9809	KIAA1967|57805	2485.708
KIAA1984|84960	7.6433	KIAA1984|84960	21.5012
KIAA2013|90231	1378.3439	KIAA2013|90231	1087.7081
KIAA2018|205717	784.0764	KIAA2018|205717	839.3902
KIAA2022|340533	49.6815	KIAA2022|340533	31.6194
KIAA2026|158358	891.7197	KIAA2026|158358	838.9686
KIDINS220|57498	1861.1465	KIDINS220|57498	2747.9384
KIF11|3832	107.6433	KIF11|3832	171.1665
KIF12|113220	398.7261	KIF12|113220	201.9427
KIF13A|63971	943.3121	KIF13A|63971	1588.1381
KIF13B|23303	4033.1209999999996	KIF13B|23303	2044.3009
KIF14|9928	5.7325	KIF14|9928	17.2853
KIF15|56992	10.1911	KIF15|56992	32.041
KIF16B|55614	668.7898	KIF16B|55614	600.769
KIF17|57576	13.3758	KIF17|57576	21.0796
KIF18A|81930	15.2866	KIF18A|81930	37.9433
KIF18B|146909	8.2803	KIF18B|146909	23.1876
lowly_expressed	lowly_expressed	KIF19|124602	19.8148
lowly_expressed	lowly_expressed	KIF1A|547	8.4318
KIF1B|23095	905.0955	KIF1B|23095	1925.8335
KIF1C|10749	1875.7962	KIF1C|10749	3085.2122
KIF20A|10112	36.9427	KIF20A|10112	83.4753
KIF20B|9585	105.7325	KIF20B|9585	166.1074
KIF21A|55605	151.5924	KIF21A|55605	262.2304
KIF21B|23046	54.7771	KIF21B|23046	115.9379
KIF22|3835	857.9618	KIF22|3835	875.2256
KIF23|9493	49.0446	KIF23|9493	82.2105
KIF24|347240	77.0701	KIF24|347240	91.4897
KIF26A|26153	73.2484	KIF26A|26153	134.0663
KIF26B|55083	245.8599	KIF26B|55083	68.7195
KIF27|55582	68.1529	KIF27|55582	78.4162
KIF2A|3796	264.9682	KIF2A|3796	447.731
KIF2C|11004	28.0255	KIF2C|11004	53.1206
KIF3A|11127	363.6943	KIF3A|11127	370.5796
KIF3B|9371	1624.2038	KIF3B|9371	1559.4698
KIF3C|3797	240.1274	KIF3C|3797	655.576
KIF4A|24137	14.0127	KIF4A|24137	21.0796
KIF5A|3798	7.6433	KIF5A|3798	49.7479
KIF5B|3799	4803.8217	KIF5B|3799	4151.4191
KIF5C|3800	1823.5669	KIF5C|3800	606.2497
KIF6|221458	12.1019	KIF6|221458	11.8046
KIF7|374654	171.9172	KIF7|374654	355.4782
KIF9|64147	240.7643	KIF9|64147	139.7831
KIFAP3|22920	877.707	KIFAP3|22920	807.7708
KIFC1|3833	33.758	KIFC1|3833	128.164
KIFC2|90990	340.3631	KIFC2|90990	223.8655
KIFC3|3801	236.9427	KIFC3|3801	468.389
KILLIN|100144748	29.2994	KILLIN|100144748	60.2877
KIN|22944	307.0064	KIN|22944	271.0838
lowly_expressed	lowly_expressed	KIRREL2|84063	6.3239
lowly_expressed	lowly_expressed	KIRREL3|84623	5.4807
KIRREL|55243	156.05100000000002	KIRREL|55243	491.155
KITLG|4254	1874.5223	KITLG|4254	1271.1007
KIT|3815	2809.5541	KIT|3815	6854.6687
KLB|152831	315.2866	KLB|152831	121.8402
KLC1|3831	1102.2611	KLC1|3831	1930.9095
KLC2|64837	499.3631	KLC2|64837	503.8028
KLC3|147700	100.6369	KLC3|147700	409.8425
KLC4|89953	520.4331	KLC4|89953	575.0729
KLF10|7071	1879.6178	KLF10|7071	3704.5313
KLF11|8462	550.3185	KLF11|8462	959.544
KLF12|11278	341.4013	KLF12|11278	570.4143
KLF13|51621	1012.7389	KLF13|51621	2902.2412
KLF15|28999	128.0255	KLF15|28999	140.8118
KLF16|83855	598.7261	KLF16|83855	457.8492
KLF2|10365	1657.9618	KLF2|10365	427.07300000000004
KLF3|51274	1717.1975	KLF3|51274	1223.0392
KLF4|9314	1735.6688	KLF4|9314	539.2165
KLF5|688	2000.0	KLF5|688	1938.4813
KLF6|1316	2697.4522	KLF6|1316	4067.1006
KLF7|8609	85.3503	KLF7|8609	84.74
KLF8|11279	381.5287	KLF8|11279	376.0603
KLF9|687	1126.7516	KLF9|687	1328.0156
KLHDC10|23008	496.1783	KLHDC10|23008	640.3987
KLHDC1|122773	108.9172	KLHDC1|122773	81.7889
KLHDC2|23588	1091.0828	KLHDC2|23588	1121.4354
KLHDC3|116138	1781.5287	KLHDC3|116138	2250.4595
KLHDC4|54758	207.6433	KLHDC4|54758	292.4417
KLHDC5|57542	687.8981	KLHDC5|57542	881.971
KLHDC7A|127707	692.3567	KLHDC7A|127707	304.3896
KLHDC7B|113730	40.1274	KLHDC7B|113730	61.5525
KLHDC8A|55220	26.7516	KLHDC8A|55220	47.6399
KLHDC8B|200942	558.5987	KLHDC8B|200942	619.319
KLHDC9|126823	261.1465	KLHDC9|126823	76.3082
lowly_expressed	lowly_expressed	KLHL10|317719	5.0591
KLHL11|55175	45.2229	KLHL11|55175	50.5911
KLHL12|59349	1135.0318	KLHL12|59349	888.2949
KLHL13|90293	406.3694	KLHL13|90293	2200.7116
KLHL14|57565	5.7325	KLHL14|57565	10.5398
KLHL15|80311	310.1911	KLHL15|80311	310.2919
KLHL17|339451	56.6879	KLHL17|339451	33.7274
KLHL18|23276	359.8726	KLHL18|23276	331.7931
KLHL20|27252	314.6497	KLHL20|27252	368.4716
KLHL21|9903	1244.586	KLHL21|9903	2730.2315
KLHL22|84861	382.1656	KLHL22|84861	524.4608
KLHL23|151230	86.6242	KLHL23|151230	147.9789
KLHL24|54800	1137.5796	KLHL24|54800	1402.6375
KLHL25|64410	229.2994	KLHL25|64410	438.0344
KLHL26|55295	361.7834	KLHL26|55295	365.9421
KLHL28|54813	450.3185	KLHL28|54813	398.8263
KLHL29|114818	292.9936	KLHL29|114818	1173.7129
KLHL2|11275	475.7962	KLHL2|11275	673.7044
KLHL30|377007	16.5605	KLHL30|377007	14.3341
KLHL31|401265	111.4522	KLHL31|401265	104.4959
KLHL32|114792	10.828	KLHL32|114792	18.1285
KLHL35|283212	161.7834	KLHL35|283212	23.1876
KLHL36|79786	122.9299	KLHL36|79786	193.9324
KLHL38|340359	5.0955	KLHL38|340359	14.3341
KLHL3|26249	129.2994	KLHL3|26249	99.4958
KLHL4|56062	14.0127	lowly_expressed	lowly_expressed
KLHL5|51088	660.5096	KLHL5|51088	445.62300000000005
KLHL6|89857	63.0573	KLHL6|89857	61.5525
KLHL7|55975	659.2357	KLHL7|55975	795.9662
KLHL8|57563	324.2038	KLHL8|57563	367.6285
KLHL9|55958	1532.4841	KLHL9|55958	1891.6845
KLK10|5655	66.242	KLK10|5655	479.772
KLK11|11012	105.0955	KLK11|11012	313.6646
lowly_expressed	lowly_expressed	KLK12|43849	18.9717
lowly_expressed	lowly_expressed	KLK13|26085	29.9331
KLK14|43847	12.7389	KLK14|43847	39.2081
KLK1|3816	27.3885	KLK1|3816	26.5603
lowly_expressed	lowly_expressed	KLK2|3817	7.5887
lowly_expressed	lowly_expressed	KLK3|354	15.5989
KLK4|9622	290.4459	KLK4|9622	6.3239
KLK5|25818	208.9172	KLK5|25818	2435.1169
KLK6|5653	77.0701	KLK6|5653	566.1984
KLK7|5650	63.6943	KLK7|5650	1147.9958
KLK8|11202	15.9236	KLK8|11202	247.8963
lowly_expressed	lowly_expressed	KLKB1|3818	12.6478
KLKP1|606293	7.0064	lowly_expressed	lowly_expressed
KLRA1|10748	56.051	KLRA1|10748	47.2183
KLRAQ1|129285	463.0573	KLRAQ1|129285	526.9903
KLRB1|3820	48.4076	KLRB1|3820	98.23100000000001
lowly_expressed	lowly_expressed	KLRC2|3822	16.8637
KLRD1|3824	12.7389	KLRD1|3824	19.3932
KLRF1|51348	9.5541	KLRF1|51348	11.8046
KLRG1|10219	35.0318	KLRG1|10219	20.2364
KLRG2|346689	19.1083	KLRG2|346689	27.8251
KLRK1|22914	34.7707	KLRK1|22914	78.8378
KL|9365	40.1274	KL|9365	121.8402
KMO|8564	854.5223	KMO|8564	16.265
KNDC1|85442	9.5541	KNDC1|85442	33.3058
KNTC1|9735	171.6561	KNTC1|9735	145.8709
KPNA1|3836	1761.7834	KPNA1|3836	1376.4988
KPNA2|3838	789.8089	KPNA2|3838	903.4722
KPNA3|3839	942.6752	KPNA3|3839	921.6007
KPNA4|3840	1752.8662	KPNA4|3840	1666.9758
KPNA5|3841	43.3121	KPNA5|3841	54.3854
KPNA6|23633	1715.2866	KPNA6|23633	2061.5862
KPNB1|3837	4300.6369	KPNB1|3837	4306.565
KPTN|11133	148.4076	KPTN|11133	124.3697
KRAS|3845	2688.535	KRAS|3845	802.7117
KRBA1|84626	185.3503	KRBA1|84626	325.8908
KRBA2|124751	30.5732	KRBA2|124751	46.3751
KRCC1|51315	1380.8917	KRCC1|51315	1084.3353
KREMEN1|83999	384.7134	KREMEN1|83999	758.0229
KRI1|65095	732.2166	KRI1|65095	893.6154
KRIT1|889	625.4777	KRIT1|889	685.5089999999999
KRR1|11103	871.9682	KRR1|11103	775.2492
KRT10|3858	739.4904	KRT10|3858	336.8522
lowly_expressed	lowly_expressed	KRT13|3860	2046.8305
KRT14|3861	5154.1401	KRT14|3861	50726.8251
KRT15|3866	6422.9299	KRT15|3866	30174.2019
KRT16|3868	216.5605	KRT16|3868	614.6815
KRT17|3872	4957.9618	KRT17|3872	44733.4694
KRT18|3875	18334.4076	KRT18|3875	7997.8878
KRT19|3880	25121.0191	KRT19|3880	14363.226999999999
lowly_expressed	lowly_expressed	KRT1|3848	14.3341
KRT222|125113	77.707	KRT222|125113	53.9638
KRT23|25984	1038.8535	KRT23|25984	1111.7388
KRT32|3882	14.6497	KRT32|3882	28.6683
lowly_expressed	lowly_expressed	KRT33A|3883	5.4807
lowly_expressed	lowly_expressed	KRT40|125115	21.0796
lowly_expressed	lowly_expressed	KRT4|3851	532.471
KRT5|3852	7590.4459	KRT5|3852	70504.5616
lowly_expressed	lowly_expressed	KRT6A|3853	1594.4620000000002
KRT6B|3854	341.4013	KRT6B|3854	2992.4619
KRT6C|286887	5.7325	KRT6C|286887	230.1894
lowly_expressed	lowly_expressed	KRT78|196374	5.9023
KRT7|3855	14080.8917	KRT7|3855	19613.3156
KRT80|144501	96.1783	KRT80|144501	485.6743
KRT81|3887	56.051	KRT81|3887	303.968
lowly_expressed	lowly_expressed	KRT83|3889	9.275
lowly_expressed	lowly_expressed	KRT84|3890	6.3239
KRT86|3892	29.9363	KRT86|3892	56.4934
KRT8|3856	15894.2548	KRT8|3856	13646.6593
lowly_expressed	lowly_expressed	KRT9|3857	14.3341
KRTAP5-9|3846	5.7325	lowly_expressed	lowly_expressed
KRTCAP2|200185	3923.5669	KRTCAP2|200185	1646.3178
KRTCAP3|200634	822.293	KRTCAP3|200634	424.5434
lowly_expressed	lowly_expressed	KRTDAP|388533	20.658
KSR1|8844	204.4586	KSR1|8844	467.9674
KSR2|283455	84.7134	KSR2|283455	77.9946
KTELC1|56983	554.1401	KTELC1|56983	619.319
KTI12|112970	179.6178	KTI12|112970	160.2051
KTN1|3895	5557.9618	KTN1|3895	5461.3063
KYNU|8942	16.5605	KYNU|8942	185.9222
KY|339855	33.758	KY|339855	437.6128
L1CAM|3897	14.6497	L1CAM|3897	77.1514
L1TD1|54596	24.2038	L1TD1|54596	10.9614
L2HGDH|79944	157.3248	L2HGDH|79944	112.5651
L3MBTL2|83746	739.4968	L3MBTL2|83746	938.5698
L3MBTL3|84456	109.5541	L3MBTL3|84456	247.4747
L3MBTL4|91133	55.413999999999994	L3MBTL4|91133	222.1791
L3MBTL|26013	79.6178	L3MBTL|26013	94.4367
LACE1|246269	37.5796	LACE1|246269	30.3546
LACRT|90070	605.0955	LACRT|90070	11.383
LACTB2|51110	210.828	LACTB2|51110	172.0096
LACTB|114294	359.2357	LACTB|114294	180.4415
LAD1|3898	1485.3503	LAD1|3898	1282.0621
LAG3|3902	17.8344	LAG3|3902	20.658
LAGE3|8270	515.9236	LAGE3|8270	196.8836
LAIR1|3903	296.1783	LAIR1|3903	161.8914
lowly_expressed	lowly_expressed	LALBA|3906	61.9741
LAMA1|284217	65.6051	LAMA1|284217	424.5434
LAMA2|3908	839.4904	LAMA2|3908	379.8546
LAMA3|3909	1340.1274	LAMA3|3909	7752.2387
LAMA4|3910	1982.1656	LAMA4|3910	882.3926
LAMA5|3911	1304.4586	LAMA5|3911	2986.5596
LAMB1|3912	3933.758	LAMB1|3912	1982.7484
LAMB2L|22973	22.293000000000003	LAMB2L|22973	46.7967
LAMB2|3913	5445.2229	LAMB2|3913	8004.7724
LAMB3|3914	2101.2739	LAMB3|3914	12104.7572
LAMC1|3915	3307.6433	LAMC1|3915	5554.8997
LAMC2|3918	1731.2102	LAMC2|3918	14747.2976
LAMC3|10319	103.8217	LAMC3|10319	84.74
LAMP1|3916	8145.2229	LAMP1|3916	9006.0541
LAMP2|3920	4664.9682	LAMP2|3920	6402.7218
LAMP3|27074	52.8662	LAMP3|27074	124.3697
LANCL1|10314	1722.293	LANCL1|10314	2102.9022
LANCL2|55915	475.1592	LANCL2|55915	581.3757
LANCL3|347404	5.7325	LANCL3|347404	7.1671
LAP3|51056	1384.7134	LAP3|51056	1486.9559
LAPTM4A|9741	10074.5223	LAPTM4A|9741	9349.6518
LAPTM4B|55353	757.9618	LAPTM4B|55353	3002.1586
LAPTM5|7805	2215.9236	LAPTM5|7805	1596.5699
LARGE|9215	344.586	LARGE|9215	574.6303
LARP1B|55132	398.0892	LARP1B|55132	372.26599999999996
LARP1|23367	3684.0764	LARP1|23367	3327.6278
LARP4B|23185	1289.172	LARP4B|23185	1147.5742
LARP4|113251	1174.5223	LARP4|113251	847.4005
LARP6|55323	299.3631	LARP6|55323	376.4819
LARP7|51574	798.0892	LARP7|51574	882.8142
LARS2|23395	412.1019	LARS2|23395	481.4584
LARS|51520	2429.2994	LARS|51520	3149.2943
LAS1L|81887	857.3248	LAS1L|81887	969.2406
LASP1|3927	5227.3885	LASP1|3927	5366.448
LASS1|10715	14.4331	LASS1|10715	5.2488
LASS2|29956	10883.4395	LASS2|29956	3493.3135
lowly_expressed	lowly_expressed	LASS3|204219	23.1876
LASS4|79603	1793.6306	LASS4|79603	1115.9547
LASS5|91012	1147.1338	LASS5|91012	871.4312
LASS6|253782	2035.7006	LASS6|253782	1332.9229999999998
LAT2|7462	151.5924	LAT2|7462	112.1435
LATS1|9113	208.2803	LATS1|9113	406.4149
LATS2|26524	574.5223	LATS2|26524	559.8745
LAT|27040	70.7771	LAT|27040	98.3322
LAX1|54900	13.3758	LAX1|54900	10.9614
LAYN|143903	195.5414	LAYN|143903	382.8058
LBH|81606	1379.6178	LBH|81606	4361.7936
LBP|3929	26.1146	LBP|3929	5.0591
LBR|3930	626.1146	LBR|3930	673.7044
LBX2|85474	13.120999999999999	lowly_expressed	lowly_expressed
LCA5L|150082	92.3567	LCA5L|150082	46.7967
LCA5|167691	241.4013	LCA5|167691	517.2937
LCAT|3931	46.4968	LCAT|3931	115.3055
LCK|3932	66.87899999999999	LCK|3932	147.1357
LCLAT1|253558	458.5987	LCLAT1|253558	308.6055
LCMT1|51451	668.7898	LCMT1|51451	617.6327
LCMT2|9836	516.5605	LCMT2|9836	393.3456
LCN10|414332	14.6497	LCN10|414332	13.9125
LCN2|3934	92.9936	LCN2|3934	318.3022
lowly_expressed	lowly_expressed	LCN6|158062	7.1671
LCORL|254251	62.4459	LCORL|254251	59.1199
LCOR|84458	84.0764	LCOR|84458	54.3896
LCP1|3936	1285.9873	LCP1|3936	1983.5916
LCP2|3937	196.8153	LCP2|3937	180.0199
LDB1|8861	901.2739	LDB1|8861	1472.2002
LDB2|9079	452.8662	LDB2|9079	414.0036
LDB3|11155	42.0382	LDB3|11155	45.1104
LDHAL6B|92483	5.0955	lowly_expressed	lowly_expressed
LDHA|3939	19565.6051	LDHA|3939	7764.8864
LDHB|3945	2964.9682	LDHB|3945	7603.4166
LDHD|197257	138.8535	LDHD|197257	159.7835
LDLRAD2|401944	386.9045	LDLRAD2|401944	141.4695
LDLRAD3|143458	1801.2739	LDLRAD3|143458	827.5856
LDLRAP1|26119	1044.586	LDLRAP1|26119	1076.3251
LDLR|3949	513.3758	LDLR|3949	1061.5693
LDOC1L|84247	767.5159	LDOC1L|84247	1357.9487
LDOC1|23641	484.0764	LDOC1|23641	1175.8208
LEAP2|116842	14.0127	lowly_expressed	lowly_expressed
LEF1|51176	345.8599	LEF1|51176	187.6086
LEFTY2|7044	91.0828	LEFTY2|7044	6.7455
LEKR1|389170	36.9427	LEKR1|389170	18.5501
lowly_expressed	lowly_expressed	LEMD1|93273	21.0796
LEMD2|221496	810.828	LEMD2|221496	702.7943
LEMD3|23592	610.828	LEMD3|23592	964.6031
LENG1|79165	231.2102	LENG1|79165	211.6393
LENG8|114823	1434.9172	LENG8|114823	2629.5806
LENG9|94059	224.3185	LENG9|94059	155.0363
LEO1|123169	817.8344	LEO1|123169	551.8643
LEPRE1|64175	664.3312	LEPRE1|64175	390.816
LEPREL1|55214	168.7898	LEPREL1|55214	952.3769
LEPREL2|10536	1123.5669	LEPREL2|10536	446.4662
LEPROTL1|23484	1024.8408	LEPROTL1|23484	914.4336
LEPROT|54741	481.5032	LEPROT|54741	849.8330000000001
LEPR|3953	249.0701	LEPR|3953	407.7767
LEP|3952	641.4013	LEP|3952	541.3245
LETM1|3954	1014.6497	LETM1|3954	876.0687
LETM2|137994	56.6879	LETM2|137994	18.5501
LETMD1|25875	1522.9299	LETMD1|25875	1627.3462
LFNG|3955	2081.5287	LFNG|3955	912.7473
LGALS12|85329	387.2611	LGALS12|85329	225.9735
LGALS1|3956	6487.2611	LGALS1|3956	5656.0819
LGALS2|3957	22.293000000000003	LGALS2|3957	10.9614
LGALS3BP|3959	11517.1975	LGALS3BP|3959	6679.2863
LGALS3|3958	9304.4586	LGALS3|3958	4835.6633
LGALS4|3960	6.3694	LGALS4|3960	10.1182
LGALS7B|653499	10.1911	LGALS7B|653499	116.3595
LGALS7|3963	24.2038	LGALS7|3963	219.22799999999998
LGALS8|3964	1143.9489999999998	LGALS8|3964	880.7063
lowly_expressed	lowly_expressed	LGALS9C|654346	8.0103
LGALS9|3965	647.7707	LGALS9|3965	690.5681
LGI2|55203	47.7707	LGI2|55203	23.1876
LGI4|163175	91.0828	LGI4|163175	205.3154
LGMN|5641	1215.9236	LGMN|5641	1169.9185
LGR4|55366	599.3631	LGR4|55366	2429.6363
LGR5|8549	11.465	LGR5|8549	12.2262
LGR6|59352	403.8217	LGR6|59352	2078.4499
LGTN|1939	1536.9427	LGTN|1939	1594.0404
LHCGR|3973	8.2803	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LHFPL1|340596	18.1285
LHFPL2|10184	1079.6178	LHFPL2|10184	1471.3570000000002
LHFP|10186	1425.4777	LHFP|10186	1435.5217
LHPP|64077	610.1911	LHPP|64077	481.4584
LHX6|26468	153.5032	LHX6|26468	174.1176
