gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
KIAA1161|57462	218.2929	KIAA1161|57462	581.1999
KIAA1191|57179	2262.9802	KIAA1191|57179	2201.9129
KIAA1199|57214	473.5573	KIAA1199|57214	15.8439
KIAA1210|57481	10.2877	KIAA1210|57481	13.1388
KIAA1211|57482	157.2095	KIAA1211|57482	5.7965
KIAA1217|56243	6403.1506	KIAA1217|56243	2922.2297
removed	removed	KIAA1239|57495	60.6705
KIAA1244|57221	525.9605	KIAA1244|57221	245.0005
KIAA1257|57501	38.923	KIAA1257|57501	8.1152
KIAA1267|284058	2309.275	KIAA1267|284058	1105.5937
KIAA1274|27143	247.5486	KIAA1274|27143	243.8412
KIAA1279|26128	1159.6206	KIAA1279|26128	1177.0843
KIAA1310|55683	2033.1136	KIAA1310|55683	1954.5938
KIAA1324L|222223	820.4469	KIAA1324L|222223	1159.3083
KIAA1324|57535	7248.3524	KIAA1324|57535	915.4671
KIAA1328|57536	132.7761	KIAA1328|57536	217.1771
KIAA1370|56204	3467.2882	KIAA1370|56204	3152.9321
KIAA1377|57562	790.8696	KIAA1377|57562	920.1043
KIAA1383|54627	103.1988	KIAA1383|54627	98.5412
KIAA1407|57577	447.195	KIAA1407|57577	155.7337
removed	removed	KIAA1409|57578	11.2066
KIAA1429|25962	2619.1931	KIAA1429|25962	2711.2356
KIAA1430|57587	1913.5187	KIAA1430|57587	1995.556
KIAA1432|57589	1031.4869	KIAA1432|57589	1430.0493
KIAA1462|57608	1631.249	KIAA1462|57608	4889.9623
KIAA1467|57613	2655.2001	KIAA1467|57613	362.4771
KIAA1468|57614	781.2249	KIAA1468|57614	721.4762
KIAA1522|57648	4465.1985	KIAA1522|57648	719.544
KIAA1524|57650	249.2783	KIAA1524|57650	19.7082
KIAA1529|57653	113.1651	KIAA1529|57653	80.3787
KIAA1530|57654	287.4136	KIAA1530|57654	161.1439
KIAA1539|80256	431.4419	KIAA1539|80256	569.9932
KIAA1543|57662	233.403	KIAA1543|57662	10.4338
KIAA1549|57670	431.1204	KIAA1549|57670	137.5712
KIAA1586|57691	239.8328	KIAA1586|57691	222.9736
KIAA1598|57698	2481.2731	KIAA1598|57698	968.4088
KIAA1609|57707	292.5575	KIAA1609|57707	192.8316
KIAA1614|57710	23.276	KIAA1614|57710	74.8952
KIAA1632|57724	1127.4715	KIAA1632|57724	1214.9551
KIAA1644|85352	189.0371	KIAA1644|85352	8.5016
KIAA1671|85379	2448.8024	KIAA1671|85379	1749.7826
KIAA1683|80726	70.4067	KIAA1683|80726	62.6026
KIAA1704|55425	482.2151	KIAA1704|55425	341.6907
KIAA1712|80817	494.1328	KIAA1712|80817	295.8323
KIAA1715|80856	780.5819	KIAA1715|80856	1851.4153
KIAA1731|85459	560.6816	KIAA1731|85459	315.3319
KIAA1737|85457	1547.3397	KIAA1737|85457	1273.6934
KIAA1755|85449	200.9323	KIAA1755|85449	27.436999999999998
KIAA1797|54914	839.7364	KIAA1797|54914	938.6533
KIAA1804|84451	86.1598	KIAA1804|84451	17.7761
KIAA1826|84437	518.2447	KIAA1826|84437	657.3278
KIAA1841|84542	245.6197	KIAA1841|84542	354.3619
KIAA1875|340390	5.4654	removed	removed
KIAA1908|114796	179.7139	KIAA1908|114796	324.2199
KIAA1919|91749	101.5914	KIAA1919|91749	110.1343
KIAA1949|170954	1002.0897	KIAA1949|170954	1184.4266
KIAA1958|158405	56.5825	KIAA1958|158405	36.325
KIAA1967|57805	2381.6107	KIAA1967|57805	1175.1522
KIAA1984|84960	14.4671	removed	removed
KIAA2013|90231	1006.2691	KIAA2013|90231	1026.7607
KIAA2018|205717	858.0614	KIAA2018|205717	2094.0972
KIAA2022|340533	96.76899999999999	KIAA2022|340533	37.0979
KIAA2026|158358	1213.3098	KIAA2026|158358	1008.5982
KIDINS220|57498	2543.964	KIDINS220|57498	3450.1014
KIF11|3832	455.5538	KIF11|3832	71.4907
KIF12|113220	422.4401	KIF12|113220	9.6609
KIF13A|63971	1938.2736	KIF13A|63971	3410.685
KIF13B|23303	2471.6284	KIF13B|23303	1182.108
KIF14|9928	49.5097	KIF14|9928	5.0237
KIF15|56992	91.3036	KIF15|56992	13.5253
KIF16B|55614	1910.6253	KIF16B|55614	1068.4958
KIF17|57576	10.6092	KIF17|57576	68.0128
KIF18A|81930	94.8401	KIF18A|81930	5.7965
KIF18B|146909	65.5843	removed	removed
KIF1A|547	6.1083	removed	removed
KIF1B|23095	1447.6772	KIF1B|23095	2677.6157
KIF1C|10749	1157.6917	KIF1C|10749	5316.5878
KIF20A|10112	204.1472	removed	removed
KIF20B|9585	400.9002	KIF20B|9585	173.5098
KIF21A|55605	475.1648	KIF21A|55605	270.5053
KIF21B|23046	61.7264	KIF21B|23046	56.4197
KIF22|3835	994.0524	KIF22|3835	235.726
KIF23|9493	336.9233	KIF23|9493	31.3013
KIF24|347240	154.316	KIF24|347240	58.7383
removed	removed	KIF25|3834	66.467
KIF26A|26153	51.4387	KIF26A|26153	216.7906
KIF26B|55083	889.2461	removed	removed
KIF27|55582	181.3213	KIF27|55582	98.9276
KIF2A|3796	505.0635	KIF2A|3796	755.0961
KIF2C|11004	117.666	KIF2C|11004	5.4101
KIF3A|11127	583.186	KIF3A|11127	192.8316
KIF3B|9371	2198.3604	KIF3B|9371	2383.9243
KIF3C|3797	438.1932	KIF3C|3797	236.1125
KIF4A|24137	133.0976	KIF4A|24137	5.7965
KIF5B|3799	5271.4998	KIF5B|3799	9592.5031
KIF5C|3800	1482.7198	KIF5C|3800	109.3614
KIF6|221458	33.1136	KIF6|221458	19.7082
KIF7|374654	90.4871	KIF7|374654	138.6687
KIF9|64147	191.7216	KIF9|64147	66.8496
KIFAP3|22920	1516.155	KIFAP3|22920	1032.9437
KIFC1|3833	146.2787	removed	removed
KIFC2|90990	424.4752	KIFC2|90990	59.0281
KIFC3|3801	227.2946	KIFC3|3801	197.0824
KILLIN|100144748	34.7211	KILLIN|100144748	172.7369
KIN|22944	338.8523	KIN|22944	195.9231
KIRREL|55243	315.7049	KIRREL|55243	658.4871
KITLG|4254	2252.0495	KITLG|4254	842.4307
KIT|3815	646.1984	KIT|3815	544.4885
KLB|152831	6.4298	KLB|152831	1171.2878
KLC1|3831	1890.741	KLC1|3831	1778.2205
KLC2|64837	318.5983	KLC2|64837	113.6122
KLC3|147700	48.0276	removed	removed
KLC4|89953	423.1056	KLC4|89953	315.8265
KLF10|7071	2412.1524	KLF10|7071	3120.4715
KLF11|8462	334.9944	KLF11|8462	2462.3708
KLF12|11278	764.1858	KLF12|11278	438.2185
KLF13|51621	1326.4748	KLF13|51621	4232.6345
removed	removed	KLF14|136259	22.7997
KLF15|28999	30.5417	KLF15|28999	718.3847
KLF16|83855	132.7761	KLF16|83855	34.0064
KLF2|10365	486.7385	KLF2|10365	1915.5637
KLF3|51274	1194.9783	KLF3|51274	2879.3006
KLF4|9314	241.1188	KLF4|9314	3693.5562
KLF5|688	359.4277	KLF5|688	115.9308
KLF6|1316	3302.6845	KLF6|1316	6276.8815
KLF7|8609	131.1686	KLF7|8609	202.8789
KLF8|11279	368.751	KLF8|11279	791.4211
KLF9|687	1662.4337	KLF9|687	6170.2251
KLHDC10|23008	1003.3757	KLHDC10|23008	1512.8973
KLHDC1|122773	137.27700000000002	KLHDC1|122773	180.4657
KLHDC2|23588	1083.1056	KLHDC2|23588	1440.2473
KLHDC3|116138	1339.3345	KLHDC3|116138	2024.9251
KLHDC4|54758	125.7033	KLHDC4|54758	122.8867
KLHDC5|57542	1108.5035	KLHDC5|57542	678.9682
KLHDC7A|127707	668.0598	KLHDC7A|127707	16.6168
KLHDC7B|113730	38.579	KLHDC7B|113730	9.2745
KLHDC8A|55220	15.4316	removed	removed
KLHDC8B|200942	348.8185	KLHDC8B|200942	783.306
KLHDC9|126823	193.53799999999998	KLHDC9|126823	34.0064
removed	removed	KLHL10|317719	12.366
KLHL11|55175	117.023	KLHL11|55175	112.4529
KLHL12|59349	1359.267	KLHL12|59349	1014.3947
KLHL13|90293	70.4067	KLHL13|90293	189.7401
removed	removed	KLHL14|57565	20.0947
KLHL15|80311	325.6711	KLHL15|80311	487.6823
KLHL17|339451	82.9449	KLHL17|339451	13.1388
KLHL18|23276	479.0227	KLHL18|23276	447.49300000000005
KLHL20|27252	570.6478	KLHL20|27252	966.8631
KLHL21|9903	598.9391	KLHL21|9903	2355.7144
KLHL22|84861	431.7634	KLHL22|84861	425.8526
KLHL23|151230	126.9892	KLHL23|151230	101.3429
KLHL24|54800	1524.8352	KLHL24|54800	3171.8675
KLHL25|64410	177.1419	KLHL25|64410	93.904
KLHL26|55295	334.3514	KLHL26|55295	203.6518
KLHL28|54813	731.0722	KLHL28|54813	555.3087
KLHL29|114818	91.6251	KLHL29|114818	358.2263
KLHL2|11275	771.9016	KLHL2|11275	654.2363
KLHL30|377007	7.3943	KLHL30|377007	179.3063
KLHL31|401265	48.4456	KLHL31|401265	2383.5224
KLHL32|114792	7.7158	KLHL32|114792	10.0473
removed	removed	KLHL33|123103	9.6609
KLHL35|283212	99.9839	KLHL35|283212	10.0473
KLHL36|79786	80.6944	KLHL36|79786	218.7228
KLHL38|340359	9.0018	removed	removed
KLHL3|26249	130.5256	KLHL3|26249	438.9914
KLHL4|56062	23.1474	KLHL4|56062	17.3896
KLHL5|51088	2577.0776	KLHL5|51088	4212.9263
KLHL6|89857	166.2112	KLHL6|89857	136.0255
KLHL7|55975	637.8396	KLHL7|55975	971.5003
KLHL8|57563	359.1063	KLHL8|57563	643.0297
KLHL9|55958	1833.4673	KLHL9|55958	1499.372
KLK10|5655	168.7832	KLK10|5655	28.9827
KLK11|11012	70.4067	KLK11|11012	20.0947
KLK13|26085	8.3588	removed	removed
KLK1|3816	22.5044	removed	removed
KLK2|3817	6.7513	removed	removed
KLK4|9622	240.4758	removed	removed
KLK5|25818	99.3409	KLK5|25818	24.3455
KLK6|5653	40.1865	removed	removed
KLK7|5650	49.1882	KLK7|5650	13.5253
KLKP1|606293	22.1829	removed	removed
KLRA1|10748	77.801	KLRA1|10748	57.1925
KLRAQ1|129285	586.7224	KLRAQ1|129285	988.89
KLRB1|3820	18.0035	KLRB1|3820	46.7588
removed	removed	KLRC1|3821	5.0237
KLRC2|3822	11.8116	KLRC2|3822	5.0237
KLRC3|3823	9.0854	removed	removed
KLRD1|3824	46.6163	KLRD1|3824	37.8707
removed	removed	KLRF1|51348	23.1862
KLRG1|10219	33.4351	KLRG1|10219	231.8617
KLRG2|346689	56.2611	removed	removed
KLRK1|22914	53.6377	KLRK1|22914	70.7796
KL|9365	21.2185	KL|9365	466.8148
KMO|8564	13.882	KMO|8564	48.2929
KNTC1|9735	575.7145	KNTC1|9735	211.91
KPNA1|3836	2157.5309	KPNA1|3836	2632.0162
KPNA2|3838	1965.9219	KPNA2|3838	618.6842
KPNA3|3839	1359.91	KPNA3|3839	2612.308
KPNA4|3840	2107.0567	KPNA4|3840	3928.5093
KPNA5|3841	70.7282	KPNA5|3841	127.1375
KPNA6|23633	2437.2287	KPNA6|23633	2599.942
KPNB1|3837	8238.8683	KPNB1|3837	4595.498
KPTN|11133	169.1046	KPTN|11133	62.9891
KRAS|3845	2469.3779	KRAS|3845	1064.245
KRBA1|84626	97.0905	KRBA1|84626	76.9008
KRBA2|124751	82.3019	KRBA2|124751	136.4119
KRCC1|51315	845.8447	KRCC1|51315	1357.9364
KREMEN1|83999	230.8311	KREMEN1|83999	809.9701
KRI1|65095	381.8904	KRI1|65095	181.084
KRIT1|889	1011.7344	KRIT1|889	896.9182
KRR1|11103	1191.1236	KRR1|11103	766.0632
KRT10|3858	1583.0252	KRT10|3858	410.3951
KRT13|3860	20.5755	removed	removed
KRT14|3861	990.5160000000001	KRT14|3861	396.8699
KRT15|3866	6818.1964	KRT15|3866	273.5968
KRT16|3868	36.3286	removed	removed
KRT17|3872	918.1804	KRT17|3872	202.4925
KRT18|3875	13993.0783	KRT18|3875	406.9095
KRT19|3880	55443.1763	KRT19|3880	467.2012
KRT1|3848	6.7513	removed	removed
KRT222|125113	249.1561	KRT222|125113	54.4875
KRT23|25984	763.5428	KRT23|25984	66.8534
KRT31|3881	53.6891	removed	removed
KRT32|3882	41.1509	removed	removed
KRT37|8688	32.4482	removed	removed
KRT5|3852	1211.7023	KRT5|3852	437.8321
KRT6A|3853	26.0408	removed	removed
KRT6B|3854	282.9127	KRT6B|3854	13.9117
KRT75|9119	20.254	removed	removed
removed	removed	KRT79|338785	7.7287
KRT7|3855	7438.6755	KRT7|3855	331.1757
KRT80|144501	793.4416	KRT80|144501	15.8439
KRT81|3887	97.412	KRT81|3887	7.3423
KRT86|3892	9.0018	removed	removed
KRT8|3856	17474.8529	KRT8|3856	579.2754
removed	removed	KRTAP13-4|284827	5.0237
KRTCAP2|200185	1174.7308	KRTCAP2|200185	1512.8973
KRTCAP3|200634	122.1669	KRTCAP3|200634	18.5489
KSR1|8844	283.5557	KSR1|8844	583.5185
KSR2|283455	126.6677	KSR2|283455	10.0473
KTELC1|56983	507.9569	KTELC1|56983	358.9991
KTI12|112970	157.2095	KTI12|112970	148.3915
KTN1|3895	7549.9116	KTN1|3895	7338.035
KYNU|8942	72.0141	KYNU|8942	88.1074
removed	removed	KY|339855	8.1152
L1CAM|3897	23.4689	L1CAM|3897	17.0032
L1TD1|54596	44.0444	L1TD1|54596	28.2098
L2HGDH|79944	314.7404	L2HGDH|79944	187.4215
L3MBTL2|83746	545.9315	L3MBTL2|83746	518.2765
L3MBTL3|84456	356.8558	L3MBTL3|84456	307.2167
L3MBTL4|91133	77.801	L3MBTL4|91133	134.4798
L3MBTL|26013	129.8827	L3MBTL|26013	90.0396
LACE1|246269	50.4742	LACE1|246269	97.7683
LACTB2|51110	350.426	LACTB2|51110	352.0433
LACTB|114294	420.1897	LACTB|114294	312.6268
LAD1|3898	274.5539	LAD1|3898	23.1862
LAG3|3902	26.6838	LAG3|3902	6.183
LAGE3|8270	275.1969	LAGE3|8270	112.0665
LAIR1|3903	407.0085	LAIR1|3903	1438.7016
LAMA1|284217	129.2397	LAMA1|284217	46.3723
LAMA2|3908	1203.9801	LAMA2|3908	3703.5919
LAMA3|3909	3660.1833	LAMA3|3909	789.8754
LAMA4|3910	3885.8704	LAMA4|3910	20368.2736
LAMA5|3911	1211.0593	LAMA5|3911	879.1421
LAMB1|3912	7204.951	LAMB1|3912	5069.2687
LAMB2L|22973	9.0018	LAMB2L|22973	14.2981
LAMB2|3913	7222.633000000001	LAMB2|3913	9044.9232
LAMB3|3914	492.5253	LAMB3|3914	825.8139
LAMC1|3915	8314.4189	LAMC1|3915	26108.3953
LAMC2|3918	1781.0641	LAMC2|3918	214.472
LAMC3|10319	33.1136	LAMC3|10319	13.5253
LAMP1|3916	5795.5313	LAMP1|3916	6550.8647
LAMP2|3920	4811.4451	LAMP2|3920	5535.3106
LAMP3|27074	86.1598	LAMP3|27074	14.6846
LANCL1|10314	2102.2344	LANCL1|10314	3427.6881
LANCL2|55915	404.4366	LANCL2|55915	643.0297
LAP3|51056	2560.0386	LAP3|51056	2437.2524
LAPTM4A|9741	7766.2755	LAPTM4A|9741	15075.6449
LAPTM4B|55353	3514.2259999999997	LAPTM4B|55353	961.453
LAPTM5|7805	4589.2943	LAPTM5|7805	2633.562
LARGE|9215	832.0206	LARGE|9215	490.3874
LARP1B|55132	468.0919	LARP1B|55132	448.6523
LARP1|23367	3813.2133	LARP1|23367	5774.5145
LARP4B|23185	1828.3234	LARP4B|23185	1163.1726
LARP4|113251	1965.2789	LARP4|113251	1393.1021
LARP6|55323	170.7121	LARP6|55323	1219.9787
LARP7|51574	1527.4072	LARP7|51574	1054.9705
LARS2|23395	538.1771	LARS2|23395	232.2481
LARS|51520	3178.9101	LARS|51520	2344.5078
LAS1L|81887	813.0526	LAS1L|81887	460.2454
LASP1|3927	9988.4263	LASP1|3927	7098.831
LASS2|29956	7569.2011	LASS2|29956	3991.4984
LASS4|79603	581.9	LASS4|79603	432.42199999999997
LASS5|91012	1002.7327	LASS5|91012	634.5281
LASS6|253782	3352.4835	LASS6|253782	1595.1541
LAT2|7462	232.11700000000002	LAT2|7462	39.8029
LATS1|9113	418.9037	LATS1|9113	750.4589
LATS2|26524	848.4167	LATS2|26524	1630.7603
LAT|27040	59.5242	LAT|27040	16.153
LAX1|54900	39.5435	LAX1|54900	14.6846
LAYN|143903	243.3692	LAYN|143903	78.0601
LBH|81606	1303.6489	LBH|81606	686.3105
removed	removed	LBP|3929	129.8425
LBR|3930	561.3245	LBR|3930	2219.3025
LCA5L|150082	126.0248	LCA5L|150082	35.9386
LCA5|167691	370.68	LCA5|167691	374.0701
LCAT|3931	48.8667	LCAT|3931	107.6766
LCK|3932	68.7992	LCK|3932	26.6641
LCLAT1|253558	437.5502	LCLAT1|253558	261.6172
LCMT1|51451	828.4842	LCMT1|51451	384.1175
LCMT2|9836	471.9498	LCMT2|9836	202.8789
removed	removed	LCN10|414332	17.3896
LCN2|3934	16.3961	removed	removed
LCORL|254251	137.1323	LCORL|254251	167.9992
LCOR|84458	252.6186	LCOR|84458	123.9532
LCP1|3936	2783.4753	LCP1|3936	1592.8896
LCP2|3937	523.067	LCP2|3937	339.6773
LDB1|8861	1580.1318	LDB1|8861	586.9964
LDB2|9079	356.5343	LDB2|9079	2048.1113
LDB3|11155	27.9698	LDB3|11155	77.6737
LDHA|3939	12277.4474	LDHA|3939	14994.4933
LDHB|3945	1845.684	LDHB|3945	17237.3684
LDHD|197257	71.3712	LDHD|197257	187.0351
LDLRAD2|401944	70.3424	LDLRAD2|401944	197.6427
LDLRAD3|143458	3762.7391	LDLRAD3|143458	486.1366
LDLRAP1|26119	739.431	LDLRAP1|26119	555.6951
LDLR|3949	662.9159	LDLR|3949	952.1785
LDOC1L|84247	751.0047	LDOC1L|84247	1238.1412
LDOC1|23641	1031.3454	LDOC1|23641	621.7757
removed	removed	LEAP2|116842	6.183
LEF1|51176	336.6018	LEF1|51176	28.9827
LEFTY1|10637	6.1083	removed	removed
LEFTY2|7044	33.1136	LEFTY2|7044	26.6641
LEKR1|389170	41.7939	LEKR1|389170	15.4574
LEMD2|221496	690.2427	LEMD2|221496	363.2499
LEMD3|23592	793.1201	LEMD3|23592	940.9719
LENG1|79165	102.8774	LENG1|79165	34.0064
LENG8|114823	2071.1108	LENG8|114823	1248.7876
LENG9|94059	117.6049	LENG9|94059	51.9563
LEO1|123169	1067.031	LEO1|123169	263.5494
LEPRE1|64175	1266.9989	LEPRE1|64175	429.7169
LEPREL1|55214	149.4937	LEPREL1|55214	229.9295
LEPREL2|10536	592.8307	LEPREL2|10536	72.2635
LEPROTL1|23484	1098.2157	LEPROTL1|23484	1676.7462
LEPROT|54741	957.3252	LEPROT|54741	2615.1792
LEPR|3953	267.8798	LEPR|3953	8709.7169
removed	removed	LEP|3952	47936.238
LETM1|3954	1583.3467	LETM1|3954	932.4703
LETM2|137994	45.0088	LETM2|137994	13.5253
LETMD1|25875	871.5641	LETMD1|25875	2359.9652
LFNG|3955	469.3779	LFNG|3955	445.9473
removed	removed	LGALS12|85329	1223.8431
LGALS1|3956	5208.1659	LGALS1|3956	15098.4446
LGALS3BP|3959	13851.1493	LGALS3BP|3959	12712.5882
LGALS3|3958	3198.8426	LGALS3|3958	8240.3632
LGALS8|3964	1544.099	LGALS8|3964	1686.7935
LGALS9C|654346	7.0728	LGALS9C|654346	6.5694
LGALS9|3965	939.3988	LGALS9|3965	498.1161
LGI2|55203	66.2273	LGI2|55203	197.4688
LGI4|163175	28.6128	LGI4|163175	334.6537
LGMN|5641	1824.144	LGMN|5641	6609.2165
LGR4|55366	743.9318	LGR4|55366	1906.2892
LGR5|8549	131.1686	LGR5|8549	13.9117
LGR6|59352	52.0817	LGR6|59352	17.7761
LGTN|1939	1117.8267	LGTN|1939	1611.4385
removed	removed	LHCGR|3973	124.8189
LHFPL1|340596	5.4654	removed	removed
LHFPL2|10184	1765.3110000000001	LHFPL2|10184	1277.5577
LHFP|10186	1022.0222	LHFP|10186	4451.3574
LHPP|64077	282.9127	LHPP|64077	460.6318
LHX4|89884	6.4781	removed	removed
LHX6|26468	36.9715	LHX6|26468	801.082
LIAS|11019	200.9323	LIAS|11019	300.6473
LIFR|3977	887.3172	LIFR|3977	6333.3011
LIF|3976	59.1545	LIF|3976	9.6609
LIG1|3978	609.5483	LIG1|3978	45.5995
LIG3|3980	1198.1996	LIG3|3980	202.8789
LIG4|3981	474.5218	LIG4|3981	449.8116
LILRA1|11024	9.0018	removed	removed
LILRA2|11027	67.8348	LILRA2|11027	21.6404
removed	removed	LILRA3|11026	5.0237
LILRA4|23547	14.1456	removed	removed
LILRA5|353514	7.0728	LILRA5|353514	17.3896
LILRA6|79168	37.9489	LILRA6|79168	69.8522
LILRB1|10859	138.2414	LILRB1|10859	38.6436
LILRB2|10288	80.3729	LILRB2|10288	89.6532
LILRB3|11025	37.9232	LILRB3|11025	26.3704
LILRB4|11006	299.3088	LILRB4|11006	158.8252
LILRB5|10990	17.682000000000002	LILRB5|10990	464.8826
LIMA1|51474	4896.9619	LIMA1|51474	5359.4822
LIMCH1|22998	1180.1961	LIMCH1|22998	9567.3848
LIMD1|8994	867.8508	LIMD1|8994	739.6348
LIMD2|80774	154.6536	LIMD2|80774	61.9805
LIME1|54923	26.2723	LIME1|54923	8.092
LIMK1|3984	778.01	LIMK1|3984	251.9563
LIMK2|3985	1004.0186	LIMK2|3985	621.7757
LIMS1|3987	452.0174	LIMS1|3987	924.3551
LIMS2|55679	488.6674	LIMS2|55679	1964.6411
LIMS3-LOC440895|100271835	12.9883	LIMS3-LOC440895|100271835	18.3287
LIMS3|96626	7.9087	LIMS3|96626	18.7692
LIN37|55957	115.5409	LIN37|55957	90.314
LIN52|91750	162.6748	LIN52|91750	285.5763
LIN54|132660	460.3761	LIN54|132660	389.914
LIN7A|8825	281.3053	LIN7A|8825	76.9008
LIN7B|64130	24.4334	LIN7B|64130	17.3896
LIN7C|55327	882.4948	LIN7C|55327	1027.5336
LIN9|286826	136.3125	LIN9|286826	107.8157
LINGO1|84894	65.9058	LINGO1|84894	40.5758
LINGO4|339398	7.0728	removed	removed
LINS1|55180	338.8523	LINS1|55180	235.726
LIPA|3988	2230.8311	LIPA|3988	4998.5509
LIPC|3990	8.0373	LIPC|3990	11.9795
LIPE|3991	117.3445	LIPE|3991	22570.4183
LIPG|9388	30.2202	removed	removed
LIPH|200879	169.1046	LIPH|200879	14.2981
LIPT1|51601	116.38	LIPT1|51601	169.9275
LIPT2|387787	20.254	LIPT2|387787	20.8675
LITAF|9516	3132.2938	LITAF|9516	6867.3558
LIX1L|128077	534.9622	LIX1L|128077	1158.149
LLGL1|3996	369.7155	LLGL1|3996	382.5717
LLGL2|3993	1301.077	LLGL2|3993	35.5521
LLPH|84298	716.1132	LLPH|84298	585.4082
LMAN1|3998	4093.8756	LMAN1|3998	4264.7087
LMAN2L|81562	807.2657	LMAN2L|81562	874.5049
LMAN2|10960	1706.1566	LMAN2|10960	994.3001
LMBR1L|55716	364.5716	LMBR1L|55716	254.6614
LMBR1|64327	1049.0275	LMBR1|64327	1176.3115
LMBRD1|55788	875.422	LMBRD1|55788	2788.1364
LMBRD2|92255	313.1329	LMBRD2|92255	353.9755
LMCD1|29995	1689.1175	LMCD1|29995	2706.212
LMF1|64788	236.2964	LMF1|64788	177.7606
LMF2|91289	547.1789	LMF2|91289	919.7179
LMLN|89782	581.5785	LMLN|89782	230.7023
LMNA|4000	3945.9894	LMNA|4000	2874.3117
LMNB1|4001	611.7987	LMNB1|4001	49.8503
LMNB2|84823	392.2199	LMNB2|84823	166.9404
LMO2|4005	227.6161	LMO2|4005	616.752
LMO3|55885	425.9765	LMO3|55885	2611.9216
LMO4|8543	1055.7788	LMO4|8543	1623.0316
LMO7|4008	1201.7361	LMO7|4008	241.5226
LMOD1|25802	739.1095	LMOD1|25802	2845.7154
removed	removed	LMOD2|442721	6.5694
LMOD3|56203	28.9343	removed	removed
LMTK2|22853	267.1596	LMTK2|22853	290.9864
LMTK3|114783	225.6872	removed	removed
removed	removed	LMX1A|4009	18.1625
LMX1B|4010	1883.62	LMX1B|4010	44.4402
LNP1|348801	49.5226	LNP1|348801	107.4292
LNPEP|4012	317.8524	LNPEP|4012	1596.2322
LNX1|84708	331.7795	LNX1|84708	503.1398
LNX2|222484	1140.3311	LNX2|222484	419.2832
LOC100009676|100009676	72.8597	LOC100009676|100009676	90.94
LOC100101266|100101266	6.1083	removed	removed
LOC100125556|100125556	75.5506	LOC100125556|100125556	15.2024
LOC100126784|100126784	44.7099	LOC100126784|100126784	7.3191
removed	removed	LOC100128164|100128164	37.8707
LOC100128191|100128191	30.1109	LOC100128191|100128191	9.3827
LOC100128239|100128239	7.7158	removed	removed
LOC100128288|100128288	41.7939	LOC100128288|100128288	59.5112
LOC100128292|100128292	19.611	LOC100128292|100128292	5.7965
LOC100128640|100128640	24.1119	LOC100128640|100128640	36.7114
LOC100128788|100128788	39.8714	LOC100128788|100128788	5.4101
LOC100128822|100128822	125.0603	LOC100128822|100128822	187.8079
LOC100128842|100128842	27.3268	LOC100128842|100128842	12.7524
LOC100128977|100128977	27.3268	removed	removed
LOC100129034|100129034	2193.2969	LOC100129034|100129034	2552.5379
LOC100129387|100129387	101.0256	LOC100129387|100129387	64.8285
LOC100129534|100129534	49.1882	LOC100129534|100129534	15.4574
LOC100129550|100129550	205.4332	LOC100129550|100129550	398.0292
LOC100129637|100129637	82.9449	LOC100129637|100129637	124.4324
LOC100129716|100129716	13.5027	LOC100129716|100129716	5.0237
LOC100130015|100130015	14.1617	LOC100130015|100130015	8.7721
LOC100130093|100130093	49.992	LOC100130093|100130093	12.5514
LOC100130148|100130148	57.8685	removed	removed
LOC100130331|100130331	5.7869	removed	removed
LOC100130522|100130522	14.4671	removed	removed
LOC100130557|100130557	30.4806	LOC100130557|100130557	6.2487
LOC100130581|100130581	129.5612	LOC100130581|100130581	85.7888
LOC100130691|100130691	8.5356	LOC100130691|100130691	21.1265
LOC100130776|100130776	312.1942	LOC100130776|100130776	89.3247
LOC100130872|100130872	45.6518	LOC100130872|100130872	27.0505
LOC100130932|100130932	56.903999999999996	LOC100130932|100130932	42.1215
LOC100130987|100130987	5.4654	removed	removed
LOC100131193|100131193	37.293	LOC100131193|100131193	13.6992
LOC100131434|100131434	57.3606	LOC100131434|100131434	37.7509
removed	removed	LOC100131496|100131496	6.9558
LOC100131691|100131691	34.5379	LOC100131691|100131691	10.314
LOC100132111|100132111	5.3432	LOC100132111|100132111	13.9117
LOC100132215|100132215	8.3652	LOC100132215|100132215	30.5516
LOC100132247|100132247	182.2858	LOC100132247|100132247	112.0665
LOC100132287|100132287	148.8507	LOC100132287|100132287	131.3883
LOC100132288|100132288	74.5861	LOC100132288|100132288	189.7401
LOC100132707|100132707	93.6184	LOC100132707|100132707	146.2197
LOC100132724|100132724	5.1439	removed	removed
LOC100132832|100132832	11.9113	removed	removed
LOC100133161|100133161	12.9047	LOC100133161|100133161	7.7287
LOC100133331|100133331	100.3054	LOC100133331|100133331	54.6575
removed	removed	LOC100133920|100133920	5.4101
removed	removed	LOC100133985|100133985	12.7524
LOC100133991|100133991	28.6128	LOC100133991|100133991	5.7965
LOC100134229|100134229	68.1562	LOC100134229|100134229	146.8457
LOC100134259|100134259	10.6092	LOC100134259|100134259	20.0947
LOC100134713|100134713	18.6594	LOC100134713|100134713	7.7326
removed	removed	LOC100134868|100134868	5.0237
LOC100170939|100170939	37.7206	LOC100170939|100170939	11.2066
LOC100188947|100188947	26.0408	removed	removed
LOC100188949|100188949	6.7513	LOC100188949|100188949	5.4101
