gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
IKBKAP|8518	1416.4925	IKBKAP|8518	1011.3033
IKBKB|3551	1760.1672	IKBKB|3551	772.0993
IKBKE|9641	212.8275	IKBKE|9641	56.0332
IKBKG|8517	228.9021	IKBKG|8517	205.1976
IKZF1|10320	306.3816	IKZF1|10320	230.3159
IKZF2|22807	364.8931	IKZF2|22807	207.1297
IKZF3|22806	16.7176	IKZF3|22806	6.5694
IKZF4|64375	424.6906	IKZF4|64375	425.4661
IKZF5|64376	989.873	IKZF5|64376	949.4735
IK|3550	2171.0336	IK|3550	1792.6770000000001
IL10RA|3587	380.0032	IL10RA|3587	769.0078
IL10RB|3588	896.5889999999999	IL10RB|3588	969.0426
IL10|3586	12.2167	IL10|3586	30.142
IL11RA|3590	121.5239	IL11RA|3590	253.5021
IL11|3589	17.682000000000002	removed	removed
IL12RB1|3594	20.897	IL12RB1|3594	9.2745
removed	removed	IL12RB2|3595	78.0601
IL13RA1|3597	3850.8278	IL13RA1|3597	5233.8904
IL13RA2|3598	13.5027	removed	removed
IL15RA|3601	145.6357	IL15RA|3601	372.9108
IL15|3600	59.1545	IL15|3600	61.0569
IL16|3603	516.6372	IL16|3603	905.8062
IL17B|27190	5.7869	removed	removed
IL17D|53342	31.5351	IL17D|53342	40.6338
IL17RA|23765	239.8328	IL17RA|23765	410.3951
IL17RB|55540	153.3516	IL17RB|55540	49.8503
IL17RC|84818	624.6584	IL17RC|84818	219.1093
IL17RD|54756	430.4774	IL17RD|54756	476.0893
IL17RE|132014	377.1098	IL17RE|132014	612.5012
IL18BP|10068	150.516	IL18BP|10068	170.3063
IL18R1|8809	71.3712	IL18R1|8809	87.3346
IL18RAP|8807	5.7869	IL18RAP|8807	12.7524
IL18|3606	170.0691	IL18|3606	98.9276
IL1B|3553	120.5594	IL1B|3553	44.0537
IL1R1|3554	2681.5624	IL1R1|3554	5593.6624
removed	removed	IL1R2|7850	9.6609
IL1RAPL1|11141	5.7869	removed	removed
IL1RAP|3556	227.9376	IL1RAP|3556	176.9877
IL1RL1|9173	31.8277	IL1RL1|9173	13.9117
IL1RL2|8808	19.2895	removed	removed
IL1RN|3557	103.1988	IL1RN|3557	51.396
IL20RA|53832	180.9998	IL20RA|53832	126.751
IL20RB|53833	5.1439	IL20RB|53833	41.3487
IL20|50604	396.0778	removed	removed
IL21R|50615	77.0616	removed	removed
IL22RA1|58985	6.4298	removed	removed
IL23A|51561	7.3943	removed	removed
IL24|11009	32.5125	removed	removed
IL27RA|9466	168.7832	IL27RA|9466	156.5066
IL28RA|163702	60.119	IL28RA|163702	9.2745
IL2RA|3559	17.682000000000002	IL2RA|3559	77.2872
IL2RB|3560	168.4617	IL2RB|3560	90.426
IL2RG|3561	279.6978	IL2RG|3561	106.2699
IL32|9235	708.2463	IL32|9235	585.0642
IL33|90865	74.5861	IL33|90865	1712.2983
IL34|146433	49.5097	IL34|146433	50.2367
IL3RA|3563	69.7637	IL3RA|3563	224.9058
IL4I1|259307	46.641999999999996	IL4I1|259307	7.9219
IL4R|3566	813.0526	IL4R|3566	309.9217
IL6R|3570	54.0106	IL6R|3570	382.1853
IL6ST|3572	3212.9883	IL6ST|3572	8183.5571
removed	removed	IL6|3569	144.1407
IL7R|3575	86.1598	IL7R|3575	45.213
IL7|3574	35.3641	IL7|3574	11.9795
IL8|3576	11.5737	IL8|3576	157.2795
IL9R|3581	5.4654	removed	removed
ILDR1|286676	294.8079	ILDR1|286676	10.0473
ILF2|3608	3288.8603	ILF2|3608	2349.145
ILF3|3609	3253.4962	ILF3|3609	2419.0899
ILKAP|80895	319.8843	ILKAP|80895	235.3396
ILK|3611	2479.0227	ILK|3611	3425.756
ILVBL|10994	539.4631	ILVBL|10994	649.9855
IMMP1L|196294	90.9532	IMMP1L|196294	62.9929
IMMP2L|83943	176.49900000000002	IMMP2L|83943	321.9013
IMMT|10989	1692.0109	IMMT|10989	2049.657
IMP3|55272	881.5303	IMP3|55272	765.1435
IMP4|92856	405.0796	IMP4|92856	371.3651
IMPA1|3612	351.3905	IMPA1|3612	366.7279
IMPA2|3613	62.0479	IMPA2|3613	532.1225
IMPACT|55364	1294.3257	IMPACT|55364	1806.2023
IMPAD1|54928	3686.5456	IMPAD1|54928	11960.5835
IMPDH1|3614	756.47	IMPDH1|3614	1405.8545
IMPDH2|3615	2578.0421	IMPDH2|3615	1997.8746
IMPG1|3617	9.3233	removed	removed
INADL|10207	3726.0891	INADL|10207	828.9054
INCA1|388324	16.3961	INCA1|388324	16.6168
INCENP|3619	234.3675	INCENP|3619	147.2322
INE1|8552	22.5044	INE1|8552	11.9795
INF2|64423	889.2461	INF2|64423	3011.11
ING1|3621	413.2519	ING1|3621	301.0028
ING2|3622	434.9783	ING2|3622	238.8175
ING3|54556	251.085	ING3|54556	344.70099999999996
ING4|51147	796.0135	ING4|51147	454.4488
ING5|84289	209.9341	ING5|84289	230.7023
INHA|3623	7.0728	removed	removed
INHBA|3624	752.9336	INHBA|3624	6.183
INHBB|3625	311.204	INHBB|3625	1813.931
INMT|11185	79.7299	INMT|11185	867.3519
INO80B|83444	66.3173	INO80B|83444	52.8645
INO80C|125476	147.2432	INO80C|125476	204.0383
INO80D|54891	708.4167	INO80D|54891	916.6419
INO80E|283899	520.4469	INO80E|283899	344.9947
INO80|54617	809.1947	INO80|54617	871.7998
INPP1|3628	190.3231	INPP1|3628	340.4502
INPP4A|3631	589.9373	INPP4A|3631	658.8735
INPP4B|8821	1061.2442	INPP4B|8821	172.7369
INPP5A|3632	556.8237	INPP5A|3632	960.2937
INPP5B|3633	389.3265	INPP5B|3633	538.3055
INPP5D|3635	403.7936	INPP5D|3635	532.1225
INPP5E|56623	172.9625	INPP5E|56623	190.513
INPP5F|22876	783.7968	INPP5F|22876	467.9741
INPP5J|27124	290.95	INPP5J|27124	30.9149
INPP5K|51763	600.225	INPP5K|51763	2339.0977
INPPL1|3636	1598.4568	INPPL1|3636	1032.1708
removed	removed	INS-IGF2|723961	18.719
INSIG1|3638	950.6510000000001	INSIG1|3638	2035.3589
INSIG2|51141	634.6247	INSIG2|51141	626.0265
INSM1|3642	21.8614	removed	removed
INSRR|3645	5.1439	removed	removed
INSR|3643	2511.8148	INSR|3643	3059.801
INTS10|55174	1149.6544	INTS10|55174	1495.1212
INTS12|57117	644.5909	INTS12|57117	411.9409
INTS1|26173	1048.063	INTS1|26173	941.7448
INTS2|57508	851.9531	INTS2|57508	514.7329
INTS3|65123	1886.1919	INTS3|65123	1604.8691
INTS4L1|285905	8.0373	INTS4L1|285905	21.6404
INTS4L2|644619	17.3606	INTS4L2|644619	10.0473
INTS4|92105	775.9267	INTS4|92105	598.064
INTS5|80789	635.2676	INTS5|80789	362.4771
INTS6|26512	1098.2157	INTS6|26512	855.1831
INTS7|25896	698.923	INTS7|25896	384.8903
INTS8|55656	922.9545	INTS8|55656	681.1709
INTS9|55756	640.7330000000001	INTS9|55756	390.6869
INTU|27152	303.4882	INTU|27152	160.7574
INVS|27130	265.2307	INVS|27130	391.8462
IP6K1|9807	1145.1535	IP6K1|9807	1156.6032
IP6K2|51447	1671.757	IP6K2|51447	858.2746
IPCEF1|26034	48.2238	IPCEF1|26034	19.3218
IPMK|253430	69.1207	IPMK|253430	72.2635
IPO11|51194	776.081	IPO11|51194	1170.1671
IPO13|9670	781.2249	IPO13|9670	686.3105
IPO4|79711	1177.3734	IPO4|79711	285.6458
IPO5|3843	3073.1394	IPO5|3843	8015.071
IPO7|10527	4441.4081	IPO7|10527	5116.0274
IPO8|10526	2059.7975	IPO8|10526	2188.0012
IPO9|55705	2027.0053	IPO9|55705	1888.8996
IPPK|64768	879.9904	IPPK|64768	210.4956
IPP|3652	313.4544	IPP|3652	478.0214
IPW|3653	261.5689	IPW|3653	303.3021
IQCA1|79781	294.4864	IQCA1|79781	9.2745
IQCB1|9657	385.4686	IQCB1|9657	318.8098
IQCC|55721	123.1313	IQCC|55721	35.9386
IQCD|115811	35.0426	IQCD|115811	6.5694
IQCE|23288	483.2021	IQCE|23288	367.8872
IQCG|84223	421.1542	IQCG|84223	331.5622
IQCH|64799	118.6304	IQCH|64799	22.0269
IQCK|124152	567.7544	IQCK|124152	315.7183
IQGAP1|8826	10492.5253	IQGAP1|8826	10355.328000000001
IQGAP2|10788	2753.8981	IQGAP2|10788	857.8881
IQGAP3|128239	178.4279	IQGAP3|128239	15.071
IQSEC1|9922	1464.3948	IQSEC1|9922	3641.0009
IQSEC2|23096	429.8344	IQSEC2|23096	455.6082
IQSEC3|440073	10.2877	IQSEC3|440073	148.005
IQUB|154865	49.1882	IQUB|154865	5.4101
IRAK1BP1|134728	48.4681	IRAK1BP1|134728	28.8359
IRAK1|3654	1119.4342	IRAK1|3654	930.9245
IRAK2|3656	40.1865	IRAK2|3656	165.0082
IRAK3|11213	213.149	IRAK3|11213	1409.3324
IRAK4|51135	678.669	IRAK4|51135	488.8417
IREB2|3658	1725.7676	IREB2|3658	2001.3525
IRF1|3659	921.3599	IRF1|3659	509.2609
IRF2BP1|26145	497.0262	IRF2BP1|26145	177.7606
IRF2BP2|359948	4338.2093	IRF2BP2|359948	3473.2876
IRF2|3660	1128.1145	IRF2|3660	871.4134
IRF3|3661	470.4742	IRF3|3661	213.4248
IRF4|3662	77.158	IRF4|3662	73.8093
IRF5|3663	179.3924	IRF5|3663	98.1548
IRF6|3664	1024.5941	IRF6|3664	78.4465
IRF7|3665	414.0813	IRF7|3665	48.3045
IRF8|3394	179.7139	IRF8|3394	314.559
IRF9|10379	1695.1583	IRF9|10379	545.2613
IRGQ|126298	856.4539	IRGQ|126298	610.9555
IRS1|3667	2054.3321	IRS1|3667	1223.8431
IRS2|8660	624.0154	IRS2|8660	4510.0956
IRX1|79192	56.5825	IRX1|79192	34.0064
IRX2|153572	1233.2422	IRX2|153572	178.5335
IRX3|79191	857.7399	IRX3|79191	66.467
IRX4|50805	20.897	removed	removed
IRX5|10265	826.2337	IRX5|10265	94.6768
removed	removed	IRX6|79190	469.1334
ISCA1P1|389293	75.872	ISCA1P1|389293	145.6864
ISCA1|81689	1069.8537	ISCA1|81689	1838.2765
ISCA2|122961	319.2413	ISCA2|122961	267.4138
ISCU|23479	1342.8709	ISCU|23479	2878.9489
ISG15|9636	758.3989999999999	ISG15|9636	67.2399
ISG20L2|81875	863.2053	ISG20L2|81875	397.2563
ISG20|3669	122.8098	ISG20|3669	42.1215
ISL1|3670	20.5755	removed	removed
ISLR2|57611	19.2895	ISLR2|57611	78.4465
ISLR|3671	3314.5796	ISLR|3671	2326.3453
ISM1|140862	470.9854	ISM1|140862	414.6459
ISOC1|51015	469.3779	ISOC1|51015	1649.6957
ISOC2|79763	588.6513	ISOC2|79763	267.4138
ISPD|729920	50.7957	ISPD|729920	67.6263
ISY1|57461	622.7295	ISY1|57461	480.3401
ISYNA1|51477	809.5162	ISYNA1|51477	142.2085
ITCH|83737	1696.1903	ITCH|83737	2471.6453
ITFG1|81533	932.0045	ITFG1|81533	1432.5186
ITFG2|55846	462.6266	ITFG2|55846	500.4347
ITFG3|83986	2120.0	ITFG3|83986	2503.534
ITGA10|8515	128.9182	ITGA10|8515	22.7997
ITGA11|22801	3900.9805	ITGA11|22801	215.6313
ITGA1|3672	1511.9788	ITGA1|3672	6246.1443
removed	removed	ITGA2B|3674	6.5694
ITGA2|3673	1855.6502	ITGA2|3673	232.6345
ITGA3|3675	2534.6407	ITGA3|3675	384.5039
ITGA4|3676	493.0236	ITGA4|3676	144.0904
ITGA5|3678	2237.5824	ITGA5|3678	1481.596
ITGA6|3655	2287.4136	ITGA6|3655	5271.3747
ITGA7|3679	76.8365	ITGA7|3679	7172.6403
ITGA8|8516	145.9572	ITGA8|8516	105.1106
ITGA9|3680	106.7353	ITGA9|3680	349.7247
ITGAD|3681	6.7513	removed	removed
ITGAE|3682	184.8577	ITGAE|3682	492.70599999999996
ITGAL|3683	358.7848	ITGAL|3683	100.4734
ITGAM|3684	333.7084	ITGAM|3684	326.1521
ITGAV|3685	8175.5345	ITGAV|3685	6500.2415
ITGAX|3687	502.8131	ITGAX|3687	49.4638
ITGB1BP1|9270	831.0561	ITGB1BP1|9270	7665.7328
ITGB1|3688	18041.4724	ITGB1|3688	73856.0526
ITGB2|3689	1123.9351	ITGB2|3689	585.868
ITGB3BP|23421	289.664	ITGB3BP|23421	111.68
ITGB3|3690	201.2538	ITGB3|3690	251.1835
ITGB4|3691	1749.2365	ITGB4|3691	532.5089
ITGB5|3693	7078.2832	ITGB5|3693	8055.2604
ITGB6|3694	1706.4781	ITGB6|3694	184.7165
ITGB7|3695	57.547	ITGB7|3695	39.4165
ITGB8|3696	525.639	ITGB8|3696	118.6359
ITGBL1|9358	3476.29	ITGBL1|9358	245.7734
ITIH3|3699	7.0728	ITIH3|3699	12.366
ITIH4|3700	49.0982	ITIH4|3700	23.5726
ITIH5L|347365	286.7706	ITIH5L|347365	7.7287
ITIH5|80760	215.7209	ITIH5|80760	22037.6775
ITK|3702	68.7992	ITK|3702	33.6199
ITM2A|9452	265.2307	ITM2A|9452	2707.7577
ITM2B|9445	15456.3575	ITM2B|9445	26433.0016
ITM2C|81618	932.0045	ITM2C|81618	535.6004
ITPA|3704	448.481	ITPA|3704	207.9026
ITPK1|3705	1054.8143	ITPK1|3705	4355.5212
ITPKB|3707	621.4435	ITPKB|3707	1584.0015
ITPKC|80271	924.9317	ITPKC|80271	485.7502
ITPR1|3708	977.3348	ITPR1|3708	1400.8308
ITPR2|3709	3524.1923	ITPR2|3709	2891.7013
ITPR3|3710	1731.2072	ITPR3|3710	273.7707
ITPRIPL1|150771	13.8241	ITPRIPL1|150771	56.4197
ITPRIPL2|162073	3326.4748	ITPRIPL2|162073	3809.8734
ITPRIP|85450	541.3921	ITPRIP|85450	585.8371
ITSN1|6453	1194.9847	ITSN1|6453	13002.4152
ITSN2|50618	951.937	ITSN2|50618	1961.1632
IVD|3712	1817.0712	IVD|3712	1270.9883
IVNS1ABP|10625	2579.0066	IVNS1ABP|10625	1863.3948
IWS1|55677	1197.8782	IWS1|55677	865.6168
JAG1|182	1696.5118	JAG1|182	1967.3462
JAG2|3714	260.4083	JAG2|3714	488.8417
JAGN1|84522	748.4327	JAGN1|84522	1026.3743
JAK1|3716	4822.0543	JAK1|3716	12610.569
JAK2|3717	964.4752	JAK2|3717	1724.2778
JAK3|3718	97.7335	JAK3|3718	56.8061
JAKMIP2|9832	11.5737	removed	removed
JAKMIP3|282973	47.2593	JAKMIP3|282973	30.9149
JAM2|58494	199.6464	JAM2|58494	825.0411
JAM3|83700	1103.3596	JAM3|83700	796.8312
JARID2|3720	698.923	JARID2|3720	266.2545
JAZF1|221895	682.2054	JAZF1|221895	1369.5295
JDP2|122953	388.6835	JDP2|122953	503.9127
JHDM1D|80853	674.1681	JHDM1D|80853	1412.4239
JKAMP|51528	1269.5708	JKAMP|51528	1149.6474
JMJD1C|221037	2312.0334	JMJD1C|221037	2312.337
JMJD4|65094	352.0977	JMJD4|65094	203.9455
JMJD5|79831	120.5594	JMJD5|79831	44.0537
JMJD6|23210	508.5999	JMJD6|23210	328.0842
JMJD7-PLA2G4B|8681	212.1845	JMJD7-PLA2G4B|8681	171.1912
JMJD8|339123	1392.7504	JMJD8|339123	1017.7297
JMY|133746	849.7026	JMY|133746	1030.2386
JOSD1|9929	1113.3258	JOSD1|9929	1400.8308
JOSD2|126119	202.2183	JOSD2|126119	76.1279
JPH1|56704	61.7264	JPH1|56704	29.7556
JPH2|57158	35.6856	JPH2|57158	385.2768
JPH3|57338	22.1829	removed	removed
JPH4|84502	7.7158	JPH4|84502	9.2745
JRKL|8690	484.48800000000006	JRKL|8690	506.6177
JRK|8629	243.3692	JRK|8629	448.2659
JTB|10899	2489.6319	JTB|10899	1800.0193
JUB|84962	642.3405	JUB|84962	210.2212
JUNB|3726	2336.9233	JUNB|3726	2080.5719
JUND|3727	2043.7229	JUND|3727	2347.9857
JUN|3725	3226.4909	JUN|3725	6998.7441
JUP|3728	10255.9074	JUP|3728	2525.3599
KAL1|3730	649.0918	KAL1|3730	657.7142
KALRN|8997	125.0603	KALRN|8997	1067.3365
KANK1|23189	780.2604	KANK1|23189	6307.7963
KANK2|25959	2132.1331	KANK2|25959	4562.651
KANK3|256949	35.3641	KANK3|256949	364.0228
KANK4|163782	407.33	KANK4|163782	1917.1095
KARS|3735	1819.3217	KARS|3735	3043.9571
KAT2A|2648	1200.7716	KAT2A|2648	266.2545
KAT2B|8850	347.2111	KAT2B|8850	2250.2174
KAT5|10524	737.9585	KAT5|10524	631.6105
KATNA1|11104	235.6534	KATNA1|11104	386.8225
KATNAL1|84056	499.5981	KATNAL1|84056	1609.1199
KATNAL2|83473	42.4369	KATNAL2|83473	172.7369
KATNB1|10300	225.3657	KATNB1|10300	172.7369
KAZALD1|81621	35.6502	KAZALD1|81621	60.199
KAZ|23254	713.8627	KAZ|23254	964.4131
KBTBD10|10324	42.8548	KBTBD10|10324	19.631
KBTBD11|9920	117.666	KBTBD11|9920	346.6332
KBTBD2|25948	743.6104	KBTBD2|25948	931.311
KBTBD3|143879	169.1046	KBTBD3|143879	207.1297
KBTBD4|55709	522.1122	KBTBD4|55709	381.2385
KBTBD6|89890	501.5271	KBTBD6|89890	439.7643
KBTBD7|84078	238.5469	KBTBD7|84078	238.4311
KBTBD8|84541	53.3676	KBTBD8|84541	25.1183
KCMF1|56888	1001.4467	KCMF1|56888	2145.8796
KCNA1|3736	32.1492	KCNA1|3736	22.4133
removed	removed	KCNA2|3737	79.9923
KCNA3|3738	23.1474	KCNA3|3738	13.5253
removed	removed	KCNA4|3739	37.4843
removed	removed	KCNA5|3741	14.2981
KCNA6|3742	46.9378	KCNA6|3742	115.5444
KCNAB1|7881	83.5878	KCNAB1|7881	496.5704
KCNAB2|8514	121.5239	KCNAB2|8514	143.3678
KCNAB3|9196	8.6803	removed	removed
removed	removed	KCNB1|3745	699.4493
KCNB2|9312	8.6803	removed	removed
removed	removed	KCNC2|3747	34.7792
KCNC3|3748	831.0561	KCNC3|3748	34.0064
KCNC4|3749	57.2255	KCNC4|3749	210.2212
KCND1|3750	43.7229	KCND1|3750	102.4056
KCND2|3751	375.1808	KCND2|3751	331.1757
KCND3|3752	63.6554	KCND3|3752	131.3883
removed	removed	KCNE1L|23630	27.8234
KCNE1|3753	10.9307	KCNE1|3753	31.6878
KCNE2|9992	8.6803	KCNE2|9992	20.4811
KCNE3|10008	150.4581	KCNE3|10008	642.6432
KCNE4|23704	241.7618	KCNE4|23704	166.1675
KCNF1|3754	158.4954	removed	removed
KCNH1|3756	220.8648	KCNH1|3756	8.888
KCNH2|3757	7.7158	removed	removed
removed	removed	KCNH4|23415	9.2745
KCNH8|131096	11.5737	removed	removed
KCNIP1|30820	8.3588	removed	removed
KCNIP2|30819	9.9662	KCNIP2|30819	11363.5398
KCNIP3|30818	32.1492	KCNIP3|30818	18.5489
KCNIP4|80333	39.865	KCNIP4|80333	26.6641
KCNJ10|3766	8.3588	removed	removed
KCNJ11|3767	249.7991	KCNJ11|3767	57.9654
KCNJ12|3768	35.3641	KCNJ12|3768	46.7588
KCNJ14|3770	37.6145	KCNJ14|3770	10.8202
KCNJ15|3772	77.158	KCNJ15|3772	32.4606
KCNJ16|3773	9.0018	KCNJ16|3773	8.888
removed	removed	KCNJ1|3758	5.0237
KCNJ2|3759	153.0301	KCNJ2|3759	205.9704
KCNJ3|3760	100.6269	removed	removed
KCNJ5|3762	49.8312	KCNJ5|3762	145.3
KCNJ8|3764	151.4226	KCNJ8|3764	1386.9191
KCNK13|56659	27.3268	removed	removed
KCNK15|60598	445.909	KCNK15|60598	7.3423
KCNK17|89822	8.0373	removed	removed
KCNK1|3775	258.1579	KCNK1|3775	11.9795
KCNK2|3776	20.254	KCNK2|3776	20.8675
removed	removed	KCNK3|3777	60.284
KCNK5|8645	38.9005	KCNK5|8645	12.7524
KCNK6|9424	554.5732	KCNK6|9424	137.9577
KCNMA1|3778	1738.6272	KCNMA1|3778	341.6095
KCNMB1|3779	112.2006	KCNMB1|3779	53.7146
removed	removed	KCNMB2|10242	18.5489
KCNMB3|27094	105.4493	KCNMB3|27094	50.6231
KCNMB4|27345	99.6624	KCNMB4|27345	88.1074
KCNN2|3781	18.0035	removed	removed
KCNN3|3782	21.2185	KCNN3|3782	16.6168
KCNN4|3783	84.5523	KCNN4|3783	11.9795
KCNQ1OT1|10984	332.7439	KCNQ1OT1|10984	285.9627
KCNQ1|3784	66.5488	KCNQ1|3784	115.9308
KCNQ3|3786	13.1812	KCNQ3|3786	7.3423
removed	removed	KCNQ4|9132	15.071
KCNQ5|56479	101.5914	KCNQ5|56479	5.7965
KCNRG|283518	9.5354	KCNRG|283518	14.2286
removed	removed	KCNS1|3787	7.3423
KCNS2|3788	13.1812	KCNS2|3788	23.5726
KCNS3|3790	474.5218	KCNS3|3790	125.9782
KCNT2|343450	19.9325	KCNT2|343450	47.5316
removed	removed	KCP|375616	6.9636
KCTD10|83892	1464.7163	KCTD10|83892	2522.6548
KCTD11|147040	329.8505	KCTD11|147040	368.2736
KCTD12|115207	2506.028	KCTD12|115207	10777.3162
KCTD13|253980	322.7777	KCTD13|253980	75.355
KCTD14|65987	75.5506	KCTD14|65987	73.4229
KCTD15|79047	741.3599	KCTD15|79047	236.4989
KCTD16|57528	12.5382	KCTD16|57528	57.9654
KCTD17|79734	49.8312	KCTD17|79734	26.6641
KCTD18|130535	390.291	KCTD18|130535	645.3483
KCTD1|284252	542.035	KCTD1|284252	248.8648
KCTD20|222658	2054.0106	KCTD20|222658	4839.7256
KCTD21|283219	529.8184	KCTD21|283219	538.6919
KCTD2|23510	1257.0326	KCTD2|23510	1435.9965
KCTD3|51133	5434.1746	KCTD3|51133	1891.2182
KCTD5|54442	620.8005	KCTD5|54442	259.6851
KCTD6|200845	712.7471	KCTD6|200845	249.2513
KCTD7|154881	491.8148	KCTD7|154881	487.6823
removed	removed	KCTD8|386617	10.8202
KCTD9|54793	949.0436	KCTD9|54793	1193.3147
KDELC1|79070	371.3229	KDELC1|79070	113.6122
KDELC2|143888	1522.9063	KDELC2|143888	2046.1791
KDELR1|10945	4298.0228	KDELR1|10945	3641.7737
KDELR2|11014	6188.0727	KDELR2|11014	7239.4938
KDELR3|11015	881.8518	KDELR3|11015	1336.6824
KDM1A|23028	2080.0514	KDM1A|23028	1005.1203
KDM1B|221656	601.8325	KDM1B|221656	511.255
KDM2A|22992	3065.1021	KDM2A|22992	2491.7399
KDM2B|84678	634.1585	KDM2B|84678	347.43699999999995
KDM3A|55818	1448.9632	KDM3A|55818	1085.499
KDM3B|51780	3157.0487	KDM3B|51780	2974.785
KDM4A|9682	1639.6078	KDM4A|9682	934.7889
KDM4B|23030	5258.6401	KDM4B|23030	461.4047
KDM4C|23081	669.6673	KDM4C|23081	530.5768
KDM4D|55693	24.7549	KDM4D|55693	35.1657
KDM5A|5927	2029.2557	KDM5A|5927	2109.5546
KDM5B|10765	3128.7574	KDM5B|10765	1211.4772
KDM5C|8242	2300.2733	KDM5C|8242	1289.9237
KDM6A|7403	1090.1784	KDM6A|7403	852.0916
KDM6B|23135	547.5004	KDM6B|23135	550.285
KDR|3791	855.4895	KDR|3791	3168.3895
KDSR|2531	1979.746	KDSR|2531	2994.4933
KEAP1|9817	762.5784	KEAP1|9817	826.9732
KERA|11081	144.0283	KERA|11081	14.2981
KGFLP1|387628	13.5027	removed	removed
KGFLP2|654466	102.1379	KGFLP2|654466	41.9438
KHDC1|80759	19.2541	KHDC1|80759	11.2066
KHDRBS1|10657	4530.1398	KHDRBS1|10657	3348.4687
KHDRBS3|10656	123.7743	KHDRBS3|10656	399.1885
KHK|3795	47.9216	KHK|3795	67.634
KHNYN|23351	1562.5977	KHNYN|23351	1798.945
KHSRP|8570	1592.9915	KHSRP|8570	1035.6487
KIAA0020|9933	693.7791	KIAA0020|9933	433.1949
KIAA0040|9674	2687.3493	KIAA0040|9674	4108.5885
KIAA0090|23065	1271.1783	KIAA0090|23065	1194.474
KIAA0100|9703	5798.4536	KIAA0100|9703	7085.2787
KIAA0101|9768	177.1419	KIAA0101|9768	5.4101
KIAA0114|57291	1265.3914	KIAA0114|57291	222.2008
KIAA0125|9834	9.6448	removed	removed
KIAA0141|9812	1263.4625	KIAA0141|9812	1222.2974
KIAA0146|23514	988.9085	KIAA0146|23514	723.7948
KIAA0174|9798	2131.4901	KIAA0174|9798	3134.7696
KIAA0182|23199	2175.5345	KIAA0182|23199	5400.4444
KIAA0195|9772	2016.1453	KIAA0195|9772	1426.1192
KIAA0196|9897	2466.163	KIAA0196|9897	2196.1163
KIAA0226|9711	714.0331	KIAA0226|9711	614.8198
KIAA0232|9778	2384.5041	KIAA0232|9778	3061.7332
KIAA0240|23506	1076.6758	KIAA0240|23506	1128.3934
KIAA0247|9766	2293.8434	KIAA0247|9766	1258.6224
KIAA0284|283638	531.4258	KIAA0284|283638	550.285
KIAA0317|9870	1302.6845	KIAA0317|9870	704.0866
KIAA0319L|79932	3573.3805	KIAA0319L|79932	1060.7671
KIAA0355|9710	1180.5176	KIAA0355|9710	1618.0079
KIAA0368|23392	4010.6092	KIAA0368|23392	6535.4072
KIAA0391|9692	917.1709	KIAA0391|9692	553.0519
KIAA0406|9675	719.82	KIAA0406|9675	431.2627
KIAA0408|9729	5.4975	KIAA0408|9729	1149.6203
KIAA0415|9907	298.9873	KIAA0415|9907	216.4042
KIAA0427|9811	540.4276	KIAA0427|9811	2697.3239
KIAA0430|9665	2544.9285	KIAA0430|9665	4211.767
KIAA0467|23334	754.5829	KIAA0467|23334	1058.3403
KIAA0494|9813	4739.2766	KIAA0494|9813	8876.8699
KIAA0495|57212	534.6407	KIAA0495|57212	518.5972
KIAA0513|9764	355.5698	KIAA0513|9764	254.2749
KIAA0528|9847	2085.8383	KIAA0528|9847	942.5176
KIAA0556|23247	674.1681	KIAA0556|23247	267.8002
KIAA0562|9731	917.5374	KIAA0562|9731	1198.7248
KIAA0564|23078	1757.2738	KIAA0564|23078	1641.5805
KIAA0586|9786	523.71	KIAA0586|9786	412.3273
KIAA0649|9858	551.0368	KIAA0649|9858	301.0337
KIAA0652|9776	1442.5334	KIAA0652|9776	2496.7636
KIAA0664P3|100132341	78.444	KIAA0664P3|100132341	8.5016
KIAA0664|23277	584.7934	KIAA0664|23277	962.6123
KIAA0748|9840	37.936	KIAA0748|9840	9.2745
KIAA0753|9851	321.8132	KIAA0753|9851	254.6614
KIAA0754|643314	114.7725	KIAA0754|643314	1239.687
KIAA0776|23376	961.2602	KIAA0776|23376	1506.7143
KIAA0802|23255	617.5856	KIAA0802|23255	15.8439
KIAA0831|22863	1076.0328	KIAA0831|22863	1022.8963
KIAA0892|23383	1249.6383	KIAA0892|23383	747.7538
KIAA0895L|653319	152.5221	KIAA0895L|653319	75.0768
KIAA0895|23366	388.6835	KIAA0895|23366	71.4907
KIAA0907|22889	1184.0539999999999	KIAA0907|22889	485.7502
KIAA0913|23053	1388.8442	KIAA0913|23053	865.2304
KIAA0922|23240	764.1858	KIAA0922|23240	955.27
KIAA0947|23379	1435.139	KIAA0947|23379	1520.2396
KIAA1009|22832	429.1914	KIAA1009|22832	268.1866
KIAA1012|22878	1327.7608	KIAA1012|22878	1771.4231
KIAA1024|23251	68.7992	removed	removed
KIAA1033|23325	1987.4618	KIAA1033|23325	2077.8669
removed	removed	KIAA1045|23349	21.6404
KIAA1107|23285	142.7423	KIAA1107|23285	315.3319
KIAA1109|84162	3185.6615	KIAA1109|84162	5342.479
KIAA1143|57456	1186.3045	KIAA1143|57456	1198.3383
KIAA1147|57189	1346.0858	KIAA1147|57189	1423.2441
