gene_id	TCGA-BH-A0B7-01A-12R-A115-07	gene_id	TCGA-BH-A0B7-11A-34R-A115-07
KAZALD1|81621	60.0429	KAZALD1|81621	68.3858
KAZ|23254	719.2924	KAZ|23254	872.6802
KBTBD10|10324	16.0865	KBTBD10|10324	39.7713
KBTBD11|9920	73.624	KBTBD11|9920	105.3086
lowly_expressed	lowly_expressed	KBTBD12|166348	17.6953
KBTBD2|25948	2012.8663	KBTBD2|25948	1323.6944
KBTBD3|143879	84.7034	KBTBD3|143879	180.8373
KBTBD4|55709	478.8456	KBTBD4|55709	436.6336
KBTBD6|89890	365.2609	KBTBD6|89890	1044.454
KBTBD7|84078	128.3059	KBTBD7|84078	347.43199999999996
KBTBD8|84541	50.3931	KBTBD8|84541	41.0013
KCMF1|56888	1356.6833	KCMF1|56888	1164.4368
KCNA1|3736	33.238	KCNA1|3736	85.0237
KCNA3|3738	88.9921	KCNA3|3738	44.45399999999999
KCNA5|3741	15.3681	KCNA5|3741	14.6741
KCNA6|3742	34.3102	KCNA6|3742	62.1493
KCNAB1|7881	67.1909	KCNAB1|7881	188.1744
KCNAB2|8514	325.9471	KCNAB2|8514	108.3297
lowly_expressed	lowly_expressed	KCNAB3|9196	15.9689
KCNB1|3745	22.8735	KCNB1|3745	40.5697
lowly_expressed	lowly_expressed	KCNB2|9312	9.9266
lowly_expressed	lowly_expressed	KCNC2|3747	54.8123
KCNC3|3748	155.8256	KCNC3|3748	129.9094
KCNC4|3749	268.406	KCNC4|3749	418.2132
KCND1|3750	103.6455	KCND1|3750	58.265
KCND2|3751	80.77199999999999	KCND2|3751	33.2326
KCND3|3752	76.4832	KCND3|3752	198.101
KCNE1L|23630	151.5368	KCNE1L|23630	12.0846
KCNE1|3753	6.0758	KCNE1|3753	283.1247
KCNE2|9992	13.9385	KCNE2|9992	7.3371
KCNE3|10008	114.7248	KCNE3|10008	49.6331
KCNE4|23704	611.8656	KCNE4|23704	195.5114
lowly_expressed	lowly_expressed	KCNF1|3754	33.2326
KCNG1|3755	55.3967	KCNG1|3755	33.2326
KCNG2|26251	5.0036	lowly_expressed	lowly_expressed
KCNH1|3756	259.1137	KCNH1|3756	12.0846
KCNH2|3757	11.7941	KCNH2|3757	25.8956
KCNH3|23416	7.5054	KCNH3|23416	68.6232
KCNH8|131096	5.7184	KCNH8|131096	107.035
KCNIP1|30820	15.0107	KCNIP1|30820	11.652999999999999
KCNIP2|30819	172.9807	KCNIP2|30819	247.3025
KCNIP3|30818	57.5411	KCNIP3|30818	88.9081
KCNIP4|80333	12.1515	KCNIP4|80333	42.2961
KCNJ10|3766	25.3753	KCNJ10|3766	5.1791
KCNJ11|3767	184.7748	KCNJ11|3767	356.9271
KCNJ12|3768	159.3996	KCNJ12|3768	29.3483
lowly_expressed	lowly_expressed	KCNJ13|3769	7.3371
KCNJ14|3770	21.0865	KCNJ14|3770	50.4963
KCNJ15|3772	65.4039	KCNJ15|3772	15.5373
lowly_expressed	lowly_expressed	KCNJ16|3773	97.5399
KCNJ1|3758	7.8628	lowly_expressed	lowly_expressed
KCNJ2|3759	83.2738	KCNJ2|3759	464.3936
KCNJ3|3760	101.1437	KCNJ3|3760	26.7587
KCNJ5|3762	72.9092	KCNJ5|3762	26.3271
KCNJ6|3763	11.0793	lowly_expressed	lowly_expressed
KCNJ8|3764	207.2909	KCNJ8|3764	144.1519
KCNJ9|3765	5.361000000000001	lowly_expressed	lowly_expressed
KCNK13|56659	27.5197	KCNK13|56659	22.4428
KCNK15|60598	23.2309	KCNK15|60598	12.0846
KCNK17|89822	17.5125	KCNK17|89822	21.148000000000003
KCNK1|3775	942.4589	KCNK1|3775	142.8571
KCNK2|3776	304.1458	KCNK2|3776	258.524
KCNK3|3777	55.3967	KCNK3|3777	127.7514
KCNK5|8645	162.2588	KCNK5|8645	287.0091
KCNK6|9424	149.3924	KCNK6|9424	405.69699999999995
KCNMA1|3778	482.4875	KCNMA1|3778	1199.3958
KCNMB1|3779	78.6276	KCNMB1|3779	727.2335
lowly_expressed	lowly_expressed	KCNMB2|10242	18.9901
KCNMB3|27094	27.1623	KCNMB3|27094	83.2974
KCNMB4|27345	193.3524	KCNMB4|27345	60.423
KCNN2|3781	11.4367	KCNN2|3781	7.7687
KCNN3|3782	55.7541	KCNN3|3782	21.148000000000003
KCNN4|3783	251.9657	KCNN4|3783	1681.0531
KCNQ1OT1|10984	132.2373	KCNQ1OT1|10984	173.0686
KCNQ1|3784	543.2452	KCNQ1|3784	112.2141
KCNQ3|3786	6.7906	KCNQ3|3786	9.9266
KCNQ4|9132	6.7906	KCNQ4|9132	38.4117
KCNQ5|56479	61.1151	KCNQ5|56479	28.9167
lowly_expressed	lowly_expressed	KCNRG|283518	10.7769
KCNS1|3787	13.5811	KCNS1|3787	43.1593
KCNS3|3790	694.0672	KCNS3|3790	328.0104
KCNT1|57582	18.9421	lowly_expressed	lowly_expressed
KCNT2|343450	13.9385	KCNT2|343450	17.2637
KCP|375616	5.7184	KCP|375616	6.0509
KCTD10|83892	1730.5218	KCTD10|83892	1734.139
KCTD11|147040	293.7813	KCTD11|147040	428.5714
KCTD12|115207	3100.0715	KCTD12|115207	3881.312
KCTD13|253980	549.3209	KCTD13|253980	226.5861
KCTD14|65987	13.9385	KCTD14|65987	738.0233
KCTD15|79047	1140.1001	KCTD15|79047	651.7048
KCTD17|79734	155.4682	KCTD17|79734	62.1493
KCTD18|130535	316.2974	KCTD18|130535	573.1549
KCTD1|284252	808.7919999999999	KCTD1|284252	1047.9068
KCTD20|222658	1927.4482	KCTD20|222658	1734.5706
KCTD21|283219	487.8485	KCTD21|283219	287.0091
KCTD2|23510	1035.7398	KCTD2|23510	1280.5352
KCTD3|51133	2768.0486	KCTD3|51133	3422.0975
KCTD5|54442	976.4117	KCTD5|54442	527.8377
KCTD6|200845	248.3917	KCTD6|200845	193.3535
KCTD7|154881	245.7648	KCTD7|154881	492.8269
KCTD9|54793	337.7412	KCTD9|54793	1208.0276
KDELC1|79070	161.54399999999998	KDELC1|79070	126.8882
KDELC2|143888	1204.4317	KDELC2|143888	817.0047
KDELR1|10945	4959.6140000000005	KDELR1|10945	2509.2792
KDELR2|11014	11791.9943	KDELR2|11014	3701.7695
KDELR3|11015	823.8027	KDELR3|11015	195.0798
KDM1A|23028	1671.5511	KDM1A|23028	1832.5421
KDM1B|221656	972.4803	KDM1B|221656	675.4424
KDM2A|22992	3506.4332	KDM2A|22992	4138.9728
KDM2B|84678	878.3703	KDM2B|84678	876.6077
KDM3A|55818	1023.9457	KDM3A|55818	1883.0384
KDM3B|51780	2163.6883	KDM3B|51780	3750.9711
KDM4A|9682	1647.6054	KDM4A|9682	1506.2581
KDM4B|23030	1006.7906	KDM4B|23030	2002.158
KDM4C|23081	361.3295	KDM4C|23081	892.1019
lowly_expressed	lowly_expressed	KDM4DL|390245	5.6107
KDM4D|55693	25.7327	KDM4D|55693	62.5809
KDM5A|5927	1640.4575	KDM5A|5927	2870.9538
KDM5B|10765	4469.9786	KDM5B|10765	2727.6651
KDM5C|8242	3160.4718	KDM5C|8242	3058.265
KDM6A|7403	1071.1222	KDM6A|7403	1405.2654
KDM6B|23135	1151.1794	KDM6B|23135	1070.3496
KDR|3791	1973.1951	KDR|3791	894.6914
KDSR|2531	1509.2924	KDSR|2531	2126.4566
KEAP1|9817	873.1237	KEAP1|9817	1138.5412
KEL|3792	16.4403	KEL|3792	28.9167
KERA|11081	13.9385	KERA|11081	10.7898
lowly_expressed	lowly_expressed	KGFLP1|387628	20.2849
KGFLP2|654466	21.9014	KGFLP2|654466	223.6297
KHDC1L|100129128	44.3174	lowly_expressed	lowly_expressed
KHDC1|80759	14.6533	KHDC1|80759	26.6206
KHDRBS1|10657	4137.5983	KHDRBS1|10657	4660.3366
KHDRBS3|10656	257.3267	KHDRBS3|10656	190.3323
KHK|3795	72.3374	KHK|3795	131.9637
KHNYN|23351	870.8935	KHNYN|23351	2234.2728
KHSRP|8570	1750.5361	KHSRP|8570	2088.4765
KIAA0020|9933	373.1237	KIAA0020|9933	1028.9167
KIAA0040|9674	4953.8956	KIAA0040|9674	1694.864
KIAA0090|23065	2400.2859	KIAA0090|23065	1390.1597
KIAA0100|9703	6651.2402	KIAA0100|9703	4645.1662
KIAA0101|9768	378.842	KIAA0101|9768	57.8334
KIAA0114|57291	586.133	KIAA0114|57291	822.1839
KIAA0125|9834	45.0322	KIAA0125|9834	25.8956
KIAA0141|9812	878.1272	KIAA0141|9812	1598.1873
KIAA0146|23514	532.5232	KIAA0146|23514	1104.4454
KIAA0174|9798	2114.7248	KIAA0174|9798	3031.5063
KIAA0182|23199	4588.2773	KIAA0182|23199	3173.5002
KIAA0195|9772	1090.4968	KIAA0195|9772	1586.0509
KIAA0196|9897	3215.5111	KIAA0196|9897	1540.7855
KIAA0226|9711	779.4853	KIAA0226|9711	662.063
KIAA0232|9778	1582.2016	KIAA0232|9778	1970.2201
KIAA0240|23506	996.426	KIAA0240|23506	1753.5606
KIAA0247|9766	1801.2866	KIAA0247|9766	2783.3405
KIAA0284|283638	989.6355	KIAA0284|283638	1257.2292
KIAA0317|9870	944.6033	KIAA0317|9870	1015.1057
KIAA0319L|79932	3215.1537	KIAA0319L|79932	2668.1053
KIAA0319|9856	54.3245	lowly_expressed	lowly_expressed
KIAA0355|9710	959.2566	KIAA0355|9710	1213.6383
KIAA0368|23392	1891.7084	KIAA0368|23392	4073.3707
KIAA0391|9692	555.4718	KIAA0391|9692	526.5861
KIAA0406|9675	591.8513	KIAA0406|9675	806.2149
KIAA0408|9729	39.8535	KIAA0408|9729	105.7402
KIAA0415|9907	1100.4289	KIAA0415|9907	377.6435
KIAA0427|9811	983.9171	KIAA0427|9811	994.8209
KIAA0430|9665	1708.7205	KIAA0430|9665	3482.5205
KIAA0467|23334	768.3953	KIAA0467|23334	1455.7833
KIAA0494|9813	3264.2745	KIAA0494|9813	4394.8166
KIAA0495|57212	629.0207	KIAA0495|57212	843.7635
KIAA0513|9764	654.7534	KIAA0513|9764	237.3759
KIAA0528|9847	471.4081	KIAA0528|9847	1479.4994
KIAA0556|23247	958.5418	KIAA0556|23247	755.7186
KIAA0562|9731	921.3724	KIAA0562|9731	976.2624
KIAA0564|23078	671.5511	KIAA0564|23078	1294.7777
KIAA0586|9786	357.7555	KIAA0586|9786	603.3664
KIAA0649|9858	470.6934	KIAA0649|9858	743.6339999999999
KIAA0652|9776	1791.2795	KIAA0652|9776	1644.7993
KIAA0664P3|100132341	27.1623	KIAA0664P3|100132341	100.9927
KIAA0664|23277	1765.1894	KIAA0664|23277	2045.3172
KIAA0748|9840	93.9957	KIAA0748|9840	13.3794
KIAA0753|9851	319.1565	KIAA0753|9851	713.4225
KIAA0754|643314	447.4625	KIAA0754|643314	382.39099999999996
KIAA0776|23376	890.2788	KIAA0776|23376	1421.6659
KIAA0802|23255	97.2123	KIAA0802|23255	102.719
KIAA0831|22863	303.7884	KIAA0831|22863	928.3556
KIAA0892|23383	937.4553	KIAA0892|23383	1666.3789
KIAA0895L|653319	153.3417	KIAA0895L|653319	407.2939
KIAA0895|23366	235.5254	KIAA0895|23366	304.7044
KIAA0907|22889	746.2473	KIAA0907|22889	1182.5637
KIAA0913|23053	1132.5947	KIAA0913|23053	1943.0298
KIAA0922|23240	1160.1144	KIAA0922|23240	668.9685
KIAA0947|23379	1988.2059	KIAA0947|23379	2012.0846
KIAA1009|22832	161.1866	KIAA1009|22832	426.4135
KIAA1012|22878	1098.9993	KIAA1012|22878	1468.2779
KIAA1024|23251	132.5947	KIAA1024|23251	47.9068
KIAA1033|23325	1190.4932	KIAA1033|23325	1653.8628
KIAA1045|23349	20.3717	KIAA1045|23349	12.5162
KIAA1107|23285	44.6748	KIAA1107|23285	216.6595
KIAA1109|84162	1710.1501	KIAA1109|84162	4096.2451
KIAA1143|57456	763.4024	KIAA1143|57456	1267.1558
KIAA1147|57189	1042.173	KIAA1147|57189	1869.6589999999999
KIAA1161|57462	510.7219	KIAA1161|57462	210.6172
KIAA1191|57179	2799.1422	KIAA1191|57179	2455.3302
KIAA1199|57214	124.0172	KIAA1199|57214	9.0634
KIAA1210|57481	7.148	KIAA1210|57481	12.5162
KIAA1211|57482	1073.2666	KIAA1211|57482	59.9914
KIAA1217|56243	2111.8656	KIAA1217|56243	5251.2991
KIAA1239|57495	5.0036	KIAA1239|57495	11.652999999999999
KIAA1244|57221	4134.0243	KIAA1244|57221	1000.4316
KIAA1257|57501	9.8213	KIAA1257|57501	15.2568
KIAA1267|284058	675.1251	KIAA1267|284058	1995.6841
KIAA1274|27143	318.4417	KIAA1274|27143	384.1174
KIAA1279|26128	682.6305	KIAA1279|26128	659.4735
KIAA1310|55683	1101.5011	KIAA1310|55683	2005.6107
KIAA1324L|222223	274.1244	KIAA1324L|222223	369.0117
KIAA1324|57535	10433.5239	KIAA1324|57535	15195.5114
KIAA1328|57536	149.035	KIAA1328|57536	241.6918
KIAA1370|56204	1749.1065	KIAA1370|56204	2543.3751
KIAA1377|57562	248.7491	KIAA1377|57562	378.5067
KIAA1383|54627	231.59400000000002	KIAA1383|54627	147.1731
KIAA1407|57577	102.2159	KIAA1407|57577	344.4109
KIAA1409|57578	12.8663	KIAA1409|57578	6.9055
KIAA1429|25962	1890.9936	KIAA1429|25962	2007.7687
KIAA1430|57587	1123.6598	KIAA1430|57587	1776.0035
KIAA1432|57589	560.654	KIAA1432|57589	955.7919999999999
KIAA1462|57608	1356.3259	KIAA1462|57608	720.7596
KIAA1467|57613	785.2037	KIAA1467|57613	700.4748
KIAA1468|57614	827.3767	KIAA1468|57614	1176.5214
KIAA1522|57648	4568.6204	KIAA1522|57648	4647.8205
KIAA1524|57650	162.2588	KIAA1524|57650	88.0449
KIAA1529|57653	26.4475	KIAA1529|57653	197.6694
KIAA1530|57654	122.945	KIAA1530|57654	266.2926
KIAA1539|80256	504.6462	KIAA1539|80256	265.4294
KIAA1543|57662	369.1923	KIAA1543|57662	654.2943
KIAA1549|57670	499.6426	KIAA1549|57670	600.3453
KIAA1586|57691	74.6962	KIAA1586|57691	167.8895
KIAA1598|57698	1805.5754	KIAA1598|57698	1339.2318
KIAA1609|57707	581.4868	KIAA1609|57707	425.9819
KIAA1614|57710	56.1615	KIAA1614|57710	80.7898
KIAA1632|57724	1061.4725	KIAA1632|57724	1507.9845
KIAA1644|85352	37.5268	KIAA1644|85352	7.7687
KIAA1671|85379	2784.1315	KIAA1671|85379	5170.4791
KIAA1683|80726	42.173	KIAA1683|80726	438.4981
KIAA1704|55425	303.935	KIAA1704|55425	556.9486
KIAA1712|80817	277.2337	KIAA1712|80817	548.1312
KIAA1715|80856	1061.4725	KIAA1715|80856	807.5097
KIAA1731|85459	419.9428	KIAA1731|85459	791.1092
KIAA1737|85457	762.6876	KIAA1737|85457	1453.6038
KIAA1755|85449	219.0851	KIAA1755|85449	436.3401
KIAA1797|54914	562.9021	KIAA1797|54914	1145.4467
KIAA1804|84451	94.3531	KIAA1804|84451	353.4743
KIAA1826|84437	259.8284	KIAA1826|84437	416.4868
KIAA1841|84542	251.6083	KIAA1841|84542	162.7104
lowly_expressed	lowly_expressed	KIAA1875|340390	33.2326
KIAA1908|114796	472.1229	KIAA1908|114796	167.4579
KIAA1919|91749	123.6598	KIAA1919|91749	110.0561
KIAA1949|170954	1801.2866	KIAA1949|170954	662.9262
KIAA1958|158405	49.3209	KIAA1958|158405	98.4031
KIAA1967|57805	1212.6519	KIAA1967|57805	2414.7605
lowly_expressed	lowly_expressed	KIAA1984|84960	18.5585
KIAA2013|90231	1351.6798	KIAA2013|90231	996.1157
KIAA2018|205717	924.2316	KIAA2018|205717	1220.5438
KIAA2022|340533	238.0272	KIAA2022|340533	55.2438
KIAA2026|158358	522.1587	KIAA2026|158358	1344.4109
KIDINS220|57498	3148.3202	KIDINS220|57498	3644.3677
KIF11|3832	699.7856	KIF11|3832	236.5127
KIF12|113220	90.4217	KIF12|113220	478.6362
KIF13A|63971	1031.451	KIF13A|63971	1687.0954
KIF13B|23303	1574.6855	KIF13B|23303	2261.5451
KIF14|9928	194.782	KIF14|9928	28.4851
KIF15|56992	146.5332	KIF15|56992	71.6444
KIF16B|55614	980.3431	KIF16B|55614	1555.0281
KIF17|57576	32.8806	KIF17|57576	19.4217
KIF18A|81930	159.3996	KIF18A|81930	42.2961
KIF18B|146909	146.8906	KIF18B|146909	22.0112
KIF19|124602	30.0214	KIF19|124602	15.1057
KIF1A|547	722.659	KIF1A|547	7.3371
KIF1B|23095	2662.2588	KIF1B|23095	2836.4264
KIF1C|10749	2734.8106	KIF1C|10749	2419.508
KIF20A|10112	849.5354	KIF20A|10112	55.2438
KIF20B|9585	363.1165	KIF20B|9585	393.1808
KIF21A|55605	682.9878	KIF21A|55605	437.6349
KIF21B|23046	543.96	KIF21B|23046	160.5524
KIF22|3835	1003.9314	KIF22|3835	770.8243
KIF23|9493	578.985	KIF23|9493	147.1731
KIF24|347240	106.1472	KIF24|347240	107.8981
lowly_expressed	lowly_expressed	KIF25|3834	6.9055
KIF26A|26153	198.356	KIF26A|26153	100.1295
KIF26B|55083	310.2216	KIF26B|55083	38.4117
KIF27|55582	86.4904	KIF27|55582	197.2378
KIF2A|3796	711.2223	KIF2A|3796	617.1774
KIF2C|11004	398.8563	KIF2C|11004	78.1183
KIF3A|11127	832.7377	KIF3A|11127	548.1226
KIF3B|9371	3473.9099	KIF3B|9371	1968.9253
KIF3C|3797	609.0064	KIF3C|3797	436.7717
KIF4A|24137	721.9442	KIF4A|24137	37.117
KIF4B|285643	9.2924	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF5A|3798	60.8546
KIF5B|3799	5693.7098	KIF5B|3799	5168.7527
KIF5C|3800	1498.9278	KIF5C|3800	299.9568
KIF6|221458	40.385999999999996	KIF6|221458	26.3271
KIF7|374654	126.1508	KIF7|374654	192.6888
KIF9|64147	247.1766	KIF9|64147	124.2987
KIFAP3|22920	1256.6119	KIFAP3|22920	934.8295
KIFC1|3833	467.8342	KIFC1|3833	100.5611
KIFC2|90990	156.1222	KIFC2|90990	298.5283
KIFC3|3801	253.0379	KIFC3|3801	316.3574
KILLIN|100144748	44.3174	KILLIN|100144748	54.8123
KIN|22944	240.1716	KIN|22944	296.0725
KIRREL3|84623	12.1515	lowly_expressed	lowly_expressed
KIRREL|55243	300.2144	KIRREL|55243	665.0842
KISS1R|84634	18.5847	lowly_expressed	lowly_expressed
KITLG|4254	705.8613	KITLG|4254	951.6616
KIT|3815	577.198	KIT|3815	14339.6634
KLB|152831	109.7212	KLB|152831	115.2352
KLC1|3831	1399.5711	KLC1|3831	1645.6754
KLC2|64837	615.797	KLC2|64837	376.3487
KLC3|147700	39.0779	KLC3|147700	134.7346
KLC4|89953	357.8091	KLC4|89953	549.4778
KLF10|7071	823.4453	KLF10|7071	2430.2978
KLF11|8462	711.5797	KLF11|8462	941.735
KLF12|11278	650.822	KLF12|11278	783.7721
KLF13|51621	2036.8120000000001	KLF13|51621	2068.1916
KLF15|28999	68.263	KLF15|28999	229.6073
KLF16|83855	411.7227	KLF16|83855	227.4493
KLF2|10365	1201.9299	KLF2|10365	535.6064
KLF3|51274	1542.8842	KLF3|51274	1496.3315
KLF4|9314	879.9142	KLF4|9314	1170.4791
KLF5|688	587.5625	KLF5|688	1916.271
KLF6|1316	7824.1601	KLF6|1316	13038.4117
KLF7|8609	179.7713	KLF7|8609	198.9642
KLF8|11279	319.8713	KLF8|11279	563.2283
KLF9|687	1606.862	KLF9|687	4334.4842
KLHDC10|23008	1037.5268	KLHDC10|23008	1049.6331
KLHDC1|122773	22.1587	KLHDC1|122773	149.7626
KLHDC2|23588	542.173	KLHDC2|23588	1272.7665
KLHDC3|116138	2132.2373	KLHDC3|116138	1850.2374
KLHDC4|54758	296.3224	KLHDC4|54758	358.8476
KLHDC5|57542	627.5911	KLHDC5|57542	1202.4169
KLHDC7A|127707	431.3796	KLHDC7A|127707	331.0315
KLHDC7B|113730	135.4539	KLHDC7B|113730	76.3919
KLHDC8A|55220	13.5811	KLHDC8A|55220	34.959
KLHDC8B|200942	716.9407	KLHDC8B|200942	451.0142
lowly_expressed	lowly_expressed	KLHDC9|126823	77.2551
lowly_expressed	lowly_expressed	KLHL10|317719	5.6107
KLHL11|55175	53.2523	KLHL11|55175	70.3496
KLHL12|59349	1038.2416	KLHL12|59349	999.1368
KLHL13|90293	67.5482	KLHL13|90293	1843.3319
KLHL14|57565	29.3066	KLHL14|57565	23.7376
KLHL15|80311	208.3631	KLHL15|80311	443.6772
KLHL17|339451	75.411	KLHL17|339451	76.8235
KLHL18|23276	689.0636	KLHL18|23276	422.5291
KLHL20|27252	426.376	KLHL20|27252	504.5317
KLHL21|9903	904.5747	KLHL21|9903	2352.1795
KLHL22|84861	458.8992	KLHL22|84861	374.6224
KLHL23|151230	48.6061	KLHL23|151230	164.4152
KLHL24|54800	1344.1744	KLHL24|54800	1833.4053
KLHL25|64410	376.3402	KLHL25|64410	276.2192
KLHL26|55295	173.6955	KLHL26|55295	301.2516
KLHL28|54813	415.654	KLHL28|54813	580.0604
KLHL29|114818	71.1222	KLHL29|114818	670.2633
KLHL2|11275	1179.4139	KLHL2|11275	727.2335
KLHL30|377007	22.5161	KLHL30|377007	16.4005
KLHL31|401265	61.3796	KLHL31|401265	75.7057
lowly_expressed	lowly_expressed	KLHL32|114792	24.1692
KLHL35|283212	23.9457	KLHL35|283212	26.7587
KLHL36|79786	195.4968	KLHL36|79786	242.9866
KLHL38|340359	10.3645	KLHL38|340359	18.5585
KLHL3|26249	111.1508	KLHL3|26249	220.1122
KLHL4|56062	32.1658	KLHL4|56062	26.7587
KLHL5|51088	1029.3066	KLHL5|51088	785.4985
KLHL6|89857	303.7884	KLHL6|89857	105.3086
KLHL7|55975	825.5897	KLHL7|55975	859.3008
KLHL8|57563	534.6676	KLHL8|57563	537.7644
KLHL9|55958	490.3503	KLHL9|55958	1987.0522
KLK10|5655	173.3381	KLK10|5655	314.1994
KLK11|11012	272.6948	KLK11|11012	219.6806
KLK13|26085	16.4403	KLK13|26085	10.7898
KLK14|43847	205.8613	KLK14|43847	14.2426
KLK2|3817	6.7906	KLK2|3817	133.7937
lowly_expressed	lowly_expressed	KLK3|354	278.3772
KLK4|9622	61.4725	lowly_expressed	lowly_expressed
KLK5|25818	129.3781	KLK5|25818	857.1429
KLK6|5653	19.2995	KLK6|5653	407.4234
KLK7|5650	55.3967	KLK7|5650	423.8239
KLK8|11202	9.6497	KLK8|11202	112.2141
lowly_expressed	lowly_expressed	KLKB1|3818	11.2214
KLRA1|10748	15.7255	KLRA1|10748	98.8347
KLRAQ1|129285	342.3874	KLRAQ1|129285	710.4014
KLRB1|3820	150.822	KLRB1|3820	70.3496
KLRC1|3821	13.5811	KLRC1|3821	25.464000000000002
KLRC3|3823	5.1966	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLRC4|8302	15.1575
KLRD1|3824	57.5411	KLRD1|3824	68.1916
KLRF1|51348	9.2924	KLRF1|51348	12.9478
KLRG1|10219	44.3174	KLRG1|10219	9.0634
KLRG2|346689	94.3531	KLRG2|346689	30.2115
KLRK1|22914	200.0107	KLRK1|22914	155.3215
KL|9365	81.8442	KL|9365	116.53
KMO|8564	1043.5561	KMO|8564	41.6832
KNDC1|85442	225.8756	lowly_expressed	lowly_expressed
KNTC1|9735	477.4053	KNTC1|9735	434.8295
KPNA1|3836	2372.4089	KPNA1|3836	1635.7359
KPNA2|3838	2833.4525	KPNA2|3838	606.8192
KPNA3|3839	973.9099	KPNA3|3839	1054.8123
KPNA4|3840	2408.5061	KPNA4|3840	1572.7233
KPNA5|3841	55.0393	KPNA5|3841	206.3013
KPNA6|23633	2516.0829	KPNA6|23633	2355.2007
KPNA7|402569	7.8628	lowly_expressed	lowly_expressed
KPNB1|3837	3850.6076	KPNB1|3837	4855.8481
KPTN|11133	145.8184	KPTN|11133	122.1407
KRAS|3845	1693.3524	KRAS|3845	930.082
KRBA1|84626	127.9485	KRBA1|84626	305.5675
KRBA2|124751	44.6748	KRBA2|124751	144.1519
KRCC1|51315	649.7498	KRCC1|51315	1010.7898
KREMEN1|83999	558.2559	KREMEN1|83999	770.3927
KREMEN2|79412	50.7505	lowly_expressed	lowly_expressed
KRI1|65095	565.7005	KRI1|65095	814.6871
KRIT1|889	504.2888	KRIT1|889	1022.8744
KRR1|11103	688.2773	KRR1|11103	1125.1964
KRT10|3858	368.1201	KRT10|3858	235.6495
KRT14|3861	862.0443	KRT14|3861	11452.309
KRT15|3866	147.6054	KRT15|3866	17821.3207
KRT16|3868	66.4761	KRT16|3868	132.0673
KRT17|3872	1424.9464	KRT17|3872	6697.8852
KRT18|3875	7825.4753	KRT18|3875	7367.9931
KRT19|3880	19448.1773	KRT19|3880	13233.4916
KRT1|3848	25.0179	lowly_expressed	lowly_expressed
KRT222|125113	76.8406	KRT222|125113	70.3496
KRT23|25984	907.4339	KRT23|25984	1476.0466
KRT32|3882	5.0036	KRT32|3882	9.495
lowly_expressed	lowly_expressed	KRT40|125115	8.6319
KRT5|3852	1030.0214	KRT5|3852	14498.0578
KRT6A|3853	33.9528	KRT6A|3853	8.2003
KRT6B|3854	568.263	KRT6B|3854	540.7855
KRT6C|286887	8.935	KRT6C|286887	12.0846
KRT75|9119	8.935	lowly_expressed	lowly_expressed
KRT79|338785	5.7184	lowly_expressed	lowly_expressed
KRT7|3855	17358.4703	KRT7|3855	8604.2296
KRT80|144501	718.0129	KRT80|144501	640.915
KRT81|3887	3167.9771	KRT81|3887	161.4156
KRT83|3889	20.0143	KRT83|3889	9.0634
KRT86|3892	883.8456	KRT86|3892	20.2849
KRT8|3856	10327.4911	KRT8|3856	7652.2918
lowly_expressed	lowly_expressed	KRTAP3-3|85293	7.3371
KRTAP5-1|387264	12.1515	KRTAP5-1|387264	6.9055
KRTAP5-2|440021	7.1766	KRTAP5-2|440021	6.3358
KRTAP5-4|387267	5.361000000000001	lowly_expressed	lowly_expressed
KRTCAP2|200185	1964.975	KRTCAP2|200185	883.9016
lowly_expressed	lowly_expressed	KRTCAP3|200634	348.7268
KSR1|8844	257.3267	KSR1|8844	416.4868
KSR2|283455	16.7977	KSR2|283455	73.8023
KTELC1|56983	578.6276	KTELC1|56983	650.41
KTI12|112970	139.3853	KTI12|112970	126.8882
KTN1|3895	4477.1265	KTN1|3895	6784.2037
KYNU|8942	860.9721	KYNU|8942	135.5201
lowly_expressed	lowly_expressed	KY|339855	261.1135
L1CAM|3897	804.5032	L1CAM|3897	49.2016
L1TD1|54596	61.4725	L1TD1|54596	139.4044
L2HGDH|79944	144.7462	L2HGDH|79944	240.3971
L3MBTL2|83746	703.3667	L3MBTL2|83746	828.7397
L3MBTL3|84456	280.9149	L3MBTL3|84456	261.9767
L3MBTL4|91133	17.8699	L3MBTL4|91133	296.9357
L3MBTL|26013	19.6569	L3MBTL|26013	223.9965
LACE1|246269	55.7541	LACE1|246269	58.265
LACRT|90070	21.8013	lowly_expressed	lowly_expressed
LACTB2|51110	156.183	LACTB2|51110	194.2167
LACTB|114294	351.3224	LACTB|114294	229.6073
LAD1|3898	1487.8485	LAD1|3898	817.0047
LAG3|3902	57.1837	LAG3|3902	21.148000000000003
LAGE3|8270	595.4253	LAGE3|8270	143.2887
LAIR1|3903	599.3567	LAIR1|3903	329.3051
LAIR2|3904	5.0036	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LALBA|3906	75.9603
LAMA1|284217	73.624	LAMA1|284217	690.1165
LAMA2|3908	1493.5597	LAMA2|3908	1038.3988
LAMA3|3909	434.5961	LAMA3|3909	5396.201999999999
LAMA4|3910	2872.0515	LAMA4|3910	1842.9003
