gene_id	TCGA-BH-A0B7-01A-12R-A115-07	gene_id	TCGA-BH-A0B7-11A-34R-A115-07
ABCA6|23460	270.9078	ABCA6|23460	517.0479
ABCA7|10347	809.5068	ABCA7|10347	241.2603
ABCA8|10351	528.2345	ABCA8|10351	553.3017
ABCA9|10350	138.6705	ABCA9|10350	404.4022
ABCB10|23456	449.2495	ABCB10|23456	513.5952
ABCB11|8647	6.7906	lowly_expressed	lowly_expressed
ABCB1|5243	245.1751	ABCB1|5243	612.4299
ABCB4|5244	23.9457	ABCB4|5244	9.495
ABCB5|340273	10.7219	ABCB5|340273	39.2749
ABCB6|10058	688.9814	ABCB6|10058	417.281
ABCB7|22	592.2087	ABCB7|22	572.7233
ABCB8|11194	619.0136	ABCB8|11194	338.8002
ABCB9|23457	227.2623	ABCB9|23457	130.8934
ABCC10|89845	511.4367	ABCC10|89845	494.6051
ABCC11|85320	5717.2981	ABCC11|85320	1122.1407
ABCC12|94160	228.3774	lowly_expressed	lowly_expressed
ABCC1|4363	1368.8349	ABCC1|4363	892.5334
ABCC2|1244	43.96	ABCC2|1244	12.5162
ABCC3|8714	662.9736	ABCC3|8714	381.5278
ABCC4|10257	192.995	ABCC4|10257	119.9827
ABCC5|10057	497.4982	ABCC5|10057	1061.7177
lowly_expressed	lowly_expressed	ABCC6P1|653190	5.6107
ABCC6P2|730013	18.5847	ABCC6P2|730013	15.1057
ABCC6|368	74.3388	ABCC6|368	93.224
ABCC8|6833	45.3896	ABCC8|6833	297.3673
ABCC9|10060	402.7877	ABCC9|10060	295.6409
ABCD1|215	988.9207	ABCD1|215	167.4579
ABCD2|225	95.0679	ABCD2|225	75.5287
ABCD3|5825	998.5704	ABCD3|5825	2059.1282
ABCD4|5826	407.7913	ABCD4|5826	664.221
ABCE1|6059	1774.8392	ABCE1|6059	2097.1083
ABCF1|23	1872.4089	ABCF1|23	1486.8364
ABCF2|10061	1102.2159	ABCF2|10061	1067.76
ABCF3|55324	961.7584	ABCF3|55324	848.0794
ABCG1|9619	928.5204	ABCG1|9619	339.6634
ABCG2|9429	117.584	ABCG2|9429	295.2093
ABHD10|55347	510.3645	ABHD10|55347	700.4748
ABHD11|83451	835.2395	ABHD11|83451	479.9309
ABHD12B|145447	13.5811	lowly_expressed	lowly_expressed
ABHD12|26090	1179.4139	ABHD12|26090	677.6003
ABHD13|84945	397.7841	ABHD13|84945	699.18
ABHD14A|25864	156.183	ABHD14A|25864	151.0574
ABHD14B|84836	1436.7405	ABHD14B|84836	2096.6767
ABHD15|116236	422.0872	ABHD15|116236	290.4618
lowly_expressed	lowly_expressed	ABHD1|84696	18.9901
ABHD2|11057	2953.5382	ABHD2|11057	3801.0358
ABHD3|171586	586.4904	ABHD3|171586	256.366
ABHD4|63874	843.1022	ABHD4|63874	806.2149
ABHD5|51099	1617.584	ABHD5|51099	843.7635
ABHD6|57406	187.2766	ABHD6|57406	135.9517
ABHD8|79575	110.7934	ABHD8|79575	134.2253
ABI1|10006	2083.9957	ABI1|10006	1810.5913
ABI2|10152	1101.5011	ABI2|10152	2470.4359
ABI3BP|25890	1097.2123	ABI3BP|25890	677.6003
ABI3|51225	279.8427	ABI3|51225	141.1308
ABL1|25	2062.9021	ABL1|25	2524.385
ABL2|27	1318.4417	ABL2|27	997.842
ABLIM1|3983	4088.2773	ABLIM1|3983	5862.322
ABLIM2|84448	70.7648	ABLIM2|84448	31.0747
ABLIM3|22885	755.5397	ABLIM3|22885	627.5356
ABO|28	11.7941	ABO|28	28.9167
ABP1|26	48.9635	lowly_expressed	lowly_expressed
ABR|29	1500	ABR|29	1820.4575
ABT1|29777	462.1158	ABT1|29777	528.2693
ABTB1|80325	329.1637	ABTB1|80325	575.7445
ABTB2|25841	142.6019	ABTB2|25841	154.9417
ACAA1|30	1484.9893	ACAA1|30	949.9353
ACAA2|10449	1136.5261	ACAA2|10449	1021.5796
ACACA|31	5821.6583	ACACA|31	2615.0194
ACACB|32	743.0307	ACACB|32	1427.2767
ACAD10|80724	421.015	ACAD10|80724	722.9176
ACAD11|84129	169.4067	ACAD11|84129	524.385
ACAD8|27034	633.6669	ACAD8|27034	757.8766
ACAD9|28976	634.3781	ACAD9|28976	799.4087
ACADL|33	13.5811	ACADL|33	28.9167
ACADM|34	895.9971	ACADM|34	1277.9456
ACADSB|36	380.2716	ACADSB|36	3318.9469
ACADS|35	157.6126	ACADS|35	413.4657
ACADVL|37	2578.9814	ACADVL|37	5558.8822
ACAN|176	38.599	ACAN|176	5.6107
ACAP1|9744	315.5826	ACAP1|9744	85.4553
ACAP2|23527	1356.3259	ACAP2|23527	1661.1998
ACAP3|116983	1029.6962	ACAP3|116983	514.5145
ACAT1|38	1152.609	ACAT1|38	957.2723
ACAT2|39	483.6598	ACAT2|39	448.606
ACBD3|64746	2859.1851	ACBD3|64746	1645.6625
ACBD4|79777	83.2738	ACBD4|79777	292.1882
ACBD5|91452	1212.2945	ACBD5|91452	764.3505
ACBD6|84320	368.4775	ACBD6|84320	341.3897
ACBD7|414149	71.837	ACBD7|414149	176.0898
ACCN1|40	11.4367	lowly_expressed	lowly_expressed
ACCN2|41	98.2845	ACCN2|41	327.1472
ACCN3|9311	32.1658	ACCN3|9311	10.3582
ACCS|84680	126.1615	ACCS|84680	415.1921
ACD|65057	222.659	ACD|65057	358.2218
ACE2|59272	53.2523	ACE2|59272	14.6741
ACER2|340485	80.772	ACER2|340485	168.3211
ACER3|55331	847.391	ACER3|55331	391.4545
ACE|1636	736.5976	ACE|1636	356.4955
ACHE|43	75.0536	ACHE|43	24.6008
ACIN1|22985	2474.9821	ACIN1|22985	3958.1355
ACLY|47	7922.4446	ACLY|47	3469.5727
ACN9|57001	99.3567	ACN9|57001	164.8684
ACO1|48	854.1816	ACO1|48	1000
ACO2|50	3147.7841	ACO2|50	2075.0928
ACOT11|26027	49.6891	ACOT11|26027	24.3116
ACOT13|55856	733.1201	ACOT13|55856	462.9694
ACOT1|641371	493.2094	ACOT1|641371	492.4471
ACOT2|10965	407.4339	ACOT2|10965	293.9145
ACOT4|122970	103.6455	ACOT4|122970	139.836
ACOT7|11332	783.7741	ACOT7|11332	189.0375
ACOT8|10005	330.2966	ACOT8|10005	202.6672
ACOT9|23597	571.4796	ACOT9|23597	361.6746
ACOX1|51	2309.3245	ACOX1|51	1516.1847
ACOX2|8309	489.6355	ACOX2|8309	197.6694
ACOX3|8310	537.8842	ACOX3|8310	655.5891
ACP1|52	1704.4317	ACP1|52	1464.8252
ACP2|53	675.1251	ACP2|53	753.129
ACP5|54	1740.1716	ACP5|54	466.9832
ACP6|51205	209.7927	ACP6|51205	371.6012
ACPL2|92370	486.4189	ACPL2|92370	615.451
ACPP|55	131.5225	ACPP|55	33.2326
ACRBP|84519	23.5883	ACRBP|84519	15.9689
ACRC|93953	30.7362	ACRC|93953	37.5486
ACSBG1|23205	6.0758	ACSBG1|23205	11.2214
ACSF2|80221	330.2359	ACSF2|80221	910.2719
ACSF3|197322	276.9836	ACSF3|197322	419.0764
ACSL1|2180	6256.2545	ACSL1|2180	2943.893
ACSL3|2181	13155.4682	ACSL3|2181	3984.4627
ACSL4|2182	940.3145	ACSL4|2182	1211.912
ACSL5|51703	602.5733	ACSL5|51703	835.5632
ACSL6|23305	23.2309	ACSL6|23305	10.3582
ACSM1|116285	6.4332	ACSM1|116285	195.0798
ACSM3|6296	22.1301	ACSM3|6296	261.735
ACSM5|54988	42.8878	ACSM5|54988	86.3185
ACSS1|84532	1603.6455	ACSS1|84532	924.4713
ACSS2|55902	686.9192	ACSS2|55902	1429.003
ACSS3|79611	268.0486	ACSS3|79611	283.5563
ACTA1|58	20.7291	lowly_expressed	lowly_expressed
ACTA2|59	3933.7848	ACTA2|59	20196.858
ACTBL2|345651	6.7906	ACTBL2|345651	5.1791
ACTB|60	141621.5154	ACTB|60	52215.7963
ACTG1|71	70814.8678	ACTG1|71	42594.303
ACTG2|72	998.5704	ACTG2|72	2975.3992
ACTL6A|86	875.268	ACTL6A|86	920.1554
ACTN1|87	5942.4589	ACTN1|87	7439.7928
ACTN2|88	58.9707	lowly_expressed	lowly_expressed
ACTN4|81	9000.4467	ACTN4|81	8741.1912
ACTR10|55860	871.3367	ACTR10|55860	1072.9391
ACTR1A|10121	4244.8177	ACTR1A|10121	1816.1416
ACTR1B|10120	1115.797	ACTR1B|10120	1291.325
ACTR2|10097	11693.7098	ACTR2|10097	4955.9776
ACTR3B|57180	189.421	ACTR3B|57180	339.6634
ACTR3C|653857	18.2273	ACTR3C|653857	34.959
ACTR3|10096	6723.0164	ACTR3|10096	2902.0285
ACTR5|79913	131.5225	ACTR5|79913	242.555
ACTR6|64431	581.1294	ACTR6|64431	734.5706
ACTR8|93973	471.4081	ACTR8|93973	582.65
ACVR1B|91	1561.8299	ACVR1B|91	1287.4407
ACVR1C|130399	172.9807	ACVR1C|130399	266.7242
ACVR1|90	1253.0379	ACVR1|90	1171.3423
ACVR2A|92	555.7541	ACVR2A|92	852.3953
ACVR2B|93	403.1451	ACVR2B|93	486.4048
ACVRL1|94	751.9657	ACVRL1|94	344.8425
ACY1|95	909.9357	ACY1|95	640.915
ACY3|91703	138.3131	ACY3|91703	26.3271
ACYP1|97	74.6962	ACYP1|97	90.2028
ACYP2|98	140.1001	ACYP2|98	145.4467
ADAL|161823	169.7641	ADAL|161823	172.2054
ADAM10|102	2731.2366	ADAM10|102	2026.7587
ADAM11|4185	5.0036	ADAM11|4185	24.6008
ADAM12|8038	2769.8356	ADAM12|8038	1031.9379
ADAM15|8751	9422.1587	ADAM15|8751	1948.6405
ADAM17|6868	840.243	ADAM17|6868	1044.454
ADAM19|8728	515.3681	ADAM19|8728	91.066
ADAM21|8747	13.9385	lowly_expressed	lowly_expressed
ADAM22|53616	57.8985	ADAM22|53616	66.8968
ADAM23|8745	42.8878	lowly_expressed	lowly_expressed
ADAM28|10863	126.8763	ADAM28|10863	163.5736
lowly_expressed	lowly_expressed	ADAM29|11086	7.3371
ADAM32|203102	6.7906	ADAM32|203102	48.77
ADAM33|80332	126.1615	ADAM33|80332	592.8269
ADAM6|8755	35845.7398	ADAM6|8755	36073.1506
ADAM8|101	319.8713	ADAM8|101	57.4018
ADAM9|8754	2201.2152	ADAM9|8754	1755.287
ADAMDEC1|27299	287.3481	ADAMDEC1|27299	15.1057
ADAMTS10|81794	133.3095	lowly_expressed	lowly_expressed
ADAMTS12|81792	379.5568	ADAMTS12|81792	96.2451
ADAMTS13|11093	26.0901	ADAMTS13|11093	132.4989
ADAMTS14|140766	114.7248	ADAMTS14|140766	14.6741
ADAMTS15|170689	605.7898	ADAMTS15|170689	373.7592
ADAMTS16|170690	130.0929	ADAMTS16|170690	100.5611
ADAMTS17|170691	25.7327	ADAMTS17|170691	51.3595
ADAMTS18|170692	16.0829	ADAMTS18|170692	109.6245
ADAMTS19|171019	18.9421	ADAMTS19|171019	7.3371
ADAMTS1|9510	3603.2881	ADAMTS1|9510	2892.965
ADAMTS2|9509	624.0172	ADAMTS2|9509	267.5874
ADAMTS3|9508	115.797	ADAMTS3|9508	97.1083
ADAMTS4|9507	765.5468	ADAMTS4|9507	94.0872
ADAMTS5|11096	260.9006	ADAMTS5|11096	2772.1191
ADAMTS6|11174	47.1766	ADAMTS6|11174	10.7898
ADAMTS7|11173	224.446	ADAMTS7|11173	52.2227
ADAMTS8|11095	29.664	ADAMTS8|11095	497.6262
ADAMTS9|56999	561.1151	ADAMTS9|56999	1066.8968
ADAMTSL1|92949	239.8142	ADAMTSL1|92949	255.5028
ADAMTSL2|9719	223.0164	ADAMTSL2|9719	29.3483
ADAMTSL3|57188	185.1322	ADAMTSL3|57188	100.5611
ADAMTSL4|54507	259.8284	ADAMTSL4|54507	258.524
ADAMTSL5|339366	22.8735	ADAMTSL5|339366	34.959
ADAP1|11033	107.777	ADAP1|11033	90.915
ADAP2|55803	256.2545	ADAP2|55803	167.4579
ADARB1|104	669.0493	ADARB1|104	668.1053
ADAR|103	10882.416	ADAR|103	6980.1467
ADAT1|23536	497.4982	ADAT1|23536	392.7492
ADAT2|134637	39.6712	ADAT2|134637	236.9443
ADAT3|113179	28.5919	ADAT3|113179	22.4428
ADA|100	152.9664	ADA|100	53.9491
ADCK1|57143	97.2123	ADCK1|57143	157.0997
ADCK2|90956	686.9371	ADCK2|90956	627.104
ADCK4|79934	689.421	ADCK4|79934	514.0268
ADCK5|203054	59.3281	ADCK5|203054	112.6457
lowly_expressed	lowly_expressed	ADCY10|55811	14.6741
ADCY1|107	154.396	ADCY1|107	2157.9629
ADCY2|108	387.0622	ADCY2|108	78.1183
ADCY3|109	824.2423	ADCY3|109	905.0496
ADCY4|196883	298.0701	ADCY4|196883	296.0725
ADCY5|111	112.223	ADCY5|111	284.8511
ADCY6|112	1887.4196	ADCY6|112	2702.2011
ADCY7|113	635.8113	ADCY7|113	422.0975
ADCY9|115	426.0186	ADCY9|115	842.9003
ADCYAP1R1|117	18.5847	ADCYAP1R1|117	16.4005
ADCYAP1|116	17.5125	lowly_expressed	lowly_expressed
ADC|113451	142.2445	ADC|113451	125.1618
ADD1|118	4914.5818	ADD1|118	5400.5179
ADD2|119	72.5518	ADD2|119	48.3384
ADD3|120	1572.9092	ADD3|120	3316.789
ADH1A|124	20.6719	ADH1A|124	18.5585
ADH1B|125	1912.0801	ADH1B|125	2340.5265
ADH1C|126	67.1909	ADH1C|126	76.8235
ADH4|127	5.0036	lowly_expressed	lowly_expressed
ADH5|128	2107.2194	ADH5|128	2890.3755
ADHFE1|137872	26.4475	ADHFE1|137872	192.4903
ADI1|55256	2392.7806	ADI1|55256	1369.0117
ADIPOQ|9370	2527.8771	ADIPOQ|9370	2661.6314
ADIPOR1|51094	4624.732	ADIPOR1|51094	2059.5598
ADIPOR2|79602	1240.8863	ADIPOR2|79602	2119.5511
ADK|132	368.1201	ADK|132	313.3362
ADM2|79924	269.1208	ADM2|79924	178.6793
ADM|133	284.1315	ADM|133	119.1196
ADNP2|22850	593.9957	ADNP2|22850	793.6987
ADNP|23394	3161.9014	ADNP|23394	3571.8602
ADORA1|134	246.9621	ADORA1|134	696.5904
ADORA2A|135	151.5368	ADORA2A|135	54.3807
ADORA2B|136	51.4653	ADORA2B|136	91.9292
ADORA3|140	108.649	ADORA3|140	84.1606
ADO|84890	522.5161	ADO|84890	691.8429
ADPGK|83440	1138.2023	ADPGK|83440	898.1442
ADPRHL1|113622	61.8299	ADPRHL1|113622	67.76
ADPRHL2|54936	675.4825	ADPRHL2|54936	559.344
ADPRH|141	261.258	ADPRH|141	226.5861
ADRA1A|148	9.6497	ADRA1A|148	5.6107
ADRA1B|147	25.0179	ADRA1B|147	8.2003
ADRA1D|146	5.7184	lowly_expressed	lowly_expressed
ADRA2A|150	309.1494	ADRA2A|150	764.3505
ADRA2B|151	19.6569	ADRA2B|151	21.148
ADRA2C|152	141.5297	ADRA2C|152	20.2849
ADRB1|153	6.4332	ADRB1|153	18.1269
ADRB2|154	157.97	ADRB2|154	150.1942
ADRBK1|156	2535.7398	ADRBK1|156	1641.3466
ADRBK2|157	933.5239	ADRBK2|157	1165.7315
ADRM1|11047	1250.5361	ADRM1|11047	756.1502
ADSL|158	670.4789	ADSL|158	970.6517
ADSSL1|122622	199.7856	ADSSL1|122622	91.4976
ADSS|159	2172.6233	ADSS|159	1460.0777
AEBP1|165	16776.6262	AEBP1|165	2750.9711
AEBP2|121536	455.3252	AEBP2|121536	1131.2041
AEN|64782	413.867	AEN|64782	467.4148
AES|166	5720.8721	AES|166	4103.1506
AFAP1L1|134265	433.8813	AFAP1L1|134265	209.3224
AFAP1L2|84632	308.792	AFAP1L2|84632	1115.2352
AFAP1|60312	2302.4053	AFAP1|60312	1883.4571
AFF1|4299	2379.1994	AFF1|4299	2872.6802
AFF2|2334	30.0214	AFF2|2334	46.612
AFF3|3899	406.7191	AFF3|3899	2308.5887
AFF4|27125	6437.4553	AFF4|27125	4804.057
AFG3L1|172	118.6562	AFG3L1|172	364.2641
AFG3L2|10939	1358.5239	AFG3L2|10939	1543.3751
AFMID|125061	553.6097	AFMID|125061	513.1636
AFP|174	6.7906	AFP|174	37.117
AFTPH|54812	2156.183	AFTPH|54812	2163.5736
AG2|387763	286.9907	AG2|387763	82.4342
AGAP11|119385	20.7291	AGAP11|119385	129.495
AGAP1|116987	736.5976	AGAP1|116987	649.5468
AGAP2|116986	155.5218	AGAP2|116986	78.4678
AGAP3|116988	1147.9628	AGAP3|116988	1608.9771
AGAP4|119016	79.3424	AGAP4|119016	240.3971
AGAP5|729092	20.7505	AGAP5|729092	145.3043
AGAP6|414189	37.5268	AGAP6|414189	155.8049
lowly_expressed	lowly_expressed	AGAP7|653268	17.6953
AGAP8|728404	18.2273	AGAP8|728404	138.9728
AGA|175	559.6855	AGA|175	589.1239
lowly_expressed	lowly_expressed	AGBL2|79841	21.148
AGBL3|340351	5.0036	AGBL3|340351	6.9055
AGBL4|84871	5.361	AGBL4|84871	7.3371
AGBL5|60509	365.9828	AGBL5|60509	780.3323
AGER|177	16.7977	AGER|177	75.9603
AGFG1|3267	3877.055	AGFG1|3267	1886.4912
AGFG2|3268	259.8284	AGFG2|3268	423.8239
AGGF1|55109	760.1858	AGGF1|55109	1061.2861
AGK|55750	404.9321	AGK|55750	611.9983
AGL|178	1775.554	AGL|178	1301.2516
AGMAT|79814	27.1623	AGMAT|79814	20.7164
AGPAT1|10554	2054.9249	AGPAT1|10554	1349.9784
AGPAT2|10555	2253.3953	AGPAT2|10555	624.0829
AGPAT3|56894	3223.0164	AGPAT3|56894	1727.6651
AGPAT4|56895	146.5332	AGPAT4|56895	299.9568
AGPAT5|55326	612.9378	AGPAT5|55326	789.3828
AGPAT6|137964	1481.7727	AGPAT6|137964	2015.9689
AGPAT9|84803	87.5625	AGPAT9|84803	82.4342
AGPHD1|123688	28.9492	AGPHD1|123688	63.0125
AGPS|8540	1818.7991	AGPS|8540	1232.1968
AGR2|10551	6064.3317	AGR2|10551	3105.3086
AGR3|155465	38.2416	AGR3|155465	598.6189
AGRN|375790	19488.5633	AGRN|375790	4034.0958
AGTPBP1|23287	286.2759	AGTPBP1|23287	418.6448
AGTR1|185	64.3317	AGTR1|185	115.2352
AGTRAP|57085	1172.9807	AGTRAP|57085	664.6526
AGT|183	363.4739	AGT|183	33.6642
AGXT2L2|85007	349.8928	AGXT2L2|85007	455.6625
AHCTF1|25909	2497.1408	AHCTF1|25909	1787.2249
AHCYL1|10768	3986.7763	AHCYL1|10768	4782.0457
AHCYL2|23382	497.1408	AHCYL2|23382	686.6638
AHCY|191	1860.2573	AHCY|191	3415.6237
AHDC1|27245	1084.7034	AHDC1|27245	1432.4558
AHI1|54806	293.0665	AHI1|54806	573.1549
AHNAK2|113146	911.3653	AHNAK2|113146	595.1662
AHNAK|79026	56150.822	AHNAK|79026	81975.8308
AHRR|57491	27.1623	AHRR|57491	21.5796
AHR|196	2033.238	AHR|196	3883.9016
AHSA1|10598	1544.6748	AHSA1|10598	1377.2119
AHSA2|130872	106.5046	AHSA2|130872	862.322
AIDA|64853	1159.1065	AIDA|64853	771.6875
AIF1L|83543	1231.9514	AIF1L|83543	2095.382
AIF1|199	437.8127	AIF1|199	257.6608
AIFM1|9131	1493.5668	AIFM1|9131	700.0432
AIFM2|84883	314.153	AIFM2|84883	404.8338
AIFM3|150209	13.2345	AIFM3|150209	11.2214
AIG1|51390	795.9257	AIG1|51390	593.8714
AIM1L|55057	11.4367	lowly_expressed	lowly_expressed
AIM1|202	2129.3781	AIM1|202	2890.8071
AIM2|9447	41.4582	lowly_expressed	lowly_expressed
AIMP1|9255	781.2652	AIMP1|9255	1214.3893
AIMP2|7965	464.2959	AIMP2|7965	231.994
AIP|9049	775.554	AIP|9049	658.1787
AJAP1|55966	18.5847	AJAP1|55966	35.8222
AK1|203	697.9986	AK1|203	312.9046
AK2|204	2191.208	AK2|204	2154.9417
AK3L1|205	387.0622	AK3L1|205	589.9871
AK3|50808	550.7505	AK3|50808	1446.2667
AK5|26289	88.9921	AK5|26289	933.5347
AK7|122481	13.5811	AK7|122481	60.423
AKAP10|11216	581.4868	AKAP10|11216	673.2844
AKAP11|11215	1487.8485	AKAP11|11215	2681.0531
AKAP12|9590	1889.9214	AKAP12|9590	1363.8325
AKAP13|11214	3758.0415	AKAP13|11214	5135.0885
AKAP1|8165	1087.5625	AKAP1|8165	3354.7691
AKAP2|11217	903.8921	AKAP2|11217	1565.9128
AKAP3|10566	8.2202	AKAP3|10566	66.4653
AKAP5|9495	80.4146	AKAP5|9495	120.8459
AKAP6|9472	25.7327	AKAP6|9472	331.8947
AKAP7|9465	127.2337	AKAP7|9465	234.3548
AKAP8L|26993	729.0922	AKAP8L|26993	904.1864
AKAP8|10270	507.5054	AKAP8|10270	862.322
AKAP9|10142	2149.3924	AKAP9|10142	4056.107
AKD1|221264	184.06	AKD1|221264	180.4057
AKIRIN1|79647	2466.0472	AKIRIN1|79647	1220.1122
AKIRIN2|55122	755.1823	AKIRIN2|55122	593.0082
AKNA|80709	1167.2623	AKNA|80709	676.7372
AKR1A1|10327	3159.0422	AKR1A1|10327	1672.4212
AKR1B10|57016	403.8599	lowly_expressed	lowly_expressed
AKR1B15|441282	185.4896	lowly_expressed	lowly_expressed
AKR1B1|231	703.0021	AKR1B1|231	640.915
AKR1C1|1645	285.3288	AKR1C1|1645	285.2827
AKR1C2|1646	408.1487	AKR1C2|1646	314.631
AKR1C3|8644	501.787	AKR1C3|8644	393.6124
lowly_expressed	lowly_expressed	AKR1D1|6718	7.3371
AKR1E2|83592	66.7084	AKR1E2|83592	37.5486
AKR7A2|8574	1076.1258	AKR7A2|8574	718.17
AKR7A3|22977	163.6883	AKR7A3|22977	96.2451
AKR7L|246181	10.3645	AKR7L|246181	15.5373
AKT1S1|84335	1279.1279	AKT1S1|84335	596.8925
AKT1|207	5861.6869	AKT1|207	2709.1066
AKT2|208	2525.7327	AKT2|208	2130.341
AKT3|10000	498.9278	AKT3|10000	675.0108
AKTIP|64400	529.0636	AKTIP|64400	587.6262
ALAD|210	1150.4646	ALAD|210	1512.7320000000002
ALAS1|211	1417.441	ALAS1|211	699.6116
lowly_expressed	lowly_expressed	ALB|213	176.0898
ALCAM|214	4918.1558	ALCAM|214	5640.4834
ALDH16A1|126133	562.1873	ALDH16A1|126133	335.3474
ALDH18A1|5832	2174.4103	ALDH18A1|5832	1809.2361
ALDH1A1|216	1073.2666	ALDH1A1|216	834.7
ALDH1A2|8854	158.3274	ALDH1A2|8854	164.4368
ALDH1A3|220	609.5354	ALDH1A3|220	1746.2408
ALDH1B1|219	512.1515	ALDH1B1|219	501.079
ALDH1L1|10840	85.7756	ALDH1L1|10840	108.7613
ALDH1L2|160428	498.5704	ALDH1L2|160428	278.8088
ALDH2|217	2041.8156	ALDH2|217	2473.8886
lowly_expressed	lowly_expressed	ALDH3A1|218	26.3271
ALDH3A2|224	1927.4482	ALDH3A2|224	2069.4864
ALDH3B1|221	166.1901	ALDH3B1|221	118.2564
ALDH3B2|222	3556.1115	ALDH3B2|222	1672.8528
ALDH4A1|8659	704.0743	ALDH4A1|8659	558.4808
ALDH5A1|7915	365.9757	ALDH5A1|7915	613.2931
ALDH6A1|4329	387.4982	ALDH6A1|4329	647.5701
ALDH7A1|501	2441.3867	ALDH7A1|501	3630.1252
ALDH8A1|64577	42.8878	ALDH8A1|64577	23.7376
ALDH9A1|223	4183.3452	ALDH9A1|223	4329.3051
ALDOA|226	20740.5289	ALDOA|226	9975.3992
ALDOC|230	206.9335	ALDOC|230	636.5991
ALG10B|144245	161.54399999999998	ALG10B|144245	499.3526
ALG10|84920	108.2916	ALG10|84920	141.1308
ALG11|440138	26.0901	ALG11|440138	18.1269
ALG12|79087	369.1923	ALG12|79087	433.3189
ALG13|79868	368.4775	ALG13|79868	566.6811
ALG14|199857	128.6633	ALG14|199857	132.0673
ALG1L|200810	32.8628	lowly_expressed	lowly_expressed
ALG1|56052	741.9943	ALG1|56052	409.2361
ALG2|85365	548.9635	ALG2|85365	845.9215
ALG3|10195	976.4117	ALG3|10195	457.0565
ALG5|29880	553.6097	ALG5|29880	611.9983
ALG6|29929	644.7462	ALG6|29929	319.3785
ALG8|79053	1246.9621	ALG8|79053	792.8356
ALG9|79796	591.8513	ALG9|79796	589.5555
ALKBH1|8846	152.2516	ALKBH1|8846	267.1558
ALKBH2|121642	159.0422	ALKBH2|121642	362.1062
ALKBH3|221120	217.6555	ALKBH3|221120	357.7902
ALKBH4|54784	153.2202	ALKBH4|54784	214.8511
ALKBH5|54890	1618.6562	ALKBH5|54890	1644.0872
ALKBH6|84964	56.8263	ALKBH6|84964	49.2016
ALKBH7|84266	419.228	ALKBH7|84266	400.5179
ALKBH8|91801	187.63400000000001	ALKBH8|91801	318.0837
ALK|238	8.5776	ALK|238	12.0846
lowly_expressed	lowly_expressed	ALMS1P|200420	6.4739
ALMS1|7840	957.1122	ALMS1|7840	1080.2762
lowly_expressed	lowly_expressed	ALOX12P2|245	54.3807
ALOX15B|247	75.7684	ALOX15B|247	1156.6681
ALOX15|246	14.2959	ALOX15|246	240.8287
ALOX5AP|241	371.3367	ALOX5AP|241	154.5101
ALOX5|240	441.3867	ALOX5|240	262.4083
lowly_expressed	lowly_expressed	ALOXE3|59344	5.6107
ALPK1|80216	604.7177	ALPK1|80216	955.1144
ALPK2|115701	23.5883	ALPK2|115701	27.6219
