gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
KIAA0922|23240	270.7429	KIAA0922|23240	694.4972
KIAA0947|23379	1163.3129	KIAA0947|23379	1207.3055
KIAA1009|22832	106.7949	KIAA1009|22832	259.0133
KIAA1012|22878	1294.9286	KIAA1012|22878	1219.6395
KIAA1024|23251	11.1041	KIAA1024|23251	30.3605
KIAA1033|23325	1317.4632	KIAA1033|23325	1351.0436
lowly_expressed	lowly_expressed	KIAA1045|23349	19.4497
KIAA1107|23285	41.1503	KIAA1107|23285	179.3169
KIAA1109|84162	2047.0649	KIAA1109|84162	2834.9146
KIAA1143|57456	980.7492	KIAA1143|57456	834.9146
KIAA1147|57189	1038.8821	KIAA1147|57189	1429.3169
KIAA1161|57462	884.0786	KIAA1161|57462	210.1518
KIAA1191|57179	2838.0653	KIAA1191|57179	2058.3491
KIAA1199|57214	124.4307	KIAA1199|57214	30.3605
lowly_expressed	lowly_expressed	KIAA1210|57481	10.4364
KIAA1211|57482	34.9451	KIAA1211|57482	51.2334
KIAA1217|56243	3094.4383	KIAA1217|56243	4467.9886
lowly_expressed	lowly_expressed	KIAA1239|57495	20.3985
KIAA1244|57221	690.0842	KIAA1244|57221	639.4687
KIAA1257|57501	109.5741	KIAA1257|57501	17.5522
KIAA1267|284058	2176.721	KIAA1267|284058	1340.1328
KIAA1274|27143	200.8527	KIAA1274|27143	326.8501
KIAA1279|26128	1339.0182	KIAA1279|26128	796.0152
KIAA1310|55683	2463.7934	KIAA1310|55683	1733.871
KIAA1324L|222223	865.1364	KIAA1324L|222223	442.5996
KIAA1324|57535	25110.8364	KIAA1324|57535	4650.3795
KIAA1328|57536	159.0492	KIAA1328|57536	156.0721
KIAA1370|56204	2408.9264	KIAA1370|56204	1153.7002
KIAA1377|57562	397.4598	KIAA1377|57562	349.6205
KIAA1383|54627	240.0435	KIAA1383|54627	54.5541
KIAA1407|57577	393.5407	KIAA1407|57577	271.3472
KIAA1429|25962	2469.3455	KIAA1429|25962	2158.9184
KIAA1430|57587	1717.5357	KIAA1430|57587	1218.2163
KIAA1432|57589	948.0575	KIAA1432|57589	837.6992
KIAA1462|57608	486.2922	KIAA1462|57608	1608.6338
KIAA1467|57613	6806.7846	KIAA1467|57613	885.6736
KIAA1468|57614	718.4976	KIAA1468|57614	868.5958
KIAA1522|57648	5077.8182	KIAA1522|57648	3805.5028
KIAA1524|57650	30.6994	KIAA1524|57650	49.3359
KIAA1529|57653	48.3353	KIAA1529|57653	94.4023
KIAA1530|57654	195.3007	KIAA1530|57654	247.6281
KIAA1539|80256	356.9626	KIAA1539|80256	415.0854
KIAA1543|57662	682.2461	KIAA1543|57662	294.1176
KIAA1549|57670	370.0262	KIAA1549|57670	246.6793
KIAA1586|57691	221.1013	lowly_expressed	lowly_expressed
KIAA1598|57698	2437.3397	KIAA1598|57698	1373.3397
KIAA1609|57707	277.9279	KIAA1609|57707	400.3795
KIAA1614|57710	11.2576	KIAA1614|57710	95.5787
KIAA1632|57724	1106.4862	KIAA1632|57724	985.2941
KIAA1644|85352	12.737	KIAA1644|85352	23.2448
KIAA1671|85379	1947.455	KIAA1671|85379	3039.3738
KIAA1683|80726	58.133	KIAA1683|80726	403.7002
KIAA1704|55425	297.3567	KIAA1704|55425	352.9412
KIAA1712|80817	318.7027	KIAA1712|80817	309.7533
KIAA1715|80856	1004.9168	KIAA1715|80856	607.2106
KIAA1731|85459	539.1998	KIAA1731|85459	433.11199999999997
KIAA1737|85457	1865.8075	KIAA1737|85457	1172.6755
KIAA1755|85449	12.0838	KIAA1755|85449	196.8691
KIAA1797|54914	1060.1105	KIAA1797|54914	734.3454
KIAA1804|84451	22.8613	KIAA1804|84451	168.8805
KIAA1826|84437	430.4454	KIAA1826|84437	323.055
KIAA1841|84542	174.7255	KIAA1841|84542	152.27700000000002
lowly_expressed	lowly_expressed	KIAA1875|340390	7.1157
KIAA1908|114796	91.4451	KIAA1908|114796	172.2011
KIAA1919|91749	46.3758	KIAA1919|91749	117.1727
KIAA1949|170954	558.7951	KIAA1949|170954	1651.3283
KIAA1958|158405	80.6677	KIAA1958|158405	70.2087
KIAA1967|57805	1858.296	KIAA1967|57805	2108.1594
KIAA1984|84960	14.37	KIAA1984|84960	12.8083
KIAA2013|90231	1532.0327	KIAA2013|90231	1046.0152
KIAA2018|205717	1011.4486	KIAA2018|205717	826.3757
KIAA2022|340533	236.451	KIAA2022|340533	77.7989
KIAA2026|158358	924.2491	KIAA2026|158358	990.9867
KIDINS220|57498	1928.8393	KIDINS220|57498	2555.9772
KIF11|3832	228.9394	KIF11|3832	98.1973
KIF12|113220	1216.8736	KIF12|113220	196.8691
KIF13A|63971	1422.2986	KIF13A|63971	1737.6660000000002
KIF13B|23303	2897.8313	KIF13B|23303	2002.3719
KIF14|9928	22.8613	lowly_expressed	lowly_expressed
KIF15|56992	30.3729	KIF15|56992	17.0778
KIF16B|55614	1328.2407	KIF16B|55614	907.4953
KIF17|57576	38.211	KIF17|57576	53.1309
KIF18A|81930	28.7399	KIF18A|81930	17.5522
KIF18B|146909	32.0058	KIF18B|146909	16.129
lowly_expressed	lowly_expressed	KIF19|124602	28.9374
lowly_expressed	lowly_expressed	KIF1A|547	29.8861
KIF1B|23095	665.2634	KIF1B|23095	1789.8482
KIF1C|10749	830.1913	KIF1C|10749	3620.4934
KIF20A|10112	71.8498	KIF20A|10112	20.3985
KIF20B|9585	161.3354	KIF20B|9585	166.5085
KIF21A|55605	569.246	KIF21A|55605	271.3472
KIF21B|23046	29.7197	KIF21B|23046	144.6869
KIF22|3835	773.6912	KIF22|3835	701.1385
KIF23|9493	101.5694	KIF23|9493	74.9526
KIF24|347240	167.5406	KIF24|347240	64.5161
lowly_expressed	lowly_expressed	KIF25|3834	28.463
KIF26A|26153	26.1272	KIF26A|26153	240.9867
KIF26B|55083	59.1128	KIF26B|55083	44.1176
KIF27|55582	152.844	KIF27|55582	132.8273
KIF2A|3796	586.2287	KIF2A|3796	499.5256
KIF2C|11004	64.9914	KIF2C|11004	31.3093
KIF3A|11127	653.5062	KIF3A|11127	404.1746
KIF3B|9371	2224.0765	KIF3B|9371	1640.4175
KIF3C|3797	318.4251	KIF3C|3797	465.37
KIF4A|24137	80.9943	KIF4A|24137	6.167000000000001
lowly_expressed	lowly_expressed	KIF5A|3798	27.9886
KIF5B|3799	4770.8238	KIF5B|3799	5465.8444
KIF5C|3800	249.5146	KIF5C|3800	233.87099999999998
KIF6|221458	78.7081	KIF6|221458	10.9108
KIF7|374654	33.9033	KIF7|374654	247.7562
KIF9|64147	297.8172	KIF9|64147	132.8273
KIFAP3|22920	2140.7961	KIFAP3|22920	850.5693
KIFC1|3833	111.3671	KIFC1|3833	49.8102
KIFC2|90990	151.8185	KIFC2|90990	279.4639
KIFC3|3801	73.1561	KIFC3|3801	644.6869
KILLIN|100144748	54.2139	KILLIN|100144748	23.2448
KIN|22944	250.1678	KIN|22944	215.37
lowly_expressed	lowly_expressed	KIRREL2|84063	5.2182
KIRREL|55243	46.3758	KIRREL|55243	515.6546
KISS1R|84634	10.1243	lowly_expressed	lowly_expressed
KITLG|4254	495.4367	KITLG|4254	1399.4307
KIT|3815	69.5636	KIT|3815	3297.9127
KLB|152831	19.922	KLB|152831	708.7287
KLC1|3831	1043.6602	KLC1|3831	1768.2732
KLC2|64837	703.801	KLC2|64837	450.6641
KLC3|147700	46.0492	KLC3|147700	129.5066
KLC4|89953	637.5784	KLC4|89953	512.8416
KLF10|7071	982.7087	KLF10|7071	6233.871
KLF11|8462	439.2633	KLF11|8462	1503.3207
KLF12|11278	234.4915	KLF12|11278	352.4668
KLF13|51621	275.3152	KLF13|51621	2329.222
lowly_expressed	lowly_expressed	KLF14|136259	6.167000000000001
KLF15|28999	41.1503	KLF15|28999	240.5123
KLF16|83855	380.8037	KLF16|83855	481.9734
KLF2|10365	403.9916	KLF2|10365	1476.7552
KLF3|51274	1463.1158	KLF3|51274	1276.0911
KLF4|9314	485.3124	KLF4|9314	4397.0588
KLF5|688	22.8613	KLF5|688	828.7476
KLF6|1316	2108.1371	KLF6|1316	16259.0133
KLF7|8609	30.6994	KLF7|8609	192.1252
KLF8|11279	334.7545	KLF8|11279	556.9259999999999
KLF9|687	676.6941	KLF9|687	2475.3321
KLHDC10|23008	664.9368	KLHDC10|23008	787.0019
KLHDC1|122773	127.37	KLHDC1|122773	122.8653
KLHDC2|23588	1561.0992	KLHDC2|23588	1074.9526
KLHDC3|116138	1142.0845	KLHDC3|116138	1567.8368
KLHDC4|54758	341.8938	KLHDC4|54758	309.6917
KLHDC5|57542	772.7115	KLHDC5|57542	869.0702
KLHDC7A|127707	904.0006	KLHDC7A|127707	505.2182
KLHDC7B|113730	53.2341	KLHDC7B|113730	70.6831
KLHDC8A|55220	8.8179	KLHDC8A|55220	15.6546
KLHDC8B|200942	476.4945	KLHDC8B|200942	1275.1423
KLHDC9|126823	401.3789	KLHDC9|126823	70.2087
KLHL10|317719	5.8786	lowly_expressed	lowly_expressed
KLHL11|55175	125.0839	KLHL11|55175	50.75899999999999
KLHL12|59349	2033.3481	KLHL12|59349	806.4516
KLHL13|90293	47.6821	KLHL13|90293	1176.4706
lowly_expressed	lowly_expressed	KLHL14|57565	30.3605
KLHL15|80311	403.665	KLHL15|80311	432.6376
KLHL17|339451	50.6214	KLHL17|339451	69.7343
KLHL18|23276	356.3095	KLHL18|23276	488.6148
KLHL20|27252	523.5234	KLHL20|27252	511.3852
KLHL21|9903	472.2488	KLHL21|9903	2226.7552
KLHL22|84861	483.6795	KLHL22|84861	408.9184
KLHL23|151230	161.4431	KLHL23|151230	112.9032
KLHL24|54800	738.4195	KLHL24|54800	1556.9260000000002
KLHL25|64410	178.6446	KLHL25|64410	416.0342
KLHL26|55295	327.8962	KLHL26|55295	232.9222
KLHL28|54813	330.8355	KLHL28|54813	396.5844
KLHL29|114818	9.1445	KLHL29|114818	437.8558
KLHL2|11275	247.8817	KLHL2|11275	555.5028
lowly_expressed	lowly_expressed	KLHL30|377007	126.186
KLHL31|401265	23.7104	KLHL31|401265	433.3539
KLHL32|114792	6.2052	KLHL32|114792	5.6926
lowly_expressed	lowly_expressed	KLHL35|283212	15.6546
KLHL36|79786	226.9799	KLHL36|79786	264.2315
KLHL38|340359	30.0463	lowly_expressed	lowly_expressed
KLHL3|26249	64.6648	KLHL3|26249	265.1803
lowly_expressed	lowly_expressed	KLHL4|56062	9.962
KLHL5|51088	806.0236	KLHL5|51088	1058.8235
KLHL6|89857	87.1995	KLHL6|89857	462.5237
KLHL7|55975	527.1159	KLHL7|55975	678.3681
KLHL8|57563	372.3124	KLHL8|57563	421.7268
KLHL9|55958	1781.5473	KLHL9|55958	1388.0455
lowly_expressed	lowly_expressed	KLK10|5655	287.0019
lowly_expressed	lowly_expressed	KLK11|11012	73.055
KLK14|43847	8.8179	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLK4|9622	5.2182
lowly_expressed	lowly_expressed	KLK5|25818	2459.6774
lowly_expressed	lowly_expressed	KLK6|5653	551.2334
lowly_expressed	lowly_expressed	KLK7|5650	1229.6015
lowly_expressed	lowly_expressed	KLK8|11202	246.6793
KLKB1|3818	6.5318	KLKB1|3818	6.6414
KLRA1|10748	21.5549	KLRA1|10748	82.5427
KLRAQ1|129285	568.5928	KLRAQ1|129285	557.4004
KLRB1|3820	11.1041	KLRB1|3820	70.6831
lowly_expressed	lowly_expressed	KLRC1|3821	5.6926
lowly_expressed	lowly_expressed	KLRC4|8302	5.2182
lowly_expressed	lowly_expressed	KLRD1|3824	20.8729
lowly_expressed	lowly_expressed	KLRF1|51348	22.296
KLRG1|10219	25.474	KLRG1|10219	64.0417
KLRG2|346689	30.3729	lowly_expressed	lowly_expressed
KLRK1|22914	16.3295	KLRK1|22914	98.6717
KL|9365	17.3093	KL|9365	220.5882
KMO|8564	1194.0319	KMO|8564	112.7419
lowly_expressed	lowly_expressed	KNDC1|85442	51.7078
KNTC1|9735	256.6996	KNTC1|9735	223.9089
KPNA1|3836	1859.9289	KPNA1|3836	1575.4269
KPNA2|3838	1466.0616	KPNA2|3838	963.4725
KPNA3|3839	520.9107	KPNA3|3839	1145.6357
KPNA4|3840	1716.556	KPNA4|3840	2030.3605
KPNA5|3841	48.3353	KPNA5|3841	106.7362
KPNA6|23633	2110.7499	KPNA6|23633	2005.6926
KPNB1|3837	6254.8478	KPNB1|3837	3712.9981
KPTN|11133	218.8152	KPTN|11133	121.4421
KRAS|3845	1367.4315	KRAS|3845	982.4478
KRBA1|84626	151.2111	KRBA1|84626	212.5237
KRBA2|124751	65.318	KRBA2|124751	110.0569
KRCC1|51315	1436.0153	KRCC1|51315	949.7154
KREMEN1|83999	91.4451	KREMEN1|83999	768.9753
KRI1|65095	693.5559	KRI1|65095	616.0484
KRIT1|889	932.7405	KRIT1|889	732.4478
KRR1|11103	1154.1618	KRR1|11103	812.7704
KRT10|3858	478.1275	KRT10|3858	418.8805
lowly_expressed	lowly_expressed	KRT14|3861	26240.9867
KRT15|3866	175.3787	KRT15|3866	13324.0038
lowly_expressed	lowly_expressed	KRT16|3868	1592.9791
lowly_expressed	lowly_expressed	KRT17|3872	23841.556
KRT18|3875	17772.896	KRT18|3875	8486.5085
KRT19|3880	41743.7283	KRT19|3880	10455.8824
lowly_expressed	lowly_expressed	KRT1|3848	5.6926
KRT222|125113	251.1476	KRT222|125113	72.1063
KRT23|25984	2589.5305	KRT23|25984	3490.9867
KRT31|3881	8.4913	lowly_expressed	lowly_expressed
KRT32|3882	9.4711	KRT32|3882	6.167000000000001
KRT37|8688	12.0577	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT5|3852	22759.962000000003
lowly_expressed	lowly_expressed	KRT6A|3853	102.4668
lowly_expressed	lowly_expressed	KRT6B|3854	4490.5123
lowly_expressed	lowly_expressed	KRT6C|286887	96.2998
lowly_expressed	lowly_expressed	KRT79|338785	77.3245
KRT7|3855	8675.5314	KRT7|3855	11305.5028
KRT80|144501	155.1302	KRT80|144501	1155.1233
KRT81|3887	121.818	KRT81|3887	586.3378
KRT83|3889	14.37	KRT83|3889	16.6034
KRT86|3892	41.4769	KRT86|3892	36.0531
KRT8|3856	15663.6942	KRT8|3856	12277.2486
lowly_expressed	lowly_expressed	KRT9|3857	10.4364
lowly_expressed	lowly_expressed	KRTAP5-1|387264	8.0645
KRTCAP2|200185	3431.4790000000003	KRTCAP2|200185	1104.8387
KRTCAP3|200634	603.2114	KRTCAP3|200634	241.4611
KSR1|8844	163.9481	KSR1|8844	640.4175
KSR2|283455	22.5347	KSR2|283455	34.63
KTELC1|56983	493.8038	KTELC1|56983	360.5313
KTI12|112970	136.1879	KTI12|112970	129.5066
KTN1|3895	6434.1456	KTN1|3895	6681.6888
KYNU|8942	34.2919	KYNU|8942	368.1214
lowly_expressed	lowly_expressed	KY|339855	91.556
lowly_expressed	lowly_expressed	L1CAM|3897	243.3586
L2HGDH|79944	374.5985	L2HGDH|79944	132.8273
L3MBTL2|83746	861.7333	L3MBTL2|83746	762.4858
L3MBTL3|84456	107.7746	L3MBTL3|84456	249.5256
L3MBTL4|91133	120.5116	L3MBTL4|91133	115.7495
L3MBTL|26013	41.1503	L3MBTL|26013	113.852
LACE1|246269	28.7399	LACE1|246269	51.7078
LACRT|90070	5143.1361	lowly_expressed	lowly_expressed
LACTB2|51110	402.3586	LACTB2|51110	241.4611
LACTB|114294	440.5696	LACTB|114294	449.241
LAD1|3898	306.3412	LAD1|3898	649.4307
LAG3|3902	6.5318	LAG3|3902	14.2315
LAGE3|8270	225.347	LAGE3|8270	147.0588
LAIR1|3903	308.9539	LAIR1|3903	1319.7343
LAMA1|284217	9.4711	LAMA1|284217	58.3491
LAMA2|3908	111.6937	lowly_expressed	lowly_expressed
LAMA3|3909	921.3098	LAMA3|3909	2587.7609
LAMA4|3910	777.2837	LAMA4|3910	4287.9507
LAMA5|3911	2140.1429	LAMA5|3911	2467.2676
LAMB1|3912	927.515	LAMB1|3912	2569.26
LAMB2L|22973	6.5318	LAMB2L|22973	31.7837
LAMB2|3913	5878.2898	LAMB2|3913	8349.6205
LAMB3|3914	153.1706	LAMB3|3914	3447.3435
LAMC1|3915	1085.2579	LAMC1|3915	6787.9507
LAMC2|3918	131.6157	LAMC2|3918	3349.1461
lowly_expressed	lowly_expressed	LAMC3|10319	47.9127
LAMP1|3916	5302.8386	LAMP1|3916	6962.9981
LAMP2|3920	5124.1939	LAMP2|3920	4892.315
LAMP3|27074	10.1243	LAMP3|27074	56.4516
LANCL1|10314	2770.7878	LANCL1|10314	1971.537
LANCL2|55915	279.8875	LANCL2|55915	567.3624
lowly_expressed	lowly_expressed	LANCL3|347404	15.6546
LAP3|51056	2386.7182	LAP3|51056	2412.7135
LAPTM4A|9741	8736.9303	LAPTM4A|9741	7160.8159
LAPTM4B|55353	678.9802	LAPTM4B|55353	1737.6660000000002
LAPTM5|7805	2484.6952	LAPTM5|7805	6419.8292
LARGE|9215	264.5377	LARGE|9215	440.2277
LARP1B|55132	655.7923	LARP1B|55132	448.2922
LARP1|23367	4804.7891	LARP1|23367	3544.592
LARP4B|23185	1414.4604	LARP4B|23185	1124.7628
LARP4|113251	1647.3189	LARP4|113251	1149.4307
LARP6|55323	122.7978	LARP6|55323	413.6622
LARP7|51574	1065.3359	LARP7|51574	1010.4364
LARS2|23395	536.9136	LARS2|23395	421.2524
LARS|51520	3136.2418	LARS|51520	2395.6357
LAS1L|81887	1022.8792	LAS1L|81887	782.2581
LASP1|3927	7313.6519	LASP1|3927	5882.3529
LASS2|29956	17331.4674	LASS2|29956	3275.1423
lowly_expressed	lowly_expressed	LASS3|204219	26.0911
LASS4|79603	3949.4504	LASS4|79603	676.4706
LASS5|91012	1216.547	LASS5|91012	794.1176
LASS6|253782	4504.2057	LASS6|253782	1076.7694
LAT2|7462	213.2631	LAT2|7462	154.649
LATS1|9113	324.6303	LATS1|9113	552.6565
LATS2|26524	416.7286	LATS2|26524	1106.2619
LAT|27040	12.2079	LAT|27040	97.7467
LAX1|54900	8.1647	LAX1|54900	28.463
LAYN|143903	55.5203	LAYN|143903	167.4573
LBH|81606	599.6189	LBH|81606	1416.5085
lowly_expressed	lowly_expressed	LBP|3929	143.2638
LBR|3930	290.9915	LBR|3930	880.9298
lowly_expressed	lowly_expressed	LBX2|85474	6.167000000000001
lowly_expressed	lowly_expressed	LBXCOR1|390598	5.2182
LCA5L|150082	164.6013	LCA5L|150082	55.5028
LCA5|167691	181.2573	LCA5|167691	334.9146
LCAT|3931	10.8003	LCAT|3931	122.1157
LCK|3932	31.3526	LCK|3932	126.186
LCLAT1|253558	802.1045	LCLAT1|253558	280.8349
LCMT1|51451	534.9541	LCMT1|51451	465.8444
LCMT2|9836	746.5843	LCMT2|9836	268.0266
lowly_expressed	lowly_expressed	LCN10|414332	24.1935
lowly_expressed	lowly_expressed	LCN12|286256	9.0133
lowly_expressed	lowly_expressed	LCN2|3934	343.4535
lowly_expressed	lowly_expressed	LCN6|158062	9.962
LCORL|254251	57.1565	LCORL|254251	126.7789
LCOR|84458	163.2851	LCOR|84458	137.9222
LCP1|3936	834.7635	LCP1|3936	3485.2941
LCP2|3937	199.873	LCP2|3937	426.945
LDB1|8861	1342.9373	LDB1|8861	1329.6964
LDB2|9079	145.6591	LDB2|9079	1168.4061
LDB3|11155	31.026	LDB3|11155	41.7457
lowly_expressed	lowly_expressed	LDHAL6B|92483	5.6926
LDHA|3939	18136.5113	LDHA|3939	11587.7609
LDHB|3945	558.4686	LDHB|3945	6070.6831
LDHC|3948	117.2457	LDHC|3948	19.4497
LDHD|197257	431.7517	LDHD|197257	295.5408
LDLRAD2|401944	50.1479	LDLRAD2|401944	346.9545
LDLRAD3|143458	2321.7269	LDLRAD3|143458	702.5617
LDLRAP1|26119	833.1306	LDLRAP1|26119	626.6603
LDLR|3949	1192.3794	LDLR|3949	3589.6584
LDOC1L|84247	1033.3301	LDOC1L|84247	1155.1233
LDOC1|23641	311.8933	LDOC1|23641	694.0228
LEF1|51176	113.6532	LEF1|51176	75.4269
lowly_expressed	lowly_expressed	LEFTY1|10637	6.167000000000001
lowly_expressed	lowly_expressed	LEFTY2|7044	48.3871
LEKR1|389170	27.7601	LEKR1|389170	25.1423
lowly_expressed	lowly_expressed	LEMD1|93273	33.2068
LEMD2|221496	729.275	LEMD2|221496	718.6907
LEMD3|23592	742.012	LEMD3|23592	793.1689
LENG1|79165	152.5174	LENG1|79165	154.649
LENG8|114823	715.8848	LENG8|114823	3905.9535
LENG9|94059	97.3238	LENG9|94059	181.333
LEO1|123169	1586.8998	LEO1|123169	451.6129
LEPRE1|64175	365.454	LEPRE1|64175	409.3928
LEPREL1|55214	61.3989	LEPREL1|55214	357.685
LEPREL2|10536	765.8531	LEPREL2|10536	368.5958
LEPROTL1|23484	774.9976	LEPROTL1|23484	869.0702
LEPROT|54741	705.3882	LEPROT|54741	1100.2467
LEPR|3953	133.621	LEPR|3953	1216.167
LEP|3952	9.1445	LEP|3952	9266.129
LETM1|3954	980.096	LETM1|3954	1040.3226
LETM2|137994	196.9336	LETM2|137994	43.6433
LETMD1|25875	1254.4314	LETMD1|25875	1182.6376
LFNG|3955	1266.8418	LFNG|3955	555.5028
LGALS12|85329	6.5318	LGALS12|85329	1108.6338
LGALS1|3956	1624.7842	LGALS1|3956	8726.7552
lowly_expressed	lowly_expressed	LGALS2|3957	37.4763
LGALS3BP|3959	7212.4091	LGALS3BP|3959	7442.5996
LGALS3|3958	3532.3953	LGALS3|3958	7156.5465
lowly_expressed	lowly_expressed	LGALS4|3960	6.167000000000001
lowly_expressed	lowly_expressed	LGALS7|3963	7.5901
LGALS8|3964	3317.3653	LGALS8|3964	1124.241
LGALS9C|654346	10.7775	LGALS9C|654346	11.8596
LGALS9|3965	462.7777	LGALS9|3965	960.1518
LGI2|55203	23.8411	LGI2|55203	51.7078
LGI4|163175	32.0058	LGI4|163175	247.6281
LGMN|5641	1428.8304	LGMN|5641	3723.4345
LGR4|55366	199.2198	LGR4|55366	1648.4820000000002
LGR5|8549	6.5318	LGR5|8549	10.9108
LGR6|59352	44.7428	LGR6|59352	647.0588
LGTN|1939	2069.9261	LGTN|1939	1156.5465
lowly_expressed	lowly_expressed	LHCGR|3973	27.0398
LHFPL1|340596	416.7286	LHFPL1|340596	5.2182
LHFPL2|10184	766.1797	LHFPL2|10184	1984.8197
LHFP|10186	227.6331	LHFP|10186	1664.611
LHPP|64077	401.3789	LHPP|64077	388.0455
lowly_expressed	lowly_expressed	LHX4|89884	5.6926
LHX6|26468	32.9856	LHX6|26468	259.0133
LIAS|11019	233.1851	LIAS|11019	173.6243
LIFR|3977	924.9023	LIFR|3977	2341.556
LIF|3976	59.7659	LIF|3976	1578.2732
LIG1|3978	346.1852	LIG1|3978	450.6641
LIG3|3980	1356.0008	LIG3|3980	531.3093
LIG4|3981	165.2544	LIG4|3981	387.0968
LILRA1|11024	13.9911	LILRA1|11024	9.4877
LILRA2|11027	68.6361	LILRA2|11027	140.8918
LILRA4|23547	22.5347	LILRA4|23547	265.6546
lowly_expressed	lowly_expressed	LILRA5|353514	33.2068
LILRA6|79168	15.2746	LILRA6|79168	128.0835
LILRB1|10859	89.8122	LILRB1|10859	176.4706
LILRB2|10288	51.2746	LILRB2|10288	122.3909
LILRB3|11025	28.815	LILRB3|11025	182.1632
LILRB4|11006	219.7949	LILRB4|11006	905.5977
LILRB5|10990	21.8815	LILRB5|10990	163.1879
LIMA1|51474	1669.2005	LIMA1|51474	3897.0588
LIMCH1|22998	2381.1662	LIMCH1|22998	3613.3776
LIMD1|8994	842.6768	LIMD1|8994	763.2827
LIMD2|80774	245.2722	LIMD2|80774	223.1072
LIME1|54923	20.7809	LIME1|54923	24.8482
LIMK1|3984	682.2461	LIMK1|3984	717.7419
LIMK2|3985	1389.3129999999999	LIMK2|3985	2066.888
LIMS1|3987	182.8903	LIMS1|3987	418.4061
LIMS2|55679	127.37	LIMS2|55679	1053.6053
LIMS3-LOC440895|100271835	6.9564	LIMS3-LOC440895|100271835	25.7448
lowly_expressed	lowly_expressed	LIMS3|96626	16.4753
LIN37|55957	112.8923	LIN37|55957	99.0655
LIN52|91750	156.4365	LIN52|91750	128.0835
LIN54|132660	370.6794	LIN54|132660	303.1309
LIN7A|8825	46.3758	LIN7A|8825	103.8899
LIN7B|64130	30.0463	LIN7B|64130	32.2581
LIN7C|55327	899.7549	LIN7C|55327	752.8463
LIN9|286826	167.8672	LIN9|286826	74.9526
LINGO1|84894	222.4077	LINGO1|84894	25.1423
lowly_expressed	lowly_expressed	LINGO2|158038	25.1423
LINGO4|339398	10.1243	LINGO4|339398	13.7571
LINS1|55180	331.1621	LINS1|55180	334.4402
LIPA|3988	2827.9411	LIPA|3988	7162.2391
LIPE|3991	123.7775	LIPE|3991	7761.8264
lowly_expressed	lowly_expressed	LIPG|9388	124.7628
LIPH|200879	762.9138	LIPH|200879	323.055
lowly_expressed	lowly_expressed	LIPK|643414	9.0133
LIPT1|51601	197.8775	LIPT1|51601	171.3852
LIPT2|387787	22.5347	LIPT2|387787	11.3852
LITAF|9516	2806.0595	LITAF|9516	6436.4326
LIX1L|128077	261.5984	LIX1L|128077	645.1613
LLGL1|3996	344.5522	LLGL1|3996	692.5996
LLGL2|3993	1904.0185	LLGL2|3993	778.9374
LLPH|84298	597.0584	LLPH|84298	457.462
LMAN1|3998	5604.9341	LMAN1|3998	3039.8482
LMAN2L|81562	1128.3678	LMAN2L|81562	543.6433
LMAN2|10960	4813.9336	LMAN2|10960	1883.7761
LMBR1L|55716	252.1273	LMBR1L|55716	459.20300000000003
LMBR1|64327	1483.3709	LMBR1|64327	768.9753
LMBRD1|55788	858.278	LMBRD1|55788	1574.0038
LMBRD2|92255	363.1679	LMBRD2|92255	169.8292
LMCD1|29995	601.2518	LMCD1|29995	1191.1765
LMF1|64788	287.0724	LMF1|64788	325.9013
LMF2|91289	1171.151	LMF2|91289	1080.6452
LMLN|89782	619.5408	LMLN|89782	250.9488
LMNA|4000	8510.9301	LMNA|4000	17338.2353
LMNB1|4001	279.5609	LMNB1|4001	194.9715
LMNB2|84823	630.9715	LMNB2|84823	611.4801
LMO2|4005	237.7574	LMO2|4005	558.8235
LMO3|55885	64.9914	LMO3|55885	70.6831
LMO4|8543	1403.3564	LMO4|8543	934.0607
LMO7|4008	1553.9143	LMO7|4008	432.6376
LMOD1|25802	122.7978	LMOD1|25802	2582.0683
LMTK2|22853	343.2459	LMTK2|22853	294.592
LMTK3|114783	77.0752	LMTK3|114783	128.0835
lowly_expressed	lowly_expressed	LMX1A|4009	9.4877
LMX1B|4010	565.3269	LMX1B|4010	1160.8159
LNP1|348801	69.9621	LNP1|348801	81.1195
LNPEP|4012	333.7748	LNPEP|4012	341.9307
LNX1|84708	453.6332	LNX1|84708	446.8691
LNX2|222484	1111.7117	LNX2|222484	513.2827
LOC100009676|100009676	80.4423	LOC100009676|100009676	58.3586
lowly_expressed	lowly_expressed	LOC100101266|100101266	14.7059
lowly_expressed	lowly_expressed	LOC100124692|100124692	32.2581
LOC100125556|100125556	82.9048	LOC100125556|100125556	33.7713
LOC100126784|100126784	21.2512	LOC100126784|100126784	65.1044
lowly_expressed	lowly_expressed	LOC100127888|100127888	11.0294
LOC100128191|100128191	30.7386	LOC100128191|100128191	22.5095
LOC100128239|100128239	14.6965	LOC100128239|100128239	12.334000000000001
LOC100128288|100128288	18.9422	LOC100128288|100128288	60.7211
LOC100128292|100128292	22.5347	LOC100128292|100128292	24.1935
LOC100128640|100128640	54.8671	LOC100128640|100128640	33.2068
LOC100128788|100128788	31.3559	LOC100128788|100128788	11.8596
