gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
SCN1B|6324	164.2747	SCN1B|6324	150.3795
lowly_expressed	lowly_expressed	SCN2A|6326	119.0702
lowly_expressed	lowly_expressed	SCN2B|6327	46.9639
lowly_expressed	lowly_expressed	SCN3A|6328	46.9639
SCN3B|55800	6.2052	SCN3B|55800	83.4915
SCN4A|6329	6.8584	SCN4A|6329	299.8102
SCN4B|6330	50.948	SCN4B|6330	816.4137
lowly_expressed	lowly_expressed	SCN5A|6331	54.5541
SCN7A|6332	14.37	SCN7A|6332	60.2467
lowly_expressed	lowly_expressed	SCN8A|6334	41.7457
lowly_expressed	lowly_expressed	SCN9A|6335	46.0152
SCNM1|79005	566.3067	SCNM1|79005	261.8596
SCNN1A|6337	2947.4729	SCNN1A|6337	1235.7685
SCNN1B|6338	136.8411	SCNN1B|6338	461.575
SCNN1D|6339	24.4942	SCNN1D|6339	50.2846
SCNN1G|6340	72.5029	SCNN1G|6340	78.2732
SCO1|6341	423.9136	SCO1|6341	437.8558
SCO2|9997	642.7287	SCO2|9997	311.6698
SCOC|60592	3195.6812	SCOC|60592	1552.1822
SCP2|6342	4762.0058	SCP2|6342	3055.9772
SCPEP1|59342	2040.5331	SCPEP1|59342	3220.1139
lowly_expressed	lowly_expressed	SCRG1|11341	15.1803
SCRIB|23513	660.038	SCRIB|23513	993.8330000000001
SCRN1|9805	2308.0101	SCRN1|9805	1931.2144
SCRN2|90507	829.2115	SCRN2|90507	1399.9051
SCRN3|79634	787.7346	SCRN3|79634	303.6053
SCUBE1|80274	447.1014	SCUBE1|80274	97.2486
SCUBE2|57758	45438.112	SCUBE2|57758	2143.7381
SCUBE3|222663	128.0232	SCUBE3|222663	62.1442
SCYL1|57410	1733.8979	SCYL1|57410	1483.1594
SCYL2|55681	1415.4402	SCYL2|55681	1057.8748
SCYL3|57147	1210.7598	SCYL3|57147	457.0161
SDAD1|55153	1351.7552	SDAD1|55153	882.8273
SDC1|6382	2574.5074	SDC1|6382	3167.9317
SDC2|6383	1639.8074	SDC2|6383	2782.7324
SDC3|9672	1038.5556	SDC3|9672	3981.4991
SDC4|6385	10391.7608	SDC4|6385	8944.9715
SDCBP2|27111	9.7977	SDCBP2|27111	152.8463
SDCBP|6386	2134.2643	SDCBP|6386	5365.7495
SDCCAG1|9147	1056.1914	SDCCAG1|9147	1024.6679
SDCCAG3|10807	684.8588	SDCCAG3|10807	479.6015
SDCCAG8|10806	1088.5238	SDCCAG8|10806	516.6034
SDF2L1|23753	366.1072	SDF2L1|23753	195.9203
SDF2|6388	1425.8911	SDF2|6388	639.4687
SDF4|51150	2774.3803	SDF4|51150	2003.7951
SDHAF1|644096	248.8614	SDHAF1|644096	137.5712
SDHAF2|54949	739.3993	SDHAF2|54949	614.3264
SDHAP1|255812	99.9365	SDHAP1|255812	201.6129
SDHAP2|727956	83.60700000000001	SDHAP2|727956	178.3681
SDHAP3|728609	64.6648	SDHAP3|728609	122.3909
SDHA|6389	2174.7615	SDHA|6389	1980.0759
SDHB|6390	1357.3072	SDHB|6390	1078.7476
SDHC|6391	4390.0201	SDHC|6391	1614.3264
SDHD|6392	898.1219	SDHD|6392	1646.1101
SDK1|221935	20.2486	SDK1|221935	333.9658
SDK2|54549	8.4913	SDK2|54549	271.8216
SDPR|8436	67.9307	SDPR|8436	2391.3662
SDR16C5|195814	974.8705	SDR16C5|195814	138.0455
SDR39U1|56948	551.6102	SDR39U1|56948	552.5
SDR42E1|93517	139.1273	SDR42E1|93517	230.5503
SDSL|113675	470.9425	SDSL|113675	236.7173
SDS|10993	92.0983	SDS|10993	579.222
SEC11A|23478	2190.1112	SEC11A|23478	2239.5636
SEC11C|90701	1666.5877	SEC11C|90701	634.7249
SEC13|6396	2036.9406	SEC13|6396	1421.7268
SEC14L1|6397	1372.6569	SEC14L1|6397	2811.6698
SEC14L2|23541	4303.8951	SEC14L2|23541	769.2837
lowly_expressed	lowly_expressed	SEC14L5|9717	15.6546
SEC16A|9919	4888.3961	SEC16A|9919	2962.5237
SEC16B|89866	74.8936	SEC16B|89866	177.5047
lowly_expressed	lowly_expressed	SEC1|653677	11.8596
SEC22A|26984	346.1852	SEC22A|26984	338.7097
SEC22B|9554	2856.6809999999996	SEC22B|9554	1369.5446
SEC22C|9117	871.015	SEC22C|9117	713.4725
SEC23A|10484	520.9107	SEC23A|10484	1347.723
SEC23B|10483	3719.2046	SEC23B|10483	1547.9127
SEC23IP|11196	1926.2266	SEC23IP|11196	1105.7875
SEC24A|10802	962.4601	SEC24A|10802	839.6584
SEC24B|10427	1529.7466	SEC24B|10427	1275.1423
SEC24C|9632	3681.9734	SEC24C|9632	2603.4156
SEC24D|9871	1775.0156	SEC24D|9871	995.2562
SEC31A|22872	5182.2747	SEC31A|22872	3603.4156
SEC31B|25956	14.0434	SEC31B|25956	217.2676
SEC61A1|29927	8766.3462	SEC61A1|29927	5619.4023
SEC61A2|55176	118.0491	SEC61A2|55176	106.537
SEC61B|10952	1611.3941	SEC61B|10952	1096.2998
SEC61G|23480	819.7404	SEC61G|23480	669.8292
SEC62|7095	6542.5734	SEC62|7095	3829.6964
SEC63|11231	1903.3653	SEC63|11231	2712.0493
SECISBP2L|9728	1473.5732	SECISBP2L|9728	1919.8292
SECISBP2|79048	1322.0355	SECISBP2|79048	1090.1328
SECTM1|6398	1082.6452	SECTM1|6398	457.3055
SEH1L|81929	834.4369	SEH1L|81929	706.3567
SEL1L3|23231	144.3527	SEL1L3|23231	665.0854
SEL1L|6400	5257.116	SEL1L|6400	3154.1746
SELENBP1|8991	5115.376	SELENBP1|8991	1931.6888
SELE|6401	28.7399	SELE|6401	1220.5882
SELK|58515	736.1334	SELK|58515	686.4326
SELL|6402	61.3989	SELL|6402	107.685
SELM|140606	1485.6570000000002	SELM|140606	745.2562
SELO|83642	371.3326	SELO|83642	314.0417
SELPLG|6404	436.6506	SELPLG|6404	524.1935
SELP|6403	62.3787	SELP|6403	424.5731
SELS|55829	1675.0791	SELS|55829	893.2638
SELT|51714	3169.554	SELT|51714	1770.8729
SEMA3A|10371	5.2254	SEMA3A|10371	75.9013
SEMA3B|7869	711.6392	SEMA3B|7869	371.9165
SEMA3C|10512	4208.4361	SEMA3C|10512	4565.9393
SEMA3D|223117	19.922	SEMA3D|223117	190.7021
SEMA3E|9723	133.5752	SEMA3E|9723	313.093
SEMA3F|6405	1734.1918	SEMA3F|6405	1282.2581
SEMA3G|56920	227.3065	SEMA3G|56920	3491.9355
SEMA4A|64218	1844.9058	SEMA4A|64218	504.7438
SEMA4B|10509	2303.1113	SEMA4B|10509	1870.019
SEMA4C|54910	1076.44	SEMA4C|54910	1500.9488
SEMA4D|10507	555.2027	SEMA4D|10507	356.2619
SEMA4F|10505	332.1418	SEMA4F|10505	219.1651
SEMA4G|57715	122.0042	SEMA4G|57715	61.1765
SEMA5A|9037	133.9018	SEMA5A|9037	1417.4573
SEMA5B|54437	12.737	SEMA5B|54437	19.4497
SEMA6A|57556	561.0813	SEMA6A|57556	1095.351
SEMA6B|10501	55.1937	SEMA6B|10501	715.8444
SEMA6C|10500	121.4914	SEMA6C|10500	189.7533
SEMA6D|80031	279.2343	SEMA6D|80031	404.649
SEMA7A|8482	40.8237	SEMA7A|8482	121.9165
SENP1|29843	533.9743	SENP1|29843	478.1784
SENP2|59343	1249.2060000000001	SENP2|59343	780.3605
SENP3|26168	496.1683	SENP3|26168	872.6281
SENP5|205564	507.5205	SENP5|205564	710.1518
SENP6|26054	1127.388	SENP6|26054	1930.74
SENP7|57337	408.2372	SENP7|57337	640.8918
SENP8|123228	84.2602	SENP8|123228	42.2201
SEP15|9403	3956.3088	SEP15|9403	2660.8159
SEPHS1|22929	822.0265	SEPHS1|22929	935.4839
SEPHS2|22928	2437.3397	SEPHS2|22928	1433.5863
SEPN1|57190	2985.0308	SEPN1|57190	2886.1479999999997
SEPP1|6414	14670.3386	SEPP1|6414	9097.5332
SEPSECS|51091	403.0118	SEPSECS|51091	358.1594
SEPT10|151011	1455.6107	SEPT10|151011	2084.4402
SEPT11|55752	1802.7757	SEPT11|55752	2848.6717
SEPT1|1731	30.0463	SEPT1|1731	103.8899
SEPT2|4735	9213.7514	SEPT2|4735	8336.8121
SEPT3|55964	54.2139	SEPT3|55964	116.6983
SEPT4|5414	140.4336	SEPT4|5414	678.3681
SEPT5|5413	517.3182	SEPT5|5413	452.0873
SEPT6|23157	1047.0469	SEPT6|23157	768.0266
SEPT7P2|641977	107.7746	SEPT7P2|641977	150.3795
SEPT7|989	2759.6838	SEPT7|989	3128.0835
SEPT8|23176	1217.5562	SEPT8|23176	1533.6195
SEPT9|10801	7213.0623	SEPT9|10801	4624.2884
SEPW1|6415	1950.0677	SEPW1|6415	2381.8786
SEPX1|51734	355.6563	SEPX1|51734	409.8672
SERAC1|84947	302.4222	SERAC1|84947	342.0304
SERBP1|26135	5340.723000000001	SERBP1|26135	5447.3435
SERF1A|8293	701.1883	SERF1A|8293	510.9108
SERF2|10169	8669.2968	SERF2|10169	5599.075
SERGEF|26297	269.11	SERGEF|26297	353.8899
SERHL2|253190	3860.0334	SERHL2|253190	568.7002
SERHL|94009	1301.7869	SERHL|94009	270.8729
SERINC1|57515	5664.0469	SERINC1|57515	8486.7173
SERINC2|347735	2940.9411	SERINC2|347735	1332.0683
SERINC3|10955	2970.3342	SERINC3|10955	2740.5123
SERINC5|256987	94.711	SERINC5|256987	184.0607
SERP1|27230	7305.9216	SERP1|27230	3992.2106
SERP2|387923	78.3816	SERP2|387923	53.1309
SERPINA11|256394	2176.721	SERPINA11|256394	73.055
SERPINA1|5265	4020.3204	SERPINA1|5265	1274.1935
SERPINA3|12	12636.0859	SERPINA3|12	10423.6243
SERPINA5|5104	62.3787	SERPINA5|5104	258.5389
SERPINA6|866	21.5549	SERPINA6|866	12.334000000000001
SERPINA9|327657	7.8382	lowly_expressed	lowly_expressed
SERPINB1|1992	1199.5643	SERPINB1|1992	1348.6717
lowly_expressed	lowly_expressed	SERPINB2|5055	17.5522
lowly_expressed	lowly_expressed	SERPINB3|6317	8.5389
lowly_expressed	lowly_expressed	SERPINB4|6318	19.9241
lowly_expressed	lowly_expressed	SERPINB5|5268	1352.4668
SERPINB6|5269	2208.4002	SERPINB6|5269	2208.7287
lowly_expressed	lowly_expressed	SERPINB7|8710	5.2182
SERPINB8|5271	153.8238	SERPINB8|5271	437.3814
SERPINB9|5272	154.1504	SERPINB9|5272	390.4175
SERPINE1|5054	1231.2435	SERPINE1|5054	1611.9545
SERPINE2|5270	167.8672	SERPINE2|5270	327.3245
SERPINF1|5176	1007.2029	SERPINF1|5176	6569.7343
SERPINF2|5345	9.4711	SERPINF2|5345	216.3188
SERPING1|710	1677.0386	SERPING1|710	7856.7362
SERPINH1|871	1084.9313	SERPINH1|871	2863.3776
SERPINI1|5274	4115.358	SERPINI1|5274	186.907
SERTAD1|29950	447.1014	SERTAD1|29950	970.1139
SERTAD2|9792	1619.5588	SERTAD2|9792	1288.8994
SERTAD3|29946	1457.8969	SERTAD3|29946	1284.63
SERTAD4|56256	982.0555	SERTAD4|56256	263.7571
SESN1|27244	453.9598	SESN1|27244	736.7173
SESN2|83667	207.0579	SESN2|83667	527.0398
SESN3|143686	13.3902	SESN3|143686	143.7381
SESTD1|91404	1287.7436	SESTD1|91404	2023.2448
SETBP1|26040	944.1711	SETBP1|26040	631.8786
SETD1A|9739	728.9484	SETD1A|9739	761.3852
SETD1B|23067	737.7664	SETD1B|23067	724.8577
SETD2|29072	2386.0651	SETD2|29072	2313.5674
SETD3|84193	1913.8162	SETD3|84193	1656.0721
SETD4|54093	225.0204	SETD4|54093	289.3738
SETD5|55209	1882.4636	SETD5|55209	2199.241
SETD6|79918	479.8192	SETD6|79918	337.7182
SETD7|80854	3388.6957	SETD7|80854	3111.0057
SETD8|387893	652.5264	SETD8|387893	817.3624
SETDB1|9869	1684.5502	SETDB1|9869	867.6471
SETDB2|83852	229.5926	SETDB2|83852	501.8975
SETMAR|6419	899.4283	SETMAR|6419	514.7059
SETX|23064	1875.9318	SETX|23064	2620.4934
SET|6418	6960.2818	SET|6418	4975.8065
SEZ6L2|26470	3023.8949	SEZ6L2|26470	665.5598
SF1|7536	3946.1845	SF1|7536	4729.6015
SF3A1|10291	3635.4703	SF3A1|10291	3125.1518
SF3A2|8175	642.0755	SF3A2|8175	759.4877
SF3A3|10946	1818.1254	SF3A3|10946	1397.0588
SF3B14|51639	1346.2031	SF3B14|51639	977.2296
SF3B1|23451	7917.1899	SF3B1|23451	8170.778
SF3B2|10992	4851.818	SF3B2|10992	4013.7571
SF3B3|23450	3628.4127	SF3B3|23450	2925.9962
SF3B4|10262	3495.8172	SF3B4|10262	1236.2429
SF3B5|83443	697.5958	SF3B5|83443	1015.6546
SF4|57794	598.3125	SF4|57794	453.0361
SFI1|9814	685.512	SFI1|9814	364.8008
SFMBT1|51460	544.0986	SFMBT1|51460	266.129
SFMBT2|57713	237.1042	SFMBT2|57713	197.3435
SFN|2810	768.1392	SFN|2810	1218.7334
SFPQ|6421	4146.5604	SFPQ|6421	4137.9934
SFRP1|6422	24.1676	SFRP1|6422	17882.8273
SFRP2|6423	1975.8683	SFRP2|6423	2188.8046
SFRP4|6424	1261.2898	SFRP4|6424	606.2619
SFRS11|9295	3173.7997	SFRS11|9295	3336.8121
SFRS12IP1|285672	674.4079	SFRS12IP1|285672	509.962
SFRS12|140890	1718.1889	SFRS12|140890	1521.3472
SFRS13A|10772	1705.7785	SFRS13A|10772	1661.7647
SFRS13B|135295	9.1445	SFRS13B|135295	35.1044
SFRS14|10147	1178.336	SFRS14|10147	1294.1176
SFRS15|57466	949.3965	SFRS15|57466	888.0455
SFRS16|11129	348.1447	SFRS16|11129	577.7989
SFRS17A|8227	755.4022	SFRS17A|8227	938.3302
SFRS18|25957	678.327	SFRS18|25957	2474.3833
SFRS1|6426	4494.5288	SFRS1|6426	3619.0702
SFRS2B|10929	1060.4371	SFRS2B|10929	1332.0683
SFRS2IP|9169	2734.863	SFRS2IP|9169	3063.093
SFRS2|6427	2697.2790000000005	SFRS2|6427	3128.1641
SFRS3|6428	4745.3498	SFRS3|6428	5930.2657
SFRS4|6429	1292.969	SFRS4|6429	2024.6679
SFRS5|6430	2898.4845	SFRS5|6430	6602.9412
SFRS6|6431	4225.4188	SFRS6|6431	4104.3643
SFRS7|6432	1916.4289	SFRS7|6432	2789.3738
SFRS8|6433	822.0265	SFRS8|6433	783.2068
SFRS9|8683	2184.2326	SFRS9|8683	1558.3491
SFT2D1|113402	316.1389	SFT2D1|113402	372.8653
SFT2D2|375035	55.5203	SFT2D2|375035	58.2068
SFT2D3|84826	421.954	SFT2D3|84826	212.9981
lowly_expressed	lowly_expressed	SFTPD|6441	16.129
SFXN1|94081	904.0006	SFXN1|94081	391.3662
SFXN2|118980	1172.1308	SFXN2|118980	219.6395
SFXN3|81855	735.4802	SFXN3|81855	896.5844
SFXN4|119559	619.2143	SFXN4|119559	304.0797
SFXN5|94097	673.7548	SFXN5|94097	324.0038
SGCA|6442	9.1445	SGCA|6442	11.3852
SGCB|6443	340.3066	SGCB|6443	1508.5389
SGCD|6444	57.1532	SGCD|6444	293.1689
SGCE|8910	54.2139	SGCE|8910	1235.7685
SGCG|6445	126.3903	SGCG|6445	152.27700000000002
SGEF|26084	287.399	SGEF|26084	213.4725
SGIP1|84251	12.4104	SGIP1|84251	31.3093
SGK196|84197	36.9046	SGK196|84197	20.3985
SGK1|6446	597.9859	SGK1|6446	6264.2315
SGK223|157285	454.9396	SGK223|157285	942.5996
SGK269|79834	420.6477	SGK269|79834	1430.74
lowly_expressed	lowly_expressed	SGK2|10110	132.8273
SGK3|23678	1652.7077	SGK3|23678	723.2258
SGK494|124923	8.1647	SGK494|124923	28.9374
SGMS1|259230	487.9252	SGMS1|259230	741.9355
SGMS2|166929	135.8614	SGMS2|166929	689.5256
SGOL1|151648	18.9422	lowly_expressed	lowly_expressed
SGOL2|151246	104.8353	SGOL2|151246	93.9279
SGPL1|8879	1930.7989	SGPL1|8879	1446.8691
SGPP1|81537	157.0897	SGPP1|81537	478.1784
SGPP2|130367	9.4711	SGPP2|130367	49.8102
SGSH|6448	1022.8792	SGSH|6448	1057.4004
SGSM1|129049	33.3122	SGSM1|129049	185.0095
SGSM2|9905	363.82099999999997	SGSM2|9905	1768.0266
SGSM3|27352	794.9196	SGSM3|27352	1156.5465
SGTA|6449	1329.5471	SGTA|6449	1246.6793
SGTB|54557	132.6477	SGTB|54557	214.9194
SH2B1|25970	653.1796	SH2B1|25970	1132.8273
SH2B2|10603	42.1301	SH2B2|10603	23.7192
SH2B3|10019	717.5178	SH2B3|10019	1157.0209
SH2D1A|4068	15.6763	SH2D1A|4068	46.4896
lowly_expressed	lowly_expressed	SH2D1B|117157	18.9753
SH2D2A|9047	5.5520000000000005	SH2D2A|9047	25.6167
SH2D3A|10045	303.0753	SH2D3A|10045	296.9639
SH2D3C|10044	164.6013	SH2D3C|10044	612.9032
SH2D4A|63898	563.3674	SH2D4A|63898	252.8463
SH3BGRL2|83699	148.2718	SH3BGRL2|83699	1194.9715
SH3BGRL3|83442	1905.9781	SH3BGRL3|83442	2361.4801
SH3BGRL|6451	11045.5838	SH3BGRL|6451	4705.8824
SH3BGR|6450	148.2718	SH3BGR|6450	203.0361
SH3BP1|23616	247.4538	SH3BP1|23616	319.3359
SH3BP2|6452	408.8904	SH3BP2|6452	1566.4137
SH3BP4|23677	4824.7111	SH3BP4|23677	2138.9943
SH3BP5L|80851	1354.3679	SH3BP5L|80851	509.0133
SH3BP5|9467	531.8156	SH3BP5|9467	2397.4194
SH3D19|152503	947.437	SH3D19|152503	3525.1423
lowly_expressed	lowly_expressed	SH3D20|201175	6.167000000000001
SH3GL1|6455	1089.5036	SH3GL1|6455	1258.0645
SH3GL2|6456	19.2688	lowly_expressed	lowly_expressed
SH3GLB1|51100	2413.172	SH3GLB1|51100	4092.0304
SH3GLB2|56904	1049.333	SH3GLB2|56904	1469.6395
SH3KBP1|30011	365.7806	SH3KBP1|30011	1146.5844
SH3PXD2A|9644	916.4110000000001	SH3PXD2A|9644	1611.0057
SH3PXD2B|285590	589.8212	SH3PXD2B|285590	1750.9488
SH3RF1|57630	2307.3569	SH3RF1|57630	1134.7249
SH3RF2|153769	114.9596	SH3RF2|153769	356.2619
SH3RF3|344558	50.948	SH3RF3|344558	269.9241
SH3TC1|54436	190.7284	SH3TC1|54436	264.2315
SH3TC2|79628	8.4913	SH3TC2|79628	137.0968
SH3YL1|26751	1260.31	SH3YL1|26751	919.8292
SHANK2|22941	1099.3013	SHANK2|22941	842.5047
SHANK3|85358	193.9943	SHANK3|85358	1737.6660000000002
SHARPIN|81858	629.012	SHARPIN|81858	661.2903
SHB|6461	579.3703	SHB|6461	656.5465
SHC1|6464	4202.5575	SHC1|6464	3321.6319
SHC2|25759	68.2573	SHC2|25759	475.8065
lowly_expressed	lowly_expressed	SHC4|399694	82.5427
SHCBP1|79801	47.3555	SHCBP1|79801	28.463
SHE|126669	60.7457	SHE|126669	787.4763
SHFM1|7979	1204.1366	SHFM1|7979	1051.7078
SHF|90525	47.6821	SHF|90525	132.3529
SHISA2|387914	160.6822	SHISA2|387914	1178.8425
lowly_expressed	lowly_expressed	SHISA3|152573	38.8994
SHISA4|149345	305.0349	SHISA4|149345	161.2903
SHISA5|51246	3092.8054	SHISA5|51246	2646.1101
SHISA9|729993	84.9133	SHISA9|729993	36.0531
SHKBP1|92799	546.7113	SHKBP1|92799	657.0209
SHMT1|6470	464.3944	SHMT1|6470	1095.778
SHMT2|6472	846.5208	SHMT2|6472	826.8501
SHOC2|8036	1568.6108	SHOC2|8036	1443.5484
SHOX2|6474	11.4306	SHOX2|6474	69.26
lowly_expressed	lowly_expressed	SHOX|6473	9.4877
SHPK|23729	171.1331	SHPK|23729	387.7182
SHPRH|257218	204.5171	SHPRH|257218	542.0588
SHQ1|55164	741.0323	SHQ1|55164	349.1461
SHROOM1|134549	626.3992	SHROOM1|134549	449.7154
SHROOM2|357	310.5869	SHROOM2|357	209.203
SHROOM3|57619	3920.0573	SHROOM3|57619	3009.4877
SHROOM4|57477	244.6158	SHROOM4|57477	553.1309
SIAE|54414	2457.8789	SIAE|54414	990.8207
SIAH1|6477	991.3829	SIAH1|6477	627.0398
SIAH2|6478	1128.6943	SIAH2|6478	484.8197
SIDT1|54847	1114.9776	SIDT1|54847	819.7343
SIDT2|51092	1173.5710000000001	SIDT2|51092	2013.2021
SIGIRR|59307	847.8271	SIGIRR|59307	446.8691
SIGLEC10|89790	112.6735	SIGLEC10|89790	148.482
SIGLEC14|100049587	53.2341	SIGLEC14|100049587	71.6319
SIGLEC15|284266	297.1967	SIGLEC15|284266	27.0398
SIGLEC1|6614	147.6186	SIGLEC1|6614	301.7078
SIGLEC5|8778	30.3729	SIGLEC5|8778	57.4004
SIGLEC7|27036	31.3526	SIGLEC7|27036	83.0171
SIGLEC8|27181	102.5492	SIGLEC8|27181	121.4421
SIGLEC9|27180	44.7428	SIGLEC9|27180	86.8121
SIGLECP3|284367	5.8786	SIGLECP3|284367	19.4497
SIGMAR1|10280	1352.0818	SIGMAR1|10280	721.0626
SIK1|150094	672.1218	SIK1|150094	4539.8482
SIK2|23235	324.3037	SIK2|23235	2492.8843
SIK3|23387	2700.2445	SIK3|23387	1643.7381
SIKE1|80143	690.7374	SIKE1|80143	602.4668
SIL1|64374	1461.4893	SIL1|64374	717.2676
SILV|6490	94.3845	SILV|6490	910.8159
lowly_expressed	lowly_expressed	SIM1|6492	18.0266
SIM2|6493	7.8382	SIM2|6493	31.7837
SIN3A|25942	2804.1	SIN3A|25942	2010.9108
SIN3B|23309	581.3298	SIN3B|23309	1179.7913
SIP1|8487	156.1099	SIP1|8487	131.8786
SIPA1L1|26037	810.5959	SIPA1L1|26037	1010.4364
SIPA1L2|57568	1067.6221	SIPA1L2|57568	583.0171
SIPA1L3|23094	3278.9616	SIPA1L3|23094	864.8008
SIPA1|6494	433.0581	SIPA1|6494	580.6452
SIRPA|140885	431.7517	SIRPA|140885	2838.2353
SIRPB1|10326	38.5376	SIRPB1|10326	268.0266
SIRPB2|284759	48.6619	SIRPB2|284759	87.7609
lowly_expressed	lowly_expressed	SIRPD|128646	5.6926
lowly_expressed	lowly_expressed	SIRPG|55423	9.4877
SIRT1|23411	918.3705	SIRT1|23411	891.8406
SIRT2|22933	868.4023	SIRT2|22933	1236.7173
SIRT3|23410	1144.4686	SIRT3|23410	641.6319
SIRT4|23409	19.5954	SIRT4|23409	22.296
SIRT5|23408	411.8297	SIRT5|23408	359.5825
SIRT6|51548	234.1649	SIRT6|51548	183.112
SIRT7|51547	347.4915	SIRT7|51547	256.16700000000003
lowly_expressed	lowly_expressed	SIT1|27240	23.7192
SIVA1|10572	668.2027	SIVA1|10572	703.0361
SIX1|6495	7.5116	SIX1|6495	118.1214
SIX2|10736	26.1272	SIX2|10736	7.5901
SIX4|51804	378.8442	SIX4|51804	111.4801
SIX5|147912	602.2316	SIX5|147912	403.7002
SKA1|220134	20.5752	SKA1|220134	7.5901
SKA2|348235	911.5121	SKA2|348235	410.8159
SKA3|221150	86.9121	SKA3|221150	9.4877
SKAP1|8631	3968.066	SKAP1|8631	190.7021
SKAP2|8935	198.5666	SKAP2|8935	1277.9886
SKIL|6498	597.0062	SKIL|6498	881.4042
SKIV2L2|23517	1874.4981	SKIV2L2|23517	1356.1907
SKIV2L|6499	1126.3298	SKIV2L|6499	909.7296
SKI|6497	1177.6828	SKI|6497	3027.9886
SKP1|6500	8132.7392	SKP1|6500	5774.6679
SKP2|6502	90.4654	SKP2|6502	106.7362
SLA2|84174	8.8179	SLA2|84174	38.425
SLAIN1|122060	140.107	SLAIN1|122060	101.0436
SLAIN2|57606	2294.6199	SLAIN2|57606	1416.5085
lowly_expressed	lowly_expressed	SLAMF1|6504	31.3093
SLAMF6|114836	23.8411	SLAMF6|114836	51.7078
SLAMF7|57823	64.3382	SLAMF7|57823	339.1841
SLAMF8|56833	102.6047	SLAMF8|56833	337.0446
SLAMF9|89886	71.8498	SLAMF9|89886	8.0645
SLA|6503	204.4452	SLA|6503	403.7002
SLBP|7884	1029.0845	SLBP|7884	656.5465
SLC10A3|8273	481.72	SLC10A3|8273	555.5028
SLC10A5|347051	7.5116	SLC10A5|347051	8.0645
SLC10A6|345274	28.0867	SLC10A6|345274	24.6679
SLC10A7|84068	373.6187	SLC10A7|84068	202.0873
SLC11A1|6556	74.4625	SLC11A1|6556	230.5503
SLC11A2|4891	1661.3623	SLC11A2|4891	1609.5825
SLC12A1|6557	17.9624	lowly_expressed	lowly_expressed
SLC12A2|6558	1083.625	SLC12A2|6558	3935.9583
SLC12A4|6560	469.2867	SLC12A4|6560	1885.9488
SLC12A6|9990	418.0643	SLC12A6|9990	650.019
SLC12A7|10723	1247.573	SLC12A7|10723	1468.6907
SLC12A8|84561	736.7866	SLC12A8|84561	138.0455
SLC12A9|56996	716.538	SLC12A9|56996	620.019
SLC13A2|9058	9.1445	SLC13A2|9058	80.6452
SLC13A3|64849	42.7833	SLC13A3|64849	54.0797
lowly_expressed	lowly_expressed	SLC13A4|26266	5.6926
SLC14A1|6563	126.3903	SLC14A1|6563	105.7875
SLC14A2|8170	67.9307	SLC14A2|8170	84.9146
lowly_expressed	lowly_expressed	SLC15A1|6564	8.5389
lowly_expressed	lowly_expressed	SLC15A2|6565	100.0949
SLC15A3|51296	446.1217	SLC15A3|51296	1252.8463
SLC15A4|121260	539.1998	SLC15A4|121260	620.019
lowly_expressed	lowly_expressed	SLC16A10|117247	8.0645
SLC16A11|162515	7.8382	SLC16A11|162515	43.1689
lowly_expressed	lowly_expressed	SLC16A12|387700	52.1822
SLC16A13|201232	46.7023	SLC16A13|201232	47.4383
SLC16A14|151473	246.2487	SLC16A14|151473	226.2808
SLC16A1|6566	126.3903	SLC16A1|6566	792.2201
SLC16A2|6567	783.8155	SLC16A2|6567	796.9639
SLC16A3|9123	184.5232	SLC16A3|9123	531.7837
SLC16A4|9122	61.3989	SLC16A4|9122	425.9962
SLC16A5|9121	387.3355	SLC16A5|9121	230.0759
SLC16A6|9120	518.298	SLC16A6|9120	201.1385
lowly_expressed	lowly_expressed	SLC16A7|9194	149.9051
SLC16A9|220963	64.0116	SLC16A9|220963	59.7723
SLC17A5|26503	768.4658	SLC17A5|26503	767.0778
lowly_expressed	lowly_expressed	SLC17A7|57030	35.5787
SLC17A9|63910	10.7775	SLC17A9|63910	82.5427
SLC19A1|6573	243.9626	SLC19A1|6573	150.3795
SLC19A2|10560	1613.3536	SLC19A2|10560	702.0873
SLC19A3|80704	6.8584	SLC19A3|80704	2220.1139
SLC1A1|6505	427.506	SLC1A1|6505	200.6641
SLC1A2|6506	818.7606	SLC1A2|6506	111.4801
SLC1A3|6507	225.0204	SLC1A3|6507	907.4953
SLC1A4|6509	4705.8324	SLC1A4|6509	809.7723
SLC1A5|6510	5250.2576	SLC1A5|6510	3437.3814
lowly_expressed	lowly_expressed	SLC1A7|6512	17.0778
SLC20A1|6574	897.7954	SLC20A1|6574	996.6793
SLC20A2|6575	1186.1741	SLC20A2|6575	1081.1195
lowly_expressed	lowly_expressed	SLC22A12|116085	61.1954
SLC22A15|55356	92.4249	SLC22A15|55356	88.2353
SLC22A17|51310	1401.3968	SLC22A17|51310	551.2334
SLC22A18AS|5003	72.8295	SLC22A18AS|5003	23.2448
SLC22A18|5002	543.4454	SLC22A18|5002	241.4611
SLC22A23|63027	915.8492	SLC22A23|63027	822.1063
lowly_expressed	lowly_expressed	SLC22A3|6581	141.3662
SLC22A4|6583	76.9674	SLC22A4|6583	112.9032
