gene_id	TCGA-E9-A1N6-01A-11R-A144-07	gene_id	TCGA-E9-A1N6-11A-32R-A144-07
ICAM3|3385	200.0	ICAM3|3385	267.3175
ICAM4|3386	6.6508	ICAM4|3386	10.6927
lowly_expressed	lowly_expressed	ICAM5|7087	20.9205
ICK|22858	680.285	ICK|22858	788.0056
ICMT|23463	2540.6176	ICMT|23463	2024.1748
ICOSLG|23308	306.4133	ICOSLG|23308	397.4895
ICOS|29851	23.753	ICOS|29851	15.3417
ICT1|3396	330.6413	ICT1|3396	219.4328
ID1|3397	293.1116	ID1|3397	206.4156
ID2B|84099	10.4513	ID2B|84099	11.6225
ID2|3398	1273.6342	ID2|3398	1626.2204
ID3|3399	1062.7078	ID3|3399	794.9791
ID4|3400	129.6912	ID4|3400	1606.6946
IDE|3416	696.4371	IDE|3416	446.30400000000003
IDH1|3417	3754.8694	IDH1|3417	1928.4054
IDH2|3418	6499.7625	IDH2|3418	1836.8201
IDH3A|3419	953.9192	IDH3A|3419	1034.4026
IDH3B|3420	1474.5843	IDH3B|3420	1322.1757
IDH3G|3421	996.1995	IDH3G|3421	761.9712
IDI1|3422	2901.4964	IDI1|3422	946.8852
IDI2|91734	82.6603	IDI2|91734	99.4886
IDO1|3620	24.7031	IDO1|3620	49.7443
IDS|3423	2720.9311	IDS|3423	4372.9149
IDUA|3425	147.7435	IDUA|3425	153.8819
IER2|9592	2588.5986	IER2|9592	3913.0637
IER3IP1|51124	1432.7791	IER3IP1|51124	677.3594
IER3|8870	2354.3943	IER3|8870	1096.2343
IER5L|389792	306.4133	IER5L|389792	105.9972
IER5|51278	657.9572	IER5|51278	1063.2264
IFFO1|25900	212.8266	IFFO1|25900	273.8261
IFFO2|126917	362.4703	IFFO2|126917	4365.4114
IFI16|3428	2144.4181	IFI16|3428	3093.9098
IFI27L1|122509	41.3302	IFI27L1|122509	76.7085
IFI27L2|83982	121.6152	IFI27L2|83982	232.45
IFI27|3429	2543.4679	IFI27|3429	605.7648
IFI30|10437	3872.2470000000003	IFI30|10437	1310.0883
IFI35|3430	507.8385	IFI35|3430	318.9214
IFI44L|10964	1082.6603	IFI44L|10964	238.4937
IFI44|10561	1127.7910000000002	IFI44|10561	331.0088
IFI6|2537	4381.4727	IFI6|2537	357.973
IFIH1|64135	749.1686	IFIH1|64135	510.4603
IFIT1|3434	1552.4941	IFIT1|3434	368.2008
IFIT2|3433	566.7458	IFIT2|3433	233.3798
IFIT3|3437	1293.1116	IFIT3|3437	388.1915
IFIT5|24138	552.9691	IFIT5|24138	554.6258
IFITM1|8519	1587.1734	IFITM1|8519	1894.0028
IFITM2|10581	950.1188	IFITM2|10581	1960.4835
IFITM3|10410	6781.9477	IFITM3|10410	5508.1358
IFNAR1|3454	1331.5914	IFNAR1|3454	2382.1478
IFNAR2|3455	350.2138	IFNAR2|3455	488.9586
IFNGR1|3459	1647.5059	IFNGR1|3459	2831.2413
IFNGR2|3460	2425.1781	IFNGR2|3460	1809.8559
IFRD1|3475	879.3349	IFRD1|3475	1125.0581
IFRD2|7866	621.3777	IFRD2|7866	687.1455
IFT122|55764	1299.7625	IFT122|55764	867.5035
IFT140|9742	544.8931	IFT140|9742	680.6137
IFT172|26160	438.4798	IFT172|26160	662.4826
IFT20|90410	1047.9192	IFT20|90410	291.4458
IFT27|11020	339.1924	IFT27|11020	355.6485
IFT46|56912	773.8717	IFT46|56912	571.8271
IFT52|51098	767.2209	IFT52|51098	654.1144
IFT57|55081	809.0261	IFT57|55081	738.7262
IFT74|80173	520.19	IFT74|80173	351.9665
IFT80|57560	361.3777	IFT80|57560	438.0893
IFT81|28981	563.4204	IFT81|28981	336.5876
IFT88|8100	418.0523	IFT88|8100	280.7996
IGBP1|3476	816.1519999999999	IGBP1|3476	1648.0707
lowly_expressed	lowly_expressed	IGDCC3|9543	13.947000000000001
IGDCC4|57722	104.038	IGDCC4|57722	94.8396
IGF1R|3480	3361.0451	IGF1R|3480	2716.4109999999996
IGF1|3479	84.0855	IGF1|3479	1519.7583
lowly_expressed	lowly_expressed	IGF2AS|51214	6.5086
IGF2BP1|10642	8.5511	lowly_expressed	lowly_expressed
IGF2BP2|10644	107.8385	IGF2BP2|10644	213.3891
lowly_expressed	lowly_expressed	IGF2BP3|10643	6.9735
IGF2R|3482	4095.4869	IGF2R|3482	3675.9647
IGF2|3481	1947.1686	IGF2|3481	5122.9242
lowly_expressed	lowly_expressed	IGFALS|3483	9.298
lowly_expressed	lowly_expressed	IGFBP1|3484	74.384
IGFBP2|3485	3853.6817	IGFBP2|3485	2211.9944
IGFBP3|3486	3046.5558	IGFBP3|3486	5453.7424
IGFBP4|3487	11013.3017	IGFBP4|3487	17820.5486
IGFBP5|3488	13050.3563	IGFBP5|3488	14478.847
IGFBP6|3489	112.5891	IGFBP6|3489	1279.4049
IGFBP7|3490	5517.3397	IGFBP7|3490	4399.814
IGFBPL1|347252	37.0546	lowly_expressed	lowly_expressed
IGFL1|374918	44.6556	IGFL1|374918	7.4384
IGFL2|147920	267.4584	lowly_expressed	lowly_expressed
IGFL3|388555	39.905	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	32.0781
IGHMBP2|3508	350.5938	IGHMBP2|3508	447.6987
IGJ|3512	26.6033	IGJ|3512	22571.3622
IGLON5|402665	16.6271	IGLON5|402665	6.0437
IGSF10|285313	16.6271	IGSF10|285313	944.6769
IGSF11|152404	5.2257	lowly_expressed	lowly_expressed
IGSF1|3547	38.9549	IGSF1|3547	633.1939
IGSF21|84966	142.9929	IGSF21|84966	73.4542
IGSF22|283284	5.7102	IGSF22|283284	13.0916
IGSF3|3321	1362.9454	IGSF3|3321	915.8531
IGSF5|150084	7.601	IGSF5|150084	7.4384
IGSF6|10261	102.6128	IGSF6|10261	144.119
IGSF8|93185	10090.7363	IGSF8|93185	1010.2278
lowly_expressed	lowly_expressed	IGSF9B|22997	33.9377
IGSF9|57549	2920.19	IGSF9|57549	220.8275
IKBIP|121457	462.2328	IKBIP|121457	265.9228
IKBKAP|8518	933.0166	IKBKAP|8518	937.2385
IKBKB|3551	1496.9121	IKBKB|3551	1263.1334
IKBKE|9641	364.3705	IKBKE|9641	181.7759
IKBKG|8517	332.0665	IKBKG|8517	298.0009
IKZF1|10320	181.4727	IKZF1|10320	461.1808
IKZF2|22807	273.6342	IKZF2|22807	203.1613
lowly_expressed	lowly_expressed	IKZF3|22806	26.0344
IKZF4|64375	165.7957	IKZF4|64375	262.2036
IKZF5|64376	402.8504	IKZF5|64376	657.3687
IK|3550	2202.3753	IK|3550	2011.1576
IL10RA|3587	311.639	IL10RA|3587	755.4626
IL10RB|3588	732.4276	IL10RB|3588	746.6481
IL10|3586	19.0024	IL10|3586	6.5086
IL11RA|3590	74.5843	IL11RA|3590	537.4245
IL11|3589	35.6295	IL11|3589	9.298
IL12RB1|3594	24.7031	IL12RB1|3594	43.2357
lowly_expressed	lowly_expressed	IL12RB2|3595	26.0344
IL13RA1|3597	4646.0808	IL13RA1|3597	3018.5959999999995
IL15RA|3601	112.5891	IL15RA|3601	235.7043
IL15|3600	30.4038	IL15|3600	61.3668
IL16|3603	332.5416	IL16|3603	1003.2543
lowly_expressed	lowly_expressed	IL17B|27190	53.4635
IL17D|53342	11.1259	IL17D|53342	39.111999999999995
IL17RA|23765	291.2114	IL17RA|23765	353.7889
IL17RB|55540	133.0166	IL17RB|55540	209.6699
IL17RC|84818	524.4656	IL17RC|84818	748.0242
IL17RD|54756	205.2257	IL17RD|54756	1388.6564
IL17RE|132014	121.1401	IL17RE|132014	485.8205
IL18BP|10068	132.342	IL18BP|10068	359.6792
IL18R1|8809	32.7791	IL18R1|8809	97.62899999999999
lowly_expressed	lowly_expressed	IL18RAP|8807	12.5523
IL18|3606	139.1924	IL18|3606	129.2422
IL1B|3553	67.9335	IL1B|3553	223.6169
IL1F5|26525	6.1758	lowly_expressed	lowly_expressed
IL1R1|3554	1154.3943	IL1R1|3554	3108.3217
lowly_expressed	lowly_expressed	IL1R2|7850	32.0781
lowly_expressed	lowly_expressed	IL1RAPL2|26280	10.6927
IL1RAP|3556	275.5344	IL1RAP|3556	263.5983
IL1RL1|9173	6.1758	IL1RL1|9173	59.0423
lowly_expressed	lowly_expressed	IL1RL2|8808	52.5337
IL1RN|3557	241.3302	IL1RN|3557	50.2092
IL20RA|53832	880.7601	IL20RA|53832	584.8443
IL20RB|53833	18.0523	IL20RB|53833	15.3417
IL20|50604	36.1045	IL20|50604	17.6662
IL21R|50615	71.8385	IL21R|50615	24.0958
lowly_expressed	lowly_expressed	IL22RA1|58985	44.6304
lowly_expressed	lowly_expressed	IL22RA2|116379	46.0251
IL23A|51561	5.7007	IL23A|51561	9.298
lowly_expressed	lowly_expressed	IL24|11009	8.1776
IL27RA|9466	89.7862	IL27RA|9466	674.1051
IL28RA|163702	32.304	IL28RA|163702	185.96
IL2RA|3559	23.753	IL2RA|3559	25.1046
IL2RB|3560	131.1164	IL2RB|3560	248.2566
IL2RG|3561	217.1021	IL2RG|3561	560.6695
IL32|9235	1165.3207	IL32|9235	630.8694
lowly_expressed	lowly_expressed	IL33|90865	1276.6155
IL34|146433	22.3278	IL34|146433	600.6509
IL3RA|3563	67.4584	IL3RA|3563	203.1613
IL4I1|259307	259.5629	IL4I1|259307	48.847
IL4R|3566	1614.2518	IL4R|3566	1662.9475
lowly_expressed	lowly_expressed	IL5RA|3568	6.9735
IL6R|3570	127.791	IL6R|3570	542.5384
IL6ST|3572	1335.3919	IL6ST|3572	2434.2166
IL6|3569	6.6508	IL6|3569	401.2087
IL7R|3575	56.056999999999995	IL7R|3575	271.5016
IL7|3574	9.5012	IL7|3574	38.1218
IL8|3576	74.5843	IL8|3576	66.9456
ILDR1|286676	17.1021	ILDR1|286676	123.1985
ILF2|3608	6554.8694	ILF2|3608	3161.7852
ILF3|3609	5106.4133	ILF3|3609	4939.0981
ILKAP|80895	473.1591	ILKAP|80895	415.6206
ILK|3611	2937.7672	ILK|3611	2788.0056
ILVBL|10994	720.19	ILVBL|10994	906.5551
IMMP1L|196294	105.1116	IMMP1L|196294	61.1994
IMMP2L|83943	67.4584	IMMP2L|83943	147.8382
IMMT|10989	2419.4774	IMMT|10989	1643.8866
IMP3|55272	596.6746	IMP3|55272	678.7541
IMP4|92856	636.5796	IMP4|92856	527.1967
IMPA1|3612	342.5178	IMPA1|3612	335.6578
IMPA2|3613	345.8432	IMPA2|3613	456.0669
IMPACT|55364	975.7719999999999	IMPACT|55364	1080.4277
IMPAD1|54928	4190.0238	IMPAD1|54928	3266.3877
IMPDH1|3614	1604.2755	IMPDH1|3614	847.0479
IMPDH2|3615	2752.9691	IMPDH2|3615	4820.0837
IMPG1|3617	5.2257	IMPG1|3617	7.9033
INADL|10207	3171.4964	INADL|10207	2028.3589
INCA1|388324	9.5012	INCA1|388324	15.3417
INCENP|3619	605.2257	INCENP|3619	267.7824
INE1|8552	16.152	INE1|8552	41.841
INF2|64423	4047.9809999999998	INF2|64423	2083.2171
ING1|3621	297.772	ING1|3621	310.9205
ING2|3622	182.4228	ING2|3622	171.0832
ING3|54556	184.7981	ING3|54556	330.5439
ING4|51147	504.5131	ING4|51147	588.5635
ING5|84289	230.8789	ING5|84289	627.1502
INHA|3623	9.0261	INHA|3623	6.9735
INHBA|3624	1040.38	INHBA|3624	22.3152
INHBB|3625	869.8337	INHBB|3625	1610.8787
lowly_expressed	lowly_expressed	INMT|11185	515.7694
INO80B|83444	132.9406	INO80B|83444	174.0865
INO80C|125476	273.6342	INO80C|125476	172.013
INO80D|54891	402.5511	INO80D|54891	574.0632
INO80E|283899	666.2803	INO80E|283899	522.6127
INO80|54617	597.1496	INO80|54617	1169.6885
INPP1|3628	144.4181	INPP1|3628	470.0139
INPP4A|3631	612.8266	INPP4A|3631	741.9805
INPP4B|8821	380.0475	INPP4B|8821	365.8763
INPP5A|3632	690.7363	INPP5A|3632	612.7383
INPP5B|3633	231.3539	INPP5B|3633	627.1502
INPP5D|3635	307.8385	INPP5D|3635	828.4519
INPP5E|56623	298.8124	INPP5E|56623	256.6248
INPP5F|22876	944.4181	INPP5F|22876	557.4152
INPP5J|27124	258.4323	INPP5J|27124	221.2924
INPP5K|51763	459.3824	INPP5K|51763	1198.9772
INPPL1|3636	3831.3539	INPPL1|3636	1795.444
INSIG1|3638	1171.9715	INSIG1|3638	1372.8498
INSIG2|51141	408.07599999999996	INSIG2|51141	444.9093
lowly_expressed	lowly_expressed	INSL3|3640	7.9033
INSM1|3642	49.8812	lowly_expressed	lowly_expressed
INSRR|3645	12.8266	INSRR|3645	7.4384
INSR|3643	1219.9525	INSR|3643	2814.9698
INTS10|55174	832.304	INTS10|55174	1237.099
INTS12|57117	589.5487	INTS12|57117	442.1199
INTS1|26173	3734.4418	INTS1|26173	2244.0725
INTS2|57508	230.8789	INTS2|57508	356.1134
INTS3|65123	1780.0475	INTS3|65123	2154.8117
INTS4L1|285905	14.2518	INTS4L1|285905	19.5258
INTS4L2|644619	8.076	INTS4L2|644619	8.3682
INTS4|92105	577.1971	INTS4|92105	587.4523
INTS5|80789	845.6057	INTS5|80789	755.4626
INTS6|26512	1005.2257	INTS6|26512	1103.6727
INTS7|25896	947.2684	INTS7|25896	401.2087
INTS8|55656	1701.1544	INTS8|55656	690.7066
INTS9|55756	383.848	INTS9|55756	382.1478
INTU|27152	123.0404	INTU|27152	182.2408
INVS|27130	238.0048	INVS|27130	271.9665
IP6K1|9807	1160.095	IP6K1|9807	1612.2734
IP6K2|51447	2101.6627	IP6K2|51447	1786.6109
IPCEF1|26034	14.2518	IPCEF1|26034	86.4714
IPMK|253430	84.5606	IPMK|253430	91.1204
IPO11|51194	607.601	IPO11|51194	735.8810000000001
IPO13|9670	995.7245	IPO13|9670	642.0269999999999
IPO4|79711	1035.7767	IPO4|79711	1194.0632
IPO5|3843	1905.9382	IPO5|3843	3959.5537
IPO7|10527	3502.1378	IPO7|10527	3737.7964
IPO8|10526	1175.772	IPO8|10526	1359.3677
IPO9|55705	2749.1686	IPO9|55705	1617.3873
IPPK|64768	800.9739	IPPK|64768	351.2134
IPP|3652	334.4418	IPP|3652	325.43
IPW|3653	256.4133	IPW|3653	376.6574
IQCA1|79781	33.2542	IQCA1|79781	153.417
IQCB1|9657	490.2613	IQCB1|9657	754.9977
IQCC|55721	91.2114	IQCC|55721	98.0939
IQCD|115811	25.1781	IQCD|115811	17.6662
IQCE|23288	1455.5819	IQCE|23288	701.0693
IQCG|84223	344.4181	IQCG|84223	442.1199
IQCH|64799	24.4371	IQCH|64799	39.9814
IQCK|124152	567.2209	IQCK|124152	310.0883
IQGAP1|8826	9089.7862	IQGAP1|8826	10133.4263
IQGAP2|10788	239.4299	IQGAP2|10788	1105.0674
IQGAP3|128239	1690.7363	IQGAP3|128239	73.4542
IQSEC1|9922	1319.2399	IQSEC1|9922	2358.4379
IQSEC2|23096	492.6366	IQSEC2|23096	390.51599999999996
IQSEC3|440073	11.8765	IQSEC3|440073	89.7257
IQUB|154865	6.1758	IQUB|154865	10.2278
IRAK1BP1|134728	21.6342	IRAK1BP1|134728	39.7397
IRAK1|3654	3300.2375	IRAK1|3654	2217.5732
IRAK2|3656	79.81	IRAK2|3656	201.3017
IRAK3|11213	130.1663	IRAK3|11213	522.5477
IRAK4|51135	544.8931	IRAK4|51135	443.0497
IREB2|3658	1142.9929	IREB2|3658	1251.5109
IRF1|3659	740.5891	IRF1|3659	996.2064
IRF2BP1|26145	422.8029	IRF2BP1|26145	461.6457
IRF2BP2|359948	6963.8955	IRF2BP2|359948	7801.9526
IRF2|3660	684.5606	IRF2|3660	907.02
IRF3|3661	771.3539	IRF3|3661	806.1227
IRF4|3662	17.1021	IRF4|3662	128.7773
IRF5|3663	254.6318	IRF5|3663	206.4156
IRF6|3664	1552.9691	IRF6|3664	1622.9661
IRF7|3665	1023.753	IRF7|3665	246.8619
IRF8|3394	153.9192	IRF8|3394	418.8749
IRF9|10379	1048.5701	IRF9|10379	620.6416
IRGQ|126298	798.5748	IRGQ|126298	641.5621
IRS1|3667	1915.9145	IRS1|3667	1860.53
IRS2|8660	172.4466	IRS2|8660	2448.1636
IRX1|79192	15.2019	IRX1|79192	522.0828
IRX2|153572	701.1876	IRX2|153572	880.5207
IRX3|79191	824.2280000000001	IRX3|79191	898.1869
IRX4|50805	182.4228	IRX4|50805	71.5946
IRX5|10265	1550.5938	IRX5|10265	449.5583
IRX6|79190	17.1021	IRX6|79190	250.1162
ISCA1P1|389293	63.658	ISCA1P1|389293	64.6211
ISCA1|81689	727.3159	ISCA1|81689	843.073
ISCA2|122961	201.9002	ISCA2|122961	219.4328
ISCU|23479	836.1045	ISCU|23479	1524.4073
ISG15|9636	2155.3444	ISG15|9636	137.6104
ISG20L2|81875	1489.3112	ISG20L2|81875	831.7062
ISG20|3669	259.3824	ISG20|3669	249.1864
lowly_expressed	lowly_expressed	ISL1|3670	7.9033
ISLR2|57611	16.152	ISLR2|57611	117.1548
ISLR|3671	6755.8195	ISLR|3671	2652.2548
ISM1|140862	255.5819	ISM1|140862	1549.9768
ISOC1|51015	1115.4394	ISOC1|51015	739.1911
ISOC2|79763	633.7292	ISOC2|79763	367.7359
ISPD|729920	75.5344	ISPD|729920	64.6211
ISY1|57461	598.3278	ISY1|57461	652.9754
ISYNA1|51477	1407.601	ISYNA1|51477	623.8959
ITCH|83737	1437.5297	ITCH|83737	1582.9847
ITFG1|81533	946.3183	ITFG1|81533	822.8731
ITFG2|55846	235.1544	ITFG2|55846	549.047
ITFG3|83986	3171.5677	ITFG3|83986	1889.6188
ITGA10|8515	56.056999999999995	ITGA10|8515	228.7308
ITGA11|22801	3665.0831	ITGA11|22801	438.4007
ITGA1|3672	1164.6793	ITGA1|3672	1476.3784
lowly_expressed	lowly_expressed	ITGA2B|3674	6.9735
ITGA2|3673	1395.7245	ITGA2|3673	1562.5291
ITGA3|3675	387.1734	ITGA3|3675	2120.4091
ITGA4|3676	252.19	ITGA4|3676	348.2427
ITGA5|3678	4495.4869	ITGA5|3678	2218.9679
ITGA6|3655	3219.0024	ITGA6|3655	4636.9131
ITGA7|3679	66.0333	ITGA7|3679	3009.298
ITGA8|8516	45.1306	ITGA8|8516	69.735
ITGA9|3680	66.9834	ITGA9|3680	347.2803
ITGAD|3681	5.7007	ITGAD|3681	47.4198
ITGAE|3682	324.9406	ITGAE|3682	220.3626
ITGAL|3683	402.8504	ITGAL|3683	518.8285
ITGAM|3684	343.94300000000004	ITGAM|3684	367.7359
ITGAV|3685	5521.6152	ITGAV|3685	2867.9684
ITGAX|3687	572.4466	ITGAX|3687	407.2524
ITGB1BP1|9270	708.7886	ITGB1BP1|9270	1591.8178
ITGB1BP2|26548	5.2257	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ITGB1BP3|27231	5.5788
ITGB1|3688	16544.8931	ITGB1|3688	18225.9414
ITGB2|3689	1584.1805	ITGB2|3689	1674.6815
ITGB3BP|23421	221.8527	ITGB3BP|23421	149.2329
ITGB3|3690	139.1924	ITGB3|3690	240.8182
ITGB4|3691	465.0831	ITGB4|3691	6668.0614
ITGB5|3693	7587.1734	ITGB5|3693	3964.2027
ITGB6|3694	940.1425	ITGB6|3694	1763.8308
ITGB7|3695	83.6105	ITGB7|3695	166.8991
ITGB8|3696	246.0808	ITGB8|3696	2094.8396
ITGBL1|9358	1077.4347	ITGBL1|9358	435.6113
lowly_expressed	lowly_expressed	ITIH2|3698	98.0939
lowly_expressed	lowly_expressed	ITIH3|3699	8.3682
ITIH4|3700	23.753	ITIH4|3700	66.9456
ITIH5L|347365	10.9264	ITIH5L|347365	46.9549
ITIH5|80760	124.9406	ITIH5|80760	5847.9777
ITK|3702	28.9786	ITK|3702	158.9958
ITM2A|9452	83.1354	ITM2A|9452	1718.7355
ITM2B|9445	6478.3848	ITM2B|9445	13903.3008
ITM2C|81618	857.0071	ITM2C|81618	1660.1581
ITPA|3704	816.1519999999999	ITPA|3704	458.3914
ITPK1|3705	1498.8124	ITPK1|3705	1765.6904
ITPKA|3706	24.7031	lowly_expressed	lowly_expressed
ITPKB|3707	1101.6627	ITPKB|3707	1555.0907
ITPKC|80271	801.9002	ITPKC|80271	1915.3882
ITPR1|3708	363.8955	ITPR1|3708	2523.0126
ITPR2|3709	1164.8456	ITPR2|3709	3554.6258
ITPR3|3710	1124.361	ITPR3|3710	1669.5212
ITPRIPL1|150771	7.1259	ITPRIPL1|150771	192.0037
ITPRIPL2|162073	2226.1283	ITPRIPL2|162073	1503.0219
ITPRIP|85450	586.6983	ITPRIP|85450	1751.7434
ITSN1|6453	1154.3943	ITSN1|6453	2998.6053
ITSN2|50618	559.1449	ITSN2|50618	1423.059
IVD|3712	1385.7482	IVD|3712	1886.5644
IVL|3713	81.7102	lowly_expressed	lowly_expressed
IVNS1ABP|10625	2219.4774	IVNS1ABP|10625	2909.3445
IWS1|55677	1247.981	IWS1|55677	1319.3863
IYD|389434	160.5701	IYD|389434	9.298
JAG1|182	1523.5154	JAG1|182	1761.5063
JAG2|3714	379.5724	JAG2|3714	1088.7959
JAGN1|84522	502.6128	JAGN1|84522	688.5169999999999
JAK1|3716	5634.2043	JAK1|3716	5855.4161
JAK2|3717	546.3183	JAK2|3717	635.5184
JAK3|3718	91.2114	JAK3|3718	278.94
JAKMIP1|152789	106.8884	lowly_expressed	lowly_expressed
JAKMIP2|9832	9.0261	lowly_expressed	lowly_expressed
JAKMIP3|282973	31.829	JAKMIP3|282973	71.1297
JAM2|58494	122.0903	JAM2|58494	496.9781
JAM3|83700	689.3112	JAM3|83700	1079.4979
JARID2|3720	528.266	JARID2|3720	466.2947
JAZF1|221895	301.6627	JAZF1|221895	490.0046
JDP2|122953	451.3064	JDP2|122953	675.9647
JHDM1D|80853	854.1568	JHDM1D|80853	1122.2687
JKAMP|51528	628.0285	JKAMP|51528	725.2441
JMJD1C|221037	1647.5249	JMJD1C|221037	3418.3728
JMJD4|65094	643.3112	JMJD4|65094	550.8647
JMJD5|79831	98.8124	JMJD5|79831	119.0144
JMJD6|23210	1106.8884	JMJD6|23210	800.5579
JMJD7-PLA2G4B|8681	326.8409	JMJD7-PLA2G4B|8681	565.3185
JMJD8|339123	1923.7197	JMJD8|339123	1143.3101
JMY|133746	581.9477	JMY|133746	888.8889
JOSD1|9929	1769.1211	JOSD1|9929	2113.4356
JOSD2|126119	179.0974	JOSD2|126119	108.7866
JPH1|56704	80.285	JPH1|56704	62.7615
JPH2|57158	54.1568	JPH2|57158	841.934
JPH3|57338	23.2779	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JPH4|84502	34.4026
JRKL|8690	393.8242	JRKL|8690	435.6113
JRK|8629	203.3254	JRK|8629	456.9967
lowly_expressed	lowly_expressed	JSRP1|126306	13.4821
JTB|10899	2705.4632	JTB|10899	1386.3319
JUB|84962	482.6603	JUB|84962	615.0628
JUNB|3726	1850.3563	JUNB|3726	3247.7917
JUND|3727	2449.4062	JUND|3727	5040.9112
JUN|3725	9196.6746	JUN|3725	17358.4379
JUP|3728	9195.2542	JUP|3728	6411.4365
KAL1|3730	211.4014	KAL1|3730	370.9902
KALRN|8997	197.6247	KALRN|8997	682.4733
KANK1|23189	435.1544	KANK1|23189	2915.8531
KANK2|25959	2023.753	KANK2|25959	3158.9958
KANK3|256949	36.5796	KANK3|256949	336.5876
KANK4|163782	566.2708	KANK4|163782	483.9609
KARS|3735	3223.2779	KARS|3735	2852.6267
KAT2A|2648	583.3729	KAT2A|2648	956.7643
KAT2B|8850	232.304	KAT2B|8850	627.6151
KAT5|10524	727.5867	KAT5|10524	1139.4886
KATNA1|11104	393.3492	KATNA1|11104	362.62199999999996
KATNAL1|84056	278.8599	KATNAL1|84056	570.8973
KATNAL2|83473	46.0808	KATNAL2|83473	69.2701
KATNB1|10300	392.399	KATNB1|10300	436.0762
KAZALD1|81621	14.2518	KAZALD1|81621	73.5704
KAZ|23254	506.7506	KAZ|23254	928.4751
KBTBD10|10324	22.3563	KBTBD10|10324	9.6141
KBTBD11|9920	103.0879	KBTBD11|9920	236.6341
lowly_expressed	lowly_expressed	KBTBD12|166348	14.4119
KBTBD2|25948	919.715	KBTBD2|25948	1466.2947
KBTBD3|143879	72.209	KBTBD3|143879	89.7257
KBTBD4|55709	465.2874	KBTBD4|55709	471.3017
KBTBD6|89890	226.6033	KBTBD6|89890	647.6058
KBTBD7|84078	133.9667	KBTBD7|84078	182.2408
KBTBD8|84541	30.4038	KBTBD8|84541	47.4198
KCMF1|56888	1348.2185	KCMF1|56888	1313.3426
lowly_expressed	lowly_expressed	KCNA1|3736	16.2715
lowly_expressed	lowly_expressed	KCNA2|3737	13.0172
lowly_expressed	lowly_expressed	KCNA3|3738	60.437
lowly_expressed	lowly_expressed	KCNA4|3739	6.5086
lowly_expressed	lowly_expressed	KCNA5|3741	7.9033
KCNA6|3742	16.6271	KCNA6|3742	36.7271
KCNAB1|7881	43.7055	KCNAB1|7881	153.417
KCNAB2|8514	253.6817	KCNAB2|8514	317.0618
KCNAB3|9196	7.601	KCNAB3|9196	22.3152
lowly_expressed	lowly_expressed	KCNB1|3745	125.0581
lowly_expressed	lowly_expressed	KCNC1|3746	13.4821
lowly_expressed	lowly_expressed	KCNC2|3747	132.0316
KCNC3|3748	21.8527	KCNC3|3748	238.0288
KCNC4|3749	63.1829	KCNC4|3749	295.6764
KCND1|3750	45.1306	KCND1|3750	82.7522
KCND2|3751	175.77200000000002	KCND2|3751	140.8647
KCND3|3752	48.9311	KCND3|3752	41.3761
lowly_expressed	lowly_expressed	KCNE1L|23630	6.0437
lowly_expressed	lowly_expressed	KCNE1|3753	132.9614
KCNE2|9992	12.3515	KCNE2|9992	6.5086
KCNE3|10008	109.7387	KCNE3|10008	262.2036
KCNE4|23704	803.3254	KCNE4|23704	146.9084
KCNF1|3754	379.5724	KCNF1|3754	17.2013
KCNG1|3755	18.0523	KCNG1|3755	18.1311
KCNG3|170850	6.6508	lowly_expressed	lowly_expressed
KCNH1|3756	150.5938	KCNH1|3756	15.8066
KCNH2|3757	7.1259	KCNH2|3757	16.7364
lowly_expressed	lowly_expressed	KCNH3|23416	44.1655
lowly_expressed	lowly_expressed	KCNH4|23415	12.5523
lowly_expressed	lowly_expressed	KCNH8|131096	74.8489
lowly_expressed	lowly_expressed	KCNIP1|30820	9.7629
KCNIP2|30819	8.076	KCNIP2|30819	2552.7662
KCNIP3|30818	35.1544	KCNIP3|30818	112.9707
KCNIP4|80333	13.7767	KCNIP4|80333	26.4993
KCNJ10|3766	24.7031	KCNJ10|3766	9.7629
KCNJ11|3767	82.6603	KCNJ11|3767	83.682
KCNJ12|3768	17.1021	KCNJ12|3768	79.4979
KCNJ14|3770	6.1758	KCNJ14|3770	58.5774
KCNJ15|3772	41.8052	KCNJ15|3772	37.192
lowly_expressed	lowly_expressed	KCNJ16|3773	49.7443
KCNJ2|3759	108.3135	KCNJ2|3759	225.4765
lowly_expressed	lowly_expressed	KCNJ3|3760	9.7629
KCNJ5|3762	56.5321	KCNJ5|3762	119.0144
KCNJ8|3764	209.9762	KCNJ8|3764	375.6392
KCNK13|56659	34.6793	KCNK13|56659	47.8847
KCNK15|60598	29.9287	KCNK15|60598	21.3854
KCNK17|89822	6.1758	KCNK17|89822	12.0874
KCNK1|3775	1823.753	KCNK1|3775	182.2408
KCNK2|3776	251.7815	KCNK2|3776	294.2817
KCNK3|3777	40.38	KCNK3|3777	168.7587
KCNK5|8645	19.9525	KCNK5|8645	280.7996
KCNK6|9424	1092.1615	KCNK6|9424	332.4035
KCNMA1|3778	426.6033	KCNMA1|3778	720.1302
KCNMB1|3779	34.6793	KCNMB1|3779	888.8889
lowly_expressed	lowly_expressed	KCNMB2|10242	7.9033
