gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
TRPM4|54795	687.7510000000001	TRPM4|54795	414.1675
TRPM6|140803	7.6975	lowly_expressed	lowly_expressed
TRPM7|54822	1224.8996	TRPM7|54822	695.9669
TRPS1|7227	20902.2758	TRPS1|7227	426.06
TRPT1|83707	283.8019	TRPT1|83707	1978.8004
TRPV1|7442	154.9531	TRPV1|7442	113.7539
TRPV2|51393	275.7697	TRPV2|51393	176.8356
lowly_expressed	lowly_expressed	TRPV3|162514	17.2958
TRPV4|59341	79.6519	TRPV4|59341	5.1706
TRPV5|56302	10.7095	lowly_expressed	lowly_expressed
TRPV6|55503	744.9799	lowly_expressed	lowly_expressed
TRRAP|8295	2220.2544	TRRAP|8295	1428.1748
TRUB1|142940	776.4391	TRUB1|142940	495.3464
TRUB2|26995	886.8809	TRUB2|26995	587.3837
TSC1|7248	1506.6934	TSC1|7248	1655.1189
TSC22D1|8848	9584.671999999999	TSC22D1|8848	6306.1013
TSC22D2|9819	787.8179	TSC22D2|9819	839.7104
TSC22D3|1831	9384.8728	TSC22D3|1831	2910.031
TSC22D4|81628	1352.075	TSC22D4|81628	466.3909
TSC2|7249	2252.6774	TSC2|7249	2353.1541
TSEN15|116461	752.6774	TSEN15|116461	648.3971
TSEN2|80746	120.4819	TSEN2|80746	137.5388
TSEN34|79042	604.7523	TSEN34|79042	311.272
TSEN54|283989	244.6452	TSEN54|283989	102.8956
TSFM|10102	977.577	TSFM|10102	1303.516
TSG101|7251	1255.0201	TSG101|7251	2037.2285
TSGA10|80705	69.9465	TSGA10|80705	8.7901
TSGA14|95681	319.6118	TSGA14|95681	59.9793
TSHR|7253	9.3708	TSHR|7253	25.3361
TSHZ1|10194	598.0589	TSHZ1|10194	691.8304
TSHZ2|128553	150.2677	TSHZ2|128553	105.4809
TSHZ3|57616	486.6131	TSHZ3|57616	174.2503
TSIX|9383	8.6178	TSIX|9383	7.4354
TSKU|25987	1247.3226	TSKU|25987	161.8407
lowly_expressed	lowly_expressed	TSLP|85480	77.5595
TSNARE1|203062	154.9531	TSNARE1|203062	143.2265
TSNAXIP1|55815	23.7617	TSNAXIP1|55815	5.6877
TSNAX|7257	1596.255	TSNAX|7257	1577.0424
TSN|7247	2121.8206	TSN|7247	2480.8687
TSPAN10|83882	7.0281	lowly_expressed	lowly_expressed
TSPAN11|441631	130.8568	TSPAN11|441631	90.486
TSPAN12|23554	287.4833	TSPAN12|23554	189.7622
TSPAN13|27075	4932.3963	TSPAN13|27075	239.9173
TSPAN14|81619	3352.4096	TSPAN14|81619	935.8842
TSPAN15|23555	1456.4926	TSPAN15|23555	298.3454
TSPAN17|26262	995.9839	TSPAN17|26262	943.6401
TSPAN18|90139	785.4752	TSPAN18|90139	847.9835
TSPAN1|10103	1267.4029	TSPAN1|10103	34.6432
TSPAN2|10100	163.3199	TSPAN2|10100	170.1138
TSPAN31|6302	1850.4016	TSPAN31|6302	729.0589
TSPAN32|10077	15.0602	lowly_expressed	lowly_expressed
TSPAN33|340348	395.5823	TSPAN33|340348	333.5057
TSPAN3|10099	5308.2329	TSPAN3|10099	7355.2223
TSPAN4|7106	438.0857	TSPAN4|7106	379.5243
TSPAN5|10098	105.4217	TSPAN5|10098	18.0972
TSPAN6|7105	2527.7778	TSPAN6|7105	190.2792
TSPAN7|7102	266.3989	TSPAN7|7102	6389.8656
lowly_expressed	lowly_expressed	TSPAN8|7103	358.8418
TSPAN9|10867	1912.9853	TSPAN9|10867	773.0093
TSPO|706	915.328	TSPO|706	720.2689
TSPYL1|7259	2497.1821	TSPYL1|7259	9364.7053
TSPYL2|64061	1360.1071	TSPYL2|64061	415.7187
TSPYL3|128854	7.0281	TSPYL3|128854	7.7559
TSPYL4|23270	747.3226	TSPYL4|23270	347.9835
TSPYL5|85453	285.1406	TSPYL5|85453	1298.3454
TSR1|55720	1239.1365	TSR1|55720	2737.3888
TSR2|90121	1045.8501	TSR2|90121	726.9907
TSSC1|7260	230.2544	TSSC1|7260	350.0517
TSSC4|10078	287.1486	TSSC4|10078	512.9266
TSSK3|81629	28.2631	TSSK3|81629	13.9193
TSSK4|283629	21.7537	TSSK4|283629	6.2048
TSSK6|83983	23.7617	TSSK6|83983	6.7218
TSTA3|7264	729.585	TSTA3|7264	400.2068
TSTD1|100131187	860.1071	TSTD1|100131187	169.5967
TSTD2|158427	712.8046	TSTD2|158427	963.1954
TST|7263	418.6747	TST|7263	893.485
TTBK2|146057	220.2142	TTBK2|146057	518.6143
TTC12|54970	314.9264	TTC12|54970	97.7249
TTC13|79573	466.1981	TTC13|79573	350.0517
TTC14|151613	766.7336	TTC14|151613	192.8645
TTC15|51112	380.1874	TTC15|51112	930.1965
TTC16|158248	17.7376	lowly_expressed	lowly_expressed
TTC17|55761	1254.6854	TTC17|55761	823.6815
TTC18|118491	28.1593	TTC18|118491	24.819000000000003
TTC19|54902	193.0656	TTC19|54902	765.0827
TTC1|7265	1008.0321	TTC1|7265	1683.0403
TTC21A|199223	86.0107	TTC21A|199223	8.273
TTC21B|79809	232.5937	TTC21B|79809	1054.2916
TTC23L|153657	36.4793	lowly_expressed	lowly_expressed
TTC23|64927	170.3481	TTC23|64927	460.1861
TTC25|83538	17.4029	TTC25|83538	8.7901
TTC26|79989	171.0174	TTC26|79989	39.8139
TTC27|55622	245.6493	TTC27|55622	508.273
TTC28|23331	665.8735	TTC28|23331	830.9928
TTC30A|92104	289.1566	TTC30A|92104	192.3475
TTC30B|150737	236.2784	TTC30B|150737	56.3599
TTC31|64427	565.9304	TTC31|64427	180.9721
TTC32|130502	64.9264	TTC32|130502	87.9007
TTC33|23548	223.2262	TTC33|23548	1678.3868
TTC35|9694	1077.9786	TTC35|9694	1084.2813
TTC36|143941	188.755	lowly_expressed	lowly_expressed
TTC37|9652	1796.1847	TTC37|9652	3760.5998
TTC38|55020	343.3735	TTC38|55020	538.2627
TTC39A|22996	1714.5248	TTC39A|22996	32.575
TTC39B|158219	195.1138	TTC39B|158219	62.0476
TTC39C|125488	429.3842	TTC39C|125488	24.819000000000003
TTC3|7267	4941.4324	TTC3|7267	3778.697
TTC4|7268	366.4659	TTC4|7268	938.3609
TTC5|91875	197.1218	TTC5|91875	202.6887
TTC7A|57217	468.8153	TTC7A|57217	169.5295
TTC7B|145567	322.9585	TTC7B|145567	1441.5719
TTC8|123016	1107.7644	TTC8|123016	89.969
TTC9C|283237	293.842	TTC9C|283237	166.4943
TTC9|23508	3271.7537	TTC9|23508	121.5098
TTF1|7270	326.3052	TTF1|7270	438.4695
TTF2|8458	247.6573	TTF2|8458	124.6122
TTK|7272	16.3989	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TTLL10|254173	6.2048
TTLL11|158135	64.257	TTLL11|158135	469.4933
TTLL12|23170	643.2396	TTLL12|23170	305.5843
TTLL13|440307	13.3133	lowly_expressed	lowly_expressed
TTLL1|25809	195.4485	TTLL1|25809	62.0476
TTLL3|26140	492.6606	TTLL3|26140	140.5636
TTLL4|9654	355.7564	TTLL4|9654	189.2451
TTLL5|23093	665.6627	TTLL5|23093	299.8966
TTLL7|79739	101.071	TTLL7|79739	269.3899
TTLL9|164395	26.1044	lowly_expressed	lowly_expressed
TTL|150465	642.2356	TTL|150465	2296.7942
TTN|7273	137.8782	lowly_expressed	lowly_expressed
TTPAL|79183	493.6412	TTPAL|79183	109.6174
TTYH1|57348	7.3628	lowly_expressed	lowly_expressed
TTYH2|94015	212.2657	TTYH2|94015	777.9835
TTYH3|80727	1768.0723	TTYH3|80727	263.7022
TUBA1A|7846	3031.0743	TUBA1A|7846	2895.9617
TUBA1B|10376	8044.0863	TUBA1B|10376	3260.4085
TUBA1C|84790	1436.0776	TUBA1C|84790	480.8687
TUBA3C|7278	6.6934	lowly_expressed	lowly_expressed
TUBA3D|113457	110.1071	lowly_expressed	lowly_expressed
TUBA3E|112714	17.0683	lowly_expressed	lowly_expressed
TUBA4A|7277	836.3454	TUBA4A|7277	11101.8614
TUBA8|51807	51.4759	TUBA8|51807	2857.2906
TUBAL3|79861	131.1914	TUBAL3|79861	5.6877
TUBB1|81027	13.7216	TUBB1|81027	21.1996
TUBB2A|7280	964.5248	TUBB2A|7280	525.3361
TUBB2B|347733	19.7791	TUBB2B|347733	71.8718
TUBB2C|10383	2600.0669	TUBB2C|10383	2956.5667
TUBB3|10381	158.9692	TUBB3|10381	53.7746
TUBB4|10382	42.5033	TUBB4|10382	39.2968
TUBB6|84617	1171.3554	TUBB6|84617	863.6815
TUBBP5|643224	50.5355	lowly_expressed	lowly_expressed
TUBB|203068	6528.1124	TUBB|203068	6928.6453
TUBD1|51174	700.1339	TUBD1|51174	163.3919
TUBE1|51175	136.5462	TUBE1|51175	146.3289
TUBG1|7283	705.1539	TUBG1|7283	702.1717
TUBG2|27175	615.4618	TUBG2|27175	107.0321
TUBGCP2|10844	1638.7216	TUBGCP2|10844	1718.8159
TUBGCP3|10426	537.1486	TUBGCP3|10426	455.5326
TUBGCP4|27229	292.1687	TUBGCP4|27229	525.3361
TUBGCP5|114791	286.1446	TUBGCP5|114791	625.1293
TUBGCP6|85378	576.9746	TUBGCP6|85378	626.6805
TUB|7275	132.5301	TUB|7275	185.1086
TUFM|7284	4118.1392	TUFM|7284	6184.5915
TUFT1|7286	2908.2999	TUFT1|7286	115.8221
TUG1|55000	4799.8661	TUG1|55000	2388.3144
TULP3|7289	553.5475	TULP3|7289	274.5605
TULP4|56995	1005.6894	TULP4|56995	1125.6463
TUSC1|286319	365.7965	TUSC1|286319	124.6122
TUSC2|11334	637.8849	TUSC2|11334	855.7394
TUSC3|7991	272.0884	TUSC3|7991	174.7673
lowly_expressed	lowly_expressed	TUSC5|286753	18.6143
TUT1|64852	451.8072	TUT1|64852	460.7032
TWF1|5756	1926.0375	TWF1|5756	354.7053
TWF2|11344	979.836	TWF2|11344	5161.5977
TWIST1|7291	118.8086	TWIST1|7291	9.3071
TWIST2|117581	33.8019	TWIST2|117581	5.1706
TWISTNB|221830	600.0669	TWISTNB|221830	558.4281
TWSG1|57045	1194.1098	TWSG1|57045	586.8666
TXK|7294	5.3548	lowly_expressed	lowly_expressed
TXLNA|200081	2012.0482	TXLNA|200081	813.3402
TXLNB|167838	860.1071	TXLNB|167838	21914.6846
TXLNG|55787	349.3976	TXLNG|55787	178.3868
TXN2|25828	1035.4752	TXN2|25828	3449.3278
TXNDC11|51061	2210.8434	TXNDC11|51061	756.9804
TXNDC12|51060	1077.9786	TXNDC12|51060	518.6143
TXNDC15|79770	1801.5395	TXNDC15|79770	1336.6081
TXNDC16|57544	445.4485	TXNDC16|57544	186.6598
TXNDC17|84817	466.1948	TXNDC17|84817	293.3557
TXNDC2|84203	5.3548	lowly_expressed	lowly_expressed
TXNDC3|51314	10.7095	lowly_expressed	lowly_expressed
TXNDC5|81567	7461.6667	TXNDC5|81567	1395.424
TXNDC6|347736	5.0201	TXNDC6|347736	8.7901
TXNDC9|10190	543.842	TXNDC9|10190	446.2254
TXNIP|10628	7153.9491	TXNIP|10628	103099.7932
TXNL1|9352	875.1673	TXNL1|9352	1869.7001
TXNL4A|10907	372.49	TXNL4A|10907	767.3216
TXNL4B|54957	94.0428	TXNL4B|54957	223.8883
TXNRD1|7296	1968.2062	TXNRD1|7296	3184.0745
TXNRD2|10587	466.8675	TXNRD2|10587	480.8687
TXNRD3IT1|645840	240.9639	TXNRD3IT1|645840	257.4974
TXN|7295	1626.8407	TXN|7295	717.1665
TYK2|7297	959.5047	TYK2|7297	956.0496
TYMP|1890	886.8809	TYMP|1890	98.242
TYMS|7298	102.3795	TYMS|7298	53.1851
TYRO3|7301	99.7323	TYRO3|7301	89.4519
TYROBP|7305	1610.7764	TYROBP|7305	132.8852
lowly_expressed	lowly_expressed	TYRP1|7306	45.5016
TYSND1|219743	238.6212	TYSND1|219743	209.4105
TYW1B|441250	59.9063	TYW1B|441250	36.7115
TYW1|55253	820.6158	TYW1|55253	327.3009
TYW3|127253	348.3869	TYW3|127253	483.7642
U2AF1L4|199746	132.6506	U2AF1L4|199746	162.787
U2AF1|7307	1239.9598	U2AF1|7307	742.5026
U2AF2|11338	1818.2731	U2AF2|11338	1383.6608
UACA|55075	2457.4967	UACA|55075	9745.0879
UAP1L1|91373	511.7135	UAP1L1|91373	62.0476
UAP1|6675	2065.9304	UAP1|6675	1388.3144
UBA1|7317	6745.3146	UBA1|7317	9035.1603
UBA2|10054	1781.4592	UBA2|10054	3092.5543
UBA3|9039	883.8688	UBA3|9039	1043.4333
UBA52|7311	4722.2222	UBA52|7311	9541.365
UBA5|79876	1295.2845	UBA5|79876	1147.88
UBA6|55236	529.1165	UBA6|55236	664.9431
UBA7|7318	1000.6693	UBA7|7318	353.6711
UBAC1|10422	797.8581	UBAC1|10422	4305.0672
UBAC2|337867	1751.9712	UBAC2|337867	1881.0496
UBAP1|51271	2001.67	UBAP1|51271	2189.2451
UBAP2L|9898	3470.2142	UBAP2L|9898	2598.759
UBAP2|55833	774.0964	UBAP2|55833	2047.5698
UBASH3A|53347	18.407	lowly_expressed	lowly_expressed
UBASH3B|84959	103.4137	UBASH3B|84959	63.5988
UBB|7314	6448.4605	UBB|7314	29867.6319
UBC|7316	43621.1513	UBC|7316	88135.9876
UBD|10537	60.24100000000001	UBD|10537	7.2389
UBE2A|7319	1420.3481	UBE2A|7319	1843.8469
UBE2B|7320	1411.3119	UBE2B|7320	5241.4685
UBE2CBP|90025	35.8099	UBE2CBP|90025	78.0765
UBE2C|11065	28.1124	UBE2C|11065	7.2389
UBE2D1|7321	408.9692	UBE2D1|7321	3788.0041
UBE2D2|7322	2187.0817	UBE2D2|7322	2447.7766
UBE2D3|7323	3979.585	UBE2D3|7323	7226.9907
UBE2D4|51619	307.9987	UBE2D4|51619	2456.7373
UBE2E1|7324	1168.0054	UBE2E1|7324	1412.6163
UBE2E2|7325	465.1941	UBE2E2|7325	224.9224
UBE2E3|10477	894.5783	UBE2E3|10477	1922.9576
UBE2F|140739	662.9853	UBE2F|140739	972.9938
UBE2G1|7326	1162.9853	UBE2G1|7326	8578.0765
UBE2G2|7327	2048.5274	UBE2G2|7327	2770.4240000000004
UBE2H|7328	2815.261	UBE2H|7328	2088.4178
UBE2I|7329	2166.6667	UBE2I|7329	1075.4912
UBE2J1|51465	2305.2209	UBE2J1|51465	1089.4519
UBE2J2|118424	547.1888	UBE2J2|118424	618.4074
UBE2K|3093	2442.4364	UBE2K|3093	1902.2751
UBE2L3|7332	1686.0776	UBE2L3|7332	2034.6432
UBE2L6|9246	5961.178000000001	UBE2L6|9246	350.0517
UBE2MP1|606551	76.9746	UBE2MP1|606551	131.334
UBE2M|9040	809.9063	UBE2M|9040	1175.8014
lowly_expressed	lowly_expressed	UBE2NL|389898	5.1706
UBE2N|7334	1390.5622	UBE2N|7334	2098.759
UBE2O|63893	569.2771	UBE2O|63893	1093.5884
UBE2Q1|55585	1875.1673	UBE2Q1|55585	846.9493
UBE2Q2P1|388165	17.7376	UBE2Q2P1|388165	12.4095
UBE2Q2|92912	1319.6118	UBE2Q2|92912	1372.2854
UBE2QL1|134111	61.9143	UBE2QL1|134111	1319.0279
UBE2R2|54926	2332.6639999999998	UBE2R2|54926	2744.0538
UBE2S|27338	109.1031	UBE2S|27338	64.6329
UBE2T|29089	34.4712	UBE2T|29089	216.1324
UBE2V1|7335	3536.4558	UBE2V1|7335	2381.0755
UBE2V2|7336	558.5676	UBE2V2|7336	1091.5202
UBE2W|55284	1159.3039	UBE2W|55284	737.332
UBE2Z|65264	2332.6639999999998	UBE2Z|65264	1329.3692
UBE3A|7337	2089.6921	UBE3A|7337	6251.2875
UBE3B|89910	1126.1714	UBE3B|89910	2810.2378
UBE3C|9690	2397.925	UBE3C|9690	5604.9638
UBE4A|9354	2058.9023	UBE4A|9354	1748.1903
UBE4B|10277	1100.7363	UBE4B|10277	2589.969
UBFD1|56061	1815.9304	UBFD1|56061	3383.1437
UBIAD1|29914	550.8701	UBIAD1|29914	623.5781
UBL3|5412	2521.7537	UBL3|5412	2133.4023
UBL4A|8266	915.9973	UBL4A|8266	2841.7787
UBL5|59286	1453.1459	UBL5|59286	2276.6287
UBL7|84993	696.7871	UBL7|84993	1588.9349
UBLCP1|134510	601.7403	UBLCP1|134510	371.7684
UBN1|29855	2221.2182	UBN1|29855	1601.8614
UBN2|254048	1052.2088	UBN2|254048	1342.2958
UBOX5|22888	411.1178	UBOX5|22888	560.3775
UBP1|7342	1298.8621	UBP1|7342	1168.0455
UBQLN1|29979	4397.2557	UBQLN1|29979	4506.2048
UBQLN2|29978	1644.5783	UBQLN2|29978	2311.7889999999998
UBQLN4|56893	1112.7845	UBQLN4|56893	2131.8511
UBR1|197131	1209.5047	UBR1|197131	1663.3919
UBR2|23304	869.1432	UBR2|23304	2603.9297
UBR3|130507	1244.9799	UBR3|130507	15233.7125
UBR4|23352	3737.2825	UBR4|23352	8234.7466
UBR5|51366	9132.1954	UBR5|51366	2885.7291
UBR7|55148	1250.6693	UBR7|55148	1095.6567
UBTD1|80019	252.00799999999998	UBTD1|80019	357.2906
UBTD2|92181	1162.6506	UBTD2|92181	587.3837
UBTF|7343	2488.6212	UBTF|7343	2373.3195
UBXN10|127733	480.589	UBXN10|127733	10.8583
UBXN11|91544	286.8139	UBXN11|91544	44.9845
UBXN1|51035	1132.5301	UBXN1|51035	1600.3102
UBXN2A|165324	187.4163	UBXN2A|165324	629.7828
UBXN2B|137886	702.8112	UBXN2B|137886	802.4819
UBXN4|23190	4346.7202	UBXN4|23190	2997.9317
UBXN6|80700	1673.0254	UBXN6|80700	2139.607
UBXN7|26043	442.4364	UBXN7|26043	385.7291
UBXN8|7993	185.4083	UBXN8|7993	91.5202
UCA1|652995	8.3668	lowly_expressed	lowly_expressed
UCHL1|7345	124.1633	UCHL1|7345	219.2347
UCHL3|7347	258.7015	UCHL3|7347	456.5667
UCHL5|51377	577.8112	UCHL5|51377	890.6722
UCK1|83549	704.8193	UCK1|83549	849.5346
UCK2|7371	241.6332	UCK2|7371	202.6887
UCKL1AS|100113386	16.4592	UCKL1AS|100113386	11.2927
UCKL1|54963	538.4438	UCKL1|54963	1491.6443
UCN|7349	5.3548	lowly_expressed	lowly_expressed
UCP2|7351	4039.8259999999996	UCP2|7351	3439.5036
UCP3|7352	30.7898	UCP3|7352	8413.6505
UEVLD|55293	281.1245	UEVLD|55293	354.1882
UFC1|51506	2224.2303	UFC1|51506	1250.2585
UFD1L|7353	1230.2477	UFD1L|7353	758.0041
UFM1|51569	2442.4364	UFM1|51569	1058.4281
UFSP1|402682	25.1004	UFSP1|402682	39.8139
UFSP2|55325	578.1693	UFSP2|55325	1448.6918
UGCG|7357	639.2236	UGCG|7357	262.668
UGDH|7358	2507.3628	UGDH|7358	301.4478
UGGT1|56886	2588.3534	UGGT1|56886	1903.8263
UGGT2|55757	510.7095	UGGT2|55757	129.7828
UGP2|7360	1528.7818	UGP2|7360	19802.999
UGT2B15|7366	105.4217	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT3A1|133688	321.0962
UHMK1|127933	751.6734	UHMK1|127933	921.4064
UHRF1BP1L|23074	1123.8286	UHRF1BP1L|23074	1068.7694
UHRF1BP1|54887	757.0281	UHRF1BP1|54887	2077.0424
UHRF1|29128	31.1245	UHRF1|29128	10.8583
UHRF2|115426	540.83	UHRF2|115426	665.9772
UIMC1|51720	389.2236	UIMC1|51720	430.7135
ULBP1|80329	16.7336	ULBP1|80329	7.7559
ULBP2|80328	11.7135	ULBP2|80328	7.7559
ULBP3|79465	7.0281	ULBP3|79465	10.3413
ULK1|8408	855.087	ULK1|8408	1544.9845
ULK2|9706	556.2249	ULK2|9706	1295.243
ULK3|25989	883.8688	ULK3|25989	758.0145
ULK4|54986	42.838	lowly_expressed	lowly_expressed
UMPS|7372	700.1339	UMPS|7372	140.1241
UNC119B|84747	1120.4819	UNC119B|84747	341.2616
UNC119|9094	770.415	UNC119|9094	93.5884
UNC13A|23025	19.0763	lowly_expressed	lowly_expressed
UNC13B|10497	1821.9545	UNC13B|10497	1204.757
lowly_expressed	lowly_expressed	UNC13C|440279	224.9224
UNC13D|201294	113.4538	UNC13D|201294	32.575
UNC45A|55898	3445.4485	UNC45A|55898	516.029
lowly_expressed	lowly_expressed	UNC45B|146862	13483.454
UNC50|25972	896.2517	UNC50|25972	357.8077
UNC5A|90249	1169.6787	UNC5A|90249	7.2389
UNC5B|219699	2434.739	UNC5B|219699	239.4002
UNC5CL|222643	118.919	UNC5CL|222643	8.3092
UNC5C|8633	65.9304	UNC5C|8633	6.2048
UNC80|285175	5.0201	lowly_expressed	lowly_expressed
UNC93B1|81622	525.7697	UNC93B1|81622	72.3888
UNG|7374	555.8902	UNG|7374	1492.2441
UNKL|64718	342.3963	UNKL|64718	359.9224
UNK|85451	496.3186	UNK|85451	417.2699
UPB1|51733	36.4793	UPB1|51733	24.819000000000003
UPF0639|400224	125.50200000000001	lowly_expressed	lowly_expressed
UPF1|5976	2298.8621	UPF1|5976	1888.8314
UPF2|26019	707.4967	UPF2|26019	1486.5564
UPF3A|65110	464.5248	UPF3A|65110	215.0982
UPF3B|65109	197.1218	UPF3B|65109	216.1324
lowly_expressed	lowly_expressed	UPK3A|7380	137.5388
UPK3BL|100134938	58.2965	UPK3BL|100134938	212.5336
UPK3B|80761	7.0281	lowly_expressed	lowly_expressed
UPP1|7378	441.0977	UPP1|7378	87.9007
UPRT|139596	320.6158	UPRT|139596	352.63699999999994
UQCC|55245	753.012	UQCC|55245	2318.5109
UQCR10|29796	1165.9973	UQCR10|29796	6037.2285
UQCR11|10975	1062.249	UQCR11|10975	4451.3961
UQCRB|7381	1608.4337	UQCRB|7381	11194.4157
UQCRC1|7384	2328.6479	UQCRC1|7384	17653.5677
UQCRC2|7385	5117.4699	UQCRC2|7385	19298.8625
UQCRFS1|7386	1572.6238	UQCRFS1|7386	10215.6153
UQCRHL|440567	274.4311	UQCRHL|440567	1129.7828
UQCRH|7388	964.5248	UQCRH|7388	3669.5967
UQCRQ|27089	1803.5475	UQCRQ|27089	5434.8501
URB1|9875	584.3373	URB1|9875	904.8604
URB2|9816	486.2784	URB2|9816	440.0207
URGCP|55665	944.7791	URGCP|55665	1132.3681
URM1|81605	1174.6988	URM1|81605	1132.8852
UROD|7389	870.1473	UROD|7389	1498.9659
UROS|7390	663.6546	UROS|7390	1002.5853
USE1|55850	222.2222	USE1|55850	303.51599999999996
USF1|7391	981.5930000000001	USF1|7391	559.4623
USF2|7392	2070.9505	USF2|7392	3309.7208
USHBP1|83878	58.5676	USHBP1|83878	107.5491
USMG5|84833	759.0361	USMG5|84833	1867.6319
USO1|8615	2114.7925	USO1|8615	11395.0362
USP10|9100	1675.7028	USP10|9100	2441.5719
USP11|8237	2201.8072	USP11|8237	1591.0031
USP12|219333	443.4404	USP12|219333	469.4933
USP13|8975	728.9157	USP13|8975	29951.9131
USP14|9097	1314.5917	USP14|9097	2776.1117
USP15|9958	681.7269	USP15|9958	3131.8511
USP16|10600	978.9157	USP16|10600	1692.8645
USP18|11274	446.4525	USP18|11274	106.515
USP19|10869	1078.9826	USP19|10869	4502.5853
USP1|7398	874.498	USP1|7398	865.5636
USP20|10868	762.0482	USP20|10868	415.7187
USP21|27005	471.5529	USP21|27005	507.7559
USP22|23326	4948.1258	USP22|23326	6770.9411
USP24|23358	2056.5596	USP24|23358	7280.2482
USP25|29761	949.7992	USP25|29761	5418.304
USP27X|389856	144.2436	USP27X|389856	80.1448
USP28|57646	889.2236	USP28|57646	2736.8149
USP2|9099	15.0602	USP2|9099	5945.1913
USP30|84749	473.8956	USP30|84749	500.5171
USP31|57478	900.9371	USP31|57478	457.0838
USP32|84669	6052.2088	USP32|84669	1855.7394
USP33|23032	996.3186	USP33|23032	1146.8459
USP34|9736	2183.4003	USP34|9736	3529.9897
USP35|57558	268.407	USP35|57558	78.5936
USP36|57602	1077.9786	USP36|57602	674.2503
USP37|57695	625.1673	USP37|57695	664.4261
USP38|84640	1016.7336	USP38|84640	3862.9783
USP39|10713	1158.9692	lowly_expressed	lowly_expressed
USP3|9960	697.6573	lowly_expressed	lowly_expressed
USP40|55230	695.1138	USP40|55230	691.8304
USP42|84132	621.1513	USP42|84132	272.4922
USP43|124739	171.3521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	USP44|84101	6.7218
USP45|85015	206.4926	USP45|85015	190.7963
USP46|64854	599.0629	USP46|64854	1163.3919
USP47|55031	1691.4324	USP47|55031	5978.8004
USP48|84196	894.5783	lowly_expressed	lowly_expressed
USP49|25862	19.410999999999998	USP49|25862	14.4778
USP4|7375	1129.1834	USP4|7375	1486.0393
USP51|158880	133.5341	USP51|158880	21.1996
USP53|54532	798.5274	USP53|54532	2837.6422
USP54|159195	1183.4003	USP54|159195	2096.6908
USP5|8078	1843.3735	USP5|8078	2500.0
USP6NL|9712	590.0268	USP6NL|9712	73.94
USP6|9098	93.3735	USP6|9098	201.1375
USP7|7874	3739.9598	USP7|7874	3912.0993
USP8|9101	1581.4324	USP8|9101	1148.8521
USP9X|8239	5205.4886	USP9X|8239	10096.6908
USPL1|10208	378.1794	USPL1|10208	490.6929
UST|10090	120.4819	UST|10090	150.9824
UTP11L|51118	386.5462	UTP11L|51118	2975.1809999999996
UTP14A|10813	389.2236	UTP14A|10813	330.4033
UTP14C|9724	1791.1647	UTP14C|9724	1010.8583
UTP15|84135	365.7965	UTP15|84135	380.0414
UTP18|51096	576.6399	UTP18|51096	380.5584
UTP20|27340	955.8233	UTP20|27340	837.6422
UTP23|84294	420.3481	UTP23|84294	373.3195
UTP3|57050	661.9813	UTP3|57050	466.3909
UTP6|55813	482.5971	UTP6|55813	606.515
UTRN|7402	2454.1499	UTRN|7402	3109.1003
lowly_expressed	lowly_expressed	UTS2R|2837	9.3071
UVRAG|7405	662.9853	UVRAG|7405	683.5574
UXS1|80146	678.3802	UXS1|80146	1029.9897
UXT|8409	728.919	UXT|8409	712.8438
VAC14|55697	1087.0147	VAC14|55697	1000.0
VAMP1|6843	118.3032	VAMP1|6843	86.2875
VAMP2|6844	2438.755	VAMP2|6844	1910.031
VAMP3|9341	2236.2784	VAMP3|9341	3283.3506
VAMP4|8674	569.6118	VAMP4|8674	393.485
VAMP5|10791	387.8849	VAMP5|10791	1894.0021
VAMP7|6845	1265.7296	VAMP7|6845	907.4457
VAMP8|8673	2669.0094	VAMP8|8673	182.0062
VANGL1|81839	1879.1834	VANGL1|81839	206.3082
VANGL2|57216	130.8568	VANGL2|57216	54.2916
VAPA|9218	3718.8755	VAPA|9218	5886.7632
VAPB|9217	1405.9572	VAPB|9217	2689.7622
VARS2|57176	400.2677	VARS2|57176	796.2616
VARS|7407	1084.0027	VARS|7407	1851.0858
VASH1|22846	1040.512	VASH1|22846	431.2048
VASH2|79805	207.162	VASH2|79805	130.817
VASN|114990	674.0295	VASN|114990	120.9928
VASP|7408	1277.4431	VASP|7408	477.7663
VAT1L|57687	17.7376	VAT1L|57687	7.2389
VAT1|10493	4219.5448	VAT1|10493	1959.152
VAV1|7409	285.8099	VAV1|7409	17.0631
VAV2|7410	897.2557	VAV2|7410	92.5543
VAV3|10451	4958.166	VAV3|10451	52.7404
lowly_expressed	lowly_expressed	VAX2|25806	15.5119
VBP1|7411	910.6426	VBP1|7411	2574.9741
VCAM1|7412	1092.7041	VCAM1|7412	324.7156
VCAN|1462	21895.5823	VCAN|1462	1704.757
VCL|7414	3953.8153	VCL|7414	7576.5253
VCPIP1|80124	3505.0201	VCPIP1|80124	925.0259
VCP|7415	7263.0522	VCP|7415	12846.9493
VCX3A|51481	8.0321	lowly_expressed	lowly_expressed
